-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
0.039553-0.017667i,0.074623-0.054254i,0.0888-0.081602i,0.060916-0.1037i,0.02622-0.14864i,0.025232-0.18194i,0.025991-0.15839i,0.016177-0.10552i,0.00023154-0.054618i,-0.021067-0.00051183i,-0.016997+0.036693i,0.0094064+0.02444i,0.01847-0.019797i,0.0022837-0.050999i,-0.019729-0.057176i,-0.041616-0.056322i,-0.065092-0.060114i,-0.080309-0.05984i,-0.072992-0.045664i,-0.048504-0.029631i,-0.029586-0.026042i,-0.025707-0.021944i,-0.025705-0.0061004i
0.035399+0.028786i,0.095229+0.061i,0.12174+0.10321i,0.061938+0.13225i,-0.053486+0.11388i,-0.14157+0.054571i,-0.1585+0.017295i,-0.13219+0.016303i,-0.096408+0.014226i,-0.064203+0.011622i,-0.042334+0.017044i,-0.024768+0.024678i,0.0047603+0.02187i,0.032455-0.0011734i,0.032782-0.024956i,0.014506-0.025277i,0.0063683-7.3312e-05i,0.013444+0.02673i,0.01713+0.023769i,0.010049+0.0052288i,0.006976+0.0028003i,0.01231+0.0029789i,0.0090924-0.010914i
-0.004436+0.041194i,0.01518+0.10653i,0.057248+0.15098i,0.10063+0.13769i,0.10458+0.12989i,0.060706+0.1578i,0.029668+0.17015i,0.032512+0.14849i,0.036045+0.10134i,0.020508+0.039732i,-0.017698+0.0013831i,-0.044415+0.010238i,-0.034037+0.039157i,-0.004494+0.049506i,0.024669+0.032948i,0.047917+0.0026251i,0.062445-0.031773i,0.059272-0.054316i,0.036048-0.046904i,0.012527-0.019312i,0.0031873+0.00045215i,0.0016137-0.00037898i,0.001253-0.0093991i
-0.043342+0.019535i,-0.10099+0.055652i,-0.12965+0.056148i,-0.072977-0.026321i,0.029019-0.12321i,0.10229-0.13259i,0.12213-0.092711i,0.10843-0.075589i,0.080047-0.064538i,0.051627-0.042695i,0.036321-0.033152i,0.018383-0.038868i,-0.00906-0.02652i,-0.020801+0.004307i,-0.011764+0.023874i,-0.0047285+0.02653i,-0.016375+0.020662i,-0.036185+0.012663i,-0.033056+0.0036839i,-0.011222-0.015882i,-0.003549-0.036036i,-0.0084565-0.029984i,-0.0043703-0.0071795i
-0.05643-0.019292i,-0.14323-0.036189i,-0.22839-0.019024i,-0.23826+0.029034i,-0.17775+0.0094172i,-0.11344-0.082624i,-0.085285-0.13094i,-0.078133-0.11771i,-0.066846-0.08414i,-0.032114-0.045971i,0.017109-0.025192i,0.038007-0.029598i,0.017232-0.033046i,-0.0072664-0.014875i,-0.0085414+0.015554i,0.0073547+0.045959i,0.034603+0.071611i,0.06274+0.076621i,0.06795+0.050508i,0.049281+0.020935i,0.033472+0.013484i,0.030829+0.012515i,0.023666+0.0056162i
-0.0039094-0.062282i,-0.01615-0.13227i,-0.032842-0.12324i,-0.031513+0.027305i,-0.0053839+0.17779i,0.010253+0.16858i,-0.0087936+0.08212i,-0.024979+0.044601i,-0.020592+0.036652i,-0.019757+0.030501i,-0.018642+0.033992i,-0.013272+0.0333i,-0.017309+0.019861i,-0.027417+0.01161i,-0.02928+0.019763i,-0.019601+0.021931i,-0.011195+0.0051162i,-0.0095418-0.010807i,-0.010248-0.0043938i,-0.0058917+0.023045i,0.0065675+0.036588i,0.0094061+0.02113i,0.0016507+0.0039814i
0.070932-0.044037i,0.15051-0.1124i,0.18835-0.18803i,0.14945-0.20732i,0.11621-0.13078i,0.10931-0.021408i,0.077915+0.02221i,0.038499+0.018057i,0.017416+0.011402i,-2.1137e-05+0.0082716i,-0.020312+0.012678i,-0.018613+0.013784i,0.00035263-0.0082593i,-0.0021787-0.039285i,-0.029882-0.050562i,-0.056839-0.038121i,-0.074516-0.018289i,-0.079305+0.0050713i,-0.057588+0.021401i,-0.027218+0.0083816i,-0.022698-0.012518i,-0.028961-0.0091227i,-0.018838+0.0051268i
0.066179+0.049218i,0.13906+0.080543i,0.14475+0.012392i,0.017186-0.1401i,-0.12688-0.19683i,-0.13376-0.10541i,-0.053587-0.01268i,-0.016588+0.019013i,-0.0077639+0.019668i,-0.0033704-0.0073001i,-0.017352-0.025758i,-0.017297-0.01366i,0.0074987-0.0097013i,0.023912-0.028561i,0.014727-0.049625i,-0.0012113-0.052834i,0.0019068-0.039778i,0.01707-0.031791i,0.017988-0.031576i,0.0034814-0.0213i,-0.0042287-0.00099346i,0.0016879+0.0084936i,0.0043846+0.0033342i
-0.028935+0.090258i,-0.059253+0.19382i,-0.045904+0.25431i,-0.014341+0.2234i,-0.038688+0.16551i,-0.055836+0.11327i,-0.0071339+0.060148i,0.045029+0.017266i,0.055853-0.0033075i,0.035299-0.0069855i,0.0057469-0.0022684i,-0.022494+0.0085683i,-0.036489+0.037389i,-0.0088901+0.069707i,0.040786+0.063477i,0.060299+0.022632i,0.04044-0.017491i,0.0030247-0.039037i,-0.030053-0.034127i,-0.04013-0.0099804i,-0.025628+0.0044782i,-0.010413-0.0015932i,-0.006387-0.0088583i
-0.095355+0.0064287i,-0.16613+0.019773i,-0.12644+0.082712i,0.06028+0.1387i,0.1979+0.091037i,0.14807+0.0085744i,0.045545-0.019106i,0.0056581-0.033025i,-0.010006-0.041643i,-0.0064841-0.017841i,0.017007-0.0071424i,0.016154-0.02024i,-0.0031929-0.017415i,-0.0086789-0.00034838i,0.0047937+0.011527i,0.02273+0.01433i,0.031803+0.015845i,0.034995+0.016759i,0.031717+0.0059408i,0.015611-0.019889i,-0.006085-0.036925i,-0.012311-0.024855i,-0.0013691-0.0042849i
-0.025672-0.096803i,-0.044251-0.1874i,-0.049543-0.22714i,-0.043695-0.20484i,-0.041309-0.17614i,-0.061397-0.12002i,-0.068274-0.018695i,-0.052714+0.046265i,-0.04387+0.049786i,-0.026594+0.024913i,0.00024336-0.0067663i,0.019481-0.027742i,0.023277-0.046898i,-0.0031918-0.057017i,-0.037689-0.034625i,-0.039107+0.0027641i,-0.0061306+0.027538i,0.034052+0.024667i,0.053693+0.0021494i,0.048975-0.006826i,0.036783-0.0013097i,0.021296-0.00028815i,0.0052585+6.8142e-05i
0.090367-0.053838i,0.14968-0.11378i,0.10348-0.138i,-0.049587-0.088164i,-0.14027+0.013044i,-0.092155+0.064844i,-0.019545+0.037929i,0.011807+0.020316i,0.022483+0.031399i,0.017691+0.03378i,-0.0006499+0.031004i,-0.012746+0.031939i,-0.018276+0.036177i,-0.020535+0.053336i,-0.0079798+0.075413i,0.0083967+0.072728i,0.0057352+0.050906i,-0.010604+0.044709i,-0.018287+0.049262i,-0.011058+0.042578i,-0.0040842+0.024676i,-0.0088291+0.0064785i,-0.016034-0.0011325i
0.071569+0.082005i,0.13964+0.15649i,0.15532+0.18742i,0.1392+0.16516i,0.14902+0.11266i,0.13978+0.023915i,0.056692-0.058901i,-0.025574-0.075251i,-0.031205-0.053269i,-0.010082-0.032925i,-0.0015399-0.012689i,-0.0021723+0.0029092i,-0.0084143+0.010039i,-0.011037+0.0032928i,-0.011289-0.009337i,-0.011328-0.014397i,-0.013625-0.020592i,-0.015011-0.019017i,-0.010329-0.010384i,-0.0098889-0.013373i,-0.011863-0.014363i,-0.0035492-0.0058284i,0.0043573-0.0011112i
-0.051046+0.10472i,-0.090181+0.20005i,-0.05072+0.22097i,0.040431+0.12389i,0.054351-0.017162i,-0.016657-0.088562i,-0.062809-0.047834i,-0.047821+0.0021979i,-0.030276-0.015677i,-0.035488-0.046027i,-0.030091-0.046299i,-0.0095314-0.043363i,0.0026177-0.057466i,-0.0060948-0.081126i,-0.034434-0.093344i,-0.060801-0.068883i,-0.05956-0.02205i,-0.037315-0.0043967i,-0.015475-0.017575i,0.0025999-0.023564i,0.014146-0.017188i,0.012916-0.013307i,0.0047394-0.014395i
-0.1123-0.024229i,-0.19939-0.057628i,-0.21893-0.050661i,-0.1831-0.00085427i,-0.1679+0.058845i,-0.13094+0.11355i,-0.035538+0.11248i,0.024366+0.060186i,0.013092+0.036379i,-0.0037812+0.04557i,-0.0064602+0.041795i,-0.014259+0.027957i,-0.020513+0.027767i,-0.00096009+0.038343i,0.029581+0.032489i,0.039417+0.0088666i,0.035336-0.00096721i,0.027669+0.0063369i,0.012006+0.0066741i,-0.0038459-6.3108e-05i,-0.0092108-0.0064958i,-0.0052956-0.012392i,0.00043462-0.01739i
-0.012178-0.1311i,-0.019043-0.22412i,-0.057465-0.22841i,-0.076823-0.10924i,0.015136+0.029926i,0.12624+0.068181i,0.12071+0.014444i,0.049544-0.013074i,0.020419+0.012013i,0.029366+0.029841i,0.026731+0.032793i,0.014633+0.037642i,0.0066819+0.040131i,0.006711+0.040139i,0.01824+0.034427i,0.024665+0.0067137i,0.0071594-0.03923i,-0.021541-0.061984i,-0.032153-0.042575i,-0.020924-0.013932i,-0.0033808+0.0037734i,0.01188+0.010577i,0.017317+0.0067278i
0.12018-0.039284i,0.1835-0.058618i,0.15425-0.081698i,0.061112-0.11809i,0.013736-0.16204i,0.0096914-0.1884i,-0.0036637-0.15097i,0.0051124-0.090207i,0.022987-0.074444i,0.0037268-0.074985i,-0.023256-0.056227i,-0.021207-0.038681i,-0.007461-0.040405i,-0.017404-0.04582i,-0.043055-0.022173i,-0.047383+0.027126i,-0.034501+0.063522i,-0.024783+0.073871i,-0.0089434+0.068567i,0.010683+0.052653i,0.011312+0.032986i,-0.0031177+0.02306i,-0.0047738+0.022746i
0.071905+0.12099i,0.10879+0.18902i,0.10054+0.1814i,0.014766+0.1109i,-0.1324+0.060365i,-0.20347+0.060857i,-0.14102+0.054405i,-0.074047+0.012841i,-0.068386-0.011757i,-0.064331-0.0026515i,-0.044378+0.0014078i,-0.039398-0.0054826i,-0.043517+0.0019947i,-0.028208+0.021853i,0.0064087+0.026733i,0.042763+0.016692i,0.079794+0.011908i,0.10412+0.0081833i,0.085674-0.0012977i,0.036921-0.0054973i,-0.0027367-0.0053045i,-0.018887-0.0020358i,-0.014758+0.0078632i
-0.11403+0.094771i,-0.14981+0.14789i,-0.096343+0.14291i,0.0047088+0.12639i,0.069924+0.16899i,0.092185+0.20534i,0.082256+0.1575i,0.03625+0.10159i,0.0078614+0.080809i,0.011585+0.047124i,0.015331+0.017961i,0.016656+0.020218i,0.015059+0.024815i,0.019224+0.01663i,0.033198-0.0074615i,0.028884-0.048323i,-0.0012222-0.083172i,-0.028336-0.099244i,-0.038908-0.093875i,-0.027128-0.066065i,0.0012899-0.037618i,0.015814-0.025697i,0.0064994-0.020117i
-0.1166-0.11594i,-0.18321-0.17279i,-0.15413-0.18579i,-0.038309-0.20066i,0.07015-0.23038i,0.10162-0.20402i,0.081177-0.12282i,0.091346-0.07216i,0.10804-0.072996i,0.075474-0.078768i,0.029587-0.065621i,0.01588-0.052939i,0.018774-0.058644i,0.0026539-0.062245i,-0.030842-0.036801i,-0.050824+0.015555i,-0.047178+0.068436i,-0.025743+0.085234i,-0.0016298+0.055322i,0.0048493+0.017055i,0.0010955+0.0029185i,0.0026152-0.0002265i,0.0047532-0.0058487i
0.088114-0.12695i,0.11094-0.20256i,0.036939-0.20209i,-0.093754-0.1528i,-0.19975-0.13999i,-0.23758-0.12515i,-0.19834-0.070186i,-0.14451-0.029784i,-0.10276-0.015405i,-0.047568-0.0016301i,-0.013842-0.0096764i,-0.028373-0.029992i,-0.050594-0.021388i,-0.053717+0.018576i,-0.034228+0.058626i,0.0013519+0.070166i,0.036572+0.054197i,0.0536+0.031403i,0.04032+0.01442i,0.0027996+0.0054587i,-0.02763+0.0029629i,-0.0305+0.0054313i,-0.0175+0.01384i
0.13129+0.066076i,0.19678+0.10371i,0.17996+0.11526i,0.099552+0.156i,0.042645+0.22784i,0.020681+0.22457i,0.0039435+0.16868i,-0.014869+0.15139i,-0.029901+0.14649i,-0.033145+0.10993i,-0.024907+0.072466i,-0.021092+0.062406i,-0.025493+0.069933i,-0.019485+0.070533i,0.0010619+0.051609i,0.0070302+0.012793i,-0.022797-0.023904i,-0.065226-0.027251i,-0.076796-0.0071852i,-0.047416+6.0274e-05i,-0.012856-0.0086237i,-0.00081616-0.012071i,-0.0061862-0.0068871i
-0.036994+0.12514i,-0.02653+0.17941i,0.053145+0.16226i,0.17142+0.076768i,0.23933-0.0093132i,0.23148-0.046639i,0.19441-0.053637i,0.18725-0.06345i,0.16638-0.077888i,0.084021-0.062159i,0.016881-0.017935i,0.012041+0.0033198i,0.022413-0.018462i,0.0047033-0.053796i,-0.038397-0.063529i,-0.065146-0.027595i,-0.047346+0.020267i,0.0021441+0.037589i,0.041222+0.018802i,0.040034-0.0034911i,0.024941-0.0044361i,0.023324-0.0080392i,0.017047-0.025598i
-0.11103-0.022513i,-0.14529-0.021386i,-0.12263-0.046017i,-0.089802-0.11343i,-0.1049-0.17731i,-0.12582-0.17192i,-0.11053-0.13882i,-0.10607-0.126i,-0.091824-0.10175i,-0.031711-0.071102i,0.014271-0.067713i,0.010107-0.07807i,-0.012126-0.082267i,-0.033362-0.071857i,-0.049693-0.043555i,-0.044057-0.014146i,-0.010779-0.00064112i,0.026437-0.011588i,0.042327-0.026558i,0.036047-0.022992i,0.018339-0.011822i,0.00067692+0.0031047i,3.0951e-05+0.016408i
-0.0091531-0.08472i,-0.052583-0.11142i,-0.078506-0.07627i,-0.082682+0.0067042i,-0.077952+0.084722i,-0.076962+0.10317i,-0.10342+0.084868i,-0.14109+0.096866i,-0.13808+0.11917i,-0.082417+0.090901i,-0.028008+0.046663i,-0.00059277+0.033262i,0.010883+0.031725i,0.026368+0.028171i,0.058719+0.014033i,0.062282-0.02086i,0.011191-0.037707i,-0.037763-0.0013217i,-0.03168+0.042626i,0.005563+0.035039i,0.013027+0.0041177i,-0.0082475+0.0039261i,-0.015689+0.02389i
0.043791-0.049488i,0.053518-0.084023i,0.038159-0.034297i,0.052191+0.059599i,0.10614+0.070718i,0.11504+0.01914i,0.075963+0.009788i,0.066792+0.028101i,0.072162+0.017342i,0.036178+0.007811i,-0.0037627+0.02148i,-0.0058881+0.02885i,0.015357+0.019484i,0.030291-0.00047297i,0.023799-0.018876i,0.0076944-0.022841i,-0.00049817-0.02059i,0.00075943-0.017925i,0.00045257-0.015041i,-0.010441-0.013276i,-0.015768-0.014391i,-0.0050776-0.028904i,-0.0037539-0.045448i
0.12771+0.0032622i,0.19378+0.011105i,0.15338+0.014795i,0.036448+0.028137i,-0.047555+0.040206i,-0.059302+0.017614i,-0.016988-0.010457i,0.031677-0.042495i,0.042728-0.07009i,0.040533-0.064667i,0.037784-0.061033i,0.0073687-0.069162i,-0.033041-0.054764i,-0.063503-0.026053i,-0.084993+0.00075918i,-0.073693+0.021172i,-0.03538+0.01223i,-0.023087-0.021604i,-0.041981-0.040348i,-0.04463-0.033358i,-0.022803-0.022619i,-0.0031222-0.013633i,0.0057048-0.009121i
0.029289+0.2184i,0.058271+0.30029i,0.07572+0.22834i,0.059755+0.11606i,0.041383+0.1173i,0.0723+0.15142i,0.097309+0.090108i,0.064023+0.017994i,0.017055+0.009588i,-0.011457+0.024584i,-0.016837+0.044794i,-0.0079753+0.053145i,-0.012184+0.04352i,-0.0061396+0.030948i,0.024569+0.0068215i,0.036584-0.023922i,0.019445-0.032677i,0.00043671-0.015873i,-0.0025348+0.011151i,0.01312+0.029324i,0.022832+0.028882i,0.014297+0.023394i,0.0088809+0.01622i
-0.32799+0.01912i,-0.45224+0.048467i,-0.34417+0.044518i,-0.11924-0.031642i,0.019694-0.12233i,0.041816-0.12763i,0.0081305-0.06596i,-0.01768-0.010789i,-0.022066+0.013944i,-0.047829+0.0289i,-0.072225+0.060999i,-0.050597+0.080931i,-0.0050235+0.058979i,0.040416+0.023717i,0.074997-0.0035884i,0.083491-0.023975i,0.071495-0.03264i,0.056059-0.02864i,0.035392-0.01171i,0.015428+0.018472i,0.017574+0.029985i,0.020277+0.0045505i,0.0024-0.013005i
0.016461-0.41935i,-0.044784-0.57622i,-0.13791-0.42593i,-0.21327-0.16757i,-0.26874-0.07819i,-0.28459-0.082495i,-0.21033-0.026839i,-0.10567+0.030673i,-0.048717+0.021433i,-0.014935-0.030403i,-0.011982-0.081856i,-0.046697-0.091365i,-0.06376-0.063552i,-0.058358-0.016934i,-0.037113+0.037422i,0.0076917+0.063977i,0.046439+0.048103i,0.046708+0.01858i,0.013514-0.0049643i,-0.025326-0.018075i,-0.045544-0.014847i,-0.039726+0.0010537i,-0.021119+0.011867i
0.51829+0.088346i,0.70613+0.068172i,0.50313+0.03816i,0.14849+0.13814i,0.019534+0.29821i,0.069101+0.30777i,0.10036+0.18667i,0.072953+0.097352i,0.040849+0.065926i,0.030794+0.026283i,0.02268-0.023961i,0.0025844-0.050429i,-0.028147-0.037932i,-0.053817-0.00761i,-0.060287+0.011019i,-0.056203+0.02171i,-0.041405+0.030697i,-0.011488+0.016833i,0.012188-0.02185i,0.0026785-0.050274i,-0.024125-0.045338i,-0.025045-0.025638i,-0.0013014-0.022784i
-0.194+0.58458i,-0.17592+0.80078i,-0.012912+0.58141i,0.12241+0.17153i,0.16374-0.015028i,0.15469-0.028637i,0.034403-0.042146i,-0.11019-0.037166i,-0.15204-0.01127i,-0.12245+0.038153i,-0.049568+0.096464i,0.024079+0.096512i,0.037454+0.05203i,0.020206+0.011995i,0.0065651-0.0099109i,-0.0070863-0.0096539i,-0.013624+0.010621i,-0.0025322+0.020359i,0.014598+0.0011615i,0.029227-0.022169i,0.038078-0.036783i,0.026848-0.044645i,0.0061625-0.037274i
-0.60004-0.3365i,-0.83988-0.38443i,-0.66571-0.25908i,-0.34334-0.2206i,-0.28019-0.31458i,-0.35058-0.27928i,-0.28972-0.14632i,-0.16572-0.10868i,-0.10092-0.13965i,-0.092116-0.13979i,-0.10082-0.0938i,-0.092507-0.045281i,-0.068859-0.02568i,-0.043216+0.00047582i,-0.0060022+0.04248i,0.031818+0.05406i,0.03876+0.024964i,0.008607-0.0009598i,-0.029336-0.0043348i,-0.043865-5.9871e-05i,-0.028133+0.005084i,-0.0059931+0.010818i,0.0067866+0.022366i
0.48051-0.54922i,0.53026-0.79248i,0.2335-0.63163i,-0.080346-0.21854i,-0.14148+0.062956i,-0.073235+0.14325i,0.043666+0.16029i,0.17298+0.16336i,0.23788+0.12773i,0.20131+0.018586i,0.074102-0.081991i,-0.038383-0.089097i,-0.074488-0.050458i,-0.075761-0.0083899i,-0.06325+0.035682i,-0.034038+0.060102i,-0.0018131+0.04717i,0.019045+0.0088519i,0.027072-0.032684i,0.017622-0.053026i,0.00029827-0.048217i,-0.010342-0.039847i,-0.017962-0.029977i
0.43728+0.61862i,0.64263+0.71031i,0.51946+0.40984i,0.21653+0.10942i,0.11025+0.07076i,0.15841+0.074951i,0.061272+0.060131i,-0.11482+0.1307i,-0.16403+0.18834i,-0.080416+0.14726i,0.014466+0.049795i,0.018548-0.042148i,-0.040467-0.068886i,-0.086847-0.043864i,-0.093121-0.006002i,-0.062746+0.034531i,-0.011734+0.072023i,0.051005+0.079633i,0.10578+0.041629i,0.12013-0.011304i,0.098681-0.03892i,0.073392-0.036279i,0.057377-0.032769i
-0.68453+0.24017i,-0.79417+0.41809i,-0.44764+0.35788i,-0.094166+0.078762i,-0.098458-0.10851i,-0.22721-0.10773i,-0.29166-0.1545i,-0.37461-0.30626i,-0.431-0.364i,-0.33906-0.22963i,-0.12984-0.054646i,0.043064-0.01206i,0.067976-0.061693i,0.0077155-0.081203i,-0.031265-0.049493i,-0.032737-0.019029i,-0.034052-0.025719i,-0.038317-0.036699i,-0.01861-0.016922i,0.013135+0.012659i,0.032019+0.029361i,0.028234+0.023458i,0.01075+0.011195i
-0.022012-0.68709i,-0.14404-0.84289i,-0.16011-0.56941i,-0.02034-0.25273i,0.042897-0.18325i,-0.046185-0.19632i,-0.082643-0.23877i,-0.019444-0.34657i,0.065161-0.37925i,0.086276-0.26216i,0.033634-0.071451i,0.049234+0.075431i,0.13184+0.071534i,0.14439-0.012567i,0.075644-0.046835i,0.0029522-0.033301i,-0.031594-0.030072i,-0.049041-0.0376i,-0.062249-0.025927i,-0.047899+0.00045143i,-0.016433+0.010998i,0.0020154-0.0097458i,-0.0070027-0.028365i
0.5783+0.17979i,0.73697+0.089209i,0.49988-0.085229i,0.1845-0.16759i,0.10415-0.18462i,0.15189-0.20645i,0.23326-0.17203i,0.35782-0.11335i,0.40204-0.082136i,0.28283-0.058456i,0.092653-0.040405i,-0.028734-0.0063433i,-0.037049+0.030751i,-0.015343+0.044283i,-0.01495+0.054092i,0.0014869+0.075657i,0.057088+0.096691i,0.1019+0.096857i,0.10048+0.068041i,0.081318+0.016919i,0.063797-0.036965i,0.046966-0.068268i,0.020928-0.075966i
-0.33724+0.37086i,-0.3274+0.49244i,-0.16901+0.32736i,-0.1362+0.11256i,-0.22326+0.12376i,-0.1894+0.20912i,-0.029646+0.15886i,0.10215+0.044824i,0.14036-0.011956i,0.1065-0.027504i,0.04888-0.041331i,0.0039954-0.037421i,-0.018122-0.0039772i,-0.015033+0.019948i,-0.0066465+0.014385i,-0.010726+0.013327i,-0.025188+0.029614i,-0.035245+0.038716i,-0.018703+0.029114i,0.010763+0.011848i,0.024107-0.0049169i,0.028576-0.014701i,0.039727-0.024472i
-0.13226-0.39645i,-0.20697-0.40717i,-0.11968-0.16587i,0.035329+0.018349i,0.015068+0.0044022i,-0.17894-0.042513i,-0.35488-0.042588i,-0.38926+0.030425i,-0.26416+0.16558i,-0.08325+0.24948i,0.049768+0.23968i,0.14197+0.17725i,0.183+0.073277i,0.14109-0.040644i,0.074531-0.11348i,0.045501-0.12808i,0.050935-0.12124i,0.044087-0.13429i,0.017836-0.14476i,0.017149-0.11898i,0.032683-0.079732i,0.032385-0.041005i,0.030509+0.0039919i
0.34254+0.19063i,0.40805+0.17592i,0.24677+0.095109i,0.12623+0.038444i,0.22766-0.063803i,0.31986-0.2638i,0.25844-0.39884i,0.19775-0.39241i,0.16158-0.32617i,0.039861-0.22314i,-0.1019-0.068499i,-0.12881+0.094916i,-0.017302+0.17915i,0.12802+0.16334i,0.20764+0.13887i,0.2304+0.13244i,0.19984+0.090333i,0.094915+0.034411i,-0.018277+0.037119i,-0.036464+0.093366i,0.028444+0.12331i,0.071505+0.086701i,0.046095+0.029812i
-0.2686+0.04378i,-0.40038+0.039761i,-0.37125-0.05444i,-0.35039-0.1761i,-0.47808-0.13144i,-0.52925+0.14054i,-0.38258+0.38651i,-0.26958+0.44421i,-0.21565+0.41991i,-0.035435+0.34344i,0.1567+0.16016i,0.18852-0.016134i,0.11188-0.051265i,0.022905+0.011831i,-0.023055+0.066969i,-0.0080804+0.069513i,0.040198+0.011013i,0.047758-0.094226i,-0.024725-0.1665i,-0.10286-0.14095i,-0.12607-0.06289i,-0.1103-0.0064748i,-0.069168+0.014608i
-0.41752+8.6004i,0.79983+8.6123i,4.6849+8.7882i,6.7075+5.3004i,5.8143+1.1966i,3.2204-1.2685i,0.87193-1.472i,0.054148-0.72026i,0.61895-0.068962i,1.569-0.18553i,1.6427-1.0753i,0.92022-1.8523i,0.1058-2.0814i,-0.54648-1.7364i,-0.79204-1.1505i,-0.72677-0.73519i,-0.60367-0.45182i,-0.35077-0.12908i,0.062889+0.018261i,0.40566-0.17648i,0.58114-0.49936i,0.57392-0.71677i,0.36825-0.70466i
0.17624+0.44265i,0.30033+0.6506i,0.32869+0.52558i,0.21429+0.21455i,0.090503+0.048117i,0.028569+0.077949i,-0.041658+0.18749i,-0.15479+0.26308i,-0.23194+0.20855i,-0.17984+0.05545i,-0.07549-0.065048i,-0.040612-0.10207i,-0.067299-0.072472i,-0.083364-0.022883i,-0.049575-0.014293i,-0.018255-0.050925i,-0.0301-0.087287i,-0.058015-0.09206i,-0.068533-0.057895i,-0.048598-0.011117i,-0.021741+0.021222i,-0.010024+0.029225i,0.0035778+0.016681i
-0.63798-0.17018i,-0.90919-0.086429i,-0.73519+0.10686i,-0.31804+0.20409i,-0.086159+0.14585i,-0.030442+0.06914i,0.038326-0.00069532i,0.12296-0.10452i,0.14623-0.19027i,0.077745-0.18233i,0.021778-0.10456i,0.033201-0.058106i,0.051196-0.041986i,0.058758-0.013548i,0.038716-0.01589i,-0.01588-0.045545i,-0.067966-0.051903i,-0.081712-0.031073i,-0.062498-0.0028062i,-0.038886+0.0059628i,-0.027045+0.0010867i,-0.026983+0.00086883i,-0.031738+0.0041627i
0.52526-0.41114i,0.633-0.68051i,0.41405-0.62392i,0.20574-0.30295i,0.26051-0.12239i,0.28504-0.15035i,0.079204-0.10502i,-0.14983+0.096409i,-0.2168+0.26474i,-0.13543+0.23747i,-0.054562+0.095644i,-0.061107+0.01468i,-0.076064+0.0065229i,-0.050422-0.014578i,-0.019312-0.055887i,-0.0058672-0.067674i,0.011695-0.03357i,0.056402+0.011829i,0.093387+0.034793i,0.07988+0.04339i,0.048685+0.050724i,0.030616+0.049365i,0.013228+0.037921i
0.040902+0.61202i,0.20479+0.81035i,0.27458+0.5126i,0.059816-0.0010712i,-0.27072-0.2297i,-0.35299-0.14688i,-0.089325-0.029625i,0.22592-0.047088i,0.30015-0.086816i,0.18205-0.0095615i,0.096234+0.092672i,0.10031+0.11765i,0.096066+0.10027i,0.048929+0.092553i,-0.0024849+0.087262i,-0.034945+0.06873i,-0.050826+0.035038i,-0.06211-0.0066246i,-0.06316-0.019759i,-0.044441+0.00023085i,-0.026002+0.018643i,-0.011358+0.032844i,0.012623+0.041175i
-0.44301-0.30678i,-0.6675-0.28359i,-0.52093-0.029258i,-0.11254+0.23031i,0.1696+0.33237i,0.19553+0.28515i,0.049671+0.15682i,-0.098557+0.088123i,-0.066901+0.1021i,0.06475+0.088082i,0.10139+0.03653i,0.060957+0.0070498i,0.056148+0.0061801i,0.092551-0.010789i,0.10442-0.04094i,0.091798-0.04463i,0.076912-0.017669i,0.061776+0.025566i,0.057108+0.054958i,0.055995+0.046693i,0.047356+0.026261i,0.046144+0.013297i,0.045592-0.004546i
0.40312-0.0787i,0.48158-0.20862i,0.28529-0.2074i,0.082072-0.062307i,0.093064+0.023691i,0.17752+0.0059962i,0.20888-0.017212i,0.21411-0.069267i,0.17707-0.18541i,0.070416-0.25868i,-0.033474-0.19054i,-0.04499-0.076719i,-0.033572-0.038415i,-0.076374-0.018811i,-0.10581+0.034214i,-0.084432+0.069245i,-0.067836+0.0589i,-0.074945+0.040839i,-0.071187+0.037646i,-0.033932+0.03244i,0.0073505+0.0028009i,0.0056923-0.041076i,-0.027875-0.052933i
-0.17653+0.22607i,-0.13183+0.29555i,0.00053628+0.13108i,0.034751-0.18401i,-0.096699-0.38808i,-0.23215-0.32752i,-0.23046-0.14959i,-0.20684-0.080505i,-0.26914-0.039159i,-0.26885+0.064293i,-0.14401+0.096119i,-0.04082+0.052907i,0.0023296+0.045798i,0.036695+0.074089i,0.053892+0.080444i,0.039849+0.06558i,0.021509+0.050101i,0.020163+0.021458i,0.013948-0.026277i,-0.013692-0.064589i,-0.041598-0.067562i,-0.057601-0.032818i,-0.053175+0.013182i
