-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
0.00029088+0.0017982i,0.0046164+0.0032988i,0.012076+0.0092274i,0.014443+0.017486i,0.0059847+0.016004i,2.473e-05-0.00085167i,0.0062388-0.014968i,0.010953-0.017871i,0.0070201-0.014768i,0.0022478-0.0099574i,0.00020176-0.0073004i,-0.0018732-0.0054475i,-0.0048678-0.0019583i,-0.0049927+0.0027723i,-0.00010107+0.0060483i,0.0051373+0.0068073i,0.0064419+0.0063147i,0.003947+0.0062217i,0.0022027+0.0053678i,0.0020422+0.0010738i,0.0012666-0.0038419i,0.001272-0.0059049i,0.0024086-0.0050099i
0.0020132-0.00087323i,-0.0010379-0.0053659i,-0.00099631-0.01616i,0.004702-0.028858i,0.012423-0.027072i,0.011572-0.0092504i,0.0075332+0.0053334i,0.0094347+0.0084064i,0.011026+0.0060569i,0.0078838+0.0037328i,0.004801+0.0033813i,0.0042166+0.0035959i,0.0048175+0.0022209i,0.006143+0.00022919i,0.0057773-0.0018012i,0.0034662-0.0035072i,0.0017625-0.0042587i,0.00094099-0.0045353i,-0.0012844-0.0044321i,-0.0053762-0.0016848i,-0.0081314+0.0032522i,-0.0075933+0.0057703i,-0.0056794+0.0038125i
0.00011792+0.0040917i,0.00070671+0.0070214i,-0.0028767+0.013657i,-0.01273+0.013863i,-0.02081+0.0043495i,-0.016441-0.00097678i,-0.010714+0.0066599i,-0.012628+0.013548i,-0.013335+0.011567i,-0.0097354+0.0073006i,-0.0063009+0.0059723i,-0.0037255+0.007391i,-0.00027139+0.0071113i,0.0027113+0.0043924i,0.0042449+0.0017458i,0.0050076+0.00062342i,0.0061364+0.00045712i,0.0045687+0.001953i,0.0013353+0.0036405i,0.0024609+0.0022452i,0.0063883-0.0018534i,0.0085212-0.0041318i,0.0074057-0.0016415i
0.00054354-0.00091874i,-0.00015822-0.0035728i,0.0009275-0.0061137i,0.0055672-0.0043156i,0.0061931+0.0025637i,-0.0025997+0.0040851i,-0.011164-0.0029205i,-0.013871-0.007179i,-0.013087-0.0068464i,-0.010223-0.0068118i,-0.0068499-0.0069194i,-0.0041497-0.0057277i,-0.0010197-0.0027778i,0.001387-0.0026769i,0.0018792-0.0053236i,0.0014128-0.0075147i,0.0011613-0.0079164i,0.0020408-0.0058311i,0.0020648-0.0032242i,0.00079633-0.0014895i,-0.0019199-0.0019177i,-0.0050961-0.0035532i,-0.0058249-0.0033558i
0.0019864+0.00091084i,0.00047754+0.0021287i,-0.0046639+0.0021496i,-0.012094-0.00081073i,-0.0099409-0.0076009i,0.0026528-0.0097183i,0.010508-0.0080156i,0.011589-0.0087046i,0.0092561-0.0091685i,0.0061195-0.0080435i,0.0038286-0.00729i,0.0019263-0.0085997i,-0.00036997-0.0091977i,-0.0031997-0.007938i,-0.0057002-0.005542i,-0.0065395-0.0023243i,-0.0056638-0.0010751i,-0.00503-0.0010909i,-0.0035086+0.0021071i,7.6654e-05+0.0059026i,0.0034113+0.007724i,0.0039962+0.0078175i,0.0025732+0.0065452i
0.0033287+0.0027863i,0.0055593+0.0022549i,0.010115+0.0043452i,0.013755+0.010672i,0.010763+0.013624i,0.0070268+0.0072936i,0.010955+0.0048089i,0.015169+0.01075i,0.012292+0.012863i,0.0060758+0.0087159i,0.0029232+0.0039892i,0.0025115+0.0011279i,0.0011838-0.00047044i,-0.00060376-0.0022931i,-0.0026032-0.003404i,-0.0037038-0.0035332i,-0.0035987-0.0036388i,-0.0030183-0.001896i,-0.0015441-0.0008045i,-0.0019958-0.0041867i,-0.0042368-0.008127i,-0.0042602-0.0079567i,-0.0018714-0.0058731i
-0.0027208+0.0046246i,-0.0017915+0.0046947i,0.00048917+0.002629i,0.0066-0.0040539i,0.012241-0.0070357i,0.0091839-0.0029193i,-0.0018999+0.003141i,-0.0085828+0.00778i,-0.0082594+0.0091587i,-0.0071726+0.0079581i,-0.0080127+0.0041281i,-0.0081268+0.0012685i,-0.0067409+0.00044029i,-0.0057592+5.9247e-05i,-0.006412+0.001709i,-0.0067898+0.0042008i,-0.0056067+0.0055446i,-0.0042572+0.0040151i,-0.0027882+0.0019442i,-0.00090403+0.0012794i,-0.000306+0.0022485i,-0.002145+0.0032335i,-0.0035976+0.0020939i
-0.00011058-0.0009341i,0.00057488+0.00046317i,0.0017557+0.0031107i,0.00042116+0.0031204i,-0.0043906-0.0036823i,-0.0090001-0.011369i,-0.011727-0.013226i,-0.012495-0.013185i,-0.011066-0.011635i,-0.0085427-0.0087067i,-0.0070047-0.0067547i,-0.0079268-0.0047267i,-0.0095804-0.0016143i,-0.0064659+0.0028046i,-0.0010612+0.0069889i,0.0012046+0.007083i,0.0008744+0.0052339i,-0.00012652+0.0046933i,0.000994+0.0024914i,0.003402-0.0026348i,0.0053352-0.0061281i,0.0066619-0.0052182i,0.0061283-0.0021244i
-0.00069261+0.0011044i,-0.00018769+0.0010093i,-0.00013995-0.0015721i,0.002656-0.0062783i,0.0051172-0.0078608i,0.0023821-0.0059156i,0.00081813-0.0064918i,0.0044298-0.0095336i,0.0061025-0.010118i,0.0053075-0.0081116i,0.0041941-0.0057241i,0.0025295-0.0037653i,0.0012941-0.0014372i,0.00031463+0.00050236i,0.0002646+0.0013204i,0.00031532+0.0021815i,0.0015712+0.0032022i,0.0026431+0.0028326i,-0.00015813+0.0014176i,-0.0041363+0.0030721i,-0.0074061+0.0054681i,-0.0082398+0.0041387i,-0.0068133+0.001041i
-0.00033889-0.0002376i,-0.0010946+1.0203e-05i,-0.0043972+0.00047929i,-0.010235-0.00042664i,-0.009701-0.0019665i,-0.0017006+0.0018634i,0.0045318+0.0090771i,0.0065752+0.011696i,0.0051268+0.0076945i,0.0030582+0.0044292i,0.0020335+0.004846i,0.0022063+0.0053598i,0.0026678+0.0046429i,0.0032336+0.0035082i,0.0046568+0.0026456i,0.0057488+0.00077457i,0.0059026-0.0010257i,0.0040619-0.00070671i,0.0017379+0.00040398i,0.0025132-0.00032273i,0.003846-0.00059801i,0.0029938+0.001015i,0.0020018+0.0032907i
0.00012494+0.00085501i,0.00015354+0.00030429i,0.0012638+0.00096377i,0.0011835+0.0048714i,-0.00071728+0.0097073i,-0.0028121+0.011695i,-0.004191+0.013514i,-0.0067504+0.014219i,-0.0091696+0.010237i,-0.0087432+0.0051005i,-0.0063275+0.0033449i,-0.004228+0.0032932i,-0.0015211+0.0019055i,0.0013056-0.0021306i,0.0021385-0.005898i,0.0021877-0.0058106i,0.0031744-0.0033509i,0.0025228-0.0014277i,-0.00018819-0.0011244i,-0.0030349-0.0020682i,-0.0042662-0.0038847i,-0.0030421-0.0053817i,-0.0012178-0.005195i
-0.0017522+0.0028442i,-0.0019298+0.0034365i,-0.0014677+0.0038234i,0.00088065+0.0018387i,0.0048784-0.00097422i,0.0061988-0.0022286i,0.0017055-0.0036612i,-0.0034004-0.0051993i,-0.0057874-0.0045726i,-0.0055241-0.0040292i,-0.0035169-0.0052327i,-0.001455-0.0064555i,-0.0004752-0.005484i,-0.0018699-0.0026728i,-0.0029747-0.0014661i,-0.0026728-0.0020286i,-0.0021825-0.0040823i,-0.0014713-0.005229i,0.00026115-0.0022233i,0.0033894+0.0022902i,0.0056197+0.0050018i,0.0034735+0.0050689i,-0.0007316+0.0040286i
7.8912e-05-0.0011774i,-0.00051234-0.00076708i,-0.0012939+0.00031755i,-0.0003758+0.003183i,0.0019276+0.0023469i,0.0055971-0.0036536i,0.0097364-0.0080375i,0.010506-0.0080618i,0.0066834-0.0060134i,0.002242-0.0039332i,0.0015021-0.0037755i,0.002023-0.0045754i,0.0018913-0.0048302i,0.0021873-0.0050291i,0.0010028-0.0044482i,-0.0014672-0.0029962i,-0.00291-0.001555i,-0.0024213-0.00040848i,-0.0016051+0.0002315i,-0.001565-0.0018092i,-0.00059786-0.0048073i,0.0012013-0.0048299i,0.002859-0.0030129i
0.0035086-0.0014073i,0.0041186-0.0012893i,0.0057927-0.002502i,0.0071037-0.0069864i,0.0074536-0.0099902i,0.0056047-0.0072426i,0.0051646-0.0010029i,0.007638+0.0034975i,0.0069252+0.0039718i,0.0028593+0.002535i,-4.8982e-05+0.0010612i,-0.0014065+0.00045536i,-0.0026374+0.00082864i,-0.0047216+0.0016396i,-0.0067908+0.0021213i,-0.0062619+0.0021555i,-0.004046+0.00063302i,-0.002414-0.00082256i,-0.0015929-1.6909e-06i,-0.0020651+0.0013707i,-0.0043486+0.0016325i,-0.0068808+0.00060154i,-0.0064905-0.00048822i
-0.0035105+0.00031163i,-0.0036026+0.0018316i,-0.0045051+0.0026955i,-0.0052381-0.00060824i,-0.0047019-0.0053565i,-0.004151-0.0065517i,-0.005293-0.0024075i,-0.006366+0.0014293i,-0.006021+0.0012596i,-0.0051908+0.00012533i,-0.0060996-0.0004488i,-0.0076193-0.00024831i,-0.0071679+0.00015217i,-0.003482+0.0012557i,-3.4882e-05+0.0028853i,0.00044041+0.0044882i,-0.0025918+0.0054817i,-0.0049718+0.0047352i,-0.0029834+0.0018398i,0.00055271-0.0018002i,0.0037747-0.0034548i,0.0052525-0.0012834i,0.0036876+0.0015168i
-0.0023225-0.0009657i,-0.0014879-0.00061533i,-0.00091917-0.00076327i,-0.0020423-5.3019e-05i,-0.006427+0.00069844i,-0.0099062-0.00010492i,-0.0097042-0.0024208i,-0.0077237-0.0049549i,-0.0059933-0.0054942i,-0.0051697-0.0039658i,-0.0046092-0.0031352i,-0.0041244-0.0030181i,-0.0042168-0.0014303i,-0.0039717-0.00027043i,-0.0022566-0.00035751i,-0.00043611+0.00020084i,0.0020614+0.00094021i,0.0039163+0.00097398i,0.0027718+0.00062172i,-0.00063932+0.00089251i,-0.0032536+0.00077241i,-0.0032426-0.00029945i,-0.0014577-0.0017322i
-0.0016654+0.0025895i,-0.002471+0.0042985i,-0.0033224+0.0052888i,-0.0043954+0.0036694i,-0.0035294+0.0015592i,-0.00077772+0.0016222i,0.0016035+0.0010608i,0.0029318-0.0015102i,0.002127-0.0025822i,0.0013115-0.0011194i,0.0018625+0.00081838i,0.0018904+0.0018696i,0.002139+0.002281i,0.0033763+0.0035528i,0.0040173+0.004129i,0.0027862+0.0035973i,0.00050344+0.0028268i,-0.0014547+0.0024434i,-0.0015342+0.0019103i,0.00077137+0.0016863i,0.0022448+0.0027722i,0.00085575+0.0044787i,-0.00062421+0.0046831i
-0.0015548-0.00026543i,-0.0011318-0.0010775i,-0.00024732-0.00079452i,0.00058014+0.0033353i,0.0006638+0.0071644i,0.0026481+0.0079778i,0.0036438+0.0084293i,0.0019062+0.0085138i,-0.00022847+0.006153i,-0.0014867+0.0027485i,-0.001057+0.0020809i,0.00042934+0.0031981i,0.0014341+0.0022619i,0.0021265-0.0011867i,0.0026334-0.0041597i,0.0036053-0.0040591i,0.0062028-0.00098737i,0.0066922+0.00099165i,0.0030349+0.00080228i,-0.00099432-0.0011135i,-0.001697-0.0045011i,0.00037656-0.0063851i,0.0026524-0.0055089i
-0.00096644+0.00046463i,0.00076997+0.0015098i,0.0028204+0.0035462i,0.0047453+0.003781i,0.0072115+0.0029111i,0.0075011+0.0028205i,0.0028301+0.0038906i,-0.0019977+0.0049452i,-0.0031986+0.0033168i,-0.0027322+0.0009038i,-0.0021192-0.00058075i,-0.0015347-0.0018809i,-0.0013632-0.0019718i,-0.002173-0.0016608i,-0.003534-0.0010291i,-0.0032895-0.0015989i,-0.0026959-0.0044351i,-0.0042549-0.0057613i,-0.0043486-0.0030944i,-0.0018668+9.8636e-05i,-3.737e-05+0.0015903i,-0.0018822+0.00095162i,-0.0039628+0.00010463i
-0.0028705+0.0036686i,-0.0015508+0.0045286i,-0.0001675+0.0066972i,0.0029272+0.0037098i,0.0072685-0.0022671i,0.0075618-0.0062766i,0.0029991-0.0064307i,-4.9278e-05-0.0035836i,0.00019862-0.00038133i,0.00069822-0.00045386i,0.0010899-0.0030817i,0.0017508-0.0054697i,0.0015247-0.0065538i,0.0010582-0.0059824i,0.0013133-0.004966i,0.0023196-0.0024067i,0.0033222+0.0011401i,0.0029656+0.0033461i,0.0024662+0.0025928i,0.0033361-0.00011487i,0.0036878-0.001674i,0.0023632-0.00068089i,0.0012065+0.0016345i
-0.0005386+0.0015028i,0.0015355+0.001155i,0.003476-3.5051e-05i,0.0051323-0.0031532i,0.0045737-0.0068386i,0.0032548-0.0079394i,0.0034251-0.0051887i,0.0044804-0.0025415i,0.0038639-0.00072409i,0.0010521-0.00026815i,-0.00033761-0.0013681i,0.00026087-0.0018783i,-0.001032-0.0016841i,-0.0040336-0.00031056i,-0.0052433+0.0011173i,-0.004168-0.00022218i,-0.0035132-0.0039952i,-0.0040729-0.0061796i,-0.0030726-0.0043478i,-0.0017613-0.0003826i,-0.0030266+0.001264i,-0.004464+0.00046219i,-0.0026046-0.0012746i
0.00088872-0.0005857i,0.00038714-0.0010732i,9.9377e-05-0.0013309i,-0.00037011-0.0034009i,-0.0025041-0.0068007i,-0.0026529-0.0062843i,0.00058827-0.00088512i,0.0030784+0.0028672i,0.0021693+0.0028455i,-0.00067641+0.0010457i,-0.0032632-0.0011766i,-0.0048534-0.0013286i,-0.0041151-5.2643e-05i,-0.0017164+0.0010115i,-0.00052486+0.0013497i,-0.00078611+0.0018935i,-0.002122+0.0043301i,-0.003085+0.0067497i,-0.0016841+0.0061043i,0.00086293+0.002398i,0.0028563-0.00010581i,0.0025029+0.00062783i,0.00075751+0.0019187i
-0.0031199+0.0043132i,-2.417e-05+0.0050389i,0.00038764+0.0056869i,-0.0015004+0.0042397i,-0.0044674+0.0010262i,-0.0063303-0.00087473i,-0.0052719-0.0010078i,-0.0042766-0.00090387i,-0.0043581-0.0014598i,-0.0046269-0.001977i,-0.0057083-0.0021361i,-0.0068874-0.0015991i,-0.0062904-0.00051314i,-0.0053538-0.00022376i,-0.0047672-0.00066464i,-0.0037457-0.0010458i,-0.0011834-0.0021354i,0.00065122-0.0037751i,-0.00050711-0.0049465i,-0.0028571-0.005948i,-0.0032222-0.0065102i,-0.0011223-0.0062603i,0.0012539-0.0047389i
-0.0021818-0.0013418i,-0.0020338-0.0013756i,-0.0015855-5.0764e-05i,-0.0029474+0.0012389i,-0.0047745+0.0026554i,-0.0049081+0.0032819i,-0.0037717+9.0635e-05i,-0.0029322-0.0039384i,-0.0034462-0.005196i,-0.0031717-0.0045201i,-0.0021416-0.0030022i,-0.0001811-0.00035671i,0.0018767+0.0023848i,0.0032967+0.0034431i,0.0035587+0.002941i,0.0017881+0.0035348i,-0.0007075+0.0049025i,-0.0027535+0.004735i,-0.0018222+0.0042481i,0.001179+0.00431i,0.0015099+0.0047127i,-0.00075557+0.003975i,-0.0026463+0.0008217i
-0.00073432-0.0011425i,9.8121e-06-0.00011441i,-0.00067477+0.0014669i,-0.00089578+0.0036198i,-0.00033142+0.0056733i,0.0011081+0.0058406i,0.0027669+0.0029654i,0.0023681-0.00043748i,0.00010547-0.0018537i,-0.0013795-0.0012191i,-0.0012041+0.00012126i,0.00028277+0.00052119i,0.001618+0.00062437i,0.0014357+0.00076453i,0.0011088-0.00038625i,0.0018589-0.00097611i,0.0035925-0.00068816i,0.0050201-0.0011673i,0.0037941-0.0022893i,0.0012829-0.0029242i,5.5154e-05-0.0036019i,0.00026205-0.0028288i,0.00093982-0.00038212i
-0.00040193+0.00016519i,-0.0017003+2.8438e-05i,-0.0015782+0.00037729i,0.0014636+0.0018165i,0.0056367+0.0018857i,0.0059932+0.002117i,0.0028318+0.0039903i,-0.00034211+0.0058i,-0.0020045+0.0051673i,-0.0019934+0.0024376i,-0.0015697+0.001506i,-0.0011314+0.0018655i,-0.00045597+0.00098955i,-0.00084398+0.0011853i,-0.001809+0.0016501i,-0.0024714+0.0016699i,-0.0035942+0.0013332i,-0.0054518+0.0019934i,-0.0063375+0.0045159i,-0.0050297+0.0054674i,-0.0038444+0.0044273i,-0.0042136+0.0018476i,-0.0034861-0.00086431i
0.0008117-0.00025361i,0.00070828-0.00022634i,0.0015362-0.00072225i,0.0037806-0.0010833i,0.0051777-0.0021009i,0.0025431-0.0025575i,-0.0015234+0.00024161i,-0.0034752+0.0038057i,-0.0037272+0.0037009i,-0.0031324+0.00084735i,-0.0023218-0.0017055i,-0.0016217-0.0034071i,-0.0013364-0.0044433i,-0.00049126-0.0049941i,0.00063486-0.0045333i,0.0013734-0.0036206i,0.0022528-0.0030925i,0.0032185-0.0017523i,0.0041684-0.0007926i,0.0053518-0.0019283i,0.0067244-0.0025423i,0.0060168-0.00065i,0.0032425+0.0019264i
0.0023438-0.001879i,0.0021744-0.0029593i,0.0021229-0.0047575i,0.001098-0.0075298i,-0.00096166-0.010033i,-0.0012031-0.0087261i,-0.0012256-0.0043049i,-0.00038923-0.001242i,0.00038396-0.0001751i,0.00036347-0.001243i,-0.00024147-0.0029314i,-0.00074419-0.003296i,-0.00059212-0.0021511i,-0.0017857-0.00089232i,-0.0023696-0.00074315i,-0.0018881-0.0004406i,-0.0017941-0.00077945i,-0.0026846-0.0011104i,-0.0037492-0.00029985i,-0.0036114+0.00044883i,-0.0037472+0.0004906i,-0.0034646-0.00031676i,-0.00054694-0.0013088i
-0.0053334-0.0013033i,-0.0061254+0.0015141i,-0.0079093+0.0030303i,-0.0073272+0.0012219i,-0.0040146-0.0021382i,0.00012832-0.0024603i,0.0045698-0.0006816i,0.0063559-0.0011673i,0.0045513-0.0023904i,0.0025791-0.0024193i,0.0022397-0.0023423i,0.0014622-0.0021241i,-8.1287e-05-0.00096065i,-0.00012446-0.00018696i,0.000649-0.00044479i,0.0007928-0.00074221i,0.0010612+0.00042903i,0.0019134+0.0029011i,0.0038545+0.0038006i,0.0056661+0.002614i,0.0052125+0.0018013i,0.0030037+0.0018542i,4.3176e-05+0.0022257i
0.0027154-0.0044133i,0.0012101-0.0051018i,-0.0021893-0.0053211i,-0.0054818-0.0038871i,-0.0081919-0.0018814i,-0.0075258-0.00012933i,-0.002408+0.0022831i,0.0020259+0.0021244i,0.0016017-0.0014593i,-0.0012536-0.0025061i,-0.0026643-0.00073799i,-0.0031177+0.00035009i,-0.0040055+0.0012159i,-0.0048548+0.0012211i,-0.0052479+0.00082041i,-0.0055218+0.00031281i,-0.0058507-0.00069237i,-0.0052276-0.0017001i,-0.0040189-0.0026464i,-0.003311-0.0043737i,-0.002143-0.0063813i,-0.00043666-0.0063913i,0.0011256-0.0042156i
3.9109e-05+0.0039246i,0.0016359+0.0044194i,0.0032925+0.0055478i,0.0025415+0.0054097i,0.00084888+0.0043152i,-0.0015522+0.0023975i,-0.0027935+0.00063128i,-0.0030276-0.0004824i,-0.0031968-0.00092802i,-0.0034576-0.0012956i,-0.0041714-0.0015736i,-0.003624-0.00083052i,-0.0015982+0.0002452i,-0.00066051+0.001357i,-0.0010381+0.0025439i,-0.0008364+0.0030311i,-0.00031366+0.0030089i,0.00011197+0.003062i,-0.00026995+0.0036062i,-0.0014721+0.0040726i,-0.0015786+0.0045365i,-0.0013351+0.0036547i,-0.0016248+0.0011984i
0.00068178-0.0011651i,-0.0002544-0.004074i,-0.0008823-0.0041533i,0.00044635-0.0013945i,0.0022591+0.0015992i,0.0022723+0.0025969i,0.00043382-0.00045281i,-0.0023658-0.0036092i,-0.0038678-0.0037394i,-0.0037841-0.0025263i,-0.003049-0.0021047i,-0.0023997-0.0019363i,-0.0013876-0.0011332i,0.00033147-0.00084742i,0.0013044-0.0011744i,0.00078426-0.00080133i,0.00019333-0.0007488i,0.00023889-0.0022547i,0.00014397-0.0037121i,0.00080273-0.0034884i,0.0020262-0.0023381i,0.0018917-0.00095881i,0.0012101+0.00035606i
-0.0011739-0.00078542i,-0.00060121+0.00053561i,0.00024554+0.0015116i,0.0018341+0.0018963i,0.0042783+0.0010175i,0.0042141-0.00016974i,0.0011013-0.0014015i,-0.0015006-0.0016153i,-0.0019768-7.838e-05i,-0.0016491+0.00081799i,-0.00055199+0.00033688i,0.00049006+0.00025103i,0.00069458+0.0012937i,-0.00011633+0.0022192i,0.00022209+0.0027034i,0.0015226+0.003776i,0.0016367+0.0053834i,-0.00030108+0.0058762i,-0.0028567+0.0049962i,-0.0035063+0.0041192i,-0.0037763+0.0027553i,-0.0040326+0.00037014i,-0.0028764-0.001129i
0.00096954+0.00031625i,0.0011195-0.00067301i,0.0026072-0.0013858i,0.0047211-0.0033353i,0.00591-0.0049168i,0.003619-0.0029749i,7.175e-05+0.0021379i,-0.00084676+0.0056159i,2.2226e-05+0.0050739i,8.3085e-05+0.0039687i,-0.00034265+0.0031282i,6.6423e-05+0.0014465i,0.0010435-0.00031396i,0.0011069-0.0017074i,0.0010972-0.0025709i,0.0016914-0.0034015i,0.0016928-0.0037975i,0.0015629-0.003194i,0.0015292-0.0018162i,0.001643-0.00073928i,0.0022838+2.9347e-05i,0.0019141+0.00053584i,0.00055648+0.0014574i
-0.0004973+0.0010216i,0.0013389+0.0004368i,0.0024339-2.762e-05i,0.0027721-0.0027777i,0.0021533-0.0060231i,0.00054734-0.0060615i,-0.00018401-0.0015549i,0.00028948+0.0037531i,0.00038064+0.0042785i,-0.00049118+0.0012922i,-0.0019344+0.00088823i,-0.0023847+0.0016356i,-0.0018641+0.00031361i,-0.001774-0.00028511i,-0.001564-0.00011586i,-0.0016037-8.0889e-05i,-0.0023439+0.00076397i,-0.0027265+0.001727i,-0.0015196+0.0011435i,-0.00039314-5.1021e-05i,-0.00055518-0.00049302i,-0.000423-0.00047279i,0.00078936-0.00096718i
-0.00035926+0.0023477i,-0.00067078+0.0026104i,-0.001335+0.0031251i,-0.0012128+0.00078979i,-0.0012315-0.0034482i,-0.0014884-0.0047461i,-0.00079497-0.0022611i,0.0014169+0.00016449i,0.0027653-0.00054391i,0.0020055-0.0026867i,0.00071699-0.0039815i,8.7559e-06-0.0038507i,-0.0006075-0.0023871i,-0.00098789-0.0015401i,-0.00084933-0.0023159i,0.00031551-0.0032152i,0.0011933-0.0030349i,0.0019518-0.0021881i,0.0027734-0.00151i,0.0023948-0.00041348i,0.0012949+0.0007376i,-0.00044374+0.002139i,-0.0013926+0.002486i
-0.0017248-0.00036135i,-0.0007864-0.00060043i,-0.0010156-0.00038188i,-0.0020973+0.0002516i,-0.0037978+0.0012636i,-0.0035022+0.0018511i,0.00084094+0.00081382i,0.0038765-0.0015153i,0.0030732-0.0021783i,0.00116-0.0018793i,0.00047527-0.0028241i,0.00033791-0.0037388i,-0.0011695-0.0032966i,-0.0025751-0.0023523i,-0.0041496-0.0018785i,-0.0050735-0.00086282i,-0.0050491+0.00051204i,-0.0047528+0.0017995i,-0.003245+0.0021238i,-0.0012846+0.00091219i,-0.00032408-0.00061628i,-4.8208e-05-0.0011163i,0.00050754-0.0014841i
0.00028485-0.00074158i,0.00028352+0.0011893i,-0.0010284+0.0024344i,-0.0019276+0.0029092i,-0.0022514+0.0026769i,-0.0012259+0.0022074i,1.5253e-05-8.6868e-05i,-2.0154e-05-0.0029331i,-0.0012136-0.0026397i,-0.0026822-0.00034507i,-0.0019129+0.00050513i,-0.0012513+0.00051838i,-0.00102+0.00085292i,-0.00010002+0.0016749i,-0.00037091+0.0025919i,-0.00021018+0.0026689i,0.00046198+0.0017449i,0.0011243+0.00039012i,0.0015837-0.00097974i,0.00065675-0.0022897i,-0.0002179-0.002311i,-0.00086071-0.0014541i,-0.00128-0.0010794i
0.00084365+0.00092308i,8.5061e-05-0.00055005i,0.00043974-0.0022562i,0.0012854-0.0016003i,0.0018185+0.0012291i,0.00040922+0.0021464i,-0.0015831+0.00069906i,-0.003124-0.00024827i,-0.0050517-0.0002004i,-0.0059282-0.001003i,-0.0053505-0.0012046i,-0.0040566-0.00023678i,-0.0023142+0.00084174i,-0.00079093+0.00077587i,-0.0005971+0.00058089i,-0.000922+0.0010595i,-0.0015004+0.00075017i,-0.0023784+0.00022115i,-0.0030673+0.00016298i,-0.0025207+0.00019869i,-0.00036209+0.00061429i,0.00079351+0.00064463i,0.0012982+0.00021126i
0.0026087+0.002315i,0.005118+0.0017414i,0.0066136+0.002703i,0.0079021+0.001514i,0.0081871-0.0010116i,0.0046044-0.0017636i,0.00013847-0.00089291i,-0.0021021+0.00034643i,-0.0021802+0.00041294i,-0.0022831-0.00077523i,-0.0044138-0.0010879i,-0.0057259-6.7168e-05i,-0.0038287+0.0011525i,-0.0014337+0.0019822i,-0.00030693+0.00293i,0.0011547+0.0029537i,0.0027952+0.0022641i,0.0035834+0.0014108i,0.003465+0.00089763i,0.00259+0.000536i,0.0011008-0.0006764i,-0.00078402-0.0013131i,-0.0013112-0.0013774i
-0.00069345-0.0002808i,-0.00086381-0.0005931i,2.0967e-05-0.0019615i,0.0018178-0.0038558i,0.0037644-0.0051234i,0.0034703-0.0043276i,0.0018984-0.00059696i,0.00039116+0.0024956i,0.00060037+0.0027292i,0.00062723+0.0013767i,-0.00047794-0.00031561i,-0.0001153-0.0011277i,0.00079886-0.0017949i,0.0015872-0.0024053i,0.002284-0.0021425i,0.0017006-0.0028594i,0.00010972-0.0033239i,-0.0017722-0.0027356i,-0.0031727-0.0016577i,-0.003626-0.00038947i,-0.003649+0.00028498i,-0.0034782+0.00053654i,-0.0025063+0.001292i
-0.00018727+0.0027211i,0.0017422+0.0014803i,0.0031156-0.0011826i,0.0032379-0.004475i,0.00098243-0.0058042i,-0.00079117-0.0039171i,-0.00095357-0.00021573i,1.1379e-05+0.0027884i,0.0012802+0.0039787i,0.0018406+0.0033229i,0.0020004+0.0013977i,0.0013522+0.00063988i,0.0001313+0.0003393i,-0.00036552+0.0003091i,-0.00010773+0.0012439i,0.00039694+0.001926i,0.0013222+0.0023445i,0.0017063+0.0028525i,0.0017757+0.0031682i,0.0021208+0.0025374i,0.0016763+0.0016496i,0.00081189+0.00064455i,0.001197-0.00016467i
3.0397e-05-0.00088981i,-0.0013076+0.00025409i,-0.0029872+0.00040375i,-0.0036003-0.00028881i,-0.0039622-0.0016425i,-0.0035247-0.0018817i,-0.0011748+0.00010507i,0.0015691+0.0010546i,0.001138-0.00093724i,-0.0010655-0.0017929i,-0.00062828-0.00058184i,0.00038943+0.00019725i,0.00032639+0.00062916i,0.00086514+0.00037598i,0.00077522-0.00049181i,0.00055458-0.001928i,0.0010869-0.0033683i,0.00065483-0.0037744i,-1.8227e-05-0.0032504i,-7.8673e-05-0.002835i,-5.6025e-05-0.0024423i,-0.00066124-0.0015575i,-0.0013368-0.00015062i
-0.00039724+0.00073269i,0.0013002+0.001312i,0.00039779+0.0024654i,-0.0011724+0.0025437i,-0.0013006+0.0019531i,-0.00058158+0.0019456i,0.001097+0.0012089i,0.002078-0.00079444i,0.00038109-0.0032153i,-0.0017354-0.0035557i,-0.0022194-0.0028363i,-0.0014745-0.0021632i,-0.0016677-0.0017207i,-0.0034831-0.0015219i,-0.0042844-0.0013787i,-0.0049465-0.00071994i,-0.0044253+0.00094499i,-0.0025634+0.0028898i,-0.0011359+0.0038194i,-0.0001961+0.0031061i,0.00020353+0.0023943i,0.0008154+0.0025075i,0.0013001+0.0020615i
