-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
0.0007975+0.00095161i,0.00066335+0.00011282i,0.0010312+0.00070117i,0.0016426+0.00072054i,0.0018051-0.00017861i,0.0010885-0.00039493i,0.00040013+0.00021125i,0.00039541+0.0010721i,0.00027218+0.00079176i,-0.0010349-0.00030851i,-0.0015986-0.0011523i,-0.0014639-0.00064578i,-0.001074+0.0008794i,-0.00047963+0.0013001i,-1.6741e-06+0.00031903i,0.00015869-0.00096527i,-0.0001249-0.00053072i,-0.00075493-0.00012014i,-0.0007738-0.00011907i,-0.00027863-0.0004742i,-0.00012324-0.00080471i,-0.00088619-3.9483e-05i,-0.00095684+0.00080803i
-0.00028655+0.0012931i,-0.00047646+0.00017972i,0.00019465-0.0011111i,0.0006943-0.0007045i,0.0010918-0.0013931i,0.0013171-0.0017767i,0.00060828-0.00046853i,-4.2045e-05+0.00072323i,0.0001116+0.00053723i,0.00020405-0.0006017i,-0.00078435-0.001368i,-0.0016275-0.0015025i,-0.0013174-0.0010902i,-0.00047048-0.00024436i,0.00011464+0.00031036i,-7.7999e-05+0.00022141i,-0.00055911-0.00061498i,-0.00021016-0.00075237i,0.00015236-5.9056e-05i,0.0001565+3.0657e-05i,0.0001345-0.00058806i,0.0002512-0.00030619i,0.00051071+0.00053519i
0.00013324+0.0004416i,0.00043559+0.00026477i,0.0007757-0.00016467i,0.001071-0.0013005i,0.00091882-0.0021035i,4.9899e-05-0.0019057i,0.00021874-0.00070626i,0.00025844+0.00071255i,-0.00079153+0.0013685i,-0.0010708+0.00014434i,-0.00051364-0.0014241i,-0.00036827-0.0016882i,-0.00039033-0.0014768i,-0.00041074-0.00076238i,-0.00068012-0.0004523i,-0.00067961-0.00018023i,-0.0013133+0.00073688i,-0.001385+0.0018273i,-0.001058+0.0014364i,-0.0011199-5.1561e-05i,-0.00053958-0.00061175i,0.00070967-0.0012825i,0.0011109-0.0006716i
-0.00022397-0.0012674i,0.00045095-0.0024721i,0.00046985-0.0035478i,-0.00053633-0.0029394i,-0.0006426-0.0022518i,-0.00035148-0.0013658i,-0.0003668-0.00019406i,-0.000337+0.00049094i,-0.00047435-5.4767e-05i,-0.00051385-0.00088905i,0.00023632-0.00092721i,0.00046653-0.00095908i,0.00037296-0.00023735i,0.00036203+0.00051303i,-0.00040056+0.00065057i,-0.00040405+0.0003236i,0.00027578+0.00023061i,-6.7013e-05-0.00018453i,-0.00035786-0.00057368i,-0.00055398+0.0001876i,-8.3561e-05+0.00068775i,0.00058218+0.0011117i,0.00034408+0.0016437i
-0.0019953+0.002454i,-0.0013219+0.0041487i,-0.0013017+0.0048976i,-0.00052368+0.0034514i,0.0015821+0.0018752i,0.0023952+0.0010148i,0.0011301+0.00015408i,-0.00025561+8.0696e-06i,-0.00088485-0.0003697i,-0.0009783-0.00058696i,-0.00056422+0.0003045i,-0.00025765+0.00027803i,-0.00050514-0.00066201i,-0.00045586-0.00054053i,-0.00065938-0.00023814i,-0.0013029-0.00021264i,-0.0012576-0.00036451i,-0.00057631-0.00058118i,-0.00040231+0.000255i,-6.691e-05+0.00053531i,0.00022629+9.2615e-07i,-0.00025826-0.0004134i,0.00011296-0.00043068i
0.0013272-0.00092134i,0.0015983-0.0016479i,0.0015457-0.0016274i,0.001094-0.0019318i,0.00046832-0.001603i,0.00025134-0.00026116i,0.00017383+0.001318i,0.00057626+0.0017097i,0.0004701-0.00016773i,-0.00036309-0.0020481i,-0.00080881-0.0013424i,-0.00070271+0.00055204i,-0.00046579+0.00020966i,-0.00047798-0.00039575i,-0.00065385-0.00034778i,0.00015249-0.00040365i,0.0004514-0.0006204i,0.00027036-0.00084927i,0.00036142-0.00069995i,-5.6751e-05-0.00049487i,0.00032928-0.00037996i,0.00011055-0.00056446i,-0.00083348-0.00064557i
-0.0015997-0.0013667i,-0.0015513+0.00033576i,-0.0022463+0.00081949i,-0.0015081+0.00017165i,-0.00088366-6.7627e-05i,-0.00060692+7.3135e-05i,-0.00041141+0.00020641i,-0.00091348+0.0002526i,-0.0011736-0.00024839i,-0.0009541-0.00076702i,-0.00073706-0.00085294i,-0.0010583-0.0010561i,-0.0010386-0.0010472i,6.3775e-05-0.0013494i,0.00010555-0.0019467i,-0.00019495-0.0017999i,0.00013482-0.00051945i,-0.00024681+0.00028814i,-0.00038535+0.00062133i,-0.00045336+0.00071699i,0.00021599+0.00076642i,0.00070605+9.7631e-05i,0.00015461-0.00083512i
-0.00069134+0.0012679i,-0.0012338+0.0024594i,-0.00038037+0.0023266i,0.0003271+0.0010761i,0.00082888+0.00051928i,0.00071454+0.00013575i,-0.0004981-0.00013106i,-0.0006732+1.1759e-06i,-0.00087025-0.00026821i,-0.0013456-0.0010987i,-0.00021965-0.00071282i,0.00023829-0.0003188i,-0.00025223-0.0001804i,-0.00062349+0.00028598i,-0.0011046+0.00064757i,-0.00057164+0.00031078i,0.00010383-0.00034972i,0.00020227-0.00035212i,-0.00027358+0.00039611i,-0.00016652-9.3093e-05i,-0.000422-0.00048576i,-0.0013457-7.919e-05i,-0.00093584-2.1502e-08i
-2.3728e-05-0.00050873i,0.00049414+0.00042613i,0.00026717+0.00082576i,0.00023657+0.00040221i,0.00014617+6.1526e-05i,-0.00050722-0.00035977i,-0.00090607-0.00053356i,-0.00061377-0.0011478i,-0.00024198-0.0011561i,-0.00087608-0.00077192i,-0.0016326-0.0010225i,-0.00074396-0.0010898i,-0.00015364-0.00047515i,-6.4233e-05-8.7953e-05i,0.00032815+0.00049319i,0.00015504+0.00059579i,-0.00032606-0.00055301i,-0.00027782-0.00083603i,0.00010916-0.00035414i,0.00059934-0.0001695i,0.0010235-0.00018069i,0.00048446+0.00021204i,0.000113+0.00038144i
0.00088533-0.0016672i,-0.00011707-0.00096152i,-0.00081076-0.00054338i,-0.00077996-0.00021365i,-0.00030797-0.00087563i,-0.0003345-0.0014163i,0.00012074-0.00051968i,0.00054088+0.0005539i,0.00098123+0.00080554i,0.0010822-0.00019787i,0.00028492-0.0012009i,-0.00075778-0.00078899i,-0.0005202-1.2055e-05i,0.00021989-0.00033803i,0.00032617-0.0014686i,-0.00016558-0.0017469i,-0.00024069-0.0012105i,0.00035132-0.00071115i,0.00076032-0.00014572i,0.0012949-0.00012168i,0.00081584-0.00034506i,-0.00038199+9.5195e-05i,-0.00031072+0.00072309i
-0.00034821+0.0022334i,0.00070528+0.0026386i,0.0013355+0.0031773i,0.0013551+0.0017427i,0.0010088-0.00084877i,0.0013421-0.0020808i,0.00098653-0.0012973i,6.1632e-05-0.00025241i,0.00054421+0.00051913i,0.00076672+0.00090553i,0.00045184+2.7245e-05i,0.00021991-0.00034705i,-7.3743e-05+0.00040103i,-0.00057037+0.00075862i,-0.00077507+0.00021131i,-0.00034495+0.00015299i,0.00019299+0.00038146i,-5.6043e-05+0.00025207i,-9.8954e-05+0.00059624i,-2.4185e-06+0.0011996i,-0.00051489+0.0012266i,-0.00058936-0.00012573i,0.00046936-0.0011057i
0.001233+0.0020349i,0.0016171+0.0023946i,0.0018599+0.0024628i,0.0017519+0.0017606i,0.0012677-0.00019673i,0.00031424-0.0019261i,-0.0005239-0.0015615i,-0.00064316-6.5947e-05i,-0.0013671+0.0002017i,-0.0018909-0.00041975i,-0.0017753-0.00051704i,-0.00093497-0.00079392i,-0.00034086-0.00051938i,-0.00098501+5.0754e-05i,-0.00077732+0.00018067i,-0.00029113+0.0004177i,2.8706e-05+0.0001235i,0.00013487-0.00030557i,-0.00050072-0.0003184i,-0.00060105-0.0001133i,-5.2209e-05-4.6623e-05i,0.00026865-0.00019233i,0.00070732-0.00046874i
-0.0010563+0.0017446i,-0.000133+0.001583i,0.0010258+0.0017129i,0.0016308+0.001393i,0.0018419+0.00044945i,0.0017251+0.00076015i,0.0010582+0.001507i,0.00042622+0.0018675i,0.00058283+0.00075531i,0.0002485-0.00099441i,0.00021842-0.0013928i,0.00047747-0.0012917i,9.754e-05-0.00059385i,-0.00060534+0.00021962i,-0.00060686+0.0002987i,0.00042084-0.00042862i,0.00059328-0.00032354i,-0.00097513+5.5828e-05i,-0.001151-0.00054775i,0.00037359-0.00068219i,0.0012905-0.00062791i,0.0017068-0.00040617i,0.0014207+7.5407e-05i
-0.0025973-6.7627e-05i,-0.0031364-0.0008492i,-0.0038589-0.00038334i,-0.0028357-0.00023818i,-0.00020165-0.00012284i,0.0013407-5.2516e-05i,0.0010574-0.00046048i,0.00042638-0.0003824i,3.4489e-05-0.00031179i,-0.00051438-0.00044102i,-0.00044712-0.0013625i,-0.0003706-0.0014513i,-0.00040776-0.00075888i,-6.1969e-05-0.0007369i,-6.4167e-05-0.00068376i,-0.00016844-0.00028025i,0.00023756-2.1075e-05i,-0.00015623+0.00023139i,-1.4625e-05+8.6651e-05i,1.5635e-05-0.00018705i,-8.5764e-05-0.00070776i,1.4644e-05-0.0010141i,-0.00044241-0.00068587i
0.0025492+0.00114i,0.0019905+0.00024318i,0.0018058-0.00084386i,0.0018948-0.0014103i,0.0017537-0.0025601i,0.00064583-0.0021519i,-0.00010341-0.00079027i,-0.00043092-0.00057703i,-0.0007843-0.0012949i,-0.00048823-0.0015719i,-0.00021762-0.0019161i,-0.00055662-0.0021785i,-0.00079123-0.0011732i,-0.0011517-8.2171e-05i,-0.00094534-0.00026517i,-3.1029e-05-0.00064027i,0.00036801-0.0002181i,0.00072075+0.00080415i,0.00058043+0.0014095i,-4.6989e-05+0.0012676i,-1.5952e-05+0.0015467i,-0.00029324+0.00079276i,-0.00068621-0.00032353i
0.0016543+0.0021708i,0.0021062+0.0013008i,0.0024427-0.00048819i,0.0027752-0.0016164i,0.0019845-0.0013365i,0.00042945-0.0010901i,-0.00035366-6.2616e-05i,-0.00099212+0.000916i,-0.00086812+0.00056769i,-0.00044876+7.1593e-06i,-0.00023868-0.0011824i,4.703e-05-0.0015396i,3.1446e-05-0.0004654i,-0.00044901-0.00013922i,-0.00052082-9.3263e-05i,-0.00010534-3.9189e-05i,-0.00032181+0.00012602i,-0.00096013+0.00021501i,-0.0011091+0.00042744i,-0.00029662+0.0005195i,-0.00016229-0.00024921i,-0.0001105-0.00097719i,-0.0002218-0.00083266i
-0.0009529-7.8137e-05i,-0.0012085-0.0012665i,-0.0013457-0.0020352i,-0.00078127-0.001359i,-0.00054042-3.7711e-05i,-0.0003987+0.00049891i,-0.00030375-7.0494e-05i,-0.00036257-5.2227e-05i,-0.0012393-0.0002423i,-0.001191-0.0014421i,-0.0010678-0.0019251i,-0.00051267-0.0015416i,3.8056e-05-0.00080101i,-0.00042259-0.00051977i,9.7031e-05-0.0008109i,0.0002573-0.00034587i,-0.00065694+0.00043712i,-0.0005394+0.00025105i,0.00033056+4.1853e-06i,0.00078914+0.00054161i,0.00054058+0.00062167i,0.00058248+0.00031506i,0.00027362+0.00072449i
0.0025271-0.00035263i,0.00088016-0.0006965i,-0.00055394-0.0012378i,-0.00038727-0.0014232i,-0.00049896-0.00075465i,-0.001184+0.00015117i,-0.00092026+0.00079834i,-0.00017421+0.00078458i,0.00039174-0.000302i,-1.7829e-05-0.0018962i,-0.00098108-0.0016255i,-0.00093531-0.00060769i,-0.00058218-0.00037081i,-0.00012203-0.00067054i,0.00073763-0.0011502i,0.00065942-0.00066141i,0.00025522+0.00013943i,0.00030417+0.00029797i,0.00022226+0.00033706i,-0.00054388+0.00033287i,-0.00067187-2.9994e-06i,-0.00059371-0.00041616i,-0.00032397-0.00038907i
0.0022059-0.00018357i,0.0017002-0.00089777i,0.0017502-0.0019077i,0.0010622-0.0024212i,-0.00060867-0.00299i,-0.00045347-0.0028295i,0.00092271-0.00048191i,0.00067569+0.001291i,0.00019394+0.00042848i,0.00030907-0.00092533i,0.00041003-0.0010896i,-0.00026424-0.00091072i,-0.00036559-0.0010468i,-0.00022105-0.00094825i,0.0001403-0.00066043i,0.00048445-0.00037431i,-0.00032352-0.00041435i,-0.00052657-0.00035348i,-0.00026898+4.9555e-05i,0.00035305-4.3048e-05i,0.00079604+0.0002432i,0.00026549-4.4485e-05i,0.00059074-0.0010482i
-0.00092745-0.00043373i,-0.0009241-0.00013014i,-0.00072036+0.00062541i,-0.00080596+0.00019758i,-0.00114-0.00062522i,-0.00046041-0.00094154i,0.00057245-7.7455e-06i,0.00028945+0.00085413i,-0.00014842+0.00032841i,4.8203e-05-0.00045666i,-0.00045958-0.00072068i,-0.0010594-0.00058736i,-0.00066184-0.00026659i,-1.0061e-05+0.00010802i,0.00010157+0.00038638i,-0.00050651+0.00061349i,-0.00060864+0.00043614i,-0.00023931-8.0304e-05i,-1.6477e-05+0.00058108i,5.0124e-06+0.00095988i,0.00030474+0.00047804i,0.00019261-0.00015234i,0.00043023-0.0010812i
0.00054342+5.9439e-05i,0.00098662+0.00016714i,0.0010941+8.2195e-05i,0.00052626-0.00031925i,0.0005526-0.00020129i,-0.00023192-0.00039674i,-0.0012179+6.2536e-05i,-0.0014969+0.00057153i,-0.00047488+5.5829e-05i,0.00019318-0.00057052i,-0.00033002-0.0010593i,-0.001164-0.00094013i,-0.0016321-0.00040445i,-0.001351+8.9216e-05i,-0.00015076+0.00014028i,0.00026435+0.00012776i,0.00021014+0.0002512i,-0.00028946-0.00010736i,-0.0012807-0.00036057i,-0.00084601-0.00072597i,0.00030438-0.00083059i,0.00020323-0.00080289i,-0.00051586-0.00087252i
-0.00074092-0.00097988i,-0.0012152-0.0020162i,-0.00093119-0.0019598i,-0.00082178-0.0006731i,-0.00054775-0.00024729i,0.00018991+0.00038393i,0.00077152+0.00054683i,0.00038562-4.6372e-05i,-0.00018615-0.00026677i,-0.0005309-0.00099383i,-0.001002-0.0011923i,-0.0011032-0.00069101i,-0.00059623-0.00029875i,-0.00044679-0.00031427i,-0.00098467-0.00084551i,-0.00079254-0.00067563i,-0.00039178-8.9299e-06i,-0.0004593+0.0003954i,0.00027+0.00053205i,0.00049261+0.00049775i,-0.00023322+0.00041918i,-0.00083942-0.00033379i,-0.00078207-0.00039719i
0.0011754+0.00031445i,0.0025062+1.5738e-06i,0.0029279-0.00086654i,0.0028125-0.0021134i,0.0020844-0.0022276i,0.00033252-0.0015602i,-0.00043014-0.00094133i,-0.00012693-0.00023966i,-0.00056183-0.00065618i,-0.0008114-0.0011612i,-0.0010435-0.00069863i,-0.00033533-0.0001577i,-0.00010539+0.000175i,-0.0020434-0.00016137i,-0.0020672-6.9832e-06i,-0.00037423+0.0005417i,0.00046968+0.00026169i,0.00040556+0.00034994i,0.00040329+0.00049367i,0.00094548-8.4154e-05i,0.0010895-0.00067423i,-6.1344e-06-0.00092533i,-0.00096701-0.00037413i
-0.0023661+0.0017032i,-0.0010359+0.0013182i,-0.0014379+0.00086573i,-0.0013139+0.00048801i,8.2102e-05+0.00031874i,0.0010828+0.00027118i,0.00070918+0.00042216i,-0.00037443+0.00063377i,-0.00082974+0.00052563i,-0.00078971+0.00066616i,-0.00069452+0.00050492i,-0.00035698-0.0002388i,-0.00013275-0.00060185i,-8.0785e-05-0.00028693i,-0.00038521-8.4578e-06i,-0.00074615+0.00065151i,-0.0014569+0.00057607i,-0.0019533+0.00030696i,-0.0011084+0.00038572i,0.00021416+0.00085206i,0.00045663+0.00028474i,-0.00063856-0.00023637i,-0.00081322-1.9789e-05i
-0.00017999+0.00034232i,0.00017902+0.0002983i,-0.00053577+0.00059117i,0.00049826+0.00060359i,0.0013834+0.00098756i,0.001105+0.00037213i,0.00028349-1.6617e-05i,-0.00087026+0.0004933i,-0.0016221+3.613e-05i,-0.0015202-0.00022518i,-0.001272-0.00045578i,-0.0012418-0.00028564i,-0.00092367-0.00017219i,-1.7213e-05-0.00082655i,0.00067991-0.00095918i,-0.00013996-0.00056666i,-0.00040351+0.00021007i,2.302e-05+0.0009117i,-0.00025411+0.00028136i,-0.00035795-0.00052657i,3.4852e-05-0.00092659i,0.00028143-0.00091882i,1.1159e-05-0.00057665i
-0.0014526+0.0010002i,-7.6204e-05+0.0016634i,0.0011011+0.0022361i,0.0013532+0.00082051i,0.001081-0.00034588i,0.0012077-0.0012076i,0.0015679-0.0011297i,0.00041423+0.00011386i,7.2361e-05+0.00047574i,-0.00060721-0.00059525i,-0.0016912-0.0014331i,-0.0015614-0.00098263i,-0.0010557-0.00075188i,-0.00075568-0.00077395i,-0.00028999-0.00032122i,8.1021e-05+0.00038187i,0.0001079+0.00076885i,-0.0004199+0.00024648i,-0.00038205-0.00093257i,-0.00023431-0.0018114i,-0.00041594-0.0015216i,-0.00043153-0.0008841i,0.00014416-0.00030716i
0.00088185+0.0015966i,0.00010395+0.00097216i,0.00034067+8.9692e-05i,0.0014264-0.00095444i,0.0021695-0.00097i,0.00091324-0.00056863i,0.00017825+0.00029999i,0.00061845+0.00058797i,0.00034929-3.5541e-05i,-0.00096504-0.00059523i,-0.00055673-0.00060485i,0.00028263-0.0001082i,-7.2475e-06-0.00013824i,-0.00089489-0.00020684i,-0.00065391-0.00023716i,0.00076418-0.00071294i,0.00070569-0.00050628i,5.4554e-05-2.9333e-05i,-0.00027514+0.00031192i,-0.00013518+0.00012431i,0.00053153-0.0011806i,0.0007927-0.0016082i,-1.2179e-05-0.00059254i
-0.00098944-0.00082035i,-0.00066276-0.0012467i,-0.00049784-0.0011529i,-0.00083276-0.00099614i,-0.00031261-0.00052301i,0.00034569+0.00015174i,0.00055477+9.708e-05i,0.00072793+0.00044542i,0.00016572+0.00037828i,-0.000792-0.00066203i,-0.00038516-0.0006516i,0.00041012-0.00095922i,0.00056354-0.0015681i,0.00049452-0.00098461i,-0.00010801+0.00068714i,-0.00077517+0.00081905i,-0.0010769-3.7419e-05i,-0.0012284-2.1623e-05i,-0.00045836+8.2703e-05i,8.9355e-05+0.00013203i,-0.0002151+0.00014533i,-3.8704e-05-0.00030491i,0.00033736-0.00024511i
-0.0007502+0.00047512i,-0.00022204+0.00066611i,0.0001078+0.0015729i,0.00023977+0.00077224i,0.0011801-0.0009747i,0.0013449-0.0012269i,0.0004742-0.001002i,-0.00016905-0.00053206i,-0.00051129-0.000254i,-8.4116e-05-0.0013518i,0.00062559-0.0017317i,0.00031407-0.0011742i,-0.00085572-0.00079562i,-0.0012668+5.7093e-06i,-0.00082924+0.0002689i,-0.00045352-0.00050756i,-0.00029624-0.00042507i,3.4759e-05+1.8887e-05i,-0.00012002+4.412e-05i,-0.00015418+0.00017143i,3.162e-05+0.00010481i,-8.4719e-05-0.00052713i,-0.00036542-0.00012417i
-0.00056427-0.0016544i,-0.00085451-0.0012317i,-0.00067327-0.0015413i,-0.00053585-0.00052229i,-0.00035777-2.3827e-06i,0.0004045-0.00037244i,0.00019014+0.00019295i,-0.00031842+6.0179e-06i,-0.00030092-0.00078557i,-0.00091223-0.001071i,-0.00060324-0.0004026i,-2.8806e-05+0.00034736i,-5.853e-05+3.2049e-05i,9.5317e-05-0.00057606i,-0.00034412-0.00029774i,-0.00093556+0.00049065i,-0.00020036+0.00035553i,0.00030663+0.00038737i,-0.00013118+0.00066554i,-0.00018316+0.00028619i,-1.0717e-05-4.8186e-05i,-2.3476e-05+0.00019688i,0.00010855+0.00075894i
0.0019057-0.0015583i,0.0014481-0.001708i,0.0020185-0.0018138i,0.0015574-0.0030177i,0.00042934-0.0027059i,-0.0003831-0.00057314i,-0.00070018+0.0013602i,-0.00045456+0.0013742i,-0.00021542+0.00041406i,-0.00026416-0.0006666i,-3.0258e-05-0.00094122i,-0.00020564-0.00063937i,-0.00084852-0.00071582i,-0.0013235-0.00047791i,-0.00091044-0.00034878i,8.6693e-05+0.00013619i,-0.00013407+0.00059161i,-0.0005807+0.00019461i,-0.00021841+0.00064845i,0.00041744+0.00071676i,2.1306e-05-0.00055496i,-8.2841e-05-0.0014573i,4.8847e-05-0.00052319i
-0.0011131+0.00028093i,-0.00073203+0.00041575i,-0.00071833+0.00083647i,-0.00036961+1.0837e-05i,0.0002138-0.0017824i,-2.7317e-05-0.0017112i,-2.0502e-06-0.00051668i,-0.00021423-5.6009e-05i,-0.00058506-0.00035016i,-0.00040598-0.0010681i,-0.00015964-0.0011542i,6.3312e-05-0.00066894i,0.00038867-0.0007239i,0.00025017-0.00020668i,-0.0003727+0.00025639i,-0.00054853+0.00054621i,-0.00045137+0.00029861i,-0.00026999-0.00031497i,8.8227e-05+0.00028382i,0.00039705+0.00081622i,9.3619e-05-0.00023891i,-0.00054317-0.00073469i,-0.00028211-0.00021873i
-0.002029-0.0017458i,-0.0020882-0.00081389i,-0.0024774-0.00033299i,-0.0020434-0.001017i,-0.00096435-0.0014069i,0.00013705-0.00049192i,-8.8283e-05+0.00013787i,-0.0010155+0.00036289i,-0.0017672+0.00053685i,-0.0017696-0.00022016i,-0.0011041-0.00092286i,-7.6975e-05-0.0006135i,-0.00029-3.2995e-05i,-0.00091086-0.00021759i,-0.00095432-0.00059461i,-0.00063116-0.00048443i,-0.00034567-7.6477e-05i,-0.00027635+0.00015601i,-1.5332e-05+0.00029068i,1.6182e-05-0.00010761i,1.4093e-05-0.00013877i,0.00032859+0.00012863i,-0.00045602-0.00073095i
0.0009063-0.0021544i,-6.6695e-05-0.0025127i,-0.0010488-0.0032727i,-0.0011234-0.001729i,-0.0015004-9.0921e-05i,-0.00071556-0.00025502i,3.1331e-05+1.5337e-05i,0.00037996-0.00048371i,0.00014288-0.0018759i,-0.00023281-0.002299i,7.5284e-06-0.0013422i,0.00022737-0.00028133i,-0.00065505-0.00028516i,-0.0010059-0.00027573i,-7.0619e-07-0.00013643i,0.00033121-0.0005677i,-9.3199e-05-0.00042363i,-0.00040537+0.00028024i,-0.00011283+0.0001805i,0.00046183-0.00042942i,0.00047933-0.00056994i,0.00019721-0.00030672i,0.00026283-0.00014658i
-0.0013808-0.00034958i,-0.00098118-0.00013182i,-0.0011287+0.00016217i,-0.001015+0.00057137i,0.00015391+0.00027101i,0.00032457-0.00010651i,-0.0003733-0.00054309i,-0.00051473-0.00050711i,-3.4265e-05-0.00062809i,0.00044092-0.0010937i,5.8564e-05-0.00098932i,-0.00069838-0.00037652i,-0.00039429-0.00028702i,-0.00022464-0.000666i,-0.00017887-0.00047134i,0.00028362+0.00030902i,0.00025533+0.0011751i,0.00042864+0.0014433i,0.00065293+0.001866i,0.00056161+0.0014024i,0.00049666+0.00058663i,0.00066407-0.0002652i,0.00048617-0.0010695i
-0.00066888+0.00030296i,-0.0010242+0.00068641i,-0.00077169+0.0006526i,0.00028977+0.00023389i,0.0013546+0.00074715i,0.0014825+0.00074472i,0.0010185+0.00027616i,9.7731e-05+0.00039311i,-0.00055355+0.00021678i,-0.00027236-0.00025997i,-0.00071756-0.00079914i,-0.0012173-0.0013576i,-0.00068871-0.00091422i,-0.00087007-0.00065586i,-0.0011068-0.00045618i,-0.00030333-0.00010136i,-9.0587e-05+0.00051766i,-0.00066939+0.00050448i,-0.00066967+7.3043e-05i,-5.2491e-05-1.0915e-05i,0.00040052+0.00037492i,0.00063243+0.00036718i,0.00019606-0.00014984i
5.2786e-05-0.0020322i,5.4764e-05-0.0012757i,0.00028777-0.00098609i,0.00037735-0.00039101i,6.2247e-05-4.2733e-05i,-0.00019601-0.00054736i,0.00039081-0.00054346i,0.00075449+0.0003201i,0.0010141+0.00039346i,0.00062189+0.00037122i,-9.5565e-05-0.00022855i,-0.00010714-0.00065659i,0.00014491-0.00078129i,0.00026267+0.00030387i,-0.00046414+0.00053532i,-0.00045173-0.00050402i,-8.1132e-05-0.00061322i,-0.00059986-0.00056831i,-0.00062863-0.00018275i,-0.00045197+0.00079257i,-0.00071992+0.00099001i,-0.00062412+8.3929e-05i,0.00017173-0.00079962i
-0.0013739-0.0014148i,-0.00096934-0.00094103i,-0.0020724+0.00027161i,-0.0022088+0.0011006i,-0.0012157+0.00036295i,-0.00020747-0.00017647i,3.6447e-05+0.00028529i,-2.9267e-05+0.00020206i,0.00026304-0.00015583i,-0.00063757-0.00067288i,-0.0010858-0.0011433i,-0.00083622-0.001356i,-0.00093665-0.0011794i,-0.0012765-0.0011868i,-0.0012716-0.0017558i,-0.00036179-0.0014568i,0.00044431-0.00032157i,-0.00021995+0.0004931i,-0.00052527+0.00039423i,0.0002842+0.00059536i,0.00087263+0.00054885i,0.00061862-0.00056657i,-0.00039037-0.00070833i
-0.00070008-0.00044871i,-0.00072084-0.00088254i,-0.00054425-0.0016777i,0.00019062-0.0018732i,0.00018181-0.0011442i,-0.00046176-0.00011263i,-0.00032236+0.00037555i,-0.00028754+0.00068713i,-0.0010635-0.00011829i,-0.0014171-0.0010335i,-0.00056642-0.00058886i,0.00034956+0.00010181i,-1.0765e-05+0.00016616i,-0.00065725-0.00027921i,-0.00060781-0.00064996i,0.00023756-0.00050915i,0.0010966+0.00053138i,0.00013208+0.00030877i,-0.00030047-0.00085026i,-0.00010249-0.00048949i,9.0159e-05+0.00046791i,0.00019879+0.00073104i,0.00060316+0.00044748i
-0.00040442+0.00029408i,-0.0002043+0.0011855i,-0.00073018+0.001596i,-0.00024235+0.00025294i,0.00046584-0.00080933i,0.00010436-0.00034512i,-6.2802e-05+9.8187e-06i,0.00041374-0.00018279i,0.0002983-0.00060486i,-4.1366e-05-0.0019013i,7.6759e-06-0.0022584i,-4.8086e-05-0.001367i,-0.00036416-0.0010439i,-0.00017899-0.00026859i,-0.00011191+0.00079478i,0.00015986+0.00066204i,0.0002236+0.00015329i,-0.00022201+0.00010939i,-0.00065112+0.00031737i,-0.0012807+0.00069711i,-0.00048141+0.00054189i,1.0362e-05+0.00017793i,-0.00016567+0.00020196i
0.0010163+0.0005433i,0.0018593-0.00088048i,0.0020308-0.0010003i,0.0013194-0.00052545i,0.00099941-0.00021884i,0.00086017-0.00014355i,0.00071972-5.829e-05i,0.0010004+3.2837e-05i,0.00068219+0.00029651i,-0.00010764-0.00026289i,-0.00019963-0.0015879i,-1.754e-05-0.0016632i,-0.0001175-0.00035625i,-0.00022398+0.0002932i,-0.00039029+0.00036559i,-0.00090128+0.00045195i,-0.00020702+0.00033209i,4.3841e-05+0.00016281i,-0.0012329-0.00017054i,-0.0011555-0.00050564i,-0.00037742-0.00034682i,-0.00015222+1.154e-05i,3.7402e-05-0.0003352i
-6.4348e-05-0.0016102i,-0.00024522-0.00036551i,-0.0012456-0.0003471i,-0.0012597-0.00027332i,-0.0011407-0.00011376i,-0.0012503+0.00017584i,-0.00066135+0.00059084i,-0.00013878+0.00073492i,-0.00016525-6.699e-06i,-0.00051044-0.00080319i,-0.0010622-0.0003072i,-0.0011395-0.00012198i,-0.0008723-0.000774i,-0.00012624-0.001044i,8.4542e-05-0.00075565i,0.00028569-0.00042822i,0.00083638+0.00013384i,0.00032555+0.00036207i,5.9706e-05-0.00036882i,0.00060385-0.00065155i,0.00056351-3.6807e-05i,0.00015069+0.00054341i,0.00026434+0.00030552i
