-0.002521+0.000468i,-0.00079968+0.00015757i,-0.00065816+0.00082539i,-0.00025334+0.0020607i,0.00010704+0.0030749i,0.00063902+0.002881i,0.00038593+0.002282i,-0.00013812+0.001977i,0.00063332+0.0014514i,0.0018926+0.00061305i,0.0015332-0.00064062i,0.00088934-0.00078941i,0.00059079-0.0009417i,0.00068861-0.0014866i,0.001182-0.001262i,0.00056596-0.00076829i,-0.00019635-0.00023527i,-4.1355e-05+0.00010426i,9.6259e-05+0.00011924i,-7.7896e-05-0.00021715i,5.2232e-05-0.00028539i,-0.00010103-0.0011046i,-0.00072718-0.0011416i
-0.00048712+0.0020264i,0.00048228+0.0015899i,0.00069119+0.001117i,0.0009407+0.00028509i,0.0015569-0.00046148i,0.0015386-0.00012043i,0.0016748+0.00072219i,0.0010707+0.00045081i,0.00012852+6.1441e-05i,0.00030994+5.0398e-05i,0.00045904+0.00011103i,-0.00036865+0.00034549i,-0.0010768+0.00014311i,-0.00092415+0.00021561i,-3.4737e-05-3.9932e-05i,-4.2653e-05-0.00038881i,-0.0007866-0.00038454i,-0.00085568-0.00023607i,-0.00092678-0.00049463i,-0.0010506-0.00049846i,-0.00052107+0.00016251i,-0.00025303+0.0002566i,-0.00018649+7.1483e-05i
-0.00081446-0.00082095i,-0.00068113-0.0013821i,-0.00077511-0.0016105i,-0.0003576-0.00072049i,0.00029453+0.00023653i,0.0015764+0.0011888i,0.001728+0.0016984i,0.0012937+0.00086778i,0.00089159+0.00016049i,0.00054526+0.00083155i,-9.0461e-05+0.00098621i,-0.0002794+0.00015207i,0.0005706-3.2769e-05i,0.0011629-0.00037806i,0.00086597-0.00040131i,-0.00058306-0.00036151i,-0.00074308-0.0005498i,0.00037333-0.00051637i,0.00050186+6.0854e-05i,-0.00024098+4.26e-05i,-0.00082043-0.00044922i,-0.0010068-0.0005716i,-0.00054021-0.00050094i
0.00024015+0.0010695i,0.00084415+0.0017645i,0.00057716+0.0016673i,0.00031281+0.00099017i,0.0015402+0.0012112i,0.0017003+0.0018396i,0.0011888+0.0014329i,0.0005231+0.00033972i,0.00052463+4.1981e-05i,0.00055013+0.00026248i,0.00013691+2.7471e-06i,0.00066713-0.00067511i,0.0013169-0.00085826i,0.0016804-2.488e-05i,0.00060178+0.0005877i,-0.00033644+5.3497e-05i,-0.00010088-0.0010056i,-8.9791e-05-0.0014804i,-0.00028002-0.00047213i,-0.00047373+0.00047402i,-0.00046274+0.0010914i,-0.00023542+0.0012465i,-0.00018826+0.0004814i
0.0020787-0.00086248i,0.0020855-0.0012999i,0.0012952-0.0009393i,0.00073297-0.0010775i,0.0010382-0.00076461i,0.00062783+0.00025203i,0.00066271+0.00060136i,0.00094924-0.00021195i,0.00014273-0.00078216i,-5.154e-05+0.00019324i,8.328e-05+0.00076306i,-0.00051192+0.00054511i,-0.00023037-6.5286e-05i,0.00061322-0.00065316i,0.0006521-0.00073395i,-1.4096e-05-0.00036742i,-0.00054667+1.7545e-05i,-0.00058401+5.2092e-05i,-0.00087128+8.987e-05i,-0.0010049+0.0003697i,-0.00084082+0.00087925i,-0.00016873+0.00044301i,0.00024664+3.0103e-05i
0.00010627-0.00017082i,-0.0013582-9.0066e-05i,-0.001527+0.00050188i,-0.0001777+0.0010492i,0.0018666+0.0014497i,0.0019532+0.0014035i,0.00090097+0.00083205i,0.00017785+0.00051618i,0.00032869+0.00048063i,0.00039465+0.00039239i,0.00030107+0.00052973i,-0.00018634+0.00048869i,-0.00079008-0.00030601i,-0.00053131-0.00076542i,-0.0004925-0.00074077i,9.681e-06-0.00092783i,0.00032194-0.0011809i,0.00011208-0.0010477i,0.0001559-0.00069839i,0.0001105-0.00035945i,-0.00017267-0.00035312i,3.8689e-05-0.00029128i,0.00014042-0.00025435i
-0.00085128-0.0009796i,-0.00053342-0.0007153i,-0.00080419-0.00073962i,-0.00032209+0.00016991i,0.00016721+0.0015078i,0.00015608+0.0024119i,0.00098996+0.0018489i,0.0016274+0.00072987i,0.0011302-9.0349e-05i,0.00043057-0.00037456i,-0.00020987-6.5425e-05i,-0.0011318+0.00011809i,-0.0013774-0.00032042i,-0.00041452-0.00060577i,0.00043693-0.0005765i,-0.00019425-0.00011189i,-0.00097561+1.5705e-05i,-0.00093458-5.3076e-05i,5.576e-05+6.5798e-05i,0.00098531+0.00023497i,0.000392-2.0558e-05i,1.14e-05+0.00058848i,0.0002844+0.0014585i
0.00068611-0.00097273i,0.0010656-0.001022i,0.00040637-0.00072423i,-0.00028868-0.00011467i,-5.2651e-05+0.0011914i,0.0013514+0.0019446i,0.0021255+0.00095869i,0.0017982-6.3437e-05i,0.00066645-0.00010143i,-0.00020279+0.00041536i,-9.6869e-05+0.00018206i,0.00025861-0.00057601i,0.0002301-0.00058684i,-0.00049322-0.00051655i,-0.00089403-0.00044031i,-0.00089024+0.00013147i,-0.00056448+0.00036934i,-0.00031564+0.00026444i,-0.00027714+0.00018121i,-0.00045475+0.0007583i,-0.00051402+0.00044977i,-5.7129e-05+0.00056473i,0.00017611+0.00049677i
0.00076478-0.00044645i,0.0010709-0.00099124i,0.0015208-0.00081789i,0.0016186+7.5834e-06i,0.0010314+0.00064008i,0.00023308+0.00065001i,-0.00039644+0.000718i,-0.00018646+0.00082878i,0.00035512+0.00057761i,0.00042278+6.514e-05i,0.00083062-0.00095496i,0.0008558-0.00055973i,0.00019327+0.00037657i,-0.00068595+0.00064019i,-0.00066888-8.5178e-05i,1.5931e-05-0.000532i,-0.00021745-0.00073225i,-0.00072393-0.00052123i,-0.00083051+0.0001179i,-0.00080283+3.8647e-05i,-0.00039646+1.067e-05i,0.00021601+0.00038195i,0.00031777-1.8124e-05i
0.0018134-0.0014886i,0.0026926-0.0018112i,0.00074403-0.0020291i,-0.00019629-0.0012997i,0.00011594+0.00071606i,0.00024485+0.0026994i,0.00075912+0.002597i,0.00049753+0.0011962i,0.00025572-1.1698e-05i,0.00075963+0.00015801i,0.00051629+0.00027777i,0.00041108-0.00038677i,0.00077368-0.00010663i,7.978e-05+0.00055861i,-0.00067048+0.0013442i,-0.00071943+0.0017201i,-0.00031739+0.0016374i,-6.782e-05+0.0013344i,7.0942e-05+0.0011549i,0.00030486+0.0010106i,-0.00014055+0.0004999i,-0.00038233-0.00066836i,0.00013909-0.00082481i
0.00042108-0.00057311i,0.00092366-0.0012313i,0.00074373-0.0010639i,0.0010242-0.00041246i,0.0014319-0.00045295i,0.00096659+0.00035832i,0.00037198+0.0015527i,0.00059508+0.001104i,0.00060657-0.00037999i,-0.00020736-0.00090882i,-0.00043883-0.00016848i,-0.00051072+0.00081092i,-0.00025306+0.0010379i,0.00056136+0.0003601i,0.00067867-0.00031716i,0.00023839+6.0257e-05i,-0.00029595-0.00048796i,-6.0456e-05-0.0015884i,0.0012001-0.0010863i,0.0011453-0.00050113i,0.00029201-0.00071276i,-0.00028269-0.00059227i,-8.6247e-05-0.00055505i
0.00021441-0.0021095i,0.00064048-0.0010169i,0.00047738-6.2258e-05i,-0.0002614-0.00045952i,0.00041283-0.00059242i,0.0011394+0.00043424i,0.00097858+0.00040007i,0.0010704+0.00029497i,0.00046789+0.00083966i,-0.00018331+0.00050318i,6.6189e-05+5.0821e-05i,0.00053455+0.00048479i,0.00038069+0.00038291i,-0.00039664-0.00031405i,-0.00034819-0.0010386i,0.00057822-0.0010882i,0.00032718-0.00072794i,-0.00059724-0.00071686i,-0.0004912-0.0005151i,-9.6663e-05+0.00021318i,-0.00021368+0.0005821i,-0.0003145+0.0003272i,1.2375e-05-0.00019621i
-0.0013269+0.0014266i,1.4871e-05+0.0019634i,0.0012221+0.0019243i,0.0015584+0.0010491i,0.0018531+0.00058224i,0.0021555+0.00054954i,0.0016898+0.0010701i,0.00074305+0.00088342i,0.00056395+0.00047796i,0.00055499+0.00033787i,0.0002785+0.00019772i,-7.7794e-06+0.00010448i,6.058e-05-0.00063813i,0.00099664-0.0010036i,0.0010808-0.00066128i,0.00031823-0.0003516i,-0.00013707-9.2365e-05i,-0.00042068-0.00015219i,-0.00023494-0.00026862i,0.00027041-0.00012582i,-0.00050613+7.2622e-05i,-0.00062393-2.5234e-05i,0.00015169+0.0001491i
0.00066271-0.0022292i,0.0015188-0.0018452i,0.0011586-0.0014317i,-0.0001523-0.00064498i,-5.5921e-05+9.9899e-05i,0.00015661+0.0010894i,-0.00019214+0.0011382i,0.00016433+0.00026077i,0.00021758+0.00011883i,8.9409e-05-7.4921e-05i,-2.6004e-05-0.00051963i,2.5171e-05-0.00055788i,0.00034744+0.00017711i,0.00021414+0.00050055i,0.00014211+0.00023063i,0.00018397+0.00061205i,5.4797e-05+0.00074791i,-5.8506e-05-0.00024414i,0.00010111-0.0010626i,1.0633e-05-0.00046038i,7.4144e-05+0.00058914i,0.00058836+0.0007074i,0.00069109+2.7573e-05i
0.00049206+0.00012962i,0.00056516+0.00064726i,0.0009779+0.001099i,0.0012088+0.001936i,0.00037992+0.0020115i,0.00071788+0.0014716i,0.0010718+0.0013346i,0.00070499+0.001034i,0.00026085+0.00093528i,0.00044669+0.00030199i,0.0010044-0.00056104i,0.00086589-0.00060217i,0.00044682-0.0011045i,0.00012989-0.0016207i,-0.00091247-0.00057873i,-0.0012422+6.2742e-05i,-0.00045843-0.00060173i,0.00042855-0.00028645i,0.00033495+0.00040184i,-0.0004779+0.00040995i,-0.00094895+0.00035569i,-0.00065579-7.7384e-05i,0.0004156-0.00039387i
-0.00074246-0.0010415i,-0.0014564-0.00061128i,-0.002493+3.5977e-05i,-0.0019177+0.0002568i,-0.00053845+0.00096536i,-4.423e-05+0.0011241i,0.00016323+0.00049299i,-0.00021618-0.00032328i,-0.00043854+0.00019619i,-0.00025329+0.0012183i,-9.8726e-05+0.00067017i,0.00019849-0.00037874i,0.00031312-0.0012545i,3.2467e-05-0.0010973i,0.00012105-0.00044083i,8.8105e-05+0.00041548i,2.0438e-05+0.00064561i,0.00026538+0.00041085i,0.0002864+0.00052832i,-1.679e-05-0.00015971i,0.00031545-0.00015083i,0.00013591+0.00058938i,-1.1187e-05+0.00041554i
0.0015353-0.00067394i,0.0015663+0.00077329i,0.0010735+0.0010429i,0.00015886+0.0015172i,-2.1532e-06+0.001754i,0.00066437+0.0016426i,0.0016019+0.00092098i,0.0012372+8.4659e-05i,-0.00012525-0.00044998i,-0.00046583-0.00094151i,5.2034e-05-0.00031866i,0.00018081+0.0008493i,-2.029e-05+0.00062834i,0.00025227-0.00082114i,0.00054399-0.00088728i,0.00028204-0.00063543i,0.00018757-0.0011861i,0.00021706-0.0013166i,0.00013139-0.00083052i,0.00043249-3.3909e-05i,0.00090323-2.3077e-05i,0.000489-0.00062933i,-0.0004681-0.0010993i
0.001032-0.00012782i,0.0017981-0.00106i,0.0024964-0.0012578i,0.0028659-0.0016342i,0.0020704-0.0010797i,0.00063884+0.00026566i,0.00077987+0.0016437i,0.0018126+0.0012277i,0.0011474-0.0001641i,0.00036244-0.00076265i,0.00032658-0.00064733i,0.00037852-0.00017379i,0.00021249+0.0002755i,6.2167e-05-0.00045095i,-0.00020959-0.00094213i,-0.00048056-0.00074368i,0.00035473-0.00027459i,0.00059358+0.00012785i,-6.2249e-05+0.0001931i,0.00014274+0.00058934i,0.00045755+0.0001083i,0.00018286-0.00063169i,-0.00016017-0.00068202i
5.7187e-05-0.0018858i,8.9973e-05-0.0019197i,-0.0019338-0.0016766i,-0.0020575-0.0010011i,-0.0015318+0.00038751i,-0.00044767+0.0015903i,0.00090357+0.0014353i,0.00093012+0.0002827i,0.00067341-5.1241e-05i,-0.00010617-7.1476e-05i,-0.00010516-0.00073127i,0.00055707-0.00052109i,0.00037697+0.00050878i,0.00077515+0.00074834i,0.0011551+0.0006288i,0.00098259+0.00010886i,0.00057143-0.00043875i,0.00044002+8.0395e-05i,0.00014248+0.00064507i,0.00059137-5.45e-05i,0.00084803-0.0004839i,0.00023502-0.00034563i,0.00019939-0.00034886i
0.00066901+0.00045985i,0.0016598-0.00052557i,0.0028148-0.00057646i,0.0023036-0.00057524i,0.0014135-0.00012721i,0.0010547+0.00050759i,0.00044185+0.00077673i,7.8782e-05+0.00071978i,0.00050298+0.00091053i,1.745e-05+0.0013015i,-0.0004788+0.00097472i,-0.00047825+5.3774e-05i,-0.00013229-0.0010309i,0.00089381-0.0012183i,0.0010749-0.0012013i,7.4457e-05-0.001256i,-0.00064405-0.0010389i,-0.00048923-0.00050775i,-0.00014417-0.00023154i,0.0002068-0.00031325i,-4.9448e-05-0.0002186i,-0.00070379-6.631e-06i,-0.00053861+8.961e-05i
-0.0022347-0.0022662i,-0.0024166-0.0011462i,-0.0019266+0.00090405i,-0.0013902+0.0018983i,-0.00027913+0.00055847i,0.0014458+0.0001331i,0.0020088+0.0011414i,0.00083716+0.0012158i,8.779e-05+0.00091627i,-5.3926e-05+0.00091483i,0.00015733+0.00024753i,-0.00045673-0.00091626i,-0.00050494-0.00053634i,0.0004067-0.00011124i,0.00072026-0.00075918i,0.00063935-0.0010605i,0.00055559-0.0010893i,0.00022832-0.00071184i,-0.00045341+0.00025166i,-0.00053197+0.00070854i,-0.00039418-0.00013821i,-0.00020871-0.00037292i,0.0005296-0.00048128i
0.0023553-0.0002729i,0.0022649-0.0017377i,0.002405-0.0023812i,0.0019251-0.0013283i,0.0010513+0.00012148i,0.0010581+0.0014424i,0.00068125+0.0020372i,0.00014421+0.0012721i,0.00089901-0.00013187i,0.0014745-0.00035953i,0.00080803-0.0001144i,0.00046618-0.00076446i,0.00054367-0.001421i,-4.4058e-05-0.0010342i,-0.00016269-0.00060404i,0.00018426-0.0005613i,-0.0005158-0.00041176i,-0.0011099-0.00039713i,-0.00025928-0.00016387i,0.00038226+0.00031869i,-0.00038826-0.00014592i,-0.00023368-0.00017144i,3.8383e-05-0.00020221i
0.00039715-0.00047303i,0.0003462-0.00075494i,-0.00033341-0.00016201i,0.00022804-2.2794e-05i,0.00083873+0.00020201i,0.00098898+0.001342i,0.00082618+0.0018656i,0.00075752+0.0017251i,0.00034101+0.00062161i,0.00011867-0.00033108i,0.00047508-0.00031797i,2.8662e-05+0.00049552i,-0.00061527-5.4955e-05i,8.8026e-06-0.0013808i,0.00078999-0.0013661i,0.00043397-0.00052094i,-0.00029052+5.8399e-05i,-0.00017615+0.00013673i,3.1469e-05+0.00032314i,0.00043682-6.1881e-06i,0.00092965-0.0003091i,0.00020924+0.00036494i,0.00049484-5.6377e-05i
0.0021227-0.0016483i,0.0018188-0.0017496i,0.00128-0.0011152i,0.00068672-5.3608e-05i,0.00033382+0.00071669i,0.00029864+0.00077816i,0.00054103+0.00056343i,0.00042071-0.0003398i,-0.00015425-0.00073662i,0.00049877-0.00026714i,0.00035125+0.00013156i,-0.00055055-1.7129e-05i,-0.00018509+0.0006368i,0.00022516+0.00094658i,0.00039797-0.00013369i,0.00053334-0.00048474i,0.00041138+9.8485e-05i,-0.00023396+0.00061833i,-0.0009002+0.0001638i,-0.00063589-0.00023024i,-0.00041612+0.00064184i,-0.00035138+0.0011077i,0.0005033+0.00049206i
-0.0010928+0.00030231i,-0.0013653+0.00056211i,-0.001626+0.0001543i,-0.0012838-0.00036351i,0.00077545-6.1011e-05i,0.0018818+0.0006035i,0.00062186+0.00093889i,-2.6303e-05+0.00092881i,0.00010417+0.00083213i,0.00013827+0.00034626i,0.0002356-0.00027244i,-0.00021932-0.00075492i,0.00014839-0.00097704i,0.00040764-0.00094112i,-5.5772e-05-0.00091726i,-0.00028232-0.00045937i,-0.00027198-0.0004472i,-0.0005772-0.00094621i,-0.001179-0.0010295i,-0.00095511-0.00025276i,-0.00039854+0.00070014i,-0.00079249+0.00033913i,-0.00039273-0.00033278i
0.00094703-0.0016535i,0.00082356-0.0003958i,0.00074603-0.00020515i,0.00031617+0.00035973i,0.00034121+0.0012593i,0.0013218+0.0022663i,0.0014255+0.0019769i,0.001132+0.00033399i,0.0010367-0.00031218i,0.00082377-0.00036529i,0.00050322-0.0003867i,0.00040039+0.00014844i,0.00079039+0.00026013i,0.00072802-0.00012699i,0.00011056-0.00059571i,-0.00011102-0.0011757i,-0.00042656-0.00072914i,-0.00057822-0.00032752i,-0.00028817-0.00025048i,0.00012669+0.00028519i,-0.00038648+0.00049486i,-0.0014716+0.00049181i,-0.0016111+0.00023727i
0.0016906-0.0023034i,0.0017639-0.0017979i,6.9078e-05-0.0017104i,-0.0018516-0.00085477i,-0.0026567+0.00098399i,-0.0017955+0.0020498i,0.00022796+0.0018962i,0.0012157+0.00057356i,0.00055008-0.00033766i,-0.00012505-0.00071503i,-0.00020407-0.00038898i,-0.00063111+0.00054842i,-0.00088615+0.0010062i,-0.00059046+0.00054914i,-0.00043611+0.00014953i,-4.4415e-05+0.00060454i,0.00016679+0.00097508i,0.00014508+3.738e-05i,0.00028197-0.00085946i,0.00056885-0.00071001i,0.00066981-0.0006172i,0.00073344-0.00010693i,0.00012349+0.00049132i
0.0025831-0.00020255i,0.0028587-0.0009137i,0.0019469-0.0016945i,0.00057808-0.0010417i,-0.00042827+3.6465e-05i,-4.5351e-05+0.0011606i,0.00049382+0.00144i,0.00067898+0.0004432i,0.00077883-0.00072556i,-0.00013659-0.0011008i,-0.00059931-0.00042356i,-0.00083903-1.0111e-05i,-0.00035916-0.00016608i,0.00016095-0.00045748i,0.00067336-0.00058814i,0.00089924-0.00058313i,0.00076719-0.0009132i,0.00047312-0.00056349i,0.00027952+5.2059e-05i,3.2453e-07-0.00025453i,-0.00025989-0.00080721i,-0.00046619-0.00066823i,-0.00032999-0.0002585i
0.00042982+0.001186i,0.00071057+0.00053028i,0.00061112+0.00018596i,0.0005168-0.00072484i,0.00061486-0.001032i,0.00064798-0.00045519i,-0.00011816+2.325e-05i,-0.00063369-0.00049193i,-0.00068179-0.0013795i,-0.0004056-0.0010945i,-0.00010274-0.00051958i,-0.00068414-0.0006029i,-0.0010169-0.00056645i,-0.00081697-0.00031499i,-0.00037642-0.00043912i,-3.3705e-05-0.000846i,-0.00029847-0.00060748i,-0.00028015+9.1887e-05i,0.00035194+0.00050358i,0.00024626+0.00064669i,0.00015334+0.00030222i,0.00018674+0.00022204i,0.00014168+0.00037114i
0.0015079-0.0004182i,0.0019918-0.00019708i,0.0019423-0.00022533i,0.00098681+8.8954e-05i,0.00034832+0.00010119i,0.00079871+0.00072959i,0.0014203+0.0011063i,0.0011366+8.6337e-05i,0.00064516-0.0003198i,0.00051309-0.00030213i,0.00029922-0.00081067i,0.00030529-0.00087318i,0.00017665-0.00015882i,-6.2906e-05+0.00040465i,-7.1034e-06+0.00092977i,-0.00055324+0.00045214i,-0.00016427-0.00057351i,0.00068496-0.00033585i,0.00044861+0.00017543i,-0.00040626+0.00042511i,-0.00086047+0.00016661i,-0.00030133-0.0004395i,0.00089922-0.00065326i
-9.2428e-05+0.00045617i,-0.00031198+0.0011499i,-0.00049997+0.00096988i,0.00017681+0.0010926i,0.0014075+0.0014162i,0.0021414+0.00094223i,0.0016296+5.5587e-05i,0.001392-0.00088701i,0.0006613-0.00036518i,5.418e-05-0.00019765i,0.00064875-0.000487i,0.00084095-0.00030454i,0.00088646-0.0016127i,0.001249-0.001648i,0.00049513-0.00013007i,-0.00037701-0.00055639i,-5.4103e-06-0.00098635i,0.00030217-0.00049967i,0.00028085-0.00050802i,0.00026902-0.00080061i,0.00020164-0.00070089i,0.00017711-0.00039495i,0.00021514-0.00054709i
0.0006129+0.00069618i,0.00018176+0.00028053i,0.00029163-0.001535i,-0.00020669-0.0010446i,-0.00033951-0.00088065i,0.00012719-0.00094218i,-0.00013103-0.00023979i,-4.3096e-07-0.00031668i,0.00068214-0.00020775i,0.00022161-0.00019232i,-0.00058568+0.00035364i,-0.00036774+0.001011i,0.00039265-0.00057294i,0.00092087-0.0013647i,0.00069206-0.00051504i,-4.9375e-05-0.00021885i,-0.00017845-0.00022632i,0.00035538-0.00038061i,0.00028927-0.00020927i,-0.00016835+0.00042492i,0.00016408+0.00055396i,0.00073432-4.3802e-05i,0.00066668-0.00073695i
-0.0014801-0.00023039i,-0.00066053-0.00089781i,-0.00035853-0.00014044i,-3.0929e-05+0.001528i,0.00073474+0.0017073i,0.0015062+0.00092921i,0.0012568+0.00080328i,0.001013+0.00083897i,0.00038299+0.00051715i,0.00016378+0.00050726i,0.0011045+0.00076612i,0.0007676+0.00032016i,0.00026144-0.00051306i,4.762e-05-0.00082105i,0.00049662-0.00066868i,0.00071816-0.00067173i,7.8962e-05-0.0010014i,-7.8685e-05-0.0012334i,-0.00052844-0.0004426i,-0.00039555+0.00027488i,0.00054923+0.0003326i,0.00018353+0.00038121i,2.2057e-05+0.00071067i
0.00088821+0.00079149i,0.00055789+0.00069564i,0.00055974-0.00051436i,-8.8115e-05-0.00040764i,-0.00038884+0.00091546i,0.00024798+0.0011289i,0.00075879+0.00069273i,0.00092574+0.00056775i,0.00074376+0.00010518i,0.00025594+3.7376e-05i,-0.00023657+0.00039367i,-0.00020694+0.00092284i,0.00027526+0.00059217i,0.00061504+3.4928e-05i,0.00060249+0.00029048i,0.00013375+0.0006897i,-0.00023633+0.00029756i,-0.0004374+0.00078774i,-0.00038866+0.00027454i,-7.0373e-06-0.00064755i,-3.2627e-05-0.0012769i,0.0003766-0.0008796i,0.00037243+2.4922e-05i
0.00082059-0.0011841i,0.00069323-0.00066286i,-4.678e-05-7.1267e-05i,-6.9894e-05+0.00081549i,0.00027358+0.0020915i,0.00040067+0.0021448i,0.000142+0.0011319i,0.00029566+0.00030245i,0.00042994-5.6713e-05i,-0.00010195+0.00037313i,-0.00062965+0.00034282i,-7.9032e-05-0.00020895i,0.00035941-0.00064324i,0.00070043-0.00011499i,0.00078396+0.00069933i,7.0557e-05+0.00079425i,-0.00021547+0.00063518i,0.00040748+0.00042618i,0.00092636+0.0005977i,0.00025524+0.00019782i,-8.8695e-05-1.1852e-06i,0.00019308-4.6335e-05i,0.00057876-0.00061208i
0.00067728-0.0013023i,0.0010547-0.0024891i,0.00064788-0.0023704i,0.00015271-0.00139i,-0.00019498+0.00028138i,0.0002318+0.00082192i,0.00062843+0.0011902i,0.00057649+0.00046483i,0.00063781+4.5237e-05i,9.8467e-05+5.5829e-05i,-0.0001724-7.6453e-05i,-0.0002692+0.00058221i,-0.00037019+0.00016623i,-0.00072671-0.00064619i,-0.0012684-0.00050029i,-0.00066943+1.8173e-05i,4.5893e-05-0.00034673i,3.3164e-06-0.00051164i,-9.9937e-05-4.6279e-05i,-0.00011447+0.00041818i,-2.5407e-05+0.00029011i,-0.00020709+0.00017481i,-0.00049479+0.00018201i
-0.00077851+0.0010859i,0.00047179+0.0013085i,0.0014005+0.0014759i,0.0017326+0.0016029i,0.0022736+0.00091846i,0.002847+0.00034161i,0.0023381-0.00018201i,0.0016137-0.00038927i,0.0010915-0.00061355i,0.00069528-0.00074116i,0.0011485-0.00060251i,0.0010918-0.00083737i,0.00061882-0.00099466i,0.00010651-0.0005428i,-8.2447e-05+0.00044717i,-0.00047976+0.000432i,-0.0011095-0.0002736i,-0.00067326-0.00021689i,-0.00011617+2.458e-05i,0.00022297+5.6606e-06i,0.0011259+0.00046474i,0.00094628+0.00074787i,-7.3877e-05-0.00017809i
0.00069297-0.00046904i,0.00080196+0.00046826i,6.0458e-05+0.00022702i,-0.00017193+9.8583e-07i,0.00053837+0.00055782i,0.00095406+0.000887i,0.0011451+0.0013163i,0.0015969+0.00091724i,0.0013409+0.00036494i,0.00025869+8.2635e-05i,-0.00039137-0.00060675i,-0.00064319-0.0013345i,-0.00014402-0.0019021i,0.00054581-0.0013516i,-0.00021296-0.0008865i,-0.0010897-0.000781i,-0.00040984+3.2461e-05i,-6.0605e-05+0.00032331i,-8.195e-05+0.00018482i,0.0004688+0.00011932i,0.00049181+6.0234e-05i,-7.491e-05+8.8587e-05i,-0.00033775-0.00045619i
0.0020337-0.00033667i,0.0021786-0.00022255i,0.0013252-0.00040255i,0.0007503-0.00035266i,0.00026796+0.00019977i,4.4513e-05+0.00070364i,0.0010261+0.00084105i,0.0015434+0.00036642i,0.00084118-0.00044914i,7.2154e-05+5.5528e-06i,-3.8286e-05+0.00032i,-2.8838e-05-0.00019931i,-0.00078623-0.00048927i,-0.00085788-6.7906e-05i,-0.00070316-0.00017361i,-0.0008587-0.00088739i,-0.00057851-0.00033745i,0.00024492-1.0988e-05i,0.00053962-0.00065677i,0.0002618-0.00046376i,5.3288e-05+0.00031542i,-0.00012996+0.00021466i,0.00019027-0.00025637i
-0.00015076-0.0013089i,0.00031295-0.0022372i,0.0002225-0.0025761i,-0.00045686-0.00098054i,-0.00056185+0.00078137i,0.0002843+0.0011646i,0.00082131+0.00074522i,0.00096917+0.00029468i,0.00048206-0.00033413i,1.1243e-05-0.00048625i,-0.00038945+0.00019783i,-0.00016062+0.00042437i,0.00027249-0.00033351i,-0.00018174-0.0010163i,-0.00063807-0.00045167i,-0.0011725-0.00043823i,-0.00074424-0.00097071i,6.8224e-05-0.00080273i,-4.9338e-06+0.00024388i,-6.97e-05+0.00049099i,4.8745e-05-0.00026866i,0.00031249+4.4772e-05i,6.9437e-05-0.00036279i
-0.00020889-0.0013414i,0.00033683+0.00018539i,0.00035068+0.0014178i,0.00032668+0.0015336i,0.0012111+0.0014625i,0.001919+0.001291i,0.0020684+0.0010493i,0.0020609+0.00084179i,0.0011768+0.00070958i,7.7926e-05+0.00034368i,0.00013943-0.00078009i,0.00016893-0.0011988i,0.00073064-0.00073313i,0.0017954-0.00062817i,0.001419-0.0006795i,0.00035317-0.0004993i,-0.00035598-9.7516e-06i,-0.00043918+0.00018129i,-0.00056533-9.5016e-05i,-0.00065699+6.1001e-05i,0.00012363+0.00049703i,0.00022005+0.00084163i,-3.9456e-07+0.00044875i
-0.0011095-0.00034078i,-0.00073893+0.0013174i,-0.0002879+0.0017174i,-0.00011797+0.00028258i,0.00069856+0.00025395i,0.0010968+0.0019107i,0.001372+0.0019264i,0.00048528+0.00086844i,-0.00064096+0.00065094i,-0.00035867+0.00020503i,-4.5482e-05-0.0013567i,0.0001298-0.0017469i,0.00021803-0.00073612i,-0.00026623-0.00067268i,7.4689e-05-0.00068966i,0.00077294+0.00014087i,0.00091149-1.365e-05i,0.00051523-0.00018317i,-0.00025123+7.0369e-05i,-0.00072548-0.00029214i,-0.00014281-0.0002961i,0.00011553+0.0001103i,-0.00027088+0.00015491i
0.00055335-0.001323i,-0.00055508-0.0012859i,-0.0015613-0.00063256i,-0.0011758+0.00041878i,-0.00070621+0.001121i,-7.8625e-05+0.0011491i,0.0010187+0.00039522i,0.0014425-0.00017029i,0.0011353-0.00032557i,0.00031579-0.00072042i,9.8354e-05-0.0003676i,0.00011037+0.00028504i,0.00036352-0.00012865i,0.0002057-0.00063969i,0.00019143-0.00089633i,0.00050763-0.00016373i,8.4199e-05-7.4467e-07i,-0.00051394-0.00074661i,0.00016924-0.00062231i,0.00089685-0.00036353i,0.00052292-0.00072171i,0.0004224-0.00044887i,0.00025745+0.00024852i
0.0018559+0.00072808i,0.0021005+0.00015322i,0.0018563-0.00088177i,0.0015006-0.0011637i,0.001088-0.00019339i,0.00073493+0.00093338i,0.00098444+0.0014075i,0.00081043+0.00091609i,4.6235e-05+9.339e-05i,-0.00041031-0.00014707i,-0.00032632+3.8551e-05i,-0.00079694-0.00034883i,-0.0011517-0.0013152i,-0.0013534-0.0013081i,-0.001393-0.00048936i,-0.000279+0.00026417i,-1.0643e-05-4.2092e-06i,-0.00073739-0.00013881i,-0.00075679+0.00043505i,-0.00076858+0.00014389i,-0.00033002-0.00015102i,-0.00015592-3.4652e-05i,-0.0006018-0.0002744i
