0.00066321-0.00037774i,0.00081893-0.0015273i,0.0011186-0.0013049i,-0.00033222-0.0017992i,-0.0014214-0.0015731i,-0.0027624+0.00032517i,-0.0035094+0.002476i,-0.0012912+0.0036687i,0.00055539+0.0028083i,0.00097898+0.00095946i,0.0009213+0.00011006i,0.00047791-8.5036e-05i,-3.1277e-05-0.00038456i,-0.00016134-0.00010212i,-0.00068947-0.00061813i,-0.00037734-0.00047385i,-0.00014473-2.6329e-05i,-0.00014683+0.00011465i,0.00044274+1.0824e-05i,5.1435e-05-0.00081125i,4.5344e-05-0.0012373i,0.00059973-0.00099764i,0.00032362-0.00023011i
-0.17628+0.66843i,-0.32961+1.0897i,-0.42348+1.1912i,-0.30902+0.83504i,-0.076806+0.1995i,0.019639-0.23918i,0.0098023-0.18775i,0.038907+0.026815i,0.077067+0.081742i,0.067965+0.025903i,0.03553-0.014932i,0.023225-0.0096693i,0.032502-0.022768i,0.0097519-0.067922i,-0.031837-0.076951i,-0.039203-0.0323i,-0.013775+0.030296i,0.012164+0.064046i,0.011253+0.053489i,-0.0072086+0.033947i,-0.016887+0.035987i,-0.010956+0.055891i,0.0078738+0.074815i
0.13059-0.7416i,0.27571-0.99902i,0.54684-0.76423i,0.64553-0.38624i,0.26731-0.27918i,-0.23109-0.21621i,-0.28799-0.046241i,-0.043753+0.017363i,0.078562-0.023542i,0.047132-0.03923i,-0.021939-0.038201i,-0.063322-0.027648i,-0.051756-0.023206i,-0.036567-0.030297i,-0.04266-0.012976i,-0.035533+0.0062453i,-0.019837-0.0068661i,-0.032407-0.014495i,-0.053153+0.011342i,-0.045073+0.029329i,-0.023973+0.021051i,-0.00675+0.010599i,0.01181-0.0058377i
0.25758+0.92631i,0.59719+1.1336i,0.72122+0.62406i,0.33935-0.0092161i,-0.18851+0.0030033i,-0.26251+0.31621i,-0.017747+0.29539i,0.077812+0.071329i,-0.00050396+0.0023621i,-0.030845+0.059554i,0.0057017+0.063559i,0.0081478+0.03102i,-0.0068854+0.022244i,-0.0085313+0.013646i,-0.013102+0.017766i,-0.016586+0.038499i,-0.020748+0.054011i,-0.020522+0.066873i,-0.0086149+0.070239i,-0.0060462+0.05692i,-0.01487+0.038584i,-0.01837+0.027941i,-0.015424+0.018488i
-0.55333-0.76627i,-1.0301-0.88616i,-1.2193-0.40389i,-0.83697+0.20077i,-0.19131+0.4002i,0.21518+0.32414i,0.30441+0.20521i,0.17544+0.12239i,0.011171+0.11266i,-0.0432+0.072338i,-0.06045-0.012352i,-0.058248-0.046472i,-0.019349-0.059355i,-0.007376-0.082076i,-0.014881-0.084419i,-0.010801-0.062932i,-0.001711-0.030475i,0.015286-0.0041009i,0.038541+0.001673i,0.042612-0.003009i,0.019109+0.0082973i,0.001924+0.030211i,0.00014199+0.037762i
0.43195+0.78199i,0.66824+1.1175i,0.66155+1.0627i,0.451+0.73099i,0.23723+0.29843i,0.10549-0.10662i,0.037721-0.27408i,0.046287-0.25309i,0.044476-0.20167i,-0.013059-0.13566i,-0.05977-0.07277i,-0.079999-0.026342i,-0.077007+0.0083758i,-0.059454+0.020883i,-0.045675+0.018678i,-0.028841+0.011427i,-0.0072965-0.0003819i,0.0038341-0.014654i,-0.0073194-0.020241i,-0.023889-0.011322i,-0.016118+0.0043192i,0.0085809+0.012457i,0.022296+0.0072227i
-0.3451-0.67995i,-0.31332-0.86394i,-0.024092-0.57722i,0.17293-0.10748i,0.016214+0.17137i,-0.21326+0.31168i,-0.19545+0.33046i,-0.031205+0.24233i,0.097646+0.15597i,0.12756+0.10257i,0.083505+0.079858i,0.062553+0.072155i,0.068813+0.039682i,0.041598+0.012161i,0.0037163+0.018007i,-0.011422+0.018841i,-0.016407-0.0044458i,-0.014761-0.025127i,-0.0048548-0.029656i,0.0010306-0.026228i,0.0005837-0.023408i,0.0013511-0.022916i,0.0075946-0.019225i
0.37345+0.73977i,0.4453+1.0653i,0.2838+0.8892i,0.12729+0.49474i,0.1632+0.28494i,0.21768+0.1492i,0.14584+0.052127i,0.059424+0.072839i,0.067704+0.11424i,0.10085+0.085118i,0.087594+0.045824i,0.064255+0.04967i,0.062757+0.054831i,0.056427+0.035999i,0.042523+0.023503i,0.037105+0.024902i,0.03014+0.028927i,0.019475+0.017113i,0.00043927-0.0045848i,-0.022982+0.0014416i,-0.028536+0.0257i,-0.020527+0.03417i,-0.015286+0.027958i
-0.60441-0.65627i,-0.84341-0.83772i,-0.64044-0.51628i,-0.15474-0.052463i,0.17136+0.096163i,0.23773+0.046924i,0.1991-0.040597i,0.10813-0.10841i,-0.00508-0.089182i,-0.052831-0.027965i,-0.05087-0.0056732i,-0.035268-0.0087818i,-0.0069603-0.0062228i,0.013389+0.0043262i,0.022268+0.0033839i,0.021494-0.014481i,0.0099622-0.031326i,-0.0069114-0.026861i,-0.010525+0.0028474i,0.014716+0.027277i,0.042042+0.025133i,0.04211+0.012368i,0.029686+0.010689i
0.62908+0.45476i,0.85815+0.6626i,0.68749+0.60152i,0.41745+0.44217i,0.42726+0.30742i,0.4694+0.09373i,0.31537-0.12005i,0.13059-0.18698i,0.024-0.13143i,-0.022247-0.03387i,-0.023866+0.019829i,-0.031169+0.01875i,-0.048326+0.02458i,-0.040801+0.037907i,-0.022992+0.033882i,-0.018596+0.020332i,-0.023889+0.01644i,-0.022142+0.017745i,-0.0068997+0.0090423i,-0.0026807-0.013119i,-0.022107-0.030074i,-0.033514-0.024308i,-0.018701-0.017366i
-0.55844-0.14582i,-0.77822-0.01095i,-0.56936+0.32679i,-0.14818+0.48045i,0.023976+0.28998i,-0.076801+0.11032i,-0.13922+0.10067i,-0.086038+0.058154i,-0.060409-0.021363i,-0.061854-0.020708i,-0.033944+0.01842i,0.0071588+0.030224i,0.03542+0.0076413i,0.037495-0.027485i,0.013533-0.045178i,-0.018645-0.03217i,-0.036163-0.0047735i,-0.028068+0.0098075i,-0.0095409+0.0027036i,-0.0031404-0.0016841i,-0.0087041+0.011857i,-0.013205+0.024679i,-0.010407+0.025054i
0.31522+0.098873i,0.39105+0.13064i,0.32438+0.065214i,0.2089-0.061944i,0.07601-0.15706i,-0.052489-0.12078i,-0.076395-0.014342i,-0.0045764+0.016134i,0.052419-0.024326i,0.066084-0.037377i,0.068797-0.028027i,0.049682-0.029454i,0.015556-0.022652i,-0.0073464-0.0026965i,-0.013278+0.02298i,0.0061671+0.041548i,0.036251+0.043396i,0.049758+0.034894i,0.042387+0.016152i,0.023776-0.011206i,0.0054295-0.032791i,-0.0098731-0.040962i,-0.023609-0.035666i
-0.24134-0.21395i,-0.39517-0.44133i,-0.5658-0.54827i,-0.67931-0.35653i,-0.51943-0.054162i,-0.21489+0.027537i,-0.067203-0.024892i,-0.056519-0.0063166i,-0.039542+0.03863i,-0.0010821+0.023614i,0.021092-0.02925i,0.016253-0.055923i,0.0031835-0.035969i,-0.00098038-0.0098833i,0.0060687-0.017431i,0.0096577-0.048654i,0.0083131-0.06531i,0.012407-0.058344i,0.0083595-0.042491i,-0.013249-0.024919i,-0.03708-0.0060528i,-0.044563+0.0088186i,-0.035103+0.016954i
0.15764+0.14492i,0.047488+0.38922i,-0.19199+0.67866i,-0.26105+0.79467i,-0.05445+0.60093i,0.13972+0.20498i,0.084679-0.086842i,-0.052032-0.094266i,-0.097881-0.0034918i,-0.10012+0.018265i,-0.10043+0.0066481i,-0.09757-0.0035014i,-0.083034-0.0071503i,-0.061024-0.012898i,-0.059489-0.016409i,-0.066909-0.00028179i,-0.059164+0.018334i,-0.043996+0.016553i,-0.035921+0.0039831i,-0.032007+0.0040573i,-0.018118+0.01815i,-0.001689+0.028907i,0.0047018+0.031705i
-0.12954+0.07258i,-0.091309+0.038362i,-0.010571-0.017685i,-0.060995+0.0039161i,-0.19436+0.067023i,-0.23317+0.070645i,-0.16738-0.0094636i,-0.12366-0.11467i,-0.13321-0.13599i,-0.11928-0.065912i,-0.060477+0.0040333i,-0.0089922+0.043801i,0.020166+0.062973i,0.035667+0.056943i,0.039092+0.044418i,0.046329+0.032746i,0.044249+0.008654i,0.017857-0.0049103i,-0.0033459+0.0095945i,0.00043814+0.02219i,0.012308+0.0092934i,0.010523-0.0092554i,0.0034767-0.010585i
-0.0088836-0.29242i,-0.10707-0.42459i,-0.18264-0.36655i,-0.14539-0.13437i,-0.045013+0.12766i,0.070252+0.26215i,0.16762+0.20041i,0.18053+0.04499i,0.12939-0.034242i,0.1005-0.034897i,0.07829-0.043251i,0.03853-0.046106i,0.016164-0.027475i,0.011788-0.017546i,0.0094253-0.020369i,0.0035985-0.031857i,-0.013091-0.036171i,-0.02398-0.016752i,-0.0088813+0.0084009i,0.01393+0.012307i,0.016982-0.0027639i,0.010171-0.0087755i,0.01076-0.0064143i
0.25563+0.30807i,0.49359+0.42221i,0.56577+0.27626i,0.39239-0.04826i,0.20787-0.2299i,0.18738-0.19643i,0.2333-0.14728i,0.2028-0.11795i,0.12028-0.068416i,0.046885-0.027706i,-0.0029434+0.0049903i,-0.019097+0.021725i,-0.025632+0.0060542i,-0.043308-0.0085032i,-0.051961-0.0044663i,-0.045648+0.00034167i,-0.036406+0.007981i,-0.021811+0.018532i,0.00059346+0.016367i,0.014957+0.0020525i,0.009998-0.0082732i,-0.00047648-0.0082254i,-0.0051527-0.0078113i
-0.27507-0.16319i,-0.45213-0.24616i,-0.46861-0.27967i,-0.34596-0.24187i,-0.20425-0.1436i,-0.076022-0.062307i,0.036386-0.042838i,0.098866-0.050745i,0.085193-0.042506i,0.031365-0.01024i,0.0052541+0.023521i,0.0081779+0.027357i,-0.0025355+0.01618i,-0.015925+0.01613i,-0.01393+0.020952i,-0.012181+0.029576i,-0.01234+0.038447i,-0.0042716+0.037976i,0.0093313+0.022922i,0.014687-0.0031629i,0.0080196-0.021127i,0.00043885-0.022148i,-0.0080272-0.014742i
0.11129+0.1623i,0.081723+0.27703i,-0.061876+0.34778i,-0.13478+0.29887i,-0.061003+0.13371i,0.0082734-0.0077451i,0.01914-0.033139i,0.030803-0.0053041i,0.039747+0.0050561i,0.033252+0.010461i,0.026197+0.016846i,0.014316+0.021917i,0.0088543+0.029647i,0.01423+0.025144i,0.013174+0.016229i,0.017975+0.019438i,0.03872+0.018472i,0.048258+0.00056066i,0.025639-0.015517i,-0.0083871-0.0065971i,-0.020637+0.01478i,-0.011128+0.020032i,-0.0040444+0.012935i
-0.092035-0.19887i,-0.052662-0.22725i,0.086781-0.080264i,0.19584+0.11427i,0.16101+0.18331i,0.039618+0.18275i,-0.013087+0.18356i,0.013755+0.14722i,0.029856+0.08196i,0.022929+0.037225i,0.019928+0.013i,0.021287-0.0055189i,0.023809-0.018777i,0.022667-0.025581i,0.019585-0.02294i,0.023766-0.018515i,0.027682-0.024568i,0.020924-0.033667i,0.006685-0.027303i,0.0030367-0.0086841i,0.012103-0.00049856i,0.011741-0.0015171i,0.0065064+0.0044002i
0.17088+0.29054i,0.19587+0.41167i,0.11052+0.29744i,0.038123+0.083126i,0.076314+0.0059424i,0.15861+0.010999i,0.15992+0.011499i,0.084223-0.011897i,-0.0093756-0.047605i,-0.068941-0.043277i,-0.065287-0.028895i,-0.046807-0.03739i,-0.039795-0.033481i,-0.027285-0.020268i,-0.012146-0.022556i,-0.0083094-0.040441i,-0.02279-0.055005i,-0.035589-0.049028i,-0.026489-0.03071i,-0.013281-0.020619i,-0.014613-0.019115i,-0.022598-0.013285i,-0.022188-0.0054324i
-0.33121-0.18057i,-0.51668-0.23099i,-0.50943-0.097955i,-0.34321+0.074098i,-0.20626+0.075824i,-0.12254+0.014732i,-0.012471-0.0037096i,0.047841-0.018705i,0.023678-0.024234i,-0.011458-0.012943i,-0.031732+0.0038615i,-0.03079+0.014182i,-0.018906+0.0036916i,-0.019073-0.013765i,-0.03884-0.025397i,-0.073813-0.018387i,-0.092647+0.0097694i,-0.076128+0.0314i,-0.038763+0.031405i,-0.0065548+0.021838i,0.0093741+0.018062i,0.016134+0.017537i,0.017423+0.011009i
0.21721+0.042873i,0.32345+0.047716i,0.28056-0.043346i,0.1156-0.12049i,0.023068-0.050685i,0.045542+0.021021i,0.035236-0.0087307i,-0.0094472-0.017909i,-0.0030278+0.017273i,0.024453+0.021303i,0.030193+0.0038331i,0.012148-0.0081638i,-0.019897-0.0063311i,-0.032622+0.011915i,-0.016723+0.038139i,0.01778+0.061834i,0.051435+0.067812i,0.051818+0.051321i,0.023435+0.027702i,0.0041479+0.0082777i,0.0039124-0.0066687i,0.0079554-0.016092i,0.0073682-0.019038i
-0.088378-0.085766i,-0.19941-0.18749i,-0.33904-0.20651i,-0.38804-0.10361i,-0.28891-0.010559i,-0.17491+0.021174i,-0.12864+0.048402i,-0.090481+0.05841i,-0.040192+0.029618i,-0.0019898-0.010657i,0.0096385-0.033433i,0.0084417-0.02003i,0.022705+0.0057103i,0.043061+0.0021877i,0.052781-0.029221i,0.051077-0.063225i,0.041749-0.076175i,0.027448-0.058163i,0.011137-0.024664i,0.00063078+0.00033276i,-0.0055012+0.0056946i,-0.013941+0.00022739i,-0.023932-0.0014816i
-0.0099213+0.19632i,-0.012964+0.40154i,0.040256+0.50505i,0.11802+0.42389i,0.12617+0.28982i,0.084442+0.20539i,0.070498+0.14599i,0.086513+0.089294i,0.093876+0.02624i,0.061724-0.024301i,0.026159-0.030653i,0.026146-0.028742i,0.022972-0.048389i,-0.0095968-0.063039i,-0.049235-0.049824i,-0.066394-0.024203i,-0.05697-0.017824i,-0.029087-0.024861i,0.0037932-0.024572i,0.022979-0.015935i,0.029693-0.0051098i,0.029578+0.0008689i,0.026237+0.0019708i
-0.051174-0.18117i,-0.02506-0.36357i,0.018924-0.45428i,0.023601-0.3443i,0.025731-0.15474i,0.038703-0.048158i,0.027291-0.0054057i,0.026603+0.0247i,0.033704+0.023055i,0.016919+0.013779i,0.0015373+0.017916i,-0.0075438+0.017487i,-0.016635+0.019714i,-0.0062784+0.032837i,0.024609+0.034802i,0.042005+0.015997i,0.029907+0.00081207i,0.0094952-0.0033442i,-0.0032787-0.0086874i,-0.0094027-0.012304i,-0.011795-0.0075135i,-0.0064469-0.0001015i,0.0010105+0.0012502i
-0.0038186-0.010262i,-0.14177+0.067732i,-0.28001+0.20619i,-0.22346+0.27571i,-0.033265+0.2167i,0.090079+0.12452i,0.11443+0.062606i,0.071849+0.019833i,0.009252+0.016856i,-0.011921+0.032864i,-0.0092476+0.023379i,-0.012185+0.010674i,-0.004154+0.012191i,0.010539+0.0037638i,0.0025677-0.017801i,-0.021895-0.022749i,-0.031966-0.0017339i,-0.023472+0.016256i,-0.013999+0.013928i,-0.013006+0.0056225i,-0.014434+0.0037784i,-0.013524+0.0075313i,-0.014994+0.012848i
0.14219+0.1138i,0.33644+0.13102i,0.46486+0.024223i,0.35914-0.1414i,0.12768-0.21641i,0.0019463-0.18857i,0.0037345-0.15056i,0.0094591-0.13018i,-0.022348-0.090759i,-0.030467-0.02327i,-0.00057191+0.019771i,0.018493+0.020141i,0.014399+0.012798i,0.00079771+0.018178i,-0.0062235+0.040024i,0.0057475+0.058646i,0.018205+0.053515i,0.016172+0.035643i,0.0085578+0.019113i,0.0037604+0.010016i,0.0060049+0.0058604i,0.010261-0.0017351i,0.010543-0.0073608i
-0.18456-0.070824i,-0.36353-0.1687i,-0.47595-0.21888i,-0.43714-0.11103i,-0.32502+0.073454i,-0.23444+0.1604i,-0.16987+0.1085i,-0.11259+0.026207i,-0.054456+0.0045966i,-0.0043233+0.0065991i,0.020699-0.0024041i,0.034363-0.0099802i,0.045302-0.025079i,0.045284-0.05044i,0.036894-0.071746i,0.020692-0.078155i,0.0038203-0.062765i,-0.0014242-0.029912i,0.0034482+0.0033863i,0.0082026+0.018913i,0.0057356+0.017067i,0.00059323+0.012457i,0.00031129+0.0084322i
0.015772+0.052772i,0.046378+0.2115i,0.091901+0.34862i,0.12317+0.27836i,0.14571+0.086132i,0.1428-0.023586i,0.074412-0.014332i,-0.0042346+0.030475i,-0.020732+0.031671i,-0.025267+0.0049448i,-0.043868+0.00398i,-0.045322+0.0059836i,-0.042054-0.007878i,-0.050747-0.0079811i,-0.062712+0.012882i,-0.058474+0.037947i,-0.035586+0.046725i,-0.0081406+0.035315i,0.013078+0.015564i,0.017511-0.001044i,0.0093665-0.0036321i,0.0043305+0.0035172i,0.0040579+0.010088i
0.080695-0.14884i,0.096364-0.34945i,0.019052-0.47609i,-0.13893-0.37447i,-0.25831-0.16202i,-0.22496-0.024571i,-0.073209+0.010926i,0.031989-0.0051728i,0.023492-0.012935i,0.0050237+0.0064119i,0.016952+0.0098071i,0.0091846+0.00060325i,-0.014344+0.017011i,-0.0090107+0.050331i,0.038706+0.060848i,0.083663+0.03282i,0.082922-0.0056672i,0.048476-0.031449i,0.013404-0.040038i,-0.0028009-0.032445i,-0.0051024-0.022536i,-0.0043448-0.021268i,-0.0044635-0.024746i
-0.040866+0.16037i,-0.12663+0.28369i,-0.20719+0.33614i,-0.13204+0.3139i,0.091575+0.28622i,0.24869+0.23444i,0.22612+0.13024i,0.1363+0.043084i,0.087913+0.0079488i,0.061867-0.015146i,0.024243-0.029064i,-0.010944-0.020082i,-0.016195-0.0073421i,0.0021509-0.028637i,0.0022492-0.074262i,-0.019658-0.095186i,-0.034728-0.080322i,-0.036728-0.048771i,-0.031525-0.018828i,-0.026174+0.0015021i,-0.022206+0.015817i,-0.016575+0.022421i,-0.012427+0.018895i
-0.025957-0.0010482i,0.076066+0.0085067i,0.23664+0.012375i,0.27567-0.04408i,0.17122-0.17308i,0.06563-0.2527i,0.027729-0.18992i,0.041393-0.08273i,0.040844-0.03941i,0.00091673-0.019276i,-0.017353+0.023294i,0.0072666+0.057962i,0.038576+0.055186i,0.035149+0.036798i,0.00091703+0.038299i,-0.022623+0.053437i,-0.021737+0.055357i,-0.010662+0.044278i,-0.00418+0.0315i,-0.0016179+0.021272i,0.00085854+0.0165i,0.0023223+0.015076i,0.0026012+0.01603i
-0.045255-0.12712i,-0.18-0.18811i,-0.30689-0.16156i,-0.31003-0.017717i,-0.23373+0.15627i,-0.16415+0.2046i,-0.10457+0.1023i,-0.055507-0.0063937i,-0.016015-0.029261i,0.020708-0.025661i,0.040576-0.044182i,0.04334-0.06618i,0.03063-0.072821i,0.015849-0.055114i,0.018339-0.028969i,0.022397-0.01074i,0.012471+0.0044147i,-0.00022208+0.016253i,-0.00039918+0.021268i,0.0095184+0.012482i,0.010136-0.0066341i,-0.00089618-0.017856i,-0.0096729-0.019401i
0.071752+0.063288i,0.11634+0.1153i,0.1125+0.15147i,0.090914+0.11527i,0.10707+0.02541i,0.097972-0.005481i,0.03667+0.050439i,-0.0028847+0.085128i,-0.010628+0.043916i,-0.026328-0.005849i,-0.044333-0.01637i,-0.053422-0.015558i,-0.061736-0.015927i,-0.067085-0.0075778i,-0.062579+0.0052971i,-0.04003+0.015619i,-0.0054268+0.017963i,0.023237+0.012201i,0.036933+0.0043055i,0.032534-0.0010665i,0.02047-0.00069968i,0.013707+0.002034i,0.010642+0.0029203i
0.048193+0.027267i,0.10614-0.03539i,0.12765-0.15602i,0.038687-0.21929i,-0.11884-0.15729i,-0.1761-0.029652i,-0.088222+0.057139i,-0.0009924+0.066047i,0.0022217+0.058075i,-0.011734+0.072811i,0.0086657+0.075428i,0.033188+0.051734i,0.041577+0.033066i,0.05251+0.028786i,0.069188+0.022764i,0.073248+0.0012359i,0.055746-0.03162i,0.024088-0.054004i,-0.0040475-0.050265i,-0.014126-0.032216i,-0.012557-0.020663i,-0.010857-0.014567i,-0.0045028-0.0045036i
-0.18645+0.014593i,-0.29297+0.06807i,-0.30282+0.096236i,-0.20084+0.075027i,-0.060013+0.064125i,0.043226+0.058561i,0.06209+0.020192i,0.028563-0.0075415i,0.0093951-0.011528i,0.00028024-0.019406i,-0.02027-0.026062i,-0.032663-0.015837i,-0.017663-0.0026487i,0.0060054-0.01935i,0.0029486-0.058583i,-0.028671-0.075289i,-0.058211-0.051016i,-0.062997-0.01215i,-0.045505+0.0068127i,-0.029828-1.0474e-05i,-0.028411-0.0086608i,-0.02838-0.0057766i,-0.020799-0.0023876i
0.095677-0.077598i,0.12837-0.091823i,0.098237-0.044581i,0.016413+0.0093132i,-0.039109+0.016596i,-0.028766-0.006637i,0.022604-0.028845i,0.058241-0.029815i,0.052443-0.0075098i,0.037511+0.020059i,0.035026+0.039387i,0.041507+0.045322i,0.034893+0.030578i,-0.0063698+0.018571i,-0.057427+0.035923i,-0.074074+0.066272i,-0.05409+0.074992i,-0.023621+0.054204i,-0.0047924+0.027549i,0.00044381+0.019623i,0.0061318+0.022803i,0.016749+0.013937i,0.021625-0.0025362i
0.022352-0.033476i,-0.0063098-0.10775i,-0.049813-0.17126i,-0.06003-0.1378i,-0.0088831-0.035947i,0.045153+0.023531i,0.031458+0.0068554i,-0.010397-0.026599i,-0.0065916-0.024637i,0.030155-0.01605i,0.046446-0.03016i,0.034704-0.052165i,0.017568-0.057641i,0.020803-0.034614i,0.048735+0.0014917i,0.075331+0.02133i,0.077643+0.023218i,0.057684+0.020182i,0.034422+0.017168i,0.021982+0.013036i,0.017214+0.0068965i,0.009263+0.00063743i,-0.0011015-0.002647i
-2.528e-05+0.15044i,-0.001314+0.23734i,-0.023819+0.2365i,-0.051186+0.12188i,-0.065256-0.019795i,-0.056811-0.074065i,-0.028492-0.036875i,-0.022323-0.0014058i,-0.046554-0.0025159i,-0.069961-0.00061463i,-0.079239+0.015941i,-0.07875+0.033097i,-0.068798+0.039632i,-0.050835+0.02441i,-0.033138-0.0043305i,-0.017627-0.026317i,0.0022629-0.032746i,0.019311-0.031255i,0.018809-0.028393i,0.0041571-0.020618i,-0.00701-0.0093317i,-0.0097602+0.002533i,-0.010465+0.012547i
-0.066369-0.088344i,-0.043607-0.12082i,0.048529-0.089256i,0.12113+0.0080472i,0.12713+0.11526i,0.10782+0.14396i,0.07959+0.078685i,0.052092+0.021168i,0.038739+0.0052309i,0.033567-0.0059835i,0.030548-0.0062527i,0.028158+0.011008i,0.020745+0.031699i,0.014875+0.046816i,0.018799+0.045788i,0.016376+0.02741i,-0.0036965+0.0042314i,-0.02607-0.0080482i,-0.027189-0.0024735i,-0.0036704+0.0055151i,0.017167-0.0011778i,0.018704-0.015885i,0.010942-0.025496i
-0.019136-0.025534i,-0.084935-0.028057i,-0.1253-0.041797i,-0.060138-0.07961i,0.051382-0.12715i,0.079119-0.13184i,0.035196-0.052696i,0.020737+0.026262i,0.033789+0.024109i,0.022327-0.013735i,-0.0022855-0.028981i,-0.0064318-0.023012i,0.014117-0.021177i,0.029013-0.041941i,0.015716-0.07085i,-0.014032-0.071785i,-0.034869-0.040114i,-0.030511-0.0024264i,-0.0089587+0.014889i,0.0033274+0.0076935i,-0.0028342-0.0014079i,-0.010144+0.0036315i,-0.0079625+0.013813i
0.11795-0.00029919i,0.18096+0.011818i,0.15798+0.043668i,0.017642+0.063089i,-0.15518+0.082857i,-0.21421+0.11585i,-0.12192+0.096813i,-0.031561+0.036715i,-0.022322+0.024498i,-0.022567+0.052042i,-0.0038098+0.059917i,0.015221+0.04104i,0.019004+0.015662i,-0.003296+0.011163i,-0.035869+0.03444i,-0.044038+0.060235i,-0.023378+0.061904i,-0.0031402+0.038958i,-0.0015221+0.016231i,-0.011279+0.011119i,-0.015628+0.016632i,-0.0065167+0.01875i,0.0075866+0.015053i
-0.078346+0.049081i,-0.11335-0.00086771i,-0.091407-0.093002i,-0.0015801-0.10039i,0.10289-0.01462i,0.13943+0.052448i,0.087571+0.05752i,0.033963+0.032402i,0.015286+0.0026137i,-0.00038086-0.022814i,-0.012813-0.042663i,-0.020391-0.052472i,-0.022541-0.037883i,0.00013845-0.0086223i,0.041916+0.0094957i,0.0709+0.0057266i,0.070112-0.0078193i,0.051359-0.016501i,0.033569-0.021498i,0.02278-0.024419i,0.016532-0.021899i,0.0067019-0.018957i,-0.0090243-0.01919i
-0.0066413+0.0083191i,-0.010209+0.066185i,-0.03254+0.093044i,-0.077328+0.011696i,-0.1247-0.105i,-0.13686-0.11958i,-0.078586-0.036008i,-0.005072+0.016625i,0.010435+0.0013588i,-0.01812-0.0061259i,-0.042148+0.012789i,-0.046633+0.02298i,-0.039702+0.0066971i,-0.036546-0.026874i,-0.041237-0.053791i,-0.043193-0.063599i,-0.037178-0.061878i,-0.028614-0.051627i,-0.024109-0.032566i,-0.019305-0.012035i,-0.0094202-0.00039575i,0.0041466+0.0061597i,0.017472+0.0096467i
-0.027253-0.076861i,-0.024877-0.11325i,0.0026641-0.084111i,-0.0057389+0.037594i,-0.037627+0.17528i,-0.030731+0.19625i,-0.020208+0.097603i,-0.035291+0.026452i,-0.025391+0.035341i,0.021177+0.050379i,0.055278+0.041135i,0.055608+0.029488i,0.03828+0.029839i,0.026346+0.035127i,0.020335+0.031468i,0.0060976+0.01857i,-0.015314+0.0064373i,-0.028301+0.0054591i,-0.02191+0.0149i,-0.0072886+0.021357i,-0.00093984+0.0179i,-0.00059453+0.0075808i,-0.00025301-0.0030008i
0.041841+0.041894i,-0.0091044+0.070164i,-0.08493+0.087725i,-0.054754+0.06126i,0.058043-0.014682i,0.10805-0.077911i,0.080142-0.073696i,0.044758-0.042316i,0.02584-0.020647i,0.018864-0.015545i,0.0096231-0.025763i,-0.0013041-0.026165i,0.0072026-0.0099432i,0.017904-0.0066762i,0.0070281-0.018543i,-0.012519-0.016818i,-0.019851+0.0022542i,-0.011456+0.014381i,0.00045371+0.0073572i,0.0042096-0.0054884i,-0.00075011-0.010115i,-0.011236-0.0050871i,-0.021615+0.0049301i
0.00417+0.00022348i,0.063595-0.020602i,0.10358-0.044827i,0.040487-0.057249i,-0.075261-0.055128i,-0.12034-0.033213i,-0.085276-0.018766i,-0.050905-0.02883i,-0.047319-0.035748i,-0.044837-0.023285i,-0.028809-0.0070829i,-0.014175-0.0048224i,-0.015747-0.012441i,-0.031488+0.0014292i,-0.038867+0.03716i,-0.023187+0.060983i,0.0016197+0.059617i,0.019344+0.040675i,0.022808+0.016813i,0.01651+0.0010693i,0.0094508-0.0041631i,0.0086811-0.0041441i,0.012525-0.0047481i
-0.05029+0.032417i,-0.085145+0.042193i,-0.088394+0.014774i,-0.04221+0.0024107i,0.014306+0.029675i,0.022945+0.042801i,-0.01867+0.049429i,-0.043712+0.069824i,-0.020373+0.063328i,0.010695+0.020824i,0.019156-0.01796i,0.010603-0.028284i,0.0026242-0.01899i,0.010809-0.011213i,0.030308-0.011291i,0.043529-0.014361i,0.041647-0.016985i,0.029521-0.01636i,0.014883-0.010399i,0.0042025-0.00060988i,0.0015614+0.0079354i,0.0024976+0.0093141i,0.0041214+0.0054303i
0.0048361-0.047087i,0.011176-0.014767i,0.042425+0.051174i,0.071034+0.048775i,0.072964-0.013018i,0.057013-0.049033i,0.04331-0.06093i,0.032945-0.060799i,0.019687-0.045994i,-0.007561-0.030286i,-0.039919-0.0077722i,-0.043315+0.01553i,-0.022017+0.018171i,-0.0066339+0.0011785i,-0.0050593-0.020581i,-0.0071125-0.035469i,-0.0051778-0.039153i,-0.007416-0.029061i,-0.014392-0.010377i,-0.014693+0.0013571i,-0.0078247-0.00047491i,-0.0036357-0.0046589i,-0.0045593-0.0040928i
0.017914-0.021046i,-0.01804-0.09469i,-0.078932-0.15786i,-0.10571-0.13451i,-0.069384-0.070059i,-0.013385-0.030371i,0.010542-0.006204i,0.0035084+0.0047885i,-0.017269+0.011144i,-0.022681+0.036156i,0.0039093+0.054075i,0.022908+0.043474i,0.014162+0.032446i,0.006118+0.031622i,0.007379+0.024754i,0.0053838+0.010327i,-0.0014366-0.0030956i,-0.004174-0.0074528i,-0.00033327-0.0035903i,0.00096044+0.0021351i,-0.0037481+0.0067484i,-0.0065716+0.0059517i,-0.0055257+0.0013946i
