0.00062887-0.00019348i,0.00063681-0.00066615i,0.0013793-0.0017631i,0.00042549-0.0029899i,-0.0024867-0.0027721i,-0.0042198-0.0010323i,-0.0036995+0.00079286i,-0.0018332+0.0013024i,0.00096521+0.0011841i,0.0015863+0.00088646i,0.00075642+0.00063899i,-2.6608e-05+0.00098761i,-0.00083739+0.0015362i,-0.00065116+0.0012233i,1.7647e-05+0.00036422i,4.3216e-05-0.00012115i,2.3377e-05-5.0012e-05i,-0.00020562+0.00061259i,-0.00077763+0.00044717i,-0.00094785-0.00067615i,-0.00026475-0.00041403i,-0.00054065+9.2656e-05i,-0.00067193-0.00013364i
0.0019782-0.0019754i,0.00047044-0.0019977i,0.0001414-0.0035854i,-0.00045099-0.003932i,-0.0022511-0.0025713i,-0.0031276-0.00047897i,-0.0023112+0.00043367i,-0.0010559+0.00038798i,-0.00030627-0.00067724i,-0.00057893-0.0010313i,-0.00015769-0.0002684i,0.00083263+0.0002107i,0.0010835+0.00025767i,0.00075001-0.00036055i,0.00031315-7.5098e-05i,0.00018455+0.00093549i,9.5442e-05+0.00056407i,-0.0006861-0.0001231i,-0.00023413+0.00024888i,0.00010589+0.00045334i,-0.00033933+0.00042878i,-0.00018852+6.0215e-05i,0.00022599-6.1585e-05i
-0.00022843-0.00010622i,-0.00014584+0.00062419i,-0.00032429+0.0010197i,-0.00026782+0.00081936i,0.00021113-0.00019356i,0.00015004-0.0010738i,-0.00058903-0.00080062i,-0.0011522-0.00010845i,-0.00060009+0.00039661i,-0.00020179+0.00057127i,-0.00012831+0.00029059i,0.0004892+0.00018582i,0.000547-0.00018907i,0.00083053-0.00062996i,0.00064516-0.0003725i,-0.00065236-0.00020179i,-0.00081353-0.00031329i,-0.00028224-0.00031058i,-0.00041799-0.00071492i,-0.0005316-0.0010566i,-2.5066e-05-0.00095808i,0.00085457-0.00049217i,0.0014542+0.00018028i
0.001043-0.001076i,-0.00035688-0.0020951i,-0.00077341-0.0032486i,-0.0010388-0.0023093i,-0.0010285-0.00080763i,-0.0014033-0.00039261i,-0.0015915+0.00031476i,-6.5119e-05+0.00060408i,0.0008395+0.00034766i,0.0007334-0.00028501i,0.00090293-0.00052458i,0.00046196+8.241e-05i,0.00031634+3.5303e-05i,0.0008351+4.1e-05i,0.0012926+0.00030116i,0.00068316+0.00027682i,-0.0001164+0.00036239i,3.7504e-05+0.00037106i,-9.9111e-05-0.00014441i,-0.00046933-0.00017431i,-0.00047655-0.00031319i,0.00016075-0.00046128i,0.00052536-0.00012947i
-0.0019493+0.0016421i,-0.00071408+0.0016675i,0.0011754+0.0018851i,0.0015721+0.0021852i,0.00088474+0.0023197i,-1.8507e-05+0.0019342i,-0.00073053+0.0012903i,-0.0003122+0.00024649i,-0.0001257-0.00036964i,0.00085396+6.3464e-05i,0.00099105+0.00032361i,-0.00027589+7.069e-05i,-0.0005098-0.00030135i,-0.00031346-0.00052763i,-0.00012203-0.00031537i,0.00049993+0.00032479i,0.00042463+0.00014239i,-0.00010384-0.00029317i,-0.00013155+9.2826e-05i,-0.0003518-9.9124e-05i,-0.00068363-0.00021179i,-0.00065382-0.00029388i,-0.00041352-0.00091193i
-0.00076965+0.0028885i,-0.00076449+0.0023705i,0.00052612+0.0011037i,0.0024223+0.00082186i,0.0020699-0.00010133i,0.00073589-0.001508i,-0.00076061-0.0013915i,-0.0012543-0.00059606i,-0.00028011-2.9312e-05i,0.00025669+6.5112e-05i,0.00010551-0.00043212i,0.00019393-0.0007242i,9.4966e-05-4.6195e-05i,-0.00067544+0.00047417i,-0.00058277+0.00031022i,-0.00029843+0.00035353i,4.8749e-05+0.00033782i,0.00020112+0.00011053i,-0.00040289-0.00042636i,-0.00090742-0.00026762i,-8.8415e-05-0.00037444i,0.0006178-6.7676e-05i,-0.00015274+0.00043244i
0.0007047+0.00068598i,0.00076804+0.00086169i,0.00065741+0.0005428i,0.00053872-0.00037206i,-0.00072778+0.00049049i,-0.0015016+0.0016221i,-0.00096095+0.0017052i,-0.00025046+0.0017533i,0.0002536+0.0014982i,0.00026175+0.0011421i,0.00015675+0.0011463i,0.00040959+2.2694e-06i,0.00060462-0.0010297i,0.00087699-0.00029752i,0.00040755+0.00027946i,-5.7534e-05+0.00046712i,0.00015109+0.00030155i,0.00021465+0.00035698i,-0.00023143+0.00039798i,-0.00039955-0.00012117i,0.00025242+2.912e-05i,0.00054081-0.00027065i,-0.00018045-0.00066759i
-0.0011523-0.0023339i,-0.0023387-0.0025603i,-0.0025686-0.002838i,-0.0014435-0.0022898i,-0.0010121-0.00083178i,-0.00069536-3.2705e-05i,-0.00040002+0.0004844i,-0.00059693+0.00041596i,-0.0006605-9.8868e-06i,0.0002075-5.5434e-05i,0.00026284-0.00037305i,3.3431e-05-0.00049409i,0.00041749-0.0002666i,0.00070076-0.00049322i,0.00013926-0.00086992i,-0.00086762-0.00035144i,-0.0007066+0.00025474i,6.6092e-05+0.00022615i,0.00079871-0.00026142i,0.00066923-0.00026883i,0.00055712+2.6994e-05i,0.00087961+5.6914e-05i,0.00061129+0.00023076i
-0.00035156-0.00023118i,0.00027373+0.00059856i,0.0009966+0.002132i,0.00073719+0.0027526i,0.00014984+0.0018822i,-0.0011142+0.00041521i,-0.0012739-0.00054609i,-1.1158e-05-0.00097128i,0.0010374-0.00080026i,0.0010093-0.00040972i,0.00090141-0.00056823i,0.00017491-0.0007311i,-0.00024776-0.00028173i,-0.00018716+0.00029843i,-9.9524e-05+0.00036853i,6.3313e-05-0.00041511i,-4.6005e-05-0.00023872i,-0.00013189+0.00012032i,0.0005647+0.00029444i,0.00074986+0.0013101i,0.00037863+0.0010258i,-0.000152+0.00016219i,6.2177e-05+0.00082152i
-0.00040079-0.0014946i,-0.0012472-0.0027696i,-0.0022934-0.0023693i,-0.0030669-0.0014509i,-0.0022022-0.00057995i,-0.00092245+0.00028042i,-0.0004033+0.00082681i,-0.00065991+0.00092592i,-0.00068648-0.00033278i,-0.00028547-0.00041054i,-0.00056541+0.00014194i,-0.00040529-0.00063324i,0.00057868-0.0010253i,0.00070893-0.00043404i,-9.9273e-05+5.132e-05i,-0.00022848+0.00051305i,1.6763e-05+0.0003533i,-8.342e-05-0.00018945i,0.00037383-0.00022859i,0.0005937-0.00048079i,0.00072232-0.00075514i,0.00082048-0.00033897i,0.00038431+0.00049041i
-9.9835e-05+0.00089979i,-0.00011629+0.0012393i,0.00090944+0.0011085i,0.0022554+0.00032628i,0.0016042+0.00028485i,-2.8146e-05-0.00024852i,-0.00072323-0.0010713i,-0.00092203-0.00073728i,-0.0010342-0.00015111i,-0.00094893-0.00038702i,-0.00095618-0.00099467i,-0.0012702-0.00098675i,-0.00042648-0.00054924i,-6.3997e-05+0.00046156i,0.0002364+0.00065331i,0.0011497+0.00022352i,0.00067527+3.1114e-05i,0.00030293-0.00042399i,0.00073269-0.00038582i,0.0010051-0.00026909i,0.00043557-0.0005274i,-0.0004456+0.00019372i,-0.00057089+0.00062162i
0.00048633-0.00019156i,2.4985e-05-1.6608e-05i,-0.00050616+0.00028913i,-0.00030172+0.0011085i,-0.00014127+0.0010206i,-0.00040976+0.0010183i,-0.00085636+0.001492i,-0.0005784+0.0014971i,0.00035321+0.00083305i,0.0010596+0.0001688i,0.00053309+0.00038848i,1.0307e-05+0.00051543i,0.00015795+0.00088324i,0.00025436+0.00077817i,0.00069486+0.00013173i,0.00045236-0.000571i,0.00032701-0.00054068i,0.00050833-0.00023496i,-9.603e-06-0.00044999i,-0.00010853-0.00060512i,2.0963e-05-0.00069174i,-0.00031871-0.00080025i,-0.00023065-0.00054797i
-0.00013013-0.0011847i,-0.0012895-0.00015821i,-0.0013043-0.0013318i,-0.0012846-0.0022643i,-0.0012913-0.0015154i,-0.00084217+0.00042225i,-0.00055934+0.0016501i,-0.00044229+0.0014598i,-0.00013409+0.00072487i,0.00088218-0.00023257i,0.00049976-0.0006287i,-0.00074562-3.0281e-05i,-0.00089227-1.332e-05i,-0.00050054-0.00028997i,-0.00011478-0.00028885i,-4.0104e-05-0.00017254i,-0.00021407+0.00064595i,-0.00066129+0.00068434i,-0.00082741-0.00015103i,-0.00088181-0.0003003i,-0.000526+0.00031361i,-6.1619e-05+0.00028518i,6.8435e-05-0.00054919i
0.00060293+0.0013383i,0.0014135+0.00052555i,0.0028875-0.00025371i,0.0034722-0.0012202i,0.0028696-0.0013245i,0.00066571-0.001104i,-0.00079306-0.00079438i,-0.00031015+0.00038924i,0.00044153+0.00044498i,0.0012274+0.00015486i,0.0015125+0.00025241i,0.00026438+0.00054427i,-0.00079197+0.00049564i,-0.0011862+7.3406e-05i,-0.00054712+0.00026215i,-1.0597e-05+0.00038199i,-0.00086172-0.00014633i,-0.00081211-9.0371e-05i,5.9744e-05+0.00015844i,0.00048439+8.1565e-05i,9.872e-05-0.00026226i,-0.00030568-0.00028762i,-0.00040872-0.00017688i
-0.00081249-0.00079223i,-0.0012187+0.00087943i,-0.002265+0.0012906i,-0.0029219+0.0013026i,-0.0029604+0.0013725i,-0.0022882+0.0017076i,-0.0017135+0.00078669i,-0.00068181-9.2614e-05i,0.00022969+0.00045195i,0.00012747+0.00049432i,0.00028053+0.00018145i,0.00080932+0.0001053i,0.00089448-0.00012594i,0.0010565-0.00082312i,0.0005644-0.00075253i,6.8122e-05-8.4619e-05i,-0.00013895+2.7256e-05i,-0.0010252+0.00020419i,-0.00091143+3.5712e-05i,-0.00019533-0.00054696i,0.00026736-0.00065263i,5.582e-05-0.00028938i,-9.708e-05+0.00013773i
0.00078359-0.00013705i,0.00079834-0.0011498i,0.00086667-0.0021043i,-0.00011069-0.001642i,-0.0015908-0.0010273i,-0.0022106+5.5446e-05i,-0.0019714+0.002031i,-0.0014129+0.0023414i,-0.00051659+0.001698i,-0.00016772+0.00082069i,0.00029759+0.00018905i,0.00027145-0.00051656i,-9.279e-05-0.00073529i,0.00059563+0.00025993i,0.0016251+0.0012606i,0.00050244+0.00091402i,-0.00084864+0.00041336i,-0.00041908+0.00089341i,0.00011598+0.001415i,-0.00021294+0.0015397i,-0.0003161+0.0010702i,-0.00012258+0.00058763i,-0.00064229+0.00040464i
-0.0011402+0.00038232i,-0.00069871+0.00064035i,-0.00021119+0.0016797i,0.00033619+0.0022738i,0.00052188+0.00083899i,0.00062146-0.0009088i,0.00037613-0.00055682i,4.9739e-05+0.00059222i,-0.00018087+0.00045944i,4.0586e-05-0.00011093i,0.00027701-0.00052616i,3.7837e-05-0.0001355i,-0.00042048-0.00029761i,-0.00037687-8.2587e-05i,-8.234e-05+0.00023975i,0.00080203-0.00016075i,0.0017378-0.0001696i,0.0012022-0.00036682i,0.0004037-6.0618e-05i,0.00081819+0.00025313i,0.00079379+0.00065287i,-9.4757e-05+0.00075697i,-0.00020872+0.00017321i
0.00086114-0.0014978i,-7.0902e-05-0.0017089i,-0.0012455-0.0010438i,-0.0018711-0.00057339i,-0.0024346-0.00056964i,-0.0022724+0.00055742i,-0.0013109+0.0017329i,-0.00023418+0.00083982i,4.9374e-05-0.00014497i,0.00061644-0.0003527i,0.00099444+1.2393e-05i,0.00072371+0.00014281i,0.00096287+0.00012278i,0.00058391-0.00010705i,-0.0002577-0.00043959i,-0.00050219-0.00030347i,-0.00019066-8.0439e-05i,-0.00013498-0.00047651i,-0.00060363-0.00085701i,-0.00021015-0.000745i,0.00025197+0.00012391i,-0.00018524+0.00041263i,-0.00024609-0.00021419i
-0.00089234+0.00084915i,-0.0004368+4.0483e-05i,-0.00058289-0.00044975i,-0.00021878-0.00031814i,9.7669e-05-0.00031348i,-9.7407e-05-0.0011464i,-0.00023053-0.00098942i,-0.00012427-0.00011688i,0.00013578+0.00080148i,0.00046752+0.0012052i,0.00072596+6.1174e-05i,0.00039809-0.00059173i,-5.4631e-06-7.4558e-05i,-0.00020999-0.00014743i,-0.0001479-0.00068422i,-1.1505e-05-0.00090654i,-0.00041844-0.00091247i,-0.00014054-0.00035082i,-2.9579e-05+6.396e-05i,-0.00091957-0.00070502i,-0.001015-0.0006368i,-0.00060041-0.00043859i,-0.00025103-0.00033742i
0.00074674+0.0025252i,0.0023978+0.0020352i,0.0050516+0.0015907i,0.0049554+9.5762e-05i,0.0023399-5.3358e-05i,-0.00098696+0.0017852i,-0.0025368+0.0050595i,2.7745e-05+0.0078607i,0.0046623+0.007878i,0.0074878+0.0053297i,0.0070767+0.0022502i,0.0050942-0.00015883i,0.0034864-0.002061i,0.001762-0.003i,-0.00021959-0.0023583i,-0.0011116-0.00078936i,-0.00030691+0.00035268i,0.00064311+0.0010703i,0.00039951+0.0012798i,-9.3363e-05+0.00093257i,0.00028617+0.00059415i,0.00044812-0.00022182i,0.00047027-0.00051998i
0.00045798-0.0013309i,-0.0010132-0.0019849i,-0.0014507-0.0014545i,-0.0013049-0.001412i,-0.0017527-0.0014347i,-0.0015685+0.00024268i,-0.00066239+0.0014433i,-0.00076552+0.0010919i,-0.00074203+6.3202e-05i,-0.00015333-0.00078847i,7.4714e-05-0.00044016i,4.5319e-05-4.7613e-05i,0.0002712-0.00060746i,0.0005496-0.00049788i,0.00050304-8.5146e-05i,0.00086997-0.00043553i,0.0007668-0.00082989i,0.00053851-0.0011371i,0.00075079-0.00023412i,0.00077865+0.00043052i,0.00012684+0.00019054i,-0.00040728+0.00035918i,0.00029393+0.00018928i
-0.00036147+0.00096673i,0.00083887+0.00096466i,0.0022281+6.0242e-05i,0.0014287-0.00069758i,0.00030779-0.0012868i,-0.00045733-0.0013357i,-0.0010415-0.00033453i,-0.0013066+0.00031515i,-0.00059425+0.00081654i,0.00053173+0.0011983i,0.00056796+0.0010974i,0.0005833+0.00081986i,0.00041484-7.7246e-05i,-0.00021159-0.00044281i,8.6999e-05+0.00036478i,0.00076586+0.00042838i,0.00032759-0.00039016i,-5.6017e-05-0.00023905i,0.00021462+5.7787e-05i,3.4452e-05-0.00047392i,-2.8842e-05-0.00083099i,-0.00049995-0.00085071i,-0.0010403-0.00082713i
-0.00088112-0.0011058i,-0.00073483-0.00058972i,-0.0010971-2.5116e-05i,-0.0016672+1.0312e-05i,-0.0021121-0.00032299i,-0.0019956+0.0001161i,-0.00070535+0.00076043i,0.00043331+0.00079972i,0.00023632+0.00058288i,-0.00046216+9.3978e-05i,-0.0003836-0.00045389i,9.6043e-05-0.00060518i,-0.00042935+0.00019459i,-0.00020685+0.0006885i,0.00012089+0.00034971i,-0.00045364+0.00052588i,-0.0006925+0.00014417i,-0.0011147-0.00052506i,-0.0010616-0.00065141i,-0.00011866-0.00038258i,-7.7924e-06+0.0001592i,-9.7525e-05-8.3372e-06i,0.00040277+0.00010498i
-0.00015576-0.00023816i,-0.00092004+0.00057984i,-0.00077486+0.0010006i,-0.00058802+0.00035917i,-0.0011361-0.0005437i,-0.00099485-0.00034101i,-0.00061291+0.00035355i,-0.00041611+0.00071996i,0.00020399+0.00084428i,0.00074442+0.00054688i,0.00061108+0.0003976i,0.00040061+0.00029681i,0.00074874+0.00015723i,0.00064067-0.00026007i,0.00018756-0.0012254i,-0.00034566-0.00089257i,-0.00011746-0.00027691i,0.00049486-0.00081787i,0.00037749-0.00023487i,5.064e-05+0.0011304i,0.00025398+0.00087837i,0.00052759+0.00020858i,0.0010541+0.00032943i
0.00027487+0.0010288i,0.0012139+0.00080255i,0.0024057+0.00036641i,0.0029538-0.0007669i,0.0018632-0.00093178i,-0.00071454-0.00066075i,-0.0016314-0.0004189i,-0.0012082-0.00029057i,-0.00039213+0.00023647i,0.00030167+0.00059033i,-0.00063705-1.4849e-05i,-0.00092143-0.00075916i,-0.00036846-0.0010506i,-0.0004025-0.00073367i,-2.3638e-06-4.5491e-05i,7.4775e-05+0.0005076i,7.7789e-06+0.00040952i,0.00015985-0.00029551i,3.0086e-05-0.00084553i,4.4533e-05-3.1778e-05i,0.00023369+0.0002743i,-0.00080415-0.00054391i,-0.0010238-0.000692i
-0.0016748-0.0004316i,-0.0013429-2.9963e-05i,-0.0021551-0.00024085i,-0.0030779+0.00050596i,-0.0029376+0.0011587i,-0.0024061+0.00091962i,-0.0017776+0.00079363i,-0.00093639+0.0010123i,-0.00046699+0.0010169i,-0.00023178+0.00026016i,-0.00051187-0.00086632i,-0.00075964-0.00070329i,0.00058083-5.3093e-05i,0.0011822+0.00035329i,0.00076887+9.9581e-05i,0.00011931-0.00023724i,-0.00068338-0.00030022i,-0.00046655-0.00032202i,4e-05+0.00010557i,-1.9295e-05-0.00026775i,-0.00027264-0.00097566i,-0.00023959-0.00050324i,-7.3835e-05+0.00039048i
-0.00095619-0.00018965i,0.00030768-0.00055984i,0.0011848-0.0008813i,0.00065698-0.00098971i,-0.00048602-0.00090476i,-0.00092896+0.0002317i,-0.00022434+0.00061356i,0.0005371+0.00062152i,-4.0195e-05+0.00097443i,-0.00053634+0.00046945i,-0.00079277+0.00015732i,-0.00056781+0.00031625i,5.0058e-05-0.00015678i,0.00069208+0.0001065i,0.00046807+0.0010075i,-0.00028439+0.00076222i,-0.00064812+0.00034316i,-0.00061041-0.00013809i,-0.00038818-0.00028511i,0.00033082-8.2831e-06i,0.00054606-0.00012846i,0.00070375-0.00055438i,0.00067338-0.00022847i
0.00042808+0.0024444i,0.0016133+0.0018619i,0.0019477+0.0016688i,0.0015719+0.00068232i,0.00088999-0.00054305i,-0.00034425-0.0013008i,-0.0012705-0.0008936i,-0.0011894-1.7833e-05i,-0.00019742+0.00029403i,0.00059131+5.9668e-05i,0.0009798+3.9458e-05i,0.00080881+5.3846e-05i,0.00043446-4.0877e-06i,-2.5037e-05+0.00053316i,-0.00019639+0.00048327i,-4.5536e-05+0.00015522i,-0.00014196+8.9784e-05i,-0.00038642+0.00018672i,-0.00018407+0.00067938i,-0.00024063-8.6901e-05i,0.00014416-0.00052727i,0.00054656+0.00022824i,0.00020217-8.3092e-06i
0.00081817+0.0007387i,-0.00089967+0.00061115i,-0.00063722-0.00015669i,-3.6043e-05-5.4671e-05i,-0.00055223+0.00062315i,-0.00060854+0.00058718i,-0.00087913+0.00023557i,-0.00098195+0.00032567i,-0.0001993+0.00063368i,0.00035645+0.00021966i,0.00035469-0.00033714i,-0.0001176+0.00021876i,-0.00014869+0.00065138i,-0.00013977+0.00053279i,-0.000409+0.00028531i,-0.00021501-0.00037422i,9.876e-05-0.00062168i,-5.4478e-05-0.00059008i,-0.00021133-4.565e-05i,0.0003903+0.00028982i,0.00070086-0.000108i,-0.00012222+0.00064987i,-0.00052377+0.00049044i
0.0014981-0.00067826i,0.001103-0.0012568i,0.0012342-0.0020857i,0.00019516-0.0029903i,-0.0011704-0.0028956i,-0.0021238-0.001632i,-0.0017424-0.00051398i,-0.00074855+0.00013401i,1.4511e-05-8.2639e-05i,0.00090374+9.8076e-05i,0.0008944+0.00020218i,0.00031478-0.00072274i,-0.00014465-0.00044579i,9.9184e-05+0.00016193i,0.0010982-0.00017677i,0.0013725+5.1874e-05i,0.0011728+2.7619e-06i,0.00062165-0.00054574i,-0.0005331-0.00048969i,-0.00096013+0.00013732i,-0.00053323+0.00044887i,6.774e-05+0.00030806i,0.00045838+0.0006811i
0.00097375+0.0016892i,0.0011235+0.0025209i,0.00075634+0.001545i,0.0010158-0.00022698i,0.001206-0.00019422i,0.00019507+0.00083334i,0.00012588+0.00099692i,0.00054353+0.00062023i,0.00049934+0.00047725i,0.0004063+0.00061662i,2.1904e-05-0.00031508i,-0.00023173-0.0014949i,-0.00015487-0.0015444i,9.9099e-05-0.0010719i,0.00091007-0.00093473i,0.00051656-0.00097073i,-0.0004474-0.00064586i,-0.00045791-0.00020315i,1.299e-05-0.00019587i,0.00045059-0.00055776i,1.0104e-05-0.00040235i,0.0003746-0.00012308i,0.0010669+9.0672e-05i
-0.00016634+3.9108e-05i,-0.0010458-0.0001634i,-0.0022451-0.00074383i,-0.0023749-0.0017912i,-0.0015786-0.00099679i,-0.0013923+0.00053372i,-0.00089325+0.0009507i,0.00033281+0.0012029i,0.00047706+0.00056934i,-0.00013809-0.00010863i,-0.00021921-0.00019428i,-0.00046663+0.00023915i,-9.9296e-05+0.00047471i,0.00067631+4.0413e-05i,0.00068313-0.0004203i,0.00031843-0.00028492i,0.00038497-0.00032382i,0.00069417+2.8463e-05i,0.00021031+0.00062334i,3.2822e-05+0.00078143i,0.00058441+0.00046686i,0.00037378-0.00025044i,-7.7515e-05-0.00039148i
9.9824e-05-0.0014309i,-0.00027994-0.00051699i,-0.00083849+0.00095486i,-0.0014381+0.0012838i,-0.0013246+9.3849e-05i,-0.00078888-0.00035418i,-0.00022244-0.00045937i,6.305e-05-0.00066247i,3.9988e-05-0.00011989i,0.00016361+0.00072783i,0.00011394+0.00057791i,-5.0334e-06+0.00020402i,-0.00075193-0.00015097i,-0.00071684-0.00028728i,-0.00017302-0.00011269i,-0.00037383-0.00013981i,-0.0010079-0.00070181i,-0.00041381-0.00064419i,0.00092048+8.8051e-06i,0.00064062+0.00039495i,-0.00029542+0.00078546i,0.00022446+0.0010932i,0.00033878+0.001209i
-0.0013015+0.00018629i,-0.00083344+0.00072483i,-0.00027414+0.00048947i,8.1875e-05+0.00039026i,0.00032196+0.00062057i,0.00014012+0.00042556i,-0.0007719+0.00016433i,-0.0016475+5.9022e-05i,-0.00038863+0.00057185i,0.0015138+0.0011212i,0.0014227+0.0010265i,0.0010705+7.0711e-05i,0.0012507-0.0005752i,0.00061487-0.00039598i,4.7968e-05-0.00044179i,3.583e-05+4.8618e-05i,0.00039997+0.00032472i,0.00065677+7.9965e-05i,0.00078817+0.0003939i,0.00075326+0.00056316i,0.0005241+0.00013964i,9.0654e-05+0.00055509i,7.3163e-05+0.00066052i
0.00050475+0.0020632i,0.00047397+0.0010259i,0.00097163+0.00043253i,0.00088223+0.00013262i,-0.00046111-0.00057426i,-0.0017138-0.00010144i,-0.0019085+0.00083237i,-0.00029802+0.00068767i,0.00087106+0.0013211i,0.00056886+0.0014305i,-0.00010202+4.0981e-05i,-0.0006766-0.00069243i,-0.00023807-0.00027871i,0.00022479+0.0001326i,0.0003133-0.00042456i,-0.00023201-0.00097468i,-0.00049317-0.00064825i,-0.00032313-0.00032139i,-0.00036685-0.00013828i,0.0003296+6.4827e-05i,6.0173e-05-0.00019719i,-0.00050839-0.00088524i,-0.00038062-0.000708i
0.0010678+0.00015568i,0.0010593-0.00059788i,0.00051927-0.00066054i,0.00035751-0.00022691i,0.00072223+0.00042991i,0.00021429+0.00065667i,-0.00063123+0.00057953i,-0.00093738+0.00016043i,-0.00053417-0.00022753i,0.00062516+8.3044e-05i,-0.00027974+3.4741e-05i,-0.00088822-0.00032193i,-0.0001558-0.00051769i,-6.7428e-05-0.00010493i,-0.00052174+3.0897e-05i,-0.00075355-5.433e-05i,-0.00069593+0.00027319i,-0.00050061-5.1687e-05i,-0.00037743-0.0001521i,1.7756e-05+3.843e-05i,0.00037428-0.00067084i,1.0962e-05-0.00073848i,-0.00066577-0.00026468i
0.00031621-0.00027015i,0.00067722-7.6684e-05i,0.00051237+0.00040855i,-0.00093554+0.00071333i,-0.0014682+0.00075838i,-0.00088563+0.00051525i,-0.00012166+0.00025062i,-0.00060966+0.0005459i,-0.00054745+0.00066465i,0.00042645+0.00035142i,0.00064524-0.00016522i,0.00074241-0.00019737i,0.00074357-2.2253e-05i,0.0012675-0.00066647i,0.0016835-0.00086075i,0.0007046-0.00049037i,0.00034541-0.00077287i,0.00021552-0.00093521i,-9.0165e-05-0.00064156i,0.00068876-0.00022034i,0.00095163+6.6227e-05i,0.00016346-0.00012639i,-0.00020935-0.0003256i
0.001136+0.000774i,0.00086865-7.6363e-05i,0.0012235-0.00062203i,0.0014648-0.0010594i,0.00035371-0.0014083i,-0.0015007-0.00077345i,-0.0018216+0.00036007i,-0.00062377+0.0015426i,0.00046821+0.0011407i,0.0011479+0.0003166i,0.0010462+0.00049572i,0.00033848+0.00068772i,-2.2643e-05+0.00063439i,-8.6138e-05+0.0010384i,0.00044917+0.0010938i,0.00051007+0.00034587i,0.00020545-0.000561i,-0.00027919-0.00073735i,-0.00025501-0.00066258i,5.8425e-05-0.00024219i,0.00015369-7.6124e-05i,0.00042198-8.6747e-05i,0.00024901-0.00026732i
-0.00066313+0.00071653i,-0.0015946-0.00046846i,-0.0022565-0.00089037i,-0.00083047+6.3558e-05i,1.5526e-05+0.0004942i,-0.00065505+0.00019027i,-0.0013392-2.166e-05i,-0.00059499-0.00032136i,0.00023233-0.00015375i,0.00035461+0.00025066i,0.00102+0.0003749i,0.00094837+0.00023102i,0.00047177+0.00015343i,-0.00031681+0.00054131i,-0.00065283+0.00036809i,-0.0003804-0.00019076i,-0.0001636-0.00036829i,-0.00037878-0.00013206i,-0.00049526-0.00035907i,-0.00020654-0.00028715i,7.2301e-05+0.00064827i,0.00054562+0.0010505i,0.00086204+0.00092364i
-0.0022326-0.00069355i,-0.0021384+0.0010041i,-0.0024412+0.0011967i,-0.0014243+0.0012957i,-0.00030059+0.0010415i,-0.00043116+1.6217e-05i,-0.00069269-0.00023757i,-0.00018519+0.00042672i,-0.00012747+0.00050517i,-0.0007271+0.00026411i,-0.00067432-0.00050953i,-0.00020308-0.0017989i,0.00041486-0.0012777i,0.00069549-0.00034179i,0.00091989-0.00065869i,0.00075218-0.00087431i,0.00058688-0.00032628i,0.00051268-0.00011339i,0.00068618-0.00061276i,0.00068001-0.00025707i,0.001086+0.00012563i,0.0010001-0.00038789i,7.1259e-05-0.0010843i
0.00039252-0.0013543i,-0.00082055-0.0018023i,-0.0014098-0.0015318i,-0.00211-0.0010353i,-0.002525-0.00040658i,-0.0023267+0.0010173i,-0.0018647+0.0012126i,-0.00068651+0.00030009i,-0.00023941+5.3476e-05i,-0.00046335-0.00040802i,-0.00034237-0.0012831i,-0.0003087-0.0010097i,-0.00049864-0.00052748i,-2.8425e-05-0.00044975i,0.00040226+2.8794e-05i,0.0006163+0.00043701i,0.00081812+0.00031705i,0.00053891-0.00023268i,0.00033551-0.00050233i,-1.9999e-05-0.00088264i,-0.00031217-0.0010318i,0.00029581-0.00044257i,0.00098775+0.0002246i
0.0009553-0.0002121i,-0.00018726+0.00042065i,-0.00078931+0.00041956i,-5.6978e-05+0.00030644i,0.00024449-0.00027622i,-0.00037509-0.00097126i,-0.00067904-0.00053456i,-0.00046564+0.00018613i,8.7738e-05+0.00048777i,0.00050431+0.00076676i,0.00053447+2.8469e-06i,0.00015182-0.0005669i,8.7352e-05+0.0002038i,0.00036267+0.00088934i,0.0005056+0.00094278i,0.00049086+0.00055924i,7.2905e-05+0.00072229i,0.0001626+0.00041579i,0.00042524+0.00073801i,0.00035404+0.00081143i,0.00016613-2.7263e-05i,1.145e-05-3.837e-05i,0.00015914-6.8676e-05i
-0.0016446+0.00051516i,-0.00043563+0.00092221i,0.00043379+0.0011892i,-0.00018025+0.0011235i,-0.00073033+0.00075374i,-0.0017218-0.00020218i,-0.0018346-0.00092178i,-0.00087719+0.00026042i,-0.00042149+0.0015883i,0.0003569+0.001032i,0.0012038+0.00023746i,0.00092071-0.0004349i,0.0006004-0.00010787i,0.0013406+0.00025276i,0.0012585-0.00055067i,0.0003972-0.00073832i,0.00034286-6.3236e-05i,0.00069792-5.3462e-06i,0.0013737-0.00018435i,0.0015746-6.5232e-05i,0.0006708+0.00034211i,-0.00023256+0.00041613i,0.00015293+0.00029054i
