-0.0046981-0.00051243i,-0.0026826-0.001643i,-0.0040211-0.0001045i,-0.002913+0.0015706i,-0.00047982+0.002858i,-0.00034208+0.0027875i,-0.00060814+0.0015654i,-0.00015346+0.0012587i,-0.00018265+0.0017437i,0.0004025+0.0016904i,0.0018175+0.0011675i,0.0021638+0.00092902i,0.0009721+0.0011693i,0.00033987+0.00068454i,0.00067907+0.00010839i,0.0010841-0.00013262i,0.0011062-0.00030867i,0.00072805-4.335e-05i,0.00021197-4.5942e-05i,-7.8388e-05-0.00031636i,0.00042084-6.0903e-06i,0.0006376+0.00046564i,0.00068898+0.00012154i
0.0046524-0.0089392i,0.027624+0.00096223i,0.082709+0.017447i,0.13015+0.011539i,0.10599-0.038656i,0.052637-0.085621i,0.032186-0.069055i,0.033339-0.025759i,0.027752-0.0065816i,0.0092315-0.0048183i,-0.0073021-0.0028433i,-0.011641+0.0045468i,-0.011415+0.0073337i,-0.014434+0.0047768i,-0.010933+0.0041205i,-0.0032592+0.002126i,-0.0005951-0.0005951i,0.0010898-0.002521i,0.0023012-0.0066442i,-0.00052424-0.0093289i,-0.0053226-0.0063075i,-0.0066449-0.0018522i,-0.0035455-0.00061278i
0.0077826+0.0057952i,0.00029241+0.044502i,-0.044424+0.14347i,-0.1191+0.264i,-0.16523+0.29338i,-0.14371+0.21986i,-0.062895+0.13871i,0.016046+0.081839i,0.03642+0.0373i,0.022358+0.020003i,0.022985+0.016335i,0.033407+0.0027318i,0.034199-0.0078681i,0.026147-0.0064512i,0.013208-0.0022823i,0.00391+0.0038752i,0.0039178+0.0099235i,0.0078853+0.012255i,0.0099587+0.010904i,0.0073565+0.00711i,0.0015147+0.0050035i,-0.0004181+0.0064485i,0.003228+0.0067733i
-0.0087834+0.0067543i,-0.049675+0.0075257i,-0.12074-0.0088608i,-0.15276-0.015338i,-0.07901+0.033989i,0.015125+0.091879i,0.023281+0.087686i,-0.0076057+0.055624i,-0.012408+0.031519i,0.00021044+0.015211i,0.0099464+0.0072134i,0.0091834+0.0020518i,0.0064396+0.0032043i,0.0079762+0.0050165i,0.0061998+0.0023026i,0.0037935+0.00018657i,0.0034609-0.0019736i,0.00031468-0.0024493i,-0.0025694+0.0016701i,0.0017151+0.0043421i,0.0081903+0.0036373i,0.0095622+0.0014378i,0.0068664+0.00060731i
-0.015964-0.013558i,-0.021913-0.07892i,-0.017306-0.20998i,-0.0061577-0.35559i,0.0028218-0.41298i,0.0035852-0.35035i,-0.01357-0.23229i,-0.033329-0.13031i,-0.032732-0.064085i,-0.022859-0.035709i,-0.024171-0.023678i,-0.028864-0.0082477i,-0.028844+0.00037661i,-0.023692+0.0010367i,-0.010613-0.00085787i,-0.001022-0.0070841i,-0.00086572-0.013849i,-0.0036886-0.016743i,-0.007556-0.014473i,-0.0089751-0.0073344i,-0.0052788-0.0025702i,-0.0019536-0.0040474i,-0.0035266-0.0054371i
0.018208-0.011885i,0.081217-0.019069i,0.17985-0.01139i,0.20692+0.011989i,0.085219+0.027297i,-0.038463+0.013645i,-0.030873-0.018317i,0.0082567-0.046947i,0.0020196-0.046003i,-0.01306-0.022461i,-0.01713-0.0072238i,-0.013968-0.0037657i,-0.0074417-0.0055408i,-0.0037453-0.0068952i,-0.0036763-0.0029344i,-0.0050877+0.0043522i,-0.0044785+0.010484i,0.00011289+0.0098271i,0.0028303+0.0031954i,-0.001413-0.0019396i,-0.0064477-0.0020119i,-0.0072898+0.00072722i,-0.005143+0.0011086i
0.017772+0.025887i,0.039443+0.099275i,0.071453+0.23436i,0.12812+0.35318i,0.19533+0.3675i,0.19872+0.29768i,0.1313+0.20308i,0.066618+0.129i,0.033077+0.081564i,0.021402+0.050974i,0.020134+0.032224i,0.020184+0.020183i,0.02007+0.011473i,0.015255+0.0054579i,0.0053511+0.0041769i,-0.00091998+0.0088408i,-0.0015954+0.014619i,0.0014438+0.017274i,0.0072071+0.014564i,0.0099322+0.0062859i,0.0069451-5.8684e-05i,0.004477+0.0011904i,0.0056973+0.0038355i
-0.031713+0.0065293i,-0.11902+0.018964i,-0.25538+0.0092048i,-0.32245-0.032517i,-0.23027-0.094467i,-0.094109-0.12347i,-0.050339-0.073907i,-0.039951+2.2306e-05i,-0.0016822+0.024221i,0.020327+0.0099829i,0.019778+0.0050069i,0.017418+0.0079194i,0.011672+0.0062074i,0.0060905+0.0043528i,0.0056074-0.00021396i,0.007797-0.0073658i,0.0070321-0.011516i,0.0024281-0.0099058i,-0.00086743-0.0042488i,0.00033755-0.00016732i,0.0041262+0.00079564i,0.0067751-0.0012149i,0.0066264-0.0019194i
-0.015867-0.041465i,-0.035025-0.13041i,-0.079685-0.2534i,-0.1653-0.28691i,-0.25314-0.18141i,-0.24161-0.078408i,-0.13467-0.070084i,-0.055076-0.089503i,-0.030994-0.076374i,-0.020169-0.046078i,-0.013729-0.030225i,-0.013717-0.024921i,-0.013664-0.015608i,-0.0073662-0.0052286i,-0.0017384-0.0026507i,-0.0020087-0.0061026i,-0.0015153-0.009576i,-0.0009323-0.012003i,-0.0039546-0.011674i,-0.0071253-0.0060545i,-0.0066519-0.00030578i,-0.0047404-0.00075318i,-0.0061057-0.0049359i
0.044761-0.0060031i,0.155-0.021665i,0.32472-0.040669i,0.43515-0.051906i,0.39559-0.017825i,0.271+0.047713i,0.17012+0.059882i,0.095908+0.018631i,0.022064-0.0010689i,-0.016568+0.0042595i,-0.022929-0.00014447i,-0.02336-0.0048677i,-0.01823-0.0019117i,-0.013073-5.8727e-05i,-0.014219+0.0019219i,-0.0151+0.0063978i,-0.012838+0.0085838i,-0.0083926+0.0074173i,-0.0023438+0.0046553i,-0.0004269+0.00016712i,-0.0052791-0.0028806i,-0.0092334+0.00048356i,-0.0062522+0.0043611i
0.0026222+0.053598i,0.0075436+0.15293i,0.024928+0.26314i,0.055976+0.23047i,0.062863+0.03758i,0.020745-0.084329i,-0.015826-0.027326i,-0.0034543+0.04844i,0.016485+0.046425i,0.0094398+0.024129i,0.003889+0.02243i,0.0088752+0.02275i,0.0071957+0.013786i,-0.00053564+0.0039871i,-0.0019524+0.00091932i,0.0026252-0.00063328i,0.00092387-0.0019352i,-0.0052862+0.0028364i,-0.0053507+0.0076007i,-0.0010533+0.0059023i,0.00074569+0.0023988i,0.00070042+0.0028306i,0.0042509+0.0062339i
-0.049654-0.0036124i,-0.16579-0.0028127i,-0.33976+0.040453i,-0.44816+0.15575i,-0.40421+0.24927i,-0.27517+0.1984i,-0.1671+0.081233i,-0.091677+0.024762i,-0.02908+0.011395i,0.0085624+0.0049733i,0.023956+0.0060697i,0.02916+0.0039582i,0.023388-0.003405i,0.018722-0.0032103i,0.020926-0.001244i,0.02093-0.0039686i,0.019278-0.0065787i,0.014493-0.007643i,0.0055252-0.0066675i,0.0021998-0.0019921i,0.0079467+0.0012324i,0.011956-0.0029582i,0.0063601-0.0081857i
0.011984-0.057723i,0.035113-0.16273i,0.064482-0.29098i,0.10474-0.29288i,0.1936-0.13984i,0.27403-0.028187i,0.22401-0.054202i,0.090645-0.075343i,0.018967-0.032933i,0.011833-0.012136i,0.00012186-0.014717i,-0.0082868-0.0062245i,0.001051+0.0023323i,0.0084762+0.0032211i,0.0028152+0.0027475i,-0.0035927+0.0075729i,0.0014696+0.012329i,0.010481+0.0078629i,0.011456+0.00015258i,0.0081758-0.0021469i,0.0064602-0.0011515i,0.0046669-0.0019592i,0.00043637-0.0043732i
0.049662+0.015253i,0.15446+0.025514i,0.28433-0.034198i,0.30292-0.22654i,0.15858-0.4142i,0.0094045-0.37754i,-0.014107-0.18812i,0.018683-0.071611i,0.011099-0.049128i,-0.018208-0.028411i,-0.027224-0.0044447i,-0.026474+0.007985i,-0.027061+0.016092i,-0.02636+0.016679i,-0.020398+0.01236i,-0.013299+0.0075948i,-0.011475+0.0042758i,-0.011196+0.0036644i,-0.0064582+0.0025614i,-0.0030966-0.00028112i,-0.0057808-0.0008036i,-0.0073804+0.0043506i,-0.0015891+0.0081323i
-0.030331+0.044542i,-0.079916+0.15296i,-0.13451+0.30075i,-0.18871+0.39141i,-0.27468+0.37944i,-0.32908+0.31436i,-0.24+0.23383i,-0.10401+0.13i,-0.044811+0.052111i,-0.01867+0.027941i,0.0053217+0.0067077i,0.0026873-0.018882i,-0.012732-0.024978i,-0.015066-0.018241i,-0.0078114-0.012375i,-0.0042589-0.014218i,-0.0089331-0.018086i,-0.012981-0.013882i,-0.01006-0.007908i,-0.0070436-0.0057709i,-0.006016-0.003817i,-0.0049897-0.0026643i,-0.0031553-0.00046737i
-0.029686-0.03816i,-0.1076-0.086904i,-0.18663-0.059949i,-0.11706+0.12003i,0.12245+0.29716i,0.29006+0.2592i,0.22276+0.096968i,0.086345+0.032869i,0.042193+0.041898i,0.038183+0.017713i,0.021079-0.0082515i,0.017955-0.0097598i,0.033726-0.013795i,0.036627-0.022661i,0.017906-0.022523i,0.0009998-0.012495i,-0.00077427-0.0034346i,0.0027152+0.0015243i,0.0041567+0.0056921i,0.0043995+0.0061152i,0.0029196+0.0043938i,0.0011517+0.002892i,-6.1695e-05+0.00022937i
0.036091-0.031557i,0.10287-0.11577i,0.16022-0.27822i,0.1337-0.44679i,0.083293-0.51409i,0.072458-0.43769i,0.062325-0.26828i,0.053527-0.12912i,0.03657-0.073372i,-0.0043621-0.036144i,-0.02212+0.015659i,-0.0065082+0.046357i,0.001873+0.048724i,-0.0015983+0.042753i,0.001058+0.034168i,0.0076632+0.024944i,0.0094108+0.018985i,0.0062331+0.014583i,0.00043066+0.012469i,-0.0052996+0.011097i,-0.0077866+0.0099934i,-0.003911+0.0096146i,0.0040725+0.0062981i
0.019147+0.051158i,0.071051+0.11178i,0.10301+0.14258i,0.0086043+0.056938i,-0.21189-0.031547i,-0.33517+0.022772i,-0.24011+0.094721i,-0.11979+0.06411i,-0.084166+0.024191i,-0.054286+0.031549i,-0.016063+0.029935i,-0.011382+0.0040516i,-0.034407-0.0060628i,-0.040451+0.0073913i,-0.018509+0.017395i,0.001293+0.009287i,0.003514-0.0042098i,-0.0012614-0.010541i,-0.0041821-0.014131i,-0.0051121-0.015056i,-0.0033747-0.014405i,-0.0027511-0.014015i,-0.0042566-0.0080505i
-0.049915+0.030401i,-0.12868+0.091825i,-0.16748+0.189i,-0.06029+0.29105i,0.11411+0.31584i,0.17512+0.1899i,0.099777+0.035993i,0.013984+0.0019713i,0.011707+0.029256i,0.045396+0.0034656i,0.039385-0.045497i,0.017034-0.054419i,0.021392-0.043198i,0.02825-0.043517i,0.015444-0.043559i,0.00080787-0.031732i,-0.0010895-0.018511i,0.0029843-0.010628i,0.0074893-0.005937i,0.015352-0.0044049i,0.019447-0.0064673i,0.013428-0.0095882i,0.0018261-0.0097829i
-0.018027-0.071552i,-0.037511-0.18507i,-0.047033-0.25706i,-0.017413-0.19684i,0.055931-0.12142i,0.11357-0.11797i,0.11126-0.11888i,0.099498-0.098445i,0.080559-0.089778i,0.036152-0.072211i,0.0038206-0.030278i,0.0019012+0.0098429i,0.013722+0.024745i,0.016738+0.018558i,0.0071112+0.0065754i,-0.00096301+0.0018099i,0.00058434+0.0049865i,0.0057075+0.0071096i,0.0045529+0.0066208i,-0.0012129+0.0077255i,-0.0033249+0.012252i,0.0014854+0.013861i,0.006774+0.0067296i
0.080708-0.034835i,0.19817-0.026589i,0.24989-0.044153i,0.11301-0.078266i,-0.065141-0.018501i,-0.094651+0.12381i,-0.026286+0.17696i,-0.0035231+0.1128i,-0.041563+0.053374i,-0.064901+0.052514i,-0.048755+0.064138i,-0.028204+0.047815i,-0.028826+0.021208i,-0.035234+0.013528i,-0.028209+0.020038i,-0.017949+0.019656i,-0.017347+0.012466i,-0.015755+0.0046561i,-0.010855-0.0024632i,-0.010677-0.0041776i,-0.010269-0.0013104i,-0.0059329+0.0017035i,-0.00052014+0.0040625i
-0.0080385+0.11833i,-0.050409+0.26003i,-0.083174+0.33215i,-0.021099+0.21588i,0.053159+0.0085538i,0.027985-0.10396i,-0.047895-0.077871i,-0.077425+0.0063863i,-0.042552+0.054749i,-0.0050361+0.041912i,0.0034309+0.0087388i,0.006903-0.012286i,0.01384-0.020936i,0.013809-0.021623i,0.0076696-0.013673i,0.0060479-0.0009496i,0.0070849+0.003885i,0.0015994+0.0026334i,0.0023437+0.004264i,0.009792+0.0017791i,0.0092602-0.0052282i,0.0031378-0.0044128i,0.0023903+0.0021642i
-0.1555-0.046848i,-0.31327-0.13764i,-0.37208-0.20819i,-0.28431-0.17705i,-0.19297-0.13392i,-0.16976-0.14808i,-0.11722-0.13699i,-0.021636-0.1109i,0.027805-0.09732i,0.037056-0.070432i,0.038504-0.042199i,0.021476-0.019221i,0.0026047+0.0046902i,0.0024091+0.014337i,0.012074+0.0077905i,0.018618-0.0024324i,0.018927-0.0058142i,0.016244-0.00073488i,0.008763+0.0053916i,-0.0022642+0.0051966i,-0.011416+0.0046718i,-0.011635+0.0074816i,-0.0057574+0.0063178i
0.13166-0.16626i,0.2888-0.33204i,0.33775-0.35654i,0.17805-0.13681i,0.035669+0.18974i,0.097194+0.36897i,0.19187+0.2792i,0.14438+0.10799i,0.043446+0.038727i,-0.0005858+0.037782i,-0.0071012+0.032644i,-0.0098698+0.020569i,-0.011829+0.015264i,-0.011482+0.015102i,-0.0085349+0.0058816i,-0.015059-0.0086978i,-0.026906-0.009312i,-0.026768-0.0026194i,-0.017178-0.0041004i,-0.01046-0.0050264i,-0.0072772-0.0028773i,-0.0067074-0.0037798i,-0.0089473-0.0045609i
0.1456+0.2149i,0.26189+0.44161i,0.32362+0.51346i,0.3073+0.31844i,0.27104+0.071i,0.19999-0.060466i,0.073922-0.061412i,-0.0023083+0.020099i,0.0063517+0.060379i,-0.0034532+0.029i,-0.034484+0.0079478i,-0.028353+0.0074363i,-0.0075075+9.2634e-06i,-0.00070772-0.0082377i,-0.0043919-0.0083985i,-0.0068384-0.001468i,-0.0019281-0.0003715i,0.0016705-0.0064322i,0.0034077-0.0021396i,0.0093263+0.0064752i,0.016566+0.0043486i,0.017539-0.0036193i,0.013327-0.008113i
-0.30031+0.063039i,-0.55792+0.08592i,-0.62154+0.059472i,-0.40748-0.083326i,-0.22875-0.3172i,-0.25034-0.42841i,-0.2699-0.32211i,-0.18752-0.17911i,-0.096978-0.11164i,-0.041369-0.077089i,-0.0063943-0.049458i,0.0061902-0.039362i,0.00092765-0.042062i,-0.0035559-0.033045i,0.00039362-0.0099361i,0.013234+0.0061704i,0.026986+0.0073736i,0.02784+0.003271i,0.014687-6.0426e-05i,0.0022409-0.0036493i,-0.0015326-0.0041518i,-0.0022342-0.0029102i,-0.0053134-0.00064951i
0.078756-0.32519i,0.11825-0.60587i,0.062127-0.69466i,-0.081622-0.46012i,-0.13059-0.10695i,-0.013521+0.10975i,0.11039+0.12401i,0.10607+0.04357i,0.032537+0.011555i,0.018803+0.02305i,0.036679+0.016662i,0.033689+0.014146i,0.027357+0.022246i,0.013863+0.01819i,-0.0035483+0.0062864i,-0.017477-0.0043109i,-0.029843-0.0053973i,-0.030064-0.0011297i,-0.017734-0.0052369i,-0.0063607-0.010016i,-0.0043073-0.0068963i,-0.0066517-0.0016353i,-0.0077526+0.00025365i
0.26041+0.22952i,0.50967+0.38495i,0.60376+0.39535i,0.43022+0.31505i,0.20194+0.30809i,0.12301+0.32276i,0.12948+0.25988i,0.12547+0.16548i,0.10392+0.081724i,0.047216+0.028513i,-0.0062141+0.021586i,-0.019456+0.029495i,-0.017372+0.02924i,-0.013295+0.022023i,-0.0067409+0.012715i,-0.0014254+0.0065666i,0.0029283+0.0020588i,0.0073124-0.0027182i,0.0098699-0.0034513i,0.0059412+0.0012411i,0.00098588+0.0054269i,0.0043933+0.0071174i,0.016315+0.0031129i
-0.30419+0.089671i,-0.4827+0.25629i,-0.40157+0.40086i,-0.089838+0.34373i,0.094499+0.13092i,0.023113-0.029935i,-0.088244-0.08039i,-0.10657-0.078183i,-0.079957-0.062982i,-0.053384-0.037018i,-0.026067-0.014943i,-0.0072259-0.019371i,0.0037682-0.033533i,0.017852-0.029151i,0.027288-0.0092926i,0.0321+0.0084484i,0.034368+0.015782i,0.028691+0.020667i,0.016283+0.024233i,0.0060424+0.017881i,0.0025584+0.0082012i,0.00070471+0.0025598i,-0.0050483+0.0020208i
0.058389-0.2634i,-0.016178-0.4622i,-0.18136-0.49844i,-0.21346-0.36904i,-0.028141-0.26726i,0.13277-0.2428i,0.13168-0.1923i,0.058775-0.10117i,0.014546-0.0075169i,0.030564+0.037858i,0.045344+0.027657i,0.028286+0.028751i,0.014534+0.051535i,0.0076893+0.047641i,-0.0023262+0.014051i,-0.017383-0.011809i,-0.034516-0.014567i,-0.041738-0.0097603i,-0.032628-0.006547i,-0.012335-0.0049013i,0.00083224-0.0053293i,0.0011055-0.0050356i,-0.0036118-0.0030391i
0.10703+0.19861i,0.21076+0.21407i,0.17929+0.070449i,-0.061264-0.058188i,-0.29471-0.032192i,-0.30248+0.045532i,-0.17703+0.083674i,-0.05593+0.079837i,0.014236+0.036599i,0.0083635-0.0027053i,-0.021418-0.0081624i,-0.040174-0.011086i,-0.064468-0.016465i,-0.073954-0.0069583i,-0.052073+0.0054568i,-0.021901+0.0019673i,0.001673-0.0095061i,0.02029-0.018143i,0.025408-0.025131i,0.011373-0.022187i,-0.0019047-0.0097028i,0.00042447-8.3858e-05i,0.013118-0.00023759i
-0.16952-0.084879i,-0.24627-0.061006i,-0.1811+0.02305i,-0.065432+0.11137i,-0.036853+0.1947i,-0.05808+0.20628i,-0.059392+0.10618i,-0.057418+0.0098766i,-0.049858-0.026705i,-0.038842-0.028376i,-0.023523-0.012378i,0.01039-0.02002i,0.038306-0.050491i,0.040621-0.051349i,0.026683-0.022159i,0.015493+0.0019437i,0.0095434+0.0092472i,-0.00075248+0.01647i,-0.0077763+0.025483i,-0.0071733+0.020581i,-0.0067769+0.0090706i,-0.0079749+0.0015435i,-0.0097927-0.00017233i
0.18652-0.067205i,0.25651-0.17571i,0.22983-0.27739i,0.21055-0.29404i,0.25633-0.25884i,0.28684-0.21051i,0.25847-0.13963i,0.1831-0.058711i,0.10426+0.017756i,0.057066+0.048357i,0.02296+0.04133i,0.0032787+0.05456i,0.010195+0.070373i,0.016752+0.048951i,0.0064664+0.0099601i,-0.014273-0.005545i,-0.029812-6.6805e-05i,-0.033263-0.0024945i,-0.030593-0.0078461i,-0.019052-0.0031292i,-0.0049793-0.00089978i,-0.0011198-0.0022964i,-0.0020342-0.0015615i
-0.030757+0.11788i,0.10387+0.15971i,0.28308+0.076724i,0.20745-0.10065i,-0.096219-0.18661i,-0.25324-0.083103i,-0.18173+0.042099i,-0.077223+0.059603i,-0.0453+0.015962i,-0.044862-0.017402i,-0.040729-0.031635i,-0.042594-0.037365i,-0.052973-0.039317i,-0.058186-0.027476i,-0.039199-0.0011122i,-0.0053346+0.010544i,0.02279+0.0088264i,0.044854+0.0081863i,0.053953+0.00068647i,0.038745-0.0069644i,0.017218-0.0034831i,0.0079007+0.0056025i,0.0073437+0.011935i
-0.02173-0.05893i,-0.085649+0.09147i,-0.11171+0.34798i,-0.010045+0.45127i,0.12103+0.35562i,0.11745+0.23141i,0.036517+0.13242i,-0.037314+0.035046i,-0.07156-0.012456i,-0.038766-0.0066565i,0.021055-0.0070904i,0.053914-0.024054i,0.063514-0.025617i,0.069559-0.015559i,0.058614-0.013165i,0.030698-0.015744i,-0.00011342-0.018959i,-0.028928-0.011996i,-0.037016+0.0063786i,-0.021293+0.012323i,-0.0077398+0.0048427i,-0.0061304-1.7056e-05i,-0.0098684+0.0037115i
-0.081456+0.096631i,-0.30468+0.088013i,-0.48813+0.077111i,-0.31951+0.097966i,0.042536-0.025547i,0.17011-0.25453i,0.070095-0.281i,0.020077-0.12972i,0.027606-0.020071i,-0.0023118+0.02859i,-0.029586+0.066615i,-0.026945+0.089887i,-0.009482+0.082971i,0.0046348+0.049108i,0.0078061+0.010175i,0.0043845-0.0092321i,0.0048148-0.0086575i,0.012302-0.0077463i,0.012297-0.0088634i,0.0088694-0.003286i,0.0087833+0.0016144i,0.0028079-0.0018228i,-0.0052304-0.0083872i
-0.010012-0.1883i,0.11484-0.33105i,0.20289-0.42919i,0.0024808-0.39106i,-0.26433-0.19795i,-0.24374-0.0015868i,-0.071862+0.041243i,0.011256-0.013725i,0.0088712-0.061034i,-0.014567-0.08119i,-0.033124-0.077829i,-0.035914-0.062995i,-0.038637-0.046308i,-0.055532-0.015168i,-0.055376+0.026792i,-0.024124+0.043157i,-0.0020423+0.034101i,0.0044187+0.027507i,0.00914+0.017533i,0.0031457+0.0039765i,-0.0045299-0.002629i,0.00073982-0.0072934i,0.011266-0.016884i
0.24897+0.071299i,0.36901+0.16408i,0.33511+0.18679i,0.17209+0.16176i,0.079149+0.25682i,0.14489+0.35009i,0.21529+0.22426i,0.15336+0.041829i,0.089951-0.015364i,0.098803-0.02358i,0.086571-0.031646i,0.043662-0.018335i,0.0075465+0.0086659i,-0.0047651+0.022714i,-0.0089651+0.014117i,-0.019069+0.0004095i,-0.026102-0.016954i,-0.037838-0.035069i,-0.048553-0.029352i,-0.038954-0.012081i,-0.020956-0.008773i,-0.0069738-0.0085191i,0.0053647-0.0016695i
-0.33497-0.073888i,-0.60163-0.24532i,-0.68918-0.37127i,-0.44291-0.29454i,-0.11949-0.1816i,-0.049195-0.15106i,-0.14006-0.063586i,-0.1075+0.05036i,-0.0060538+0.058258i,0.015711+0.024166i,-0.0031745+0.018761i,-0.017011+0.017558i,-0.017505+0.0084017i,0.00010126-0.0076463i,0.017016-0.032509i,0.0093312-0.042227i,0.0052967-0.015035i,0.028283+0.011524i,0.040859+0.0001161i,0.025237-0.016161i,0.0075082-0.0079965i,-0.0017028+0.0037336i,-0.011693+0.0086411i
0.3054-0.036857i,0.50043-0.064954i,0.52965-0.075443i,0.31317-0.15096i,-0.0039938-0.24073i,-0.24598-0.22297i,-0.28356-0.12579i,-0.18478-0.065926i,-0.11517-0.031569i,-0.054977-0.0031937i,0.013902-0.0341i,0.033919-0.080269i,0.020383-0.07312i,0.007496-0.031645i,0.0092313+0.012067i,0.026647+0.036304i,0.027282+0.039135i,0.0080313+0.040546i,0.0024461+0.037972i,0.0028385+0.02608i,-0.0014414+0.018697i,0.0050924+0.012261i,0.01163-0.0089739i
-0.045298+0.33449i,-0.073502+0.66598i,-0.063766+0.7488i,-0.085223+0.473i,-0.15128+0.17084i,-0.088086+0.06273i,0.049311+0.033301i,0.049214+0.056464i,0.010893+0.11573i,-0.0090801+0.13411i,-0.034791+0.15368i,-0.01854+0.14867i,-0.01099+0.076732i,-0.031341+0.015593i,-0.041965-0.0141i,-0.04807-0.029177i,-0.03131-0.037979i,-0.010508-0.059857i,-0.024963-0.059237i,-0.035766-0.025191i,-0.022706-0.007024i,-0.005995-0.0028267i,0.021513+0.016917i
-0.047952-0.46574i,-0.046905-0.92195i,-0.049647-1.1598i,-0.14009-0.82644i,-0.17627-0.20824i,0.016786+0.10942i,0.2094+0.012526i,0.17584-0.13272i,0.06338-0.10796i,0.028242-0.025545i,0.02753+0.014743i,0.023583+0.032247i,0.030575+0.04288i,0.033065+0.038486i,0.019253+0.025394i,-0.0095152+0.012051i,-0.041268+0.015821i,-0.040622+0.044112i,-0.00029819+0.051266i,0.038363+0.024439i,0.048096+0.0029989i,0.036858-0.0023554i,0.0099183-0.0043368i
0.26422+0.085233i,0.48279+0.038063i,0.58484-0.10893i,0.56697-0.22588i,0.58362-0.21955i,0.65482-0.19167i,0.6262-0.23644i,0.41948-0.27523i,0.14059-0.20375i,-0.027065-0.056415i,-0.045958+0.044258i,-0.0035854+0.051214i,0.0063198-0.0023094i,-0.028055-0.020078i,-0.012884+0.027078i,0.060204+0.044282i,0.082113+0.012619i,0.052847+0.00085062i,0.037052+0.0066606i,0.024432+0.010317i,0.0008687+0.01797i,-0.0097544+0.026852i,0.0039315+0.029622i
-2.7037+7.7447i,-0.96287+6.1938i,2.0414+5.592i,4.2164+2.5936i,4.2835-0.75789i,2.3886-2.2684i,0.37567-1.3379i,-0.29965+0.25127i,0.27189+1.0876i,1.2984+0.74802i,1.6467-0.39787i,1.2186-1.3378i,0.72505-1.5028i,0.62256-1.0423i,0.86702-0.69075i,0.71217-0.58519i,0.19237-0.32648i,-0.058917-0.12572i,-0.10403-0.19578i,-0.086444-0.23633i,0.069224-0.23136i,0.21197-0.36948i,0.12392-0.48949i
0.39227-0.049754i,0.7857-0.20528i,0.98999-0.31194i,0.67222-0.26114i,0.12681-0.033472i,-0.0038708+0.17064i,0.19995+0.11267i,0.21123-0.047753i,0.078842-0.082418i,0.034292-0.039587i,0.031976+0.016229i,0.031141+0.057534i,0.026791+0.036616i,0.0092747-0.020611i,-0.0023598-0.070824i,-0.018918-0.096766i,-0.051781-0.078349i,-0.058518-0.02551i,-0.018771+0.0062114i,0.021238+0.0024298i,0.024718-0.0025328i,0.011563-0.0027356i,-0.0012642-0.013186i
-0.088228+0.10588i,-0.040313+0.054738i,0.021408-0.067367i,-0.015843-0.081652i,-0.020191+0.010232i,0.13077-0.064217i,0.18213-0.26145i,0.064878-0.22051i,0.0096727-0.022327i,0.024831+0.066505i,0.036071+0.068661i,0.062269+0.033282i,0.054322-0.018878i,0.0070179-0.022081i,-0.017649-0.0021251i,-0.019525+0.0059065i,-0.0059378+0.02137i,0.020308+0.025249i,0.027738+0.0025547i,0.0098808-0.0098537i,0.0006712-0.0036608i,0.011947+0.0020398i,0.027641+0.013186i
-0.18395-0.3506i,-0.52603-0.5099i,-0.75525-0.43151i,-0.50417-0.19825i,-0.072242-0.11713i,-0.019827-0.22358i,-0.18013-0.21971i,-0.15736-0.093749i,-0.01929-0.032106i,0.046214-0.037186i,0.04572-0.026895i,0.038642-0.00068594i,0.040401+0.010803i,0.052035+0.0096976i,0.068274+0.0098991i,0.070463+0.0078086i,0.040168-0.0031613i,0.00041602-0.0019867i,-0.0044002+0.016039i,0.023875+0.015127i,0.03691-0.0075543i,0.016613-0.018753i,-0.0075605-0.0089059i
0.13847+0.36129i,0.39964+0.63775i,0.61749+0.6738i,0.4714+0.3581i,0.075463+0.0073928i,-0.18705-0.1473i,-0.28894-0.21518i,-0.33277-0.196i,-0.26277-0.073787i,-0.10953-0.0029399i,-0.0010842-0.015815i,0.032566-0.047247i,0.018106-0.065204i,-0.0008198-0.052975i,0.0016493-0.028922i,0.011706-0.011119i,0.019775-0.0017244i,0.022823-0.0014165i,0.023111-0.0045289i,0.019723-0.0099342i,0.01168-0.014039i,0.0052942-0.014222i,0.0046333-0.014331i
-0.10147-0.33258i,-0.23091-0.59421i,-0.3912-0.66502i,-0.43534-0.36119i,-0.2963+0.058908i,-0.11819+0.29636i,-0.026043+0.37105i,0.019825+0.34143i,0.028979+0.22715i,-0.0012321+0.12526i,-0.0055081+0.056589i,0.0071029+0.0010083i,0.0033438-0.0089657i,-0.015984+0.0070373i,-0.041476+0.019619i,-0.049677+0.027492i,-0.041336+0.024224i,-0.034536+0.013634i,-0.035063+0.0042019i,-0.034672+0.0095275i,-0.021703+0.021958i,-0.0064353+0.016756i,-0.0035978+0.0011718i
0.027373+0.11876i,-0.13618+0.19691i,-0.31482+0.30842i,-0.23593+0.40533i,-0.0055918+0.34953i,0.099536+0.12915i,0.14149-0.065969i,0.19817-0.15657i,0.19308-0.16243i,0.13698-0.11074i,0.057813-0.052414i,-0.01431+0.0044693i,-0.024157+0.047139i,0.007711+0.052985i,0.024059+0.033401i,0.019171+0.013459i,0.02162-0.0033909i,0.02137-0.021457i,0.0010695-0.018254i,-0.0077577+0.0064612i,0.0034023+0.018719i,0.0072441+0.015277i,0.0044064+0.0088993i
