-0.0046981-0.00051243i,-0.0026826-0.001643i,-0.0040211-0.0001045i,-0.002913+0.0015706i,-0.00047982+0.002858i,-0.00034208+0.0027875i,-0.00060814+0.0015654i,-0.00015346+0.0012587i,-0.00018265+0.0017437i,0.0004025+0.0016904i,0.0018175+0.0011675i,0.0021638+0.00092902i,0.0009721+0.0011693i,0.00033987+0.00068454i,0.00067907+0.00010839i,0.0010841-0.00013262i,0.0011062-0.00030867i,0.00072805-4.335e-05i,0.00021197-4.5942e-05i,-7.8388e-05-0.00031636i,0.00042084-6.0903e-06i,0.0006376+0.00046564i,0.00068898+0.00012154i
-0.054244+0.10657i,0.087509+0.39153i,0.41527+0.64146i,0.64973+0.46397i,0.58825+0.013816i,0.34072-0.24231i,0.077468-0.27181i,-0.096494-0.19583i,-0.12119-0.10869i,-0.061651-0.092111i,-0.0012337-0.086611i,0.053694-0.060789i,0.073744-0.060253i,0.050152-0.070033i,0.028812-0.061535i,0.02502-0.039502i,0.021642-0.0066208i,0.022888+0.024348i,0.037215+0.024129i,0.040064-0.0037184i,0.024184-0.019232i,0.012108-0.012297i,0.0046906+0.0014556i
0.16276-0.12979i,0.17983-0.48118i,0.0094256-0.81794i,-0.22222-0.76084i,-0.33249-0.43138i,-0.36473-0.14373i,-0.34063+0.094837i,-0.20332+0.21157i,-0.080834+0.15511i,-0.059364+0.094816i,-0.04919+0.071988i,-0.040049+0.035939i,-0.035618+0.027141i,-0.0093725+0.02733i,0.0072+0.0021609i,0.0068955-0.023308i,0.0077835-0.040152i,0.0029254-0.046115i,-0.0065186-0.031247i,-0.0081747-0.006575i,-0.0050418+0.0042401i,-0.0057438-0.00045832i,-0.0072078-0.0043997i
-0.19095+0.18081i,-0.27023+0.45557i,-0.19922+0.64564i,-0.065947+0.52642i,-0.025048+0.28148i,-0.0011402+0.15401i,0.084735+0.057898i,0.095637-0.040101i,0.03602-0.036677i,0.021604+0.0027626i,0.018093+0.0027851i,0.006603+0.0042249i,0.013646+0.0038872i,0.016844+0.00044641i,0.01078+0.014539i,0.0017754+0.032039i,-0.0095026+0.040416i,-0.013855+0.034965i,-0.01714+0.01808i,-0.028383+0.0063017i,-0.031727+0.0092519i,-0.020132+0.013459i,-0.01105+0.0071998i
0.24918-0.14018i,0.38733-0.27587i,0.36817-0.33113i,0.21949-0.20261i,0.14696+0.022276i,0.19158+0.15062i,0.19076+0.13781i,0.12871+0.083505i,0.099945+0.040771i,0.095474-0.012374i,0.064539-0.056306i,0.018018-0.05552i,-0.012464-0.029236i,-0.021634-0.010293i,-0.01449+0.0015105i,-0.0015172+0.0097993i,0.0035438+0.011234i,-0.000559+0.0095977i,-0.0040404+0.011867i,0.0033471+0.013542i,0.011896+0.002506i,0.0059396-0.012323i,-0.0068762-0.016317i
-0.23022+0.039871i,-0.35036+0.02012i,-0.32766-0.019283i,-0.19701-0.048209i,-0.13994-0.13206i,-0.20161-0.25339i,-0.266-0.24769i,-0.2185-0.13195i,-0.12358-0.06386i,-0.10018-0.022729i,-0.08745+0.042981i,-0.038959+0.056044i,-0.014553+0.013509i,-0.014143-0.007207i,-0.012017-0.0062054i,-0.0090701-0.0051946i,0.003926-0.0028489i,0.022821-0.0043685i,0.030926-0.013213i,0.026284-0.023262i,0.016597-0.019787i,0.011767-0.0015593i,0.018369+0.016805i
0.12291+0.018145i,0.14021+0.12749i,0.083491+0.26972i,0.040636+0.29575i,0.067066+0.2645i,0.11747+0.28301i,0.15618+0.23879i,0.098206+0.10924i,-0.015956+0.048109i,-0.028215+0.04834i,0.018682+0.0085712i,0.021474-0.020821i,0.012535+0.0022455i,0.010604+0.01906i,0.00025979+0.009997i,-0.010454-0.0069549i,-0.026437-0.019661i,-0.045997-0.014375i,-0.050444+0.0059955i,-0.039246+0.020904i,-0.026031+0.01907i,-0.015841+0.0036295i,-0.0078667-0.016327i
-0.025456+0.0065358i,0.010516-0.12426i,0.059027-0.31247i,0.039139-0.34555i,0.0028602-0.26706i,-0.0086727-0.25376i,-0.048958-0.22149i,-0.037318-0.088412i,0.041763+0.0048236i,0.059404-0.00049966i,0.014254-0.013719i,-0.011034-0.0085959i,-0.011135-0.007793i,-0.0029564-0.012118i,0.0062747-0.010748i,0.013501+0.0038632i,0.028382+0.021082i,0.0468+0.020972i,0.051529+0.0036773i,0.041898-0.0085663i,0.028548-0.0040231i,0.013918+0.0076472i,-0.0020154+0.01721i
-0.029977-0.048264i,-0.12419+0.078429i,-0.18579+0.30614i,-0.1143+0.39011i,-0.042501+0.29475i,-0.049471+0.22348i,-0.0065768+0.18261i,0.063985+0.086454i,0.082906-0.0063788i,0.073221-0.031749i,0.057619-0.011074i,0.045932+0.010761i,0.041981+0.011642i,0.030195+0.0027096i,0.011263-0.002372i,-0.00018279-0.0049259i,-0.0081355-0.015246i,-0.023187-0.02616i,-0.032811-0.024722i,-0.028786-0.020517i,-0.019233-0.018702i,-0.0077772-0.017629i,0.00078287-0.012474i
0.065498+0.1008i,0.19511+0.036347i,0.26983-0.1225i,0.22125-0.16662i,0.17885-0.068615i,0.15955-0.0019308i,0.067187+0.014247i,-0.024789+0.032699i,-0.049953+0.030919i,-0.045624+0.011282i,-0.022158-0.011982i,-0.0053836-0.039799i,-0.013722-0.046125i,-0.014524-0.02781i,-0.0010631-0.013409i,0.0056611-0.0083114i,0.0074663+0.0033946i,0.014273+0.016097i,0.019528+0.021217i,0.021415+0.023338i,0.021302+0.017234i,0.012282+0.006455i,-0.00029931-0.00063185i
-0.10797-0.13034i,-0.246-0.1014i,-0.29012+0.021846i,-0.17393+0.027215i,-0.067134-0.13253i,-0.065229-0.262i,-0.075978-0.25064i,-0.073018-0.17435i,-0.080532-0.093028i,-0.071587-0.029772i,-0.055888+0.0043405i,-0.042601+0.031912i,-0.014038+0.047375i,0.0070479+0.037419i,0.0016872+0.022339i,-0.0059594+0.017017i,-0.0047847+0.01149i,-0.0042387+0.0029705i,-0.0054152-0.00067088i,-0.0090165-0.0031161i,-0.011433-0.0035646i,-0.0068038-0.00046837i,-0.00094786+0.0013303i
0.12194+0.18341i,0.24817+0.20984i,0.26736+0.096808i,0.1008+0.0061809i,-0.1004+0.093767i,-0.15703+0.23865i,-0.10452+0.25611i,-0.04237+0.17096i,-0.0094852+0.083676i,0.0080143+0.03741i,0.028238+0.011516i,0.027042-0.011791i,-0.0026935-0.016444i,-0.018791-0.0059764i,-0.0063594-0.003158i,0.0050147-0.01086i,0.0014934-0.014227i,-0.0046401-0.0096876i,-0.0057139-0.006104i,-0.0051374-0.0035677i,-0.0030157-0.0011677i,9.2819e-06-0.0027471i,-4.549e-05-0.0076401i
-0.11886-0.24426i,-0.22343-0.33508i,-0.23697-0.23533i,-0.099668-0.051407i,0.072666-0.031219i,0.15233-0.11913i,0.15256-0.13946i,0.12525-0.080999i,0.1141-0.013664i,0.092558-0.0016444i,0.034709-0.0069611i,0.0073246+0.007656i,0.024272+0.0022218i,0.027019-0.011796i,0.012611-0.0077372i,0.0062003-0.00062246i,0.0087079-0.00056756i,0.010113-0.0050584i,0.0062507-0.0047966i,0.0032412+0.0035235i,0.0020519+0.013052i,0.0003438+0.018057i,0.0029224+0.01804i
0.11325+0.27469i,0.19695+0.43203i,0.18845+0.38412i,0.054226+0.21205i,-0.095649+0.17251i,-0.16207+0.22434i,-0.13627+0.21795i,-0.06795+0.13438i,-0.029326+0.029882i,-0.029165-0.014647i,-0.016354-0.014781i,-0.0090539-0.024214i,-0.020776-0.021851i,-0.016098-0.0097803i,-0.0048395-0.0048587i,-0.0029463+0.0042197i,-0.0044432+0.014056i,-0.0091458+0.017477i,-0.014456+0.01763i,-0.014342+0.0094924i,-0.011243-0.0072086i,-0.010894-0.017089i,-0.011426-0.014062i
-0.098466-0.29126i,-0.19465-0.46815i,-0.18599-0.41701i,-0.027208-0.19285i,0.1767-0.08914i,0.26425-0.16037i,0.15667-0.23019i,-0.012917-0.17196i,-0.077093-0.050971i,-0.039036+0.011702i,0.0022372+0.020654i,0.01684+0.02633i,0.016273+0.025183i,0.0014978+0.019158i,-0.011358+0.015194i,-0.013267+0.0095611i,-0.0067401+0.003557i,0.010757-0.0008361i,0.031228-0.0087717i,0.036007-0.017753i,0.023894-0.012225i,0.013061-0.00017134i,0.0066331+0.0032421i
0.10497+0.29361i,0.18513+0.47838i,0.18362+0.42857i,0.078888+0.15639i,-0.067849-0.056551i,-0.16624-0.065042i,-0.1404+0.032552i,-0.037665+0.07762i,0.015829+0.042688i,-0.0099688+0.015445i,-0.035702+0.014855i,-0.028632+0.010334i,-0.008251+0.0023938i,0.0097205-0.011677i,0.013089-0.024203i,0.010086-0.023457i,0.005506-0.018737i,-0.0086372-0.015092i,-0.026068-0.0062807i,-0.030551+0.008343i,-0.018934+0.015519i,-0.0060217+0.01066i,0.0017469+0.0041229i
-0.095273-0.29093i,-0.1592-0.48493i,-0.16823-0.45024i,-0.11628-0.18286i,-0.056481+0.033329i,-0.019351+0.079051i,0.016438+0.040384i,0.0392-0.0074358i,0.040858-0.020015i,0.050774-0.01952i,0.04918-0.034456i,0.024081-0.043127i,-0.00064709-0.030227i,-0.014113-0.0046865i,-0.012839+0.012531i,-0.0098462+0.010772i,-0.0096116+0.0059465i,-0.003181+0.0078523i,0.004845+0.0082727i,0.0079034+0.0031171i,0.0067982-0.0015918i,0.0021397-0.0028089i,-0.0044277-0.0013064i
0.063219+0.30607i,0.12786+0.52666i,0.16245+0.53306i,0.15174+0.29458i,0.11545+0.094611i,0.086405+0.045801i,0.066288+0.052272i,0.053942+0.052932i,0.045558+0.031382i,0.028416+0.0048547i,0.015545-0.0019087i,0.0061333+0.0019809i,-0.00036721+0.0035777i,0.0083601-0.0010195i,0.021155-0.0064347i,0.025814-0.0042352i,0.019851-0.0015523i,0.0086072-0.0056713i,0.0055852-0.0088295i,0.013555-0.0095313i,0.019921-0.013038i,0.016504-0.01546i,0.0069126-0.013691i
-0.065134-0.27165i,-0.1281-0.49447i,-0.17322-0.50494i,-0.17058-0.283i,-0.13914-0.098405i,-0.13028-0.050716i,-0.14099-0.05696i,-0.13994-0.06865i,-0.1218-0.063755i,-0.087586-0.031802i,-0.055083+0.0098263i,-0.023524+0.03696i,0.0075852+0.038409i,0.016135+0.024951i,0.0025134+0.01149i,-0.0068498+0.0067989i,0.00095482+0.0078063i,0.0092+0.0082963i,0.0028254+0.0063647i,-0.013354+0.0037891i,-0.024897+0.0063883i,-0.02042+0.01214i,-0.0068663+0.014941i
0.053432+0.25257i,0.11024+0.45217i,0.15162+0.45542i,0.1557+0.26261i,0.15145+0.12803i,0.16795+0.10036i,0.14447+0.073449i,0.063377+0.061168i,0.0091458+0.069891i,0.0032447+0.043989i,0.01727-0.0066675i,0.026242-0.039174i,0.013049-0.042744i,-0.0047766-0.027329i,-0.003148-0.0074924i,0.0035718+0.0019299i,-0.0018086-0.0011746i,-0.010752-0.0075712i,-0.014664-0.00819i,-0.012076-0.0013185i,-0.0049844+0.0021739i,-0.00024492-0.0035926i,0.00040228-0.0094713i
-0.038987-0.23791i,-0.087943-0.40086i,-0.12794-0.39654i,-0.12452-0.23772i,-0.087574-0.16966i,-0.082763-0.20225i,-0.071337-0.15426i,0.01339-0.05954i,0.086803-0.01882i,0.0791+0.00081654i,0.0318+0.023546i,-0.0027039+0.027364i,-0.012014+0.015207i,-0.012559+0.0024235i,-0.019614-0.0098043i,-0.025478-0.015613i,-0.016415-0.0083745i,0.0018539+0.0047844i,0.017027+0.014081i,0.025802+0.016708i,0.024514+0.015698i,0.0143+0.014917i,0.0053142+0.012695i
0.031117+0.19623i,0.06321+0.35138i,0.095008+0.37145i,0.080835+0.2568i,0.0040613+0.18373i,-0.029249+0.1779i,0.0080838+0.11548i,0.01125+0.017583i,-0.024328-0.023869i,-0.03428-0.02544i,-0.019479-0.028951i,-0.012089-0.031673i,-0.010801-0.018843i,0.00016843+0.00038076i,0.014048+0.012768i,0.019076+0.016069i,0.011264+0.0081208i,-0.0020329-0.0030035i,-0.0079418-0.010155i,-0.0077429-0.018011i,-0.0070166-0.022209i,-0.0060894-0.017831i,-0.0046614-0.012021i
-0.022714-0.16281i,-0.057866-0.29106i,-0.086441-0.29059i,-0.049027-0.17257i,0.042108-0.098383i,0.057982-0.088136i,-0.015313-0.043173i,-0.054629+0.022996i,-0.027417+0.033881i,0.0025505+0.010501i,0.0083814+0.0045951i,0.0064978+0.019066i,0.0092815+0.027783i,0.010647+0.01708i,0.0050171-0.0016465i,-0.0026397-0.0086831i,-0.0022032+5.1275e-05i,0.0054983+0.0075523i,0.0062402+0.0041057i,-0.0011043+0.00059878i,-0.0067269+0.0039902i,-0.0074612+0.0075623i,-0.0067392+0.0095701i
0.02014+0.14233i,0.058074+0.23618i,0.08505+0.20648i,0.041359+0.085506i,-0.053316+0.03569i,-0.096702+0.055819i,-0.055885+0.04438i,-0.017398-0.0029077i,-0.031625-0.024086i,-0.043721-0.0080035i,-0.025825+0.0093712i,-0.00094842+0.0093607i,0.0097576-0.0033961i,0.0028059-0.011167i,-0.0039461-0.0027199i,0.0019665+0.005554i,0.0054944-0.0021333i,-0.004554-0.011027i,-0.014138-0.0034531i,-0.010111+0.0076876i,0.0013745+0.0061893i,0.010486-0.0036902i,0.014255-0.013305i
-0.018873-0.11213i,-0.049001-0.17812i,-0.065154-0.1402i,-0.015327-0.026148i,0.084305+0.040098i,0.13319+0.04895i,0.087383+0.049746i,0.029846+0.058886i,0.026312+0.071745i,0.039101+0.053771i,0.024417+0.012477i,-0.0036675-0.012804i,-0.015418-0.0098705i,-0.0055273+0.00050124i,0.005141-0.0015215i,0.0010711-0.0064011i,-0.0044341-0.00078971i,0.0024893+0.0090469i,0.010257+0.010361i,0.0075744+0.0051378i,-0.001166+0.0024739i,-0.011989+0.0044202i,-0.02+0.010349i
0.0094227+0.094417i,0.027521+0.14546i,0.036897+0.11932i,0.0049308+0.014293i,-0.05994-0.09875i,-0.068098-0.16656i,-0.01438-0.1736i,0.03374-0.14243i,0.046466-0.119i,0.027587-0.092684i,0.015144-0.049614i,0.017276-0.016696i,0.011689-0.0059452i,-0.00097374-0.00368i,-0.010339+0.00090055i,-0.0089588+0.0053745i,-0.0011593+0.00014964i,0.0016972-0.015337i,0.0016751-0.025791i,0.0042321-0.024285i,0.0076122-0.018954i,0.011385-0.013746i,0.016763-0.010727i
-0.0052858-0.066372i,-0.021191-0.093657i,-0.042705-0.043952i,-0.036568+0.063234i,-0.0071793+0.15077i,-0.019586+0.18485i,-0.051107+0.16234i,-0.066009+0.1041i,-0.073694+0.059819i,-0.058606+0.044827i,-0.028459+0.034689i,-0.00485+0.018351i,0.0087295+0.0052787i,0.015298+0.00012189i,0.015157-0.0049952i,0.0068125-0.0075434i,-0.002984+0.0035739i,-0.0053652+0.021685i,-0.0035405+0.028577i,-0.005074+0.023104i,-0.0068238+0.017788i,-0.0053449+0.013976i,-0.008262+0.0097314i
0.0046565+0.043325i,0.018678+0.052197i,0.042641-0.003637i,0.065111-0.081512i,0.090287-0.13094i,0.10793-0.15786i,0.085211-0.1311i,0.055006-0.053073i,0.050055-0.0019367i,0.036844-0.0050085i,0.010818-0.019659i,-0.0096568-0.019495i,-0.019113-0.0091331i,-0.020311-0.0022005i,-0.015861+0.0015588i,-0.0053962+0.0058305i,0.0049786+0.0010252i,0.0065349-0.010798i,0.00085323-0.011449i,-0.00083429-0.0021275i,0.0026066+0.00082962i,0.0047809-0.0018629i,0.0085057-0.0027507i
0.003723-0.033125i,-0.0026436-0.019648i,-0.006497+0.033818i,-0.027577+0.068343i,-0.1039+0.075578i,-0.17448+0.10184i,-0.15044+0.11284i,-0.079011+0.073847i,-0.036112+0.035825i,-0.012488+0.033596i,0.0041738+0.036284i,0.010724+0.028403i,0.015847+0.018831i,0.019022+0.013621i,0.015906+0.010083i,0.0086692+0.0012329i,0.00031055-0.005422i,-0.0040206-0.0021649i,0.00020522+0.00037646i,0.0062231-0.002028i,0.0056112-0.0033609i,-0.0026347-0.0036486i,-0.011839-0.0046865i
-0.0093405+0.016884i,-0.01843-0.0049742i,-0.031202-0.042274i,-0.01574-0.034412i,0.063974+0.0064234i,0.14656+0.0063009i,0.12671-0.03152i,0.053198-0.038889i,0.022235-0.018178i,0.022441-0.01936i,0.010982-0.030762i,-0.0077716-0.026628i,-0.016848-0.015069i,-0.012719-0.011231i,-0.0030833-0.0090043i,0.00083114-0.00019153i,0.0013368+0.0065376i,0.0038138+0.0035929i,0.0014858-0.0027819i,-0.0061921-0.005781i,-0.0098266-0.004029i,-0.0045064+0.0013584i,0.0059633+0.0061293i
0.0050883+0.0042872i,0.017448+0.034208i,0.028091+0.076807i,0.020109+0.051573i,-0.034368-0.039575i,-0.1037-0.069924i,-0.090508-0.023096i,-0.027695-0.011484i,-0.0082129-0.043333i,-0.023809-0.047588i,-0.019637-0.01712i,0.0071054+0.0046871i,0.020688+0.0030099i,0.012913-0.0012454i,0.0028096-0.0029161i,-0.0005931-0.0042648i,-0.00021757-0.00030089i,-0.00088991+0.0042297i,-0.0023779+0.0043461i,-0.0019327+0.0038169i,0.0012879+0.004674i,0.0012543+0.0024012i,-0.0041164-0.0036309i
-0.0095756-0.0049046i,-0.026055-0.043193i,-0.048224-0.082644i,-0.053405-0.027729i,0.00016683+0.10309i,0.07617+0.13337i,0.074953+0.052204i,0.013941+0.0094449i,-0.025192+0.027694i,-0.019687+0.041288i,0.00060652+0.025237i,0.0036533+0.00074238i,-0.0059453-0.0052066i,-0.0080672-0.00026312i,-0.0070949+0.0022753i,-0.0088761+0.00079621i,-0.0061364-0.002212i,-0.00043007-0.0016839i,0.0019724+0.0039592i,0.0016626+0.0055149i,0.0013176-0.0026448i,0.0029659-0.0086294i,0.0056326-0.004019i
0.014973+0.014796i,0.041192+0.066333i,0.095224+0.10977i,0.14845+0.041335i,0.13489-0.10833i,0.060521-0.16948i,0.010348-0.094901i,0.024122-0.0045458i,0.05902+0.027009i,0.058946+0.018515i,0.025494+0.0089676i,0.0021484+0.012722i,0.00024014+0.013072i,-0.00057006+0.0069942i,-0.0021261+0.0041968i,0.0016295+0.0049902i,0.0027697+0.0048129i,5.3204e-05+0.0010573i,0.00057896-0.0016763i,0.0027063+0.0024131i,0.0013644+0.010054i,-0.0035694+0.012371i,-0.0067704+0.006961i
-0.019337-0.025748i,-0.056332-0.077164i,-0.12822-0.11732i,-0.20202-0.063032i,-0.2255+0.04822i,-0.17856+0.10069i,-0.10545+0.059295i,-0.066589-0.0080191i,-0.058758-0.036193i,-0.039959-0.027241i,-0.0076669-0.018827i,0.0078302-0.020072i,0.0098468-0.012185i,0.016965-0.00022882i,0.020188+0.0034644i,0.01246-0.00032461i,0.0036738-0.004758i,-0.00070962-0.0049286i,-0.00034615-0.0072047i,0.0034564-0.013935i,0.0071165-0.015043i,0.0083793-0.0084506i,0.0083206-0.0033651i
0.018857+0.024849i,0.056906+0.07771i,0.12269+0.12593i,0.19203+0.09214i,0.21507+0.006258i,0.16891-0.025566i,0.09215+0.0012383i,0.039444+0.032936i,0.027753+0.037346i,0.022609+0.011288i,0.0002916-0.0072644i,-0.014441-0.004453i,-0.013845-0.0080749i,-0.014947-0.017851i,-0.012971-0.01717i,-0.0046963-0.0083917i,0.0022403+0.000114i,0.0042419+0.0042917i,8.158e-05+0.0045814i,-0.0075036+0.0027755i,-0.010871+0.0015324i,-0.0083283-0.0011555i,-0.0065074-0.0041188i
-0.015577-0.021119i,-0.057765-0.074551i,-0.13201-0.12575i,-0.20752-0.10131i,-0.22702-0.03269i,-0.18743-0.011033i,-0.11465-0.018449i,-0.043445-0.033636i,-0.027371-0.052749i,-0.043607-0.034897i,-0.031502+0.00052544i,-0.0057907+0.012205i,0.0019567+0.017746i,0.0023733+0.02604i,0.0043842+0.020472i,0.0024587+0.0061258i,-0.0028284-0.0029508i,-0.0081864-0.0034603i,-0.0082834+0.0033791i,-0.0014726+0.0078929i,0.0033171+0.0045096i,0.0039285+0.00092777i,0.0040574+0.002025i
0.016353+0.030426i,0.065851+0.086189i,0.15307+0.14798i,0.2302+0.15142i,0.23977+0.12503i,0.19268+0.10934i,0.12019+0.073425i,0.041867+0.050005i,0.013476+0.070418i,0.03549+0.068247i,0.039589+0.03069i,0.020545+0.0023433i,0.0096334-0.016099i,0.005101-0.026879i,-0.0028011-0.019011i,-0.0095123-0.0016977i,-0.008234+0.0094522i,0.00061136+0.009708i,0.0055549+0.0034261i,-0.0013104+0.00071308i,-0.010453+0.0052904i,-0.013905+0.0068523i,-0.013587+0.0023982i
-0.022807-0.017585i,-0.076426-0.072403i,-0.15573-0.12615i,-0.1939-0.13887i,-0.15059-0.1483i,-0.081254-0.16282i,-0.037662-0.11964i,0.010241-0.060623i,0.040567-0.05711i,0.020298-0.059452i,-0.00023837-0.031416i,-0.0029557-0.001049i,-0.0046404+0.022207i,-0.003356+0.033923i,0.0020087+0.025871i,0.0070983+0.010573i,0.0094457+0.0019173i,0.008925-0.0022457i,0.0094266-0.0024903i,0.01681+0.0016135i,0.025063+0.0050991i,0.024475+0.0056629i,0.019169+0.0063902i
0.018732+0.027548i,0.071667+0.076419i,0.14681+0.12251i,0.16655+0.11849i,0.088997+0.10916i,0.0066568+0.12262i,-0.013073+0.086962i,-0.036679+0.025593i,-0.060467+0.018179i,-0.033343+0.025492i,-0.0017265+0.00327i,0.0062086-0.021996i,0.0098433-0.038244i,0.0085176-0.044634i,0.002154-0.033027i,-0.0019165-0.014905i,-0.002888-0.0063893i,-0.0047639-0.0061364i,-0.0097926-0.011265i,-0.014823-0.020152i,-0.015072-0.024146i,-0.011155-0.019888i,-0.0095108-0.015679i
-0.024009-0.030843i,-0.077783-0.075366i,-0.15222-0.10996i,-0.15497-0.086069i,-0.044658-0.065629i,0.04123-0.085073i,0.024568-0.05554i,0.016352+0.012239i,0.037695+0.020469i,0.019228-0.0067862i,-0.010464-0.0039186i,-0.01804+0.016995i,-0.019387+0.035456i,-0.016905+0.042972i,-0.0066847+0.032059i,0.0017097+0.012624i,0.00047165+0.00052368i,-0.0058512+0.0024159i,-0.0073505+0.014003i,-0.003023+0.021278i,-0.00088492+0.017043i,-0.00076372+0.010694i,0.0022388+0.0096577i
0.02166+0.019356i,0.077847+0.068386i,0.14788+0.10047i,0.13473+0.065435i,-0.0050894+0.025492i,-0.11605+0.035575i,-0.090637+0.022181i,-0.051905-0.028435i,-0.055536-0.030221i,-0.036434+0.010489i,-0.0013159+0.020863i,0.019639-0.00014518i,0.029306-0.022981i,0.028426-0.031653i,0.01628-0.024364i,0.0052974-0.013467i,0.0014453-0.0060107i,0.0022351-0.0018448i,0.0057826-0.0030177i,0.003298-0.0048558i,-0.0039911-0.0031403i,-0.0062645-0.0031587i,-0.0071311-0.0081878i
-0.028755-0.023858i,-0.090863-0.058238i,-0.17158-0.065739i,-0.15979+0.0095431i,-0.0069955+0.091145i,0.11913+0.077157i,0.093471+0.041483i,0.04574+0.0532i,0.049662+0.044838i,0.039541+0.0031275i,0.0079737-0.013611i,-0.017482-0.0025678i,-0.030931+0.013971i,-0.028601+0.021761i,-0.015597+0.016876i,-0.0071337+0.010413i,-0.0050241+0.006988i,-0.0014327+0.0027499i,0.0010826+0.00048189i,0.003836+0.0053777i,0.0089431+0.010209i,0.0095539+0.010761i,0.0058822+0.013389i
0.026978+0.019674i,0.087799+0.051511i,0.17803+0.049763i,0.18977-0.050056i,0.056739-0.16512i,-0.067196-0.15708i,-0.047365-0.093491i,0.0022494-0.083843i,-0.0055011-0.077506i,-0.015984-0.038922i,-0.0039495-0.010169i,0.013572-0.0042467i,0.026704-0.011337i,0.027272-0.017151i,0.015397-0.011974i,0.0049035-0.00078566i,0.0046448+0.0059538i,0.0064298+0.0029761i,0.0048688-0.0052511i,0.0027877-0.01347i,0.00073779-0.016894i,0.00012481-0.01471i,0.00087657-0.013706i
-0.018729-0.016438i,-0.084583-0.048902i,-0.18602-0.041296i,-0.21904+0.07769i,-0.10484+0.21628i,0.023576+0.22069i,0.026615+0.1443i,-0.014957+0.11239i,-0.01153+0.093048i,0.0039703+0.047515i,0.00089155+0.013697i,-0.015077+0.0050839i,-0.032103+0.011059i,-0.036115+0.015893i,-0.024402+0.012486i,-0.0098553+0.0044547i,-0.0051581-0.0018964i,-0.0095249+5.0484e-05i,-0.01363+0.0067306i,-0.012912+0.01007i,-0.009323+0.0091259i,-0.0058839+0.0068819i,-0.0029537+0.0082635i
0.031262+0.020395i,0.098602+0.053336i,0.21412+0.047441i,0.27807-0.074287i,0.1967-0.23039i,0.057579-0.24995i,0.0066436-0.15826i,0.017756-0.094903i,0.014673-0.061586i,0.0053916-0.024383i,0.0086171-0.0023649i,0.02395+0.0021656i,0.039774-0.0032695i,0.041115-0.0094431i,0.029265-0.0096533i,0.016876-0.0072043i,0.011251-0.0053352i,0.01095-0.0041663i,0.010894-0.0016321i,0.0077186+0.0018353i,0.0026286+0.003929i,0.00016588+0.0023917i,-7.9998e-05-0.0044136i
-0.03015-0.015265i,-0.10355-0.046095i,-0.23509-0.043623i,-0.33391+0.067009i,-0.28601+0.21529i,-0.15015+0.2283i,-0.075225+0.12855i,-0.063734+0.061225i,-0.044678+0.036795i,-0.018136+0.01517i,-0.0071432-0.00070536i,-0.015045-0.010014i,-0.028822-0.0087924i,-0.029149-0.0015309i,-0.01857-4.3844e-05i,-0.011295-0.004991i,-0.010421-0.008566i,-0.010302-0.0081105i,-0.0062664-0.0062734i,0.00056241-0.0026891i,0.005476-0.00091664i,0.0024693-0.0010982i,-0.0045709+0.0035045i
0.022712+0.016131i,0.09463+0.0471i,0.23585+0.056092i,0.36471-0.036429i,0.34805-0.17788i,0.21087-0.20654i,0.10393-0.12935i,0.07185-0.069258i,0.050626-0.045035i,0.019817-0.02774i,0.0014102-0.01433i,0.0028043+0.00093402i,0.014946+0.0065905i,0.020684+0.002457i,0.015317+0.0012911i,0.0065369+0.005663i,0.0034548+0.012449i,0.0050446+0.012656i,0.0031094+0.0051161i,-0.00027784-0.0033389i,-0.00073953-0.0080087i,0.0021951-0.0068774i,0.0061494-0.0046488i
-0.027393-0.011047i,-0.096917-0.043256i,-0.24104-0.062309i,-0.38721+0.003749i,-0.39692+0.11895i,-0.26388+0.15532i,-0.12871+0.10788i,-0.064098+0.060046i,-0.035973+0.031808i,-0.018994+0.017661i,-0.0089234+0.012893i,-0.0086439+0.0030688i,-0.018732-0.0033766i,-0.024107-0.0016972i,-0.018064+0.00022256i,-0.0079391+0.00053069i,-0.0020628-0.0020739i,-0.00048664-0.0036717i,-0.0002828-0.00097873i,-0.0010821+0.0013712i,-0.0039064+0.0026841i,-0.0055559+0.0026267i,-0.003674+0.0025082i
0.020028+0.015176i,0.088931+0.056316i,0.23452+0.10255i,0.39533+0.083493i,0.42572+0.0011364i,0.29115-0.048018i,0.1351-0.03378i,0.055132-0.0050565i,0.025219+0.012176i,0.01646+0.013552i,0.014546+0.0060183i,0.015724+0.0066427i,0.022572+0.011428i,0.024362+0.011139i,0.017779+0.0088052i,0.0089621+0.007702i,0.0017057+0.0068894i,-0.0014881+0.0047463i,-0.0014975+0.0035908i,-0.00071878+0.0048705i,0.00024545+0.006996i,0.0012514+0.0062031i,0.0021196+0.00017985i
