-0.002911+0.0011058i,-0.0025107+0.0015908i,-0.0021606+0.0035555i,-0.00072025+0.0030476i,0.00065339+0.0026496i,0.0012135+0.0030626i,0.00084157+0.0026201i,0.0013364+0.00083526i,0.0017971-0.000163i,0.00099592-0.00061007i,0.00068728-0.0010413i,0.00059094-0.0012322i,-0.0003695-0.00054509i,-0.00080134-0.00037264i,0.00082082-0.0011224i,0.00096199-0.0009553i,-0.000381-0.0003723i,-0.00034185-0.00019007i,0.00026108-0.00046235i,0.00061395-0.00041999i,0.0009398-0.00039158i,0.00068757-0.0007784i,0.00012702-0.00088661i
0.014898-0.0086727i,0.047266+0.011298i,0.086807+0.028196i,0.11245+0.013204i,0.11001+0.0033635i,0.076645+0.02232i,0.022971+0.020387i,-0.033165-0.010807i,-0.065435-0.02115i,-0.051272-0.007717i,-0.019455-0.0094039i,-0.017448-0.023614i,-0.034823-0.016093i,-0.035329+0.003455i,-0.018032+0.0080041i,-0.005527-4.9962e-05i,-0.0056428-0.005063i,-0.0066091-0.0052863i,-0.0023556-0.0082041i,-0.00027801-0.011278i,-0.001478-0.0087377i,-0.0015965-0.003392i,-0.0016762-0.00059898i
-0.016191+0.0054219i,-0.066195-0.017062i,-0.13415-0.037773i,-0.16599-0.022614i,-0.14735-0.0071538i,-0.099359-0.027648i,-0.043055-0.037288i,0.0078145-0.015204i,0.04155+0.00040766i,0.037125-0.0028981i,0.013882+0.0033221i,0.014004+0.018896i,0.032712+0.011615i,0.037202-0.010257i,0.022753-0.019093i,0.0088469-0.013546i,0.0065465-0.0066081i,0.006132-0.0065258i,0.0017446-0.0069908i,-0.00096085-0.0033237i,0.0012059+0.0018185i,0.0067425+0.0032577i,0.0095117+0.00041124i
0.023306-0.013126i,0.095668-0.028652i,0.18923-0.046741i,0.22831-0.049724i,0.20563-0.017668i,0.15965+0.023708i,0.092058+0.025079i,0.017574+0.00034136i,-0.026681-0.010227i,-0.021973-0.0071968i,-0.0025239-0.018682i,-0.0098787-0.035267i,-0.028567-0.027604i,-0.029264-0.0048533i,-0.017561+0.0097621i,-0.010423+0.010704i,-0.010173+0.0085079i,-0.011402+0.010517i,-0.012534+0.01253i,-0.010118+0.010766i,-0.0068547+0.0032073i,-0.0091878-0.0044661i,-0.011612-0.0040928i
-0.0053533+0.033086i,-0.028269+0.080742i,-0.049079+0.12757i,-0.055246+0.10906i,-0.084943+0.025821i,-0.12619-0.02743i,-0.097555-0.0081974i,-0.015678+0.016236i,0.035833+0.0090023i,0.031881-0.0033977i,0.017968+0.0045852i,0.028102+0.014422i,0.036824+0.0014186i,0.022791-0.017077i,0.0038274-0.021021i,-0.0018711-0.015127i,0.0042174-0.0081392i,0.011688-0.0018565i,0.016777+0.0024352i,0.016863+0.0030354i,0.010535+0.0027445i,0.0042877+0.0035237i,0.0014781+0.0019584i
0.0016096-0.024281i,0.010746-0.0765i,0.015069-0.12642i,0.021362-0.11149i,0.070309-0.048307i,0.12309-0.019597i,0.095609-0.038588i,0.021094-0.046329i,-0.021616-0.022478i,-0.018+0.00021837i,-0.0093457-0.0022869i,-0.023589-0.0064513i,-0.03177+0.0088388i,-0.015275+0.023155i,0.0032748+0.019463i,0.0073845+0.0085022i,0.00028255+0.0014498i,-0.0076139-0.0030662i,-0.011197-0.0078889i,-0.0097778-0.0069663i,-0.0047628-0.00052349i,-0.00059218+0.0054283i,0.00037844+0.0096302i
0.014747+0.030355i,0.020542+0.089465i,0.020324+0.1418i,-0.007007+0.11713i,-0.071555+0.049035i,-0.11682+0.027727i,-0.079632+0.049342i,-0.0062518+0.057253i,0.030673+0.038193i,0.023677+0.021107i,0.014008+0.023514i,0.028746+0.02159i,0.036011+0.00069246i,0.016179-0.014276i,-0.0065917-0.012404i,-0.01118-0.0062099i,-0.0026457-0.0042727i,0.0040316-0.0045662i,0.0054842-0.0036949i,0.0055004-0.0041237i,0.0058679-0.0059044i,0.0066172-0.0090471i,0.005033-0.012642i
-0.023901-0.009024i,-0.071123-0.051573i,-0.11172-0.078325i,-0.06639-0.046111i,0.058793-0.015395i,0.1232-0.049477i,0.063279-0.086652i,-0.015763-0.071386i,-0.039268-0.035955i,-0.026445-0.01559i,-0.015949-0.010143i,-0.024018-0.0015438i,-0.027544+0.013253i,-0.013211+0.017729i,0.00047219+0.011893i,0.0022238+0.00613i,-0.0038834+0.0063775i,-0.011114+0.010483i,-0.014041+0.01293i,-0.011098+0.011195i,-0.0068785+0.0055215i,-0.0065837+0.0014942i,-0.0052296+0.0015865i
0.036329-0.0042234i,0.097544-0.011429i,0.15402-0.048593i,0.11026-0.1017i,-0.014723-0.087544i,-0.064295-0.00033535i,-0.0041633+0.057139i,0.048048+0.055931i,0.044813+0.036548i,0.019214+0.019769i,0.0045913+0.0098145i,0.0083855-0.0025877i,0.0080655-0.018459i,-0.0025936-0.022041i,-0.007655-0.013896i,-0.0024917-0.0073036i,0.0065141-0.0085811i,0.014531-0.012766i,0.018128-0.013194i,0.014328-0.0095548i,0.0056523-0.0048805i,-0.0013907-0.0018957i,-0.0060723-0.0020471i
-0.022266+0.0085643i,-0.068393+0.023355i,-0.093957+0.058538i,-0.027291+0.089485i,0.077364+0.058005i,0.081095-0.014941i,-0.0047691-0.049237i,-0.061018-0.042001i,-0.059688-0.02895i,-0.037143-0.020577i,-0.022822-0.014484i,-0.018215+0.00091638i,-0.0045694+0.018893i,0.010198+0.018574i,0.01105+0.0081857i,0.0041783+0.0037107i,-0.0020458+0.0043211i,-0.0066186+0.0043559i,-0.0098437+0.0023478i,-0.0086965+0.00078389i,-0.0039865+0.0011333i,0.00029881+0.0027456i,0.0057708+0.0047034i
0.027271-0.018757i,0.070594-0.066163i,0.085037-0.13252i,0.00048587-0.14861i,-0.099527-0.072694i,-0.072245+0.017264i,0.028277+0.039037i,0.075439+0.027345i,0.067054+0.021176i,0.040797+0.014245i,0.017687+0.0088489i,0.0067875+0.0021126i,-0.0030088-0.0074177i,-0.013284-0.0080973i,-0.016397-0.0039694i,-0.011852-0.0035749i,-0.0048131-0.0054758i,-8.4024e-05-0.0062375i,0.00087789-0.0045583i,0.001215-0.0019071i,0.0016279-0.00072507i,-8.6806e-06-0.0012263i,-0.0022528-0.0030879i
-0.0066395+0.032738i,-0.0072659+0.10922i,0.034348+0.21139i,0.13657+0.22813i,0.19361+0.12378i,0.10884+0.02695i,-0.016556+0.0092996i,-0.067672+0.0039889i,-0.066101-0.013067i,-0.044187-0.016849i,-0.019715-0.014839i,-0.0063986-0.0095065i,0.0053191+0.0012467i,0.014763+0.0062025i,0.015616+0.0057894i,0.010451+0.0073526i,0.0041+0.011743i,0.0013081+0.015475i,0.0027584+0.015995i,0.0039288+0.01164i,0.0037374+0.0044118i,0.0026355-0.00097646i,0.001898-0.0026783i
-0.0048934-0.031877i,-0.033552-0.091961i,-0.1124-0.16375i,-0.21344-0.15723i,-0.22794-0.070414i,-0.11682-0.021877i,0.0021599-0.033107i,0.048918-0.027244i,0.054294-0.0033278i,0.040726+0.0072197i,0.022149+0.0092747i,0.0052615+0.0086604i,-0.011373+0.0081853i,-0.016103+0.0062427i,-0.011458-0.00070032i,-0.0082958-0.0075075i,-0.0048548-0.011488i,-0.00010627-0.014092i,0.0034772-0.015746i,0.0046186-0.014872i,0.002803-0.011408i,-0.00055962-0.0067004i,-0.0040408-0.0014042i
0.020728+0.02847i,0.069004+0.071463i,0.16313+0.1012i,0.25201+0.05334i,0.23884-0.028074i,0.11624-0.031404i,-0.00031463+0.01597i,-0.051337+0.024878i,-0.061978+0.0092537i,-0.045226+0.0015068i,-0.023608-0.0071136i,-0.011714-0.014417i,-0.00092449-0.014317i,0.0052543-0.0091723i,0.0066518-0.0019979i,0.0070804+0.0021057i,0.003739+0.0028097i,-0.001915+0.0013999i,-0.0074354-0.0008801i,-0.011103-0.0012893i,-0.010485+0.001007i,-0.0060552+0.0023717i,7.3288e-05+0.00050304i
-0.031592-0.018344i,-0.10963-0.04336i,-0.2386-0.055665i,-0.32655-0.003236i,-0.27713+0.056754i,-0.1393+0.025063i,-0.032194-0.034957i,0.02427-0.037188i,0.052431-0.019383i,0.043986-0.012268i,0.024406+0.00088763i,0.016866+0.012425i,0.0064405+0.013095i,-0.0066505+0.01053i,-0.013981+0.0084733i,-0.014644+0.0054185i,-0.010727+0.0019493i,-0.0089454+0.002664i,-0.0081495+0.0072365i,-0.0048592+0.0094859i,-0.00099709+0.008953i,0.0019751+0.0068207i,0.001858+0.0024537i
0.042593-0.0067644i,0.1253-0.025699i,0.2589-0.079187i,0.33776-0.15516i,0.28306-0.16642i,0.16292-0.077803i,0.069726+0.0012391i,0.004871+0.010293i,-0.037454+0.0036259i,-0.039567+0.0061947i,-0.025897+0.00075758i,-0.018381-0.010938i,-0.010658-0.018596i,-0.0013148-0.015152i,0.006554-0.0065445i,0.0096993-0.0037527i,0.0085218-0.0025327i,0.0095074+0.00046507i,0.012792+0.0027009i,0.014311+0.0040242i,0.012627+0.0025454i,0.0071802-0.0010125i,0.0012331-0.0032552i
-0.020373+0.020467i,-0.077917+0.06135i,-0.16313+0.1432i,-0.20427+0.22778i,-0.16244+0.21737i,-0.092725+0.10206i,-0.039173+0.0073672i,0.010018-0.015794i,0.040083-0.017566i,0.033334-0.014888i,0.022531-0.0044735i,0.022955+0.0041445i,0.020224+0.0091223i,0.0093577+0.0068459i,-0.0033448+0.00064838i,-0.0086066-0.00079459i,-0.0056265-0.0032965i,-0.00077509-0.0081477i,0.0038434-0.011461i,0.0051384-0.014704i,0.0010901-0.015066i,-0.0030783-0.0088576i,-0.003224-0.00052975i
0.018514-0.025757i,0.067126-0.088874i,0.14197-0.20065i,0.1745-0.29567i,0.1383-0.26581i,0.09207-0.13195i,0.052554-0.033425i,-6.2814e-05-0.0005998i,-0.031667+0.019261i,-0.02318+0.023044i,-0.016376+0.0091527i,-0.022576+0.0014734i,-0.020756-2.7271e-05i,-0.010607-0.0010569i,-0.0021896-0.0026347i,-6.3464e-05-0.0040407i,-0.0017885-0.0022275i,-0.0060691-0.0017055i,-0.013073-0.0040371i,-0.016016-0.0038627i,-0.012228-0.0011352i,-0.0064482+0.0012363i,-0.00065605+0.00036761i
-0.0011919+0.034459i,-0.016602+0.11674i,-0.042306+0.25708i,-0.051247+0.3554i,-0.04721+0.30181i,-0.049225+0.16066i,-0.0312+0.067653i,0.015492+0.026689i,0.039943-0.0072326i,0.025595-0.019669i,0.013789-0.011094i,0.017587-0.0036964i,0.018867-0.00072367i,0.0091818-0.00037615i,-0.0010779+0.00043072i,-0.0027831+0.0021076i,-0.001474+0.0032944i,-0.0021162+0.0081931i,-0.0033543+0.01485i,-0.0037957+0.015503i,-0.0019536+0.011071i,0.00069716+0.0050291i,0.00071026+0.0015319i
-0.0081097-0.023085i,-0.026351-0.096491i,-0.057568-0.22253i,-0.082227-0.31074i,-0.06368-0.26759i,-0.016403-0.1441i,-0.0031496-0.054858i,-0.027332-0.010778i,-0.037539+0.016368i,-0.023789+0.01969i,-0.015171+0.011643i,-0.017393+0.0095724i,-0.016521+0.0099585i,-0.0059156+0.0088308i,0.0063594+0.0044488i,0.008989-0.00042472i,0.0059487-0.0016128i,0.0071156-0.0012523i,0.010493+0.00098383i,0.01326+0.0043728i,0.012405+0.0030022i,0.0055795-0.0013015i,-0.00084052-0.0031245i
0.019379+0.019051i,0.056962+0.07377i,0.11664+0.17206i,0.15943+0.24225i,0.12944+0.20583i,0.053597+0.11068i,0.020324+0.043958i,0.030779+0.0031913i,0.026788-0.02183i,0.0081995-0.018048i,0.0057414-0.0094171i,0.011288-0.012729i,0.0090092-0.015406i,0.0015235-0.013125i,-0.0046288-0.0069273i,-0.0061422-0.0018697i,-0.0056507-0.0028912i,-0.0039458-0.006871i,0.00080811-0.012479i,0.0040243-0.014663i,0.0027733-0.0096493i,0.00012572-0.0028249i,-0.00022531+0.0021546i
-0.026899-0.011918i,-0.080752-0.053948i,-0.16938-0.13736i,-0.22177-0.20498i,-0.16957-0.18942i,-0.081193-0.11872i,-0.054233-0.054678i,-0.059961-0.0024694i,-0.040076+0.028679i,-0.010734+0.022051i,-0.0039006+0.0088298i,-0.0082289+0.010272i,-0.0057092+0.012969i,0.0027672+0.0094673i,0.0073572+0.003931i,0.0061372+0.0013994i,0.0033854+0.0017645i,-0.0025375+5.9079e-05i,-0.010566-0.003685i,-0.011672-0.0056208i,-0.006378-0.0037323i,-0.0015011-0.00015834i,0.00041864-0.00027374i
0.027153-0.0039561i,0.096041+0.0050532i,0.20975+0.033317i,0.28399+0.0649i,0.23221+0.067336i,0.12312+0.038624i,0.06807+0.0036754i,0.053097-0.025187i,0.031054-0.035208i,0.010353-0.02273i,0.0036671-0.012028i,0.0025779-0.011732i,-0.0012147-0.012136i,-0.0096889-0.0064611i,-0.014618+0.0023456i,-0.011895+0.006001i,-0.0074441+0.0051462i,-0.0037238+0.0066712i,-0.0020221+0.010249i,-0.0036187+0.010147i,-0.0039028+0.0055842i,-0.0016152+0.00084754i,0.00021917-0.00026313i
-0.020212+0.012941i,-0.073702+0.026678i,-0.16932+0.032997i,-0.23472+0.024271i,-0.18765+0.0074155i,-0.092231-0.0016146i,-0.04915+0.0063282i,-0.037187+0.024158i,-0.01882+0.026718i,-0.0061211+0.012581i,-0.0035509+0.0082032i,0.00083313+0.012025i,0.0093808+0.01118i,0.017327+0.0041865i,0.017541-0.0053619i,0.011827-0.0091947i,0.0092998-0.0076321i,0.0098211-0.0059934i,0.0097478-0.001366i,0.0088799+0.0040069i,0.0048592+0.004524i,-9.3362e-05+0.0030448i,-0.0029718+0.0014226i
0.0096036-0.013284i,0.061417-0.03789i,0.15749-0.069034i,0.23045-0.076323i,0.20422-0.04628i,0.12793-0.026461i,0.079506-0.043047i,0.043599-0.061516i,0.0071235-0.047319i,-0.0049594-0.01477i,0.00029121-0.00155i,0.00032959-0.005804i,-0.0055807-0.0069493i,-0.010017-0.0015i,-0.0095896+0.0041702i,-0.0080363+0.0058026i,-0.0090285+0.0053163i,-0.0066214+0.0023983i,0.00017127-0.0031064i,0.0037846-0.0044986i,0.0034946-0.0011725i,0.002404+3.7794e-05i,0.0022952-5.1819e-06i
-0.0021412+0.018167i,-0.031979+0.064042i,-0.097835+0.13135i,-0.15524+0.1641i,-0.13841+0.12705i,-0.075391+0.077454i,-0.035025+0.06369i,-0.014958+0.060582i,0.00016514+0.040839i,0.0034086+0.015365i,0.00042744+0.0045073i,0.00039932+0.0048917i,0.0046774+0.0024797i,0.0073734-0.0064346i,0.0047147-0.013192i,0.0024396-0.012156i,0.0019879-0.0093201i,-0.00090053-0.006653i,-0.0042465-0.0043151i,-0.0032726-0.0051091i,0.00062104-0.0064172i,0.002555-0.0051523i,0.00066884-0.0025335i
-0.0037868-0.017201i,0.001592-0.06436i,0.030645-0.14418i,0.069536-0.19538i,0.072366-0.15991i,0.042561-0.093217i,0.020173-0.063112i,0.0058538-0.052055i,-0.0017646-0.033255i,0.00028386-0.015222i,-0.00029484-0.0083624i,-0.0042127-0.0052723i,-0.0077311+0.0028557i,-0.0087927+0.013447i,-0.0044139+0.016377i,-7.715e-05+0.012004i,0.00058126+0.0093139i,0.0008532+0.0083176i,0.00018531+0.005241i,-0.0035091+0.0012026i,-0.0062301-0.0012946i,-0.005028-0.0014149i,-0.0016645-0.0008055i
0.010967+0.016548i,0.018262+0.05583i,0.013245+0.1271i,-0.012096+0.17672i,-0.031165+0.15266i,-0.02159+0.10413i,0.0019115+0.081346i,0.022312+0.059985i,0.024156+0.025583i,0.0086105+0.0020996i,-0.0017355-6.154e-05i,0.00017385+0.0021025i,0.0033578-0.0033614i,0.0022876-0.01073i,-0.00043747-0.01176i,-0.00129-0.0090504i,-0.00017096-0.0093716i,-0.00090475-0.0084918i,-0.0025818-0.0011047i,-0.0027419+0.0050307i,-0.0017235+0.0053949i,-0.00017755+0.0037296i,0.00016693+0.0017731i
-0.011873-0.014083i,-0.031286-0.051043i,-0.051925-0.12203i,-0.045887-0.17858i,-0.021396-0.16048i,-0.016141-0.10537i,-0.028527-0.07062i,-0.034419-0.0454i,-0.02484-0.019614i,-0.0083396-0.0047739i,5.9385e-05-0.0023294i,-7.7761e-05-0.0027855i,0.00066603+0.0010003i,0.0053693+0.0063081i,0.0078833+0.0065928i,0.0051275+0.0048704i,0.0026596+0.0049932i,0.0038609+0.0045535i,0.0058894+0.0017469i,0.0072458+0.001187i,0.0059061+0.0030651i,0.0028873+0.0033763i,0.0018422+0.0012952i
0.015403+0.0053242i,0.050544+0.024936i,0.10293+0.073674i,0.12871+0.12019i,0.1008+0.11173i,0.05947+0.06819i,0.036801+0.040233i,0.024978+0.025662i,0.013974+0.014214i,0.0053044+0.0082867i,0.0016697+0.0039559i,9.7787e-05-0.0008853i,-0.0035428-0.0065643i,-0.010407-0.010514i,-0.014215-0.0078568i,-0.011682-0.0033794i,-0.0079766-0.0029375i,-0.005444-0.0042255i,-0.0018817-0.0052354i,0.0022942-0.0056546i,0.0038588-0.0063591i,0.0023825-0.0053812i,-0.00027877-0.0023782i
-0.0085837+0.01029i,-0.036411+0.0013856i,-0.084352-0.030876i,-0.11332-0.078142i,-0.093622-0.098435i,-0.065398-0.079552i,-0.056379-0.047465i,-0.046305-0.014619i,-0.023149+0.0059583i,-0.002672+0.005297i,0.0029927-0.0017262i,0.0024292-0.0028643i,0.0044478+0.00063206i,0.0072457+0.00264i,0.0060246+0.0004427i,0.002664-0.00049878i,0.0026314+0.0016635i,0.0037098+0.0021616i,-0.00012718-0.00013511i,-0.0046686-0.0022278i,-0.0056828-0.0019324i,-0.0032266-0.00021605i,-0.00075864-0.00074683i
0.011441-0.0077249i,0.041425-0.0099659i,0.096838+0.0018291i,0.13891+0.032358i,0.12753+0.051879i,0.092111+0.037807i,0.065279+0.010137i,0.039547-0.0096929i,0.013578-0.013967i,-0.0012123-0.0063475i,-0.0026862+0.0011757i,0.00040067+0.0026051i,2.0866e-05+0.0014959i,-0.0031668+0.0015673i,-0.0026092+0.0017958i,-0.00038679-0.00042142i,-0.0017743-0.0032551i,-0.0041665-0.0016903i,-0.0046168+0.0035335i,-0.0041466+0.0063627i,-0.0031797+0.00377i,-0.0023787+0.0010303i,-0.0016386+0.00021313i
-0.0061209+0.012071i,-0.028439+0.027127i,-0.080404+0.039985i,-0.12702+0.030175i,-0.11538+0.0033999i,-0.070015-0.011729i,-0.039134-0.0093766i,-0.022849-0.0022319i,-0.010974+0.00054675i,-0.0052701-0.00053452i,-0.0030952-0.0012655i,0.00066949-0.0014948i,0.0056732-0.0027237i,0.0085806-0.0064275i,0.006321-0.009143i,0.0022162-0.007416i,0.0015892-0.0037448i,0.0033558-0.00081896i,0.0056685+0.00082518i,0.0070003+0.0028172i,0.0049751+0.0037174i,0.0016535+0.0018097i,-0.00053295+0.00057503i
0.0028645-0.0065506i,0.016473-0.025944i,0.057457-0.053296i,0.10886-0.059364i,0.12281-0.033344i,0.092935-0.011566i,0.053404-0.012478i,0.020567-0.019053i,-0.00021586-0.015028i,-0.0051453-0.0044531i,-0.0024899+0.0023546i,-0.0013371+0.0047495i,-0.0029774+0.0060664i,-0.0035831+0.0082206i,-0.0016093+0.0085166i,-0.00055292+0.0042804i,-0.0020374+0.00050897i,-0.0028825-0.00029508i,-0.0011645-0.0016881i,0.0010192-0.0041764i,0.0014964-0.0048464i,0.00023772-0.0037892i,-8.8451e-05-0.0014828i
0.0050738+0.0062952i,0.00018072+0.022916i,-0.024828+0.048637i,-0.065958+0.060711i,-0.086299+0.042258i,-0.066777+0.024176i,-0.029354+0.024089i,0.00032821+0.02179i,0.01274+0.010645i,0.010349+0.0012859i,0.0018098-0.0019921i,-0.0027297-0.00057682i,-0.0022778+0.00052196i,-0.0025332-0.00093424i,-0.0039876-5.5531e-05i,-0.0022933+0.0029i,0.0016283+0.0025769i,0.0023992-0.00077939i,-0.00024283-0.0031674i,-0.0018618-0.0032104i,-0.00027315-0.0019612i,0.0013455-0.0009652i,0.00093676-0.00091506i
-0.0052428-0.0038498i,-0.0039559-0.025331i,0.011851-0.066637i,0.042941-0.096154i,0.064199-0.077973i,0.052545-0.039595i,0.024719-0.018895i,0.0042533-0.011012i,-0.0022808-0.0060343i,-0.00078082-0.0029898i,0.00053086-0.00065047i,0.00012605+0.0017615i,-0.00053644+0.0033822i,0.0018888+0.0051349i,0.0052861+0.0040527i,0.0051109+0.00060286i,0.002618-7.8485e-05i,-0.0003682+0.0024285i,-0.0025799+0.0045243i,-0.0036398+0.0037115i,-0.0037076+0.00053706i,-0.0028296-0.0020019i,-0.0018323-0.0031028i
0.01012+0.0038118i,0.019784+0.019373i,0.024998+0.056343i,0.0059666+0.092388i,-0.025479+0.086214i,-0.032715+0.050522i,-0.013865+0.023505i,0.0064573+0.0080922i,0.012191-0.00034237i,0.0057227-0.002205i,-0.001104-0.0027988i,-0.0041993-0.0038158i,-0.0052258-0.0038533i,-0.0077981-0.003794i,-0.011268-0.0020804i,-0.010107-0.00048808i,-0.0050556-0.0022303i,-0.00076818-0.0038437i,0.0023636-0.0026664i,0.003964-0.0010383i,0.0024678-0.00027698i,0.00015904+0.0006712i,-0.0015534+0.0019025i
-0.0020386-0.00021176i,-0.0099994-0.010777i,-0.017031-0.039128i,-0.0048987-0.07329i,0.023342-0.080037i,0.028113-0.054119i,0.0049057-0.022599i,-0.013876+0.00010523i,-0.016547+0.0097031i,-0.0098992+0.0087075i,-0.002707+0.0044939i,-8.2591e-05+0.00046947i,0.00022471-0.00089092i,0.0018312-0.0016188i,0.0028273-0.00272i,0.00067554-0.0026996i,-0.001316-0.00021951i,-0.00025553+0.0021215i,0.0011419+0.0014941i,0.001924+0.00031168i,0.00084781+0.00087017i,-0.0010856+0.0021373i,-0.0014797+0.0023332i
0.0050498-0.00040477i,0.018452+0.0061826i,0.036992+0.025535i,0.038817+0.052667i,0.014077+0.058289i,-0.0052511+0.035145i,-0.0021314+0.0088965i,0.0062751-0.0050447i,0.0065634-0.0072201i,0.0027237-0.0029937i,-6.9924e-05+0.00030155i,-0.00066696+0.00032507i,-0.00014707-0.00056617i,-0.0023733+0.00060897i,-0.0050487+0.0034426i,-0.0035969+0.003842i,-0.00086213+0.0015617i,-0.0005313-0.00067867i,-0.00087329-0.0027125i,0.00071331-0.0039379i,0.003022-0.0028658i,0.0034677-0.00082754i,0.0028801+0.00049989i
-0.0045021+0.0029208i,-0.016402+0.0024133i,-0.040342-0.010082i,-0.052061-0.039389i,-0.030736-0.057781i,-0.0039267-0.042707i,0.0015756-0.01412i,-0.0033403+0.0045914i,-0.0048894+0.0070511i,-0.0023297+0.00090346i,0.0018203-0.0020226i,0.0043028-0.0019878i,0.0037389-0.0031651i,0.0043804-0.0063801i,0.0058686-0.008735i,0.0047239-0.0081517i,0.0034488-0.0052114i,0.0032859-0.0017693i,0.0017497+0.0010898i,-0.00025771+0.0022289i,-0.0019196+0.0013776i,-0.0026797-0.00025329i,-0.0032554-0.0023215i
0.0034971-0.0061021i,0.01268-0.0094245i,0.03339-0.0076019i,0.051109+0.01361i,0.042699+0.038924i,0.020686+0.032493i,0.0079864+0.0027394i,0.0023946-0.017589i,-0.00069822-0.02002i,-0.0016201-0.011942i,-0.0020526-0.0039111i,-0.00068584+0.000315i,0.0023405+0.0020251i,0.0038455+0.0038377i,0.0021529+0.0065749i,-0.00079693+0.0056173i,-0.0030125+0.0013753i,-0.0040975-0.0012197i,-0.0026032-0.0008141i,-0.00055341-0.00010419i,7.1604e-05-0.0014597i,-0.00021439-0.0020457i,-0.000827-0.0006657i
0.0014399+0.0046995i,-0.0037278+0.0089438i,-0.015473+0.010065i,-0.026889-0.0048356i,-0.019774-0.02697i,-0.0030828-0.027293i,0.0032958-0.0073355i,0.0016376+0.0083576i,0.0008221+0.01143i,0.00048291+0.0062622i,-5.6183e-05+0.0013968i,8.5189e-05+0.0015315i,-0.0002458+0.0009225i,-0.0012989-0.0034901i,-0.00094406-0.00599i,5.8639e-05-0.0047961i,0.00051604-0.0027433i,0.0014759-0.00038719i,0.0018234+0.0011347i,0.001063+0.002448i,-0.00075228+0.0039647i,-0.002093+0.0044104i,-0.0023375+0.0031152i
0.0023195-0.0031515i,0.0080572-0.0128i,0.025321-0.024314i,0.045634-0.021212i,0.043346-0.0011941i,0.018992+0.0087346i,-0.00011467-0.00043312i,-0.0065653-0.0090912i,-0.0038629-0.0081017i,0.0019592-0.0029726i,0.0025451+0.00073623i,0.0015012+0.0014887i,0.0031673+0.0019798i,0.0043444+0.0044874i,0.0034543+0.0067816i,0.001577+0.0064647i,-0.00037715+0.0042197i,-0.0014147+0.0019864i,-0.0012425-6.5711e-05i,-0.00040193-0.0016278i,0.00078243-0.0020927i,0.0021617-0.0017409i,0.0037724-0.0012176i
0.0071168-0.0029461i,0.0050742+0.0030757i,-0.0051779+0.012868i,-0.023773+0.016714i,-0.03317+0.0032375i,-0.018409-0.0062404i,0.003229+1.1069e-05i,0.014636+0.0067031i,0.01416+0.007073i,0.0074914+0.004444i,0.0022372+0.0014127i,-0.00075609+0.00044756i,-0.0036881+0.0016777i,-0.0054655+0.0017268i,-0.0060638-0.0010405i,-0.0043113-0.0041434i,-0.00090674-0.0056539i,0.0008769-0.0047587i,0.00083092-0.0029613i,0.00031312-0.0015342i,3.798e-05-0.00039888i,-4.4706e-05-0.00033861i,-0.0011698-0.00059822i
-0.0015684-0.00020441i,-0.0016759-0.0031722i,0.0025329-0.011298i,0.016448-0.014283i,0.026851-0.0024852i,0.018112+0.005133i,0.00099646-0.0026327i,-0.0093767-0.010082i,-0.010953-0.0090928i,-0.0072261-0.0041104i,-0.0035836-0.0010031i,-0.0019875-0.00089261i,-0.00033266-0.0020955i,0.0017333-0.0013664i,0.0029315+0.0021418i,0.0028078+0.0039596i,0.00058933+0.0021475i,-0.0020698+0.00048085i,-0.0024336-9.42e-05i,-0.0013968-0.0010968i,-0.00075038-0.0033915i,-0.00099377-0.0044725i,-0.0013045-0.0030119i
0.0027113-0.005637i,0.0049345-9.7537e-05i,0.0063273+0.01117i,0.0015476+0.018591i,-0.0055244+0.0092424i,-0.00037502-0.0040159i,0.010291-0.0049272i,0.012243-0.00084764i,0.0052719+0.0025712i,-0.0032398+0.0043834i,-0.0059031+0.0033756i,-0.003102+0.0031501i,-0.0007502+0.003831i,-0.0021969+0.0030991i,-0.0050903+0.0010037i,-0.0045818-0.0015315i,-0.0021275-0.0031311i,-0.00038842-0.0032335i,0.0016171-0.0015116i,0.0025435-7.4884e-05i,0.00032186+0.00073392i,-0.0023047+0.0014471i,-0.001899+0.0022183i
-0.0018019+0.00096087i,-0.0044943-0.0014787i,-0.0077852-0.011591i,-0.00099535-0.023858i,0.011557-0.022369i,0.010586-0.0093068i,-0.00019234+0.00026561i,-0.0078434+0.0035552i,-0.0095055+0.0028157i,-0.006453+0.0011259i,-0.0033936+0.0011624i,-0.0019105-6.9147e-05i,-0.0010578-0.0035123i,0.001082-0.004781i,0.0042431-0.0030523i,0.0051174-0.00031351i,0.0036324+0.0014706i,0.0024793+0.0009733i,0.0017383-0.00096843i,0.0006664-0.0016308i,-0.00011598+9.8619e-05i,-0.00050568+0.0012677i,-0.00022476+0.00064066i
