-0.002911+0.0011058i,-0.0025107+0.0015908i,-0.0021606+0.0035555i,-0.00072025+0.0030476i,0.00065339+0.0026496i,0.0012135+0.0030626i,0.00084157+0.0026201i,0.0013364+0.00083526i,0.0017971-0.000163i,0.00099592-0.00061007i,0.00068728-0.0010413i,0.00059094-0.0012322i,-0.0003695-0.00054509i,-0.00080134-0.00037264i,0.00082082-0.0011224i,0.00096199-0.0009553i,-0.000381-0.0003723i,-0.00034185-0.00019007i,0.00026108-0.00046235i,0.00061395-0.00041999i,0.0009398-0.00039158i,0.00068757-0.0007784i,0.00012702-0.00088661i
7.6644e-05+0.0030129i,0.0051474+0.0030682i,0.011636+0.0042195i,0.0099281+0.0071197i,-0.00056099+0.0069499i,-0.0019697+0.00070709i,0.0069166-0.0040613i,0.011162-0.0050581i,0.0088479-0.0040384i,0.0048275-0.0027632i,0.0024848-0.0026998i,0.0013176-0.0024024i,0.001391-0.00091318i,0.00028468-0.00043619i,-0.0039261-0.0011398i,-0.005876-0.00036361i,-0.0037795+0.0001049i,-0.0017469-0.0013725i,-0.0012976-0.0017926i,0.00015998-0.00052994i,0.0035633+0.00058101i,0.004607+0.00055764i,0.0026834-0.00015398i
6.4058e-05+0.0035354i,-0.00017956+0.0018261i,-0.0026272-0.00043823i,-0.0006763-0.0059825i,0.008448-0.0073676i,0.010449-0.0011045i,0.0023826+0.0039263i,-0.0034346+0.0041876i,-0.0038198-2.5951e-07i,-0.00089027-0.005452i,0.00025856-0.0064467i,-0.0021907-0.0046904i,-0.0048934-0.0028588i,-0.0038684-0.0028076i,0.00016711-0.0029957i,0.0015862-0.0017881i,0.0012894-0.00070124i,0.0010503+0.00047932i,0.00056039+0.00081946i,0.00066493-0.00059807i,0.00077325-0.002358i,0.00014293-0.002668i,-0.00049752-0.0017835i
-0.00078868+0.0035776i,0.0049073+0.0030451i,0.015834+0.0019135i,0.026005+0.0039453i,0.023752+0.0054287i,0.013063-0.0010676i,0.0050315-0.0083323i,0.0012199-0.0095201i,0.00090879-0.0065152i,0.0022124-0.0037449i,0.001538-0.0022441i,0.0013708-0.0015543i,0.0036717-0.0013687i,0.0032662-0.00014027i,0.00038144+0.001675i,-0.0017091+0.0019244i,-0.0024225+0.00057385i,-0.0018511-0.00039179i,-0.0007839+0.00018519i,-0.00063769+0.00026058i,-0.0017403-0.00064549i,-0.0031028-0.00051243i,-0.0024023+0.00032057i
0.0024062+0.0027959i,0.0036947+0.0050269i,0.0033625+0.0055282i,0.00089943-0.00041894i,0.000555-0.0072646i,-0.00012876-0.0055023i,-0.002799+0.001462i,-0.0037006+0.0062528i,-0.0015098+0.0065204i,0.00097393+0.0041406i,0.0018816+0.002806i,0.0010907+0.0022593i,-0.0012406+0.0012199i,-0.0014914+0.00033716i,0.00031754-0.0017292i,-3.7581e-05-0.002936i,-0.0010029-0.0016315i,-0.00045358+0.00032098i,-0.00014063+0.00031475i,-0.00038014+0.00040987i,0.00042295+0.0032697i,0.0010391+0.0044706i,0.00049516+0.0019895i
-0.0010855-0.00077625i,-0.00032357-0.001631i,0.0014228-0.0046667i,0.004432-0.0044573i,0.0030459+7.6744e-05i,-0.00018523+0.00024419i,0.0002233-0.0036625i,0.0016023-0.0045388i,0.0030283-0.002842i,0.0047997+0.00018608i,0.0051393+0.0017311i,0.0043982-0.00066416i,0.0033818-0.0033303i,0.0022278-0.0021314i,0.00081749+0.00058663i,-0.00052062+0.0018679i,-0.00031828+0.0014638i,0.00041878+0.00052296i,0.00024237+0.0013522i,0.0010408+0.0023905i,0.00296+0.0014691i,0.0032971-8.5744e-05i,0.0022261-0.0012488i
-3.4981e-05+0.00063655i,-0.00053774+0.0021276i,0.00024926+0.0064593i,-0.00034269+0.0079801i,-0.00036503+0.0044604i,0.0013727+0.0014811i,0.0019632-0.00028929i,0.0019447-0.0010461i,0.00084945+0.000145i,-0.00048734+0.00052015i,-0.00084912+0.00030562i,-0.00030079+0.0013963i,-0.00046876+0.0033321i,-0.0013041+0.0024605i,-0.001263+9.3957e-05i,-0.00020895-0.00089353i,0.00063868-0.00087068i,0.0008113-0.0010838i,0.0007772-0.0013971i,0.0013389-0.0023301i,0.0014891-0.0034132i,0.00059479-0.0041107i,0.00089043-0.003036i
0.0026585+0.0022674i,0.003319-0.00051839i,0.0056225-0.0048279i,0.010866-0.008579i,0.013269-0.0087257i,0.0087856-0.0084295i,0.0021116-0.0087097i,-0.0028585-0.007071i,-0.0039698-0.003896i,-0.0038805-0.00087335i,-0.0040944+0.0010045i,-0.0034248+0.0013262i,-0.002515-0.00028916i,-0.0019154-0.0010503i,-0.0013044+7.8246e-05i,-8.8192e-05-2.3448e-05i,1.6548e-05-0.0011907i,-0.0012713-0.00093152i,-0.0023026-0.0011287i,-0.0036644-0.0014407i,-0.0057912-0.00063714i,-0.0056819+0.00062497i,-0.0036926+0.00071373i
-0.001068-0.0042603i,0.0015242-0.0032292i,0.0042036-0.002851i,0.0057285-0.0033672i,0.0068559-0.0041891i,0.0076419-0.0037211i,0.0055641-0.0020204i,0.0015323-0.00062856i,-0.0026553+0.00065429i,-0.0057988+0.0023968i,-0.0057916+0.0027182i,-0.0029813+0.0020121i,0.0011279+0.0015543i,0.0038289+0.00075576i,0.0030501-0.0010664i,0.0014662-0.0014161i,0.00016406+0.00041422i,-0.00061588+0.0014834i,-0.00068498+0.00092244i,-0.00011221+0.0016583i,0.001113+0.0036663i,0.0022413+0.004024i,0.0028484+0.0027932i
0.0041798+0.0026028i,0.0042634+0.00050788i,0.0023184-0.0026178i,0.00067787-0.005755i,0.0002089-0.0072521i,-0.00030606-0.0048164i,-0.00046264-0.0015835i,-0.0013512-0.00039608i,-0.0019693-0.00031739i,-0.0017738-0.0001264i,-0.0012922-0.00043162i,-0.00094543-0.00042679i,-0.001228-0.00017818i,-0.0018359-0.0008073i,-0.0026227-0.00062735i,-0.0030465+0.00046587i,-0.0017128+0.00059586i,0.00035743-0.00019703i,0.0017603-1.8497e-05i,0.0026691+0.00039119i,0.0026636-0.00055406i,0.0015804-0.0014018i,0.00031142-0.0011626i
-0.0013806+0.0028907i,0.00062265+0.0037671i,0.0056765+0.0045588i,0.0098708+0.0061259i,0.010463+0.0064983i,0.0094008+0.0042219i,0.0070215+0.0015379i,0.0049049-0.001981i,0.0032422-0.0046573i,0.00053089-0.0058555i,-0.00067426-0.0058309i,-0.00027276-0.0037255i,-0.00021004-0.0012788i,2.8626e-05-0.00056641i,-0.00040996-0.0012702i,-0.00080943-0.0017617i,0.00036605-0.0021505i,0.00089662-0.0018979i,0.00013621-0.0020655i,0.0010653-0.0036834i,0.0019415-0.0046521i,0.00058952-0.0040675i,0.00048778-0.0025782i
0.0018416-0.0019858i,0.0032849-0.0021828i,0.0044544-0.0017361i,0.0066708-0.0036198i,0.0091023-0.0056976i,0.0083045-0.0051777i,0.0055722-0.003359i,0.0040288-0.0031519i,0.0028651-0.0049974i,0.00092911-0.0066223i,-0.0010829-0.0054064i,-0.0018797-0.002028i,-0.0017728+0.00093168i,-0.00049027+0.0029i,0.00059911+0.0025153i,-0.00019475+0.00036397i,-0.00084826-0.00084531i,-0.0011435-0.00031489i,-0.0015202+0.00077752i,-0.002337+0.0012536i,-0.0035115+0.0013536i,-0.0043418+0.0021228i,-0.0029758+0.0014434i
0.0043465+0.0021578i,0.0058805+0.00063921i,0.0072016-0.0038803i,0.0076601-0.006888i,0.0064519-0.0055949i,0.0032995-0.003108i,6.7549e-06-0.00044976i,0.00032469+0.00095411i,0.0027237+0.00051656i,0.0023071+0.00084836i,0.00062759+0.001948i,3.1713e-06+0.0010612i,-0.0013558-0.00068838i,-0.0020451-0.0010135i,-0.0010587-0.0011723i,-0.00068934-0.0020314i,-0.00021704-0.0016165i,7.7213e-05-8.0846e-05i,0.00033676+0.0012628i,0.0017834+0.0021392i,0.0027143+0.0022626i,0.0026806+0.0010187i,0.0021451-0.00038191i
-0.00031344+0.0017173i,0.0010738+0.0024833i,0.0013327+0.0026834i,-0.00019121+0.00049206i,-0.0015209-0.001257i,-0.0016642-0.00089024i,-0.0010269+0.00028409i,0.00068763+0.0025169i,0.0030113+0.0039786i,0.0048579+0.003047i,0.004837+0.0015754i,0.0028352+0.00024653i,0.00059544-0.00065935i,-0.00060752-0.00053195i,-0.0016702+0.0001091i,-0.0015624+0.00099824i,-9.9855e-05+0.00082417i,0.00086358+0.00063166i,0.0011564+0.00073735i,0.0016381+0.00044128i,0.0015286+0.00014495i,-5.8425e-05-0.00048912i,-0.00085327-0.00025628i
0.0018325-0.0015234i,0.0031511-0.0023672i,0.0045434-0.0028435i,0.0056102-0.0014572i,0.0058662+0.00076341i,0.0050041+0.0019782i,0.0020931+0.0017291i,8.375e-05+0.0023926i,0.0015611+0.0035764i,0.0029117+0.0033319i,0.001051+0.0015487i,-0.0015405+0.00075903i,-0.0024488+0.00032186i,-0.0034324-0.00058273i,-0.0041228+9.0765e-05i,-0.0029697+0.00014487i,-0.0017373-0.00061568i,-0.0011312-0.00085214i,-0.00051634-0.0012872i,-0.00014106-0.0021753i,-0.00065756-0.0030467i,-0.00092289-0.0028838i,0.00042692-0.0016269i
0.0026639+0.0036132i,0.0036796+0.0021665i,0.0061353+0.0012709i,0.0084033-0.00045683i,0.0080112-0.0031127i,0.0052019-0.0046501i,0.0016288-0.0054963i,-0.0018201-0.0045185i,-0.0035197-0.0011747i,-0.003416+0.00084737i,-0.0022989+0.00044626i,-0.00094406-0.00057522i,0.0004482-0.0011486i,0.00079917-0.0011752i,0.00044941-0.0011382i,0.00061336-0.0001915i,0.00064598+0.00056907i,0.00016732+0.00040186i,-0.00042533+0.001297i,-0.0018583+0.0027194i,-0.0024741+0.0026914i,-0.0014744+0.0015445i,-0.0003812+0.00050356i
-0.0011463+0.0030497i,0.0014828+0.0014115i,0.0037804-0.00051129i,0.0053449-0.0041351i,0.0061511-0.0074561i,0.004937-0.0075705i,0.0018067-0.006343i,-0.0030836-0.0049514i,-0.0066294-0.0013899i,-0.0063076+0.0023892i,-0.004359+0.0032141i,-0.0025391+0.0019573i,-0.0010467-0.00023807i,-0.0013092-0.0023998i,-0.0024987-0.0029909i,-0.0021525-0.0022091i,-0.0012642-0.00069141i,3.4252e-06-7.9248e-05i,0.0018883+8.4762e-05i,0.0025635+0.00045i,0.0020164+0.00037674i,0.0019228-0.00022605i,0.0010192-0.00079559i
0.0023409+0.00039673i,0.0023874+0.00074272i,0.0026958+1.7545e-05i,0.0031187-0.00034309i,0.0026786+0.00068487i,0.0020947+0.00070752i,0.0010324-0.0020072i,-0.0012283-0.0051483i,-0.0031715-0.0049149i,-0.003166-0.0021978i,-0.0010212-0.001566i,0.0011683-0.0025715i,0.0020688-0.0021317i,0.0017829-0.0025751i,0.00079822-0.0036869i,0.00093609-0.0029186i,0.0017003-0.0020236i,0.00095967-0.0022075i,2.6523e-06-0.0024178i,0.00087943-0.0016232i,0.0023984-0.00082412i,0.0017586-0.00047882i,-0.00091965-1.6637e-05i
0.0027364-5.4201e-05i,0.0035269-0.00020372i,0.0038485-0.001217i,0.0041284-0.0020382i,0.0060022-0.0009944i,0.0071602+0.00060868i,0.0067996+0.0011678i,0.0057483-0.00078112i,0.0026347-0.0035617i,-0.00036717-0.0047339i,-0.00054658-0.0035456i,5.7376e-05-0.00086263i,0.0010147+0.0016961i,0.00077992+0.0029839i,-9.5129e-05+0.0028456i,0.00058314+0.0018465i,0.00046029+0.00062427i,-0.00073797+0.00026136i,-0.00064127+0.000439i,-0.00069698-0.00047005i,-0.0018545-0.001262i,-0.001544-0.0006221i,-0.00095971+0.00018694i
-0.00065095+0.0033344i,0.0012719+0.0030018i,0.0040501+0.0015551i,0.0071301+0.00045553i,0.0080966+0.00098466i,0.0059719+0.00058322i,0.0047751-0.0006896i,0.0049672-0.0019658i,0.0044781-0.003545i,0.0016834-0.0049775i,-0.00081998-0.0047815i,-0.00088586-0.0022095i,-0.00011242-0.00092612i,0.00014128-0.000462i,0.0003643-0.00013836i,0.00036709-0.00075723i,-0.00016374-0.0011588i,-0.00029805-0.00089196i,7.0027e-05+0.00039625i,0.00050462+0.0016977i,0.0002272+0.0022582i,-0.0003456+0.0018341i,7.8474e-05+0.0002439i
-0.00095441-0.0033432i,-0.0014786-0.0028788i,-0.00085878-0.0038252i,0.0020076-0.0048957i,0.0050393-0.0048506i,0.0057541-0.0028614i,0.0042809-0.00082884i,0.0034827-0.00066761i,0.0027239-0.0016628i,0.0013002-0.0013385i,0.00056855+0.00038978i,0.00094192+0.0020088i,0.0028618+0.0031509i,0.0031891+0.0036171i,0.0023405+0.0025655i,0.0017536+0.0018413i,0.0014763+0.0023571i,0.0028696+0.0015529i,0.0037386-6.4975e-05i,0.0028225-0.00067347i,0.0019169+8.2138e-05i,0.0012618+0.00087008i,0.00028119+0.00042643i
-0.0020133-0.0003001i,0.00058495+0.0014748i,0.0022064+0.0018762i,0.0034531+0.00060654i,0.0035406-0.00055803i,0.002205-0.00040446i,-0.00021834+0.00016073i,-0.0019327+0.0014888i,-0.00085354+0.0030475i,0.0016021+0.0033253i,0.002398+0.0026729i,0.00091474+0.0013875i,-0.0011831+0.00042499i,-0.0022391+0.00037718i,-0.0023244+0.00066862i,-0.0019638-0.00019321i,-0.0019546-0.0012467i,-0.0022106-0.0016632i,-0.0023788-0.0019882i,-0.001065-0.0024723i,0.00065938-0.0023219i,0.00068395-0.00081428i,0.0010452+0.00080629i
-0.0002792-0.00016594i,-0.00021676+0.00068289i,0.00082837+0.0010582i,0.0025882+0.0013941i,0.0044773+0.0016852i,0.004539+0.00084667i,0.0023644-0.00015627i,0.00045867+0.0012352i,0.0014285+0.002939i,0.0021517+0.0020109i,0.00095772-0.00026627i,0.00069694-0.00061473i,0.00040159+0.00023909i,-0.0017916+0.0011016i,-0.0021757+0.0014396i,-0.00088698+0.0011521i,-0.00045695+0.00068077i,-0.00044027+0.0007084i,-0.0014866+0.00076985i,-0.0017529+0.00079026i,-0.0013992-1.6996e-05i,-0.00097766-0.00036065i,0.00013303+0.00067272i
0.00082067-0.00046313i,0.00069958-0.0013999i,0.0026171-0.0022643i,0.0059179-0.0022866i,0.0083116-0.0021968i,0.0078671-0.0028415i,0.00412-0.0036253i,-0.0002567-0.0026458i,-0.0018042-0.0013965i,-0.0015993-0.00094485i,-0.002347-0.00052432i,-0.0031189-0.00090963i,-0.0032674-0.0014753i,-0.0034132-0.0014411i,-0.0022878-0.00036393i,-0.0016005+8.6471e-05i,-0.0024388-0.00019916i,-0.002658+0.0014963i,-0.0010959+0.0027303i,0.00063209+0.001925i,0.00072468+0.00082702i,-8.7799e-05-0.00011063i,-0.00084473-0.0010499i
0.001595+0.0021232i,0.0042941+0.0017155i,0.0068259+0.00017636i,0.0077602-0.0027432i,0.0069066-0.0040922i,0.0054722-0.004567i,0.0041009-0.0063333i,0.00057806-0.0058774i,-0.003029-0.0030271i,-0.0042712-0.00036414i,-0.003381+0.00032271i,-0.0016354-0.0015982i,-0.0004094-0.0042721i,-0.00049184-0.0056002i,-0.00090387-0.0043758i,-0.00065378-0.0025757i,0.00089094-0.0016937i,0.0026399-0.0015991i,0.0024331-0.0014679i,0.00105-0.00098893i,0.00058018+0.00027849i,-0.00047882+0.0011748i,-0.0018118+0.0014276i
0.0034976-0.0024327i,0.002581-0.0044937i,0.0023266-0.0056407i,0.0021657-0.0054141i,0.0021119-0.0046081i,0.0028704-0.0026813i,0.0026694-0.0018742i,0.0014611-0.0025384i,-0.00053238-0.0021457i,-0.0013262+0.00027133i,-0.00060736+0.0015477i,-0.0002356+0.00061467i,0.00018205-0.00022662i,0.00080756-0.0012617i,0.00044081-0.0014016i,0.00016057-0.00050616i,-0.00038307-0.00034368i,-0.0016732-0.00094354i,-0.0021178-0.001345i,-0.0013966-0.0014464i,7.0608e-05-0.0013417i,0.00043844-0.00043716i,-0.0003981+0.00059653i
0.0010402+0.0018434i,0.0013186+0.0023935i,0.0028638+0.0013899i,0.0038949+0.00060708i,0.003495+0.0012748i,0.0031305+0.00076054i,0.0032473+6.3006e-05i,0.0033174-0.00010739i,0.0035459-0.00074063i,0.0020714-0.0011877i,0.00044334-0.0017616i,0.00033165-0.0011404i,0.0014227-0.00054816i,0.0014001-0.00090619i,0.0004203-0.00067813i,0.00076956-0.00042285i,0.00056102-0.0014856i,-0.00047727-0.0019234i,-0.0013743-0.00026582i,-0.00059264+0.00078879i,0.00021406+0.00073173i,0.00060101-0.00024124i,0.0013645-0.00075244i
2.4307e-05-0.00036066i,0.00095498-0.0019046i,0.004049-0.0029009i,0.0068739-0.0027425i,0.0066013-0.0014391i,0.004812+0.001068i,0.0036633+0.002273i,0.003444+0.00033171i,0.0025855-0.0020908i,0.00093888-0.0024775i,-0.00060988-0.002072i,-0.00072449-0.00076404i,0.0012167+0.001551i,0.0032664+0.002375i,0.0030663+0.0015844i,0.0013128+0.0010438i,-0.00012103+0.0010834i,-0.00013009+0.0010416i,0.00067502+9.9689e-05i,0.00053152-0.00043224i,-0.00034773-0.00014531i,-0.0010291-0.00032547i,-0.00096485-0.0014487i
0.0051245-0.0032662i,0.0058298-0.0037659i,0.0047924-0.0049005i,0.0038091-0.004885i,0.0028882-0.0042933i,0.0010271-0.0027841i,0.00057163-0.0011013i,0.001307-2.4406e-05i,-3.1984e-05+5.5484e-05i,-0.0021174-1.8742e-05i,-0.002679+0.00046995i,-0.0014398+0.00066394i,6.5712e-05+0.0016123i,0.0007842+0.0032496i,0.00020026+0.002989i,-0.00095133+0.0024096i,5.1643e-05+0.0022694i,0.001821+0.00089336i,0.0023802-0.00075202i,0.0020785-0.0016767i,0.0015456-0.0012608i,0.00023615-0.00028179i,-0.0011783+0.00027834i
-0.0023407+0.0032841i,-0.0010684+0.0038059i,0.0015015+0.0041842i,0.0036207+0.0021579i,0.0043591+0.00037889i,0.0030608-0.0013174i,0.0007013-0.0024727i,-0.0011751-0.00094042i,-0.0018063+0.0013714i,-0.00079387+0.0023677i,0.00034136+0.0018625i,0.00064146+0.00050969i,-0.00040141+0.0011391i,-0.0014423+0.0017308i,-0.0010875+2.1519e-06i,-0.00016765-0.00076401i,-0.00010775-0.00012613i,-0.00095868-0.00071057i,-0.0012119-0.0013795i,-0.00080186-0.00055843i,-0.00022168+0.00075653i,0.00015163+0.0014391i,0.00025459+0.0018341i
0.00067547-0.0017301i,0.0023573-0.0014055i,0.0037258-0.00013601i,0.0047185+0.00071347i,0.0056456+0.00037562i,0.0048473-0.0012597i,0.0027358-0.0021751i,2.8918e-05-0.00081241i,-0.00086822+0.0013184i,0.00021383+0.0016167i,0.00047812+0.00073508i,-0.0005251+0.00059671i,-0.0016061+0.0015737i,-0.0019192+0.0024313i,-0.00146+0.0024953i,-0.0012725+0.00076701i,-0.0010662-0.00091998i,-0.0013358-0.00074131i,-0.0015924-0.0002013i,-0.0012764-9.4179e-05i,-0.0006074-0.00088857i,0.00044844-0.001859i,0.001999-0.0011537i
-0.0019012-0.00033348i,-0.0007446+0.00155i,-0.00028874+0.001855i,0.0018686+0.001978i,0.0052077+0.0016829i,0.0054649+0.00048769i,0.0037033-0.00068164i,0.002327-0.0018169i,0.0010631-0.002722i,-0.00037964-0.0026629i,-0.0011578-0.0017762i,-0.001339-0.00065668i,-0.0012105-0.00031524i,-0.0013163-0.0011128i,-0.00083944-0.0023186i,-0.00072305-0.0021029i,-0.0012218-0.00077125i,-0.0013338+0.0018104i,-0.0006357+0.002946i,0.00033059+0.0020852i,-0.00034776+0.0013455i,-0.0005208+0.000121i,-0.00051966-0.00126i
-0.0026198+0.0068267i,0.00056604+0.0064331i,0.0043485+0.0042786i,0.0055556-0.00044042i,0.0057829-0.0039038i,0.0051997-0.005904i,0.0026756-0.0060042i,-0.00025518-0.0049706i,-0.001819-0.004645i,-0.002056-0.0037271i,-0.0016026-0.0015621i,-0.0004781-0.00056919i,-0.0003775-0.0016066i,-0.0014871-0.0021287i,-0.0015615-0.0016648i,0.00017537-0.00072779i,0.0010997+0.00031326i,0.001392-0.00023676i,0.0020792-0.0010431i,0.00081344-0.00047529i,-0.00035359+0.00065049i,-0.0005979+0.00045081i,-0.00083929-0.00068071i
0.00085691-0.0013842i,0.0022935-0.0020886i,0.0039495-0.0031969i,0.0040863-0.0039015i,0.0032112-0.0033162i,0.0017769-0.0024205i,0.00092032-0.0016002i,0.00086002-0.00030077i,0.00097642+0.00067626i,0.00097018+0.0011567i,0.00029392+0.00069636i,-0.00047161-0.0005081i,-0.00142-0.0024787i,-0.0029433-0.0036851i,-0.0029544-0.0030804i,-0.00146-0.001431i,-0.00047811-5.7793e-05i,-0.00058716-0.00038035i,-0.00061964-0.00092152i,5.7917e-05+0.00028042i,0.00072654+0.0016924i,0.00010112+0.0018446i,-5.0205e-05+0.001588i
0.0034844-0.00027029i,0.0029209-0.00075633i,0.0044119-0.001556i,0.0054234-0.0016512i,0.0046258-0.0017941i,0.0047536-0.00061287i,0.004421+0.00027356i,0.0036128+0.00021868i,0.0038933+0.00065104i,0.0034448+0.00039757i,0.0016749-0.00060077i,0.00037459-0.00019163i,0.0010455-0.00015215i,0.0019545-0.00070896i,0.0021065-0.00071439i,0.0017523-8.7263e-05i,0.00044394-0.0003847i,-0.00054077-0.0016119i,-0.001002-0.0014977i,-0.001598-0.00062906i,-0.00079299-0.00074833i,0.00031475-0.00038094i,0.0012594+0.00066578i
0.0054387+0.0010693i,0.0068771+0.00071643i,0.0068267-0.0016983i,0.0066065-0.0036322i,0.004723-0.0039916i,0.0020986-0.0027218i,0.00077-0.00070883i,0.00080477+0.00011612i,0.0012377+0.00027849i,0.00079445-0.00013152i,-0.00051696-0.00095103i,-0.0015722+0.00010522i,-0.0010168+0.00089964i,-0.0007518+0.00016791i,-0.0013322-1.178e-05i,-0.0014297-9.593e-05i,-0.00086851+0.00087058i,-0.0003757+0.0018189i,-2.5435e-05+0.0015689i,0.0010247+0.0010775i,0.0011737+0.00050622i,0.0013007-0.00018801i,0.0010817-0.001209i
-9.5716e-05-0.0022843i,-0.00069588-0.0011496i,-4.5587e-05-0.001468i,0.0025263-0.0010477i,0.0036945+0.00012206i,0.0027721+0.00079682i,0.00080991+9.076e-05i,-0.00043345-0.00084669i,-0.0012548-0.00033638i,-0.0017782+0.0010018i,-0.0014597+0.0012834i,-0.00068634-0.00011283i,0.00097809-0.00098315i,0.0033202-0.0010954i,0.0031435-0.0011814i,0.0010987-0.0011198i,0.0013157-0.00015562i,0.0022697+0.00024243i,0.0022513-0.00092918i,0.00023065-0.001249i,-0.0014419-0.00057532i,-0.0016279-0.00059518i,-0.001904-0.00087815i
-0.00031377-0.00062075i,0.00078443-0.0015576i,0.0014672-0.0034398i,0.0024969-0.004709i,0.0034183-0.0043007i,0.0031873-0.0037106i,0.0016583-0.0042271i,-0.00064017-0.0035606i,-0.0025983-0.0012737i,-0.0021271+0.00069612i,-0.0001812+0.0011348i,0.0016087+0.00061013i,0.0018743+0.0010022i,0.0012931+0.0022658i,0.00061795+0.0020027i,0.00075234+0.00084454i,0.001204-0.00038053i,0.0010245-0.0011387i,0.00092118-0.0013279i,0.0014833-0.00064025i,0.0015389-8.3784e-05i,0.00016173+0.00038185i,-0.00069163+0.0015275i
-0.0031053+0.0014216i,-0.00265+0.0014736i,-0.0011242+0.0023712i,0.0010672+0.0033684i,0.0023561+0.0035188i,0.0028741+0.0021407i,0.0021695-0.00021247i,0.00074681-0.0012232i,0.00060087+9.25e-05i,0.00082825+0.0010814i,0.00069723+0.00045662i,0.00076351-0.00020633i,0.0010095+0.0010541i,0.00020586+0.0020724i,-0.00024018+0.0005323i,-0.00020936-0.0011751i,-0.0011199-0.0013943i,-0.0022423-0.00071961i,-0.0026456-0.00040283i,-0.0018681-0.00064253i,-0.0010029-0.0010768i,-0.0003014-0.00038207i,0.00049885+0.00047626i
-0.001328+0.0011139i,0.0020862+0.0016213i,0.0066513-0.00020516i,0.0099505-0.0027388i,0.011419-0.0030234i,0.0098466-0.002908i,0.0066653-0.0032181i,0.0035072-0.0038175i,0.00055847-0.0036374i,-0.00083899-0.0023101i,-0.00077881-0.0010012i,2.1788e-05-6.3068e-05i,0.0010963+0.00062234i,0.00067831+0.0014542i,-1.1327e-05+0.0012892i,-0.00046121+0.00083597i,-0.00059725+0.00046962i,-0.0002298+0.0010571i,0.00014868+0.0012855i,0.00068969-0.00022647i,0.00071567-0.0014413i,0.0013194-0.0014631i,0.0016049-0.0013678i
0.0013883-0.00023208i,0.0027795-0.0020473i,0.0046474-0.0042233i,0.0045134-0.0057466i,0.0020666-0.0060409i,0.0012501-0.0042144i,0.0021702-0.0021463i,0.0017383-0.001208i,2.1891e-05-0.0010668i,-0.00099896-0.0014233i,-0.0020177-0.00087355i,-0.0017435-4.4185e-05i,-0.0014913+9.4455e-05i,-0.0027684-0.00034526i,-0.0032809-0.00017482i,-0.0025953+0.00028654i,-0.0006037+0.00056165i,0.0012094+0.00067814i,0.0010827+0.00020177i,0.00025308+0.00022725i,-0.00025689+0.00083655i,-0.00067065+5.8654e-05i,-0.0021702-0.00092846i
0.0005005+0.0012077i,0.00039883+0.0017036i,0.00073499+0.0028217i,0.001269+0.0029898i,0.0026952+0.0024527i,0.0039734+0.00155i,0.0029564+0.000535i,0.0013264+0.00051062i,0.0011932+0.00089963i,0.00023155+0.00038204i,-0.00085808+5.8355e-07i,-0.0013389+0.00018392i,-0.00053137+0.00015614i,-6.7863e-05-0.00087365i,-0.00071296-0.0012617i,-0.00084939-0.00083995i,0.00031856-0.0017724i,0.0016832-0.0025343i,0.0015789-0.002235i,0.00066878-0.0016818i,0.00023783-0.00080675i,-0.00016564-0.00017258i,-0.0012441+0.00053796i
0.0023164+0.0045236i,0.0064674+0.0043277i,0.010882+0.0037286i,0.01318+0.00044416i,0.01169-0.0034324i,0.0061119-0.0036492i,0.0023182-0.00049133i,0.0023884+0.0012011i,0.0023051+0.0014239i,0.001283+0.0010486i,0.00014955+0.0011716i,-0.0010731+0.00040654i,-0.0026308-0.000929i,-0.0037982-0.0017366i,-0.0042213-0.0016533i,-0.0036552-0.00069679i,-0.0024166-6.5035e-05i,-0.0025938+0.00014119i,-0.0025579+0.0011281i,-0.0014311+0.0013396i,-2.3011e-05+0.00066295i,0.0013285+0.00066423i,0.0019575+0.00070354i
0.00038311+0.0013792i,0.0010362+0.00022151i,0.001616-0.0012321i,0.002077-0.0032595i,0.0020544-0.0036118i,0.001939-0.0015148i,0.0011467+0.00039391i,-4.0792e-05+0.00058298i,-0.00015491-0.00011038i,0.00045368-0.0011634i,0.00069567-0.0018807i,0.00060474-0.0015722i,0.00051865-0.0017693i,0.0010173-0.0026874i,0.001012-0.0032072i,0.00043437-0.0025i,-0.0006071-0.0012168i,-0.0011121-0.00078109i,-0.00013372-0.00059718i,0.0006406+0.00041216i,0.00060303+0.00069121i,0.00060789-0.000377i,-5.4354e-05-0.0016958i
-0.0019193+0.00064478i,-0.0011452-0.00020829i,0.00096983-0.00081008i,0.0032723-0.00053538i,0.0041312+2.1475e-05i,0.0038658-0.00017482i,0.0014312-0.00058336i,-0.0011119-0.0014183i,-0.0017824-0.0011259i,-0.001021-0.0002026i,-0.00026586-0.0002703i,9.34e-05-0.0004077i,0.00090259-0.00039924i,0.001366+3.0864e-05i,0.00083225+0.00036925i,0.00053221+0.00060294i,0.00047019+0.0010207i,0.00042311+0.0010714i,1.0034e-05+0.00086871i,-7.3187e-06+0.0012338i,-0.00010215+0.0009262i,-0.00058509-0.00023638i,-0.001402-0.00086718i
