-0.0023873-0.00088321i,-0.0011667-0.00072983i,-0.0021589-2.4334e-05i,-0.0022385+0.00027271i,-0.0021447+0.00013493i,-0.0018811+8.6046e-05i,-0.00076606-5.2555e-05i,0.00070746+0.00051618i,0.0012525+0.00082342i,0.0014584+0.0011881i,0.0020137+0.0007375i,0.0012863-0.00052432i,0.00022816-0.00085783i,5.2383e-06-0.00049292i,-0.00017519-3.3935e-05i,-0.00038328+0.00078354i,-0.00048782+0.00053662i,0.00030007-0.00022688i,0.00071146+0.00018739i,0.00026289+0.00020902i,0.00063974+0.00014099i,0.00071313-0.00010173i,0.00030785+0.00025133i
0.00081603-0.00049872i,0.0006712-0.0021522i,0.0011958-0.0038377i,0.0013498-0.0038563i,-0.00019616-0.0035717i,-0.0017833-0.003046i,-0.0020697-0.0013792i,-0.0013227-0.00085885i,-0.00063572-0.0016764i,-0.00022246-0.0021574i,0.00020507-0.0017495i,7.8554e-05-0.00087714i,0.00053557+0.00020358i,0.0014526+0.00073261i,0.0013115+5.9899e-05i,0.0010508-0.00020817i,0.00063679-0.00013293i,-0.0003198-0.00066981i,-0.00017195-0.00086206i,0.00024816-0.00058138i,-0.0005397-0.0004891i,-0.00038987-0.00022888i,0.0010061+0.00031698i
0.0010735-0.00016782i,0.0017698+0.00035574i,0.001204+0.00042155i,0.0004562-7.0479e-06i,0.00017459-0.00051108i,-0.00027913-0.0007695i,-0.00056954-0.00068486i,-0.00041439-0.00089618i,0.00013881-0.00043718i,0.00036643+7.5067e-05i,0.00030612+0.00052086i,-0.0007131+0.00031959i,-0.0012706-0.00052522i,-0.00028742-0.00012098i,0.00055706+0.00036432i,0.00089835+6.7181e-05i,0.00089547-0.00011355i,0.00012263-0.00026183i,-0.00024318-0.00044661i,0.00044685-0.00026841i,0.0010392-0.00014636i,0.0014645+7.9312e-05i,0.0007203+0.00016996i
-0.00043529-0.0010644i,-0.001601-0.00052348i,-0.0013531-0.00016686i,-5.5622e-05-0.00084354i,0.00011378-0.0016329i,-0.0006956-0.0015236i,-0.00087556-0.00080977i,-0.00041737-0.00058526i,-0.00037453-0.00084178i,-0.00039717-0.0005213i,8.782e-05+5.3914e-05i,0.00076495-0.00011033i,0.00046322-0.00026847i,-9.766e-05-0.00033225i,-0.00066042-0.00056849i,-0.00011282-0.00099699i,0.00035106-0.00066908i,0.00016906-0.00034714i,0.00061595-0.00011994i,0.00066145+0.00046342i,0.00020947+0.00075519i,-0.00062627+0.00076263i,-0.00081244+2.2095e-05i
-0.0012555-0.0018563i,-0.00085257-0.0017415i,-0.0012339-0.00089873i,-0.0024909-0.0013317i,-0.0027029-0.0012658i,-0.0019361-2.1094e-05i,-0.00055026+0.00050558i,-0.0002483-5.1802e-05i,-0.00063766-0.00037807i,-0.00056488+0.00017359i,0.00012526+0.00071439i,0.0007595+0.00084175i,0.00055968+0.00069671i,0.00045413-0.00014618i,0.00023869-0.00030097i,-3.4558e-05-0.00011431i,-7.0115e-05+0.00062826i,-0.00033506+0.00061364i,-0.00028-0.00026568i,0.00016647-6.7903e-05i,0.00040618+0.00040977i,0.00086761+0.00059459i,0.0016908-0.0002099i
-0.00058424+0.0015923i,0.00048807+0.0025703i,0.0017978+0.0022847i,0.0028883+0.0012201i,0.002486+0.00046089i,0.0010802-2.4917e-05i,-0.00025598+0.00012397i,-0.00098331-0.00069378i,-0.00044863-0.00095553i,-0.00063293-0.00019854i,-0.00084222-0.00022327i,5.6275e-05-0.00042726i,0.0010196+6.461e-06i,0.0016149+0.00094579i,0.0013688+0.0011063i,0.00056196+0.0003534i,0.00022564-0.00016654i,0.00031961+0.00016575i,0.00049056+0.00012544i,-9.3597e-05-4.6905e-06i,-0.00046392+9.1747e-05i,9.2584e-05-0.0005374i,0.00048697-0.00036995i
-0.00058307-0.00055995i,-0.00052148-9.3864e-05i,-0.0013988-0.0010052i,-0.0017188-0.0016073i,-0.001127-0.00093022i,-0.00012029-0.00022537i,2.8293e-05-0.001044i,-0.000188-0.0014107i,-0.00034616-0.0006598i,-0.00034708+8.796e-05i,-0.0002741+0.00044828i,-0.0005783+0.00019682i,-0.00026538+0.00032753i,0.00067827+0.00060022i,0.00097796+0.00020552i,0.00062997-0.00067021i,0.00068613-0.001112i,0.00054532-0.00066139i,-0.00053148-0.00048148i,-0.00034867-0.00095929i,0.00059523+9.424e-05i,0.0006853+0.00089546i,0.00064675+0.00015272i
0.00013439+0.00076869i,0.00048174+0.0012702i,0.0011874+0.00077125i,0.00071295+0.00042209i,-0.00045682-0.00015623i,-0.00089921-0.00033968i,-0.00030614-0.00076634i,6.6434e-05-0.0010792i,0.00025566-0.00061678i,9.5706e-05-0.00051043i,0.00013922-0.00033717i,0.00043095-0.0009963i,-0.00013308-0.00092316i,-0.00018664-0.00033748i,0.00046696-0.0008087i,0.00059401-0.0012377i,0.00069242-0.00048579i,0.00070291+0.00065494i,0.00017354+0.00048866i,-0.00012664+0.0003625i,-0.00049048+0.00081567i,-0.00029649+0.00015382i,0.00045286-0.00066382i
0.00023663-0.00013745i,0.00063737-0.0011192i,0.00097744-0.0017083i,0.0016462-0.0020087i,0.0017277-0.0024396i,0.0007939-0.0026421i,-3.9534e-05-0.0013119i,-0.00053725-0.00047304i,-0.00076809-0.00017462i,-0.00061912+0.00036858i,0.00095076+2.1967e-06i,0.0016444-0.00049179i,0.00055185-0.00049241i,0.00020556+0.00051427i,0.00056834+0.0005728i,0.0010005-0.00039691i,0.0013961-0.0011634i,0.0012974-0.00098927i,0.001077-0.00050748i,0.00084848-0.00066275i,0.00036757-0.00057579i,0.00070769-0.00028667i,0.00072032-0.00017004i
1.6439e-05-9.0729e-05i,0.0012684+0.00085506i,0.0002861+0.00054016i,-0.0016091-1.2584e-05i,-0.0018148+7.7498e-05i,-0.0013713+0.00032537i,-0.00071013-0.00010745i,-0.00035472-0.00017971i,-0.00031249-0.00010499i,0.00017875+0.00037962i,-0.00037966+0.0012448i,-0.00015689+0.0017847i,0.00094478+0.0013592i,0.00018219+0.00028513i,-0.00030057-0.00049228i,-0.00028761+0.00040563i,-0.00025099+0.001251i,0.00043472+0.00080635i,-3.2401e-05+0.00043199i,-0.00059345+0.00046718i,-0.00035215+0.00050626i,2.9642e-05+0.00094048i,0.00017346+0.00099659i
1.5537e-05+0.0025061i,-0.00015201+0.0021962i,0.0011932+0.0017375i,0.0023177-0.00045089i,0.0011114-0.0027304i,-0.0007584-0.0011951i,-0.0012449+6.6836e-05i,-0.00087909-0.0011127i,-0.00062043-0.001758i,2.7646e-05-0.0010891i,0.00031935-0.00033006i,-1.026e-05-9.6783e-05i,0.00054807+0.00075163i,0.0010276+0.0011122i,0.0010881+7.4349e-05i,0.00085399-0.00076008i,0.00041625-0.00076624i,0.0002243-0.00047165i,1.2025e-05+5.7631e-05i,-0.00033544+0.00029224i,-0.00012545+0.00056585i,0.00048461+0.00029649i,0.00043176-0.00024932i
-0.0012342-0.0024266i,-0.00090478-0.0019211i,-0.0012483-0.0020409i,-0.001262-0.0015332i,-0.00086534-0.001369i,0.00015218-0.0011779i,0.0012163-0.0014661i,0.00051513-0.0011173i,-0.00017744-0.00085311i,0.0003437-0.001582i,0.00025201-0.0013287i,-0.00033495-5.9441e-05i,-8.7237e-05+0.00082731i,-2.6904e-05+0.00072102i,0.00057252+0.00047509i,0.0012255+0.00047322i,0.00072329+7.6318e-05i,0.00043692-0.00057962i,0.00014076-0.00031825i,1.4616e-05-5.2603e-05i,0.0004108-0.0003133i,0.00014406+0.00048366i,-0.00019488+0.00103i
-0.0010959-0.00074745i,-0.0012128+2.8777e-05i,-0.00097141+0.00085799i,-0.00038399+0.0011485i,0.00025035+0.00084665i,0.00020117-0.00019054i,0.00017205-0.00085702i,-0.00034939-0.0010342i,-0.0012655-0.00060069i,-0.0012133+0.00017601i,-0.00022626+0.00071506i,0.00072083+0.00023933i,0.00054957-0.00025714i,2.2294e-05-0.00019256i,0.00085791-9.6344e-05i,0.0014164+0.00014382i,0.0011148-0.00014154i,0.0013379-0.00019159i,0.0010289-2.4534e-06i,0.00052562-0.00030912i,-6.1416e-05-4.6024e-05i,-0.00011068+0.00024646i,0.00053832-8.5585e-06i
0.0014058+0.00014812i,0.00083381+0.00030506i,0.00079168-0.0010723i,0.00041784-0.0021889i,-0.00041948-0.0024283i,-0.0009341-0.0019767i,-0.00095854-0.0012777i,-0.00071601-0.0014857i,-0.00016858-0.0015847i,0.00024491-0.0011928i,0.00030544-0.00098831i,0.00076116-1.3377e-05i,0.00099402+0.00088023i,0.00061977+0.0010397i,0.0004473+0.0010131i,0.00076791+0.00054097i,0.00040836+0.00022162i,0.00049479-3.4828e-05i,0.0008477-0.00063927i,5.5954e-05-0.00064838i,-7.452e-05-0.00085657i,0.00099169-0.00071816i,0.00096571-0.00050392i
-0.00099361-0.00073771i,6.8463e-05-0.00091968i,0.00016297+5.5553e-05i,-0.0012462+0.00060243i,-0.0015123+0.00024872i,-0.00087805-0.0002376i,-0.00071087-0.00030331i,-0.00074689+0.0002402i,-0.00078563+0.00037052i,-0.00077742+0.00047183i,-0.0002616+0.00068289i,0.00026688+0.00017062i,0.00018384-0.00062677i,5.3292e-05-0.0013319i,0.0002739-0.0015231i,-0.00025793-0.00092295i,-0.0005038+2.8903e-05i,0.00034998+0.00018469i,-0.0002486+2.0087e-05i,-0.00092195-0.0004586i,-0.00034988-0.00069873i,0.00031414-7.8133e-05i,3.8737e-05+0.00052425i
0.0018399+0.00063439i,0.00090436+0.00075881i,0.0017783+4.5911e-05i,0.0024442-0.0005548i,0.0020039-0.0019387i,0.0011206-0.002749i,-0.0012602-0.0020089i,-0.0014611-0.0012696i,-0.00014853-0.00067974i,-0.00050113-0.0001789i,-0.00082205-0.00049295i,-0.00010406-0.00024608i,0.0004805-0.00037806i,0.00041389-0.0011186i,0.00049989-0.0013593i,0.00061054-0.0010648i,0.00015018-0.001427i,-0.00010021-0.0011222i,-1.7477e-05-0.00062541i,0.00038402-0.00065704i,0.00074342-0.00057758i,0.00058385-0.00054546i,0.00069223-3.0262e-05i
-0.00067934-0.00078318i,-0.0004639-0.0010948i,-0.0013002-0.0014582i,-0.0016971-0.0016333i,-0.0012441-0.0018307i,-0.00061416-0.0018711i,-0.00041178-0.0018428i,-0.00025617-0.0017303i,0.00062134-0.0012924i,0.00075309-0.00090781i,0.00039772-0.00014522i,0.00063258+0.0004124i,0.00017866+0.00095952i,-0.00056824+0.0010576i,-0.00012508+0.00011935i,0.00044465-0.00033225i,0.00042529-9.3364e-05i,0.00049446+0.00010708i,0.00063477-0.00027327i,0.00067289-0.00037931i,8.5098e-05+8.6562e-06i,0.0001017+0.00017633i,0.00067444+0.00068156i
-0.0014202-0.00023364i,-0.00084964+0.00025422i,0.00026607+0.00026889i,0.00073283+5.5788e-05i,0.00060271+0.00041248i,0.00012077+0.0007313i,0.00016412+0.0001518i,-0.00023847-0.00045208i,-0.0014664-0.00050074i,-0.0015739-0.00076194i,-8.1844e-05-0.00049202i,0.0010748+0.00041517i,0.0010602+0.00029362i,0.0010444-0.00021561i,0.00057178+2.6716e-06i,-0.0003225+4.6231e-05i,-0.00010413+5.618e-05i,6.375e-05+0.00022968i,-0.00052287+5.4936e-05i,-0.00056156-0.00012629i,-0.00036515+0.00015975i,-0.00022994+0.00029325i,5.185e-06+1.5745e-05i
-7.9547e-05-0.0034052i,-0.00063564-0.0028699i,-0.0017822-0.0027291i,-0.002617-0.0019935i,-0.0023363-0.0018828i,-0.0016703-0.0021183i,-0.0013899-0.0017318i,-0.00092524-0.0014207i,-0.0003799-0.001235i,-0.00096298-0.00031374i,-0.001151+0.00041177i,-0.00011107+0.0010486i,0.00024823+0.001231i,0.00034397+0.0008338i,0.00052844+0.00033076i,0.00075771-0.00017918i,0.0013142-0.00014956i,0.0010854+0.00014123i,-7.4865e-05+0.00044542i,-0.0010039+0.0001597i,-0.0014852+0.00016627i,-0.001173+0.00054296i,-0.00091592+0.00016746i
0.0020361+0.0011151i,0.0025865-0.00033389i,0.0029699-6.7626e-05i,0.0021495+0.00080913i,0.00074243+0.00055181i,3.547e-05-0.00012024i,-0.00020284-0.00084537i,-0.00013568-0.00080904i,0.00016183-0.00045159i,-0.0001884-0.00050009i,-0.00062568-0.00061196i,-0.00010546-0.00042355i,-1.9252e-05-0.00032213i,5.684e-05-0.00049408i,0.0010734-0.00085098i,0.00079989-0.0016151i,-5.2816e-05-0.0017954i,-0.00021392-0.0015232i,0.00021771-0.0010021i,0.00094268+0.00018276i,0.0002036+0.00062941i,-0.00077841+0.00022228i,6.4148e-06+7.3389e-05i
-0.0024142+0.00085188i,-0.0010848+0.000547i,-0.00085341+0.0019273i,-0.00070222+0.0008813i,-0.00052615-0.001873i,0.00039565-0.0028142i,0.00095055-0.0022751i,-0.00024488-0.0011629i,-0.0010715-0.00036938i,4.6231e-05-0.00019345i,0.0015749+8.506e-05i,0.0013906-5.1389e-05i,0.0008131-0.00030039i,0.00064067-0.00044991i,0.00039518-0.00067508i,0.00010584-0.00027637i,-8.6348e-05-0.0003107i,0.00050563+4.7511e-05i,0.00025459+0.00092364i,-0.00053206+0.00038526i,-0.00059736-0.00020098i,8.5131e-05-0.00034852i,0.00033449-0.00066771i
0.00063796-0.0006105i,0.0010589-0.00012661i,-0.00011286+0.00047019i,-0.0010397+0.001465i,-0.00021444+0.0018146i,-0.00010526+0.00052779i,-0.00044895-0.00079014i,-6.7506e-06-0.00068351i,-9.9129e-05-0.00021447i,-7.5622e-05-0.00075455i,0.00038781-0.0010646i,0.00070154-0.00038669i,0.00041835+0.00053111i,0.00027906+0.00077777i,0.00082983+0.00037996i,0.0011708-4.981e-05i,0.00079972-4.8115e-06i,0.00047624-3.3483e-05i,0.00038989-1.7251e-06i,-0.00011172-9.495e-05i,-0.00044997-7.3505e-05i,-0.0003323-7.6647e-05i,0.0005547-0.0004679i
0.00212-0.00026518i,0.0020746-0.00089588i,0.001528-0.0014901i,0.0011981-0.0022261i,0.00039675-0.0021076i,-0.0016702-0.0014244i,-0.00052505-0.00075337i,0.0012111-0.00027189i,0.0010365+0.00022918i,0.00083898+0.00066293i,0.00063289+0.00045377i,-8.8254e-05-0.00018368i,-0.00048565-0.00057881i,-0.00025352-0.00090276i,0.00024863-0.0010648i,0.00043353-0.0010094i,0.0010279-1.131e-05i,0.00086605+0.00091146i,3.0145e-05+0.00059588i,-0.00072609-9.6588e-06i,-0.0010491-0.00055102i,-0.0013539-0.00054079i,-0.001097-0.00031929i
1.8208e-05+0.00049678i,-0.00053531-0.00077086i,-0.00071869-0.0014108i,-0.0003793-0.00096505i,-0.00034602-0.0009698i,-0.00095308-0.001256i,-0.0018515-0.0012272i,-0.001353-0.0010726i,0.00022332-0.0010189i,0.00033213-0.00052964i,-0.00010453+2.1257e-05i,-0.00022478-3.6885e-05i,0.00035825-5.6056e-05i,0.0012617+0.00035507i,0.00016984+0.00031243i,-0.00076906-0.00054141i,4.1925e-05-0.00055667i,0.00075718+0.00033512i,0.00028225+0.00054883i,-0.00044334+0.00064046i,0.0001203+0.00052405i,0.00079435+0.00033674i,0.00083816+3.4263e-05i
0.0021267+0.0026172i,0.0021405+0.0021933i,0.0020447+0.00067947i,0.002544-0.0006877i,0.0026755-0.0012103i,0.0011804-0.0013678i,-0.00015493-0.0010969i,-0.00024694-0.00088173i,-0.00040606-0.0011721i,-0.00058084-0.00083143i,-0.00029068-0.00022938i,2.9723e-05-0.00037638i,0.00030495-0.00052831i,0.00060715-0.00030665i,0.0014166-0.00019661i,0.00099073-5.1739e-05i,0.00024253-0.00025725i,0.00016149-0.00087898i,0.00051162+5.2873e-05i,0.00079858+0.00077801i,0.00043753+0.00035953i,-6.5389e-05+0.00055189i,-0.00013151+0.00093833i
0.00020421+0.0021236i,-0.00026725+0.0013934i,6.0429e-05+0.00084362i,0.001055+0.00048275i,0.00080399-0.00020327i,-0.00028607-0.001103i,-1.8392e-05-0.0011289i,0.00080007-0.00054352i,0.0011348-0.00022247i,0.0011966-4.4157e-05i,0.00084836-0.00037576i,0.00065776-0.00051891i,0.0005724-0.00056628i,3.6791e-05-0.0011808i,-0.00010112-0.0014401i,0.00025028-0.00040647i,0.00022668+0.00026182i,0.00041239-0.00033963i,0.00061698+0.00019095i,0.0004263+0.0011891i,-5.5781e-06+0.00095403i,-0.00014955+0.00051681i,4.1251e-05+0.00065691i
0.00086019-0.0014522i,0.00067605-0.0005549i,0.00064587-0.0011706i,0.00036132-0.0011788i,-9.6597e-05-0.00071502i,0.00059485-0.0010406i,0.0009117-0.001221i,-0.00014249-0.00066454i,-6.3234e-05-0.00019982i,0.0015358+0.00067849i,0.0018834+0.00051923i,0.00085969-7.7905e-05i,0.00034173-1.0814e-05i,0.00051908-0.0003281i,0.00023757-0.00044355i,-0.00047378-0.00068358i,-0.00030791-0.00082896i,0.00011402-0.00089853i,0.00010592-0.00057325i,7.3722e-05+0.00037366i,-0.00033198+0.0007441i,-0.00024973-0.00012848i,9.3714e-05-0.000816i
6.1325e-05-0.00053458i,-0.00026435-0.0012648i,-0.0007413-0.0019783i,-0.0015296-0.0024609i,-0.002172-0.0028516i,-0.0015705-0.0026554i,-0.00080932-0.0014015i,-0.0011839-0.00031882i,-0.0012179+5.4953e-05i,-0.0005941-0.00016179i,5.3358e-05+0.00043221i,0.00017365+0.00080705i,-0.00062516-0.00012114i,-0.0008395-0.00021685i,-0.00015719-0.00013367i,-0.0003361-0.00018674i,0.00042421-0.00087087i,0.0014482-0.0012637i,0.0010891+3.6641e-05i,0.000146+0.00084248i,-0.00038479+0.00049266i,0.0004006+0.00023143i,0.00046425+8.0676e-05i
-0.00026663+0.0025005i,0.00089552+0.0022073i,0.0026307+0.0018255i,0.0021518+0.0015617i,0.001517+0.00040517i,0.00058404-0.00072201i,-0.00071415-0.0012222i,-0.00084564-0.00094203i,-0.00027274-0.00041117i,-0.00024345+0.00020798i,-0.00049422+0.00061865i,-0.00024895+0.0004381i,0.00010495+9.2311e-05i,0.00040902-0.00047686i,0.00092788-0.00018165i,0.0012231-0.00014653i,0.0004094-0.0005804i,-0.0005478-0.0002341i,5.7149e-05+0.00016611i,0.00041045-5.1395e-05i,-0.00010015-0.00017576i,0.00030706+9.3407e-05i,0.00059011+0.000171i
0.002886-0.0007025i,0.001524-0.001283i,0.0013659-0.0019868i,0.00088064-0.0026458i,-0.00041666-0.0028055i,-0.0009255-0.0015755i,-0.00080922-0.00034974i,-0.0011003-0.000687i,-0.0013247-0.0013546i,-0.00080944-0.0014204i,-0.00025416-0.00089804i,0.00042929-0.00067241i,0.00036595-3.5051e-05i,0.00030858+0.0011769i,0.00076104+0.0011321i,0.0010842+5.963e-05i,0.0012633-0.0002079i,0.0011294+0.00028743i,0.00046102+0.00024418i,0.00037972-0.00063453i,0.00087598+9.8987e-05i,0.00072014+0.00061158i,-0.00036764-0.00010276i
-0.0018506-0.00042605i,-0.0015464+0.00084876i,-0.00098285+0.00071475i,-0.0012203-0.00029464i,-0.00092736+0.00039587i,1.9066e-05+0.00049227i,0.00058593+0.00043377i,0.00038399+9.6593e-05i,0.00046179-0.0003859i,0.00078823-0.00053689i,0.00084061-0.00028892i,0.00023266-0.00044315i,0.00015401-0.00048022i,0.00056409-3.6509e-05i,3.2379e-05-0.00025794i,0.00036703-0.00021045i,0.0011256+0.0001263i,0.00071236-0.00016632i,-0.00030305-0.00044217i,-0.00063207-0.00015119i,-0.00053094+0.00046559i,-6.0956e-05+0.00048747i,-0.00016773+0.00052111i
0.001258-0.0012589i,0.0011857-0.0007736i,0.00122-0.0014264i,0.0011233-0.0017694i,-0.00042647-0.001031i,-0.0020545-0.00074327i,-0.0019243-0.0011092i,-0.00084886-0.00035003i,-0.00083367-0.0001232i,-0.0010032-0.00037876i,-0.00066536-0.00057159i,-0.00074907-0.0008928i,-0.00044287-0.0011016i,6.1516e-06-0.0011818i,0.00041705-0.00048979i,0.0010447-0.00030746i,0.0011055-0.00019857i,0.00014518+0.00014045i,-8.3776e-05-3.9909e-05i,0.0003037+5.5313e-05i,0.00056113+0.00023688i,0.00060525+0.00046446i,-4.3606e-05+0.00063398i
0.00056767-0.00169i,-0.00060236-0.00086786i,-0.00059938-0.0016923i,-0.00124-0.0021712i,-0.0023119-0.0016471i,-0.0013863-0.00031513i,-0.00067106+0.00066464i,-1.998e-05-1.0879e-05i,0.00064234-0.0010035i,4.4271e-05-0.00098667i,-0.00038063-0.00074746i,-0.00053689+2.3681e-05i,-0.0010234+0.00041852i,-0.00051177+0.00071569i,0.00049308+0.00098783i,0.00030491+0.0010204i,-0.00020631+0.00026667i,0.000219-6.211e-05i,-0.00016636+0.00059406i,-0.00081626+0.00028154i,-0.00014083-0.00039208i,0.00021033-0.00037285i,0.0004854-1.1528e-06i
-0.0019704+0.0011551i,-0.00076919+0.00089344i,0.00066919+0.0006448i,0.001113+2.4979e-05i,0.0015667-0.001025i,0.0009567-0.0020089i,-0.00053588-0.0021496i,-0.00087885-0.0017452i,-0.00069867-0.00037884i,-0.00089094+0.00027528i,-0.00058944+0.00021325i,-1.6794e-05-3.9294e-05i,0.00024766-0.00022136i,0.00020406-3.0236e-05i,0.00033417-0.00020206i,0.00014282-0.00029211i,2.3487e-05+0.00025707i,0.0013724+0.00077358i,0.0015078+0.0010111i,0.00010856+0.00099903i,-0.00019297+0.001001i,0.00039855+0.00010332i,0.00035904+0.00030998i
0.00069339-1.0814e-05i,0.00049015-0.00068362i,0.00033472-0.00026595i,0.00079745-0.00061842i,0.00031452-0.00083014i,-0.00097773-0.00072092i,-0.00055338-0.00069838i,0.00016138-0.00027966i,0.00053456-0.00049028i,0.00065377-0.0010252i,0.00043574-0.00086862i,8.4665e-05-0.00069858i,-0.00012293-0.0004853i,-0.00035303-0.00012561i,-0.00044943-0.0004194i,0.00017618-0.00039533i,0.00055115-0.00025077i,0.00055907-0.00080179i,0.00013555-0.00081804i,6.059e-05+2.417e-06i,-1.6844e-06+0.00063743i,0.00021263+0.00054064i,0.00026426+0.00018348i
0.00070999-0.00045303i,0.0016115-0.00073233i,0.0020583-0.00058951i,0.00089448-0.0015764i,0.00021138-0.001835i,0.0002736-0.0010415i,0.00067323-0.00065379i,0.0011806-0.0013383i,0.00095965-0.0011311i,0.00068971-0.00016924i,0.00073396-4.4357e-05i,0.00073204+7.7976e-05i,6.0016e-05+0.00023375i,0.00021907+0.00060784i,0.00054905+0.0010461i,0.00038422+0.0011363i,0.00033274+0.00045796i,0.00070169-0.00022111i,0.00058787-0.00052542i,-5.2019e-05-0.00070825i,-0.00041693-0.00048577i,-0.00080397-0.00010383i,-0.00054578+0.00020404i
0.00053201+0.00059404i,0.00050378+0.0011922i,-0.00025573+0.0011414i,-0.00032021+0.00027511i,-0.00041369-0.00057214i,-0.00071057-0.00087799i,-0.0004724-0.0010376i,-0.00033878-0.00064089i,-0.00016138-0.00025199i,0.00038153-1.8313e-05i,0.00058633+0.00061515i,-0.00016643+0.00046929i,0.00021822+0.00045037i,0.0007205+0.00092552i,-0.00027437+0.00060915i,0.00016829+6.0621e-05i,0.0012305+0.0001573i,0.00036364-9.4107e-05i,0.00012263-0.00047687i,0.00039583-0.00024343i,-0.00030057+0.00011563i,-0.00074033-8.973e-05i,-0.00097484-0.00039167i
-0.00072314+0.00017191i,0.00014567-0.00042844i,-6.1101e-05-0.0014101i,8.4229e-05-0.0024029i,0.00057027-0.0014341i,-0.00024698-0.00025449i,-0.00053169-0.00062214i,-0.0006827-0.0013616i,-0.001108-0.0010795i,-0.00044564+0.00037913i,0.00011717+0.001499i,0.00021537+0.0014041i,4.8561e-05+0.00073176i,0.00060217+0.00049545i,0.0014014-0.0004998i,0.001091-0.00059366i,0.00034409-0.00016245i,-0.00072265-0.00026657i,-0.00088957+0.00042312i,-0.00031177+0.00087354i,0.0006091+0.00050071i,0.00037223+0.00043292i,-0.00017846+0.00047164i
0.00098718+0.00065605i,0.0003242+9.7161e-05i,-0.00071916+6.0627e-05i,-0.0011593-0.00056326i,-0.0007976-0.0014169i,-0.00085619-0.0013165i,-0.00077608-0.0012192i,-0.0004521-0.0012557i,-3.5128e-05-0.00041114i,-0.0001141+0.00011434i,6.922e-06-0.00030574i,0.00081403-0.001456i,0.0012333-0.001368i,0.00074391-0.00054917i,0.0010471-0.00072357i,0.00097461-0.00070368i,0.00027745+0.00018004i,0.00029737+0.00030445i,0.00022731-0.0004649i,0.00039089-0.00044429i,0.00098172+0.00025641i,0.0011266+0.00054989i,0.0011402+0.00055497i
0.00056802-0.00050726i,0.0010661+0.00075501i,-0.00019481-0.00017765i,-0.0011057-0.0015455i,-0.0013178-0.0008037i,-0.0012289-0.00038193i,-0.00066428+0.00018402i,-0.00045183+0.00019349i,-0.00094311-0.0006056i,-0.0011635-0.00016423i,0.00035146+0.00020247i,0.0011614+0.00026647i,0.00028484+0.00098077i,3.5596e-05+0.0010398i,0.00082178+0.00088843i,0.00092799+0.00087602i,0.0004343+0.00070667i,0.00024292+8.4313e-05i,-0.00046531-0.00064988i,-0.00091078-0.00049033i,-0.00039678-0.00072983i,-0.00015642-0.00042235i,-0.00026939+0.00060331i
4.5485e-05-0.00066643i,0.00091906-0.0014651i,0.0019626-0.0017277i,0.001564-0.0020598i,0.001441-0.0026546i,0.0013292-0.0028724i,0.0007619-0.0017545i,0.00026391-0.00094367i,0.00018605-0.00066055i,0.00066782-0.0012796i,0.00027664-0.0012012i,-0.00017727+0.00010729i,0.00044403+0.00037067i,0.001114+5.819e-06i,0.00065731-0.00063296i,0.00011012-0.00089403i,0.00047476-0.00050359i,0.00098621+4.5818e-05i,0.0011577-3.9178e-05i,0.0011249-0.00018156i,0.00049549-0.00016862i,0.00014622+3.9368e-05i,0.00051486+0.00044529i
-0.00018317+5.977e-05i,-8.057e-05+0.00098328i,0.00059851+0.0016009i,0.0011737+9.698e-05i,0.0001152-0.00090561i,-0.0011813-0.0010486i,-0.0013491-0.0010122i,-0.00065145-0.0002033i,-0.00051408+0.00061745i,-0.00012611+0.00073784i,0.00026462+0.00062315i,0.00034248+0.00027604i,0.0004124+0.00010705i,2.9226e-05-0.00026703i,9.8712e-05-2.5325e-05i,0.00010025+0.00062974i,8.3936e-05+0.00047483i,0.00052454+0.00041286i,0.00080276+0.0010959i,0.00087007+0.00073031i,0.00074761-0.00019893i,0.00088284-0.00047058i,0.0013272+0.00029468i
0.0012076+0.00065298i,0.00044976+0.00067099i,0.00091468+0.00043326i,0.0010706+6.3759e-05i,0.00033098-0.00055272i,-0.00051748-0.001045i,-0.00052286-0.0010212i,4.7008e-05-0.0007118i,-0.00015096-0.00039928i,-0.00042394-3.5931e-05i,-7.9823e-05+0.0004201i,-0.00012047+9.103e-05i,-0.00013934-0.0001216i,0.00063012-0.00021341i,0.0011554-0.00017215i,0.0010643-6.143e-05i,0.00030115-0.00047046i,-0.00042078-0.00071491i,-9.1768e-05-0.00083334i,0.00013908-0.00078213i,-2.8648e-05+6.5277e-05i,-6.8788e-06+0.00069834i,-0.00015055+0.00017817i
0.00062359-0.00026751i,0.001011-0.00030205i,0.0020065-0.00088682i,0.0014144-0.0012489i,0.00034133-0.0014591i,0.00043438-0.0013577i,0.00057026-0.00079733i,-7.0024e-05-0.00056453i,1.7884e-05-0.00077877i,0.00044408-0.00014751i,0.00049783+9.8881e-05i,-4.1165e-06-0.00013199i,-0.00081416+3.0182e-05i,-0.00020236+0.00010271i,0.00089637-0.00047281i,-0.0001125-0.00063137i,-0.00083592+1.7598e-05i,0.00053233+0.00046264i,0.00063106+0.00028774i,-0.00034492-0.00032411i,-2.1485e-05-0.00016072i,0.00064804+0.00021172i,0.00028472+0.00014051i
