-0.001278+0.0014908i,-0.0006324+0.00081063i,-0.00085285+0.0010032i,-0.0017312+0.00049434i,-0.0026179+0.00103i,-0.0021604+0.0014806i,-7.7271e-05+0.0022275i,0.00099015+0.0032798i,0.0010683+0.0022342i,0.001413+0.00043854i,0.0013395-0.00015248i,0.00023628-0.00052809i,-0.00065149-0.00075169i,-0.00045114-0.00012004i,-0.00031428+0.00077489i,-0.00035545+0.00098071i,-4.0717e-05+0.00061079i,0.00046056-0.00018368i,0.00050424-0.00039528i,-0.00025563-0.00069064i,-0.00032537-0.00073496i,0.00010302+0.00016327i,-0.00034757+0.00044546i
-1.2296+0.24417i,-1.003+0.32746i,-0.55324+0.23751i,-0.30611+0.12112i,-0.18577+0.11442i,-0.027925+0.11968i,0.07111+0.045737i,0.059082-0.020503i,0.026119-0.030764i,0.0061667-0.025574i,-0.010861-0.017393i,-0.017965-0.0063098i,-0.014313+0.00071412i,-0.0059108+0.0046859i,-0.00073473+0.0016923i,-0.0015392-0.0072672i,-0.0021644-0.018019i,-0.00078867-0.021997i,-0.00046952-0.011613i,0.0016582+0.0057607i,0.007559+0.017389i,0.0065602+0.01865i,-0.0042287+0.014766i
-1.0309-0.4364i,-0.8549-0.36703i,-0.46538-0.21586i,-0.19567-0.14274i,-0.11905-0.11478i,-0.10215-0.044381i,-0.04394+0.009489i,0.0074662+0.0027165i,0.0145-0.010189i,0.012839-0.00911i,0.011408-0.013083i,0.0027122-0.017675i,-0.0038055-0.01697i,-0.0043827-0.011977i,-0.0026742-0.0081744i,-1.9817e-06-0.0089496i,0.0069699-0.0098899i,0.014534-0.011966i,0.010381-0.018097i,-0.0062095-0.020684i,-0.021137-0.013663i,-0.022633-0.0068071i,-0.015481-0.0080629i
-0.48968-0.69325i,-0.31071-0.62265i,-0.14392-0.35759i,-0.033113-0.1221i,0.062558-0.047719i,0.079514-0.065263i,0.04686-0.047431i,0.036462-0.014261i,0.030872-0.010256i,0.017471-0.010808i,0.013091-0.0064205i,0.01391-0.0050064i,0.016447-0.0044818i,0.019339-0.0045033i,0.01589-0.0088137i,0.0044697-0.013486i,-0.0076949-0.0098554i,-0.0086159+0.0032883i,0.0031599+0.01495i,0.015077+0.014183i,0.016306+0.0065936i,0.0089748+0.0025404i,0.0030646+0.0032481i
-0.068839-0.53075i,0.13956-0.42155i,0.12991-0.27347i,-0.012819-0.096208i,-0.029732+0.068488i,0.040307+0.10829i,0.059967+0.067792i,0.041646+0.033858i,0.029446+0.016649i,0.027518+0.0018431i,0.022582-0.010072i,0.011299-0.0068542i,0.007602+0.0083831i,0.014007+0.01861i,0.022592+0.012076i,0.02274-0.0071325i,0.012606-0.022756i,-0.0021871-0.024512i,-0.01845-0.015602i,-0.02844-0.0053506i,-0.026963-0.0022343i,-0.021513-0.0066094i,-0.018532-0.0092619i
-0.023654-0.20357i,0.21378+0.01872i,0.26364+0.011753i,0.094386-0.074062i,-0.051482-0.048399i,-0.086003+0.00041856i,-0.06743+0.024451i,-0.034436+0.029069i,-0.013638+0.023991i,0.0087941+0.027107i,0.029749+0.017632i,0.021184+0.00085659i,2.0439e-05+0.001508i,-0.0076676+0.014777i,0.0019136+0.024583i,0.019459+0.020811i,0.029052+0.0090586i,0.026578-0.0010005i,0.022795-0.012122i,0.021766-0.022874i,0.019985-0.025576i,0.019664-0.019866i,0.01781-0.013206i
-0.27679-0.071719i,-0.14047+0.28613i,0.056487+0.30372i,0.10472+0.11485i,0.084473+0.0098685i,0.079435-0.048962i,0.03247-0.071152i,-0.004635-0.038105i,-0.0094965-0.012222i,-0.014659+0.01398i,-0.0028101+0.035292i,0.0092165+0.025283i,0.0027842+0.011351i,-0.0091738+0.0097419i,-0.016922+0.015677i,-0.015264+0.021206i,-0.011548+0.016266i,-0.011675+0.0095662i,-0.0093894+0.013348i,-0.0029293+0.019096i,-1.0991e-06+0.017347i,-0.0035477+0.013832i,-0.0058086+0.012327i
-0.53578-0.34296i,-0.61467+0.062263i,-0.36375+0.2361i,-0.16269+0.16601i,-0.09179+0.16585i,0.02293+0.16752i,0.078058+0.066647i,0.037707-0.001021i,0.0062815-0.0067354i,-0.012704-9.6765e-06i,-0.019562+0.013947i,-0.010212+0.017615i,-0.0060152+0.011589i,-0.0077845+0.0042287i,-0.012989-0.0041124i,-0.016822-0.0058151i,-0.010124-0.0068374i,-0.00056673-0.014603i,-0.0010774-0.021857i,-0.0021513-0.020966i,0.0050517-0.017815i,0.010916-0.018208i,0.0074546-0.015771i
-0.43215-0.8761i,-0.68119-0.58557i,-0.51276-0.24446i,-0.29129-0.15381i,-0.2684-0.10864i,-0.21632+0.016725i,-0.077743+0.060241i,-0.0084947+0.019793i,-0.0079116-0.0038232i,-0.016511-0.0064185i,-0.018945-0.0022013i,-0.013315+0.0014312i,-0.0099861-3.2539e-05i,-0.010188-0.0043279i,-0.0092091-0.011234i,-0.0066809-0.013851i,0.00023286-0.0077361i,0.0099346+0.00045189i,0.017092+0.0063568i,0.021081+0.016162i,0.022067+0.026644i,0.02029+0.027636i,0.015335+0.018795i
0.16317-1.1974i,-0.108-1.0905i,-0.13111-0.64195i,0.021027-0.35547i,0.058805-0.2916i,0.003983-0.19553i,-0.0059489-0.07i,0.014032-0.019613i,0.01338-0.023837i,-0.0071803-0.027435i,-0.018844-0.013789i,-0.013421-0.00076281i,-0.0055151-0.00027286i,-0.00025527-0.0074631i,0.0038884-0.017238i,0.0028885-0.020869i,-0.0021407-0.014258i,-0.0048427-0.0023742i,-0.0085309+0.0063634i,-0.016953+0.0072165i,-0.024783+0.0048791i,-0.025156+0.005082i,-0.018452+0.0072368i
0.88017-0.92814i,0.69159-0.88572i,0.41316-0.48681i,0.26578-0.13066i,0.19859+0.023848i,0.1318+0.056506i,0.07007+0.040003i,0.037403+0.020722i,0.031572+0.0029485i,0.021322-0.018447i,8.738e-05-0.021151i,-0.011852-0.0067291i,-0.007893+0.0058798i,0.0089313+0.0072276i,0.025701-0.0032044i,0.024668-0.015203i,0.010632-0.017351i,-0.0016479-0.010828i,-0.0046243-0.0054282i,8.6798e-05-0.0038247i,0.0048627-0.0043758i,0.0036751-0.0051843i,-0.0026386-0.003887i
1.1835-0.2275i,1.015-0.16576i,0.56157-0.023376i,0.15715+0.050515i,-0.071469+0.065785i,-0.13027+0.073804i,-0.083582+0.06646i,-0.03259+0.047371i,-0.0036836+0.03036i,0.015418+0.010069i,0.014981-0.0087067i,0.00016623-0.013396i,-0.0081744-0.0038465i,-0.0016302+0.012244i,0.018035+0.019234i,0.032701+0.0068767i,0.028554-0.011476i,0.012897-0.018443i,-0.0019638-0.012016i,-0.010351+0.00058162i,-0.01109+0.0091184i,-0.0060924+0.0074768i,-0.0015168+0.00028984i
0.92069+0.3658i,0.68682+0.41491i,0.33712+0.2775i,0.12657+0.02213i,0.02463-0.15734i,-0.023574-0.1689i,-0.039042-0.084918i,-0.031026-0.018637i,-0.013898-0.00041538i,-0.0018227+0.004273i,0.0070517+0.0033947i,0.0064384-0.0082141i,-0.004662-0.01355i,-0.012298-0.0011581i,-0.0055731+0.019345i,0.012929+0.026737i,0.026053+0.017177i,0.023979+0.0044537i,0.01414-0.0048621i,0.0062533-0.01266i,0.00063384-0.014722i,-0.0027995-0.0089993i,-0.0028747-0.0018165i
0.37612+0.55702i,0.11585+0.56471i,0.016617+0.39773i,0.11184+0.18415i,0.17715+0.072889i,0.15866+0.034505i,0.082445-0.0048114i,0.015883-0.016264i,0.00064523-0.0057397i,-0.0026981+0.00054153i,-0.0050572+0.0065322i,0.00035854+0.0015674i,0.00084496-0.006806i,-0.005253-0.0034728i,-0.012363+0.0076018i,-0.010527+0.017497i,-0.0002664+0.018242i,0.0043151+0.010157i,0.0017718+0.0036116i,0.0019033+0.0034593i,0.0040355+0.0014548i,0.0015674-0.0047609i,-0.0047377-0.0093072i
0.040215+0.34335i,-0.26433+0.22863i,-0.30336+0.18454i,-0.16936+0.16119i,-0.13442+0.13046i,-0.11552+0.12257i,-0.045555+0.071413i,-0.016035+0.013036i,-0.015736+0.0010508i,-0.014879-0.00087844i,-0.016574-0.00028445i,-0.006699+0.003004i,0.0038501+0.0020125i,0.0034467+0.0015101i,-0.002628+0.00067628i,-0.005112+0.0024706i,0.0012663+0.005083i,0.0094865+0.0020885i,0.0090802-0.0039105i,0.0040154-0.0036787i,0.0059362+0.0030304i,0.014555+0.0049284i,0.018416-0.00066769i
0.11707-0.039061i,-0.15272-0.33147i,-0.24487-0.31872i,-0.13885-0.22704i,-0.090807-0.2344i,-0.10247-0.17108i,-0.05937-0.060371i,-0.017395-0.022624i,-0.011148-0.022432i,-0.011636-0.021595i,-0.0107-0.016516i,-0.0031182-0.0066434i,0.002983-0.00064215i,0.0018648-0.00052642i,-0.00059727-0.004672i,-0.0034777-0.0038358i,-0.0036571+0.0075133i,0.0019744+0.017466i,0.0062223+0.017666i,0.002685+0.014717i,-0.0033934+0.016805i,-0.0043719+0.021353i,0.0011932+0.019982i
0.50678-0.086733i,0.46374-0.43983i,0.31323-0.40725i,0.28235-0.19583i,0.28939-0.12065i,0.18039-0.096311i,0.062792-0.046102i,0.023706-0.022372i,0.017431-0.025065i,0.0090163-0.030553i,-0.0040637-0.024508i,-0.010587-0.0078127i,-0.0082436+0.0034761i,-0.0027598+0.0038557i,0.0029783-0.0015395i,0.00084721-0.0054096i,-0.0081122-0.0025318i,-0.015691+0.002749i,-0.019487+0.0031114i,-0.018661-0.0024987i,-0.016032-0.00908i,-0.014797-0.010013i,-0.012413-0.005021i
0.7649+0.39554i,0.87139+0.157i,0.58391+0.11521i,0.2733+0.216i,0.12036+0.21808i,0.034102+0.12509i,0.0002497+0.046788i,0.003919+0.0091984i,0.012218-0.0069904i,0.014692-0.020133i,0.0002999-0.025596i,-0.017417-0.015086i,-0.020306-0.00095238i,-0.0096561+0.0095117i,0.0073345+0.012502i,0.0153+0.0039171i,0.0066476-0.0061275i,-0.002354-0.0090744i,-0.00136-0.0081364i,0.0046887-0.0046042i,0.0096092+0.0012477i,0.0094158+0.0050794i,0.0072738+0.0047941i
0.52618+0.93355i,0.59114+0.7928i,0.30096+0.48162i,0.0095276+0.20872i,-0.08347+0.02975i,-0.071345-0.048494i,-0.038339-0.036364i,-0.0093313-0.013734i,0.0086116-0.012329i,0.018808-0.018607i,0.015024-0.029677i,-0.0010072-0.032928i,-0.013009-0.024273i,-0.01419-0.0072618i,-0.004269+0.010247i,0.0093356+0.012077i,0.013785+0.0012028i,0.0078254-0.0068109i,-0.0016294-0.005546i,-0.011684+0.0019082i,-0.016875+0.0085987i,-0.015427+0.011767i,-0.0096894+0.013537i
-0.087119+1.096i,-0.040006+0.96066i,-0.03795+0.52008i,0.033862+0.15206i,0.13095-0.012698i,0.12958-0.053761i,0.056984-0.04112i,0.019733-0.020108i,0.025755-0.011013i,0.034531-0.011944i,0.034042-0.018917i,0.02411-0.028973i,0.0097121-0.033317i,-0.0037929-0.023412i,-0.010524-0.0019365i,-0.0048084+0.013705i,0.0060128+0.011648i,0.0084032+0.0016748i,0.0029745-0.007795i,-0.0011453-0.016451i,-0.0042618-0.019178i,-0.009765-0.015337i,-0.015697-0.0074202i
-0.64268+0.85185i,-0.5891+0.71584i,-0.3678+0.44215i,-0.11753+0.29085i,0.0084189+0.22635i,0.030744+0.14627i,0.026578+0.053903i,0.020672+0.0099747i,0.025361+0.010858i,0.032375+0.0091707i,0.029657-0.0018737i,0.026498-0.012237i,0.024282-0.01775i,0.013889-0.013125i,-0.0021541-0.0018817i,-0.0097337+0.0075103i,-0.0057778+0.0098668i,0.00085528+0.0059347i,0.0057649+0.0020974i,0.0088497+0.0019577i,0.0088518+0.0021543i,0.0053744-0.0029564i,2.0912e-05-0.0095611i
-0.84049+0.3335i,-0.78201+0.14324i,-0.55822+0.02053i,-0.34444+0.022038i,-0.2203+0.013306i,-0.13227-0.00042538i,-0.044292+0.0066551i,0.0012857+0.010176i,0.010211+0.017009i,0.020322+0.01908i,0.027476+0.0075124i,0.031028+0.0016783i,0.031914+0.0040144i,0.022449+0.0043716i,0.0074713+0.0016256i,-0.0012498+0.0012226i,0.00089914+0.0040062i,0.0068048+0.0033158i,0.0042814-0.00075182i,-0.0059764-0.0021507i,-0.011605+0.00032707i,-0.0072332+0.0026845i,0.00096143+0.001716i
-0.59838-0.1067i,-0.39698-0.35093i,-0.17996-0.38978i,-0.028207-0.26506i,0.065882-0.18386i,0.058946-0.12515i,0.015769-0.047278i,0.0027923-0.0022754i,0.0028514+0.013621i,0.010947+0.019905i,0.021846+0.017997i,0.025203+0.019096i,0.022873+0.020585i,0.014764+0.014113i,0.0053933+0.005181i,-0.00041901+0.0026233i,-0.0029498+0.006657i,-0.0032595+0.0089264i,-0.0020709+0.0034315i,-0.00025426-0.0070341i,-0.0018888-0.013986i,-0.0052832-0.01249i,-0.0057458-0.006613i
-0.22101-0.14022i,0.11795-0.23203i,0.25614-0.15738i,0.21943+0.01937i,0.17994+0.10256i,0.11343+0.063616i,0.036641+0.01627i,0.0024039+0.0075855i,-0.0058864+0.011696i,-0.0035884+0.016542i,-0.00083748+0.019647i,-0.0040604+0.024614i,-0.0062649+0.028474i,-0.0051093+0.023563i,-0.0026955+0.013032i,-0.0028238+0.0042694i,-0.0088717+0.00056687i,-0.011714-0.0014539i,-0.0047898-0.003003i,0.004921-0.0021447i,0.011106-0.0034239i,0.010272-0.0064784i,0.0057458-0.0058346i
-0.12264+0.14418i,0.16534+0.25878i,0.1677+0.27004i,-0.0079176+0.22419i,-0.077583+0.16497i,-0.045635+0.079711i,-0.014624+0.021582i,-0.0058901+0.0051604i,-0.0071351+0.00084674i,-0.0080168-0.0003796i,-0.010891-0.0027162i,-0.019442-0.00018872i,-0.024858+0.0082056i,-0.020437+0.012779i,-0.01084+0.011698i,-0.0041852+0.007413i,-0.0011015+0.0019588i,0.0031579-0.001587i,0.0070223-0.001684i,0.0066286+0.0026523i,0.0050935+0.0081191i,0.0046662+0.0090747i,0.0044638+0.0077318i
-0.36542+0.3008i,-0.20303+0.46259i,-0.12734+0.32651i,-0.11425+0.099189i,-0.065748-0.0020029i,-0.010808-0.017532i,0.0011979-0.015802i,-0.0037508-0.014558i,-0.0013942-0.013077i,0.0043097-0.011227i,0.0075009-0.014229i,0.00078546-0.018437i,-0.010957-0.016902i,-0.016236-0.010398i,-0.012498-0.00095638i,-0.0042338+0.0050289i,0.0013336+0.0030034i,0.0027037+0.00086881i,0.00069571+0.00057594i,-0.0031799-0.0014315i,-0.0058539-0.0021469i,-0.0071221-0.00056607i,-0.0086442+0.0031807i
-0.6736+0.14729i,-0.59886+0.29176i,-0.35727+0.23291i,-0.12243+0.12701i,-0.006619+0.088257i,0.024692+0.059124i,0.019615+0.013191i,0.010233-0.010435i,0.011545-0.0094572i,0.01791-0.0056828i,0.021592-0.0074758i,0.017621-0.015368i,0.0079535-0.02235i,-0.0013801-0.020934i,-0.0081049-0.012706i,-0.0097101-0.0036956i,-0.0067391-0.00013372i,-0.0029584-0.00024074i,0.0007126-0.0010162i,0.0039395-0.0020004i,0.00398-0.00073617i,0.0004656-0.0011729i,-0.0057328-0.0031936i
-0.78793-0.24192i,-0.78224-0.13575i,-0.54342-0.039533i,-0.30764+0.023794i,-0.18175+0.048204i,-0.093178+0.040917i,-0.018098+0.020168i,0.014083+0.0073206i,0.019753+0.0083483i,0.02423+0.010956i,0.027589+0.0062533i,0.02744-0.0016244i,0.023763-0.0078253i,0.015657-0.011501i,0.0040334-0.010329i,-0.0042544-0.0054483i,-0.0037226-0.0022074i,-0.00030111-0.00020977i,0.00011342+0.0041316i,-0.0014522+0.0089079i,-0.0038202+0.0097811i,-0.0037292+0.0052755i,-0.0026089-0.0021375i
-0.58011-0.63364i,-0.54048-0.61284i,-0.36117-0.45022i,-0.2011-0.27689i,-0.10303-0.16468i,-0.049277-0.07949i,-0.015702-0.014059i,0.0043382+0.012451i,0.0096307+0.021267i,0.015818+0.02864i,0.026739+0.027243i,0.032026+0.021271i,0.029907+0.015928i,0.023029+0.0093244i,0.013977+0.0016962i,0.0066177-0.0017356i,0.0041667+0.00092766i,0.0044721+0.002178i,0.00095662-0.0015924i,-0.0061258-0.0079301i,-0.011383-0.011037i,-0.01169-0.0092195i,-0.0085981-0.006643i
-0.13206-0.7707i,0.0083605-0.72933i,0.11919-0.48276i,0.14196-0.22703i,0.11971-0.083681i,0.067058-0.029514i,0.016417-0.0064605i,-0.0027623+0.007579i,-0.0077504+0.017381i,-0.007119+0.029145i,-0.00089868+0.037127i,0.0044293+0.037289i,0.0082316+0.032443i,0.010178+0.022588i,0.0081646+0.010183i,0.0031099+0.0031308i,-0.0020733+0.003075i,-0.0034424+0.0040602i,0.0011306+0.0010038i,0.0062255-0.005258i,0.0067647-0.011015i,0.0047645-0.013878i,0.0016163-0.013245i
0.21339-0.56356i,0.33721-0.37885i,0.28743-0.11122i,0.13885+0.046471i,0.038849+0.085549i,0.0069888+0.057217i,-0.003061+0.020039i,-0.012014+0.0076507i,-0.020285+0.0085537i,-0.025475+0.015577i,-0.02455+0.023836i,-0.021822+0.027183i,-0.018041+0.027614i,-0.011481+0.023736i,-0.0051356+0.015582i,-0.0034681+0.0071669i,-0.0066243+0.000972i,-0.006353+0.00011719i,-0.0002001+0.0033019i,0.0047702+0.0052499i,0.006937+0.0034522i,0.0086829-0.0011654i,0.0080677-0.0047807i
0.26675-0.24885i,0.25918-0.0061728i,0.11883+0.12371i,-0.02178+0.08037i,-0.073462+0.026259i,-0.056362+0.010104i,-0.029394+0.0021394i,-0.019855-0.0047001i,-0.020619-0.0078621i,-0.023646-0.0060313i,-0.023877-0.00042015i,-0.025043+0.0048709i,-0.025699+0.0099811i,-0.021332+0.014006i,-0.012632+0.012534i,-0.0046769+0.0072136i,-0.001641+0.0022859i,0.00011101+0.0022801i,0.0016771+0.0046325i,0.0022606+0.0021332i,0.0026808-0.0012581i,0.0042268-0.0020754i,0.0048254-0.0023343i
0.12734-0.11287i,0.0056515+0.071369i,-0.080831+0.11367i,-0.066128+0.036773i,-0.041548-0.016221i,-0.030459-0.019936i,-0.015109-0.017702i,-0.0059261-0.023225i,-0.0056436-0.027457i,-0.0086158-0.026725i,-0.012826-0.01987i,-0.017564-0.014017i,-0.022109-0.01081i,-0.022589-0.0071626i,-0.017765-0.0028312i,-0.011074+0.00033176i,-0.0061781+0.00015603i,-0.0042316+0.001191i,-0.0014375+0.0036074i,0.004195+0.0037328i,0.0078066+0.0020367i,0.0079729+0.001188i,0.0060493+0.00041033i
0.00032559-0.16332i,-0.17618-0.076948i,-0.22472-0.016946i,-0.13447-0.003465i,-0.060974-0.017928i,-0.027502-0.022412i,0.0021747-0.016108i,0.019432-0.017509i,0.022563-0.021397i,0.018351-0.022268i,0.0094878-0.020496i,-0.00015689-0.020738i,-0.0078229-0.023908i,-0.010662-0.022998i,-0.010115-0.01728i,-0.010077-0.011137i,-0.0087141-0.006974i,-0.0058719-0.0025088i,-0.0031092+0.0035928i,-0.00077988+0.0084824i,0.00024601+0.0091227i,0.00064798+0.0064424i,0.00074327+0.0020633i
0.024562-0.31103i,-0.14011-0.33841i,-0.19674-0.27296i,-0.12862-0.17596i,-0.05876-0.11433i,-0.027639-0.062057i,-0.0044127-0.014256i,0.018036+0.0039791i,0.029175+0.0045723i,0.030443+0.0045289i,0.026089+0.0032866i,0.020085-0.0020994i,0.015323-0.0091103i,0.011262-0.012652i,0.0073645-0.013306i,0.0027745-0.011815i,-0.00052755-0.007749i,-0.0025596-0.0022221i,-0.0049892+0.0025896i,-0.0074741+0.0039079i,-0.0079708+0.003277i,-0.0052425+0.0023768i,-0.0016552+0.00026048i
0.2293-0.36107i,0.17036-0.44443i,0.11304-0.37212i,0.097793-0.22053i,0.080468-0.11273i,0.037784-0.052775i,0.0064968-0.0091189i,0.0077427+0.015936i,0.017297+0.022957i,0.01843+0.02238i,0.014113+0.021436i,0.012366+0.017093i,0.0146+0.0093301i,0.016891+0.0025898i,0.015728-0.0016595i,0.011622-0.0031464i,0.0074162-0.0023038i,0.0018613-0.00041669i,-0.0023438-0.00078747i,-0.0032172-0.0035486i,-0.0026009-0.0056096i,-0.0020779-0.0054005i,-0.00049208-0.0046576i
0.43436-0.22525i,0.44909-0.24558i,0.33544-0.15021i,0.20023-0.028175i,0.10766+0.016524i,0.046364+0.0059466i,0.010319+0.0030438i,0.00051262+0.016113i,0.00072264+0.024773i,-0.001163+0.02508i,-0.0047199+0.021134i,-0.0043076+0.016712i,0.00080944+0.013154i,0.0064253+0.0097667i,0.0090705+0.0068374i,0.0068303+0.0028349i,0.00043598-0.00044857i,-0.0045881-0.0004039i,-0.0030081+0.001322i,0.0013761-8.8593e-05i,0.0034991-0.0045677i,0.0037126-0.0069602i,0.0040674-0.0063194i
0.45179+0.051057i,0.43066+0.10012i,0.25001+0.13448i,0.087011+0.11483i,0.014154+0.057353i,-0.0068041+0.013595i,-0.012775+0.0017469i,-0.016135+0.0085938i,-0.017436+0.016925i,-0.018002+0.017885i,-0.018219+0.014149i,-0.015965+0.012455i,-0.01078+0.014899i,-0.0057046+0.01816i,-0.0019066+0.016369i,0.00023031+0.0092752i,-0.0011024+0.0007455i,-0.0046471-0.003455i,-0.0062545-0.0016749i,-0.0035702+0.00026388i,0.0019518-0.0013339i,0.0060419-0.0028695i,0.0068279-0.0017605i
0.30942+0.25207i,0.21302+0.28173i,0.049973+0.20257i,-0.023487+0.086003i,-0.028697+0.0057144i,-0.023989-0.021589i,-0.019137-0.017323i,-0.019139-0.0072391i,-0.022979-0.0026324i,-0.024428-0.0032985i,-0.024117-0.0026065i,-0.023085+0.0021884i,-0.021534+0.0082663i,-0.018798+0.011291i,-0.013448+0.011085i,-0.0063207+0.0078918i,-0.0017174+0.0021589i,-0.0019198-0.0019591i,-0.0024608-0.0022953i,0.0010835-0.0010635i,0.006868-0.0010122i,0.0096194-0.00076923i,0.008385+3.1998e-05i
0.10566+0.27736i,-0.016888+0.23524i,-0.10682+0.11534i,-0.077707+0.029366i,-0.016293-0.020484i,0.0061287-0.03668i,0.0034581-0.023394i,-0.00071483-0.012696i,-0.0032672-0.013967i,-0.0036504-0.018462i,-0.0053322-0.021275i,-0.011021-0.019294i,-0.016449-0.014447i,-0.017872-0.011697i,-0.015952-0.0088703i,-0.011543-0.0057152i,-0.0074486-0.0049941i,-0.0053375-0.0046282i,-0.0029607-0.0011856i,0.0016934+0.0036854i,0.0069829+0.0074058i,0.0090537+0.0080989i,0.0076091+0.0057783i
-0.036003+0.17516i,-0.12497+0.055458i,-0.15216-0.058475i,-0.080973-0.067643i,0.00014997-0.053065i,0.023534-0.040155i,0.013187-0.01672i,0.0083314-0.0048783i,0.011877-0.007745i,0.015938-0.012553i,0.014266-0.015995i,0.0072041-0.018961i,0.0013791-0.020912i,-0.00077392-0.020058i,-0.0014694-0.017696i,-0.0026098-0.015082i,-0.0028859-0.012853i,-0.0035667-0.0097262i,-0.0053956-0.0036334i,-0.0048441+0.0027216i,-0.0025357+0.006706i,-0.00092223+0.0086884i,0.00043041+0.0074422i
-0.047774+0.078663i,-0.042695-0.080426i,-0.01817-0.16652i,0.023794-0.11266i,0.051754-0.046638i,0.036852-0.020621i,0.0076025-0.007205i,0.00043925+0.002408i,0.0084802+0.0059049i,0.01549+0.0064717i,0.015678+0.0040977i,0.012302-0.00078798i,0.010651-0.0046324i,0.010852-0.0063962i,0.011476-0.0068093i,0.0112-0.0062014i,0.0097055-0.0060949i,0.0048043-0.0061779i,-0.0024275-0.0046084i,-0.005621-0.00055557i,-0.0051656+0.002471i,-0.0030076+0.0033915i,-0.00082265+0.0030338i
0.035212+0.049545i,0.12919-0.065957i,0.15994-0.10196i,0.1215-0.033285i,0.077604+0.01401i,0.038412+0.0078901i,0.0056768-0.00015442i,-0.0041507+0.0068311i,0.00096112+0.015006i,0.0061721+0.016379i,0.0071189+0.010935i,0.0066599+0.0050943i,0.0094863+0.0028475i,0.013459+0.0022752i,0.014565+0.0021705i,0.012895+0.0015472i,0.010412+0.00022785i,0.0064804-0.0022739i,0.0011463-0.004526i,-0.0029881-0.0022375i,-0.0043113+0.001966i,-0.003567+0.0035069i,-0.0019861+0.00302i
0.053423+0.10243i,0.16158+0.078684i,0.15472+0.068668i,0.074215+0.078496i,0.029928+0.055239i,0.015406+0.013696i,-0.0012552-0.0034263i,-0.011711+0.0039978i,-0.010865+0.015664i,-0.006113+0.0196i,-0.00087017+0.013816i,0.0043996+0.0072094i,0.0085715+0.007755i,0.0099173+0.011339i,0.007277+0.011087i,0.0037799+0.0073715i,0.002017+0.0032887i,-0.0009427-0.00061213i,-0.0029238-0.0017106i,-0.0028229-0.00095285i,-0.0016394-0.0019281i,0.00043581-0.0027501i,0.0012563-0.0015388i
-0.024889+0.17874i,0.038963+0.19847i,0.013621+0.15626i,-0.026376+0.093117i,-0.017519+0.032862i,-0.0017444-0.0050545i,-0.0048143-0.013742i,-0.014285-0.0060845i,-0.019854+0.0040881i,-0.018143+0.0094434i,-0.011194+0.0094912i,-0.0067813+0.010581i,-0.006351+0.01563i,-0.0063363+0.017771i,-0.0050346+0.014701i,-0.0028243+0.0090154i,-0.00086454+0.003018i,-0.0010978-0.0017226i,-0.0023059-0.0040412i,-0.0017073-0.0037982i,0.00051999-0.002988i,0.0022979-0.0011613i,0.0020259+0.00066638i
-0.12532+0.17777i,-0.097446+0.17731i,-0.093809+0.097932i,-0.069997+0.028823i,-0.018332-0.005226i,0.0084372-0.020193i,0.0020927-0.019865i,-0.0111-0.0139i,-0.018399-0.0095772i,-0.018049-0.0062048i,-0.014396-0.0042121i,-0.014776+0.00012385i,-0.017284+0.0049933i,-0.016616+0.0055556i,-0.01275+0.0038368i,-0.0067843+0.0024648i,-0.00042772+0.0018554i,0.0024156-0.0016075i,0.0014032-0.0045146i,0.00019536-0.0026356i,0.0013289+0.0014799i,0.0030261+0.0036879i,0.0022321+0.0031454i
-0.19981+0.078371i,-0.16897+0.044916i,-0.12164-0.026659i,-0.05824-0.03895i,0.0097802-0.020221i,0.032626-0.015973i,0.015033-0.015227i,-0.0029951-0.012844i,-0.0084924-0.0124i,-0.0062224-0.011965i,-0.0023055-0.011157i,-0.0029291-0.0098604i,-0.0061972-0.0084934i,-0.0063301-0.0092518i,-0.0048253-0.01108i,-0.0038224-0.0096488i,-0.0025748-0.0061518i,-0.0015396-0.0051553i,-0.0013075-0.0044241i,-0.00055316-0.0008795i,0.00023043+0.0029916i,4.2194e-05+0.0046674i,0.00045837+0.0040863i
-0.21629-0.042094i,-0.14658-0.081778i,-0.06546-0.11305i,-0.0086493-0.066427i,0.030514-0.0098926i,0.035553+0.00068345i,0.014072-0.0087065i,-1.4943e-05-0.0122i,-0.00051194-0.010981i,0.0034218-0.0078795i,0.0071828-0.0049506i,0.0050759-0.0046663i,0.00062227-0.0049866i,0.0012322-0.0053478i,0.0041974-0.0062472i,0.0058081-0.0061566i,0.0051356-0.0052531i,0.0036812-0.0051844i,0.001088-0.0042205i,-0.0013114-0.0012332i,-0.0012957+0.0019517i,-0.0013689+0.0030347i,-0.0022607+0.00080113i
-0.15494-0.11304i,-0.039817-0.11768i,0.041701-0.099352i,0.04409-0.032129i,0.030057+0.020683i,0.020599+0.018403i,0.0079098-0.0018284i,0.0020128-0.0098608i,0.0032908-0.0089964i,0.0048966-0.0029731i,0.0038655+0.001213i,0.00030046+0.00093226i,-0.001002+0.00065556i,0.0030234+0.0011651i,0.0070654+0.0016845i,0.0090163+0.002909i,0.010078+0.0037309i,0.0091511+0.00098671i,0.0054436-0.0024043i,-6.9837e-05-0.0018443i,-0.0036324+0.00097519i,-0.0025253+0.001723i,0.00055807+0.00035731i
