-0.0025102-0.00018344i,-0.0018894+7.3472e-05i,-0.0024964+0.00076715i,-0.0026367+0.00087674i,-0.002108+0.00075561i,-0.0010519+0.00068975i,-0.00079396+0.0014977i,-0.00087969+0.0016932i,-0.0005499+0.0018663i,0.00020428+0.0015587i,0.0012353+0.0001343i,0.0012079-0.0015231i,0.00014453-0.0016457i,-0.00078786-0.00098461i,-0.00096521-0.0010351i,-0.0004171-0.00060483i,-0.00039593+0.00031065i,-0.00084106+0.00012121i,-0.00082605+0.00039318i,-9.1579e-05+0.00050345i,0.00037215+0.00025665i,-8.0794e-05+0.00016966i,-0.00019481+0.00011589i
-0.0018795-0.00029893i,-0.0017535-0.0017008i,-0.0012005-0.0021112i,-0.0002021-0.0013982i,-0.00027178-0.00079776i,-0.0010126+0.00039737i,-0.0016238+0.00098567i,-0.0016232+0.00063834i,-0.00093951+0.001153i,-0.00062494+0.0010636i,-0.00044188+0.00069197i,-0.00078473+0.00022936i,-0.0010324-0.00038007i,-0.00039949-0.0010206i,4.5828e-05-0.00098592i,-5.4043e-05-0.00011556i,0.00037177+7.5945e-05i,0.00054298+0.00016756i,0.00032854+0.00036534i,0.00037421+0.0001744i,0.00036422-0.00036444i,0.00010431-0.0012088i,-0.00022699-0.00098604i
-0.00022535+0.0001839i,-0.0012987+0.00094869i,-0.0011778+0.0013407i,-0.00010067+0.00069337i,0.00043636+7.1912e-06i,-0.00015899-9.2365e-06i,-0.0011552+0.00026596i,-0.0013248+9.0955e-05i,-0.00086941+0.00019166i,-0.00082914+0.00029106i,-0.00082361-0.00031376i,-0.00072668-0.00043525i,-0.00039921-0.00057447i,-0.00027918-0.00059462i,-0.00028197+0.00010562i,0.00017341-0.0002222i,0.00018653-0.00034253i,-0.0001652+0.00034783i,7.9472e-05+0.00077792i,0.00030773+0.0010217i,0.00019848+0.00051549i,-0.00053001-0.00051669i,-0.00058995-0.00065969i
-0.00017031-0.00033019i,0.00075832-0.0010965i,0.0012505-0.00081486i,0.00029904+0.00033128i,0.00061991+0.00052909i,0.00026486-0.00065952i,-0.0013674-0.0012089i,-0.0014884-0.00030443i,-0.001415+0.00075108i,-0.0011416+0.00098285i,-0.00037744+0.00043059i,-0.00056029+0.00040506i,-0.00030381+7.8976e-05i,-0.00015409-0.0011314i,-0.00025422-0.0012585i,2.9896e-05-0.0012055i,0.00046026-0.00085191i,0.00013909+3.5946e-05i,-0.00055652+0.00032354i,-0.00028805-0.00032381i,0.00012304-0.00071089i,0.00047153-0.00032281i,0.00060754+1.2269e-05i
0.00023261+0.00077698i,-0.00016991+0.001164i,-0.00106+0.00058062i,-0.0016294-0.00032349i,-0.0011213-0.00062487i,-0.0010389-0.00029228i,-0.0011691-0.00019051i,-0.00079229-0.00026035i,-0.00039318+0.00030382i,-0.00011942+0.00032589i,-0.00068231-0.00042209i,-0.0010036-0.00067911i,-0.00079748-0.00028606i,-0.00031731-0.00031418i,0.00010427-0.00063419i,-0.0001176-0.00063812i,-0.00051204-0.00017948i,-3.8435e-06+0.00042079i,0.00032044-0.00018143i,-8.6601e-06-0.0008544i,-0.00025882-0.00057599i,-0.00031881-0.00045932i,-0.00039346-0.00034732i
-0.00054877+0.00097663i,-0.00016574+0.0013615i,0.00062617+0.0019965i,0.0010432+0.0017465i,0.0010751+0.0010784i,0.00094301+0.00054608i,-0.00013863-0.00023533i,-0.00079495+0.00038027i,-0.00068772+0.001043i,-0.00069041+0.00054248i,-0.00066084-0.00028968i,-0.00039376-0.00062558i,-0.00070064-0.00056809i,-0.0011201-0.00035898i,-0.0013712-0.00012929i,-0.0012022+0.00045168i,-0.00060721+0.00041494i,-0.00031121-0.00028535i,-0.00035484-0.00034919i,0.00017406+0.00014072i,0.0007281+0.0002419i,0.0011186+0.00084127i,0.001018+0.00119i
-6.0446e-05+0.00063116i,0.00033451-4.172e-05i,0.00030246-0.0011228i,-0.00019526-0.0011466i,0.00011396-0.00032623i,-0.00056908-0.0004993i,-0.00076297-0.00036814i,-0.00093368+0.00072393i,-0.0012443+0.00096831i,-0.0010412+0.00038087i,-0.00042615-0.00060113i,0.00031446-0.00093228i,0.0004572-0.00065966i,-0.00051638-0.00080596i,-0.00088604-0.00054661i,-0.00048454+0.00014061i,4.1949e-05+0.00042356i,0.00089747+0.00018462i,0.00071505-0.00015656i,-0.00023852+0.00030903i,-0.00027463+0.00034289i,0.00066289-0.00025809i,0.00097485+0.00017112i
0.00074787-5.9258e-06i,0.00095892+0.00095761i,0.00076651-0.00094263i,-5.6218e-05-0.0013121i,-0.0017041-1.998e-05i,-0.0022862+9.3763e-05i,-0.0019325-0.00021501i,-0.0010845+0.00057382i,0.00010098+0.00080132i,0.00022507+0.0006714i,3.0823e-05+0.00030033i,0.00014878-2.5838e-05i,0.00067461+0.00061121i,0.0012393+0.00069703i,0.00081223-0.0001766i,0.00024571-0.00036579i,1.8783e-06-0.00019525i,0.00020416+0.00032367i,0.00043678+0.00046957i,0.00057351+0.00054662i,0.00061325+0.00087913i,2.9474e-05+0.0010298i,-0.00060191+0.00039808i
0.00034681-0.0011163i,-0.00058927-0.0020832i,-0.0010419-0.002295i,-0.00061491-0.0016539i,-0.00059899-0.00072518i,-0.00075523-0.0001802i,-0.0012702-0.00017503i,-0.0016257-0.00033223i,-0.0010168-0.00021199i,-0.00031316-9.8913e-05i,-0.00024665+0.00035897i,-0.00052541+0.00043458i,-0.00012527+9.1139e-05i,0.00071055+6.6491e-07i,0.0011246-0.00036653i,0.0013451-0.00053509i,0.0014323+0.00016763i,0.00084175+9.2318e-05i,0.00023941+0.00013116i,0.0002742+0.00092259i,-0.0001922+0.00069652i,-0.0007728+0.00036908i,-0.00038103-0.00015171i
-0.00019336-0.0014144i,-0.00010761-0.00036059i,-0.00060121-0.00024348i,-0.00085786-0.00027817i,-0.00072182-2.2793e-05i,-0.00083118-6.528e-05i,-0.00085073-8.2331e-05i,-0.00078313+0.00023159i,-0.00083685+0.00076302i,-0.00072439+0.0011675i,-0.00084773+0.00076335i,-0.00076862+0.00051421i,7.2987e-05+0.00038732i,0.0004303-0.00028742i,0.00033743-0.00059547i,0.00061258-0.00056854i,0.00026481-0.00079467i,-6.3796e-05-0.00015905i,-0.00024219-0.00022808i,-0.00040926-0.0012676i,0.00041673-0.0010054i,0.0006902-0.00041906i,0.00017657+7.3479e-05i
-0.00015421+0.00070762i,6.3954e-05+0.0013325i,0.00037528+0.0012253i,0.00012493+0.00099832i,-0.00040812+0.00014897i,-0.00016198-0.00062904i,-0.00053556-0.00034438i,-0.00070539+0.00040839i,-0.00044961-0.0002352i,-6.5973e-06-0.00042237i,0.00064897-0.00012368i,-0.00025426+9.2798e-05i,-0.00076961-6.6292e-05i,-5.8395e-06-0.00012322i,-0.00025228-2.7614e-05i,-0.00045174-0.00028237i,0.00028883-0.0008794i,0.00075006-0.00091114i,9.1745e-05-0.00048007i,-0.00049151-0.00056856i,-0.00023987-0.00031366i,-0.00043987+0.00010758i,-0.0005715+0.0003387i
0.00099496-0.00031344i,0.0018139-0.00015714i,0.001881-0.00014191i,0.00031762+0.0004615i,-0.00074143+0.00044089i,-0.0015827+0.00046757i,-0.002098+0.0004545i,-0.0020399+0.0002628i,-0.0012764+0.00037437i,-0.0010457+0.0010243i,-0.00044093+0.0010815i,0.0005063+0.0011625i,1.7981e-05+0.0010284i,-0.00041064+0.00042377i,0.00021204+7.1271e-05i,-0.00010232-0.00024712i,-0.00055542-0.00041895i,0.00014713-0.00065358i,-5.1169e-05-0.00049301i,-0.00017837+0.0002637i,0.00022471+0.00063953i,-3.1542e-05+0.00045173i,1.0675e-05-0.00036756i
-0.00044708+0.0014597i,-0.0016114+0.0010916i,-0.0016743+0.00083618i,-0.00039712-7.2364e-05i,0.00076411-0.00056057i,0.00014707-0.00099674i,-0.00043988-0.0010814i,-0.00048235+0.0002185i,-8.3802e-05+0.0014391i,0.00083472+0.00092587i,0.00056411-4.532e-05i,-0.00062586-2.2424e-05i,-0.0018805+0.00069597i,-0.0019915+0.00089189i,-0.0014229+0.00081232i,-0.00053496+0.00040873i,0.00020946+0.00015317i,0.00015579+0.00010361i,0.00054166-9.6679e-05i,0.00076989-0.0004188i,0.00063109+0.00024286i,-0.00040572+0.0009427i,-0.00047135-2.7815e-05i
-0.00026955-0.00057342i,-0.00019724-0.00061665i,-0.00048987-0.0012076i,-0.0013823-0.0010515i,-0.0012205-0.00022328i,-0.00075474+0.00037589i,-0.0012826+0.00040683i,-0.0011772-0.00074245i,-0.00066582-0.00084908i,-1.8195e-05-0.00088537i,0.0001553-0.0008741i,-0.00038109-0.00077073i,-0.00054758-0.00091808i,0.00047313-0.00057326i,0.00056792-9.8578e-05i,0.00052012-0.00077527i,0.00019334-0.0011152i,-0.0002399-0.00092406i,-0.00055-0.00096531i,-0.00015187-0.00040544i,0.00031328-0.00036045i,0.00051668-0.00063607i,0.00098463-3.922e-05i
0.0001957+0.0029418i,0.0012701+0.0021103i,0.0025143+0.00044241i,0.0023074-0.0019385i,0.0016244-0.002441i,1.0431e-05-0.0016585i,-0.0011934-0.00080764i,-0.00090827-2.8792e-05i,0.00032081+0.00048149i,0.0015705+0.00017784i,0.0016632-0.00034725i,0.00096183-0.00028168i,-0.00051405-0.00026342i,-0.0011224-0.000265i,-0.00065562-0.00017705i,-0.0003985-0.00065365i,-0.00057719-0.00036448i,-0.00051131+0.00050963i,-0.00047244+0.00089565i,-0.00069373+0.0012022i,-0.00025997+0.00093373i,0.00011015+0.00034505i,-0.00010735+0.00090986i
-0.0019261-0.0007695i,-0.0030263-0.00091116i,-0.0026081-0.00083007i,-0.0018724-4.3989e-05i,-0.0010082+0.00018287i,-6.1018e-05+0.000119i,-0.00022727+0.00049704i,-0.00094281+0.0011031i,-0.0012182+0.0016687i,-0.00055914+0.001373i,0.0001654+0.00034411i,0.00082197-0.00060139i,0.00085606-0.0012786i,0.00088383-0.0012551i,0.00072825-0.001128i,1.5851e-05-0.00064787i,-8.0915e-05+0.0002247i,0.00050676+0.00078225i,0.00070907+0.0008389i,0.00083399+0.00043069i,0.00031831+0.00053845i,0.00039903+0.00037667i,0.00086942+0.00031298i
0.00069851-0.0016114i,0.00064918-0.0019719i,0.00018298-0.001142i,0.00025246-0.00014703i,0.00014631-0.00031265i,-0.00060876-0.0013651i,-0.00087387-0.0010244i,-0.0010929-0.0004956i,-0.0015009-3.8318e-05i,-0.0018402+0.00010736i,-0.0016384-0.00030772i,-0.0011157+0.00045708i,-0.00075749+0.00076377i,0.00012885+7.1399e-05i,0.00055946-0.00039722i,-9.5817e-05-0.000627i,-0.00039165-0.00069624i,-0.00048073-0.00024592i,6.6777e-05-0.00011335i,0.00069042+0.00036869i,-0.00034261+0.00079788i,-0.00056623+0.00047039i,0.0004763+0.00019892i
0.0019273-5.556e-05i,0.0015099+0.00038337i,0.00069235+0.00028336i,-0.00024068-0.0011642i,-0.00085743-0.0013755i,-0.0013519-0.00077401i,-0.0014264-0.00049248i,-0.00076362+0.00010663i,4.5866e-05+0.00015807i,6.0633e-05-0.00046886i,-0.00047208-0.00082129i,-0.0010455-0.00051395i,-9.4232e-05+0.00014665i,0.0006306+9.0547e-05i,0.0003088+0.00053343i,0.00063758+0.00073389i,0.0012546+0.00039231i,0.0013652+3.3982e-05i,0.00088522-0.00040593i,0.00056322-0.00058855i,0.00012822+0.00023729i,0.00039591+0.0010669i,0.00060166+0.00092942i
0.0017892+0.0033322i,0.0021793+0.0022289i,0.0018379+0.00058217i,0.001505-0.00079725i,0.0012488-0.0011569i,0.00020017-0.0011835i,-0.000598-0.00096926i,-0.00056496+0.00035797i,-0.0004562+0.00098128i,-0.0010285+2.7247e-05i,-0.0006952+0.00013267i,-0.0003296+0.00056756i,-0.00040705-0.00025195i,-0.00015498-0.00019219i,0.00036378+0.00058397i,0.00075494+0.00049148i,0.0011286+3.0243e-05i,0.00077391+0.00019381i,0.00097642+0.00039279i,0.0012512+0.0006594i,0.0002125+0.0012364i,-0.00058669+0.0012037i,-0.00097524-6.74e-05i
-0.0029541+0.00047367i,-0.002212+0.00073387i,-0.0013578+0.00087869i,0.0001019-0.00065112i,0.0011233-0.00099888i,0.00053618-0.00083225i,-0.00079884-0.00064087i,-0.0012628+4.0092e-05i,-0.00061498+0.0011239i,3.0428e-05+0.0011352i,0.00019194+0.00054224i,0.00080103+0.00029587i,0.00072085-0.00071844i,9.1016e-05-0.0010483i,0.0001597-0.00053446i,0.00034476-0.00018233i,0.0002627-0.00025744i,0.00019577-0.00054385i,0.00041949-1.2822e-06i,-8.0257e-05+0.00057083i,4.6436e-05+0.00030816i,0.00065282+0.00035149i,-7.3747e-05-0.00012056i
-0.00028143-0.0023188i,-0.00071337-0.0013607i,-0.0011996+9.0611e-05i,-0.0011081+0.0020979i,-0.0015128+0.0026781i,-0.0016807+0.0012691i,-0.00090365-0.00015342i,-0.00028396-0.0004255i,-0.00021526+0.00051742i,-0.00086185+0.0013286i,-0.0011277+0.00082672i,-0.00071955+2.6731e-05i,3.31e-05-0.00022927i,0.00024856+0.00034647i,0.00045459+0.00036596i,0.00036828-0.00028109i,-0.00052004-0.00071887i,-0.00022329-0.00061439i,0.00071729-0.0002103i,0.00068178+0.00021452i,0.00046685+0.00087128i,0.00069591+0.0010829i,0.0012849+0.00062985i
0.00076128+0.0027618i,0.00056943+0.0026999i,0.00055038+0.0017463i,0.00062156+0.00090717i,0.00041943+0.0006405i,0.0001774+0.00071235i,-0.00052089+0.0018052i,-0.0019318+0.0024227i,-0.001742+0.0014499i,-0.00029113+0.00028775i,0.00028047-0.00044177i,6.8733e-05+4.8132e-05i,-0.00066026+0.00070943i,-0.00034758+0.00029796i,-0.00012003-0.00051119i,-0.00029368-0.0010236i,0.0002501-0.00031822i,8.0165e-05+0.00059819i,3.137e-05+0.00055626i,0.00063882+0.0001277i,6.19e-05-0.00014947i,-0.00080814+7.7313e-05i,-0.00099957+0.0003566i
0.00073297+8.1387e-05i,4.5167e-06-0.00083622i,-3.0607e-05-0.00087321i,-0.00037028-0.00063295i,-0.0011236-0.00042499i,-0.00172-0.00015562i,-0.0015646-3.5055e-05i,-0.00082975+0.00030821i,-0.00081744+0.00070352i,-0.0011985+3.3217e-05i,-0.0012312-0.0006546i,-0.0011726-0.00024956i,-0.001302+0.00044619i,-0.00034793+0.00037772i,0.00080345+0.00024644i,0.00035628-3.6788e-05i,-0.00025754-5.9833e-05i,-0.00043673+0.0005647i,-8.2511e-05+0.00060941i,0.00072687+0.00073869i,0.00039286+0.00082282i,-0.00041089+0.00015162i,-0.00037851+6.5194e-05i
-6.6909e-07-0.00097082i,-9.1069e-05-0.0020209i,0.00074583-0.0022784i,0.00079288-0.0015177i,-0.00082475-0.001047i,-0.0016702-0.0012947i,-0.0017075-0.00096139i,-0.0020045-3.7937e-05i,-0.0013797+0.00068079i,-0.00078432+0.00080265i,0.00050538+0.00013697i,0.0011361-0.00024023i,0.00033026-0.00038559i,-0.00017301-0.00055057i,-4.9143e-05-0.00086106i,-2.9372e-05-0.0004641i,-2.7156e-05+0.00025756i,0.00038517+9.9916e-05i,0.00018809+0.0002255i,-0.00015201+0.0005883i,0.00047906-6.1866e-05i,0.00045939+4.761e-05i,-0.00063507+0.0010281i
-0.00025799-0.00024261i,-0.00063188+0.0023529i,-0.00041564+0.0037395i,-0.0001889+0.001938i,0.00038574+0.0011577i,-4.3159e-06+0.00074408i,-0.0010847+0.00060256i,-0.0007065+0.0012651i,0.00013725+0.00091282i,0.00050113+1.0015e-05i,0.0007467-0.00058852i,4.9995e-05-0.00015826i,-0.00050815+5.6267e-05i,-2.5921e-05-4.8364e-05i,0.00033488-9.7698e-05i,2.8356e-05-0.00038065i,0.00031215-0.0005402i,0.0011374-0.00045478i,0.0010823-0.00013454i,0.000892-7.2687e-05i,0.001378+0.0006648i,0.0011513+0.0010649i,0.00025741-0.00054518i
0.00060662-0.00070846i,0.0002289-0.0015081i,-3.8241e-05-0.0020532i,-0.00080457-0.0019884i,-0.0010335-0.0017113i,-0.0011364-0.0015321i,-0.0014627-0.00050268i,-0.0018758+0.00020388i,-0.0016564+0.00050385i,-0.0012629+0.00053872i,-0.0012845-5.53e-05i,-0.0005236-4.5875e-05i,0.00051546+0.00025781i,0.0008336+0.00079596i,0.00069317+0.0010861i,-7.0577e-05+0.00034563i,-0.00032598-7.9089e-05i,-0.00057967-8.2312e-05i,-0.00091494-1.1969e-05i,-3.9331e-05+0.0001991i,0.00056287+0.00012072i,0.00053865-0.00011637i,0.00048508-0.00060835i
-0.00022698+0.00037448i,-0.0011317+4.2829e-05i,-0.0019206+0.00076766i,-0.0023158+0.0012477i,-0.0016022+0.00089074i,-0.00099264+0.0006466i,-0.0010476+0.0007195i,-0.0014845+0.0010668i,-0.00070157+0.001194i,7.8876e-05+0.00044421i,-0.00020083+0.00010162i,-0.00037687-0.00031592i,-0.00067297-0.0010864i,-0.0005797-0.00086238i,-0.00015007+0.00020901i,0.0002599+0.00087842i,0.00045945+0.001044i,0.00062588+0.00079312i,0.0004501+3.4864e-05i,0.00016142+0.00013532i,0.00012859+2.2832e-05i,9.9388e-05+0.00029048i,0.00024489+0.00067298i
-0.002272+0.0018469i,-0.0015094+0.0026348i,-0.00099802+0.0028262i,-0.00040657+0.0031718i,0.00043089+0.0024i,1.966e-05+0.00075947i,-0.00014234-0.00037023i,-6.4813e-05+1.5632e-05i,-0.00037237+0.00057261i,-0.00021596+0.00027467i,3.7274e-05+9.8801e-05i,0.00072012+0.0004331i,0.0011039+0.00067243i,0.00074566+0.00033741i,0.00031247-0.00023152i,0.0004697-0.0010519i,0.00066931-0.0012555i,0.00065963-0.00016577i,0.00065897+0.00037957i,0.00041386-0.00015038i,0.00060689+5.5636e-06i,0.00025846+9.4478e-05i,-0.00029259-0.0006704i
-0.0007643-0.0010677i,-0.00078702-0.0010243i,-0.00055321-0.0010563i,-0.0010918-0.0018408i,-0.0015535-0.0016769i,-0.0018592-0.00080647i,-0.0017859-0.00068398i,-0.0015939-0.00074079i,-0.00095273-0.00017846i,-0.00040945-0.00013613i,-0.00017667+0.00038312i,-7.8278e-06+0.0011002i,0.00012965+0.00036642i,-1.0714e-05-0.00014241i,1.3512e-05+8.7748e-06i,-6.7179e-05+0.00027238i,-0.00023945+9.0242e-05i,-0.00055449-0.00057835i,-0.00035741-0.00044558i,0.00017367+0.00023705i,0.0010555+0.00018358i,0.00096149+8.9631e-05i,-9.2329e-05+0.00051414i
-0.00084132-0.0026169i,-0.00094602-0.0013035i,-0.00083316-7.6377e-05i,-0.00098448+0.00097492i,-0.0013535+0.0014817i,-0.0011437+0.0015973i,-0.00088605+0.0013467i,-0.00085932+0.0014767i,-0.00070101+0.0010578i,-0.00063631+0.00039496i,-0.0003543-0.00022666i,9.8988e-05-0.00064444i,0.00045777+0.00026492i,0.00069199+0.00039547i,0.00061278-0.00049544i,0.00042718-0.00074279i,0.00059623-0.0012957i,2.9479e-05-0.0013481i,-9.4754e-05-0.0012022i,0.000138-0.00044646i,5.2126e-06-0.00019262i,-0.00010404-0.0005327i,-0.00040647-0.00055976i
0.0013934+0.0019479i,0.0011551+0.0007739i,0.0016919+0.0010591i,0.0017733-0.0001693i,0.0010191-0.0018035i,-6.4623e-05-0.0021533i,-0.00064737-0.0013554i,-0.00026052+0.00011772i,0.00022125+0.0009848i,-1.1654e-05+0.00081697i,-0.00069867-0.00039404i,-0.0012109-0.00072512i,-0.0012575-0.00032161i,-0.00073775+0.00019567i,-0.00027833+0.00034426i,0.00023568+0.00021554i,0.0010463-0.00060731i,0.0014671-0.00090596i,0.0013257-0.00060807i,0.00047362-0.00043236i,0.00012377-0.00012223i,8.0026e-05-0.00015765i,-4.0616e-05-0.00058799i
-0.00094935+0.0013754i,5.7844e-05+0.00093212i,-0.00012139+0.00096847i,-0.0010141+0.0010541i,-0.00030263+0.00014474i,-8.9548e-06+0.00027041i,-0.0008826+0.00047492i,-0.00099753+0.00041166i,-0.00082616+0.00090125i,-0.00070591+0.0002718i,-0.00035399-0.00037174i,-0.00044447-0.00063132i,-0.00050346-0.00084459i,0.00010637-0.00041483i,-0.00017872+6.2417e-05i,-0.00043171+0.00035155i,0.00048456+0.00068864i,0.00076781+0.00075724i,0.00085292+0.00059397i,0.0013762-4.0806e-05i,0.0011213-4.0376e-05i,0.00036179+0.00068428i,0.00047777+0.00088984i
-0.0009165+0.0008251i,-0.00014426+0.00070224i,-0.00072552+0.0011274i,-0.00066293+0.0020411i,-0.00063613+0.0016815i,-0.00094727+0.00084741i,-0.0016208+0.00046508i,-0.001884+0.00063787i,-0.00084999+0.0010442i,-0.00018157+0.00041372i,-0.00029258-0.00082238i,0.00012416-0.00093497i,0.00026883-0.00058858i,-2.3952e-05-0.00032921i,-0.00070233+0.00011163i,-0.00059378-0.00039266i,0.00028428-0.0011906i,0.00051616-0.00046118i,0.0007744-5.4956e-05i,0.00090886-0.00030146i,0.0007531+0.00027721i,0.0011834+0.00044454i,0.0012453-1.1838e-06i
-4.747e-05-0.00087534i,-0.00075915-6.649e-05i,-0.00090037+0.00072149i,-0.00066667+0.0012406i,-0.00061815+0.0010694i,-0.00040418+0.00062217i,-0.00045023+0.000623i,-0.00085949+0.00038859i,-0.0011423-0.00031212i,-0.00077621-0.0001005i,-0.00057494-3.7924e-05i,-0.00069721+0.00040272i,0.00010067+0.0010244i,0.0011283+0.00064481i,0.00040465-8.7537e-05i,-0.00081463-9.9087e-05i,-0.00088953+0.00047679i,-0.00035285+0.0011408i,-8.6456e-05+0.00077028i,0.00018855-0.00032943i,0.00041483-0.000669i,0.00022262-0.00037378i,0.00019346+0.00023617i
0.0013773+0.00013603i,0.00033507-5.2966e-05i,-0.00054147-0.0022547i,-0.00076862-0.0029171i,-0.0019515-0.001618i,-0.0019604-0.0011278i,-0.00039785-0.0016923i,-9.3321e-05-0.001017i,-0.00043887-0.00089857i,-0.00015995-0.00070551i,-0.00034311+0.00027066i,-0.00048966-0.00019645i,-0.00012341-0.0010272i,0.00045392-0.0011177i,-0.00025949-0.0013397i,-3.8952e-05-0.00059321i,0.0013215+0.00042736i,0.0012935+0.00015354i,0.00021067-0.0003132i,-2.3238e-05-0.00053015i,0.0002667-0.00029766i,0.00059293+0.00045706i,0.00036752+0.00016048i
-0.0035338+0.00083344i,-0.0033618+0.00031313i,-0.002614+0.0017294i,-0.0015707+0.0021221i,-0.00025704+0.0022076i,0.00044191+0.0011228i,-0.00040802+0.00016295i,-0.000922+0.00038285i,-0.00086559+0.00050142i,-0.0010308+0.00021298i,-0.00051742+0.0004825i,-0.0004034+0.00034684i,1.2368e-05-0.00022599i,0.00071359-0.00024792i,0.00037909+0.00013188i,-0.00026677+0.00017999i,-0.00031769-0.00016023i,-4.5515e-05+5.2516e-05i,0.00063479+0.00088031i,0.00062259+0.0012074i,-5.0785e-05+0.00028782i,0.00044586-0.00025461i,0.00039905-0.00025406i
-0.0021352-0.00074229i,6.8385e-05-0.0014698i,0.00094278-0.0017337i,0.0016095-0.00072273i,0.0011875-0.00043837i,-0.00024918-0.0009335i,-0.0011332-0.00028865i,-0.0012907+0.00036402i,-0.0013804+0.00068986i,-0.00073913+0.00013727i,0.00031786-0.00059186i,0.00028591-0.00029286i,0.00050522-6.3167e-06i,0.00081812-0.0001136i,0.00017515-0.00039314i,-0.00024985+3.0608e-06i,0.00011271-0.00026933i,0.00024605-0.00061523i,-0.00011328-0.0005987i,-0.00012116-0.00025948i,-9.0126e-05+1.6761e-05i,-5.0147e-05+0.00090024i,4.142e-05+0.00064223i
-0.00054171-0.00041728i,4.929e-05-0.00024956i,0.00036948-0.0012922i,-0.00041221-0.0011833i,-0.0011794-0.00010693i,-0.0013732+1.2519e-05i,-0.00095387+0.00027534i,-0.00052059+0.00057815i,-0.00030967+0.0010164i,0.00019632+0.0010439i,0.00024867+0.00047092i,1.5682e-05-6.9761e-05i,0.00010637+0.00026811i,0.00023006+0.00020545i,0.00029134-0.00069962i,0.00071238-0.0006818i,0.00040364-0.00042947i,-0.00014399-0.00048978i,4.9287e-05+8.1401e-05i,0.00059633+0.00097271i,0.0009762+0.0011759i,0.00052123+0.00051777i,0.00079954+1.6333e-05i
-0.0017757+0.00059548i,-0.00020186+0.00065243i,0.00028517+0.0010837i,0.00081693+0.0008214i,0.0010917+0.00033933i,0.00015893-0.00078123i,-0.00090756-0.00066604i,-0.0010604+0.00033899i,-0.0011149+0.00073747i,-0.0010528+0.00097059i,-0.00083529+0.00068568i,-0.00085988+0.00058506i,-0.0010105+0.0002922i,-0.0016255-0.00042685i,-0.0015222-0.00094638i,-0.00075129-0.00025734i,-0.00053646-0.00014743i,-0.00018348-0.00066451i,0.00071117-0.00048386i,0.00019245-0.00066976i,-0.00041534-0.00031372i,-0.0003181-0.00018234i,0.00043717-0.00028936i
-0.00030669+0.0017449i,-3.0967e-05+0.0018182i,0.00031014+0.0021837i,9.5763e-05+0.0023406i,-9.7322e-05+0.0011851i,-0.00057181-0.00061619i,-0.00081048-0.0013728i,-0.00063896-0.00061683i,5.5299e-05+0.00029741i,0.00072514+0.00040471i,0.00036786+0.00012267i,1.1548e-05-0.00024257i,-0.00015516-0.00011894i,-1.1708e-05+1.8438e-05i,0.0005223+0.00051121i,0.00042344+0.0014739i,0.00019146+0.0012202i,0.00039571+0.00022286i,3.6169e-06-0.0005003i,-0.00062128-0.0011919i,-0.00041045-0.0008745i,2.61e-05+0.00034728i,0.00043903+0.00069181i
-0.0020215+0.0012142i,-0.00024871+0.0017198i,0.0015198+0.0021123i,0.0013826+0.0015421i,0.00030529+0.0011112i,-0.0001162+0.00032559i,-0.0009188-0.00026002i,-0.0012037+0.00028833i,-0.0011684+0.0006329i,-0.0010163+0.00046516i,-0.00084324-0.00011127i,-0.00042701-0.00081121i,-3.3338e-05-0.00043134i,-0.00018482-0.00024053i,0.0001726+8.8938e-05i,0.00096085+0.00066983i,0.00086273+0.00027901i,0.00079506+0.00033971i,0.00089099+0.00042526i,0.00058462-8.9443e-05i,0.00053062-0.00040987i,0.0007468+0.00016911i,0.00076432+0.0010095i
0.00011853-0.00038017i,0.00068513-0.00072675i,0.00088292-0.00085045i,-0.00016064-0.0007043i,-0.00091601-0.00064322i,-0.0012167-0.00046626i,-0.0011201-0.00017704i,-0.00071404+0.00028571i,-0.00030378+0.00096867i,0.0001897+0.0011738i,0.00014174+0.00053441i,-0.00040841+0.00024347i,-0.00041496+0.0009563i,0.0002841+0.0006577i,0.00018199-0.0002418i,-0.00012411-0.00026886i,-0.00012549-0.00064844i,-0.00031854-0.00081285i,-0.00034547+0.00017798i,-7.2469e-05+0.0004476i,0.00029198+0.0006347i,0.0002283+0.00118i,0.00049822+0.0007969i
0.0014361+0.00057317i,0.00070626+0.00031886i,0.00077698+0.00037994i,0.00044647+0.00028941i,-0.0012167-0.00053778i,-0.001712-0.00041204i,-0.00099172+8.7503e-05i,-0.00080781+0.00066978i,-0.00076423+0.00035791i,-0.00039121+5.5037e-05i,8.3988e-05-0.00025653i,-0.00046254-0.00012526i,-0.00059072+7.2814e-05i,0.00039456-0.00037756i,0.00027259-0.00086443i,-0.00054941-0.00082174i,0.00033666-2.3759e-05i,0.0011107+0.0004045i,0.00050831+1.3476e-05i,0.00020945-2.6166e-06i,-0.00015056+1.0429e-05i,7.2919e-07+9.3819e-06i,0.00032249+0.00022953i
