0.0015974+0.0003971i,0.0024248-0.00074659i,0.0018297-0.0026418i,3.6992e-05-0.0033083i,-0.0018962-0.0021078i,-0.0024427+0.00024792i,-0.0011613+0.0013346i,0.00025564+0.00044428i,0.00044663-0.00068526i,0.00056898-0.0014854i,0.0012354-0.00099002i,0.0014361-0.00048504i,0.00055515-0.00084246i,6.5635e-05-0.00095912i,0.0004346-0.00047024i,0.00015671-4.44e-05i,-0.0004054+0.00063717i,-0.00029089+0.0010156i,0.00041128+0.0012469i,0.00028002+0.00083755i,-0.00031055-0.00015039i,-0.0001657-0.00079797i,0.00026161-0.00082404i
-7.1186e-05-0.00021494i,-0.00037288-0.0013798i,-0.0015152-0.00064946i,-0.0030273+0.0001877i,-0.0026536-0.00049195i,-0.0013595-0.0015002i,-0.00033671-0.0017922i,-0.00041663-0.00098884i,-0.00090764+3.5763e-06i,-0.000758+0.00028222i,7.0248e-05+0.00035756i,0.00015624+0.00017966i,-0.000151-7.3125e-06i,-0.00065192-0.00044558i,-0.00074996-0.00039401i,0.00015799+1.586e-05i,0.00083679+0.00044728i,0.00076354+0.00053592i,0.00058259+0.0010018i,-0.00012914+0.00090775i,-0.00082039-1.8471e-05i,-0.00050691-0.00014048i,4.8035e-05+0.00016154i
0.0012621+0.0013039i,0.0017262+0.0015444i,0.001952+0.00080457i,0.0011997+0.0001571i,-0.00055073+0.00034523i,-0.0016909+0.00081818i,-0.00090012+8.5777e-05i,-0.00015375-0.0011614i,-0.00020247-0.0009559i,0.00017209-0.00053019i,0.00065151-0.0007391i,0.00013406-0.00071598i,-0.00033504-0.00082374i,-0.0005348-0.0011778i,-0.0012227-0.0011909i,-0.001174-0.00080673i,-0.00054607+5.1424e-05i,-0.00038404+0.00030727i,-0.00033733+0.00059569i,4.9801e-05+0.00058618i,0.00060481+0.00019332i,0.00053695-2.0087e-05i,-0.00015829+6.6173e-05i
0.0037617+0.00075805i,0.0040645-0.00025837i,0.0039434-0.0012129i,0.0018837-0.0019286i,-0.00078221-0.0026501i,-0.0016687-0.0024448i,-0.00034485-0.0013763i,0.00087735-0.0014867i,0.00040611-0.0017895i,-0.00014473-0.0016664i,-0.00036061-0.0014494i,-0.00084528-0.0014946i,-0.0006591-0.0017158i,0.00019855-0.00093014i,0.00031541+0.00017895i,-0.00016197-0.00028422i,5.7704e-05-0.00028979i,0.00036398+0.00047584i,-6.1488e-05+0.0004644i,-0.00032942+0.00039968i,0.00023563+0.00049781i,0.0001074+0.00024662i,-0.0004235-0.00031024i
0.0010843+0.0024605i,0.0015637+0.0010827i,0.0011593+0.00030882i,-0.0001062-8.7171e-05i,-0.001199+6.8521e-05i,-0.0014121+0.00075793i,-0.0012522+0.00054613i,-0.00097106+0.0001081i,-0.00064158-0.00021449i,-0.00012481+9.5618e-05i,0.00037427+0.00010105i,0.00069916-0.00022506i,0.00071434-0.00046119i,0.0001827-0.00025111i,-0.00059545+0.00050085i,-0.00055654+0.00029464i,9.318e-05-0.00040368i,2.8247e-05-0.00055841i,-0.00033591-0.00066882i,-0.00012644-0.00048099i,0.00017214+0.00058732i,-0.00023167+0.0011377i,-0.00048934+0.00042517i
-0.0014389+0.0020081i,-0.00013936+0.0030373i,0.00034773+0.0032982i,0.00043168+0.0018386i,0.00010995+0.00010521i,-0.000654-0.00072786i,-0.00068558-0.001369i,-0.00082815-0.0016499i,-0.00066579-0.00098209i,0.00021099-0.0010732i,-0.00027641-0.00090191i,-0.00066468-0.0009351i,0.00028866-0.00074556i,0.0013493-0.00033466i,0.00084977-0.00078092i,-0.00046616-0.00021253i,-0.00071156+0.00042387i,-0.00045438+0.00075759i,-0.00039+0.00050477i,-0.00067244+0.00041887i,-0.0007087+0.00065759i,-0.00029384+0.00078708i,0.00011632+0.0004404i
-6.0419e-05-0.0019669i,0.00038068-0.0021341i,-0.00019013-0.0023166i,-0.0017889-0.0018041i,-0.0023221-0.00099867i,-0.0021137+4.5058e-05i,-0.0011706-0.00028422i,-0.00046858-0.00059947i,-0.0011744-0.00059721i,-0.0011834+1.9955e-05i,-0.00033719-0.00012452i,-0.00026785-0.00044584i,-0.00081051+0.00069686i,-0.0010759+0.0011258i,-0.0008894+0.00049543i,-0.00041748-1.2719e-05i,-7.5357e-05+0.00046479i,4.2166e-05+0.00076397i,-8.9636e-05+0.00055961i,-0.00025755+0.00037802i,-0.0001228-0.00030915i,0.00025824-0.00035537i,0.00067557+0.00012332i
-0.0011889+0.00072874i,-0.0014433-0.00029814i,-0.0024465-0.00054126i,-0.00307+0.00011564i,-0.0023865+0.00075538i,-0.0012019+0.00041629i,-0.00034263-0.00042576i,-0.00019365-0.00087531i,-0.00011001-0.00039242i,-0.00036994+0.00030587i,-0.00020115-4.5326e-05i,2.8945e-05-0.00036287i,-0.00029825+0.00056715i,7.1709e-05+0.0015384i,-0.00016599+0.0014773i,-0.00022624+0.00020302i,0.00021161-0.00066293i,-7.1759e-05+0.00021729i,6.5479e-05+0.0011104i,0.00010327+0.0013266i,-0.00026249+0.00077678i,-0.00045686-5.9208e-05i,-0.0002951+6.1093e-05i
-0.0006597+0.0011761i,0.0018505+0.00013558i,0.0020808-7.1741e-05i,0.0011493+0.00079806i,0.0003953+0.00021459i,5.9964e-05-0.00040459i,-3.596e-05-0.00046721i,-0.00029269-0.0010017i,-0.00055726-0.0003867i,-0.0011903+0.00076717i,-0.00092164+0.00042394i,0.00035173-2.8018e-05i,0.00085155+9.9402e-05i,0.0003909+0.0004778i,0.00019597+0.00091941i,0.00037187+0.00061517i,0.00024091+0.00017899i,4.2905e-06+0.00023839i,7.5137e-05+0.00032542i,0.00032182+0.00043779i,0.00015828+0.00072319i,-0.00015287+0.00034285i,0.00023259-0.00037487i
-0.00041948-5.4291e-06i,-0.00020121+0.0016112i,-0.00019495+0.0010294i,-0.0015771-0.00030085i,-0.0021939-0.00079564i,-0.00099134-0.00037439i,0.00049507+0.00065872i,0.00054481+0.00041572i,-0.00016705-0.00011699i,-0.0011783+0.00037064i,-0.0012244+0.00039894i,-0.00053302+0.00045213i,-8.2364e-05+0.00045783i,-0.00020584-0.0002076i,-0.00020407-0.00080723i,0.0005691-0.0011358i,0.00089406-0.00078802i,0.00061395+0.00018801i,-6.425e-05+0.00076588i,-0.0005071+0.00041967i,-0.00052537+0.0003817i,1.5217e-05+0.00087795i,0.00047409+0.00048112i
-0.00039722+0.0013956i,0.00058603+0.00017542i,0.0006331+0.00042205i,0.00077395+6.3225e-05i,0.00041419-0.00036406i,-0.00054045-0.00079328i,-0.00046594-0.00085608i,-6.6054e-05-0.0011216i,8.3546e-05-0.0018696i,-0.00019379-0.00083837i,-0.0011255+0.00031829i,-0.0013835+0.00019053i,-0.0011426+8.7443e-05i,-9.1495e-05-0.00073773i,0.0003316-0.0011431i,-0.00049711-9.4466e-05i,-7.5843e-05+0.00011586i,0.0010533-0.0003827i,0.0015656-0.00044727i,0.0012486-0.00024588i,0.00030465+0.00013113i,7.2994e-05-0.00030532i,9.6319e-05-0.00097083i
-0.00043943+0.00076243i,-0.0004999+0.0006927i,-0.00086262+0.0005827i,-0.0025898+0.000241i,-0.0029453-0.00035758i,-0.0017191-0.00036822i,-0.0011455-0.00058886i,-0.0010846-0.00086493i,-0.0010728-0.0012641i,-0.0014386-0.0012016i,-0.00056411-0.00018897i,0.00011238+0.00025296i,-0.00032835-0.00041294i,0.00010574-0.00095912i,-0.00036088-0.00033101i,-0.0011796+0.00036211i,6.352e-05+0.00058061i,0.0011675+0.00073688i,0.00042303+0.00044442i,-0.00047765-0.00012879i,-0.00050678-0.00049939i,-0.0002964+6.2178e-05i,6.1546e-06+4.5256e-05i
-1.8203e-05+0.0013587i,-0.00035119+0.0011735i,0.00048286-0.00012936i,0.0007985-0.0010365i,0.00039687-0.00052625i,0.00054992+5.002e-05i,0.00046288-0.00038864i,9.3874e-05-0.00079786i,-0.00015734-0.0007198i,0.00024555-0.0007333i,0.00076587-0.00016384i,6.1786e-05+0.00088447i,-0.0007961+0.00038613i,-0.00055885-0.00030777i,0.00032977+0.00051498i,0.0003853+0.00043678i,-4.2503e-05+0.00034058i,-0.00060621+0.00038476i,-0.00052375+0.00026825i,0.00032087-0.00064338i,0.00054192-0.0013618i,-0.00039222-0.00065554i,-0.00035747-9.59e-05i
-0.0006859+0.0002547i,-0.00077886+0.0015026i,0.00052298+0.00087364i,0.00025169-0.00026826i,-0.00083791-5.2175e-05i,-0.00030294+0.00051029i,0.00052413-0.00030569i,-0.00025873-0.00062161i,-0.00083072+0.00026326i,-0.00043762+0.00092397i,-0.00012771+0.00092807i,0.00025802+0.00033264i,0.00032374-0.00014545i,0.00013097-0.00011082i,0.00038426-0.0003916i,5.9265e-05-0.00040869i,-0.0002405+0.00012363i,-9.2937e-05+0.00077214i,0.00027931+0.00021578i,0.000719+8.2363e-05i,9.8187e-05+0.00042598i,-0.00023341+0.00067126i,0.00067437+0.00071611i
-0.0012467-0.00069203i,-0.0014971+0.00030976i,-0.0014401+0.0013804i,-0.001467+0.00082571i,-0.0016145+0.00048719i,-0.001086+0.00047622i,-0.00021773+8.9962e-05i,-0.00031534-0.00018593i,-0.00077478-0.00033249i,-0.00051796+0.00017511i,-0.00074794+0.00034615i,-0.0010447+0.0003167i,-0.00094206+0.0010161i,-0.00054499+0.0011535i,-0.00049995+0.0012102i,-0.00054682+0.00085643i,-0.00018409+0.00052541i,0.0001202+0.00022013i,0.00014781-8.5577e-05i,0.00014639-5.058e-05i,0.00078522+0.00010634i,0.00074502+0.00038636i,8.431e-05-0.00029126i
0.00076615-0.001495i,0.00056446-0.0019823i,-0.0010816-0.0023153i,-0.0022769-0.0011316i,-0.0024438-0.00028391i,-0.0019377+9.8e-05i,-0.00085443+0.00015752i,0.00046168-0.00041651i,-2.1471e-05-0.00052327i,-0.00088929-0.00014519i,-0.00067655+0.00013512i,0.00017059+0.00011568i,0.00039925-0.00012248i,-0.00018056-0.00029398i,-0.000101-0.00088925i,5.5162e-05-0.00049252i,-0.00021918+0.00033546i,3.7605e-05+0.00014505i,-0.00023324+0.00011127i,-0.0016364-5.8286e-05i,-0.0018929-0.0004507i,-0.00079034-0.00020297i,-0.00010942-0.00030609i
0.00058378-0.0014713i,0.00097926-0.0015918i,0.00024307-0.0027133i,-0.0014982-0.00176i,-0.0022534-0.00099166i,-0.0012448-0.00051553i,-0.00029719-2.5827e-05i,-0.00020791-0.00066837i,-0.0001651-0.00058378i,-7.8343e-05+0.00028213i,-0.00093967+0.0001565i,-0.0015385-0.00028191i,-0.0010171+0.00075422i,-0.00038131+0.00062794i,-0.000194-0.00056603i,-0.00057255-0.00081933i,-0.00044678-0.00060607i,-0.00017097-4.8792e-05i,-0.00012085+0.00012954i,0.00028215+0.00024936i,0.00042153+0.00050686i,-0.00011339+0.00068475i,8.6968e-05+0.00029654i
-0.0025357-0.00078676i,-0.0017742-2.245e-05i,-0.0019479-0.00027931i,-0.0021227-0.00043645i,-0.0012792+0.00047294i,-0.0005625-4.1379e-05i,-0.00072691-0.0013914i,-0.00089585-0.0014314i,-0.00070255-0.00024244i,-0.00054516+2.6661e-05i,-0.0002556+0.00058136i,0.00024971+0.001253i,0.00031943+0.00024125i,-0.00041065-0.00065723i,-0.00045743-0.00071875i,0.0001999-0.00071462i,0.00034551-0.00074443i,-0.00040542-0.00060279i,0.00012761+0.00024746i,0.00058344+0.00063879i,-2.9802e-05+0.00039807i,-0.00068509-3.7367e-05i,-0.00059389-0.00033498i
-0.00085208-0.00013785i,-0.0015147-0.00015518i,-0.00074573-0.00080668i,-0.0016097-0.00082067i,-0.0026286-0.0004891i,-0.0019139-0.00018809i,-0.0010173-0.0010534i,-0.0015133-0.001296i,-0.0015894-0.0012797i,-0.00058583-0.0015399i,-0.00012521-0.00071513i,0.00020277+0.00026375i,-3.9487e-05+0.0010027i,-0.00030368+0.00034054i,0.00034081-0.0003631i,0.00046723-0.00063109i,8.9828e-05-0.00065013i,0.0001196+0.00060497i,-0.00017204+0.00070752i,-0.00046105-0.00028636i,-0.00047078+0.0004214i,1.4099e-05+0.00078502i,0.00017196-0.00035818i
0.00061649+0.00013181i,0.00065225-0.00022096i,-0.00025968+0.00063181i,-0.0010844+0.0013229i,-0.0016477+0.00047459i,-0.0012139-0.00021669i,-0.00017712-0.00021442i,0.00015814-0.00046786i,-8.3349e-05-0.00070962i,0.00013743+0.00022282i,-0.00014637+0.00025563i,-0.00091385-0.00060265i,-0.0011151-9.6857e-05i,-0.00069297+0.00010667i,-0.00028114+0.0003259i,-0.000731+0.00052039i,-0.00010566+0.0002385i,0.0008235+0.00037192i,5.0435e-05+0.00051422i,-0.00024628+0.00046305i,-0.00026088+9.8604e-05i,-0.00027654-0.0008599i,0.00010167-0.00026812i
-0.00050152-0.00080415i,-0.00066204-0.00077515i,-0.00055828-0.0011684i,-0.00066014-0.0016541i,-0.00071465-0.0013935i,0.00015608-0.0012686i,0.00052893-0.00071893i,-0.0003123-0.0002203i,-0.00094586-0.0003261i,-0.00092243-0.00025848i,-0.00063079-0.00030314i,-0.00071904+0.00015744i,-0.00070323+0.00016627i,-0.001016+0.00018229i,-0.001073+0.00026215i,-0.00072123-0.00019874i,-0.00037595-0.00010037i,0.00026669+0.00031129i,0.00045224+0.0003252i,-7.1658e-05-0.00038527i,-0.00077207-0.00066108i,-0.00067249-0.00014961i,0.00076625+0.00054793i
-0.0010955-0.0020356i,-0.0011379-0.0019257i,-0.0021341-0.0024622i,-0.0028126-0.0010983i,-0.0025424-0.00031794i,-0.0018748-0.00011506i,-0.0012826-0.0004329i,-0.00075732-0.0011783i,-0.00024522-0.0012646i,-0.00054476-0.00051555i,-0.00098525+0.00043649i,-0.00052917+0.00057066i,-0.00039726+0.00034031i,-0.00085571+0.00098087i,-0.00010283+0.0011656i,0.00037803+0.0010665i,-0.0001067+0.0009664i,0.00037182+0.00052419i,0.00075579+0.00060487i,0.00018635+0.00053355i,-0.00074218+4.3261e-05i,-0.00052492+0.0003517i,-0.00032802+0.00050254i
0.00021734-0.00059148i,0.00079837-0.0011013i,0.0010706-0.0012113i,0.0010557-0.0012265i,7.5422e-05-0.0011064i,-0.0005769-0.0014501i,-0.00041445-0.0018951i,7.2072e-06-0.0019533i,3.1307e-05-0.001501i,-0.00074819-0.00057265i,-0.0010358-1.7426e-06i,-0.00011804+0.00017573i,0.0002202+0.00018892i,0.0004167+0.00026671i,5.2432e-05+0.00055199i,-0.00091265-1.2913e-05i,-0.00063914-0.00060722i,0.00036011-0.00019557i,0.00055432+0.00014403i,0.00063296-0.00031441i,0.00010492-0.00042714i,-0.0010794-0.0002817i,-0.001685-0.00053109i
0.001206+1.3692e-05i,0.0018585+0.00022094i,0.00077202+0.00053972i,-0.00067791+0.00032986i,-0.0021478-0.00098479i,-0.0021726-0.00070633i,-3.2491e-06-0.00029998i,0.00082593-0.00073038i,5.0384e-05-0.00053519i,-0.00049678+0.0001155i,-0.00049971-0.00016589i,-0.00017299+3.1819e-05i,0.00013505-0.00013939i,0.0004295-0.0013426i,0.00064303-0.0011085i,0.00028313-6.3474e-05i,-0.00061316+0.00017239i,-0.00097772+0.00023962i,-0.00098171-0.0001565i,-0.0013823-0.0011072i,-0.00094749-0.0013169i,-0.00062741-0.00092271i,-0.00048181-0.00074962i
-0.0014736+0.0002356i,-0.001689-0.00052181i,-0.0018082-8.9332e-05i,-0.0020165+0.0006931i,-0.0010867+0.00053553i,0.00010287+0.00042739i,0.00042441-0.00025616i,0.00079507-0.0010971i,0.00085068-0.00083292i,-0.00013209-3.6941e-05i,-0.0011565+6.165e-05i,-0.00078073+0.00011853i,0.00034665+0.00044279i,0.00077476+0.00030909i,0.00060829-7.7049e-05i,-0.00013886-0.00026003i,-0.00046137-0.00010429i,-0.00037543+0.00024227i,-0.00025008+0.00089155i,-0.00010771+0.0013392i,-2.44e-05+0.0009517i,7.1912e-05+0.00021786i,0.000618-0.00029767i
-0.00020048-0.00093535i,-0.00076062-0.0027122i,-0.0012727-0.0029844i,-0.0020694-0.002094i,-0.0033795-0.00073309i,-0.002926+0.00072392i,-0.0011449-5.5728e-05i,-0.00042239-0.0013222i,-0.00025563-0.0010098i,-0.00027298-0.00028598i,-0.00022144+0.00016i,-0.00095962+0.00016336i,-0.0009107+0.00039652i,-0.0010801+0.00025886i,-0.00082363+0.00053112i,0.00010989+0.00068296i,0.00037045+0.0006495i,0.00074881+0.00079252i,0.0011191+0.00096176i,0.00076657+0.0011643i,-0.0002103+0.00077791i,-0.00078091+0.00033482i,-0.00019069+0.00027779i
-0.0027304-0.0028781i,-0.0022186-0.0031488i,-0.0018242-0.0022306i,-0.0024529-0.0017786i,-0.0022435-0.00107i,-0.00072124-2.6592e-05i,-0.00023068+0.00019872i,3.6251e-05-0.00043922i,-0.00016491-0.00085411i,-0.00060089-0.00011504i,-0.00090461+0.0009782i,-0.00092641+0.00061193i,-0.00022216-0.00026947i,-0.00018708-0.00053388i,-0.00079487-0.00077408i,-0.00071329+6.222e-05i,0.00013543+0.00031277i,0.00051411-0.00063822i,0.00025941-0.00064346i,6.3008e-05-9.6729e-05i,-7.1866e-05-0.00029641i,-9.958e-05-0.00034083i,-0.00014044+0.00016457i
0.0014563-0.00055745i,0.0012643+0.0002307i,0.0022047-0.00089453i,0.0013839-0.0013623i,-0.0010304-0.001416i,-0.0015058-0.0012616i,-0.00052543-0.0011216i,-0.00019649-0.0010688i,-0.00076664-0.0012547i,-0.00086184-0.00057665i,-0.0008351+0.00085696i,-0.0011347+0.0013662i,-0.00092695+0.00047054i,-0.00032437-0.00035055i,-0.00013721-0.0002872i,3.2596e-05-1.8187e-05i,0.00048363-0.00010125i,0.00065724-0.00051091i,0.00012762+6.1183e-05i,0.0002044+0.00086245i,0.00075014+0.00045848i,-0.00044863+0.00013385i,-0.001098+0.0001029i
-0.00090851+0.0007323i,-0.00053065+0.00099912i,-0.00028458+0.00079103i,-0.00025531+0.0012018i,-0.00011102+0.0013267i,0.00028434+0.00044409i,0.00045062-0.00064739i,0.00040104-0.0018866i,0.00079801-0.0015996i,0.00048352+9.1888e-06i,-0.00024901+0.0015239i,-0.00082057+0.001847i,-0.00079774+0.00066556i,-0.00017986-7.4538e-05i,-0.00054493+0.00022523i,-0.00070757+0.00015846i,8.2238e-05-0.00012745i,8.583e-05+0.00033036i,-0.00074945+0.00064003i,-0.00063756+0.00015936i,-0.0001771-2.3566e-05i,-0.00098972+0.00035834i,-0.0014361+0.0002182i
9.634e-05-0.0005914i,0.00032128+0.00026439i,-0.00058616+0.00022837i,-0.0014891+0.00098242i,-0.0018652+0.00078269i,-0.0011913+0.0001387i,0.00014093-0.00064564i,-0.00015111-0.0017277i,-0.00097007-0.0015677i,-0.0009841-6.2162e-05i,-0.0010891+0.00097594i,-0.00076324+0.0011253i,-0.00015834+0.00089656i,-0.00024931+1.1871e-05i,-0.0001055-0.00029263i,0.000647+0.00038356i,0.00035581+0.00024457i,-0.00028585-7.4515e-07i,-0.00037087+0.0003768i,0.00027679+0.0006327i,0.00049113+0.00028566i,-6.2948e-05+0.00026369i,-0.00035556+0.0007021i
-0.0015698-0.00012845i,-0.0014268-0.00082755i,-0.0021574-0.0019712i,-0.0017447-0.0021562i,-0.0010755-0.0011437i,-0.0007074-0.00050634i,-0.00057718-0.0010658i,-0.0010943-0.00099433i,-0.0011639-0.00032618i,-0.00016607+0.00038489i,0.00014413+0.00060838i,-0.000156+0.00033893i,-0.00028997-9.6011e-05i,-0.00084611-0.00057409i,-0.00094019-0.00063265i,-0.00077835-0.00068267i,-0.00083656-0.00011276i,-0.00080056+0.0010024i,-0.00021373+0.00082865i,2.7147e-06+0.00011587i,-0.00051789-0.00010897i,-0.00045667-0.00048937i,0.0001257-0.00021767i
-0.0011485-0.00023997i,-0.00043894+0.00086265i,0.00012753+0.00060235i,-0.00069803+0.00089659i,-0.0013409+0.00099093i,-0.001015+0.00025919i,-0.00060122-0.0007491i,-0.00011238-0.0019448i,0.00013859-0.0015831i,0.00014191-0.00073048i,-0.00026804-0.00018927i,-0.0001662+0.00041693i,0.0003018+0.00061401i,0.00056758+0.00073443i,0.0001832+2.5228e-05i,-0.00030259-0.00061233i,-0.000111-0.00049076i,3.967e-05+0.0008073i,4.7636e-05+0.0011463i,-0.00014579+2.8048e-05i,-0.00081062+1.729e-05i,-0.00087081+0.00057856i,-0.00014758+0.00032478i
-0.00064036+0.00031911i,-0.0014427-0.00052829i,-0.0013876-0.0014488i,-0.0010439-0.001864i,-0.0013551-0.0015312i,-0.0017671-0.00051169i,-0.0009468-0.00019057i,-0.00024462-0.001155i,-6.5353e-05-0.00074837i,-0.00025007+0.00012672i,-0.00052875+0.00074108i,-0.00070245+0.00102i,-3.1959e-05+0.00062208i,0.00064715+0.00031022i,-0.00017778+0.00045343i,-0.0013368+0.00045099i,-0.0007771-0.00017434i,-0.00011072+0.00011572i,0.00044954+0.00055448i,0.00086925+6.9377e-05i,0.00087617+0.0003775i,0.00043762+0.00079621i,0.00017255+0.00018217i
-0.00031505-0.0003275i,-0.00054724-0.00033338i,0.00042883-0.0012321i,0.00029833-0.0011209i,-0.00023478-0.00021111i,0.00024854+6.7989e-05i,0.00035131-0.00050223i,0.00020013-0.00034477i,-0.00012001+0.00042294i,-0.00069257+0.00056576i,-0.00071231+0.00043055i,-0.00049221+0.00026238i,-0.00051479-0.0002143i,-0.00050685-0.00042403i,-0.00028548-0.00036767i,0.00010837-0.0004167i,-0.00025971+7.7675e-06i,-0.00027319+0.0002312i,0.00057524+0.00069512i,0.00014562+0.0010429i,-0.0003797+0.00049304i,5.3081e-05-4.9588e-05i,0.00050674-0.00036789i
-0.0028079+0.00095946i,-0.001741+0.001818i,-0.00072509+0.0022985i,-0.00089902+0.0020094i,-0.0016234+0.0020537i,-0.0011015+0.001101i,-0.00016421+0.00031606i,-5.3591e-05+0.00017663i,-0.00030201-0.00035821i,-0.00011435+4.0926e-05i,-4.4607e-05+0.00077796i,0.00056888-4.008e-05i,0.0011107-0.00028082i,0.00022552+0.00082294i,-0.00017018+0.00072627i,-5.5597e-05+0.00053692i,-0.00035106+0.001295i,-0.00086375+0.0013271i,2.9145e-05+0.00096375i,0.0015238+0.00039621i,0.001145+0.00034628i,0.00021806+0.0003109i,-4.2461e-05-0.00072965i
0.00022887-0.0029187i,-0.00089362-0.0036183i,-0.0024475-0.0051369i,-0.0033211-0.0054485i,-0.0035237-0.0031053i,-0.0021465-0.00059188i,-0.00016512-0.00036994i,4.1282e-05-0.0009533i,-0.00057453-0.0011861i,-0.00054126-0.00013576i,-0.00042098+0.00043021i,-0.00054749+6.3601e-05i,-0.00084237+5.3553e-05i,-0.0013297+0.00023051i,-0.00103+0.00077533i,-0.00066374+0.00064976i,-0.00059372-0.00020461i,-0.00012179+0.00032872i,0.00040349+0.00093632i,0.00038312+0.00014219i,-6.4569e-06-0.00087508i,-0.00074665-0.00052667i,-0.00078457-1.727e-06i
0.00058417-0.00066087i,2.4158e-05-0.00069395i,0.00036886-0.0010107i,0.00076071-0.00068689i,0.00057965-0.00033233i,7.4976e-05-1.7873e-05i,-2.0879e-05-0.00036301i,7.9109e-06-0.00089656i,-8.8463e-06-0.00069792i,0.00013225-0.00038934i,9.4422e-05-0.00011488i,0.00035273-1.0328e-05i,-0.00041925+6.9867e-05i,-0.001104+0.00016553i,-0.00040105+0.0003348i,-0.00026116+0.00025569i,-0.00065436+0.00011033i,-0.00045977+0.00030865i,-0.00013472+0.00063791i,0.00022734-6.1976e-05i,6.4357e-05-0.00032436i,-0.00030839+0.00069818i,-6.6306e-05+0.00079348i
0.00060293-0.0013587i,0.00086978-0.0021174i,7.3465e-05-0.0017255i,-0.00096808-0.0010477i,-0.0015051-0.00066521i,-0.001241-0.00028761i,-0.00074185-0.00050859i,-0.0010519-0.0011865i,-0.0012073-0.0011272i,-0.00037259-0.00059615i,-7.0731e-05-1.1811e-05i,-0.00019591+0.00046393i,-1.8348e-05+0.00048587i,0.00083372+2.5237e-05i,0.00082573+0.00079549i,0.00013031+0.0013781i,0.00045007+0.0010896i,0.00091393+0.00055328i,0.00052974-0.00023853i,0.00013365-3.7499e-05i,-0.00026596+0.00081844i,-0.00021243+0.00065953i,-4.1184e-05+0.00048632i
-0.00065037+0.0020415i,-0.00013734+0.0026915i,-0.00063493+0.0023169i,-0.00065622+0.00083682i,-0.0006327+9.5917e-05i,-0.001171-0.0002237i,-0.00071099-0.00084393i,6.7162e-05-0.0011195i,-0.00011422-0.001055i,-0.00025814-0.00086665i,-0.00027359-0.00048982i,-8.2563e-05-0.00074217i,-0.00037984-0.00072006i,-0.00069568+4.8355e-05i,-0.00019192+0.00018809i,7.7869e-05+9.0915e-06i,0.00094887-0.00039817i,0.0016704-0.00063694i,0.0012327-0.00030005i,-9.1786e-05-0.00047486i,-0.00035815-0.0003925i,0.00030197-9.634e-05i,0.00017684-2.2463e-05i
-0.00079919+0.00046906i,-0.00063621+0.0012213i,-0.0011471+0.0018008i,-0.0010164+0.0014148i,0.00023956+0.00046956i,0.0013647-0.00082689i,0.0014606-0.001188i,0.00080332-0.00091681i,0.00052367-0.00040507i,0.00038421+9.0125e-05i,0.00034461-3.4507e-05i,0.00014326-0.00022813i,-0.00056262-0.00022192i,-0.00036642+1.8846e-05i,0.00042856+0.00016683i,0.00044087+0.00021174i,0.00011525+0.00053995i,0.00025033+0.0006263i,0.0002176+0.00065089i,-0.0007783+0.0005169i,-0.0011706-0.00014437i,-0.001003-0.00059995i,-0.00058421-0.00084159i
0.00077691+0.00083667i,0.0017568+0.00050365i,0.002082+0.00040147i,0.001259-0.00022583i,-6.1294e-05-0.0015122i,-0.00068764-0.0017309i,-0.00025614-0.0011839i,7.8813e-05-0.0016449i,0.00030429-0.0013036i,-2.14e-06+0.00010948i,-0.00073101+0.00084889i,-0.00050969+0.0010374i,8.9408e-05+0.00092337i,0.00012156+0.0005774i,0.00039926+0.00036722i,0.00088677+0.00035514i,0.00078833+0.00048152i,5.3661e-05+0.0005047i,-0.00025965+0.00030776i,-0.00028267-0.00015686i,-0.00022797-4.4351e-05i,0.00028484-5.9554e-05i,0.00035695+9.0206e-05i
0.00064212-0.00036184i,0.0013492-0.00014671i,0.0016211-0.0015935i,0.00064456-0.0024295i,-0.00031412-0.0021068i,-0.00058564-0.0010237i,-0.0001467-0.00033353i,-0.00014283-0.0012006i,-0.00069616-0.00088433i,-0.00086945+0.00012282i,-5.7755e-05-1.1451e-05i,5.4678e-05-0.00040293i,-0.00042516-0.00046085i,-1.22e-05-0.00011155i,0.00039362+0.0004448i,0.00036188-0.00021945i,0.00020187-0.00070925i,-0.0002091+0.00011028i,-0.00019143+0.00068095i,-8.3441e-05+0.00056129i,-0.00027026+0.00021241i,-6.9994e-05+0.00021157i,0.00043843+0.00065388i
-0.0031924-0.00090233i,-0.0030387-0.0011747i,-0.0015891-0.00040324i,-0.00044317+0.0010562i,-0.00038162+0.00076904i,-5.2146e-05+0.00046484i,0.00041511-3.9521e-05i,-0.00015147-0.0011063i,-0.0010281-0.00064238i,-0.0010486+0.000869i,-0.0010881+0.00089002i,-0.00029706+0.00019869i,-0.00028317+7.8828e-05i,-0.00067735+0.00035904i,-0.00050586+0.00044348i,-0.00062144+0.00020054i,-0.00019139-0.00056173i,0.00033839-0.0012736i,0.00050065-0.0012996i,0.00052522-0.00052941i,0.00050914+0.00030994i,0.0010025+0.00052482i,0.00072498+0.00044041i
