-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
0.017738+0.024128i,0.022446+0.081076i,0.012284+0.17627i,0.0075081+0.23824i,0.021215+0.19441i,0.0272+0.085357i,0.01678+0.019192i,0.012732+0.018248i,0.0172+0.018601i,0.010207+0.0085863i,0.0022206+0.0081183i,0.0025786+0.012018i,0.006597+0.013455i,0.011318+0.0073875i,0.0096844-0.0043374i,0.0028032-0.0083073i,-0.0020339-0.0038667i,-0.0024346-0.0018285i,0.0010638-0.0063515i,0.0028638-0.017826i,-0.0019898-0.034129i,-0.010725-0.043955i,-0.013495-0.040349i
-0.021048-0.0074774i,-0.056966-0.056805i,-0.09016-0.17522i,-0.10139-0.29288i,-0.088184-0.27619i,-0.051274-0.14439i,-0.013034-0.042897i,0.00080316-0.014485i,0.00027454-0.006455i,0.0043226+0.0024119i,0.0049334+0.0022722i,-0.0044757-0.0041923i,-0.013972-0.0092894i,-0.016413-0.0085749i,-0.013552-0.0047347i,-0.0091999-0.004045i,-0.0044759-0.0039769i,-0.0035136-0.0021149i,-0.0072556+0.00090599i,-0.0094027+0.0067464i,-0.0090377+0.019426i,-0.0065726+0.033899i,-0.0047552+0.033888i
0.019619-0.0074695i,0.07084+0.014076i,0.14992+0.10228i,0.19748+0.23048i,0.16776+0.26593i,0.10065+0.16013i,0.050238+0.049295i,0.02734+0.014225i,0.016983+0.0070563i,0.0074306-0.0020602i,0.0037022-0.0069418i,0.011141-0.0072446i,0.020658-0.0086366i,0.021885-0.011371i,0.016266-0.0093013i,0.0098545-0.0012764i,0.0070898+0.0056961i,0.0094084+0.0064331i,0.014537+0.0035814i,0.018575+0.0027032i,0.024224+0.0019494i,0.030332-0.0059068i,0.025509-0.013298i
0.0017747+0.019208i,-0.03166+0.029373i,-0.10533-0.0034544i,-0.16762-0.10384i,-0.14846-0.18033i,-0.090045-0.13992i,-0.046721-0.063463i,-0.027084-0.036019i,-0.026732-0.024258i,-0.018972-0.0069167i,-0.0039044+0.0048862i,0.0043239+0.012697i,0.003734+0.017194i,-0.0042696+0.015676i,-0.011003+0.0097832i,-0.011798+0.0020502i,-0.010952-0.0045468i,-0.010603-0.0064336i,-0.011335-0.0067399i,-0.014344-0.012232i,-0.022421-0.021934i,-0.031602-0.022968i,-0.027424-0.011388i
-0.017989-0.014489i,-0.021968-0.038628i,-0.0038052-0.049116i,0.036225+0.0048274i,0.056058+0.079198i,0.055954+0.080265i,0.042196+0.031226i,0.01748+0.0022637i,0.0074157-0.0038596i,0.0027823-0.0083001i,-0.0088958-0.010449i,-0.018932-0.0086373i,-0.02122-0.0049339i,-0.013096+0.0017855i,0.00060591+0.0080601i,0.0088472+0.0090466i,0.0090073+0.0056245i,0.0026406+0.00017764i,-0.005915-0.0049454i,-0.012192-0.0013336i,-0.010597+0.015104i,-0.0017469+0.029961i,0.0047656+0.026253i
0.0086369-0.0046668i,0.041979+0.0032551i,0.085+0.015038i,0.097949-0.0020381i,0.060449-0.040907i,0.0075937-0.040941i,-0.017855-0.012938i,-0.010816-0.00090809i,-0.0037803+0.00049036i,-0.0024741+0.0045754i,0.004099+0.0021187i,0.0095454-0.0081102i,0.0091558-0.016662i,0.0032109-0.01682i,-0.0038809-0.011206i,-0.0040081-0.006171i,0.00086694-0.0021652i,0.0049374+0.0019327i,0.0087175+0.010061i,0.017695+0.018233i,0.029499+0.013288i,0.031742-0.0020965i,0.021956-0.0099668i
-0.011909+0.021574i,-0.049668+0.04848i,-0.12903+0.082565i,-0.19088+0.11073i,-0.16109+0.11266i,-0.071928+0.069521i,-0.01314+0.027041i,0.0024318+0.01897i,0.0091326+0.016606i,0.011657+0.0059879i,0.0063873+0.0032475i,0.0028811+0.012905i,0.0061045+0.023961i,0.010305+0.023379i,0.0098932+0.013777i,0.0035651+0.0081929i,-0.0035112+0.0069039i,-0.0057379+0.0039089i,-0.0028308-0.003968i,-0.0017779-0.017364i,-0.010779-0.029462i,-0.02286-0.030133i,-0.024189-0.020317i
-0.0043844-0.017109i,0.015491-0.061236i,0.084346-0.13236i,0.1757-0.18116i,0.19382-0.16014i,0.10891-0.090883i,0.025708-0.029852i,0.0050468-0.0046537i,0.0016186-0.00028855i,-0.0037414+0.0039131i,-0.005729+0.0052212i,-0.010256-0.0027684i,-0.015494-0.012696i,-0.016599-0.0174i,-0.011998-0.016588i,-0.004326-0.013353i,0.0020941-0.0087727i,0.0002748-0.0039428i,-0.011407+0.0030975i,-0.02163+0.015586i,-0.018916+0.032144i,-0.0054889+0.042856i,0.0042656+0.038245i
0.013624+0.0041422i,0.024752+0.042044i,0.0035767+0.11863i,-0.071132+0.1858i,-0.13067+0.17033i,-0.098423+0.099637i,-0.035359+0.039625i,-0.016268+0.011176i,-0.014148+0.0047754i,-0.0037852-0.00011902i,0.0058424-0.0055265i,0.013294-0.0070155i,0.018783-0.0064295i,0.017714-0.0018847i,0.010856+0.0041812i,0.003536+0.0057851i,0.00069462+0.0045723i,0.0061533+0.0033807i,0.019043+0.00096499i,0.033211-0.0038263i,0.041643-0.011976i,0.039592-0.021835i,0.028978-0.025915i
-0.011534+0.00097246i,-0.033708-0.011163i,-0.038902-0.053536i,0.0081079-0.11376i,0.066175-0.12922i,0.064336-0.093682i,0.028784-0.058108i,0.0096293-0.036885i,0.0013388-0.023477i,-0.0051652-0.0085534i,-0.0052288+0.0067935i,-0.0022344+0.015484i,-0.0010186+0.017824i,-0.0014794+0.012161i,-0.0024048+0.0009527i,-0.00113-0.0063904i,0.0004253-0.0074339i,-0.00096493-0.005908i,-0.0068145-0.0075109i,-0.017736-0.014697i,-0.03242-0.020577i,-0.0448-0.017506i,-0.04344-0.0079607i
0.0048297-0.01336i,0.011432-0.032284i,0.011296-0.043339i,-0.023963-0.018826i,-0.069963+0.02238i,-0.056728+0.039262i,-0.013538+0.027635i,0.0018762+0.0096577i,0.0022094+0.0046189i,0.0035031+0.0025661i,-0.000255-0.0047518i,-0.0099585-0.0098151i,-0.019244-0.0093766i,-0.019431-0.00063743i,-0.0094198+0.0092794i,-0.00090969+0.0087809i,0.00085713+0.0012305i,-0.0011557-0.0058021i,-0.005708-0.0048952i,-0.0083591+0.0078673i,-0.0013161+0.02625i,0.013255+0.038029i,0.021519+0.034842i
0.0098157+0.010231i,0.027836+0.035496i,0.054673+0.076974i,0.087606+0.097288i,0.10662+0.069251i,0.075963+0.021452i,0.031201-0.0018265i,0.016736-0.0017347i,0.012457-0.002183i,0.0038901-0.0039731i,0.0016416-0.0028864i,0.0090924-0.0055132i,0.016313-0.012717i,0.015284-0.017326i,0.0093273-0.014555i,0.0057328-0.0053467i,0.0044429+0.0041535i,0.0036408+0.010625i,0.0049453+0.011005i,0.010622+0.0021835i,0.017804-0.012143i,0.018272-0.02618i,0.012156-0.030799i
-0.0093409+0.0073029i,-0.043601+0.00071551i,-0.10209-0.026818i,-0.15343-0.062231i,-0.1449-0.068234i,-0.082448-0.032005i,-0.028169+0.0041963i,-0.0095291+0.013165i,-0.0019054+0.01447i,0.0064641+0.010447i,0.0074699+0.0051i,0.0032907+0.010084i,0.0010457+0.018157i,-0.00094317+0.019533i,-0.0043301+0.014599i,-0.0069577+0.0089381i,-0.0074069+0.0044164i,-0.0039231+0.0012953i,0.0030337+0.00093769i,0.0037145-6.1676e-05i,-0.007953-0.0018576i,-0.022876-8.2158e-05i,-0.027419+0.0017367i
0.013595-0.011865i,0.04288-0.02249i,0.11014-0.015572i,0.17796+0.022756i,0.17532+0.052977i,0.10196+0.03528i,0.032432+0.0059853i,0.0030154+0.0017684i,-0.0033132+0.0010388i,-0.0060372-0.0045608i,-0.0092644-0.0068361i,-0.010765-0.0075687i,-0.009168-0.0093214i,-0.0049354-0.012612i,-0.00074214-0.01219i,0.0030808-0.0065848i,0.0034423-0.0029699i,-0.0038046-0.0036233i,-0.014999-0.0022927i,-0.017475+0.0060865i,-0.0053855+0.01754i,0.011516+0.024574i,0.017827+0.025708i
0.0043588+0.0095038i,-0.0054769+0.026369i,-0.042151+0.037801i,-0.10137+0.012837i,-0.12609-0.02927i,-0.091088-0.033833i,-0.047341-0.015587i,-0.025139-0.0099946i,-0.015074-0.0073712i,-0.0036945-0.0015537i,0.0057196-0.00085332i,0.0090806-0.0022057i,0.0093724-0.0025894i,0.0046839-0.0020113i,-0.0026732-0.00058637i,-0.0042057-8.8306e-05i,0.0015264+0.0013477i,0.009995+0.005322i,0.017359+0.0073481i,0.020381+0.0014277i,0.01764-0.011106i,0.012625-0.022242i,0.011989-0.025125i
-0.0078022+0.0021236i,-0.012254-0.0062424i,-0.0020873-0.016729i,0.036737-0.0069203i,0.070896+0.022553i,0.061126+0.020872i,0.033086-0.0025065i,0.016845-0.010073i,0.0087538-0.0071299i,0.0010457-0.0028224i,-0.0043902+0.002157i,-0.0056835+0.0067716i,-0.0022742+0.011403i,0.0052113+0.012516i,0.0096638+0.0059396i,0.0085355-6.6083e-06i,0.0043866-0.0032545i,-0.00081902-0.007695i,-0.0051466-0.011469i,-0.0095388-0.012391i,-0.016561-0.0083805i,-0.026469-0.0033593i,-0.031852-0.0033148i
0.0028647-0.0031871i,0.012192-0.01231i,0.020842-0.031452i,0.0048145-0.056943i,-0.026732-0.06932i,-0.03421-0.042948i,-0.014749-0.010326i,0.0011626-0.0046332i,0.00046641-0.0036748i,-0.0018997+0.0035372i,0.00018327+0.0046619i,-0.0027415-0.0019981i,-0.011792-0.0075033i,-0.016483-0.0063728i,-0.013345-0.0033053i,-0.0082793-0.0035387i,-0.0063743-0.0039457i,-0.0074544-0.0020965i,-0.0078621+0.0027774i,-0.0025432+0.01017i,0.0081943+0.016538i,0.018977+0.022809i,0.02285+0.028941i
-0.0032126+0.0040102i,-0.0072753+0.025616i,-0.018278+0.06861i,-0.021861+0.11379i,-0.0075316+0.12031i,0.013561+0.077904i,0.022099+0.031376i,0.017702+0.013881i,0.014418+0.007309i,0.0093204+0.00021614i,0.0038102-0.0023183i,0.0057316-0.0036881i,0.010775-0.0072315i,0.013957-0.0093965i,0.013619-0.006165i,0.009696+0.0007052i,0.0055944+0.0058328i,0.0049256+0.0054176i,0.0055581-0.0013625i,0.0016436-0.010373i,-0.0031902-0.018288i,-0.002097-0.02496i,0.0039838-0.028155i
-0.0052299-0.0030712i,-0.01538-0.022071i,-0.023561-0.06258i,-0.020601-0.10709i,-0.0095525-0.1121i,-0.0053611-0.069214i,-0.0082321-0.024118i,-0.0081168-0.0033342i,-0.0057413+0.003839i,-0.0011362+0.0059096i,0.0018232+0.0064618i,0.001975+0.0080655i,0.0015285+0.010036i,-0.0026658+0.010296i,-0.0075088+0.0068157i,-0.0079446+0.0024928i,-0.0049442+0.0018334i,-0.0021382+0.0039152i,-0.0005899+0.0092473i,0.00091337+0.015291i,-0.0012357+0.01739i,-0.011062+0.015855i,-0.021687+0.010393i
0.0062349-0.00025892i,0.023016+0.010356i,0.044135+0.046732i,0.051461+0.10016i,0.036132+0.11751i,0.018446+0.076141i,0.0050728+0.029407i,-0.0057842+0.011051i,-0.0048591+0.0042175i,0.00048983-0.0041925i,-0.00098488-0.0080216i,-0.0039346-0.0049425i,-0.004533-0.0016768i,-0.0040005+0.00022133i,-0.00098328+0.0022122i,0.0019843+0.0035516i,0.0026684+0.0021917i,0.0012232-0.00057591i,-0.00098647-0.0046867i,0.0008512-0.0072204i,0.0091382-0.0060604i,0.017656+5.1845e-05i,0.019514+0.010618i
-0.006588+0.0023725i,-0.014944+0.0051626i,-0.026743-0.0060768i,-0.025677-0.04395i,-0.010649-0.077323i,-0.007379-0.065828i,-0.012481-0.035735i,-0.0097579-0.018957i,-0.0062933-0.0082516i,-0.0044459+0.00053709i,-0.0016198+0.004249i,0.00025453+0.0036952i,0.0016962-0.00028421i,0.0015579-0.0038978i,-0.00039971-0.0035069i,0.0021138-0.0022864i,0.0066196-0.0027789i,0.0068388-0.0026028i,0.0020257-0.00010255i,-0.0065332+0.0027423i,-0.013943+0.0016349i,-0.013835-0.0055044i,-0.005263-0.013419i
0.00035871-0.0029479i,-0.0011969-0.010164i,-0.0010005-0.013689i,-0.0033633+0.0054051i,-0.0087549+0.031606i,-0.004471+0.031073i,0.0043492+0.012306i,0.0045265+0.00058027i,0.0023149-0.0002417i,0.001059+0.00033598i,-0.0016381-0.0020152i,-0.0036528-0.0021651i,-0.001669+0.0031289i,0.0012507+0.0092974i,0.0018359+0.0096643i,-0.00036562+0.0057748i,-0.0022533+0.0019401i,-0.0013405-0.0013518i,0.0030526-0.0038512i,0.01059-0.004457i,0.014156-0.0019068i,0.0070607+0.0014045i,-0.0061462+0.00037749i
0.0011667+0.0016322i,0.012336+0.001045i,0.028517-0.0033884i,0.041474-0.019562i,0.040694-0.036924i,0.023683-0.033989i,0.011389-0.017587i,0.010977-0.0078339i,0.0049308-0.0047892i,-0.0029581+0.00080335i,-0.0030476+0.003666i,-0.0025002-0.00011885i,-0.0057226-0.005861i,-0.0080821-0.011576i,-0.004341-0.014056i,0.00064132-0.012106i,0.00096597-0.0081724i,-0.0037751-0.0031795i,-0.0088027+0.00099829i,-0.0091353+0.0013807i,-0.0047901-0.0011247i,0.0022836+0.001081i,0.0068193+0.010895i
-0.0063402+0.0051927i,-0.018562+0.016798i,-0.046576+0.03215i,-0.074717+0.046941i,-0.075209+0.054739i,-0.043281+0.045451i,-0.011545+0.02616i,-0.00067789+0.012816i,0.0009385+0.0072712i,0.0022783+0.0033856i,0.0038012-0.00048365i,0.0063871-0.0035637i,0.0093596-0.0042675i,0.010979-0.0012923i,0.0083283+0.0033309i,0.0027239+0.0064505i,-0.00048601+0.00614i,-3.7274e-05+0.0032598i,0.0018851+0.001925i,0.0010356+0.0030712i,-0.0022149+0.0036387i,-0.0017844-0.0003554i,0.0042302-0.0079944i
-0.0023931-0.0068271i,0.00098874-0.01845i,0.018064-0.036315i,0.046109-0.048922i,0.057972-0.045281i,0.040578-0.029363i,0.015526-0.014007i,0.0008424-0.0052576i,-0.0034842-0.0026946i,-0.0033229-0.0014722i,-0.0012147+0.00079609i,0.0011557+0.0028649i,0.0013804+0.0050507i,-0.00096318+0.0040749i,-0.0034311-0.00093208i,-0.0041902-0.0033612i,-0.0024896+6.473e-06i,-0.00078454+0.0049414i,-0.0010236+0.0066733i,-0.00051044+0.0042109i,0.0017946+0.0021561i,-0.0011643+0.0026772i,-0.0092545+0.00084035i
0.0017308+0.0068701i,0.0056957+0.015293i,0.00016567+0.036924i,-0.021907+0.058087i,-0.040657+0.058436i,-0.033522+0.037846i,-0.018981+0.014523i,-0.013794+0.0032112i,-0.0055149+0.0036317i,0.0047049+0.0049077i,0.0077492+0.0040995i,0.0061092+0.0048735i,0.0029736+0.0057354i,0.00057432+0.0047418i,0.0013554+0.0032002i,0.0021448+0.0018146i,0.0022522-0.00026444i,0.0030732-0.0016165i,0.0041455-0.0022242i,0.0028502-0.001621i,0.00067718-0.00093209i,0.0021089+0.0019462i,0.0043883+0.0084146i
-0.0065638+0.0034435i,-0.0075615+0.0030824i,-0.0023412-0.0025758i,0.020781-0.014577i,0.044155-0.021926i,0.039177-0.022496i,0.017135-0.017664i,0.0052799-0.0085757i,0.0017034-0.00047294i,-0.0024057+0.0041705i,-0.0068368+0.0060957i,-0.0083701+0.0056638i,-0.0052926+0.0034834i,-0.0012963+0.0021051i,0.00077542+0.0027275i,0.0017524+0.0044485i,0.002608+0.0038809i,0.0015139-3.8302e-05i,-0.0032401-0.0035858i,-0.0082879-0.0034052i,-0.0092466-0.00078281i,-0.0060821-0.0017668i,-0.00021637-0.0058296i
-0.0074464-0.0012961i,-0.0069367-0.0034811i,-0.007564-0.0061466i,-0.014554-0.0037657i,-0.024202+0.0013854i,-0.020576+0.0040378i,-0.0075742+0.002015i,0.001088-0.0027214i,0.001242-0.0018669i,-0.0012361+0.0006377i,-0.0016423-0.00064151i,-0.0015468-0.002718i,-0.0026228-0.0010324i,-0.0042318+0.0019018i,-0.0054965+0.00085649i,-0.0065978-0.0020584i,-0.0058806-0.0028495i,-0.0010239-0.0010911i,0.0047051+0.0016691i,0.0081619+0.001757i,0.009382-0.00047706i,0.0059528-0.0017465i,-0.0009787-0.002905i
0.0028626-0.0029698i,0.0065639+0.0002231i,0.014517+0.007324i,0.028595+0.010275i,0.036634+0.0037106i,0.0297-0.0018262i,0.019281+1.2804e-05i,0.013641+0.0014774i,0.00775-0.0050436i,-0.0007225-0.009456i,-0.0057766-0.0067894i,-0.0064132-0.0052532i,-0.0042743-0.0073015i,0.0010559-0.0083986i,0.0067623-0.0056492i,0.010175-0.001724i,0.0086436-0.00013878i,0.0030969-0.00057315i,-0.0016981-0.002001i,-0.0041603-0.0036256i,-0.0048844-0.0038938i,-0.0043675-0.001412i,-0.0041938+0.0037293i
-0.0042515-0.0021695i,-0.011739-0.0036804i,-0.028513-0.010113i,-0.047575-0.017121i,-0.05324-0.015002i,-0.037646-0.0058268i,-0.014991+0.00026598i,-0.0016007+0.0017007i,0.00059197+0.0012123i,0.00076698-0.00069135i,0.0029994-0.0038071i,0.0041026-0.0057193i,0.0028303-0.0041342i,-0.00097299-0.00039842i,-0.0042279+0.0028368i,-0.0042658+0.0044174i,-0.0022271+0.00505i,-0.00099054+0.0058741i,-0.00039603+0.0074234i,0.001686+0.0090552i,0.0043133+0.0088217i,0.0065501+0.0061235i,0.0091374+0.0023017i
0.0022887-0.0014859i,0.00784-0.0028049i,0.020553-0.00091973i,0.03554+0.0085832i,0.040385+0.01751i,0.028434+0.013441i,0.0085837+0.0052838i,-0.0037432+0.0029768i,-0.0030778+0.0030798i,0.0019575+0.0015387i,0.005736-0.0014165i,0.008673-0.0026463i,0.009165-0.0026612i,0.007458-0.0042095i,0.0051997-0.0061912i,0.0019421-0.0061667i,-0.00038664-0.0036159i,6.1605e-06-0.001081i,0.0010696-0.0013883i,0.0013544-0.0047896i,2.1099e-05-0.0080751i,-0.0019449-0.0077415i,-0.0038585-0.0070103i
-0.0034205-0.0048668i,-0.0060476-0.00067043i,-0.018771+0.0040014i,-0.035156+0.0021496i,-0.042354-0.0041848i,-0.034672-0.0071427i,-0.020202-0.0066079i,-0.012716-0.0033934i,-0.0089624+0.0058723i,-0.0010407+0.013951i,0.0051389+0.014808i,0.0050367+0.013255i,0.0018246+0.012374i,-0.00023494+0.011091i,0.00014291+0.0075785i,0.0016843+0.0030147i,0.0019451-0.00098558i,-0.00024961-0.0028653i,-0.0029623-0.001053i,-0.0047599+0.0030372i,-0.0053179+0.0071904i,-0.0045986+0.0098999i,-0.0042221+0.011115i
0.0041125-0.0019107i,0.0041436-0.0036071i,0.0092234-0.0025281i,0.022512+0.0061328i,0.032426+0.0156i,0.028139+0.013966i,0.014233+0.0040901i,0.0017462-0.00076595i,-0.0041898+0.0019603i,-0.0066689+0.0058283i,-0.0079801+0.0053204i,-0.0086511+0.0018798i,-0.0087134-0.00078082i,-0.0085718-0.00083696i,-0.009183+0.0011908i,-0.0091453+0.0041519i,-0.0074075+0.0052778i,-0.0036869+0.0029269i,-0.00056239-0.0011403i,0.0021226-0.0043557i,0.0050456-0.0058593i,0.0077684-0.0058481i,0.008902-0.0044167i
0.001831-0.00019743i,0.004927-0.0015962i,0.0071569-0.0051084i,0.0026522-0.010717i,-0.00651-0.015737i,-0.0066036-0.014769i,0.0034062-0.010588i,0.0083451-0.0084372i,0.0015296-0.007787i,-0.0070639-0.0048773i,-0.0077904-0.00036865i,-0.0037009+0.0011392i,-0.00036632+3.5335e-05i,0.00037575-0.0020173i,-0.00058275-0.003492i,-0.0015237-0.0045929i,-0.0015896-0.0050858i,-0.0011102-0.0021788i,-0.0018609+0.0017475i,-0.0040367+0.0022463i,-0.0061665+0.00081526i,-0.0079452-0.0013144i,-0.0089298-0.0031618i
-0.0023101-0.00063535i,-0.0033646+0.0036222i,-0.002109+0.0094427i,0.0043731+0.016741i,0.013442+0.021805i,0.015949+0.018447i,0.012411+0.010323i,0.010791+0.0026343i,0.0081179-0.0072668i,0.00049693-0.013666i,-0.0055069-0.012146i,-0.0061081-0.0075329i,-0.0039843-0.0021557i,-0.00096638+0.0043113i,0.002112+0.0086866i,0.0045347+0.0083311i,0.0052293+0.005251i,0.002761+0.0013645i,0.0011566-0.00058904i,0.0032533+0.00093548i,0.0058763+0.0030144i,0.0064069+0.0040748i,0.0031521+0.004956i
0.0010061-0.0074375i,-0.0018792-0.012299i,-0.0053011-0.019556i,-0.0092634-0.026624i,-0.010504-0.029756i,-0.0093229-0.021021i,-0.0026988-0.0061185i,0.0053157-0.00012945i,0.0072948-0.0033176i,0.004985-0.0078664i,0.0022939-0.0098682i,0.00051139-0.0099854i,-0.0018141-0.00935i,-0.0045211-0.0091197i,-0.0051054-0.0071973i,-0.0021836-0.0016903i,0.0023763+0.0018876i,0.0040873+0.0024459i,0.0015943+0.0012939i,-3.2305e-05-0.0014493i,0.0019162-0.0045174i,0.0049628-0.0060414i,0.0060698-0.0046128i
0.0025449+0.0014896i,0.0054156+0.0022143i,0.0076429+0.0085011i,0.0081665+0.018967i,0.0056598+0.024133i,0.00015205+0.019498i,-0.0061301+0.0088832i,-0.0068391+0.0029927i,0.0018266+0.0040718i,0.01079+0.0024971i,0.013691-0.0023899i,0.013925-0.0030594i,0.014324-0.0017569i,0.014466-0.001859i,0.011459-0.0033722i,0.0060642-0.0052613i,0.0017326-0.0047163i,0.00026555-0.0033528i,0.00081299-0.0024634i,0.00079711-0.00089603i,-0.00073293-0.00014231i,-0.0033895-0.00014985i,-0.0042747-0.00081935i
-0.0022306+0.0033978i,-0.0035946+0.0045009i,-0.0070783+0.0015101i,-0.010773-0.009048i,-0.012653-0.018427i,-0.0095521-0.019742i,-0.0065749-0.012756i,-0.0073118-0.001847i,-0.0057088+0.0088826i,0.00052236+0.01521i,0.0038469+0.014911i,0.00047946+0.012622i,-0.0036399+0.011105i,-0.0050783+0.0085723i,-0.0037553+0.0050663i,-0.0005597+0.001261i,0.00093268-0.00095296i,0.00019775-0.0015209i,-0.00066557-0.0012801i,-0.0011028-0.00023231i,-0.00078277+0.0016856i,0.00027399+0.0043174i,6.1735e-05+0.0055367i
-0.0049737+0.0024118i,-0.0040303+0.003237i,-0.0034074+0.0076758i,-0.00069466+0.018747i,0.0023638+0.028657i,0.0017761+0.022417i,-0.0021266+0.0056471i,-0.0066805-0.0014038i,-0.0094809+0.0044142i,-0.0072396+0.011569i,-0.0030565+0.010129i,-0.0015875+0.0037346i,-0.0026319-0.0011475i,-0.0049851-0.0034337i,-0.0070548-0.0037346i,-0.0076712-0.0024135i,-0.0056321-0.00041908i,-0.0028791+0.0019335i,-0.0011815+0.0027568i,-0.00047136+0.0014902i,-9.6805e-05-0.00082776i,0.0019181-0.0021864i,0.0050764-0.0022306i
-2.733e-05+0.00059525i,0.00072491+0.00066912i,0.0013743-0.00055622i,0.0036401-0.0048683i,0.0080629-0.011302i,0.010677-0.012055i,0.009628-0.0058376i,0.0054365-0.0025572i,-0.002436-0.0032196i,-0.0090377-0.0011157i,-0.0094012+0.0031798i,-0.0055821+0.0045027i,-0.00098086+0.0035585i,0.0024264+0.003457i,0.0038431+0.0030222i,0.0032578+0.0021668i,9.0307e-05+0.0021556i,-0.0031205+0.0024067i,-0.0042004+0.00076856i,-0.0040232-0.00015462i,-0.0042782+0.0012599i,-0.0047841+0.0023294i,-0.0057111+0.00071689i
-0.00028281+0.00081241i,-0.001484+0.0022801i,-0.0023939+0.0059734i,-0.0015041+0.012364i,0.00075122+0.016832i,0.0027698+0.0155i,0.0058242+0.0090996i,0.0087102+0.0020509i,0.0070394-0.004228i,0.001012-0.008106i,-0.0031227-0.007333i,-0.0033707-0.0039126i,-0.0035001-0.00032054i,-0.0046316+0.004253i,-0.0045089+0.0079994i,-0.0015889+0.0079332i,0.0016078+0.0039551i,0.0029567+0.00023307i,0.0024626+0.00066046i,0.0023046+0.0021955i,0.0046615+0.0030069i,0.0068003+0.0030051i,0.005398+0.0028833i
0.0011757+0.0013844i,0.0010379-0.0004019i,0.0038083-0.0021134i,0.0087789-0.0066703i,0.011402-0.012601i,0.010525-0.01064i,0.0071245-0.001272i,0.005694+0.0029656i,0.0060107-0.0016369i,0.0029327-0.0077416i,-0.00072942-0.01027i,-0.00040424-0.0094871i,0.002266-0.009871i,0.0039764-0.010861i,0.0023758-0.0085535i,0.00081964-0.0039419i,0.0019925-0.00029374i,0.0027606-0.00028125i,0.0018098-0.0022636i,0.0007266-0.0040341i,1.4345e-05-0.0049102i,-0.00054261-0.0044907i,1.5557e-05-0.0041056i
-0.00054394-0.00061914i,-0.00033931-0.00051916i,-0.0017771+0.0013743i,-0.0062985+0.0059183i,-0.010932+0.0095967i,-0.012109+0.0068934i,-0.0086918-0.00046045i,-0.0030686-0.0025733i,0.0016049+0.00011162i,0.0058013+0.00077169i,0.0089469-0.00052753i,0.0090441+0.0011389i,0.0085633+0.0042047i,0.0089615+0.0041428i,0.0083961+1.2628e-05i,0.0056833-0.0034249i,0.0022412-0.0039268i,0.00060634-0.0042236i,-0.00028511-0.0036089i,-0.00045546-0.0011568i,-0.00020456+0.001633i,-0.0024581+0.0028075i,-0.0046009+0.0026362i
0.0029971+0.0012424i,0.0037744+9.9173e-05i,0.0040213-0.0038981i,0.0054137-0.010447i,0.0083862-0.014575i,0.0059894-0.011854i,-0.0017705-0.0058128i,-0.007521-0.0024882i,-0.0069732+0.00061934i,-0.0022421+0.004566i,-0.00015676+0.0046312i,-0.0024825+0.0013419i,-0.0051851+0.00028087i,-0.0053921+0.0010148i,-0.003218+0.0011158i,-0.00095106+0.00035449i,0.00093813-0.00061626i,0.0019258-0.00098889i,0.0029114-0.0016919i,0.0037112-0.0025922i,0.0038612-0.0034448i,0.0039086-0.003098i,0.0030872-0.0012895i
0.0031689+0.00098751i,0.0030547+0.0017098i,0.0010776+0.0030077i,-0.0052328+0.0070694i,-0.01253+0.01045i,-0.012996+0.006958i,-0.0055537-0.0014764i,-0.0024685-0.0065155i,-0.0047964-0.0031572i,-0.0044318+0.0027949i,-0.00040079+0.0044764i,0.0015993+0.0023089i,5.9227e-05-7.6432e-05i,-0.0017998-0.0018917i,-0.003805-0.0036481i,-0.0042264-0.0033261i,-0.0031202-0.00025611i,-0.0021036+0.0025453i,-0.002612+0.0032554i,-0.0040814+0.0027423i,-0.0042739+0.0022851i,-0.0035656+0.0014079i,-0.0019207+0.00036316i
-0.0012448+0.001324i,-0.00081622+0.0018205i,0.00028243+0.0028716i,0.003081+0.0032072i,0.008787+0.0016985i,0.012607+0.0016145i,0.010364+0.0010887i,0.0052935-0.00065369i,0.0015381-0.0018593i,-0.00049673-0.0011294i,-0.0013457+0.00013862i,-0.0016897+0.0012112i,-0.0025407+0.0022237i,-0.0015684+0.0033178i,0.00079678+0.0041068i,0.0016193+0.0034366i,0.00044015+0.0022775i,-0.0021319+0.0020123i,-0.0027672+0.0016261i,-0.00033158+0.0010642i,0.0015045+0.0016052i,0.0010376+0.0016169i,-0.00065781+0.00067994i
