-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
0.00020318+0.00045557i,-4.9271e-05+0.0012855i,-0.00050828+0.0017555i,0.00010019+0.00046806i,0.0012972-0.00081742i,0.0014925-2.4787e-05i,0.001154+8.5151e-05i,0.0011638-0.00074063i,0.00036075-0.0011233i,-0.00010121-0.0010092i,-0.00016109-0.00095701i,-0.00048383-0.0007465i,-0.00097999-6.5307e-05i,-0.0011748+3.2368e-05i,-0.00092092-0.00061021i,-0.00048989-0.001013i,-0.00029611-0.00022523i,-0.00073497+0.00080078i,-0.0010317+0.00094571i,-0.00035654+0.00070982i,1.1018e-05+0.0011556i,0.00050218+0.0014707i,0.00097352+0.00088981i
-0.00125+0.0016413i,-0.0012553+0.00079249i,-0.00065569-0.00019213i,-0.00056653+0.00031007i,-8.4495e-06+0.00045417i,0.00048726+0.00014093i,0.00061051+0.00016712i,0.0005383+0.00037342i,0.00074725+0.00044164i,0.00039821+8.4546e-05i,-7.021e-05-7.4484e-05i,0.00049258+0.00033175i,0.00037884+0.0002317i,-0.00014149-0.00037572i,-0.00065677-0.00071677i,-0.00092546-0.0011248i,-0.0001187-0.0011651i,0.00060754-0.0007479i,0.000108+6.6017e-05i,-9.6939e-05+0.00043838i,0.00013044+8.7156e-05i,6.4873e-05+0.00011879i,0.00017915-0.00015088i
0.00043662-0.00019627i,0.00037702-8.9923e-05i,0.00034754+0.0015888i,-2.7055e-05+0.002051i,-0.0002702+0.0020828i,-0.00016617+0.0013853i,6.7553e-05+0.00063419i,0.00022071-0.00021804i,9.8095e-05+3.5084e-05i,-0.00030192+0.00071562i,0.00019906-0.00028446i,0.00091356-0.00056185i,0.0010418-0.00060752i,0.0012283-0.00048356i,0.0004793+3.2719e-05i,-0.00049711+0.00030376i,-0.00040546-0.0002276i,0.00050835-0.00025461i,0.00079297+0.00028159i,0.00034843-5.9778e-06i,0.00050664+0.00056507i,0.00047115+0.001222i,-0.00028896+0.0011541i
-0.00079523+0.00079724i,-0.00096996+0.0016742i,-0.00064701+0.0020961i,-0.0007896+0.0016895i,4.1759e-05+0.0010583i,0.00089686+0.00041596i,0.00097361+0.00016131i,0.00056378-0.00010032i,-0.00013091+0.00062578i,0.00025952+0.0010003i,0.00026229+0.00095509i,-1.0407e-05+0.00034564i,0.00065715-0.00011272i,0.00076287+0.00018634i,-0.00032122+0.00074037i,0.00015524+0.00049964i,0.0011335-0.00034485i,0.0010152-0.0011203i,0.00052888-0.0014345i,-3.7046e-05-0.0012943i,0.00036924-0.0009945i,0.00052538-0.00033107i,3.1705e-05+0.00025029i
-0.0010648-0.0027581i,-0.0010937-0.0025498i,-0.0014359-0.0010295i,-0.0010809+0.001236i,0.00058809+0.0015426i,0.0010523+0.0011486i,0.00048209+0.0010248i,0.00070326+0.00077622i,-4.886e-05+0.00047773i,-0.00038238+0.0008046i,-0.00034468+0.00065374i,-5.1512e-05+0.0003472i,0.0004644+0.00057339i,0.00061759+0.0012878i,0.00076864+0.0014902i,0.00081653+0.00096669i,0.00033511+0.0010795i,0.00025717+0.00069851i,-0.00026303-0.00066197i,-0.00033395-0.00059317i,0.00037984+0.00030136i,0.00082666-0.00018215i,0.00053515-0.00026927i
0.0006989-0.0012159i,0.00067984-0.00066704i,0.00048713-0.00065922i,0.00045431-3.1218e-05i,0.00045662+0.00012367i,0.00088576-0.00064743i,0.0009107-0.0011133i,0.0003413-0.00087139i,-0.00071536-4.0926e-05i,-0.001088-2.3358e-05i,-0.00080712+8.8494e-06i,-0.00096454+0.00011288i,-0.0002703+0.00055333i,-0.0002617+0.0011378i,-0.00092092+0.00015731i,-0.00028759-0.00077665i,-9.1747e-05-0.00034903i,-0.00057427-0.00016805i,-0.00037344+0.00010856i,6.4317e-05+0.00023079i,2.6702e-05+0.0006018i,-0.00023909+0.00049486i,-0.00061994+0.00058347i
-0.00097801+0.00025631i,8.8397e-05-0.00032878i,-0.00063023-0.00056761i,-0.0010663-0.00098655i,-6.2755e-05-0.00031933i,0.001617+2.149e-06i,0.0019371-0.001093i,0.00099222-0.0011768i,-0.00035914-0.0013113i,-0.0017585-0.00079315i,-0.0015621-9.7923e-06i,-0.00078021-8.5035e-05i,-0.00048827-0.00090394i,-0.0003575-0.00081811i,-0.00080502+0.00024826i,-0.0010673+0.00010562i,-0.00076966-0.00012928i,-0.00013634-0.00034764i,0.0004424-6.6387e-06i,-3.3544e-05+0.00023505i,-0.00064999-2.9366e-05i,-0.0007805+0.00030602i,-0.00037549+0.00067186i
-0.00077433-0.0033204i,-0.0014867-0.002993i,-0.0025845-0.0026043i,-0.0025468-0.0012136i,-0.00096025+0.0010536i,0.00017418+0.0014767i,0.00052372+0.00027215i,-0.0001211-5.9648e-05i,-0.0010219+0.00071113i,-0.001036+0.0011513i,-0.00069133+0.0008357i,-0.00034878+0.00038222i,-0.00010257-0.00060696i,-0.00028379-0.00013702i,-0.0010465+0.00035101i,-0.00063483-0.00013048i,0.0003393-3.35e-05i,-0.00015539-3.1284e-05i,-0.00053161+0.00039262i,-0.00054184+0.00053297i,-0.00040877-0.00029188i,-0.00028306-0.00047706i,-0.00094581-0.00047296i
0.0015831+0.00049926i,0.00099825-0.00011242i,0.0013194+0.00020892i,0.001087+0.0012881i,0.00039516+0.0015693i,-0.00038218+0.00043017i,-8.3864e-05-0.00074402i,0.00025673-0.0010364i,0.00022659-0.00044001i,4.2146e-05+0.00021792i,-0.0003531+0.00029098i,0.00027291+0.00016544i,0.0007774-0.00034972i,0.00094255-0.00054279i,0.00027029-9.4637e-05i,-0.00047346+0.00047389i,-0.00020946+0.00054365i,0.0007151+8.5741e-05i,0.00077321-0.00068661i,-0.00022583-0.00088675i,-0.00056559-0.00055643i,-3.6904e-05-0.00051911i,-0.00076402-0.0008966i
-0.00023907-0.0016256i,-0.00095326-0.00055962i,0.00020179-0.0011503i,0.00083381-0.0011095i,0.00073685-0.0012205i,0.00072157-0.0011823i,0.0010875-0.00032654i,0.001878-0.00031018i,0.0014111-0.00032567i,-5.7563e-06+0.00025591i,-0.0009738+0.00036054i,-0.0006994+2.3057e-05i,0.00033048-7.7694e-06i,0.0010064+0.00026815i,0.0010362+0.00074544i,0.00037815+0.00051723i,-0.00022959-0.00023102i,1.0746e-07-0.00011027i,0.00040915+0.00078452i,-0.00019661+0.0013742i,-0.0004287+0.0015566i,-0.00064296+0.0013665i,-0.000559+0.0012035i
0.00080923-0.00052548i,-0.00048242-0.00094641i,-0.0010559+4.7279e-05i,-0.00082384+0.0016474i,-0.0013911+0.0016893i,-0.0011144+0.00047058i,0.00026417-0.00050873i,0.00076094-0.00035833i,0.00021313+0.00055211i,-0.00076305+0.00085001i,-0.00081699+0.00045758i,-0.00024317+0.00042473i,0.00030115+0.00044915i,0.00055006+0.00047428i,0.00012085+0.0010941i,-0.00023119+0.0013945i,-0.00012337+0.0005088i,-0.00014291-0.00031366i,-0.00040407-0.00081535i,0.00035648-0.0012524i,0.00097675-0.00030351i,0.00061571+0.0004517i,0.00024664+0.00022298i
-0.0015066-0.0012263i,-0.0013107+0.00013966i,-0.0016948-3.5705e-05i,-0.0014137+0.00037804i,-0.001537+0.0011861i,-0.00053294+0.00038363i,0.00048424-0.00026789i,0.00082933-0.00029101i,0.00042493-0.0004284i,-0.00075794-0.0005657i,-0.00097182-8.2446e-05i,-0.00021759+0.00078631i,0.00031349+0.00034097i,0.00022927+0.0002488i,5.0789e-05+0.00020903i,0.00020368-0.00029493i,2.1897e-05-0.00071613i,-6.7304e-05-0.00084832i,0.00013483-0.00089252i,0.0011847-0.00054011i,0.0014678-0.00045804i,0.00076026+0.00021167i,0.00029363+0.00047083i
-0.0030195+0.0015025i,-0.0034187-0.00025709i,-0.0038494-0.0002471i,-0.0019274+0.0015371i,-0.00019884+0.0027389i,0.00075721+0.0016072i,0.0009014-4.4692e-05i,0.0003438+1.1287e-05i,-0.0005024+0.00025183i,-0.00059001+0.00088869i,0.00045789+0.0013924i,0.00052317+0.00094963i,-0.00019596+0.00085884i,0.00050803+0.0014917i,0.00095908+0.00054968i,0.00018022-0.00034574i,0.00012819+0.00018511i,0.00091495+5.6824e-05i,0.00062414-8.1451e-05i,0.00024985+0.00027818i,6.5778e-05+0.0011089i,-0.0001515+0.00037746i,0.00016502-0.0007709i
0.0024278-1.5365e-05i,0.0014196-0.00042376i,0.0018766-0.00077654i,0.00080664-0.00021127i,-0.00056546-3.7745e-05i,-0.00058139-4.7055e-05i,-0.00014369-2.5353e-05i,0.00039073-0.0004751i,0.00068779-0.00057567i,0.00045479-0.00041787i,3.9656e-06-0.00043399i,-6.8203e-05-0.00045083i,5.2546e-05-0.00046338i,-0.00053063-0.0007904i,-0.0011045-0.00066985i,-0.00035874-0.00049618i,0.00060149-0.00061524i,0.00070297-6.4799e-05i,0.00060413+0.00017448i,0.00084278-9.9815e-05i,0.0010782+0.00024628i,0.0013958+0.00073i,0.00097992+0.00060675i
-0.001491+0.000706i,-0.0016621+0.00072771i,-0.001975+0.0015212i,-0.0012254+0.0019523i,-0.00084205+0.0020095i,-0.00038901+0.0012892i,0.00037708+0.00023905i,0.00084506-0.00010578i,0.00069536+3.8528e-05i,0.00073065-0.00056552i,0.0010634-0.00078031i,0.00088266-0.00085535i,0.00062569-0.0010567i,0.00023527-0.00059748i,-0.00025947+4.0534e-05i,0.00010343+0.00023405i,0.0001345+0.00042241i,-0.00086567+0.00021543i,-0.001153-0.00059449i,-0.00057358-0.0013743i,9.9233e-05-0.001074i,-0.00021112-9.6002e-05i,-0.00065546-7.4084e-05i
-0.00080052-0.0014513i,0.00031146-0.00057887i,-7.3491e-05+0.00084715i,0.00081236+0.00085653i,0.0017679+0.00034559i,0.0018922+0.00071003i,0.0018054+0.00069901i,0.0012151+0.00023518i,-4.1035e-05+0.00022278i,-1.3284e-05+0.00054245i,0.00048414+0.000675i,0.00044933+0.00025551i,0.00018316-0.00016218i,-8.1157e-05-0.00065871i,-0.00016718-0.000412i,0.00017273-0.00010097i,0.00043075+0.00020139i,0.00033684-0.00025479i,0.00034746-0.00064724i,0.00011175+0.00032243i,-4.4252e-05+0.0010284i,-0.00026503+0.0014609i,-0.00048304+0.00085733i
0.0021497-0.00038907i,0.00053125-0.0015384i,-0.0013742-0.0022386i,-0.0021136-0.00039135i,-0.0024481+0.00092916i,-0.0017291+0.00050718i,-0.00075695+0.00076342i,-0.00032819+0.00077622i,-4.7859e-05-8.7385e-05i,0.00014073-0.00021848i,0.00053723+0.00011158i,0.00055932+0.00036058i,-0.00028316+0.00031368i,-8.7268e-05+0.0002536i,0.00019484+0.00024955i,-2.4637e-05-0.00036942i,0.00078818-0.0003809i,0.00094557+0.00019695i,0.00012304+5.261e-05i,-0.00046006+0.00027395i,-0.00064285+0.00052433i,-0.00054958+0.00065786i,0.00016737+0.00049774i
7.9814e-05+0.0018016i,0.00098337+0.0016565i,0.0021427+0.0030979i,0.0023536+0.0038493i,0.0020355+0.0030374i,0.0014545+0.0011687i,0.00051502-0.00071684i,-9.1517e-05-0.00092889i,-0.00012382-0.00028906i,6.1418e-05+0.00045249i,0.00034358+0.00025857i,0.00012344+1.2183e-05i,0.00013646+0.00052524i,0.00017006+0.0012646i,-0.00039084+0.00072763i,-0.00027071-0.00017406i,0.00013525-2.1406e-05i,-0.00015179-0.00025822i,-0.0004411-0.00017481i,-0.00042044+0.00048326i,-0.0003518+0.00071254i,-0.00061777+0.0009165i,-0.0010432+0.0011807i
-0.0004732-0.0018231i,-0.0014167-0.00072906i,-0.00092439-0.00062501i,-0.00096769-9.8481e-05i,-0.0016741+0.00012208i,-0.00074065+0.00020073i,0.00078764-2.7873e-05i,0.001207-0.00028854i,0.00020418-0.00027036i,0.00022373-0.00010469i,0.00038704+0.00026661i,-0.00057784+0.00032444i,-0.00042604-9.7344e-05i,-0.00040751-4.2517e-05i,-0.00069611+0.00042209i,-0.00042192+0.00086664i,0.00021874+0.0014061i,0.00039505+0.0010167i,-0.00018477-4.1569e-05i,-0.0001631+2.6434e-06i,2.5148e-05-0.00047148i,-0.00019508-0.00055429i,-0.00016276+0.00027688i
0.00037177-0.0025799i,-5.6198e-05-0.0032129i,-0.0016478-0.0023601i,-0.003014-0.0011483i,-0.0024962-2.9594e-05i,-0.00079362+0.00079022i,-0.00018774+0.00079493i,0.00033876+0.00010726i,0.00057647-0.00045789i,0.00011528-0.00057563i,0.00015891-0.0003381i,-0.00063127-0.00019483i,-0.0014451-4.0464e-05i,-0.00070117+0.00072635i,7.5516e-05+0.0010294i,9.6271e-06+0.001042i,0.00077589+0.00099708i,0.00066348+0.00054087i,-0.0005103+0.00034842i,-0.00082314+0.0003456i,0.00012742+0.00043315i,4.5635e-05+0.00020052i,-0.00086778-0.00038767i
0.00025272-0.0010403i,0.00049769-0.00012938i,0.00085031+0.00026268i,0.00074456+0.0012924i,0.00017738+0.0013911i,2.3409e-08+0.00049843i,0.0001753-0.00029984i,0.00081931+3.1489e-05i,0.00048726+0.00046173i,3.5637e-06-0.00010091i,0.00071241-0.00053915i,0.0009489-0.00047373i,0.00078376-0.00020971i,2.7148e-05+0.00026717i,-0.00070419+0.00032423i,-0.00055591+0.00019117i,-0.00044613-2.8744e-05i,-0.0004735+2.384e-05i,-0.00034909+0.00031376i,-0.00025172+0.00030344i,0.00028575+0.00022347i,-0.0001226+0.0001143i,-0.00059014-4.4623e-06i
0.0012538+0.0009608i,0.0014754+0.00054142i,0.0012084+8.0721e-05i,0.0008434+0.00050684i,0.00089798+0.00093295i,0.00061649+0.00039219i,0.00079687-1.058e-05i,0.00043061+0.00015854i,0.00035812+0.0006817i,0.00072841+0.0007017i,0.00037569+0.00028075i,0.00057832-5.2043e-05i,0.0010878-0.00013215i,0.00099511-0.00054422i,0.00023617-0.0011604i,0.00020891-0.00044969i,0.00034749+0.00052437i,0.00029689+0.00070355i,-0.00038837+0.0005168i,-0.0012978+0.00098116i,-0.0015258+0.00061074i,-0.00089921-5.5934e-05i,0.00040625-0.00010932i
0.00019816-0.0014312i,0.0022023-0.00041744i,0.0015511-0.00053281i,-0.00048631-0.00061979i,8.0944e-05-0.00058814i,0.00071614+3.608e-05i,0.00057145+0.0001184i,0.00051556-0.00086829i,0.00019569-0.0012951i,-0.00056889-0.00077793i,-0.00030317-0.00036709i,0.00027298+9.2553e-05i,0.0003798-4.6541e-05i,0.00089947-9.707e-05i,0.00059641+0.00016678i,0.00068464-3.1507e-05i,0.00086998+0.00011408i,0.00041371+0.00077078i,-0.00089366+0.0003942i,-0.00089911-0.00019504i,1.5488e-05+8.7403e-05i,0.00056376-5.1857e-06i,0.00011532-0.00044596i
0.0012272-0.00013747i,0.0018838+0.00040968i,0.0017904+0.0018628i,0.00078342+0.0015163i,0.00076498+0.00034366i,0.00055835-2.9047e-05i,0.00034838-0.00048528i,0.00010944-0.00051747i,-0.00012363-8.2163e-05i,-5.5791e-05+1.2791e-05i,-0.0003234+0.00017905i,-0.00025565-0.00014349i,7.3694e-05-0.00067938i,0.00028682-0.0011179i,7.4646e-06-0.0012695i,-0.0004057-0.00052212i,-0.00016001+0.00031609i,-0.00035182+0.00071082i,-0.0007592+0.00015027i,-0.00019832+0.00017028i,0.00022592+0.00045324i,0.00024366-0.00070446i,0.00056523-0.00076622i
0.0011323-0.0010701i,-0.0004286-0.0022435i,-0.0014437-0.0034129i,-0.0014801-0.0017013i,-0.00069803+3.3613e-05i,0.00013989-0.00019574i,0.00042146-0.00099531i,0.00058187-0.0003855i,0.00013197+0.00050212i,0.00014993+0.00058053i,0.00023409+0.00028846i,-2.5437e-05-0.00016933i,-0.00055961-8.2796e-06i,-0.0010108+3.7017e-05i,-0.00044817-0.00029944i,9.3438e-05+0.00028963i,0.00062661+0.00077606i,0.00045782+0.00069388i,-0.00015589+0.00067283i,1.2312e-05-0.00024681i,0.00039382-0.00067035i,-0.00016633-0.00016807i,-0.00093455+7.3953e-06i
-0.0012914+0.0045074i,0.0001877+0.0062337i,0.0018277+0.0066117i,0.00069312+0.0057224i,-0.00062168+0.0038037i,-0.00040696+0.0015101i,-6.3505e-05+0.00031537i,0.00018529+0.00036884i,-0.00033432+0.00091562i,-0.00023197+0.0013268i,0.0013996+0.0010845i,0.0020473+0.00085085i,0.0012047+0.00068332i,0.00050627+0.00070292i,-4.6759e-05+0.0011025i,-0.00093356+0.00057534i,-0.0012804-0.00022013i,-0.0008237-0.00054601i,-0.00026385-0.0003152i,-5.6043e-05+0.00010663i,-2.9531e-06+0.00038817i,-0.00045207+0.00074223i,-0.00044685+0.00088442i
-0.00011515-0.001236i,-0.00089504-0.00085036i,-0.00081413-0.00081686i,-0.0007053-0.00019326i,-0.0008655+0.00054684i,-0.00055642+0.00025323i,0.00059303-0.00033848i,0.00072343-0.00010341i,-0.0004498+0.00032319i,-0.00063296+0.00046986i,-0.00010984+0.00033144i,2.1354e-05-0.00037911i,-0.00046097-0.00085172i,-0.0010554-0.00070046i,-0.00080454-0.00032442i,-0.00012207+0.00011095i,-0.0001943+0.00016064i,-0.00025734+0.00026115i,-0.00010102-0.00030096i,-0.00028947-0.00053586i,-0.0011087-0.00041988i,-0.0011825+0.00028169i,-0.00039357+0.00095209i
-0.00088833+0.0016393i,-0.00037792+0.0012604i,-0.00022421+0.00036286i,-0.00054722+0.00041978i,-0.00099526+0.00068215i,-0.00099078+0.00076337i,-0.0005113+0.00081773i,0.00014734+0.00068379i,0.00065731+0.00011754i,0.001191-0.00049731i,0.0010662+0.00066957i,0.00052913+0.001678i,0.00059924+0.00078425i,0.00056822-0.00026795i,0.00049261-0.00042663i,0.00057446+4.9136e-05i,0.00039931+0.00016619i,0.00029333-0.00049152i,-0.00038754-0.00049295i,-0.0003592+0.00023955i,0.00039585+0.00013566i,-9.8276e-05-0.0004273i,-0.00043082-0.0003829i
0.00054516-0.00070375i,0.0010247-0.0011366i,0.0014961-0.00013154i,0.00086298+0.00087832i,0.00066901+0.00096361i,0.00049711+0.00064823i,-5.7548e-05+0.00076712i,-0.00027496+0.00027392i,-0.00065446-4.6596e-05i,-0.00062564+0.00047136i,-0.00031029+0.00035196i,-0.00036968-0.00047303i,-0.00026206-0.00089851i,0.00036193-0.00015797i,0.00069065+0.00055554i,0.00070567+0.00035333i,0.0007805+0.00028104i,0.00048562+0.00021982i,7.5561e-05+0.00024911i,-0.00019561+0.00034676i,0.00019828+0.00038855i,0.00051996+0.00057165i,0.00077324+0.00033998i
-0.0025257-0.00067155i,-0.002233+2.3775e-05i,-0.0011391+0.0011739i,-0.0012089+0.0016461i,-0.0015364+0.0017136i,-0.0012179+0.0017367i,-6.3084e-05+0.00049912i,0.00093678-0.00083222i,-0.00020874-0.00020556i,-0.00092616+0.00031921i,-0.00050304-0.00019319i,-0.00070915-0.00037491i,-0.0006493-5.1313e-05i,0.00010505-8.8327e-05i,0.00034323-0.00020253i,0.00012376+9.827e-05i,0.00034641-0.00030322i,0.00024399-0.00047886i,0.00013776-0.00012819i,-0.00024712-1.9935e-05i,-0.00098532-2.6756e-05i,-0.0010862+2.6133e-05i,-0.00037961+0.00023255i
0.0016401-0.00060641i,0.0017508+0.00041245i,0.001564+0.00039762i,0.0014109+0.00046189i,0.00072386+6.2846e-05i,2.0015e-05-0.0008981i,-0.00014971-0.0016483i,0.00059585-0.0011576i,0.00042649-0.00070142i,-0.00057125-0.00048555i,-0.0010075+4.6627e-05i,-0.00032532-0.00073202i,0.00049459-0.0015556i,0.00081646-0.00052595i,-4.0588e-05+0.00067294i,-0.00044365+0.00078187i,-0.00078826+0.00040544i,-0.00072694-4.1941e-05i,0.00021506-0.00023652i,0.00018449+8.9096e-05i,-4.8958e-05+0.00051818i,0.000157+0.00066761i,0.00040088+0.00080926i
0.00033018-0.001487i,-0.00021761-0.0015844i,-0.0011035+0.00010195i,-0.00076775+0.0014282i,-0.00016736+0.0019204i,0.00032569+0.0010585i,0.001128+6.3846e-05i,0.00099281+0.00026203i,0.00028705+0.00014888i,0.00013057-0.00027364i,0.0005191-0.00075859i,0.00024492+7.2382e-05i,-0.00072753+0.00056598i,-0.00085644-7.6318e-05i,-0.00015265+0.00042901i,-0.00010008+0.001395i,-0.00096243+0.0009259i,-0.00069645-0.00028959i,4.759e-05-0.0007273i,0.00020743-0.00028906i,-0.00021946-0.0001242i,-0.00055301-0.00016608i,-0.00012057-0.00015684i
0.0018626+0.002515i,0.0021275+0.00089185i,0.0027165-1.3658e-05i,0.0017799-0.0008852i,0.0014449-0.00046904i,0.0010888-0.00025408i,0.0001356-0.00012575i,-4.3809e-05+0.00033259i,0.00018634+3.3117e-05i,0.0008102+0.0002409i,0.0011026+0.0010442i,0.0010248-7.189e-05i,0.0013801-0.0012412i,0.0010608-0.00053394i,0.0013359+3.6807e-05i,0.0014104+0.00033769i,0.00066019+0.00017796i,0.00012883+0.0001885i,-0.00014692+0.00044303i,-0.00073095-0.00033634i,-0.00099048-0.00016733i,-0.00046274+0.00087927i,5.4631e-05+0.00088171i
0.0033994-0.0010119i,0.0037976-0.0013245i,0.0036686-0.0010684i,0.0018545-0.00080353i,0.00086446-0.00052085i,0.00022144+0.00022426i,8.488e-05+0.001306i,0.00045348+0.00077659i,0.00048641-5.8473e-05i,-0.00028209+0.0001403i,-0.00039418+0.00066532i,0.00013475+0.00034655i,7.8059e-06-0.00036894i,-0.00010262+0.00020529i,0.00024117+0.00034586i,0.00033174+4.4653e-05i,-0.00017475+0.00033986i,-0.00039148+0.00024726i,-0.0010413-0.00039196i,-0.00084647-0.00055349i,3.0296e-05-0.00080705i,-0.00030261-0.00086011i,-0.00023209-0.0001502i
0.001612+0.0014445i,0.00052559+0.00090674i,0.0012656+0.00086893i,0.00076316+0.0010799i,0.00034745+0.0010141i,0.00077162+0.0010535i,0.0011478+0.00055696i,0.0010595+3.4149e-06i,0.00040257-0.00016679i,-0.00011211+0.00012179i,-0.0010353+0.00061713i,-0.00096096-5.8654e-05i,0.00010493-9.3238e-05i,-4.3665e-05+3.8667e-05i,-0.00023019-0.00067511i,0.00051713+1.498e-05i,0.00057934+0.00064201i,-0.00047452+0.00056258i,-0.00061856+0.00058869i,-5.8763e-05+0.0002447i,0.00060719-2.3551e-05i,0.00069506-7.7105e-05i,9.7282e-05+0.00026316i
0.0027527-0.0012941i,0.0026435-0.0018838i,0.0020659-0.0021951i,0.0018935-0.0013555i,0.00070252+0.00087472i,-2.7724e-05+0.0013627i,0.001071+0.00021664i,0.0023165-0.00043928i,0.0016453-0.00065738i,-0.00038736-0.00082236i,-0.00094792-0.00064892i,-0.00081757-0.0013064i,-0.00037099-0.0020026i,0.00040456-0.0010653i,-1.3469e-05-0.00027326i,-0.00089002+4.4471e-05i,-0.00059643+0.00014663i,-0.00026985-0.00072437i,-0.00022213-0.0012608i,0.00033183-0.00044976i,0.00019691+0.00026554i,-0.00018925+0.00039355i,-0.00021713+0.00029385i
-0.00045551+0.0024759i,-6.1811e-05+0.0032536i,0.0011167+0.0038005i,0.00096706+0.0029319i,0.00074048+0.0016941i,0.00093878+0.00054847i,0.00093562+0.00018812i,0.00083955+0.00015945i,0.0011245-0.00027191i,0.0012173-0.00089172i,0.0007769-0.0010861i,0.00038768-0.0001842i,0.00039615-0.0001028i,0.00066095+5.0062e-05i,0.0011801+0.0013084i,0.00092052+0.001707i,-0.00028504+0.00077672i,-0.000478+0.00028216i,0.00011324+0.0001884i,0.00010336+0.00046056i,-0.00022362-0.00011141i,-0.0005274-0.0015308i,-8.6325e-05-0.0013638i
-0.00027827-0.0015763i,-0.00075895-0.00034049i,-0.0021584-7.2668e-05i,-0.0025589+0.0004622i,-0.001133+0.001319i,-0.00078489+0.00080744i,-0.00099074-0.00038692i,-0.00059993-0.00040245i,-0.00082058-0.00022474i,-0.00086051-0.00027595i,-0.00038946-0.00024981i,-0.00092309-0.00078633i,-0.00096031-0.0013949i,-0.00015149-0.0013154i,0.00018132-0.00072844i,0.00038474-0.00022274i,0.00036847+0.00014791i,0.00069907+4.1957e-05i,0.00043397-0.00046628i,0.00019054+4.063e-05i,0.00050646+0.0012761i,0.00011786+0.00076595i,4.7483e-05-0.00081986i
0.0010415-2.6162e-05i,0.0015796+0.00036895i,0.0012118-0.00078179i,-0.00020592-0.0009756i,-0.0018669-0.00023817i,-0.0014321-0.00019709i,0.00015665-0.00026373i,0.0011063-0.00068146i,0.0013813-0.00056323i,0.00061035-0.0004102i,0.00028464-0.00097968i,0.00071479-0.00058985i,-5.2777e-05+0.00038766i,-0.00070925+0.00051114i,4.058e-05-0.00021523i,0.00070063-0.00024687i,0.00060787-5.1225e-05i,0.00010662-0.00034359i,0.00029316-0.000683i,0.00083192-0.0002777i,0.000845+0.00071892i,3.0539e-05+0.0012542i,0.00045913+0.00078705i
0.0012586-0.00043985i,0.0025383+0.00071895i,0.0021319+0.00141i,0.0010943+0.0018913i,0.0012626+0.0013319i,0.0013711+0.00044048i,0.00050008+0.0002698i,0.0002768+0.00024462i,0.00026307+0.00022822i,0.00010283+0.00045245i,0.00041221+0.00062453i,0.00056948+0.0001173i,0.00046896-0.0003537i,0.00084852-0.00063203i,0.00021917-0.00097874i,-0.00030824+0.00011819i,-0.00051055+0.00085066i,-0.0004137+0.00045404i,2.5752e-05+0.0003751i,0.00063223+9.354e-06i,0.00088987-0.00085233i,0.00040274-0.00091432i,0.00022635-0.00047961i
-0.0029415+0.0005432i,-0.0033992+0.001481i,-0.002983+0.0016837i,-0.0021004+0.0014884i,-0.00032243+0.0017169i,0.0010006+0.0017187i,0.0012887+0.00030353i,0.00065879-0.00039992i,-3.9563e-05+0.00027821i,9.7483e-05+0.00032491i,0.00010497+0.00049116i,-0.00024338+0.00089107i,5.9316e-05+0.00092179i,-7.1357e-05+0.00035552i,-0.00020289-0.00021421i,-0.00038128-0.00025781i,-0.00059998+0.0001388i,-0.00089965-2.7873e-06i,-0.0011279-0.00036118i,-0.00027498-0.0002199i,2.3818e-05-4.5743e-06i,-0.00057082+0.00013204i,-0.0002893+0.00015046i
0.00015946+0.00092203i,-0.00018263+0.00053413i,0.00058262+0.0016368i,0.0008164+0.0021165i,0.00037202+0.0015257i,0.00079374+0.00042002i,0.00056955-0.00029876i,-0.0003205+0.00032938i,-0.00064772+0.00083018i,-0.00050156+0.00070756i,-0.00053588+0.00072765i,-0.00014984+0.00048794i,0.00064089+0.00091881i,0.00051654+0.0008772i,0.00012192-0.00026567i,0.00018224-0.00050851i,-1.1155e-05-0.00035082i,-0.00043972-0.00037758i,-0.0003474-8.1359e-05i,-0.00039252+0.00037055i,-0.00044734+8.159e-05i,-0.00014661+3.9746e-05i,-0.00056395-0.00057417i
