-0.0011001+0.00097202i,-0.00063462+0.00034245i,-0.0004828+0.00034008i,0.0001035+0.00038621i,0.00030459+0.001144i,4.2986e-05+0.0012368i,-7.7752e-05+0.0014709i,0.00061946+0.0021281i,0.00083979+0.0010957i,0.00063607-0.00078598i,0.00082625-0.0013089i,0.00060345-0.00084932i,-0.00043562+6.8296e-05i,-0.00082048+0.00011098i,-0.00037724+8.803e-06i,9.6393e-05+0.00047814i,0.0004781+4.3282e-05i,0.00092308-0.00057357i,0.00064648+7.2776e-05i,0.0005052+0.00065995i,0.00084141+0.00012042i,0.00099743-0.0007443i,0.00063635-0.0011979i
-0.00036843-0.0022817i,-8.7402e-05-0.0021466i,-0.00058013-0.0026599i,-0.00032409-0.0020071i,-0.00011128-0.0008547i,-0.00033069-8.7435e-05i,0.00030334+0.00041691i,0.0016385+0.00048239i,0.0013597+0.00021886i,0.00028559-0.00012484i,-0.00023651-0.00067828i,-0.00098694-0.00065419i,-0.0013207+0.00029337i,-0.0010161+0.0008383i,-0.00064544+0.00099384i,-0.00064982+0.00067982i,-0.0012876+0.00026187i,-0.0014111-0.00044046i,-0.00043247-0.00075666i,9.6331e-05+6.4839e-05i,9.4872e-05+0.00070008i,0.00077954-0.00047589i,0.00099092-0.00085112i
0.0010153-0.00021975i,0.00037472-0.00015285i,0.00092361-0.00079793i,0.0015265-0.0010728i,0.0013436-0.0014457i,0.00035612-0.0014172i,-0.00034345-0.0006478i,0.00043424-0.00039897i,0.0012073-0.00031843i,0.0013669-0.00018179i,0.0011751+1.265e-05i,0.0016268+0.00059349i,0.0021354+0.0010108i,0.0014098+0.00012827i,0.00068052-0.00014344i,0.00038193+0.00079523i,0.00021285+0.0013445i,0.0005999+0.00093764i,0.00074084+0.000447i,0.00070716-0.0001837i,0.00059894-0.00072136i,0.00042855-0.00093913i,0.00016749-0.00069171i
0.0022755+0.0016011i,0.0032562+0.0028018i,0.0024427+0.0026544i,0.0017219+0.0017723i,0.0013503+0.0014519i,0.00083186+0.0012685i,7.976e-05+0.0017944i,-3.2789e-05+0.001788i,0.00051286+0.00066812i,0.00031367-0.00029034i,0.00056321-0.00048503i,0.00020958-0.00042891i,0.00015194-0.0004963i,0.00034405-0.00086958i,0.000186-0.00087953i,6.6311e-05-0.00077962i,0.00074802-0.00062626i,0.00068119-0.00039371i,-0.00025066-0.00017608i,-0.00052316-0.00026633i,-0.00079793-0.00059105i,-0.00048494-0.0002198i,6.0429e-05+0.00026351i
0.00025446-0.0017787i,8.9449e-06-0.0025449i,-0.00017791-0.0021735i,0.00073123-0.00012428i,0.0012603+0.0015485i,0.00094653+0.0019895i,0.00023256+0.0021897i,0.00065668+0.0013496i,0.0012473+0.00083021i,0.00046885+0.00018927i,9.412e-05-0.00047051i,-0.00057914-0.0004225i,-0.001371-0.00021297i,-0.0014555-0.00032086i,-0.0016709-0.00047801i,-0.0011807-5.0535e-05i,-0.00082489-0.00016616i,-0.00098315-0.00024492i,-0.00083999+0.0003834i,-0.00049411+0.0010017i,-0.00088086+0.00089828i,-0.0011792+0.00069778i,-0.0015119+0.00059721i
-0.00095961+0.00032743i,8.9743e-05+0.0010272i,0.0014355+0.0010151i,0.0024404+0.000462i,0.0022071+9.3491e-05i,0.0017061+0.00099813i,0.0012834+0.0019271i,0.0011842+0.0017451i,0.0010385+0.0011405i,0.00090124+0.00047801i,0.0006013-0.00045621i,0.00061482-0.00016542i,0.00015701+0.0010629i,-0.00040485+0.0010441i,4.252e-05+4.8532e-05i,0.00013701-8.6521e-05i,0.00065033+0.00061524i,-8.077e-06+0.00078209i,-0.00070474+0.00069424i,-9.407e-05+0.00074096i,-1.7e-06+0.0005564i,0.00016957+0.00038013i,0.00061712+0.00042573i
0.00045921-0.0011185i,5.0582e-05-0.00028062i,-0.0018092-0.00093872i,-0.0023143-0.00075529i,-0.00065974+0.0010312i,0.00016471+0.0019747i,0.00040325+0.0012601i,0.0006848+0.00074139i,0.0012284+0.00069224i,0.0011109+0.0006233i,0.00023146+0.00020575i,9.4334e-05+6.9988e-05i,0.00019828+0.00038525i,-7.2115e-05+0.00083899i,-2.9989e-05+0.0012522i,0.00017819+0.00048229i,-0.00021206+0.0001989i,0.0002349+0.00084566i,0.0012487+0.00068555i,0.0010665+0.00029495i,0.00096979-4.1348e-05i,0.0012296+9.4957e-05i,0.00024294-0.00013816i
-0.0031391+0.00015012i,-0.0022348-0.00014338i,-0.001409+0.00062688i,-0.00027728+0.0010026i,0.0012268+0.00088773i,0.0015001+0.0011837i,0.0002674+0.0013428i,0.00044682+0.00096758i,0.00089874+0.0006395i,0.0011147+0.00030318i,0.00083649+0.0007173i,-0.00083861+0.00060312i,-0.0013451+9.3934e-05i,-4.5684e-05-5.1213e-05i,0.00073445+0.00012415i,0.0002133-9.763e-05i,-0.00016251-0.00037752i,6.4672e-05-0.00042804i,0.00037948-0.00070607i,0.00036805-0.0005594i,-0.00039396-3.7307e-06i,-0.00075463-0.00022871i,-4.2507e-05+8.9604e-05i
0.0016808-0.0029528i,0.00084132-0.0027035i,0.00036149-0.0025825i,0.00032995-0.0010779i,0.00074481+2.2459e-05i,0.00011307+0.0012297i,-0.00012944+0.0017877i,0.00045294+0.00093816i,0.0012337-0.00012514i,0.0025853-0.0011951i,0.0020556-0.0017829i,0.00044154-0.0012054i,-0.00025986-0.0012001i,-0.00049756-0.0016392i,-0.00010927-0.0011718i,-0.0001116-0.00024486i,-0.00017772+0.00072672i,-0.00014081+0.0007928i,-0.00028673+0.00025562i,0.00014773-0.00015805i,-0.00023589-0.0005396i,-0.00035997-0.0003712i,0.00051039-0.00086331i
0.00087732+0.00013255i,0.00017015+0.00089121i,0.00038186+0.0014652i,0.00027141+0.0017282i,0.00042244+0.00102i,0.00031251+0.001177i,-0.00031701+0.0014265i,-0.00042531+0.0004537i,-8.0858e-05-0.00059547i,-0.00044551-0.0012725i,-0.0002229-0.00061892i,-0.00036297-0.00042007i,-0.0007766-0.0010077i,-0.00072058-0.00082145i,-0.0011532-8.1248e-05i,-0.00087288-4.4719e-06i,-0.00016429-0.00026423i,-0.00046445+1.0024e-05i,-0.00062303+1.5383e-05i,-9.8446e-07+0.00061949i,0.00036013+0.0010434i,7.134e-06+0.0010147i,-6.6371e-05+0.00057705i
0.0006334+0.00061709i,0.0014596+0.00052141i,0.0025849+0.00059649i,0.0027314+0.0010691i,0.0023529+0.00030564i,0.0016126-0.0008647i,0.00063306+0.0004292i,0.00025333+0.0011839i,0.00062543+0.00042595i,0.0010627+1.586e-05i,0.0010929-0.00049361i,0.00085304-0.00048075i,0.0003366+0.00044943i,-0.00062493+0.0011236i,-0.0013444+0.0017749i,-0.0010968+0.0019004i,-0.00098953+0.0013614i,-0.0011036+0.0011518i,0.00010263+0.0011977i,0.00079116+0.00055604i,0.00048567+0.00061371i,0.00085759+0.0011658i,0.00063457+0.00071257i
-0.0013766+0.0014355i,-0.00083933+0.0008001i,-0.00077826+0.00017385i,-0.00030944+0.0003399i,0.00041556+0.00088405i,-7.8329e-05+0.0016656i,-8.804e-05+0.0013745i,0.00050383+0.001049i,0.0013649+0.0016501i,0.0019266+0.0014059i,0.0017391+0.0010302i,0.0017013+0.0010673i,0.0014201+0.00064534i,0.00081264+0.0011294i,0.00096645+0.0017167i,0.0011032+0.0015103i,0.0009674+0.00083536i,0.00077048+0.00049928i,0.00046544-0.00026958i,0.0003664-0.00088954i,0.00021411-0.001005i,-5.5633e-05-0.00064285i,0.00048677-0.00013458i
0.00056784-0.002431i,0.00043569-0.0025147i,-0.00013261-0.0011147i,-0.0012203+2.4478e-05i,-0.0016576-0.00014618i,-0.0012323+0.00050712i,-0.0002192+0.00086512i,0.00061247+0.00067941i,0.00013045+0.00021055i,-0.00056738-0.00046169i,1.9095e-05-0.00050504i,0.00064128-0.00031908i,0.00063717-0.00027943i,0.00095158+0.00016453i,0.00073304-0.00032325i,1.8026e-05-0.0013711i,-0.00060692-0.0010221i,-0.0005184-1.4303e-05i,-3.1587e-05-4.3723e-05i,-0.00037077-0.00076706i,-0.00082788-0.0010905i,-0.0010894-0.00040609i,-0.00061495-3.2322e-05i
-0.0011852+0.0018606i,-0.0011537+0.0021235i,-0.00090791+0.0016948i,0.00040119+0.0024501i,0.0013842+0.0027561i,0.0018215+0.0015477i,0.0011808+0.00080038i,0.0014404+0.00036544i,0.0022963+0.00035506i,0.0019076+9.8233e-05i,0.0010187-0.0010265i,0.00027285-0.0011888i,-0.00044447-0.00069082i,-0.00044277-0.00086354i,-8.5647e-05-0.00078732i,-0.00053049-0.00026124i,-0.00014107-0.00049506i,0.00042601-0.00010861i,0.00019806-1.0576e-05i,0.00011101-0.00065009i,0.00012647-9.3266e-05i,-0.00025413+8.1232e-05i,-0.00069471-6.7571e-06i
-0.0035622+0.00040183i,-0.003382+0.00069784i,-0.0029418+0.0015807i,-0.00053459+0.0024725i,0.0020195+0.0019654i,0.0027318+0.0003557i,0.0022871+3.1635e-05i,0.0015205+0.0010808i,0.00072454+0.0015714i,0.00026038+0.00064493i,7.9375e-05-0.00031974i,-8.7528e-05+0.00049666i,-0.00050749+0.00058618i,-0.00065346-4.8376e-05i,-0.00098694+0.0002497i,-0.00091808+0.00078819i,0.0003324+0.0009473i,0.00086959+0.00028268i,0.00048421-0.00034181i,0.00043775-0.00028912i,0.00054282-0.00044634i,0.00068961-0.00058782i,0.00013304+0.00029066i
0.0018131-0.00089784i,0.0021395-0.00089643i,0.0019641-0.001067i,0.0013944-0.00037477i,0.00077604-0.0002319i,-0.00060085+0.00019989i,-0.0015311+0.0011857i,-0.00036361+0.00044868i,0.00064319-0.00064048i,0.00030597-0.00087907i,0.00034069-0.00043687i,-0.00010961+9.1099e-05i,-0.00064935+0.00043162i,-0.00094492+5.9086e-05i,-0.0012284+0.00025999i,-0.00051962+0.00057942i,0.0005947-4.7826e-05i,0.00075811-0.0004447i,0.00097659-0.00036017i,0.0014115-0.00048605i,0.0012718-0.00032686i,0.00072895+7.9862e-05i,3.6838e-05-0.00016436i
-0.00098059+0.00032744i,-0.0012008+0.00087032i,-0.0015748+0.00034472i,-0.0011863+0.00024175i,-0.00071085+0.00053111i,6.3403e-05+0.00056228i,0.00049805+0.0009743i,0.00076362+0.0010817i,0.00099092+0.00059456i,0.0012805+0.00062082i,0.0012529+0.00061893i,0.0011673+9.8563e-05i,0.0011864+0.00039905i,0.001098+0.0012501i,0.0011007+0.0010237i,0.00086206+0.00025118i,0.00027397-0.00016296i,-0.0002739-0.00036185i,-0.00016212-0.00011118i,0.00097526+0.00042591i,0.0013696+0.00069568i,0.00091207+0.00039511i,0.00020222+0.00035287i
-0.0012511-0.0002536i,-0.0015381+0.00068934i,-0.0011853+0.002101i,-5.3954e-05+0.0028915i,0.0010031+0.0027053i,0.00065558+0.0026518i,-9.9956e-05+0.0022274i,0.00068082+0.0014241i,0.0016891+0.00069282i,0.00146+0.00039766i,0.0011449+0.00014995i,0.00027748-0.0013519i,0.00018842-0.0018338i,0.00077638-0.00059002i,0.00099973+0.00016332i,0.00097193+0.00012518i,0.00043782-0.00019079i,0.00033755-0.00011503i,0.00036276-0.00024079i,0.00075616-0.00040109i,0.00084499+1.4188e-05i,0.00043394-9.0299e-06i,0.00035021+0.00039068i
-0.0034362-0.0013835i,-0.0032736-0.0023664i,-0.0032852-0.00065109i,-0.0017987+0.0011078i,0.00089322+0.00086495i,0.0015486+0.0014142i,0.0015193+0.0024843i,0.00179+0.0017747i,0.0021197+1.8848e-06i,0.0022759-0.00052352i,0.0018126-0.00041179i,0.00059568-0.00061232i,-0.00048751-0.00049534i,-0.00064894-0.00078842i,-0.00030743-0.00070141i,0.00017405-0.00043589i,-0.00013351-0.00079765i,-6.1166e-05-0.0010852i,0.00083402-0.0012968i,0.001017-0.00026747i,0.00042505+0.00060472i,0.00058861+0.00024516i,0.0008166-0.00015325i
0.0024759+4.7313e-06i,0.0023543-0.00038173i,0.0028758-0.0014073i,0.0017563-0.0010608i,-0.00021467-6.4572e-05i,-0.00068645+0.00032656i,-0.0013396+0.00099203i,-0.00096756+0.001268i,0.00051441+0.00059319i,0.00095927-0.00020423i,0.00079327-0.00083364i,0.00063883-0.00079403i,-6.5381e-05-0.00060179i,-0.00070157-0.0007221i,-0.00072072-0.00046739i,-0.00032711+0.00011788i,0.00025379+0.00035429i,0.00074346+0.00034347i,0.00077765+0.00051665i,0.00059424+0.00074286i,0.00030077+0.00041554i,-0.00026543+0.0005779i,-0.00044853+0.00070482i
0.00054156+0.0019207i,-5.3583e-05+0.0015151i,0.00034243+0.0014671i,0.0010647+0.0009314i,0.0012913+4.8253e-05i,0.0013342+0.00053386i,0.0010909+0.0014577i,0.0003067+0.001284i,-3.4318e-05+0.00022131i,0.00046713-0.00028195i,0.0012908-0.00067776i,0.00060745-0.00073423i,-0.00052264-0.00010658i,-0.00084409+0.00053668i,-0.0004558+0.00088526i,0.00072411+0.00084316i,0.00066505+0.00023609i,-0.0001016+0.00010308i,-0.00029918+0.00016191i,0.00039038-0.0001912i,0.00047427+0.00024212i,-7.7088e-05+0.00040046i,7.7505e-05-0.00011704i
-0.0012793-0.0021856i,-0.0023062-0.0033728i,-0.0017164-0.0037225i,-0.00094087-0.0024395i,-0.00079639+0.00025621i,-0.00042955+0.0016897i,0.00027251+0.0011553i,0.00038871+0.00054368i,0.00073142+0.00013064i,0.00068254-4.0325e-05i,-0.00017359+0.00011281i,-0.00053136+0.00034682i,-0.00096401+1.1636e-05i,-0.00029832+0.00023148i,0.00065745+0.0007519i,0.0005862+0.00025743i,-4.2637e-05-0.00026179i,-0.00030196-7.3486e-05i,-0.00051266-0.00029001i,-0.00079652-0.00061461i,-0.00016822-0.00046337i,0.00094328-0.00055983i,0.0010243-0.0003293i
-3.544e-05-0.0010094i,-0.00024151-4.1323e-05i,-0.00051028+0.00018643i,-2.959e-05+0.0011706i,0.00041819+0.0028966i,0.00055715+0.0018221i,0.00055606+0.00067215i,0.0014057+0.00074478i,0.0017594+6.3612e-05i,0.0012033-0.00043276i,0.00022382-0.00036322i,-0.00014603-0.000497i,0.00035836+1.3036e-05i,0.00060032+0.00037552i,0.00065067-0.00059285i,0.00096754-0.0010741i,0.0010577-0.0001407i,0.00048695+0.0016026i,-0.00041759+0.001344i,-1.4977e-05+0.00040744i,0.0012368+0.00054242i,0.0010279+0.00016691i,0.00028196-0.00046576i
0.00052119-0.00074174i,0.0019029-0.00020195i,0.0022957+0.0008122i,0.0021258+0.0017412i,0.0025501+0.0019366i,0.0018787+0.00093991i,0.00093615+0.00075291i,0.0010964+0.00090568i,0.0015955+0.00057287i,0.0016337+0.00017744i,0.0010532-0.00056973i,0.00022552-0.000867i,-0.00036694-0.00046859i,-0.00018777-0.00039337i,0.00017667-0.00072639i,9.5076e-05-0.00026191i,-2.7277e-05+0.00062114i,0.00012818+0.00028554i,0.0005524-0.00012819i,0.00052782+0.00010179i,0.00067964-0.00025473i,0.00070455-0.00023354i,0.00037152+6.0334e-06i
0.00074222+0.00084572i,0.00073168+0.00084083i,0.00065808+0.00046882i,0.0016382+0.00025971i,0.0021041+0.00077226i,0.0011462+0.0014106i,0.00023604+0.0015804i,0.00018754+0.0011441i,0.0007995+0.00059377i,0.0013585-0.00050579i,0.001373-0.00083628i,0.00040323-0.00014527i,-0.00061766+1.4251e-05i,-0.00040266-0.00045301i,-0.00042273-0.00036287i,-0.00033331-0.00014325i,0.00058787+5.4282e-05i,0.00073944+5.3001e-05i,0.00037814-0.00014499i,-0.00053247-0.00041133i,-0.00084455-0.00058814i,-0.00056794-0.00049353i,-0.00066524-0.00036401i
-0.0020707-0.00029412i,-0.0023263-9.5623e-05i,-0.0021423+0.00013859i,-0.0016004+5.1134e-05i,-0.001049-0.00020125i,-8.0248e-05+0.00072441i,0.00032479+0.0015988i,-0.00063674+0.0015976i,-0.00096305+0.0014774i,0.00075337+0.0013208i,0.0022592+0.00038951i,0.0018626-0.00070631i,0.00059018-0.00046331i,-0.00030941+0.00020413i,-0.00024262+0.00088587i,0.00044737+0.0011506i,0.0010948+0.00065819i,0.00081282+0.00038573i,-0.00021848+0.00018446i,-0.00077385+0.00048376i,-0.0003352+0.00069381i,0.00031511+0.00037783i,0.00011055+9.0609e-05i
-0.002037-0.0022437i,-0.0030434-0.003329i,-0.0022841-0.0024094i,-0.00014283-0.00031233i,8.808e-05+0.00098852i,-0.00037923+0.0017558i,-5.3887e-05+0.0023307i,0.00028398+0.0021777i,0.00047049+0.0012801i,0.0010314+0.00087658i,0.00064809+0.0002873i,-8.3816e-05-0.00097745i,0.00029049-0.0010984i,0.0010099-0.00028391i,0.00092692+0.00016724i,0.0005449+6.0793e-05i,0.00020248+0.00028987i,-0.00042442+0.00053362i,-0.00065479+0.00030766i,0.00028245-0.00013053i,0.001874+0.00019182i,0.0019373+0.00041097i,0.00085736+0.00035046i
0.00066669+0.0019068i,0.0015581+0.0011718i,0.00081401+0.0015981i,0.00078722+0.002786i,0.001911+0.0032961i,0.0025023+0.0026517i,0.0018901+0.0022627i,0.0018496+0.0022247i,0.0015603+0.0020434i,0.00078139+0.0012769i,0.00068579+2.7807e-05i,0.00033305-0.00056753i,-0.00026577+1.4539e-05i,-7.7205e-05+7.4842e-05i,-9.6567e-05-0.00013249i,-0.00066479+0.00040612i,-0.00097158+0.00071584i,-0.00083252+0.00091622i,-0.00082052+0.00045126i,0.00027195-0.00024995i,0.0017219-9.4738e-05i,0.0015035+0.00041997i,0.0013245+0.00076561i
-0.0010462+2.2654e-06i,-0.0017791+0.0013413i,-0.00073048+0.0013237i,0.00099117+0.0013392i,0.0014816+0.0022788i,0.0013787+0.0023508i,0.00076748+0.0013967i,0.00076235+0.00042323i,0.0016633-0.00058144i,0.0018379-0.00041339i,0.00065845+8.6387e-05i,-0.00047023-0.00024667i,-0.00047232-0.00055947i,0.00010664-0.0010079i,3.4436e-05-0.00049559i,-0.00026893+0.00020406i,8.6177e-05+0.00042709i,0.00010383+0.000377i,-0.00025659-0.00033286i,-0.00045216-0.00056555i,0.00026586-0.00034028i,0.00044912-0.00033869i,-7.2133e-05-0.00034687i
0.00087009-0.00018031i,0.00060922-0.00088771i,-0.00058545-0.00078123i,-0.0010307+0.00019067i,5.01e-05+0.0011249i,0.00037896+0.0016677i,-0.00014246+0.0011459i,0.00015596-5.9729e-06i,0.00030825-0.00064351i,-0.00030824-0.00085703i,-0.0010059+0.00067022i,-0.0011816+0.0016641i,-0.00048725+0.0011813i,-0.00098031+0.0012091i,-0.0021779+0.00074854i,-0.001996+0.00028894i,-0.00051514+5.8063e-05i,0.00087265+0.00020623i,0.0009392+0.00012398i,0.00016507-0.00025578i,-0.00044874-0.0003743i,-6.6238e-05-0.00043103i,0.00050002-8.0392e-05i
-0.0022825+0.0031178i,-0.0015401+0.0020781i,-0.0008464+0.0023244i,-0.00037602+0.0018676i,0.00041569+0.0013437i,0.0014103+0.0014264i,0.00073434+0.0014833i,-0.0002596+0.0017259i,-8.3889e-06+0.00094993i,0.00078143+1.0997e-05i,0.0017865+9.7498e-05i,0.0014873+0.00035699i,0.0010328+0.001258i,0.00077817+0.0021335i,0.00028155+0.0018283i,1.8427e-05+0.00073235i,-3.497e-05+0.00045062i,-0.00045686+0.00049983i,-0.0006259+8.3511e-05i,-0.00048485+5.0592e-05i,-0.00052202+0.00038626i,-0.00052186+0.0008985i,-0.00025681+0.0011201i
0.00060696-0.0019259i,0.00051763-0.0021995i,0.00058355-0.0016887i,0.00099515-1.7335e-06i,0.0011783+0.0014942i,0.0012362+0.0020275i,0.00062963+0.003027i,-0.000433+0.0031492i,-0.00036799+0.0021743i,0.00073606+0.0013614i,0.0015709-0.00019478i,0.0016156-0.0010266i,0.00097044-0.00030813i,0.00045029+0.00019681i,0.0001793+9.94e-05i,9.4588e-05-0.00012031i,3.2427e-05-0.00037697i,-8.4714e-05-0.0011121i,0.00040275-0.001569i,0.0009605-0.00092569i,0.00060139+3.2723e-05i,-0.00046718+0.00028638i,-0.00074808+0.00021548i
-0.0013264-0.0020819i,-0.0022811-0.0014764i,-0.0027868+0.00023676i,-0.0011151+0.0018459i,0.0014905+0.0023163i,0.0019625+0.0020093i,0.0017662+0.001393i,0.0026096+0.0017737i,0.0031028+0.0024271i,0.002658+0.0019035i,0.0019511-0.00014737i,0.00079571-0.0015963i,-8.1744e-05-0.0015896i,1.8623e-05-0.00069841i,0.00031489-0.00010017i,0.000642-0.00036459i,0.00073041+0.00010469i,0.00057563+0.00040764i,3.8462e-05+5.1217e-05i,0.0001716-0.00027574i,0.00046187-0.00030704i,9.9292e-05+4.7501e-05i,-0.00036146-0.00049495i
0.0012095+0.00098897i,0.0015617-0.000234i,0.0012821-0.0018159i,0.0013074-0.001972i,0.0012812-0.00082356i,0.00023052+0.00067626i,0.00033913+0.0013783i,0.0015291+0.00054519i,0.0018038-0.00088136i,0.0016728-0.001829i,0.00044472-0.0022416i,-0.0013695-0.0023883i,-0.0021081-0.0019584i,-0.0015152-0.0015255i,4.6232e-05-0.0020468i,0.00037628-0.0019843i,0.00032801-0.00025283i,0.00030767+0.0012848i,-0.00064171+0.0015552i,-0.0013146+0.0016802i,-0.00070189+0.0010429i,-4.9205e-05-0.00016564i,-0.00014281-0.00013688i
0.00036823+0.0011733i,0.00032664+0.0012568i,-0.00064827+0.0026968i,-0.00096286+0.0025538i,-0.00022734+0.0013237i,0.00051455+0.00096718i,0.0011705+0.00065629i,0.001515+0.0002594i,0.00077977+0.00014292i,-0.00016869+1.8199e-05i,-0.00079614+0.00089498i,-0.0011065+0.0017929i,-0.0017052+0.0010659i,-0.0019596+0.00030954i,-0.001255-0.00020343i,-0.0010719+0.00021497i,-0.0012135+0.0008178i,-0.00087032+0.00053737i,-0.00063936+0.00023592i,6.5925e-05-0.00056072i,0.00094977-0.0010617i,0.0015459-0.00048797i,0.0013907-7.8259e-05i
-0.0028453+0.0007816i,-0.0027826+0.00091505i,-0.0026472+0.0007484i,-0.0007009+0.0011966i,0.00076087+0.0010598i,0.0009533+0.00036973i,0.00026065+0.00082368i,-0.00061769+0.00070987i,-0.00028892-0.00049157i,0.00062332-0.00063553i,0.00082634+0.00061202i,0.0012911+0.0022935i,0.0016408+0.0031343i,0.0012257+0.0029135i,0.0011792+0.0020777i,0.001289+0.00059292i,0.0014466-0.00062379i,0.0011105-0.00031306i,0.00059589+0.00095519i,0.00039354+0.001002i,-0.00044895+0.00037994i,-0.00082941-6.05e-06i,-0.00011461-0.00043457i
0.0016973-0.00056831i,0.0012138-0.00055513i,0.0019131+0.001254i,0.0025803+0.0020365i,0.0020546+0.0021329i,0.00086+0.0017185i,-0.00044864+0.00088359i,-0.00027503+0.0014462i,0.00095078+0.0017484i,0.0017781+0.00072897i,0.0019601+0.00055643i,0.0023528+0.00070691i,0.0021798+0.00081364i,0.0015694+0.001128i,0.0010403+0.00090751i,-0.00014066+0.00072508i,-0.00025556+0.00048755i,0.00047133-0.0002867i,0.00070071-0.0012398i,0.0010045-0.0014024i,0.00088395-0.00054019i,-0.00019381+8.1646e-05i,-0.001298-0.00039313i
0.0012058+0.0022696i,0.0019934+0.002683i,0.0024963+0.0014999i,0.0024199+0.00052988i,0.0029623-0.00028982i,0.0017989-0.00091971i,0.00029481+0.00034034i,-2.5276e-05+0.001533i,0.00073202+0.0016626i,0.0024074+0.00022872i,0.0033628-0.0010221i,0.0029484-0.0011412i,0.0021765-0.0012338i,0.0019201-0.00090392i,0.0019915+0.00010616i,0.001348+0.00088509i,5.0198e-05+0.00067332i,-0.00088578-0.00018747i,-0.00043196-0.00085363i,0.00054954-0.00026352i,0.00030828+0.00049426i,-0.00016397+0.00091904i,-0.00010193+0.0014116i
-0.0011177-0.00065614i,-0.00025929-0.00040004i,-0.00040098-0.0011578i,-0.00044488-0.0010472i,-0.00057904+0.00025469i,0.00016226+0.0017131i,0.00067887+0.0014524i,0.00097459+0.00048913i,0.001914+0.00017229i,0.0016627-0.0012059i,0.0003905-0.0019417i,-0.00062829-0.0020756i,-0.0011698-0.0018122i,-0.0009054-0.0010238i,-1.2456e-05-0.00057531i,0.00053215+0.00023582i,0.00039743+0.00098988i,-0.00047977+0.0007693i,0.00018226+8.0427e-05i,0.0012978-0.00018023i,0.0010348+3.164e-05i,0.00059345-0.00054988i,0.0012547+7.4269e-06i
-0.0023153-0.0012431i,-0.002274-0.0023837i,-0.0022058-0.00081072i,-0.0017824+0.0025903i,-0.0007764+0.0036584i,0.00094303+0.0033372i,0.0013093+0.0025147i,0.0012401+0.0010366i,0.0014936-0.00034542i,-0.00011271-0.0012611i,-0.0021252-0.001286i,-0.0029661-0.00042844i,-0.0031535+0.00043106i,-0.00262+0.00053814i,-0.0015586+9.0057e-05i,-0.00020577-0.00028534i,0.00025699-0.00059759i,0.00016223-0.00026941i,-0.00013983+0.00010748i,-0.00031543+0.00012542i,0.00020444+0.00041719i,0.001109+0.00023484i,0.0013308+0.00016303i
-0.0029245-0.00025932i,-0.0034749+0.00029004i,-0.0026398+0.00067068i,-0.0014658+0.0019386i,-0.00017082+0.0022576i,0.00039798+0.0018261i,0.00064113+0.0019326i,0.00075656+0.0012453i,0.0011886-0.00049089i,0.00088772+0.00036127i,-0.00083008+0.0021783i,-0.0016642+0.0023071i,-0.001414+0.0023364i,-0.0012991+0.0014283i,-0.0010589+0.00067176i,-0.00047616+0.00017564i,0.00051665-0.00057156i,0.0010369-0.00046391i,7.3512e-05-6.7692e-05i,-0.00075052-0.00032296i,-0.00038891-0.00053233i,0.00035269-0.00030133i,0.00065228-4.2086e-05i
0.0014153+4.8932e-05i,0.0026684-0.00044503i,0.0029903-0.0007573i,0.0024678+0.00013369i,0.0014364+0.00038242i,-0.00041355+0.0009357i,-0.001147+0.0020213i,-0.0003847+0.0014135i,0.00014386+0.00046193i,0.00083323+0.00071016i,0.0022815+0.0012744i,0.0029828+0.0021457i,0.0020642+0.0023762i,0.00052741+0.0022822i,-0.00040753+0.0016455i,-5.0639e-05+0.00064146i,0.00035655+0.00024167i,0.00022176-0.00022262i,0.00058891-0.00029172i,0.00072029-9.7761e-05i,6.8416e-05-0.00057037i,-0.00030651-0.00051947i,-0.00058724-0.00038656i
-0.0023871+0.0016293i,-0.0032216+0.002838i,-0.0040393+0.0037022i,-0.0026013+0.0031887i,0.00025341+0.0023047i,0.0019724+0.001648i,0.0016095+0.0014109i,0.00083037+0.0021597i,0.00109+0.0020143i,0.0020285+0.0017896i,0.002962+0.00089385i,0.0035973-0.00060203i,0.0031264-0.00056578i,0.0019541+0.00057258i,0.00059792+0.001657i,-2.8208e-05+0.0023344i,0.0001209+0.0015131i,9.1361e-05+0.00026953i,0.00039677+0.00024158i,-0.0001789+0.00066481i,-0.00097659+0.00030314i,-7.6103e-05-0.00014661i,0.00050101-7.6788e-05i
0.00033538-0.0013996i,0.00010605-0.0013949i,0.00059083-0.0010376i,0.00056579-0.00089654i,2.2781e-06-0.00066987i,-0.00019672-0.0004333i,0.0004417+0.00069606i,0.001336+0.002048i,0.0017636+0.0013362i,0.0018118-0.00056628i,0.00099017-0.0028968i,-0.00026602-0.0037356i,-0.00042422-0.0028058i,0.00040419-0.0022254i,0.00066422-0.0013564i,0.000443+6.7917e-05i,-0.00018488+0.0007705i,-0.00041455+0.00043972i,0.00068185-0.00029123i,0.00088803-0.0001598i,0.00031134+0.00037194i,0.00048404+0.00094153i,0.001186+0.00096648i
