-0.0011001+0.00097202i,-0.00063462+0.00034245i,-0.0004828+0.00034008i,0.0001035+0.00038621i,0.00030459+0.001144i,4.2986e-05+0.0012368i,-7.7752e-05+0.0014709i,0.00061946+0.0021281i,0.00083979+0.0010957i,0.00063607-0.00078598i,0.00082625-0.0013089i,0.00060345-0.00084932i,-0.00043562+6.8296e-05i,-0.00082048+0.00011098i,-0.00037724+8.803e-06i,9.6393e-05+0.00047814i,0.0004781+4.3282e-05i,0.00092308-0.00057357i,0.00064648+7.2776e-05i,0.0005052+0.00065995i,0.00084141+0.00012042i,0.00099743-0.0007443i,0.00063635-0.0011979i
-0.36923+0.28496i,-0.3827+0.43681i,-0.18357+0.35723i,-0.087025+0.16158i,-0.15446+0.12188i,-0.088995+0.17407i,0.037196+0.10248i,0.016163+0.016228i,-0.016853+0.01871i,0.012084+0.0027498i,0.019345-0.043124i,0.0073174-0.061171i,0.0052391-0.047846i,0.019436-0.022632i,0.032059-0.0058146i,0.025777+0.0043416i,0.012119+0.022416i,0.0027151+0.045859i,-0.0034578+0.057171i,-0.012781+0.053679i,-0.022453+0.048647i,-0.019406+0.04088i,-0.0094646+0.024448i
0.032871-0.15393i,0.21956-0.12388i,0.43653-0.062618i,0.44789-0.15382i,0.23793-0.28437i,0.051368-0.23532i,0.033196-0.1036i,0.064499-0.028044i,0.049189+0.016126i,0.035322+0.041626i,0.036567+0.037843i,0.03688+0.022486i,0.025194-0.00047475i,-0.008059-0.0072398i,-0.027845+0.013533i,-0.0086591+0.027326i,0.027675+0.019704i,0.053343+0.0049492i,0.055714-0.0050119i,0.039195-0.012643i,0.017879-0.020537i,0.0068887-0.019911i,0.0069973-0.016606i
-0.22459-0.043737i,-0.37939+0.094187i,-0.27386+0.18012i,0.0086478+0.046418i,0.10092-0.12476i,0.013431-0.15624i,-0.024884-0.175i,-0.019548-0.20012i,-0.017865-0.14794i,-0.017715-0.083279i,-0.03312-0.048679i,-0.034648-0.026368i,-0.0139-0.017877i,0.0050159-0.020648i,0.0089715-0.034689i,-0.0084814-0.049114i,-0.029075-0.045168i,-0.027288-0.027608i,-0.0026487-0.0078925i,0.026295+0.005055i,0.044213+0.0028705i,0.03861-0.0092391i,0.018377-0.01039i
0.2796-0.47669i,0.21071-0.7422i,-0.012106-0.57156i,-0.06611-0.12116i,0.046836+0.078895i,0.034879+0.0575i,-0.021456+0.08157i,-0.0016069+0.048779i,-0.010643-0.040911i,-0.020071-0.043054i,0.013714-0.018173i,0.021955-0.014392i,0.0011811-0.0014157i,-0.015445+0.015464i,-0.017966+0.026952i,-0.011835+0.024618i,-0.013086+0.010466i,-0.020259-0.0027145i,-0.026018-0.010567i,-0.033875-0.0081891i,-0.044085+0.00090498i,-0.045097+0.0062874i,-0.039382+0.0040602i
0.22005+0.47731i,0.23411+0.66703i,0.013346+0.637i,-0.20243+0.57296i,-0.11749+0.52321i,0.096695+0.3335i,0.15364+0.16212i,0.1231+0.12051i,0.10989+0.073215i,0.078628+0.0080298i,0.036123-0.013798i,0.007395-0.0045026i,0.0057361+0.0010704i,0.010519-0.017923i,-0.0093786-0.024968i,-0.026226+0.011987i,-0.016703+0.05646i,-0.0045211+0.072604i,-0.0046855+0.062099i,-0.0056394+0.030297i,-0.0033703-0.004375i,-0.0010715-0.017064i,0.0052228-0.013185i
-0.27482-0.045132i,-0.39457-0.24518i,-0.38328-0.39737i,-0.28193-0.35903i,-0.18999-0.23703i,-0.075275-0.11712i,0.050599-0.047662i,0.094954-0.0083952i,0.072718+0.044698i,0.064425+0.04911i,0.058101-0.0037211i,0.03254-0.039479i,0.0073458-0.029933i,0.0027218+0.0066559i,0.021877+0.028791i,0.034705+0.014754i,0.028911-0.0076526i,0.025619-0.011275i,0.032379+0.0029076i,0.042261+0.024803i,0.052754+0.04421i,0.053648+0.044986i,0.038869+0.029518i
0.072265+0.20065i,0.43001+0.31939i,0.71556+0.16599i,0.57779-0.12011i,0.22665-0.15889i,0.0021145-0.045317i,-0.069331-0.012813i,-0.043766-0.019955i,0.019584-0.018839i,0.045223+0.0034133i,0.056829+0.035427i,0.070295+0.027173i,0.055427-0.010823i,0.022378-0.034947i,-0.0071695-0.034498i,-0.022041-0.029043i,-0.029063-0.035557i,-0.043489-0.041986i,-0.055204-0.028447i,-0.052902-0.0043887i,-0.040942+0.0018694i,-0.025339-0.0044875i,-0.011903-0.0097743i
-0.34043-0.23829i,-0.5668-0.11179i,-0.50549+0.1391i,-0.23224+0.17958i,-0.085352+0.058047i,-0.085619+0.070904i,-0.069886+0.12764i,-0.078911+0.084916i,-0.11612+0.042i,-0.10393+0.057158i,-0.059457+0.068093i,-0.032945+0.049468i,-0.020139+0.037917i,0.0049272+0.029526i,0.014719+0.000287i,-0.017151-0.018401i,-0.049392-0.0024082i,-0.044088+0.018525i,-0.015258+0.0098256i,0.0072094-0.01953i,0.014523-0.035551i,0.010732-0.02995i,0.0023434-0.013467i
0.49573-0.16079i,0.63158-0.22741i,0.51293-0.088645i,0.33068+0.15718i,0.24127+0.20795i,0.17815+0.076493i,0.11426+0.02355i,0.093303+0.04702i,0.075303+0.022271i,0.038841-0.023382i,0.010722-0.035401i,-0.00090625-0.01633i,0.0023591-0.0039604i,-0.0030779-0.011006i,-0.016237-0.0049716i,-0.010134+0.0048261i,-0.00090548+0.0018108i,-0.0038707+0.0068393i,-0.01526+0.02465i,-0.034641+0.050803i,-0.041983+0.0784i,-0.029699+0.075866i,-0.023877+0.043182i
-0.085211+0.3008i,-0.24124+0.4447i,-0.35637+0.47231i,-0.30089+0.37509i,-0.14341+0.21354i,-0.040862+0.053122i,-0.0003701-0.030099i,0.051594-0.021198i,0.10278+0.0040832i,0.10022-0.0027457i,0.058247-0.015532i,0.027349-0.011434i,0.018732+0.001361i,0.017694+0.0095947i,0.012012+0.0070907i,0.0034441+0.0057442i,0.0069049+0.0039732i,0.016079-0.0085929i,0.012583-0.02543i,-0.0085325-0.043362i,-0.039028-0.053619i,-0.052854-0.03571i,-0.039673-0.0098715i
-0.030834-0.081594i,-0.015087-0.36401i,-0.049413-0.63217i,-0.080818-0.61775i,-0.090441-0.39606i,-0.1604-0.15092i,-0.21319+0.026544i,-0.14709+0.081103i,-0.054852+0.060463i,-0.011308+0.038248i,0.0024065+0.015499i,-0.0027501-0.0091646i,-0.02194-0.012941i,-0.025201+0.0033079i,-0.0047843+0.0019211i,0.0027234-0.026534i,-0.015901-0.04443i,-0.027682-0.029728i,-0.0017123-0.0036739i,0.050906+0.0018641i,0.083045-0.012193i,0.071512-0.021961i,0.045315-0.014788i
-0.20597+0.11949i,-0.17152+0.33433i,-0.033796+0.44837i,0.016322+0.37321i,-0.001826+0.28773i,0.087608+0.27564i,0.18952+0.2387i,0.15661+0.13527i,0.069311+0.033399i,0.047159-0.0005605i,0.076885-0.0068692i,0.070974-0.020933i,0.04178-0.02114i,0.032179-0.016936i,0.024876-0.0093469i,0.022259-8.2103e-05i,0.018094-0.0021786i,0.00093008+0.0019313i,-0.015653+0.026032i,-0.026247+0.047217i,-0.02906+0.047663i,-0.018319+0.032127i,-0.0026696+0.010002i
-0.004452-0.27184i,-0.21214-0.29753i,-0.43905-0.14147i,-0.44889+0.057036i,-0.27746+0.10338i,-0.14214+0.0054514i,-0.081519-0.029116i,-0.041644+0.054481i,-0.010883+0.14127i,0.0094372+0.16029i,0.017088+0.12158i,0.0078878+0.076069i,0.0021795+0.058304i,0.0082716+0.046696i,0.011817+0.025215i,0.017728+0.014265i,0.039565+0.014812i,0.059852+0.0088739i,0.050713-0.0069404i,0.022398-0.016382i,0.0077295-0.01744i,0.0032288-0.018176i,-0.0071598-0.015677i
0.18704+0.086874i,0.295+0.09028i,0.37338+0.12768i,0.36029+0.208i,0.18296+0.19039i,-0.081893+0.11054i,-0.20825+0.082419i,-0.079508+0.051338i,0.085605-0.046482i,0.080904-0.10547i,0.027891-0.06515i,0.041102-0.028474i,0.053556-0.035508i,0.041921-0.029429i,0.035001-0.015582i,0.024599-0.024252i,-0.0034873-0.04291i,-0.035097-0.041481i,-0.03766-0.012967i,-0.010753+0.017915i,0.017022+0.03307i,0.025029+0.02727i,0.010199+0.012009i
0.044902+0.063172i,0.11196-0.076698i,0.088414-0.32277i,0.0037809-0.54608i,-0.012496-0.55642i,0.0028357-0.36122i,-0.055491-0.14116i,-0.13684-0.0062204i,-0.1335+0.044153i,-0.071968+0.041072i,-0.047429+0.029349i,-0.069279+0.028872i,-0.088115+0.039356i,-0.085161+0.05302i,-0.078877+0.066532i,-0.066705+0.093533i,-0.026008+0.12204i,0.019655+0.12254i,0.024957+0.098754i,-0.005923+0.075043i,-0.034162+0.06643i,-0.032445+0.0615i,-0.017517+0.041089i
-0.15545+0.078226i,-0.15237+0.16392i,-0.079822+0.18978i,-0.062774+0.23783i,-0.093576+0.38557i,-0.059382+0.48575i,0.058309+0.42981i,0.17573+0.29718i,0.22136+0.15356i,0.18763+0.029095i,0.12566-0.044968i,0.069177-0.069229i,0.029803-0.071123i,0.0038902-0.086094i,-0.035052-0.10931i,-0.097351-0.10728i,-0.1677-0.061824i,-0.1963+0.014068i,-0.1453+0.051647i,-0.078749+0.014966i,-0.056082-0.025969i,-0.038335-0.025369i,-0.001849-0.026481i
-0.031516-0.26883i,-0.18525-0.22174i,-0.36672+0.10841i,-0.33378+0.42087i,-0.067567+0.2907i,0.093537-0.11828i,-0.021859-0.27107i,-0.18674-0.053849i,-0.18668+0.22067i,-0.065521+0.30871i,0.036535+0.22861i,0.050348+0.12117i,0.021844+0.083524i,0.028931+0.089102i,0.070813+0.071571i,0.10592+0.015874i,0.11136-0.050653i,0.0835-0.096369i,0.047568-0.09618i,0.035782-0.055077i,0.040962-0.021862i,0.026568-0.01525i,-0.0040201-0.0031443i
0.065379+0.16223i,-0.032318+0.22565i,-0.15085+0.12093i,-0.19068-0.018929i,-0.2431-0.026694i,-0.3549+0.082645i,-0.39172+0.13955i,-0.28717+0.018002i,-0.19112-0.15737i,-0.18854-0.15449i,-0.14333-0.0055375i,-0.032142+0.059214i,0.0081529+0.014596i,-0.010882+0.0003839i,-0.007475+0.023585i,0.0098167+0.032374i,0.0099232+0.016263i,-0.01442-0.0029578i,-0.036899+0.0070914i,-0.037729+0.022208i,-0.039278+0.017516i,-0.039283+0.010761i,-0.026545+0.0035791i
0.0089162-0.17296i,-0.032682-0.46585i,-0.077938-0.65992i,0.00038052-0.60564i,0.20301-0.47685i,0.3076-0.38392i,0.25735-0.26937i,0.17549-0.17307i,0.12326-0.13479i,0.08755-0.14415i,0.014955-0.15132i,-0.048463-0.084323i,-0.032711-0.019625i,-0.024691-0.023141i,-0.071509-0.026499i,-0.10856+0.0069043i,-0.087823+0.058833i,-0.027992+0.083244i,-0.0022383+0.054878i,-0.013993+0.028334i,-0.00040846+0.026361i,0.032606+0.016979i,0.045807+0.0094948i
0.058093+0.31015i,0.27275+0.32044i,0.17926+0.14525i,-0.19499+0.030723i,-0.40429+0.15578i,-0.33086+0.1838i,-0.29053+0.062312i,-0.2534+0.1112i,-0.093912+0.22588i,0.044858+0.21927i,0.10805+0.11582i,0.098533-0.010652i,0.035676-0.047028i,0.022577-0.013563i,0.058422-0.0053669i,0.0782-0.034373i,0.040143-0.076703i,-0.057216-0.074041i,-0.12055-0.0050691i,-0.11394+0.057433i,-0.094745+0.084654i,-0.057557+0.088861i,-0.012432+0.052777i
-0.10687-0.28991i,-0.3341-0.43761i,-0.43991-0.12244i,-0.19286+0.35862i,0.1478+0.5322i,0.23591+0.36498i,0.10753+0.17746i,0.045891+0.12023i,0.13551+0.090184i,0.21363+0.014782i,0.18228-0.067937i,0.081143-0.10537i,-0.0084444-0.094509i,-0.053639-0.076804i,-0.073498-0.075205i,-0.078274-0.072104i,-0.080872-0.054391i,-0.072498-0.035622i,-0.041537-0.047484i,-0.020563-0.080946i,-0.019917-0.09487i,-0.030047-0.079174i,-0.042955-0.04354i
1.4268+9.1844i,2.2829+9.9343i,4.4926+9.501i,5.0321+5.1286i,4.3733+0.94842i,2.7055-1.4523i,0.83206-1.2508i,0.40108-0.0019747i,0.9763+0.51196i,1.5371+0.32293i,1.6229-0.039314i,1.5403-0.23315i,1.595-0.3242i,1.5011-0.34763i,1.2644-0.43643i,0.84398-0.52619i,0.26912-0.37623i,-0.14803-0.12052i,-0.30413+0.050632i,-0.17801+0.18843i,0.14414+0.25342i,0.39635+0.1746i,0.40132+0.054724i
-0.12021+0.059486i,-0.40325-0.088462i,-0.5388-0.30064i,-0.58866-0.53261i,-0.54536-0.45464i,-0.3425-0.085177i,-0.092474+0.17214i,0.027677+0.18797i,0.021665+0.11787i,-0.0052508+0.075945i,-0.014886+0.090814i,0.0087974+0.11001i,0.036813+0.07214i,0.025078+0.016252i,0.014957-0.0043144i,0.048865-0.017158i,0.087467-0.062697i,0.085312-0.10776i,0.055667-0.098495i,0.035052-0.054099i,0.031112-0.027242i,0.027564-0.044606i,0.0023976-0.070952i
-0.10195-0.032433i,-0.12483+0.02239i,-0.018439+0.19929i,0.17796+0.41629i,0.41252+0.43832i,0.50525+0.21842i,0.40965-0.0089284i,0.31143-0.17367i,0.23297-0.33284i,0.072187-0.41052i,-0.10467-0.30289i,-0.15651-0.1134i,-0.12226-0.029527i,-0.12379-0.027631i,-0.13996-0.0011889i,-0.12635+0.057932i,-0.078626+0.12314i,0.022677+0.13811i,0.1101+0.058541i,0.10016-0.028749i,0.052107-0.042452i,0.029629-0.033743i,0.0082283-0.035619i
-0.11255-0.12971i,-0.246-0.040961i,-0.18163+0.17975i,0.03755+0.26453i,0.21822+0.12522i,0.23028-0.064278i,0.064812-0.14344i,-0.12394-0.14974i,-0.20011-0.19471i,-0.23292-0.21976i,-0.23323-0.13328i,-0.15749-0.024029i,-0.077549+0.022654i,-0.026279+0.035315i,0.010659+0.028446i,0.00052724+0.0093582i,-0.045529-0.00040301i,-0.089284-0.010002i,-0.106-0.0083699i,-0.05804+0.01042i,0.018048+0.0024544i,0.047127-0.024623i,0.041352-0.03157i
0.28469-0.044734i,0.29294-0.19987i,0.17484-0.40398i,0.015654-0.51699i,-0.16277-0.35387i,-0.2569-0.0089181i,-0.1792+0.1812i,-0.11886+0.10352i,-0.18113+0.0024339i,-0.19096+0.0043145i,-0.10099+0.02035i,-0.018743+0.0073183i,0.011864-0.022045i,0.012242-0.045181i,0.0070768-0.048886i,0.0075435-0.033145i,0.0088096-0.0064731i,-0.004621+0.02323i,-0.019654+0.049515i,-0.018674+0.054553i,-0.016014+0.036323i,-0.014377+0.01677i,-0.0079341+0.012838i
-0.025863+0.13613i,-0.015882+0.036324i,-0.10421-0.16138i,-0.3022-0.18727i,-0.34344+0.013272i,-0.081659+0.18022i,0.20696+0.095931i,0.25468-0.081903i,0.15015-0.1211i,0.060066-0.073755i,0.022518-0.040611i,0.028557-0.02794i,0.042933-0.027593i,0.028293-0.020455i,0.019249-0.0045001i,0.037499+0.0047145i,0.065763+0.020228i,0.10096+0.042224i,0.11977+0.027656i,0.099309-0.012429i,0.067504-0.02855i,0.045893-0.023154i,0.032009-0.010234i
0.022528+0.037568i,0.11343+0.02147i,0.11284-0.0051863i,0.079642-0.0043682i,0.18475-0.062916i,0.23854-0.28475i,0.050901-0.407i,-0.12278-0.27435i,-0.11931-0.1374i,-0.079209-0.092324i,-0.064617-0.05803i,-0.040927-0.02656i,-0.021533-0.0029405i,-0.020024+0.018916i,-0.012688+0.02959i,-0.00026621+0.012408i,-0.0045266-0.013337i,-0.026349-0.020527i,-0.052239-0.0095639i,-0.043371+0.023106i,0.0049967+0.059511i,0.043722+0.060986i,0.050046+0.032733i
-0.33071-0.084819i,-0.4523+0.18215i,-0.13669+0.50907i,0.34077+0.44671i,0.27295-0.0023424i,-0.17997-0.2179i,-0.29379-0.052762i,-0.12318+0.07529i,-0.04719+0.071025i,-0.033322+0.051112i,-0.013057+0.033286i,-0.010132+0.047003i,0.016065+0.057929i,0.035433+0.019465i,0.0027495-0.019302i,-0.039843-0.017913i,-0.058722+0.0017039i,-0.065017+0.013369i,-0.061598+0.013159i,-0.052305-0.0062091i,-0.055162-0.033133i,-0.055208-0.037462i,-0.032326-0.030322i
0.39458-0.23204i,0.47079-0.57245i,0.20941-0.9268i,-0.31614-0.96784i,-0.63306-0.50447i,-0.45327+0.048622i,-0.095854+0.18237i,0.065935+0.055143i,0.057873+0.021405i,0.019834+0.044897i,-0.0064933+0.036247i,0.013059+0.010024i,0.034339-0.030949i,0.015074-0.041101i,0.00017731-0.017129i,0.0028018+0.0016204i,0.011348+0.021533i,0.03006+0.048573i,0.051138+0.058566i,0.056683+0.034222i,0.040596-0.0058258i,0.013039-0.026198i,-0.0058163-0.019574i
-0.099443+0.41518i,-0.16841+0.65704i,-0.22743+0.78894i,-0.1383+0.76476i,0.16356+0.58186i,0.42806+0.28616i,0.38463+0.012747i,0.16373-0.109i,0.034529-0.11333i,0.0073842-0.082722i,0.0043747-0.042538i,0.0012955-0.027312i,-0.0198-0.025907i,-0.034479+0.00033123i,-0.019491+0.025381i,0.0051765+0.014003i,0.020685-0.027322i,0.03005-0.071912i,0.025611-0.083824i,0.011114-0.045872i,0.012958+0.0048359i,0.015617+0.021357i,-0.0018489+0.013979i
-0.046732-0.069265i,0.1654-0.022629i,0.61721+0.12054i,1.0109+0.12841i,0.91853-0.15877i,0.42815-0.41272i,0.08307-0.32906i,0.020663-0.13165i,0.0082177-0.053758i,-0.017574-0.053089i,-0.059902-0.042449i,-0.099209+0.024024i,-0.067121+0.074549i,-0.017539+0.043244i,-0.002873+0.004679i,0.0031076+0.0059564i,0.011696+0.010893i,0.011602-0.0097791i,-0.0031795-0.035809i,-0.027614-0.030399i,-0.044536-0.00041471i,-0.033316+0.028169i,-0.0051183+0.036157i
-0.04364-0.093051i,-0.057845-0.22763i,-0.17284-0.58117i,-0.5106-0.85169i,-0.75392-0.59738i,-0.57744-0.12659i,-0.26798+0.012436i,-0.13184-0.025263i,-0.091518-0.0036069i,-0.073211+0.0037318i,-0.059433-0.0088495i,-0.027103-0.013766i,-0.0073216-0.0097432i,-0.0010332+0.0082085i,0.0074202+0.020027i,0.010005+0.028562i,0.00097365+0.034702i,-0.023356+0.026331i,-0.039124+0.011509i,-0.025708-0.0091243i,-0.0061296-0.035992i,-0.001963-0.046116i,-0.0040154-0.030317i
0.17143-0.11478i,0.0081972-0.061058i,-0.29914+0.26585i,-0.37294+0.65723i,-0.10811+0.68199i,0.10899+0.39656i,0.094757+0.18492i,0.025755+0.091437i,0.014367+0.028848i,0.041801+0.015687i,0.072325+0.021139i,0.072261+0.0094159i,0.045081+0.0028403i,0.019006+0.0054785i,0.0088951+0.0026761i,0.016682-0.015641i,0.032584-0.036517i,0.043742-0.031685i,0.046456-0.0054376i,0.045964+0.01817i,0.044286+0.027653i,0.035219+0.022948i,0.023314+0.019503i
0.0875+0.21291i,0.32768+0.15795i,0.68031-0.041467i,0.80917-0.23743i,0.51229-0.2895i,0.12717-0.21241i,-0.015986-0.096535i,0.01798-0.0042167i,0.073522+0.025817i,0.09357-0.0011112i,0.057687-0.022037i,0.018195-0.016177i,0.014311-0.030271i,0.0099914-0.061573i,0.0015353-0.07331i,0.0003649-0.070671i,-0.001495-0.072541i,-0.003707-0.08267i,-0.012439-0.09245i,-0.031065-0.086986i,-0.047668-0.066644i,-0.050664-0.039313i,-0.037618-0.01779i
-0.11905-0.10897i,-0.15517-0.27197i,-0.29235-0.51494i,-0.46036-0.59793i,-0.4085-0.36332i,-0.21694-0.073931i,-0.11088+0.015433i,-0.076167-0.02181i,-0.05984-0.063854i,-0.075712-0.069941i,-0.081873-0.04383i,-0.070294-0.01222i,-0.063532+0.01909i,-0.03957+0.043715i,-0.011851+0.040045i,-0.017144+0.027835i,-0.043796+0.034607i,-0.069552+0.048166i,-0.08081+0.058144i,-0.067038+0.060795i,-0.036803+0.056426i,-0.0052587+0.048444i,0.012801+0.029739i
-0.19749+0.049269i,-0.34433+0.44926i,-0.24464+0.99878i,0.069095+1.1865i,0.26912+0.8091i,0.28546+0.32248i,0.23996+0.095744i,0.14683+0.017129i,0.032564-0.0014986i,-0.006906+0.032584i,0.020249+0.047376i,0.034321+0.038452i,0.035651+0.03561i,0.028937+0.024815i,0.0027432+0.019504i,-0.01103+0.035521i,-0.0007905+0.053566i,0.02684+0.067975i,0.062296+0.067214i,0.075547+0.043784i,0.061172+0.022442i,0.045102+0.0094908i,0.030089-0.0057011i
0.28994-0.33092i,0.33034-0.75298i,0.17566-1.0765i,-0.0516-1.0542i,-0.19649-0.75679i,-0.22588-0.42804i,-0.16987-0.20595i,-0.095365-0.048032i,-0.033484+0.05569i,0.0058607+0.058085i,-0.0042533+0.018404i,-0.017079-0.0058816i,-0.006567-0.032583i,-0.0094756-0.043623i,-0.0025296-0.024916i,0.038663-0.011943i,0.087103-0.017941i,0.11029-0.036323i,0.095359-0.060238i,0.057275-0.067416i,0.015677-0.059788i,-0.021581-0.05163i,-0.043059-0.028563i
-0.019104+0.51149i,0.048641+0.78495i,0.11044+0.75997i,0.099234+0.47224i,0.050374+0.24396i,-0.0084308+0.16346i,-0.04522+0.11027i,-0.045228+0.034631i,-0.040775-0.02928i,-0.048753-0.055898i,-0.053087-0.050864i,-0.041281-0.027605i,-0.019083-0.0052749i,0.0051762+0.0022068i,0.018706-0.0060122i,0.0029595-0.026302i,-0.033162-0.047157i,-0.066371-0.056086i,-0.082861-0.046069i,-0.062195-0.031292i,-0.015703-0.031409i,0.013366-0.030286i,0.020648-0.017478i
-0.28127-0.15946i,-0.3816-0.12113i,-0.27491+0.10384i,-0.033916+0.31205i,0.11016+0.27464i,0.1287+0.12743i,0.12845+0.044086i,0.10275-0.01567i,0.03603-0.045756i,0.0025001-0.0043472i,0.013506+0.032322i,0.018246+0.030743i,0.0058911+0.024751i,-0.0051109+0.01845i,-0.01038+0.0094113i,-0.020603+0.013567i,-0.025449+0.036942i,-0.005374+0.055783i,0.020985+0.053201i,0.017116+0.049157i,-0.0037522+0.063083i,0.00069694+0.070665i,0.020346+0.046892i
0.11799-0.13236i,0.14567-0.23088i,0.051328-0.37872i,-0.15742-0.43714i,-0.27637-0.27983i,-0.19583-0.099604i,-0.074744-0.06694i,-0.042547-0.05687i,-0.032475+0.00047785i,-0.010263+0.02071i,-0.01019+0.00075073i,-0.018589-0.013287i,-0.0078042-0.01985i,-0.00015414-0.025918i,-0.012525-0.01571i,-0.01018+0.017481i,0.014453+0.037173i,0.019116+0.02382i,0.0012491+0.0074572i,-0.0059308+0.010365i,-0.0017194+0.018816i,0.00061202+0.019063i,0.0037189+0.0084301i
0.24239+0.024828i,0.30416+0.057796i,0.30857+0.14744i,0.29736+0.15471i,0.23543+0.035761i,0.13216-0.025964i,0.052106-0.0030935i,0.0051505-0.0049149i,-0.0077761-0.023262i,0.01226-0.040322i,0.026854-0.053301i,0.021928-0.045347i,0.011491-0.025149i,0.0051498-0.00043416i,0.004714+0.022873i,0.001226+0.028653i,-0.0083798+0.029216i,-0.012686+0.043582i,-0.00095495+0.052877i,0.026578+0.029007i,0.047905-0.020684i,0.036719-0.057047i,0.010028-0.057237i
-0.10134+0.25155i,-0.067213+0.21646i,-0.037407-0.0053393i,-0.078273-0.1363i,-0.093733-0.058371i,-0.033027+0.0024409i,0.015471-0.022075i,0.02638-0.017181i,0.028926+0.0065013i,0.016315+0.0065086i,-0.0078901+0.0057076i,-0.020881+0.013008i,-0.021128+0.011712i,-0.015297-0.007613i,-0.0048936-0.036099i,0.0012601-0.054265i,0.0075771-0.050306i,0.03035-0.043865i,0.046729-0.05197i,0.027713-0.053063i,-0.0013608-0.029479i,-0.011789-0.00069123i,-0.015916+0.019507i
-0.13421-0.2405i,-0.14762-0.24365i,-0.062274-0.098435i,0.045118+0.01742i,0.071156-0.016967i,-0.0024456-0.080625i,-0.049788-0.057439i,-0.022004-0.025778i,-0.028077-0.025435i,-0.07184+0.00028222i,-0.0794+0.039549i,-0.050404+0.051181i,-0.021355+0.03172i,-0.016996+0.010153i,-0.021167+0.011051i,-0.0070929+0.01713i,0.0090563-0.0029414i,0.00027331-0.035789i,-0.022574-0.043711i,-0.039626-0.02215i,-0.044588+0.0054348i,-0.034624+0.021492i,-0.012505+0.021087i
0.092945+0.032531i,0.098117+0.15188i,0.094637+0.22565i,0.078983+0.17673i,0.043113+0.097973i,0.045074+0.059566i,0.046409+0.024176i,0.014222-0.0043378i,0.00029357-0.020609i,0.013402-0.039366i,0.042125-0.062144i,0.063657-0.081394i,0.060891-0.067256i,0.059025-0.028531i,0.056898-0.012271i,0.028304-0.016349i,-0.020002-0.0090498i,-0.059227+0.0087779i,-0.064075+0.020632i,-0.037304+0.015718i,-0.012791-0.00021112i,-0.0046066-0.0075857i,0.007642-0.0080766i
0.035765-0.13921i,-0.17519-0.3554i,-0.46876-0.442i,-0.54831-0.33193i,-0.38719-0.18867i,-0.22039-0.066443i,-0.10977+0.026499i,-0.044802+0.037153i,-0.029845+0.027986i,-0.016198+0.050382i,-0.011603+0.068274i,-0.036621+0.07218i,-0.054254+0.063562i,-0.054561+0.042079i,-0.056647+0.023102i,-0.060359+0.018765i,-0.041181+0.031341i,0.0066747+0.047344i,0.042311+0.041372i,0.042108+0.021738i,0.027339+0.013369i,0.018249+0.013121i,0.010861+0.013382i
0.077203+0.36942i,0.4081+0.52919i,0.76761+0.46485i,0.81826+0.22296i,0.52771-0.0019715i,0.18912-0.099656i,0.0082569-0.087665i,-0.042163-0.051642i,-0.050042-0.033576i,-0.041572-0.013581i,-0.016273+0.0070083i,0.018025+0.023534i,0.051578+0.024282i,0.054579+0.0037811i,0.042211+0.0063104i,0.05731+0.034248i,0.072981+0.037743i,0.06034+0.019124i,0.035377+0.010869i,0.010259+0.0099234i,-0.0063856+0.0031081i,-0.013215-0.0017293i,-0.015538+0.00020031i
-0.34174-0.1991i,-0.61937-0.15154i,-0.77506+0.0097386i,-0.68227+0.1644i,-0.39126+0.2189i,-0.12663+0.17257i,-0.0017203+0.10483i,0.048384+0.048684i,0.060227-0.011612i,0.037506-0.066533i,0.020033-0.10044i,0.013763-0.11442i,0.0039711-0.094041i,0.0071106-0.052598i,0.019306-0.044588i,0.019231-0.069315i,0.0077765-0.074555i,-0.0035205-0.055059i,-0.0054947-0.034784i,0.0038641-0.015621i,0.016856+0.0041574i,0.024488+0.010842i,0.025198+0.0020147i
0.20473-0.12955i,0.24411-0.2025i,0.23108-0.24761i,0.14272-0.25271i,0.0061656-0.16073i,-0.018332-0.036005i,0.0468-0.023284i,0.04216-0.053457i,-0.005537-0.018493i,-0.023144+0.026609i,-0.036667+0.058779i,-0.040184+0.089551i,-0.026904+0.083749i,-0.019858+0.049181i,-0.03194+0.026779i,-0.056758+0.02191i,-0.064209+0.01805i,-0.044834+0.01112i,-0.021891+0.00079198i,-0.013198-0.012275i,-0.018438-0.020007i,-0.023067-0.012926i,-0.014756+0.0028811i
0.22872+0.061212i,0.35726-0.052882i,0.37172-0.16095i,0.30887-0.19145i,0.21102-0.21967i,0.070607-0.2042i,-0.03892-0.10101i,-0.059826-0.026565i,-0.053815-0.018408i,-0.046108-0.012105i,-0.030207-0.010779i,-0.014558-0.021872i,0.0016963-0.029224i,0.0046332-0.028846i,0.0046773-0.016605i,0.018289+0.00089223i,0.022773+0.013139i,0.012579+0.025996i,0.0096588+0.037053i,0.01319+0.030118i,0.0054505+0.0085737i,-0.016152-0.0097643i,-0.039044-0.014072i
