-0.0029945+0.0023888i,-0.0024902+0.0025946i,-0.00243+0.0018882i,-0.0020376+0.0015145i,-0.0010465+0.0012139i,-0.0002975+0.00056545i,-0.00072867+0.0011202i,-0.00023745+0.001491i,0.00089045+0.0010265i,0.0019204+0.00073519i,0.0017942+0.00081807i,0.00049792+0.00079585i,0.00011047+0.00082023i,-0.00027129+0.00045389i,-0.00034287+0.00050469i,0.00020577+0.0008251i,0.0007069+0.00045036i,0.00076266-0.00048639i,3.0185e-05-0.00079884i,-0.00023398-5.5796e-05i,-0.00025228-0.00016781i,-0.00040207-0.0002062i,-0.00014266-9.6008e-05i
-0.32665-0.20987i,-0.21702-0.26388i,-0.060294-0.23439i,0.00080282-0.15858i,0.032528-0.086671i,0.08096-0.029108i,0.087069-2.3114e-05i,0.04084+0.017078i,0.0007813+0.034141i,-0.008756+0.031218i,-0.014105+0.011246i,-0.02788-0.0019146i,-0.038831-0.00021804i,-0.036508+0.0057235i,-0.025256+0.0047571i,-0.018826+0.00038721i,-0.015057-0.00060767i,-0.0058509-0.0018895i,0.00074792-0.0073334i,-0.00074055-0.0084489i,-0.001599-0.0011194i,0.0014889+0.0036577i,0.0023097+0.00093665i
0.13097-0.15339i,0.17587+0.003651i,0.15022+0.11036i,0.056599+0.12762i,-0.030032+0.13401i,-0.052535+0.11105i,-0.036046+0.055104i,-0.01654+0.0086463i,-0.0058408-0.019958i,-0.0055619-0.02744i,0.0024002-0.016665i,0.018493-0.0064143i,0.026949-0.0023072i,0.024162-0.0010897i,0.013926-0.00041132i,0.0038912+0.00013035i,-0.0037667+0.0014839i,-0.012184+0.0051052i,-0.01611+0.0094109i,-0.012261+0.0087582i,-0.0078972+0.0046494i,-0.0080802+0.004629i,-0.0064701+0.0092057i
-0.0079477-0.11995i,-0.21685-0.13846i,-0.27274-0.098849i,-0.13458-0.082869i,-0.01179-0.12235i,-0.0033757-0.11762i,-0.013544-0.054357i,0.0039611-0.0082981i,0.015054+0.0072533i,0.01622+0.013182i,0.014356+0.012333i,0.0065555+0.0029512i,-0.0023925-0.0084528i,-0.0054122-0.010132i,-0.0034124-0.0054467i,-0.0024198-0.0024469i,-0.0013341+0.0022162i,0.003748+0.010023i,0.008378+0.012606i,0.0065704+0.0064001i,0.0010263-0.0026476i,-0.00080586-0.010065i,0.00037923-0.015049i
0.409+0.03075i,0.55093-0.095076i,0.48853-0.17807i,0.2601-0.16105i,0.091985-0.067261i,0.063272+0.010238i,0.06014+0.023113i,0.029633+0.019358i,0.0069055+0.022169i,-0.0051843+0.014134i,-0.021032+0.0059379i,-0.024561+0.012388i,-0.010379+0.021765i,0.001809+0.019034i,0.0035215+0.010795i,0.0051935+0.0072379i,0.011618-0.00012346i,0.012774-0.014094i,0.0046427-0.017826i,-0.0013749-0.0094238i,-4.4894e-05-0.0027406i,0.00077022+0.00051831i,-0.0010718+0.005406i
-0.18774+0.44742i,-0.28759+0.52801i,-0.31477+0.45969i,-0.20555+0.31527i,-0.1025+0.15608i,-0.097504+0.037175i,-0.096661-0.0067572i,-0.054391-0.024272i,-0.020147-0.039452i,-0.0033862-0.03635i,0.013564-0.026073i,0.021863-0.023262i,0.015919-0.024807i,0.0057091-0.020568i,-0.00056233-0.0087866i,-0.0021812+0.0005614i,-0.002252+0.0036947i,-0.0020691+0.0060951i,-0.00032149+0.0084812i,0.0031482+0.0063786i,0.0050722+0.00096144i,0.0029245-0.0054677i,1.5588e-05-0.011264i
-0.31113-0.20156i,-0.18813-0.31608i,0.011151-0.35239i,0.083969-0.29406i,0.074037-0.18241i,0.090387-0.072167i,0.093574-0.020306i,0.054851+0.00082563i,0.02311+0.020999i,0.01233+0.026572i,-0.0022982+0.022419i,-0.018764+0.019842i,-0.026571+0.018402i,-0.025781+0.01563i,-0.017539+0.011816i,-0.0080559+0.0093468i,-0.00021916+0.0075897i,0.0071771+0.0024421i,0.010383-0.0057388i,0.0062484-0.010029i,0.0011069-0.0050423i,0.0010417+0.0030061i,0.0012115+0.0078326i
0.098913-0.21712i,0.0878-0.083888i,-0.026441+0.077167i,-0.12401+0.15861i,-0.12894+0.15569i,-0.097799+0.088715i,-0.072691+0.028095i,-0.044864+0.0021909i,-0.021656-0.01503i,-0.013602-0.022658i,-0.0029527-0.01739i,0.013846-0.013725i,0.023077-0.014434i,0.021039-0.010934i,0.015297-0.0077156i,0.0082636-0.01272i,-0.0034972-0.01718i,-0.01613-0.011088i,-0.019493+0.0011503i,-0.015326+0.0063382i,-0.012822+0.0031863i,-0.012132+0.0014452i,-0.0081702+0.0027223i
0.12682+0.0099953i,0.048637+0.034808i,0.0507+0.022012i,0.11479-0.027263i,0.11359-0.064605i,0.062064-0.040071i,0.034308+0.0028991i,0.022517+0.016538i,0.01196+0.017656i,0.013763+0.017713i,0.016893+0.014614i,0.0095284+0.0093282i,-0.0034147+0.0022423i,-0.010596-0.00062945i,-0.0081183+0.00056688i,-0.0041908+0.0016974i,-0.0030489+0.0052439i,0.00017516+0.009011i,0.0051084+0.0077084i,0.005762+0.0018977i,0.003687-0.0034097i,0.0038319-0.0066618i,0.0033639-0.0098444i
0.16473+0.020553i,0.17228-0.11658i,0.086706-0.21122i,-0.032727-0.17675i,-0.053702-0.080885i,-0.0019137-0.028604i,0.015424-0.017832i,0.0080119-0.0048781i,0.0083513+0.0041118i,0.00043498+0.0013389i,-0.0134+0.0013741i,-0.014867+0.0089652i,-0.0026339+0.017241i,0.0068381+0.016915i,0.0056628+0.0094626i,0.0029889+0.0050735i,0.0059026+0.0016201i,0.0072438-0.0075458i,0.0016808-0.013697i,-0.0027784-0.0085239i,-0.00062249-0.0024226i,0.0028093+1.8027e-05i,0.0038251+0.0043315i
-0.090476+0.30433i,-0.087306+0.42171i,-0.038987+0.4508i,0.033261+0.35205i,0.033696+0.19369i,-0.029123+0.08641i,-0.047447+0.046528i,-0.023019+0.017894i,-0.011581-0.0068009i,-0.0060278-0.01441i,0.0084133-0.020039i,0.012806-0.028146i,0.0016436-0.029564i,-0.007696-0.023133i,-0.012438-0.012243i,-0.015557-0.001656i,-0.013001+0.0065649i,-0.0048524+0.012635i,0.0024593+0.014498i,0.0038412+0.011549i,0.0019488+0.0061577i,-0.00066009-0.00049602i,-0.0031701-0.0076603i
-0.23163-0.16838i,-0.19469-0.31315i,-0.094823-0.4163i,-0.039306-0.3871i,-0.006788-0.25203i,0.048455-0.12254i,0.068379-0.061784i,0.04364-0.032207i,0.023928-0.0082797i,0.014492+0.0036159i,0.0022009+0.012813i,-0.0067868+0.02193i,-0.0086719+0.023919i,-0.0082138+0.021321i,-0.0051598+0.017523i,-0.00019785+0.012611i,0.0057485+0.0048478i,0.0092358-0.0038784i,0.0072725-0.0078468i,0.0040797-0.0058301i,0.0022147-0.00038296i,0.0013341+0.0053154i,0.00061786+0.0097016i
0.065999-0.15299i,0.067272-0.016232i,-0.013314+0.1795i,-0.080656+0.2617i,-0.085886+0.19962i,-0.081188+0.096547i,-0.070723+0.038182i,-0.043463+0.012286i,-0.02513-0.0077002i,-0.022479-0.015756i,-0.01777-0.016204i,-0.0067823-0.017593i,0.0032859-0.018183i,0.0070481-0.013189i,0.0060147-0.0072421i,0.0019792-0.0066106i,-0.0062172-0.0085997i,-0.01475-0.0063967i,-0.015508-0.00042679i,-0.009191+0.0022611i,-0.0057472-0.0007403i,-0.0073015-0.003472i,-0.0075339-0.0040768i
0.15622+0.0085494i,0.15092-0.012994i,0.16434-0.102i,0.17261-0.16632i,0.1263-0.13122i,0.080406-0.050103i,0.05868-0.0076169i,0.030471+0.00087116i,0.0099578+0.011448i,0.014339+0.017877i,0.019729+0.014995i,0.014239+0.012048i,0.0043389+0.0076061i,-0.0018562+0.0036698i,0.00080001+0.0057837i,0.0069497+0.0088419i,0.011101+0.0091337i,0.011963+0.0067758i,0.0092151+0.0013944i,0.0050578-0.0045362i,0.0019684-0.0075279i,0.00078116-0.0070742i,-0.0004415-0.004389i
0.013424+0.07862i,-0.061078+0.027225i,-0.16118-0.0041599i,-0.20878+0.016233i,-0.14978+0.022795i,-0.069536-0.0082804i,-0.043446-0.025249i,-0.031024-0.014682i,-0.011597-0.0056509i,-0.0080237-0.0038476i,-0.015867+0.001641i,-0.014598+0.0082838i,-0.0026583+0.010738i,0.0067975+0.0069697i,0.0077636+0.00021659i,0.0053102-0.0042366i,0.003638-0.0066936i,0.0015395-0.0089977i,-0.00073116-0.0078205i,-0.002085-0.0030794i,-0.0012626+0.00038572i,0.00079125+0.0018994i,0.0036238+0.0020731i
-0.028357+0.13564i,0.062362+0.18622i,0.18353+0.20716i,0.22768+0.16585i,0.1531+0.10296i,0.056237+0.073549i,0.022857+0.059124i,0.020412+0.033846i,0.011594+0.014199i,0.0078979+0.0054688i,0.012194-0.0060034i,0.0092966-0.018017i,-0.0023829-0.021201i,-0.010308-0.017419i,-0.012527-0.012026i,-0.013656-0.0049458i,-0.013048+0.0046309i,-0.0072177+0.011881i,0.00018628+0.012281i,0.0023145+0.0076432i,0.0010701+0.0040438i,-0.0010024+0.00080536i,-0.003474-0.0040903i
-0.16344-0.098374i,-0.21726-0.1858i,-0.2401-0.259i,-0.21054-0.25196i,-0.11908-0.17577i,-0.025243-0.10883i,0.0075773-0.071513i,0.0065477-0.037772i,0.010843-0.016016i,0.013223-0.0081306i,0.009529+0.0020998i,0.0063926+0.0097307i,0.0022494+0.011243i,-0.0027606+0.010369i,-0.002796+0.0065079i,0.0013889-0.0012985i,0.0042167-0.0083652i,0.0039246-0.009372i,0.0015182-0.0071023i,-0.00043938-0.0050682i,-0.0016288-0.0027891i,-0.00090802-0.00075086i,0.0012112+0.0016168i
0.078904-0.091769i,0.13297+0.010714i,0.1438+0.17187i,0.10708+0.23758i,0.042157+0.17536i,-0.02018+0.099816i,-0.036617+0.067265i,-0.019616+0.041214i,-0.010207+0.009549i,-0.013126-0.0058086i,-0.013077-0.006608i,-0.008216-0.006698i,-0.0038106-0.0082447i,-0.0035123-0.0070525i,-0.0064124-0.0029427i,-0.0072886+0.00038615i,-0.0066495+0.0014877i,-0.0075071+0.001154i,-0.0070549+0.0013007i,-0.0036523+0.0013179i,-0.0025883+9.5918e-05i,-0.0045546-0.00071115i,-0.0051821-0.0024262i
0.10232-0.0065558i,0.075681-0.063301i,0.039456-0.18396i,0.031014-0.24222i,0.034568-0.17384i,0.045234-0.08362i,0.046186-0.047083i,0.025682-0.031212i,0.010178-0.011057i,0.012725+0.00025662i,0.016572+0.00091674i,0.013662+0.0017807i,0.0068449+0.0038246i,0.00078714+0.0051435i,0.00017832+0.0076579i,0.0037411+0.0092277i,0.0083305+0.0073948i,0.010263+0.0026109i,0.0072605-0.0025091i,0.0038292-0.004376i,0.0033003-0.0041789i,0.0025461-0.0029226i,0.00048054-0.0001237i
-0.0071568+0.096577i,-0.060784+0.12221i,-0.11836+0.15757i,-0.13995+0.16753i,-0.10751+0.10683i,-0.072332+0.035833i,-0.058418+0.0086329i,-0.040534+0.004276i,-0.024539-0.00042924i,-0.021992-0.0021678i,-0.023283+0.002221i,-0.017366+0.0076664i,-0.0042582+0.010303i,0.0050129+0.0095953i,0.0042799+0.0054143i,-0.0019253+0.0016159i,-0.0054947+0.00095274i,-0.0052263+0.00071234i,-0.0043983+0.00055379i,-0.0034375+0.001493i,-0.0014593+0.0014718i,-0.00052192-0.0010956i,-5.0728e-05-0.0028103i
-0.016847+0.017631i,0.062964-0.017525i,0.16684-0.062409i,0.19505-0.074089i,0.1349-0.032306i,0.080551+0.020713i,0.06917+0.033034i,0.053035+0.017564i,0.026585+0.0098709i,0.014238+0.006812i,0.012416-0.0037371i,0.0088907-0.013664i,0.003368-0.014448i,0.00050897-0.011186i,0.0009606-0.0069088i,0.00072349-0.0015377i,-0.00058426+0.0022333i,0.0006879+0.0046661i,0.0022858+0.0055395i,0.001486+0.0051397i,-0.00036533+0.0047099i,-0.0011054+0.0033032i,-0.001401+0.00029363i
-0.10195-0.027243i,-0.16892-0.023578i,-0.23719-0.019197i,-0.23599-0.022414i,-0.14788-0.031781i,-0.063674-0.044301i,-0.036122-0.040531i,-0.026481-0.018522i,-0.00972-0.0046416i,0.00062594-0.0029349i,0.0020257+0.0015721i,0.0019635+0.0053592i,-0.00030719+0.0045151i,-0.0013694+0.0027203i,0.0013427-0.0012713i,0.0036914-0.0070493i,0.0046052-0.010293i,0.0040491-0.0093224i,0.0027584-0.005615i,0.0022739-0.0025569i,0.0011816-0.0015413i,0.00033481-0.0010575i,0.0013215-0.00011386i
0.062513-0.069418i,0.13496-0.033819i,0.20147+0.041628i,0.19441+0.087653i,0.10945+0.079689i,0.030527+0.065528i,0.005758+0.059598i,0.0084324+0.041029i,0.006176+0.017595i,-0.0025047+0.0069814i,-0.0059432+0.0058381i,-0.0040762+0.0024878i,-0.0013842-0.004841i,-0.001339-0.0083644i,-0.0031384-0.0043143i,-0.002226+0.0023653i,0.00053286+0.0048278i,-0.00041089+0.0031812i,-0.0015971+0.00053061i,-0.00036885-0.0014389i,-0.00048468-0.0021198i,-0.0016015-0.0012007i,-0.0024404-0.00018757i
0.041301+0.0036663i,-0.016703-0.028487i,-0.094044-0.10267i,-0.10966-0.14495i,-0.058827-0.11396i,-0.0074217-0.08047i,0.0046979-0.072104i,-0.00197-0.054605i,0.00016976-0.03005i,0.0064908-0.014541i,0.0078358-0.0077324i,0.0049669-0.0030412i,-0.0012681+0.0011832i,-0.0068814+0.0023163i,-0.007268+0.0014205i,-0.0038909+0.00080141i,0.00087231+0.00050646i,0.0039126-0.00041928i,0.0020153-0.0017262i,0.00053067-0.0024573i,0.0017253-0.0018509i,0.0020997-0.00091167i,0.0011427+0.0002054i
0.0079187+0.068931i,0.010203+0.10529i,0.021226+0.15267i,0.020119+0.16187i,0.00059992+0.10159i,-0.023459+0.04466i,-0.03419+0.031224i,-0.024744+0.024887i,-0.016062+0.0099403i,-0.015834+0.0018792i,-0.014647+0.0039696i,-0.010566+0.007237i,-0.0054658+0.0093032i,-0.0019685+0.0093109i,-0.0031708+0.0057089i,-0.0071697+0.0017613i,-0.0087357+0.001641i,-0.0066903+0.0028425i,-0.0038931+0.0026592i,-0.0024483+0.0016122i,-0.0016502+0.000829i,-0.00084511-0.00063061i,-0.00075042-0.0026532i
-0.029857-0.021194i,-0.0064775-0.083161i,0.031861-0.15262i,0.053122-0.16202i,0.049534-0.096189i,0.050195-0.029665i,0.055679-0.011086i,0.04288-0.01337i,0.022266-0.0088624i,0.013852-0.00492i,0.013539-0.0085294i,0.012046-0.012733i,0.0086871-0.01278i,0.0051009-0.0095817i,0.0033133-0.0062086i,0.0026151-0.0053554i,0.00068498-0.0043487i,-0.0012198-0.0020297i,-0.0023779-0.0011108i,-0.0036283-0.0009653i,-0.0026527+0.00018503i,0.00043318+5.3174e-05i,0.0023123-0.0011011i
-0.032491+0.0094741i,-0.055231+0.054751i,-0.094029+0.10428i,-0.10829+0.10541i,-0.079434+0.058135i,-0.054619+0.019372i,-0.049085+0.014386i,-0.038386+0.018062i,-0.020462+0.01355i,-0.006116+0.0066711i,7.3604e-05+0.0043846i,0.00090368+0.0061921i,0.001445+0.0087146i,0.0026791+0.0092207i,0.0025205+0.007681i,0.0012026+0.0042184i,0.00037754+0.00099492i,0.00044124-0.0001186i,0.00042099+0.0011957i,0.00015624+0.0023286i,-0.00087209+3.1554e-05i,-0.0026618-0.0020163i,-0.0032423-0.0013881i
0.02265-0.050154i,0.064605-0.067997i,0.11903-0.071958i,0.12875-0.050842i,0.079881-0.01132i,0.041889+0.025162i,0.039166+0.036345i,0.035776+0.022666i,0.02043+0.0096362i,0.0072932+0.0067125i,0.0027858+0.0046987i,0.0025682-0.0003058i,0.0032468-0.0062153i,0.0039149-0.0075927i,0.0040407-0.0018112i,0.0046066+0.0050356i,0.0057861+0.0065136i,0.0050272+0.0031006i,0.0026932-0.00059922i,0.0014766-0.001195i,3.5792e-05-0.0012087i,-0.0013905-0.00042345i,-0.0018175+0.0004485i
0.014621+0.012306i,-0.034078+0.022492i,-0.10676+0.015552i,-0.13022-0.0042764i,-0.084452-0.017773i,-0.036673-0.034067i,-0.024773-0.047743i,-0.021247-0.039171i,-0.0089808-0.022976i,-0.0014495-0.01537i,-0.001429-0.0098048i,-0.002968-0.004984i,-0.0063205-0.0033004i,-0.0093797-0.0027703i,-0.0091447-0.0018037i,-0.0067845+0.0004093i,-0.0030875+0.002175i,0.00048892+0.0020335i,0.0017853+0.00059788i,0.002082-0.00077761i,0.0018924-0.0016543i,0.00024069-0.0018758i,-0.00071611-0.0014346i
0.016019+0.024161i,0.041953+0.031544i,0.082202+0.049472i,0.08876+0.059139i,0.052286+0.041741i,0.018562+0.026321i,0.0082429+0.028341i,0.0092711+0.026909i,0.0060413+0.015549i,-0.0015959+0.00679i,-0.0054273+0.0063755i,-0.004204+0.0076197i,-0.0010024+0.0060229i,0.0013575+0.003232i,0.001227+0.00073437i,-9.0416e-05-0.00054186i,-0.0020059-0.0002668i,-0.0027405+0.00037293i,-0.0013776+0.001241i,-0.0011411+0.0013753i,-0.0020367+0.0010693i,-0.0014561+0.0010814i,-0.00088438+0.0008583i
-0.028162-0.0071501i,-0.04627-0.044388i,-0.059688-0.089115i,-0.048056-0.10195i,-0.013546-0.071168i,0.015979-0.04607i,0.023598-0.04445i,0.013218-0.038015i,0.0044166-0.021539i,0.0050581-0.010438i,0.0057874-0.0073351i,0.0037357-0.0073095i,0.00043041-0.0087263i,-0.0030604-0.0089807i,-0.0016414-0.0080982i,0.0016884-0.0088421i,0.00058499-0.0087104i,-0.0021986-0.0043902i,-0.0026649-0.00012954i,-0.0021025+0.0015922i,-0.00097292+0.001942i,0.0015127+0.0013614i,0.0031991+0.00063241i
0.010903+0.0082941i,0.025502+0.043478i,0.029503+0.088786i,0.018641+0.094594i,0.0014547+0.055902i,-0.019678+0.030362i,-0.033447+0.03275i,-0.029691+0.030625i,-0.019277+0.017877i,-0.010458+0.0091662i,-0.0035969+0.0076071i,0.0012378+0.0096198i,0.0050415+0.012346i,0.0063576+0.012765i,0.0039059+0.010562i,0.00099868+0.0077074i,-8.8253e-05+0.003995i,0.00061552+0.0013105i,0.0014598+0.00093046i,0.0012726+0.00028899i,0.00030028-0.00063995i,-0.0016963-0.00095639i,-0.0031635-0.00082011i
-0.0012867-0.020994i,0.0026733-0.050953i,0.017078-0.086544i,0.030127-0.08749i,0.024702-0.048024i,0.019345-0.010576i,0.026006+0.00095881i,0.027763-0.0035893i,0.018264-0.0044901i,0.0088918+0.00086591i,0.0055389+0.00088948i,0.0030213-0.0035716i,0.00115-0.0057041i,0.0010113-0.0049509i,0.00059795-0.0028791i,-0.00091499-0.00057288i,-0.00082831+0.00064894i,0.00014736-0.00069368i,0.0001238-0.0028584i,-0.0014261-0.0027461i,-0.0022043-0.0024698i,-0.00089078-0.0031605i,0.00034483-0.0026718i
0.0068553+0.016159i,-0.011145+0.043741i,-0.045178+0.06659i,-0.065021+0.059968i,-0.052442+0.030638i,-0.04047+0.0039527i,-0.041179-0.0053033i,-0.031161-0.0022507i,-0.012901-0.0022444i,-0.0026018-0.0050542i,-9.6979e-05-0.0044773i,-0.0016214-0.0027314i,-0.0057214-0.0016308i,-0.0099277-0.00088903i,-0.01215+0.00042943i,-0.011402+0.0033501i,-0.0068898+0.0053498i,-0.0022294+0.0041728i,-0.00092882+0.0015054i,-0.00028587-0.00013375i,6.5992e-05-0.0012338i,-0.00079569-0.0034034i,-0.0014588-0.0036583i
-0.00089087-0.0053635i,0.013908-0.019722i,0.041366-0.031087i,0.050907-0.023161i,0.032496-0.0042874i,0.024519+0.01196i,0.031424+0.02039i,0.031133+0.018924i,0.020294+0.011716i,0.0084583+0.0049147i,0.0020582+0.0017864i,0.0015475+0.0013938i,0.004979+0.00013587i,0.0081882-0.0020344i,0.0084098-0.002599i,0.006497-0.00091987i,0.0040286+0.00010733i,0.0027836-0.00087545i,0.0028586-0.0010155i,0.0019645-0.00015339i,0.0004943+0.0008192i,-0.00051679+0.00077114i,-0.00097123+0.0010396i
-0.017067-0.0036575i,-0.037917-0.0081482i,-0.06569-0.014853i,-0.069688-0.019501i,-0.037501-0.013312i,-0.0055526-0.013946i,0.00058849-0.026713i,-0.0067266-0.02901i,-0.0073029-0.018953i,-0.0023332-0.010295i,-0.0023087-0.0053625i,-0.0047358-0.0020549i,-0.006937-0.0010144i,-0.0073416+9.6963e-05i,-0.003463+0.00068332i,0.00059335-0.00041296i,0.0010128-0.0011632i,-0.0008873+8.3608e-06i,-0.0030607+0.0019257i,-0.0034247+0.0020824i,-0.0026859+0.0010077i,-0.002649+0.0003104i,-0.0022217+0.00021554i
0.0087935-0.0072508i,0.030662+0.0054186i,0.051794+0.028837i,0.052491+0.039398i,0.032796+0.030515i,0.01229+0.027342i,0.001711+0.033151i,-0.0027102+0.027714i,-0.005853+0.014419i,-0.0058018+0.0069243i,-0.0029682+0.0056791i,0.0012948+0.005965i,0.0046842+0.0056844i,0.0055953+0.0055481i,0.0049752+0.0059962i,0.0047125+0.0057209i,0.0038058+0.0036487i,0.0010955+0.0018211i,0.0002498+0.0021217i,0.00043217+0.0036924i,-0.00032124+0.0033754i,-0.0019504+0.0025339i,-0.0034502+0.0021791i
-0.003499-0.0032964i,-0.016664-0.019212i,-0.026693-0.043194i,-0.019221-0.050728i,-0.0053863-0.035156i,0.0019322-0.023277i,0.0060908-0.02303i,0.0073603-0.022548i,0.0041199-0.015196i,0.0022618-0.0041451i,0.0033553+0.0012707i,0.0027461-8.4998e-05i,0.00091073-0.0031758i,0.00012438-0.0054489i,-1.6344e-05-0.0057395i,-0.0011949-0.0046119i,-0.0022382-0.0032116i,-0.0020838-0.0019014i,-0.0026079-0.0017496i,-0.0029729-0.0017525i,-0.001573-0.0013141i,0.0006681-0.0018881i,0.0021391-0.0022233i
0.0094455+0.0085948i,0.014261+0.024959i,0.012586+0.046799i,0.0047964+0.04705i,-0.0022102+0.019938i,-0.015144+0.00012199i,-0.027847+0.0017466i,-0.023395+0.0090873i,-0.010807+0.0079157i,-0.0040488+0.0028363i,-0.00029383+0.0013377i,0.002097+0.0014949i,0.00024609+0.00041645i,-0.003552-0.00070161i,-0.0058093-0.0016375i,-0.0060493-0.00093209i,-0.0047762+0.00080221i,-0.0013984+0.00096084i,0.00054935-0.00087907i,0.00013423-0.0025558i,0.00023071-0.0032149i,0.0011845-0.0033538i,0.00071274-0.0030523i
-0.0090568+0.001716i,-0.0071572-0.012731i,0.0023736-0.033815i,0.011068-0.037397i,0.010773-0.022942i,0.01677-0.01323i,0.027625-0.0090712i,0.028184-0.0028925i,0.0209+0.002247i,0.01269+0.0026799i,0.0062082+0.00017215i,0.0041076-0.0022724i,0.0059582-0.0047573i,0.008024-0.0063378i,0.0069941-0.0058907i,0.0040463-0.0043334i,0.0023673-0.0029467i,0.0026018-0.0024458i,0.0027585-0.0021165i,0.0022472-0.0017522i,0.0019149-0.0014921i,0.0018033-0.0011499i,0.0022432-1.5174e-05i
-0.0098768+0.00034302i,-0.016609+0.0096637i,-0.030836+0.0196i,-0.038035+0.020847i,-0.023802+0.016645i,-0.009783+0.0099668i,-0.010345+0.00026272i,-0.012402-0.0055952i,-0.0084995-0.0054035i,-0.0019844-0.0047326i,0.00016764-0.0040734i,-0.0023582+0.00094789i,-0.0054495+0.0071136i,-0.0068347+0.0083347i,-0.005045+0.0066935i,-0.0024933+0.0053999i,-0.001361+0.0047011i,-0.0011296+0.0041921i,-0.0015891+0.0035615i,-0.0016471+0.0028318i,-0.0016834+0.00038995i,-0.0022023-0.0030806i,-0.0028753-0.0040653i
0.0073753-0.010303i,0.019199-0.014644i,0.029741-0.01538i,0.026018-0.0067654i,0.010847+0.007708i,0.0052483+0.024221i,0.012183+0.03178i,0.01493+0.022217i,0.0092312+0.0079325i,0.0030379+0.0003888i,-5.116e-05-0.002043i,-0.0023649-0.0024473i,-0.00364-0.0014377i,-0.0037065+0.0017064i,-0.0035057+0.0057803i,-0.0018948+0.0073358i,-9.3003e-05+0.0043283i,-0.00021978+0.00095368i,-0.00065856-0.00020056i,-0.00014596+0.00046455i,-0.00059461+0.0012295i,-0.0023589+0.0012436i,-0.0033811+0.0014851i
-0.0017442+0.00051392i,-0.014923+0.0016307i,-0.030276-0.0030557i,-0.031232-0.0080219i,-0.020592-0.0052595i,-0.014487-0.0063449i,-0.012286-0.01341i,-0.0085098-0.016396i,-0.0046424-0.012405i,-0.0015495-0.0048664i,0.0014889+0.00016071i,0.003246-0.0001467i,0.0030297-0.0032854i,0.0015562-0.0058532i,2.0304e-05-0.0059012i,-0.00074648-0.0045595i,-0.00096367-0.0029208i,-0.00054477-0.0015353i,-0.0012889-0.00099221i,-0.0029178-0.00027951i,-0.0025632+0.00042538i,-0.0014491-0.00053775i,-0.00046844-0.001294i
0.011103+0.0037181i,0.019997+0.0056151i,0.029952+0.011594i,0.028636+0.011334i,0.017304-0.0014396i,0.0043111-0.0072368i,-0.0071231+0.0014982i,-0.01066+0.0098533i,-0.007861+0.007983i,-0.0058557+0.0032126i,-0.0030319+0.0040938i,0.0017618+0.0049509i,0.0036223+0.0035577i,0.0014604+0.0026772i,-5.2473e-05+0.0011646i,-0.00036782-0.00022521i,-0.0006835-0.000107i,-0.00045457-0.00013248i,0.00058235-0.00123i,0.0011481-0.001375i,0.00099018-0.00030463i,-1.907e-05+0.00091324i,-0.00084843+0.0014345i
0.00010361+0.0080249i,-0.0041241-0.0011232i,-0.0047632-0.017519i,0.0017962-0.025315i,0.0097833-0.021654i,0.016238-0.022517i,0.019179-0.024604i,0.014509-0.017452i,0.0087546-0.0062467i,0.0055727-0.0010833i,0.0031961-0.00086195i,0.0019466-0.0025235i,0.0019547-0.00606i,0.0030107-0.007859i,0.004164-0.0068075i,0.0032599-0.0054586i,0.0023266-0.0037469i,0.0030278-0.0011614i,0.0033644-0.00052407i,0.0024241-0.00084291i,0.00018145-0.00020924i,-0.00051735-0.0001472i,0.0010116-0.00071245i
-0.0061407+0.0037396i,-0.0033819+0.010852i,-0.0016216+0.021555i,-0.0005172+0.022155i,0.0046857+0.014748i,0.0067877+0.011964i,-0.00024375+0.010175i,-0.0077602+0.0070728i,-0.0072104+0.0047073i,-0.0019946+0.0034101i,0.0014315+0.0022068i,0.00075333+0.0028583i,-0.00084093+0.0049352i,-0.0015106+0.005618i,-0.0014301+0.0040642i,-0.00066033+0.001992i,-0.000183+0.0026927i,-0.00053871+0.0033047i,-0.0016655+0.0033265i,-0.00087347+0.0031248i,0.00056851+0.00079542i,0.00012058-0.0013997i,-0.00099577-0.0012193i
-0.0087593-0.0051383i,-0.0064736-0.009235i,-0.0018759-0.01367i,-0.0001311-0.011638i,-0.0053265-0.00076922i,-0.0041188+0.011224i,0.0072682+0.016342i,0.015407+0.011702i,0.013301+0.0048465i,0.0084624+0.00083927i,0.0039503-0.0017195i,-0.0019481-0.002828i,-0.0060656-0.0017375i,-0.0068029+0.0014527i,-0.0055611+0.0046455i,-0.0034611+0.0047584i,-0.0022567+0.0021166i,-0.0015612+2.7829e-05i,-0.00035135-0.00087686i,0.00035427-0.0011055i,0.00022919-0.00094629i,-0.0012847-0.00083028i,-0.0019792-0.00079972i
