-0.0016403+0.0013889i,-0.0001578+0.00047597i,-0.00083651+0.00067985i,-0.001338+0.00074641i,-0.0010952+0.0016135i,-0.0013983+0.0024903i,-0.00092054+0.0028478i,0.00030577+0.0025588i,0.0013946+0.0011876i,0.0010598+0.00038948i,0.00023403-0.00037568i,-0.00060872-0.00080545i,-0.0007215-0.00023437i,-0.00052425-0.00064621i,-0.00057848-0.00071426i,-0.00034152-0.00035008i,0.00039295-9.4651e-05i,0.00091328+0.0003545i,0.00077576+0.00034648i,0.0005023-0.00011513i,0.00057966-0.00027914i,0.00047605+0.00028738i,0.00012097+0.00023933i
-0.0014971+0.00079186i,-0.00039695+0.0014435i,0.00072784+0.0021946i,0.0012681+0.0028466i,0.0011182+0.0021036i,0.0012824+0.00089953i,0.00057306+0.00045048i,0.0001124+0.00019928i,0.00072207+5.6988e-05i,0.00050464+0.00016445i,0.00032274+0.00031245i,0.00014571+0.00054711i,-0.00012862-1.1865e-06i,-0.00048277-0.00068678i,-0.0008223-0.00030693i,-0.00068501+0.0003624i,0.00024959+0.00065766i,0.00057489+0.0010311i,0.00015514+0.00080962i,1.0972e-05-0.00013695i,5.96e-05-0.00054887i,0.00020437-9.3773e-05i,0.00040521-6.7464e-05i
-0.00022637-0.002401i,-0.0018356-0.0014621i,-0.0024036-0.0010961i,-0.0018119-0.00021248i,-0.001466+0.0010413i,-0.00044534+0.0024391i,8.6371e-05+0.0018651i,-0.00017298+0.00059219i,-0.00037496+0.00016549i,-0.00021664-0.00040142i,-0.00065981-0.00020514i,-0.0009716+0.00036678i,2.9148e-05-3.3885e-05i,0.00097974-0.00061403i,0.0011224-0.00051542i,0.00019407-0.00058767i,-0.00023887+4.2829e-05i,-0.00063591+0.00054692i,-0.0010051+0.00059736i,-0.00026994+0.00048622i,0.00051558-0.00027881i,0.00066384-0.00024593i,-0.0001068+5.2562e-05i
0.00084444-0.001143i,0.0017456-0.0014339i,0.0017271-0.0010833i,0.0014531+4.0463e-05i,0.0008357+0.0012772i,0.00019166+0.00059283i,0.00070632-0.00015866i,0.00022529-5.7353e-05i,-0.00043638+0.00043818i,5.932e-05+0.00046389i,0.00066111+0.00010477i,0.00038328+0.00016439i,-4.9581e-05-0.00021626i,-1.243e-05-0.00074972i,0.00048784-0.00040719i,0.00065617+0.00012357i,0.00029631-0.00040507i,0.00045878-0.00062343i,0.000394-0.0003359i,3.3912e-05-8.8266e-05i,-0.00032299-0.00013968i,0.00030741+4.5841e-05i,0.00088153+0.00077661i
0.00090748-0.00042582i,0.00089332+0.00038662i,0.00073976+0.00056936i,0.00016349+0.00084463i,0.00053647+0.0013614i,0.00095192+0.0011409i,0.00025048+0.00045345i,1.651e-05+0.00042419i,8.1914e-05+0.00040523i,-0.00010272+0.0007548i,4.224e-05+0.00017935i,0.00032602-0.00068486i,0.00024714-0.00030167i,0.00053927+0.00047791i,0.0001672+0.0004771i,-0.00011622+0.00030972i,0.00010599+0.00045439i,0.00096175+0.00022394i,0.0013019+0.00038438i,0.00063022+0.00064546i,0.00025618+0.00062662i,-0.00046269+0.00031577i,-0.00070199-0.00056664i
0.0019366-0.0010318i,0.0022733-0.0010081i,0.0021734-0.00025687i,0.0014977+0.00081421i,0.00021189+0.0013943i,-0.00067174+0.0014148i,-0.00018795+0.00089844i,0.00054382+0.00095033i,0.0005307+0.0005262i,5.2199e-05-0.0004371i,8.5799e-05+9.4667e-05i,0.00030109+0.00059757i,-0.00014816+0.00050268i,-0.00013109+0.0011362i,2.0568e-05+0.0013682i,0.00019517+0.0015193i,0.00038157+0.0015308i,-4.1587e-06+0.00051115i,-3.4152e-06-0.00018342i,0.00044621-0.00013878i,0.00089282+0.00028135i,0.00096076+0.00072221i,0.00022002+0.00071302i
0.0010321+0.00052065i,-0.00047211+0.00013696i,-0.00090849+0.00084494i,-0.00073403+0.0013179i,-0.00041667+0.00089995i,0.00033898+0.00085617i,0.0013815+0.00076169i,0.0018826+0.00036914i,0.00081902+0.00021584i,0.00028342+0.00021916i,0.00065061+0.00051603i,0.000633+0.00048826i,0.00058261-0.00063673i,0.00044296-0.00070983i,0.00020243+0.00036669i,-0.00033095+0.00073779i,-0.0010211+0.00016357i,-0.00089437-5.0196e-05i,-0.00034795+0.00021224i,0.00023719-0.00012644i,0.00045207+1.105e-05i,0.00021733+0.00029035i,0.00018077-0.00020524i
-0.0020195+0.00065552i,-0.0016202+0.0018115i,-0.00071812+0.0028983i,0.0010637+0.0020048i,0.0026872+0.00080971i,0.0025524+0.00036392i,0.00062912+0.00015123i,0.00014341-8.6627e-05i,0.00024031-0.00031819i,-0.00034533-0.00036486i,-0.00052038+0.00043154i,-0.00052897+0.00055727i,-0.00013155-0.00036873i,0.000356-0.00013821i,-0.00026348+0.00019875i,-0.00030538-6.1259e-05i,0.0002073+3.1453e-05i,-0.00011461+3.8249e-05i,3.7906e-05+0.00017248i,-6.0734e-05+0.00079535i,-0.00065341+0.00093428i,-0.0003648+0.00075571i,-6.4981e-05+0.00034047i
-0.0011166+0.00064618i,-0.0012653+0.0012848i,-0.00036813+0.0016136i,0.00089415+0.00080192i,0.0010915-0.00043729i,0.00074791-0.00013349i,0.00085306+0.00059051i,0.0010618+0.00037238i,0.00047099-0.00026232i,-0.00015987-8.9312e-05i,-0.00062761+0.00042403i,-0.00030941+0.00059753i,0.00031004+0.00020047i,0.00013418-0.00011287i,0.00033187+0.00010858i,0.0002016+0.0004874i,0.00041507+9.2441e-05i,0.00052136+0.00044025i,1.3179e-05+0.0008434i,-7.2281e-05+0.00081594i,7.6467e-05+0.00072452i,-0.00015822+0.00059577i,-0.00096502-0.00021274i
0.0013282+0.00013433i,0.0014914-0.00073266i,0.0014354-0.0020634i,0.0018305-0.0011418i,0.00088927+0.00014766i,-0.0001043+0.00055063i,0.00022036+0.00092199i,0.00083742+0.00058743i,0.0010837-7.7134e-05i,0.00035165+0.00012198i,-0.00051087+0.00046221i,8.7814e-05-0.00047681i,0.00058337-0.00050684i,0.00031486+0.00051613i,-0.00011245+0.00060653i,-0.00029935+0.00067226i,-0.00040795+0.0010052i,-0.00087132+0.00070537i,-0.00043145+0.00047599i,-1.5931e-06+0.00077141i,-0.00042112-8.7014e-05i,-0.00035063-0.00083964i,0.0004888-0.00062026i
9.5511e-05-0.00091039i,-0.00059658-3.793e-06i,-0.00079151+0.00085194i,-0.0013602+0.0017417i,-0.0010641+0.0013324i,6.2271e-05+0.0012281i,0.00043458+0.00039292i,0.00049278-0.00057928i,2.7517e-05-0.0005897i,-0.0011495-0.00034635i,-0.0019144-0.00012166i,-0.0011765-0.00012524i,-0.00036396+6.0392e-05i,0.00026068+0.00018379i,0.0004989+0.00038426i,-0.00047737+0.00018084i,-0.00087308+0.00015356i,-0.00057502-1.2717e-05i,-0.00044927+0.00013056i,-0.00010998+0.00045874i,0.00014369+0.00056074i,7.8073e-05+0.00081577i,4.2443e-05+0.00018889i
0.001072-0.00012782i,0.00063543-4.8048e-05i,0.00092369+0.00085151i,0.0012776+0.00092751i,0.0012198+0.00055134i,-4.8063e-06+0.00078552i,-4.5599e-05+0.00070991i,0.0011623+0.00047709i,0.00080708+0.00019014i,6.0711e-05-0.00025677i,-0.00048743-0.0010286i,5.945e-05-0.00094282i,0.00025137-0.00018194i,-0.00031741+0.00016235i,-0.00046777-0.00056504i,0.0003118-0.00073944i,0.0001818-0.00037257i,-0.00059607+0.00022786i,-0.00052103+0.00031584i,0.00053877-6.5299e-05i,0.0011733+0.00025788i,0.0007101+0.00061255i,0.00050562+0.00040029i
0.00032779+0.0014938i,0.00043446+0.0016978i,0.001111+0.002469i,0.0020967+0.0020279i,0.0026558+0.00062435i,0.0021614+9.6276e-06i,0.00067371-8.6349e-05i,0.00012368+0.00075201i,0.00016189+0.0010323i,-0.00020956+0.00052201i,-0.00051713-0.00058179i,-0.00058725-0.00099516i,-0.00050618+0.00021717i,-0.00044248+0.00064222i,-0.00044639+1.7944e-05i,0.00014529-0.00034742i,0.0011368+7.2488e-05i,0.00073282+0.00049624i,-0.00044254-2.995e-05i,-0.00024173+0.0001542i,0.00020253+0.00054087i,-6.1331e-05+0.00044475i,-0.00029028-4.252e-05i
-0.00060116+0.0017504i,-0.0010058+0.0014411i,-0.0012585+0.0012605i,0.00016819+0.0011076i,0.0011346+0.0014591i,0.00061646+0.0012594i,-0.00042482+0.0010031i,-0.0013091+0.0011131i,-0.00097997+0.0010851i,-0.00019506+0.0010796i,6.0955e-05+0.0010414i,-0.00015361+0.00022389i,-0.00070315-0.00095538i,-0.00094003-0.00081165i,-0.00030984-0.00079963i,0.00053111-0.0010076i,0.00016321-0.00053302i,-0.00086713+0.00022875i,-0.00039498+0.0010656i,0.00030469+0.0006952i,0.00054362+0.00056636i,0.00057705+0.00066776i,0.00025231+4.8708e-05i
0.00047231-0.00026617i,0.00053603+0.00080907i,0.0014792+0.001935i,0.0026692+0.0017688i,0.0021109+0.0012883i,0.0010534+0.00098818i,0.00096641+0.0010648i,0.00088733+0.00053041i,5.3802e-05-0.00054263i,-0.00059946-0.0013356i,-0.00064-0.0011703i,0.00015423-0.00015878i,4.1998e-05+0.00063662i,-0.00030968+0.00022222i,0.00043708+0.00018459i,0.00052126+0.00088431i,0.00073477+0.00022724i,0.0016457-0.00024318i,0.002328+0.00037984i,0.0011381+0.00030911i,-0.00084326+7.575e-05i,-0.0010102-2.3734e-05i,-0.00016274+0.00037907i
-0.0013646-0.00073059i,-0.0014774-0.0011747i,-0.00097729-0.00058564i,-0.00051152+0.0012575i,-0.00012373+0.0019566i,0.0010084+0.0011817i,0.001561+0.0007445i,0.0015631+0.00033372i,0.0014057-0.00043565i,0.00026602-0.00049187i,-0.00060366+0.00021846i,-0.00082578+0.00024338i,0.00010661-0.00026657i,0.00076144-0.00058345i,0.00043044+4.2808e-05i,0.00028854+0.00031042i,7.1273e-05+0.00062286i,-0.0002375+0.0014556i,-0.00024797+0.00082392i,0.00014829-0.00059651i,0.00063225-0.00053947i,0.00018074+0.0003174i,-0.00065324+3.8394e-05i
7.4586e-05+0.00010845i,0.0003417-0.00043904i,0.00059153+0.00028523i,0.0010695+0.0014226i,0.0014445+0.0011509i,0.00095583+0.00065006i,0.00032802+0.00013535i,-0.00010241-0.00010222i,-0.00030489+0.00015006i,4.6656e-05-2.2887e-06i,-0.00021219-0.00021154i,0.00033078-0.00045022i,0.0010952-0.0011554i,0.0003603-0.00086861i,-0.00024959-0.00014798i,0.00017192+0.00026495i,0.00075403+0.00071465i,0.00031714+0.0010453i,-0.00030842+0.00059862i,-0.0007024+0.00016886i,-0.000447+0.00045349i,0.00016035+0.00015282i,0.00050586-0.00021138i
-0.00039487-0.00054084i,-0.00059869+0.00025169i,-0.00089387+0.00054184i,-7.0354e-06+0.0013595i,0.0014233+0.0022915i,0.00078249+0.0021455i,0.00010562+0.0015464i,0.00047998+0.00080627i,8.0711e-05-0.0005655i,-0.0005389-0.00031786i,-0.00054677+0.00069551i,-0.00015448+0.0010808i,8.9775e-05+0.00078235i,-0.00010341+0.00011199i,-0.00068966-0.0006554i,-0.00097517-0.00028082i,0.00014747+0.00035428i,0.00088724+0.0003644i,0.00038463+0.0008635i,0.00033887+0.00091848i,0.00083784+0.00045686i,0.00090221+0.00043353i,0.00044295+0.00041572i
-0.00047563-0.0021729i,-2.6596e-05-0.00034186i,-0.0003911+0.0022004i,-2.9996e-05+0.0026909i,0.00065264+0.0022416i,0.00038334+0.0012316i,0.00015908+0.00041855i,0.00045524+0.00026395i,0.00048669+0.00029907i,0.00012938+0.00045287i,-0.00013091+0.00098093i,-0.00024996+0.0015974i,-0.00060129+0.00098951i,-0.00025276-0.00026613i,0.00044821-0.00039089i,0.00050774-0.00024228i,0.00040779-0.00017875i,0.00051671+0.00019938i,0.0011036+0.0010058i,0.00067457+0.00069198i,-0.00048698-0.00089175i,-0.00093975-0.0010467i,-0.00012557-8.2025e-05i
-0.0004964+0.00060099i,0.00042822+0.00091643i,0.00121+0.0013075i,0.0015586+0.0011605i,0.00089282+0.001575i,0.00029211+0.00055851i,0.00015064-0.00079717i,-0.00039124-0.0010376i,-0.00067847-0.00032208i,-0.00034587+0.00063795i,5.8282e-05+0.00038847i,-2.838e-05+3.8542e-05i,-1.3964e-05+0.00044387i,1.1724e-05-0.0001723i,-0.00025423-0.00046351i,4.9473e-05+0.00033495i,0.00050156+0.00045651i,0.00049221+0.0009052i,-0.0001095+0.0010208i,-0.00077543+0.0011943i,-0.0005648+0.0010614i,0.00020877+0.00047277i,0.00013979-0.00016517i
-0.0012393+0.00086975i,-0.00079278+0.0007709i,-0.00015251+0.0018509i,0.00066635+0.0031754i,0.0014065+0.0025302i,0.00082128+0.0010362i,0.00061169+9.1279e-05i,0.00067375-0.00012433i,0.00049315-0.00013132i,0.00035847-0.0003189i,-0.00049205-8.2888e-05i,-0.0013731+5.1071e-05i,-0.0012842+0.00023265i,-0.00093741+0.00048322i,-0.00078023+0.00068845i,-0.00037023+0.00058249i,0.00019132+0.0004562i,0.00029509+1.6723e-05i,-0.00049426-0.00060934i,-0.0010322-0.00069907i,-0.00027861-0.00030867i,0.00022362-0.00041119i,2.8301e-05-0.00083499i
-0.0013232+0.00050407i,-0.0020058+0.00041985i,-0.00080614+0.00052067i,1.3047e-06+0.00097806i,-1.7008e-05+0.001098i,-4.7603e-05+0.00096597i,0.0004118+0.0010479i,0.0004425+0.0013949i,0.00026245+0.0010567i,-0.00013881+0.00012625i,-6.9569e-05+0.00013359i,0.00018522-6.0017e-05i,0.0004247-0.00064666i,0.00045692-0.00081868i,0.00052624-0.00026767i,0.00090228+0.00015986i,0.0013604+0.00026367i,0.0013779+0.00030196i,0.00077825+0.00013365i,-0.0004229+3.6374e-05i,-0.00070885-3.9752e-05i,-0.0001767-0.00020514i,0.00061238-4.7713e-05i
-0.0017264+0.00075836i,-0.0011848+0.0012405i,-0.00075324+0.0022316i,1.2122e-05+0.0027401i,0.0011867+0.0024867i,0.001863+0.0013209i,0.00097553+0.0003874i,0.00014823-0.00029193i,0.0007304-0.00027066i,0.00067522+0.00033539i,-0.00051077+0.00092102i,-0.00090006+0.0008735i,-0.00096824+0.00054752i,-0.0011521+4.6083e-05i,-0.00058195+0.00042005i,-0.00026414+0.0010921i,-0.00027215+0.00086591i,-0.00023575+0.00036402i,-4.0424e-05-0.00012251i,0.00062512-8.3591e-05i,0.00065941+0.00011359i,-0.00026615+0.00062058i,-0.00044997+0.0016213i
0.00032922+0.00017682i,0.00046965-0.00083521i,0.001596-0.00030663i,0.0015413+0.00032297i,0.0010768+0.00055511i,-6.5101e-05+0.00075769i,-0.00029876+0.0011105i,0.00080849+0.00049651i,0.00075952-0.00089056i,0.00024591-0.00057847i,0.00019586+0.00027674i,0.0004226+0.00061435i,0.00047376+0.00067044i,0.00037841+0.0004129i,0.00073905-0.00043371i,0.00041792-0.00068887i,0.00028418-0.00048452i,0.00031969-0.00023627i,-0.00012756+0.0001496i,-0.00032836+0.00049202i,0.00016702+0.00025185i,0.00066187+8.9886e-05i,0.00012416+0.00035185i
0.001098+0.00046064i,0.00083838+0.0010621i,0.0015295+0.00042626i,0.0035191-0.00088863i,0.0026834-0.00090388i,0.00035496-0.00044894i,-0.00028423+0.00032388i,-0.00027169+0.0011139i,-1.0701e-05+0.00031333i,-0.00022045-0.0010256i,8.8821e-06-0.001293i,0.00019397-0.00063999i,-0.00033855+0.00038071i,-0.0005099+0.00026794i,-0.00020222+0.0001398i,-0.00033594+0.0004267i,-0.00058283+0.00043874i,-0.00029358+0.00031297i,0.00024601-0.00017312i,0.0007036-0.00037134i,0.00046179-8.3018e-05i,-5.6088e-06-0.00014013i,-8.7317e-05-7.5357e-05i
-9.0851e-05-0.00055369i,-0.00061531+0.00030602i,-0.00021343+0.00039239i,1.6391e-05+0.0010972i,-0.00075393+0.001504i,-0.00018162+0.00098029i,0.0010193+0.00074631i,0.0013516+0.00013042i,0.00046081-0.0009471i,-0.00091832-0.0012578i,-0.00049898-0.00016593i,0.00022744+0.00021478i,0.00043912+0.00023226i,0.00022409+0.00060879i,-1.3498e-05+0.00033004i,0.00052076-5.0534e-05i,0.0010203-2.2384e-06i,0.00055592+0.00012108i,-2.7322e-05+0.00016644i,-0.00014984-0.00054125i,9.3555e-05-0.001211i,0.00031191-0.0007157i,0.00064129+0.00017461i
-0.0019724+0.00017871i,-0.001474-5.7314e-05i,-0.00090442+0.0013812i,-0.00078722+0.0022161i,-4.4363e-05+0.0016641i,0.00061978+0.00033573i,0.00062144-0.00090948i,0.00099006-0.00083904i,0.00073878-0.00010874i,-0.0001769+0.0004274i,3.9101e-05+0.00053168i,0.00048179+0.00041237i,-2.6649e-05+0.00039093i,-0.00056524+0.0010351i,-0.00058582+0.0010556i,-0.00072912+0.0011584i,-0.0001687+0.00077616i,6.2148e-05+0.00025186i,-0.00022505+0.00029301i,-0.00023087+0.00056994i,-0.00025857+0.00013366i,-0.00033511+0.00023696i,-0.00044619+0.00016082i
-4.1832e-05-0.00061415i,0.0015095-0.0014205i,0.0021251-0.00079568i,0.0024358+0.00053035i,0.0025368+0.0014317i,0.0019838+0.00099455i,0.0011194+0.00045216i,0.00086449+0.00056088i,0.001066+0.0003175i,0.00084087-0.0001712i,0.00050385-7.3508e-05i,-0.00042022-3.9477e-06i,-0.0003173-0.00018818i,0.00013125+0.00021314i,0.0004698+0.00090718i,0.00061065+0.0010706i,0.00032132+0.00043878i,0.00080765-0.00057681i,0.00033675-0.00056353i,-0.00076217-0.00021014i,-0.00042406+0.00013932i,7.493e-05-0.00012149i,-6.8144e-05-0.00042724i
-0.00018759+0.00010885i,0.0010652-0.00020614i,0.00030737+0.00013734i,0.00029823+0.0014139i,0.0012258+0.0015591i,0.00054521+0.0011191i,0.00017866+0.0013881i,0.00022979+0.0015146i,-2.7791e-05+0.0003675i,0.00031317-0.00011081i,0.00084599+0.0004774i,0.0005328+0.00013108i,-7.5696e-05-0.00068903i,3.8545e-05-0.0012619i,0.00032852-0.0014456i,0.00047952-0.00039433i,0.00055602+0.0006257i,-2.3603e-06+0.00050168i,7.4076e-05+0.0003509i,7.5558e-05+2.4984e-05i,-0.0005057-0.00057422i,-0.00055047-0.00043828i,0.00020086+4.322e-05i
0.00036008+0.0018103i,0.00042389+0.0021709i,0.00087768+0.0018418i,0.0015874+0.0014215i,0.0015155+0.0020618i,0.00010535+0.0019002i,-0.0004732+0.00062732i,0.00016811+0.00029448i,0.00057465-5.5939e-05i,0.00067293-4.9962e-05i,0.00032063+0.0008012i,-0.00039373+0.00012822i,-0.00027265-4.9786e-05i,-0.00019774+0.00074335i,0.00035375+0.00013308i,0.0011591-0.00031085i,0.0005945+0.00077653i,-2.5597e-05+0.0011939i,-0.0001811+0.0001856i,-0.0002083+7.9837e-05i,-0.00069463-9.6902e-05i,-0.00085799-0.00027522i,-0.00031513+6.6126e-05i
0.00086692-0.00010508i,0.0010633-0.00051375i,0.0014265-0.00076285i,0.0017903-0.0013646i,0.001194-0.0015694i,-0.00012169-0.0011441i,-0.00061775+0.00012273i,-0.00051075+0.00059743i,0.00033022+0.00022059i,0.00044256+3.9366e-05i,-0.00028908-0.00014223i,8.2987e-05+0.00032106i,8.8166e-05+0.0007009i,-0.00050591+0.0005417i,-0.00039534+0.0002908i,-0.00033898-9.4964e-05i,-0.00018292+0.00033803i,0.00021474+0.00024928i,0.00073587-6.9541e-05i,-4.2087e-05-0.00017177i,-0.00068138-0.00040476i,6.3036e-05-0.00034531i,0.00024279-0.0004158i
-0.0015838-0.00039563i,-0.0021943-0.00020938i,-0.0020282+0.0011574i,-0.00086737+0.0017988i,-0.00014108+0.0019852i,-0.00030885+0.0013129i,-8.6276e-06+0.00073163i,0.00071368+0.00085102i,0.00030874+0.00071838i,7.8459e-05+4.4098e-05i,0.00075989-0.00033298i,0.00097821+0.000321i,9.1604e-05+0.00098484i,-0.00043821+0.00042429i,-4.5897e-05-0.00070157i,-0.00010903-0.00086708i,-0.000612-0.00068719i,-0.00053249-0.00019383i,-2.1059e-05+0.0005131i,0.0006465+0.00094666i,0.00039872+0.0012684i,0.00054105+0.00083646i,0.0013109-6.543e-05i
0.00044+0.00081828i,0.0011666-0.00042497i,0.00069499-0.00046941i,0.00030868+2.454e-05i,0.0012697+0.00046262i,0.00091369+0.00050259i,0.0001874+0.00027708i,-3.4682e-05-0.00019831i,3.1623e-05-0.00027028i,0.00037815-8.4759e-05i,0.00076578-0.00054508i,7.6396e-05-0.00068893i,-0.00071219-0.00019437i,-0.00046185+4.4398e-05i,-3.8313e-05+0.00052827i,9.3835e-06+0.00067858i,-7.6558e-05+4.9703e-05i,-0.0002425+8.7632e-05i,-0.00047213+0.00031406i,-4.0475e-05+0.00066253i,-0.00020625+0.00075543i,-0.00062792-0.00018187i,-0.00025234-0.00083274i
0.00035029+0.00010911i,-0.00015072+0.00082389i,-0.00087739+0.0015391i,-0.00027344+0.00084684i,0.00066285+0.00022016i,0.00041386+0.00042559i,0.00063842+0.00017854i,0.0011678+0.00033832i,0.00093791-0.0001154i,0.00053035-0.00032501i,0.00026672-0.00025625i,-0.00010681+4.6821e-05i,-0.00039168+3.4485e-05i,8.2042e-05-0.00022634i,0.00068445-0.00015482i,0.00058436-0.00017693i,-3.487e-05-0.00085015i,-0.00094434-0.00087202i,-0.00064192-0.00055388i,9.2447e-05-8.0855e-05i,-5.3272e-05-0.00025648i,6.764e-05-0.00078448i,0.00025352-0.00065069i
-0.0022037+0.00032579i,-0.0023518-0.0002255i,-0.0013929+0.00057001i,0.00066729+0.0013253i,0.0020612+0.0012636i,0.0014109+0.0012514i,0.0009032+0.001134i,0.00064474+0.0010699i,0.00016778+0.0011285i,-4.5501e-05+0.00091732i,0.00017827+0.00025137i,0.00018154-0.00026543i,-0.00046021+0.00014705i,-0.0011007+0.00049203i,-0.000585+0.00023368i,0.00020768+1.9035e-05i,0.00027876+0.00021741i,0.0005477+0.00039268i,0.0010838-7.3082e-05i,0.0014414-0.00019865i,0.0013834+0.00031344i,0.0010354+0.000645i,0.00025695+0.00047059i
8.4569e-05-0.0022728i,-0.00027684-0.0011662i,-0.00098896+0.00031317i,-0.00082976+0.0013863i,-0.00010924+0.0018475i,0.00027742+0.00097899i,0.00052602+9.7445e-05i,0.00045927-0.00029983i,-0.0003981-0.00018977i,-0.00097436+0.00063288i,-0.00061857+0.00076035i,0.0002528+0.00030959i,0.00049124+0.00052283i,3.9184e-06+0.00037915i,-0.0009333+0.00019651i,-0.00073754+0.00052152i,-9.0844e-06+0.00039112i,0.00037071+0.00033015i,0.00068279+0.00014498i,0.0008656+0.00013441i,0.00012679+0.00026129i,-0.0011907+0.00026346i,-0.00080059+0.00040468i
-0.00023725+0.0010575i,-0.00041924+0.0012328i,-0.00037072+0.0013727i,-0.00050667+0.0017734i,-8.9133e-05+0.0019134i,0.00024696+0.0014713i,0.00023554+0.0007224i,3.3042e-05+0.0010665i,2.5751e-05+0.00079255i,0.00036457-2.8798e-05i,-0.00094026+0.00011951i,-0.001382+1.0758e-05i,-0.00059333-0.00070758i,-0.00060928-0.00054274i,-0.00070067-0.0005349i,-5.7813e-05-4.2967e-06i,-7.7646e-05+0.0010515i,0.0003912+0.00087104i,0.00086177+0.00036942i,5.7687e-05+0.00012531i,-0.00024413-0.00031034i,0.00050951-0.00076849i,0.0011207-0.00012659i
0.0011103+0.00072422i,0.00098175-0.00035606i,0.0013792-0.00069746i,0.001899+0.00023246i,0.0024712+0.00026797i,0.0013017-0.00021598i,0.00021808+0.0001669i,0.00066449+0.00067589i,0.0012804+0.0003047i,0.0010655-0.00063014i,0.00029025-0.00083841i,-8.4079e-05-0.0010466i,0.00047714-0.00033826i,0.00043221+0.00073884i,-0.00017582+0.00063132i,-0.00013202-7.842e-05i,0.00043508-7.8591e-05i,0.00044471+0.00086255i,-0.00026192+0.0009132i,-0.00061859+0.00071947i,-5.9167e-07+0.00051084i,8.2907e-05+0.00075194i,-0.00052369+0.00056929i
-0.0011628-0.00053204i,-0.0016816+0.00031662i,-0.0014823+0.00084878i,-0.00029105+0.0023414i,-0.00047531+0.0024373i,-0.00024357+0.00099746i,-0.00031885-0.00011983i,-0.00035787-1.7229e-05i,1.5476e-05-4.6257e-05i,-0.00065669-0.00016253i,-0.00093762+0.00074156i,-0.00049793+0.0010526i,6.1346e-05+0.00047289i,0.00041647+0.00060989i,9.7114e-05+0.00087122i,-0.00050276+0.00081312i,-0.00062708+0.00053735i,-0.00027435+0.00077338i,0.00059526+0.00086941i,0.0012184+0.00040223i,0.0015702-0.00018617i,0.0012223-7.2283e-05i,0.0003816+0.00051411i
-0.00076217-0.00044662i,-0.0006873+0.00050881i,0.00013272+0.0012715i,-0.00011675+0.0021587i,-0.00060189+0.0020647i,0.00077661+0.0016793i,0.0014156+0.0010707i,0.00089121+1.4002e-05i,0.00045975-0.00024007i,0.00028723+0.00035569i,-0.0001702+0.00083298i,5.5658e-06+0.00095528i,-4.2684e-05+0.000324i,-0.00067728-0.00053291i,-0.00044719-0.00041302i,-0.00048011+0.00040049i,-1.8343e-05+0.00074328i,0.00060905+0.00076654i,0.00092347+8.6544e-05i,0.00056174+0.00044436i,-0.00014892+0.00088037i,-0.00037533+0.00049614i,0.00015665-0.00027096i
-0.00046836+0.00063052i,-0.001304+0.00046216i,-0.00070511+0.0008552i,0.00078296+0.0011348i,0.0019077+0.00088416i,0.0010235+0.00056326i,-0.00022539+0.00074826i,-0.0001676+0.0013416i,-1.6931e-05+0.001277i,0.00032186+0.0011393i,-5.4897e-05+0.001117i,-0.00047634+0.00057334i,-0.00099503-3.3774e-05i,-0.00049284-3.0373e-05i,0.00042324-3.0402e-05i,0.00030596-0.00042626i,0.00048494+0.00026657i,0.00071234+0.0010003i,-0.00031375+0.00052626i,-0.00037822-0.00017027i,0.0006639-0.00041528i,0.00074456-8.1619e-05i,0.00011824-0.00079177i
-0.0016071-0.00060062i,-0.0010255-0.00015536i,-0.0014435+0.00029879i,-0.0015256+0.0015722i,-7.2337e-05+0.0031276i,0.00084726+0.0024586i,0.00072286+0.000267i,0.00028328-0.00038267i,-0.00046183+0.00032637i,-0.00017376+0.00044552i,6.0026e-05+0.00034616i,-0.0004646+0.00070895i,-0.00095037+0.00077996i,-0.0011385+0.00017979i,-0.00099638-0.00010857i,-0.00103-9.7971e-05i,-0.00092669+0.0007084i,-0.000609+0.0012453i,-5.9726e-05+0.00077111i,-0.00022111+0.00034945i,0.00018936-0.00020586i,0.00086974-0.00035305i,0.00088309-0.000229i
0.00085525-0.00034717i,0.001202+0.00071275i,0.00032539+0.00098691i,2.1141e-05+0.0013569i,0.00053336+0.0014736i,0.00069036+0.0013436i,0.00071358+0.0012364i,0.00094128+0.000478i,0.00065833-0.00036367i,-0.00051312-0.00059599i,-0.0018192-0.0002844i,-0.0019168+0.00050324i,-0.00078241+0.000908i,0.00030179+0.00069978i,0.00051459+0.0010071i,0.00032484+0.0007723i,0.00063983+0.00050625i,0.00075806+8.6623e-05i,0.0004157-7.5678e-05i,0.0010178+0.00039773i,0.0015556+0.00052608i,0.0004252+0.00025836i,-2.6623e-05-0.0002481i
0.00066011+0.00049197i,0.0012699+0.001593i,0.00034954+0.0024581i,-5.0213e-05+0.0022582i,0.00034783+0.00121i,-0.00011515+1.8673e-05i,-0.0013536+0.00031839i,-0.0016141+0.0013696i,-0.0010132+0.0015557i,-0.00097183+0.0016756i,-0.0013292+0.0011983i,-0.00080845+0.00062142i,0.00010619+0.00048706i,0.00041074-8.6579e-05i,-0.00022507-0.00057371i,0.00012484-0.00077556i,0.001087-0.0001861i,0.00035149+0.00031853i,-0.00069189+0.00014447i,-0.00014745-0.00031576i,0.00049746-0.00034966i,0.00064623-9.45e-05i,0.00030522-0.00033825i
