2.9111e-05+0.0002466i,0.00052205-0.0013061i,-0.00052752-0.0026037i,-0.0021089-0.0023091i,-0.0024357-0.0014669i,-0.0023657-8.4701e-05i,-0.0017798+0.0008582i,-0.0004431+0.0002806i,0.0006043-0.00041199i,0.00042332-0.0009928i,-0.00036706-0.0012972i,-0.00055489-0.00072428i,-0.0006214+0.00015207i,-0.0011236+0.00059988i,-0.0011562+0.0011257i,-0.0010435+0.00089418i,-0.00094534-0.00010671i,9.2551e-06-0.00059147i,0.00083365-0.00042411i,0.00030232+5.1687e-05i,0.00028816+0.00041175i,0.0002981+6.291e-05i,-0.0010112-0.00030627i
-0.0045539-0.020113i,-0.026741-0.048296i,-0.063381-0.091232i,-0.080429-0.12091i,-0.040905-0.10059i,0.0096383-0.049802i,0.016637-0.016311i,0.0033242-0.0021049i,-0.00012901+0.00086003i,0.0011997-0.0055729i,-1.6315e-05-0.010955i,-0.0019489-0.010328i,-0.0049647-0.0051066i,-0.006267+0.00015445i,-0.0044936+0.0012022i,-0.0018046+0.00054695i,0.00097153+0.0019299i,0.0019513+0.0028722i,0.00082337+0.001888i,-1.5728e-05+0.0003653i,-0.00027512-0.00058349i,-0.00074263+7.4965e-05i,-0.00095701+0.0011087i
0.0014053+0.0011087i,-0.016833+0.032113i,-0.049883+0.089202i,-0.080458+0.13066i,-0.090726+0.098451i,-0.07037+0.029813i,-0.034069-0.0024501i,-0.0035411-0.0059076i,0.0085423-0.009938i,0.0060658-0.012844i,0.0035089-0.013724i,0.0011076-0.012432i,-0.001096-0.0070887i,-0.00091644-0.0032008i,-0.0032334-0.0018505i,-0.00581-0.00017948i,-0.0043241+0.0019543i,-0.00063805+0.003556i,0.0020482+0.004i,0.00021365+0.0030533i,-0.0026959+0.0017361i,-0.0025597+0.0023547i,1.4017e-05+0.0034769i
0.02216-0.020512i,0.058339-0.025251i,0.11205-0.027536i,0.14792-0.020017i,0.12082+0.0080255i,0.052346+0.031972i,0.010787+0.021265i,-0.0034145-0.0034018i,-0.0084357-0.012665i,-0.0022981-0.012624i,0.002632-0.014417i,0.0012185-0.013437i,6.0293e-05-0.0095231i,-0.0017063-0.006044i,-0.0038015-0.0019802i,-0.0037238+0.0024863i,-0.0012338+0.0061589i,0.0025833+0.0056305i,0.0041881+0.0019028i,0.0016146+0.00015428i,-0.0017796+0.0006907i,-0.0016678+0.0012158i,0.00042802+0.001123i
-0.0075568-0.024644i,-0.032156-0.057038i,-0.082173-0.10828i,-0.12625-0.14374i,-0.10263-0.1246i,-0.037779-0.072982i,-0.0085692-0.031453i,-0.0095955-0.0059153i,-0.0045688+0.0059653i,0.003366+0.0012703i,0.0063225-0.0084365i,0.0052285-0.01129i,0.00063302-0.0088017i,-0.0018586-0.0052066i,-0.001745-0.004288i,-0.00054979-0.0040625i,0.0018682-0.00098353i,0.002513+0.0013503i,0.00095344+0.0010977i,-0.0012155+0.00098664i,-0.0033519+0.0015186i,-0.0036724+0.0016361i,-0.0026835+0.0020671i
0.00083158+0.0039837i,-0.01895+0.042297i,-0.048407+0.11047i,-0.070626+0.16733i,-0.077984+0.14687i,-0.068823+0.071052i,-0.043101+0.022696i,-0.0095891+0.0075814i,0.011052-0.0047005i,0.012933-0.011339i,0.011724-0.011255i,0.0089134-0.010619i,0.0043759-0.0078528i,0.0029571-0.0044938i,0.00085544-0.0025389i,-0.0029425-0.00069952i,-0.0034224+0.0015739i,0.00093056+0.0043639i,0.0043085+0.0048977i,0.0022449+0.0029911i,-0.0025056+0.0020449i,-0.0041971+0.0035389i,-0.0023325+0.0049264i
0.031441-0.02036i,0.072109-0.021241i,0.13422-0.031631i,0.17769-0.05149i,0.15471-0.044337i,0.084119-0.0096496i,0.031065+0.0047385i,0.0068826-0.0082835i,-0.0059009-0.015366i,-0.0015541-0.011914i,0.0077045-0.01085i,0.0079583-0.0094576i,0.004374-0.0057557i,0.0012315-0.0027722i,0.00086383-0.00088481i,0.0023566+0.0022277i,0.0026761+0.0057599i,0.0033848+0.0053721i,0.0045785+0.0021624i,0.0027979+0.00048545i,-0.00070869+0.0019829i,-0.0019759+0.0043405i,-0.0015271+0.004218i
-0.0085356-0.03088i,-0.03599-0.064665i,-0.093196-0.10974i,-0.15655-0.13646i,-0.1563-0.12018i,-0.087089-0.082253i,-0.034816-0.047893i,-0.021431-0.014331i,-0.0099924+0.0066232i,0.0040302+0.0044484i,0.011644-0.0035092i,0.011246-0.0055039i,0.0072968-0.0042658i,0.0053129-0.0022679i,0.0045164-0.0024629i,0.0030077-0.0035059i,0.0013322-0.0010298i,0.00049163+0.0024789i,0.00026817+0.0031231i,-0.00064148+0.0022356i,-0.0022763+0.0022948i,-0.0035189+0.0034996i,-0.0029067+0.0044019i
0.0036918+0.0084346i,-0.01751+0.047132i,-0.042485+0.12196i,-0.042842+0.19225i,-0.031526+0.17957i,-0.038317+0.102i,-0.039768+0.042721i,-0.015376+0.019881i,0.0081456+0.0031928i,0.014612-0.0068567i,0.015057-0.0059598i,0.012949-0.0052498i,0.0080859-0.0043655i,0.0058236-0.0012301i,0.004646+0.0011818i,0.0015225+0.0027952i,-0.00062076+0.0047449i,0.0013045+0.0062753i,0.0048337+0.0060915i,0.0032811+0.0047954i,-0.0016612+0.0038457i,-0.0048332+0.004275i,-0.0040527+0.0031689i
0.041276-0.017002i,0.08869-0.016416i,0.14497-0.036927i,0.17552-0.085508i,0.15372-0.10582i,0.089841-0.063949i,0.036086-0.017328i,0.0083018-0.0099789i,-0.0052381-0.011017i,-0.00075275-0.0045006i,0.010117-0.0025779i,0.011093-0.0027163i,0.0060798-0.00071029i,0.003413+0.0017173i,0.005668+0.0036116i,0.0071532+0.0041985i,0.0053563+0.0047338i,0.0041916+0.0043192i,0.0046835+0.0024828i,0.0031966+0.0013941i,-0.00017571+0.0028085i,-0.0026846+0.0050351i,-0.0041235+0.0044645i
-0.0084027-0.039834i,-0.032293-0.072724i,-0.089037-0.10712i,-0.16765-0.1104i,-0.18786-0.076134i,-0.12082-0.048988i,-0.053105-0.034485i,-0.028122-0.0098605i,-0.010908+0.011416i,0.0067205+0.012673i,0.013368+0.0057283i,0.012008+0.0011256i,0.0092059+0.00066003i,0.0083899+0.0024466i,0.007283+0.0025396i,0.0026432+0.00055906i,-0.0016422+0.00038667i,-0.0017223+0.0027324i,-0.00041734+0.0045399i,-0.00039498+0.0040437i,-0.0012427+0.0036494i,-0.0019171+0.0043626i,-0.00094376+0.0044759i
0.0039666+0.022494i,-0.015572+0.066229i,-0.02371+0.13618i,0.010979+0.19135i,0.050503+0.17198i,0.030603+0.095312i,-0.011669+0.039171i,-0.011737+0.019523i,0.0056269+0.0048518i,0.010507-0.0016979i,0.012559+0.0027605i,0.012838+0.0036181i,0.0087247+0.0012871i,0.0057035+0.001051i,0.0052245+0.0034143i,0.0037659+0.006748i,0.00068281+0.0079382i,0.00053672+0.0078178i,0.0039961+0.0070792i,0.0047294+0.0047157i,0.00084621+0.0028944i,-0.0024465+0.002236i,-0.0024627+0.00031083i
0.05552-0.014262i,0.10565-0.0096441i,0.15094-0.029305i,0.15659-0.099431i,0.10938-0.14831i,0.048165-0.11095i,0.011454-0.042111i,-0.005206-0.012693i,-0.014816-0.0055926i,-0.0099286+0.0046358i,0.0035027+0.008578i,0.009627+0.0038572i,0.0071975+0.0017973i,0.0045494+0.0052544i,0.0067416+0.0077175i,0.0081013+0.0050608i,0.0059773+0.001795i,0.0037172+0.0016161i,0.0028504+0.0022279i,0.0012777+0.0033487i,-0.0013337+0.0043839i,-0.0041467+0.0047513i,-0.0065276+0.0041922i
-0.0074202-0.05335i,-0.02567-0.091395i,-0.076608-0.10106i,-0.14818-0.057072i,-0.17304+0.0084394i,-0.1146+0.028789i,-0.04842+0.0093826i,-0.025088+0.012219i,-0.009656+0.025741i,0.0053671+0.022789i,0.0079062+0.015077i,0.0064328+0.0080205i,0.0056674+0.0032746i,0.0058307+0.004383i,0.0049451+0.005753i,4.0653e-05+0.0035572i,-0.0052792+0.0014205i,-0.0058224+0.0022838i,-0.0018673+0.0049408i,0.00084547+0.0066974i,0.00065614+0.0075571i,0.00010647+0.0075017i,0.00095877+0.0065372i
-0.0027282+0.030085i,-0.018714+0.076571i,-0.022278+0.13679i,0.037273+0.17089i,0.11815+0.13035i,0.1066+0.056165i,0.036853+0.017033i,0.0093606+0.0089617i,0.012871+0.0019256i,0.0089856-0.0004003i,0.0054138+0.0065938i,0.0067951+0.0095774i,0.0073155+0.0058961i,0.0052401+0.0045352i,0.0024505+0.0077371i,0.00042309+0.0098595i,-0.0010682+0.0073028i,-0.0012653+0.0055907i,-0.00011946+0.0058338i,0.00088853+0.004616i,0.00036121+0.0032053i,-0.0012309+0.00084674i,-0.0012687-0.0025707i
0.077285-0.009191i,0.14+0.011275i,0.16634-0.0062076i,0.1235-0.085545i,0.04074-0.14359i,-0.019139-0.11612i,-0.030929-0.047952i,-0.029939-0.011275i,-0.030869+0.00035559i,-0.021896+0.0095885i,-0.0080784+0.011314i,0.0033023+0.0060764i,0.00804+0.0015277i,0.0051483+0.0015216i,0.0036293+0.0033986i,0.0036936+0.0010299i,0.0017744-0.0024528i,2.4931e-05-0.0025912i,-0.00094806+0.0003948i,-0.001727+0.0045574i,-0.0028887+0.0056687i,-0.0045572+0.0050213i,-0.0067129+0.0052214i
0.0012543-0.066436i,-0.01005-0.099719i,-0.044524-0.099159i,-0.097081-0.028561i,-0.11079+0.073282i,-0.063645+0.10455i,-0.020076+0.066035i,-0.010945+0.043441i,-0.0056941+0.042545i,1.9916e-05+0.031854i,-0.0018258+0.018393i,-0.0037343+0.0076726i,-0.0036491+0.00089158i,-0.0037464+0.0015289i,-0.0052658+0.004381i,-0.0087596+0.0045888i,-0.010034+0.0029209i,-0.0073931+0.0022022i,-0.0033238+0.003991i,-0.00045228+0.0065055i,0.00059342+0.0066526i,0.0014644+0.005296i,0.003481+0.0049278i
-0.0057811+0.042786i,-0.03811+0.099405i,-0.040266+0.14001i,0.035055+0.13013i,0.12978+0.065285i,0.13105-0.0024795i,0.062004-0.018579i,0.025301-0.008414i,0.016934-0.0057216i,0.0042669-0.0024813i,-0.0034572+0.0058619i,-0.0024441+0.009986i,0.00072218+0.0079654i,0.00070876+0.0063294i,-0.00046565+0.0068646i,0.00038431+0.0061604i,0.00040609+0.0020196i,-0.0010371+0.00090326i,-0.0018511+0.0040859i,-0.0014359+0.0045481i,-0.0014067+0.0021203i,-0.0022458-0.0017295i,-0.0022838-0.0048602i
0.10532+0.0059584i,0.16455+0.033363i,0.17631+0.036474i,0.10623-0.020153i,-0.011516-0.066893i,-0.074539-0.049146i,-0.065108-0.0093816i,-0.049611+0.0067379i,-0.042298+0.007574i,-0.028494+0.0086748i,-0.014229+0.0065403i,-0.00098588+0.0011788i,0.0070835-0.0062861i,0.004493-0.009762i,0.00011328-0.0088552i,-0.0024915-0.010397i,-0.0042848-0.011588i,-0.0042301-0.007652i,-0.0045004-0.00037705i,-0.0048303+0.0055277i,-0.0045344+0.0067873i,-0.0051621+0.0060915i,-0.0063544+0.0059077i
0.0010641-0.069222i,-0.0062069-0.11523i,-0.02403-0.10949i,-0.038271-0.021548i,-0.016842+0.084722i,0.027017+0.12387i,0.040515+0.088634i,0.023484+0.058143i,0.010671+0.046378i,0.0019968+0.026388i,-0.006506+0.0092222i,-0.0094268+0.00052839i,-0.010163-0.0039006i,-0.011943-0.0043462i,-0.013617-0.0022962i,-0.012513-0.00028494i,-0.0076056+0.0001983i,-0.0044278+0.0015575i,-0.0043974+0.0043005i,-0.0032027+0.0052333i,-0.000404+0.0041024i,0.0019967+0.0020697i,0.004494+0.0032004i
-0.033589+0.068261i,-0.073055+0.12951i,-0.091937+0.14734i,-0.040857+0.10534i,0.044978+0.023651i,0.065305-0.040944i,0.03211-0.045927i,0.013858-0.028652i,0.010211-0.019359i,-0.0001419-0.011679i,-0.0076537-0.0028121i,-0.005107+0.0034601i,0.00083777+0.0047115i,0.0035141+0.0028839i,0.0041058+0.0011617i,0.0053204-0.0021865i,0.0054758-0.005732i,0.0017415-0.0040238i,-0.0020442+0.0017318i,-0.0039601+0.0047462i,-0.0054371+0.0020388i,-0.0050147-0.0029642i,-0.0034282-0.0061571i
0.11163+0.014755i,0.17465+0.058779i,0.18108+0.072626i,0.09747+0.044312i,-0.021458+0.045296i,-0.079315+0.072853i,-0.065101+0.074023i,-0.049563+0.048983i,-0.04179+0.026718i,-0.024038+0.012733i,-0.0090143+0.0017338i,0.0019526-0.0043292i,0.0095248-0.011384i,0.0066301-0.019912i,-0.00072481-0.023351i,-0.0044195-0.021105i,-0.0042093-0.014838i,-0.0026618-0.0076593i,-0.0040913-0.0012495i,-0.0054933+0.0029938i,-0.0043044+0.0033951i,-0.0048307+0.003513i,-0.007416+0.0049977i
-0.010615-0.097058i,-0.033487-0.14965i,-0.029547-0.15582i,-0.0011987-0.087602i,0.044983+0.0091865i,0.086122+0.059889i,0.0858+0.05482i,0.062236+0.041597i,0.039729+0.031635i,0.018381+0.011466i,0.0035023-0.0039768i,-0.0033823-0.008199i,-0.0091523-0.008348i,-0.014414-0.0070709i,-0.015487-0.0045306i,-0.0096307-0.0021564i,-0.0015177-0.0011546i,0.00088296+0.00070801i,-0.0011968+0.0031766i,-0.0032943+0.0022876i,-0.0037219-0.00061483i,-0.0012325-0.0021025i,0.0017131+0.00032158i
-0.068619+0.070819i,-0.14353+0.1284i,-0.17089+0.13734i,-0.13042+0.085202i,-0.089168+0.017074i,-0.070702-0.026202i,-0.049431-0.034317i,-0.021926-0.033584i,-0.0055397-0.032253i,-0.0017496-0.021701i,-0.0024324-0.011203i,-0.0013362-0.0034492i,0.0038098+0.00076762i,0.0090987-3.0002e-05i,0.012706-0.0034466i,0.013187-0.0079789i,0.0098178-0.0093634i,0.0045575-0.0050859i,-0.00044114+0.00032176i,-0.004839+0.0030588i,-0.0063013+0.0018619i,-0.0050532-0.0022449i,-0.0039796-0.0063342i
0.10588+0.022725i,0.16079+0.05516i,0.16576+0.08639i,0.10838+0.10215i,0.025296+0.12801i,-0.016104+0.15824i,-0.013915+0.13986i,-0.016346+0.08899i,-0.021651+0.048439i,-0.011317+0.021338i,0.00073699+0.0034265i,0.0062811-0.0056163i,0.0091604-0.015034i,0.0063819-0.026359i,0.00046633-0.030261i,-0.0035387-0.022954i,-0.0037238-0.011301i,-0.0029205-0.0039179i,-0.0044903-0.00094764i,-0.0052546+0.0010799i,-0.0041447+0.00097735i,-0.0045228+0.00042393i,-0.0072113+0.00043937i
-0.034193-0.11949i,-0.057647-0.20189i,-0.052651-0.2188i,-0.017245-0.15794i,0.033848-0.10136i,0.068294-0.066552i,0.076242-0.036456i,0.072785-0.011934i,0.059228+0.0014144i,0.036826+0.00072643i,0.020012-0.0051903i,0.009643-0.0091355i,-0.0015782-0.0095462i,-0.011294-0.0065723i,-0.01168-0.003094i,-0.0020907-0.00076326i,0.0073225+0.00032787i,0.0064793+0.0022122i,0.00093133+0.0039697i,-0.0025116+0.00068499i,-0.0042761-0.0035474i,-0.0025855-0.0042717i,0.00035374-0.0012277i
-0.11149+0.065322i,-0.19401+0.1194i,-0.22828+0.11592i,-0.212+0.073472i,-0.19439+0.046459i,-0.18152+0.03468i,-0.13089+0.021085i,-0.068037-0.0036883i,-0.026343-0.020301i,-0.00059859-0.016308i,0.0079368-0.010227i,0.0062364-0.0059768i,0.0086978-0.0020721i,0.013978-0.0015306i,0.01698-0.0040996i,0.015306-0.0086999i,0.0099614-0.0095468i,0.0052291-0.0062522i,0.0010106-0.0027673i,-0.0026674-7.0149e-05i,-0.0039449-0.00067623i,-0.0035985-0.003481i,-0.0024997-0.0062818i
0.088129+0.015659i,0.13538+0.047008i,0.14323+0.060967i,0.10554+0.064695i,0.07029+0.098042i,0.062687+0.13785i,0.058568+0.14005i,0.042911+0.10521i,0.021099+0.061845i,0.0072965+0.029324i,0.0057942+0.012296i,0.0073192+0.002218i,0.0067866-0.0084985i,0.0039249-0.019104i,0.00021728-0.02005i,-0.0013197-0.0099013i,-0.00081624+0.00084868i,-0.0013034+0.0036938i,-0.0025306+0.0020207i,-0.002296+0.0012849i,-0.0014386-0.0010427i,-0.0023218-0.0039523i,-0.0051782-0.0042633i
-0.056505-0.16213i,-0.11148-0.25562i,-0.11011-0.27149i,-0.07127-0.21923i,-0.051287-0.18213i,-0.031604-0.16292i,0.0073239-0.12438i,0.040448-0.080185i,0.044515-0.039725i,0.033744-0.0069996i,0.024509+0.0042621i,0.015048-3.4085e-05i,0.0045639-0.0035043i,-0.0033216-0.0011569i,-0.0033465+0.0036391i,0.005365+0.0060439i,0.011104+0.0038664i,0.008497+0.0028773i,0.0043727+0.0040177i,0.0008811+0.00043808i,-0.0022014-0.0038645i,-0.0023177-0.0032428i,-0.00019609-0.00051458i
-0.14512+0.041778i,-0.24808+0.075507i,-0.26197+0.081454i,-0.20324+0.067902i,-0.17503+0.068046i,-0.17549+0.077587i,-0.14824+0.067369i,-0.097339+0.039641i,-0.044936+0.018411i,-0.0051783+0.0071901i,0.0075868-0.00051812i,0.0063847-0.0010641i,0.0091118+0.00028017i,0.012993-0.00018168i,0.012807-0.0014689i,0.0088891-0.0030751i,0.0055052-0.0035246i,0.0045068-0.0042766i,0.0020647-0.0050376i,-0.00036352-0.0030832i,-0.00043517-0.00083683i,0.00031179-0.0017944i,0.00053217-0.0039053i
0.078484+0.012346i,0.11788+0.00091667i,0.1158-0.0098098i,0.086884-0.017396i,0.081668-0.027153i,0.091055-0.00099719i,0.091672+0.056398i,0.091471+0.080938i,0.068382+0.054122i,0.026237+0.025971i,0.005988+0.017826i,0.0047436+0.010174i,0.0030348-0.00057026i,-8.2849e-05-0.0072056i,-0.0026087-0.0051364i,-0.0018187+0.0031668i,0.0021481+0.0070262i,0.0023841+0.0038782i,-0.0012129+0.0020235i,-0.00076156+0.0027121i,0.0012155+0.00070382i,-0.00053416-0.0014584i,-0.0040598-0.00035612i
-0.057634-0.18228i,-0.11422-0.29742i,-0.14217-0.30716i,-0.13612-0.22348i,-0.12821-0.17334i,-0.11922-0.16311i,-0.070618-0.14221i,-0.018859-0.1128i,-0.002356-0.066047i,0.0061801-0.0124i,0.013581+0.0057811i,0.010569-0.00056994i,0.0038765-0.0030093i,-0.002144+0.0012418i,-0.0037206+0.0077781i,0.0022544+0.010291i,0.0076859+0.0066262i,0.0063536+0.0029065i,0.0042159+0.0023501i,0.0032156+0.0013989i,0.00079786-0.00040426i,-0.00083767-0.00027654i,-0.000668+0.0011257i
-0.15259+0.012036i,-0.2341+0.035798i,-0.22129+0.035298i,-0.13699+0.022685i,-0.063118+0.032785i,-0.054966+0.045515i,-0.085395+0.053266i,-0.087715+0.06372i,-0.046996+0.0561i,-0.012646+0.024633i,-0.0066879+0.0037213i,-0.0048925+0.0029809i,0.0019008+0.0033576i,0.0037566+0.0010275i,0.0016525+0.0022217i,0.0006221+0.0051291i,0.002297+0.0057981i,0.0045146+0.0015731i,0.003111-0.0023556i,8.7162e-05-0.00062112i,9.0108e-05+0.0014141i,0.0009634+0.0015122i,0.0014808+0.0010178i
0.080748+0.0024923i,0.11714-0.025661i,0.11327-0.06292i,0.074096-0.096945i,0.054031-0.12762i,0.060429-0.12354i,0.073952-0.047235i,0.095551+0.021053i,0.080154+0.018522i,0.024893+0.01001i,-0.001491+0.018645i,0.0025384+0.013416i,0.001698+0.002787i,-0.0022279-0.0018511i,-0.0037026-0.00085095i,-0.0014652+0.0045302i,0.0044151+0.0056061i,0.0071161+0.0022247i,0.0055848+0.00092423i,0.0046628+0.0010098i,0.0043032+0.00075899i,0.001863+0.0016153i,-0.0013863+0.0029351i
-0.0091606-0.18242i,-0.07145-0.29239i,-0.11346-0.27423i,-0.10207-0.16252i,-0.087665-0.097012i,-0.09089-0.085492i,-0.078454-0.087308i,-0.061922-0.086748i,-0.052533-0.051214i,-0.0247-0.0066132i,-0.00019586-0.00028208i,0.00033351-0.0080382i,-0.0022405-0.0067071i,-0.0024195-0.0028837i,-0.0039894+0.0024689i,-0.0027986+0.0059673i,-0.00030838+0.0043663i,0.0016056+0.0016419i,0.0029947-2.9412e-05i,0.0031672-0.00056333i,0.00087138+0.0016021i,-0.0011425+0.003749i,-0.0020306+0.0055421i
-0.084965-0.0030887i,-0.1364+0.0030468i,-0.12168+0.0048911i,-0.046893-0.013539i,0.029343-0.041986i,0.03789-0.049802i,-0.021295-0.012862i,-0.052093+0.048858i,-0.02347+0.061431i,-0.008495+0.015926i,-0.020008-0.008326i,-0.014371-0.00019542i,-0.00043112+0.0011426i,0.0024594+0.00080501i,0.00059705+0.0058318i,0.00072443+0.009646i,0.0037221+0.010263i,0.0050241+0.0052913i,0.0033466+6.9521e-05i,0.0021513+0.00019952i,0.0019121+0.0022054i,0.00032439+0.0031108i,0.00022021+0.0046181i
0.12377+0.031127i,0.16888-0.01746i,0.12358-0.066722i,0.033883-0.07165i,0.0007496-0.074624i,0.0086068-0.090589i,0.029521-0.06575i,0.061076-0.031558i,0.049565-0.033703i,0.0021349-0.018534i,-0.0097302+0.0089583i,0.0042838+0.0084207i,0.00726+0.00079966i,0.0049451-0.00034349i,0.0023867-0.0014879i,0.0027057-0.00086772i,0.006535+7.3911e-05i,0.0079377-0.00052349i,0.0071134+0.00051932i,0.0057245+0.0024297i,0.0036804+0.0026939i,0.0012438+0.0034902i,-0.00025068+0.0049977i
0.082182-0.091603i,0.049114-0.16104i,-0.016737-0.1458i,-0.016402-0.058239i,0.044686-0.012565i,0.048182-0.024946i,-0.0085603-0.03929i,-0.058201-0.032008i,-0.0655-0.0032245i,-0.027758+0.010591i,0.0017295-0.006744i,-6.2248e-05-0.014028i,-0.0019254-0.0047169i,-0.0015164-0.0012985i,-0.0052541+0.00029085i,-0.0060505+0.0036915i,-0.0036077+0.0047229i,0.00013982+0.0013417i,0.0032036-0.0036765i,0.0040485-0.0039646i,0.0039082-0.00040065i,0.0024868+0.0012584i,-0.0018976+0.003621i
0.015178+0.049972i,0.01577+0.076263i,0.027939+0.045146i,0.028697-0.045303i,0.017765-0.11377i,-0.0044895-0.12604i,-0.036669-0.070157i,-0.028871+0.01557i,0.014106+0.032759i,0.012158-0.010205i,-0.016381-0.022513i,-0.012502-0.0038914i,0.0016544+0.002271i,0.0035735+0.0024299i,0.0041074+0.0067532i,0.0066364+0.0096317i,0.0072244+0.010242i,0.0065493+0.0060502i,0.0040959+0.0014726i,0.00091592+0.0013115i,-0.00019695+0.0022089i,-0.002091+0.0023683i,-0.0040816+0.003364i
0.13236+0.10825i,0.16048+0.079766i,0.094508+0.016989i,-0.0024611+0.01899i,-0.030758+0.061229i,0.0016342+0.044947i,0.026717-0.010509i,0.0268-0.051814i,0.0012166-0.066414i,-0.021395-0.037183i,-0.0066117-0.0032686i,0.0098388-0.0009572i,0.0093611-0.0036517i,0.013127-0.0035529i,0.013865-0.0070763i,0.0076191-0.006818i,0.0039574-0.0028575i,0.0053389-0.00041511i,0.0067785-0.00029564i,0.0047836-0.00032604i,0.002445+0.0017511i,0.0022312+0.0030643i,0.0023298+0.0011228i
0.12954+0.065019i,0.088846+0.065298i,0.013482+0.080794i,0.04068+0.095295i,0.14303+0.037368i,0.15533-0.042621i,0.06575-0.047857i,-0.012804+0.00076393i,-0.025767+0.037248i,0.0019869+0.026262i,0.015637-0.0022383i,0.0061788-0.0056568i,0.0041055+0.002255i,0.0056427+0.00029704i,0.0011175-0.0011045i,-0.0026471+0.0030716i,-0.0028329+0.0064913i,0.0016315+0.0054444i,0.0056537+0.00045697i,0.0056505-0.0028192i,0.0053868-0.0024655i,0.0047286-0.0028723i,0.00021153-0.0018766i
0.073309+0.12979i,0.10153+0.16855i,0.11262+0.11218i,0.068219-0.015556i,-0.021775-0.098623i,-0.091734-0.092672i,-0.087509-0.033538i,-0.019256+0.011188i,0.038071-0.003698i,0.027678-0.030489i,-0.00090815-0.018325i,0.0030667-0.0016486i,0.010068-0.0019221i,0.008377+0.0021012i,0.010567+0.0087425i,0.012353+0.010401i,0.0098674+0.0089481i,0.0075345+0.0043908i,0.0060969-6.4202e-05i,0.0043937-0.0018354i,0.0023677-0.002486i,-0.00011293-0.0029036i,-0.00043184-0.00066021i
0.066604+0.17264i,0.055721+0.14315i,-0.010782+0.048343i,-0.062378+0.035393i,-0.021469+0.092355i,0.048425+0.079158i,0.047399+0.0042698i,0.0052519-0.046273i,-0.024356-0.050853i,-0.02004-0.024655i,0.0032269-0.0045688i,0.0084936-0.0030523i,0.0054656+0.00070475i,0.011009+0.0028901i,0.012721-0.0010124i,0.0071136-0.0019951i,0.0022337+0.0001539i,0.00315+0.0035078i,0.0058724+0.0045199i,0.0049049+0.0024127i,0.0044761+0.0015483i,0.0064784-2.5225e-05i,0.0068097-0.0046735i
0.080144+0.17831i,0.0093977+0.22936i,-0.060851+0.2374i,-0.011343+0.1893i,0.091274+0.059021i,0.10231-0.076095i,0.042982-0.084524i,0.018129-0.0046743i,0.03624+0.038055i,0.0452+0.020936i,0.027377+0.0024728i,0.011039+0.010273i,0.012017+0.014701i,0.010899+0.0062883i,0.0021459+0.0020383i,-0.0049638+0.0031179i,-0.0056199+0.0049156i,0.00027774+0.0047555i,0.005365+0.0016151i,0.0065652-0.00096942i,0.0083079-0.0020581i,0.0098922-0.0057061i,0.0059807-0.0071617i
0.078215+0.13042i,0.10536+0.14885i,0.1432+0.096664i,0.12677+0.0098704i,0.032422-0.016325i,-0.045196+0.030956i,-0.042093+0.067984i,0.0085034+0.04543i,0.036653-0.0050779i,0.021327-0.016766i,0.0085272+0.0057858i,0.0083725+0.0091258i,0.0016299+0.00058967i,-0.0010721+0.0042924i,0.0011423+0.0087862i,-3.7752e-05+0.0085716i,-0.0011486+0.0078004i,-0.00096556+0.0060374i,0.00062133+0.0045401i,0.0021855+0.0032613i,0.003443+0.0016223i,0.0058469+0.00079351i,0.0072536-0.00026651i
-0.009071+0.12651i,-0.056966+0.061968i,-0.094546-0.038271i,-0.071155-0.056425i,0.021589-0.034912i,0.093352-0.058661i,0.06249-0.079411i,-0.0025118-0.045186i,-0.020255+0.00083151i,-0.0039947+0.015417i,0.0059023+0.0085104i,-0.001907+0.0050056i,-0.0059817+0.010648i,-0.0013893+0.010687i,0.00094047+0.0039856i,0.0014679-0.00057i,0.00065697-0.0023821i,0.0014647+0.0005805i,0.0054709+0.0041517i,0.0065517+0.0041876i,0.0075831+0.0047718i,0.012023+0.0025804i,0.012516-0.0057737i
0.034243+0.1879i,-0.044071+0.22731i,-0.10059+0.24405i,-0.059877+0.20978i,-0.0048847+0.084191i,-0.02628-0.048303i,-0.048623-0.0673i,-0.0040353-0.014893i,0.051522+0.0067592i,0.049583-0.0041492i,0.015168-6.1243e-05i,0.0044472+0.013089i,0.0085569+0.0091722i,0.0030681-0.00073097i,-0.0061139-0.0044981i,-0.010858-0.0057769i,-0.0097349-0.0040426i,-0.005634-0.00055545i,-0.0027917+0.0013241i,1.7038e-05+0.0027374i,0.0040511+0.0043055i,0.0074467+0.0030168i,0.0089148-0.0014932i
0.11632+0.050849i,0.15344+0.017915i,0.18788-0.0032175i,0.18659+0.011083i,0.15977+0.059846i,0.13195+0.11662i,0.096666+0.12655i,0.057789+0.07714i,0.018407+0.023944i,-0.0077985+0.015188i,-0.0060454+0.023287i,-0.0011773+0.0096612i,-0.010212-0.00025481i,-0.013134+0.004341i,-0.0088993+0.0050139i,-0.0064237+0.0045792i,-0.0040209+0.0042393i,-0.0038419+0.0031416i,-0.0046138+0.0040806i,-0.0032583+0.0032396i,0.0002322+0.0027138i,0.0060261+0.0055637i,0.012401+0.0041099i
