0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
-0.065205-1.0612i,-0.2492-1.1309i,-0.34562-0.78531i,-0.28142-0.39161i,-0.18589-0.21519i,-0.15349-0.16174i,-0.17234-0.096799i,-0.17787-0.016892i,-0.13416+0.013552i,-0.082668-0.01223i,-0.056151-0.02822i,-0.039468-0.017422i,-0.023853-0.011324i,-0.013359-0.011824i,0.0013963-0.0053464i,0.018173-0.0003526i,0.017451-0.002397i,0.0045175-0.00049058i,-0.0010471+0.0042921i,-0.0029741+0.0075815i,-0.0077577+0.013377i,-0.007274+0.014664i,0.0028131+0.0069043i
0.66403+0.51347i,0.72433+0.51416i,0.54657+0.32983i,0.32643+0.21202i,0.22944+0.21948i,0.23168+0.18285i,0.22854+0.077568i,0.19389+0.015305i,0.16091+0.02202i,0.12732+0.04385i,0.077592+0.048201i,0.026733+0.040497i,-0.0099201+0.036309i,-0.028226+0.035454i,-0.029268+0.028071i,-0.016676+0.018853i,-0.0019352+0.014254i,0.0044896+0.011695i,0.0051886+0.0075836i,0.002747-0.0031781i,-0.0057103-0.016142i,-0.017816-0.019457i,-0.02528-0.01128i
-0.19586+0.14853i,-0.14748+0.1214i,-0.021778+0.15356i,0.10337+0.12345i,0.12747-0.021983i,0.040935-0.098501i,-0.027401-0.071255i,-0.04171-0.062931i,-0.062552-0.075053i,-0.073571-0.055741i,-0.052263-0.041822i,-0.031478-0.048006i,-0.017526-0.045097i,-0.003596-0.029534i,-0.0010591-0.012052i,-0.0095066+0.003166i,-0.011537+0.013036i,0.00062736+0.010929i,0.0099787-0.00018061i,0.010551-0.0072718i,0.012369-0.0076198i,0.016684-0.0065362i,0.014422-0.0060092i
-0.50047+0.12827i,-0.55057+0.18849i,-0.48006+0.063329i,-0.36828-0.035372i,-0.24127+0.031057i,-0.12903+0.10803i,-0.049222+0.13644i,0.0068785+0.13284i,0.031964+0.089013i,0.019534+0.033997i,0.0028875+0.01789i,0.010384+0.031452i,0.026785+0.031878i,0.030674+0.01225i,0.021539-0.009129i,0.0062325-0.017347i,-0.0056318-0.010995i,-0.012299-0.00046503i,-0.017641+0.0069526i,-0.015815+0.014628i,-0.0026484+0.019214i,0.0098069+0.014734i,0.014441+0.0050735i
0.44441-0.65573i,0.59788-0.70154i,0.66131-0.49351i,0.53925-0.3176i,0.30444-0.2552i,0.1416-0.20344i,0.051383-0.18159i,-0.01735-0.17028i,-0.028649-0.12461i,0.0078583-0.081121i,0.023074-0.057091i,0.0044664-0.03444i,-0.011688-0.0089843i,-0.0088425+0.006351i,0.0055449+0.012057i,0.02329+0.0084167i,0.028424-0.0084719i,0.018966-0.023761i,0.014554-0.025598i,0.011342-0.020029i,-0.0018428-0.010826i,-0.015671+0.0019941i,-0.019455+0.012328i
-0.082753+0.61397i,-0.36374+0.7558i,-0.56835+0.67678i,-0.48573+0.47669i,-0.28505+0.28323i,-0.15811+0.1939i,-0.053883+0.19259i,0.02347+0.17485i,0.025878+0.14175i,0.0010254+0.12062i,-0.0089696+0.085372i,-0.0089747+0.039609i,-0.015796+0.006834i,-0.029213-0.0020444i,-0.037511+0.0007126i,-0.037057+0.007072i,-0.023965+0.017903i,-0.0056747+0.024079i,0.0047172+0.018256i,0.009563+0.0021103i,0.0079187-0.016192i,-4.468e-05-0.028013i,-0.0084392-0.026721i
0.13913-0.30984i,0.34191-0.62694i,0.36743-0.75858i,0.17512-0.53132i,0.055563-0.18483i,0.068956-0.06086i,0.028393-0.081426i,-0.010335-0.061381i,0.007176-0.055248i,0.0083735-0.069244i,0.0068761-0.053928i,0.021415-0.040493i,0.02541-0.035797i,0.022943-0.023109i,0.021454-0.0124i,0.0094487-0.0093867i,-0.0073691-0.0038386i,-0.016602+0.00247i,-0.019939+0.0055558i,-0.018535+0.0093053i,-0.0090259+0.0097694i,0.0048635+0.0058825i,0.015104-0.00046491i
-0.34907+0.31943i,-0.37868+0.68095i,-0.17292+0.83154i,0.048717+0.55914i,0.035456+0.17126i,-0.075503+0.034028i,-0.092866+0.030778i,-0.088207+0.010717i,-0.091371+0.010176i,-0.067054+0.017442i,-0.047701+0.018032i,-0.039553+0.032667i,-0.018299+0.038646i,0.0031114+0.017763i,0.011716-0.007106i,0.014424-0.022344i,0.011863-0.030245i,0.0053893-0.025745i,0.00018863-0.013013i,-0.0036604-0.0012767i,-0.0050161+0.01045i,-0.0031672+0.018955i,-0.00059922+0.019684i
0.27402-0.42167i,0.17063-0.61528i,-0.085836-0.53715i,-0.16283-0.22759i,-0.013056-0.027854i,0.089318-0.038554i,0.097172-0.063073i,0.10275-0.048558i,0.10294-0.034425i,0.085203-0.023805i,0.060023-0.028928i,0.027968-0.04399i,-0.00035022-0.040566i,-0.01456-0.020888i,-0.019512+0.0019668i,-0.01739+0.022559i,-0.006178+0.029044i,0.0070684+0.023142i,0.018469+0.013373i,0.02473+0.0024268i,0.016309-0.006601i,-0.00050335-0.010146i,-0.01173-0.0073982i
-0.091019+0.27809i,0.0088926+0.26142i,0.15463+0.073853i,0.14929-0.070579i,0.050624-0.04693i,0.012626+0.018729i,-0.0020631+0.02803i,-0.031496+0.025296i,-0.041041+0.038917i,-0.024902+0.04874i,-0.0017361+0.045967i,0.012655+0.043101i,0.014028+0.038973i,0.0051462+0.027401i,-0.0054394+0.011901i,-0.0066303-0.0021649i,-0.0018157-0.003706i,-0.00062204-0.00061607i,-0.0065701-0.001865i,-0.0083858-0.00094643i,0.0019749-0.0033044i,0.0122-0.011716i,0.011642-0.017155i
0.12273-0.020696i,0.22174+0.12304i,0.27171+0.2113i,0.19441+0.11008i,0.046149+0.011379i,-0.022207+0.02211i,0.0027132+0.040583i,0.025187+0.033681i,0.024965+0.018313i,0.0064205+0.0024023i,-0.021775+0.0075972i,-0.024867+0.015401i,-0.010427+0.0032063i,0.0019638-0.005485i,0.01275-0.0032132i,0.011001-0.0059082i,-0.0020056-0.011208i,-0.0068191-0.011417i,-0.0031931-0.0079719i,-0.0033357-0.0051552i,-0.0030435-0.002617i,0.0030652-0.0010885i,0.0074998-0.0018362i
-0.34086-0.079102i,-0.67404-0.10365i,-0.77937+0.0008427i,-0.47553+0.1176i,-0.10552+0.059083i,0.012086-0.053224i,-0.0076626-0.069792i,-0.0072097-0.065894i,-0.0093458-0.07739i,-0.021729-0.07515i,-0.026139-0.068845i,-0.030265-0.053028i,-0.023661-0.024524i,-0.004504-0.0077763i,0.007766-0.0055093i,0.01173-0.00043054i,0.011261+0.0063005i,0.0032535+0.0078944i,-0.002173+0.0064454i,-8.2258e-05+0.0022719i,-0.0017653+0.0010735i,-0.0081935+0.0080029i,-0.008884+0.014841i
0.48461-0.097082i,0.79712-0.35692i,0.75899-0.5892i,0.36767-0.49506i,0.080536-0.18541i,0.055716+0.016237i,0.051746+0.059952i,0.0052095+0.074402i,-0.0058138+0.080795i,0.017798+0.060637i,0.04457+0.028256i,0.049245-0.00386i,0.027129-0.019756i,0.0020805-0.01875i,-0.01353-0.015992i,-0.019927-0.014152i,-0.014701-0.0093547i,-0.0055126-0.0041137i,-0.00016939+0.00013013i,0.0024464+0.0018089i,0.003393+0.00025594i,0.0029053-0.0041861i,0.00042662-0.0075752i
-0.34734+0.36316i,-0.40146+0.77298i,-0.23041+0.97786i,-0.02805+0.70737i,-0.025818+0.29987i,-0.099315+0.11993i,-0.061947+0.060662i,-0.0046528-0.00597i,-0.0059656-0.030693i,-0.020429+0.0069019i,-0.011833+0.052106i,0.0036147+0.063231i,0.0055141+0.049484i,0.0011302+0.036231i,0.0026735+0.028625i,0.0079878+0.022432i,0.0092178+0.013448i,0.008232+0.0018281i,0.003714-0.0055475i,-0.0032264-0.0025598i,-0.0028983+0.003384i,0.0031506+0.0015523i,0.0055777-0.0034654i
-0.032959-0.36555i,-0.21709-0.63002i,-0.3968-0.68998i,-0.33655-0.45118i,-0.12144-0.22392i,-0.024375-0.17509i,-0.062524-0.12003i,-0.078371-0.028793i,-0.047338+0.008474i,-0.030583-0.011996i,-0.047334-0.039347i,-0.057002-0.035846i,-0.032325-0.019671i,-0.005226-0.014035i,0.005144-0.0097327i,0.0052205-0.0053872i,-0.002799-0.0024383i,-0.01166+0.0074857i,-0.0092605+0.015736i,0.00074275+0.011626i,0.006926+0.0049884i,0.0093762+0.0044368i,0.01111+0.0045279i
0.22241+0.044958i,0.45316+0.071139i,0.54521+0.072604i,0.37521+0.088226i,0.18536+0.15566i,0.14988+0.17534i,0.15764+0.0877i,0.1237+0.0084897i,0.085898-0.008024i,0.071623-0.014115i,0.06439-0.025266i,0.047545-0.028883i,0.021056-0.02135i,0.00024964-0.009842i,-0.0094241-0.0046008i,-0.011029-0.0021352i,-0.0022575-0.0023264i,0.0086063-0.0095534i,0.01152-0.015148i,0.0098669-0.010803i,0.00585-0.002646i,-0.0010808+0.0011543i,-0.0056034+0.003491i
-0.052962+0.25566i,-0.10022+0.40885i,-0.07761+0.38858i,-0.013853+0.18992i,-0.027409+0.023002i,-0.091621-9.8912e-05i,-0.10426+0.028085i,-0.071978+0.01238i,-0.045027-0.014099i,-0.023848-0.0050214i,-0.0028854+0.014002i,0.0098642+0.016481i,0.016185+0.0055427i,0.018359-0.0056333i,0.016547-0.010295i,0.01142-0.011528i,0.00071236-0.007604i,-0.0074568-2.6384e-05i,-0.0072343+0.0022335i,-0.0051573-0.0012935i,-0.0028282-0.0043104i,-0.00063366-0.0039629i,-0.0010822-0.0039965i
-0.2852-0.21449i,-0.49609-0.29046i,-0.52823-0.20153i,-0.32754-0.081214i,-0.11519-0.085086i,-0.025296-0.12175i,0.0088422-0.074619i,0.045569+0.0075261i,0.061961+0.040427i,0.031349+0.034587i,-0.01073+0.038505i,-0.023756+0.045969i,-0.021462+0.038534i,-0.02263+0.028443i,-0.024217+0.023939i,-0.020209+0.024142i,-0.0087635+0.021903i,0.0013817+0.014424i,0.0017665+0.0055351i,-0.0020952+0.0007158i,-0.0015823-0.0006513i,0.0042331-0.0046946i,0.0079614-0.009499i
0.40689-0.12641i,0.65815-0.32655i,0.64137-0.4538i,0.38437-0.3296i,0.2206-0.085192i,0.19843+0.021085i,0.12374-0.010579i,0.010698-0.035222i,-0.044866-0.030971i,-0.040093-0.030642i,-0.021688-0.046932i,-0.02078-0.05342i,-0.018872-0.031783i,-0.0024887-0.013421i,0.012166-0.012345i,0.015558-0.015808i,0.0077518-0.016613i,-0.0059765-0.012686i,-0.010943-0.0026916i,-0.0049805+0.0060666i,-0.003826+0.0078954i,-0.0075804+0.01184i,-0.0043214+0.015309i
-0.11497+0.42638i,-0.15592+0.7952i,-0.12385+0.89793i,-0.093322+0.5865i,-0.17182+0.23595i,-0.24064+0.14312i,-0.1603+0.14733i,-0.063876+0.09458i,-0.031519+0.042627i,-0.0090003+0.025033i,0.01718+0.018926i,0.029706+0.0088657i,0.022282-0.0068854i,0.0072915-0.01301i,-0.00024604-0.011707i,-0.0017708-0.011803i,0.0015663-0.0076607i,0.01161-0.0025156i,0.015869-0.0019051i,0.0085656-0.0012564i,0.0011442+0.0020143i,-0.0024843+0.0040235i,-0.0068032+0.0059057i
-0.27281-0.28415i,-0.48408-0.55867i,-0.54524-0.64064i,-0.37681-0.40447i,-0.13479-0.18668i,-0.017094-0.17451i,-0.024333-0.17072i,-0.014586-0.10095i,0.026918-0.046768i,0.038075-0.019803i,0.026934-0.0040757i,0.018504-0.0013713i,0.018296-0.001256i,0.018166+0.0019388i,0.013761+0.0074818i,0.0089771+0.010114i,-0.00078845+0.0037344i,-0.013636-0.0019067i,-0.016375-0.00094229i,-0.0074938+0.00052836i,0.0023923-0.0020178i,0.0055014-0.007393i,0.0030637-0.011522i
0.29769-0.10231i,0.56459-0.065482i,0.66442+0.01835i,0.504+0.031422i,0.29887+0.023701i,0.20013+0.050978i,0.13108+0.052019i,0.030231+0.046717i,-0.033449+0.065256i,-0.039278+0.061322i,-0.039007+0.040197i,-0.035691+0.035698i,-0.020247+0.031752i,-0.010967+0.017086i,-0.011345+0.0032963i,-0.010654+2.6876e-05i,-0.0029074+0.0059226i,0.0099939+0.0075672i,0.014112+0.0012387i,0.0062913-0.003454i,0.0013806-0.0017191i,0.005965+0.002156i,0.011191+0.0032446i
0.037378+0.25044i,-0.039179+0.38463i,-0.134+0.35244i,-0.15926+0.2444i,-0.14161+0.2111i,-0.10497+0.18678i,-0.044385+0.11055i,0.010078+0.017821i,0.023057-0.048039i,0.0096803-0.063816i,0.003256-0.055282i,-0.0044776-0.047619i,-0.017769-0.029548i,-0.015454-0.0062681i,-0.0022634+0.0049786i,0.004535+0.0064162i,0.0029961+0.0018611i,-0.0019684-0.0046888i,-0.0051476-0.0064278i,-0.004035-0.0052626i,-0.0049857-0.0078352i,-0.013223-0.0077314i,-0.016732+9.5461e-05i
-0.27062-0.011778i,-0.42269-0.035076i,-0.35964-0.033281i,-0.13442-0.067951i,-0.0015446-0.18543i,-0.020739-0.23666i,-0.048053-0.16748i,-0.026751-0.094321i,-0.0024107-0.055704i,0.012166-0.026907i,0.020934-0.0038381i,0.02236+0.0070117i,0.01796+0.0015476i,0.0070882-0.0064947i,-0.0022889-0.0064673i,-0.0031685-0.004319i,0.00083807+0.00096257i,0.0059721+0.0088718i,0.0077751+0.008498i,0.0042883+0.0027931i,0.00096917+0.0022074i,0.0029152+0.0015404i,0.002234-0.0046905i
0.1554-0.28184i,0.29594-0.51086i,0.28383-0.56749i,0.11443-0.36857i,0.044521-0.11381i,0.11187+0.012946i,0.13895+0.037144i,0.10207+0.055058i,0.06246+0.066979i,0.027094+0.059153i,0.0039637+0.048226i,0.0035238+0.033975i,0.0097993+0.020433i,0.0098055+0.012482i,0.0041533+0.0086778i,-0.0010908+0.0076527i,-0.0033275+0.001366i,-0.0070228-0.005411i,-0.010927-0.0026089i,-0.011419+0.0039564i,-0.0081978+0.0047234i,-0.0037491+0.0011313i,0.0010841+0.00038301i
0.12814+0.28765i,0.19837+0.60444i,0.21403+0.73688i,0.18223+0.53235i,0.08673+0.27871i,-0.020786+0.17565i,-0.054386+0.11383i,-0.061836+0.027951i,-0.07539-0.023263i,-0.067732-0.032594i,-0.050343-0.033776i,-0.042043-0.025295i,-0.033425-0.0091761i,-0.02182-0.00026561i,-0.011346-0.0010866i,-0.0042812-0.0044047i,-0.0020466-0.0014429i,0.0012464+0.0067441i,0.0093312+0.0088809i,0.015386+0.0039152i,0.014024+0.00041692i,0.0089808+0.0033922i,0.0065254+0.0082355i
-0.23262-0.058078i,-0.46097-0.22107i,-0.56198-0.36708i,-0.47372-0.3116i,-0.33133-0.17624i,-0.21751-0.11232i,-0.13127-0.049066i,-0.045334+0.023074i,0.02309+0.036791i,0.046098+0.0081229i,0.04429-0.012828i,0.039539-0.021319i,0.026895-0.024318i,0.012682-0.019557i,0.0048437-0.013191i,-0.00080701-0.01029i,-0.00306-0.0088863i,-0.0026793-0.0093778i,-0.0020804-0.0092818i,-5.1442e-05-0.0079868i,0.0017239-0.0083751i,-0.0018166-0.012385i,-0.0073742-0.013296i
0.074735-0.10502i,0.2303-0.10567i,0.3669+0.0032242i,0.37028+0.093807i,0.31223+0.07863i,0.24857+0.019922i,0.16419-0.034123i,0.082303-0.051128i,0.036889-0.026517i,0.024713+0.0063928i,0.017037+0.024792i,0.0040953+0.026953i,-0.0021352+0.01941i,-0.0020918+0.010997i,8.5221e-05+0.006716i,0.0033793+0.0048923i,0.0020101+0.0054534i,-0.0019463+0.0074677i,-0.003971+0.0057696i,-0.0060298+0.0015441i,-0.0072825+0.0023104i,-0.0022281+0.0067853i,0.0048848+0.0054955i
0.099124+0.032007i,0.11892+0.045866i,0.045182+0.010982i,-0.037391-0.033171i,-0.06732-0.010011i,-0.078636+0.051185i,-0.085935+0.091837i,-0.07909+0.096805i,-0.063384+0.077218i,-0.052501+0.045566i,-0.04643+0.017857i,-0.029184+0.007547i,-0.0038236+0.0055057i,0.0079355+0.0012857i,0.0040331-0.00015723i,-0.0018845+0.0017081i,-0.0024225+0.00040736i,-0.0022085-0.0033593i,-0.0066115-0.0038599i,-0.010198-0.0028582i,-0.005264-0.0050118i,0.0021659-0.0082868i,0.0017258-0.0068372i
-0.098296+0.14216i,-0.17388+0.26416i,-0.15763+0.30923i,-0.065431+0.23209i,-0.030081+0.10325i,-0.029784+0.0054984i,0.0014571-0.058094i,0.025852-0.094915i,0.024792-0.090696i,0.023458-0.061514i,0.02656-0.038756i,0.01859-0.024438i,0.0024986-0.0092262i,-0.0042883+0.00077595i,-0.0032607+0.0032143i,0.0012087+0.0051124i,0.006393+0.0071084i,0.0085583+0.0071389i,0.010071+0.0088823i,0.011027+0.013422i,0.0086134+0.015695i,0.0034016+0.014102i,0.00097921+0.011071i
-0.049045-0.18587i,-0.063742-0.40481i,-0.061685-0.52038i,-0.047666-0.42287i,-1.4246e-05-0.26927i,0.030897-0.16798i,0.00080192-0.078095i,-0.029131-0.0041635i,-0.025392+0.02292i,-0.0095594+0.02057i,-0.00071296+0.018385i,0.002131+0.023226i,0.0046295+0.021934i,0.0070165+0.014173i,0.0080363+0.0041297i,0.0041401-0.0062933i,-0.0014474-0.0091646i,-0.001191-0.0068581i,0.0027191-0.0058556i,0.0045101-0.0076385i,0.003741-0.0099325i,0.0021915-0.01104i,0.0010239-0.01029i
0.12039+0.088451i,0.2383+0.26178i,0.26418+0.39548i,0.15986+0.35116i,0.050868+0.25277i,0.035214+0.19729i,0.079352+0.11775i,0.089933+0.032179i,0.059414-0.00089625i,0.024614+0.0016858i,0.0011731+0.0034629i,-0.01164-0.013092i,-0.021649-0.028066i,-0.025318-0.021402i,-0.019606-0.0058809i,-0.010821+0.0029903i,-0.0049914+0.0022661i,-0.0046594-0.0020098i,-0.0058531-0.0056394i,-0.0043547-0.0076406i,-0.0013686-0.0050669i,4.4217e-05-0.0001902i,0.0019004+0.0024502i
-0.072786+0.0094475i,-0.18915-0.05114i,-0.26181-0.13437i,-0.19335-0.1293i,-0.081582-0.081167i,-0.063512-0.079255i,-0.10541-0.059125i,-0.10584-0.015198i,-0.073807-0.0012003i,-0.047084-0.012474i,-0.02403-0.021406i,-0.0013342-0.011199i,0.018514+0.0061703i,0.025876+0.008315i,0.019834-0.00089231i,0.0079337-0.0056679i,-0.0021836-0.0026864i,-0.0043836+0.0031273i,-0.0032298+0.0049407i,-0.0041966+0.001954i,-0.002413-0.00019754i,0.0018337-0.00053854i,0.0007981-0.0016321i
-0.011424+0.01564i,0.02021+0.061816i,0.091648+0.11265i,0.10122+0.091965i,0.037978+0.03475i,0.027585+0.029893i,0.07722+0.036744i,0.092913+0.022528i,0.068902+0.016124i,0.045189+0.018448i,0.028675+0.01847i,0.01082+0.011417i,-0.0088542+0.0016737i,-0.016838-0.0014767i,-0.012897-0.0017243i,-0.0073606-0.00026082i,-0.0015945+0.0014643i,0.0038553+0.0007977i,0.0049274+0.0028105i,0.0018249+0.0075146i,-0.0020681+0.0088757i,-0.0051927+0.0066573i,-0.0053045+0.0062816i
0.02807-0.078854i,0.037713-0.17926i,0.015019-0.21514i,0.015189-0.12715i,0.063767-0.021521i,0.061311-0.009452i,-0.015786-0.023808i,-0.056872-0.0093638i,-0.03888-0.0011326i,-0.015497-0.0042589i,-0.0087078-0.0068412i,-0.010586-0.0026212i,-0.0050641+0.0052252i,0.0048916+0.0068415i,0.010548+0.0039576i,0.011626-0.0025956i,0.0071625-0.0078276i,0.0012865-0.00647i,-0.00035236-0.0024375i,0.0028854+0.0010132i,0.0074247+1.5848e-05i,0.01035-0.0030974i,0.0103-0.0062666i
0.02151+0.11755i,0.049676+0.26158i,0.075633+0.31231i,0.052474+0.17366i,-0.037082+0.029618i,-0.078371+0.032997i,-0.016978+0.066263i,0.031285+0.05109i,0.026884+0.036037i,0.01528+0.030029i,0.011681+0.018377i,0.018321-0.00034794i,0.020416-0.021134i,0.0071422-0.026626i,-0.0073183-0.013785i,-0.010034+0.00069776i,-0.0032499+0.0064399i,0.0038439+0.0025807i,0.0064542-0.0037065i,0.0033537-0.0047352i,-0.0015367-0.0013108i,-0.0034769+0.0026211i,-0.0027519+0.0058618i
-0.071168-0.08635i,-0.15131-0.22443i,-0.21641-0.30126i,-0.18969-0.18115i,-0.072249-0.033649i,0.012323-0.038961i,-0.0072708-0.084903i,-0.039173-0.074414i,-0.032715-0.055047i,-0.020408-0.044489i,-0.011696-0.025979i,-0.0067886+0.0017053i,-0.0032508+0.027784i,0.0056617+0.031394i,0.012551+0.016966i,0.01027+0.0032927i,0.00089138-0.0028735i,-0.0087755-0.00043242i,-0.010548+0.0043745i,-0.0050736+0.0020767i,-0.00069253-0.0031364i,4.0669e-05-0.0039033i,8.179e-05-0.0034997i
0.055348+0.040664i,0.13753+0.14262i,0.22084+0.21857i,0.2149+0.13752i,0.11383+0.0095227i,0.026863+0.013976i,0.023451+0.06088i,0.030981+0.045818i,0.011838+0.020193i,-0.0029942+0.013341i,-0.0077444+0.0084178i,-0.0087952-0.0038693i,-0.011074-0.01771i,-0.012845-0.017564i,-0.0093754-0.0096671i,-0.0041063-0.0044973i,0.0025227+0.00065187i,0.0095143+0.0018123i,0.0088978-0.0021222i,0.0021264-0.0026796i,-0.0019164-0.00056616i,-0.002383-0.00062494i,-0.0036487-0.0007355i
-0.0090469-0.036116i,-0.060388-0.11348i,-0.15093-0.16874i,-0.19546-0.082311i,-0.12523+0.049416i,-0.029232+0.035726i,-0.01425-0.0373i,-0.020375-0.040839i,0.00067723-0.021966i,0.012362-0.017006i,0.0088343-0.01288i,-0.0012958-0.0048264i,-0.0093868+0.0096657i,-0.0063726+0.016978i,4.35e-05+0.013195i,0.0015165+0.0055444i,-0.0031216-0.0013021i,-0.0080505-0.0026054i,-0.0084068-0.00023448i,-0.0063901+0.0019504i,-0.004678+0.0031869i,-0.0025467+0.0042537i,0.0014912+0.0042108i
-0.0094842+0.074249i,0.017101+0.19205i,0.11545+0.26637i,0.20971+0.15964i,0.16558-0.014263i,0.043384-0.040693i,-0.0011973+0.026377i,0.0061959+0.045074i,-0.0047229+0.033799i,-0.013604+0.029082i,-0.0099385+0.020725i,0.0018081+0.0081927i,0.014396-0.0089276i,0.010439-0.019639i,-0.0027347-0.016366i,-0.0095231-0.0075171i,-0.0071208+0.0013034i,0.0021459+0.0061675i,0.009261+0.0040744i,0.0098057+7.545e-05i,0.0067451-0.0011927i,0.0021491-0.0016167i,-0.0029932-3.7857e-05i
-0.013937-0.099858i,-0.045881-0.24462i,-0.12715-0.34447i,-0.20929-0.24819i,-0.17584-0.059805i,-0.052594+0.0050149i,0.0073336-0.026092i,0.0093008-0.027698i,0.020458-0.013579i,0.026749-0.01553i,0.01741-0.01504i,0.0026364-0.0038234i,-0.0066463+0.011449i,-0.003641+0.017179i,0.0038087+0.012894i,0.0076932+0.0059696i,0.0053232-0.0039384i,-0.0036744-0.0094633i,-0.010887-0.005271i,-0.0073478+0.00063904i,2.8225e-05+0.0026472i,0.0040176+0.0016887i,0.0057904-0.000738i
0.029895+0.082533i,0.072552+0.22865i,0.15154+0.3557i,0.22851+0.28939i,0.1911+0.10517i,0.064333+0.032138i,0.0049193+0.04916i,0.0064942+0.033716i,-0.0031626+0.0083765i,-0.010284+0.0058056i,-0.0050659+0.0043891i,0.0042889-0.002932i,0.011034-0.01293i,0.0067277-0.015532i,-0.00046259-0.007868i,-0.0020053+0.00057442i,0.001316+0.0073638i,0.0078108+0.0097955i,0.011288+0.0043393i,0.0060087-0.0028828i,-0.0009363-0.0041139i,-0.0019788-0.0011194i,0.00067037+0.0009228i
-0.022905-0.066213i,-0.070213-0.20308i,-0.16683-0.34471i,-0.26465-0.30697i,-0.24032-0.1268i,-0.097922-0.027443i,-0.010658-0.034722i,-0.0079286-0.024869i,-0.0019499+0.0033745i,0.010309+0.0074682i,0.0099685+0.0036234i,-0.00049505+0.002664i,-0.013045+0.0058983i,-0.013295+0.0088399i,-0.0059475+0.0057969i,-0.00057145-0.0018427i,0.00023098-0.010058i,-0.0038742-0.013198i,-0.0065274-0.010269i,-0.0040979-0.0068103i,-0.0020309-0.0049908i,-0.0032259-0.004415i,-0.0028064-0.0030594i
8.6926e-05+0.061437i,0.021863+0.19684i,0.097136+0.35828i,0.20834+0.36739i,0.23134+0.20019i,0.12005+0.058982i,0.021865+0.026647i,-0.0033134+0.011195i,-0.019316-0.010421i,-0.030104-0.0080696i,-0.02164+0.0018178i,-0.0047576+0.0035997i,0.012141-0.0011879i,0.016137-0.0074221i,0.0081955-0.0092387i,-0.00035689-0.0052302i,-0.0051059+0.0033786i,-0.0035089+0.012509i,0.0021585+0.015439i,0.0041463+0.011649i,0.0019752+0.0059699i,0.0013487+0.00097918i,-0.00036438-0.002849i
0.012393-0.067556i,0.024404-0.20198i,-0.014968-0.3667i,-0.11472-0.38587i,-0.15107-0.22588i,-0.075443-0.078604i,-0.013386-0.032936i,-0.0080659-0.01175i,-0.00092004+0.0098548i,0.010991+0.0085793i,0.0085298+0.00028054i,-0.0023784+0.0011354i,-0.012781+0.0092978i,-0.01185+0.01373i,-0.0039332+0.0099401i,0.00015801+0.0039483i,0.0026536-0.0024795i,0.0017498-0.0097139i,-0.0038606-0.011731i,-0.0062183-0.0060805i,-0.0039743-8.7955e-05i,-0.00042496+0.0020962i,0.0029067+0.003125i
-0.020243+0.083465i,-0.038201+0.23646i,-0.013229+0.41373i,0.081599+0.43096i,0.12947+0.25653i,0.060129+0.088582i,0.0032925+0.036772i,0.013214+0.015954i,0.015282-0.010319i,0.00096956-0.014171i,-0.0024518-0.0078937i,0.0038382-0.00443i,0.010723-0.0032623i,0.0075399-0.0036733i,0.00014813-0.0026006i,-0.0046428+0.0014574i,-0.0067939+0.0077411i,-0.0019323+0.012223i,0.0054885+0.010202i,0.0093319+0.0041001i,0.0081609+0.00041061i,0.0039855+0.00032816i,0.00089853+0.00041813i
0.0077972-0.077143i,0.03166-0.23133i,0.036644-0.42548i,-0.034829-0.47957i,-0.1049-0.31748i,-0.066753-0.11992i,-0.01015-0.038098i,-0.01003-0.012421i,-0.0098362+0.010993i,0.0055988+0.015012i,0.0070235+0.007654i,-0.0032283+0.00032851i,-0.013374-0.0053662i,-0.013662-0.0038126i,-0.0050207+0.00073759i,0.0030809-0.0015359i,0.0073372-0.0088781i,0.0056476-0.014052i,-0.00028125-0.011841i,-0.0036972-0.0044665i,-0.0016201-0.00082302i,0.0012973-0.0034256i,0.0020138-0.005101i
-0.014956+0.062108i,-0.057254+0.20432i,-0.09696+0.40084i,-0.059132+0.4784i,0.014409+0.34988i,0.024699+0.16224i,0.0090292+0.061632i,0.02096+0.020814i,0.022013-0.0083838i,0.0018593-0.01424i,-0.0066881-0.0075805i,0.00048463-0.002622i,0.011582+0.00077552i,0.013697-0.00067149i,0.0061286-0.0021651i,-0.00059316+0.0010707i,-0.0053221+0.0041858i,-0.0090738+0.0072073i,-0.0084625+0.0088042i,-0.0049159+0.0042093i,-0.0012376-0.0010262i,0.00084818-1.4606e-05i,0.0015868+0.0012298i
