0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
0.025861-0.052299i,0.081455-0.17367i,0.13918-0.34459i,0.11735-0.41205i,0.037858-0.29332i,0.0045541-0.12453i,0.00028817-0.045519i,-0.021327-0.019225i,-0.025521+0.0052026i,-0.005751+0.011259i,0.0059841+0.0038007i,0.0020573-0.0014439i,-0.0082592-0.0012874i,-0.0086574+0.0029652i,0.00079429+0.0031034i,0.0070119-0.00038359i,0.0099124-0.0014136i,0.012134-0.0035998i,0.01124-0.0072522i,0.0061719-0.0057992i,0.001735-0.00079414i,-0.0011696+0.0019189i,-0.0026028+0.0031833i
-0.034493+0.056705i,-0.10966+0.16978i,-0.19122+0.33428i,-0.17136+0.41016i,-0.063322+0.29614i,-0.003729+0.12012i,0.0017624+0.041721i,0.017382+0.026652i,0.025485+0.0075604i,0.012698-0.0034896i,0.0034658-0.00080805i,0.0029129+0.0030137i,0.0051371+0.0038686i,0.0030792-0.00039792i,-0.0037555-0.0041458i,-0.0095566-0.0031466i,-0.01322+0.0007086i,-0.013137+0.0072685i,-0.0079454+0.011862i,-0.0029716+0.0096887i,-0.0015974+0.0054114i,-0.0020291+0.0024263i,-0.0018809-0.00060568i
0.042523-0.049166i,0.13784-0.15363i,0.25861-0.30411i,0.27195-0.38117i,0.15468-0.29615i,0.049861-0.13946i,0.0087314-0.05307i,-0.01975-0.028899i,-0.03057-0.0062606i,-0.016326+0.0082081i,-0.0058959+0.0055961i,-0.004935-0.0018936i,-0.005431-0.0074555i,-0.0045547-0.0071359i,-0.0026689-0.0032211i,0.0017658-0.0012137i,0.0083328-0.0020046i,0.010107-0.0061023i,0.0044602-0.0092347i,-0.0021073-0.0079446i,-0.0028115-0.0045072i,0.00042231-0.0023422i,0.003045-0.0016534i
-0.041557+0.049332i,-0.14154+0.14271i,-0.27686+0.26234i,-0.31471+0.30823i,-0.20939+0.22881i,-0.091618+0.10558i,-0.030675+0.045695i,0.0090653+0.033734i,0.023255+0.013056i,0.007184-0.0059699i,-0.0043087-0.0068778i,8.8348e-06+0.00059411i,0.0073441+0.0076356i,0.0086969+0.0080251i,0.00313+0.0032451i,-0.004669+0.00093163i,-0.008721+0.0011445i,-0.0084687+0.0010079i,-0.0045643+0.0013021i,0.0026763+0.0011243i,0.0067439+0.00070995i,0.0037484+0.00062131i,0.00025157+0.00020101i
0.032519-0.036601i,0.13101-0.10839i,0.27334-0.20301i,0.31639-0.243i,0.20276-0.1786i,0.076157-0.079158i,0.020195-0.039641i,-0.0091159-0.040731i,-0.021756-0.026164i,-0.0088881-0.005101i,0.00046824+0.0020975i,-0.0028379+0.0011182i,-0.0089766-0.0018707i,-0.0096729+0.00075629i,-0.001333+0.0065003i,0.0063782+0.0061388i,0.0085697+0.0041432i,0.0086949+0.0045109i,0.0067112+0.0045637i,0.0012963+0.0038915i,-0.003768+0.0029013i,-0.0038884+0.00076018i,-0.0030687-0.00038323i
-0.036121+0.024836i,-0.144+0.078998i,-0.29825+0.15552i,-0.35273+0.19872i,-0.2355+0.16271i,-0.089671+0.089406i,-0.022379+0.049509i,0.004689+0.042938i,0.018728+0.03005i,0.012902+0.011089i,0.0012905+0.0024945i,-0.002564-0.00072922i,0.0014967-0.0033039i,0.0043487-0.0066282i,0.00071058-0.0096664i,-0.0042076-0.0088093i,-0.007099-0.0081416i,-0.0094375-0.0077859i,-0.0091486-0.0043768i,-0.0058789-0.0023284i,-0.0029714-0.0026198i,-0.0010311-0.0019602i,0.0012406-0.00035369i
0.048878-0.023434i,0.15497-0.054477i,0.30976-0.087248i,0.37383-0.097446i,0.2666-0.077119i,0.11828-0.044041i,0.042358-0.036015i,0.0057882-0.04292i,-0.015019-0.029131i,-0.013209-0.0069636i,-0.0038947+0.00086646i,0.0012676-0.0015518i,0.0020521-0.0032027i,0.0020228-0.00036677i,0.0041653+0.0017945i,0.0074409+0.0021484i,0.0099871+0.0033381i,0.012114+0.003323i,0.011753+0.00051852i,0.0080779-0.0019491i,0.0043318-0.0010505i,0.0024693+0.00072386i,0.00049006+0.00085333i
-0.041414+0.02184i,-0.14698+0.037212i,-0.29377+0.042552i,-0.34434+0.033159i,-0.23285+0.017942i,-0.094016+0.0068327i,-0.031991+0.018747i,-0.0083208+0.039388i,0.0080312+0.030669i,0.0076086+0.0035046i,0.00060671-0.0074805i,-0.0025766-0.0012137i,-0.001902+0.0063103i,-0.00017832+0.0066615i,-0.0016953+0.0028136i,-0.0064643-0.000723i,-0.01063-0.0025157i,-0.011509-0.00013421i,-0.0092976+0.0041791i,-0.0043916+0.0075386i,-0.0003068+0.0078319i,-0.00020497+0.0039403i,-0.001026+0.0012799i
0.037782-0.010648i,0.14111-0.015421i,0.28259-0.0051603i,0.33157+0.0074601i,0.2272+0.0026108i,0.093363-0.010083i,0.034792-0.023649i,0.018545-0.038051i,0.0057461-0.033548i,0.0041292-0.012879i,0.0058981-0.0037096i,0.0011327-0.0060773i,-0.0049128-0.0082164i,-0.0082428-0.0062449i,-0.0077255-0.00027416i,-0.0040271+0.0046365i,-0.001043+0.006123i,-0.00035441+0.0058144i,-0.00033205+0.0027564i,-0.001349-0.0023752i,-0.0014374-0.0046077i,-0.00044414-0.0028402i,-0.00069688-0.0017266i
-0.040774+0.012384i,-0.13313+0.0031025i,-0.26499-0.032079i,-0.31733-0.063067i,-0.22632-0.046264i,-0.10408-0.0067122i,-0.045159+0.022511i,-0.0239+0.038991i,-0.0093019+0.035409i,-0.0036311+0.017678i,-0.0023669+0.0059856i,0.0023712+0.0039537i,0.0074016+0.0047065i,0.010247+0.0032444i,0.0085923+0.00018837i,0.0032793-0.0022374i,0.00038453-0.0045878i,-1.2081e-05-0.007224i,-0.00082653-0.0075405i,0.00088787-0.0041508i,0.0040085-0.0015209i,0.0038853-0.0012186i,0.0025383-0.00010754i
0.027972-0.00073188i,0.10742+0.024981i,0.22047+0.083041i,0.25767+0.12618i,0.17267+0.102i,0.075928+0.045333i,0.040623-0.00030825i,0.027576-0.02894i,0.0084432-0.030295i,-0.0035944-0.012054i,-0.0042365+0.0016818i,-0.0042042+0.0037915i,-0.0070779+0.0017313i,-0.0086593+0.0028942i,-0.005787+0.0059516i,-0.00062743+0.0072915i,0.0020401+0.0076062i,0.0030954+0.0068041i,0.0040988+0.0052921i,0.0029113+0.0043663i,0.00039584+0.0029002i,-0.0016313+0.00051295i,-0.0022102-0.00094821i
-0.031529-0.0082253i,-0.1042-0.039037i,-0.19475-0.099224i,-0.21315-0.13655i,-0.13517-0.096312i,-0.054674-0.030015i,-0.031262+0.0085657i,-0.029997+0.028766i,-0.015859+0.02915i,0.00010355+0.011068i,0.0044888-0.0027103i,0.0025834-0.0047233i,0.00097158-0.0023656i,0.0013013-0.0020964i,0.0013573-0.0051076i,-7.307e-05-0.0087922i,-0.0014112-0.01072i,-0.0040266-0.010117i,-0.0071094-0.0070684i,-0.0064591-0.0038342i,-0.0036957-0.0016928i,-0.0011005+0.00023104i,0.0011769+0.0010593i
0.031208+0.0083172i,0.093501+0.050595i,0.17037+0.127i,0.18931+0.1711i,0.12763+0.12453i,0.061586+0.045512i,0.039503+0.00096321i,0.037015-0.015071i,0.026768-0.012407i,0.015079+0.0032007i,0.010331+0.011399i,0.0061433+0.0054759i,0.0021015-0.0034336i,0.0007224-0.0077295i,0.0011939-0.0076004i,0.0015946-0.0043786i,0.00050176-0.00033561i,8.0391e-05+0.0018779i,0.0017274+0.00032274i,0.0031322-0.0020137i,0.0025121-0.0016458i,0.0015229+3.0086e-05i,0.0017601-0.00034654i
-0.026937-0.0021729i,-0.07736-0.04544i,-0.13181-0.12905i,-0.13024-0.18307i,-0.075347-0.14189i,-0.036991-0.060875i,-0.035211-0.0092275i,-0.03775+0.013495i,-0.027538+0.016235i,-0.016112+0.0053097i,-0.011459-0.0020446i,-0.0063821+0.00048743i,0.00038817+0.0053703i,0.0036897+0.0074136i,0.0019371+0.0053626i,-0.0016612+0.0013122i,-0.002153-0.00065051i,0.00080303-0.00034159i,0.0016493+0.0011071i,0.00044668+0.0023123i,0.00062727+0.0022955i,0.00093329+0.00079911i,3.1607e-05+0.00036924i
0.0171+0.011127i,0.054113+0.056469i,0.086879+0.13642i,0.075487+0.18039i,0.033487+0.12721i,0.013623+0.048998i,0.023903+0.010107i,0.033039-0.0078915i,0.023146-0.016964i,0.0053676-0.014623i,-0.0034426-0.0084065i,-0.0055583-0.007153i,-0.0083036-0.0087211i,-0.010461-0.0082268i,-0.0090166-0.0053127i,-0.0059703-0.00078778i,-0.0037412+0.0028459i,-0.0023585+0.0047198i,-0.0011421+0.0041651i,-0.00052042+0.0015911i,-0.00037549-0.00067018i,5.078e-05-0.0011367i,-0.00054034-0.0014415i
-0.018104-0.013663i,-0.045849-0.059875i,-0.067043-0.13276i,-0.052858-0.1651i,-0.022981-0.10956i,-0.014547-0.036574i,-0.025522-0.0067698i,-0.035145+0.00031817i,-0.027898+0.0030243i,-0.010479+0.0018339i,0.0018333+0.0010385i,0.0067569+0.0028524i,0.0073512+0.0048834i,0.007806+0.005613i,0.0078634+0.0051544i,0.007585+0.0038247i,0.0069024+0.0015891i,0.0041065-0.0026555i,0.00149-0.0052188i,0.0010849-0.0041411i,0.0016516-0.001414i,0.00091646+0.001035i,0.00024413+0.002324i
0.013568+0.018025i,0.032286+0.064009i,0.036769+0.13859i,0.013819+0.1742i,-0.0044348+0.12456i,0.0044454+0.052981i,0.021933+0.018149i,0.030025+0.0076293i,0.021997+0.0043226i,0.0042148+0.0078426i,-0.0064957+0.0098588i,-0.0070538+0.0051204i,-0.0039897-0.0010805i,0.00084811-0.0032463i,0.0038023-0.0011887i,0.002627+0.0010509i,9.7559e-05+0.0015341i,-0.00098566+0.0012459i,0.00053614+0.0004756i,0.0016443+0.00020228i,-0.00018003+0.00020851i,-0.0015353-0.00038808i,0.00025864-0.0011292i
-0.014573-0.011569i,-0.021057-0.05156i,-0.0090709-0.11578i,0.023691-0.14222i,0.036509-0.09317i,0.01268-0.035047i,-0.017006-0.013254i,-0.030362-0.0080785i,-0.022188-0.0052116i,-0.0049041-0.0085713i,0.003374-0.013935i,0.0025185-0.010374i,0.0007694-0.0016981i,-0.0010033+0.0031835i,-0.0022052+0.001961i,-0.0018611-0.0020613i,-0.0013568-0.0042523i,-0.0011907-0.0030066i,-0.0025037-0.00041977i,-0.0030445+0.00072214i,-0.00099441-0.00033919i,0.00053136-0.0017728i,-0.00052451-0.0019375i
0.0096859+0.012622i,0.011329+0.051352i,-0.0053582+0.1044i,-0.034725+0.11729i,-0.037766+0.068822i,-0.011827+0.023039i,0.012568+0.013186i,0.026613+0.014092i,0.030219+0.010791i,0.024156+0.004733i,0.015278+0.0005062i,0.0071389-0.0032863i,0.0017305-0.0084649i,0.00033472-0.012129i,0.00012326-0.011147i,-0.00052312-0.0073221i,-0.0022275-0.0035287i,-0.0033511-0.0002282i,-0.0024663+0.00099085i,-0.00062994+0.00048948i,0.0006439+0.00043581i,0.00080753-0.00049551i,0.0006807-0.0016764i
-0.002825-0.014297i,-0.0023875-0.045157i,0.020208-0.089539i,0.05063-0.099964i,0.043651-0.060083i,0.010241-0.024135i,-0.013017-0.016859i,-0.021034-0.016403i,-0.0165-0.010449i,-0.0067479-0.0035486i,-0.0024927+0.00192i,-0.0015797+0.006823i,0.0006427+0.0089671i,-0.00023769+0.0097347i,-0.0043198+0.010646i,-0.0063393+0.010207i,-0.0045584+0.0071185i,-0.00064195+0.0031359i,0.0031384+0.0013051i,0.0037999+0.00096929i,0.001904+0.00084208i,8.1797e-05+0.00084843i,-0.0016426+0.001562i
-0.00062289+0.016094i,-0.010957+0.045741i,-0.040875+0.082685i,-0.070219+0.084128i,-0.059221+0.045331i,-0.019091+0.016463i,0.0078771+0.013834i,0.013874+0.016839i,0.0068964+0.013791i,-0.0047696+0.0068984i,-0.0095741+0.00058949i,-0.0061229-0.0038587i,-0.002584-0.0045237i,-0.00062312-0.0026583i,0.00082612-0.0014474i,0.00018425-0.0016512i,-0.0010293-0.0013801i,-0.0010867+4.819e-05i,3.5704e-05+0.00056042i,3.0615e-05-0.00048853i,-0.0011874-0.001436i,-0.0012759-0.00091856i,0.00026117-0.00020992i
-0.0038077-0.011784i,0.0075513-0.0357i,0.040466-0.059079i,0.070716-0.050005i,0.058131-0.019254i,0.020258-0.0074065i,-0.0047104-0.015733i,-0.014608-0.021326i,-0.014598-0.015011i,-0.004446-0.0041921i,0.0066312+0.0017329i,0.0076467+0.0025263i,0.0028165+0.0038804i,-0.0010963+0.004338i,-0.0018062+0.0026584i,0.0013855+0.001479i,0.0034325+0.00044467i,0.0019848-0.00061547i,-6.7745e-05-0.0015906i,-0.00030624-0.0024489i,0.00035473-0.0017801i,0.0006926-0.0004345i,0.00033328-0.00084334i
0.0011245+0.0094595i,-0.011605+0.028584i,-0.04294+0.047219i,-0.064795+0.038463i,-0.043825+0.012402i,-0.0091733+0.0054139i,0.0080267+0.014097i,0.0095143+0.020105i,0.0044698+0.019862i,-0.00016554+0.01652i,-0.0029476+0.012343i,-0.003712+0.0063598i,-0.00052243+0.00035595i,0.0054141-0.0030334i,0.0081873-0.0043102i,0.0064558-0.0041489i,0.0029747-0.0032452i,1.8286e-05-0.0027898i,-0.0015038-0.0019734i,-0.0018324+0.00037359i,-0.0016041+0.0017009i,-0.0006078+0.00022463i,0.00089468-0.00094033i
0.0029407-0.010367i,0.017707-0.022815i,0.046853-0.030252i,0.06561-0.016379i,0.046686+0.0034538i,0.016438+0.0028913i,0.0028424-0.010201i,-0.0016728-0.019324i,-0.0022245-0.018635i,-0.00080921-0.01236i,-0.0026819-0.0075161i,-0.0060371-0.0033823i,-0.0064723+0.0017367i,-0.0074637+0.0040264i,-0.0095933+0.00089718i,-0.0088559-0.0024828i,-0.0061222-0.0027547i,-0.003343-0.0020268i,-0.0020503+4.3146e-05i,-0.0012604+0.0018423i,-0.00045051+0.0018813i,-0.00061196+0.00047864i,-0.00096368-0.00069969i
-0.0030777+0.0089909i,-0.019977+0.018563i,-0.04915+0.020096i,-0.06419+0.0043678i,-0.041322-0.0071916i,-0.010391+0.0015841i,0.0028855+0.014755i,0.0056388+0.016883i,0.0046457+0.0079771i,0.0015666-0.0031445i,-0.00053937-0.0078627i,5.3292e-05-0.0069608i,0.00064794-0.005146i,0.0013747-0.0036719i,0.0034935-0.0023311i,0.0035687-0.0012722i,0.0014146-0.0002298i,-0.00029406+0.0005003i,0.00020703-0.00020377i,0.0011221-0.0014228i,0.00071852-0.0017026i,0.00035902-0.0011677i,0.0019464-0.00033177i
0.0031733-0.0030003i,0.017764-0.0087638i,0.042367-0.0043852i,0.051935+0.013456i,0.029931+0.022917i,0.0062366+0.010321i,0.00071078-0.0054266i,0.0031724-0.014415i,0.0042927-0.014706i,0.0030931-0.0063077i,0.0027577+0.002245i,0.0032522+0.0052291i,0.0016957+0.0035921i,-0.0011028+0.0017042i,-0.0035673+0.0026275i,-0.0042557+0.0050449i,-0.0026216+0.0057471i,-0.00076009+0.0040878i,0.00074948+0.0013416i,0.0016889-0.00081097i,0.0019368-0.00068598i,0.0014724+0.00023328i,-1.2991e-05+0.00076141i
-0.0084346+0.0084183i,-0.020047+0.012175i,-0.038688+0.0052637i,-0.042403-0.011978i,-0.022218-0.015866i,-0.0049938-0.0016839i,-0.0027213+0.011857i,-0.0044656+0.016311i,-0.0057563+0.013532i,-0.0077762+0.0074348i,-0.0074465+0.0019282i,-0.0035843-0.0016008i,0.0012464-0.0020165i,0.0049213+0.0010674i,0.0067875+0.0031163i,0.0059482+0.0017492i,0.0031859+0.0006237i,0.00198+0.00054855i,0.0022619+3.0381e-06i,0.0010055-0.00041895i,-0.00051239+0.00012568i,0.0002459+0.00025231i,0.0013867-0.00010376i
0.0019284-0.0042387i,0.012926-0.0032836i,0.032767+0.0080697i,0.036039+0.023453i,0.014805+0.022096i,-9.3789e-05+0.007416i,0.00037406-0.0044121i,0.0049598-0.0080938i,0.0076794-0.0051469i,0.0083395-0.0023121i,0.0077237-0.0027635i,0.0044452-0.0030913i,-0.00039992-0.0025691i,-0.0028214-0.0036514i,-0.00298-0.0046189i,-0.0021022-0.0039928i,-0.00022681-0.0020783i,0.00082979-0.00095855i,-0.00083347-0.00090237i,-0.0027613-0.0012309i,-0.0018323-0.0010841i,8.412e-05-6.2644e-05i,0.00039585+0.00055479i
-0.0029099-0.00096721i,-0.014511-0.0013349i,-0.027944-0.0093538i,-0.025998-0.022772i,-0.01056-0.021534i,-0.0026907-0.0049458i,-0.0054188+0.0071534i,-0.0068169+0.011606i,-0.002423+0.012185i,0.0030226+0.007861i,0.0036262+0.0034648i,0.00054958+0.0014256i,-0.00036234+0.00048045i,0.0018035+0.0014759i,0.0029186+0.0028708i,0.0019671+0.0023426i,0.00071639+0.00097503i,-0.0005356-0.00015784i,-0.00047331+0.00058132i,0.00089249+0.0011762i,0.001743+0.00054686i,0.0016685+0.00057092i,0.0011579+0.001242i
0.0024004-0.0026709i,0.00978+0.00036137i,0.01693+0.014659i,0.014207+0.029317i,0.0018423+0.022461i,-0.0013446+0.0032608i,0.0040375-0.0068856i,0.0077629-0.0060494i,0.0082823-0.0021443i,0.0051564-0.00097978i,0.00046139-0.0006096i,-0.0011641+0.0012212i,-0.00028018+0.0016249i,-0.0012771-0.00032695i,-0.0036456-0.0016776i,-0.004656-0.0018708i,-0.0042815-0.0010125i,-0.0023746-0.00025525i,-0.0011124+0.00031937i,-0.00081285+0.0013551i,-3.8711e-05+0.0016445i,0.00029065+0.00074369i,-3.7176e-05-0.00049353i
-0.0023882+0.0042344i,-0.0076674+0.0023236i,-0.013826-0.0072856i,-0.00831-0.017302i,0.0050634-0.013007i,0.0051267-0.0011092i,-0.0036403+0.0044537i,-0.0095925+0.0049829i,-0.0094142+0.0034377i,-0.0056749-7.205e-05i,-0.0026064-0.0017284i,-0.0010335-0.0011148i,-0.00020063-0.00010163i,-0.00030512+0.0033222i,-7.5657e-05+0.0049342i,0.0016245+0.0032992i,0.0013642+0.0010882i,0.00013903+0.00026664i,-0.00017761+0.0011023i,-0.00063095+0.00095058i,-0.0011527+0.00040921i,-0.001573-1.9133e-05i,-0.0017766+0.00044174i
0.00053293+0.0025596i,0.0042633+0.0069733i,0.0077263+0.017184i,0.002364+0.025703i,-0.0042526+0.017899i,-0.0033805+0.0027646i,0.00054981-0.0035754i,0.0025124-0.001749i,0.0015871+0.0014445i,0.001424+0.0027577i,0.0036601+0.0036542i,0.004337+0.0022758i,0.0028491-0.001626i,0.0022557-0.0044021i,0.0022884-0.0038964i,0.0015308-0.002103i,0.00064684-0.0011467i,0.0003278-0.001253i,0.0010744-0.0012965i,0.002165-9.4965e-05i,0.0015211-0.0001003i,0.00037483-0.000489i,-0.00031375-0.00020417i
-0.0022564-0.001911i,-0.0043225-0.0051504i,-0.004747-0.014041i,0.0017457-0.01888i,0.0079089-0.010194i,0.0041534-0.00040375i,-0.0046087+0.002432i,-0.011051+0.0025379i,-0.01229+0.0036659i,-0.0082356+0.0053211i,-0.0040981+0.003708i,-0.0023287+0.00083123i,-0.00098203+0.00020729i,-0.00050291+0.0017269i,-9.6325e-05+0.0027472i,-0.00014218+0.0024685i,-0.00081375+0.00083934i,-0.00034223-4.421e-05i,0.00019438+0.00067053i,-0.00065547+0.00098329i,-0.0006729+0.00082558i,-0.00039001+0.0003477i,0.00013437+0.00046046i
-0.00076125+0.00038623i,0.00015998+0.0071113i,-0.0017822+0.014627i,-0.0089811+0.017182i,-0.010387+0.010611i,-0.002866+0.0021032i,0.0041195-0.0022862i,0.0049307-0.0019172i,0.0026309+0.00067854i,0.0011401+0.00080405i,0.0013083-0.001983i,0.0014506-0.0031882i,0.0013342-0.0027647i,0.0011447-0.0030558i,-0.0005382-0.0037599i,-0.0013266-0.0027769i,-0.00084692-0.00036698i,-0.00060608+0.00024295i,-0.0008239+0.00010446i,-0.0005941+0.00047226i,0.00079367+0.00060219i,0.0022769-6.1183e-05i,0.0019321-0.0011143i
0.0020965+0.0038197i,0.00066881-6.5376e-05i,0.0044946-0.007372i,0.010221-0.011046i,0.007644-0.0041004i,0.0003623+0.0014204i,-0.0024856-0.00085592i,-0.0027216-0.0050201i,-0.0023002-0.0070547i,-0.0010713-0.0058446i,-0.0014331-0.0032429i,-0.0033492-0.00099604i,-0.0037138+0.0011242i,-0.0028032+0.0022199i,-0.0018093+0.0032395i,-0.00092008+0.003398i,-0.0006545+0.0015055i,-0.00038143-0.00011893i,-0.0010075-0.00045419i,-0.0016996-0.00053414i,-0.00071804-0.0005998i,9.7289e-05-0.0010825i,-0.00061462-0.0014981i
-0.00036806+0.0061718i,-0.001532+0.0092728i,-0.0040969+0.014296i,-0.0084714+0.013142i,-0.0083269+0.0047108i,-0.0012947-0.0006657i,0.005337-0.003023i,0.0074925-0.0051342i,0.004774-0.0057091i,-0.00011666-0.0038455i,-0.0022696-0.00053459i,-0.00089333+0.0017472i,0.0014352+0.001725i,0.0031717-0.0001903i,0.0032913-0.0016467i,0.0023256-0.0015252i,0.0013024-0.00064128i,0.00032214+2.7781e-05i,0.00017072+0.00039472i,0.00035906-4.0216e-05i,0.00037975+0.00014515i,0.00031348+0.00010149i,-0.00069766-9.8232e-06i
-0.001759-0.0023835i,-0.0029258-0.003421i,0.0032493-0.0058024i,0.012686-0.0036832i,0.011786+0.0015456i,0.0037767+0.0029801i,2.7086e-05+0.0012291i,-0.00050853-0.0028301i,-0.001589-0.0055747i,-0.0028885-0.0043391i,-0.0027191-0.0026075i,-0.0019794-0.0022805i,-0.0025921-0.0016844i,-0.0034525-4.7487e-05i,-0.0029592+0.00043994i,-0.0015261-0.00087236i,-0.00075552-0.0021348i,-0.00053117-0.0015702i,0.0003063-0.0010621i,0.00049002-0.0017764i,0.00015529-0.0013543i,-0.00032291-4.5938e-05i,-0.00048293+0.0007149i
-0.0025529+0.0015351i,-0.0030475+0.0030856i,-0.0040582+0.008201i,-0.0051468+0.0077813i,-0.0027271+0.00059783i,0.0010581-0.00077389i,0.0025509+0.0037839i,0.0042745+0.0060973i,0.004876+0.0054091i,0.0055824+0.0024934i,0.0068543+0.00026408i,0.0066333-0.00093989i,0.004543-0.0014097i,0.0034372-0.0012453i,0.0030807-0.0022912i,0.0017172-0.0020129i,0.0002434-0.00019353i,-0.00048658+0.0016101i,-0.00012219+0.0024124i,0.00010347+0.0014902i,-0.00061722+0.00051019i,-0.0012296+0.00079764i,-0.00016079+0.001007i
0.0020647+0.00221i,0.0026287+0.001489i,0.0050178+0.00090342i,0.0084361+0.0022039i,0.006719+0.0036138i,0.00065151+0.0034282i,-0.00024989+0.0042193i,0.0025813+0.0052039i,0.0045395+0.0043896i,0.0047015+0.002185i,0.001905-0.00020772i,-0.0016255-0.0017019i,-0.0041298-0.002044i,-0.0045646-0.0018473i,-0.0039408-0.0010786i,-0.0029543-0.00035585i,-0.0011301+7.1963e-05i,0.00096691-0.00019584i,0.0018102-0.0010606i,0.00066753-0.0013706i,-0.00040949-0.00038907i,-3.5883e-05+0.00034113i,0.00074795-0.00012462i
0.0025954+0.0014751i,0.00032558+0.00065169i,-0.0036904+0.0002213i,-0.0088458-0.0015371i,-0.0059236-0.0031651i,-0.00023964-0.00045346i,0.0020335+0.004095i,0.0035573+0.0077631i,0.0049088+0.0073946i,0.0035745+0.0034988i,0.00063151+0.00054984i,-0.00010536+0.0005014i,0.0011189+0.001353i,0.0030175+0.0013806i,0.002813+0.0018372i,0.00069865+0.0023821i,0.00021629+0.0024567i,-3.8079e-05+0.0013868i,-0.00049993+0.0014166i,-0.00016923+0.0023607i,0.00029367+0.0011753i,0.00027634-0.00064737i,0.00030492-0.0016849i
0.002336+0.00054424i,0.0026224+0.002121i,0.0041309+0.0045574i,0.004552+0.0071692i,0.0022449+0.0082377i,-0.0011285+0.0051036i,-0.0029044+0.0022887i,-0.0028266+0.0020007i,-0.0017013+0.0021819i,-0.001336+0.00064071i,-0.0021583-0.00026994i,-0.0025144-0.00065549i,-0.0021118-0.0011157i,-0.0017128-0.00069662i,-0.00099608-0.00030116i,0.00066979+0.00036976i,0.001371+0.00042095i,0.00080892-0.0004008i,0.00044062-0.00084011i,0.0014718-0.0014398i,0.0015264-0.0018243i,0.00064083-0.0011085i,0.00062289-0.00045057i
-0.002299+0.0031635i,-0.0028764+0.0029484i,-0.0047971+0.0016108i,-0.0048291-0.000237i,-0.00099417-4.0132e-05i,0.00066807-7.1327e-05i,-0.0033547+0.00025681i,-0.0068986+0.0019122i,-0.0068238+0.0025895i,-0.0038937+0.0032145i,-0.00049431+0.0044077i,0.0025901+0.0048151i,0.0039828+0.0041975i,0.0032244+0.0025922i,0.0022726+0.0012567i,0.00081074+0.00068216i,-0.0012277+0.00014906i,-0.0027495+9.0955e-05i,-0.0020907-9.3405e-05i,-0.00017723+0.0003169i,0.00063453-0.00011068i,-9.5057e-05-0.0007389i,-0.00058119+9.665e-05i
-0.0012524+0.004149i,-0.00070423+0.0063451i,0.0027083+0.0076919i,0.0047745+0.0086258i,0.0024418+0.0078641i,-0.0014526+0.0036445i,-0.0041975+0.00020933i,-0.0061509-0.00056027i,-0.0060033+0.00041419i,-0.0037522+0.0017801i,-0.0021924-9.809e-05i,-0.0020447-0.0033161i,-0.0023897-0.0041849i,-0.0029265-0.0033535i,-0.0023108-0.002531i,-0.0015144-0.0019691i,-0.0019234-0.001004i,-0.00085798+0.00040346i,0.0010219+0.0010484i,0.00071007+0.00090497i,0.00030359-0.0005967i,0.00080009-0.00020867i,0.0011395+0.0015338i
-0.00018625-0.00025006i,-0.0029439-0.0013373i,-0.0029001-0.0033111i,-0.0017006-0.0046717i,-0.00024618-0.0036503i,0.00014643-0.0012237i,-0.002242-9.1736e-05i,-0.0041598-9.119e-05i,-0.0028708+0.00037017i,2.076e-05-4.5255e-05i,0.0020575-0.0019876i,0.0026355-0.0015999i,0.0014051+0.00092055i,-0.00035408+0.0018921i,-0.0015288+0.0015859i,-0.0034245+0.0011024i,-0.0039511+0.0011075i,-0.0029025+0.0017693i,-0.0017374+0.0012653i,-0.0014298+0.00099703i,-0.0012977+0.0014443i,-0.00019479+0.00092261i,0.00020477+0.00018391i
0.0018183-0.0022729i,0.0015852-0.00024141i,0.0018705+0.0039006i,0.00038673+0.0056703i,-0.0022008+0.0036423i,-0.0019236+0.00066576i,0.00091008-0.0021183i,0.0027289-0.0039868i,0.0034061-0.0034647i,0.0024557-0.002861i,-0.00032373-0.0033341i,-0.0028536-0.0032777i,-0.0028256-0.002999i,-0.0026738-0.0025912i,-0.0026567-0.0018424i,-0.0013655-0.00088065i,0.00013343+0.00040741i,0.0013001+0.00075054i,0.0013041+0.00088925i,0.0010088+0.00083016i,0.0012348+0.00027662i,0.0016747-0.00025002i,0.0017698+2.4141e-05i
