-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
0.0019792+0.0054422i,0.0012141+0.0046068i,-0.00024034+0.0042129i,0.00048269+0.0049398i,0.0034318+0.0032929i,0.0062153+0.00058481i,0.0088048-0.00012353i,0.0076327-0.00031914i,0.0023227-0.0022522i,-0.0022312-0.0046935i,-0.0032228-0.0045776i,-0.00070911-0.0011929i,0.0015351+0.0014903i,0.0016101+0.002361i,0.0014757+0.0028368i,0.0022529+0.0022621i,0.0031539+0.0010541i,0.002487-0.00013945i,0.0023259-0.0011314i,0.0021167-0.0018215i,0.0011342-0.0016845i,-0.00021444-0.00073005i,-0.0013196+0.00030741i
0.0023021+0.0046109i,0.0012937+0.0033364i,0.00041577+0.0013927i,-0.00095186+0.0008438i,-0.0017885+0.00021811i,-0.0042398-0.0023686i,-0.0062932-0.0064101i,-0.0028864-0.0093606i,0.0024338-0.0088611i,0.0046233-0.0075563i,0.0021435-0.0059958i,-0.00049937-0.0038766i,-0.00072463-0.0023713i,-6.5035e-05-0.0011398i,0.00069597-3.8984e-05i,0.00064314+0.0010153i,-6.156e-05+0.00060183i,-0.0011927-0.00033301i,-0.0023863+0.00035531i,-0.0016517+0.0023176i,0.0003222+0.0029265i,0.0025891+0.001469i,0.0038998+0.00035074i
0.00037341+0.0066219i,0.0012982+0.0044936i,0.0016058+0.0045834i,0.0023605+0.0050535i,0.0036162+0.0053052i,0.0038044+0.0051329i,0.0011999+0.0056541i,-0.0014545+0.0067716i,0.00010022+0.0057979i,0.003783+0.0035053i,0.0035753+0.0019252i,0.000392+0.00045164i,-0.0013153-0.0008484i,-0.0015701-0.0014506i,-0.0015003-0.0018141i,-0.00055465-0.0010387i,0.00092245+0.00040338i,0.0018323+0.00077548i,0.0012686+0.001018i,9.5389e-05+0.0010005i,7.6043e-05-6.0745e-05i,-0.00019724-0.0011397i,-0.0010793-0.0014609i
0.00068248+0.0053567i,0.00067658+0.0034172i,-0.00095379+0.0034435i,0.00063321+0.0034373i,0.0032111+0.00054464i,0.0039632-0.0036509i,0.0046934-0.0053637i,0.0045511-0.0016662i,0.0015844+0.0039139i,-0.00073334+0.0063708i,-0.0002617+0.0045276i,0.0010953+0.0010776i,0.0022802-0.00056702i,0.0019151-0.00013196i,0.0005809+0.00022837i,-0.00069772+0.00011947i,-0.00097072-3.1763e-05i,-0.00069252+3.9353e-05i,-0.00051368-0.00043852i,-0.0010701-0.0010295i,-0.0019894-0.00065907i,-0.0015015+0.000386i,0.0002711+0.0018301i
0.0019946+0.0033974i,0.0022478+0.0014406i,0.0017178+0.0015446i,0.0015705+0.0027124i,0.0014321+0.001175i,-0.0017903+0.00055226i,-0.0069421+0.00091508i,-0.010509-0.002217i,-0.010913-0.0027568i,-0.0099784-0.00026027i,-0.007824+0.0014459i,-0.0039849+0.0016579i,-0.0017082+0.00043267i,-0.00055939-0.0010102i,0.00036749-0.001419i,0.0010756-0.0021676i,0.0011663-0.002654i,-0.00068744-0.0019782i,-0.0024706-0.0013435i,-0.0014371-0.0008344i,0.00046559-0.00068775i,0.0011121-0.0016765i,0.0019057-0.0022428i
0.0050125+0.0028336i,0.0036256+0.0017118i,0.0018325+0.0018248i,0.0020701+0.0026351i,0.0044369+0.0021315i,0.0054699+0.00091908i,0.0043634+0.00096564i,0.00024101+0.00071096i,-0.0041826-0.0031122i,-0.0056262-0.007377i,-0.004447-0.0065797i,-0.0029754-0.0024437i,-0.0020656+0.00040607i,-0.0015733+0.0021121i,-0.0010682+0.0029998i,-0.00042706+0.0023921i,0.00073906+0.00098316i,0.0014616+0.00011438i,0.001243-0.00035682i,0.0013758-0.00095406i,0.00042806-0.0013515i,-0.0012296-0.0016563i,-0.0019444-0.0013575i
0.00021791+0.0025544i,0.00065577+0.0013798i,0.0011371+0.0030222i,0.0024085+0.0024835i,0.0023927-0.0010232i,-0.00010743-0.0048112i,-0.0015298-0.0074596i,-0.00085279-0.0077892i,0.0017352-0.006555i,0.0033057-0.0060712i,0.0019111-0.005147i,-0.00018655-0.0035553i,-0.0014602-0.0027464i,-0.0013441-0.0014729i,-0.00016416+0.0003191i,0.00059419+0.00069886i,0.00034199-0.00044916i,-0.00023584-0.0018139i,-0.00091389-0.002167i,-0.00053666-0.0009154i,0.00032488+0.00011515i,0.0011836+0.00060164i,0.0021063+0.00054478i
0.0020643-3.8739e-05i,0.001575-0.0009012i,0.00087398+0.0016815i,0.0022252+0.0035122i,0.002648+0.0032335i,0.002228+0.0034444i,0.00025345+0.0045785i,-0.0021753+0.0041796i,-0.000469+0.0030412i,0.00318+0.0031781i,0.0040571+0.0030668i,0.0016511+0.00075964i,-0.00099251-0.00078121i,-0.0019496-0.00078128i,-0.0016845-0.0012755i,-0.0019887-0.0010266i,-0.0018441+0.00055568i,-0.00068692+0.0028621i,0.00036435+0.0041767i,-6.9533e-05+0.0031585i,-0.00078307+0.0013556i,-2.0222e-05-0.00052984i,0.00094015-0.0019511i
0.0019846+0.0004308i,0.0012038-0.00048092i,-0.00012274+0.0013412i,0.00088711+0.0026095i,0.0025685-0.00026388i,0.0020682-0.0039936i,0.0013358-0.0039946i,0.0014144+0.00025755i,-0.00073028+0.0045608i,-0.002007+0.0067651i,-0.00047551+0.0060104i,0.00089238+0.0029419i,0.0013325+0.00047258i,0.0010347+0.00022544i,8.5792e-05+0.0015013i,-0.00052782+0.0019683i,-0.00068794+0.00046725i,-0.00091216-0.00088037i,-0.00039291-0.0008687i,0.00018543-0.00088042i,-0.0002401-0.001255i,-7.0356e-05-0.0004665i,0.00039456+0.00050176i
0.0017721-0.0008267i,0.0013654-0.00063876i,0.00049477-5.3386e-05i,-0.00020273-0.00044926i,0.00026522+0.00010254i,-0.00090222-0.00031137i,-0.00422-0.0019239i,-0.0057801-0.0024706i,-0.0078584-0.00086963i,-0.0090216+0.0019176i,-0.0066304+0.0027358i,-0.0031354+0.0023421i,-0.00091361+0.001558i,-0.0003823+0.00088281i,0.00031075+0.00023374i,0.0010837-0.00088066i,0.00059603-0.0011891i,-0.00056156-0.00061574i,-0.0017624+0.00020589i,-0.0014766+0.00059212i,-0.00021503-0.000115i,0.00017437-0.00067353i,0.0010878-0.00075503i
0.0017287-0.0023954i,-0.0012972-0.0014818i,-0.002034+0.0021892i,-0.00056367+0.0030117i,-0.00040676+0.0024444i,0.00068083+0.0013375i,0.00088364+0.00072684i,-0.0018097+0.00021956i,-0.0057821-0.0034957i,-0.0067596-0.0064133i,-0.0049194-0.0052935i,-0.003032-0.0015668i,-0.0022294+0.0014897i,-0.0019729+0.0024426i,-0.0014145+0.0022493i,-0.0010739+0.00081792i,-0.00036179-0.0005119i,-7.5269e-05-0.00058327i,-0.00058269+6.1104e-05i,-9.9816e-05-9.8849e-05i,0.00025119-0.00085675i,-0.00097084-0.0017048i,-0.00088842-0.0013864i
0.0024475-0.0022229i,0.00060391-0.0025717i,-0.00029716-0.00018679i,0.00096854+0.00064827i,9.4354e-05-0.0021279i,-0.0012096-0.0036781i,-0.00032041-0.0042741i,0.00057407-0.0054546i,0.0011855-0.0059222i,0.0021595-0.0065863i,0.001835-0.006752i,2.7048e-05-0.0050836i,-0.00054919-0.0030191i,0.00031555-0.0011935i,0.0010191+0.00094461i,0.0010029+0.0013487i,0.0009842+5.0408e-05i,0.00097375-0.00083774i,0.0013925-0.00047296i,0.0019942+0.00059086i,0.0020261+0.0016466i,0.0013434+0.0015102i,0.0010927-0.00022619i
0.0032847-0.0023309i,0.00094443-0.0011421i,-0.0016281+0.00037984i,-0.0028842+0.0019223i,-0.0020548+0.0023981i,-0.0011864+0.0037503i,-0.0029026+0.0039207i,-0.0030884+0.00048765i,0.00047587-0.00041619i,0.0048525+0.0010673i,0.0051914+0.0016396i,0.0027851-8.4366e-05i,0.0014515-0.0020106i,0.00079718-0.0027969i,5.0107e-05-0.0021171i,-0.00012532-0.00080606i,-0.00046189+0.00063344i,-0.001518+0.0022855i,-0.0012473+0.0025529i,-0.00039109+0.0011083i,-1.2498e-05+0.00015432i,0.00020127-0.00060599i,0.00032125-0.0014915i
0.0013021-0.0010355i,0.00035452+0.00019335i,-0.00037477+0.00095312i,-0.00041303-0.00044983i,-0.00030561-0.0019161i,0.00078471-0.0018929i,0.0013706-0.00087919i,0.00025388+0.0011176i,-0.00078068+0.0037519i,-0.00032666+0.005429i,0.00041622+0.004829i,0.0015765+0.0025955i,0.0029032+0.0018976i,0.0027966+0.0016772i,0.00096759+0.0013846i,-0.00042269+0.00058347i,-0.00026756-0.00059178i,0.00050521-0.00042167i,0.0010183+0.00022395i,0.00084438+0.00080664i,-0.00041635+0.00096593i,-0.0013603+0.00056241i,-0.00017323+0.00040443i
0.002231-0.0039001i,0.0003562-0.0013759i,-0.00017044-0.00097165i,-0.0011219-0.001061i,-0.0029139-0.00034078i,-0.003683+0.001144i,-0.0024036+0.00089398i,-0.0043149-0.00018369i,-0.0072377+0.00040983i,-0.0083775+0.0015005i,-0.0075461+0.0018862i,-0.0045144+0.001043i,-0.0014893+5.8134e-05i,0.00043624+7.2249e-05i,0.0011392+0.00019668i,0.0018498-0.00038964i,0.0012549+0.00020015i,-0.00096915+0.00065314i,-0.0020898+0.00036394i,-0.0016863+0.0010899i,-0.0002495+0.00082169i,0.00049714+0.00018461i,0.00071265-0.0001894i
0.0024499-0.0013019i,0.00054854+8.1535e-05i,0.0001301+0.0007851i,0.00013948+0.00051812i,-0.0011899-0.00022637i,-0.0017189+0.00016268i,-0.0011587+0.0013566i,-0.0038538+0.00019137i,-0.0067252-0.0034332i,-0.0069972-0.0059984i,-0.0060641-0.0048799i,-0.0036783-0.0022589i,-0.0029565+0.00037629i,-0.0031643+0.0019963i,-0.0015606+0.0018709i,-0.00021308+0.00055257i,-0.00012411-0.0011644i,3.9776e-06-0.001761i,0.00047715-0.0010255i,0.0013249-0.00030863i,0.0020097-0.00021133i,0.0017447-0.00071809i,0.0011041-0.0012755i
0.0012113-0.0026853i,-0.00037965-0.0019777i,-0.00099233-0.0016283i,-0.0016361-0.00085651i,-0.0021159+0.00069021i,-0.0010851+0.00086245i,0.00058914-0.001441i,0.00059903-0.0025461i,0.00063463-0.0048544i,0.00078672-0.0074832i,-2.5802e-05-0.0064978i,-0.00068325-0.0043125i,-5.4816e-07-0.0027661i,0.00017263-0.0012872i,-2.1314e-05+0.00032778i,-2.9579e-05+0.0014297i,3.6898e-05+0.001118i,0.00017811+0.00078895i,0.00052938+0.001147i,0.00064996+0.0020401i,0.00072709+0.0024533i,0.00042572+0.0020493i,0.00015191+0.0013036i
-0.00097361-0.0032235i,-0.0016677-0.00098573i,-0.0021257+0.00023767i,-0.0036931+0.00023659i,-0.0042703+0.0016609i,-0.0037647+0.0026459i,-0.0033632+0.0013462i,-0.00061068+0.0002962i,0.0029816-0.00020794i,0.0048204+0.00013397i,0.0046907+0.00050952i,0.0024129-0.00022225i,0.0010839-0.0011711i,0.0013361-0.0018157i,0.0013554-0.0018869i,0.0012147-0.0012647i,0.0011721-0.00066287i,0.0010549-0.00020497i,0.00074426+0.00077785i,0.00044698+0.0011959i,0.00014748+0.0010432i,0.00022982+0.00077559i,0.00032403-0.00028953i
-0.00012012-0.002059i,-0.00053246-0.001474i,-0.00039356-0.00079678i,-0.00046981-0.00024241i,-0.00035566-0.00011149i,0.00028394-0.00051568i,0.00093461+0.0010113i,0.00039027+0.0033911i,-4.997e-05+0.0053825i,0.00016561+0.0071911i,-0.00061879+0.0065731i,-0.00035661+0.0042437i,0.0010853+0.0022955i,0.0016901+0.0011079i,0.0011722+0.00047497i,0.00023703+0.00022879i,0.00020878+0.00038509i,0.00024371+0.0005035i,0.00049569+0.00043805i,0.00044777+0.00025866i,-0.00039185+0.00043211i,-0.00063806+0.00019038i,0.00044058-0.0007236i
-0.00016287-0.0027307i,-0.00031585-0.001638i,-0.0015844+0.0003923i,-0.0018435+0.0021958i,-0.00065038+0.002668i,-0.0013141+0.0023019i,-0.0024591+0.0013985i,-0.0023196+0.00063515i,-0.0041689+0.0017733i,-0.0067797+0.0026955i,-0.0065715+0.0026649i,-0.0042084+0.001962i,-0.0019356+0.00098227i,0.00012262+0.00080466i,0.0011334+0.00075763i,-7.4384e-05+0.00075044i,-0.00085994+0.0008707i,-0.0010641-0.00014731i,-0.0008455-0.00062105i,-5.1726e-05-6.9075e-06i,0.0011301+0.00018698i,0.0017598+0.00042675i,0.0011167+0.00081276i
-0.0017044+0.00084284i,-0.0018598+0.0012482i,-0.0012955+0.0015249i,-0.00070638+0.00089523i,7.3994e-05+0.00094581i,0.00039569+0.0019699i,-0.0007266+0.001852i,-0.003242-0.00025794i,-0.0051409-0.0026969i,-0.0055266-0.0047316i,-0.0055317-0.0043858i,-0.0051055-0.0020702i,-0.0039867-0.00021303i,-0.0025751+0.0015737i,-0.0016647+0.0012746i,-0.00055442-0.0010319i,0.00025793-0.0012156i,0.0007201-0.00076845i,0.0013001-0.00060709i,0.00101-0.00076862i,0.0010654-0.0012715i,0.0015376-0.00077086i,0.0011606-0.00022487i
-0.00074748-0.0037357i,-0.0011717-0.0020319i,-0.0024357+0.00023807i,-0.0032479+0.001251i,-0.0019975+0.00080102i,-0.00057622+0.00084944i,0.00038733+0.00051968i,0.0010692-0.00065317i,0.0014423-0.0024868i,0.002192-0.0044486i,0.0023428-0.0041505i,0.0019498-0.0023965i,0.001136-0.0019459i,0.00043837-0.0017334i,-0.00014437-0.0003001i,-0.00064236+0.00019957i,-0.00068595-0.00057893i,-0.0006515-0.00040363i,0.00026052+0.00069869i,0.00057181+0.0012435i,0.00030797+0.00098035i,0.0006048+0.00051082i,0.00036838+0.00042936i
-0.00062486+1.2568e-05i,-0.00098837+0.00031638i,-0.00071062+0.0014524i,0.00079272+0.0010953i,0.00086951+0.00034948i,-0.0011627+0.00058767i,-0.0017261+0.00094653i,-0.00041886+0.00046894i,0.0023999+3.5648e-05i,0.0053088+0.00015811i,0.0048363+0.00098246i,0.0024866+0.00085751i,0.0017087-0.00030841i,0.00087314-0.0016688i,-0.00016322-0.0012709i,0.00023896+0.00052645i,0.00036804+0.00044015i,0.0010279+0.00041945i,0.0011741+0.00085534i,0.00098746+0.00067628i,0.00022767+0.00074053i,-0.00073658-0.00020043i,-0.00044272-0.0012069i
-0.0023184-0.0011835i,-0.0028038-0.0010642i,-0.0022754+0.00054038i,-0.0010758+0.0015952i,0.00037273+0.0013799i,0.00094008+0.00043192i,0.0009262+0.0010742i,0.00080421+0.0033938i,0.00045343+0.0044388i,0.00015983+0.0052084i,-0.00050722+0.0058162i,-0.00050013+0.0045006i,0.00037288+0.0028734i,0.0010842+0.00087523i,0.00053875-0.00062264i,-0.0005175-3.8681e-05i,-0.00085403+0.00097464i,-0.00044762+0.00052319i,-0.00062608-0.00014456i,-0.0015877-0.00070609i,-0.0014935-0.00077408i,-0.00081041+6.6787e-06i,0.00020783-0.00020834i
-0.0025646-0.0017356i,-0.0019002-0.00035807i,-0.00069763+0.0017968i,0.00025258+0.0022633i,7.9856e-05+0.0016107i,-0.00059318+0.00069879i,-0.0011854-0.0012782i,-0.001435-0.00095586i,-0.0031655+0.00049151i,-0.0051487+0.00084922i,-0.0049747+0.00073116i,-0.0028522+0.00021186i,-0.00054897+0.00018079i,0.00027283+0.00017248i,0.00014198+0.00015871i,-0.0001987-3.3001e-05i,-0.0013106-0.00066834i,-0.0015146+0.00018589i,-0.0007426+0.00076297i,-0.00019228+0.00026574i,0.00037885+0.00031097i,0.00036842+0.00048463i,0.00011082+0.00015055i
-0.0030658-0.0018307i,-0.0028115+0.00016108i,-0.0021448+0.0015706i,-0.0018613+0.00183i,-0.0016842+0.0019799i,-0.001306+0.0029078i,-0.0017407+0.0016542i,-0.0030406-0.0014849i,-0.0038078-0.0039978i,-0.0040618-0.0053361i,-0.0024269-0.0044596i,-0.00014131-0.0027685i,0.00054429-0.0014155i,0.00016778+7.639e-05i,-0.00053343+0.00064151i,-0.0003943+0.00041855i,0.00010813-0.00026214i,0.0006032-0.00057156i,0.0010618-5.6165e-06i,0.00092701+8.9078e-06i,0.00059836-0.0002443i,0.00078983+0.00034482i,0.0015652+3.9248e-05i
-0.0040681-3.5892e-05i,-0.0030266+0.00027589i,-0.0014342+0.0027839i,-0.00020954+0.0033608i,0.00049266+0.0018849i,0.002271+0.00053732i,0.0025148+2.1964e-06i,0.0012755-0.00071641i,0.00047321-0.0023191i,0.00072186-0.00307i,0.0019296-0.0029129i,0.0019457-0.0022315i,0.00097184-0.0016124i,0.0001573-0.0010016i,-0.00070886-0.0001766i,-0.00049033+9.4627e-05i,-0.00048147-0.00032396i,-0.0007864-0.00065265i,-0.00080969+0.00039387i,-0.00080754+0.0010534i,-0.00077579+7.1664e-05i,6.8418e-05-0.0001167i,0.00080923+0.00077153i
-0.0016813-0.0019922i,-0.0017152-0.00090988i,-0.0021347+0.00080566i,-0.0021023+0.0013805i,-0.0022398+0.0022341i,-0.0017607+0.0018469i,-0.00039647-0.0004746i,0.00078326-0.0022055i,0.001593-0.001603i,0.0029614+0.00087021i,0.0026426+0.0021579i,0.00063141+0.0019793i,-0.00033981+0.0009905i,-0.00026711-0.00048093i,0.00045606-0.00079951i,0.00083334-0.00010636i,-4.4542e-05+0.00083799i,0.00012401+0.001571i,0.00082714+0.0015678i,0.00069667+0.0016872i,0.00043696+0.0011264i,0.00036463+0.00061171i,0.00069911+0.0003527i
-0.0026772+0.00055994i,-0.0019543+0.0024061i,-0.0018577+0.0036641i,-0.0019455+0.0030416i,-0.00062849+0.0017251i,0.00035573+0.0010138i,-0.00012383+0.00042037i,-0.0013019+0.00048747i,-0.0018999+0.0011753i,-0.0016811+0.0025836i,-0.0017448+0.0030189i,-0.0017438+0.0017931i,-0.0010659+0.00096894i,0.00011854+0.00057146i,0.00063071-0.00025422i,-9.4438e-06-0.00072904i,0.00036638-0.0011693i,0.00071766-0.0013566i,-0.00030457-0.0016959i,-0.00060176-0.0017566i,0.00012699-0.00084956i,0.0012063-0.00042546i,0.00133-0.00058358i
-0.00080757-0.00080326i,-0.00073661-0.00074612i,-0.0018922-3.8173e-05i,-0.0020375+0.00037071i,-0.00047155+0.0015866i,0.00077222+0.0010671i,0.00069729-0.00062488i,-0.00023848-0.00058316i,-0.0013934-0.00052929i,-0.0026153-0.00096958i,-0.0037218-0.0012057i,-0.0026004-0.0011996i,-0.00064618-0.0011214i,7.2807e-05-0.00072516i,0.00036036+5.7077e-05i,0.00012455+0.00066346i,-0.00064827+0.00072119i,-0.00074247+0.0010393i,-0.000759+0.00099995i,-0.00083744+0.0011173i,-0.00056421+0.0013557i,-0.00010891+0.001345i,-0.00014834+0.0016361i
-0.0023932-0.00038843i,-0.0013472-0.00024921i,-0.0010691+0.00028001i,-0.0012111+0.0012819i,-0.00085993+0.0016726i,-0.00038336+0.0013792i,-0.00046004+5.0828e-05i,-0.0010734-0.0016431i,-0.0021121-0.0023344i,-0.0023112-0.0029755i,-0.0013209-0.002911i,-0.00014359-0.0023598i,-0.0003578-0.00097192i,-0.00092511+0.00057533i,-0.0007496+0.00080911i,0.00010059+0.00077188i,0.00016845+0.00083874i,0.00014177+0.00026055i,0.00098905-0.0005418i,0.00095829-0.00085562i,0.00065184-0.00066166i,0.0012612-0.00026428i,0.0018667-0.00011255i
-0.0022146+0.00036025i,-0.0026025+0.0021734i,-0.0022525+0.0035893i,-0.0021646+0.004573i,-0.0010902+0.0035081i,0.00078717+0.0014268i,0.00075473+0.00025193i,0.00017592-0.00056717i,-0.00026496-0.0016996i,-0.00010982-0.0021004i,0.0013098-0.0011741i,0.0014327-0.00070101i,0.0011432-0.00077501i,-0.00023507-0.00074159i,-0.0007808-0.00044021i,-3.9075e-05+6.989e-06i,0.00019404-3.6727e-05i,-0.00058022-0.0001439i,-0.0015265-0.0004123i,-0.0014342-4.176e-05i,-0.0012069+0.00034801i,-0.00047113+0.00029802i,0.000248+6.7941e-05i
-0.0024609-0.0013896i,-0.00076107-0.0018441i,-0.0020231-0.00063573i,-0.0028872+0.0017167i,-0.0021219+0.0026201i,-0.00076049+0.00079549i,-0.00051762-0.0019881i,-0.0014427-0.0026121i,-0.0015551-0.0015684i,-0.00047455+0.00024797i,0.00028858+0.0020982i,-0.0002541+0.0021989i,-0.00039424+0.0013954i,0.00016534+0.00041387i,-0.00013641+9.7524e-05i,-9.5823e-05+0.00059785i,0.00012949+0.0005616i,0.00030495+4.0416e-05i,0.0001954+0.00081151i,0.00092025+0.0013888i,0.0015998+0.00079963i,0.0016127+0.0009384i,0.0012508+0.0018186i
-0.0022115-0.00022163i,-0.0006311+0.00075716i,0.00023202+0.0014614i,0.0015658+0.0024165i,0.0010436+0.0027344i,-0.00025772+0.0022938i,-0.00031649+0.0006324i,-0.0012422-0.0015463i,-0.002021-0.001417i,-0.0022713-0.00014106i,-0.0019115+0.00070574i,-0.00066473+0.0012814i,-0.00023478+0.00044773i,8.8817e-05-0.00035634i,0.0010098-0.00066714i,0.001138-0.0010388i,0.00012836-0.00016282i,-9.0864e-05+0.00071854i,0.00071716-0.00012208i,0.00079414-0.0010772i,0.00034181-0.00096586i,0.00081891-0.0005353i,0.00056659-0.00068896i
-0.0016603-0.00051576i,-0.002111-0.0015196i,-0.003769+0.0012919i,-0.003305+0.0037874i,-0.0012566+0.0033792i,0.0010754+0.00091215i,0.0010729-0.0015951i,-0.0010241-0.0019093i,-0.0022352-0.00087519i,-0.0026711-0.00015978i,-0.002618-0.00063713i,-0.0017469-0.0016877i,-0.00035853-0.0017182i,0.00040441-0.00096271i,0.00030336-0.00067272i,4.4459e-05-0.00075044i,-0.00085599-0.00012872i,-0.0017569+0.00073638i,-0.0019651+0.0012471i,-0.0016227+0.0012159i,-0.00064467+0.0012384i,0.00029704+0.00055594i,0.00015503-0.00049054i
-0.0016491+0.0033765i,-0.0025707+0.0026046i,-0.0022538+0.002334i,-0.00068594+0.0020601i,0.00018854+0.001161i,-4.6477e-05+0.0003403i,-0.00023338-0.00029077i,-0.0011298-0.00029162i,-0.0017006-0.00076089i,-0.0011045-0.0024231i,-0.00026087-0.0033136i,-8.6472e-05-0.0025298i,-0.00096536-0.00087786i,-0.0014678-0.00013129i,-0.00068639+0.00049993i,-0.00030046+0.0010096i,0.0001259+7.0083e-05i,0.00088728+6.5116e-05i,0.0012986+0.00054448i,0.0015938+0.00079531i,0.0013001+0.0011532i,0.0006682+0.00086712i,0.00047376+0.00054837i
-4.3876e-05+0.00079983i,0.00020628+0.0014505i,0.00051335+0.0014696i,0.0002819+0.00146i,-0.0011915+0.0012268i,-0.0017459+0.0010947i,-0.0015641+0.00010083i,-0.0019694-0.0012155i,-0.0012952-0.001607i,0.0003007-0.0014361i,0.0012404-0.00012901i,0.00060093+0.00021878i,0.00013558-0.00017885i,0.00062702+6.2872e-05i,0.00074049-0.00021407i,0.00071871-0.00062701i,0.00032964-7.2541e-05i,-0.00022993+0.0006307i,-0.00033756+0.00068583i,-0.00063291+1.5262e-05i,-0.00056136-0.00022572i,-0.00019332-0.00016598i,-0.00014556-0.00026618i
-0.00067165+0.0030631i,-0.0010999+0.0026959i,0.0013038+0.0021153i,0.0023449+0.0020234i,0.00090212+0.0015915i,-0.00012574-0.0005723i,-0.00010158-0.0016267i,-0.00092536-0.00083986i,-0.00069286+4.655e-05i,0.00033173+0.00026589i,0.00040211+0.00036911i,-2.3578e-05+0.00031373i,-0.00052497+0.00013883i,-0.00094374+0.00048927i,-0.00098973+0.0011708i,-0.00043261+0.0010649i,-0.00022144+0.00094159i,-0.00013062+0.00064201i,-0.00026925+0.0007714i,-0.00088273+0.0015353i,-0.00050369+0.0019335i,-0.00043479+0.00075578i,-0.00041396-0.00064994i
-0.0012096+0.00066064i,-0.00071077+0.0012311i,-0.0016376+0.0026345i,-0.0024161+0.0023645i,-0.0015876+0.002442i,-0.00080234+0.0016171i,-0.00065432-0.00012503i,-0.00083404-0.0011027i,-0.0014743-0.00092575i,-0.0021841-7.4526e-05i,-0.0023107+0.00082577i,-0.001466+0.0010709i,-0.00031238-3.2585e-05i,0.0001029-0.00058095i,-0.00043175+0.00028849i,-0.00049196+0.0009646i,-3.9911e-06+0.00057834i,-0.00029584-5.4519e-05i,-0.00022295-0.00077946i,0.00029356-0.0010508i,0.00042634-0.00075372i,0.0010858-0.00057147i,0.0016355-0.00015834i
0.00081673+0.0011346i,-0.00049951+0.00059199i,-0.0026454-0.00026757i,-0.0029192+0.00014446i,-0.0010426+0.0015017i,-0.00050533+0.0010848i,-0.001266-0.00036174i,-0.0010262-0.00069798i,-0.0011366-0.0013417i,-0.0028593-0.0021844i,-0.0033324-0.0026513i,-0.0018666-0.0015341i,-0.00048526-0.00016145i,0.00033466+0.00042021i,0.00039276+0.0011582i,0.00027798+0.0011547i,-2.0048e-05-0.00026122i,-0.00086435-0.0010322i,-0.0015929-0.00031933i,-0.0011997+0.00074516i,-0.0001586+0.0010554i,-0.00015415+0.0002546i,-0.00040425-0.000428i
0.0004862+0.0038593i,0.00060411+0.0027226i,0.0011384+0.0020246i,0.0016316+0.0013982i,0.0014566+0.0011083i,0.00011954-0.00031575i,-0.0013183-0.00091692i,-0.0012685-0.00047984i,-0.001102-0.00066452i,-0.0013297-0.0019451i,-0.00097005-0.0023379i,-0.00053113-0.0014241i,-0.00048925-0.00030087i,-0.0005984+0.00063341i,-0.00065465+0.00078957i,-0.00070884+0.00045902i,-0.00079166+0.00044646i,-0.00022462+0.00081147i,0.00053618+0.0013145i,0.00056+0.0012641i,0.0002703+0.00055173i,0.00049783+8.1052e-05i,0.00095993+7.195e-05i
0.00098653+0.001119i,0.00010773+0.0017618i,-0.00017712+0.0027594i,-0.00096148+0.003267i,-0.0016064+0.0031011i,-0.0022574+0.0016739i,-0.0017408-0.00055559i,-0.00077801-0.0011057i,-0.0013872-0.00095078i,-0.0006142-0.0010254i,0.0010556-0.00062577i,0.0011913-0.0005202i,0.00063215-0.00047038i,0.00034833+0.00056497i,0.00048318+0.00077667i,-0.00023401+0.00022422i,-0.0006661+0.00013351i,0.00027334+0.00024103i,0.00068892+0.00064341i,0.00081296+0.0011219i,0.0002832+0.0010111i,-0.00059008+0.00041618i,-0.00034702+0.00028251i
0.0015053+0.000582i,0.0016657+0.00083077i,0.0008402+0.00094651i,-0.00064083+0.00083119i,-0.0010327+0.00024306i,-0.0014491-5.1302e-05i,-0.0017042-0.00019816i,-0.002106-0.00044165i,-0.0021487-0.00021074i,-0.00086551+0.00024929i,0.00027062+0.0005116i,0.00024904+0.0010544i,0.00016242+0.001401i,0.00065596+0.00073563i,0.00090889-0.00036369i,0.0012469-0.0011726i,0.0012664-0.00085333i,0.0005721+0.00017263i,-0.00030137+0.00057758i,-0.00089215+0.00063764i,-0.00071498+0.00086317i,-0.00015635+0.00073264i,-0.00035595+0.00029112i
