-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
-0.0092962+0.0034783i,-0.028316-0.0043981i,-0.073108-0.035503i,-0.13584-0.08455i,-0.19688-0.11329i,-0.23011-0.091902i,-0.19435-0.031488i,-0.11574+0.017452i,-0.065008+0.020715i,-0.046823+0.0085712i,-0.030113+0.0062587i,-0.0093986+0.0083984i,0.0039601+0.010147i,0.0076818+0.011024i,0.0092747+0.010282i,0.012121+0.0064472i,0.012482+0.0027537i,0.010158-0.00062667i,0.0091687-0.0059748i,0.0073209-0.012847i,0.0013682-0.015991i,-0.0071263-0.015537i,-0.011562-0.016152i
0.0022727+0.0036589i,0.022677+0.00051069i,0.063482+0.014589i,0.1095+0.06442i,0.14116+0.13325i,0.15666+0.1643i,0.14651+0.12019i,0.10544+0.053062i,0.063661+0.02248i,0.04309+0.015013i,0.030176+0.0050078i,0.017223-0.0068472i,0.0057198-0.012902i,-0.0034261-0.012593i,-0.0078617-0.011563i,-0.010978-0.012532i,-0.012683-0.011207i,-0.011337-0.0068607i,-0.0099007-0.0016988i,-0.010894+0.0026278i,-0.011289+0.0053009i,-0.0073955+0.0073297i,-0.0038138+0.0089892i
-0.0053108+0.012042i,-0.017126+0.018747i,-0.048522+0.025617i,-0.066774+0.0075105i,-0.042079-0.054696i,-0.01779-0.11879i,-0.032701-0.12158i,-0.044498-0.078891i,-0.027233-0.047497i,-0.014142-0.032247i,-0.013359-0.013128i,-0.011863+0.0042719i,-0.0075224+0.009673i,-0.0030201+0.0068601i,-0.0012337+0.0065818i,3.3348e-05+0.011591i,0.0013321+0.014191i,0.00041046+0.011945i,-0.00085927+0.0088008i,0.0014901+0.0094349i,0.0068198+0.013902i,0.010384+0.016317i,0.010517+0.015962i
-0.0036616+0.00075644i,0.0077896-0.014529i,0.023288-0.03977i,0.022071-0.054833i,-0.029257-0.037051i,-0.085568+0.0099004i,-0.070547+0.051743i,-0.026146+0.057153i,-0.017604+0.042556i,-0.020274+0.032007i,-0.010279+0.021278i,0.0035646+0.010875i,0.010417+0.0054247i,0.0071038+0.0045484i,0.0032792+0.0047022i,0.0047292+0.00022775i,0.0072856-0.0046658i,0.0093982-0.0055899i,0.0099679-0.0057345i,0.0068915-0.011243i,0.0003946-0.020149i,-0.0050935-0.025425i,-0.0032028-0.025176i
0.0003875+0.0094182i,-0.00091503+0.022367i,-0.01072+0.06132i,-0.0063981+0.11835i,0.040194+0.15534i,0.094832+0.13967i,0.092609+0.070564i,0.057186+0.0039457i,0.039583-0.016196i,0.031285-0.017176i,0.013585-0.018342i,-0.0046158-0.016323i,-0.011691-0.014765i,-0.010039-0.014149i,-0.0076505-0.013029i,-0.009113-0.0088675i,-0.011889-0.0049263i,-0.013368-0.0035512i,-0.014+1.4214e-05i,-0.012549+0.0090681i,-0.0070917+0.019014i,-0.0017441+0.021629i,-0.0037945+0.016152i
-0.00085436+0.004109i,-0.00051261-0.01032i,0.0030411-0.047787i,0.015596-0.1155i,0.017155-0.19015i,-0.0067694-0.21193i,-0.032151-0.14876i,-0.042374-0.062602i,-0.037215-0.023403i,-0.025465-0.014325i,-0.011332-0.0044241i,0.00087505+0.0057993i,0.0066177+0.012709i,0.0071485+0.014647i,0.0049842+0.014127i,0.0050073+0.012828i,0.0072053+0.011649i,0.0068598+0.010302i,0.0068612+0.0042689i,0.0099565-0.0053932i,0.010691-0.011754i,0.006742-0.011965i,0.0035137-0.0087953i
0.0017071+0.0067045i,0.0058725+0.013428i,-0.00020054+0.042209i,-0.031145+0.097175i,-0.079642+0.15809i,-0.09529+0.18481i,-0.054655+0.14647i,-0.010142+0.082826i,0.003806+0.049163i,0.0080728+0.037887i,0.013168+0.021563i,0.013111+0.0010466i,0.0065242-0.011151i,9.1022e-05-0.012186i,-0.00051624-0.010206i,0.00021058-0.011934i,-0.00061964-0.01292i,-0.00091278-0.008584i,-0.0028546-0.0002827i,-0.0077196+0.00698i,-0.0097028+0.0075088i,-0.0039951+0.0034167i,0.004356+0.00015633i
0.0019455+0.005978i,-0.003894-0.00027775i,-0.0055889-0.011113i,0.029033-0.026129i,0.10438-0.042438i,0.15217-0.054745i,0.11543-0.059836i,0.048442-0.052765i,0.01447-0.040638i,0.00032125-0.029547i,-0.011716-0.013467i,-0.015077+0.00097597i,-0.011985+0.0071999i,-0.0063474+0.0085981i,-0.0025815+0.0079716i,-0.0028249+0.0083279i,-0.0035832+0.0094125i,-0.0027351+0.0071576i,0.00040371+0.0025331i,0.0040355+0.0022509i,0.0061399+0.0069741i,0.0044706+0.009589i,-0.00049919+0.0071462i
0.0051377+0.0071014i,0.010166+0.0033725i,0.015188-0.0019706i,0.00041985-0.021919i,-0.053863-0.061106i,-0.10528-0.081532i,-0.098122-0.04651i,-0.058069-0.0015921i,-0.035805+0.005574i,-0.027686-0.00084428i,-0.01427-0.0021263i,0.00091231-0.0020581i,0.0076847-0.0022336i,0.0046631-0.0011275i,0.0020888+0.0010732i,0.0056478+0.00072851i,0.008779-0.00081852i,0.007974-2.9631e-05i,0.0065697-0.0011166i,0.005192-0.0078075i,0.0037957-0.014866i,0.0023546-0.01558i,0.0013216-0.012368i
0.0031656+0.007223i,-0.004636+0.0081814i,-0.02387+0.024763i,-0.03996+0.06799i,-0.033351+0.13289i,-0.01044+0.16356i,0.011031+0.11638i,0.026917+0.051181i,0.03411+0.022089i,0.031984+0.008155i,0.020138-0.0056253i,0.0056234-0.012678i,-0.0020916-0.013592i,-0.0020117-0.012282i,-0.0013446-0.0092153i,-0.003898-0.0071016i,-0.0055583-0.006411i,-0.0062449-0.0048614i,-0.00848-0.00033534i,-0.0124+0.0077668i,-0.013284+0.014707i,-0.0083551+0.015531i,-0.0048032+0.012841i
0.0069381+0.002388i,0.011894-0.0039418i,0.031614-0.020249i,0.077858-0.056472i,0.12704-0.1103i,0.13293-0.13805i,0.083525-0.10636i,0.024405-0.05844i,-0.0029738-0.030976i,-0.0070699-0.014918i,-0.0046683-0.0004979i,-0.0015087+0.0098257i,0.00096244+0.01556i,0.002502+0.016594i,0.0019098+0.014044i,0.0017842+0.012484i,0.0031139+0.01221i,0.0037816+0.0097611i,0.0068812+0.0030528i,0.012421-0.0053628i,0.014953-0.010857i,0.011642-0.011831i,0.0084678-0.0092248i
0.0056404+0.0044343i,-0.0020126+0.0064999i,-0.026288+0.01713i,-0.080803+0.028298i,-0.1542+0.032991i,-0.18589+0.035085i,-0.13507+0.03426i,-0.0622+0.028779i,-0.0294+0.026749i,-0.018664+0.02558i,-0.0076818+0.016249i,0.00063263+0.0017971i,0.00449-0.0080206i,0.0054499-0.0099414i,0.0059841-0.0080231i,0.0060486-0.0077303i,0.005402-0.0096359i,0.0043317-0.0096537i,0.00019755-0.00661i,-0.0054739-0.0022972i,-0.0081457+0.00068287i,-0.0066463+0.00082156i,-0.0020081-0.0014266i
0.00604+2.6224e-05i,0.0075237-0.0028435i,0.020275+0.0017885i,0.062764+0.024574i,0.12416+0.064533i,0.15257+0.086924i,0.12121+0.059337i,0.068907+0.014415i,0.036028-0.0088122i,0.01632-0.015994i,-0.0017452-0.014191i,-0.01194-0.0069422i,-0.013841+0.00033379i,-0.011448+0.0055497i,-0.0089948+0.0057965i,-0.009082+0.0035248i,-0.0086416+0.00264i,-0.0064133+0.002063i,-0.0033428+0.0013291i,-0.00027417+0.0022405i,0.0010667+0.005984i,9.329e-07+0.0094145i,-0.0041278+0.007831i
0.0076881+0.0041776i,0.0053733+0.0025196i,0.0002484-0.0049067i,-0.0099649-0.040705i,-0.028793-0.10593i,-0.040349-0.14253i,-0.0383-0.10744i,-0.033948-0.051224i,-0.026531-0.02476i,-0.016566-0.014855i,-0.0049311-0.0057963i,0.0048431+0.00048748i,0.0087012+0.0015258i,0.0073109-6.7906e-05i,0.0046979+0.00047245i,0.0050678+0.0016129i,0.0059545+0.0013664i,0.0042721+0.0016483i,0.0029462+0.0018861i,0.0036286+0.00021546i,0.0055195-0.0038777i,0.0071844-0.00589i,0.0077948-0.0028277i
0.0060767+0.001533i,0.00074195+3.9673e-05i,-0.011461+0.010306i,-0.033605+0.041588i,-0.064366+0.092221i,-0.078729+0.11996i,-0.053551+0.093369i,-0.017205+0.053426i,0.0013139+0.032326i,0.0083281+0.020035i,0.0081719+0.0074332i,0.0036566-0.0025047i,3.6962e-05-0.0070929i,0.0003437-0.0069005i,0.0024622-0.00431i,0.0019142-0.0036126i,0.0004186-0.0051142i,0.00071493-0.0050524i,-0.00014712-0.0019137i,-0.0048441+0.0025223i,-0.0095401+0.0051273i,-0.0095625+0.0042878i,-0.0058243+0.00027333i
0.01026-0.0012922i,0.010456-0.0024992i,0.025729-0.0019311i,0.069621-0.0064117i,0.12725-0.021237i,0.14904-0.032389i,0.10684-0.032786i,0.049136-0.030976i,0.018817-0.028828i,0.0043811-0.020963i,-0.0043574-0.0068455i,-0.0068282+0.0055559i,-0.0053486+0.011609i,-0.0047481+0.011316i,-0.0052297+0.0082228i,-0.0045794+0.0071828i,-0.0047144+0.0072222i,-0.0055017+0.0038325i,-0.0028645-0.0011802i,0.0044055-0.0045444i,0.01067-0.0049046i,0.0095836-0.0035097i,0.0038322-0.0024875i
0.0078102-0.0015507i,-0.00031432-0.0023839i,-0.019043-0.0049751i,-0.058249-0.024272i,-0.10971-0.056519i,-0.13348-0.071423i,-0.10323-0.050928i,-0.056984-0.018109i,-0.032213-0.0019486i,-0.01939+0.0024331i,-0.0082241+0.0017886i,0.00030194-0.0013557i,0.0064857-0.0044106i,0.0093927-0.0053174i,0.0093378-0.0028372i,0.0082549-0.0013952i,0.0073601-0.0023632i,0.0055401-0.0028003i,0.0012054-0.00065136i,-0.0041782+0.0017891i,-0.0059979+0.0029208i,-0.0019534+0.0022004i,0.0023399+0.001273i
0.0064415-0.0012937i,0.0060783-4.4432e-05i,0.014179+0.012932i,0.034858+0.047413i,0.05558+0.10115i,0.05853+0.12926i,0.045647+0.099812i,0.033289+0.051483i,0.02478+0.023481i,0.01676+0.008087i,0.0076919-0.001885i,-0.00036269-0.0047864i,-0.0066947-0.0015792i,-0.0094254+0.0022597i,-0.0085556+0.0011895i,-0.0083606-0.0010388i,-0.0081275-0.00083984i,-0.0058955+0.00038637i,-0.0022619+0.0007901i,0.00086241+0.0007408i,0.0015818+0.00085704i,-0.00014717-0.00036608i,-0.0034314-0.0011188i
0.0035898-0.0043695i,-0.0012806-0.0045526i,-0.0010155-0.011064i,0.010128-0.045322i,0.027079-0.09869i,0.037404-0.12219i,0.024301-0.094542i,0.00081643-0.055707i,-0.012309-0.029597i,-0.014043-0.011799i,-0.006996-0.00041953i,0.0013843+0.0055109i,0.0044684+0.0062393i,0.004797+0.0042857i,0.0042614+0.0034866i,0.0038391+0.0029899i,0.0020022+0.0022009i,-0.0011455+0.00059836i,-0.0016529-0.0018417i,0.00069705-0.0035354i,0.0031405-0.0034574i,0.0043852-0.0015956i,0.0062314+0.0018105i
0.0056167-0.0047884i,0.00031617-0.0046006i,-0.0086339+0.0043193i,-0.03341+0.020109i,-0.076397+0.039723i,-0.10096+0.051174i,-0.078446+0.04535i,-0.044367+0.031845i,-0.025965+0.02021i,-0.014853+0.01029i,-0.0067041+0.00218i,-0.0026009-0.0040451i,-0.0010473-0.0079359i,-0.00035031-0.0077507i,0.00048118-0.0042154i,0.0018911-0.0020082i,0.0028452-0.002478i,0.0030595-0.0016637i,0.0022751+0.00096045i,-0.0017086+0.0036931i,-0.0051242+0.0044807i,-0.0040816+0.001907i,-0.0024495-0.0023125i
0.0047679-0.0050752i,0.004063-0.0027555i,0.013672+0.001743i,0.041444+0.010296i,0.081703+0.022433i,0.10195+0.02891i,0.081892+0.017621i,0.049155-0.0015973i,0.029369-0.011929i,0.015934-0.014201i,0.0043-0.0097271i,-0.0020104-0.0010175i,-0.0038555+0.0051043i,-0.0038595+0.0039748i,-0.0043013+0.00094455i,-0.0049179+0.00066248i,-0.0047438+0.00082261i,-0.0043467-0.00061756i,-0.0025815-0.0023468i,0.0019594-0.0029697i,0.0055579-0.0026342i,0.00519-0.0020535i,0.0014613-0.0015506i
0.0013444-0.0063655i,-0.004172-0.0049114i,-0.01281-0.011289i,-0.028656-0.037074i,-0.049412-0.072982i,-0.056047-0.089854i,-0.045306-0.068803i,-0.032991-0.034983i,-0.02069-0.014321i,-0.0083668-0.0033568i,-0.0012724+0.00027024i,0.0024746-0.0004315i,0.0062807-0.00061316i,0.0088491+0.00031665i,0.0073186+0.0026727i,0.0043614+0.0041376i,0.0025909+0.004033i,0.001021+0.0035621i,-0.00092083+0.0032664i,-0.0033246+0.0029514i,-0.0047378+0.002782i,-0.0032708+0.0026102i,0.00079742+0.0033682i
0.0018088-0.0059631i,-0.00053798-0.0020508i,0.0019996+0.011367i,0.0027821+0.039837i,-0.0057364+0.079431i,-0.013295+0.097337i,-0.0089543+0.077111i,0.0001052+0.049911i,0.0045005+0.033306i,0.005554+0.02022i,0.0032278+0.0086651i,-0.001738+0.001444i,-0.006031-0.00065425i,-0.0069004-0.0013829i,-0.0045531-0.0030303i,-0.0037249-0.0049364i,-0.0034423-0.0050863i,-0.0014013-0.0038121i,0.00030777-0.0022428i,0.0014385-0.001928i,0.0021272-0.0032578i,0.00065831-0.0049903i,-0.0013163-0.00663i
0.0016305-0.0065953i,-0.0015635-0.0046717i,0.0030796-0.0082628i,0.020387-0.025466i,0.0485-0.049583i,0.063084-0.059695i,0.047562-0.050305i,0.024362-0.035344i,0.0068822-0.022974i,-0.0051692-0.01161i,-0.0083586-0.0031859i,-0.0048251+0.00098028i,-0.00089369+0.0025906i,0.00029319+0.0046543i,0.00061967+0.0061876i,0.00035458+0.0049622i,-0.00084655+0.002535i,-0.00246+0.0012724i,-0.0034179+0.00034595i,-0.0026687-0.00071303i,-0.0013093+0.00068567i,9.7221e-05+0.0034419i,0.0010924+0.0054731i
-0.0024841-0.0075448i,-0.0050015-0.0028945i,-0.012683+0.0017903i,-0.033528+0.005192i,-0.06335+0.0063981i,-0.079451+0.0037195i,-0.067338+0.0056597i,-0.045419+0.0077458i,-0.029794+0.0037241i,-0.016805-0.001078i,-0.0063726-0.0041546i,0.00058605-0.0054584i,0.003375-0.0071535i,0.0027847-0.0077019i,0.0019773-0.0058016i,0.0014679-0.0039003i,0.0025809-0.0027784i,0.003345-0.00029322i,0.0024202+0.0034165i,0.0017728+0.0052714i,0.00042553+0.0038371i,-0.00054654+0.00091556i,-0.00021672-0.0014945i
-0.0013889-0.0060339i,-0.0015291-0.0029764i,0.0055432+0.0018674i,0.020424+0.013569i,0.040891+0.034315i,0.050232+0.04604i,0.043081+0.036154i,0.032003+0.018823i,0.021518+0.0067821i,0.0131-0.0010168i,0.0066285-0.0020274i,0.0012734+0.0016724i,-0.0022801+0.0039177i,-0.0033162+0.003045i,-0.0023+0.00089722i,-0.0012219-0.00016864i,-0.00077782-0.0002195i,-0.00038326-0.0013478i,0.00073834-0.0026816i,0.0020526-0.0029412i,0.0026435-0.0020402i,0.0012958-0.00063444i,-0.00020273+0.00078937i
-0.00036283-0.0049589i,-0.0016932-0.0018i,-0.0024254-0.0067356i,-0.0047896-0.026238i,-0.0083371-0.054202i,-0.010138-0.066367i,-0.010451-0.054107i,-0.010516-0.037014i,-0.0083582-0.022906i,-0.0045476-0.0097778i,-0.0016189-0.0017504i,0.00085888+0.00047547i,0.0034863+0.00096893i,0.004524+0.0025228i,0.0026619+0.0043814i,-0.00029644+0.0034766i,-0.0018089+0.0015262i,-0.0036927+0.001027i,-0.0053149+0.0013062i,-0.0055449+0.0014643i,-0.0054593+0.0029797i,-0.0042163+0.0046552i,-0.00080393+0.0042566i
-0.0043196-0.0032429i,-0.0058212+1.7894e-05i,-0.0076082+0.0076628i,-0.014907+0.02268i,-0.026709+0.041422i,-0.033497+0.050097i,-0.026003+0.044674i,-0.015716+0.032296i,-0.010197+0.020343i,-0.0046579+0.010991i,-0.0025713+0.0044366i,-0.0042358+0.00015512i,-0.0047648-0.0019822i,-0.0032241-0.0035651i,-0.00017918-0.0045039i,0.0018187-0.0029743i,0.0029987-0.00098822i,0.0052912+0.00011035i,0.0064816+0.0010921i,0.0053318+0.0011784i,0.0041237+0.00027581i,0.0038809-0.0028628i,0.0022728-0.007172i
-0.0042596-0.0067875i,-0.0027466-0.0054067i,0.0029567-0.0083795i,0.015692-0.013256i,0.036673-0.015267i,0.049869-0.014274i,0.045029-0.014165i,0.031278-0.012642i,0.017474-0.0083407i,0.0055962-0.0051487i,-0.00096677-0.0032451i,-0.0023515-0.0020673i,-0.001223-0.00015525i,-0.0010151+0.0023604i,-0.0024301+0.0032758i,-0.0040282+0.002031i,-0.0062416+0.00036978i,-0.0067235-0.00075256i,-0.0053103-0.0011468i,-0.0031909-0.001525i,-0.002086-0.0003537i,-0.0022062+0.0036924i,-0.0019217+0.0071994i
-0.002575-0.0041917i,-0.0035186+0.0012951i,-0.0059555+0.0030934i,-0.018317-0.0033807i,-0.037301-0.013489i,-0.046123-0.017608i,-0.042095-0.014108i,-0.034139-0.009334i,-0.023525-0.0057985i,-0.011767-0.0021289i,-0.0030328-5.5225e-05i,0.00096951-0.00087124i,0.0029403-0.0023931i,0.0033602-0.0018098i,0.0029679-0.00026524i,0.0029635-0.00071352i,0.0034551-0.0013445i,0.0038628-0.00032098i,0.0029242+0.0010466i,0.0011442+0.0025939i,0.00027647+0.0028409i,0.001316+0.0011639i,0.0043157-0.00028717i
-0.0050615-0.0027628i,-0.0052658-0.00046255i,-0.0023412+0.0045875i,0.0036637+0.015102i,0.010347+0.030747i,0.015474+0.039106i,0.016663+0.033102i,0.012272+0.023469i,0.0046476+0.014046i,-0.00026088+0.0054297i,-0.0014648+0.0019326i,-0.0022239+0.0018915i,-0.003135+0.0014524i,-0.0035187+0.00084588i,-0.0026102+0.00023607i,-0.0022217+7.3619e-05i,-0.0032339+0.00034632i,-0.0028464-0.00017888i,-0.0010044-0.00011395i,0.0008524-0.00040032i,0.0021437-0.0020059i,0.0015273-0.0022353i,-0.00039287-0.0018919i
-0.0054784-0.0040735i,-0.0046286-0.0018645i,-0.0025334-0.0047141i,-0.00036168-0.013314i,0.0045563-0.027273i,0.0076558-0.037293i,0.0046867-0.036862i,0.0021973-0.031228i,0.0014563-0.022221i,-0.00048909-0.012607i,-0.001495-0.0056973i,0.00019868-0.00072715i,0.0024779+0.0021886i,0.0025116+0.0031806i,0.0010188+0.0018715i,0.00082434-0.00023029i,0.0012077-0.001879i,-0.00026227-0.0026636i,-0.0026003-0.002221i,-0.0026653-0.00046328i,-0.0019413+0.0020592i,-0.0012742+0.0038712i,-0.00029851+0.0032249i
-0.0061005-0.0015318i,-0.0046653+0.0019446i,-0.0049196+0.0047279i,-0.012472+0.0095479i,-0.02378+0.017844i,-0.030243+0.021758i,-0.028321+0.020539i,-0.021003+0.015916i,-0.011498+0.0084284i,-0.0032831+0.0026054i,-0.0013378-0.00019166i,-0.0031337-0.00051859i,-0.0034689-0.00070485i,-0.00095238-0.00076466i,0.0012496+0.00035036i,0.0023473+0.0021026i,0.0034413+0.0034573i,0.0043152+0.0040627i,0.0051115+0.0046744i,0.0050397+0.0042067i,0.0050834+0.0018002i,0.0056952-0.0024916i,0.0048585-0.0062545i
-0.0052173-0.0021464i,-0.0037545+0.00047319i,0.00045993+0.0023327i,0.0084385+0.0034181i,0.019117+0.0056031i,0.027235+0.0063597i,0.028272+0.0046025i,0.024433+0.0059521i,0.016531+0.008595i,0.0080028+0.0058122i,0.0026819+0.0013536i,0.00089107+0.00027528i,-0.0003616+0.0017394i,-0.0020709+0.00301i,-0.00343+0.0016605i,-0.0046143-0.0011467i,-0.0062717-0.0021652i,-0.0065157-0.0029512i,-0.0048778-0.0032834i,-0.0044837-0.0028721i,-0.0045889-0.0019497i,-0.0045079+0.0011012i,-0.0036728+0.0038106i
-0.0074659+0.00039459i,-0.006134+0.0021894i,-0.0054514+0.0024632i,-0.0086052-0.0018039i,-0.014538-0.011023i,-0.020726-0.017201i,-0.023113-0.017446i,-0.019774-0.015315i,-0.013825-0.0094516i,-0.0092612-0.0020618i,-0.0050448+0.0010617i,-0.00091288+0.00047057i,0.0011755-0.0010064i,0.0018237-0.00082087i,0.001993+0.00064557i,0.0027605+0.00042805i,0.0034088+0.0005282i,0.0029211+0.0016773i,0.001925+0.0014279i,0.0007665+0.0020279i,0.00061543+0.003323i,0.0028072+0.0022794i,0.0053408-0.00026147i
-0.0054488-0.00027782i,-0.0038942+0.0014639i,-0.0035117+0.0034743i,-0.0051259+0.010457i,-0.0033276+0.020932i,4.0234e-05+0.027714i,0.0014133+0.027893i,-0.0017724+0.021191i,-0.0067809+0.011112i,-0.0074082+0.0028405i,-0.0045781+0.00027889i,-0.0022628+0.00053801i,-0.0018953+4.2261e-05i,-0.0020497-0.0015467i,-0.0015272-0.0020718i,-0.0015641-0.0016646i,-0.0024729-0.0017021i,-0.0021074-0.0011577i,-1.933e-05-0.00017141i,0.0021483-0.00062741i,0.0033629-0.0021593i,0.0022059-0.0027374i,-0.0012268-0.002893i
-0.0057072+0.0031791i,-0.002124+0.0049783i,0.0023781+0.0031787i,0.0061042-0.0013727i,0.011038-0.0074898i,0.014278-0.014859i,0.013558-0.01932i,0.012884-0.018485i,0.0097139-0.014175i,0.0033876-0.010024i,-0.00023423-0.0058449i,0.00049484-0.00078905i,0.00158+0.0020191i,0.0012812+0.0021741i,0.0012895+0.0019368i,0.0027848+0.0016527i,0.0037155+0.00036393i,0.0022157-0.001123i,0.00031921-0.0028449i,-0.00097605-0.0036769i,-0.0021145-0.0015299i,-0.0028432+0.0017374i,-0.0024011+0.0037655i
-0.0072192+0.002474i,-0.005281+0.0045905i,-0.0061198+0.0060697i,-0.010634+0.0079959i,-0.018346+0.0095635i,-0.022595+0.0097299i,-0.021539+0.0069601i,-0.017046+0.00075942i,-0.0083721-0.0033965i,-0.0010347-0.0023137i,0.00015127+0.00020245i,-0.0017712+0.00089153i,-0.0015738+0.0002758i,0.00010418+2.3727e-05i,0.00027441+0.00045386i,-0.00053009+0.0020548i,-0.0013001+0.004103i,-0.00050026+0.0050576i,0.0013267+0.0054581i,0.0022015+0.0055536i,0.0029204+0.00393i,0.0041101+0.00088583i,0.0054723-0.0025171i
-0.0038588+0.0048214i,-0.0018182+0.0036235i,0.00041029+0.0034102i,0.0042874+0.0054574i,0.011522+0.0067892i,0.01733+0.0083023i,0.018194+0.010432i,0.013588+0.011956i,0.0075361+0.011338i,0.0036127+0.0076532i,0.0013155+0.0039825i,-0.00010089+0.0027156i,-0.00083988+0.0024575i,-0.0013649+0.0022113i,-0.0017041+0.0014202i,-0.0021391-0.00033973i,-0.0019587-0.0020206i,-0.0016334-0.0027832i,-0.0018867-0.0035737i,-0.0022362-0.0039604i,-0.0022062-0.003139i,-0.0028791-0.0014612i,-0.0040084-0.00044037i
-0.0042976+0.0035646i,-0.0014294+0.0042289i,-0.0018143+0.0030697i,-0.0036974+0.0014949i,-0.0033552-0.0029165i,-0.0055573-0.010011i,-0.008256-0.016104i,-0.0066713-0.016097i,-0.0054039-0.0084538i,-0.0058644-0.00080768i,-0.0046615+0.0012435i,-0.0019127+0.0010138i,0.00052145+0.00015837i,0.0020439-0.00059048i,0.0024206-0.00011215i,0.0023146+0.0013511i,0.0020134+0.0030497i,0.0010458+0.0030397i,0.00059169+0.0014692i,0.00057146+0.0012973i,0.00024201+0.0021541i,0.0016725+0.0026705i,0.0042633+0.0022813i
-0.0047878+0.002868i,-0.0031414+0.0037953i,-0.0034162+0.0033766i,-0.0046957+0.0067262i,-0.0050986+0.013327i,-0.0048593+0.016735i,-0.0068959+0.01623i,-0.01158+0.011978i,-0.013299+0.0043281i,-0.0094085-0.00069989i,-0.0045723-0.00052276i,-0.0010493+0.00038644i,0.00053953-0.0010387i,0.00066544-0.0023078i,0.00035707-0.001805i,-0.00077489-0.0022737i,-0.0019261-0.0032871i,-0.0019707-0.0018403i,-0.0012304+0.00068047i,0.00052304+0.00070071i,0.0014891-0.0012324i,0.00079229-0.0022485i,-0.0005136-0.0021453i
-0.0041121+0.0049292i,-0.0027818+0.0035635i,0.00081277+0.0038301i,0.0048794+0.0041265i,0.0087916+0.00029114i,0.012412-0.0048903i,0.014109-0.0072737i,0.012245-0.0056618i,0.0073467-0.0035724i,0.0020708-0.0040334i,0.00027342-0.0035491i,0.0020513-0.00016325i,0.0030535+0.0022317i,0.0020323+0.002032i,0.0017082+0.0016102i,0.0031013+0.0021114i,0.004348+0.0012946i,0.0041743-0.00077066i,0.0027489-0.0029227i,0.0011182-0.0037117i,-0.00037353-0.0018144i,-0.0014614+0.00075349i,-0.0018052+0.0021929i
-0.0023609+0.0037325i,-0.0010379+0.0037808i,-0.003334+0.0043165i,-0.005574+0.0053429i,-0.0078276+0.0031338i,-0.011028+0.0010881i,-0.013373-0.0016104i,-0.011536-0.0069707i,-0.0051957-0.0082678i,-0.00030929-0.0047899i,0.00065891-0.0021822i,0.0003577-0.0015155i,0.00062803-0.00096097i,0.0013326-0.00081181i,0.00083148-0.00016009i,-0.0006898+0.0002727i,-0.0018907+0.00071804i,-0.0016563+0.0018177i,-0.000786+0.0037761i,-8.6533e-05+0.0054566i,0.0021641+0.0053148i,0.0046402+0.0022791i,0.0050572-0.0017033i
-0.0012663+0.0064004i,4.6798e-05+0.0060349i,0.00053235+0.0050966i,0.0020343+0.005806i,0.005858+0.0073865i,0.0085015+0.0091216i,0.0074576+0.012435i,0.0040092+0.013285i,0.0021476+0.010126i,0.0022722+0.0056347i,0.0022617+0.0023263i,0.00086469+0.00048213i,-0.0007775+0.00021908i,-0.0015683-9.4278e-05i,-0.0014804-0.00082098i,-0.00088049-0.001244i,-0.00024402-0.0010441i,-0.00049468-0.0004937i,-0.00024051-0.00037609i,-2.7542e-06-0.0010688i,-0.00051256-0.0014192i,-0.0016804-0.0013642i,-0.0040515-0.0012551i
-0.0010171+0.0064863i,-0.0010672+0.0036067i,-0.00039753+0.0011664i,-0.00048515-0.00079557i,-0.0014441-0.0030999i,-0.0012347-0.0078173i,0.00025656-0.011836i,0.0020004-0.0082402i,0.0012915-0.00067585i,-0.0010532+0.0031636i,-0.00082716+0.0021509i,-0.00019167-0.00043417i,2.7044e-05-0.001985i,0.00070077-0.0014349i,0.001042+0.00017286i,0.0010361+0.0013534i,-0.0002013+0.0017426i,-0.00031476+0.00098879i,0.00012985-0.00024364i,-0.0014192-0.00054469i,-0.0017489+0.00081529i,0.00074542+0.0028462i,0.0026848+0.0033209i
-0.00025317+0.0054179i,0.0011584+0.0044557i,0.0019082+0.0049617i,0.0017398+0.004806i,-0.0016145+0.0052781i,-0.0047939+0.0074596i,-0.0067205+0.0078142i,-0.010387+0.0038679i,-0.01104-0.00015475i,-0.0085513-0.0010656i,-0.0050181-0.00093843i,-0.00093813-0.00084567i,0.0010506-0.00087512i,0.0017326-0.0013226i,0.0015787-0.0014607i,0.00048214-0.0025213i,-0.00077802-0.0034313i,-0.0017427-0.0021114i,-0.0022838-0.00040234i,-0.0010138-7.4337e-05i,0.00084999-0.00099817i,0.0014465-0.0020692i,0.00087091-0.0020924i
