-0.00047945+0.0031787i,-0.00050274+0.0024499i,-0.0012726+0.0025886i,-0.001113+0.0016626i,-0.00065729+0.0013482i,-0.00030205+0.0021398i,-0.00010682+0.0017662i,0.00065989+0.0011667i,0.0011855+0.0012097i,0.0011397+0.0010462i,0.00064312-5.8176e-05i,-0.00052049-0.00096115i,-0.00061553-0.00049474i,-0.00020385-0.00046736i,-0.00018284-0.00066875i,-0.00048832-0.00073786i,-0.00077949-0.00056741i,-0.00082113+0.00028835i,-0.00019627-0.00013589i,0.00053232-0.0007585i,0.00059146-0.00024114i,0.00027109-0.00057651i,0.00052006-0.001196i
0.020141-0.030965i,-0.010065-0.020698i,-0.10154+0.029115i,-0.19442+0.10036i,-0.20153+0.14466i,-0.12838+0.11695i,-0.060234+0.055841i,-0.030226+0.025223i,-0.010502+0.017243i,0.0060756+0.0030719i,0.010855-0.014252i,0.0060103-0.019416i,0.0014778-0.013046i,0.0023877-0.0064345i,0.0038807-0.0050438i,0.0018629-0.0057341i,-0.00031857-0.0038024i,-4.9979e-05+0.0014852i,0.0014288+0.0064804i,0.0020161+0.0087452i,0.0015639+0.0076756i,0.0005153+0.0042005i,0.00053441+0.00026705i
-0.030712-0.057798i,-0.023687-0.064252i,0.018784+0.019248i,0.089607+0.14418i,0.14438+0.18629i,0.12666+0.13647i,0.065262+0.072229i,0.022659+0.035271i,0.010291+0.01762i,0.010143+0.003969i,0.0072883-0.0083858i,-0.00085238-0.011261i,-0.0036921-0.004283i,0.0010503+0.001208i,0.0029689+0.0010252i,-0.0010219+0.0021571i,-0.0043466+0.006514i,-0.0037635+0.011086i,-0.00073074+0.01378i,0.0028625+0.011974i,0.0036767+0.0072565i,0.003079+0.0019149i,0.0040795-0.0035075i
-0.055277-0.00037949i,-0.050025-0.027446i,0.034409-0.082193i,0.13539-0.14069i,0.15676-0.15965i,0.10392-0.11627i,0.048514-0.050632i,0.020582-0.015222i,0.0036624-0.0019109i,0.00092876+0.0084195i,0.0068169+0.011597i,0.0063363+0.01006i,0.0051667+0.0091671i,0.0072462+0.0074408i,0.0076664+0.0062122i,0.0062947+0.0082396i,0.0047719+0.0092427i,0.003885+0.0085617i,0.0042258+0.0084196i,0.0037632+0.006663i,0.0020174+0.0034764i,0.0014617-0.00039241i,0.0014276-0.0035877i
0.022314+0.032266i,0.01277+0.012842i,-0.037251-0.074076i,-0.12406-0.15779i,-0.19168-0.14587i,-0.16442-0.064843i,-0.07876-0.013023i,-0.032584-0.0084435i,-0.022339-4.1178e-05i,-0.0055945+0.014677i,0.0099222+0.017672i,0.014054+0.011724i,0.012523+0.005161i,0.010203+0.0039587i,0.0097329+0.003824i,0.0086234+0.00022477i,0.0046504-0.0048404i,-0.0012262-0.0060413i,-0.0044443-0.0030077i,-0.003729+0.00066765i,-0.0025232+0.0021693i,-0.0013664+0.0016213i,0.0003868+0.0024355i
0.077524-0.040433i,0.080694-0.045442i,-0.0089922-0.0038628i,-0.12325+0.093047i,-0.14371+0.188i,-0.085061+0.18406i,-0.034706+0.10227i,-0.016473+0.03939i,-0.010957+0.017351i,-0.0054413+0.010748i,-0.00075545+0.0059825i,0.00058522+0.0016445i,-0.0018437+0.00080096i,-0.0040787+0.0023964i,-0.0037691+0.0029186i,-0.0058652-0.00029183i,-0.0090823-0.0038019i,-0.01122-0.0031647i,-0.011773+0.00038813i,-0.0089132+0.0033734i,-0.0040568+0.0042204i,2.1023e-05+0.0036491i,0.0035929+0.0025269i
0.0014384-0.081311i,0.010941-0.090286i,0.045885-0.0056457i,0.11843+0.096444i,0.17486+0.098071i,0.14324+0.038641i,0.06575+0.0046299i,0.021526-0.00066252i,0.0036319-0.0043608i,-0.012477-0.00078693i,-0.019336+0.0063011i,-0.017513+0.0076396i,-0.013229+0.0088499i,-0.0092761+0.0098036i,-0.0089365+0.0091488i,-0.0093947+0.0084324i,-0.0076248+0.0072881i,-0.0044676+0.0065595i,-0.0029322+0.0060685i,-0.0020982+0.0045013i,-0.00028353+0.0032484i,0.0017071+0.0020427i,0.0023536+0.0002229i
-0.059454+0.018476i,-0.057719+0.025597i,0.013903-0.011951i,0.082596-0.1074i,0.055307-0.19731i,-0.027742-0.18537i,-0.055282-0.096706i,-0.028692-0.040517i,-0.016303-0.024191i,-0.018556-0.0072347i,-0.014073+0.0047553i,-0.0088525+0.0075331i,-0.0054084+0.0073103i,-0.0042101+0.0069025i,-0.0021566+0.0074366i,0.0034406+0.0050979i,0.0073677+0.00015357i,0.0083822-0.0041971i,0.0062685-0.0052942i,0.0025459-0.001643i,0.0005545+0.0015581i,0.00063112+0.0013238i,-0.00042054+0.0009461i
0.037391+0.099515i,0.042226+0.12419i,0.010693+0.044045i,-0.087773-0.062991i,-0.20548-0.062677i,-0.21548+0.0062466i,-0.12897+0.033526i,-0.060562+0.017045i,-0.031329+0.00058142i,-0.015632-0.0088567i,-0.0078305-0.013751i,-0.0035143-0.013602i,-0.0017553-0.011405i,-0.00092294-0.0088923i,0.0011604-0.0084941i,0.0026314-0.010506i,0.0022178-0.012038i,0.0016268-0.011205i,0.0011943-0.009102i,0.0013982-0.004484i,0.0018088+0.0014619i,0.0011143+0.0047227i,0.00032832+0.0056798i
0.11032-0.0010763i,0.12069-0.011059i,0.036783-0.00069965i,-0.054644+0.069485i,-0.037673+0.15398i,0.029785+0.15259i,0.044324+0.088295i,0.024881+0.041225i,0.010411+0.013218i,-0.0016049-0.0099886i,-0.0093421-0.021447i,-0.0091186-0.022132i,-0.0074674-0.016706i,-0.0059455-0.01297i,-0.0048764-0.011491i,-0.0059726-0.0080216i,-0.0064275-0.0036906i,-0.0050669-2.57e-05i,-0.0010973+0.0017733i,0.0022923+0.00062274i,0.0016101+0.00078004i,0.001061+0.0032724i,0.0025042+0.0036991i
-0.010774-0.091587i,-0.046908-0.12452i,-0.051322-0.06695i,0.030562+0.0077243i,0.13537-0.025817i,0.14973-0.1051i,0.089061-0.10486i,0.04579-0.053808i,0.027128-0.025427i,0.010669-0.01478i,0.0048716-0.0095837i,0.002474-0.0070741i,-0.0010053-0.0033992i,-0.0023409-0.002052i,-0.0039579-0.0002108i,-0.0017521+0.0058259i,0.0034243+0.0095007i,0.0076164+0.0096362i,0.0095061+0.0074655i,0.0067045+0.0035563i,0.0017474+0.0030408i,-0.00052478+0.0039717i,-0.00097111+0.00093587i
-0.12767+0.015661i,-0.17994+0.028362i,-0.13167+0.024001i,-0.042503-0.038318i,-0.038742-0.13705i,-0.094181-0.16263i,-0.091333-0.11074i,-0.044329-0.065802i,-0.010662-0.037361i,0.012231-0.014081i,0.026317-0.0037177i,0.026483+0.00090055i,0.021112+0.0030522i,0.015798+0.0045725i,0.011727+0.007233i,0.01054+0.0056764i,0.0098322+0.00088501i,0.0085513-0.0013851i,0.0077885+0.00081537i,0.0048684+0.0054211i,-0.0004655+0.0076114i,-0.0044092+0.006304i,-0.0071123+0.0045247i
-0.0049736+0.12596i,0.016307+0.15495i,0.041641+0.083096i,0.00174-0.0019584i,-0.077949+0.028338i,-0.098531+0.097932i,-0.068459+0.090967i,-0.043603+0.045054i,-0.020257+0.016086i,0.0031431+0.0017871i,0.015907+6.2811e-05i,0.018943+0.0026572i,0.015348+0.0023588i,0.014487+0.0013769i,0.012761-0.0022032i,0.0039163-0.0059888i,-0.0053524-0.0070484i,-0.0077541-0.003937i,-0.0055042+0.0034223i,-0.002107+0.0099292i,9.0659e-05+0.0098296i,-0.001579+0.0071212i,-0.0021222+0.0061188i
0.13959-0.0035684i,0.19948-0.070847i,0.16229-0.12087i,0.082802-0.075364i,0.092181+0.017584i,0.14528+0.056449i,0.12206+0.047692i,0.061926+0.037642i,0.023753+0.025717i,0.0014375+0.01825i,-0.0046963+0.020706i,0.0003905+0.015191i,0.0017941+0.0056872i,0.00048-0.00019753i,-0.002117-0.0049718i,-0.0074598-0.0040876i,-0.0098675+0.00079604i,-0.0095239+0.0062552i,-0.0073328+0.01137i,-0.0030136+0.011531i,-0.0022892+0.0071153i,-0.0015636+0.0038233i,0.0042018+0.00034978i
0.039639-0.14597i,0.022818-0.24888i,-0.025332-0.2356i,-0.03371-0.13878i,0.014576-0.11281i,0.042699-0.1441i,0.03802-0.11914i,0.036576-0.060803i,0.02128-0.020621i,-0.0001452+0.012341i,-0.0061237+0.026915i,-0.0080998+0.022348i,-0.0086854+0.017126i,-0.0086579+0.012155i,-0.0094152+0.0084796i,-0.004344+0.0059115i,0.0018863+0.002557i,0.0025792+0.0019193i,-0.00055417+0.0032528i,-0.0061416+0.0031319i,-0.0099248+0.0017667i,-0.0079048-0.0007672i,-0.0046809-0.0064224i
-0.10593-0.0055691i,-0.14665+0.017198i,-0.12361+0.059813i,-0.074723+0.0655i,-0.088799+0.026498i,-0.13357+0.0010818i,-0.1147-0.012489i,-0.064698-0.025169i,-0.031877-0.01878i,-0.014987-0.0086779i,-0.016005-0.0059037i,-0.02088+0.0017792i,-0.016389+0.0084633i,-0.0096565+0.01189i,-0.00080664+0.010547i,0.0083657+1.6173e-05i,0.011136-0.010192i,0.0071735-0.011694i,-0.0018027-0.0076459i,-0.010133-0.0024853i,-0.012801+0.0009974i,-0.01232+0.0020304i,-0.012536+0.0039188i
0.0021856+0.19001i,0.091485+0.28856i,0.17669+0.25389i,0.15751+0.1357i,0.080189+0.10649i,0.034242+0.13306i,0.0048079+0.10787i,-0.019815+0.060906i,-0.018541+0.02224i,-0.021562-0.012978i,-0.033301-0.020763i,-0.027046-0.0068248i,-0.011104+0.0019068i,0.0017823-5.772e-05i,0.0091973-0.0054025i,0.0096508-0.0079273i,0.0070787-0.0072464i,0.0020477-0.0073924i,-0.005549-0.0067549i,-0.0088761-0.004012i,-0.0074424-0.0025167i,-0.0064255+0.00053168i,-0.0031594+0.0069306i
0.15449+0.11583i,0.28587+0.10408i,0.31157+0.0069567i,0.21057-0.078185i,0.12856-0.082007i,0.11956-0.058834i,0.094674-0.030091i,0.058107+0.0022972i,0.031844-3.1902e-05i,0.00059993-0.014081i,-0.011629-0.011353i,-0.0058636-0.010955i,-0.0033373-0.013352i,-0.00095509-0.015521i,0.00041181-0.014595i,0.00068987-0.0046076i,0.0035682+0.0035983i,0.0028835+0.0037148i,0.00090568-0.00053124i,0.00099287-0.0062156i,-0.00029356-0.0092466i,3.3468e-05-0.0067722i,0.0046652-0.0050527i
0.027436-0.05213i,0.014505-0.11985i,-0.044633-0.13871i,-0.087889-0.097068i,-0.084093-0.078383i,-0.06459-0.093185i,-0.033776-0.087842i,-0.0033381-0.065808i,0.0084874-0.040916i,0.021903-0.019485i,0.032947-0.022313i,0.02083-0.031758i,0.0015827-0.024826i,-0.0075429-0.011731i,-0.0081614+0.00088504i,-0.0018844+0.0097683i,0.0049612+0.011197i,0.0075845+0.0072571i,0.007827-0.00075846i,0.0053623-0.0072378i,0.0021992-0.0089662i,0.00041001-0.010781i,-0.0023663-0.014984i
-0.1909+0.026888i,-0.29052+0.10754i,-0.27228+0.18019i,-0.14769+0.16824i,-0.059505+0.10592i,-0.052664+0.061194i,-0.058658+0.022781i,-0.055079-0.0032167i,-0.026+0.00051552i,0.01974-0.0080134i,0.029472-0.02821i,0.010514-0.02574i,-0.001992-0.0091066i,-0.0028544+0.0061083i,0.0010948+0.012517i,0.0020318+0.011402i,0.00031111+0.0097116i,0.0030123+0.0067447i,0.0061211+0.0017027i,0.0055148-0.0015438i,0.0039191-0.0025782i,-0.00099179-0.0041299i,-0.0086652-0.0028877i
-0.16596+0.17731i,-0.15283+0.33604i,-0.030867+0.35477i,0.074327+0.19772i,0.087148+0.056963i,0.06738+0.023917i,0.041558+0.029703i,0.011909+0.039748i,0.010025+0.0395i,0.010645+0.0198i,0.00087875+0.012603i,0.0022714+0.018727i,0.0093902+0.017913i,0.014017+0.011422i,0.011085+0.0039233i,0.00049649+0.0019427i,-0.0056104+0.0055252i,-0.0042357+0.0072956i,0.00025676+0.0069725i,0.0046892+0.0060485i,0.0055381+0.0043992i,0.0027728+0.0047464i,0.0024896+0.0066275i
-0.020013+0.092451i,0.044372+0.10029i,0.10589+0.031517i,0.076862-0.044596i,0.0023519-0.059407i,-0.010599-0.045245i,0.02095-0.032034i,0.041912-0.021542i,0.027466-0.0097956i,0.0017763+0.019929i,0.0074578+0.04328i,0.025984+0.029511i,0.024207+0.0048211i,0.012027-0.0057123i,0.00095902-0.0072018i,-0.0057982-0.0039883i,-0.0069163+0.00069415i,-0.0044894+0.0060359i,0.0024047+0.0096303i,0.0076228+0.0084016i,0.006663+0.0056391i,0.0073258+0.002566i,0.011789-0.0027972i
-0.05795-0.10397i,-0.12537-0.20645i,-0.1708-0.20686i,-0.13498-0.076871i,-0.061834+0.034707i,-0.017099+0.047308i,-0.0020567-0.0028082i,-0.011479-0.046971i,-0.030379-0.034729i,-0.017937+0.005424i,0.0084001+0.015043i,0.011142-5.8266e-05i,-0.0016216-0.0081737i,-0.011414-0.0060636i,-0.012097-0.0017713i,-0.0099009-0.0024922i,-0.0099495-0.0054624i,-0.0087026-0.0026908i,-0.0038832+0.0028324i,0.00043363+0.0052721i,0.002433+0.0035965i,0.0042821-0.0025375i,0.0037512-0.010841i
-0.19932-0.14042i,-0.33003-0.13273i,-0.32846-0.0373i,-0.15223+0.039619i,0.032445+0.023818i,0.073242-0.0095826i,0.021798-0.0080338i,-0.02639+0.0028416i,-0.036439+0.0098741i,-0.025057-0.0037494i,-0.027763-0.018305i,-0.032825-0.00733i,-0.024908+0.0074091i,-0.012928+0.010193i,-0.0031743+0.0047573i,-0.0015476-0.0039309i,-0.0063046-0.0096286i,-0.009104-0.0075882i,-0.0087066-2.5373e-05i,-0.0065102+0.0051498i,-0.0033499+0.0048501i,-0.0024817+0.0013735i,-0.004638+0.001843i
-0.172-0.066704i,-0.1812-0.00047427i,-0.087625+0.056881i,-0.0046293+0.0013051i,-0.010898-0.084942i,-0.029955-0.088552i,-0.0045552-0.029204i,0.031105+0.017893i,0.036932+0.0094373i,0.0020129-0.017115i,-0.029625-0.0097102i,-0.022547+0.013461i,-0.0024277+0.016117i,0.0066227+0.0054913i,0.0070862-0.0032605i,0.0053307-0.0064116i,0.003278-0.0069433i,-0.0022573-0.0044126i,-0.0088587+0.0034368i,-0.0099382+0.0091902i,-0.0067414+0.0099984i,-0.0018838+0.011209i,0.0058237+0.013641i
-0.021549-0.089914i,0.04859-0.13285i,0.085538-0.14466i,0.0088308-0.090128i,-0.086097+0.0081708i,-0.073903+0.07204i,0.0083951+0.049595i,0.056643-0.016019i,0.042485-0.050482i,0.011241-0.035229i,0.0017223-0.009989i,0.0037464-0.006573i,0.0028045-0.012372i,0.0031015-0.011208i,0.0055528-0.0073636i,0.0082807-0.0079705i,0.0099596-0.011633i,0.0068-0.0096918i,0.00091569-0.0029523i,-0.0046515+0.0021013i,-0.0059613+0.0060288i,0.0005159+0.0099567i,0.0095054+0.0081513i
0.060581-0.16735i,0.0534-0.25582i,-0.0087224-0.22865i,-0.031593-0.065739i,0.040211+0.07538i,0.10338+0.07924i,0.070448+0.0035699i,-0.00035503-0.038286i,-0.024235-0.024374i,0.0019952-0.013132i,0.017584-0.027949i,0.0021946-0.03765i,-0.0097323-0.027619i,-0.0052135-0.012313i,0.00495-0.003489i,0.012178-0.0037738i,0.014238-0.0079889i,0.011204-0.010345i,0.0037398-0.009963i,-0.003853-0.0077886i,-0.0080168-0.0039403i,-0.0075247-0.0012611i,-0.0048776-0.0010466i
0.071017-0.15755i,0.04286-0.14654i,-0.0024042-0.060926i,0.022827-0.0037944i,0.078619-0.037716i,0.056514-0.079453i,-0.0094621-0.041399i,-0.033807+0.029578i,-0.006285+0.058091i,0.023997+0.027993i,0.01991-0.0078541i,0.0057499-0.0087737i,0.0070451+0.0032888i,0.011019+0.0050772i,0.01124+0.0016603i,0.010706+0.0044626i,0.010661+0.0082221i,0.0060041+0.0020143i,-0.0030585-0.0068356i,-0.0087134-0.0097762i,-0.011185-0.0099583i,-0.014831-0.0065347i,-0.016135+0.0021244i
0.067811-0.091282i,0.09611-0.037097i,0.1148+0.0032031i,0.059677-0.034821i,-0.067737-0.042398i,-0.13692+0.025004i,-0.07999+0.080837i,0.011594+0.07483i,0.044199+0.038371i,0.032563+0.017844i,0.024266+0.01135i,0.024618+0.0037674i,0.018547-0.0033094i,0.0090417-0.0031268i,0.0040214+0.0037701i,0.0055869+0.011423i,0.0093974+0.014709i,0.0083667+0.010457i,0.0042721+0.0040789i,0.0023913-0.0013571i,0.00088229-0.005659i,-0.0032871-0.0042735i,-0.0059795+0.0013337i
0.03841-0.031807i,0.051746-0.042472i,0.048017-0.067569i,-0.0030975-0.060018i,-0.050538+0.022086i,-0.0017293+0.10816i,0.075513+0.07512i,0.06374-0.018802i,0.005691-0.041901i,-0.0056973-0.0058665i,0.021014+0.0083249i,0.028103-0.0099169i,0.012305-0.018212i,0.0017693-0.0059502i,0.0028517+0.0069464i,0.0059707+0.010671i,0.0052653+0.0098578i,0.0072513+0.0069775i,0.011921+0.0015894i,0.012452-0.0013416i,0.010661-0.0018511i,0.0078968-0.0040216i,0.0036999-0.0070586i
0.024581+0.026892i,-0.013733+0.033592i,-0.058902+0.019078i,-0.055116+0.00087152i,0.0048941-0.03864i,0.049343-0.085661i,0.030336-0.097559i,-0.026817-0.067708i,-0.056427-0.014546i,-0.03437+0.01973i,-0.0080878+0.021079i,-0.0051892+0.017771i,-0.0066372+0.020631i,-0.0026788+0.017978i,0.00021401+0.010454i,-0.0041318+0.0055673i,-0.010308+0.0041366i,-0.0073669+0.00083143i,0.00016007-0.0031323i,0.0037203-0.00088776i,0.0047235+0.0021862i,0.0028421-0.00032602i,-0.0011574-0.0029821i
0.08276-0.0015853i,0.060658+0.03208i,0.039631+0.059163i,0.028274+0.014025i,-0.034233-0.082116i,-0.13672-0.11887i,-0.15963-0.054982i,-0.086372+0.010907i,-0.023285+0.017991i,-0.016523+0.010579i,-0.023636+0.023222i,-0.0090566+0.033415i,0.010199+0.021667i,0.010394+0.0069739i,-0.00022326+0.0027888i,-0.0090797+0.0022318i,-0.012313+0.0018799i,-0.0092307+0.0030449i,-0.004641+0.0058938i,-0.0029635+0.0087515i,-0.0028106+0.0094948i,-0.0011094+0.0067807i,0.00060163+0.0042996i
0.11953-0.13058i,0.13446-0.17559i,0.15068-0.14924i,0.14292-0.090085i,0.079686-0.013824i,0.013302+0.074466i,0.015699+0.11108i,0.052915+0.059417i,0.043653-0.012933i,0.0049582-0.023857i,-0.0026639+0.0010265i,0.014976+0.0053132i,0.020741-0.0053783i,0.011676-0.0064866i,0.003886+0.00099267i,0.0022261+0.0023363i,0.0014078-0.00027658i,0.00078647+0.0038881i,0.0012019+0.0094043i,-0.0018937+0.0077358i,-0.0060893+0.0039627i,-0.0049112+0.0019032i,-0.0026221-0.00066832i
0.070549-0.12997i,0.030298-0.19151i,0.0090375-0.15889i,0.066508-0.080444i,0.15242-0.039569i,0.18943-0.028245i,0.15234-0.02186i,0.076377-0.023414i,0.012976-0.024889i,-0.01002-0.016074i,-0.0077978-0.014188i,-0.015131-0.016467i,-0.022404-0.0069915i,-0.013601+0.0014637i,-0.0015864-0.00017314i,0.0045385-0.0057495i,0.0055416-0.0091121i,0.0051832-0.0070426i,0.0038071-0.0050227i,-0.0023238-0.0056548i,-0.0077421-0.0052433i,-0.0073057-0.0060005i,-0.0066344-0.0087255i
0.087553+0.074031i,0.063355+0.09062i,0.0066328+0.11281i,0.0042978+0.091903i,0.036946-0.013543i,0.018258-0.11838i,-0.023792-0.12447i,-0.02803-0.054652i,0.0035424-0.00099303i,0.021473-0.0053993i,0.00077306-0.020598i,-0.019887-0.0068375i,-0.01336+0.011861i,-0.0032464+0.011732i,-0.0020026+0.0041751i,0.0017322-0.00028226i,0.005017-0.0025762i,0.0010835-0.0036523i,-0.0032507-0.0037375i,-0.0016731-0.003309i,0.00017679-0.0038646i,-0.00046148-0.0042045i,0.00098531-0.0038285i
0.20512+0.22801i,0.28382+0.28112i,0.25615+0.26076i,0.13765+0.21538i,0.022856+0.19789i,-0.042174+0.17403i,-0.051393+0.12081i,-0.011526+0.062275i,0.028902+0.016136i,0.030355-0.0065881i,0.015445+0.0030021i,0.017187+0.020992i,0.019826+0.021654i,0.0088658+0.015833i,0.00043749+0.016099i,0.0040252+0.017497i,0.0068417+0.012226i,0.0013503+0.0081141i,-0.0012685+0.010212i,0.0035753+0.0081196i,0.0073607+0.001634i,0.0071442-0.00014771i,0.0078322+0.00083247i
0.151+0.18742i,0.18179+0.14828i,0.12061+0.074163i,0.030043+0.073841i,0.0058984+0.12866i,0.042579+0.13719i,0.050351+0.08228i,0.013063+0.02617i,-0.017582-0.00012681i,-0.019609+0.0041279i,-0.0031583+0.011163i,0.0033898-0.001147i,-0.0075115-0.010215i,-0.0094092-0.0054084i,-0.0016573+0.0019118i,0.0020213+0.0068307i,0.0041936+0.0074472i,0.0057826+0.0060381i,0.0046398+0.0061951i,0.0041557+0.0047402i,0.0046462+0.0020742i,0.0076675+0.00061288i,0.010711-0.00061049i
-0.12573+0.099253i,-0.21486+0.054638i,-0.26457-0.012883i,-0.2214-0.041604i,-0.12865-0.065269i,-0.052402-0.1014i,-0.0062247-0.094387i,0.0013222-0.04873i,-0.014088+0.0033246i,-0.0090904+0.025907i,0.0043153+0.0045705i,-0.0031811-0.017846i,-0.0098322-0.014258i,-0.003446-0.0074757i,-0.00078496-0.0088553i,-0.0065564-0.0061028i,-0.010282+0.00040014i,-0.0072558+0.0010288i,-0.0068433-0.0025413i,-0.011648-0.0004974i,-0.013031+0.0061612i,-0.0091918+0.0091441i,-0.0034128+0.0079184i
-0.29439+0.11175i,-0.36885+0.15695i,-0.31345+0.17127i,-0.20437+0.10426i,-0.17854+0.022745i,-0.18368+0.025528i,-0.11676+0.052894i,-0.031255+0.042576i,0.0086364+0.022671i,0.011015+0.0090796i,-0.0033457+0.0041627i,-0.0086732+0.012192i,-0.0037487+0.013127i,-0.0044287+0.0033232i,-0.010219-0.0027486i,-0.014184-0.0011775i,-0.012581+0.0024058i,-0.011105+0.0016125i,-0.015101-0.00017709i,-0.017064+0.0029214i,-0.014134+0.006404i,-0.014308+0.0080052i,-0.013254+0.011447i
-0.21612+0.013046i,-0.17491-0.00080963i,-0.067686-0.035958i,0.0078694-0.080169i,0.0375-0.095503i,0.040108-0.05291i,0.027532-0.0093035i,0.011744-0.01773i,-0.005096-0.040485i,-0.022112-0.03592i,-0.022336-0.011624i,-0.0059352-0.0018927i,0.002557-0.0089967i,0.0029349-0.0060647i,0.0060546+0.0015182i,0.0095215-0.00031156i,0.0087837-0.0044301i,0.0059113-0.0041212i,0.004117-0.0041301i,0.0026678-0.0076889i,4.708e-06-0.01084i,-0.0022165-0.0096794i,-0.00058281-0.0027545i
-0.005345-0.15462i,0.080019-0.27965i,0.13952-0.32659i,0.15729-0.25381i,0.17605-0.17286i,0.17827-0.1407i,0.12601-0.094449i,0.061048-0.031396i,0.019315-0.0011368i,0.011418+0.0060905i,0.023132+0.0036303i,0.021834-0.0022703i,0.012238-5.376e-05i,0.0091681+0.0042317i,0.013094+0.0023942i,0.016987-0.0062264i,0.013009-0.012284i,0.0076258-0.012019i,0.0053847-0.012767i,0.0021507-0.014942i,-0.0027203-0.017183i,-0.0061356-0.019487i,-0.0070423-0.016156i
0.078855-0.15698i,0.10579-0.18512i,0.053296-0.12248i,0.012693-0.00092261i,0.020921+0.067124i,-0.018058+0.061058i,-0.058985+0.053878i,-0.030127+0.045291i,0.0087339+0.026596i,0.01958+0.013238i,0.011299+0.010687i,-0.0027176+0.020557i,-0.0058126+0.026338i,-0.0037176+0.018224i,-0.0023377+0.010178i,0.00069062+0.0067052i,0.0029059+0.0031396i,0.0042324-0.0023922i,0.0037678-0.0072103i,0.002566-0.0057868i,0.0032707-0.0031357i,0.0019303-0.0057437i,-0.0057564-0.0093621i
0.077285-0.047545i,0.11052-0.0056842i,0.10853+0.046488i,0.092978+0.09652i,0.097284+0.14921i,0.11423+0.12995i,0.083191+0.037335i,0.028013-0.025481i,0.0039551-0.039157i,-0.0079078-0.036841i,-0.024699-0.024671i,-0.023104-0.012962i,-0.0072051-0.0080551i,0.0025127+0.00082365i,0.0032857+0.014347i,0.0020244+0.026631i,0.0039488+0.029673i,0.0063741+0.024907i,0.0073079+0.01924i,0.0091551+0.013157i,0.013181+0.0078305i,0.017282+0.0052458i,0.016785+0.0032312i
-0.025226+0.10712i,0.079965+0.20263i,0.14728+0.21978i,0.083837+0.18427i,-0.0031695+0.15783i,0.0060903+0.14135i,0.041795+0.087731i,0.016454+0.034797i,-0.022633+0.026515i,-0.027336+0.037948i,-0.010418+0.025773i,-0.0028919-0.0025184i,-0.0073178-0.012277i,-0.008767-0.0079963i,-0.0072361+0.0011028i,-0.0035889+0.011457i,0.0011051+0.01511i,0.0040577+0.013725i,0.0057682+0.0098159i,0.0049787+0.0034199i,0.0042158+0.00048104i,0.0050532+0.0014966i,0.0071262+0.0019957i
-0.21631+0.084945i,-0.26335+0.19556i,-0.26998+0.19551i,-0.29735+0.10983i,-0.34381+0.054649i,-0.34012+0.047923i,-0.23421+0.045378i,-0.099472+0.032126i,-0.02672+0.023936i,-0.0036349+0.019547i,-0.0028236+0.0059455i,-0.020198-0.0020861i,-0.034282-0.0015271i,-0.03161-0.0060683i,-0.02569-0.010411i,-0.024972-0.01019i,-0.023027-0.0089972i,-0.014775-0.0074892i,-0.0055679-0.0065086i,-0.0014522-0.0039817i,-0.0016845-0.00012755i,-0.0033809+0.001611i,-0.0038998-0.0008079i
-0.15047-0.13987i,-0.21589-0.087765i,-0.17535-0.066681i,-0.09787-0.10415i,-0.059909-0.099865i,-0.021523-0.024852i,0.049194+0.017084i,0.084966-0.015394i,0.065936-0.049447i,0.039078-0.060274i,0.024463-0.054088i,0.024297-0.031142i,0.026513-0.01178i,0.013026-6.3558e-05i,-0.0059341+0.0016701i,-0.02131-0.0035408i,-0.029822-0.0030008i,-0.028507+0.0021649i,-0.020808+0.0064303i,-0.010033+0.0088717i,-0.0037103+0.011296i,-0.0056782+0.013511i,-0.0086164+0.014436i
0.080056-0.3351i,-0.020361-0.30484i,-0.022944-0.1821i,0.049964-0.16565i,0.042668-0.22066i,-0.011421-0.17574i,-0.015285-0.04534i,0.0044683+0.019918i,-0.010397+0.0081721i,-0.026907+0.0074681i,-0.0016132+0.021756i,0.030164+0.016079i,0.036323+0.0034363i,0.027713-0.0051377i,0.015652-0.012143i,0.0098172-0.01669i,0.010229-0.019217i,0.0060013-0.015801i,3.094e-05-0.0068346i,-0.0018879+0.0013448i,-0.0022048+0.0057354i,-0.0023705+0.0069717i,-0.0016934+0.0056071i
0.23762-0.37537i,0.090569-0.54813i,-0.071624-0.51711i,-0.065595-0.37095i,-0.0045367-0.32272i,-0.045787-0.3232i,-0.10671-0.22114i,-0.075808-0.076424i,-0.019737-0.0058793i,-0.003907+0.0099954i,-0.010368+0.010674i,-0.022586+0.001763i,-0.019234-0.0074543i,0.0019732-0.01373i,0.022714-0.018634i,0.032206-0.023787i,0.0286-0.024862i,0.020937-0.01894i,0.01474-0.012174i,0.004933-0.0092442i,-0.0056079-0.011085i,-0.0071832-0.017212i,-0.0022018-0.021358i
0.39182-0.024189i,0.41771-0.13018i,0.33669-0.11523i,0.29502+0.038688i,0.32166+0.14668i,0.29461+0.13891i,0.18669+0.090668i,0.093409+0.04863i,0.061708+0.01602i,0.053267-0.01147i,0.029724-0.024136i,0.0029124-0.0112i,-0.0068903+0.014322i,-0.0039863+0.026268i,0.0061988+0.023027i,0.015024+0.016777i,0.012009+0.012003i,0.0026949+0.0051919i,-0.0045602-0.0027187i,-0.0072785-0.0062529i,-0.011307-0.0087714i,-0.018674-0.010148i,-0.021871-0.0075218i
