-0.00018209-0.00084829i,0.00068913-0.0010209i,-0.00010526-0.00081432i,-0.00081672+0.00048194i,-0.00084084+0.0011553i,-0.00069701+0.0014429i,-0.00024882+0.0007073i,0.00078015+0.00017393i,0.0013046+3.6741e-05i,0.00045+0.00022067i,-0.00025336-0.00028129i,0.00037395-0.0008951i,9.4265e-05-0.00054531i,-0.00045276-0.00040722i,-1.7805e-05-7.1525e-05i,0.0002529+0.00033299i,0.00054445+0.00034319i,0.00074352+0.00059373i,0.00010734+0.0002505i,5.9121e-05-0.00014841i,0.00032585+0.00019655i,7.3748e-05+4.4878e-05i,-7.3455e-05+0.00042397i
-0.09832+0.060025i,-0.12064+0.085519i,-0.072034+0.05506i,-0.024611-0.014263i,-0.042512-0.043637i,-0.053875-0.0090643i,-0.024884+0.015681i,-0.011467+0.0092389i,-0.0085072+0.01315i,0.0076343+0.022421i,0.017467+0.018715i,0.014103+0.010664i,0.008108+0.0022286i,0.0040102-0.0060293i,0.0024687-0.01001i,0.0013866-0.0076077i,0.00089569+0.0011404i,0.00084632+0.0090049i,-0.0043732+0.010336i,-0.016055+0.010558i,-0.024004+0.011205i,-0.021399+0.010182i,-0.013802+0.0066447i
-0.10036-0.057446i,-0.13252-0.071337i,-0.082147-0.052895i,-0.0069279-0.045332i,0.011033-0.055904i,-0.012743-0.039294i,-0.014896-0.0067343i,-0.0022176-0.00075947i,-0.0022536-0.0038939i,0.0017098+0.00029801i,0.0079928+0.001266i,0.0073145+0.00055784i,0.0034946-0.0019928i,-0.00054791-0.0033041i,-0.00087663+8.2081e-05i,-1.7823e-05+0.004177i,-0.0015924+0.007613i,0.0014794+0.0065789i,0.011305-0.0021702i,0.016701-0.011386i,0.013805-0.012024i,0.00886-0.007002i,0.0048069-0.0023262i
0.0031257-0.11597i,-0.0010663-0.1501i,0.0090251-0.094903i,0.036784-0.033905i,0.03899-0.041037i,0.012558-0.051269i,-0.002228-0.030805i,-0.0055288-0.02012i,-0.015627-0.019232i,-0.024233-0.010231i,-0.021142-0.0024917i,-0.01416+0.0008885i,-0.0082608+0.0040386i,-0.0048004+0.0075142i,-0.0032139+0.010802i,-0.0012758+0.0087041i,-0.0016713+0.0049469i,-0.0020694+0.0087242i,-0.00082646+0.018649i,-0.0026735+0.024641i,-0.0078062+0.02122i,-0.0111+0.014715i,-0.010354+0.011965i
0.10923-0.045095i,0.14606-0.054858i,0.099753-0.018425i,0.046667+0.021738i,0.047243+0.0037802i,0.029073-0.04234i,-0.0073112-0.047632i,-0.013632-0.02543i,-0.016615-0.013005i,-0.028993-0.0003988i,-0.028725+0.0088693i,-0.019803+0.0056154i,-0.011612+0.0018568i,-0.0034486+0.0030311i,0.0018478+0.0039939i,0.0021818+0.0019526i,-0.0044782-0.0025647i,-0.015355-0.0057729i,-0.019237-0.01031i,-0.013848-0.020113i,-0.0074559-0.02618i,-0.0044414-0.022435i,-0.0024867-0.014762i
0.097206+0.068341i,0.12353+0.10394i,0.076837+0.08088i,0.017046+0.039449i,0.0077674+0.01729i,0.015876-0.0082099i,0.0067612-0.02331i,0.0018493-0.019951i,0.0058844-0.012703i,0.0054178-0.0032568i,0.0042324+0.002691i,0.0020968-0.0006526i,-0.00059008-0.0050499i,-0.0035125-0.0076541i,-0.0096879-0.0075929i,-0.013385-0.0055741i,-0.011232-0.0077939i,-0.00752-0.0095202i,-0.0016621-0.0014121i,0.0062657+0.012164i,0.0098032+0.017481i,0.0082496+0.013497i,0.0051893+0.0088082i
-0.022566+0.12118i,-0.047049+0.14587i,-0.05046+0.087596i,-0.033386+0.018548i,-0.011404+0.0075038i,0.014189+0.004494i,0.020067-0.011763i,0.019168-0.016309i,0.025573-0.022245i,0.024337-0.032185i,0.015538-0.030245i,0.0086094-0.02101i,0.0040165-0.016051i,-0.0019243-0.016984i,-0.0078172-0.018265i,-0.0071079-0.012967i,-0.0017317-0.0065897i,-0.0026567-0.0064266i,-0.014183-0.010861i,-0.026654-0.01636i,-0.027373-0.015999i,-0.017564-0.012073i,-0.010823-0.011334i
-0.12949+0.037977i,-0.17621+0.027087i,-0.13893-0.0089291i,-0.059894-0.029362i,-0.01006-0.026179i,0.019182-0.0021284i,0.036007+0.010099i,0.029467+0.00099767i,0.017873-0.013158i,0.005736-0.028548i,-0.0026426-0.031199i,0.0025478-0.022367i,0.0097889-0.015034i,0.011326-0.011206i,0.0090884-0.0085629i,0.0051311-0.0048148i,0.0050007-0.0050194i,0.01071-0.012245i,0.020605-0.017356i,0.030514-0.013648i,0.03087-0.0058699i,0.022958-0.00022189i,0.017539+0.0011453i
-0.099209-0.095869i,-0.11026-0.1319i,-0.05855-0.1072i,0.0013493-0.050286i,0.039527-0.009165i,0.05382+0.0020636i,0.049165+0.0035561i,0.035827+0.013316i,0.021477+0.01816i,0.0070158+0.0134i,-0.0018609+0.0092679i,0.00032698+0.0074297i,0.0061203+0.0056153i,0.010269+0.0037559i,0.012607-0.0022783i,0.009234-0.0079554i,0.0067133-0.0050542i,0.007173+0.0023278i,0.0018322+0.0094889i,-0.011311+0.014822i,-0.019475+0.012325i,-0.018117+0.0083235i,-0.014647+0.0088593i
0.057711-0.13844i,0.10146-0.17422i,0.13031-0.11013i,0.12074-0.028488i,0.092008-0.0031185i,0.070711-0.004919i,0.052841-0.00057603i,0.037462+0.0079522i,0.031663+0.019973i,0.030216+0.025875i,0.023968+0.022857i,0.015794+0.018058i,0.011569+0.014163i,0.013615+0.012649i,0.017927+0.010207i,0.01426+0.0060972i,0.0040478+0.0036864i,0.0013638+0.0011088i,0.010695-0.0065681i,0.021133-0.018195i,0.023547-0.023163i,0.017525-0.017349i,0.0090154-0.0089186i
0.15891-0.02132i,0.22305-0.023182i,0.18238+0.0089195i,0.098479+0.04269i,0.058474+0.050552i,0.044035+0.036404i,0.019994+0.012039i,0.0054169+0.0037255i,0.01394+0.0049782i,0.025438+0.002237i,0.023592+0.0025683i,0.013909+0.009623i,0.006389+0.015174i,0.00088849+0.01718i,-0.003341+0.016192i,-0.0025666+0.0073187i,0.0025551-0.0041484i,0.0073616-0.0013166i,0.0065634+0.016249i,0.0027274+0.031843i,-0.00064899+0.033197i,-0.004206+0.023938i,-0.0070823+0.016176i
0.080576+0.13691i,0.090121+0.20867i,0.023857+0.18279i,-0.039814+0.11788i,-0.034239+0.1004i,-0.013826+0.09732i,-0.011726+0.070441i,-0.016051+0.034085i,-0.014325+0.012392i,-0.010047-0.0010265i,-0.012696-0.0077302i,-0.015265-0.0055963i,-0.015134-0.0027403i,-0.01647-0.0011127i,-0.012316+0.0020606i,-0.0019921+0.0031008i,0.0030737+0.0012804i,-0.0025835-0.002098i,-0.012858-0.012079i,-0.016401-0.026414i,-0.011116-0.033354i,-0.0060045-0.031925i,-0.0078225-0.026455i
-0.079595+0.16001i,-0.15682+0.23494i,-0.17282+0.19755i,-0.13523+0.1142i,-0.10406+0.10593i,-0.061871+0.125i,-0.01543+0.10191i,0.0005499+0.062793i,-0.0047644+0.036016i,-0.012833+0.017935i,-0.01956+0.0052942i,-0.021598-0.00049349i,-0.018068-0.0020037i,-0.015199-0.0024549i,-0.014012-0.00055275i,-0.008774+0.0027015i,0.00026961+0.0024785i,0.0059899-0.0001013i,0.010702+0.0060414i,0.018137+0.020057i,0.021447+0.025536i,0.017621+0.016652i,0.012539+0.0032135i
-0.16498+0.0060011i,-0.23454-0.030572i,-0.18744-0.045384i,-0.10187-0.022661i,-0.086152+0.0046061i,-0.082089+0.0415i,-0.034123+0.058403i,0.0075422+0.040246i,0.012968+0.025341i,0.0081098+0.016986i,0.001092+0.0032669i,-0.0067062-0.0036687i,-0.0068119-0.0027796i,-0.0027651-0.0061041i,0.0013035-0.012524i,0.0077707-0.0081647i,0.014986+0.0063939i,0.013944+0.013075i,-0.0032955+0.0056872i,-0.025587-0.0039884i,-0.032518-0.0068216i,-0.02139-0.0060718i,-0.0073659-0.0062502i
-0.092501-0.18341i,-0.091281-0.30063i,-0.052394-0.31i,-0.037916-0.21168i,-0.062432-0.12157i,-0.081387-0.070331i,-0.059099-0.036515i,-0.025383-0.01281i,-0.0057894-0.00021824i,0.0062003+0.00049481i,0.014018-0.0091804i,0.015272-0.014894i,0.014905-0.012213i,0.015685-0.0080416i,0.013561-0.0019603i,0.006335+0.0049626i,-0.0014698+0.0075907i,0.001026+0.0057977i,0.019864+0.001075i,0.041891-0.0021483i,0.048453-0.00087745i,0.040874+0.0025003i,0.033137+0.0025813i
0.09083-0.18238i,0.1423-0.24872i,0.12474-0.23205i,0.047456-0.17498i,-0.01561-0.13854i,-0.061424-0.12541i,-0.084668-0.081409i,-0.064349-0.027677i,-0.031854-0.0016967i,-0.0072943+0.0044785i,0.0091461+0.0011964i,0.011328-0.0039762i,0.0050779-0.0030173i,0.0011626+0.0033658i,0.00011296+0.0070701i,-0.0028526+0.0043019i,-0.0050148+0.0031626i,-0.0052679+0.0065139i,-0.012546+0.014351i,-0.024047+0.025088i,-0.025555+0.028486i,-0.017566+0.025018i,-0.0092609+0.0223i
0.2137+0.029589i,0.29903+0.083161i,0.26065+0.12391i,0.15539+0.073798i,0.071324-0.029951i,0.018058-0.084421i,-0.024565-0.065402i,-0.039362-0.020342i,-0.026204+0.0035297i,-0.0081948+0.011407i,0.006784+0.01434i,0.0074581+0.0082606i,-0.0034787+0.0034451i,-0.0091234+0.0074684i,-0.0071949+0.014818i,-0.0064763+0.01812i,-0.012072+0.018282i,-0.01492+0.01442i,-0.0061328-0.0037632i,0.0065377-0.027977i,0.011436-0.034063i,0.0068788-0.02128i,-0.0011303-0.0084295i
0.10902+0.21124i,0.18148+0.32955i,0.19028+0.31822i,0.15531+0.19194i,0.12738+0.069463i,0.09797+0.010169i,0.059253-0.011139i,0.021973-0.016009i,-0.0021747-0.011621i,-0.0099945-0.0018362i,-0.0051551+0.0084905i,0.0014427+0.011798i,0.00092531+0.007568i,-0.0085281+0.00037617i,-0.01933-0.0041648i,-0.019684-0.007461i,-0.0134-0.011607i,-0.01066-0.0064599i,-0.010717+0.015138i,-0.010166+0.040857i,-0.01255+0.048519i,-0.016602+0.037849i,-0.015951+0.026088i
-0.13696+0.15501i,-0.19815+0.21716i,-0.15477+0.158i,-0.046498+0.070405i,0.036419+0.056942i,0.086389+0.056169i,0.097306+0.017074i,0.055881-0.016779i,0.0090463-0.016294i,-0.015729-0.0072077i,-0.024507-0.0011884i,-0.01901-0.00058797i,-0.0091938-0.010559i,-0.0068955-0.023157i,-0.0099406-0.02712i,-0.0093216-0.018203i,-0.0049297-0.0060582i,-0.0036118-0.003075i,-0.011491-0.016962i,-0.028946-0.03682i,-0.037551-0.040194i,-0.028614-0.029953i,-0.019634-0.021773i
-0.24811-0.053812i,-0.41632-0.099222i,-0.42126-0.094873i,-0.26479-0.030122i,-0.10321+0.038442i,-0.0037853+0.053715i,0.036497+0.028091i,0.032394+0.0032611i,0.010541-0.0018381i,-0.0041753+4.253e-05i,-0.013282-0.0014458i,-0.012208-0.0014941i,-0.00064197-0.0040628i,0.0071311-0.011734i,0.0042524-0.018457i,-0.0054705-0.019712i,-0.014037-0.017445i,-0.013391-0.012512i,0.005313+0.00084542i,0.034187+0.014271i,0.043162+0.016711i,0.030315+0.010064i,0.020666-0.00095373i
-0.069131-0.19305i,-0.11421-0.27638i,-0.14656-0.18464i,-0.13869-0.02388i,-0.1071+0.022443i,-0.085121+0.014069i,-0.051142+0.022201i,-0.010773+0.018618i,0.0078723+0.0032338i,0.014797-0.006005i,0.01547-0.0099525i,0.0084921-0.0058089i,0.0082968+0.0044786i,0.019307+0.0064961i,0.029597-0.0027012i,0.031417-0.011957i,0.027255-0.016811i,0.014752-0.01878i,-0.012402-0.016452i,-0.040202-0.010072i,-0.042408-0.0078879i,-0.026257-0.012385i,-0.014282-0.010807i
0.2032-0.14325i,0.34984-0.1866i,0.34722-0.16252i,0.18697-0.11111i,0.033067-0.073726i,-0.043877-0.039563i,-0.053157+0.0017204i,-0.025549+0.015786i,-0.0026286-0.0021362i,0.0084463-0.015773i,0.018421-0.019419i,0.019739-0.017226i,0.016347-0.00614i,0.01845+0.0060176i,0.021468+0.010822i,0.017451+0.0072945i,0.0062672+0.00097139i,0.0010151-0.0034167i,0.018152-0.0094254i,0.047737-0.023008i,0.056859-0.032091i,0.040984-0.024615i,0.023447-0.0097079i
0.23502+0.0617i,0.35507+0.066459i,0.34341-0.034265i,0.21034-0.14621i,0.076855-0.14245i,0.016462-0.078215i,-0.0058829-0.025943i,-0.010399-0.0020912i,-0.0081771-0.0041749i,-0.011484-0.0048705i,-0.0078866-0.00090625i,-0.0060277-0.0044638i,-0.013799-0.0032299i,-0.016803+0.0072378i,-0.010692+0.01232i,-0.0013091+0.0071604i,0.0079734-0.0032646i,0.0080336-0.008834i,-0.0055307+0.0048588i,-0.021932+0.032927i,-0.026666+0.047173i,-0.019606+0.039826i,-0.010504+0.029534i
-0.02823+0.24835i,-0.10393+0.33506i,-0.14552+0.25526i,-0.088306+0.094061i,0.0085156-0.00058721i,0.064345-0.027026i,0.051297-0.028745i,0.021902-0.014505i,0.0097301-0.0035746i,-0.0026139+0.0056588i,-0.0089716+0.016847i,-0.010839+0.012642i,-0.020309+0.0023403i,-0.02801+0.0043425i,-0.027041+0.016187i,-0.016584+0.027902i,0.00018499+0.032952i,0.015897+0.021352i,0.017727-0.012903i,0.0037492-0.047281i,-0.009453-0.051907i,-0.0095099-0.032365i,-0.0053567-0.015942i
-0.29056+0.15299i,-0.43662+0.25352i,-0.39387+0.31475i,-0.17073+0.29454i,0.029794+0.18921i,0.081004+0.080043i,0.051421+0.017251i,0.026354-0.0065564i,0.015601-0.0084617i,0.0021249-0.0039149i,-0.0080182+0.0073272i,0.0011586+0.013409i,0.011802+0.0019732i,0.0052438-0.010161i,-0.010237-0.015851i,-0.018368-0.015668i,-0.015937-0.012313i,-0.0093673-0.0041683i,0.0038007+0.017406i,0.020928+0.042043i,0.028354+0.047015i,0.019246+0.031904i,0.004839+0.013396i
-0.21672-0.19856i,-0.26019-0.26827i,-0.13456-0.18989i,0.018773-0.033603i,0.058892+0.05361i,0.037897+0.053493i,0.020395+0.023662i,0.0053558+0.0049578i,0.0075752+0.002422i,0.013708-0.012061i,0.0060293-0.02216i,0.0074616-0.017871i,0.01796-0.021068i,0.018952-0.027503i,0.015597-0.027647i,0.013399-0.021509i,0.011206-0.0097112i,0.0073905-0.0034576i,-0.0093016-0.010489i,-0.031735-0.021995i,-0.038739-0.028386i,-0.030161-0.026991i,-0.019954-0.019613i
0.11004-0.39825i,0.17772-0.65515i,0.15121-0.66819i,0.028236-0.42192i,-0.059476-0.1464i,-0.059569-0.0086344i,-0.036958+0.017816i,-0.014452+0.024597i,0.0089338+0.025354i,0.01892+0.0028306i,0.0085178-0.017574i,0.0011108-0.01769i,0.0093024-0.013228i,0.016497-0.016777i,0.013775-0.023302i,0.0017987-0.023806i,-0.012122-0.01444i,-0.011128+0.004171i,0.020069+0.015008i,0.060974+0.0034882i,0.070368-0.01552i,0.048222-0.019442i,0.027567-0.011972i
0.36455-0.12129i,0.50745-0.22645i,0.34169-0.26327i,0.021206-0.18953i,-0.12045-0.075564i,-0.082489-0.019449i,-0.03148-0.01053i,-0.0063797+0.002994i,0.014386+0.008042i,0.026742-0.0066098i,0.019314-0.019528i,0.000398-0.0091887i,-0.004342+0.016399i,0.0087101+0.029365i,0.025855+0.023092i,0.035251+0.007375i,0.031612-0.0076615i,0.015585-0.013961i,-0.013404-0.00043268i,-0.039426+0.030009i,-0.038014+0.046929i,-0.017568+0.034948i,-0.0049949+0.017403i
0.28791+0.35915i,0.45407+0.59723i,0.43038+0.58924i,0.26223+0.33792i,0.12998+0.10827i,0.070944+0.014345i,0.044609-0.01265i,0.024442-0.021917i,0.0046046-0.012669i,0.00223+0.0077682i,0.0095548+0.015407i,0.0092552+0.014424i,0.0042191+0.017088i,-0.0019435+0.024882i,-0.0058399+0.035147i,-0.0033565+0.037915i,0.0039367+0.030639i,0.010403+0.014749i,0.014785-0.012382i,0.013482-0.038495i,0.0091291-0.038069i,0.010646-0.016882i,0.010444-0.004176i
-0.087409+0.48009i,-0.048145+0.76495i,0.1541+0.70797i,0.31223+0.34063i,0.23634+0.058342i,0.11247+0.0027141i,0.070858+0.0042184i,0.030535-0.012444i,-0.0098378-0.0010511i,-0.014381+0.018523i,-0.0055393+0.019207i,-0.0021358+0.0098798i,-0.0063019+0.0031804i,-0.0087434+0.0045257i,-0.0034827+0.0078571i,0.0029353+0.0044082i,-0.00067347-0.0022514i,-0.011592-0.00077705i,-0.016089+0.021878i,-0.0043311+0.052661i,0.011093+0.059805i,0.010139+0.044117i,0.0038297+0.027056i
-0.44078+0.10681i,-0.64356+0.1491i,-0.5315+0.13258i,-0.22661+0.065159i,-0.035622+0.024321i,0.019069+0.038978i,0.034572+0.039267i,0.026686+0.027118i,0.018149+0.027904i,0.021164+0.023681i,0.021186+0.013235i,0.012187+0.0017238i,-0.0057492-0.0082374i,-0.021746-0.0054622i,-0.027089+0.0063481i,-0.021075+0.018688i,-0.0067428+0.025111i,0.0032787+0.018121i,-0.0078611-0.0040986i,-0.03737-0.028536i,-0.055061-0.032756i,-0.044774-0.021113i,-0.02691-0.013746i
-0.39083-0.36912i,-0.67139-0.51315i,-0.7602-0.35096i,-0.55062-0.013831i,-0.25371+0.14687i,-0.10013+0.12335i,-0.044972+0.086367i,0.00090616+0.056694i,0.021641+0.023171i,0.010159-0.0023614i,-0.009083-0.012147i,-0.014415-0.0061161i,-0.004463-0.0051328i,-0.00011316-0.020027i,-0.0090049-0.035352i,-0.01796-0.035139i,-0.017421-0.018925i,-0.001743+0.00088489i,0.027035+0.0095575i,0.050283+0.0014498i,0.04638-0.011379i,0.02239-0.013513i,0.0068341-0.0077181i
0.11355-0.42915i,0.090101-0.57246i,-0.036536-0.39376i,-0.11782-0.065536i,-0.088245+0.067544i,-0.070936+0.033652i,-0.059187+0.024348i,-0.017462+0.023202i,0.003415-0.0014365i,0.0049483-0.016578i,0.0028232-0.023649i,-0.0036578-0.017878i,-0.0014783-0.0050536i,0.005988+0.0021105i,0.012136+0.0079253i,0.016586+0.0081581i,0.017171-0.002364i,0.0077687-0.016994i,-0.014762-0.016163i,-0.031326+0.0071249i,-0.025696+0.023336i,-0.012777+0.016052i,-0.0041458+0.0074733i
0.46219-0.066344i,0.64609-0.15379i,0.55087-0.24756i,0.26137-0.26133i,0.029699-0.16403i,-0.042334-0.056545i,-0.030097-0.0063237i,-0.017168-0.00069315i,-0.019707+0.0080365i,-0.0097951+0.02504i,0.00034601+0.023917i,-0.0022716+0.012464i,-0.0044973+0.0034663i,-0.0082599-0.0047705i,-0.016233-0.0085596i,-0.02074-0.0061074i,-0.021583-0.0018195i,-0.017749-0.00097806i,-0.0070255-0.012132i,0.0041592-0.031384i,0.010953-0.038566i,0.014275-0.025293i,0.014622-0.0073299i
0.25871+0.3255i,0.41629+0.33782i,0.36474+0.10148i,0.12644-0.13427i,-0.028802-0.15179i,-0.0097603-0.078798i,0.019564-0.048132i,0.0045872-0.016844i,0.00060682+0.010333i,0.010248+0.010458i,0.015795-0.0028678i,0.0089221-0.01334i,-0.00091881-0.0051139i,0.0046466+0.00777i,0.016072+0.0059842i,0.015541+0.00027843i,0.0041617+0.0032912i,-0.010494+0.017244i,-0.011571+0.038317i,0.0028813+0.049961i,0.015179+0.043166i,0.017111+0.0273i,0.0095064+0.01515i
-0.23903+0.31011i,-0.31056+0.43712i,-0.24434+0.37574i,-0.10104+0.20571i,0.014844+0.079629i,0.050054+0.024424i,0.027841+0.017208i,0.019514+0.026207i,0.022198+0.021617i,0.013248+0.020634i,0.014878+0.022912i,0.017442+0.0090896i,0.0062783-0.006017i,-0.012497-0.0088462i,-0.029028-0.00034018i,-0.0304+0.01011i,-0.014777+0.014326i,0.0093858+0.00923i,0.015761-0.007875i,-0.0067162-0.020786i,-0.029932-0.012493i,-0.03125+0.0012098i,-0.022071+0.00265i
-0.36513-0.09832i,-0.4856-0.082738i,-0.32207-0.00088651i,-0.046878+0.059446i,0.045411+0.047471i,-0.011169+0.032039i,-0.030174+0.048031i,-0.00712+0.040897i,-0.0065661+0.012588i,-0.026478+0.00081607i,-0.032183+0.0013937i,-0.020879-0.0014021i,-0.0046907-0.0070266i,0.013334-0.020718i,0.022827-0.039381i,0.019177-0.046132i,0.011287-0.039355i,0.0062251-0.031815i,0.0088834-0.029437i,0.016618-0.030201i,0.015417-0.030068i,-0.00010762-0.02273i,-0.01315-0.010577i
-0.024308-0.34278i,-0.058656-0.47019i,-0.053797-0.37967i,-0.020124-0.20119i,-0.016251-0.080191i,-0.031691-0.0094442i,-0.037215+0.016486i,-0.031677+0.012461i,-0.020896+0.011913i,-0.0013687+0.0078886i,0.010161-8.3475e-05i,0.010276-0.0014367i,0.0032603+0.00050309i,-0.00028647+0.010036i,0.0072784+0.021349i,0.015188+0.021494i,0.0090151+0.0065715i,-0.013442-0.007095i,-0.031444+0.00042273i,-0.026712+0.019522i,-0.0083097+0.024316i,0.0014032+0.010905i,9.2737e-05-0.0013054i
0.34848-0.14595i,0.48275-0.26166i,0.31487-0.29866i,0.0024789-0.19107i,-0.12326-0.057678i,-0.092251-0.029104i,-0.071664-0.047118i,-0.066771-0.014779i,-0.034276+0.01715i,-0.014959+0.012076i,-0.021552+0.0058282i,-0.019816+0.0053301i,-0.0081412-0.00083027i,-0.0010539-0.013766i,-0.00031992-0.027116i,-0.0022042-0.03043i,-0.00062531-0.018507i,0.0061223-0.00066026i,0.01251+0.0089416i,0.0091948+0.0049227i,0.000216-0.006278i,-0.00077719-0.01168i,0.0032924-0.010325i
0.28677+0.26581i,0.4542+0.38509i,0.46686+0.30555i,0.28905+0.096063i,0.088715-0.055155i,0.0064041-0.096431i,-0.005645-0.064926i,-0.0044532-0.022401i,0.0067544-0.01108i,0.013889-0.021588i,0.019244-0.029378i,0.015378-0.0293i,0.0036557-0.01421i,0.0064193+0.0097806i,0.018376+0.026313i,0.021234+0.027292i,0.016067+0.017037i,0.016877+0.0060763i,0.027169-0.0016747i,0.040077-0.0072291i,0.044432-0.0090348i,0.035534-0.0079913i,0.022563-0.009109i
-0.17403+0.31288i,-0.21602+0.43478i,-0.091228+0.33392i,0.073127+0.10156i,0.098229-0.017072i,0.051119+0.0067647i,0.044824+0.026942i,0.046083-0.0029121i,0.016922-0.018556i,-0.0021765+0.0018835i,0.0051341+0.024673i,0.017278+0.022259i,0.012338-0.00059449i,-0.016234-0.014472i,-0.051148-0.0072296i,-0.061682+0.0089931i,-0.044651+0.011177i,-0.025878-0.0021471i,-0.023759-0.0093258i,-0.034223+0.0059306i,-0.032655+0.03349i,-0.012887+0.044235i,0.0028888+0.033166i
-0.40385-0.042813i,-0.5585-0.020825i,-0.43186+0.049198i,-0.14373+0.065167i,0.037952+0.022984i,0.09583+0.003518i,0.08871-0.020241i,0.033224-0.035918i,-0.01056-0.023257i,-0.022493-0.022833i,-0.026614-0.030945i,-0.016995-0.023657i,0.0055735-0.014551i,0.025971-0.011722i,0.044332-0.01405i,0.052253-0.015626i,0.042189-0.0031604i,0.023236+0.014634i,0.0064028+0.015223i,-0.0032354-0.0042071i,-0.009097-0.024466i,-0.012163-0.026206i,-0.0094867-0.013781i
-0.095292-0.37454i,-0.17975-0.43472i,-0.21456-0.21129i,-0.096173+0.054534i,0.08006+0.065536i,0.093188-0.04909i,0.0024152-0.062383i,-0.032239-0.014136i,-0.010705+0.01374i,0.0077601+0.019454i,0.012114+0.025743i,0.013332+0.026328i,0.0079637+0.016317i,0.00012162+0.011675i,-0.0011573+0.010367i,0.0014421+0.0019122i,0.0089242-0.0080897i,0.016009-0.0058803i,0.028708+0.012592i,0.048665+0.031172i,0.051596+0.027178i,0.03023+0.0071872i,0.0065888-0.0021407i
0.44989-0.2319i,0.62526-0.34561i,0.52527-0.32312i,0.22787-0.18524i,-0.038798-0.073682i,-0.16273-0.033116i,-0.14802+0.0067568i,-0.064411+0.038594i,-0.0079311+0.033086i,-0.002518+0.018149i,-0.016852+0.011928i,-0.02569+0.015775i,-0.012042+0.016347i,0.016197-0.013202i,0.024385-0.059083i,0.0033254-0.077718i,-0.016359-0.065422i,-0.016732-0.053258i,-0.024885-0.051153i,-0.057612-0.044808i,-0.08345-0.021334i,-0.077945+0.007247i,-0.056684+0.01928i
0.38143+0.34104i,0.52145+0.40435i,0.37542+0.2403i,0.090915+0.071747i,-0.021117+0.10263i,0.061158+0.16118i,0.12967+0.094388i,0.097313+0.0075588i,0.049306-0.018233i,0.044331-0.019926i,0.050117-0.032285i,0.036618-0.03362i,0.016145-0.012766i,0.0030483+0.021164i,-0.0022095+0.058466i,-0.0037473+0.079834i,-0.0088725+0.076332i,-0.018986+0.052457i,-0.01777+0.022435i,0.0056938-0.0027505i,0.032817-0.020169i,0.042371-0.023992i,0.038044-0.013693i
-0.27299+0.53201i,-0.37552+0.70818i,-0.32247+0.55908i,-0.16672+0.28052i,0.014946+0.11494i,0.16576+0.018006i,0.17266-0.070987i,0.07627-0.089652i,0.010533-0.04947i,-0.01575-0.021071i,-0.031308-0.0043026i,-0.028236-0.00031977i,-0.020447-0.012378i,-0.030878-0.014119i,-0.038515-0.0014725i,-0.018384+0.0061132i,0.0055831+0.0083917i,0.013893+0.023291i,0.012743+0.053796i,0.0096887+0.081209i,0.017231+0.081725i,0.026359+0.047468i,0.021419+0.0067742i
-0.67175-0.016828i,-0.87771+0.095496i,-0.59812+0.23031i,-0.12559+0.1568i,0.048475-0.096105i,-0.032632-0.20324i,-0.078468-0.11853i,-0.050769-0.032792i,-0.026378-0.010795i,-0.02219-0.019935i,-0.022433-0.028008i,-0.014799-0.0214i,0.0013778-0.0059054i,0.033024+0.0093877i,0.071518+0.0010795i,0.083239-0.030578i,0.070331-0.051321i,0.057058-0.050514i,0.052739-0.055985i,0.040036-0.083125i,0.0021666-0.09921i,-0.035539-0.078922i,-0.045562-0.050311i
-0.18119-0.71363i,-0.30167-0.94254i,-0.30592-0.73696i,-0.19401-0.31306i,-0.12268+0.016579i,-0.1425+0.20662i,-0.10289+0.26342i,-0.0039016+0.18954i,0.038441+0.092195i,0.036917+0.047837i,0.034734+0.041028i,0.030717+0.038454i,0.019067+0.024406i,-0.0094484+0.0017047i,-0.050495-0.013898i,-0.07947-0.010787i,-0.082834-0.0040637i,-0.067191-0.0097787i,-0.040669-0.0091106i,-0.0063809+0.011617i,0.023597+0.034728i,0.034453+0.048863i,0.02755+0.056328i
0.69222-0.45904i,0.85255-0.6802i,0.56691-0.59042i,0.16857-0.24601i,0.073141+0.044189i,0.17235+0.11559i,0.19259+0.054548i,0.12053+0.00074428i,0.058171-0.0092207i,0.034617-0.018979i,0.011977-0.038416i,-0.014373-0.032679i,-0.013294-0.011693i,0.0098867-0.014079i,0.026193-0.021208i,0.03051-0.0049172i,0.026474+0.016023i,0.0029678+0.017599i,-0.047473+0.013213i,-0.093119+0.028752i,-0.087534+0.045253i,-0.041643+0.034072i,-0.0037876+0.011958i
0.67702+0.51791i,0.88224+0.61234i,0.63096+0.42686i,0.26278+0.20942i,0.1826+0.045435i,0.21794-0.15827i,0.13047-0.24551i,0.029757-0.16303i,0.006261-0.06272i,0.01353-0.0065412i,0.016613+0.0087055i,0.0053191-0.0013479i,-0.014615+0.0010679i,-0.025836+0.042844i,-0.0091704+0.091861i,0.026561+0.095736i,0.053483+0.069438i,0.065213+0.05239i,0.075542+0.04068i,0.087192+0.0053833i,0.075427-0.046335i,0.038091-0.074293i,0.012487-0.067208i
