-0.00018209-0.00084829i,0.00068913-0.0010209i,-0.00010526-0.00081432i,-0.00081672+0.00048194i,-0.00084084+0.0011553i,-0.00069701+0.0014429i,-0.00024882+0.0007073i,0.00078015+0.00017393i,0.0013046+3.6741e-05i,0.00045+0.00022067i,-0.00025336-0.00028129i,0.00037395-0.0008951i,9.4265e-05-0.00054531i,-0.00045276-0.00040722i,-1.7805e-05-7.1525e-05i,0.0002529+0.00033299i,0.00054445+0.00034319i,0.00074352+0.00059373i,0.00010734+0.0002505i,5.9121e-05-0.00014841i,0.00032585+0.00019655i,7.3748e-05+4.4878e-05i,-7.3455e-05+0.00042397i
-0.35074+0.87268i,-0.3481+1.1026i,-0.16235+0.72697i,-0.1121+0.14897i,-0.29505-0.078833i,-0.38325-0.018281i,-0.27099+0.027614i,-0.13993+0.025348i,-0.069415+0.02705i,-0.051198+0.02753i,-0.050433+0.025198i,-0.040107+0.01638i,-0.027632-0.0023572i,-0.018925-0.028951i,-0.01778-0.064457i,-0.029392-0.090769i,-0.038863-0.088153i,-0.027902-0.065036i,-0.0044782-0.039456i,0.0082005-0.014813i,-0.001455+0.013342i,-0.025429+0.036173i,-0.048401+0.040857i
-1.0018-0.085912i,-1.2962-0.0059048i,-0.97248+0.077379i,-0.42044+0.076384i,-0.10535+0.13586i,0.025488+0.3013i,0.11734+0.33453i,0.13805+0.19924i,0.091467+0.071216i,0.054455-0.0019337i,0.03947-0.042005i,0.028722-0.051098i,0.017565-0.03796i,0.011643-0.015804i,0.0062594+0.0066578i,-0.0042853+0.02205i,-0.017521+0.021215i,-0.030553+0.0013326i,-0.042823-0.027816i,-0.053186-0.039822i,-0.046083-0.02112i,-0.012075+0.0044915i,0.015551+0.013346i
-0.19963-0.97469i,-0.32708-1.2094i,-0.29248-0.82412i,-0.064296-0.27195i,0.17-0.041984i,0.24444-0.0037016i,0.20026+0.032513i,0.13677+0.052866i,0.086566+0.027202i,0.045155-0.017384i,0.017513-0.033897i,0.012969-0.022556i,0.017125-0.017743i,-0.0085574-0.028216i,-0.047622-0.025585i,-0.048654-0.0001563i,-0.025883+0.022182i,-0.022161+0.033618i,-0.025117+0.048213i,0.003332+0.054957i,0.048721+0.0296i,0.065267-0.008719i,0.055023-0.0246i
0.94726-0.55448i,1.1689-0.78902i,0.87401-0.66675i,0.41986-0.37477i,0.086807-0.26849i,-0.15119-0.28742i,-0.21701-0.19882i,-0.13824-0.073335i,-0.053941-0.010807i,0.010997+0.0011567i,0.039853-0.023257i,0.025033-0.031359i,0.019052-0.014088i,0.044102-0.0027693i,0.083659-0.0061919i,0.10292-0.027346i,0.090552-0.046142i,0.071179-0.043228i,0.05395-0.023074i,0.03096+0.00024376i,0.0021376+0.0064753i,-0.026488-0.0073226i,-0.040888-0.024069i
0.78244+0.76919i,1.0256+0.83376i,0.70261+0.48091i,0.1379+0.25636i,-0.10061+0.39807i,-0.043403+0.45941i,-0.015661+0.2966i,-0.030028+0.15431i,-0.0061838+0.10809i,0.021473+0.10147i,0.028431+0.094896i,0.027036+0.062743i,0.010457+0.028339i,-0.018322+0.020232i,-0.042348+0.023552i,-0.051432+0.022261i,-0.036528+0.01335i,0.0005821-0.0075871i,0.021158-0.041759i,-0.00081538-0.06627i,-0.035245-0.050557i,-0.044198-0.002465i,-0.029507+0.036665i
-0.64305+0.93247i,-0.73825+1.1749i,-0.46667+0.83389i,-0.14834+0.27751i,0.030765-0.02089i,0.16664-0.087159i,0.18551-0.11076i,0.097646-0.095975i,0.041375-0.050426i,0.0077928-0.021351i,-0.022421+0.0046275i,-0.028503+0.024392i,-0.023888+0.020224i,-0.020243-0.0009194i,-0.021568-0.017474i,-0.024415-0.0086553i,-0.025281+0.013007i,-0.024855+0.016811i,-0.016914+0.0076739i,0.01424+0.010526i,0.061678+0.018131i,0.08775+0.011683i,0.07245+0.0018515i
-0.91918-0.34043i,-1.0355-0.31829i,-0.55919-0.17508i,-0.047484-0.19092i,0.013979-0.32775i,-0.12537-0.27966i,-0.10459-0.080911i,0.012627+0.034545i,0.035111+0.044054i,0.0019101+0.030381i,-0.00072096+0.001473i,-0.00031931-0.027603i,-0.0033897-0.029027i,-0.0030288-0.0132i,0.001296+0.010018i,0.025504+0.020969i,0.045715+0.011574i,0.031984+0.0232i,0.0061177+0.061868i,-0.0047227+0.087737i,-0.00025052+0.077249i,0.0061692+0.034966i,0.001278-0.0043435i
0.050027-0.97008i,-0.018088-1.1371i,-0.081271-0.78764i,-0.11351-0.32641i,-0.2227+0.017487i,-0.32761+0.29409i,-0.25487+0.37719i,-0.14121+0.28784i,-0.070035+0.19948i,-0.0026189+0.098617i,0.016771-0.0066515i,-0.00066291-0.036866i,0.0015888-0.028694i,0.011035-0.044026i,0.0028659-0.075578i,-0.02086-0.085328i,-0.036398-0.064999i,-0.030847-0.044603i,-0.016993-0.045544i,-0.016017-0.060476i,-0.03858-0.061517i,-0.066214-0.035913i,-0.072215-0.012703i
1.0769-0.26684i,1.2747-0.47672i,0.86052-0.42249i,0.37195-0.068248i,0.28469+0.18493i,0.3388+0.14614i,0.23736+0.076335i,0.088759+0.092465i,0.024671+0.075928i,0.029879+0.022016i,0.049751-0.015183i,0.046625-0.037506i,0.025546-0.038505i,0.015205-0.021295i,0.013408-0.0045491i,0.00036576+0.010263i,-0.012179+0.015221i,-0.0079093-0.0036603i,0.0030275-0.021172i,0.007418-0.0043706i,0.0077394+0.028025i,0.013555+0.044927i,0.024488+0.044543i
0.3356+1.0488i,0.49611+1.3117i,0.4169+0.98129i,0.17628+0.45895i,0.022073+0.12142i,-0.028377-0.10937i,-0.082311-0.22176i,-0.084935-0.20093i,-0.043948-0.14871i,-0.035223-0.058001i,-0.0042808+0.058909i,0.065565+0.090259i,0.085357+0.040562i,0.045773+0.0046833i,0.016989+0.0038662i,0.026307+0.010125i,0.041989+0.010226i,0.038278+0.0036819i,0.010404-0.0034573i,-0.02317-0.0026614i,-0.024863+0.0056228i,0.0018978+0.011531i,0.020109+0.011134i
-0.87166+0.318i,-1.0106+0.30368i,-0.62763+0.049993i,-0.20962-0.22594i,-0.18076-0.27244i,-0.26523-0.11938i,-0.19678-0.018417i,-0.06673-0.0052406i,0.022408+0.022085i,0.028113+0.02384i,-0.046448+0.0094665i,-0.095211+0.043i,-0.058158+0.057902i,-0.0050757+0.021204i,0.020615-0.015738i,0.039752-0.041637i,0.05459-0.053772i,0.058314-0.029494i,0.066931+0.0075916i,0.087435+0.0098876i,0.092634-0.017384i,0.063438-0.037964i,0.017273-0.04253i
-0.3807-0.51743i,-0.33225-0.44284i,-0.094516-0.11331i,0.05307+0.087733i,0.073082+0.13251i,0.097831+0.2322i,0.11012+0.31913i,0.055635+0.37568i,0.026199+0.40799i,0.052211+0.29097i,0.020526+0.081285i,-0.067043-0.017072i,-0.076177+0.0031269i,-0.013525-0.011442i,0.010385-0.060688i,-0.0038267-0.056739i,-0.0033277-0.025619i,0.0050253-0.017118i,-0.015089-0.014256i,-0.058801+0.020835i,-0.083701+0.068447i,-0.082847+0.083507i,-0.069563+0.063962i
0.34111-0.57344i,0.22094-0.6331i,0.037191-0.34489i,0.061321-0.066102i,0.13006-0.072931i,0.06629-0.17511i,-0.027254-0.14223i,-0.11339-0.049523i,-0.14635+0.0081706i,-0.063401+0.011712i,0.04693-0.017147i,0.07433-0.039727i,0.041417-0.012407i,0.034066+0.043473i,0.043025+0.077175i,0.031752+0.10614i,0.02638+0.13155i,0.031474+0.1186i,0.025838+0.054045i,-0.0094261-0.023726i,-0.053281-0.055471i,-0.065052-0.043276i,-0.050886-0.024528i
0.84688+0.31353i,1.1857+0.20686i,1.0135-0.04572i,0.46006-0.15476i,0.0024411-0.10713i,-0.13794-0.12096i,-0.082832-0.25102i,-0.042387-0.37495i,-0.11432-0.34376i,-0.1818-0.12002i,-0.11146+0.06621i,-0.019062+0.032014i,-0.0395-0.071593i,-0.074811-0.082152i,-0.052597-0.065632i,-0.027003-0.078902i,-0.025592-0.072621i,-0.030715-0.02873i,-0.017141+0.023653i,0.03296+0.045741i,0.087237+0.030569i,0.10032+0.016438i,0.082836+0.018853i
-0.44846+0.74257i,-0.57976+1.0249i,-0.45818+0.85656i,-0.25076+0.44569i,-0.15621+0.27072i,-0.17553+0.34816i,-0.28069+0.42649i,-0.3328+0.43703i,-0.2496+0.29597i,-0.18796+0.012798i,-0.19532-0.14012i,-0.13617-0.11552i,-0.038335-0.070774i,0.027873-0.041778i,0.07421-0.035939i,0.079159-0.075756i,0.044625-0.14968i,-0.0020674-0.21886i,-0.055422-0.21734i,-0.088815-0.13621i,-0.095744-0.052781i,-0.1011-0.022225i,-0.10616-0.020167i
-2.0683+4.977i,-2.1399+2.7435i,0.90051+2.2799i,3.2982+0.64802i,3.729-1.6432i,2.0281-3.3504i,-0.10067-2.3848i,-0.51201-0.15577i,0.45715+1.1041i,1.239+0.85648i,0.88583+0.029048i,0.055428-0.31817i,-0.56668-0.11307i,-0.90077+0.42096i,-0.74402+0.81778i,-0.3643+0.81665i,-0.085084+0.62318i,0.013398+0.34861i,-0.068238+0.060604i,-0.19155-0.12804i,-0.23679-0.18328i,-0.17053-0.10674i,-0.028638-0.027589i
0.21208-0.23002i,0.41292+0.021707i,0.50187+0.24749i,0.30007+0.12459i,-0.12575-0.042597i,-0.39649+0.0093655i,-0.27612+0.09265i,0.021327+0.10193i,0.23125-0.0038935i,0.1936-0.22247i,-0.00076788-0.27711i,-0.040283-0.1216i,0.066365-0.047492i,0.090182-0.070236i,0.082397-0.04501i,0.14365-0.00073042i,0.1879-0.0019568i,0.13025-0.026037i,0.0097716-0.029664i,-0.060898+0.011694i,-0.039831+0.072913i,-0.013954+0.087737i,-0.027305+0.058001i
0.33197-0.084851i,0.22773-0.29054i,-0.036253-0.39056i,-0.14684-0.13339i,0.05528+0.24798i,0.32794+0.3075i,0.34802+0.1264i,0.27709+0.065863i,0.29609+0.10078i,0.20431+0.056726i,0.00044923+0.054118i,-0.087031+0.11543i,-0.069396+0.11657i,-0.052747+0.07423i,-0.057335+0.036639i,-0.061941+0.01713i,-0.035583+0.013689i,0.015536+0.032368i,0.051162+0.055129i,0.034148+0.048008i,-0.0081311+0.030083i,-0.012053+0.026758i,0.014966+0.032193i
0.17714+0.47034i,0.4459+0.56452i,0.5903+0.37984i,0.43081+0.047386i,0.17738-0.26263i,0.027313-0.40308i,-0.065907-0.30058i,-0.098027-0.13022i,-0.093658-0.026702i,-0.084923+0.096419i,-0.032545+0.19662i,0.007844+0.20437i,0.00075066+0.14654i,-0.047621+0.035035i,-0.13024-0.051124i,-0.18792-0.056381i,-0.21006-0.050297i,-0.21558-0.077342i,-0.17379-0.11117i,-0.091632-0.13651i,-0.034514-0.14324i,-0.01462-0.10234i,0.0034415-0.029467i
-0.56986-0.10195i,-0.75261-0.1635i,-0.57992-0.2261i,-0.22442-0.25034i,-0.045896-0.14682i,-0.034694-0.014586i,0.0040763-0.024537i,0.10406-0.06847i,0.20785-0.053355i,0.21032-0.058094i,0.08429-0.043715i,-0.017722+0.029998i,-0.026769+0.064747i,-0.016355+0.050314i,0.0040801+0.048269i,0.041408+0.04641i,0.069634+0.034341i,0.084964+0.025507i,0.081648+0.017041i,0.054301+0.014231i,0.019937+0.02172i,0.0033111+0.022569i,0.0055213+0.0072662i
0.19497-0.46672i,0.32487-0.65955i,0.31223-0.62215i,0.23545-0.42911i,0.26894-0.33436i,0.25113-0.34217i,0.074357-0.29233i,-0.032163-0.24594i,-0.066963-0.29059i,-0.15643-0.25047i,-0.16174-0.093736i,-0.089139-0.009074i,-0.079844+0.015125i,-0.090389+0.04086i,-0.079173+0.041923i,-0.063063+0.034798i,-0.054694+0.040358i,-0.06777+0.060606i,-0.080325+0.087541i,-0.064615+0.094568i,-0.029395+0.070462i,0.0012619+0.032289i,0.0060972-0.00037407i
0.24543+0.18829i,0.18331+0.38162i,-0.040171+0.48223i,-0.26462+0.37942i,-0.4426+0.13634i,-0.51252-0.024768i,-0.36638+0.026592i,-0.23121+0.06167i,-0.26202+0.068793i,-0.20738+0.15932i,-0.032327+0.14465i,0.0249+0.02132i,-0.0065685-0.020885i,0.0064532-0.01318i,0.029229-0.029629i,0.030649-0.049516i,0.039961-0.058817i,0.072293-0.060309i,0.1012-0.059044i,0.081885-0.059473i,0.029424-0.051611i,-0.001552-0.027047i,0.0016956-0.0051755i
-0.056373+0.23976i,-0.060692+0.14727i,-0.011256-0.069422i,0.007461-0.07906i,0.020496+0.22158i,0.12984+0.39386i,0.19416+0.22483i,0.14481+0.10446i,0.1247+0.16419i,0.12614+0.16624i,0.045644+0.087787i,-0.050962+0.036963i,-0.085678+0.020402i,-0.077703+0.013264i,-0.060269-0.00071325i,-0.052638-0.019331i,-0.050792-0.035116i,-0.052627-0.055783i,-0.060259-0.05688i,-0.046171-0.012095i,-0.0059977+0.037345i,0.018225+0.044074i,0.016992+0.030634i
-0.31361-0.087757i,-0.42363-0.11782i,-0.38257-0.08874i,-0.17949-0.14465i,0.067676-0.37558i,0.1271-0.50046i,0.0055662-0.33896i,-0.037901-0.17531i,-0.039749-0.20208i,-0.083823-0.20614i,-0.046417-0.10904i,0.03928-0.040719i,0.074634-0.0034394i,0.082614+0.035044i,0.081173+0.049384i,0.070111+0.039916i,0.061354+0.032322i,0.055201+0.047197i,0.044662+0.056749i,0.017259+0.015805i,-0.020824-0.036567i,-0.040054-0.051542i,-0.034259-0.04224i
0.10916-0.21348i,0.18969-0.16452i,0.21412+0.06789i,0.14114+0.26467i,-0.04254+0.27872i,-0.19812+0.20524i,-0.18277+0.11959i,-0.15191+0.05844i,-0.17782+0.070623i,-0.15122+0.091897i,-0.092777+0.048491i,-0.054162-0.013498i,-0.024999-0.057829i,-0.020961-0.092037i,-0.039858-0.10246i,-0.059983-0.085259i,-0.078942-0.056936i,-0.088709-0.035754i,-0.076061-0.020799i,-0.044574+0.0051821i,-0.013142+0.031937i,0.0026282+0.04613i,0.010538+0.046118i
0.13678+0.043039i,0.069245+0.035126i,-0.038438-0.056829i,0.0039105-0.14554i,0.13902-0.1674i,0.12615-0.15655i,-0.031716-0.095578i,-0.096907+0.018423i,0.0091567+0.069838i,0.080875+0.03247i,0.049772+0.031969i,0.018035+0.061018i,-0.0014962+0.067876i,0.002928+0.082507i,0.041813+0.099532i,0.069163+0.10471i,0.074607+0.10587i,0.065311+0.085553i,0.038609+0.048742i,0.0092735+0.031849i,-0.0024097+0.030377i,0.007072+0.016016i,0.019171-0.0054855i
0.062015+0.23514i,0.1442+0.27875i,0.080466+0.21118i,-0.16851+0.1352i,-0.31946+0.098868i,-0.2003+0.090844i,0.030488+0.095924i,0.14854+0.013612i,0.066953-0.08525i,-0.027425-0.05412i,0.0037556+0.0010809i,0.048889-0.011268i,0.034939-0.039174i,-0.0086229-0.057454i,-0.052865-0.06662i,-0.064419-0.073696i,-0.043987-0.086837i,-0.025195-0.082731i,-0.022566-0.058433i,-0.036981-0.050701i,-0.053023-0.056277i,-0.051464-0.044424i,-0.03472-0.018328i
-0.32425+0.078601i,-0.33739+0.22427i,-0.018024+0.25624i,0.31758+0.089354i,0.29893-0.026677i,0.11326-0.055395i,-0.024185-0.16327i,-0.13373-0.21349i,-0.16889-0.12841i,-0.1348-0.070981i,-0.11866-0.056484i,-0.094847-0.021319i,-0.037341+0.010464i,0.021582+0.019858i,0.053944+0.018888i,0.046239+0.029435i,0.016838+0.05094i,0.01303+0.051419i,0.044749+0.016864i,0.079165-0.025525i,0.089439-0.043865i,0.069849-0.040129i,0.035903-0.030373i
0.12736-0.51745i,0.075601-0.84681i,-0.083528-0.83801i,-0.13618-0.50823i,0.004237-0.25479i,0.088981-0.16546i,0.0076436-0.065624i,-0.028107+0.023772i,0.017041+0.016781i,0.024934-0.00063189i,0.01426+0.015536i,0.007781+0.021185i,-0.0081019+0.022902i,-0.022704+0.031157i,-0.021381+0.030588i,0.0021328+0.014403i,0.023792-0.0052232i,0.010502-0.010433i,-0.025911+0.010377i,-0.048208+0.050679i,-0.048286+0.079335i,-0.036576+0.076876i,-0.025402+0.059462i
0.32617+0.30263i,0.45201+0.48637i,0.31315+0.56195i,0.011405+0.49577i,-0.18531+0.35855i,-0.17749+0.22363i,-0.038269+0.13101i,0.061364+0.075804i,0.068391+0.031324i,0.052367+0.0080234i,0.042643-0.0056451i,0.022359-0.015811i,-0.0034511-0.013522i,-0.013447-0.0041411i,-0.0019302-0.00042669i,0.0067814-0.017051i,0.0015219-0.032881i,0.0047364-0.018537i,0.02339-0.0055009i,0.03082-0.02977i,0.016314-0.061461i,0.0030605-0.059518i,0.0056262-0.039227i
-0.29252+0.11635i,-0.43095+0.0091776i,-0.3846-0.23974i,-0.17106-0.38126i,0.020516-0.32484i,0.058989-0.20289i,0.013914-0.088813i,-0.0042819-0.01263i,-0.010194+0.017995i,-0.038423+0.025293i,-0.061743+0.035919i,-0.050312+0.04122i,-0.018268+0.030485i,0.0014265+0.010594i,-0.010179+0.0027864i,-0.035879+0.025211i,-0.044217+0.047401i,-0.031989+0.039804i,-0.008241+0.026002i,0.023199+0.028285i,0.048301+0.030816i,0.046797+0.019766i,0.030992+0.0068332i
-0.18664-0.083467i,-0.22623+0.048649i,-0.19072+0.27649i,-0.15156+0.38046i,-0.11387+0.31298i,-0.05669+0.2096i,-0.0023088+0.11129i,0.0015682-0.0010724i,-0.021586-0.055088i,-0.00088479-0.048259i,0.048349-0.049251i,0.071603-0.054474i,0.060495-0.046129i,0.033836-0.028659i,0.015497-0.011085i,0.0097104-0.011284i,-0.0011534-0.023636i,-0.026349-0.031457i,-0.060479-0.022119i,-0.086202+0.010925i,-0.08026+0.044117i,-0.049007+0.045071i,-0.023186+0.023856i
0.17113-0.18562i,0.21842-0.22163i,0.27352-0.1826i,0.31076-0.14263i,0.24523-0.12813i,0.11467-0.15201i,-0.013944-0.16541i,-0.072549-0.10464i,-0.037822-0.044102i,-0.0035431-0.027678i,-0.012374-0.0047936i,-0.026554+0.014474i,-0.039824+0.012145i,-0.044418+0.010907i,-0.035148+0.0068555i,-0.023776-0.0042146i,-0.0032069-0.0059513i,0.025329-0.0028635i,0.039488-0.013176i,0.033117-0.039866i,0.017713-0.059011i,0.0082121-0.050928i,0.0052816-0.032772i
0.19565+0.20892i,0.2095+0.26832i,0.096317+0.24102i,-0.03785+0.10128i,-0.11345-0.073891i,-0.11852-0.12588i,-0.070065-0.058631i,-0.018592+0.011915i,-0.0082523+0.035162i,-0.019069+0.038006i,-0.019616+0.03822i,-0.0074504+0.033769i,0.015906+0.024772i,0.042603+0.0017473i,0.05352-0.024738i,0.047027-0.029395i,0.026459-0.023859i,-0.0011667-0.015857i,-0.0055945-0.0016863i,0.015087+0.0078014i,0.022249+0.012053i,0.0038581+0.017109i,-0.011425+0.020385i
-0.11575+0.07721i,-0.079185-0.056673i,-0.044644-0.2073i,-0.053131-0.13786i,-0.023946+0.04874i,0.034075+0.10351i,0.039226+0.013576i,-0.0066752-0.070345i,-0.041694-0.069981i,-0.033997-0.036798i,-0.010495-0.029599i,-0.003056-0.039248i,-0.020902-0.029182i,-0.046701+0.016993i,-0.043522+0.068757i,-0.018902+0.083048i,-0.0043735+0.071815i,0.0013137+0.060015i,-0.0051163+0.052515i,-0.025608+0.056454i,-0.032256+0.058328i,-0.013449+0.042419i,0.0076482+0.022176i
-0.15049-0.07437i,-0.064767-0.006134i,0.10756-0.051804i,0.12786-0.26353i,-0.029254-0.38986i,-0.16722-0.30281i,-0.16144-0.12948i,-0.07117-0.024173i,-0.015411-0.020176i,-0.029785-0.021288i,-0.043168+0.014845i,-0.028+0.048402i,0.007891+0.045199i,0.040731-0.014088i,0.033361-0.082856i,0.012066-0.10641i,0.018722-0.099641i,0.039579-0.095224i,0.041833-0.10794i,0.022407-0.12966i,0.0023376-0.13521i,-0.007691-0.1109i,-0.011227-0.069998i
0.0057805-0.32225i,-0.24432-0.34067i,-0.41748-0.027149i,-0.19388+0.37484i,0.19929+0.48382i,0.36362+0.32526i,0.28734+0.15251i,0.15751+0.063858i,0.093541+0.036899i,0.084123+0.010006i,0.065164-0.020322i,0.04611-0.026829i,0.028319-0.016288i,-0.00052115+0.019316i,-0.020496+0.067518i,-0.034351+0.095817i,-0.051216+0.099869i,-0.0571+0.090015i,-0.028052+0.083452i,0.02336+0.079849i,0.055004+0.073331i,0.05268+0.063606i,0.032377+0.047091i
0.40476+0.2499i,0.60031+0.1563i,0.47421-0.1132i,0.089789-0.26104i,-0.1574-0.17933i,-0.14797-0.062098i,-0.079709+0.015486i,-0.029172+0.058561i,-0.020711+0.049581i,-0.040586+0.040727i,-0.033282+0.038157i,-0.029178+0.013196i,-0.0406+0.0048673i,-0.018767+0.013209i,0.037858-0.006809i,0.086385-0.051078i,0.095606-0.07469i,0.066136-0.057075i,0.017149-0.019462i,-0.027959+0.0098194i,-0.05586+0.020407i,-0.063022+0.01807i,-0.047044+0.010307i
-0.44302+0.34898i,-0.53963+0.58755i,-0.34537+0.58601i,-0.093491+0.26339i,-0.06913-0.085418i,-0.12003-0.19168i,-0.05759-0.16102i,-0.0016118-0.13789i,-0.0095943-0.08951i,-0.0090087-0.023141i,0.00093614+0.016059i,0.004747+0.031465i,0.0027702+0.011137i,-0.030713-0.020708i,-0.090381-0.011339i,-0.13252+0.020694i,-0.13375+0.024509i,-0.10136+0.0029668i,-0.058623-0.017723i,-0.022405-0.030172i,0.0084348-0.038444i,0.026934-0.040687i,0.027268-0.033479i
-0.13004-0.45966i,-0.14135-0.56815i,-0.0061131-0.36148i,0.22476-0.025174i,0.38779+0.15409i,0.3334+0.13372i,0.11806+0.041761i,-0.029378+0.0024545i,-0.031334-0.015003i,-0.015341-0.053069i,-0.024349-0.074216i,-0.017675-0.065777i,0.011435-0.027258i,0.060178+0.0017399i,0.10091-0.011045i,0.10657-0.015364i,0.084746+0.015546i,0.051784+0.040639i,0.027709+0.040235i,0.0241+0.034819i,0.03054+0.030039i,0.032222+0.017694i,0.021821+0.0077944i
0.45981-0.14543i,0.48325-0.28732i,0.11006-0.2972i,-0.33356-0.11799i,-0.49278+0.057512i,-0.41318+0.083558i,-0.25914+0.045983i,-0.15044+0.018499i,-0.096623+0.024442i,-0.035605+0.0497i,0.019901+0.060755i,0.033156+0.055222i,0.0064763+0.035974i,-0.034577+0.02818i,-0.055925+0.03032i,-0.05309+0.0065393i,-0.029348-0.029852i,0.010663-0.045933i,0.033658-0.04102i,0.017253-0.021416i,-0.011577+0.0083412i,-0.016316+0.030437i,-0.0062335+0.025574i
0.10184+0.5905i,0.35494+0.76567i,0.59543+0.46523i,0.54559-0.051132i,0.30385-0.2928i,0.15281-0.24131i,0.085519-0.11284i,0.045418-0.01311i,0.020809+0.011i,-0.028198+0.0041002i,-0.061194+0.018169i,-0.042955+0.012279i,-0.018233-0.021396i,-0.01347-0.040782i,-0.0070496-0.025533i,0.012362+0.0043903i,0.013551+0.017837i,-0.013399+0.015375i,-0.03562+0.011066i,-0.03777-0.005444i,-0.036275-0.032831i,-0.041836-0.043345i,-0.0376-0.02969i
-0.73583-0.18294i,-1.1955-0.15356i,-1.1739+0.04899i,-0.62261+0.21894i,-0.062456+0.18737i,0.16491+0.10177i,0.19538+0.062095i,0.18148-0.00045822i,0.1193-0.053431i,0.049405-0.05795i,0.0074822-0.04574i,-0.009566-0.015295i,0.012847+0.021588i,0.042807+0.030351i,0.038887+0.019082i,0.022469+0.0093837i,0.016906+0.0061489i,0.015225+0.0077289i,0.018167+0.0082723i,0.030304+0.010893i,0.037762+0.015834i,0.035268+0.014633i,0.031554+0.012024i
0.44967-0.52684i,0.69577-0.7742i,0.65212-0.67925i,0.27439-0.31567i,-0.1274+0.0059816i,-0.26866+0.10809i,-0.19672+0.038978i,-0.10447-0.027323i,-0.04021-0.036223i,0.014854-0.037936i,0.041516-0.047805i,0.028509-0.04384i,-0.010085-0.015986i,-0.030892+0.0082061i,-0.022685+0.0019458i,-0.022034-0.014917i,-0.028061-0.022508i,-0.02425-0.03165i,-0.030603-0.040752i,-0.053292-0.035154i,-0.058753-0.015985i,-0.03324+0.0021489i,-0.0094589+0.006528i
0.3072+0.46114i,0.31305+0.63346i,0.097376+0.51879i,-0.028147+0.20209i,0.083005-0.075665i,0.17574-0.16644i,0.12389-0.096683i,0.043081-0.0266i,-0.0041303-0.0023004i,-0.016998+0.027947i,-0.010445+0.05606i,-0.0074755+0.054392i,-0.0079626+0.026442i,-0.016588+0.0078597i,-0.02251+0.022532i,-0.012799+0.038966i,-0.0045391+0.045635i,0.0070973+0.061272i,0.04252+0.068344i,0.079671+0.042337i,0.080582+0.0058177i,0.047233-0.0064923i,0.016976-0.0026379i
-0.39237+0.29808i,-0.37559+0.40194i,-0.085851+0.28683i,0.12709+0.10453i,0.084952+0.056802i,-0.012055+0.070822i,-0.0584+0.047755i,-0.066662+0.047087i,-0.033646+0.047855i,-0.016934+0.0082423i,-0.027105-0.02624i,-0.018077-0.035333i,0.013168-0.034467i,0.042533-0.044548i,0.046148-0.065375i,0.034993-0.072339i,0.030338-0.067625i,0.015789-0.061752i,-0.018362-0.044322i,-0.045994-0.012441i,-0.048721+0.0095311i,-0.038618+0.0072847i,-0.022008+0.001624i
-0.27199-0.55503i,-0.46754-0.72243i,-0.50383-0.52352i,-0.33327-0.18038i,-0.14516-0.0041838i,-0.078594+0.038877i,-0.047393+0.064523i,0.0027069+0.06407i,0.024676+0.04638i,0.027384+0.034323i,0.033205+0.025506i,0.017981+0.023686i,-0.017583+0.040828i,-0.040273+0.067532i,-0.043262+0.078727i,-0.042264+0.07071i,-0.0425+0.052368i,-0.037387+0.025436i,-0.026426-8.2764e-05i,-0.013549-0.014423i,-0.00086729-0.022353i,0.0043854-0.026868i,-0.0034282-0.021699i
0.6238-0.050339i,0.89193-0.06169i,0.77883-0.051028i,0.38887-0.089513i,0.053366-0.19049i,-0.08881-0.25565i,-0.096933-0.21143i,-0.052679-0.13492i,-0.017884-0.082382i,-0.0030867-0.027743i,0.01278+0.0083743i,0.025938-0.0012374i,0.027029-0.034027i,0.027216-0.055654i,0.034887-0.057044i,0.03574-0.050028i,0.025665-0.034491i,0.026084-0.0092181i,0.041398+8.1141e-05i,0.048534-0.015576i,0.040679-0.023339i,0.031925-0.0093376i,0.025524+0.0032086i
-0.12707+0.48458i,-0.25858+0.58397i,-0.31669+0.38097i,-0.20914+0.18937i,-0.0065499+0.23757i,0.13303+0.28904i,0.11281+0.18221i,0.02422+0.064863i,-0.02256+0.019556i,-0.032587+0.0067059i,-0.038239+0.0063998i,-0.032379+0.01172i,-0.018024+0.014973i,-0.017622+0.016922i,-0.028383+0.023444i,-0.025548+0.029307i,-0.013012+0.02408i,-0.016027+0.01618i,-0.030557+0.029347i,-0.028643+0.064634i,-0.013202+0.088173i,-0.0062375+0.074377i,-0.0076144+0.040765i
-0.39906-0.098678i,-0.42036-0.079403i,-0.16153+0.018873i,0.073639-0.0022158i,0.062134-0.17767i,-0.017764-0.25618i,-0.014224-0.19433i,-0.0099683-0.11285i,-0.028395-0.054416i,-0.026893-0.027984i,-0.012262-0.022094i,0.0023857-0.0075796i,0.01718+0.011171i,0.032122+0.013243i,0.04206-0.00011181i,0.042916-0.010425i,0.040339-0.0085323i,0.036396-0.0062844i,0.017595-0.019936i,-0.021176-0.044982i,-0.053629-0.059787i,-0.050372-0.049183i,-0.022658-0.027435i
