0.0013237+0.0007614i,0.0015969-0.001543i,0.00038089-0.0019529i,-0.00085584-0.00145i,-0.0015532-0.00084348i,-0.00095539+0.00096182i,0.00018182+0.0025353i,0.00091183+0.0022494i,0.0013113+0.0012984i,0.00066519+0.00049768i,-1.8124e-05-0.00037714i,-8.856e-05-0.0005599i,-0.00067177+0.00077332i,-0.00072987+0.0013237i,0.00015685+0.00036963i,0.00014615-8.9358e-05i,0.00013323+0.00032601i,0.00030222+0.00054114i,0.00042538+0.00069676i,0.00031282+0.00054069i,0.00046835-0.00019354i,0.00065608-0.00043444i,0.00021967-0.00014371i
-0.025614+0.053512i,-0.00012437+0.18375i,0.053472+0.31011i,0.097157+0.34939i,0.10138+0.33117i,0.074019+0.2731i,0.044777+0.17406i,0.038292+0.082703i,0.049917+0.0079062i,0.038148-0.047888i,0.01374-0.056565i,0.010911-0.036717i,0.015668-0.020769i,0.013993-0.014121i,0.010135-0.012195i,0.0050043-0.0049925i,-0.00067799+0.0079846i,-0.0070463+0.01694i,-0.012896+0.015309i,-0.011897+0.0056364i,0.00088584-0.0013169i,0.021684-0.0036631i,0.034487-0.0061147i
-0.073631+0.038212i,-0.1927+0.065292i,-0.27308+0.054179i,-0.2481+0.025114i,-0.17875+0.018555i,-0.11797+0.022742i,-0.071033+0.011779i,-0.049387+0.0067274i,-0.027731+0.031963i,0.012414+0.046274i,0.029152+0.030848i,0.016976+0.020844i,0.0082016+0.019394i,0.0065101+0.014385i,0.006902+0.0098729i,0.0060011+0.0037743i,0.0028455-0.0049685i,0.0026927-0.010217i,0.0056878-0.0077781i,0.0087894+0.0027582i,0.010183+0.015373i,0.0074209+0.023759i,0.0016254+0.024334i
-0.07521-0.10972i,-0.125-0.19191i,-0.11773-0.17386i,-0.082647-0.062002i,-0.091779+0.019924i,-0.1093+0.045527i,-0.065359+0.043528i,-0.0017691+0.015073i,0.014697-0.013682i,0.00084829-0.015568i,-0.0071842-0.0062078i,-0.0075021-0.0041659i,-0.0075569-0.0017033i,-0.0047397+0.0034672i,0.00012078+0.0035278i,0.002848+0.0027883i,0.0046871+0.0071467i,0.009617+0.017063i,0.01843+0.023766i,0.019517+0.019227i,0.0068492+0.013892i,-0.0076746+0.014506i,-0.010867+0.01403i
0.10066-0.092627i,0.13484-0.17801i,0.059504-0.22747i,-0.065281-0.22663i,-0.10809-0.23367i,-0.082188-0.2389i,-0.065636-0.16978i,-0.05737-0.0575i,-0.033534+0.020646i,-0.0017655+0.044738i,0.015684+0.032476i,0.014994+0.014479i,0.0083679+0.0022852i,0.0011491-0.0018i,0.0003095+0.0012987i,0.0011216-0.00072964i,-0.0041792-0.0091283i,-0.014245-0.020469i,-0.024281-0.027951i,-0.026519-0.024981i,-0.02386-0.018622i,-0.022817-0.012706i,-0.020312-0.004792i
0.11518+0.067644i,0.25858+0.068937i,0.34372-0.0075894i,0.30621-0.081048i,0.26094-0.054573i,0.25319+0.00241i,0.20397+0.0010667i,0.11168-0.026942i,0.019281-0.040638i,-0.040545-0.023421i,-0.044723+0.0031866i,-0.019965+0.0067751i,-0.003302-0.0038139i,0.00045585-0.010366i,-0.00069728-0.0071186i,0.0031648+0.00044849i,0.012183+0.0050416i,0.01712+0.0063413i,0.011416+0.0049684i,0.00016697+0.0025405i,-0.0039064-0.003743i,7.1093e-05-0.016665i,0.00016735-0.026335i
-0.025014+0.15276i,-0.020453+0.32771i,0.01926+0.41179i,0.055703+0.30381i,0.01473+0.15626i,-0.059122+0.11628i,-0.074692+0.12072i,-0.042959+0.097661i,-0.00038888+0.050258i,0.015116-0.0029026i,-0.0017808-0.02115i,-0.0084611-0.0030533i,0.0011661+0.0078992i,0.0074016+0.0048519i,0.0070738+0.0015374i,0.0034587+0.0025559i,-0.0036413+0.0045889i,-0.011303+0.0062775i,-0.010844+0.010005i,-0.0025982+0.009384i,0.0075059+0.0028668i,0.016403-0.00019817i,0.021573-0.00057583i
-0.18178+0.0083407i,-0.3508+0.022148i,-0.39536+0.037917i,-0.2413+0.066338i,-0.057581+0.068112i,0.019092+0.0091921i,0.013779-0.056581i,-0.011597-0.072955i,-0.023319-0.047485i,-0.015017-0.022001i,-0.007858-0.016686i,-0.013102-0.012826i,-0.012377-0.0021531i,-0.0037132+0.002887i,0.00053243+0.003101i,0.0017699+0.0036477i,0.008371+0.0042124i,0.022426+0.00093028i,0.033121-0.0060606i,0.030327-0.0073925i,0.019834+0.00095498i,0.010237+0.01198i,0.0043957+0.017169i
-0.0554-0.15464i,-0.087415-0.27309i,-0.099303-0.28503i,-0.11961-0.16314i,-0.14401-0.033654i,-0.11591+0.035732i,-0.040743+0.061943i,0.017102+0.059079i,0.040016+0.036414i,0.045717+0.0049034i,0.03634-0.016063i,0.020779-0.019117i,0.010157-0.014285i,0.0055785-0.0077325i,0.0020008-0.005174i,-0.0059577-0.0033345i,-0.015906+0.0044562i,-0.023955+0.012235i,-0.026131+0.013208i,-0.020392+0.008394i,-0.014485+0.0051328i,-0.01079+0.0063742i,-0.0071382+0.0066371i
0.10133-0.10133i,0.15534-0.18642i,0.13113-0.19864i,0.064321-0.14561i,0.041638-0.13102i,0.025607-0.14169i,-0.020958-0.11325i,-0.055759-0.061336i,-0.055604-0.0071747i,-0.023624+0.035304i,0.0099007+0.035474i,0.01644+0.01111i,0.0077159-0.0024906i,0.0010079-0.0032894i,0.0021398-0.00080815i,0.0066351-0.0045584i,0.0066839-0.014178i,0.0015336-0.021774i,-0.0075255-0.020349i,-0.014043-0.010813i,-0.013127-0.00556i,-0.010794-0.0069128i,-0.010758-0.0056767i
0.14937+0.047381i,0.28591+0.056369i,0.31183+0.0048612i,0.17482-0.051454i,0.047722-0.013703i,0.052509+0.048844i,0.094499+0.044085i,0.085473+0.014634i,0.043408-0.0035412i,-0.0040167-0.0010115i,-0.018564+0.01918i,0.0011889+0.02531i,0.014523+0.011264i,0.011673-0.0017993i,0.0064631-0.0021775i,0.0057161+0.0044102i,0.0055373+0.011475i,0.0069+0.019185i,0.010998+0.021708i,0.0096032+0.01649i,0.0032975+0.0078382i,0.00037329-0.0032805i,0.0010015-0.013783i
-0.0096013+0.18087i,0.0004857+0.35238i,0.056099+0.39877i,0.12878+0.2303i,0.1101+0.03131i,0.0042543-0.02108i,-0.068504+0.013684i,-0.078173+0.031757i,-0.059951+0.025492i,-0.042002+0.0088869i,-0.040149+0.00067028i,-0.038028+0.013203i,-0.020701+0.024225i,-0.0035372+0.019604i,0.00071838+0.010745i,-0.0013654+0.0045518i,-0.0019645-0.003172i,-0.0012044-0.013711i,0.0010146-0.020228i,0.0045449-0.018202i,0.006978-0.011593i,0.0098278-0.0034322i,0.013757+0.0028931i
-0.17528+0.022223i,-0.33767+0.033915i,-0.41124+0.070396i,-0.29778+0.14173i,-0.10897+0.15214i,0.008651+0.057509i,0.042485-0.038891i,0.03719-0.068593i,0.021088-0.060837i,0.004631-0.053951i,-0.0045249-0.051033i,-0.0078653-0.044966i,-0.0076211-0.033223i,-0.0044693-0.020508i,-0.0032505-0.010571i,-0.00451-0.001398i,-0.00082209+0.0082971i,0.0079513+0.013434i,0.011915+0.0082398i,0.0087592+0.00046204i,0.0059884+0.0016668i,0.0048071+0.0067407i,0.0012976+0.0094804i
-0.058409-0.12819i,-0.088416-0.24871i,-0.079528-0.31158i,-0.068287-0.26706i,-0.071845-0.16399i,-0.040624-0.04679i,0.0030033+0.03621i,0.0097446+0.058732i,0.009431+0.047447i,0.02812+0.019581i,0.0356-0.0039471i,0.025217-0.0055221i,0.019031+0.0013647i,0.016601+0.0031914i,0.01146-4.8995e-05i,0.0024829-0.0051297i,-0.011457-0.0071016i,-0.024839-0.0026978i,-0.027729+0.0057147i,-0.020139+0.0098618i,-0.013525+0.0073545i,-0.012037+0.0037042i,-0.010529+0.00075963i
0.069496-0.096575i,0.12781-0.15845i,0.1349-0.13032i,0.09337-0.021315i,0.067621+0.047299i,0.031597+0.026398i,-0.017812-0.017255i,-0.033091-0.039757i,-0.025021-0.035192i,-0.0072133-0.0018649i,0.012685+0.016962i,0.013983+0.005979i,0.0013131-0.0027741i,-0.0067697-0.0013967i,-0.0038628-0.0013359i,0.0037134-0.0049711i,0.010636-0.0064284i,0.016526-0.0060935i,0.017633-0.0058849i,0.011651-0.0030433i,0.0024656-0.0013276i,-0.0030789-0.0042575i,-0.003975-0.0071623i
0.12771+0.021531i,0.23753+0.023965i,0.23219-0.03382i,0.078382-0.11216i,-0.052952-0.10812i,-0.046675-0.043322i,0.011242-0.0035164i,0.031297+0.011724i,0.023239+0.020855i,0.0035963+0.023532i,-0.0074335+0.030901i,0.0062602+0.034264i,0.023159+0.021982i,0.024352+0.0061366i,0.017418+0.00089726i,0.0099405+0.0012242i,0.00098126+0.0026561i,-0.0060965+0.0053117i,-0.0052763+0.0042976i,-0.0017027+8.2374e-05i,-0.00088826-0.0020803i,0.0019767-0.0038323i,0.0068587-0.0078699i
0.0090854+0.14017i,0.028903+0.28255i,0.09833+0.34614i,0.19389+0.23996i,0.19177+0.076654i,0.082785+0.0017021i,-0.0063494-0.0041086i,-0.036329-0.010447i,-0.041717-0.017808i,-0.040384-0.016261i,-0.042481-0.011746i,-0.046512-0.0017809i,-0.039751+0.012112i,-0.02377+0.017711i,-0.011572+0.01375i,-0.0051412+0.0070161i,0.0010412-0.0024719i,0.0050684-0.012529i,0.0022766-0.015296i,-0.0015833-0.011151i,-8.2826e-05-0.006077i,0.0035215-0.0013887i,0.0061323+0.0037983i
-0.12561+0.036379i,-0.26505+0.054961i,-0.36717+0.069379i,-0.33709+0.099053i,-0.20102+0.097196i,-0.060458+0.026527i,0.015359-0.031799i,0.036823-0.031092i,0.038035-0.018161i,0.025291-0.025827i,0.011896-0.036018i,0.010773-0.03822i,0.011147-0.038094i,0.0056153-0.031111i,0.0016949-0.018679i,0.00029441-0.0088051i,-0.0018439+0.0016607i,-0.0014268+0.012735i,0.002391+0.015436i,0.0042955+0.010358i,0.0035768+0.0069961i,0.0009997+0.0080612i,-0.0028451+0.0081343i
-0.054416-0.084712i,-0.068076-0.1826i,-0.02606-0.25988i,0.034048-0.25101i,0.063387-0.16221i,0.065237-0.042628i,0.047373+0.031825i,0.011302+0.036976i,-0.012854+0.023634i,0.0020957+0.011818i,0.019602+0.0031517i,0.017454+0.0098036i,0.014929+0.022225i,0.015476+0.022393i,0.012667+0.014206i,0.0076439+0.0047912i,0.0014063-0.0051727i,-0.005073-0.0097525i,-0.007497-0.0065549i,-0.0057285-0.0012028i,-0.006288-0.00016789i,-0.009296-0.0028064i,-0.0086152-0.0054271i
0.03775-0.073387i,0.072321-0.11176i,0.070247-0.06343i,0.022615+0.050387i,-0.021538+0.11019i,-0.049125+0.081252i,-0.057042+0.029186i,-0.032131-0.0040324i,-0.0032602-0.015346i,0.006796-0.0027452i,0.0081715+0.010282i,0.003057+0.0022548i,-0.0068098-0.0093642i,-0.011523-0.0091133i,-0.0080729-0.0056399i,-0.0018959-0.0032105i,0.0047085+0.001388i,0.0096697+0.0042869i,0.009739+0.0014569i,0.0067409-0.0010853i,0.0040614-0.00099457i,0.0032042-0.0039102i,0.0027785-0.0082506i
0.08484+0.0018283i,0.16273-0.0089254i,0.17507-0.067405i,0.088915-0.15176i,0.001587-0.1661i,-0.005154-0.11115i,0.015457-0.062138i,0.0077437-0.028122i,-0.0072573+0.00097976i,-0.013089+0.012611i,-0.0145+0.015183i,-0.0044562+0.021729i,0.012984+0.023397i,0.020236+0.015142i,0.01618+0.0071843i,0.0097051+0.0031774i,0.0018448-1.3536e-05i,-0.0065816-0.00038291i,-0.0086727+0.0020867i,-0.0043178+0.0036162i,0.00014272+0.0031562i,0.0037975+0.0021368i,0.0086639+0.0024379i
0.022574+0.090387i,0.044961+0.19808i,0.089291+0.2766i,0.14022+0.24873i,0.13304+0.14989i,0.063306+0.072106i,0.015626+0.034781i,0.010723+0.002907i,0.0088135-0.021964i,-0.0018055-0.02511i,-0.014412-0.020218i,-0.027267-0.015185i,-0.036282-0.00562i,-0.032095+0.0035204i,-0.020557+0.005939i,-0.010236+0.0035113i,-0.00042835-0.00036363i,0.0069303-0.0042277i,0.0068528-0.0062623i,0.0011626-0.0067861i,-0.0018518-0.0066542i,-0.00069727-0.004047i,0.00042274+0.0015522i
-0.074032+0.031118i,-0.17952+0.037844i,-0.2785+0.021161i,-0.28103+0.0024598i,-0.18016-0.016197i,-0.062554-0.042673i,-0.0048759-0.047602i,0.0054445-0.018728i,0.011939+0.0082127i,0.016982+0.0038322i,0.016821-0.012903i,0.02103-0.020768i,0.025558-0.025053i,0.021308-0.02429i,0.014978-0.016809i,0.010512-0.0098282i,0.003117-0.0030561i,-0.0032966+0.0046905i,-0.0026664+0.0076182i,-0.00021001+0.0060384i,-0.00049367+0.0052271i,-0.0025743+0.0058216i,-0.0043546+0.0041624i
-0.040407-0.046104i,-0.043381-0.10948i,0.012359-0.15981i,0.086146-0.14042i,0.10902-0.059778i,0.090403+0.023118i,0.062883+0.050867i,0.029212+0.026225i,0.0016695+0.0026097i,0.0032831+0.0020012i,0.013589+0.0092794i,0.0082151+0.019038i,-0.00010832+0.028051i,-9.0582e-05+0.025628i,0.002282+0.017804i,0.0053999+0.011674i,0.0066171+0.0029268i,0.0034046-0.0050422i,-0.0007745-0.0057872i,-0.0031126-0.0029104i,-0.0039347-0.0017918i,-0.0045246-0.0029877i,-0.0030981-0.0038284i
0.013654-0.047165i,0.026126-0.069364i,0.0099944-0.038588i,-0.042917+0.02668i,-0.085826+0.052901i,-0.098891+0.030344i,-0.08873+0.010198i,-0.052624+0.010337i,-0.014442+0.014251i,-0.0017268+0.016303i,-0.0064225+0.015577i,-0.0098653+0.005176i,-0.0081576-0.009193i,-0.0065693-0.012616i,-0.0049863-0.0068877i,-0.0024881-0.0020482i,2.1057e-05+0.0015782i,0.0023059+0.0045741i,0.0049482+0.0034084i,0.0070699-0.00028335i,0.0065576-0.0024258i,0.0062446-0.0037382i,0.0071471-0.0052461i
0.057553-0.0095686i,0.11253-0.028481i,0.1394-0.069209i,0.1128-0.11553i,0.073282-0.11707i,0.060432-0.082973i,0.05363-0.063719i,0.022493-0.052201i,-0.010348-0.031214i,-0.018931-0.014348i,-0.014845-0.008373i,-0.0092792+0.00052067i,-0.00099953+0.01253i,0.005452+0.015019i,0.0055531+0.01i,0.0042429+0.005685i,0.0014766+0.00096492i,-0.0030853-0.0030342i,-0.0051558-0.0019769i,-0.0054007+0.0012991i,-0.0050324+0.002748i,-0.0026844+0.0035275i,0.00031823+0.0052966i
0.020601+0.053538i,0.033351+0.12757i,0.042932+0.19748i,0.045226+0.19946i,0.024993+0.13787i,-0.0036003+0.08283i,-0.0045975+0.059691i,0.01514+0.036681i,0.025551+0.0070018i,0.018011-0.0084777i,0.0044676-0.011687i,-0.0078817-0.015903i,-0.018372-0.018529i,-0.019199-0.014071i,-0.01209-0.0082741i,-0.0061326-0.0049678i,0.00055801-0.0021198i,0.0053152-0.00027267i,0.0041596-0.0013161i,0.00087587-0.0041816i,-0.00039405-0.0048923i,0.0008419-0.0021842i,0.00018455+0.0011843i
-0.045248+0.019847i,-0.11047+0.018332i,-0.17062-0.013195i,-0.16111-0.051138i,-0.083203-0.064897i,-0.013657-0.066733i,0.00086632-0.062115i,-0.013051-0.038134i,-0.01475-0.0075025i,-0.0015717+0.0019159i,0.0111-0.0053278i,0.021004-0.0073498i,0.026825-0.0044225i,0.023459-0.0038486i,0.017446-0.0019562i,0.013892-0.00033968i,0.007298+0.00097009i,0.00051011+0.0034716i,-0.0013547+0.0047566i,-0.0013304+0.0048588i,-0.001655+0.0047407i,-0.0022509+0.0034769i,-0.0028589+0.00054407i
-0.021429-0.021422i,-0.017615-0.056206i,0.020288-0.076563i,0.060514-0.044037i,0.060566+0.019062i,0.045503+0.064495i,0.04623+0.066112i,0.045566+0.032984i,0.03114+0.0053703i,0.020137+0.0041156i,0.016192+0.014665i,0.0059014+0.021342i,-0.006422+0.021138i,-0.0085648+0.016399i,-0.004773+0.012057i,-0.0014868+0.0092923i,0.0013387+0.0047394i,0.0017431+0.00032318i,6.0267e-05-0.0021838i,-0.0012139-0.0042668i,-0.0011322-0.0055061i,-0.00091838-0.0052871i,-0.0010955-0.0049567i
0.0049412-0.029681i,0.005973-0.046356i,-0.0087538-0.040591i,-0.043662-0.022008i,-0.068552-0.021354i,-0.076827-0.028801i,-0.07879-0.021995i,-0.063987+0.00065869i,-0.037126+0.019252i,-0.020981+0.021458i,-0.020337+0.014383i,-0.018589+0.0049753i,-0.0087814-0.0037233i,-0.0019476-0.0058906i,-0.00070704-0.0018884i,-0.00018013+0.0017006i,-0.00030118+0.0032304i,-0.00038851+0.0039692i,0.0023666+0.001375i,0.005942-0.0015708i,0.0067173-0.0019052i,0.0060206-0.00056877i,0.0055351+0.00022613i
0.029563-0.010547i,0.068073-0.019539i,0.097542-0.032491i,0.095528-0.038414i,0.077229-0.024404i,0.072421-0.015302i,0.073904-0.030661i,0.051223-0.046457i,0.014687-0.042234i,-0.0035512-0.026826i,-0.0049948-0.017395i,-0.0055395-0.010785i,-0.0062269-0.00011821i,-0.004193+0.0057797i,-0.0028011+0.0045447i,-0.0027292+0.0024183i,-0.0029941-0.0003281i,-0.0040779-0.0027386i,-0.0042212-0.0011016i,-0.0044467+0.00094597i,-0.0050257+0.00017594i,-0.0039653+0.00031759i,-0.0014066+0.002331i
0.0076333+0.027962i,0.013192+0.074801i,0.0027534+0.11517i,-0.018694+0.10823i,-0.035708+0.063729i,-0.04145+0.041497i,-0.031945+0.052135i,-0.010564+0.053991i,0.0072588+0.035453i,0.0091507+0.014338i,0.0027578+0.0009628i,-0.00061582-0.0084138i,-0.0018355-0.014569i,-0.00012939-0.013581i,0.0028982-0.0096832i,0.0037842-0.0064288i,0.0045112-0.0022388i,0.0052611+0.00010292i,0.0040064+4.1587e-05i,0.0020253-0.00026147i,0.0017715+0.0004041i,0.0009902+0.0015664i,-0.001225+0.002112i
-0.023265+0.0088405i,-0.058413+0.0040818i,-0.083427-0.021611i,-0.060743-0.045269i,-0.0063379-0.046053i,0.025107-0.046593i,0.018316-0.058351i,-0.0048764-0.056843i,-0.015807-0.035464i,-0.0077528-0.017149i,0.0046587-0.012095i,0.013066-0.0067025i,0.016827+0.0008157i,0.015188+0.0041859i,0.010337+0.0057312i,0.0058588+0.0053535i,0.0019454+0.0043811i,-0.00080626+0.0040403i,-0.00048875+0.0032958i,-0.0001315+0.0018522i,-0.00087288+0.00038793i,-0.00075039+0.00050172i,-0.0010341-0.00019603i
-0.012536-0.0087454i,-0.011487-0.021997i,0.0041246-0.028328i,0.012759-0.0069254i,-0.00054162+0.028399i,-0.0026915+0.05509i,0.020434+0.064738i,0.04021+0.049543i,0.038664+0.024599i,0.025805+0.013634i,0.015311+0.016757i,0.0061917+0.017983i,-0.0022859+0.012347i,-0.0052223+0.007214i,-0.0034673+0.0037269i,-0.0012076+0.0015906i,-2.8548e-05-0.00021469i,-0.00028611-0.0015537i,-0.0018476-0.0025528i,-0.0029595-0.0046909i,-0.0032596-0.0061042i,-0.0020409-0.0052865i,-0.00045365-0.0042448i
-0.0066599-0.017349i,-0.0064115-0.028337i,-0.007947-0.03219i,-0.011758-0.034418i,-0.012757-0.042321i,-0.025608-0.047154i,-0.050435-0.039861i,-0.059702-0.01999i,-0.045384+0.0008279i,-0.027024+0.0081185i,-0.020367+0.0044045i,-0.016941+0.0010075i,-0.0081439+0.00047039i,-0.00068072+0.0012273i,0.0013593+0.0034342i,0.0011369+0.0052411i,0.00012959+0.0050856i,-0.00066386+0.0046332i,0.0011278+0.0042199i,0.0036765+0.0031861i,0.0030352+0.0021678i,0.0014792+0.0024552i,0.0015328+0.0023057i
0.015393-0.0096437i,0.037309-0.013872i,0.053745-0.0094882i,0.048865+0.0042394i,0.034704+0.020162i,0.041697+0.019623i,0.062705+0.0015444i,0.061594-0.016977i,0.038053-0.021473i,0.016886-0.015055i,0.0071565-0.010756i,0.00083607-0.009499i,-0.0045316-0.0048708i,-0.0058426-0.00054689i,-0.0054322-0.0011426i,-0.0049565-0.0021811i,-0.0041984-0.0030776i,-0.0035395-0.0027521i,-0.0020903-0.00017127i,-0.0012425+0.0019924i,-0.0003039+0.0025701i,0.00093138+0.0026667i,0.0018655+0.0022226i
0.0088677+0.015502i,0.0094666+0.035414i,-0.0014561+0.047027i,-0.019464+0.027108i,-0.031411-0.0046233i,-0.040003-0.0028481i,-0.046545+0.027684i,-0.040111+0.047048i,-0.022319+0.040673i,-0.0099746+0.021963i,-0.0075458+0.0071869i,-0.0044601-0.0010169i,-0.00049127-0.0062997i,0.0016723-0.0066648i,0.003567-0.0039917i,0.0052777-0.0015208i,0.0061163+0.00019485i,0.0050731-0.00097242i,0.0021914-0.0024531i,0.00011809-0.0033848i,-0.00059703-0.0038462i,-0.00063593-0.003676i,-0.0013926-0.0038274i
-0.0069576+0.0018147i,-0.020566+0.00084455i,-0.027094-0.0089062i,-0.010459-0.013791i,0.01894-0.0048671i,0.033888-0.01273i,0.028826-0.040101i,0.012862-0.055042i,-0.00056748-0.045042i,-0.0013895-0.026468i,0.0044194-0.016578i,0.0075256-0.010013i,0.006964-0.0019192i,0.0043522+0.0028175i,0.0012205+0.0038965i,-0.0013909+0.0033682i,-0.0034934+0.0025372i,-0.0034579+0.00215i,-0.0026467+0.0020655i,-0.0030504+0.0017863i,-0.0029736+0.00097344i,-0.002486-0.00040423i,-0.001982-0.0021688i
-0.0047197-0.0011073i,-0.0063005-0.0064275i,-0.0045621-0.011781i,-0.012067-0.0089654i,-0.026601+0.0023394i,-0.023347+0.024688i,-0.0025018+0.049647i,0.01554+0.054186i,0.021604+0.03856i,0.017626+0.022312i,0.010744+0.016095i,0.0051617+0.013179i,0.00098386+0.0072226i,-0.00034237+0.0019228i,0.00093455-0.00025993i,0.0025967-0.0015851i,0.0034864-0.0027089i,0.0028277-0.0028901i,0.0017184-0.0025222i,0.0008276-0.0018274i,0.0004292-0.0006053i,0.00066569+0.00038615i,0.0012622+0.0012846i
-0.0061526-0.0058514i,-0.0061051-0.012763i,0.00091749-0.017184i,0.012958-0.020613i,0.019901-0.025332i,0.0050587-0.033851i,-0.02373-0.042877i,-0.040585-0.039635i,-0.036116-0.023333i,-0.021159-0.008872i,-0.012509-0.0037112i,-0.010573-0.0026262i,-0.006171-0.00098479i,-0.002291+0.0010417i,-0.0012287+0.0031502i,-0.0015258+0.0045626i,-0.0021697+0.0044492i,-0.001054+0.0040782i,0.0015904+0.0036138i,0.0041868+0.0019562i,0.0039097+0.00031089i,0.0023982-0.00011584i,0.0012377+0.00031571i
0.005484-0.0053964i,0.014895-0.0067674i,0.019518-0.0017295i,0.0088476+0.010263i,-0.0032751+0.022636i,0.0097597+0.024528i,0.03952+0.018579i,0.05244+0.0097989i,0.040835+0.0033749i,0.022669+0.0014916i,0.011352+0.00036158i,0.0047936-0.0010786i,4.6607e-05-0.00090285i,-0.0022693-0.00050905i,-0.0014923-0.001698i,-0.00019221-0.0035004i,-0.00059869-0.0052424i,-0.0030882-0.0053186i,-0.0052386-0.0028818i,-0.0048503-0.00014823i,-0.0035556+0.00088613i,-0.0024067+0.00063428i,-0.00108-2.5514e-05i
-2.2751e-05+0.0041904i,0.0016041+0.011629i,-0.00099401+0.012566i,-0.0031028-0.0045803i,-0.0032504-0.023757i,-0.015417-0.01959i,-0.038408-9.5566e-05i,-0.048922+0.014998i,-0.040222+0.018937i,-0.024057+0.012287i,-0.01365+0.0042106i,-0.0081613+0.00090624i,-0.0036493-0.000829i,0.00029754-0.0017638i,0.0029415+0.00021176i,0.0037014+0.0026935i,0.003897+0.0033228i,0.0033292+0.0018417i,0.0019825-0.00011046i,-3.4756e-05-0.0013804i,-0.0013494-0.0023316i,-0.0019714-0.0023014i,-0.001487-0.0021344i
-0.00781-0.0023174i,-0.013542-0.00091231i,-0.014292+0.00059321i,-0.0045047+0.0091875i,0.010512+0.018477i,0.024727+0.0055013i,0.031838-0.023588i,0.027717-0.041051i,0.016631-0.036658i,0.009058-0.022213i,0.0087493-0.013145i,0.0086145-0.0096234i,0.0064034-0.0053013i,0.0039429-0.00218i,0.0012247+0.00011482i,-0.0014542+0.0010289i,-0.0028248-0.0012036i,-0.0023907-0.0023804i,-0.001012-0.0013028i,0.00039868-0.00030938i,0.0010999+2.7105e-05i,0.0015253-0.0001182i,0.0025964+0.00011657i
-0.0025887+0.00034143i,-0.0041933-0.0010702i,-0.0052999-0.0072662i,-0.010761-0.015127i,-0.020083-0.015438i,-0.02008+0.0022477i,-0.013712+0.026937i,-0.007684+0.038288i,-0.0018403+0.032628i,0.0025712+0.020316i,0.004165+0.012897i,0.0031299+0.01023i,0.0011406+0.0069535i,8.7488e-05+0.002941i,0.00064054+0.00061543i,0.0014588+0.00044298i,0.0029989+0.00041381i,0.0045138-0.00045441i,0.0037026-0.0017211i,0.0018497-0.0026291i,0.00057902-0.0017597i,0.00090663-0.00021889i,0.0013076+0.0010078i
-0.00092808-0.0019673i,-0.00061756-0.0055071i,0.0062548-0.0076077i,0.01799-0.0054742i,0.024642-0.0044204i,0.0156-0.015271i,-0.0028241-0.034928i,-0.014907-0.043431i,-0.014993-0.032475i,-0.007486-0.015416i,-0.0028605-0.0070268i,-0.0029495-0.0042141i,-0.0022136-0.0028533i,-0.00061163-0.0027526i,-0.00048137-0.0022706i,-0.0019402-5.5862e-05i,-0.0037009+0.0022027i,-0.0037751+0.0041229i,-0.0026627+0.0048811i,-0.00065153+0.0030439i,0.0010147+0.00058271i,0.00035502-0.00083226i,-0.00037107-0.0016476i
0.0015497-0.0053203i,0.0033677-0.0072056i,0.0010977-0.0038241i,-0.010431+0.0015467i,-0.019188+0.0072207i,-0.0047387+0.012903i,0.021835+0.018446i,0.034402+0.02026i,0.02843+0.016514i,0.01649+0.012562i,0.0084435+0.010626i,0.0048996+0.0078425i,0.0041982+0.0054401i,0.0041894+0.0040481i,0.003959+0.001977i,0.0042137-1.5013e-05i,0.0040471-0.0012129i,0.0022305-0.0019172i,-0.00031175-0.0012223i,-0.0020959-0.00058906i,-0.0033461-0.00036205i,-0.0034076-7.5467e-05i,-0.0017128-0.00020146i
-0.0011756+0.00075065i,-0.00018842+0.0034394i,0.0022507+0.0025953i,0.009312-0.0075123i,0.012906-0.017306i,0.0013712-0.016315i,-0.020582-0.01112i,-0.035288-0.0075405i,-0.032747-0.0030214i,-0.02139+8.2579e-05i,-0.014027-0.00085858i,-0.01154-0.0017992i,-0.0075998-0.001392i,-0.0025067-0.00098821i,0.00059167+0.0010663i,0.00081499+0.0040359i,-0.00061632+0.0050087i,-0.00057446+0.0038366i,0.0011653+0.001758i,0.0019831-5.1106e-05i,0.0014024-0.00080849i,0.00063344-0.00095101i,-0.0004891-0.001254i
-0.0029956-0.0014782i,-0.0050612-0.00058503i,-0.0073001+0.0037722i,-0.0056666+0.012366i,0.0010818+0.018843i,0.013911+0.0095613i,0.028826-0.0099636i,0.033856-0.021296i,0.02558-0.018646i,0.014313-0.010671i,0.0088037-0.007757i,0.0074092-0.0069512i,0.0070678-0.0042814i,0.0060257-0.0011492i,0.0032092+0.00092369i,6.4534e-05+0.0016237i,-0.00072624-0.001017i,-0.0012221-0.0043525i,-0.00176-0.0036342i,-0.00021133-0.0016824i,0.0018675-0.00046725i,0.0027583-0.00036029i,0.0028071-0.0007165i
