0.0013237+0.0007614i,0.0015969-0.001543i,0.00038089-0.0019529i,-0.00085584-0.00145i,-0.0015532-0.00084348i,-0.00095539+0.00096182i,0.00018182+0.0025353i,0.00091183+0.0022494i,0.0013113+0.0012984i,0.00066519+0.00049768i,-1.8124e-05-0.00037714i,-8.856e-05-0.0005599i,-0.00067177+0.00077332i,-0.00072987+0.0013237i,0.00015685+0.00036963i,0.00014615-8.9358e-05i,0.00013323+0.00032601i,0.00030222+0.00054114i,0.00042538+0.00069676i,0.00031282+0.00054069i,0.00046835-0.00019354i,0.00065608-0.00043444i,0.00021967-0.00014371i
0.00068152-0.0032115i,-0.00070924-0.0021793i,-0.0011267-0.001184i,-0.00037246-0.00065316i,-0.00071472-0.0001866i,-0.0012974+0.0011481i,-0.00098385+0.0027214i,-0.00079464+0.0022097i,-0.00089854+0.0008431i,-0.0017207+0.00036522i,-0.002385-0.00034593i,-0.0013339-0.0014189i,0.00016591-0.0026142i,0.0011017-0.0030397i,0.00037193-0.0020903i,-3.344e-05-0.00149i,-5.7168e-05-0.0025037i,-0.0010668-0.0041767i,-0.001696-0.00454i,-0.001313-0.0035673i,-0.0010553-0.0022128i,-0.0015001-0.00043387i,-0.0011189+0.00055784i
0.0010947-0.0010729i,0.00033763-0.00051749i,0.00023422+8.2586e-05i,0.0006698+0.00033614i,-0.00031424+0.00073208i,-0.00097911+0.0026652i,2.292e-05+0.0035865i,0.0011284+0.0035182i,0.0010999+0.0028846i,0.00066423+0.0018527i,0.00011023+0.0013681i,0.00042731-7.7873e-05i,0.0012008-0.0016461i,0.0010882-0.0011352i,0.00068372+0.00028474i,-0.00033451+0.00053904i,-6.2953e-05-0.00080448i,0.00047434-0.002446i,-0.00063359-0.0032584i,-0.0017875-0.0024138i,-0.0021553-0.001344i,-0.0023691-0.00067882i,-0.0019331+6.2544e-05i
-0.001062-0.0026775i,-0.0024215-0.001621i,-0.0026196+0.0020973i,-0.00093363+0.0037173i,0.00010002+0.0031636i,-0.0011378+0.00296i,-0.0013767+0.0020373i,0.00056842+0.00057551i,0.0016381-0.00037067i,0.0017085-0.0009988i,0.0018764-0.00084026i,0.0020058-0.00075394i,0.0022453-0.0010253i,0.0029457-0.0017643i,0.0021284-0.0016142i,0.0011214-0.00071554i,0.00084311-0.0012709i,0.0004509-0.0033959i,-0.00026752-0.0042201i,-0.0006554-0.0026634i,-0.00081449-0.00069798i,-0.00064102+1.6428e-05i,-0.00091205-0.0002963i
0.00083657-0.0049892i,-0.0016148-0.0056012i,-0.0024681-0.0020724i,-0.0018852-0.00013851i,-0.0010661-0.0010855i,-0.0016271-0.0016567i,-0.0021105-0.00032003i,-0.0018078+0.0004561i,-0.0016208-0.00030727i,-0.0012708-0.0012292i,-0.00030685-0.001217i,0.00089888-0.0014971i,0.0018272-0.0026339i,0.0023218-0.0031995i,0.0017567-0.0025738i,0.00079682-0.0007255i,0.00092447-0.00055718i,0.001219-0.0026944i,0.000412-0.0048341i,-0.00058876-0.0044393i,-0.00094383-0.0021197i,-0.00083846-0.00093231i,-0.0010142-0.00105i
0.00543-0.00038139i,0.0048487-0.0021224i,0.002867-0.0010756i,0.002081-0.00086848i,0.0011306-0.0014092i,-0.00098684+0.00067698i,-0.0017222+0.0033624i,-0.0001441+0.0039289i,0.00051782+0.003069i,0.00042585+0.0017681i,0.00095065+0.00052464i,0.0015312-0.0008644i,0.0017395-0.0013075i,0.00061521-0.00010204i,-0.00028151+0.00098785i,-0.00096686+0.0011388i,-0.0012904-0.00065797i,-0.00012308-0.0022864i,0.00057258-0.0032055i,-0.00063885-0.0032479i,-0.00070312-0.0021229i,-6.3207e-05-0.0009184i,-0.00074154-0.00021484i
0.0048439+0.0018485i,0.00553-0.00054597i,0.0041199-0.0001376i,0.0019604+0.00069673i,0.0010059+0.00022012i,-0.00023108+0.00036189i,-0.0002336+0.0020024i,0.0018043+0.0019204i,0.0028916+0.00026326i,0.0030103-0.00073564i,0.0029869-0.0018345i,0.0032894-0.0018067i,0.0035938-0.00074176i,0.0031284-0.00087302i,0.0011867-0.0011888i,9.6606e-05-0.00047491i,0.00083351-0.00030478i,0.0018121-0.0015898i,0.0014468-0.0025969i,-8.4275e-05-0.0026668i,0.00014108-0.0022487i,0.00021488-0.0014333i,-0.0010336-0.00077559i
0.00078963-2.6451e-05i,0.00058571-0.0017063i,-0.00071241-0.00075134i,-7.662e-05+0.0015201i,0.00071587+0.0016166i,-0.00034582+0.00021889i,-0.00096488+0.00012143i,-0.00079091+0.00027605i,-0.0012355-0.0010776i,-0.0017072-0.0022853i,-0.0010377-0.0021241i,0.00044734-0.0014487i,0.0026662-0.0012996i,0.0030123-0.0016883i,0.0010494-0.0023678i,1.3874e-05-0.0018898i,0.0014918-0.0014987i,0.0030867-0.0020234i,0.0029362-0.0027228i,0.0019775-0.0029826i,0.00092692-0.0023153i,6.9936e-05-0.0010175i,-0.00026334-0.00030965i
0.0023803-8.5025e-07i,0.0050104-1.6761e-05i,0.0049182+0.0010092i,0.0037479+0.0018842i,0.0026573+0.001675i,0.00077451+0.0025165i,-0.00071885+0.0029834i,-0.00092347+0.0020236i,-0.0013351+0.0011965i,-0.00082303+0.0023449i,0.0010999+0.0026379i,0.0026964+0.001367i,0.0030802+0.00064774i,0.002857+0.00033736i,0.0008671-0.0001994i,-0.00081865-0.0010162i,-0.0001449-0.0010848i,0.0014772-0.0019538i,0.0026827-0.0034889i,0.0019403-0.0035387i,0.00018916-0.0028357i,-0.00016587-0.0018786i,0.00030036-0.00079575i
0.0014627+0.0019491i,0.0026463+0.001957i,0.002017+0.0011024i,0.0013837+0.00037321i,0.00069892-0.0005075i,-0.00082119-0.00041657i,-0.0012565+0.00038638i,0.00045479+0.0017271i,0.0021888+0.0020097i,0.002721+0.00054618i,0.0033324-0.00012132i,0.0038158+0.00087015i,0.0034053+0.0018299i,0.0030863+0.0013619i,0.0022695+0.00047811i,0.0004142+0.00076518i,0.00037608+0.00024863i,0.0018838-0.001663i,0.002556-0.0028769i,0.0019343-0.0022011i,0.0012439-0.00081896i,0.0014869-0.00069048i,0.0010276-0.00094248i
0.0025825+0.00043532i,0.0028724+0.0010781i,0.0026039+0.0011518i,0.0012605+0.00094639i,-0.00077847+6.1316e-05i,-0.0020808+0.00063562i,-0.0016581+0.0022358i,0.00010396+0.0018275i,0.0013796-0.0011162i,0.00030216-0.0031917i,-0.00048577-0.0026187i,0.00098908-0.00011325i,0.0025362+0.0017347i,0.0024811+0.00063569i,0.00079419-0.0011775i,-0.00030245-0.00092366i,0.0010037-0.00072425i,0.0034599-0.0012628i,0.0041997-0.0015449i,0.0025898-0.0016687i,0.0011462-0.0014892i,0.00027257-0.0013317i,-0.00071731-0.00086701i
0.0018064-0.00086624i,0.0034772-0.00052016i,0.0040036-0.00064224i,0.0026692-0.00098553i,0.0011368-0.0005763i,-0.00023872+0.00073749i,-0.0014779+0.0012693i,-0.0021983+0.0010402i,-0.0023177+0.000682i,-0.002442+0.00087148i,-0.00075574+0.0016237i,0.0013448+0.0021976i,0.0019588+0.0026645i,0.0012729+0.002596i,-0.00025823+0.00034027i,-0.00051706-0.0017632i,0.0012637-0.0017015i,0.0037413-0.0010662i,0.0038094-0.0011523i,0.00188-0.0018662i,0.00045389-0.0013142i,0.00025292-0.00035804i,0.0004861+0.00054617i
0.0016527-0.00086169i,0.0012763+0.0011876i,0.0018584+0.002006i,0.0022538+0.00212i,0.0014558+0.00078563i,-0.00019238+0.00061804i,-0.0012656+0.0021248i,0.00022726+0.0029998i,0.0025434+0.0015606i,0.003272+0.0014926i,0.0034921+0.0021614i,0.0034013+0.0025247i,0.002231+0.0040825i,0.001872+0.0048956i,0.0021026+0.00306i,0.0015657+0.00094733i,0.0016882+0.00045518i,0.0024004-5.8859e-05i,0.003323-0.00085111i,0.0038109-0.0014472i,0.0026025-0.0016326i,0.0014758-0.0017159i,0.00044606-0.0016724i
0.00033414-0.0042665i,-0.00040085-0.0035721i,-1.2158e-06-0.0026813i,-3.0721e-05-0.0025351i,-0.0011297-0.0026361i,-0.0018794-0.00052508i,-0.00061734+0.0021434i,0.00086678+0.0026759i,0.001214+0.00067444i,0.00088278-0.0024777i,0.00056922-0.0027726i,0.0010046+0.00048373i,0.0018827+0.0035466i,0.0022479+0.00313i,0.0019617+0.00051372i,0.0017692-0.00089434i,0.0019026-0.00077717i,0.0025417-0.00047324i,0.0035175-0.00034381i,0.0037681-0.0012428i,0.0025436-0.0021392i,0.0010034-0.0013425i,-0.00033256-0.00075489i
0.004788-0.0050435i,0.0026266-0.0043243i,0.0019736-0.0023283i,0.0032458-0.0006918i,0.002186+0.00034788i,0.00066953+0.0020481i,0.00092545+0.0031403i,0.0011074+0.0026823i,0.00016699+0.00088631i,-0.0012119-0.00029149i,-0.0017791+0.00063257i,-0.0012279+0.002312i,-0.00030131+0.0039275i,0.00013826+0.0041341i,9.6834e-05+0.0027796i,0.00050526+0.0011401i,0.0012076+0.00091331i,0.0023898+0.0010021i,0.0030136+0.00040567i,0.0023828-0.00052022i,0.0014446-0.0010207i,0.00053143-0.00096913i,0.00028689-0.00045834i
0.0070887+0.00033251i,0.0054114+0.00010377i,0.0030794-0.00036998i,0.0012568-0.00028869i,-0.0016907+0.0013538i,-0.0043533+0.0051896i,-0.0041736+0.0077141i,-0.002253+0.0056377i,-0.0013822+0.0019821i,-0.0015209+0.0013356i,-0.0011986+0.0027316i,-0.00056322+0.0044551i,-0.00084743+0.0059728i,-0.00056602+0.0060515i,0.0013135+0.0041263i,0.0021826+0.0020037i,0.002291+0.00037986i,0.0031272+0.0006564i,0.0036145+0.0016096i,0.003332+0.00072863i,0.0030007-0.00034291i,0.0026184-0.00072215i,0.001836-0.0009177i
0.0027121-0.0022842i,0.0010213-0.0041587i,1.5023e-05-0.0032472i,0.00082647-0.00037331i,0.0012731+0.00013255i,-0.00038408-0.00069523i,-0.0020503-0.00038971i,-0.0015875+0.00039781i,0.00013701+0.00041042i,0.00083165-1.8254e-06i,0.00044606+0.00060456i,-0.00034382+0.0022137i,-0.00099398+0.0043826i,-0.0006117+0.0053942i,0.00069289+0.00311i,0.00059226+0.00035653i,0.0011867-0.00049001i,0.0035557+0.00097802i,0.0047269+0.0013722i,0.0046253-0.00019868i,0.0039103-0.0011687i,0.0036939-0.00018394i,0.0031097+0.00015462i
0.011231-0.0061147i,0.0084168-0.0090734i,0.0024187-0.0091094i,-0.00074115-0.0055088i,-0.0021953-0.0011406i,-0.00098407+0.0038699i,0.0025191+0.005388i,0.0035719+0.0032694i,0.0024809+0.00098841i,0.00040221+0.00035176i,-0.0019415+0.00093293i,-0.0037782+0.0018386i,-0.0047335+0.0044775i,-0.0036743+0.0063202i,-0.001607+0.0056614i,-0.00081237+0.0039628i,-7.1966e-05+0.0026443i,0.0012721+0.0028513i,0.0027027+0.0023619i,0.0031913+9.8264e-05i,0.0025885-0.0009659i,0.00099106-0.00037504i,0.00014225+0.00040236i
-0.016949+0.026057i,-0.0098464+0.03047i,0.0021104+0.033977i,0.010887+0.023167i,0.014869+0.010014i,0.010316-0.0014769i,0.00046407-0.00442i,-0.0040306-0.0023527i,-0.0032416+0.0011392i,0.0021011+0.0032453i,0.0047114+0.00035985i,0.0010182-0.0023812i,-0.0030087-0.0048376i,-0.0026672-0.0087178i,0.00030727-0.0097728i,0.0016873-0.0050087i,0.0013411+0.0012105i,-6.9921e-05+0.0035705i,-0.0019461+0.0033614i,-0.0019539+0.0031928i,-0.0002382+0.0032287i,0.0020228+0.0032108i,0.0037939+0.0016703i
-0.0047028+0.0025007i,-0.0028537+0.0031743i,-0.00024731+0.0055294i,0.0028556+0.0040426i,0.003873+0.00045987i,0.0019161-0.0017934i,-0.00053914-0.0012032i,-0.0014265-0.00040549i,-0.00082559-0.00051489i,-5.0213e-05-0.0013229i,-0.00014953-0.0011172i,-0.0024762+0.00066247i,-0.0051573+0.0016308i,-0.0045113+0.0011734i,-0.0016544+0.00035834i,-0.00055851+0.0005906i,-0.00044884+0.0017049i,0.00023668+0.0030059i,0.0018799+0.0035284i,0.0025707+0.0026552i,0.002267+0.0018381i,0.002413+0.0022196i,0.0024628+0.001939i
0.0024835-0.0025328i,0.0039998-0.002789i,0.0036399-0.0001712i,0.0035304+0.00080783i,0.0027608+0.00025682i,-0.00040283+0.0012355i,-0.001847+0.0038766i,-0.00014911+0.0044837i,2.24e-05+0.0019288i,-0.0019765-0.00031611i,-0.0024772-0.0024138i,-0.003179-0.0029649i,-0.004898-0.0010192i,-0.0053531-2.9613e-05i,-0.0052399-0.00048361i,-0.0042169+5.8723e-05i,-0.0023829+0.0013768i,-0.0001219+0.0024508i,0.000914+0.0029211i,0.0018255+0.0019085i,0.0025838+0.0010452i,0.0020581+0.0008531i,0.00098483+0.00025802i
0.0017+0.0039881i,0.0037379+0.0043699i,0.0026146+0.0028241i,0.0014797+0.00085045i,0.0017115-0.0009124i,0.00096014-0.00071675i,0.00039046+0.0018788i,0.0016365+0.0037303i,0.0024835+0.0039586i,0.0019617+0.0026562i,-8.6608e-07+0.00020693i,-0.0030058-0.0018351i,-0.0058913-0.0021272i,-0.0063744-0.00078944i,-0.0044892+0.0012369i,-0.0025407+0.001709i,-0.002217+0.00096067i,-0.0021886+0.0018493i,-0.0011631+0.0032589i,0.00077701+0.0025571i,0.0016639+0.0016309i,0.00090412+0.0015338i,0.00021542+0.001245i
-0.0035691-0.00033869i,-0.00034738+0.0023164i,0.0043346+0.0035851i,0.0059537+0.0030267i,0.0038563+0.0030165i,-0.00010147+0.003955i,-0.0017349+0.0043951i,0.0002838+0.0023191i,0.0024645-0.00050462i,0.0033634-0.0015475i,0.0030879-0.0034905i,0.00087935-0.0046657i,-0.0024951-0.0035647i,-0.0035319-0.0026411i,-0.0016429-0.0016606i,-0.00086193+0.00033322i,-0.0011083+0.0025208i,-0.0010455+0.0036379i,0.00029104+0.0040637i,0.0020736+0.0031436i,0.0022644+0.0017451i,0.0018558+0.0017041i,0.0013596+0.0026768i
0.0034239-0.0064878i,0.00046607-0.0047134i,-0.0013276-0.00144i,-0.00055969+0.001043i,0.00049127+0.001433i,0.00098216+0.0013018i,0.00055613+0.00069686i,-0.00029426-0.0003389i,-0.0013594-0.00068462i,-0.0021885-0.0015172i,-0.0023322-0.0027918i,-0.0021033-0.0042021i,-0.0024652-0.0044559i,-0.0027633-0.0031615i,-0.0031404-0.0016331i,-0.0035068-0.0006094i,-0.0024989-0.00061874i,-0.00097471-0.00035881i,1.575e-05+0.0020868i,0.0007979+0.0037567i,0.0011007+0.0023634i,0.00034673+0.00096825i,-0.00049802+0.0012879i
0.0023272+0.0016436i,0.0017414+0.00092625i,0.00041756+0.0010199i,0.00013248+0.0013318i,-0.00046444+0.00085962i,-0.0016106+0.00097611i,-0.0015292+0.002426i,-0.0002908+0.0036244i,0.00023367+0.004299i,-0.00013457+0.0041404i,0.0007957+0.0013701i,0.0012848-0.002683i,-0.001315-0.005212i,-0.0035882-0.0046773i,-0.0031612-0.0018489i,-0.0026526-0.00039181i,-0.002847+0.0001838i,-0.00348+0.00042217i,-0.0027706+0.0015724i,-0.0010776+0.0032767i,-2.3594e-05+0.0032217i,-3.8465e-05+0.0028292i,-8.0935e-05+0.0019818i
-3.2791e-05+0.00061254i,0.00013344+0.00044688i,0.0011363+0.0016584i,0.0018621+0.0028051i,0.00038797+0.0030142i,-0.00097256+0.0024205i,0.00034612+0.0013404i,0.0021428-0.00037285i,0.0031419-0.0015136i,0.0046053-0.00065538i,0.0061127-0.0011116i,0.0049709-0.002974i,0.0016052-0.0044024i,-0.00064921-0.004126i,-0.00072907-0.003499i,-0.0003433-0.0028026i,-0.0015288-0.00064329i,-0.0030356+0.0019745i,-0.0022872+0.0030754i,0.00035681+0.0031893i,0.0013328+0.0031138i,0.00035045+0.0014449i,-0.00037482+0.00085865i
0.0042802+0.00065823i,0.0029194-0.0002618i,0.0018067+0.00055172i,0.0014255+0.0015348i,-0.00031597+0.0022813i,-0.0037306+0.0027596i,-0.0051601+0.0034207i,-0.003819+0.0020708i,-0.0022281-0.0015199i,-0.00072523-0.0034495i,0.00065682-0.0044552i,0.0020553-0.0050438i,0.002036-0.0049429i,0.00049423-0.0042131i,-0.00074831-0.0031306i,-0.0019156-0.0024056i,-0.0026136-0.0020012i,-0.0019785-0.0010699i,-0.0010513+0.00022003i,-0.00052771+0.00094215i,-0.00033152+0.0015141i,-0.00050444+0.0015696i,-0.00036346+0.0014184i
0.0023986-0.0005542i,0.0031496-0.0017744i,0.0037628-0.002755i,0.0045912-0.002535i,0.0032299-0.0025723i,0.00061409-0.00044783i,-0.00020558+0.0034895i,0.00080621+0.0051846i,0.00049021+0.0044098i,-0.0010921+0.0040162i,-0.00098743+0.0037994i,0.00013884+0.00074436i,0.00040425-0.0033946i,-0.00030221-0.0038198i,-0.00074454-0.0011142i,-0.00050161+0.0003795i,-0.00089191+3.5832e-05i,-0.0020275-0.00046064i,-0.0024477+0.00044281i,-0.0013534+0.0021796i,-0.0008003+0.0023647i,-0.0011013+0.0017933i,-0.00099543+0.001425i
0.0036593-0.002736i,0.003415-0.0040207i,0.0020086-0.0027036i,0.00056784-0.0015542i,-0.0012331-0.0020322i,-0.0023229-0.00098569i,-0.00060151+0.0010246i,0.0031646+0.0011692i,0.0047011+0.0018591i,0.0046725+0.0035858i,0.0053785+0.0039332i,0.0061082+0.0022711i,0.0045979-0.00096002i,0.0024377-0.0034769i,0.0016286-0.0032683i,0.0015464-0.0024968i,0.00071329-0.0018505i,-0.00074318-0.0013048i,-0.0017042+0.00023223i,-0.0012519+0.0018203i,-0.00077428+0.0018601i,-0.0012503+0.0013716i,-0.00081902+0.0015262i
-2.8113e-06+0.0037819i,2.4865e-05+0.0035727i,0.0003501+0.0038288i,0.0006761+0.0048728i,-0.00026274+0.0037888i,-0.0024468+0.00029495i,-0.0033222-0.0016556i,-0.001922-0.0023192i,-7.9413e-05-0.0027942i,0.0017689-0.002358i,0.0035448-0.0015915i,0.0049221-0.0012302i,0.0055711-0.0018173i,0.0042603-0.0023925i,0.0018376-0.0016075i,0.00067161-0.0015583i,-0.00085117-0.0021488i,-0.002307-0.002068i,-0.0023626-0.00094446i,-0.0017883+0.00017569i,-0.00059549+0.00011563i,-0.00028539-0.00037942i,-0.00093137-0.00049102i
-0.0043123-0.00081644i,-0.0021474+0.0012677i,0.00029447+0.0030302i,0.002077+0.0046566i,0.0018088+0.0064058i,3.7796e-05+0.0065392i,-0.0015566+0.0053159i,-0.0026258+0.0032273i,-0.0039576+0.00142i,-0.0045778+0.00064165i,-0.0026339+0.00089103i,0.00059407-0.00011894i,0.0034285-0.0023785i,0.0040458-0.0030918i,0.0025105-0.0018804i,0.00033071-0.00093568i,-0.0012776-0.0013367i,-0.0017229-0.0017893i,-0.001877-0.00059934i,-0.0015693+0.00074446i,-0.0014093+0.00095499i,-0.0013795+0.00097262i,-0.0019038+0.00064813i
0.0027838-0.0026229i,0.003689-0.0010602i,0.0029487+0.0017763i,0.0030784+0.00046055i,0.0039489-0.0026495i,0.0027057-0.0033316i,0.00057883-0.0015378i,0.00018607+0.0019722i,0.00052416+0.0040589i,0.00041492+0.0045305i,0.0011312+0.0049493i,0.0020336+0.0034825i,0.0026678+0.00044152i,0.0023812-0.00064487i,0.0023004-0.00051013i,0.0025085-0.00033313i,0.0010504-0.0006682i,-0.00052597-0.0016625i,-0.0014057-0.0012065i,-0.0020004-1.3606e-05i,-0.0012211+0.00043879i,7.572e-05+0.00064885i,0.00041017+0.00070205i
0.0054198+0.0020359i,0.0047443+0.0015419i,0.0029481+0.0017157i,0.00018008+0.00056249i,-0.0035306-0.0012973i,-0.0064122-0.0010508i,-0.0048163-0.00030474i,0.00048126-0.00066503i,0.0042662-0.0014943i,0.004771-0.0014916i,0.0034753-0.00020046i,0.0034198+0.0019262i,0.0038355+0.0027375i,0.0024567+0.001901i,0.00025265+0.00086412i,-0.00086487-0.00054217i,-0.00059418-0.0021606i,-0.0005557-0.0026267i,-0.0011691-0.0013792i,-0.0016687+9.0963e-05i,-0.0019722+0.00021268i,-0.0020269-0.00088181i,-0.0021761-0.001125i
0.0022157-0.0016899i,0.0021752-0.0019264i,0.0014565-0.001747i,7.7695e-05-0.0013657i,-0.00046076-0.00036474i,-0.0010706+0.00054981i,-0.0015658+0.00073442i,-0.0024635-0.00088837i,-0.0035045-0.0035672i,-0.00354-0.0039108i,-0.0031457-0.0018325i,-0.00099544-0.00048684i,0.0010912-0.00052739i,0.001231-8.5111e-05i,0.00015898+0.00057787i,-0.0011134-0.00038839i,-0.0019438-0.0025034i,-0.0025322-0.0032358i,-0.0027823-0.0017501i,-0.0024487-0.00055611i,-0.0018043-0.00030821i,-0.0010991+0.00025054i,-0.00049459+7.8701e-05i
0.0035735-0.00031861i,0.0027647+0.00048927i,0.001884+0.0031235i,0.0027576+0.0048721i,0.0026146+0.0036774i,-0.00020332+0.0029612i,-0.0019853+0.004224i,-0.0013091+0.0047781i,-0.00070546+0.0032073i,-0.0020233+0.0021755i,-0.0036755+0.0022059i,-0.0027633+0.002916i,-0.00058475+0.0030111i,0.00040849+0.00187i,-0.00033641+0.0015357i,-0.0010038+0.0018271i,-0.00015408+0.0009346i,-0.00011442-0.00036816i,-0.00081133-0.00053463i,-0.00073352-0.00023661i,-0.00048544+0.00017162i,-0.00028777+0.00052422i,0.0001952+0.00039809i
0.0007766+0.00070099i,0.003161-0.0016362i,0.0044998-0.0035759i,0.0054519-0.0044006i,0.0056569-0.0060165i,0.0044142-0.0067989i,0.0032533-0.0038849i,0.0030541-0.00040873i,0.0030989+0.0013475i,0.0024634+0.0023318i,0.0017231+0.0025274i,0.0010093+0.0019015i,0.0010828+0.0019711i,0.00083116+0.0010017i,-0.00018388-0.00032865i,-0.00063763-0.00065438i,0.00021284-0.0017915i,0.00054255-0.0028914i,-0.00071418-0.0024743i,-0.0023788-0.0011355i,-0.0022369-0.00090525i,-0.00096015-0.0015628i,0.0003254-0.0013031i
0.00016471-0.0022272i,0.00098365-0.00079669i,-0.0011781+0.00122i,-0.0035966+0.0015867i,-0.0044788+0.00064595i,-0.0040015-0.00057396i,-0.0019164-0.0010327i,0.00058804-0.0017848i,0.0030218-0.0032821i,0.0028444-0.0042556i,0.00026082-0.0038766i,-0.00045518-0.0021549i,0.0016943+0.00032184i,0.0025032+0.0012216i,0.00046026+0.00074173i,-0.0008762-0.0010282i,0.00020739-0.0025276i,0.000148-0.0026301i,-0.00073583-0.0020016i,-0.00034892-0.00064345i,-0.00063643-2.6746e-06i,-0.00097656-0.0005019i,4.9275e-05+1.3051e-05i
0.0045637+0.00050711i,0.0050398+0.001079i,0.0041413+0.0016477i,0.0030088+0.0029273i,0.0019931+0.003975i,0.0015808+0.0039022i,0.000686+0.0034343i,-0.00054584+0.0029532i,-0.0013823+0.00069061i,-0.0026238-0.0019213i,-0.0031837-0.002656i,-0.0027736-0.0021569i,-0.0020387-0.00095308i,-0.00032946-0.00046385i,4.8386e-06-0.0013326i,-0.00068542-0.00096652i,0.00026938-0.00091577i,0.00094039-0.0020022i,0.00037757-0.0021827i,4.6927e-05-0.0018357i,0.00067627-0.00083407i,0.00097553-0.00017971i,0.00046041-3.9386e-05i
-0.0033282-0.00026453i,-0.0041168+0.00047528i,-0.0043101+0.0033061i,-0.00080233+0.0044514i,0.0032034+0.0024647i,0.0037917+0.00069379i,0.0026923+0.00096192i,0.0019563+0.0025774i,0.00069559+0.0038044i,-0.00011997+0.003386i,0.00022548+0.0015905i,0.0013423+0.00037137i,0.0019558+0.0010413i,0.0010604+0.0010477i,0.00095079-5.1798e-05i,0.0014859+0.0001849i,0.0017748+0.00022049i,0.002184-0.0004778i,0.001485-0.00061854i,0.00033546-0.00077368i,-0.00021183-0.001009i,-0.00035208-0.00023083i,1.8832e-05+0.00066307i
0.0069094-0.0030644i,0.0057465-0.0042621i,0.0057032-0.0047215i,0.0064952-0.0056543i,0.0046672-0.0059721i,0.0013335-0.0039175i,0.00099679-0.00023697i,0.0031495+0.00082038i,0.0043016-0.00029115i,0.0040629-0.00051139i,0.0035603-0.001513i,0.0022181-0.0021079i,0.0013624+0.00031416i,0.0015494+0.0015862i,0.00084906+0.00037178i,0.00046494-0.00049974i,0.001649-0.0010167i,0.001871-0.001721i,0.00066-0.0026017i,-6.6928e-05-0.0021652i,0.00086146-0.00021304i,0.0010934+0.00045855i,0.00033974+0.0006953i
0.0050885+0.0022156i,0.0041701+0.0013729i,0.0016788+0.00066773i,-0.00018841-0.00014519i,-0.00025318-0.00080453i,-0.00071578+0.001215i,-0.0006476+0.0037025i,0.00033181+0.0033569i,0.00033722+0.0011816i,0.00092302-0.0013209i,0.0014141-0.003103i,0.0011647-0.002776i,0.00078654-0.0010444i,0.000974-0.00028753i,0.00060198-0.0013693i,0.00027748-0.002062i,0.00026041-0.0015272i,0.00052833-0.00075429i,0.00022202-6.69e-05i,-0.00011038+0.00048483i,0.00082085+0.0010501i,0.0011612+0.0010927i,0.00038624+0.00025712i
-0.0010484+0.0022665i,0.0013228+0.0019285i,0.0020182+0.0027273i,0.0023033+0.0045102i,0.0040872+0.0065862i,0.0056878+0.0071538i,0.0049255+0.00705i,0.0029742+0.0058817i,0.0010223+0.00317i,0.00083494+0.00029004i,0.0024698-0.0011214i,0.0033528-0.000577i,0.0025221+0.001395i,0.0014948+0.002499i,0.0011906+0.0014746i,0.0007418+0.00057106i,0.001795+0.00098575i,0.0030793+0.00067926i,0.0018588-0.00017031i,9.0276e-05+0.00013974i,-0.00057392+0.00056375i,-0.00026933+0.00034842i,0.00063353+0.00019595i
6.226e-05-0.001733i,0.00087011-9.4465e-05i,0.0017644+0.0021595i,0.0043227+0.0028996i,0.0074152+0.002876i,0.0061915+0.0029428i,0.0039679+0.0036995i,0.0041037+0.0039186i,0.0037621+0.0022154i,0.0031614+0.0010981i,0.0046799-0.00013551i,0.004799-0.0010737i,0.0028728+0.0013629i,0.0024936+0.0040138i,0.0027454+0.0037307i,0.0026341+0.0017052i,0.0029091+0.00039012i,0.0024837+0.00024202i,0.0009969-0.00011191i,-0.00034334-0.00063857i,5.7552e-05+3.1258e-05i,0.00034176+0.0011006i,-0.00047859+0.00017574i
0.0031871-0.00092521i,0.0024145-0.0018587i,0.0040873-0.0022265i,0.0042534-0.0027002i,0.0011409-0.0020446i,-0.0022774+0.0010871i,-0.0033597+0.0042602i,-0.0024225+0.0035016i,-0.0020226+0.00091699i,-0.00055994-0.00025362i,0.0026317-0.00019215i,0.0034142-0.0006323i,0.0016682+0.00073918i,0.00033214+0.0031494i,0.00092413+0.002654i,0.0015212+0.00040683i,0.0014241+3.678e-05i,0.00099989+0.00064256i,0.00033614+0.00052492i,-9.5284e-05+0.00045119i,-0.00020524+0.0011442i,-0.000163+0.0014943i,-0.00061265+0.0016747i
0.0043664-0.0029815i,0.0034148-0.0020403i,0.0036882+0.00076578i,0.0036833+0.0021774i,0.00055546+0.0040853i,-0.002559+0.0087519i,-0.0013667+0.011341i,0.00093691+0.0092399i,0.00084596+0.0055798i,0.0014373+0.003541i,0.0035201+0.0022105i,0.0035386+0.00075309i,0.00056694+0.00093309i,-0.0014475+0.0028982i,-0.00071698+0.0041122i,2.9705e-05+0.002997i,0.00044204+0.0021666i,0.0013323+0.0022827i,0.001035+0.0017672i,-5.678e-05+0.00077041i,-0.00050455+0.00059784i,-0.00050468+0.00042822i,-0.0017806-0.00065003i
