0.00073439-5.8267e-05i,0.00093545-0.00087142i,-0.00029303-0.002174i,-0.0010624-0.0026538i,-0.001724-0.0011005i,-0.0021806+0.00037364i,-0.00089395+0.0011208i,0.00083025+0.0013062i,0.0017001+0.00068249i,0.00142-4.8974e-05i,0.00045096-0.00021642i,-0.00047703-0.00045046i,-0.00067109-0.00057191i,-0.0002843-8.4225e-05i,-0.00035615-5.6209e-05i,-0.00034303-0.00043876i,-8.8906e-05+1.9973e-05i,0.00024487+0.00071322i,0.00048022+0.00055914i,0.00068568-6.1035e-05i,0.0011765+7.2284e-05i,0.00059348-0.0003369i,-0.00039251-0.00090396i
0.0021615-0.0014096i,0.0024575-0.0011507i,0.0018075-0.0011802i,0.00042348-0.0020234i,-0.00074476-0.0020402i,-0.001499-0.0016755i,-0.0011484-0.0010637i,-0.0005845-0.00017522i,-0.00051255+0.00013549i,-0.00042153+0.00029582i,-0.00070681+0.00043532i,-0.00035426+0.00037097i,0.00058779+0.0010011i,0.00099127+0.0010158i,0.00072316+0.00045596i,0.00035529+0.0011631i,0.00037063+0.0010166i,-0.0002447+0.00037148i,-0.0012347-0.00022129i,-0.0014876-0.00034383i,-0.0012288+0.00051197i,-0.00083054-1.1627e-05i,-0.00097831-0.00067208i
0.00082701-0.00095832i,0.00097336-0.00050898i,0.0013765-0.00087231i,0.00090428-0.000568i,-6.8334e-05+0.00050039i,0.00024423+0.00084826i,0.00064551+0.00063512i,-0.00011613+1.134e-06i,-0.0010092-0.00033962i,-0.0002614-0.00026357i,0.00067207-0.00025274i,0.00050182-6.7503e-05i,0.00031648+0.00044099i,0.00054392+0.00072151i,0.0011374+0.00035978i,0.0017941+0.00012965i,0.0014499+0.00023935i,0.0014119-0.00060597i,0.0010286-0.0012166i,0.00024689-0.00091537i,9.6897e-05-0.00052828i,0.00053157-0.00094804i,0.00098598-0.00079991i
0.00040181+0.00014757i,0.00094628-0.00063777i,0.00083369-0.0001515i,3.065e-07+0.00064077i,-0.00050523-0.00052669i,-0.00055625-0.0016147i,-0.0005257-0.0014266i,-0.00082139-0.00083597i,-0.0014161-0.00011071i,-0.0014199+0.00014788i,-0.00080545+0.00050567i,0.00039613+0.0011499i,0.0015478+0.00096301i,0.0014521+0.00094551i,0.00071458+0.0011091i,0.00086037+0.00089521i,0.00087491+0.0015042i,0.00059776+0.0016467i,0.00055326+0.00056012i,5.0783e-05-0.0010268i,-0.00030139-0.00046416i,0.00025651+0.00044752i,0.00079037-0.00016651i
-5.3446e-05-0.0016597i,-0.00062394-0.00069349i,-0.00034513-0.00051437i,-0.00062338-2.1506e-06i,-0.00089311-0.00053672i,-0.00062482-0.0008661i,-0.0012707-0.00036167i,-0.0015086-7.1285e-05i,-0.0016746+0.0009217i,-0.0016868+0.00091994i,-0.0010459+0.00024856i,0.00042396+0.00045677i,0.0016758+0.00074601i,0.002099+0.00075313i,0.0015744+0.00015099i,0.0012797+0.00028567i,0.001634+0.00040879i,0.001109-0.00036696i,0.00032611-0.0005338i,0.00023255-0.0007553i,0.00045461-0.0013747i,0.00063945-0.001238i,0.00052938-0.00026544i
-0.00056517+0.0013287i,-0.00048857+0.0013005i,0.00023534+0.002619i,0.00081366+0.0018622i,0.0015225+0.00019465i,0.00099455-0.0004036i,-0.00015495-0.00013358i,-0.001293+4.2553e-05i,-0.0018753+7.7468e-05i,-0.0014481+0.00028812i,-0.00057552+0.00025391i,0.00033073+0.00032804i,0.00059988+0.00089553i,0.0002515+0.00097672i,0.00088683+0.00085078i,0.0013077+0.00081583i,0.0012608+0.00074245i,0.0013174+0.0008848i,0.00077546+0.00011998i,-0.00026275-0.00065609i,-0.00055571+0.00013363i,-0.00052815+0.00090395i,-0.00032044+0.00089328i
0.0010592+0.00089101i,-0.00010943+0.0016531i,-0.00060927+0.0013926i,9.5697e-05+0.00051048i,-0.00018662+0.00046542i,-0.00038352+9.0212e-05i,-0.00023885-0.00029982i,4.6159e-05-0.00051439i,0.00045913-0.00060902i,0.00018001+0.00036612i,-2.1043e-05+0.0013234i,0.00041924+0.0012825i,0.00025114+0.00056618i,0.00089134+0.00039446i,0.0016213+0.001141i,0.0015977+0.001056i,0.0021126+0.00016228i,0.0015578+6.4756e-05i,0.0003401+0.00053965i,0.00017237+0.00082349i,0.00051596+0.00015395i,0.00020525-0.00021414i,0.00019253-6.5453e-05i
-0.0019455-0.0017753i,-0.0022011-0.001117i,-0.0028207+0.00080687i,-0.0028033+0.0014207i,-0.0016913+0.0016071i,-0.00043923+0.0015032i,-0.00062652+0.00065269i,-0.001077-0.00030612i,-0.0010118-0.00029975i,-0.0012542+3.1801e-05i,-0.00039392+0.00018571i,0.00064979+0.00078275i,0.0015817+0.00089431i,0.0024041+0.00038007i,0.0017795+1.1842e-05i,0.00071813+0.0002738i,0.00053643+0.00089507i,0.00051923+0.000974i,0.00015984+0.00074271i,-0.00019734+0.00078701i,-0.0004763+0.00065217i,-1.4521e-05+0.00051434i,4.0331e-06+0.0010865i
0.0017402+0.00065049i,0.0018725-0.00038668i,0.00077756-0.00040653i,-0.00041334+5.3285e-05i,-0.00053759+0.0001859i,-0.00036977+0.00040517i,-0.00090775+0.00021665i,-0.0012907-0.00036962i,-0.0010728-0.00013878i,-0.0013568+0.00080041i,-0.0015971+0.0015706i,-0.00037301+0.0010828i,0.0008066+0.00076828i,0.00085514+0.0013994i,0.00096328+0.0014944i,0.00099272+0.0011866i,0.0014825+0.00023158i,0.001401+3.926e-05i,0.00091782+0.00049136i,0.00081625+0.00046251i,0.00082087+0.00018286i,0.00085355+0.00020934i,0.00039336+9.3942e-05i
0.0034597+0.00047774i,0.0037467+0.00068238i,0.0037744+0.00019888i,0.0031677-0.0014139i,0.0014404-0.0028281i,-0.00032313-0.0033412i,-0.00051522-0.0024632i,0.00014577-0.0011651i,0.00033079-0.00078397i,-0.00024427-0.00045027i,-0.00058757+0.00044856i,-4.7491e-05+0.0013989i,0.00058158+0.0022308i,0.00056694+0.0027801i,0.0010221+0.0022586i,0.00078367+0.0015443i,-2.7247e-05+0.0010709i,-0.00023916+0.00056141i,3.6473e-05+0.00030364i,1.4956e-05+0.00022493i,0.00020536+0.00040713i,0.00034557+0.00084109i,9.6786e-05+0.00048267i
0.0023344-0.0005793i,0.0022246+0.00059331i,0.00097631-3.9487e-05i,-0.00090387-0.00057579i,-0.0020073+0.00024035i,-0.0020497+0.0004039i,-0.0015647+0.00015002i,-0.00057458-0.00024759i,-0.0010645-0.00087028i,-0.0017573-0.00069733i,-0.0015529+0.00029462i,-0.0010006+0.0011129i,9.4664e-05+0.0014351i,0.00079118+0.0012171i,0.00066229+0.00070934i,0.00023121+0.00016623i,0.0010869+5.4506e-05i,0.0013943+0.00032325i,0.00084141-0.00025038i,0.00056578-0.00050571i,0.00042778-0.00012041i,0.00041138+0.0002952i,0.00027274+0.00012331i
0.00055334-0.0009131i,-0.00040604-0.00059299i,-0.000634-0.00067977i,-0.00081102-0.00074261i,-0.00063363-0.0011592i,-9.6773e-05-0.0012728i,-0.00052436-0.0011049i,-0.00092912-0.00093739i,-0.00095888-0.0003001i,-0.00016588+1.5495e-05i,0.00036411+0.00045717i,0.00055252+0.0013949i,0.00096333+0.0014555i,0.0016298+0.00090328i,0.0017341+0.0011221i,0.00082117+0.001058i,0.00026222+0.00095322i,6.4486e-05+0.00045227i,-0.00014378-0.00016892i,-0.00026041+0.00016315i,0.00018222+0.00070769i,0.00098797+0.00041323i,0.0015896-0.00021856i
0.0012476+0.00013883i,0.001078-0.00045281i,0.0011263+0.00042229i,0.00087082+0.00099815i,0.00037689+0.00017563i,-0.00033267-0.0005815i,-0.00087989-0.00054462i,-0.00093212+0.00011897i,-0.0010401+0.00068635i,-0.001363+0.00064832i,-0.0014923+0.00039154i,-0.0013559+0.00015566i,5.2974e-05+0.00045715i,0.0007402+0.0011695i,0.00025722+0.00074445i,0.00064538-0.00012539i,0.0014409+0.00047415i,0.0014104+0.00018155i,0.00049537-0.0006009i,0.00040285-7.4853e-05i,0.0010597-7.4739e-05i,0.0010951+9.3342e-06i,0.00069574+0.00020568i
-0.0014826+5.5159e-05i,-0.00062825-0.00042764i,-0.0005413+8.922e-05i,-0.00032923+0.0011534i,0.00017284+0.0020091i,0.00016929+0.00095457i,-0.00013227-0.00066238i,-0.00059563-0.00079754i,-0.00085221-0.00059431i,-0.00034327-9.1893e-05i,0.00082688+0.00070651i,0.0011434+0.00060247i,0.00066246+0.00028501i,0.00089422+0.00043186i,0.0011439+0.00069752i,0.00076526+0.00093434i,0.00033771+0.0014078i,0.00031223+0.00079308i,0.00044293-0.00013005i,3.477e-05-0.0004413i,0.00010712-0.00071507i,0.00078547-0.00012445i,0.0003109+0.00068645i
0.00046924-0.00018276i,0.00037811+0.00088865i,0.00052083+0.0014243i,0.00079277+0.00050168i,0.00089116-0.00010335i,0.00045673-0.00033474i,0.00012589-0.00055376i,0.00038902-0.0004714i,5.1108e-05+0.00069582i,-5.8567e-05+0.0014934i,-0.00066997+0.00096438i,-0.00053015+0.0010327i,0.00083112+0.0014525i,0.0016391+0.0011989i,0.0018727+0.00087615i,0.0016496+0.00052791i,0.0015502+0.00078951i,0.0013865+0.00022138i,0.00089108-0.00090656i,0.00026936-0.00063162i,1.7866e-05+0.00037104i,1.2585e-05-9.4407e-05i,0.00027828-0.00037851i
4.3884e-05-0.0014875i,-0.00040476-0.0010699i,-0.0017223-0.0010718i,-0.0019364-0.00015013i,-0.0015517+0.0001513i,-0.00092291-0.00015812i,-0.00026053-0.00041334i,-0.00093812-0.00079455i,-0.0014083-0.00074332i,-0.0002325+0.00010339i,0.0011721+0.0017558i,0.00099366+0.0021744i,0.0012495+0.0015143i,0.0024288+0.0012146i,0.0027337+0.00076858i,0.0016232+0.00057824i,0.00061199+0.0006971i,0.00050378+0.00072035i,0.00054144+0.00034093i,-0.00010784+0.00046273i,-0.00032191+0.00034064i,-8.6083e-05-0.00049536i,-9.4468e-05-0.00060519i
-0.00028188+0.0019071i,0.00078844+0.001666i,-0.00016197+0.0015384i,-0.00083068+0.0015368i,-0.00074383+0.001024i,-0.00065597+0.00048802i,-0.0011896+0.00012885i,-0.0017673-0.00021072i,-0.0017779-0.00050656i,-0.0013197-0.00032753i,-0.00082133+0.0006692i,-0.00028737+0.00059322i,-2.7843e-05+6.0101e-05i,-0.00033385-3.9572e-05i,0.00034427-7.2427e-05i,0.001576-7.6968e-05i,0.0020588-0.00023685i,0.0021639+0.00036724i,0.0012295+0.00075573i,0.00015609-0.00017493i,-0.0003501-0.00039413i,-0.00051489+0.00010087i,-0.00062738+0.00038161i
0.0020042+9.516e-05i,0.0018048+5.3221e-05i,0.0020232-0.0011333i,0.00087956-0.0025756i,9.4942e-05-0.0025587i,0.00015141-0.0017501i,0.00046488-0.00090865i,0.00023702-0.0012391i,-0.00034962-0.0013499i,-0.00067198+2.8962e-06i,-0.0008526+0.00061105i,-0.00040115+0.0012861i,4.316e-05+0.0019685i,-8.383e-05+0.0022576i,0.00017668+0.0011877i,0.00035112+0.00013661i,0.00091652+0.00070085i,0.0013913+0.00070762i,0.0012272+0.00019491i,0.00063528-0.00028883i,-0.00014758-0.00021032i,-0.00048379-0.00056657i,0.00013358-0.00040473i
0.00040316+0.0025879i,0.0009821+0.0020442i,0.0015227+0.0028327i,0.0014658+0.0025078i,0.00073412+0.0011319i,-1.1379e-05-9.1099e-05i,-0.00041541-0.0010444i,-0.00054078-0.0012i,-0.00037818-0.00016883i,-0.00023933+0.0009032i,7.7592e-05+0.00052212i,0.00015009-0.00019953i,0.00058063-0.00015552i,0.0009216+0.00031065i,0.0001714+0.00044103i,-0.00013603+0.00054936i,0.00024336+0.00049623i,0.00069865+0.00036542i,0.00029705+7.6267e-06i,-0.0005221-0.0003809i,-0.0004266+0.00027964i,3.1532e-05+0.00025148i,4.5385e-05-0.00010169i
0.00079436-0.00049298i,0.0010129-0.0018341i,0.0004638-0.0030198i,-0.00096377-0.002356i,-0.0016229-0.001719i,-0.0012143-0.0016442i,-0.00068859-0.0013226i,-0.00090822-0.0011535i,-0.0016731-0.00064616i,-0.0012126+9.0591e-05i,0.00015695+0.00082621i,0.00023109+0.001558i,0.00025744+0.001738i,0.0010757+0.0010016i,0.0017092+0.00018666i,0.0016545+0.00038173i,0.0008997+0.0010623i,0.00010535+0.00055251i,-0.00061328-0.00055446i,-0.00049499-0.0002171i,0.00025138+0.00073864i,-1.4395e-05+0.0004097i,-0.00013127-0.00048613i
0.0011034+0.0016011i,0.0013534+0.0010583i,0.0020317+0.00091437i,0.001269+0.00045676i,1.8531e-05-0.00057833i,-0.00043751-0.00038456i,-0.00017447-0.00053557i,1.2707e-05-0.00071354i,0.00016958+0.00026106i,-0.00036967+0.000278i,-0.0010273+0.00013566i,-0.00043167+0.00037272i,0.00048428+0.00053849i,0.0011049+0.00063627i,0.0012752+0.00098528i,0.00059869+0.00069902i,0.00028074-0.00032431i,0.00055142+0.00025802i,0.00033769+0.0005547i,0.00013441-9.0933e-05i,0.00063537-7.5415e-05i,0.00071897+0.0003997i,0.00047115+0.00051203i
6.6616e-05+0.0018599i,0.00065255+0.0011868i,0.00083271+0.0022219i,0.00083306+0.0021418i,0.00064856+0.00038143i,-0.00017651-0.00070309i,-0.0010565-0.00023817i,-0.0015983-0.00047111i,-0.0015704-0.001365i,-0.0015926-0.0015495i,-0.0013354-0.00054425i,-0.00021861-0.00014525i,0.0014231+0.00028371i,0.0015122+0.001084i,0.00082036+0.0009388i,0.00079768+0.00053349i,0.0015233+0.00060666i,0.0013353+0.00080801i,0.0010736+0.00023904i,0.00093759-0.00017609i,0.00058631+0.00020364i,0.00050099+2.9062e-05i,0.00048604+3.4842e-05i
0.0006873+0.0012385i,0.00092948+0.0021664i,0.00075542+0.0023314i,-5.4059e-05+0.0016229i,0.00022199+0.0014279i,5.281e-05+0.0011458i,-0.0010084+0.00038689i,-0.00097151+0.000145i,-0.00049346+0.00040303i,-0.0010196+0.00053619i,-0.0012477+0.00071573i,0.00017687+0.0011241i,0.0011368+0.00072644i,0.00014321+0.00022842i,-0.00038241+0.00027801i,0.00029218+0.00012791i,0.001307+0.00059472i,0.0015186+0.00089761i,0.00073914+0.0010349i,0.00013951+0.0011642i,8.6005e-05+0.00069388i,-6.9716e-05+0.00021391i,-0.00019964+0.00031555i
0.00012197-0.0012185i,-0.00078641-0.00075067i,-0.0014384-0.00014191i,-0.0024919+0.00082643i,-0.0020099+0.0011258i,2.3172e-05+0.00034593i,0.00075681-0.00014952i,0.00052565-0.0005241i,-0.00032264-0.00051114i,-0.00061984+0.0005818i,0.00022991+0.0017372i,0.0010506+0.0019414i,0.0013851+0.0012989i,0.0013045+0.0013915i,0.0013808+0.0012697i,0.001556+0.0011431i,0.0010766+0.0007951i,0.0005042+0.00023502i,0.00035824-2.2743e-05i,7.0486e-05+0.00019355i,0.00048058+0.00063993i,0.00056345+0.00042863i,2.554e-05+0.00039485i
-0.0020746-3.2073e-05i,-0.002974+0.00052682i,-0.0025092+0.00027934i,-0.0019305-0.00023564i,-0.0012143+5.2037e-05i,-0.0017787-0.00023104i,-0.0025998-0.00039475i,-0.0020057+0.00022307i,-0.00083442+0.00055336i,0.00020931+0.00019248i,0.0012335-8.7152e-05i,0.0012596+0.00020563i,0.00072496+0.00058048i,0.00059416+0.00081042i,0.00082009+0.00069055i,0.0010831+0.00064035i,0.0011857+0.00044022i,0.00091525-0.00021987i,-6.3747e-06-0.00022175i,-0.00054258-0.00013075i,-0.00063141-0.00029694i,0.00010454+6.0897e-05i,0.00027277+0.00048491i
0.00074356-0.00051157i,-0.00011781-0.00072714i,-0.00036997-0.00033995i,-0.00026726-0.00045369i,-0.00041589-0.0010096i,-0.00052407-0.0013985i,-0.00012128-0.0010693i,-0.00066728-0.00042278i,-0.00049169-0.00037009i,0.00035526-0.00030813i,0.0001207+0.00032973i,-0.00033837+0.00076675i,-3.2634e-05+0.00082397i,0.00049256+0.0010066i,0.0013405+0.00054929i,0.0015048+0.00010655i,0.0012712+7.107e-05i,0.0011594+0.00026876i,0.00053409+0.0003252i,-5.1459e-05+0.00037661i,-0.00051023+0.00016821i,-0.0005233-0.00039418i,-5.7226e-05-0.00052466i
0.00028343-0.0037656i,0.00052612-0.0032786i,-0.00089156-0.0030625i,-0.0022938-0.0019002i,-0.0028216-0.00041012i,-0.0020982+5.6954e-05i,-0.0010567-0.00077419i,-0.00050021-0.0012099i,-0.00052606-0.00079921i,-0.00088609+0.00012782i,-0.00073027+0.00065486i,0.00057501+0.00085377i,0.0018615+0.0012922i,0.00261+0.00068602i,0.0024656+2.712e-05i,0.0016117-0.00024706i,0.0012595-0.00016023i,0.00066409-4.2213e-05i,-0.00030277-0.00062518i,-0.00059487-0.0004142i,-0.00054655+0.00025046i,0.00034955+0.0010932i,0.0013004+0.0010112i
-0.00089883-0.0012253i,-0.0013282-0.0003552i,-0.0010466-0.000393i,0.00019054+8.8754e-05i,0.00070299+0.00021408i,0.0011587-0.0011333i,0.00069513-0.0020941i,-0.00063303-0.0016492i,-0.00071138-0.0010183i,-0.00035087-7.1078e-06i,-6.2838e-05+0.0010109i,0.00046049+0.00071727i,0.0013329+0.00053014i,0.0012033+0.0010585i,0.0012521+0.00046987i,0.0016891+0.00019677i,0.0012777+0.00063842i,0.0011271+0.00080407i,0.0011961+0.00085473i,0.00046533+0.00092068i,-0.0001816+0.00082526i,-0.00031137+0.00065101i,-0.00037645+0.00061764i
0.00025006+0.00074732i,0.00040245+0.0002026i,0.0006731-0.00045777i,0.00071695-0.00068053i,0.0005358-0.00037459i,-0.00019287-0.00022583i,-0.00083679+0.00010779i,-0.00073026-0.00017912i,-0.00017187-0.00095378i,0.00024021-0.0010405i,0.0004403-0.00036484i,0.0014167+0.00022427i,0.0015974+0.00091586i,0.0001792+0.0022076i,0.00032919+0.002637i,0.00093165+0.0017128i,0.00068863+0.00092737i,0.00092382-0.0001215i,0.0011218-0.00075237i,0.00033988+0.00011114i,-0.00018755+0.0011294i,0.00030347+0.0011122i,-0.00014962+0.00086114i
0.00011169-0.0015249i,0.00039048-0.0010774i,-0.0010248-0.00019999i,-0.0013169+0.00033871i,-0.0013832+0.0010782i,-0.00065081+0.00064621i,0.0010369-0.00036576i,0.00097097+0.00020132i,1.0365e-05+0.00039181i,-0.0010957+1.9611e-05i,-0.00078846+0.00026984i,0.00074178+0.00024758i,0.0012845-0.00046724i,0.0010883-0.00020628i,0.0011914+0.00077284i,0.0015027+0.0013396i,0.0017399+0.0011517i,0.0013822+0.00057743i,0.0011205-0.00016688i,0.00034502-0.000682i,0.00014802-0.00065887i,0.00048695-0.0006758i,0.00018941-0.0012572i
-0.0019166-0.0013369i,-0.0024547-0.00084601i,-0.0029862-0.00081767i,-0.0029427-0.00021509i,-0.0025229+5.6843e-05i,-0.0018895+0.00026038i,-0.00080051-6.8848e-05i,0.00021645-0.00078979i,-0.0002369+7.1066e-05i,-0.0004923+0.0011403i,-0.0002458+0.0015355i,1.0334e-05+0.00079299i,0.0006992+0.00043098i,0.00054948+0.00045057i,0.00049027+1.2765e-05i,0.0011482+0.00051993i,0.0016965+0.00064228i,0.00144-0.00017495i,0.00049323-0.00027087i,-0.00049461-9.0749e-05i,-0.00081042-4.5464e-05i,-0.0005852+0.00026636i,-0.00045363+8.4529e-05i
0.00087166+0.00063152i,0.0014713+0.0007498i,0.0015327+0.00063423i,0.00091163+1.4999e-06i,0.00080902+0.00028638i,0.00053866+0.00025201i,3.7477e-06-0.00065049i,-0.00048032-0.00052973i,-0.0016055-8.4653e-05i,-0.0018499+3.9881e-05i,-0.0014164+0.00037578i,-0.00049496+0.0010068i,0.00092089+0.00097937i,0.0017253+0.00069847i,0.001247+0.0011681i,0.00083445+0.0013102i,0.0011094+0.0011971i,0.0010293+0.0012662i,0.00025803+0.0015937i,-0.0010374+0.0011514i,-0.0011986-3.237e-05i,0.00020156-0.00051363i,0.00095649+0.0003057i
0.00029122-0.00070748i,-4.0743e-05-0.0014542i,-0.0011391-0.0015024i,-0.0011789-0.00084243i,-0.0016341-0.00030695i,-0.0018621+6.2415e-05i,-0.0013586-0.00028016i,-0.0017123-0.00077724i,-0.0018145-0.00088263i,-0.0014321-0.00022153i,-0.00074208+0.00055447i,-0.00029459+0.0012143i,0.00018124+0.0014738i,0.00097454+0.0012606i,0.0020869+0.0013968i,0.0026989+0.0013046i,0.002337+0.00075843i,0.0014682+0.00048728i,0.00046212+0.00011544i,0.00073576-8.9094e-06i,0.001172+5.2035e-05i,0.00017623+0.00036526i,-0.00050527+0.00051919i
0.00058293-3.3737e-05i,-0.0001696+0.00046806i,-0.00028952+0.0005184i,-0.00024156-0.00045188i,-0.00023172-0.00067608i,-4.5134e-05-0.00015433i,0.00053869-0.00034216i,-8.3219e-05-0.00058376i,-0.00092787-0.00098208i,-0.00076453-0.00022438i,-0.00049538+0.00064523i,0.00032574+0.00088111i,0.0013228+0.0012071i,0.0017094+0.0013493i,0.0014149+0.0013471i,0.00056645+0.00075106i,0.00017196+5.6161e-05i,0.00061836+0.00021921i,0.00070161+0.0005683i,0.00014942+0.00015065i,-0.00036933-0.00012245i,-0.00066337-5.0696e-05i,0.00037277+0.00061445i
-0.001782-0.0015858i,-0.0013537-0.0010805i,-0.0015105-0.0008136i,-0.002755+0.00042729i,-0.0029965+0.0013757i,-0.0018156+0.001537i,-0.0012264+0.0010009i,-0.0012786-0.00023145i,-0.0011562-0.00058511i,-0.0008767-0.00017159i,-0.0012228-3.8231e-05i,-6.6967e-05+0.00015704i,0.0011617+0.00096352i,0.0013066+0.00096115i,0.0016034+0.000152i,0.0018568+0.0001396i,0.0015139+0.00016327i,0.00090245-7.7611e-05i,0.0001797-0.00017813i,-0.00010265-9.2815e-06i,-0.0002809-0.0004129i,1.2101e-05-0.00059591i,-6.0682e-05-0.00050603i
0.002141+0.00065i,0.0013257+0.00022493i,0.0011275-6.7143e-05i,0.0011053-0.0013128i,0.0014545-0.0018675i,0.00060766-0.0013509i,-0.00039842-0.0009556i,3.64e-05-0.0005035i,-0.00062133+4.5087e-05i,-0.0014503-9.1652e-06i,-0.00062757-0.00022161i,-0.00036176+0.00093822i,-0.00045284+0.0012905i,-0.00010805+0.00061567i,0.000137+0.00041025i,0.0001448+0.00046092i,0.00085741+0.00074121i,0.001303+0.001013i,0.00080976+0.00017477i,0.00046727+0.00039074i,0.00047621+0.00085802i,0.00034769+0.00020756i,0.00028993-0.00017076i
0.00095415+0.00023134i,0.00096989-0.00062982i,0.00092923-0.0015079i,0.0011698-0.0013496i,0.00033131-0.000632i,-0.00026315+0.00024006i,-0.00058182+0.00049335i,-0.00054758-0.00018913i,-0.00015645-0.000773i,-0.00059946-0.00047397i,-0.00057785+0.00057303i,0.0004603+0.00014771i,0.001525-0.00025339i,0.0016678+0.0010647i,0.0012925+0.0014202i,0.00046647+0.0014585i,-0.00012819+0.0011311i,-0.00018743+0.00040587i,7.2586e-05-0.00026736i,0.00069337-0.00068845i,0.00074854-0.00053414i,0.00065065-0.00050984i,-0.00013529-0.00042678i
0.001096+6.8628e-05i,6.162e-05+0.00036022i,0.0018798+0.00049647i,0.0017814-6.6005e-05i,0.00064004-0.00070421i,0.00057008-0.00065435i,0.00040062-0.0012224i,0.00072538-0.0011835i,0.00065998-0.00036215i,-0.00029802-0.00034923i,-0.00033664+4.0775e-05i,0.00014858+0.00038557i,0.00026435+0.00038354i,0.00040394+0.00051498i,0.0012625+0.00025388i,0.0012429-4.2554e-05i,0.00016722+0.00018349i,0.00017405+0.00042969i,0.00039076+0.00019712i,0.00026087-0.00047334i,0.00061272-0.0005774i,0.00085225-0.00039623i,0.0012288-0.00034858i
-0.0022616-0.00056654i,-0.001641+0.00026601i,-0.0020742+0.0021407i,-0.001901+0.0027209i,-0.00041102+0.0021952i,0.0004289+0.00054381i,0.00020991-0.0006929i,-0.00070915-0.00056818i,-0.0013138-5.2115e-05i,-0.00096099+0.00071496i,-0.00035243+0.0010565i,0.00022131+0.0011015i,0.0009248+0.00097688i,0.0015263+0.0011099i,0.0012651+0.0010335i,0.00065397+0.00037496i,-0.00019771+0.00020845i,-0.00018081+0.00019205i,0.00059706+8.4332e-05i,0.00045346+0.00035345i,-5.0715e-06-4.3809e-05i,3.5778e-05-0.00053481i,-0.00016152+0.00066025i
0.0015413+0.00033767i,-0.00041401-0.00016878i,-0.0016722-0.0013903i,-0.0015302-0.0012206i,-0.0020092-0.00078231i,-0.0017285-0.00081438i,-0.00044582-0.0007021i,-0.0005354-0.00077815i,-0.0017357-0.00057081i,-0.0023828+2.5065e-05i,-0.001883+0.0010097i,-0.00042735+0.001125i,0.00096464+0.00084441i,0.0012868+0.00085491i,0.0015361+0.00053433i,0.0016838-2.0483e-05i,0.00088641+0.000735i,0.00017474+0.00070772i,-0.00021833+8.3865e-06i,-0.00032045+0.00021123i,-8.8739e-05+0.00024127i,0.00025464+0.00033686i,0.00020534+0.00079334i
-0.00015994+0.00099139i,-0.00020972+0.00022434i,0.00058959+0.00094892i,0.0012247+0.00032171i,0.00073933-0.00090628i,-0.00020767-0.0017123i,-0.00052616-0.0018646i,-0.00038654-0.0013775i,-0.0004453-0.00065335i,-0.00075211-0.00059688i,-0.00040391+7.0199e-05i,-0.00022911+0.00083513i,0.00011599-0.00012897i,0.00079256+5.1574e-05i,0.0014222+0.001042i,0.0011583+0.0016212i,3.4922e-05+0.0014272i,-0.0001471+0.00042441i,6.4937e-05-0.00037136i,0.00089115-0.00057139i,0.0017694-0.00016673i,0.00076205-4.6046e-05i,1.0387e-05+0.00020803i
0.0021228-0.00047367i,0.0016882-4.6524e-06i,0.0011929-0.00036855i,0.001067-0.00083746i,0.00070067-0.0007041i,1.7386e-05-0.00051115i,-0.00060515-5.5883e-05i,-0.00086426+0.00039091i,-0.0012743+0.00027242i,-0.0015056+0.00040319i,-0.00086348+0.00055421i,4.7507e-05+0.00097253i,6.5663e-05+0.0015413i,-0.00016675+0.0018858i,0.00037185+0.0013219i,0.0011126+0.00025226i,0.0018814+0.00020349i,0.0018005+0.00015894i,0.0010803-0.00064334i,0.00014778-0.00096704i,-0.0005274-0.00069338i,-0.00067453-0.00074216i,-3.9931e-05-0.00085666i
-1.9988e-05-0.0012479i,0.00011675-0.0012859i,-0.0007477-0.0008741i,-0.0023797-0.00074815i,-0.0031027-0.000477i,-0.0019264-0.00026912i,-0.00031757+0.00033439i,-0.00037919+0.000153i,-0.0010603+5.9659e-05i,-0.00087648+0.0002351i,-0.00019762+0.0002724i,0.00059961+0.00028467i,0.0015786+0.00012609i,0.0015348+0.00085879i,0.00092054+0.00089586i,0.00082713+0.0003385i,0.00073527-0.00074967i,0.00035037-0.0015953i,7.6749e-05-0.0019312i,0.0003343-0.0016967i,0.00014898-0.0010226i,0.00035685-0.00028147i,0.00029715+0.00057628i
0.0014791+0.00062324i,0.00082469+0.00058482i,0.0021942-0.00062628i,0.0022422-0.0014189i,0.001373-0.00043883i,8.1734e-05+0.00014898i,-0.00014543-0.00061028i,0.00022453-0.00070679i,-0.00013953-0.00042573i,-0.0015928-0.00042268i,-0.0017535+0.00050944i,-0.00019412+0.0016101i,0.00017026+0.0015768i,0.00064301+0.0012501i,0.00074891+0.0016445i,-0.00037468+0.0017064i,-9.121e-05+0.0011143i,0.00048394+0.00080245i,0.00015753-0.00013559i,-0.00019308-0.00056942i,0.0002899-0.00012233i,0.00040173+0.00027682i,0.00054518+0.00071775i
