-0.0021318+0.00031859i,-0.0032448+0.0006639i,-0.00294+0.00097697i,-0.0012077+0.00066488i,-0.0013962+0.0008604i,-0.0018557+0.0010071i,-0.0013218+4.9983e-05i,0.00029365-0.00027296i,0.001168-0.00027374i,0.0011325-0.00011396i,0.00083393-2.3671e-06i,0.00042983-7.8309e-05i,0.00081806+0.00016087i,0.00044199+0.00044015i,-0.00031119+0.0003325i,-0.00069588+0.0002849i,-0.00085375+7.9266e-05i,-0.00074209-0.00020188i,-0.00030947+3.577e-06i,0.00010025+0.00053543i,0.00044647+8.759e-05i,9.4984e-05-0.00032761i,-0.00013375-0.00022422i
0.012344-0.019047i,0.027308-0.044811i,0.035623-0.068369i,0.0085767-0.060624i,-0.024493-0.017927i,-0.025288+0.01083i,-0.01743+0.0075842i,-0.012155-0.0039881i,-0.004695-0.0087067i,0.0011476-0.0049422i,0.0077998+0.0039739i,0.010647+0.0057255i,0.0033205-0.0025596i,-0.0048499-0.006254i,-0.0062726-0.0010754i,-0.0025002+0.00739i,0.00052413+0.01294i,-0.0020401+0.012395i,-0.0068081+0.0084924i,-0.0092634+0.0040676i,-0.0081321+0.0022055i,-0.0043856+0.0022847i,-0.00061812-0.0003786i
0.027939-0.0038287i,0.057971-0.012023i,0.068914-0.016919i,0.029707-0.019865i,-0.025587-0.017723i,-0.034945-0.0019294i,-0.015314+0.0027914i,-0.0071101-0.0016514i,-0.0058753+0.00016411i,-0.0038776+0.0032757i,-0.0038925+0.0037075i,-0.0018553-0.0020157i,-0.0029914-0.012588i,-0.010101-0.015308i,-0.01609-0.010307i,-0.016335-0.0036917i,-0.0093787+0.0031717i,3.5788e-05+0.0077379i,0.0074464+0.010553i,0.011845+0.011104i,0.012624+0.0091228i,0.010352+0.0066729i,0.0054413+0.0032423i
0.01765+0.020962i,0.040221+0.048668i,0.039093+0.055012i,-0.004785+0.0266i,-0.047541-0.0020678i,-0.047089-0.0066425i,-0.014712-0.0029529i,0.0031735+0.0037039i,0.0023518+0.011056i,-0.0038389+0.0075057i,-0.013819-0.0016361i,-0.013984-0.008705i,-0.0015604-0.016611i,0.0065028-0.020931i,0.0049501-0.017877i,-0.00020984-0.012136i,-0.0043598-0.009752i,-0.0079526-0.012585i,-0.012429-0.012005i,-0.014376-0.003968i,-0.010905+0.0018144i,-0.0062199+0.0033126i,-0.0039717+0.0036479i
-0.0041722+0.032488i,-0.014606+0.067593i,-0.022249+0.074711i,-0.028674+0.022224i,-0.038667-0.031841i,-0.035254-0.037009i,-0.0070747-0.016826i,0.016487-0.0028229i,0.016277+0.004164i,0.0059683+0.0016665i,-0.0064974-0.0032914i,-0.0078185-0.0020482i,0.005444-0.0016859i,0.013871-0.0050135i,0.0096642-0.0088337i,-0.00038763-0.010747i,-0.0099349-0.010077i,-0.010944-0.011138i,-0.0047962-0.015186i,-1.4177e-05-0.01704i,0.0012057-0.013302i,0.00081881-0.0058048i,0.0018296+0.00037714i
-0.028816+0.013239i,-0.064005+0.024601i,-0.074289+0.020694i,-0.032392-0.017609i,0.0079236-0.058961i,0.016215-0.053397i,0.017353-0.022905i,0.021557-0.0075097i,0.020687-0.0074374i,0.015366-0.014156i,0.0060697-0.01907i,0.00067951-0.013322i,0.007261-0.0052009i,0.014384-0.004544i,0.017234-0.0071695i,0.015749-0.0085913i,0.0074827-0.0062252i,-0.0026646+8.701e-05i,-0.0092895+0.0047825i,-0.012046+0.0052577i,-0.011495+0.0044502i,-0.0082974+0.0039679i,-0.0037827+0.0027188i
-0.034638-0.014673i,-0.065299-0.035863i,-0.076211-0.065321i,-0.028414-0.083712i,0.04138-0.089349i,0.053817-0.067042i,0.029051-0.025259i,0.016587-0.008482i,0.016511-0.013581i,0.020662-0.020353i,0.02262-0.023964i,0.017268-0.014908i,0.012464+0.0054507i,0.011309+0.020498i,0.012853+0.023355i,0.015436+0.016632i,0.018367+0.0067305i,0.021234+0.00093131i,0.020559-0.0056083i,0.014784-0.012913i,0.0065559-0.013775i,0.0010266-0.01095i,-0.00069114-0.0094799i
-0.015143-0.036661i,-0.026422-0.077895i,-0.0071736-0.11029i,0.041581-0.10184i,0.077177-0.067983i,0.074522-0.047546i,0.040273-0.027554i,0.013067-0.012239i,0.0093617-0.011192i,0.01689-0.01205i,0.020053-0.012201i,0.010839-0.0063334i,-0.0026549+0.0070233i,-0.0084165+0.014422i,-0.0044443+0.013921i,0.0039369+0.0075638i,0.010842-0.0032254i,0.014297-0.0077028i,0.016544+0.0001397i,0.018818+0.0079885i,0.015451+0.0051335i,0.0054321+0.00026513i,-0.0035603-6.6591e-05i
0.019855-0.034657i,0.050049-0.073865i,0.073386-0.072116i,0.074105-0.017712i,0.053108+0.018723i,0.027912+0.009535i,0.0051245-0.0077236i,-0.004302-0.0057683i,0.0023394+0.0017754i,0.014052+0.0089956i,0.022028+0.012868i,0.019213+0.010077i,0.0070681+0.0069041i,-0.0051511+0.0082244i,-0.011415+0.014507i,-0.012198+0.017264i,-0.012141+0.006936i,-0.011983-0.0073556i,-0.0067241-0.012439i,0.00077736-0.011705i,0.0025684-0.010298i,-0.00043942-0.0078935i,-0.0029958-0.0040274i
0.044228-0.0056608i,0.10335+0.00084949i,0.13346+0.020042i,0.096376+0.06233i,0.036344+0.09316i,-0.0057579+0.0735i,-0.02103+0.029857i,-0.015847+0.0083658i,-0.0015048+0.011936i,0.01037+0.025668i,0.016936+0.034358i,0.015975+0.026788i,0.0027226+0.0078522i,-0.018089-0.0083551i,-0.035825-0.0091699i,-0.039736+0.00062673i,-0.032165+0.0096405i,-0.022876+0.016022i,-0.011764+0.0216i,0.0027887+0.021186i,0.012302+0.013596i,0.012724+0.0080109i,0.010027+0.0069029i
0.03106+0.032451i,0.062414+0.085454i,0.081081+0.1285i,0.059136+0.13461i,0.022607+0.12868i,-0.00049479+0.11002i,-0.012492+0.071588i,-0.007172+0.037665i,0.0021109+0.023218i,0.0031632+0.02259i,0.0052602+0.022772i,0.010143+0.011976i,0.010392-0.0071938i,0.0033774-0.022597i,-0.0070511-0.024416i,-0.011554-0.012079i,-0.0064268+0.0042836i,-0.0027178+0.013472i,-0.008091+0.014235i,-0.012347+0.011846i,-0.0080182+0.0079459i,-0.00032738+0.0015093i,0.0035013-0.0038294i
-0.0052145+0.052361i,-0.021686+0.10038i,-0.03303+0.13153i,-0.018783+0.098592i,0.0061037+0.040161i,0.029569+0.030063i,0.036667+0.041199i,0.028069+0.032308i,0.014748+0.018103i,-0.0022953+0.013795i,-0.012466+0.013785i,-0.0082605+0.010448i,0.0046852+0.00059159i,0.010371-0.014015i,0.0015644-0.027545i,-0.0046992-0.032107i,0.0039438-0.025777i,0.01754-0.015534i,0.019716-0.0049052i,0.0125+0.0047622i,0.0087048+0.0063635i,0.0081397+0.0012037i,0.0063554-0.0027933i
-0.047786+0.024422i,-0.10528+0.056281i,-0.15751+0.064918i,-0.14356+0.034508i,-0.057468-0.022833i,0.014674-0.052298i,0.043462-0.029879i,0.044685-0.0044346i,0.027644-0.00092245i,-0.00059464-0.0052321i,-0.023723-0.0057242i,-0.024743-0.00013577i,-0.0019082+0.0013337i,0.023721-0.013403i,0.033945-0.03552i,0.028557-0.048371i,0.015424-0.048054i,0.0013049-0.03947i,-0.012354-0.027361i,-0.020844-0.012824i,-0.019987+0.00052501i,-0.014861+0.0062426i,-0.011623+0.00478i
-0.058411-0.024619i,-0.13112-0.042584i,-0.17695-0.054522i,-0.16135-0.054456i,-0.11763-0.056695i,-0.064091-0.080854i,-0.017498-0.083743i,0.0079935-0.051404i,0.012226-0.021878i,0.0032111-0.01022i,-0.0091989-0.0035602i,-0.015152+0.0082936i,-0.0039055+0.020526i,0.018848+0.021592i,0.031873+0.0093893i,0.026163-0.0053541i,0.0086454-0.012501i,-0.0048795-0.013824i,-0.0043929-0.015596i,-0.00050936-0.015169i,0.00096318-0.0067355i,0.0041227+0.0034412i,0.0058219+0.0055273i
-0.015018-0.053817i,-0.034637-0.12071i,-0.058386-0.13276i,-0.063358-0.052308i,-0.056878+0.027855i,-0.059215+0.027674i,-0.060808-0.018406i,-0.043122-0.028917i,-0.013949-0.011279i,0.0041767-0.0055981i,0.0021758-0.0082456i,-0.0088916-0.0029571i,-0.011449+0.010485i,0.0034937+0.020803i,0.026371+0.019059i,0.037571+0.013488i,0.028291+0.015371i,0.0078552+0.020864i,-0.0075939+0.020122i,-0.01096+0.013209i,-0.0071858+0.0089835i,-0.00096064+0.0082096i,0.0042416+0.0080104i
0.030631-0.050677i,0.073273-0.11523i,0.082649-0.16457i,0.041968-0.11368i,0.01121+0.011401i,-0.0021562+0.086067i,-0.028667+0.066115i,-0.04606+0.031097i,-0.026474+0.022316i,0.0043746+0.01042i,0.016545-0.0068492i,0.011641-0.01145i,0.0030206+0.0038868i,0.0050829+0.030595i,0.019258+0.050192i,0.032177+0.051969i,0.035988+0.039272i,0.033835+0.020198i,0.032191+0.00066371i,0.027733-0.012669i,0.019119-0.016736i,0.012783-0.015623i,0.009043-0.012734i
0.049899-0.010361i,0.11416-0.025367i,0.1601-0.065477i,0.1418-0.095772i,0.11474-0.052023i,0.11596+0.019372i,0.082374+0.04879i,0.024098+0.045362i,7.4489e-05+0.037145i,0.0056218+0.023571i,0.010544+0.0054992i,0.0087294-0.0084823i,-0.0027392-0.010619i,-0.01862+0.0014262i,-0.023941+0.017571i,-0.015601+0.021569i,-0.0030637+0.011613i,0.0048539+0.0018098i,0.0063529+0.0056212i,0.0066962+0.012106i,0.00481+0.0088013i,-0.0002261+0.0053413i,-0.0013641+0.0068171i
0.042716+0.042941i,0.088351+0.074896i,0.10839+0.076436i,0.075433-0.00055986i,0.024663-0.093957i,0.029665-0.089912i,0.060708-0.032531i,0.05092+0.0022272i,0.022424+0.013185i,0.0093294+0.012171i,0.011385+0.003366i,0.01719-0.013796i,0.011324-0.028692i,-0.010209-0.02115i,-0.029466+0.0018282i,-0.035656+0.017934i,-0.034237+0.016248i,-0.02734+0.00091173i,-0.014374-0.014996i,-0.0046627-0.022835i,-0.0047869-0.019855i,-0.0090215-0.010019i,-0.0092239-0.002089i
-0.0010457+0.065555i,0.016395+0.14551i,0.032479+0.16999i,0.017935+0.095173i,-0.034708-0.0096743i,-0.080122-0.06302i,-0.045742-0.051017i,0.0071415-0.029815i,0.0075307-0.018497i,-0.00602-0.0013155i,-0.00031507+0.010565i,0.011421+0.0084676i,0.0058717-0.0037274i,-0.022188-0.01317i,-0.049236-0.0077069i,-0.0561+0.0051078i,-0.046248+0.015367i,-0.029731+0.02389i,-0.013918+0.033662i,-0.0039965+0.03865i,-0.00069503+0.032678i,0.00049318+0.024728i,0.0030187+0.018941i
-0.057258+0.039963i,-0.1038+0.10299i,-0.088961+0.17012i,-0.031898+0.19321i,-0.053749+0.17452i,-0.11912+0.13975i,-0.10626+0.089844i,-0.040361+0.029736i,-0.012414-0.005974i,-0.013414-0.0057527i,-0.0070729+0.0064628i,0.0045349+0.013508i,0.013868+0.0062518i,0.016122-0.012308i,0.010512-0.02578i,0.0061559-0.02284i,0.0099042-0.010534i,0.013678-0.0042677i,0.0026871-0.0096294i,-0.015645-0.012436i,-0.01912-0.0036458i,-0.01299+0.0029039i,-0.0098644+0.0027418i
-0.064049-0.018535i,-0.12491-0.036855i,-0.13898-0.011654i,-0.054214+0.061941i,0.039852+0.12405i,0.040636+0.14111i,0.002342+0.1072i,-0.0061053+0.045744i,-0.0044254+0.0044245i,-0.0044305-0.0004387i,-0.00026505+0.01345i,0.0072828+0.030348i,0.020185+0.032294i,0.026855+0.0096951i,0.019297-0.019008i,0.010293-0.035793i,0.009462-0.040478i,0.017502-0.029534i,0.029872-0.0066608i,0.035503+0.012421i,0.029762+0.015792i,0.019362+0.007811i,0.010681+0.001654i
-0.037765-0.05912i,-0.086124-0.11114i,-0.13762-0.12382i,-0.10692-0.062423i,0.027988-0.01575i,0.12335-0.029825i,0.094222-0.034797i,0.034563-0.017467i,0.01455-0.0094354i,0.0071881-0.00822i,-0.004227+0.0015751i,-0.0087687+0.015482i,0.0029708+0.017115i,0.020436-0.0049418i,0.023405-0.034343i,0.012298-0.050578i,-0.0014037-0.052429i,-0.018966-0.04377i,-0.037168-0.029176i,-0.040263-0.016231i,-0.02873-0.0096207i,-0.019587-0.0061167i,-0.015764-0.0023301i
0.020196-0.059637i,0.010863-0.11904i,-0.036649-0.16731i,-0.10593-0.18631i,-0.11506-0.21596i,-0.050246-0.25903i,-0.016625-0.22323i,-0.017257-0.11503i,-0.0059165-0.039277i,0.0033056-0.015374i,-0.0015993-0.0058342i,-0.01272+0.0030009i,-0.013364+0.012274i,-0.00071641+0.019447i,0.0081507+0.021225i,0.0035006+0.018712i,-0.0069548+0.0167i,-0.0058966+0.016475i,0.015579+0.0080009i,0.034316-0.0099638i,0.029583-0.021244i,0.015557-0.02151i,0.0062071-0.019505i
0.05962-0.0088557i,0.11423-0.028626i,0.11051-0.032217i,0.014318-0.028496i,-0.10071-0.063709i,-0.14885-0.10815i,-0.12537-0.10943i,-0.074335-0.065822i,-0.030104-0.025331i,-0.011609-0.012113i,-0.015955-0.010798i,-0.024808-0.0092575i,-0.024014-0.0011964i,-0.013548+0.010258i,0.0011226+0.016038i,0.014911+0.016046i,0.021297+0.01795i,0.0082724+0.025451i,-0.018824+0.035738i,-0.034467+0.035915i,-0.030453+0.023043i,-0.020982+0.0093124i,-0.01474+0.0039707i
0.044902+0.027817i,0.1109+0.039087i,0.1469+0.0042567i,0.082006-0.020715i,-0.030328+0.053728i,-0.090809+0.13477i,-0.077041+0.11753i,-0.040578+0.063074i,-0.013727+0.032511i,-0.00056097+0.0091729i,-0.0037163-0.0098304i,-0.0067739-0.011156i,-0.003254-6.8249e-05i,0.0068393+0.014485i,0.023417+0.023232i,0.03859+0.021148i,0.047794+0.012438i,0.049988-0.0055174i,0.04403-0.030779i,0.030129-0.042069i,0.014511-0.033369i,0.0039644-0.021158i,-0.00074972-0.013563i
-0.00015666+0.027122i,0.026302+0.059198i,0.096657+0.06418i,0.18449+0.047865i,0.23286+0.088366i,0.23856+0.16277i,0.19743+0.15298i,0.12104+0.082333i,0.061403+0.033969i,0.030477+0.0097505i,0.011029-0.0023405i,0.0036105-0.0066659i,-0.0017708-0.012106i,-0.012704-0.014972i,-0.017883-0.015706i,-0.013327-0.01808i,-0.0095819-0.019302i,-0.011673-0.0099491i,-0.013308+0.02021i,-0.0063426+0.047996i,0.0035021+0.049533i,0.0087511+0.035992i,0.012128+0.021754i
-0.025552+0.021833i,-0.061253+0.041724i,-0.08447+0.055617i,-0.039548+0.037551i,0.074252-0.0046363i,0.16916-0.03018i,0.18042-0.024436i,0.13207-0.011907i,0.077948-0.011508i,0.04048-0.017867i,0.021254-0.01855i,0.015081-0.017611i,0.0099034-0.017866i,0.0029941-0.01576i,-0.0018736-0.0076106i,-0.0044793+0.0042161i,-0.0059504+0.0096858i,-0.0089262-0.0040537i,-0.014546-0.032546i,-0.018251-0.048547i,-0.014529-0.039127i,-0.0040726-0.022722i,0.0042588-0.015052i
-0.01141+0.02225i,-0.030357+0.052579i,-0.046695+0.086253i,-0.047347+0.055659i,-0.049404-0.071734i,-0.057294-0.17774i,-0.032282-0.15754i,0.0086535-0.093244i,0.017033-0.057137i,0.012203-0.029529i,0.016949-0.01286i,0.011791-0.010135i,-0.0033663-0.0058119i,-0.016379+0.0061668i,-0.022802+0.02537i,-0.021591+0.042024i,-0.017937+0.05007i,-0.0041543+0.056156i,0.022327+0.058716i,0.040601+0.04734i,0.03808+0.026872i,0.027688+0.01019i,0.020803+0.00073213i
-0.016773+0.020818i,-0.036974+0.054748i,-0.07162+0.096655i,-0.13384+0.11104i,-0.22324+0.086982i,-0.26369+0.058342i,-0.19921+0.044246i,-0.10166+0.019415i,-0.043752+0.0018973i,-0.011419+0.0058546i,0.0044993+0.0027043i,0.0019502-0.00072172i,0.003705+0.0017836i,0.013285+0.00011366i,0.019004+0.0014843i,0.019457+0.0048186i,0.017985+0.00013073i,0.0070484-0.012662i,-0.022078-0.024701i,-0.049995-0.022618i,-0.050019-0.011463i,-0.034237-0.0062434i,-0.023453-0.0034647i
-0.020851+0.0029717i,-0.019957-0.01178i,-0.00035137-0.040253i,0.017555-0.058739i,0.00016422-0.017952i,-0.030178+0.068545i,-0.034262+0.10162i,-0.029045+0.066532i,-0.019332+0.040627i,0.0040462+0.031778i,0.01546+0.017298i,0.0090457+0.0098786i,0.0050653+0.010626i,0.002318+0.010221i,-0.0052504+0.0068813i,-0.016087-0.0005236i,-0.022322-0.0054283i,-0.0079668-0.0015516i,0.026029+0.0022997i,0.050205-0.0013726i,0.043654-0.0055104i,0.024067-0.0032083i,0.011925+0.00053683i
-0.03362-0.020567i,-0.078114-0.052288i,-0.10411-0.08245i,-0.038147-0.068361i,0.11749-0.0089233i,0.2229+0.017636i,0.17405+0.0089503i,0.076865+0.019268i,0.042923+0.027629i,0.031834+0.01401i,0.010845+0.0052984i,0.0042057+0.00069515i,0.0052262-0.011899i,-0.003829-0.029522i,-0.026025-0.045061i,-0.050576-0.046881i,-0.062174-0.038092i,-0.070214-0.021683i,-0.076537+0.0069979i,-0.063629+0.032679i,-0.035689+0.034274i,-0.015681+0.022072i,-0.0071983+0.016011i
-0.023812-0.051772i,-0.067419-0.10917i,-0.10058-0.15424i,-0.053722-0.15829i,0.050089-0.17205i,0.089015-0.1963i,0.041438-0.15915i,0.013299-0.072328i,0.02364-0.025625i,0.017035-0.018763i,0.0081939-0.0088725i,0.012552-0.0026708i,0.013611-0.0011152i,0.0057458+0.0012916i,-0.0071373+0.001423i,-0.014567+0.0051185i,-0.011049+0.011155i,0.0041984+0.0075531i,0.025785-0.017316i,0.031443-0.048618i,0.020211-0.052109i,0.013952-0.033804i,0.012917-0.02012i
0.0041006-0.028871i,-0.0038598-0.033673i,-0.012883+0.018687i,-0.0043182+0.10751i,-0.0011665+0.12405i,-0.044557+0.054412i,-0.079387+0.012614i,-0.044451+0.0051191i,-0.0071609-0.010249i,-0.0032934-0.0073582i,0.0044396+0.0047339i,0.012863+0.0030699i,0.009923-0.0064369i,-0.000787-0.018552i,-0.0093071-0.022794i,-0.0040191-0.021145i,0.0027615-0.021849i,-0.0041344-0.014576i,-0.012656+0.010888i,-0.0076784+0.033318i,-0.0014493+0.032911i,-0.001092+0.022892i,0.00037861+0.014715i
0.041071-0.03548i,0.092813-0.090527i,0.11075-0.12732i,0.025812-0.079786i,-0.11003+0.050575i,-0.15413+0.1741i,-0.093653+0.17279i,-0.038798+0.085441i,-0.021652+0.035624i,-0.0022954+0.025521i,0.010737+0.012755i,0.010824+0.007965i,0.019375+0.0079103i,0.037554-4.5659e-05i,0.054575-0.012935i,0.06192-0.029924i,0.056009-0.04854i,0.041427-0.062921i,0.017624-0.071917i,-0.011086-0.063651i,-0.022558-0.036278i,-0.015962-0.013957i,-0.0094314-0.0070555i
0.07484-0.012679i,0.18365-0.024682i,0.25139-0.061167i,0.19306-0.079736i,0.10962-0.02416i,0.11984+0.04051i,0.14+0.03037i,0.08174+0.0038643i,0.030325+0.017632i,0.028612+0.02592i,0.021397+0.016697i,0.0040911+0.013454i,-0.0058112+0.010351i,-0.008329+0.0074067i,-0.0027282+0.0019415i,-0.0014467-0.011298i,-0.0085918-0.019658i,-0.0091689-0.010423i,0.0085025+0.013751i,0.035725+0.029216i,0.043467+0.024164i,0.029059+0.01779i,0.014748+0.016301i
0.060566+0.031968i,0.10155+0.040338i,0.084047-0.023041i,-0.0083452-0.12025i,-0.059196-0.15064i,-0.0016877-0.14386i,0.042485-0.13946i,0.027463-0.083989i,0.027308-0.017373i,0.026888+0.00027196i,0.008238+0.0054187i,0.004807+0.012317i,0.013965+0.0088855i,0.024252-0.0023505i,0.025202-0.016686i,0.016663-0.020846i,0.014024-0.018381i,0.011375-0.021821i,-0.0039215-0.019977i,-0.017648-0.006346i,-0.018625+0.0022023i,-0.013736-0.00036422i,-0.010323-0.0026748i
0.0053237+0.12461i,0.034259+0.24063i,0.10149+0.30196i,0.16332+0.20696i,0.13093+0.0069522i,0.0029521-0.12695i,-0.071292-0.1138i,-0.028391-0.052884i,0.013706-0.032921i,0.0053241-0.01925i,0.00069227-4.8124e-05i,0.0029731+0.0024744i,-0.0028522+0.0054401i,-0.008767+0.019698i,-0.0088004+0.03447i,0.0029998+0.042478i,0.023091+0.039126i,0.037827+0.030676i,0.045939+0.019225i,0.045203-0.00089903i,0.031681-0.016434i,0.01748-0.015335i,0.010645-0.0067254i
-0.12679+0.095687i,-0.23412+0.21698i,-0.25345+0.33711i,-0.13116+0.35659i,-0.010875+0.28768i,-0.012474+0.23573i,-0.026367+0.19489i,0.0070323+0.10804i,0.015536+0.028113i,-0.0021116+0.0062245i,-0.0090227+0.0050311i,-0.0071784-0.001751i,-0.00045507-0.016498i,0.0010157-0.036893i,-0.0056797-0.04401i,-0.0015828-0.034279i,0.0098078-0.021163i,0.010287-0.0095711i,-0.0023196+0.0055216i,-0.011058+0.025261i,-0.0083936+0.035173i,-0.0066512+0.026289i,-0.0076009+0.011354i
-0.11586-0.061314i,-0.19256-0.064806i,-0.13447-0.020178i,0.037715+0.01787i,0.13702+0.034722i,0.13378+0.073193i,0.12292+0.090059i,0.085855+0.044596i,0.028005+0.015322i,0.01186+0.012052i,0.0075224-0.00049538i,-0.0038026+0.0032727i,0.0039665+0.016819i,0.019379+0.022434i,0.031074+0.023602i,0.034788+0.01843i,0.029031+0.017846i,0.02641+0.020841i,0.019312+0.011367i,0.0032958-0.0031125i,-0.0041281-0.0083372i,0.00054721-0.0053843i,0.0056537-0.0028459i
0.00034216-0.14419i,-0.086412-0.25686i,-0.23048-0.23813i,-0.2851-0.076987i,-0.15694+0.018802i,0.020962-0.022599i,0.073732-0.077125i,0.031456-0.05179i,0.013777+0.0033757i,0.021278+0.013897i,0.012089+0.0089348i,0.0076441+0.013305i,0.0092006+0.0047378i,-0.0017367-0.0094664i,-0.014752-0.015487i,-0.02108-0.0090292i,-0.018524+0.0069434i,-0.012008+0.016496i,-0.0018992+0.018212i,0.013343+0.016739i,0.020644+0.012392i,0.013298+0.0084002i,0.0025813+0.0094256i
0.1339-0.078993i,0.21151-0.22824i,0.15363-0.37687i,-0.064816-0.35591i,-0.2536-0.20516i,-0.28708-0.14007i,-0.23579-0.1223i,-0.15053-0.04463i,-0.058175+0.015886i,-0.0066248+0.020332i,0.0096106+0.012133i,0.018571+0.014438i,0.034325+0.0217i,0.057082+0.019436i,0.070362+0.010771i,0.061051+0.0041289i,0.036378-0.0013269i,0.012577-0.0042632i,-0.0060435-0.0042014i,-0.024316-0.0028002i,-0.035107-0.0016566i,-0.028552-0.0025147i,-0.013798-0.0032916i
0.066917+0.09668i,0.1357+0.16193i,0.10999+0.21322i,-0.0013872+0.23018i,-0.08102+0.19718i,-0.11144+0.16262i,-0.11285+0.15223i,-0.06064+0.12216i,-0.012261+0.066609i,-0.0028763+0.040498i,0.0089457+0.032394i,0.0098793+0.012492i,-0.0080886+0.0076394i,-0.024999+0.018474i,-0.0376+0.030083i,-0.033601+0.034i,-0.022909+0.022796i,-0.023209+0.0069333i,-0.023689-0.0059151i,-0.014173-0.013424i,-0.004851-0.011447i,-0.0059822-0.0032071i,-0.0080987+0.0025307i
-0.055208+0.065295i,-0.035632+0.11804i,0.037505+0.042094i,0.10654-0.10935i,0.12429-0.096422i,0.11933+0.056032i,0.11728+0.12805i,0.082892+0.082349i,0.026604+0.034824i,-0.00079118+0.023233i,-0.0093388+0.012491i,-0.013926+0.0079713i,0.00042514+0.006472i,0.020526-0.011092i,0.022164-0.027916i,0.011018-0.027241i,-0.00016424-0.014411i,-0.0071462+0.0053792i,-0.0073147+0.026181i,-0.0047586+0.040541i,-0.0011825+0.039626i,0.0022859+0.021854i,-0.0017099+0.0039433i
-0.050927+0.01805i,-0.090692+0.12908i,-0.037602+0.25405i,0.13804+0.21898i,0.29191+0.012624i,0.30746-0.14802i,0.22822-0.15937i,0.13001-0.10155i,0.052534-0.049164i,0.0090969-0.018247i,-0.013311+0.0026447i,-0.021579+0.016072i,-0.023768+0.030362i,-0.028002+0.054301i,-0.026497+0.068551i,-0.015854+0.061246i,-0.0038215+0.04248i,0.0025302+0.020518i,-0.00011156+0.00069478i,-0.0050312-0.015475i,-0.0019254-0.021976i,0.0046938-0.015806i,0.0042233-0.0036503i
-0.028739-0.024712i,-0.12385-0.10892i,-0.22892-0.20339i,-0.26063-0.20534i,-0.21898-0.12451i,-0.14185-0.10307i,-0.091608-0.13282i,-0.068338-0.1024i,-0.029085-0.041437i,-0.0062269-0.020132i,-0.0099416-0.01007i,-0.0085319+0.00062796i,-0.0036813-0.011848i,-0.002319-0.0448i,-0.0056979-0.06688i,-0.011929-0.057758i,-0.007297-0.033022i,0.010439-0.020353i,0.029875-0.019015i,0.038902-0.011634i,0.030642-0.0052263i,0.017213-0.0060009i,0.011415-0.0066773i
-0.013572+0.035983i,0.042156+0.022913i,0.075396+0.075664i,0.02376+0.19516i,-0.092192+0.21924i,-0.20438+0.14391i,-0.21846+0.083538i,-0.12771+0.048809i,-0.041918+0.019154i,-0.0026114+0.0044624i,0.01368-0.0036442i,0.015392-0.0084294i,0.015461+0.0053107i,0.031883+0.030523i,0.051552+0.036159i,0.046626+0.017822i,0.018575-0.008861i,-0.015172-0.022694i,-0.033019-0.016664i,-0.03397-0.0076076i,-0.027069-0.00168i,-0.01144-0.00033644i,0.0021323-0.0051282i
-0.11367-0.082352i,-0.20916-0.15513i,-0.33258-0.25104i,-0.43068-0.22726i,-0.37029-0.0022696i,-0.16582+0.19613i,-0.026051+0.20033i,-0.011428+0.12129i,-0.0082185+0.064877i,0.009726+0.023787i,0.011398-0.0034367i,0.0013147-0.010264i,-0.013636-0.014199i,-0.036065-0.026229i,-0.057056-0.035952i,-0.063263-0.030309i,-0.051655-0.012356i,-0.023218-0.0020714i,0.0031192-0.010269i,0.010491-0.018786i,0.0058131-0.013223i,-0.0010121-0.0059492i,-0.0083367-0.010416i
0.079893-0.16016i,0.18066-0.24589i,0.32481-0.26864i,0.3834-0.27597i,0.2738-0.2897i,0.14115-0.22673i,0.099291-0.12481i,0.072184-0.067465i,0.028824-0.026815i,0.014565+0.0044466i,0.013188+0.0087697i,0.0087606+0.011475i,0.024058+0.022394i,0.051947+0.029424i,0.064593+0.029912i,0.053395+0.026211i,0.030556+0.024448i,0.0096674+0.03074i,-0.0022249+0.041082i,-0.0048688+0.039299i,-0.0056836+0.024708i,-0.0069838+0.014262i,-0.0064729+0.011422i
0.17103+0.024654i,0.19087+0.02927i,0.075197+0.034791i,-0.028608-0.0080586i,0.014916-0.11796i,0.066193-0.21643i,0.027478-0.21175i,-0.0038764-0.12569i,-0.012215-0.058491i,-0.031787-0.021014i,-0.03309+0.0050162i,-0.019599+0.0062509i,-0.029889+0.0026092i,-0.063038+0.017573i,-0.078452+0.044194i,-0.047336+0.055034i,0.0024477+0.032339i,0.024215-0.0064269i,0.010425-0.028239i,-0.010612-0.023684i,-0.015286-0.010704i,-0.0095596-0.00018388i,-0.0038407+0.0097773i
0.11733+0.19432i,0.32632+0.26861i,0.56231+0.19166i,0.61127+0.039805i,0.38455-0.028525i,0.090252-0.0099528i,-0.03506+0.00068012i,-0.038747-0.025397i,-0.03387-0.033864i,-0.027325-0.011547i,-0.01882-0.000993i,-0.017657-0.0051386i,-0.0069653-0.01884i,0.018127-0.037593i,0.042551-0.049275i,0.047423-0.051652i,0.028403-0.042884i,0.0064899-0.025353i,0.0025541-0.006312i,0.011888+0.0028726i,0.019582+0.0022452i,0.02365+0.00094046i,0.02739-0.0017774i
