-0.002455-0.00017916i,-0.002806-0.0005823i,-0.0036357-0.00065688i,-0.0040839+0.00018178i,-0.0043615+0.0010293i,-0.0028252+0.0010332i,-0.0015043+0.0011204i,-0.0011432+0.0016997i,-0.00046408+0.0011829i,-0.00080648+0.0010701i,-0.0013484+0.0011559i,-0.0017242+0.0010303i,-0.0019378+0.00087028i,-0.0011797+6.9173e-05i,-0.00053968-0.00028423i,9.5555e-05-8.4665e-05i,0.00046316+0.00064555i,0.00030411+0.00095207i,-7.138e-05+0.00012558i,-0.00073436-0.00052739i,-0.00023376-0.00071042i,0.00051521-0.00063376i,-9.5901e-05-0.00089614i
0.05231+0.53877i,0.31722+0.78502i,0.66351+0.63589i,0.77896+0.19062i,0.64865-0.14224i,0.50138-0.25867i,0.32953-0.26835i,0.13404-0.16206i,0.045482-0.040735i,-0.00042479-0.030349i,-0.072973-0.037559i,-0.090018-0.0050229i,-0.048755+0.0037951i,-0.025614-0.020872i,-0.040105-0.032023i,-0.068225+0.0023179i,-0.08086+0.055124i,-0.059467+0.066924i,-0.023022+0.025331i,-0.0034687-0.021076i,0.0021823-0.032861i,0.0095908-0.023172i,0.012183-0.012041i
-0.55262-0.24366i,-0.97419-0.28721i,-1.1306-0.11872i,-0.91507+0.11881i,-0.63259+0.20827i,-0.49301+0.20494i,-0.36729+0.19326i,-0.19596+0.13671i,-0.064104+0.074205i,0.027083+0.048123i,0.089146+0.025713i,0.087422+0.006296i,0.047961+0.014351i,0.03871+0.036081i,0.064059+0.031954i,0.081459+0.0020548i,0.080526-0.0088668i,0.066112+0.012154i,0.048566+0.037135i,0.040964+0.044217i,0.030455+0.03869i,0.0095412+0.040611i,-0.0021972+0.055424i
0.47081-0.32846i,0.78434-0.54583i,0.85161-0.62178i,0.62093-0.55206i,0.36264-0.41963i,0.25931-0.28419i,0.23188-0.19389i,0.16494-0.14247i,0.06739-0.10433i,-0.022047-0.080465i,-0.079144-0.050136i,-0.066626-0.020339i,-0.030646-0.027544i,-0.04071-0.044349i,-0.05774-0.034051i,-0.040606-0.022428i,-0.0090308-0.035789i,0.010287-0.049298i,0.0016836-0.037641i,-0.026753-0.017022i,-0.04963-0.0070328i,-0.047803-0.010667i,-0.028902-0.022582i
0.091345+0.45235i,0.09154+0.64728i,0.0045241+0.55968i,-0.051413+0.34342i,-0.022227+0.20678i,-0.018456+0.085569i,-0.083477+0.011832i,-0.089587+0.023419i,-0.013618+0.024141i,0.043795+0.0075706i,0.067061+0.0054067i,0.073685+0.0044059i,0.076826+0.0047526i,0.081794+0.0053157i,0.059296+0.0023845i,0.011773+0.0037482i,-0.03491+0.0018124i,-0.061444-0.014497i,-0.049266-0.027242i,-0.0059852-0.024553i,0.037491-0.015078i,0.057431-0.0063339i,0.05187-0.0064314i
-0.45543-0.0094364i,-0.65053+0.046804i,-0.58439+0.13941i,-0.41998+0.20048i,-0.32934+0.23432i,-0.19097+0.27824i,0.009576+0.23778i,0.090305+0.12117i,0.042496+0.059131i,-0.0041922+0.050532i,-0.024243+0.036182i,-0.042818+0.014775i,-0.060314+0.0029341i,-0.060641+0.0012335i,-0.043056+0.0045969i,-0.024681+0.015552i,-0.0017803+0.029684i,0.023744+0.035759i,0.026337+0.025348i,3.6841e-05+0.015925i,-0.024494+0.021377i,-0.029819+0.028942i,-0.024343+0.038935i
0.19045-0.45343i,0.26935-0.74902i,0.25209-0.82492i,0.21214-0.69358i,0.18788-0.55262i,0.092345-0.4464i,-0.020073-0.29919i,-0.042158-0.14888i,-0.02759-0.058979i,-0.026749+0.0055194i,-0.012787+0.050325i,0.0053005+0.049876i,-0.0032153+0.035402i,-0.026452+0.04278i,-0.020013+0.055256i,0.024243+0.03773i,0.056657-0.00247i,0.04832-0.022914i,0.025826-0.011776i,0.016036-0.00048437i,0.011343-0.0072256i,0.0044363-0.019827i,0.00023179-0.026593i
0.27107+0.38732i,0.37257+0.69206i,0.28511+0.8781i,0.14898+0.85169i,0.12394+0.67782i,0.12113+0.47674i,0.055289+0.32338i,-0.000901+0.21043i,-0.006629+0.097992i,-0.003681-0.0050476i,-0.013611-0.061208i,-0.01722-0.057884i,0.013565-0.035986i,0.055455-0.053625i,0.048183-0.089362i,-0.0017317-0.088777i,-0.039993-0.060945i,-0.049675-0.04082i,-0.037317-0.031534i,-0.01272-0.02568i,0.0066694-0.023626i,0.0092011-0.025116i,0.0019496-0.025029i
-0.36282+0.065153i,-0.50654-0.053551i,-0.43513-0.32026i,-0.30853-0.47744i,-0.29116-0.36845i,-0.23939-0.19708i,-0.12228-0.14738i,-0.064946-0.12024i,-0.042223-0.026596i,0.010557+0.0522i,0.049154+0.06589i,0.034085+0.055861i,-0.0062968+0.05887i,-0.029042+0.07846i,-0.019452+0.092903i,0.00060689+0.091309i,0.014894+0.083874i,0.026275+0.068238i,0.023136+0.043815i,-0.00072748+0.034307i,-0.024659+0.043641i,-0.029995+0.051991i,-0.021164+0.05014i
0.0018997-0.27999i,0.035818-0.26967i,0.098242-0.01444i,0.17839+0.15892i,0.22706+0.030448i,0.15868-0.12331i,0.036767-0.094576i,-0.013155-0.023438i,-0.0084632-0.019196i,-0.020583-0.042204i,-0.041667-0.050915i,-0.037744-0.041467i,-0.011747-0.032785i,0.0098104-0.038588i,0.016846-0.053012i,0.017987-0.066634i,0.019285-0.063264i,0.017498-0.035442i,0.017224-0.0098651i,0.021358-0.015699i,0.020746-0.036629i,0.012499-0.042834i,0.0054256-0.033168i
0.29744+0.060435i,0.40366+0.028323i,0.31174-0.077723i,0.1176-0.089722i,0.0058552+0.072906i,0.014371+0.17974i,0.051525+0.12361i,0.046137+0.0485i,0.02535+0.030842i,0.028102+0.030651i,0.036266+0.020943i,0.035167+0.010295i,0.024151-2.9904e-05i,-0.0020278-0.0092411i,-0.034838-0.0030261i,-0.05288+0.0074397i,-0.056821-0.0054393i,-0.054525-0.02595i,-0.040479-0.016264i,-0.014821+0.013573i,0.0029851+0.027379i,0.0025931+0.023811i,-0.0016242+0.01856i
-0.189+0.24651i,-0.29708+0.3383i,-0.30127+0.28745i,-0.22673+0.13883i,-0.17037-0.0039429i,-0.13225-0.065866i,-0.080535-0.066374i,-0.030039-0.060461i,-0.0021033-0.052717i,0.0056926-0.041709i,0.0082489-0.029176i,0.016566-0.019263i,0.031354-0.014441i,0.052314-0.0024385i,0.070144+0.0083291i,0.067711+0.017849i,0.052587+0.032501i,0.0396+0.02542i,0.02163-0.010323i,-0.0099249-0.032255i,-0.031973-0.015334i,-0.022338+0.010616i,-0.0043054+0.014029i
-0.11426-0.22801i,-0.078943-0.31921i,0.06012-0.25832i,0.17117-0.13494i,0.18483-0.090544i,0.15279-0.068724i,0.12918+0.0031316i,0.11987+0.053292i,0.082958+0.036259i,0.010986+0.030195i,-0.036734+0.058825i,-0.040692+0.066773i,-0.04414+0.041413i,-0.067818+0.011281i,-0.085204-0.00070393i,-0.069583-0.0032684i,-0.036654-0.006112i,-0.013935+0.005951i,-0.0024797+0.025881i,0.0066779+0.024565i,0.010242+0.001946i,0.0027106-0.012718i,-0.0053793-0.0046749i
0.18269-0.056208i,0.15852-0.063865i,-0.031487-0.051125i,-0.18527-0.0086381i,-0.16686+0.10911i,-0.084663+0.20762i,-0.035788+0.16788i,-0.021018+0.074872i,-0.0015767+0.02675i,0.023967-0.017628i,0.023858-0.063666i,0.0076683-0.063865i,0.0086192-0.026741i,0.035165+0.0085431i,0.062842+0.018613i,0.065652+0.005735i,0.043469-0.013402i,0.015781-0.024998i,0.00084544-0.018717i,0.0041092+0.0018669i,0.016372+0.016224i,0.021367+0.0098086i,0.017219-0.00048576i
0.038174+0.21497i,0.11693+0.28228i,0.22857+0.24061i,0.27527+0.14015i,0.18506-0.011745i,0.039369-0.14739i,-0.051074-0.12885i,-0.059037-0.036963i,-0.036885+0.0019157i,-0.024776+0.022353i,-0.0071176+0.044679i,0.0057263+0.036731i,-0.0027757+0.0033594i,-0.01981-0.028814i,-0.033229-0.039657i,-0.035999-0.023745i,-0.022569+0.0032393i,-0.0074126+0.014331i,-0.012196+0.0059716i,-0.031852-0.0019075i,-0.04239-0.0022842i,-0.03388-0.0029122i,-0.020971-0.012002i
-0.23043-0.052082i,-0.35619-0.082462i,-0.4153-0.11338i,-0.40693-0.11464i,-0.28379-0.034944i,-0.094474+0.053507i,0.010822+0.045731i,0.010831+0.013625i,-0.0014213+0.01544i,0.0098365+0.0042688i,0.013836-0.016898i,0.007127-0.010597i,0.0087588+0.021163i,0.018348+0.050564i,0.024975+0.057656i,0.021598+0.040191i,0.012392+0.016839i,0.015467+0.004796i,0.03594-0.0017685i,0.052137-0.010661i,0.044782-0.014408i,0.024287-0.0022828i,0.010968+0.016115i
0.13179-0.15861i,0.22686-0.16773i,0.3251-0.061934i,0.38982+0.015584i,0.32328-0.017117i,0.14003-0.065135i,-0.0072518-0.071333i,-0.059971-0.057411i,-0.055881-0.022523i,-0.031305+0.0088662i,-0.022259+0.010484i,-0.025343+0.0021231i,-0.020984-0.010176i,-0.017148-0.0296i,-0.017071-0.049367i,-0.013604-0.061091i,-0.0069624-0.063163i,-0.0077445-0.050037i,-0.016892-0.018092i,-0.015521+0.011403i,-0.00069737+0.016295i,0.0098862+0.0026955i,0.0087929-0.0046233i
0.10461+0.12844i,0.071476+0.13182i,-0.08156+0.067377i,-0.22584+0.038294i,-0.24116+0.02742i,-0.16822-0.023479i,-0.087463-0.035992i,-0.021703-0.0059825i,0.0022506+0.0037697i,0.0053574+0.0090156i,0.026724+0.011925i,0.037836+0.0015861i,0.024964+0.0017459i,0.0081302+0.0186i,-0.0042339+0.042819i,-0.0084182+0.060052i,-0.0084936+0.055198i,-0.0020448+0.034109i,0.010365+0.0059862i,0.0096104-0.018392i,-0.0054832-0.024086i,-0.01653-0.014576i,-0.016151-0.010717i
-0.14698+0.087813i,-0.13421+0.12269i,-0.021344+0.082169i,0.047219+0.0061226i,0.05543+0.017356i,0.097146+0.090864i,0.11778+0.077803i,0.071574+0.017273i,0.025436-0.00062073i,-0.0061791-0.003446i,-0.038465+0.0014353i,-0.038574+0.012631i,-0.0063024+0.00042625i,0.020198-0.029236i,0.027182-0.051303i,0.020269-0.050687i,0.0087213-0.030257i,-0.0038622-0.01275i,-0.017694-0.0087015i,-0.025767-0.0058046i,-0.020554+0.0021571i,-0.012566+0.0082757i,-0.012095+0.011928i
-0.039673-0.18214i,-0.067423-0.22615i,-0.02559-0.14999i,0.079088-0.083792i,0.080844-0.10597i,-0.036048-0.1063i,-0.079303-0.023969i,-0.019863+0.031181i,0.0316+0.012834i,0.044171-0.010451i,0.043914-0.016075i,0.026944-0.0092655i,-0.0025911+0.012976i,-0.024659+0.038484i,-0.033165+0.050692i,-0.027823+0.041284i,-0.01377+0.019887i,4.6163e-05+0.011016i,0.01211+0.022356i,0.019597+0.034149i,0.014671+0.028573i,0.0063426+0.014956i,0.0079346+0.0101i
0.17762+0.029013i,0.19139+0.025009i,0.018499+0.049854i,-0.17683+0.16465i,-0.16947+0.26884i,-0.034145+0.24237i,0.049329+0.14548i,0.063103+0.084012i,0.045999+0.062263i,0.016743+0.048536i,-0.0048955+0.030964i,-0.0088201+0.01128i,0.0029797-0.0066787i,0.022225-0.022894i,0.038665-0.029311i,0.0418-0.018742i,0.030408-0.0011097i,0.011366+0.0026649i,-0.010793-0.015532i,-0.027103-0.034888i,-0.024706-0.031272i,-0.0099117-0.017741i,-0.0033307-0.015507i
-0.076925+0.15057i,-0.021921+0.1647i,0.12303-0.0015166i,0.20428-0.2323i,0.15577-0.29467i,0.079883-0.19244i,0.011861-0.096377i,-0.047049-0.049361i,-0.053574-0.027618i,-0.025854-0.028886i,-0.0054545-0.02528i,0.0048291-0.011316i,-0.00285-0.0050716i,-0.026613-0.0029946i,-0.046158-0.00028075i,-0.046554-0.0012358i,-0.03018-0.0076457i,-0.012816-0.0068246i,0.0014858+0.013097i,0.017027+0.034928i,0.017584+0.037859i,0.0026727+0.028788i,-0.0060945+0.02379i
-0.14003-0.11111i,-0.24283-0.058308i,-0.26006+0.14628i,-0.15876+0.3044i,-0.061921+0.24545i,-0.057344+0.10792i,-0.04572+0.045308i,0.00073544+0.015766i,0.010875-0.0075971i,-0.00031942-0.0036167i,-0.0019924+0.0035623i,0.0017895+0.0088608i,0.018731+0.019214i,0.042525+0.019596i,0.053123+0.010076i,0.046491+0.00012661i,0.032044-0.0081615i,0.022823-0.015983i,0.016591-0.026794i,0.0016602-0.032207i,-0.0091724-0.022731i,-0.0021397-0.0081812i,0.010055+0.0002272i
0.17474-0.096718i,0.22135-0.22491i,0.12994-0.33224i,-0.0026266-0.29444i,-0.0050791-0.14038i,0.077526-0.058609i,0.069037-0.081828i,-0.0069132-0.080795i,-0.023313-0.03007i,0.0016813+0.0024193i,0.0085748+0.011425i,-0.00047246+0.011981i,-0.017243+0.0062347i,-0.034364+0.0019827i,-0.041511-0.0038791i,-0.036103-0.012514i,-0.022775-0.015403i,-0.011386-0.009026i,-0.0043307+0.0031226i,0.0028585+0.0068304i,0.0088187-0.0034315i,0.0074017-0.011954i,-0.00047285-0.0098947i
0.018638+0.20932i,0.088686+0.32076i,0.18245+0.2866i,0.18151+0.10446i,0.04568-0.073526i,-0.084157-0.11796i,-0.098291-0.052406i,-0.056105+0.0012055i,-0.043026-0.0023602i,-0.054143-0.013732i,-0.049754-0.01535i,-0.033213-0.014368i,-0.015531-0.0069134i,0.0028794+0.0041313i,0.016288+0.017555i,0.018465+0.028658i,0.01115+0.028543i,0.0054639+0.018011i,0.010959+0.0073909i,0.02148+0.0062488i,0.022384+0.005829i,0.009822-0.00041922i,-0.0010073-0.0061891i
-0.19449-0.066214i,-0.32153-0.046304i,-0.33188+0.060521i,-0.20352+0.17692i,-0.047186+0.21262i,0.04841+0.16582i,0.081068+0.076252i,0.081767+0.012508i,0.07975+0.0028774i,0.079597+0.0076465i,0.064126+0.0060564i,0.041039+0.0022662i,0.025003-0.010066i,0.011428-0.026939i,-0.0022003-0.035522i,-0.010186-0.031251i,-0.0084198-0.018809i,-0.0044961-0.008649i,-0.017188-0.0044308i,-0.041639-0.00067454i,-0.049016+0.0054588i,-0.033669+0.0092838i,-0.016169+0.0071911i
0.12916-0.15706i,0.17104-0.29723i,0.10699-0.37982i,-0.0069887-0.34485i,-0.071544-0.24274i,-0.090339-0.13814i,-0.094511-0.02911i,-0.064287+0.055675i,-0.023769+0.067912i,-0.019475+0.037132i,-0.028546+0.015703i,-0.026907+0.011123i,-0.020278+0.020943i,-0.0091156+0.040592i,0.0015104+0.049728i,0.0031519+0.039341i,-0.0037999+0.018727i,-0.0097159+0.0031785i,-0.0011844-0.006458i,0.017549-0.016458i,0.027114-0.019473i,0.024065-0.012093i,0.017997-0.0018084i
0.091723+0.1909i,0.1929+0.31242i,0.27021+0.34586i,0.24685+0.27317i,0.12543+0.18297i,0.024661+0.14276i,0.031851+0.10959i,0.062241+0.051728i,0.042642+0.019242i,0.026344+0.023597i,0.028299+0.018529i,0.024532+0.00083253i,0.014249-0.017525i,-0.0017067-0.034719i,-0.0078041-0.038494i,0.0067219-0.029484i,0.02311-0.01717i,0.023762-0.0064263i,0.014866+0.0051536i,0.0083859+0.014645i,0.0031401+0.014043i,-0.0055272+0.0056234i,-0.013319-5.5922e-05i
-0.20639+0.0022392i,-0.35754+0.0046596i,-0.41497+0.0073387i,-0.31349+0.018932i,-0.10731+0.031372i,0.040722+0.016185i,0.0302-0.015706i,-0.031176-0.020617i,-0.031875-0.017872i,-0.014034-0.032699i,-0.0082275-0.032735i,0.00091121-0.015834i,0.0093265-0.00042867i,0.011724+0.0070439i,0.0033142+0.0094204i,-0.0089847+0.012131i,-0.01257+0.0077529i,-0.012027-0.00063638i,-0.0165-0.0025072i,-0.027719+0.0031363i,-0.032764+0.015218i,-0.022474+0.024444i,-0.0082431+0.021318i
0.078857-0.17571i,0.14548-0.28325i,0.18112-0.29981i,0.13853-0.23249i,0.017252-0.14919i,-0.079916-0.064774i,-0.058424+0.0023292i,-0.0025913+0.010768i,-0.0013644+0.0045713i,-0.0083453+0.028436i,0.0014967+0.04379i,0.006489+0.041545i,0.011262+0.038381i,0.018359+0.027261i,0.02053+0.0075041i,0.015992-0.0086599i,0.0092947-0.011575i,0.0081863-0.006631i,0.015713-0.0081849i,0.023935-0.020052i,0.02324-0.02684i,0.018915-0.018923i,0.016518-0.0055637i
0.11688+0.13448i,0.17741+0.2285i,0.15774+0.25873i,0.097637+0.22441i,0.10498+0.1634i,0.14884+0.061626i,0.10407-0.052667i,0.0096325-0.086329i,-0.023423-0.058255i,-0.013887-0.046209i,-0.014305-0.043629i,-0.022298-0.03467i,-0.029982-0.024953i,-0.034494-0.011773i,-0.03196-0.0015642i,-0.022293-0.00029853i,-0.0090188-0.0027228i,0.00016588-0.0045029i,0.0014413+0.0019886i,0.00034602+0.015857i,0.0005879+0.017258i,-0.0034135+0.00478i,-0.0065881+0.00072236i
-0.16425+0.054386i,-0.26988+0.072225i,-0.27704+0.039887i,-0.18673-0.038097i,-0.10869-0.10463i,-0.088906-0.098835i,-0.072496-0.02242i,-0.030076+0.033876i,-0.0055075+0.030785i,-0.012905+0.022938i,-0.015665+0.02659i,-0.0043118+0.021728i,0.0079353+0.0098373i,0.017587-0.0025289i,0.022388-0.0078054i,0.017627+0.0006327i,0.0059339+0.012901i,-0.0018182+0.017942i,-0.0055516+0.014891i,-0.010064+0.0082104i,-0.01161+0.0051735i,-0.0086126+0.0045415i,-0.0073994-0.003386i
0.025445-0.16118i,0.060101-0.25681i,0.094566-0.24631i,0.080556-0.12987i,0.021343-0.011144i,-0.0083342+0.032328i,0.013494+0.0011968i,0.028064-0.027671i,0.027458-0.016045i,0.034097-0.010778i,0.027852-0.021486i,0.012354-0.021951i,0.0045985-0.015172i,-0.00096561-0.0064914i,-0.0062913+0.00029201i,-0.0093152-0.002201i,-0.0071858-0.011742i,-0.0027107-0.021199i,-0.0015979-0.027448i,-0.00026063-0.030098i,0.0037967-0.024926i,0.0089876-0.013479i,0.011115-0.0018352i
0.12419+0.078254i,0.17698+0.14379i,0.13293+0.17335i,0.061788+0.13897i,0.059078+0.054173i,0.051611-0.015771i,-0.0073002+0.0020393i,-0.024974+0.053903i,-0.0036537+0.051348i,-0.011031+0.026689i,-0.023453+0.021257i,-0.020798+0.019453i,-0.015872+0.015885i,-0.011513+0.012883i,-0.0052675+0.010892i,0.0051888+0.0096924i,0.010097+0.0079461i,0.0049671+0.010271i,0.00019534+0.022271i,0.0026741+0.035017i,0.0046118+0.030442i,-0.0011112+0.013803i,-0.0058519+0.0042821i
-0.11055+0.077367i,-0.16846+0.095875i,-0.14901+0.027169i,-0.11504-0.067448i,-0.1503-0.058811i,-0.15009+0.033177i,-0.046911+0.063185i,0.0269+0.017368i,0.025584-0.005395i,0.026039+0.00010696i,0.037022-0.0059482i,0.036845-0.011823i,0.028924-0.010544i,0.015789-0.0094616i,0.0042279-0.0069323i,0.0027388-0.0046603i,0.0073089-0.0059075i,0.014171-0.011894i,0.016531-0.02575i,0.0059993-0.037048i,-0.0070635-0.028927i,-0.011903-0.010915i,-0.014268-0.0034516i
-0.030484-0.12177i,-0.043123-0.17335i,-0.028047-0.10238i,0.034354+0.048263i,0.1189+0.11105i,0.13+0.055317i,0.043463+3.0774e-05i,-0.018686-0.00097034i,-0.012615+0.0034745i,-0.0082031-0.0048093i,-0.018529+0.00073241i,-0.021206+0.013253i,-0.015776+0.01838i,-0.0046251+0.014914i,0.0013839+0.0060126i,-0.0027924-0.00053015i,-0.0084748-0.0035679i,-0.014894-0.00048379i,-0.017582+0.011885i,-0.010718+0.022549i,0.0002043+0.020412i,0.0084774+0.012973i,0.013232+0.011696i
0.11713+0.023765i,0.1802+0.031661i,0.15338-0.0071056i,0.039726-0.093792i,-0.068609-0.13415i,-0.086851-0.073185i,-0.022168+0.00038174i,0.020009+0.0093088i,0.0057758+0.0028363i,-1.9546e-05+0.016252i,0.012575+0.017929i,0.015066+0.00744i,0.010999+0.003698i,0.0068983+0.0066423i,0.0026714+0.0052868i,0.00061521-0.001398i,0.0016449-0.0011597i,0.0069144+0.00060352i,0.013236-0.0019576i,0.014403-0.0041788i,0.008544-0.0047351i,0.00088041-0.001124i,-0.0012106+0.0050648i
-0.066437+0.087488i,-0.11022+0.13581i,-0.10962+0.14771i,-0.047357+0.16101i,0.030138+0.17654i,0.06224+0.11945i,0.02776+0.011961i,-0.017927-0.031358i,-0.020828-0.01648i,-0.013202-0.013205i,-0.022416-0.015781i,-0.02695-0.011865i,-0.022864-0.011429i,-0.017769-0.012638i,-0.011528-0.010405i,-0.006529-0.0046687i,-0.0070322-0.0016167i,-0.012003-0.003395i,-0.021229-0.0064645i,-0.030674-0.0078388i,-0.028977-0.0067211i,-0.019694-0.006056i,-0.012465-0.0077016i
-0.048136-0.084969i,-0.060081-0.13333i,-0.030426-0.13146i,0.022964-0.12341i,0.053829-0.15905i,0.038546-0.15013i,0.013797-0.052594i,0.01044+0.018921i,0.0049887+0.021243i,-0.0042541+0.013881i,4.7403e-05+0.013594i,0.0070608+0.01033i,0.0099903+0.0060954i,0.0084895+0.00077886i,0.0031659-0.00087626i,-0.0004028+0.0027916i,0.0012847+0.0068242i,0.010797+0.010722i,0.028648+0.014207i,0.043662+0.012891i,0.041886+0.0080026i,0.029989+0.0050778i,0.018202+0.0034546i
0.084605-0.0095927i,0.12403-0.01347i,0.070453-0.017551i,-0.061173+0.010268i,-0.14501+0.086421i,-0.1164+0.11224i,-0.044978+0.040153i,-0.01453-0.01339i,-0.0046491-0.0014487i,0.011213+0.0024613i,0.011552-0.014174i,0.0031637-0.02164i,0.00036213-0.018716i,0.00046229-0.0094942i,0.003738-0.0012072i,0.0077108-0.0002442i,0.0082972-0.0039146i,-0.0020854-0.0094324i,-0.025053-0.011157i,-0.043746-0.0046182i,-0.040227+0.0028182i,-0.023535+0.0039015i,-0.01025+0.0029353i
-0.025309+0.08197i,-0.032778+0.13555i,0.029764+0.14502i,0.1661+0.08137i,0.24711-0.037203i,0.17679-0.10482i,0.052948-0.051078i,0.011055+0.012578i,0.014653+0.0085179i,0.004472+0.0029293i,0.0067339+0.01855i,0.01722+0.026254i,0.015767+0.025859i,0.0057695+0.017605i,-0.0039247+0.0083958i,-0.0050768+0.0055793i,-0.00041829+0.0041428i,0.00747+0.0037318i,0.019668+0.0031879i,0.026523-0.0001873i,0.017151-0.0047184i,-0.0012419-0.0066308i,-0.01051-0.007073i
-0.053885-0.055371i,-0.095429-0.1061i,-0.15833-0.1329i,-0.2655-0.094868i,-0.32987-0.0022976i,-0.23979+0.062637i,-0.084022+0.041874i,-0.011198+0.0027993i,-0.0014651+0.0049013i,0.0083019+0.011641i,0.0095091+0.0023825i,0.0010618-0.0035515i,-0.00074155-0.001289i,0.0074885+0.0010128i,0.014331-0.0023504i,0.011717-0.008002i,0.0079899-0.013202i,0.0042991-0.017491i,-0.0015724-0.020715i,-0.0035331-0.02135i,0.002558-0.016291i,0.010354-0.008593i,0.0087725+0.00091578i
0.064257-0.020262i,0.11781-0.007219i,0.17895+0.030739i,0.25393+0.055686i,0.28404+0.044283i,0.1912+0.019373i,0.053422+0.0074825i,-0.0031633-2.9893e-05i,-0.0028363-0.016813i,-0.0084599-0.020282i,-0.014562-0.0050928i,-0.012228+0.0075027i,-0.0097642+0.010858i,-0.008696+0.0091307i,-0.0070559+0.0027593i,-0.0065834-0.0046987i,-0.0079151-0.004717i,-0.0089957+0.0055019i,-0.0068215+0.02234i,-0.0036605+0.035538i,-0.005432+0.035016i,-0.0076843+0.026509i,-0.0038588+0.016962i
-0.0068682+0.051176i,-0.035275+0.063145i,-0.091207+0.020541i,-0.16649-0.055022i,-0.21511-0.10389i,-0.16615-0.08405i,-0.053694-0.026905i,0.0054734+0.0015232i,0.00033884+0.0066607i,-0.0072707+0.0097504i,-0.0025903+0.0033671i,0.0023894-0.0036355i,0.0070017-0.0058056i,0.0088551-0.0047158i,0.0072964+0.0010142i,0.0055684+0.007003i,0.0053408+0.0066685i,0.0052061-0.0044272i,0.0020307-0.025267i,-0.00361-0.040312i,-0.0070766-0.036404i,-0.0076064-0.023004i,-0.0067321-0.012571i
-0.036317-0.014637i,-0.042188-0.021883i,-0.01488+0.019432i,0.04047+0.12776i,0.10687+0.22675i,0.1231+0.20506i,0.060155+0.091447i,0.0018922+0.019737i,0.0016558+0.0022638i,0.0065468-0.01392i,-0.0094752-0.015883i,-0.020858-0.0049842i,-0.022505-0.00044567i,-0.019607-0.0019161i,-0.015887-0.0049733i,-0.015384-0.0052862i,-0.014202-0.0027312i,-0.0093736+0.0047324i,-0.0010721+0.017844i,0.0070849+0.026003i,0.01195+0.021203i,0.014615+0.0099865i,0.012715+0.0039525i
0.023238-0.021883i,0.044584-0.035479i,0.059987-0.080946i,0.046981-0.19853i,-0.0090634-0.30428i,-0.052089-0.25395i,-0.026741-0.10302i,0.0061161-0.01659i,0.00063452+0.003663i,-0.0019647+0.011537i,0.010579+0.0034296i,0.015698-0.010858i,0.012767-0.0144i,0.0068804-0.0079275i,0.0018006+0.0026843i,0.0031856+0.0091295i,0.0076909+0.0091477i,0.010395+0.0041771i,0.010096-0.0045556i,0.006077-0.00813i,0.00049736-0.00064496i,-0.0025685+0.0084672i,-0.0027098+0.0094699i
0.0056745+0.021823i,-0.016167+0.045849i,-0.064468+0.1109i,-0.086151+0.24624i,-0.03682+0.33866i,0.023762+0.2532i,0.024081+0.093377i,0.0072133+0.02733i,0.019196+0.024496i,0.028937+0.013909i,0.019295+0.0057313i,0.0085492+0.0069084i,0.00311+0.0078596i,0.0023849+0.0034867i,0.0044383-0.0036753i,0.0057739-0.0075771i,0.0043054-0.0083257i,-0.002236-0.004504i,-0.0119+0.0050603i,-0.01888+0.0093531i,-0.020611+0.0017614i,-0.019393-0.0066508i,-0.013917-0.0071413i
-0.0099911-0.0012796i,0.013433-0.02485i,0.076791-0.10859i,0.12369-0.24694i,0.10761-0.32304i,0.051312-0.24102i,0.0040284-0.097933i,-0.014615-0.023026i,-0.020676-0.0029305i,-0.017227+0.011373i,-0.0042147+0.019753i,0.0031818+0.01967i,0.0020726+0.019756i,0.0012543+0.019644i,-2.1944e-05+0.017624i,-0.0023556+0.015315i,-0.00032576+0.010938i,0.0083634+0.0024065i,0.019684-0.010587i,0.026128-0.018672i,0.024272-0.016425i,0.018451-0.011095i,0.010153-0.0065643i
-0.0064657-0.008914i,-0.037052+0.020242i,-0.095304+0.099494i,-0.15494+0.19432i,-0.18367+0.22467i,-0.1498+0.15966i,-0.06763+0.066955i,-0.011124+0.017791i,0.0035961+0.012714i,0.0058383+0.013691i,0.00069669+0.0036016i,-0.0046004-0.0060743i,-0.0027587-0.010164i,0.0019316-0.01285i,0.0069636-0.016894i,0.00813-0.020782i,0.0042589-0.020902i,-0.0029496-0.012319i,-0.013275+0.0015392i,-0.019117+0.011909i,-0.016401+0.016775i,-0.01148+0.017636i,-0.0070902+0.01564i
0.014229-0.0054678i,0.033344-0.043004i,0.071496-0.099157i,0.15-0.13827i,0.22056-0.14251i,0.18087-0.10895i,0.063401-0.050526i,-0.0027877-0.016042i,-0.014481-0.019623i,-0.020023-0.021165i,-0.012375-0.0069005i,0.0040223+0.0058451i,0.01265+0.01059i,0.01017+0.008945i,0.0021468+0.0067424i,-0.0024467+0.0064317i,-0.0016457+0.0046206i,0.0022483-0.00020578i,0.0089865-0.0060734i,0.013289-0.008008i,0.0077276-0.0075049i,-0.00028484-0.0074466i,-0.0020992-0.0073293i
