-0.00071201+0.0010985i,-0.0011341-1.0312e-05i,-0.0017729-0.0013801i,-0.001521-0.0011516i,-0.0012908+4.8574e-05i,-0.0015491+0.0013682i,-0.0010402+0.0018973i,-0.00014022+0.0022662i,0.00099223+0.0012183i,0.00077862+2.1568e-05i,-6.6738e-05-0.00020993i,5.2193e-05-0.0012949i,0.0001378-0.0017405i,-0.00051855-0.0012062i,-0.00044476-0.00042827i,-0.00016843-7.5583e-05i,-0.00069933+0.00018046i,-0.00038807+0.00059131i,-0.00020279+0.00019452i,-0.00010542-0.00036948i,0.00020772-4.6142e-05i,0.00014275-0.00022741i,-0.00033091+0.00029484i
0.036351-0.0075809i,0.13925-0.0030125i,0.31606+0.0086797i,0.42664-0.0036367i,0.32526-0.066265i,0.12359-0.13378i,0.013363-0.14833i,-0.0058632-0.12596i,-0.006336-0.081994i,-0.0044792-0.028531i,-0.0014731+0.0025563i,-0.0015071+0.017472i,-0.0025778+0.029856i,-0.0066332+0.033159i,-0.011518+0.022085i,-0.022015+0.0023336i,-0.041043-0.010967i,-0.050131-0.012115i,-0.040269-0.0064321i,-0.025047+0.0068809i,-0.014865+0.021127i,-0.0092825+0.027896i,-0.0061762+0.026888i
0.028036+0.027134i,0.077575+0.090092i,0.12314+0.15128i,0.097018+0.13954i,0.032695+0.082969i,0.0073703+0.07096i,-0.0018136+0.078829i,-0.028676+0.071088i,-0.043656+0.060557i,-0.036077+0.039252i,-0.030842+0.020056i,-0.022342+0.012736i,-0.0060313+0.0037657i,0.0067751-0.0056694i,0.013616-0.013424i,0.010531-0.010922i,0.0042325+0.011505i,0.0041593+0.036608i,0.012657+0.041884i,0.02144+0.024124i,0.011615-0.00038319i,-0.0068964-0.0088472i,-0.010322-0.0045496i
-0.0056076+0.027266i,-0.048848+0.10546i,-0.15072+0.23509i,-0.25759+0.33412i,-0.25659+0.32291i,-0.12469+0.2506i,0.018822+0.17451i,0.084141+0.11568i,0.094247+0.076605i,0.08362+0.040819i,0.063027+0.0071037i,0.035691-0.014955i,0.0099399-0.023167i,-0.0015089-0.014199i,0.0043433+0.0075714i,0.022364+0.017939i,0.040357+0.00402i,0.046744-0.015899i,0.035976-0.021028i,0.020004-0.0091976i,0.018545+0.0019291i,0.021961-0.00061762i,0.018194-0.0068494i
-0.033034+0.0048989i,-0.14521+0.016565i,-0.33253+0.049656i,-0.41789+0.11631i,-0.25839+0.14725i,-0.038781+0.079918i,0.046314-0.015502i,0.033728-0.065559i,0.0033732-0.072316i,-0.015322-0.046245i,-0.01555-0.013429i,-0.0114-0.0016627i,-0.018153-0.0034123i,-0.028911-0.010668i,-0.026488-0.02011i,-0.0091774-0.036482i,0.0049391-0.061294i,0.0038437-0.074597i,-0.0081265-0.06065i,-0.026181-0.028866i,-0.040248-0.0013995i,-0.041494+0.010066i,-0.034419+0.010838i
-0.033286-0.04595i,-0.079247-0.17582i,-0.11641-0.38971i,-0.11362-0.51752i,-0.11454-0.39212i,-0.13784-0.16165i,-0.15061-0.047246i,-0.15552-0.031904i,-0.13595-0.01499i,-0.076151+0.0015855i,-0.02834-0.0073964i,-0.015175-0.014573i,-0.0062809-0.0063981i,0.0080878+0.0075556i,0.022076+0.016774i,0.027918+0.017399i,0.014374+0.014011i,-0.010883+0.009483i,-0.027965+0.0056506i,-0.026973-0.001635i,-0.017489-0.013402i,-0.0094732-0.018341i,0.00018176-0.012466i
0.021211-0.043876i,0.068892-0.15059i,0.12757-0.34025i,0.094508-0.49196i,-0.028891-0.4505i,-0.085493-0.24972i,-0.036802-0.065783i,0.010188+0.01937i,0.010652+0.050671i,-0.0025116+0.060485i,-0.002813+0.056879i,0.012214+0.045134i,0.024754+0.025011i,0.016771+0.0063731i,-0.0063288+0.0058206i,-0.014731+0.025548i,0.0071359+0.044107i,0.034653+0.041037i,0.043396+0.021155i,0.03701+0.0079322i,0.033891+0.0095249i,0.035474+0.011705i,0.030306+0.0087731i
0.038034+0.0081479i,0.13215+0.026416i,0.27281+0.056348i,0.32881+0.073484i,0.24256+0.084094i,0.14008+0.099646i,0.11655+0.068829i,0.12573-0.016476i,0.097632-0.08692i,0.036869-0.091618i,-0.0041625-0.054224i,-0.0043988-0.026399i,0.008309-0.02746i,0.01689-0.038014i,0.024934-0.03885i,0.033856-0.026218i,0.043787-0.0077567i,0.046796+0.0035308i,0.035656+0.0023018i,0.014668-0.0087542i,-0.0074409-0.018811i,-0.019822-0.021054i,-0.021578-0.022611i
0.040282+0.028695i,0.12567+0.14119i,0.25607+0.33806i,0.34648+0.44652i,0.28344+0.29501i,0.10117+0.052854i,-0.027983-0.047656i,-0.057284-0.053561i,-0.060679-0.047365i,-0.043013-0.019922i,-0.00069328+0.00049902i,0.017316-0.0026015i,0.0041162+0.00015772i,-0.010708+0.017249i,-0.020837+0.033353i,-0.034416+0.035748i,-0.050493+0.02663i,-0.051936+0.014905i,-0.029477+0.0013651i,-0.00047791-0.014932i,0.014124-0.026897i,0.012803-0.025308i,0.0075906-0.011341i
-0.011913+0.03408i,-0.055242+0.093221i,-0.10907+0.13953i,-0.10235+0.092827i,-0.020003-0.0062208i,0.030267-0.046058i,0.0068276+0.0078167i,-0.019131+0.074812i,-0.022359+0.081225i,-0.032618+0.044755i,-0.054089+0.021559i,-0.061003+0.028477i,-0.042479+0.037096i,-0.019912+0.018747i,-0.016856-0.018694i,-0.032971-0.032647i,-0.04214-0.006148i,-0.030279+0.029664i,-0.010908+0.047423i,0.00025135+0.050323i,0.0063054+0.046918i,0.014258+0.033967i,0.018377+0.018426i
-0.042418-0.017336i,-0.16363-0.078951i,-0.36055-0.15738i,-0.50507-0.16251i,-0.48442-0.070787i,-0.34603+0.0052191i,-0.19512+0.0049916i,-0.061073-0.0031935i,0.040534-0.0012745i,0.062975-0.011933i,0.034025-0.016453i,0.018872-0.010523i,0.025556-0.0037249i,0.038925+0.006572i,0.051603+0.019805i,0.05911+0.028232i,0.053885+0.027309i,0.033019+0.019373i,0.0066079+0.01149i,-0.0082045+0.0027358i,-0.0087059-0.0085215i,-0.0014567-0.013105i,0.009687-0.014791i
-0.021033-0.025506i,-0.062871-0.099212i,-0.14299-0.20661i,-0.1951-0.23574i,-0.10681-0.14751i,0.061409-0.065291i,0.10787-0.061247i,0.027386-0.076622i,-0.045323-0.062199i,-0.060941-0.020259i,-0.036948+0.020376i,-0.0070595+0.024966i,-0.0025914+0.007401i,-0.022862-0.0021716i,-0.043835-0.0031964i,-0.044948-0.011548i,-0.029574-0.034303i,-0.015422-0.048497i,-0.0028352-0.035674i,0.01718-0.013313i,0.032301-0.0019523i,0.029294+0.00054439i,0.012612+0.0057034i
0.012653-0.014732i,0.095652-0.034797i,0.27117-0.053062i,0.44524-0.04109i,0.44654+0.013647i,0.28252+0.081269i,0.14109+0.10375i,0.074244+0.08074i,0.039187+0.044944i,0.0265-0.0068175i,0.0093183-0.059618i,-0.017624-0.068755i,-0.024699-0.039544i,-0.0014656-0.014713i,0.03167-0.015832i,0.036203-0.030407i,0.0059461-0.028095i,-0.023672-0.0099653i,-0.034748+0.0022745i,-0.036419+0.010272i,-0.033367+0.024779i,-0.021673+0.038248i,-0.0058809+0.035671i
0.056573-0.015414i,0.18567-0.0095378i,0.36531-0.029752i,0.39228-0.12625i,0.18073-0.23935i,-0.019704-0.27028i,-0.040179-0.21181i,0.019091-0.12911i,0.039335-0.063535i,0.026925-0.02727i,0.017704-0.010406i,0.015802+0.0075026i,0.0099111+0.019458i,-0.0067395+0.0313i,-0.02217+0.05058i,-0.033373+0.058654i,-0.041735+0.052888i,-0.038754+0.029205i,-0.031474-0.0049882i,-0.029497-0.024062i,-0.027833-0.027175i,-0.025624-0.015031i,-0.012321+0.0013305i
0.021334+0.062937i,0.031058+0.18048i,0.035912+0.34354i,0.055338+0.3937i,0.068716+0.29058i,0.025627+0.20669i,-0.01509+0.16113i,-0.020649+0.056317i,-0.032482-0.053225i,-0.057414-0.072787i,-0.064542-0.03004i,-0.046202-0.0033156i,-0.024073-0.01315i,-0.012886-0.040929i,-0.011418-0.072276i,-0.007865-0.087919i,0.00031031-0.079232i,0.0030649-0.048222i,0.004341-0.0074624i,0.013933+0.017526i,0.021782+0.014544i,0.018409-0.0010663i,0.008563-0.0085051i
-0.074154+0.0045223i,-0.24269+0.049127i,-0.48373+0.16619i,-0.58355+0.34536i,-0.44078+0.39315i,-0.26411+0.23264i,-0.19295+0.12478i,-0.13358+0.15716i,-0.051239+0.15522i,0.0021367+0.095073i,0.035594+0.042663i,0.047396-0.0013268i,0.02886-0.022436i,0.01652-0.0072971i,0.030934+0.022642i,0.045716+0.032477i,0.0325+0.011868i,-0.0012542-0.0058642i,-0.024037-0.0028369i,-0.024894+0.0010169i,-0.018478+0.0030919i,-0.014295+0.008954i,-0.0080554+0.014754i
-0.05154-0.032883i,-0.15535-0.10154i,-0.26364-0.19419i,-0.23131-0.22978i,0.0029687-0.19368i,0.2594-0.1762i,0.3057-0.17922i,0.19519-0.13824i,0.096494-0.057904i,0.038722-0.0020766i,0.0019481+0.021199i,-0.01016+0.034605i,-0.008692+0.031419i,-0.018493+0.014288i,-0.036722+0.0036909i,-0.040763-0.00085896i,-0.025782-0.015363i,-0.0048855-0.038545i,0.0038335-0.05561i,0.0011677-0.055031i,-0.00071375-0.049255i,-0.0093852-0.045372i,-0.020224-0.030581i
-0.02721-0.096314i,-0.079355-0.27394i,-0.1759-0.46559i,-0.28535-0.41677i,-0.30823-0.093575i,-0.23794+0.16791i,-0.17701+0.15768i,-0.13383+0.045235i,-0.068356-0.027295i,-0.02598-0.069738i,-0.031481-0.073723i,-0.034675-0.050143i,-0.023213-0.025754i,0.0036013-0.0088098i,0.047447-0.0074401i,0.08156-0.017709i,0.090718-0.025405i,0.071126-0.030897i,0.032621-0.029783i,0.0086325-0.013074i,0.01162+0.0086874i,0.025418+0.014301i,0.027892+0.0012179i
0.15373-0.075049i,0.40449-0.25815i,0.60002-0.53671i,0.42853-0.74214i,0.024242-0.67604i,-0.16147-0.40296i,-0.14343-0.19283i,-0.14789-0.059772i,-0.13006+0.040094i,-0.057403+0.047921i,-0.013555+0.018511i,-0.00098993+0.0075653i,0.0060826-0.0039784i,-0.0045056+0.0013896i,-0.020382+0.030976i,-0.011842+0.046848i,0.013734+0.024871i,0.027035-0.015986i,0.01698-0.042695i,-0.0070338-0.037461i,-0.026883-0.011524i,-0.032559+0.011721i,-0.024787+0.023589i
0.10919+0.16124i,0.34181+0.41815i,0.68289+0.59752i,0.86768+0.4864i,0.70573+0.27181i,0.3933+0.18925i,0.27495+0.16502i,0.26541+0.058448i,0.17243-0.042073i,0.063176-0.058159i,0.0077679-0.05359i,-0.0087875-0.04315i,-0.0027488-0.03629i,-0.0023377-0.05053i,-0.01381-0.05872i,-0.020136-0.044458i,-0.012371-0.012942i,0.014945+0.014604i,0.049365+0.014046i,0.064566-0.013604i,0.056127-0.045702i,0.039147-0.054739i,0.027653-0.040119i
-0.080998+0.047811i,-0.19059+0.15898i,-0.21682+0.29839i,-0.10583+0.2552i,-0.094447-0.034242i,-0.23681-0.24225i,-0.28229-0.2066i,-0.17002-0.1281i,-0.054022-0.097195i,0.0066009-0.063101i,0.034441-0.032069i,0.042643-0.021162i,0.038786-0.023429i,0.023819-0.015747i,0.016447+0.017208i,0.025493+0.050733i,0.029604+0.060376i,0.022933+0.058637i,0.019743+0.052942i,0.024366+0.04069i,0.026162+0.032019i,0.017509+0.028611i,0.0076974+0.024551i
-0.09296+0.040499i,-0.22064+0.16021i,-0.27216+0.34583i,-0.074094+0.44365i,0.26747+0.32977i,0.44349+0.12559i,0.33469+0.0085031i,0.10465-0.018496i,-0.045462-0.002358i,-0.063602+0.021589i,-0.033599+0.023376i,-0.019502+0.023614i,-0.0049679+0.031132i,0.0053864+0.019862i,-0.01453+0.0029175i,-0.043378+0.013089i,-0.043548+0.038225i,-0.025999+0.040246i,-0.025137+0.023287i,-0.033338+0.017126i,-0.031188+0.014616i,-0.023291+0.00031577i,-0.021061-0.016894i
-0.14977-0.16014i,-0.48105-0.34561i,-0.96441-0.34077i,-1.1636+0.072157i,-0.81647+0.52125i,-0.33933+0.5714i,-0.0913+0.40377i,0.041341+0.27429i,0.10619+0.15046i,0.076524+0.048465i,0.038742+0.010166i,0.019949-0.0095517i,0.0032952-0.014267i,0.010333-0.0062174i,0.025767-0.018295i,0.02041-0.039846i,0.0033649-0.044883i,-0.012091-0.033737i,-0.011133-0.016364i,0.011801-0.0031247i,0.037145+0.00092379i,0.046476-0.0035025i,0.039235-0.0049387i
0.22383-0.12389i,0.54669-0.3915i,0.79479-0.76281i,0.63187-0.93343i,0.23502-0.74907i,-0.0048252-0.47831i,-0.11312-0.34259i,-0.16716-0.2411i,-0.1235-0.13749i,-0.073933-0.076179i,-0.057983-0.027322i,-0.024102-0.0074992i,0.0035475-0.02837i,0.0050744-0.040028i,0.0070253-0.018898i,0.022086+0.0070154i,0.036152+0.013329i,0.038234+0.0052771i,0.025451-0.0054456i,0.0031934-0.0038441i,-0.01146+0.0073614i,-0.0074687+0.012236i,0.0068227+0.0073797i
0.067259+0.16876i,0.21435+0.4074i,0.41117+0.54756i,0.47112+0.38465i,0.31418+0.15367i,0.15199+0.084008i,0.089016+0.040877i,0.0043261-0.022903i,-0.061057-0.026719i,-0.038773-0.021088i,-0.011436-0.037104i,-0.010323-0.021572i,-0.004529+0.013093i,-0.0026764+0.029274i,-0.014796+0.03386i,-0.026861+0.041485i,-0.024558+0.049622i,-0.0041009+0.041973i,0.019179+0.0089954i,0.01789-0.02764i,0.0016406-0.038385i,-0.00052153-0.018939i,0.011662+0.0010686i
-0.05236+0.024103i,-0.11644-0.012353i,-0.18093-0.12428i,-0.2326-0.24197i,-0.27403-0.23671i,-0.24745-0.092337i,-0.12018+0.043816i,0.012971+0.075678i,0.057876+0.054896i,0.045485+0.036582i,0.03345+0.030161i,0.037231+0.030657i,0.042655+0.023897i,0.030214+0.0045366i,0.0050257-0.015795i,-0.01612-0.027323i,-0.031975-0.028921i,-0.046849-0.019851i,-0.044918+0.0060821i,-0.014353+0.030645i,0.017149+0.034394i,0.021463+0.030439i,0.0083367+0.031345i
-0.060975+0.050226i,-0.11366+0.1992i,-0.066497+0.42672i,0.11835+0.54334i,0.31619+0.383i,0.35864+0.075208i,0.25207-0.12448i,0.12848-0.15175i,0.06875-0.10791i,0.050636-0.078491i,0.029428-0.048004i,0.018321-0.0010228i,0.037308+0.029267i,0.058108+0.029394i,0.05766+0.022993i,0.045094+0.029303i,0.034855+0.044616i,0.02701+0.049488i,0.012099+0.037278i,0.0019014+0.025826i,0.0043106+0.01827i,0.0031125+0.0076743i,-0.0026829+0.0025182i
-0.096348-0.1505i,-0.31178-0.34373i,-0.59434-0.42401i,-0.64812-0.17722i,-0.39458+0.21668i,-0.10935+0.4336i,0.024816+0.3796i,0.038321+0.16563i,-0.0047207+0.0019935i,-0.017632-0.027317i,0.00049107-0.022657i,-0.021615-0.037915i,-0.06259-0.049393i,-0.078979-0.058899i,-0.087897-0.071354i,-0.11045-0.077284i,-0.134-0.062967i,-0.12351-0.032132i,-0.077626-0.01268i,-0.040656-0.0052464i,-0.030403+0.0042827i,-0.02396+0.016175i,-0.0035662+0.015785i
0.20659-0.047652i,0.51486-0.23217i,0.74652-0.56615i,0.45741-0.80596i,-0.19527-0.65191i,-0.59742-0.28773i,-0.56818-0.0036177i,-0.32026+0.14401i,-0.089688+0.1417i,-0.011964+0.078237i,-0.0060004+0.045621i,0.026137+0.023751i,0.053096+0.0050209i,0.074593-0.0039208i,0.10661-0.027406i,0.12344-0.064268i,0.11134-0.097678i,0.076527-0.12283i,0.036071-0.12327i,0.0067509-0.098782i,-0.007481-0.069865i,-0.014316-0.044421i,-0.024276-0.01796i
-0.050785+0.13407i,-0.09534+0.41606i,-0.087829+0.7209i,0.04972+0.64698i,0.22698+0.14211i,0.27732-0.33397i,0.11775-0.52149i,-0.098494-0.4441i,-0.16893-0.25944i,-0.15481-0.12655i,-0.13717-0.016798i,-0.072441+0.058132i,-0.011021+0.049903i,-0.0068921+0.041758i,-0.0087039+0.081358i,0.0080482+0.1144i,0.020482+0.10816i,0.023883+0.079574i,0.028997+0.054268i,0.035887+0.035415i,0.039172+0.019056i,0.037236+0.0032344i,0.027889-0.010211i
-0.12831-0.15669i,-0.32411-0.28692i,-0.53758-0.35275i,-0.52174-0.14074i,-0.18185+0.2148i,0.20498+0.3563i,0.36955+0.25635i,0.32096+0.14428i,0.24245+0.097591i,0.20767+0.0072712i,0.11636-0.1008i,-0.0052871-0.091002i,-0.017868-0.0068399i,0.025315+0.012013i,0.0085333-0.015275i,-0.025011-0.0096801i,-0.0060915+0.025664i,0.038791+0.060546i,0.05325+0.064612i,0.028074+0.038675i,0.0031417+0.014082i,-0.0033797+0.00086441i,-0.00051703-0.0076949i
0.074588-0.082893i,0.079863-0.15716i,0.092279-0.261i,0.059309-0.30164i,-0.0034798-0.18231i,-0.046723+0.034262i,-0.024331+0.20258i,0.03262+0.22131i,0.046581+0.15338i,0.060076+0.10147i,0.10329+0.02959i,0.078561-0.0561i,-0.0077864-0.053538i,-0.036716+0.00020994i,-0.011207-0.003977i,-0.020913-0.054398i,-0.084713-0.059986i,-0.12644+0.000587i,-0.097756+0.04786i,-0.04507+0.039562i,-0.011757+0.02055i,0.0096641+0.012459i,0.022824-8.9419e-05i
0.015426+0.034361i,0.056699-0.10328i,0.0062038-0.30753i,-0.19062-0.40079i,-0.42121-0.20834i,-0.4733+0.11948i,-0.31378+0.25444i,-0.11123+0.12608i,-0.017757-0.046041i,-0.019707-0.041917i,0.0042453+0.070206i,0.055995+0.093132i,0.051637+0.058874i,0.02814+0.073899i,0.040001+0.095745i,0.066284+0.059716i,0.059384-0.019021i,-0.0056074-0.082586i,-0.082964-0.094048i,-0.11514-0.071218i,-0.11399-0.045779i,-0.099182-0.0098355i,-0.060947+0.036384i
0.24297+0.23905i,0.31272+0.24381i,0.23883+0.2999i,0.058308+0.31072i,-0.029562+0.19232i,-0.02997-0.087735i,-0.086452-0.29373i,-0.098822-0.24815i,-0.034904-0.12273i,-0.013769-0.058051i,-0.010342-0.034803i,0.022004-0.03973i,0.034648-0.073362i,-0.010164-0.10304i,-0.059879-0.10457i,-0.071081-0.085744i,-0.066224-0.039779i,-0.045172+0.024715i,-0.0027208+0.038854i,0.02145-0.0085246i,0.023191-0.04637i,0.02349-0.055856i,0.010018-0.04899i
0.40814+9.4603i,0.96033+10.684i,3.327+10.515i,4.4221+5.9409i,4.1141+1.3065i,2.4622-1.3448i,0.68402-1.1561i,0.48609+0.13158i,1.1737+0.67783i,1.6709+0.50212i,1.6899+0.16376i,1.63-0.0087766i,1.7182-0.14278i,1.591-0.23095i,1.2969-0.35175i,0.86113-0.47653i,0.30764-0.38443i,-0.070961-0.17841i,-0.22036-0.024133i,-0.15448+0.13021i,0.098477+0.23479i,0.33283+0.18526i,0.35736+0.054375i
0.081309-0.27505i,-0.14583-0.43589i,-0.41851-0.44858i,-0.57295-0.24766i,-0.42001-0.04283i,-0.20051-0.036186i,-0.16289-0.090986i,-0.18528-0.091921i,-0.18375-0.078949i,-0.17179-0.054854i,-0.1379-0.010937i,-0.1016+0.02155i,-0.081492+0.034833i,-0.067222+0.04055i,-0.047569+0.018573i,-0.041452-0.043711i,-0.068269-0.10549i,-0.089618-0.12846i,-0.083459-0.12009i,-0.0705-0.099101i,-0.054794-0.081155i,-0.046129-0.084615i,-0.059679-0.089651i
5.1327e-05-0.092073i,-0.043089-0.10966i,-0.071747-0.10025i,-0.098792-0.13718i,-0.12221-0.27917i,-0.13646-0.35147i,-0.11531-0.228i,-0.08638-0.081041i,-0.10964-0.017262i,-0.11144+0.033395i,-0.057606+0.054279i,-0.047836+0.025125i,-0.092807+0.02895i,-0.10724+0.072595i,-0.083078+0.094116i,-0.055087+0.098575i,-0.028856+0.10887i,0.0109+0.1114i,0.049608+0.076869i,0.044324+0.01573i,0.0031783-0.019675i,-0.035542-0.022146i,-0.051683-0.010236i
0.16987+0.16251i,0.34494+0.30777i,0.56194+0.4193i,0.65357+0.36576i,0.59833+0.16575i,0.53031-0.08404i,0.47584-0.27578i,0.38587-0.3137i,0.27304-0.22489i,0.1749-0.10561i,0.10934-0.038011i,0.069685-0.016637i,0.05474+0.005391i,0.063705+0.025777i,0.082714+0.036182i,0.10617+0.027622i,0.11386-0.005464i,0.079482-0.012749i,0.030866+0.035691i,0.011433+0.082993i,0.014423+0.081873i,0.014183+0.047759i,0.0048167+0.01471i
-0.14256+0.19764i,-0.34561+0.42709i,-0.47847+0.66987i,-0.28127+0.59359i,0.0071495+0.22223i,0.061475-0.0035372i,0.059847+0.0038383i,0.13237+0.0016706i,0.16179-0.027161i,0.14758-0.010067i,0.12688+0.0030727i,0.091937+0.007829i,0.054824+0.011442i,0.0076202-0.0019098i,-0.05656-0.0090824i,-0.11531+0.0074729i,-0.12944+0.031767i,-0.082736+0.036359i,-0.012545+0.018731i,0.024555-0.0032337i,0.013835-0.017548i,-0.017001-0.014314i,-0.037628+0.0077i
0.0098066-0.18632i,0.087548-0.57757i,0.082536-1.0361i,-0.067737-1.0832i,-0.2088-0.62137i,-0.15913-0.093175i,0.0073789+0.20766i,0.11923+0.29744i,0.13369+0.27057i,0.11983+0.18075i,0.10356+0.044786i,0.052495-0.053115i,0.026233-0.059137i,0.052062-0.061044i,0.060654-0.097264i,0.052286-0.10848i,0.060843-0.086957i,0.058759-0.086234i,0.01682-0.10514i,-0.024194-0.090645i,-0.017757-0.054213i,0.014784-0.035841i,0.03407-0.025152i
0.08717+0.050897i,0.22934+0.27098i,0.40567+0.5928i,0.43978+0.77046i,0.33796+0.70417i,0.29305+0.51893i,0.28084+0.26239i,0.16722+0.059516i,0.043243+0.011752i,0.025512-0.0095408i,0.033892-0.047689i,0.016164-0.054308i,-0.014004-0.044933i,-0.038156-0.0062048i,-0.011786+0.061082i,0.047277+0.084876i,0.060419+0.044623i,0.018361+0.010593i,-0.017457+0.021845i,-0.01652+0.035988i,-0.0041735+0.022593i,-0.0085829-0.0072859i,-0.026561-0.037233i
-0.0096904+0.00010694i,0.0013892-0.09754i,0.049205-0.29174i,0.18147-0.48957i,0.25516-0.58487i,0.089603-0.53898i,-0.16323-0.37875i,-0.24485-0.22517i,-0.19969-0.15624i,-0.16914-0.066445i,-0.12187+0.050047i,-0.046877+0.083134i,-0.020552+0.060326i,-0.037893+0.045596i,-0.056655+0.031212i,-0.057857+0.020836i,-0.03263+0.012466i,-0.003273+0.0069324i,0.018057+0.01261i,0.026962+0.009536i,0.013224-0.0039673i,-0.010669-0.0034806i,-0.027326+0.017758i
-0.035142+0.054123i,-0.13041+0.1401i,-0.26558+0.22933i,-0.35506+0.2406i,-0.30783+0.16377i,-0.17884+0.10606i,-0.039622+0.16698i,0.082081+0.22914i,0.12723+0.18096i,0.10077+0.11308i,0.078887+0.080651i,0.055146+0.062776i,0.021064+0.064975i,0.011739+0.065181i,0.0020302+0.03334i,-0.032179+0.001957i,-0.054292+0.0084751i,-0.04124+0.025787i,-0.01474+0.01978i,-0.0024951-0.00024619i,-0.00087409-0.0094486i,0.005042-0.0050749i,0.0076007+0.00036447i
-0.058815-0.077535i,-0.13128-0.17636i,-0.19664-0.22301i,-0.24734-0.11091i,-0.30397+0.10575i,-0.28943+0.24512i,-0.16082+0.21844i,-0.030523+0.15546i,0.040372+0.15267i,0.065756+0.12678i,0.047012+0.062776i,0.021953+0.016987i,0.013851-0.0086391i,0.016417-0.015684i,0.038776-0.0051218i,0.067598+0.01493i,0.085365+0.03512i,0.091907+0.036853i,0.069075+0.013513i,0.021111-0.0011205i,-0.0065721+0.011988i,-1.5719e-06+0.016237i,0.0080688+0.002035i
0.044452+0.027169i,0.093102+0.085775i,0.1284+0.19736i,0.22673+0.30146i,0.39508+0.25535i,0.39183+0.088263i,0.18574+0.03476i,0.051723+0.052972i,0.020777+0.005723i,-0.0024161-0.0023111i,0.01035+0.031974i,0.019628+0.016483i,-0.0064764-0.011042i,-0.033202-0.0085306i,-0.046134+0.013563i,-0.033393+0.023354i,-0.012198-0.0031848i,-0.014125-0.024634i,-0.021567-0.0062781i,-0.006987+0.0097626i,0.012703-0.0053511i,0.01617-0.026197i,0.0085106-0.034875i
0.03402+0.076515i,0.15541+0.17i,0.43354+0.13319i,0.6194-0.21553i,0.43405-0.57027i,0.1703-0.5146i,0.13729-0.26333i,0.14786-0.14159i,0.078256-0.10417i,0.030589-0.092119i,0.0092379-0.098242i,-0.0053498-0.086189i,-0.011725-0.077412i,-0.036491-0.084013i,-0.064873-0.079767i,-0.072073-0.060908i,-0.063596-0.034996i,-0.037909-0.014395i,0.001296-0.011091i,0.028212-0.012288i,0.031251-0.0070951i,0.017364-0.0014378i,-0.0037637+0.0025178i
-0.074449-0.015374i,-0.26169-0.072576i,-0.62529-0.064745i,-0.90924+0.15252i,-0.76203+0.41948i,-0.36974+0.41885i,-0.13112+0.21171i,-0.044247+0.083818i,0.012148+0.060894i,0.016557+0.051753i,-0.012425+0.050812i,-0.019963+0.065217i,-0.0067989+0.089685i,0.015863+0.1034i,0.035638+0.08669i,0.037568+0.057402i,0.025387+0.044056i,0.0063547+0.036922i,-0.020725+0.014157i,-0.048035-0.01006i,-0.053508-0.009641i,-0.034461+0.0039601i,-0.012101+0.0093184i
-0.027464+0.0031293i,-0.013686+0.11199i,0.19028+0.34816i,0.59173+0.48037i,0.75426+0.28663i,0.44681+0.0097774i,0.093754-0.032739i,-0.0313+0.025747i,-0.047911+0.045269i,-0.0096832+0.073936i,0.047397+0.074755i,0.057381+0.046261i,0.064251+0.01609i,0.076963-0.02286i,0.054775-0.037931i,0.01396-0.015331i,-0.0062896+0.01274i,0.0018324+0.032813i,0.019746+0.04982i,0.030815+0.058995i,0.032609+0.053773i,0.02795+0.03447i,0.012494+0.0083406i
0.17284-0.12865i,0.41893-0.50458i,0.49763-1.1091i,0.13094-1.4252i,-0.33002-1.054i,-0.41182-0.4365i,-0.25306-0.10652i,-0.11534-0.0026286i,-0.032701+0.014298i,-0.025851-0.037559i,-0.059301-0.072752i,-0.067847-0.073243i,-0.069342-0.069366i,-0.076119-0.068244i,-0.077389-0.073541i,-0.066245-0.070244i,-0.039958-0.066848i,-0.027131-0.075186i,-0.03149-0.074691i,-0.023886-0.060318i,-0.013031-0.048123i,-0.018764-0.035611i,-0.027199-0.0095238i
-0.11038+0.26549i,-0.31381+0.82743i,-0.48474+1.5397i,-0.38319+1.7812i,-0.037195+1.2839i,0.25787+0.5608i,0.31509+0.10095i,0.20219-0.093194i,0.086198-0.1146i,0.040785-0.04901i,0.036368+0.0023371i,0.033844+0.018911i,0.011155+0.0339i,-0.0034523+0.070118i,0.028173+0.10085i,0.061382+0.087255i,0.047847+0.059346i,0.0205+0.050161i,0.006352+0.052064i,-0.002806+0.054687i,-0.0043103+0.052384i,0.0022589+0.044151i,0.014969+0.020855i
-0.060621-0.18847i,-0.085482-0.50836i,0.06519-0.84919i,0.35737-0.9194i,0.3824-0.71307i,0.030859-0.43967i,-0.27272-0.14221i,-0.24089+0.094398i,-0.068936+0.14381i,0.020905+0.092888i,0.027107+0.057611i,0.0031682+0.051819i,0.0085559+0.056464i,0.03571+0.029303i,0.015384-0.02352i,-0.03332-0.042132i,-0.047711-0.021588i,-0.020457-0.0012134i,0.016846-0.0068795i,0.030342-0.02547i,0.023106-0.026831i,0.015597-0.017547i,0.0072966-0.012314i
