0.001147-0.0017365i,-0.00024627-0.001823i,-0.00099725-0.0010934i,-0.00098479-0.00034534i,-0.00090845+0.00028496i,-0.0014051+0.0013466i,-0.0012299+0.0017606i,0.00025229+0.00071403i,0.0016332-0.00029785i,0.0012307-0.00036096i,9.1247e-05-0.00024225i,0.00052578+0.00017374i,0.00079021-0.00025826i,0.00038739-0.000933i,8.323e-05-0.00081302i,-0.00019815-6.093e-05i,-0.00029928+0.00016412i,0.00015607+0.00023293i,0.0010503+0.00066959i,0.00088461+0.0006845i,0.0002163-0.00011531i,-2.8669e-05-0.00094692i,-0.00036067-0.0010525i
-0.0048304+0.022222i,-0.025014+0.075875i,-0.068453+0.1609i,-0.10693+0.20608i,-0.1028+0.16554i,-0.069651+0.098782i,-0.041365+0.057728i,-0.019936+0.033062i,-0.006599+0.013943i,-0.0016161+0.0053487i,0.0011083+0.0047748i,0.0015621+0.0050995i,0.0022392+0.0038401i,0.0039435+0.00082236i,0.0053533-0.002269i,0.0055258-0.004282i,0.0039792-0.0052633i,-0.0016802-0.0043038i,-0.011508-0.00051706i,-0.017383+0.0025453i,-0.015566+0.0017335i,-0.012085-9.3608e-05i,-0.009667+0.00012241i
-0.0054057-0.019391i,-0.00094984-0.076013i,0.020726-0.16i,0.053008-0.20551i,0.062085-0.16629i,0.046367-0.10186i,0.028589-0.064027i,0.013096-0.038971i,0.003962-0.020547i,0.0025383-0.011228i,0.0029008-0.0059863i,0.0021923-0.0015485i,0.00086049+0.0025757i,-8.7653e-05+0.0051513i,-0.0010716+0.0055607i,-0.002307+0.0047713i,-0.0011636+0.0028112i,0.0040213-0.0018575i,0.010021-0.0089498i,0.01346-0.010868i,0.012501-0.0055135i,0.0091462-0.0015196i,0.0063206-0.0023642i
0.011469+0.014282i,0.025186+0.066003i,0.027291+0.14758i,0.008422+0.1959i,-0.014807+0.16156i,-0.01797+0.098772i,-0.0098193+0.054155i,-0.0037246+0.01848i,-0.00049655-0.0061924i,-0.00024826-0.011247i,-0.0021433-0.0078461i,-0.0049583-0.0049208i,-0.0059187-0.0025355i,-0.0049935-0.00069597i,-0.0036572+1.136e-05i,-0.0017746-0.00027709i,-0.0013399+0.001181i,-0.0035015+0.0072808i,-0.0077979+0.016709i,-0.012927+0.020704i,-0.015023+0.015424i,-0.013416+0.0090064i,-0.0087849+0.0070713i
-0.012735-0.011167i,-0.036337-0.049901i,-0.057394-0.12046i,-0.050383-0.16768i,-0.023039-0.14381i,-0.0086424-0.089708i,-0.00777-0.052836i,-0.010351-0.02914i,-0.010739-0.015915i,-0.0068838-0.011704i,-0.0024757-0.0094265i,-0.0008711-0.007462i,-0.002537-0.004034i,-0.0043983+1.1332e-05i,-0.0035445+0.0036261i,-0.0021705+0.0073574i,-0.00257+0.0071888i,-0.0034771+0.0013833i,-0.0019633-0.0083404i,0.0021721-0.016735i,0.0056058-0.015979i,0.0062838-0.010317i,0.0049985-0.0068059i
0.015318+0.0062178i,0.045046+0.036914i,0.078051+0.096649i,0.079599+0.14171i,0.048009+0.12421i,0.02372+0.079087i,0.015545+0.048016i,0.0087347+0.022714i,0.0033919+0.0043007i,0.0034223-0.00065894i,0.004446-0.00018341i,0.0028177-0.00066937i,0.0017171-0.0007617i,0.0016972-0.0018285i,0.0020795-0.0045901i,0.0018578-0.0073033i,0.00048186-0.0082277i,-0.00054688-0.0037285i,9.7652e-05+0.0051534i,0.00095283+0.010997i,-8.743e-05+0.0092041i,-0.0028582+0.0043276i,-0.0035709+0.0022923i
-0.016047-0.0036197i,-0.048606-0.022494i,-0.093162-0.066462i,-0.10175-0.10553i,-0.066324-0.098899i,-0.036737-0.066352i,-0.022793-0.041083i,-0.01016-0.02116i,-0.00058565-0.0075516i,0.0037559-0.0020393i,0.0049036-7.0376e-05i,0.0051132+0.0010863i,0.004576+0.0026516i,0.0037254+0.0039984i,0.0041317+0.004591i,0.0048657+0.0048318i,0.0045263+0.0027184i,0.0020748-0.0050416i,-0.0025857-0.014799i,-0.0054604-0.017979i,-0.0038289-0.012848i,-0.0011684-0.0071046i,-0.0013406-0.0051786i
0.017427-0.0020133i,0.053159+0.0066587i,0.10131+0.03263i,0.11467+0.063973i,0.078023+0.066599i,0.041737+0.046175i,0.025764+0.027865i,0.013638+0.0097945i,0.0068875-0.0026713i,0.0056581-0.0037613i,0.0028567-0.0010366i,-0.0010617-0.0014343i,-0.0034451-0.0030037i,-0.0049974-0.0029556i,-0.0054956-0.0025522i,-0.0050122-0.0032285i,-0.0038717-0.0016821i,0.00033519+0.0036738i,0.0064074+0.010648i,0.0071884+0.015242i,0.0020231+0.01393i,-0.0021027+0.0099309i,-0.00094573+0.0074464i
-0.010819+0.007182i,-0.0435+0.012538i,-0.090074-0.00065876i,-0.10918-0.030558i,-0.080894-0.044764i,-0.048551-0.033434i,-0.031218-0.020204i,-0.017248-0.013506i,-0.0073757-0.010272i,-0.0024883-0.0081798i,-0.00077191-0.0070772i,0.00023203-0.0077151i,0.00017744-0.0071903i,-0.00061489-0.0043499i,4.0755e-06-0.0012601i,0.0013008+0.0019057i,0.00067493+0.0035695i,-0.0045891+0.0026549i,-0.012827-0.00074769i,-0.015819-0.0058829i,-0.010785-0.0082847i,-0.0044081-0.0075865i,-0.0015239-0.0064321i
0.0073637-0.0050075i,0.030641-0.016336i,0.077763-0.018198i,0.10589+0.00092956i,0.082399+0.01908i,0.047887+0.016633i,0.028095+0.010109i,0.011722+0.0047781i,0.0013807+9.0594e-05i,-0.00018791-0.0023098i,0.00085439-0.0032027i,0.00094809-0.0030094i,0.00068873-0.0032845i,0.00024799-0.0038864i,-0.0012327-0.0042992i,-0.0031897-0.0048645i,-0.0038862-0.0053251i,-0.0011443-0.0038878i,0.0064661-0.00022077i,0.012243+0.0018228i,0.010433+0.00081267i,0.005793-4.803e-05i,0.0029566-0.00029392i
-0.0028344+0.0062476i,-0.023444+0.021299i,-0.062547+0.031166i,-0.088283+0.016852i,-0.074859-0.0050585i,-0.049991-0.0071498i,-0.032286-0.0024303i,-0.015375-0.00178i,-0.0052394-0.0009964i,-0.00089776+0.0004035i,0.0030925+0.0014284i,0.0057508+0.0023455i,0.0062521+0.0043797i,0.0062862+0.0054799i,0.0072209+0.0047221i,0.0086669+0.0037018i,0.0080699+0.0013073i,0.0025012-0.002521i,-0.0062649-0.0053647i,-0.010817-0.0052032i,-0.0076046-0.0049233i,-0.0039281-0.0055506i,-0.0028218-0.0039508i
0.0013862-0.0090566i,0.016928-0.027053i,0.049112-0.042472i,0.076729-0.034352i,0.067444-0.012387i,0.043999-0.0046957i,0.028235-0.0058595i,0.012956-0.004619i,0.0029863-0.001919i,0.0011327+0.0011019i,0.00074991+0.0029813i,-0.0015548+0.0026702i,-0.0036631-0.00038154i,-0.0033819-0.0017343i,-0.0030651+0.00028655i,-0.0040082+0.0020045i,-0.0037309+0.0013699i,0.002527-0.0011884i,0.011374-0.0038974i,0.013276-0.0041604i,0.0072425-0.0010386i,0.0021264+0.0024789i,0.0019483+0.0038526i
0.00025753+0.011636i,-0.0051876+0.031645i,-0.026633+0.053538i,-0.050418+0.05156i,-0.051393+0.023913i,-0.038028+0.0099419i,-0.025627+0.0078013i,-0.014382+0.00089253i,-0.0079216-0.0048285i,-0.0040144-0.0063064i,0.00049288-0.0070945i,0.003223-0.0080499i,0.0031151-0.0064032i,0.003575-0.0033373i,0.0042319-0.0014845i,0.0041658-0.00083589i,0.0030202+0.00074266i,-0.0017997+0.004836i,-0.0094619+0.0097743i,-0.013501+0.009791i,-0.010909+0.0055109i,-0.0053388+0.00096806i,-0.0018214-0.0010659i
-0.0050216-0.0083693i,-0.0059935-0.02462i,0.0080085-0.047999i,0.033091-0.051176i,0.040174-0.031429i,0.028281-0.017282i,0.016808-0.012434i,0.0066271-0.008779i,-0.00089303-0.0075397i,-0.0017742-0.0073265i,0.00065584-0.0064916i,0.0016175-0.0053533i,0.0010448-0.00449i,-0.00036418-0.0030125i,-0.002942-0.0024525i,-0.0054305-0.0024468i,-0.0060389-0.0018047i,-0.0033238-0.0028568i,0.0021847-0.0059046i,0.0067237-0.008274i,0.0068878-0.0067361i,0.0054085-0.003457i,0.0039407-0.0021385i
0.0053166+0.00023454i,0.0080086+0.014046i,0.0021257+0.039701i,-0.015597+0.050944i,-0.025708+0.032746i,-0.021776+0.01758i,-0.016156+0.012353i,-0.010268+0.0041301i,-0.005919-0.0015178i,-0.003445-0.0028181i,-2.7168e-05-0.0024029i,0.0036011-0.00095041i,0.0063992+0.0018717i,0.0063222+0.0040057i,0.0051706+0.0035894i,0.004957+0.00060938i,0.0045814-0.0013967i,0.0018529+8.6553e-05i,-0.0019912+0.0048659i,-0.0033519+0.00746i,-0.0023242+0.0039821i,-0.0022904+0.00015966i,-0.0023838-0.00053984i
-0.0011416-0.0044301i,-0.0058907-0.016848i,-0.0061964-0.036795i,0.005992-0.046375i,0.017795-0.03605i,0.015035-0.023529i,0.0091912-0.016555i,0.0054243-0.0098276i,0.0025645-0.0050791i,0.0020312-0.0014226i,0.0024057+0.0025688i,0.0011857+0.0058345i,-0.0023266+0.0058236i,-0.0042438+0.0041444i,-0.0039981+0.0044453i,-0.0037939+0.0060955i,-0.0038915+0.004359i,-0.0015813-0.0030498i,0.00095553-0.011785i,0.00090595-0.013838i,0.00058601-0.0084857i,0.00069128-0.0021227i,0.0010281+0.0010612i
0.011262+0.0035336i,0.019972+0.01384i,0.023706+0.029903i,0.010135+0.040006i,-0.0046153+0.031164i,-0.0072604+0.01949i,-0.0059906+0.013456i,-0.0032168+0.0043383i,-0.00011666-0.0038255i,0.0014119-0.0057981i,0.0017123-0.0052418i,0.0016354-0.0055074i,0.0029095-0.0042838i,0.0041745-0.0013625i,0.0038911-0.00031227i,0.002567-0.0010314i,0.0018314-0.00062293i,0.0020368+0.0034526i,0.0021262+0.0094213i,0.00082663+0.011542i,-0.0014865+0.0086303i,-0.0020804+0.004834i,-0.00095494+0.002542i
-0.0077141+0.0051604i,-0.015995+0.0022096i,-0.024506-0.012289i,-0.017432-0.029752i,-0.00099827-0.028813i,0.0022314-0.020385i,-0.001758-0.015019i,-0.0021991-0.010538i,-0.0017874-0.0093228i,0.00067757-0.0091922i,0.0045498-0.0072588i,0.0056626-0.0046391i,0.0023565-0.001191i,-0.00064107+0.00093954i,-0.0016984+0.00029674i,-0.0033928-0.00016753i,-0.0052513+0.00052891i,-0.0065435-0.00094715i,-0.0074611-0.0053751i,-0.0058275-0.0075096i,-0.0021958-0.0049124i,0.0012806-0.0029539i,0.0025955-0.0029641i
0.00046648-0.00019179i,0.0077588+0.0032058i,0.01878+0.013147i,0.020579+0.02535i,0.012844+0.02668i,0.0082226+0.017775i,0.0042813+0.010861i,-2.1439e-05+0.005042i,-0.00078331-0.00013382i,0.0011041-0.0025678i,0.0012317-0.002859i,-4.8424e-05-0.002364i,0.0011578-0.0011797i,0.0033234-0.00041009i,0.0044277-0.0011072i,0.0037836-0.0027537i,0.0025472-0.0037885i,0.0035331-0.0019519i,0.0056346+0.0026368i,0.0062122+0.0046803i,0.0040407+0.0019935i,0.0007163-8.0382e-05i,-0.0008819+0.00092414i
-0.0032483-0.002926i,-0.010594-0.0012897i,-0.022027-0.0064817i,-0.023956-0.017717i,-0.014226-0.018555i,-0.0087787-0.013453i,-0.0079305-0.010855i,-0.004381-0.0064535i,-0.002549-0.0025654i,-0.00078448+0.00015969i,0.0026439+0.0031241i,0.0024987+0.0038847i,-0.0016506+0.0038499i,-0.0047723+0.0042813i,-0.0052448+0.0043384i,-0.0045229+0.0044844i,-0.0043343+0.0039139i,-0.0046828-0.00062205i,-0.0062687-0.0060675i,-0.0063339-0.0064314i,-0.0029774-0.0036985i,-0.00056095-0.0018261i,-0.00045746-0.00071761i
0.0033476-0.0026491i,0.0099581-0.0026945i,0.021447-0.00035441i,0.025626+0.0086955i,0.016301+0.015856i,0.010143+0.012614i,0.0077446+0.0069362i,0.0035352+0.0020636i,0.0019988-0.0015436i,0.0027873-0.0008766i,0.002742-0.00068109i,0.0020187-0.0026119i,0.0013534-0.004204i,0.0011683-0.0044459i,0.0013337-0.0040456i,0.0009449-0.004025i,0.0019072-0.0040702i,0.0056418-0.002571i,0.0088587+0.00054634i,0.007504+0.0019932i,0.0030211+0.0018666i,-0.00023153+0.0024126i,-0.00090476+0.0022448i
-0.00067795+0.0036705i,-0.006125+0.0080322i,-0.014946+0.0080917i,-0.018663-0.0016331i,-0.015475-0.0085135i,-0.011979-0.007317i,-0.009312-0.0069357i,-0.0052197-0.0074041i,-0.0017837-0.0073193i,0.0015085-0.0065969i,0.0051636-0.006076i,0.0058624-0.0056032i,0.0024696-0.0026085i,-0.0012154+0.0012819i,-0.0023773+0.0021683i,-0.0019139+0.0019789i,-0.0022501+0.0034643i,-0.00472+0.0048285i,-0.0082701+0.0039379i,-0.0085467+0.0015067i,-0.0042219-0.00036438i,-0.00067232-0.00066788i,-0.00053263-0.0014486i
-0.00079121-0.00027607i,0.00094023-0.0045888i,0.011358-0.0080686i,0.021078-0.005602i,0.017183+0.00024915i,0.010897+0.00097872i,0.0079665+0.00064869i,0.0026364-8.4823e-05i,-0.00021629-0.0025449i,0.00056134-0.0028395i,0.0013014-0.002195i,0.00063967-0.0026086i,0.00034846-0.0030189i,0.0016751-0.0036384i,0.0040134-0.0035402i,0.003404-0.0036399i,0.0016922-0.0046697i,0.003205-0.0043644i,0.0055593-0.0033812i,0.0053923-0.0020651i,0.0027839-6.8068e-05i,0.00067198+0.0015912i,0.00028246+0.0013315i
-0.0016915+0.0019051i,-0.0042535+0.0040637i,-0.008723+0.0090764i,-0.012072+0.008266i,-0.012587+0.0015524i,-0.011655-0.00048421i,-0.0094643-0.0010464i,-0.0056047-0.0019594i,-0.0024683-0.00034728i,-0.00071953+0.0023181i,0.00067657+0.0025842i,0.00090166+0.0011088i,0.00012107+0.001548i,-0.00051524+0.0036322i,-0.000811+0.0051649i,-0.00034243+0.0060584i,-0.00036351+0.0057321i,-0.0027264+0.0040784i,-0.0056283+0.0023324i,-0.0051509+0.0004537i,-0.0020252-0.0010473i,7.8269e-05-0.0018199i,-9.9191e-05-0.0011346i
0.00062382-0.0011059i,0.0019486-0.0053525i,0.0070653-0.0094021i,0.013699-0.0093683i,0.012327-0.0056679i,0.008045-0.004313i,0.0067375-0.004248i,0.0035042-0.0036457i,0.0024062-0.0028473i,0.0035116+0.00033144i,0.0040338+0.0017315i,0.0038108+4.814e-06i,0.0018667-0.0029709i,-8.5379e-05-0.00562i,-5.2262e-05-0.006253i,0.00036651-0.0051914i,7.1218e-05-0.0047881i,0.00133-0.0058701i,0.0041371-0.0069155i,0.0038077-0.0056435i,0.00099445-0.0016566i,0.00031009+0.0020674i,0.001487+0.0022152i
0.00089317+0.00083688i,0.0023775+0.0054197i,0.0028835+0.012061i,-0.0022972+0.012065i,-0.0066615+0.0056499i,-0.0067171+0.0035063i,-0.005242+0.0030965i,-0.0036515-0.00052417i,-0.0017631-0.0031766i,0.0011919-0.0032731i,0.0038383-0.0038954i,0.0044613-0.0046255i,0.0029307-0.001924i,0.00086881+0.0023667i,7.5775e-05+0.0047773i,0.00040843+0.005113i,0.000944+0.0043126i,0.00091759+0.005354i,-0.00034998+0.0072816i,-0.0018054+0.0056849i,-0.0023059+0.00273i,-0.0021563+0.001138i,-0.00078593+0.00017333i
-0.0020127+0.00079427i,-0.0032895-0.0026759i,-0.0017968-0.0060306i,0.0044868-0.0074128i,0.0084838-0.0067077i,0.0050974-0.0069689i,0.0015647-0.0060282i,-0.00062884-0.0044922i,-0.0022122-0.0041337i,-0.0011873-0.0038498i,0.00211-0.0039681i,0.0042836-0.0049469i,0.0028984-0.0051302i,0.00050414-0.0047177i,-0.00016159-0.0040724i,0.00015249-0.0039878i,-0.00066209-0.0045051i,-0.0012908-0.0044903i,0.00034324-0.0047224i,0.0016275-0.003993i,0.0010955-0.0012412i,0.0006688+0.00044313i,0.00092893+0.00017334i
-0.00012772+0.00053267i,0.0039696+0.0027071i,0.0048617+0.0075177i,0.0019366+0.0098732i,-0.0011076+0.0067792i,-0.0029902+0.0040756i,-0.0048988+0.0025141i,-0.0046168-0.00027628i,-0.0037831-0.00093341i,-0.0026241+0.00066386i,-0.00055135+0.0017925i,0.0013325+0.0013304i,0.0026934+0.0013591i,0.0030066+0.0034666i,0.0036453+0.0058023i,0.0038819+0.0064998i,0.0032355+0.0056699i,0.0016256+0.0048904i,0.00078999+0.0044531i,0.00094472+0.0031477i,-0.0002049+0.00076457i,-0.0015491-0.00015718i,-0.0018212+0.00043838i
-0.003116-0.00047085i,-0.004905-0.0011967i,-0.0064843-0.0021127i,-0.0034291-0.003071i,0.001295-0.0037485i,0.0018607-0.0047475i,0.0017487-0.0038907i,0.0010355-0.0031484i,-0.0007553-0.0024644i,0.0002023-1.2461e-05i,0.0042544+0.00095588i,0.006632-0.00053844i,0.0045769-0.0022084i,0.00054273-0.0027968i,-0.0022244-0.0031243i,-0.002566-0.0029526i,-0.0024565-0.0032325i,-0.0034152-0.0052917i,-0.004356-0.0064888i,-0.0031257-0.005033i,-0.0011943-0.0020007i,0.00010357-0.00036374i,0.00082166-0.00031248i
0.0029718+0.0015122i,0.005654+0.0025523i,0.0083369+0.0030019i,0.0069901+0.0041737i,0.0035069+0.0038718i,0.0014116+0.0023355i,0.00095705+0.0017895i,3.0593e-05-0.0015808i,1.6946e-05-0.0044371i,0.0025109-0.0030576i,0.0045497-0.0015793i,0.0052802-0.00012829i,0.0046808+0.0016148i,0.0042992+0.0021953i,0.0048969+0.0033798i,0.0055502+0.0036335i,0.0055529+0.0025989i,0.0047224+0.0028184i,0.0031156+0.0037255i,0.0010481+0.0035739i,-0.0013276+0.001795i,-0.0024304+0.0016263i,-0.0015942+0.0016374i
-0.0015612-0.00018927i,-0.0049095+0.0010298i,-0.006764-1.7614e-05i,-0.0046781-0.0029751i,-0.0010903-0.0036685i,-0.00097058-0.0035258i,-0.0023726-0.0039431i,-0.0020852-0.0043599i,-0.0018568-0.0054646i,-0.00085276-0.0054548i,0.0023657-0.0045456i,0.0037675-0.0048209i,0.002498-0.0046469i,-0.00011532-0.0022136i,-0.003564+0.00092821i,-0.0049929+0.0019937i,-0.0042714+0.0013826i,-0.0039344+0.00018019i,-0.0038021-0.00084501i,-0.0015599-0.0012114i,0.00041244-0.00073193i,0.00037949+2.0187e-05i,-9.5514e-05+0.00068252i
0.003123-0.0028444i,0.0043575-0.0024867i,0.0050706-0.0013307i,0.0039503+0.0016561i,0.0019522+0.0043766i,-4.3298e-05+0.004116i,-0.00095342+0.0023999i,-0.0013118-0.0004425i,-0.0010885-0.0025418i,0.00013775-0.0011914i,0.0020918+0.0019332i,0.0040125+0.004597i,0.0051545+0.0057823i,0.0062972+0.0040948i,0.0067181+0.0028146i,0.0058895+0.0018425i,0.0053582+0.0010958i,0.0044953+0.00047193i,0.0029941+0.0001789i,0.0018027+0.00087565i,0.0008129+0.00091474i,0.00021616+0.00055523i,-0.00047397+0.0010398i
-8.2083e-05+0.0032214i,-0.0010681+0.00353i,-0.0019355+0.0035274i,-0.0015506-0.00068468i,9.0368e-06-0.0043769i,-0.0018842-0.004819i,-0.0041855-0.0042349i,-0.0031049-0.00424i,-0.0020519-0.0031132i,-0.00056565-0.00077777i,0.0014866+0.0006047i,0.0020145-7.4754e-05i,0.0004563-0.00076256i,-0.0020925+0.00013384i,-0.0038705+0.0014522i,-0.0041526+0.0020071i,-0.0040849+0.0024054i,-0.0044824+0.0014129i,-0.0054853-0.00042379i,-0.0045117-0.0010303i,-0.0019629-0.0010884i,-0.00074942-0.0010858i,-0.0010487-0.0011525i
0.0031932-0.00021104i,0.0044886-0.002964i,0.0066437-0.0059499i,0.00533-0.005132i,0.0025925-0.0022722i,0.00099694-0.0016525i,-3.4797e-05-0.0015272i,-0.00049498-0.0017595i,0.00030334-0.0036079i,0.0026448-0.0032878i,0.0053392-0.00021546i,0.0065673+0.0033313i,0.0062016+0.0047568i,0.0054023+0.002824i,0.0040758-0.00021275i,0.0032228-0.0010694i,0.0039001-0.0014841i,0.0041495-0.0011863i,0.0034089-3.3395e-05i,0.0016894+0.00086244i,-0.00065182+0.0014338i,-0.0012341+0.0016637i,-0.00049698+0.0017104i
-0.0013593+0.0041061i,-0.00023884+0.0067367i,0.0012873+0.0084723i,0.0012189+0.0048125i,0.00032271-0.00045617i,-0.00038269-0.0021499i,-0.0016544-0.0018909i,-0.0022264-0.003062i,-0.0014491-0.0035545i,0.00039001-0.0016645i,0.0013705-0.00035767i,0.00010199-5.6173e-05i,-0.0018569+0.00050841i,-0.0029771+0.0024628i,-0.0037278+0.005063i,-0.0042025+0.0057974i,-0.0033196+0.0043212i,-0.0018964+0.0023922i,-0.002082+0.0016141i,-0.0022435+0.00095399i,-0.0012895+0.0004962i,-0.0010899+0.00063272i,-0.00084893+0.00049334i
9.789e-05-0.00021166i,-0.0017031+0.00018702i,2.6343e-05-8.6962e-05i,0.0035723-4.2292e-05i,0.0033759+0.0004917i,0.000981+0.0010276i,4.5311e-05+0.00017557i,-0.00047461-0.0019072i,0.00025003-0.0030577i,0.0017616-0.00211i,0.0036752+0.00065748i,0.0060271+0.0037464i,0.0061415+0.0041285i,0.0041013+0.0019208i,0.0027129-0.00032735i,0.0016076-0.0021791i,0.00088367-0.0027996i,0.0004623-0.0023467i,3.955e-05-0.0020331i,-0.00019652-0.0008843i,-0.00084685+0.00082577i,-0.00084469+0.0011187i,-8.9548e-05+0.00067716i
0.003102-0.0025624i,0.0029068-0.00097842i,0.0017829+0.0007563i,-0.00058796+0.00062199i,-0.003187-0.0013959i,-0.0047732-0.0011454i,-0.0044569+0.00065854i,-0.0033606-0.00032862i,-0.0027188-0.001799i,-0.0016893-0.00012526i,-0.00058721+0.0036517i,-0.0012079+0.0056315i,-0.0031236+0.0049698i,-0.0033815+0.0040916i,-0.0023329+0.0042303i,-0.0012174+0.0046961i,-0.00092893+0.0039061i,-0.0012134+0.0030635i,-0.0021183+0.0023341i,-0.0030093+0.0010163i,-0.0030421-0.00038672i,-0.0024627-0.001028i,-0.0015191-0.00086018i
0.00029692+0.0010104i,-0.00021148+0.00091508i,-0.00048652+0.00022742i,0.0017321-0.00048055i,0.0038285-0.0009959i,0.0017175-0.0012859i,0.00021375-0.0015409i,8.9908e-05-0.0024608i,-8.5377e-05-0.0030311i,0.0011903-0.001782i,0.0029219+0.0005542i,0.0042373+0.0015878i,0.0041284+0.00098772i,0.0022434-6.2527e-05i,-0.00043616-0.0019045i,-0.0024885-0.0028894i,-0.0025594-0.0028667i,-0.00036985-0.0024758i,0.00099232-0.001197i,0.0003274-0.00080298i,-0.00079444-0.00098825i,-0.001346-0.00086213i,-0.00093711-0.00038458i
0.0015622+0.0035691i,0.0026739+0.0037895i,0.0033655+0.0033474i,0.0017111+0.0013667i,0.00013282-0.00053897i,-0.00090568-0.00094067i,-0.0021233-0.0012693i,-0.0025295-0.002327i,-0.001564-0.0027222i,-0.00061414-0.00086258i,-0.00042616+0.0017251i,-0.0016937+0.0038629i,-0.0037985+0.0046365i,-0.0033116+0.0042593i,-0.0014042+0.004113i,-0.0009042+0.0037579i,0.00022909+0.0035043i,0.0011219+0.0028623i,0.00016279+0.002047i,-0.0013838+0.0013729i,-0.0022165+0.00074441i,-0.0024805+0.00090936i,-0.0020101+0.0010632i
-0.0028668+0.0006972i,-0.0043784+0.0035594i,-0.004382+0.0039812i,-0.0012146+0.00236i,0.0011405+0.00054255i,0.00043205+0.00029541i,-0.00011138-0.0001956i,-0.001239-0.0018814i,-0.0020648-0.0027448i,-0.00040406-0.0022254i,0.0014243-0.0020192i,0.002493-0.0020247i,0.0029012-0.0018262i,0.0014584-0.0011421i,-0.00094254-0.00074964i,-0.0022567-0.0015321i,-0.0022899-0.0019831i,-0.0013199-0.0016052i,-0.00032089-0.0022056i,0.00064848-0.0024295i,0.0012321-0.0015547i,0.0011499-0.00083012i,0.00078504-0.00072091i
-0.0018082-0.0025295i,-0.0031266-0.0043863i,-0.0016568-0.0037126i,0.00019094-0.00093592i,-1.3212e-05+8.132e-05i,-0.00023728-0.00071145i,-0.00035671-0.00093753i,-0.0014461-0.0016542i,-0.0018465-0.0024189i,-0.0010916-9.1115e-05i,-0.0012564+0.0039667i,-0.0020907+0.0064089i,-0.0027428+0.0056254i,-0.0020175+0.0036048i,0.00019061+0.0023395i,0.0011382+0.0012509i,0.00087908+0.0010287i,0.00037116+0.0017677i,-0.00086755+0.0021454i,-0.0011902+0.0013677i,-0.001036+0.00050801i,-0.00074372+0.00041042i,-0.00050076+0.00029404i
0.0011389+0.00044622i,0.0025234-0.00092647i,0.002356-0.00014862i,0.0015361-0.00020666i,0.0017855-0.00094584i,0.00081857-0.001388i,-0.00011765-0.0020247i,-0.00090343-0.0026615i,-0.0015686-0.0027992i,-0.00084879-0.0025414i,-0.00056805-0.0027379i,-0.0010742-0.0031726i,-0.0013972-0.0032735i,-0.0017902-0.0023818i,-0.002269-0.0011869i,-0.0027441-0.00082429i,-0.0022607-0.00086691i,-0.00044921-0.00084882i,0.00055793-0.0012625i,-0.00034802-0.0016116i,-0.0010273-0.0021799i,-0.0011246-0.0021934i,-0.00056488-0.0016542i
0.0034532+0.00035483i,0.0045871+0.0015691i,0.0055306+0.00063749i,0.0041471+0.0003582i,0.0018967+0.00021748i,0.00095894-0.00062677i,0.00022168-0.0011702i,-0.00045443-0.0021382i,-0.00029559-0.0021589i,0.00020153-0.0012656i,0.0013059+0.0003724i,0.0013231+0.0027627i,-0.00035785+0.0037336i,-0.0012454+0.002067i,0.000163+0.00072931i,0.0021233+0.00073454i,0.001853+0.00090001i,0.00046629+0.00011079i,6.3757e-05-3.2086e-05i,0.0002472+0.00036685i,0.00055456+0.00073554i,-0.00028179+0.0015627i,-0.0012383+0.0019058i
0.0017556+0.0050187i,0.0021127+0.0060643i,0.0028188+0.0051054i,0.0028092+0.0029293i,0.0011216+0.001135i,-0.00071371+8.5036e-05i,-0.0014513-0.00074458i,-0.001952-0.0017772i,-0.0015513-0.0027343i,-0.0012649-0.0029682i,-0.0015251-0.0027651i,-0.0021564-0.0032408i,-0.0023025-0.0036883i,-0.0010538-0.0021623i,-0.00039158-0.00018377i,-0.00079464+0.00024002i,-0.0012098-0.00018177i,-0.0011459-0.00026354i,-0.00050112-0.00013438i,-2.8773e-05-0.0012464i,-0.00024829-0.0019385i,-0.0010322-0.0015212i,-0.00073344-0.0012202i
-0.0022457+0.00086675i,-0.0038501+0.00091132i,-0.0017023+0.00092921i,0.00073779+0.00047278i,0.0012163-0.00062646i,0.00033478-0.0016006i,-0.00043233-0.0011155i,-0.0017621-0.0014853i,-0.002222-0.0022397i,-0.00053186-0.0017518i,0.0017702+0.00019708i,0.0022045+0.0019168i,0.0004843+0.0017213i,-0.001055+0.0011399i,-0.00089162-0.00013222i,0.000957-0.00099191i,0.0018996-0.00077004i,0.0011207+0.00027274i,0.0002748+0.0010056i,0.00012875+0.0011305i,0.00032819+0.0014724i,0.00063565+0.0013715i,0.00056698+0.00017275i
-6.1187e-05-0.002924i,-0.00034382-0.0030888i,-5.8465e-05-0.0017697i,-0.00083311-0.00073893i,-0.0023047-0.00045552i,-0.002845+0.00063832i,-0.0010389+0.00072824i,-0.00050646-0.0015265i,-0.0012226-0.0025452i,-0.0016275-0.0019959i,-0.0023766-0.0013017i,-0.0032134-0.0016508i,-0.0032296-0.0023311i,-0.0020695-0.0018177i,-0.0010682-0.00025569i,-0.0011372+0.00033343i,-0.0015995-0.00013305i,-0.0016329-0.00058803i,-0.0014953-0.00066839i,-0.0015791-0.00057692i,-0.0016455-0.00029391i,-0.0014478-0.00010079i,-0.0014495-0.00051524i
