0.00020699+0.00066612i,0.0002208-0.0007229i,-0.00026516-0.0013978i,-0.0017182-0.0014886i,-0.0026439-0.0010861i,-0.0017845+0.00080568i,0.00014998+0.0019745i,0.0016291+0.0011501i,0.0021783+0.00055627i,0.00089998+0.000105i,0.0002557-0.00088791i,0.00047673-0.00087669i,0.00036666+0.00057006i,-5.1356e-05+0.0013169i,-0.00028797+0.00055018i,-5.1529e-05-0.00016958i,0.00071452-0.0003145i,0.0012084+1.1515e-05i,0.0010961-0.0002848i,0.0015547+4.6794e-05i,0.0013797+0.00030943i,0.00031694+1.7433e-05i,0.00033456+0.00022204i
0.52412-0.2089i,0.20705-0.2678i,-0.14676-0.3115i,-0.19439-0.36563i,-0.11196-0.40473i,-0.086406-0.29859i,-0.024802-0.064453i,0.069661+0.060623i,0.074648+0.066221i,0.051059+0.069025i,0.049529+0.042452i,0.014889-0.0006551i,-0.013256-0.0025568i,0.0018308+0.0082281i,0.017324+0.00037017i,0.014409-0.0032593i,0.010305+0.0013911i,0.010872-0.0031746i,0.0096932-0.0034921i,0.012146+0.0073079i,0.018475+0.0091548i,0.025772+0.0060534i,0.039321+0.0092736i
0.20815+0.43429i,0.18824+0.27252i,0.17721+0.035153i,0.075518-0.088076i,-0.11258-0.099455i,-0.21531-0.057597i,-0.14768-0.03584i,-0.025236-0.043456i,0.031812-0.029286i,0.037155+0.017714i,0.035805+0.057607i,0.045094+0.060097i,0.049471+0.025481i,0.027985-0.022424i,0.0046306-0.045096i,0.010544-0.038108i,0.024593-0.029475i,0.020241-0.031027i,0.00085274-0.034046i,-0.014522-0.024781i,-0.016357-0.0069061i,-0.016339+0.0031265i,-0.026726+0.0023326i
-0.11299+0.21278i,-0.050018+0.15706i,0.046797+0.21131i,0.19435+0.26727i,0.3235+0.22754i,0.30638+0.17479i,0.158+0.12513i,-3.0205e-05+0.055203i,-0.078791-0.010748i,-0.082594-0.044397i,-0.064678-0.044395i,-0.05945-0.021185i,-0.05853+0.016919i,-0.0354+0.038576i,-0.0033878+0.026499i,-0.0022374+0.00403i,-0.022305+0.0013044i,-0.019692+0.0084752i,-0.00043148+0.0034431i,-0.0017238-0.0067985i,-0.015197-0.014347i,-0.01986-0.021971i,-0.015145-0.027533i
-0.46796+0.33813i,-0.33513+0.3247i,-0.23696+0.090633i,-0.20527-0.10126i,-0.10234-0.17088i,0.03114-0.17605i,0.11871-0.077763i,0.15894+0.033524i,0.13175+0.073706i,0.077949+0.063221i,0.036916+0.011201i,0.0059905-0.024965i,0.0073461-0.028892i,0.022802-0.040095i,0.022507-0.050996i,0.025603-0.043389i,0.034715-0.027501i,0.033955-0.014434i,0.023946-0.0093473i,0.015131-0.009439i,0.013335+0.00040776i,0.027309+0.025741i,0.054255+0.041861i
-0.42731-0.83668i,-0.40607-0.6728i,-0.20966-0.32195i,-0.17658-0.016809i,-0.28464+0.2729i,-0.22302+0.39211i,-0.044981+0.18934i,0.041415-0.062536i,0.066386-0.16624i,0.05369-0.17454i,0.017876-0.11616i,0.0076907-0.055497i,0.0010587-0.042728i,-0.0096665-0.03808i,-0.0053953-0.017165i,0.007188+0.0076607i,0.0075488+0.022888i,-2.2894e-05+0.031433i,0.0082864+0.026674i,0.019935-0.00033531i,0.013007-0.029852i,-0.0049957-0.045459i,-0.025987-0.046721i
1.0361-0.25314i,1.0052-0.20519i,0.73315-0.067165i,0.60218-0.067287i,0.55647-0.23599i,0.37661-0.29162i,0.14571-0.1094i,0.011329+0.069765i,-0.049146+0.11141i,-0.054558+0.086825i,-0.03183+0.025376i,-0.054929-0.025443i,-0.075505-0.003409i,-0.037071+0.025557i,-0.0024599+0.0058265i,-0.011098-0.016384i,-0.02425-0.016571i,-0.01723-0.01815i,-0.0095963-0.021265i,-0.011992-0.0087659i,-0.014834+0.013568i,-0.008309+0.032479i,0.015687+0.034428i
-0.066864+0.68649i,-0.35328+0.53003i,-0.64448+0.17569i,-0.76327+0.042211i,-0.67941+0.11216i,-0.45666+0.16351i,-0.1874+0.14497i,0.0081981+0.083758i,0.078483+0.041777i,0.075535+0.029157i,0.055366+0.023529i,0.070441+0.011018i,0.095362-0.032785i,0.080274-0.060955i,0.061815-0.047889i,0.061742-0.0337i,0.048844-0.030482i,0.010732-0.019728i,-0.023776+0.0044003i,-0.025323+0.01459i,-0.013237-0.00084883i,-0.0089462-0.011293i,-0.00051157+0.0024444i
-0.36292+0.14355i,-0.24279+0.11984i,0.073272+0.1829i,0.35076+0.25632i,0.45925+0.24553i,0.36951+0.15968i,0.17034+0.048385i,0.02072-0.025537i,-0.054991-0.060561i,-0.084592-0.035413i,-0.056177+0.016606i,-0.032434+0.031047i,-0.04108+0.040936i,-0.03419+0.047966i,-0.017142+0.040335i,-0.0015858+0.038997i,0.017246+0.038834i,0.038379+0.026425i,0.05457-0.001368i,0.046771-0.022755i,0.027885-0.021182i,0.016649-0.01613i,0.00010237-0.01644i
-0.21895-0.12883i,0.014609-0.09716i,0.18434-0.089062i,0.11848-0.20117i,-0.016869-0.33091i,-0.02747-0.32692i,0.041613-0.19743i,0.063209-0.052888i,0.041294+0.039926i,0.023075+0.050503i,-0.00047095+0.0081225i,-0.01947-0.00092193i,-0.0063008+0.018897i,0.010427+0.022699i,0.011847+0.01372i,0.0064651+5.9149e-05i,-0.0065317-0.016521i,-0.026518-0.026796i,-0.044347-0.01884i,-0.043807-0.0021495i,-0.02668+0.008567i,-0.0051856+0.012514i,0.019238+0.0020065i
0.01443-0.44473i,-0.22566-0.31294i,-0.51321-0.0073889i,-0.54057+0.34272i,-0.36749+0.58871i,-0.21657+0.57156i,-0.11053+0.34866i,-0.020849+0.11636i,0.039183-0.040777i,0.038185-0.11498i,0.0069794-0.10274i,-0.0055287-0.074131i,-0.022238-0.0662i,-0.037825-0.047959i,-0.040841-0.026508i,-0.045405-0.0019797i,-0.035681+0.025919i,-0.0094992+0.040981i,0.015418+0.040113i,0.027732+0.023664i,0.018743+0.0024996i,0.0028048-0.0048335i,0.0018904+0.0086341i
0.53244+0.16255i,0.81255+0.10669i,0.97691-0.20926i,0.81268-0.52586i,0.53487-0.60963i,0.38144-0.5075i,0.22605-0.32754i,0.04555-0.1259i,-0.040114+0.028454i,-0.010529+0.084425i,0.047537+0.05428i,0.052436+0.0088821i,0.02375-0.004273i,0.00096525-0.0066257i,-0.0042105-0.0082621i,0.0064644-0.013064i,0.015048-0.023425i,0.016738-0.035209i,0.012237-0.042661i,0.0034377-0.035427i,-0.0016458-0.018437i,-0.0094109+0.00044627i,-0.025345+0.01809i
-0.19944-0.022675i,-0.63678-0.014666i,-0.87861+0.17119i,-0.81801+0.32087i,-0.74177+0.3415i,-0.61713+0.33953i,-0.3163+0.2649i,-0.067773+0.096926i,0.012954-0.019388i,0.0068612-0.041705i,-0.024288-0.0027061i,-0.011025+0.042467i,0.033293+0.025384i,0.048231-0.011877i,0.042157-0.024256i,0.028709-0.020705i,0.0075053-0.010941i,-0.013784-0.0030162i,-0.028164+0.0028227i,-0.029442+0.0042376i,-0.020598-0.0024043i,-0.012493-0.019533i,-0.013888-0.042867i
0.13281+0.53952i,0.26512+0.41368i,0.24183+0.24112i,0.32243+0.19289i,0.56207+0.097701i,0.54858-0.039144i,0.27617-0.033654i,0.087668+0.023306i,-0.0066988+0.016299i,-0.062785+0.022064i,-0.054561+0.024667i,-0.051988-0.0010331i,-0.060218+0.0077302i,-0.037139+0.019923i,-0.019514+0.0061909i,-0.013858-0.0001884i,0.0053481+0.0015352i,0.030596+0.0046525i,0.050054+0.0061605i,0.05534-0.0018696i,0.044247-0.010121i,0.034409-0.0036634i,0.044846+0.0095259i
-0.73948-0.19552i,-0.53449-0.23348i,-0.22031-0.35098i,-0.26486-0.39403i,-0.44347-0.266i,-0.34163-0.15226i,-0.1224-0.13962i,-0.015169-0.10229i,0.046113-0.037374i,0.076601-0.040383i,0.047107-0.068239i,0.022059-0.054316i,0.021877-0.031658i,0.0176-0.011197i,0.02216+0.010979i,0.028478+0.019658i,0.018139+0.023904i,0.0018442+0.021641i,-0.013952+0.0069868i,-0.024388-0.0008925i,-0.021765+0.0023943i,-0.015254+0.0022149i,-0.019129+0.0032901i
0.27339-0.54904i,0.24588-0.14747i,0.22729+0.36238i,0.27552+0.49663i,0.25994+0.42848i,0.15707+0.39781i,0.074805+0.30538i,0.0023746+0.14952i,-0.057421+0.043638i,-0.060042+0.011618i,-0.024248+0.010709i,-0.0018911+0.0038204i,-0.0061229-0.0059953i,-0.013091-0.017681i,-0.027825-0.030201i,-0.048397-0.028706i,-0.054474-0.015887i,-0.047377+0.002912i,-0.030602+0.027365i,-0.0073108+0.039322i,0.0087989+0.032921i,0.012231+0.024871i,0.0091766+0.013417i
0.59485-0.045075i,0.39367-0.29054i,0.054644-0.52206i,-0.1334-0.61484i,-0.17836-0.64208i,-0.19233-0.54469i,-0.14901-0.30175i,-0.049509-0.11736i,0.018691-0.04237i,0.043165-0.01677i,0.034717-0.014684i,0.014973-0.0071442i,0.012479-0.0039438i,0.0095555-0.0033521i,0.015501+0.0090933i,0.039503+0.0063228i,0.051622-0.017039i,0.042615-0.039312i,0.024469-0.048573i,0.0034448-0.043667i,-0.016783-0.032233i,-0.027156-0.023826i,-0.022697-0.019002i
0.13334+0.64395i,0.14326+0.43863i,0.085364+0.14092i,0.03604+0.11235i,0.032138+0.24081i,0.051747+0.22271i,0.054979+0.092135i,0.058773+0.005678i,0.060794-0.027092i,0.042571-0.020979i,0.026864-0.0050141i,0.0095048-0.0041907i,-0.002985+0.0088041i,0.0088255+0.014648i,0.012628-0.0037428i,-0.00043675-0.0062954i,-0.0073525+0.0083238i,-0.0090856+0.012429i,-0.013349+0.0084687i,-0.0077167+0.0089038i,0.012659+0.0036759i,0.026817-0.008687i,0.026075-0.011359i
-0.85047+0.37633i,-0.60715+0.52545i,-0.128+0.47564i,0.16613+0.24342i,0.30015+0.019292i,0.35674-0.075202i,0.27226-0.077911i,0.12199-0.023894i,0.022677+0.037193i,-0.0064523+0.063999i,0.0069401+0.054316i,0.028556+0.022691i,0.023383-0.0077357i,-0.0039855-0.0096117i,-0.019371+0.0097157i,-0.017799+0.022906i,-0.01021+0.025958i,0.0069489+0.02569i,0.025308+0.018503i,0.024879+0.0058251i,0.014236+0.0034141i,0.014532+0.012434i,0.020376+0.018192i
-0.35656-1.0576i,-0.63142-0.91718i,-0.76485-0.38548i,-0.6822+0.057412i,-0.57739+0.27283i,-0.47932+0.34792i,-0.28984+0.29215i,-0.12298+0.13939i,-0.05953+0.0066747i,-0.056972-0.047915i,-0.067203-0.032183i,-0.056069+0.011202i,-0.028171+0.025297i,-0.0067888+0.0062791i,-0.0033664-0.018084i,-0.011675-0.029491i,-0.015935-0.026867i,-0.017708-0.017247i,-0.01923-0.00715i,-0.016735+0.00091986i,-0.014414+0.0082937i,-0.016838+0.011191i,-0.018529+0.0064673i
1.1277-0.034456i,1.3136-0.15179i,1.0994-0.32519i,0.75128-0.42007i,0.48327-0.44413i,0.27494-0.42043i,0.085375-0.29985i,-0.0061213-0.11901i,0.01495-0.0043836i,0.049746-0.0012949i,0.035947-0.042798i,-0.0028888-0.065214i,-0.019708-0.055662i,-0.012681-0.03684i,0.00058722-0.024835i,0.010475-0.022081i,0.0076956-0.018686i,-0.0008361-0.010471i,-0.0061347-0.0048268i,-0.01103-0.00294i,-0.017195-0.0018326i,-0.022773+0.0044761i,-0.02181+0.015043i
-0.012364+0.67755i,-0.10356+0.75983i,-0.1116+0.63963i,-0.087592+0.41924i,-0.097056+0.24496i,-0.05916+0.18742i,0.045053+0.13768i,0.087364+0.042633i,0.05135-0.0049284i,0.030886+0.015004i,0.046489+0.035728i,0.05767+0.034328i,0.047353+0.02317i,0.031488+0.0071805i,0.018747-0.0040803i,0.013034+0.0022937i,0.017195+0.0095061i,0.020401-0.00068243i,0.015658-0.015052i,0.010309-0.02231i,0.0084982-0.029976i,0.0073725-0.044046i,0.0032336-0.053049i
-0.49066+0.29329i,-0.45654+0.13578i,-0.33229-0.074434i,-0.14416-0.080082i,0.09023+0.0057918i,0.15333-0.0047956i,0.047865-0.0030923i,-0.015656+0.042278i,-0.029663+0.057574i,-0.038179+0.061715i,-0.032768+0.053495i,-0.030105+0.029054i,-0.026018+0.017363i,-0.012829+0.018833i,-0.0019098+0.019994i,0.001657+0.012742i,-0.0020734+0.003449i,-0.0033376+0.0062609i,0.0022286+0.015192i,0.0090886+0.01997i,0.01729+0.02487i,0.028963+0.034521i,0.038158+0.040208i
-0.57005-0.70574i,-0.59143-0.6715i,-0.41204-0.41638i,-0.33032-0.18865i,-0.36113-0.019281i,-0.26404+0.086155i,-0.099883+0.05439i,-0.029844-0.027275i,-0.019994-0.066795i,-0.029951-0.075359i,-0.039858-0.052254i,-0.026498-0.022157i,-0.0081971-0.014671i,0.0035416-0.017992i,0.010108-0.021175i,0.0096033-0.017434i,0.0075844-0.0056963i,0.0025148+0.0062979i,-0.0044752+0.01209i,-0.0075551+0.013186i,-0.010282+0.013923i,-0.017066+0.01004i,-0.026457+0.0011132i
0.86629-0.20367i,0.97906-0.069671i,0.76927+0.090483i,0.51419+0.083787i,0.33811-0.020981i,0.19681-0.088034i,0.090268-0.074976i,0.030879-0.0059204i,0.025082+0.04688i,0.049355+0.031585i,0.045436-0.019882i,0.013979-0.044808i,-0.0082657-0.031038i,-0.019661-0.00038998i,-0.020636+0.026621i,-0.012681+0.030175i,-0.01077+0.01472i,-0.011079-0.0031264i,-0.0046524-0.015443i,-0.002563-0.021036i,-0.0084382-0.019303i,-0.0095995-0.011493i,0.00184-0.004882i
-0.079479+0.47499i,-0.35947+0.51692i,-0.4944+0.39327i,-0.38517+0.21665i,-0.2519+0.073226i,-0.16932+0.038138i,-0.073518+0.042236i,-0.0072312-0.010054i,-0.0049506-0.051261i,-0.016096-0.037033i,-0.0062242-0.0051154i,0.015213+0.013863i,0.025721+0.0065012i,0.023184-0.017418i,0.011947-0.036123i,-0.0038346-0.034511i,-0.0087254-0.019171i,-0.0044502-0.0048444i,-0.0049229+0.0046302i,-0.0056694+0.0059077i,-0.0036306-0.0031907i,-0.0063357-0.015779i,-0.011275-0.019364i
0.087382+0.14514i,0.29366-0.15035i,0.34887-0.39919i,0.25325-0.29411i,0.21877-0.072985i,0.18415-0.02259i,0.075473-0.027616i,0.016366+0.017142i,0.015627+0.038411i,0.017006+0.031913i,0.017179+0.015461i,0.00046748-0.0031303i,-0.014739+0.00091431i,-0.014409+0.010905i,-0.011637+0.011451i,-0.0016548+0.009378i,0.0099324+0.0047446i,0.0090787-0.00080539i,0.0016679-0.0042094i,0.00043181-0.0065078i,0.0083339-0.0081184i,0.0198-0.0029264i,0.022692+0.0088034i
-0.61512-0.002888i,-0.5558+0.20795i,-0.23057+0.31022i,-0.061043+0.16474i,-0.11904+0.030844i,-0.10908+0.042601i,-0.011649+0.044987i,0.019326+0.011306i,-0.0052472-0.003591i,-0.029634+0.0072067i,-0.023283+0.027455i,0.0022986+0.022106i,0.0060512+0.0015906i,0.004197+0.0011781i,0.014175+0.0074882i,0.016923+0.0061727i,0.010142+0.0049541i,0.0081504+0.0014691i,0.010009-0.0040025i,0.00774+0.00017677i,0.0016682+0.012754i,-0.0053052+0.015998i,-0.010443+0.0028485i
0.26683-0.56081i,0.12831-0.53571i,-0.12381-0.21802i,-0.16091+0.077801i,-0.032084+0.15724i,0.016692+0.12652i,0.0064649+0.097095i,-0.0015021+0.061174i,9.8024e-05+0.029245i,0.008182+0.0040672i,0.0018957-0.0072512i,0.00020366+0.00097904i,0.0079141-0.0031637i,-0.0040261-0.018285i,-0.022516-0.01763i,-0.022717-0.007866i,-0.013674-0.0025722i,-0.006942+0.0031203i,0.00054189+0.0096408i,0.0050263+0.0085933i,0.0022282+0.0039796i,0.0029677+0.0071252i,0.012787+0.014688i
0.24086+0.17977i,0.18899+0.051092i,0.063061-0.21908i,-0.048573-0.37764i,-0.12709-0.37079i,-0.1508-0.27597i,-0.11457-0.14774i,-0.056321-0.059855i,-0.022103-0.018315i,-0.0099795-0.0098558i,-0.01583-0.020857i,-0.026396-0.011393i,-0.011942+0.0095191i,0.011026+0.0086178i,0.015659-0.0062545i,0.0065943-0.017034i,-0.00058744-0.018527i,-0.0061516-0.014821i,-0.013314-0.010217i,-0.017944-0.0039969i,-0.021091-0.0014106i,-0.025625-0.0044018i,-0.028057-0.0058566i
0.23429+0.30034i,0.45824+0.3258i,0.54527+0.27396i,0.41435+0.24085i,0.28129+0.23927i,0.24549+0.16033i,0.18134+0.025618i,0.087381-0.032185i,0.043347-0.032066i,0.042396-0.030306i,0.045289-0.032339i,0.029148-0.032386i,0.0053797-0.017442i,0.00083748+0.0012355i,0.011434+0.0078334i,0.020731+0.010641i,0.023358+0.011576i,0.019961+0.0041702i,0.013081-0.0056445i,0.011727-0.014867i,0.019164-0.027585i,0.019973-0.037367i,0.0079492-0.036972i
-0.64094+0.27771i,-0.81866+0.4514i,-0.65364+0.44713i,-0.32993+0.2184i,-0.15662-1.4039e-05i,-0.13335-0.013949i,-0.099112+0.066386i,-0.047207+0.081254i,-0.035721+0.053734i,-0.043118+0.050811i,-0.028075+0.05859i,-0.0066934+0.037869i,-0.01018+0.0063614i,-0.022853-0.0021684i,-0.025769+0.0032807i,-0.026214+0.010565i,-0.02346+0.019i,-0.0075148+0.020827i,0.010522+0.014227i,0.01668+0.013688i,0.020604+0.026141i,0.03094+0.034388i,0.040412+0.026629i
0.0029557-0.7584i,-0.06281-0.98993i,-0.19259-0.77047i,-0.24443-0.27835i,-0.15625+0.050917i,-0.054831+0.08532i,-0.021703+0.0021307i,-0.018437-0.051326i,-0.0036715-0.062344i,-0.00024851-0.054991i,-0.0126-0.026816i,-0.0011214+0.005493i,0.029378+0.0078389i,0.037191-0.009234i,0.024773-0.016717i,0.014143-0.019307i,0.0050186-0.024358i,-0.0067417-0.017591i,-0.013663-0.0022308i,-0.016261+0.0040132i,-0.025564+0.0056946i,-0.035248+0.013463i,-0.031185+0.023569i
0.51818+0.11986i,0.72021+0.12956i,0.68646-0.027423i,0.46353-0.23763i,0.22115-0.3082i,0.07279-0.21084i,0.030075-0.069152i,0.026338+0.015259i,0.0042315+0.04946i,-0.010855+0.051999i,-0.022049+0.018905i,-0.049467+0.0050126i,-0.051382+0.028865i,-0.023803+0.036223i,-0.0055067+0.021319i,0.0050524+0.012794i,0.01454+0.012682i,0.014705+0.0081717i,0.0052916-0.0016695i,-0.0078494-0.007933i,-0.019094-0.014359i,-0.0268-0.022773i,-0.02898-0.024681i
0.038969+0.39004i,0.019929+0.58425i,0.016523+0.61133i,0.01093+0.47189i,0.0071457+0.30172i,0.038123+0.15281i,0.059081+0.024553i,0.038491-0.05047i,0.017806-0.075188i,0.016933-0.07791i,0.028963-0.074405i,0.02973-0.074145i,0.0036941-0.059631i,-0.016882-0.02748i,-0.020618-0.0065157i,-0.022383-0.00076252i,-0.020515-0.00020402i,-0.011406-0.0029i,-7.3991e-05-0.0026155i,0.013784-0.004654i,0.031587-0.01656i,0.042406-0.030787i,0.03733-0.035715i
-0.48257+0.13135i,-0.7183+0.060828i,-0.66243-0.054394i,-0.35224-0.10793i,-0.098145-0.090449i,-0.033963-0.01613i,-0.028512+0.071626i,0.0086521+0.099502i,0.0368+0.078331i,0.037128+0.058299i,0.035205+0.053436i,0.032584+0.041778i,0.019654+0.01385i,0.0053691-0.0067303i,0.001847-0.010363i,0.0034986-0.0098669i,0.0013219-0.0040331i,0.0019536+0.0052513i,0.0050351+0.0048654i,0.004813+0.0072613i,0.0095141+0.026985i,0.020533+0.047527i,0.027272+0.049176i
0.0075248-0.55439i,0.15063-0.78446i,0.18011-0.67623i,0.012282-0.32228i,-0.12385-0.054024i,-0.10897-0.013244i,-0.06703-0.074395i,-0.052665-0.086967i,-0.033305-0.061719i,-0.029045-0.036979i,-0.037131-0.0044957i,-0.020772+0.017353i,0.0066626+0.013921i,0.018022+0.0042269i,0.017362-0.0041711i,0.014275-0.013541i,0.008472-0.022166i,-0.0029237-0.021585i,-0.0094167-0.009728i,-0.0093766-0.0019127i,-0.020583-0.0011289i,-0.040038+0.0040008i,-0.047411+0.012734i
0.41476+0.14886i,0.56583+0.36755i,0.52457+0.43901i,0.39698+0.25745i,0.27383+0.057442i,0.15052+0.022695i,0.082838+0.075325i,0.065976+0.095271i,0.038612+0.079485i,0.011283+0.052718i,-0.012549+0.012887i,-0.039811-0.0064368i,-0.044439+0.0028782i,-0.02911+0.0097499i,-0.013433+0.015635i,0.0032641+0.028564i,0.018816+0.037155i,0.023576+0.031604i,0.014641+0.015837i,0.00084627-0.00092609i,-0.0064673-0.018855i,-0.0068356-0.038118i,-0.0044809-0.047642i
-0.096094+0.22248i,-0.28499+0.28043i,-0.39404+0.21112i,-0.34905+0.10276i,-0.2522+0.01482i,-0.16111-0.055671i,-0.10042-0.08845i,-0.075353-0.084517i,-0.056142-0.07582i,-0.034359-0.071931i,-2.9431e-05-0.064813i,0.02905-0.062837i,0.027133-0.054196i,0.01381-0.035667i,-0.0022618-0.02703i,-0.024863-0.023145i,-0.040027-0.017248i,-0.03796-0.012012i,-0.023154-0.0032644i,-0.0015842+0.0034723i,0.020957+0.0031527i,0.036572+0.0035144i,0.040678+0.0075069i
-0.19035+0.021195i,-0.22219-0.11412i,-0.10283-0.22073i,0.076802-0.1754i,0.19099-0.055302i,0.19846+0.02701i,0.14392+0.058775i,0.095933+0.072018i,0.078634+0.077196i,0.081192+0.067392i,0.072221+0.057987i,0.049966+0.05685i,0.032281+0.042387i,0.016289+0.021807i,0.013283+0.012561i,0.023261+0.003679i,0.028407-0.0043587i,0.027627-0.0054445i,0.020825-0.0081674i,0.006971-0.0061479i,-0.0038996+0.011442i,-0.0068478+0.030861i,-0.0087947+0.034148i
-0.030713-0.23291i,0.095947-0.3027i,0.14698-0.23776i,-0.0061257-0.12559i,-0.18053-0.050288i,-0.20538-0.01962i,-0.14348-0.027216i,-0.10125-0.039974i,-0.089679-0.029949i,-0.086429-0.0022319i,-0.078252+0.021918i,-0.056842+0.02666i,-0.030231+0.018338i,-0.0091261+0.0087535i,-0.00068918+0.0039846i,-0.0022432+0.0064127i,-0.0075527+0.005862i,-0.015489+0.00088098i,-0.016932+0.0015496i,-0.011784+0.0028287i,-0.015719-0.00015354i,-0.026989-0.0044373i,-0.031019-0.0096488i
0.18068+0.03708i,0.18559+0.2219i,0.11568+0.36512i,0.12585+0.31343i,0.18601+0.15339i,0.16565+0.038904i,0.10068+0.015773i,0.056702+0.022561i,0.038108+0.013147i,0.026642-0.012562i,0.0055883-0.038154i,-0.01458-0.041428i,-0.019398-0.026871i,-0.018016-0.013109i,-0.015534-0.0027879i,-0.0086838+0.0037377i,0.0030235+0.0066317i,0.013553+0.0070724i,0.012227+0.0041056i,0.0037149-0.0024058i,0.0014085-0.012979i,0.0081763-0.02464i,0.014871-0.027305i
-0.010245+0.058372i,-0.1479-0.019425i,-0.27861-0.17687i,-0.32174-0.23963i,-0.27804-0.16407i,-0.16401-0.084257i,-0.070371-0.061898i,-0.039902-0.064467i,-0.038122-0.059616i,-0.029866-0.042506i,-0.0019101-0.028211i,0.020827-0.022609i,0.024658-0.014788i,0.022327-0.0085382i,0.012681-0.010761i,-0.004539-0.013178i,-0.019864-0.011681i,-0.026085-0.0091446i,-0.018189-0.0043387i,-0.00047438-0.00066341i,0.01567+0.00028494i,0.023782+0.0058429i,0.023408+0.014785i
-0.0088823+0.091315i,0.095831+0.071269i,0.28276+0.058791i,0.40203+0.080393i,0.37804+0.097895i,0.27005+0.0981i,0.16011+0.078521i,0.095082+0.054597i,0.073077+0.035075i,0.066821+0.018814i,0.049342+0.013951i,0.02404+0.021159i,0.0032072+0.023339i,-0.0085919+0.018248i,-0.0052464+0.012049i,0.0096989+0.0036857i,0.024231-0.0050476i,0.032389-0.0093239i,0.029242-0.010371i,0.015572-0.0071308i,0.00049924+0.0033787i,-0.012605+0.014083i,-0.020809+0.014017i
-0.14497-0.06163i,-0.18038-0.060952i,-0.21379-0.0066807i,-0.27556+0.0075346i,-0.32529-0.023534i,-0.29743-0.0011253i,-0.18669+0.031311i,-0.090213+0.013683i,-0.063482+0.0021182i,-0.063831+0.020742i,-0.055228+0.03124i,-0.04052+0.021499i,-0.022868+0.010217i,-0.0054907+0.0047047i,0.00055823+0.0024558i,-0.0049003+0.0075624i,-0.013892+0.01648i,-0.022087+0.020192i,-0.02429+0.016636i,-0.021171+0.0062562i,-0.020107-0.0043017i,-0.017058-0.011827i,-0.0062781-0.016803i
0.079285-0.12072i,0.090937-0.11835i,0.048812-0.051448i,0.071887+0.031895i,0.16005+0.041052i,0.17111-0.04247i,0.086871-0.083974i,0.028586-0.041335i,0.036673-0.017384i,0.041983-0.037356i,0.024414-0.051005i,0.0076042-0.045787i,-0.0042384-0.03512i,-0.012044-0.023874i,-0.012126-0.013079i,-0.0057921-0.0083522i,0.0041535-0.010056i,0.012658-0.012293i,0.013205-0.010635i,0.0086559-0.0061801i,0.0068284-0.0052344i,0.0087455-0.0057125i,0.009354+0.00054325i
0.10309+0.059962i,0.10384+0.035064i,0.026294-0.091932i,-0.10035-0.18796i,-0.15687-0.13069i,-0.087985-0.015049i,0.010507+0.019052i,0.037571-0.0068399i,0.0075551-0.0045124i,-0.005022+0.020578i,0.012456+0.025623i,0.027439+0.015103i,0.029727+0.0025492i,0.024921-0.0080529i,0.017231-0.012575i,0.0096859-0.0097304i,0.0018531-0.0012772i,-0.0049849+0.0068199i,-0.0053759+0.011292i,0.0027346+0.013398i,0.012215+0.011639i,0.01465+0.0085198i,0.0076375+0.005215i
-0.02256+0.15095i,0.028804+0.23471i,0.17291+0.27784i,0.29227+0.25406i,0.25933+0.16617i,0.11439+0.081239i,0.00096672+0.052838i,-0.02135+0.050044i,0.0034425+0.02723i,0.017632-0.0045214i,0.0089787-0.014282i,-0.0025239-0.0041252i,-0.0079569+0.0053372i,-0.010962+0.0087027i,-0.011276+0.0079755i,-0.0079624+0.0032006i,-0.00040595-0.0046374i,0.0093169-0.01209i,0.012626-0.015536i,0.009056-0.010743i,0.0041102-0.00039892i,-0.0025788+0.0052572i,-0.0061886+0.0041386i
-0.20253-0.059629i,-0.32255-0.084096i,-0.37691-0.065057i,-0.34848-0.070321i,-0.27764-0.10597i,-0.17551-0.091261i,-0.065648-0.052629i,-0.016108-0.035502i,-0.021538-0.0089796i,-0.023922+0.022204i,-0.016172+0.027431i,-0.011541+0.017947i,-0.0041183+0.010583i,0.0063065+0.0047332i,0.013005-0.0013562i,0.0077771-0.0029308i,-0.0074217+0.0052393i,-0.018258+0.01479i,-0.019538+0.011244i,-0.018345-0.0016087i,-0.018541-0.010196i,-0.013073-0.011487i,-0.0014847-0.0092263i
0.10309-0.18609i,0.17652-0.28583i,0.16712-0.28356i,0.129-0.14509i,0.14664-0.0067409i,0.14434-0.012209i,0.058198-0.043806i,-0.0054866-0.0099876i,-0.00087727+0.0020361i,0.0056875-0.019608i,-0.00078238-0.027363i,-0.0043727-0.02418i,-0.0068832-0.019108i,-0.01057-0.011836i,-0.012147-0.003567i,-0.0085691-9.9296e-05i,-0.0016962-0.0066933i,0.003464-0.014537i,0.0048834-0.012626i,0.0040362-0.0059529i,0.0039774-0.0036832i,0.0038504-0.00062406i,0.0015852+0.0076653i
