-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
0.093606-0.073094i,0.077314+0.0055482i,0.043076+0.27455i,0.18159+0.49726i,0.34169+0.41786i,0.23917+0.25992i,0.073429+0.24379i,0.042391+0.18874i,0.06269+0.064919i,0.08349+0.0058662i,0.091094-0.0077916i,0.081961-0.013893i,0.06706-0.018442i,0.037821-0.013095i,0.0068307+0.0050977i,-0.00164+0.017628i,0.0034041+0.028607i,0.003726+0.039023i,-0.004862+0.026879i,-0.028889+0.00028162i,-0.056618+0.0022935i,-0.059469+0.021062i,-0.049993+0.022574i
0.24339+0.18556i,0.57161+0.31994i,0.88708+0.35278i,0.8945+0.26784i,0.59155+0.17349i,0.31265+0.10603i,0.1887+0.045955i,0.15104+0.039363i,0.13228+0.024717i,0.06154-0.020072i,-0.013944-0.02579i,-0.039428-0.030651i,-0.054898-0.060605i,-0.071387-0.083223i,-0.082415-0.077445i,-0.050512-0.030859i,0.052233+0.0081307i,0.1455+0.0012413i,0.14604-0.02173i,0.079145-0.02202i,0.020935-0.0013686i,0.0012642+0.016186i,-0.006908+0.026123i
-0.35333+0.030715i,-0.67719-0.085545i,-0.98432-0.39621i,-1.1329-0.61886i,-1.0281-0.53141i,-0.73689-0.28821i,-0.42047-0.098109i,-0.17283-0.032371i,-0.061744-0.036998i,-0.052911-0.015166i,-0.030377+0.0081819i,-0.023332-0.005586i,-0.04967+0.019806i,-0.042845+0.084723i,-0.0071477+0.10169i,0.0069179+0.044022i,-0.019577-0.032521i,-0.051405-0.056489i,-0.053605-0.030817i,-0.029082-0.0074871i,0.0059051-0.001272i,0.028043-0.0075401i,0.033755-0.017213i
0.041996-0.27146i,0.0076054-0.26139i,0.041214+0.15028i,0.26265+0.59574i,0.47703+0.56977i,0.40172+0.33211i,0.18896+0.24795i,0.05239+0.15813i,-0.044457+0.05152i,-0.057127+0.063039i,0.0088593+0.083728i,0.043561+0.060244i,0.047116+0.028998i,0.04139-0.0025116i,0.015769+0.0029895i,-0.013897+0.047447i,-0.030374+0.079964i,-0.019495+0.069978i,0.0019463+0.034832i,-0.0025119+0.013183i,-0.027117+0.012332i,-0.035043+0.016262i,-0.020825+0.010242i
0.31307+0.28045i,0.71905+0.5144i,1.0959+0.51413i,1.0305+0.1753i,0.50549-0.14004i,0.1029-0.19813i,0.066485-0.18157i,0.084278-0.11829i,0.065079-0.0055616i,0.063698+0.024159i,0.033968+0.0035693i,-0.00093098+0.011313i,-0.0067879+0.021949i,0.0066967+0.0047099i,0.027471-0.034522i,0.037208-0.055133i,0.033785-0.0381i,0.013934-0.012745i,-0.0076191-0.00027152i,-0.0031075-0.00040797i,0.016964-0.0083024i,0.02054-0.02237i,-0.0015909-0.030988i
-0.1728-0.14138i,-0.4517-0.5508i,-0.80235-1.0131i,-0.92064-0.97456i,-0.66698-0.49131i,-0.36755-0.15437i,-0.25057-0.06892i,-0.1518-0.030969i,-0.032543-0.0099813i,0.007167-0.013212i,0.00014571-0.023782i,-0.0044078-0.036455i,-0.006415-0.040961i,-0.017687-0.042871i,-0.041748-0.044569i,-0.05897-0.04007i,-0.052084-0.019173i,-0.01914+0.012765i,0.021981+0.024375i,0.045189+0.011461i,0.037347+0.0071156i,0.013551+0.025672i,0.0012829+0.041403i
-0.16655+0.16479i,-0.23273+0.66031i,-0.14641+1.2641i,0.017662+1.369i,0.12692+0.93103i,0.18372+0.53704i,0.22606+0.31888i,0.17829+0.082398i,0.063404-0.083848i,0.0016491-0.1054i,-0.0021918-0.080684i,-0.0051863-0.067302i,-0.020638-0.056844i,-0.033423-0.030137i,-0.03069+0.019983i,-0.0091027+0.060061i,0.019565+0.044782i,0.029454-0.0081125i,0.00561-0.043317i,-0.031075-0.041048i,-0.038996-0.029511i,-0.016333-0.029177i,0.00085967-0.026769i
0.32076-0.29629i,0.66413-0.68699i,0.99745-1.073i,1.0651-1.1975i,0.78109-1.033i,0.38353-0.79486i,0.074176-0.55257i,-0.10345-0.27392i,-0.14518-0.051436i,-0.096551+0.029512i,-0.065372+0.010838i,-0.073137-0.0021999i,-0.054385+0.023179i,-0.005236+0.030883i,0.02691-0.0014947i,0.026793-0.037259i,0.0052124-0.042852i,-0.01724-0.016334i,-0.01356+0.022904i,0.014294+0.046295i,0.031759+0.038932i,0.022503+0.01663i,0.0083455-0.00052547i
-0.082792+0.23185i,-0.32092+0.30392i,-0.68996+0.28535i,-0.88866+0.31236i,-0.77357+0.38858i,-0.55065+0.35385i,-0.3496+0.25935i,-0.12655+0.20131i,0.04402+0.12289i,0.079113+0.049111i,0.077167+0.042866i,0.091579+0.049401i,0.079934+0.035817i,0.053742+0.038944i,0.05263+0.054212i,0.063579+0.044067i,0.051482+0.013i,0.026339-0.0088423i,0.010533-0.017665i,-0.0042866-0.018405i,-0.019615-0.0025528i,-0.02115+0.019029i,-0.014874+0.025051i
-0.066901+0.048694i,0.039205+0.12005i,0.15506+0.1185i,0.086906-0.0035548i,0.0081155-0.056278i,0.11072+0.05296i,0.18976+0.072984i,0.10504-0.019771i,0.013179-0.040868i,-0.012028-0.0068257i,-0.016621+0.002861i,-0.015855-0.019022i,-0.02165-0.05029i,-0.032893-0.080559i,-0.048496-0.10234i,-0.063855-0.094757i,-0.054606-0.066423i,-0.026735-0.04611i,-0.0091778-0.039055i,-0.01083-0.03402i,-0.023158-0.033493i,-0.034003-0.034899i,-0.033259-0.023341i
-0.17625-0.26937i,-0.41357-0.38407i,-0.46584-0.25711i,-0.12368-0.035475i,0.1917-0.072034i,0.10941-0.2373i,-0.061651-0.17037i,-0.07601-0.038411i,-0.063747-0.021242i,-0.059543-0.012722i,-0.034512-0.0007016i,-0.023169-0.0017369i,-0.017362+0.02236i,-0.0057631+0.067506i,-0.0031987+0.097944i,-0.014123+0.095482i,-0.029328+0.075408i,-0.043732+0.057024i,-0.052377+0.044992i,-0.039189+0.044001i,-0.0028477+0.054794i,0.030113+0.064175i,0.040818+0.05792i
0.40911+0.15449i,0.73282+0.19889i,0.74057+0.12553i,0.3478+0.097799i,0.038532+0.25759i,0.041429+0.3216i,0.060331+0.19819i,0.039957+0.1467i,0.085509+0.12846i,0.10098+0.052277i,0.069102+0.025212i,0.05046+0.039907i,0.032016+0.030864i,0.027059+0.0035127i,0.044175-0.018817i,0.056132-0.019905i,0.051613-0.0027785i,0.045646+0.021613i,0.048724+0.042144i,0.0472+0.04298i,0.027998+0.023463i,0.010674+0.001976i,0.010575-0.015085i
-0.35684+0.16621i,-0.65043+0.29209i,-0.72966+0.31545i,-0.53335+0.13966i,-0.35521-0.12106i,-0.26683-0.18162i,-0.13121-0.073295i,-0.017421-0.027746i,-0.019167-0.028196i,-0.062284-0.0039627i,-0.079373+0.00056236i,-0.080318-0.015577i,-0.0692-0.017196i,-0.063969-0.010498i,-0.074784-0.00084511i,-0.068345+0.015247i,-0.026869+0.016548i,0.014272-0.010088i,0.022339-0.04717i,0.0092229-0.066009i,0.0024128-0.058768i,0.0019157-0.04565i,-0.0022658-0.034299i
-0.015136-0.23555i,0.027537-0.31938i,0.11866-0.17056i,0.22364+0.092723i,0.26197+0.21624i,0.18725+0.22241i,0.094531+0.18688i,0.034434+0.088271i,-0.012537-0.0025457i,-0.0074243-0.016841i,0.04808-0.01808i,0.083166-0.038956i,0.079713-0.039396i,0.079222-0.0122i,0.090848+0.0032454i,0.082188-0.0092786i,0.04033-0.018242i,-0.00018652-0.0057289i,-0.011941+0.012897i,-0.0077511+0.022313i,-0.0050051+0.023473i,-0.0044153+0.027371i,-0.0063678+0.028848i
0.27963-0.029336i,0.48525-0.10729i,0.51964-0.22242i,0.36942-0.27056i,0.22626-0.24012i,0.14628-0.22161i,0.086301-0.18077i,0.07845-0.082577i,0.0889-0.019528i,0.058299-0.00026242i,0.02213+0.028992i,0.0028993+0.047469i,-0.017467+0.039149i,-0.037686+0.018756i,-0.052019-0.0017413i,-0.054186-0.018538i,-0.040306-0.032935i,-0.022609-0.03937i,-0.018664-0.042133i,-0.041954-0.03884i,-0.070112-0.016296i,-0.066474+0.0045312i,-0.04086+0.0030715i
-0.15464+0.31516i,-0.27452+0.58677i,-0.31064+0.65076i,-0.29395+0.49558i,-0.3218+0.40642i,-0.28368+0.38873i,-0.12932+0.25227i,-0.04473+0.054288i,-0.064207-0.0092366i,-0.06912+0.027686i,-0.060487+0.026631i,-0.070249+0.0043345i,-0.062298-0.00056011i,-0.033446-0.0096214i,-0.02422-0.010503i,-0.033282+0.021193i,-0.029081+0.054119i,-0.01433+0.053928i,-0.0046616+0.044636i,0.01813+0.050979i,0.053925+0.041282i,0.060567+0.0091628i,0.036437-0.0023252i
-0.15844-0.29772i,-0.27241-0.55675i,-0.28321-0.64818i,-0.17431-0.57954i,-0.022301-0.5501i,0.071228-0.46081i,0.042198-0.22328i,0.0054217-0.02096i,0.041715+0.016008i,0.082681-0.024523i,0.1048-0.034268i,0.11593-0.025922i,0.089519-0.023158i,0.039385-0.0037301i,0.019743+0.031526i,0.04449+0.047869i,0.066023+0.032696i,0.059794+0.0078728i,0.047189-0.015935i,0.035653-0.040785i,0.012696-0.045713i,-0.014283-0.025898i,-0.031767-0.0068873i
0.26838+0.0014691i,0.4861+0.033327i,0.58466+0.11569i,0.54552+0.2165i,0.40994+0.27056i,0.16633+0.20879i,-0.014415+0.088143i,-0.037208+0.028288i,-0.017248+0.021055i,-0.017803+0.011372i,-0.028379-0.013594i,-0.03782-0.03868i,-0.030438-0.044971i,-0.0042722-0.038667i,0.018103-0.051414i,0.0055899-0.084787i,-0.032975-0.092823i,-0.055223-0.057711i,-0.052743-0.016139i,-0.046222+0.001881i,-0.042267+0.0023223i,-0.033525+0.00057751i,-0.015447+0.00067128i
-0.061005+0.20014i,-0.17965+0.33373i,-0.37791+0.35114i,-0.56436+0.28856i,-0.55072+0.22016i,-0.30797+0.12656i,-0.092178+0.041237i,-0.023153+0.01417i,-0.0047104+0.0081892i,-0.0073633-0.012685i,-0.035135-0.017505i,-0.063261+0.0064415i,-0.071299+0.035567i,-0.058568+0.039834i,-0.055504+0.02609i,-0.062839+0.035002i,-0.042769+0.054693i,-0.012489+0.044743i,-0.006143+0.022977i,-0.0062748+0.021069i,0.0088803+0.026422i,0.026609+0.026941i,0.037844+0.025555i
-0.14484-0.094781i,-0.1649-0.20426i,0.018793-0.3568i,0.26274-0.54051i,0.28923-0.61614i,0.12688-0.46255i,0.016347-0.22745i,-0.0019075-0.10681i,-0.015242-0.058175i,-0.018418+0.0029893i,0.016409+0.049815i,0.069571+0.057059i,0.091974+0.035637i,0.071741+0.02096i,0.054872+0.025852i,0.057808+0.023665i,0.050133+0.011357i,0.036182+0.0078097i,0.035182+0.012418i,0.033001+0.014079i,0.016629+0.0187i,0.0088747+0.022051i,0.0091565+0.0052747i
0.12792-0.10593i,0.16978-0.11078i,0.10063+0.098084i,0.047375+0.45652i,0.14027+0.63503i,0.20969+0.48147i,0.11507+0.23324i,0.016703+0.10295i,0.016051+0.03973i,0.023165-0.011117i,-0.0010953-0.033716i,-0.027436-0.043112i,-0.035917-0.050614i,-0.031099-0.047022i,-0.027588-0.02911i,-0.025057-0.010585i,-0.013584+0.0036341i,0.0050272+0.011667i,0.015435-0.0011879i,0.013125-0.023665i,0.01242-0.04121i,0.0067011-0.055218i,-0.010394-0.057501i
0.046007+0.14071i,0.061331+0.19051i,-0.01214+0.061105i,-0.20891-0.17922i,-0.4035-0.29011i,-0.3851-0.20165i,-0.17579-0.064698i,-0.014828+0.015156i,0.023122+0.042568i,0.017333+0.041247i,0.010203+0.038651i,0.0010364+0.045427i,-0.0030747+0.054873i,0.018682+0.051981i,0.053225+0.022676i,0.070347-0.017424i,0.064188-0.05259i,0.03156-0.067748i,-0.011247-0.040752i,-0.032808+0.0066252i,-0.0376+0.0317i,-0.04239+0.041203i,-0.037417+0.05956i
-0.13818+0.010831i,-0.19791+0.019374i,-0.08292+0.038755i,0.18574+0.031909i,0.36417-0.014851i,0.3045-0.021265i,0.13866+0.031911i,0.041513+0.044746i,-0.0029896+0.021301i,-0.020762+0.02595i,0.0011661+0.031716i,0.022246+0.021873i,0.016088+0.014022i,-0.016076-0.00042987i,-0.067284-0.0084592i,-0.11089+0.0099101i,-0.12534+0.035418i,-0.090698+0.041672i,-0.026983+0.013962i,0.0026625-0.023329i,-0.0084685-0.022717i,-0.013057+0.0049264i,-0.0013866+0.015004i
0.013358-0.09909i,0.00446-0.13191i,-0.057311-0.042871i,-0.1486+0.13167i,-0.18742+0.25066i,-0.15669+0.22966i,-0.11375+0.13075i,-0.080296+0.055226i,-0.045819+0.01276i,-0.022498-0.012467i,-0.017192-0.028393i,-0.016491-0.046677i,-0.010986-0.047516i,0.0059456-0.015278i,0.031904+0.023483i,0.056845+0.046361i,0.067956+0.054335i,0.049561+0.05003i,0.017735+0.042119i,0.010187+0.037808i,0.029335+0.025137i,0.04129-0.0041605i,0.03189-0.031493i
0.10631+0.030388i,0.18104+0.014549i,0.1787-0.077872i,0.089217-0.20269i,-0.010044-0.24409i,-0.031036-0.18622i,0.023302-0.10814i,0.063108-0.046401i,0.053007+0.005286i,0.040568+0.039288i,0.036491+0.033653i,0.01527+0.0084931i,-0.0041207-0.0045945i,-0.00098585-0.016093i,0.010752-0.039814i,0.018561-0.072563i,0.027438-0.096496i,0.035079-0.088227i,0.034118-0.059454i,0.031936-0.038936i,0.026393-0.03183i,0.010436-0.026266i,-0.008603-0.014892i
-0.077048+0.1248i,-0.10657+0.25263i,-0.064206+0.35647i,0.052935+0.35425i,0.13542+0.22057i,0.11221+0.084348i,0.048799+0.027457i,0.0036863-0.013743i,-0.024783-0.044808i,-0.028072-0.036357i,-0.0043255-0.01358i,0.0080184+0.005635i,-0.0051731+0.026542i,-0.01908+0.04515i,-0.024036+0.059805i,-0.033373+0.06997i,-0.047753+0.065129i,-0.04722+0.040048i,-0.035217+0.011462i,-0.037615-0.0077419i,-0.052401-0.015332i,-0.057748-0.0073782i,-0.047547+0.0049753i
-0.064494-0.14119i,-0.12132-0.28403i,-0.17358-0.40633i,-0.20988-0.39907i,-0.17434-0.25622i,-0.076926-0.12121i,-0.019771-0.083541i,-0.010791-0.055933i,0.019641-0.019244i,0.041594-0.028433i,0.018341-0.042823i,-0.00020191-0.043652i,0.0025854-0.053772i,0.0044793-0.070505i,0.0049117-0.083804i,0.01301-0.077774i,0.016413-0.042928i,0.008156+0.0032484i,0.0082591+0.03363i,0.020826+0.042902i,0.033022+0.046784i,0.045223+0.044622i,0.053267+0.03178i
0.11664-0.023359i,0.21331+0.017755i,0.28204+0.13399i,0.30363+0.22377i,0.22702+0.16985i,0.074316+0.040945i,-0.010981-0.004714i,-0.0042473+0.0080137i,-0.0091893+0.0089557i,-0.032261+0.01255i,-0.02994+0.012036i,-0.014313+0.010316i,0.0020595+0.019605i,0.010116+0.034222i,0.005057+0.04932i,0.0029758+0.048258i,0.015669+0.02629i,0.024454+0.0045832i,0.0037176-0.0032305i,-0.02515+0.003772i,-0.029934+0.0092073i,-0.01805+0.0037756i,-0.0008854-0.0048618i
-0.0074429+0.1139i,-0.057876+0.16962i,-0.18779+0.11288i,-0.34316+0.0090094i,-0.34016-0.0011998i,-0.16947+0.049592i,-0.063326+0.079775i,-0.049131+0.093541i,-0.023378+0.074908i,-0.0010444+0.045183i,0.0072545+0.04994i,0.011045+0.057834i,0.0051376+0.047751i,0.0064232+0.032855i,0.010872+0.018048i,-0.0023257+0.0084778i,-0.024551+0.00012939i,-0.030907-0.01094i,-0.017309-0.015576i,-0.0010674-0.013886i,0.0046792-0.011015i,-0.0023363-0.012235i,-0.019432-0.019424i
-0.13083-0.047458i,-0.165-0.08493i,-0.010043-0.09073i,0.27476-0.091992i,0.37345-0.10305i,0.22609-0.070991i,0.096759-0.026616i,0.072004-0.033061i,0.050398-0.047089i,0.010074-0.025852i,-0.012157-0.0065082i,-0.014979-0.015351i,-0.023808-0.032668i,-0.042961-0.036928i,-0.052686-0.028896i,-0.045812-0.012939i,-0.031967+0.0049459i,-0.017349+0.011687i,-0.0039177+0.0026298i,0.0056621-0.011448i,0.0084222-0.018025i,0.00035308-0.012285i,-0.010924+0.0077361i
0.095937-0.097857i,0.13033-0.11851i,0.019134-0.00012008i,-0.1838+0.21607i,-0.26563+0.31588i,-0.19256+0.26012i,-0.094553+0.16796i,-0.051024+0.088945i,-0.04461+0.039357i,-0.028576+0.011928i,0.00026758-0.016748i,0.014042-0.0307i,0.019648-0.012275i,0.035451+0.012422i,0.052307+0.018619i,0.060109+0.012137i,0.061416+0.0050586i,0.050792+0.0042744i,0.027825+0.0090763i,0.0026666+0.013885i,-0.016382+0.017271i,-0.0193+0.020734i,-0.0043645+0.020634i
0.060917+0.11677i,0.099635+0.15168i,0.11219+0.013649i,0.089273-0.24031i,0.063621-0.36069i,0.051441-0.28445i,0.032309-0.15453i,0.011564-0.064734i,0.0069091-0.033077i,0.0089533-0.021559i,0.012093+0.0061314i,0.012457+0.024126i,-0.00022129+0.018666i,-0.022512+0.011471i,-0.041351+0.015689i,-0.048121+0.017782i,-0.044043+0.0042153i,-0.029001-0.01015i,-0.006164-0.011558i,0.0159-0.0053384i,0.03091-0.00085613i,0.034023-0.0090674i,0.023633-0.027269i
-0.11826+0.013202i,-0.1759+0.049506i,-0.078614+0.12037i,0.12019+0.18956i,0.19794+0.21213i,0.122+0.1716i,0.041386+0.089125i,0.0097019+0.02012i,-0.0021234+0.010164i,-0.0019003+0.020739i,-0.01106+0.0027297i,-0.024419-0.017532i,-0.017002-0.020246i,0.0039352-0.017998i,0.024836-0.017766i,0.033734-0.014708i,0.026823-0.0050664i,0.016597+0.00026263i,0.013455-0.0086576i,0.0092088-0.023647i,-0.0064895-0.027731i,-0.02326-0.014154i,-0.030371+0.0025136i
0.03129-0.13362i,0.0038256-0.23134i,-0.14362-0.21273i,-0.34251-0.067377i,-0.39281+0.0283i,-0.27185-0.0020405i,-0.13712-0.020028i,-0.053104+0.019021i,-0.0053497+0.02638i,0.012442+0.0013009i,0.020488-0.0065441i,0.026823+0.0063892i,0.031663+0.011431i,0.031085-0.0032452i,0.01907-0.020753i,0.0071526-0.028796i,0.0020899-0.027034i,-0.0088782-0.015122i,-0.031321+0.0020988i,-0.047347+0.02023i,-0.037048+0.034519i,-0.0081913+0.037442i,0.014319+0.03489i
0.11817+0.094501i,0.24215+0.1308i,0.34011+0.0084226i,0.35773-0.24576i,0.29583-0.37089i,0.19234-0.27993i,0.10683-0.15361i,0.060151-0.087306i,0.038494-0.04761i,0.024194-0.011183i,0.016522+0.010086i,0.006552+0.0088376i,-0.010189+0.011632i,-0.01657+0.027555i,-0.018095+0.038853i,-0.023983+0.039453i,-0.027948+0.031025i,-0.021677+0.01619i,-0.0018498+0.0029725i,0.019382-0.0072239i,0.028544-0.017917i,0.029048-0.025958i,0.028968-0.029608i
-0.14574+0.071915i,-0.27148+0.18237i,-0.30146+0.37703i,-0.1923+0.57561i,-0.084223+0.58766i,-0.051802+0.40349i,-0.043501+0.21192i,-0.0243+0.10111i,-0.0090191+0.044526i,-0.016088+0.01599i,-0.027603+0.0016805i,-0.027451-0.0091443i,-0.019803-0.018272i,-0.0086103-0.028321i,0.00094744-0.036591i,0.0077575-0.032787i,0.015814-0.016661i,0.022336+0.00056252i,0.016522+0.0084251i,-0.0043121+0.0089557i,-0.028114+0.0091384i,-0.044081+0.0078402i,-0.048433+0.0050626i
-0.0029362-0.16147i,-0.019885-0.33788i,-0.084032-0.49835i,-0.18119-0.56627i,-0.20231-0.50529i,-0.13028-0.32977i,-0.053913-0.15217i,-0.014581-0.05849i,-0.010818-0.030165i,-0.010864-0.020119i,0.0077427-0.010575i,0.024412-0.010303i,0.01686-0.011475i,0.00011783+0.00054895i,-0.0056098+0.01561i,-0.0029171+0.018354i,-0.0021313+0.010065i,0.00096696+0.0051121i,0.014534+0.0095324i,0.030948+0.017378i,0.038031+0.024354i,0.034869+0.026099i,0.023823+0.019344i
0.1464+0.080667i,0.30166+0.18362i,0.4444+0.29492i,0.51011+0.33281i,0.44892+0.27138i,0.28233+0.15749i,0.12263+0.069918i,0.046662+0.020537i,0.027532-0.0051243i,0.021493-0.0037893i,0.010406+0.0051813i,-0.0029869+0.013436i,-0.0038602+0.022042i,0.0022806+0.020112i,0.0033302+0.013163i,0.0017869+0.013171i,0.00043933+0.010547i,-0.0040538-0.0038481i,-0.012383-0.021333i,-0.015323-0.033635i,-0.0075455-0.039388i,-0.0014101-0.036348i,-0.0021974-0.023521i
-0.13233+0.096718i,-0.28211+0.16065i,-0.41702+0.15468i,-0.45558+0.10114i,-0.37492+0.092426i,-0.21214+0.12024i,-0.071026+0.111i,-0.01942+0.085263i,-0.0099033+0.071166i,-0.0015774+0.048809i,0.0054977+0.024982i,0.01251+0.0070254i,0.0075648-0.0086175i,-0.0042523-0.0093258i,-0.0078145-0.0017426i,-0.0050222-0.00052103i,-0.0003365+0.0014854i,0.0042497+0.0090574i,0.0098225+0.016874i,0.012679+0.018289i,0.0039315+0.011335i,-0.010123+0.0051324i,-0.012977+0.0068591i
-0.024475-0.15221i,-0.0082976-0.29936i,0.062014-0.38181i,0.13612-0.36164i,0.1345-0.31945i,0.054914-0.27067i,-0.0096655-0.1754i,-0.013648-0.084326i,-0.0016072-0.045909i,-0.0032011-0.03144i,-0.012608-0.022003i,-0.022976-0.012364i,-0.016277+0.0011461i,0.0026051+0.0049695i,0.010688-0.00070022i,0.0071606-0.0050293i,0.0016612-0.0088337i,-0.0025795-0.013705i,-0.012686-0.020033i,-0.029982-0.02063i,-0.035035-0.0073531i,-0.019949+0.0063105i,-0.0042707+0.0035289i
0.14431+0.037932i,0.26449+0.11961i,0.29016+0.22247i,0.20644+0.29439i,0.1218+0.31535i,0.072613+0.27736i,0.030185+0.19262i,0.0013318+0.11725i,-0.0037621+0.078285i,0.0013293+0.05504i,0.0092006+0.036592i,0.012907+0.021106i,0.004052+0.010399i,-0.0055033+0.0058096i,-0.0091202-0.00029126i,-0.013052-0.0058599i,-0.014904-0.0048722i,-0.012648-0.00094742i,-0.0032428+0.012869i,0.012759+0.030713i,0.024081+0.027422i,0.023058+0.010233i,0.017481+0.0010674i
-0.09508+0.10352i,-0.22539+0.15938i,-0.34809+0.10825i,-0.38489-0.026857i,-0.32274-0.1316i,-0.19956-0.16056i,-0.086077-0.12998i,-0.022233-0.080092i,-0.0045156-0.048292i,-0.011945-0.032803i,-0.01008-0.019285i,-0.00027583-0.017876i,-0.00020345-0.01925i,0.0015133-0.011481i,0.010422-0.0037988i,0.014574+0.0020046i,0.012075+0.0092698i,0.013357+0.0081022i,0.01409-0.014089i,0.0028983-0.034267i,-0.0075087-0.027077i,-0.0069372-0.012504i,-0.010066-0.0095428i
-0.052827-0.1303i,-0.03097-0.24366i,0.1174-0.27151i,0.30439-0.19815i,0.31952-0.11097i,0.1677-0.026791i,0.044045+0.022175i,0.0010868-0.0034612i,-0.014365-0.030059i,-0.0047136-0.017316i,0.0096467-0.0034238i,0.014858+0.0057243i,0.019225+0.0065511i,0.011061+0.00021079i,-0.0050803+0.00046687i,-0.01016+0.0017428i,-0.010006-0.0026977i,-0.016461+0.0029039i,-0.021139+0.027291i,-0.013881+0.046377i,-0.0082869+0.042618i,-0.014046+0.032402i,-0.015229+0.031503i
0.12838+0.0077008i,0.18757+0.056204i,0.06957+0.16653i,-0.15411+0.28959i,-0.18655+0.30384i,-0.028714+0.16338i,0.063686+0.021193i,0.06288+0.00062299i,0.054473+0.017169i,0.037936+0.011024i,0.023189+0.0022343i,0.013043-0.0074392i,-0.0025534-0.0072796i,-0.0086015+0.0005516i,-0.0032928+0.0040688i,0.0014562+0.0071831i,0.0046522+0.010369i,0.010035+0.0057235i,0.020261-0.012481i,0.029039-0.035373i,0.02787-0.043297i,0.026363-0.032587i,0.031415-0.021629i
-0.053528+0.12179i,-0.079399+0.16989i,-0.021722+0.041108i,0.077322-0.23031i,0.048092-0.35167i,-0.073929-0.22681i,-0.10442-0.071249i,-0.06947-0.0252i,-0.058816-0.024157i,-0.052152-0.0064159i,-0.038328+0.011419i,-0.025061+0.018963i,-0.0092551+0.012469i,-0.0022145-0.00014993i,-0.0015011-0.0023655i,0.0036743-0.00067517i,0.0068568-0.0027012i,0.0019526-0.006328i,-0.015303-0.0016473i,-0.03606+0.017555i,-0.033398+0.030864i,-0.013356+0.019683i,-0.0062676-0.0021823i
-0.089105-0.096253i,-0.15559-0.14141i,-0.15976-0.032287i,-0.073808+0.21368i,0.051318+0.33518i,0.13228+0.25074i,0.11103+0.14294i,0.057389+0.10191i,0.046255+0.073795i,0.041772+0.028764i,0.020686-0.0045438i,0.0030049-0.014907i,-0.0042159-0.0060116i,-0.0024697+0.0084884i,0.00035812+0.01097i,-0.0035219+0.0062141i,-0.0071127+0.0035079i,-0.0011028+0.0057964i,0.023174+0.0048869i,0.047544-0.012641i,0.039717-0.03192i,0.0054479-0.029856i,-0.022981-0.012128i
0.12053-0.043585i,0.21237-0.079066i,0.18217-0.12433i,0.021068-0.18146i,-0.12555-0.21033i,-0.19224-0.16718i,-0.17459-0.090627i,-0.10373-0.041328i,-0.058612-0.023129i,-0.04569-0.002932i,-0.025318+0.012503i,-0.01042+0.0094782i,-0.011488+0.0016767i,-0.011903-0.005391i,-0.0067981-0.011772i,0.0025997-0.013905i,0.011648-0.013135i,0.0066996-0.016313i,-0.022695-0.01895i,-0.056722-0.01003i,-0.063387+0.0037649i,-0.041934+0.012863i,-0.012379+0.021178i
-0.01327+0.12277i,-0.024086+0.22038i,0.0088235+0.21179i,0.062442+0.1013i,0.0731+0.052061i,0.075161+0.093902i,0.077194+0.10059i,0.039361+0.057639i,0.015684+0.025658i,0.021783+0.00057444i,0.019636-0.010378i,0.017613-0.0061872i,0.019239-0.0049276i,0.019356-0.0012268i,0.016855+0.0034398i,0.0055347+0.0047236i,-0.0078491+0.006389i,-0.006667+0.011849i,0.01554+0.019928i,0.040886+0.02934i,0.051615+0.038305i,0.053474+0.035759i,0.052772+0.015346i
-0.11117-0.075197i,-0.19687-0.11732i,-0.19622-0.039626i,-0.057356+0.11432i,0.078639+0.11417i,0.072164-0.029801i,0.014732-0.097708i,0.026728-0.080226i,0.04401-0.059214i,0.026519-0.030027i,0.012651-0.0092942i,-0.00015865-0.0031283i,-0.0082908+0.0062051i,-0.0048839+0.0090822i,-0.0031386+0.0028381i,-0.0021787-6.5335e-05i,0.0021831+0.00081342i,0.0066686-0.0019688i,0.0052404-0.015163i,-0.0009257-0.039624i,-0.0099075-0.057387i,-0.023623-0.055165i,-0.035463-0.040522i
0.1125-0.063134i,0.2018-0.14915i,0.14362-0.2738i,-0.10008-0.33672i,-0.26016-0.21998i,-0.17712-0.027828i,-0.036042+0.044008i,-0.0007372+0.02935i,-0.017124+0.03327i,-0.011116+0.042647i,0.004581+0.033407i,0.010146+0.015873i,0.00061806+7.7281e-05i,-0.013385-0.0032813i,-0.01622+0.001851i,-0.011043+0.0032933i,-0.0048583-0.0011791i,-0.0046512-0.0052851i,-0.011181+0.0058842i,-0.016218+0.030986i,-0.018098+0.044209i,-0.019407+0.040962i,-0.019101+0.035695i
