-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
-0.0060584+0.13189i,0.01592+0.28899i,0.13538+0.40027i,0.34334+0.35985i,0.43882+0.19335i,0.32826+0.014308i,0.16732-0.052717i,0.083958-0.031732i,0.044869-0.028261i,0.00056465-0.03493i,-0.026118-0.021553i,-0.023902-0.0091267i,-0.0090112-0.005791i,0.0047963-0.0094755i,0.0087751-0.012047i,0.0043011-0.0019352i,-0.00041083+0.012226i,0.00057949+0.014787i,0.0042698+0.00051394i,0.0075698-0.014001i,0.017229-0.010396i,0.032608+0.0013261i,0.04041+0.0061782i
-0.11249-0.071512i,-0.26254-0.16145i,-0.42199-0.21175i,-0.51258-0.16772i,-0.4877-0.082008i,-0.35959+0.0096129i,-0.21085+0.063449i,-0.11461+0.053791i,-0.062275+0.033617i,-0.018831+0.02138i,0.006095+0.0036624i,0.0070898-0.0077469i,-0.0017343-0.0034765i,-0.0095259+0.010014i,-0.0096979+0.017891i,-0.0073546+0.010802i,-0.0053395-0.0011734i,-0.0023398-0.00052191i,0.001374+0.012092i,0.0029152+0.014601i,-0.0054745-0.0026976i,-0.021169-0.024112i,-0.025994-0.033208i
0.1184-0.059977i,0.26344-0.11337i,0.37102-0.12413i,0.37098-0.062378i,0.31782+0.013734i,0.23659+0.016574i,0.1187-0.0076123i,0.037878+0.012881i,0.024363+0.022434i,0.016204+0.0043028i,0.007143-0.0012469i,0.011237-0.0040834i,0.011996-0.011439i,0.0081975-0.012906i,0.0055503-0.0096888i,0.004873-0.0050116i,0.0034295-0.0033041i,0.00042705-0.0076756i,-0.0022485-0.014343i,-0.0041421-0.011819i,-0.0081609+0.003009i,-0.013632+0.01911i,-0.018694+0.023446i
0.00071476+0.12763i,-0.015306+0.273i,-0.019551+0.32972i,-0.021818+0.1831i,-0.086065-0.018341i,-0.16483-0.059589i,-0.15107-0.0056911i,-0.08892-0.001693i,-0.052027-0.012553i,-0.026064-0.00067568i,-0.0043888+0.0074127i,0.0047896+0.01298i,0.0094872+0.015777i,0.0090554+0.0082705i,0.0031095+0.00053989i,-0.0013962-0.00079603i,-0.0029558+0.00205i,-0.0033125+0.0056199i,-0.0074139+0.00695i,-0.011873+0.0077633i,-0.00059612+0.0069109i,0.022674+0.0042931i,0.036487+0.0045265i
-0.10766-0.063125i,-0.22999-0.1413i,-0.31932-0.1385i,-0.27878+0.026201i,-0.11976+0.1905i,0.031586+0.17563i,0.079078+0.074682i,0.064483+0.027643i,0.055616+0.021607i,0.049003+0.012198i,0.031045+0.0018033i,0.0083485-0.00071155i,-0.0050109+0.0063082i,0.0010344+0.015909i,0.012848+0.015599i,0.012871+0.0081537i,0.0061219+0.0025351i,0.005746+0.0026575i,0.014626+0.0029691i,0.021276-0.0056737i,0.010572-0.017634i,-0.0082897-0.025462i,-0.01754-0.028226i
0.11109-0.061663i,0.26813-0.132i,0.39711-0.22915i,0.37017-0.33776i,0.22028-0.37323i,0.069886-0.27334i,0.0048377-0.1315i,0.0042603-0.056077i,-0.0090276-0.026005i,-0.025988+0.0085457i,-0.018399+0.027703i,-0.0098598+0.016287i,-0.013495-0.0033713i,-0.022199-0.014862i,-0.024569-0.014509i,-0.011983-0.0092059i,0.0044143-0.007494i,0.009703-0.0073444i,0.0035921-0.0035702i,-0.0034346+0.0072574i,-0.0060179+0.018054i,-0.0080398+0.022882i,-0.010043+0.025935i
-0.0071409+0.12433i,-0.052511+0.28638i,-0.12702+0.4337i,-0.17301+0.47882i,-0.14872+0.42438i,-0.057832+0.29539i,0.019415+0.14657i,0.022116+0.054965i,0.0049898+0.019519i,-0.0027137-0.0049071i,-0.011729-0.01605i,-0.0092635-0.0095762i,0.0024097-0.0035046i,0.013671-0.0025488i,0.017708-0.0019063i,0.01038+0.0014817i,0.0010135+0.0049452i,-0.0018554+0.0025204i,0.00031406-0.0044691i,0.0035256-0.0095411i,0.0098362-0.0088698i,0.01863-0.0067074i,0.022717-0.0069795i
-0.10163-0.070374i,-0.19507-0.18912i,-0.20392-0.31469i,-0.070827-0.36091i,0.070004-0.33293i,0.079214-0.25015i,0.019874-0.1322i,0.003531-0.052772i,0.0082334-0.034632i,0.0030585-0.024298i,0.0017421-0.010202i,-0.00096852-0.0066946i,-0.006745-0.0049707i,-0.0083535-0.00023009i,-0.0084813+0.0025601i,-0.0079471+0.0021373i,-0.0069384+0.0016572i,-0.006175+0.0015317i,-0.0075842-0.0012466i,-0.011618-0.0050376i,-0.01452-0.0057867i,-0.01539-0.0058226i,-0.014305-0.0083359i
0.09089-0.044542i,0.20296-0.061302i,0.22914-0.024719i,0.066683+0.064545i,-0.12558+0.14671i,-0.15012+0.15788i,-0.085293+0.10286i,-0.054403+0.056936i,-0.034573+0.043827i,-0.0087047+0.031425i,0.0067085+0.013875i,0.0139-0.00023345i,0.01132-0.0056095i,0.0014492-0.00059184i,-0.0064907+0.0041791i,-0.0093539+0.0024965i,-0.0069503-0.0023815i,-0.0039592-0.0044157i,-0.0031981+0.0014979i,-0.0016436+0.010985i,-0.001027+0.015292i,-0.0042904+0.013957i,-0.0099511+0.013033i
-0.0041241+0.10463i,-0.03198+0.22737i,-0.026716+0.29296i,0.085902+0.20515i,0.20727+0.046021i,0.17787-0.050812i,0.073647-0.058908i,0.026536-0.037508i,0.014851-0.031782i,-0.0016218-0.026033i,-0.0065457-0.0084809i,0.0028145+0.0072722i,0.013201+0.010711i,0.018576-0.0015136i,0.015465-0.013286i,0.0094051-0.0099205i,0.0047962-0.00064514i,-0.00016059+0.0022668i,-0.0043652-0.00054007i,-0.0045389-0.0036279i,0.0001106-0.0040545i,0.0068478+0.00051221i,0.012372+0.0085281i
-0.082091-0.054007i,-0.17013-0.14425i,-0.24868-0.21138i,-0.29227-0.16862i,-0.29259-0.071794i,-0.21868-0.00034833i,-0.10652+0.034893i,-0.032205+0.032482i,-0.0057798+0.025268i,0.0064351+0.022413i,0.010122+0.010843i,-0.0029296+0.0055384i,-0.01573+0.014524i,-0.01389+0.026281i,-0.0064998+0.029805i,-0.0034738+0.022447i,-0.0024962+0.011506i,0.0015301+0.0052874i,0.0072281+0.0015498i,0.0068983-0.0049155i,-0.00017814-0.0092107i,-0.004006-0.011176i,-5.0158e-05-0.016663i
0.081106-0.043491i,0.2067-0.054097i,0.32285-0.016471i,0.35084+0.045996i,0.30605+0.070035i,0.21474+0.042166i,0.10939+0.0050082i,0.047094-0.0014182i,0.022439-0.0011948i,0.0017644-0.003768i,-0.0092291-0.0014015i,-0.0084378-0.0091146i,-0.0092697-0.021363i,-0.010177-0.024539i,-0.0072289-0.020205i,-0.0023737-0.013147i,0.00074487-0.007593i,0.00086424-0.002749i,-0.00086686+0.0049256i,-0.0012091+0.012361i,-0.0015967+0.013186i,-0.0079156+0.0089098i,-0.016745+0.0058943i
-0.0073333+0.080023i,-0.05399+0.16484i,-0.12074+0.16761i,-0.16734+0.03158i,-0.18234-0.10012i,-0.14612-0.092962i,-0.06768-0.025236i,-0.017898-0.0036248i,-0.010337-0.0067022i,-0.0074271-0.0045951i,-0.0013806-0.0033421i,0.0037656-0.00012476i,0.0082757+0.0026924i,0.0082701+0.0024097i,0.005162+0.0036758i,0.0036379+0.0044737i,0.0047453+0.0041441i,0.0072281+0.0023799i,0.0094955-0.0021284i,0.010103-0.0049952i,0.012702-0.0031025i,0.01649+0.0013336i,0.016159+0.0070257i
-0.059466-0.046954i,-0.11139-0.11312i,-0.10712-0.12183i,-0.024886+0.0076632i,0.055698+0.15333i,0.071119+0.14959i,0.037815+0.072544i,0.013463+0.040111i,0.017147+0.025847i,0.018793+0.0050231i,0.0089878-0.0066554i,-0.0015459-0.0071381i,-0.0066872-0.001521i,-0.00214+0.0051318i,0.00475+0.0068439i,0.0045067+0.0059151i,-0.00083265+0.0041083i,-0.0057602+0.0009958i,-0.0088585-0.0034012i,-0.01181-0.0065607i,-0.015556-0.0056606i,-0.01618-0.0051575i,-0.010759-0.0076695i
0.061734-0.026109i,0.14218-0.053373i,0.16663-0.10014i,0.074965-0.18249i,-0.025687-0.2397i,-0.052529-0.18765i,-0.046258-0.090213i,-0.037659-0.036999i,-0.031319-0.013103i,-0.01723+0.0067506i,0.005101+0.012689i,0.017294+0.0011987i,0.010784-0.011917i,-0.0038074-0.01516i,-0.011672-0.011049i,-0.0090634-0.0093056i,-0.0024083-0.0099445i,0.0015404-0.005469i,0.0048835+0.0013767i,0.0088488+0.0050939i,0.010185+0.0044778i,0.0089383+0.0028278i,0.0059654+0.0022847i
-0.0082721+0.07059i,-0.039263+0.16469i,-0.064628+0.25623i,-0.034045+0.29954i,0.015533+0.28314i,0.025593+0.20102i,0.020207+0.097502i,0.015086+0.034468i,0.010817+0.012194i,0.0046168+0.0038024i,-0.0014752+0.0052368i,0.0036641+0.014277i,0.016172+0.018893i,0.02572+0.014513i,0.025198+0.0063816i,0.016386+0.0044344i,0.0074624+0.0061252i,0.0015378+0.0039693i,-0.0040859-0.0017852i,-0.0092541-0.0057845i,-0.0090999-0.0032023i,-0.0030429-0.00063638i,-4.8174e-05-0.0017348i
-0.055138-0.039498i,-0.10922-0.10711i,-0.12953-0.16852i,-0.090682-0.18194i,-0.033923-0.17277i,-0.0099514-0.13711i,-0.014549-0.070957i,-0.009151-0.026489i,-0.0026321-0.014482i,-0.0042303-0.0079949i,-0.0053477-0.0031693i,-0.016395-0.0012556i,-0.029477+0.0041023i,-0.029554+0.0067531i,-0.022913+0.003327i,-0.016138-0.00019649i,-0.010682-0.00043508i,-0.0051776+0.0017307i,0.0003396+0.004181i,0.0036622+0.006615i,0.0025344+0.0076597i,-0.0029202+0.008136i,-0.0062559+0.0083784i
0.057302-0.01998i,0.13114-0.022965i,0.1624-0.0016258i,0.085845+0.033109i,-0.015103+0.061632i,-0.030406+0.058702i,0.0015599+0.028351i,0.011838+0.0089713i,0.011748+0.0065029i,0.012946+0.0049491i,0.0099046-0.0019471i,0.0063263-0.012791i,0.0039501-0.019782i,0.0031144-0.016115i,0.0035215-0.0059499i,0.0028103+0.00060769i,0.003585+0.0002555i,0.006089-0.0039043i,0.0048479-0.0086035i,0.0014427-0.011967i,0.0012332-0.015462i,0.0043284-0.017118i,0.0064905-0.013763i
-0.0030858+0.057165i,-0.015601+0.12397i,0.0063871+0.15243i,0.09448+0.096746i,0.16011+0.02184i,0.11817-0.011682i,0.046047-0.0068456i,0.020648+0.0015756i,0.012366-0.0030769i,-0.0012081-0.0028125i,-0.0057134+0.0044696i,8.6882e-05+0.01041i,0.0055533+0.011003i,0.0045355+0.0046207i,-0.0021632-0.0017374i,-0.0067715-0.0019195i,-0.0064522+0.001917i,-0.0050294+0.0059034i,-0.0043131+0.010725i,-0.0038099+0.016757i,-0.0043622+0.020158i,-0.0051797+0.018523i,-0.0044131+0.012783i
-0.053313-0.034545i,-0.11016-0.084297i,-0.17871-0.1105i,-0.23759-0.062178i,-0.24585-0.0041967i,-0.1742+0.0095788i,-0.087072+0.011034i,-0.04069+0.015395i,-0.020438+0.016473i,-0.0065961+0.0099381i,0.00043727-0.0009125i,-0.0020761-0.0083802i,-0.0089569-0.004973i,-0.0091581+0.0047698i,-0.003185+0.0083325i,-0.0013665+0.0035218i,-0.0049482-0.0028592i,-0.0070457-0.0064899i,-0.0038891-0.0093753i,-0.00065047-0.011807i,0.00018069-0.0085178i,-0.00069131-0.0023315i,-0.0026521-0.0017482i
0.045384-0.026075i,0.12111-0.047738i,0.20325-0.066538i,0.24334-0.085688i,0.22702-0.081337i,0.15171-0.038941i,0.066617-0.0074572i,0.021976-0.0018132i,0.0052195-0.0041775i,-0.0026037-0.00028605i,0.00097847+0.0076524i,0.01277+0.0021283i,0.01789-0.011887i,0.014538-0.017881i,0.010217-0.013272i,0.010343-0.0058138i,0.011194-0.0020198i,0.0074016+0.00020279i,0.0020539+0.0045406i,-0.000881+0.0061354i,-0.0023868+0.0010358i,-0.0042608-0.0045387i,-0.0041829-0.0029834i
-0.0032807+0.042286i,-0.035451+0.10758i,-0.083729+0.16071i,-0.11755+0.15382i,-0.13049+0.098982i,-0.10783+0.054197i,-0.058104+0.037234i,-0.024757+0.02257i,-0.013245+0.010649i,-0.0089034+0.0071479i,-0.005526+0.0077471i,-0.0018357+0.014483i,0.0015069+0.022068i,0.0023142+0.023014i,-0.00052196+0.018731i,-0.0061386+0.013476i,-0.0092658+0.0096024i,-0.0063852+0.0073036i,0.0011294+0.0032318i,0.0066853-0.00075215i,0.0070265+0.0011847i,0.0081171+0.0059457i,0.0095228+0.0070836i
-0.034142-0.025159i,-0.073291-0.072942i,-0.095111-0.10912i,-0.076602-0.079138i,-0.028711-0.018223i,0.010527-0.0015478i,0.014954-0.011765i,0.0080549-0.0082466i,0.0085364-0.0033703i,0.0073305-0.0053307i,-0.0010001-0.0070264i,-0.01269-0.0069252i,-0.018541-0.0066288i,-0.012122-0.0079548i,-0.00020503-0.010236i,0.0060519-0.011614i,0.0053023-0.010477i,0.0011178-0.0065827i,-0.0053012-0.00347i,-0.0094825-0.00089659i,-0.0090467+0.00057946i,-0.0075531-0.00040154i,-0.0070202-0.0027615i
0.034778-0.012423i,0.091021-0.018855i,0.13485-0.033881i,0.11735-0.06804i,0.069632-0.085912i,0.034989-0.058893i,0.016837-0.025067i,0.0070507-0.011975i,0.00094398-0.0039082i,0.0032189+0.005149i,0.0088023+0.0053757i,0.010411-0.0008024i,0.0089432-0.003109i,0.0050311+0.0018964i,0.0010755+0.0083562i,0.0011234+0.0095761i,0.0059369+0.0070309i,0.012341+0.003102i,0.016809-0.0019789i,0.016495-0.0069788i,0.010946-0.010335i,0.0050775-0.010746i,0.00048865-0.0082338i
-0.00091394+0.033944i,-0.02171+0.094161i,-0.044426+0.171i,-0.034915+0.22205i,-0.012154+0.20096i,-0.011431+0.11483i,-0.012286+0.040518i,-0.0037315+0.012265i,0.0019815+0.0032084i,-0.0010058-0.0018807i,-0.0072152-0.00045005i,-0.009625+0.0042256i,-0.0071229+0.0076055i,-0.0043558+0.0055319i,-0.0050261+0.00021032i,-0.0069755-0.00030253i,-0.0069943+0.0036124i,-0.0058995+0.0049007i,-0.0072529+0.0036261i,-0.010147+0.003908i,-0.0091405+0.0069467i,-0.005588+0.0083591i,-0.0029984+0.0068137i
-0.027669-0.02631i,-0.057903-0.079378i,-0.081925-0.14814i,-0.08241-0.19129i,-0.056739-0.18544i,-0.026545-0.12573i,-0.013736-0.057773i,-0.0080953-0.024117i,-0.0049193-0.012424i,-0.0048189-0.0067243i,-0.0018016-0.0060624i,-0.00072184-0.010028i,-0.005135-0.012351i,-0.0080643-0.011101i,-0.0065156-0.0095864i,-0.003932-0.010066i,-0.0026741-0.011642i,-0.0024976-0.0098174i,-0.0012128-0.0037041i,0.0022674+0.0028533i,0.0043242+0.0078074i,0.0033253+0.0093869i,0.0034951+0.0065326i
0.034414-0.0095803i,0.087536-0.003452i,0.1473+0.023049i,0.15667+0.056225i,0.10202+0.076011i,0.043203+0.069725i,0.01828+0.047128i,0.011325+0.027567i,0.0096938+0.010645i,0.0070102-0.0010101i,0.0063892-0.0029257i,0.010432-0.002001i,0.014467-0.0016071i,0.015549+0.0018902i,0.012077+0.0067073i,0.0088296+0.0090339i,0.0070631+0.00783i,0.0039808+0.0029357i,-0.0016652-0.004165i,-0.0070738-0.010595i,-0.0093263-0.014756i,-0.008015-0.016603i,-0.0063628-0.015678i
-0.0088736+0.027381i,-0.037627+0.06578i,-0.072309+0.089563i,-0.077431+0.070852i,-0.055114+0.029741i,-0.034056+0.0034621i,-0.020549+0.0029106i,-0.0061373+0.0086574i,0.0018499+0.0055258i,0.0017341+0.0035248i,8.8448e-05+0.0062074i,-0.0029349+0.0080247i,-0.0074471+0.0076331i,-0.011557+0.0047392i,-0.012833+0.0021975i,-0.011232+0.0014878i,-0.0087911+0.001903i,-0.0066571+0.0046067i,-0.0019228+0.009204i,0.0035297+0.013894i,0.0056296+0.016928i,0.004897+0.016563i,0.0021051+0.01311i
-0.017661-0.017068i,-0.037675-0.058204i,-0.057732-0.10479i,-0.069438-0.11072i,-0.056159-0.074225i,-0.024864-0.034803i,-0.0047274-0.0083597i,-0.00031393+0.0052804i,0.0010532+0.010502i,0.0042466+0.0084262i,0.0053807-9.0296e-05i,0.0027697-0.0082291i,0.0003732-0.010216i,0.0029233-0.0054057i,0.0067079+0.00021022i,0.0049407+0.0013439i,0.00024865-0.00015332i,-0.0038792-0.0018364i,-0.0047733-0.0037327i,-0.0022277-0.0058568i,-0.00036167-0.0064618i,0.0012717-0.0036441i,0.0032105+0.00054425i
0.024083-0.00084028i,0.068652+0.0063138i,0.1201+0.026888i,0.14612+0.040678i,0.12716+0.034623i,0.070078+0.022466i,0.024105+0.010461i,0.0068909+0.001871i,-0.0019339+0.0020799i,-0.0036547+0.008031i,0.0023581+0.011484i,0.005904+0.0090886i,0.0053813+0.0055351i,0.0034849+0.0034865i,0.0023986+0.0016372i,0.0046791+0.00072845i,0.007479+0.00013123i,0.0079898-0.00012156i,0.005317+0.001078i,0.00041837+0.0018146i,-0.005073-0.00093487i,-0.0083822-0.0056456i,-0.0072908-0.007691i
-0.0087286+0.02134i,-0.041352+0.050843i,-0.097232+0.077273i,-0.13683+0.076042i,-0.12695+0.040487i,-0.078716+0.0064497i,-0.037403-0.0048178i,-0.021294-0.0065399i,-0.014237-0.0030276i,-0.0097846+0.0022075i,-0.008039+0.0043185i,-0.007745+0.0037637i,-0.0080276+0.0036939i,-0.0071306+0.0036073i,-0.0044735+0.0016869i,-0.0036789+0.00071378i,-0.0043317+0.0025227i,-0.0024178+0.0029689i,0.0014935-0.00038969i,0.0051012-0.0028013i,0.0066368+0.00060718i,0.0059072+0.0053135i,0.0042084+0.0054634i
-0.013564-0.01871i,-0.01747-0.0524i,-0.0019517-0.093103i,0.029827-0.10273i,0.046425-0.067465i,0.037843-0.029814i,0.019847-0.015394i,0.007828-0.0077297i,0.0027957-0.0051456i,-0.0021992-0.0053448i,-0.0050199-0.0034595i,-0.0025304-0.0030115i,0.0012526-0.0057076i,0.0046489-0.01002i,0.0064768-0.012294i,0.0043575-0.01129i,0.00064132-0.0088241i,-0.0010007-0.0055365i,-0.0018304-0.0018119i,-0.0046303+0.0022832i,-0.0060703+0.0030484i,-0.0046483+0.0023819i,-0.0038547+0.0034624i
0.023866-0.00037055i,0.049317+0.016451i,0.072068+0.045377i,0.060714+0.063842i,0.023127+0.056086i,-0.0030842+0.035039i,-0.011201+0.020644i,-0.0064832+0.013971i,0.0016666+0.0057159i,0.0052772-0.0015158i,0.0066948-0.0024066i,0.0067445+9.2655e-05i,0.0057363+0.0031511i,0.0044753+0.0059344i,0.0020365+0.0058169i,0.00033066+0.0032255i,0.00089749+0.0012971i,0.0025761-0.001807i,0.0036098-0.0049877i,0.0039934-0.0060996i,0.0034001-0.0070089i,0.0011978-0.0079954i,-0.000558-0.0086039i
-0.0083301+0.010982i,-0.030185+0.027139i,-0.063177+0.038356i,-0.073923+0.036366i,-0.05005+0.02393i,-0.024469+0.0075587i,-0.011004+0.0041356i,-0.00017276+0.0097282i,0.0063149+0.0076444i,0.0044414+0.0033576i,0.00031819+0.0028251i,-0.0021127+0.0012911i,-0.004777-0.00096916i,-0.0057918-0.00093322i,-0.0047675+0.0018596i,-0.0026884+0.0051976i,-0.0017077+0.0064241i,-0.0020399+0.0056749i,-0.0023524+0.0042129i,-0.0032114+0.0036601i,-0.0029914+0.005917i,-0.0020542+0.0076984i,-0.0021944+0.006107i
-0.0092691-0.012157i,-0.0083157-0.039966i,0.0043051-0.072455i,0.02566-0.086532i,0.03681-0.070199i,0.026403-0.033734i,0.011575-0.0072513i,0.0062485-0.0025303i,0.0021965-0.0012177i,-0.00067025+0.0021902i,0.001535+0.0015172i,0.0034673-0.0020018i,0.0015536-0.0029023i,-0.0024245-0.001293i,-0.0050771+0.00028834i,-0.0044049+0.00094359i,-0.0027133-0.00050732i,-0.0015377-0.0011362i,0.0020014+0.00070192i,0.0059851+0.0020306i,0.0068535+0.00098886i,0.0062324-0.00027282i,0.0041052+0.00064345i
0.0096313+0.0039602i,0.027707+0.019669i,0.043587+0.05583i,0.041218+0.083554i,0.019201+0.070529i,0.0046793+0.037488i,0.0063939+0.015806i,0.0059744+0.0041987i,0.0001267-0.0025645i,-0.0039212-0.0028144i,-0.0028189-0.00045136i,-0.0019989+0.0010869i,-0.0021602+0.0040285i,0.00088057+0.0073898i,0.0041257+0.0074408i,0.0061225+0.006243i,0.0070022+0.0043888i,0.0057667+0.0024181i,0.00092975+0.00048989i,-0.0056106-0.002194i,-0.0088408-0.0051483i,-0.0085698-0.006873i,-0.0071286-0.0060057i
-0.0067393+0.0068691i,-0.027762+0.0093176i,-0.053098-0.001938i,-0.062448-0.027259i,-0.047779-0.040207i,-0.022268-0.031437i,-0.0054708-0.020693i,0.0010675-0.015115i,0.0027053-0.010858i,0.0016109-0.0056213i,0.00015066-0.0015528i,-0.0019755-0.0010039i,-0.0056662-0.001137i,-0.0082207+0.00039377i,-0.0072571+0.0012742i,-0.0055769+0.00067719i,-0.0047434-0.00043178i,-0.0028477-0.00073902i,-0.00010532+0.00026626i,0.0013713+0.0034846i,0.0016294+0.0070886i,0.00086545+0.0086916i,0.00079167+0.0077204i
-0.0015846-0.008764i,0.0050994-0.025183i,0.020285-0.040472i,0.030984-0.035201i,0.025503-0.013588i,0.013513-0.0011722i,0.004443+0.0032357i,0.00096196+0.0082891i,0.0027553+0.0075473i,0.0031776+0.0021722i,0.0003059-0.0020411i,-7.8239e-05-0.0035495i,0.0016401-0.0050375i,0.0051388-0.0071432i,0.0067275-0.0086708i,0.0050662-0.0078176i,0.0024492-0.0062717i,-4.3443e-05-0.0055716i,0.00079217-0.0042322i,0.0021817-0.0051053i,0.0016165-0.0080003i,0.0008864-0.0071025i,0.00061076-0.0037219i
0.0063915+0.0020432i,0.012986+0.015467i,0.011245+0.037776i,-0.0001078+0.051609i,-0.0083167+0.043117i,-0.014729+0.023697i,-0.01683+0.012607i,-0.010099+0.013118i,-0.0019713+0.013358i,0.0032267+0.0090923i,0.006318+0.0046526i,0.0068128+0.00071053i,0.0051844-0.000664i,0.0045485+0.00049409i,0.0053307+0.00089731i,0.0051765+0.00097826i,0.003306+0.0017074i,0.0020163+0.0019695i,0.00028067+0.0027587i,-0.0018061+0.0050218i,-0.0028206+0.0061704i,-0.0023804+0.0040936i,-0.0015767+0.00081016i
-0.0061098+0.0052564i,-0.019645+0.0055935i,-0.040421-0.00048104i,-0.049657-0.011553i,-0.034926-0.018725i,-0.016455-0.012744i,-0.011941+0.0021319i,-0.012358+0.010686i,-0.0080135+0.011758i,-0.001626+0.0096303i,0.0032534+0.0069032i,0.0046789+0.0020926i,0.0018048-0.0014411i,-0.0029778-0.0007892i,-0.0076151+0.0013747i,-0.010352+0.0034989i,-0.0096832+0.0043421i,-0.0070074+0.0036657i,-0.0038373-0.00029011i,-0.0013134-0.0042805i,-0.00011124-0.0029349i,0.00046045+0.00016916i,-0.00014653+0.0008303i
-0.0029971-0.010867i,0.0043292-0.017249i,0.021993-0.017111i,0.039256-0.0047639i,0.034635+0.0085843i,0.016528+0.012957i,0.0051259+0.0088763i,0.00089039+0.0036469i,-0.0031347+0.0011271i,-0.0066659+0.0034565i,-0.0049794+0.0076403i,-0.00071757+0.00685i,0.00086653+0.0012755i,-0.00015039-0.0043866i,-0.0014877-0.0063574i,-0.001091-0.0047615i,0.00036357-0.0024536i,0.0021328-0.00090879i,0.0028044+0.00027744i,0.0013352+0.0013228i,0.00062346+0.00154i,0.0013716+0.00089937i,0.0018057+0.00055723i
0.0037905+0.0044094i,0.0051366+0.015685i,0.001261+0.032629i,-0.0083339+0.038505i,-0.014338+0.024496i,-0.0085934+0.0065648i,-0.0026648-0.0019425i,-0.00030879-0.0063021i,-0.00059913-0.010179i,-0.0037272-0.0092036i,-0.0040051-0.0049862i,-0.0031803-0.0010571i,-0.0036721+0.003312i,-0.0026098+0.0082729i,-0.001085+0.010085i,-0.00024835+0.009159i,0.00096935+0.0084567i,0.0021982+0.0065507i,0.0011883+0.0037699i,0.00050949+0.0023484i,0.00083325+0.0013402i,-0.0004391-0.00087928i,-0.0018185-0.0027674i
-0.0023788+0.0010226i,-0.0076356-0.0025338i,-0.009837-0.01303i,-0.0048775-0.021727i,0.002608-0.019135i,0.0064971-0.013925i,0.01011-0.0090058i,0.012896-0.0046847i,0.010417-0.00555i,0.0051268-0.0056886i,0.0011965-0.0016838i,-0.00051968+0.0018392i,-0.0026206+0.0024777i,-0.0043253+0.0015907i,-0.0035499+0.0010281i,-0.0014775-0.00054005i,-0.00082517-0.0028536i,-0.0012279-0.0050496i,-0.0019498-0.0051579i,-0.0039177-0.0035333i,-0.005695-0.0023675i,-0.0055216-4.1382e-05i,-0.0042929+0.0029943i
0.0025419-0.0020119i,0.0082237-0.0056793i,0.019486-0.0076566i,0.026442-0.0052951i,0.022928-0.0015055i,0.010778+0.0020549i,0.0010425+0.0033556i,0.0016781+0.0019484i,0.0040864+0.0011316i,0.0017979-0.00024497i,-0.0014439-0.0022292i,-0.0031653-0.003489i,-0.0019811-0.0023219i,0.0022732-0.0002187i,0.006482-0.0012987i,0.007258-0.0038425i,0.0060815-0.0051035i,0.0057495-0.0039507i,0.0064972-0.0018291i,0.0084347-0.001316i,0.0090101-0.0023022i,0.0067614-0.0024551i,0.0044708-0.0011515i
-0.0005017+0.00021469i,-0.0021706+0.0046096i,-0.010604+0.011861i,-0.021291+0.013281i,-0.02451+0.0034236i,-0.018736-0.0031509i,-0.0074568+0.00026404i,-0.0018517+0.0055239i,-0.0019027+0.0063913i,-0.000622+0.0036433i,0.0016748+0.00034013i,0.001533-0.0026373i,0.00096942-0.0022752i,0.0022615+0.0014843i,0.004167+0.0039469i,0.0042528+0.0036161i,0.0031592+0.0020728i,0.0016147+0.0019694i,-0.00075584+0.0023884i,-0.0025801+0.002635i,-0.0054409+0.003051i,-0.0073064+0.0028364i,-0.0052671+0.0022121i
0.0026718-0.00050383i,-0.0014646-0.0067166i,-0.0049665-0.017671i,-0.0032471-0.025531i,0.001224-0.021211i,0.00074408-0.0074436i,-0.0043663-0.00015673i,-0.0064252-3.7101e-05i,-0.003993+0.0017692i,0.00025125+0.0035017i,0.0050145+0.0031178i,0.0056099+0.0008924i,0.0016096-0.0028566i,-0.0023276-0.0054673i,-0.0049453-0.005133i,-0.0063333-0.0024084i,-0.0074456-0.00072023i,-0.0076616-0.0008453i,-0.0062099-0.0004712i,-0.0040326+0.00080281i,-0.0019382+0.0018528i,-0.0003372+0.0019407i,0.00023762+0.0015456i
