-0.0022902+0.0015393i,-0.0014388+0.00046248i,-0.0011908-0.0011576i,-0.0012189-0.0014999i,-0.0018087-0.0012302i,-0.0017786-0.00053264i,-0.00047399+0.000732i,0.00042423+0.00042878i,0.00093137-0.00024576i,0.001161-0.0010228i,0.00021095-0.0014484i,-0.00095819-0.0016031i,-0.0010104-0.0016868i,-0.00058384-0.0010795i,-0.00066054+0.00013368i,-0.00024776+0.0010038i,-5.686e-05+0.00071826i,-0.00055614-3.9453e-05i,-0.00014517-0.00055708i,0.00013836-0.00045032i,-6.3787e-05-0.00055503i,-0.00014942-0.00094563i,-0.00010792-0.00076555i
-0.0010106+0.00065156i,-0.0014783+0.00089062i,-0.00081974+0.00069728i,0.00085599+0.00022863i,0.0015381-0.00090496i,0.0011123-0.0015709i,8.5659e-05-0.0012014i,-0.00064389-1.1308e-05i,-0.0008394-0.00039407i,-8.2654e-05-0.00076843i,0.00054006+7.4535e-05i,0.00047998+0.00095225i,0.00048859+0.0012615i,0.00027362+0.00083834i,0.00014111+0.00057896i,0.00029963+0.00059039i,0.00019099+0.00040634i,-0.00036367+0.0006866i,-0.00021014+0.0007095i,0.00048487+5.6493e-05i,0.00074042+2.1614e-05i,0.00014923-3.1306e-05i,7.9734e-05-0.00058294i
-0.00090865-0.00065545i,-0.00019866-0.00075704i,-0.0007433-0.0013435i,-0.00032695-0.0020107i,7.453e-05-0.0013055i,1.4735e-05-0.00020926i,0.00043922+0.00022456i,0.0003216-0.00035454i,-0.00018525-0.00067347i,-0.00061451-0.00039656i,-0.00048614-0.00015078i,-0.00043413-0.00040348i,-0.0003019-0.00039142i,-0.00011668-0.00019263i,-0.00023474+0.00049968i,0.00014291+0.0007461i,0.00097246+0.00065562i,0.0014381+0.00011136i,0.0015211-0.00071138i,0.00059448-0.00066224i,-0.00021168+0.00018761i,-0.00025288+0.00031308i,-2.9097e-05-0.00021143i
0.00018549+0.00029803i,-9.1514e-05+0.00082599i,-0.00041635+0.0016007i,-0.00047465+0.00015462i,-0.00015805-0.00094351i,0.0002719-0.0004005i,1.551e-05+2.0562e-05i,-0.00030852+5.1509e-05i,5.7464e-05-0.00016657i,0.00028137-0.0010339i,0.00024157-0.0016934i,-0.0001138-0.001393i,-0.00051003-0.0011318i,0.0004381-0.00016873i,0.0010195+0.0008452i,0.00051657+0.00066594i,-0.00042381+5.8374e-05i,-0.00019901-0.00025576i,0.00041471+0.00034033i,6.5399e-05+0.0012123i,0.00015348+0.00063249i,0.00077189-9.3332e-05i,0.00070473-2.7975e-06i
0.0019687+0.00075611i,0.0015365+0.0002104i,0.0023537-0.00040873i,0.0027936-0.0008775i,0.0016761-0.00090564i,0.00029953-0.0015853i,-0.00059102-0.00094967i,-0.0012161+0.00012685i,-0.0010751-0.00018079i,-0.00028695+5.2995e-06i,0.00065811+0.00042053i,0.00037235+3.2013e-05i,-0.00027734-0.00027327i,-0.00031025-0.00051714i,-2.6908e-05-0.00054821i,0.00044596-0.00057462i,-7.8611e-05-0.00061155i,-0.00060851+0.00012301i,-0.00077444+0.0004302i,-0.0002683-0.0004094i,0.00050325-0.00032131i,0.0005839+1.7965e-05i,0.00091777-0.00070333i
0.00021648-0.0011238i,-0.00070453-0.0010795i,-0.002335-0.0015742i,-0.0020011-0.0016339i,-0.0011606-0.00077942i,-0.00022368-3.5163e-05i,0.00011151-1.5822e-05i,-0.00046746-0.00052842i,-0.00036803-0.00091725i,0.0002135-0.0015746i,0.00039931-0.0012788i,-0.00068299-0.00044223i,-0.0012171-2.3801e-05i,-0.00042747+0.00020659i,0.00012367-0.00030376i,0.00050104-0.0010734i,0.00057593-0.00043397i,0.00035497+0.00052795i,0.00012126+0.00029234i,-0.00045611-0.00021544i,-0.00044925-0.00020997i,-0.00017776+1.6109e-05i,-0.00010956+0.00018088i
0.0012295+0.0023469i,0.0019338+0.0023236i,0.0029137+0.002i,0.0022809+0.0005729i,0.0011865-0.00078468i,0.00011604-0.0012602i,-9.7592e-05-0.00082953i,0.0005452-7.4639e-05i,0.0003979+8.3997e-05i,0.00045865-0.00056366i,0.00092659-0.0015775i,0.00021276-0.0014327i,-0.00012602-0.00040891i,-0.00010069+0.00020758i,-0.00084381-0.00014157i,-0.0007999-0.00026628i,-0.00063043+1.7222e-05i,-0.00010329-0.00023073i,0.00031712-0.00089881i,-0.00011048-0.00049103i,1.5723e-05-0.00041537i,0.00025545-0.00086481i,0.0003528-0.00047486i
-0.0010623-0.00091421i,-0.0005713-0.00078812i,0.0008399-0.00072306i,0.0017388-0.00078842i,0.00081064-0.0004715i,-0.00059856-0.00071193i,-0.00041615-0.000374i,-0.00013549+0.00052281i,0.00021417+0.00070986i,0.00034022+0.00069538i,-0.00011633+8.2335e-05i,-0.00017395+9.2253e-05i,-0.00025484+6.0192e-05i,-0.00025456+2.6197e-05i,-0.00036042+0.00053796i,-0.00010078+0.00043182i,-3.8745e-05-0.0003746i,-0.00052091-9.6354e-05i,-0.00087275+0.00039159i,-0.00058662+0.00063873i,0.0002325+0.00065037i,0.00026166+0.00045488i,-0.00032176+0.00016036i
0.00087533+0.0011945i,-0.00080304+0.001657i,-0.0010866+0.001127i,-0.00073999+9.2675e-05i,-0.0009354-0.0015386i,-0.0009409-0.0015207i,-0.00088173-0.00094056i,-0.00041132-0.00076847i,0.00010275-0.00072375i,0.00018317-0.00035906i,-0.00022438-0.00021165i,-0.00057232+0.00042937i,0.0001383+0.0007705i,0.00019457+0.00049982i,-0.00011576+0.0010148i,0.00025784+0.00068021i,8.1866e-05-0.00013159i,0.00023936-0.00044601i,0.00056093-0.00045331i,0.00028071-0.00013935i,0.00013995+8.5427e-05i,0.00018051+5.8226e-05i,0.0005363-0.0002865i
-0.0031144+0.00095852i,-0.0024447+0.0014449i,-0.0013867+0.0023344i,-0.00021876+0.001981i,0.001067+0.0004509i,0.0016949-0.0016588i,0.0013469-0.0024503i,0.00092571-0.0017272i,0.00034823-0.00022448i,-0.00028091+0.00086018i,-7.1893e-05+0.00098605i,0.0003271+0.00077748i,0.0002953+0.00012825i,0.00049189-0.00038307i,0.00029571-0.0001307i,-0.00033117-0.00033223i,-0.0004791-0.00025242i,0.00022457+9.5609e-05i,0.0010445-0.00037594i,0.00093881+9.2565e-05i,0.00035712+0.00059982i,0.00021235+0.00026695i,0.00054864-0.00026155i
-0.0023118-0.0018518i,-0.0019267-0.0025023i,-0.0011061-0.0025585i,-0.00046941-0.0014685i,-0.00045689+0.00035205i,-0.00083168+0.00080963i,-0.00090335+0.0001276i,-0.00061999-0.0002913i,-0.00057156-0.00077728i,-0.00067793-0.00055316i,-0.00091192+0.00020237i,-0.0011111+0.00073739i,-0.00078194+0.0011238i,-0.00033213+0.00059622i,0.00014879+0.00015044i,0.00027191-0.00011122i,-4.2368e-05-0.00037579i,-0.00013287-0.00015245i,-0.00054729+0.0002509i,-0.00044272+0.00035072i,2.2485e-05+0.00074474i,7.9444e-05+0.00034987i,0.00011002-0.00022549i
0.0010777+0.0028665i,0.0015829+0.0037927i,0.0021965+0.0033928i,0.0025376+0.0012319i,0.0014331-0.00098907i,-0.00013401-0.0017761i,-0.00055789-0.00108i,-0.00031486-0.00027861i,-8.7287e-05-0.00068276i,0.00034057-0.0013367i,0.00017262-0.0013278i,-9.5902e-05-0.00077713i,0.00059155-0.00075162i,0.00073613-0.00028251i,0.0003643+0.00071207i,0.00015675+0.00047196i,0.00032012-4.7548e-05i,0.0005128-9.5384e-05i,0.0003827-0.00087247i,0.00029611-0.00062597i,-9.1513e-05+0.00023466i,0.00010622-4.9415e-05i,0.00020707-0.00022534i
0.0020729+0.00024401i,0.0021251+0.00042888i,0.0027269-0.00014724i,0.002207-0.0023229i,0.00070363-0.0034877i,-0.00062339-0.0027487i,-0.0014904-0.00081831i,-0.001318+0.00025622i,5.7433e-05+0.00020577i,0.00090448-0.00017686i,0.00045678-0.0005101i,-0.00050435-0.00070534i,-0.00074943-0.00050952i,-0.00067917-0.00014854i,-0.00033208+0.00030699i,0.00035275+0.0011075i,0.00064+0.00067468i,0.00023834+0.00020903i,-0.00022469+0.00073446i,0.00015749+0.00081798i,5.7764e-05+0.00075606i,-9.6858e-05+0.00044662i,-0.00010224+0.00025121i
-0.00040454-0.0010885i,-0.00056263-0.00056323i,0.00023632-3.2837e-05i,-0.00052304-0.00021445i,-0.0018483-0.00052999i,-0.001132-0.00060212i,-3.19e-05-0.00087058i,-6.5162e-05-0.00084959i,-0.00027106-0.00016i,-0.00024133+0.00020618i,-0.00030462+8.9565e-05i,-0.0005468+0.00033596i,-0.00038978-0.00012949i,1.8985e-06-0.0007232i,-0.00018822-0.00068115i,-0.00050582-0.00088665i,-0.00026987-0.00052898i,-0.00016354-0.00013813i,-6.8667e-05-0.00026161i,0.00046079-6.5137e-05i,0.00052144-9.8909e-05i,0.00012476+0.00028784i,0.00025659+0.00035779i
0.0023653-0.00029388i,0.0029401-0.00060696i,0.0023373-0.0019775i,0.0014512-0.002512i,0.0011371-0.0026653i,0.0006707-0.0020377i,0.00020681-0.00085355i,-0.00028248-0.001268i,-0.00055992-0.0014606i,-0.00041755-0.0012082i,-0.00073088-0.001514i,-0.0010247-0.0018389i,-0.00068323-0.0012868i,0.00023144+0.00010864i,0.00039056+0.00083259i,8.4365e-05+0.00012132i,0.00023972-0.00067387i,0.00079956-0.00092384i,0.00078099-0.0010679i,-0.00038477-0.00047524i,-0.00045136-0.00015574i,-8.5822e-06-0.00016372i,-7.7232e-06-0.00015882i
0.0020969+0.00060981i,0.0017966+0.00097092i,0.0029627+0.00072203i,0.0033024+0.0010105i,0.0016793+0.00071809i,4.6623e-05+0.00023781i,-0.00051164+0.00013515i,-0.00031563-0.00018481i,3.2301e-05-0.0009333i,0.00031384-0.0013974i,4.7809e-05-0.00098613i,-0.0005587-0.00057877i,-0.00058554+0.00013331i,-0.00080195+0.00045362i,-0.0012596+0.00011492i,-0.0008856+0.00026772i,-0.00023443+0.00043205i,0.00030599+3.8363e-05i,0.00045972+6.919e-05i,0.00034067+0.00022366i,0.00047837+0.0002827i,0.00043911+0.00041963i,0.00065577-0.00027348i
0.00041197-0.001395i,-0.00026401-0.0015062i,-0.00040084-0.0015699i,-0.0005921-0.0021059i,-0.0010892-0.0028885i,-0.00083202-0.0018177i,-4.8687e-05-0.00056239i,0.00033599-0.00055786i,0.00023301-0.00097567i,0.00036127-0.0011839i,0.00027315-0.0012472i,-0.00036351-0.0004939i,-0.00086408+0.00019911i,-0.00066879+0.00084596i,5.808e-07+0.0011314i,-7.9805e-05+0.00045707i,0.00035346-0.00040494i,0.0008075-0.00054976i,0.00073958+0.00042348i,0.00048216+0.0002202i,8.263e-05-0.00039333i,0.00058551+0.00033432i,0.0005614+0.00043515i
0.00016054+0.00050886i,0.0010707+0.0011958i,0.00090139+3.0732e-05i,0.00038338-0.0009086i,0.00080671-0.0014023i,0.00081259-0.0014937i,0.000367-0.00093717i,0.00038509-0.0010577i,0.00058279-0.0014969i,0.00053209-0.0011778i,0.00035975-0.00090132i,-0.00048756-0.0009234i,-0.00044844-0.00046731i,9.0284e-05-0.00023525i,0.00021274-5.5456e-05i,0.00016995-6.6846e-05i,0.00024546-0.00014277i,0.00033592+0.00010292i,0.00027552+0.00050611i,0.00048289+0.00032813i,0.000232+0.00011547i,-0.00010407-0.00011372i,0.00023424-0.00036537i
0.0014026-0.00080598i,0.0012066-0.00075172i,0.0017292-0.0010037i,0.0017025-0.00068818i,0.0010107-0.00053889i,0.00033658-0.00057711i,0.00019023+0.00023254i,0.0003458+0.00028786i,-0.00031058-0.00055872i,-0.00046024-0.0012365i,-0.00044166-0.0012721i,-0.00073377-0.0012151i,-0.00060871-0.00064518i,-0.00061909+0.00017765i,-0.00043659+8.3259e-05i,-0.00011904-0.00014811i,-0.00087657+2.8481e-05i,-0.00086034+0.00052817i,0.00012751+0.00092301i,0.00029244+0.00025981i,0.00010521-0.00015774i,6.6508e-05-0.00010246i,0.00072612-0.00014976i
-0.0010723+0.00023394i,-0.0011463+0.00055625i,-0.0015098+0.00019233i,-0.00010341-0.00137i,0.0010192-0.002085i,0.00042866-0.0017796i,-0.00023212-0.0013834i,-0.00012654-0.0012839i,0.00055951-0.0011508i,0.0010985-0.00079978i,0.00045222-0.00073777i,8.311e-05-9.3106e-05i,0.00083223+0.00068809i,0.00033658+0.00047111i,-0.00072527-4.9176e-05i,-0.00018031-0.0003224i,-3.5271e-05+0.00077631i,-0.00071013+0.0011147i,-0.00090515-0.00026488i,-0.00084225-0.00038113i,-0.00094236+0.00022677i,-0.00067416-3.6619e-05i,0.00031029-0.00080648i
0.00033375-0.0011961i,0.0019004-0.00077211i,0.003118-0.0011119i,0.0024318-0.001244i,0.00076298-0.0020522i,-0.00013039-0.0019378i,-0.00054098-0.00064166i,-0.00084077-0.00066133i,-0.00091615-0.00047362i,-0.0010415-0.00056884i,-0.0008359-0.00037412i,-0.00087137-0.0001026i,-0.00078536-0.00038581i,-0.00034705-0.00049399i,-0.00015021+4.1332e-05i,0.00027808+0.00020426i,0.00080045-0.0004051i,0.0010784-0.00038687i,0.00047433-0.00025837i,-0.00038692-0.00026772i,-0.00020566+6.1028e-05i,-0.00018662+0.00054708i,-0.00012744-0.00035661i
-0.0011099-0.0023464i,-0.00083166-0.0018188i,-0.00051951-0.0018589i,-0.0012086-0.00091755i,-0.0014791-0.00052952i,-0.0009369-0.0004511i,0.00021634-8.8191e-06i,0.00084503-0.0002704i,-0.00041718-0.00085162i,-0.00055298-0.0011335i,-0.00018776-0.0011663i,-0.0010302-0.0009485i,-0.00073054-0.0011509i,-8.2502e-05-0.00072489i,-0.00087633+0.00016462i,-0.0009643-0.00017117i,-0.00039873-0.00037638i,0.00031255-0.00050161i,0.0010779-3.8973e-05i,0.00075494+0.00067766i,-0.00017551+0.00079244i,-0.000342+0.00057816i,-5.3801e-05-0.00025669i
0.0019899+0.00037966i,0.002725-0.00034084i,0.0017605-0.00050489i,6.0389e-05-0.0012426i,0.00039639-0.0025491i,0.00032852-0.0021073i,-0.00014794-0.0014942i,-0.00021223-0.0012005i,-0.00039579-0.0012003i,-0.00027935-0.0013638i,-6.7368e-05-0.00086042i,-0.00039587+0.00017102i,-0.00036793+0.00021884i,0.00059969-0.00094035i,0.00091309-0.0009251i,0.00050121-0.00036926i,-0.0003818-9.0965e-05i,-0.00057566-0.00021361i,-0.00033749-0.00059669i,-0.0001841+0.00014723i,0.00051346+0.0006108i,0.00019117+0.00035334i,-0.00040277+0.00047371i
0.0013816+0.0013575i,0.0018729+0.00067961i,0.0017635+0.00084271i,0.0022436-0.00011132i,0.0024229-0.00059496i,0.0016257-0.00043632i,0.00051442+1.0385e-05i,-1.2552e-05+0.00045245i,0.00037904-4.3625e-05i,0.00098175+0.00028768i,0.00060307+0.00016122i,0.00053542-0.00069971i,0.00037222-0.00071768i,0.00017055-0.00066026i,-8.3726e-05-0.00023547i,-0.0005174+0.00011684i,0.00010742+4.5841e-05i,0.00022596+0.00056182i,-0.0010448+0.00046906i,-0.0017633-0.00017268i,-0.0010796-0.00024254i,-0.0005476+0.00046638i,-0.00075871+0.00065045i
-0.00032898-0.00023018i,-0.00030037-0.00033087i,-0.0013424-0.0016025i,-0.0014333-0.002897i,-0.00070582-0.0032178i,-0.00019299-0.0022871i,0.00033853-0.0014309i,-9.7585e-05-0.0015741i,-0.00030022-0.001036i,0.00045526-0.00019255i,0.00038892-9.8277e-06i,-0.00056284-0.00018452i,-0.00093965+0.00019147i,-0.00066064+0.00069239i,-9.1438e-05+0.00011994i,0.00010245-0.00019983i,4.9061e-05-0.00061639i,2.4743e-05-0.00061132i,-0.00031692-0.00033043i,-0.00032867-7.798e-05i,0.00017558+0.00046792i,0.00026277+0.00031668i,-4.5277e-05+0.00010158i
-0.0018108+0.0019568i,-0.00031606+0.0015823i,0.0014856+0.001521i,0.0024397+0.0012429i,0.0020821+0.00028389i,0.001283-0.001276i,0.00084663-0.0014182i,0.00026692-0.00067235i,0.00051844-0.00031127i,0.0009847-0.00029327i,0.0010232-8.1377e-05i,0.0009053+0.0010019i,0.0001426+0.0013244i,-0.00021987+0.00092007i,0.0002877+0.0014017i,0.001084+0.0010389i,0.00104+0.0004577i,0.00017444+0.00040145i,-0.00052928+0.00054013i,-0.00051707+0.0007068i,-1.1392e-05+0.0001872i,0.00021376-0.00035983i,0.00019544+1.4908e-05i
-0.00044936-0.001625i,-0.00056688-0.0017165i,-0.00093196-0.00099088i,-6.5847e-06-0.0001573i,6.4537e-05-0.00032038i,0.00023309-0.0011425i,0.00028155-0.00088306i,-0.00017553-0.00054156i,-0.0004403-0.00072512i,-0.0005661-0.00098857i,-0.00052201-0.0013293i,-0.00051217-0.0009554i,-0.00092916+0.00018215i,-0.00075614+0.00087415i,-0.00023474+0.00050581i,0.0001764-0.00015306i,0.00040332+7.6246e-05i,4.9823e-05+0.00056945i,-1.7643e-05+0.00089183i,8.4446e-05+0.00069157i,0.0004988-2.813e-05i,0.00080538-0.00028261i,0.00028736+1.4081e-05i
-0.0012476+0.00080748i,-0.0020181+0.0016326i,-0.0024562+0.0020367i,-0.0017109+0.00097725i,-0.00052589-0.00039185i,0.00010579-0.000741i,2.1154e-05-0.00010827i,-0.00012282+5.4198e-05i,0.00036329-3.3596e-05i,0.00068758+0.00014608i,0.00066845+0.00038549i,0.0003199+0.00056347i,-0.0002695+0.0008204i,-0.00056664+0.0010059i,-0.00029198+0.00021222i,0.00031121-0.00057777i,8.4048e-05-0.00063239i,-0.00029996-0.0002287i,4.5233e-05-0.00013037i,0.00013618-3.1057e-05i,-0.00022672-0.00022055i,0.00011477+0.00015254i,6.4592e-05+0.00065721i
-0.0022262-0.00043691i,-0.0018152+0.00024352i,-0.0017083-7.4859e-05i,0.00034282-0.00074145i,0.0013505-0.0010693i,0.00099089-0.0013577i,0.00037461-0.0007671i,0.00058532-0.00022621i,0.00064951+5.6746e-06i,0.00040236+9.8997e-05i,0.00034879+0.0004295i,0.00029871+0.00032091i,0.00038904+0.00034469i,0.00033883+0.00054341i,-0.00022779-0.00014193i,-7.2706e-05+0.0004582i,0.00032603+0.0011967i,0.00019595+0.00052478i,0.00015096+0.00014142i,0.00012736+1.8141e-05i,-0.00021023+0.00016903i,0.00010183+0.00095516i,0.00039864+0.0014724i
-0.00082755-0.00060478i,-0.00013573-0.00075084i,0.00019123-0.0012526i,-9.34e-05-0.000672i,-0.00018305-0.00061302i,-0.00036992-0.0004269i,-0.00013381+0.00046238i,-2.7568e-05+5.5979e-05i,-0.0001761-0.0010022i,0.00020149-0.0012795i,0.00081246-0.0011611i,0.00032698-0.00085925i,-0.00049121+0.00039459i,-0.00052342+0.00086005i,-4.7331e-06-0.0002566i,-0.00018272-0.00017021i,-0.00020876+7.702e-05i,-8.2786e-05-0.00023744i,0.00024194+0.00010826i,0.00058711+0.00054368i,0.00066939+0.00010829i,0.0005115+0.00021774i,0.00052097+0.00044203i
0.0022865+0.00057713i,0.0017822+0.00052518i,0.0015454-0.00085726i,0.0014044-0.0027169i,-0.00044062-0.00324i,-0.00096886-0.0018345i,-0.00010911-0.00024552i,0.00023911-0.00022513i,0.00093212-0.00043958i,0.0014624-0.00056213i,0.0010794-0.00054271i,0.00077494-7.6381e-05i,0.00053644+0.00031625i,0.00095514+0.0002524i,0.0014898+0.00022116i,0.00082647+0.00055018i,0.00010031-0.00027891i,-0.00033993-0.00097375i,-0.00067735+0.0001173i,-0.00037094+0.00050323i,-0.0002135-0.00037408i,0.00014361-0.00070431i,0.00066743-7.4269e-05i
0.00040748+0.0014684i,0.00076589+0.0026721i,0.0021858+0.0024212i,0.0033181+0.0014143i,0.0030214+0.00047122i,0.00098848-0.0009438i,-0.00020285-0.0012659i,0.00043434-0.0012776i,0.001137-0.0012191i,0.00095586-0.00042736i,0.00076237-5.6829e-05i,0.00066266-0.00048439i,-0.00022563-0.00070562i,-9.8606e-05-0.00063305i,0.00082999-0.00062955i,0.00052248-0.00075794i,-3.2009e-05-0.0010316i,-0.00013588-0.00031153i,-0.000159+0.00033666i,-0.00061971+4.3593e-05i,-0.00015454-0.0006399i,-0.00025912-0.00035158i,-0.00061588+0.00073762i
-0.00021612+0.00064511i,0.00073387+0.0020206i,0.00030003-0.00052126i,0.00013714-0.0024349i,0.00054159-0.0025538i,-4.4928e-05-0.0018918i,-0.00011283-0.0010589i,0.00010216-0.00088635i,0.00029488-0.00092238i,0.00044507-0.00058663i,-7.1959e-06-0.00077241i,0.0003271-0.0011006i,0.00021945-0.00046379i,0.00040942+0.0007135i,0.0008078+0.00066268i,0.00081935+0.00016689i,0.00032799+0.00033826i,-0.00036708+3.8161e-05i,0.00025878+8.8487e-05i,0.0009663+0.0005652i,0.001073+0.00027699i,0.0011246+0.0003914i,0.00090395+0.001329i
0.00095199+0.0022527i,0.0021174+0.002279i,0.0017379+0.001898i,0.0021628+8.4442e-05i,0.002387-0.001193i,0.00050153-0.0014111i,-0.00065554-0.00023826i,-0.00027854+0.0001097i,-0.00011847-0.00057157i,0.00034566-0.00018932i,0.0008318+0.00026104i,9.6851e-05+0.00033884i,-0.00010546+0.00024831i,4.6017e-05-0.00020705i,-0.0003582-0.00017999i,3.7948e-05+0.00018654i,0.00024633+2.0158e-05i,-0.00020363-0.00018015i,6.9203e-05+0.00020357i,0.0010746+7.9872e-05i,0.0012877-0.00035355i,0.00028609-4.5594e-05i,0.00024448+0.00081391i
5.1054e-05-0.0012516i,-0.00054918-0.00068178i,-0.0011999+0.0001385i,-0.0008943+0.00067603i,-0.00032399-0.00011142i,-0.00041577-0.00098258i,-0.00047513-0.0011772i,-0.0011783-0.0011917i,-0.0013821-0.00073091i,-0.00023977-0.00017039i,-6.6311e-05+0.00068545i,-0.0009274+0.00050861i,-0.0010443-0.0001221i,-0.00074572-0.00045822i,-0.00067688-0.00092284i,-0.0013937-0.00070929i,-0.0017051+3.1053e-05i,-0.00085763+0.00017032i,0.00013072+0.00017282i,0.00023822+0.00015441i,0.00044524+0.00046553i,0.00044057+0.00054513i,9.1793e-05+0.00024318i
0.00108-0.0011042i,0.0017575-0.0021886i,0.0022166-0.0029658i,0.0008747-0.0033464i,-0.00127-0.0027512i,-0.000261-0.0013644i,0.00085344-0.00061841i,0.00037941-0.00098828i,6.4183e-05-0.0013168i,0.00013416-0.0010055i,0.00029548-0.00091033i,0.00040707-0.00058147i,0.00018545-0.00058748i,-0.00055744-0.00098026i,-0.00036684-0.0012848i,0.00010779-0.00091983i,-4.4988e-05-0.0007063i,0.00017243-0.0011166i,0.00064428-0.00052001i,0.00052835+0.00025414i,0.00023273+0.00027268i,0.00032117-0.00010375i,0.00047838+8.7821e-05i
0.00051293+0.0019186i,4.5928e-05+0.0022717i,0.00058097+0.0041788i,0.002099+0.0039409i,0.0030601+0.00078898i,0.0021911-0.0015163i,0.00043993-0.0018742i,-0.00010057-0.0009233i,-1.6543e-05-0.00016607i,-0.00025096-0.00033505i,0.00042976-0.00058374i,0.00090019-0.001267i,0.00057674-0.00082863i,-0.00063421-3.0843e-06i,-0.0011011+0.00021804i,-0.000658+0.000501i,0.00022195+0.00026392i,0.00077826+0.00017793i,0.00073557+9.7694e-08i,0.00097609+5.2049e-05i,0.00090342+0.00065984i,1.7789e-05-0.00019121i,-0.00023577-0.00096033i
-0.00099963+0.0014396i,-0.00072937+0.0015308i,-0.00055128+0.0017484i,-0.00017584+0.00028017i,0.00039201-0.00091953i,0.00073301-0.00034901i,0.0003045+0.00018935i,-0.00053246+0.00024182i,-0.00097692+0.00052858i,-0.00086486+0.00054479i,-0.00069022+6.8902e-05i,-0.00032-0.00024337i,0.00019862-0.00022466i,-3.9934e-05-0.00041093i,-0.00040596-0.00016279i,-1.2406e-05+0.00060982i,0.00021935+0.00060835i,6.6088e-05+0.00012585i,0.00082007-0.00014083i,0.0015253+0.00014257i,0.00077252+0.00066539i,-5.2109e-05+0.00047118i,9.1809e-05-8.7751e-05i
-0.00031045+0.0013007i,-0.00076342+0.001237i,-0.0011662+0.0019839i,-0.00033988+0.0016316i,0.00025903-0.00043648i,0.00057892-0.0012257i,0.00029609-0.0012552i,-0.00017219-0.00091754i,-0.00013925-0.00041424i,-0.00043129+0.00086128i,-0.0011256+0.00060312i,-0.00092251+1.0701e-05i,0.00019503+0.00077193i,0.00068762+0.00071039i,0.00030034+8.4454e-05i,-4.3102e-05+0.0001159i,-0.00025483+0.0001245i,-0.00026662-0.00040841i,-4.2957e-06-0.00072491i,4.4324e-06-0.00091532i,8.8032e-05-0.00012404i,0.00018542+7.195e-05i,0.00053656-0.00042153i
0.00019907+0.0006388i,0.00076718+0.0016122i,0.0016083+0.0023438i,0.0024091+0.001213i,0.0023441+1.1575e-05i,0.0012806-0.00082036i,0.00076952-0.0014329i,0.00029683-0.00095129i,-0.00015611-0.00047227i,-9.6887e-05-0.00066381i,0.00042262-0.0012553i,0.00015643-0.00097552i,-0.00074114-0.0001693i,-0.00070391+0.00036656i,0.00021546+0.0005047i,0.00035481+0.00053575i,-2.3156e-05+0.00030749i,0.00068682-0.0004156i,0.00075861-0.0010201i,3.3137e-05-0.0004988i,-0.00044762+0.00020044i,-0.00047065+0.00023817i,-0.00071429+0.00055232i
0.0001216-0.00073725i,-0.00027479-0.00057908i,0.00031722-0.0016777i,0.00099687-0.0020907i,0.00077435-0.0014787i,0.00024064-0.0013542i,-0.00014843-0.00089833i,-0.0003115-0.00082068i,0.00013814-0.00086391i,0.00035414-0.00097943i,0.00072057-0.00067506i,0.00059129+0.0004725i,0.00036056+0.00059316i,0.0010152+2.1454e-05i,0.00026752-0.00028897i,-0.0011763-0.00070364i,-0.00075566-0.00078056i,-0.00031215+0.00023833i,-0.00068403+0.00096449i,0.00020919+0.00068745i,0.0008934+1.284e-05i,0.00062837-0.0004033i,0.0007097-0.0010478i
0.00032946+0.00089544i,0.00088817+0.00083593i,0.00039728+0.001708i,0.00057178+0.00044779i,0.0013841-0.00099918i,0.00087-0.0018984i,0.00041086-0.0021796i,0.00043154-0.001585i,0.00010446-0.00068995i,0.00022631-0.00020315i,-7.2276e-05+0.00014628i,-0.0013412+0.00012782i,-0.00095271-0.00061815i,-0.00032983-0.00079996i,-0.00035793+2.2971e-05i,0.00010311+0.00047311i,-0.00013332-0.00041808i,-0.00043079-0.00074825i,0.00010362-7.7193e-05i,0.00038708+0.00027045i,0.000577-0.00015686i,0.00077046+0.00014277i,0.00044557-2.0842e-05i
0.00016565-0.0010817i,-0.00011689-0.00095321i,0.00090028-0.00096951i,0.001192-0.00089543i,4.2235e-05-0.0010782i,-0.00096225-0.0012724i,-0.00027307-0.00129i,0.00079603-0.0013805i,0.00089803-0.0012998i,0.0005984-0.0010592i,2.1573e-05-0.00092282i,-0.00013675-0.00088341i,-6.6623e-05-0.00033873i,-0.00017057-0.00023902i,-9.2038e-05-0.00073459i,0.00047893-0.00064397i,0.00046616-0.00021879i,-0.00018565-0.00017247i,-0.00056361+3.8944e-05i,-0.00041714+0.00038846i,0.00031029-7.2447e-05i,7.3565e-05+0.00015732i,-0.00047148+0.00053028i
0.00030644+0.00015328i,0.0014408-0.0010376i,0.0028221-0.0022843i,0.00082846-0.0023364i,-0.00072564-0.0018043i,-9.5954e-05-0.0010375i,0.00030992-3.3029e-05i,4.9812e-05+0.00048191i,0.00020018-0.00015873i,0.00081388-0.00054395i,0.00075452-0.00052376i,0.00061738-0.00044652i,0.00033895-0.00087629i,-0.00036244-0.0014162i,-0.00068186-0.00099529i,6.6873e-05-0.00064088i,0.00026328-0.00081327i,3.5829e-05-0.00016074i,0.00057859+0.00025973i,0.00038354-0.00017591i,-0.00058688-4.4817e-06i,-0.00085935+0.00017256i,-1.2984e-05+8.205e-05i
