-0.0029108+0.0011778i,-0.0014864-0.00073701i,-0.0013848-0.0011824i,-0.00013751-0.00050557i,0.00081884+0.00033243i,-8.4356e-05+0.0012057i,-0.00063591+0.0014093i,-0.000167+0.0017037i,0.00056418+0.0016129i,0.00062539+0.0010293i,0.00065215+0.0007048i,0.00095952-0.00015253i,0.0004332-0.00012763i,-7.0077e-05+0.00036648i,6.6235e-05-5.8349e-05i,-0.00020403-0.00011537i,-0.00011154+0.00010897i,3.9094e-05-0.00033976i,-0.00049204-0.00078044i,-0.00058304-0.00070587i,5.541e-05-0.00023758i,0.00034436+0.00017098i,0.00010823-0.00062607i
0.25254+0.048636i,0.49428+0.24509i,0.47264+0.20843i,0.28686+0.065941i,0.15462+0.003715i,0.091895-0.0010354i,0.064922+0.0066663i,0.056694+0.012011i,0.041985+0.016296i,0.034175+0.023643i,0.041477+0.012604i,0.038091-0.01263i,0.013171-0.027232i,-0.017826-0.021844i,-0.030797-0.0098871i,-0.024754-0.012466i,-0.016229-0.023863i,-0.0087811-0.028037i,-0.0018782-0.019513i,0.0037072-0.0025924i,0.01136+0.0082357i,0.020737+0.0067916i,0.023122+0.0014099i
-0.11053-0.26305i,-0.30482-0.3529i,-0.27183-0.29169i,-0.17625-0.19455i,-0.14292-0.12547i,-0.10288-0.060469i,-0.069209-0.014687i,-0.055494+0.0092981i,-0.033384+0.011183i,-0.022103-0.0028492i,-0.026141-0.0040554i,-0.023983+0.0096427i,-0.012108+0.018922i,-0.00051541+0.015141i,0.0015198+0.0063283i,-0.0024022+0.0037966i,-0.0043933+0.0040307i,-0.0048498+0.0013434i,-0.003648-0.0048438i,-0.0024194-0.013406i,-0.0016734-0.016515i,0.00080118-0.014328i,0.0011702-0.011798i
0.23635+0.33797i,0.28292+0.28678i,0.14525+0.22856i,0.085798+0.21685i,0.10772+0.16658i,0.075564+0.076853i,0.045363+0.015293i,0.034435-0.020779i,0.017583-0.026764i,0.0157-0.012315i,0.015876-0.010683i,0.0055163-0.011516i,-0.003067-0.00039602i,-0.0025049+0.017626i,0.0062363+0.032999i,0.011437+0.036769i,0.0065552+0.032356i,-0.0051418+0.025371i,-0.015674+0.021372i,-0.01549+0.020817i,-0.0080786+0.014087i,-0.002446+0.0027197i,0.00080594-0.0038476i
-0.46768-0.10357i,-0.36655+0.028236i,-0.095572+0.008006i,-0.01466-0.13152i,-0.065765-0.14568i,-0.045046-0.057404i,-0.012243-0.0071345i,-0.0079382+0.017889i,-0.0031823+0.024142i,-0.0072996+0.01806i,-0.0060901+0.019058i,0.0098087+0.0096368i,0.021411-0.0091371i,0.025465-0.023117i,0.027801-0.033751i,0.028923-0.040588i,0.029381-0.041432i,0.03061-0.033815i,0.02978-0.020479i,0.02397-0.0090731i,0.010653-0.0026114i,-0.00774-0.00077208i,-0.022128-0.00019364i
0.58754-0.36917i,0.41382-0.52847i,0.090379-0.39816i,-0.02697-0.12914i,-0.0063125-0.02343i,-0.027379-0.0324i,-0.038512-0.017556i,-0.022485-0.0070737i,-0.01178-0.005101i,0.0061831-0.0061693i,0.0098297-0.014704i,-0.0062897-0.0093389i,-0.017812+0.0006939i,-0.023951-0.0028145i,-0.030921-0.0092863i,-0.03865-0.0091425i,-0.043413-0.0034605i,-0.040731+0.0046571i,-0.027619+0.0054222i,-0.011917-0.0070749i,-0.0061736-0.014673i,-0.0039121-0.0049925i,0.0034803+0.0056045i
-0.46688+0.80267i,-0.37814+0.96796i,-0.12415+0.74302i,0.01085+0.3567i,0.031783+0.15228i,0.052978+0.091955i,0.052703+0.04032i,0.031321+0.013369i,0.014553+0.0099637i,-0.0013003+0.013793i,-0.0012095+0.016724i,0.0080239+0.0061532i,0.0032583+0.0035018i,-0.0068973+0.020007i,-0.01019+0.035551i,-0.0070922+0.040839i,-0.00094254+0.035744i,0.0045681+0.020858i,0.00052369+0.0084888i,-0.010141+0.011112i,-0.010251+0.020659i,2.1906e-05+0.022948i,0.0052058+0.016117i
0.16309-0.97875i,0.23079-1.1516i,0.14571-0.89946i,0.033351-0.49345i,-0.030871-0.24745i,-0.064861-0.12829i,-0.062035-0.047979i,-0.038853-0.016408i,-0.016172-0.011671i,0.0033487-0.015596i,0.0034999-0.019001i,-0.0034303-0.0084462i,0.0067768+0.0023207i,0.030739+0.0041646i,0.053089+0.0018548i,0.060667-0.0023764i,0.053031-0.004277i,0.038125-0.002139i,0.027168+0.0015683i,0.023549+0.0023907i,0.019917-0.0029066i,0.014609-0.011351i,0.00948-0.015316i
0.084022+0.74723i,-0.12708+0.97121i,-0.1956+0.77157i,-0.13206+0.40869i,-0.064688+0.1862i,-0.015767+0.091288i,0.01465+0.040938i,0.012231+0.017506i,-0.0064891+0.01081i,-0.015001+0.015076i,-0.0031179+0.015777i,0.008733+0.0021384i,0.0040006-0.018333i,-0.014509-0.038994i,-0.03551-0.05147i,-0.043194-0.051134i,-0.036735-0.042609i,-0.025262-0.029943i,-0.013907-0.017868i,-0.004106-0.013764i,0.0011488-0.014688i,-0.00062813-0.013629i,-0.0048788-0.010167i
-0.12238-0.35802i,0.09241-0.61048i,0.21847-0.49756i,0.19807-0.25485i,0.12653-0.12011i,0.054472-0.050219i,0.01201-0.0083468i,0.0058785+0.0083423i,0.015808+0.013897i,0.01943+0.00464i,0.0072908-0.0089328i,-0.0080828-0.0078232i,-0.014605+0.0098263i,-0.0097127+0.03356i,0.0013207+0.044791i,0.0055684+0.041436i,0.0021316+0.030123i,-0.0021878+0.014669i,-0.0072855+0.0014277i,-0.014167-0.0050961i,-0.021632-0.0033567i,-0.024398+0.0022668i,-0.019001+0.0051564i
-0.099504+0.068515i,-0.17109+0.30984i,-0.22674+0.24036i,-0.22894+0.091328i,-0.17601+0.0449i,-0.08553+0.015871i,-0.030252-0.0093469i,-0.020337-0.0094977i,-0.021236-0.0026537i,-0.015644+0.0050106i,-0.0034445+0.0082503i,0.0032265+0.005307i,0.006455-0.00038064i,0.0073895-0.0072925i,0.0043181-0.0079114i,0.0029115-0.0042869i,0.0012748+0.00060574i,-0.0023276+0.0051894i,-0.0043353+0.0093048i,-0.003716+0.015001i,0.0024178+0.019989i,0.0091578+0.019901i,0.0095268+0.016107i
0.26629-0.11226i,0.1338-0.22747i,0.10234-0.097145i,0.15237+0.0035886i,0.13293-0.0071534i,0.050227+0.010907i,0.015466+0.032299i,0.012248+0.019818i,0.0076806+0.0061922i,0.0054107+0.00033381i,0.0019531-0.00038351i,0.0036275+0.0011953i,0.0083434-9.0205e-06i,0.011714-0.005207i,0.015932-0.012963i,0.018593-0.017928i,0.017595-0.016401i,0.013649-0.007411i,0.013356+0.003029i,0.019475+0.0045461i,0.022176-0.0042359i,0.018523-0.013033i,0.012128-0.017184i
-0.23622+0.39188i,0.043417+0.3504i,0.11495+0.11373i,0.0048015-0.016664i,-0.039463-0.011912i,-0.0049787-0.023746i,-0.002798-0.03297i,-0.010513-0.0095337i,-0.0050418+0.010868i,0.00023835+0.012428i,0.00021758+0.0010427i,-0.009146-0.0077264i,-0.01552-0.0061989i,-0.01463-0.0032182i,-0.016501-0.0021333i,-0.020433-0.001331i,-0.018889-0.0011938i,-0.010775-0.0066902i,-0.0061493-0.01881i,-0.0089673-0.027377i,-0.014162-0.02763i,-0.019091-0.020107i,-0.020029-0.0066057i
-0.12826-0.65248i,-0.41199-0.4811i,-0.39158-0.1822i,-0.18113-0.040575i,-0.076182-0.024075i,-0.059983+0.0065034i,-0.020752+0.030691i,0.006642+0.021372i,0.0086161+0.0069785i,0.010337+0.00090845i,0.015587+0.0041281i,0.021696+0.0053645i,0.016918+0.00037515i,0.0014068+0.00012896i,-0.0073708+0.0040199i,-0.0043181+0.0047298i,-0.00090837+0.0016724i,-0.0021471+0.0014205i,-0.0063525+0.0085691i,-0.013634+0.019058i,-0.018909+0.027139i,-0.015017+0.026702i,-0.0055766+0.018815i
0.54284+0.66633i,0.73134+0.51337i,0.60081+0.26091i,0.32625+0.098584i,0.16573+0.032727i,0.093553-0.0039612i,0.027189-0.020787i,-0.007981-0.014302i,-0.012536-0.00043164i,-0.01416+0.0078555i,-0.021269+0.0067024i,-0.027732+0.0075612i,-0.019613+0.014533i,-0.00039307+0.019973i,0.009665+0.021452i,0.0061719+0.020731i,0.00022772+0.018994i,-0.001929+0.013894i,0.0036734+0.0081017i,0.017019+0.0041208i,0.026031+0.00087934i,0.022991+0.0003448i,0.0145+0.00059031i
-0.79273-0.41178i,-0.8581-0.39155i,-0.61985-0.2871i,-0.32051-0.17416i,-0.1662-0.084672i,-0.091901-0.014424i,-0.024766+0.018916i,0.011694+0.014343i,0.018149-0.00046543i,0.019412-0.013306i,0.023788-0.019301i,0.025045-0.01903i,0.019617-0.020676i,0.014614-0.026455i,0.013153-0.03399i,0.011434-0.037633i,0.006733-0.030049i,0.0013957-0.015311i,-0.00065499-0.011931i,-0.0015126-0.020513i,-0.0034809-0.023683i,-0.0018629-0.019874i,0.00020518-0.016042i
0.71389+0.13467i,0.7435+0.24735i,0.49519+0.25374i,0.21301+0.16267i,0.075546+0.064594i,0.018645+0.0010807i,-0.018299-0.010113i,-0.028747+0.0082016i,-0.021974+0.021528i,-0.013814+0.028825i,-0.0081668+0.029697i,-0.0054752+0.023463i,-0.0101+0.01578i,-0.022383+0.014329i,-0.030404+0.022961i,-0.025407+0.032033i,-0.010801+0.029323i,0.0012189+0.018716i,-0.0029828+0.012568i,-0.019393+0.014425i,-0.027688+0.016616i,-0.023196+0.013255i,-0.014502+0.0087128i
-0.45115-0.00016206i,-0.51042-0.14894i,-0.29102-0.20475i,-0.061907-0.16167i,0.01319-0.083803i,0.031867-0.014019i,0.044251-0.0018297i,0.037478-0.019982i,0.024849-0.023678i,0.014735-0.023709i,0.0029487-0.026097i,-0.005127-0.018812i,-0.0012684-0.0026608i,0.012026+0.0092104i,0.020836+0.0079791i,0.017947+7.403e-06i,0.0082636-0.0054383i,0.0013355-0.005018i,0.0067464+0.0026434i,0.0203+0.012278i,0.027713+0.014918i,0.023559+0.010398i,0.014166+0.0039694i
0.25456+0.058124i,0.33563+0.09619i,0.14474+0.10176i,-0.03678+0.08533i,-0.065976+0.054661i,-0.056538+0.019153i,-0.050264+0.024904i,-0.034581+0.041446i,-0.019286+0.032399i,-0.0064807+0.020052i,0.0082082+0.012935i,0.018994+0.0023746i,0.017255-0.010929i,0.0094269-0.019711i,0.0080021-0.021177i,0.011059-0.019294i,0.011991-0.014236i,0.0097238-0.0094822i,0.0070269-0.011388i,0.0065553-0.01738i,0.004884-0.020811i,0.00089172-0.016958i,-0.0011642-0.010537i
-0.29071-0.15969i,-0.33588-0.032407i,-0.13723+0.0092194i,0.01638-0.025535i,0.022722-0.04233i,0.0067811-0.023766i,0.008911-0.02616i,0.0052547-0.036967i,-0.0021725-0.026833i,-0.0078679-0.011579i,-0.015903-0.0033209i,-0.021172+0.0050698i,-0.018505+0.013827i,-0.013218+0.017232i,-0.012859+0.016534i,-0.016261+0.016514i,-0.01597+0.016189i,-0.0089654+0.01223i,-0.0047649+0.0022243i,-0.010556-0.006215i,-0.017289-0.0053735i,-0.015496-0.0020849i,-0.011752-0.0014478i
0.50078+0.090055i,0.436-0.12094i,0.20726-0.15776i,0.057577-0.079364i,0.032869-0.027215i,0.029554-0.011268i,0.021884+0.015045i,0.022921+0.037512i,0.023782+0.036051i,0.022196+0.021437i,0.021008+0.0063466i,0.016649-0.0046995i,0.010937-0.010096i,0.0065819-0.010478i,0.0046231-0.0086512i,0.0061953-0.0078985i,0.0090562-0.010466i,0.0048064-0.013108i,-0.0054117-0.0040131i,-0.0071328+0.013722i,-0.00073157+0.022313i,0.003933+0.01943i,0.0051739+0.015818i
-0.6912+0.20523i,-0.5271+0.36185i,-0.27745+0.30577i,-0.11632+0.15899i,-0.061056+0.073296i,-0.041394+0.044877i,-0.029868+0.014928i,-0.032623-0.010334i,-0.031958-0.013763i,-0.02135-0.0080762i,-0.011343-0.0028983i,-0.0031396-0.0015076i,0.0010135-0.0014308i,0.0022216+0.0017528i,0.0045723+0.0040249i,0.0041948+0.0033048i,-0.00049528+0.0048183i,-0.0016176+0.0082095i,0.0064554+0.005596i,0.01736-0.0050812i,0.019518-0.016191i,0.010888-0.020509i,0.002102-0.018682i
0.62919-0.56091i,0.48757-0.54857i,0.29485-0.36869i,0.13919-0.1876i,0.05126-0.10681i,0.013154-0.070076i,0.012557-0.029715i,0.029712-0.004833i,0.031163+0.0027976i,0.020128+0.0069505i,0.010959+0.0088088i,0.0032791+0.009082i,-5.9317e-05+0.0074013i,0.001508+0.0033441i,0.0031667+0.0017435i,0.0045702+0.0027474i,0.0051874+0.0022422i,0.0022576+0.0003906i,-0.0047567-0.0020024i,-0.01504-0.0067125i,-0.02232-0.0066219i,-0.017889+0.0012939i,-0.0086272+0.0055057i
-0.35123+0.78161i,-0.32921+0.61883i,-0.23102+0.3345i,-0.10189+0.11752i,-0.019266+0.047202i,0.014997+0.043516i,0.012084+0.031513i,-0.0091918+0.022216i,-0.010388+0.016648i,-0.0011806+0.00054173i,0.00043545-0.012116i,0.00015683-0.014052i,-0.00051177-0.011854i,-0.0012588-0.010294i,-0.0027084-0.012274i,-0.0031265-0.013231i,0.0016046-0.010983i,0.0069922-0.0085467i,0.002958-0.00322i,-0.0070777+0.009601i,-0.01016+0.021955i,-0.0052718+0.021359i,-0.0025053+0.015165i
-0.014311-0.70772i,0.13359-0.53088i,0.14231-0.24547i,0.055868-0.045912i,-0.0067559-0.00040513i,-0.033548-0.012546i,-0.023887-0.013033i,-0.0010025-0.012801i,0.0012582-0.0070747i,0.00064471+0.0070183i,0.00655+0.010679i,0.0061166+0.0060992i,-0.0016009+0.0037413i,-0.0087819+0.0071344i,-0.0080642+0.013068i,-0.0048554+0.011052i,-0.0067428+0.0033432i,-0.0094083+4.7771e-05i,-0.0012249+0.0047053i,0.019545+0.0084319i,0.034752+0.00035176i,0.029916-0.011312i,0.020054-0.014666i
0.23602+0.44585i,0.0079873+0.36448i,-0.055317+0.13478i,-0.012871-0.042354i,0.0062678-0.068273i,0.017178-0.027073i,0.018725-0.0052773i,0.0070729-0.00045621i,0.0029394-0.0024425i,0.0017188-0.0072848i,-0.0016981-0.003354i,0.0024799+0.0034235i,0.012219+0.0033049i,0.021435-0.0036302i,0.024654-0.0089902i,0.020595-0.0063074i,0.014617+0.00099836i,0.0086485+0.004984i,0.0036369-0.0026002i,-0.0040322-0.019199i,-0.015243-0.028097i,-0.020929-0.023006i,-0.018783-0.015666i
-0.23275-0.18081i,-0.079062-0.24948i,-0.028196-0.10919i,-0.031982+0.025387i,-0.020935+0.039021i,-0.018055+0.012466i,-0.012485+0.0061497i,0.00093464+0.0086225i,0.0070964+0.0092269i,0.0085311+0.0034867i,0.0048946-0.0093147i,-0.0075135-0.016092i,-0.020637-0.010347i,-0.026678+4.927e-05i,-0.025197+0.0034537i,-0.021465-0.00077546i,-0.015444-0.0047606i,-0.0079244-0.0048787i,-0.0073253-0.0026698i,-0.018413+0.0048873i,-0.027816+0.017841i,-0.022922+0.025243i,-0.014155+0.021341i
0.10359+0.11233i,0.084903+0.24354i,0.069214+0.15451i,0.056014+0.027698i,0.027876-0.0098323i,0.014292-0.0057142i,0.0063069-0.004966i,-0.0062713-0.0024735i,-0.01346+0.0022568i,-0.010024+0.0088302i,0.0014536+0.016557i,0.014611+0.015412i,0.020686+0.0072842i,0.017261-0.00064031i,0.011953-0.0038387i,0.010858-0.0027325i,0.010522-0.0023185i,0.0078879-0.0039352i,0.00689+0.0003342i,0.015847+0.013306i,0.029529+0.021412i,0.031755+0.016511i,0.022498+0.010947i
-0.059444-0.21832i,-0.15062-0.28821i,-0.12703-0.19979i,-0.075483-0.091695i,-0.048882-0.038484i,-0.038459-0.012139i,-0.019874-0.0025117i,-0.0015643-0.0096453i,0.0072495-0.012947i,0.0085796-0.01099i,0.00038256-0.012593i,-0.011437-0.0077707i,-0.013161+0.0018837i,-0.0043415+0.0068206i,0.0037341+0.0078149i,0.0035645+0.0069362i,-0.0034617+0.0047617i,-0.0070661+0.0045357i,-0.00016307+0.0013422i,0.011285-0.01435i,0.015384-0.033577i,0.010396-0.039046i,0.0062066-0.031632i
0.19079+0.32717i,0.24864+0.31i,0.16398+0.21474i,0.071168+0.099926i,0.034389+0.030896i,0.026757+0.0059783i,0.017746+0.0071973i,0.0092056+0.018976i,0.005888+0.019429i,0.0040956+0.010833i,0.0074868+0.0036119i,0.0088399-0.0052147i,0.0020362-0.011027i,-0.0063465-0.0099906i,-0.010747-0.0089011i,-0.010869-0.0086019i,-0.0057559-0.0058341i,-0.00013658-0.0037355i,-0.0058477-0.0069747i,-0.024953-0.010106i,-0.042254-0.0054421i,-0.042176+0.0043352i,-0.030088+0.0086393i
-0.39183-0.26325i,-0.32575-0.21395i,-0.15717-0.15064i,-0.039099-0.073605i,-0.014854-0.030648i,-0.030491-0.011499i,-0.032528-0.0040739i,-0.026696-0.011639i,-0.021538-0.0091968i,-0.011068+0.0037818i,-0.0037538+0.011496i,0.00093502+0.017098i,0.0061094+0.017404i,0.007587+0.012946i,0.0089198+0.010017i,0.011645+0.0078225i,0.011499+0.0052594i,0.0070802+0.0029985i,0.0020392+0.0059504i,-0.00014993+0.01971i,0.0021419+0.034709i,0.006048+0.035058i,0.0043527+0.022274i
0.50728-0.0011981i,0.33489+0.032921i,0.13904+0.034477i,0.01626-0.014975i,-0.012108-0.025394i,0.011144-0.0115i,0.0251-0.0080503i,0.025342-0.0028153i,0.021529-0.0056915i,0.010337-0.017138i,0.0014236-0.023818i,-0.0043437-0.023093i,-0.0072049-0.016439i,-0.0052743-0.011343i,-0.0062341-0.0092369i,-0.0083153-0.0080394i,-0.0075539-0.0086366i,-0.0063381-0.0083728i,0.00095236-0.0034444i,0.020677+0.00053163i,0.041677-0.0038295i,0.043424-0.010351i,0.030788-0.0083839i
-0.36386+0.28217i,-0.21544+0.11363i,-0.070052+0.04856i,0.022251+0.071137i,0.033218+0.050916i,-0.00038545+0.029697i,-0.013243+0.033138i,-0.012275+0.02703i,-0.0086938+0.021498i,0.0041863+0.020631i,0.010942+0.018463i,0.0098168+0.01623i,0.0077677+0.013354i,0.0068608+0.012465i,0.009589+0.010502i,0.0092976+0.0070976i,0.0049975+0.0092373i,0.0018177+0.012445i,-0.00076086+0.0048624i,-0.0082347-0.015835i,-0.019727-0.035239i,-0.024543-0.036564i,-0.01883-0.026918i
0.059489-0.41375i,0.054274-0.17302i,0.022647-0.096647i,-0.029165-0.12129i,-0.044775-0.092367i,-0.024663-0.057613i,-0.015317-0.047973i,-0.014411-0.036387i,-0.016157-0.022353i,-0.021401-0.0096746i,-0.019046-0.0047709i,-0.012692-0.006163i,-0.0093231-0.0073094i,-0.01074-0.0084144i,-0.012789-0.0077377i,-0.0086492-0.0065732i,-0.0012596-0.0065431i,0.0043837-0.0071081i,0.0020745-0.0060386i,-0.012483+0.0032805i,-0.028352+0.018116i,-0.031852+0.024676i,-0.023825+0.018061i
0.1995+0.28i,0.033558+0.10326i,-0.024741+0.061896i,0.0054421+0.083131i,0.0222+0.066744i,0.023302+0.050698i,0.029258+0.042032i,0.027163+0.031082i,0.023548+0.018112i,0.022298-0.0010786i,0.016476-0.01005i,0.010191-0.0039562i,0.0077546+0.003194i,0.0092341+0.0046111i,0.0093281+0.001116i,0.0051701-0.0019257i,0.0012719-0.0032141i,-0.0013567-0.0049241i,-0.00022099-0.00027308i,0.011368+0.014817i,0.029146+0.028084i,0.034432+0.028217i,0.022974+0.022536i
-0.30649-0.049827i,-0.066043-0.0034227i,0.032007-0.012864i,0.019807-0.036866i,-0.00029466-0.03701i,-0.019076-0.029224i,-0.029272-0.016866i,-0.027571-0.0088746i,-0.023592+0.00064529i,-0.013623+0.015101i,-0.0023564+0.017487i,0.00039251+0.0084268i,-0.002687+0.0013642i,-0.0052701+0.0034067i,-0.0043919+0.0095945i,-0.0025134+0.011005i,-0.0033976+0.0098005i,-0.0043872+0.0096123i,-3.5809e-05+0.0045638i,0.010675-0.012338i,0.020784-0.031591i,0.022013-0.036365i,0.018066-0.027626i
0.17509-0.15342i,-0.0020072-0.065924i,-0.06749-0.030714i,-0.053648-0.031206i,-0.036347-0.02473i,-0.016898-0.0084816i,0.00074755-0.0038289i,0.0056252-0.0024397i,0.0044376-0.0017883i,-0.00057721-0.0066914i,-0.0062473-0.007611i,-0.0055039-0.0028589i,-2.3281e-05-9.2753e-05i,0.0031895-0.0038261i,0.0025562-0.010314i,0.0028737-0.012447i,0.0056178-0.0084366i,0.0076936-0.0051315i,0.0027334-0.0085491i,-0.016526-0.015914i,-0.039499-0.021353i,-0.044666-0.019336i,-0.03196-0.012805i
-0.024836+0.18405i,0.031327+0.073346i,0.045199+0.046727i,0.028865+0.053335i,0.02666+0.041016i,0.02179+0.020619i,0.0082374+0.012708i,0.0020615+0.012692i,0.0029699+0.0084605i,0.0062127+0.0016906i,0.0090162-0.0046574i,0.0063196-0.0065957i,-0.00024666-0.0022081i,-0.002664+0.0040683i,-0.0010011+0.0097198i,-0.0015153+0.0096772i,-0.0035344+0.002598i,-0.004345-0.0041941i,-0.0058961+7.8327e-05i,-0.0081566+0.018693i,-0.0077293+0.038712i,-0.0053339+0.041271i,-0.0044939+0.027865i
-0.06721-0.063706i,-0.019144-0.024596i,0.013829-0.026473i,0.041259-0.045074i,0.022949-0.048916i,-0.0041351-0.029059i,-0.0028748-0.013733i,-0.0020367-0.0099598i,-0.0051577-0.0011555i,0.00011368+0.0079581i,0.0054827+0.01247i,0.0080938+0.011343i,0.008708+0.0052225i,0.0057833+0.0012365i,0.0020642-0.0016062i,0.0010919-0.0024638i,0.0010419+0.00019171i,-0.0010031+0.0026702i,0.0013637+0.0049471i,0.015999+0.0062439i,0.033518+0.0052455i,0.035999+0.0044535i,0.02367+0.0047276i
-0.010321-0.011571i,-0.043578+0.030338i,-0.064931+0.028212i,-0.095903+0.019252i,-0.074577+0.022338i,-0.036586+0.017717i,-0.024452+0.01762i,-0.013713+0.01983i,-0.0061203+0.013095i,-0.0074885+0.0063261i,-0.010239-3.1366e-05i,-0.012151-0.0034859i,-0.010213-0.0020092i,-0.0047513-0.0016015i,0.00034578-0.00084935i,0.0020542+0.0004897i,0.00081515+0.0013065i,0.0006234+0.002129i,0.0025289-0.0037736i,0.0014179-0.021189i,-0.0032946-0.038279i,-0.0055737-0.038273i,-0.002199-0.025305i
0.14635-0.023817i,0.086515-0.08609i,0.083892-0.043263i,0.12364-0.015469i,0.094883-0.024312i,0.045924-0.021983i,0.026968-0.019261i,0.015724-0.015696i,0.01078-0.010467i,0.010129-0.014129i,0.010657-0.015148i,0.011075-0.011902i,0.0071755-0.0090195i,0.0037928-0.0035831i,0.0014948-0.00013793i,-0.00025472-0.00059899i,0.0020536-0.0018928i,0.0044513-0.0019972i,0.00029795+0.00075342i,-0.013466+0.0059958i,-0.030322+0.010133i,-0.033115+0.0082687i,-0.021615+0.0034878i
-0.18369+0.20505i,-0.044286+0.17834i,-0.027402+0.053315i,-0.071261-0.012471i,-0.064526-0.013503i,-0.039014+0.0004528i,-0.020775+0.017034i,-0.011519+0.021497i,-0.0088782+0.022833i,0.0001954+0.027305i,0.0057769+0.024926i,0.0053698+0.018517i,0.003925+0.011942i,0.0011681+0.0068973i,0.002043+0.0056596i,0.0033064+0.0045243i,0.001427+0.0011289i,-0.0023471-0.002227i,-0.004241-0.00052275i,0.001421+0.011841i,0.010645+0.027917i,0.011489+0.032066i,0.0025902+0.022275i
0.048212-0.39879i,-0.082341-0.24709i,-0.057666-0.076542i,-0.0090075-0.010881i,-0.0091361+0.0075248i,-0.010186+0.0099476i,-0.0081187+0.0026954i,-0.0032257+0.00023487i,0.0002504-0.0057599i,-0.0073147-0.012668i,-0.011986-0.01308i,-0.010766-0.010616i,-0.0063315-0.0082955i,-0.001259-0.0076955i,-0.001534-0.0066982i,-0.0036869-0.0040619i,-0.0047933-0.0019748i,-0.0046717+0.0010015i,0.000379+0.0019706i,0.0114-0.0046564i,0.022441-0.014273i,0.024392-0.015381i,0.017762-0.0070914i
0.22095+0.44836i,0.23455+0.23721i,0.13873+0.078364i,0.079112+0.015415i,0.059638-0.01995i,0.036449-0.02733i,0.02306-0.013184i,0.015373-0.002314i,0.011562+0.0043836i,0.015929+0.0046076i,0.01655-0.0013286i,0.0099584-0.006023i,0.0011229-0.0042871i,-0.0010898+0.0015484i,0.0037268+0.0038568i,0.0067464+0.0036351i,0.0076865+0.0053826i,0.0095423+0.0054543i,0.0084098+0.0011369i,-0.0016446-0.0092841i,-0.013366-0.022362i,-0.014342-0.026941i,-0.0076594-0.020007i
-0.46828-0.29051i,-0.3479-0.14386i,-0.18838-0.085671i,-0.1179-0.067553i,-0.087804-0.025052i,-0.054387+0.0066095i,-0.030116+0.012103i,-0.018669+0.0092308i,-0.013052+0.008921i,-0.0097364+0.012137i,-0.0043176+0.014176i,0.0027923+0.013772i,0.0070603+0.007772i,0.0037377+0.00066806i,-0.0027408-0.0016591i,-0.0037815-0.0036401i,-0.0020794-0.0081592i,-0.001708-0.011324i,-0.005575-0.0080483i,-0.013405+0.0054333i,-0.021412+0.020971i,-0.021909+0.024324i,-0.014828+0.015483i
0.5355+0.0094269i,0.35891+0.0091309i,0.1839+0.062515i,0.099352+0.08965i,0.064854+0.059844i,0.038122+0.026273i,0.024241+0.01448i,0.023972+0.0067847i,0.020833-0.0019366i,0.01283-0.0095133i,0.0039225-0.014331i,-0.0061369-0.011634i,-0.0098354-0.0022505i,-0.0049036+0.0037902i,0.0013779+0.0027713i,0.0031287+0.0016908i,-0.00012566+0.002681i,-0.0042894+0.0031377i,-0.0033518+0.00456i,0.0072006+0.0082713i,0.01961+0.012113i,0.019848+0.012999i,0.010203+0.0103i
-0.41898+0.22012i,-0.30282+0.10434i,-0.1611-0.01372i,-0.065312-0.080603i,-0.034275-0.079404i,-0.02547-0.045389i,-0.019591-0.023595i,-0.019387-0.010159i,-0.014434+0.0011119i,-0.0062545+0.008507i,0.0011478+0.0093385i,0.0073983+0.00063742i,0.0061365-0.0078692i,0.0018705-0.0085006i,0.00041012-0.0039208i,2.2585e-05+0.00013661i,0.00090539+0.0032331i,0.0038011+0.0067733i,0.0080796+0.0051983i,0.012075-0.0060992i,0.014432-0.01944i,0.014322-0.021765i,0.011069-0.014275i
0.21317-0.28062i,0.20812-0.16025i,0.10539-0.049468i,0.016423+0.02712i,-0.0036771+0.037745i,0.0028146+0.023806i,0.014687+0.016147i,0.018489+0.0049691i,0.012939-0.0011908i,0.010001-0.0033806i,0.006155-0.0043523i,0.0027234+0.0013607i,0.0034039+0.0065984i,0.0033204+0.0061015i,0.0023014+0.0021943i,0.0035584-0.0032551i,0.005387-0.006873i,0.0040319-0.0091533i,-0.002763-0.0098522i,-0.014161-0.0091591i,-0.023507-0.0088268i,-0.022243-0.0082102i,-0.01314-0.006441i
-0.10553+0.18919i,-0.16978+0.16614i,-0.068976+0.10295i,0.021925+0.031197i,0.027992+0.0098485i,0.0096924+0.013107i,-0.0030833+0.015543i,-0.0035152+0.015234i,-0.0018831+0.0088512i,-0.0038763+0.0049913i,-0.0030595+0.0029687i,-0.0050222-0.00010483i,-0.0083362-0.0012242i,-0.0067267-0.0013646i,-0.0041417+0.00035838i,-0.004049+0.0032837i,-0.0046447+0.0033948i,-0.0037287+0.00022243i,-0.0017148-0.00031126i,-0.00094854+0.0086716i,-0.0026311+0.020974i,-0.0056192+0.021467i,-0.006371+0.011722i
