-0.0011587+0.0021646i,-0.00046808+0.00048874i,-0.0012099-0.00017436i,-0.0015942-0.0010333i,-0.001446+0.00031382i,-0.0010111+0.0014893i,-0.00031839+0.0018113i,0.00064245+0.0018104i,0.00080404+0.00092977i,0.0008613+8.5183e-05i,0.00070527-0.0001242i,0.00015925-0.00058506i,-0.00026397-0.00050155i,-0.00022677-0.00087518i,0.00059519-0.0017136i,0.00079152-0.0014535i,0.00035218-6.3389e-05i,0.00040882+0.00014442i,0.00091853-0.0013796i,0.0009588-0.0011191i,0.00044992-1.4096e-05i,0.00027447-4.1435e-05i,-0.00047291-0.0002727i
-0.27461-0.30724i,-0.37051+0.085614i,-0.23603+0.36117i,-0.068218+0.34034i,-0.012573+0.21256i,0.0035268+0.098718i,0.011235+0.02901i,0.020844+0.010378i,0.029913-0.019225i,7.1555e-05-0.051796i,-0.03794-0.048203i,-0.047981-0.025802i,-0.035429+0.0010904i,-0.0139+0.01861i,-0.0026984+0.020401i,9.0093e-05+0.016642i,0.0035116+0.0082143i,-0.00011091+0.0032012i,-0.0073162+0.0039932i,-0.00042265+0.0014123i,0.020575-0.0072694i,0.033661-0.016835i,0.023306-0.017666i
0.26659+0.26654i,0.03689+0.13466i,-0.15349-0.013549i,-0.13963-0.055168i,-0.034304-0.058278i,0.021525-0.062131i,0.01912-0.052024i,0.0099416-0.031235i,0.0077168-0.016875i,0.0024797-0.020017i,-0.0057762-0.027433i,-0.010733-0.02625i,-0.013631-0.022618i,-0.021341-0.018324i,-0.029454-0.0056916i,-0.030291+0.0081398i,-0.022486+0.011242i,-0.010579+0.0052405i,-0.0002211+0.00046581i,0.0068201+0.0015938i,0.0056318+0.0057576i,-0.00069815+0.0076572i,-0.0020441+0.0018634i
-0.46788-0.29936i,-0.45987-0.42094i,-0.27043-0.34558i,-0.14848-0.14057i,-0.11136+0.055068i,-0.042763+0.13962i,0.023654+0.11467i,0.039367+0.06978i,0.040286+0.037563i,0.043598+0.014474i,0.047163+0.0020337i,0.039667-0.0074508i,0.018529-0.010357i,0.0020262-0.01024i,-0.0082099-0.019872i,-0.013305-0.030565i,-0.0103-0.029546i,-0.008036-0.016653i,-0.0085272+0.00070027i,-0.006408+0.013016i,-0.00095768+0.016464i,0.0064877+0.011627i,0.012697+0.0028227i
0.61555-0.14415i,0.73459-0.2244i,0.54639-0.15048i,0.28933-0.07451i,0.11244-0.057092i,0.011151-0.0069747i,-0.00668+0.034217i,-0.013966+0.018549i,-0.03827+0.021157i,-0.034345+0.044013i,-0.018705+0.04389i,-0.0070079+0.02774i,0.0042508+0.0065102i,0.010759-0.011299i,0.017259-0.020104i,0.018486-0.020266i,0.012514-0.0098011i,0.0077143-0.0018747i,0.0021544-0.0043944i,-0.0089442-0.0027577i,-0.021872+0.0087816i,-0.025232+0.024069i,-0.015254+0.035555i
-0.35827+0.24593i,-0.32766+0.37663i,-0.25887+0.33229i,-0.18607+0.19444i,-0.12439+0.046131i,-0.09094-0.062615i,-0.065227-0.073035i,-0.026156-0.043506i,-0.0097312-0.043472i,-0.021782-0.042459i,-0.024149-0.023247i,-0.018794-0.0066663i,-0.017486+0.0044153i,-0.010546+0.012935i,0.0015509+0.017616i,0.0099287+0.018937i,0.013412+0.012379i,0.011733+0.001137i,0.0062305-0.0093807i,0.0024905-0.021232i,-0.00028301-0.034965i,-0.0103-0.043818i,-0.024671-0.037114i
0.46095-0.14365i,0.41615-0.1559i,0.22773-0.19473i,0.11282-0.18454i,0.15624-0.12356i,0.20087-0.082705i,0.15002-0.058683i,0.080589-0.038333i,0.04212-0.02944i,0.015249-0.02899i,-0.0049677-0.026472i,-0.0048288-0.015628i,0.0092932-0.007375i,0.010609-0.0058749i,-0.0022071+0.00055557i,-0.010518+0.0064273i,-0.01206+0.0076513i,-0.010095+0.0076936i,-0.0017923+0.0060756i,0.0084632+0.0011469i,0.015436-0.0042596i,0.020827-0.0069907i,0.020132-0.010751i
-0.42608+0.59775i,-0.42369+0.60747i,-0.21622+0.3965i,-0.10497+0.24002i,-0.13184+0.25783i,-0.10878+0.27368i,-0.050128+0.19489i,-0.025984+0.1062i,-0.010693+0.045963i,0.0082954+0.01322i,0.022409+0.0034254i,0.014169-0.006978i,-0.01336-0.0122i,-0.023663-0.0074293i,-0.016422-0.0052238i,-0.0092204-0.0050291i,-0.0049493-0.0047862i,-0.001327-0.0045339i,0.0016897-0.0023252i,0.0037112+0.0028837i,0.0082916+0.0075492i,0.011397+0.0084992i,0.012078+0.0068923i
-0.16264-0.63313i,-0.18488-0.62204i,-0.079599-0.33957i,0.045639-0.17106i,0.062929-0.17305i,0.015752-0.1324i,0.0013046-0.065966i,0.0077807-0.041943i,0.0070842-0.021495i,0.0030808+0.0012221i,-0.0044767+0.014726i,-1.9149e-05+0.023321i,0.015093+0.016414i,0.013172+0.00065558i,-0.0043418-0.0095894i,-0.015145-0.0095218i,-0.013299-0.0021069i,-0.0084907+0.005016i,-0.0051809+0.011443i,-0.0014899+0.016089i,0.00086959+0.021703i,0.0032723+0.03132i,0.0081025+0.035228i
0.13854+0.112i,0.069473+0.075404i,-0.10704+0.075868i,-0.19904+0.12937i,-0.17389+0.14802i,-0.12209+0.11121i,-0.063325+0.075267i,-0.021065+0.052097i,-0.0060389+0.033039i,-0.0025468+0.013408i,-0.0059518-0.0076013i,-0.01516-0.023758i,-0.020623-0.027098i,-0.0061137-0.023088i,0.016131-0.023733i,0.022349-0.024378i,0.018892-0.02118i,0.017352-0.01838i,0.012845-0.014443i,0.00077483-0.009936i,-0.01886-0.0088161i,-0.039301-0.011553i,-0.046634-0.010876i
0.15669-0.34897i,0.2059-0.461i,0.13646-0.48169i,0.071664-0.42796i,0.078017-0.36771i,0.073614-0.29607i,0.031877-0.19027i,0.0028184-0.10912i,-0.010113-0.066928i,-0.012841-0.03441i,5.2862e-06-0.011329i,0.020688+0.0015047i,0.032517+0.0068486i,0.021705+0.012824i,0.0039225+0.024191i,-0.0039483+0.027837i,-0.0070366+0.023685i,-0.0074008+0.018461i,-0.0024988+0.0054216i,0.0041771-0.01202i,0.010881-0.023665i,0.014769-0.030876i,0.0088135-0.031796i
0.43614+0.56635i,0.57758+0.62695i,0.52569+0.43683i,0.30851+0.3121i,0.13867+0.35445i,0.092854+0.3382i,0.062004+0.22052i,0.02702+0.12463i,0.0099792+0.063611i,-0.0010863+0.026596i,-0.0083101+0.014983i,-0.017923+0.014338i,-0.021057+0.019568i,-0.0083425+0.018759i,0.0022647+0.0086218i,0.0034883-0.0011702i,0.0022766-0.0074473i,-6.5678e-05-0.0064896i,-0.0029152+0.0035882i,0.0013034+0.012838i,0.011669+0.011966i,0.020879+0.0082795i,0.027566+0.00574i
-0.63801+0.18103i,-0.68692+0.34121i,-0.42642+0.34832i,-0.16821+0.11347i,-0.12144-0.11522i,-0.14423-0.13935i,-0.10859-0.085745i,-0.063362-0.067686i,-0.035441-0.054808i,-0.014399-0.033021i,-2.9668e-05-0.016111i,0.012465-0.0091882i,0.013035-0.010621i,-0.0022311-0.0090158i,-0.016744+0.0013226i,-0.01759+0.01127i,-0.010001+0.015002i,-0.0029152+0.01465i,0.0020404+0.010466i,0.0016922+0.0062175i,-0.00088695+0.010569i,-0.00074592+0.022682i,0.002516+0.028876i
-0.12332-0.33951i,-0.31344-0.39107i,-0.38333-0.22779i,-0.24517+0.0016058i,-0.066052+0.10285i,0.029625+0.078047i,0.058046+0.035468i,0.056887+0.026169i,0.051615+0.023079i,0.032088+0.0081186i,0.00021254+0.0028464i,-0.020273+0.0065374i,-0.022682+0.0044003i,-0.012754-0.0051694i,-0.0079267-0.018671i,-0.013065-0.023267i,-0.015006-0.019407i,-0.01176-0.015331i,-0.0076058-0.0074368i,-0.0038272+0.0024072i,-0.0066685+0.0075199i,-0.018372+0.0056732i,-0.02824+0.0019272i
0.047858-0.30209i,0.089936-0.48175i,0.060925-0.49676i,-0.013542-0.39851i,-0.060685-0.30396i,-0.077932-0.20155i,-0.073343-0.1071i,-0.060468-0.065517i,-0.047596-0.035795i,-0.016581-0.013566i,0.0088614-0.02237i,0.015506-0.031921i,0.014599-0.027901i,0.0060886-0.016289i,0.0051503-0.0053938i,0.010313-0.0025963i,0.010119+0.0013134i,0.010062+0.0052843i,0.0067438+0.00073152i,-0.0013178-0.0065668i,-0.0072074-0.013166i,-0.0096287-0.020533i,-0.0091915-0.021976i
0.54696-0.025292i,0.71075-0.018359i,0.58515+0.0083786i,0.3582+0.10224i,0.23606+0.17419i,0.16656+0.13729i,0.092323+0.076623i,0.048114+0.049985i,0.025044+0.031311i,0.0045994+0.023847i,-0.00032629+0.028475i,0.0060989+0.033398i,0.01575+0.03352i,0.023152+0.022323i,0.019276+0.01081i,0.0098884+0.005469i,0.0005431-0.00087908i,-0.0094686-0.003124i,-0.010927+0.0041066i,-0.0020448+0.0072456i,0.0084178+0.00066171i,0.017576-0.003043i,0.022389-0.0018246i
-0.016014+0.57635i,0.045902+0.72535i,0.097894+0.53817i,0.037242+0.18701i,-0.06596-0.007627i,-0.081326-0.025163i,-0.045957-0.02193i,-0.035853-0.033234i,-0.037801-0.029356i,-0.024739-0.018909i,-0.0098884-0.019128i,-0.0075856-0.021249i,-0.013768-0.015909i,-0.021616-0.0046009i,-0.023608+0.0057925i,-0.018605+0.0098715i,-0.0090756+0.010998i,-0.00049342+0.0057094i,-0.0010606-0.0037321i,-0.0065825-0.0049576i,-0.0062995+0.0017291i,-0.0016219+0.0098417i,0.0034589+0.015205i
-0.49172+0.023767i,-0.68618+0.12581i,-0.58867+0.19899i,-0.28829+0.18153i,-0.066043+0.11055i,0.0077166+0.042525i,0.0289+0.0087099i,0.047255-0.0013423i,0.046325-0.01011i,0.025079-0.005298i,0.015724+0.010639i,0.012334+0.012944i,0.0048263+0.0061928i,0.0039195-0.0032068i,0.0014982-0.012665i,-0.002771-0.011354i,-0.0043068-0.0060376i,-0.0049277-0.0026325i,-0.0010749-0.00096521i,0.0051178-0.0023638i,0.0059098-0.0015184i,-0.003512+0.0011263i,-0.015332+0.0025854i
-0.12969-0.35985i,-0.18845-0.57293i,-0.16764-0.5642i,-0.11461-0.39339i,-0.076792-0.25138i,-0.046864-0.14901i,-0.033607-0.078405i,-0.04606-0.043458i,-0.042165-0.014662i,-0.019486-0.00613i,-0.014334-0.011495i,-0.013892-0.010346i,-0.0077092-0.010995i,-0.0079397-0.008238i,-0.0096363-0.004951i,-0.0094944-0.0073871i,-0.0050502-0.0064643i,0.0024092-0.0026621i,0.0043258-6.2845e-05i,0.0018078+0.003671i,-0.0033006+0.004776i,-0.0080355+0.00045615i,-0.0085786-0.0047726i
0.28919-0.23754i,0.42883-0.25447i,0.39825-0.11172i,0.28813+0.063657i,0.20799+0.14i,0.13219+0.1165i,0.078419+0.073781i,0.066233+0.040178i,0.050137+0.0092866i,0.02719-1.2406e-05i,0.01992+0.00062885i,0.017739-0.00018241i,0.017599+0.0024434i,0.01939-0.0043737i,0.01704-0.014809i,0.01194-0.016651i,0.0046392-0.013533i,-0.0011532-0.0063003i,-0.00030996-0.0015222i,0.002033-0.004434i,0.0035571-0.0083933i,0.0079709-0.0077108i,0.011093-0.0038182i
0.30334+0.19939i,0.35676+0.24327i,0.22117+0.13574i,0.021367-0.011225i,-0.074535-0.075684i,-0.066441-0.073122i,-0.042574-0.053319i,-0.038693-0.031574i,-0.038226-0.0069966i,-0.028752+0.0081499i,-0.017782+0.0091711i,-0.011087+0.004689i,-0.0092367+0.005146i,-0.0065752+0.01666i,-0.0027049+0.030493i,0.00050462+0.034207i,0.0034171+0.025212i,-0.00015825+0.0098176i,-0.010277+0.00055283i,-0.013357+0.00021111i,-0.0068886+0.00014013i,-0.00137-0.00092955i,-0.00068997-0.0004612i
-0.14518+0.34818i,-0.16004+0.47375i,-0.081289+0.40553i,0.018766+0.25265i,0.067117+0.16214i,0.082569+0.1146i,0.087079+0.065466i,0.077212+0.019193i,0.051218-0.013489i,0.026369-0.016671i,0.020044-0.0083563i,0.011882-0.0071768i,-0.0017658-0.0035694i,-0.0068072-0.0052197i,-0.009637-0.015278i,-0.012352-0.019514i,-0.0099142-0.013056i,-0.0017624-0.0041323i,0.0067189-0.0015228i,0.0093448-0.0034284i,0.0082429-0.0049837i,0.004365-0.0034767i,-0.00042958-0.0015493i
-0.33042-0.088754i,-0.48335-0.14117i,-0.4295-0.15671i,-0.27638-0.15864i,-0.19464-0.16056i,-0.15995-0.11296i,-0.12525-0.041036i,-0.090497+0.0052339i,-0.049771+0.022232i,-0.02535+0.018719i,-0.019547+0.022019i,-0.0039628+0.0216i,0.0053224+0.0054222i,0.00099552+0.0015196i,-0.00053238+0.0064356i,0.00064455+0.0061737i,0.0039438+0.0032274i,0.0070904+0.00051959i,0.0085572+0.0011759i,0.010126+0.0054687i,0.0084394+0.011194i,0.0036074+0.013435i,6.8947e-06+0.011123i
0.04383-0.28738i,0.11686-0.38285i,0.1778-0.25993i,0.22335-0.041329i,0.25225+0.057756i,0.20996+0.039783i,0.14149+0.0046808i,0.10079-0.021599i,0.061889-0.041252i,0.022506-0.047057i,-0.0041157-0.040416i,-0.013017-0.019146i,-0.0062886-0.0017016i,-0.0061461-0.0047483i,-0.015207-0.011906i,-0.019582-0.011322i,-0.017491-0.0050476i,-0.010354-0.00028658i,-0.0039853-0.0030925i,-0.0029347-0.0065226i,-0.0031077-0.0069585i,-0.0014341-0.0079552i,0.0010598-0.0077903i
0.20271-0.030021i,0.24194-0.0027415i,0.10494+0.01161i,-0.087259-0.0047852i,-0.16841-0.0025966i,-0.13852+0.017416i,-0.086508+0.03046i,-0.052751+0.043267i,-0.017254+0.053103i,0.015155+0.043257i,0.024008+0.021249i,0.015307+0.0013525i,0.0046974-0.0040601i,0.0080934+0.0035818i,0.021965+0.0082419i,0.02856+0.0059351i,0.022519+0.0012942i,0.0082243+0.0010301i,-0.0040997+0.0058683i,-0.006603+0.0076043i,-0.0031361+0.0059249i,-0.00098514+0.0045946i,-0.0031544+0.0031774i
0.12252+0.1438i,0.15189+0.16042i,0.1405+0.087909i,0.14015+0.035169i,0.15395+0.032579i,0.13426+0.014698i,0.09144-0.011784i,0.056332-0.025657i,0.018096-0.025803i,-0.006526-0.011281i,-0.008499-0.0030484i,-0.0079699+0.0020456i,-0.0066583+0.0097458i,-0.008759+0.0093586i,-0.017885+0.0086142i,-0.022675+0.010679i,-0.017967+0.010926i,-0.0083401+0.0074564i,-0.00054979+0.0024922i,0.00047464-0.001286i,-0.0020879-0.0046695i,-0.0039377-0.0056403i,-0.0035674-0.0048749i
-0.13749+0.17833i,-0.16725+0.24725i,-0.12962+0.19778i,-0.13204+0.080553i,-0.18106+0.02255i,-0.16681+0.042087i,-0.10977+0.067505i,-0.06398+0.078409i,-0.018526+0.067275i,0.0081488+0.039567i,0.015904+0.022456i,0.017684+0.0045943i,0.0068417-0.012326i,-0.0024115-0.014782i,-0.0019102-0.015554i,0.00042175-0.01878i,0.0012357-0.018112i,0.0011199-0.013992i,0.0023242-0.0092868i,0.0051771-0.0042755i,0.0093424+0.0028449i,0.013269+0.0084851i,0.014728+0.0089134i
-0.16671-0.12776i,-0.22342-0.16874i,-0.13986-0.10787i,0.048717-0.037499i,0.16631-0.0535i,0.13672-0.092861i,0.069597-0.096765i,0.02604-0.085849i,-0.015473-0.06491i,-0.043712-0.035432i,-0.047443-0.010849i,-0.029163+0.0068886i,-0.0055694+0.0076029i,-0.0012532+0.00081678i,-0.005927+0.0058486i,-0.0043285+0.014976i,0.00046588+0.018062i,0.0032502+0.014504i,0.0020143+0.0070419i,-0.0009292+0.00279i,-0.00459+0.0016514i,-0.0096828+0.0011259i,-0.013412+0.0024833i
0.085845-0.11911i,0.12025-0.16195i,0.037885-0.12673i,-0.1009-0.027782i,-0.13413+0.064512i,-0.06755+0.092567i,-0.018434+0.079581i,-0.00014414+0.067568i,0.026777+0.04379i,0.04699+0.0014533i,0.039538-0.026758i,0.016661-0.026757i,0.0018548-0.01154i,0.0020296-0.0039987i,0.0036635-0.011655i,-0.00067664-0.019031i,-0.0055302-0.017573i,-0.0063799-0.0091781i,-0.0039118-0.00072752i,-0.001131+0.0029678i,0.0010891+0.0029461i,0.0017649-0.00045499i,0.00033546-0.0041232i
0.082649+0.0096318i,0.098501+0.0317i,0.097805+0.020316i,0.12043-0.019704i,0.11652-0.04022i,0.06539-0.033076i,0.023089-0.030099i,-0.0093356-0.031508i,-0.035077-0.0036907i,-0.02546+0.033666i,-0.0050602+0.04161i,0.0036727+0.030716i,0.0095458+0.018291i,0.011249+0.0093978i,0.011444+0.010282i,0.014161+0.015088i,0.013229+0.014474i,0.0081755+0.0078833i,0.0026174+0.0010376i,-0.0032259-0.0015213i,-0.008233-0.0015737i,-0.0088157+0.00032297i,-0.0050567+0.0019877i
0.049802+0.08584i,0.06971+0.08804i,0.036402+0.038032i,-0.064507+0.027265i,-0.13255+0.067746i,-0.10414+0.079295i,-0.052893+0.068261i,-0.014719+0.056037i,0.0089153+0.021871i,0.0049703-0.010848i,-0.0025027-0.02021i,-0.0053719-0.02134i,-0.012005-0.013434i,-0.01433-0.0016697i,-0.018609+0.00034822i,-0.025048-0.00073788i,-0.023568-0.0013638i,-0.017937-0.001675i,-0.01038+0.00093798i,-0.0024451+0.001198i,0.0037897-0.0017747i,0.0089082-0.0054451i,0.012213-0.0086154i
-0.099895+0.073354i,-0.11269+0.13684i,-0.014936+0.15034i,0.11286+0.046067i,0.13496-0.085638i,0.068425-0.11745i,0.012958-0.099799i,-0.026361-0.083359i,-0.049553-0.039617i,-0.037818+0.0072222i,-0.014844+0.026872i,0.0022352+0.024681i,0.0075623+0.009871i,0.0041998-0.0017393i,0.0079595-0.0049725i,0.016947-0.0051552i,0.022125-0.0033333i,0.022661-0.0024223i,0.017066-0.0032102i,0.0082347-0.00035328i,0.0025627+0.0049477i,-0.00037028+0.010881i,-0.0034305+0.017377i
-0.058285-0.10763i,-0.13707-0.16402i,-0.2237-0.1154i,-0.23523+0.028125i,-0.14647+0.11652i,-0.040123+0.1018i,0.016188+0.068365i,0.036778+0.03604i,0.032061-0.013637i,0.0046438-0.048198i,-0.018292-0.047848i,-0.024026-0.027425i,-0.015515-0.0053808i,-0.0057929+0.0063163i,-0.0084332+0.010942i,-0.017364+0.013714i,-0.020494+0.011758i,-0.014721+0.0070357i,-0.0062409+0.0019985i,-0.00084815-0.002176i,0.00013365-0.0039833i,-0.0049316-0.0062547i,-0.01215-0.0082334i
0.079258-0.022435i,0.15909-0.044548i,0.20829-0.091447i,0.18592-0.14665i,0.11968-0.13503i,0.053562-0.071295i,0.0057858-0.036202i,-0.019274-0.020252i,-0.0059613+0.0095358i,0.032235+0.024002i,0.048245+0.015539i,0.036397+0.0066499i,0.018712+0.00041689i,0.0050123-0.0052665i,0.0021767-0.012707i,0.006214-0.018143i,0.0076993-0.015064i,0.003069-0.009717i,-0.0052636-0.006563i,-0.0090699-0.0035273i,-0.0069074-0.0017876i,-0.0012751-0.0016176i,0.0054025-0.0034555i
0.020986+0.016998i,-0.012817+0.037731i,-0.079394+0.083443i,-0.11677+0.15441i,-0.10434+0.17562i,-0.070302+0.1312i,-0.020969+0.084954i,0.020782+0.039936i,0.012641-0.0026443i,-0.021801-0.0064199i,-0.034689+0.0056497i,-0.030623+0.0046672i,-0.021501+0.0045803i,-0.010165+0.0082493i,-0.0050699+0.015343i,-0.0053839+0.024138i,-0.0062876+0.02561i,-0.0040452+0.022531i,0.0017511+0.017069i,0.0040329+0.0090123i,0.0010525+0.0016023i,-0.0011032-0.0016116i,-0.0010793-0.001494i
0.02431+0.047186i,0.083394+0.034398i,0.14971-0.050071i,0.13765-0.16895i,0.055907-0.21729i,-0.0097183-0.17561i,-0.044088-0.11748i,-0.055204-0.062062i,-0.027976-0.017716i,0.007813-0.0063211i,0.022873-0.0095679i,0.023824-0.010989i,0.011327-0.010924i,-0.0053216-0.0079394i,-0.013826-0.011552i,-0.013658-0.020857i,-0.0044756-0.02401i,0.0057643-0.021451i,0.0081185-0.015537i,0.0062966-0.0065117i,0.0053842+0.0012413i,0.0057977+0.0047567i,0.0067946+0.0052286i
-0.077647+0.020398i,-0.15371+0.089436i,-0.19035+0.20458i,-0.12754+0.27872i,-0.01794+0.23916i,0.049827+0.14002i,0.078017+0.068371i,0.074513+0.017987i,0.030839-0.011753i,-0.014047-0.0049404i,-0.028784+0.012071i,-0.024487+0.018412i,-0.013388+0.014105i,-0.0027932+0.0065072i,0.0042606+0.0075096i,0.0063041+0.014819i,0.002174+0.016376i,-0.00095312+0.010078i,-0.00035274+0.0015197i,0.00038016-0.0035319i,0.00019224-0.0034584i,-0.0055872+0.00060152i,-0.014296+0.0075132i
0.016316-0.078138i,0.030323-0.18846i,0.013419-0.30268i,-0.036323-0.32497i,-0.060967-0.23467i,-0.058882-0.11334i,-0.062508-0.031953i,-0.044376+0.0094064i,0.0024005+0.011281i,0.030265-0.017572i,0.02629-0.036687i,0.015611-0.034766i,0.0064174-0.02503i,-0.0032274-0.015516i,-0.013218-0.012886i,-0.020422-0.015802i,-0.019645-0.014902i,-0.015271-0.0066299i,-0.013267+0.0024671i,-0.0119+0.0029908i,-0.0080931-0.0015176i,-0.002438-0.0071757i,0.0020167-0.014486i
0.037424+0.036108i,0.075464+0.11001i,0.11805+0.2031i,0.14179+0.24549i,0.11949+0.2056i,0.081955+0.12125i,0.071776+0.041911i,0.057063-0.0043478i,0.022319-0.00223i,0.0058653+0.027545i,0.0088532+0.041267i,0.0052719+0.032344i,0.0010756+0.017311i,0.0037068+0.0037046i,0.01164-0.0023987i,0.020593+0.00075343i,0.022653+0.0068202i,0.019866+0.010069i,0.015236+0.0085091i,0.0080652+0.0046982i,0.0021385+0.0025179i,0.0016341+0.0023779i,0.004798+0.0037871i
-0.0049153-0.0080191i,-0.03998-0.062262i,-0.10376-0.15767i,-0.1715-0.21365i,-0.18629-0.17929i,-0.15382-0.10228i,-0.1196-0.029175i,-0.076967+0.015647i,-0.032799+0.013772i,-0.01741-0.0083518i,-0.016224-0.01874i,-0.0080189-0.02116i,-0.0027836-0.015858i,-0.0056423-0.0030081i,-0.013073+0.004881i,-0.018816+0.0036056i,-0.016756-0.0032471i,-0.010146-0.0092252i,-0.0030442-0.0079702i,0.0029213-0.003654i,0.0045414-0.0011748i,0.0015198-0.00084739i,-0.0023348-0.0012765i
0.008054+0.034358i,0.058567+0.10067i,0.14792+0.17964i,0.21919+0.19179i,0.21584+0.11842i,0.16704+0.025903i,0.12091-0.03867i,0.067305-0.055375i,0.021018-0.025376i,0.0095026+0.0091085i,0.015104+0.023047i,0.016704+0.027058i,0.012518+0.020232i,0.0067873+0.0060236i,0.0073286-0.0048133i,0.012135-0.0088884i,0.011518-0.0052926i,0.00591-0.0018077i,0.0018539-0.0035828i,0.0018195-0.0062923i,0.0031801-0.005762i,0.0026824-0.00057926i,0.0016582+0.0074422i
-0.052409-0.030639i,-0.14547-0.068722i,-0.26206-0.10442i,-0.30688-0.099405i,-0.24116-0.04312i,-0.13722+0.027402i,-0.064658+0.07605i,-0.018595+0.073877i,-0.0012377+0.029849i,-0.017213-0.0051555i,-0.033863-0.012984i,-0.033259-0.012786i,-0.023025-0.010712i,-0.010193-0.0037994i,-0.0043949+0.0035831i,-0.0084413+0.0084606i,-0.011413+0.010205i,-0.0094775+0.011851i,-0.0071399+0.012134i,-0.0059431+0.0069167i,-0.0051713+0.00052042i,-0.0055829-0.0036862i,-0.0076719-0.0069988i
0.059085-0.020352i,0.15008-0.037504i,0.26179-0.047795i,0.30177-0.046238i,0.23083-0.040703i,0.12276-0.051897i,0.045738-0.076132i,0.0050401-0.0715i,-0.00074784-0.036261i,0.018183-0.012829i,0.031174-0.010012i,0.027479-0.00661i,0.01719-0.0022733i,0.0061946-0.0038886i,0.00096526-0.0089212i,0.0052247-0.013493i,0.011702-0.012107i,0.01295-0.0059843i,0.0080061-0.00081693i,0.0019421+0.002343i,-0.0013648+0.0027322i,7.5969e-05-0.00040204i,0.0061687-0.0041172i
-0.01826+0.039045i,-0.081998+0.076457i,-0.18376+0.10834i,-0.24498+0.11299i,-0.20838+0.092728i,-0.11646+0.081257i,-0.035789+0.08371i,0.0047023+0.065289i,0.0034769+0.031038i,-0.01327+0.016627i,-0.017319+0.016568i,-0.012621+0.0092337i,-0.0072525+0.0024113i,-0.00047566+0.0025916i,0.0038446+0.0067034i,0.0024225+0.011549i,-0.0023855+0.011046i,-0.0047865+0.0039738i,-0.0016614-0.0015586i,0.0040248-0.00083613i,0.0063993+0.0015835i,0.0017887+0.004015i,-0.0054878+0.0075857i
0.0092674-0.020167i,0.058082-0.063755i,0.14506-0.11987i,0.19929-0.15258i,0.16106-0.14636i,0.075024-0.12501i,0.0046179-0.10409i,-0.025443-0.06977i,-0.016444-0.035067i,0.001248-0.021871i,0.0079976-0.01744i,0.012089-0.0089134i,0.010893-0.0022664i,0.0014454+0.00064197i,-0.0069266-0.00010466i,-0.0096615-0.0049604i,-0.0075193-0.0066458i,-0.0048828-0.0039481i,-0.0034822-0.0031617i,-0.00018762-0.0054766i,0.0026214-0.0066298i,0.0031272-0.004767i,0.0041405-0.002187i
-0.013958+0.021947i,-0.057206+0.081424i,-0.12471+0.16501i,-0.15573+0.20819i,-0.10239+0.17849i,-0.0081876+0.12889i,0.060614+0.092107i,0.073859+0.049997i,0.041443+0.016565i,0.0059913+0.013334i,-0.0087254+0.022253i,-0.013685+0.023631i,-0.012779+0.017169i,-0.0030353+0.009501i,0.0062381+0.0064494i,0.0097613+0.0087833i,0.007853+0.011574i,0.0038916+0.01173i,0.00050009+0.0096508i,-0.0035466+0.0043582i,-0.0049455-0.00052668i,-0.0042692-0.00045009i,-0.0054921+0.0027698i
-0.0027172-0.045561i,0.006487-0.1286i,0.032432-0.2274i,0.055409-0.25735i,0.035226-0.19187i,-0.023272-0.10276i,-0.069926-0.046201i,-0.066975-0.017054i,-0.033749-0.011469i,-0.013398-0.024394i,-0.011604-0.032196i,-0.0089033-0.027366i,-0.0048007-0.017323i,-0.0059443-0.005201i,-0.0095201+0.0019561i,-0.010766+0.00055872i,-0.0071048-0.0030338i,-0.0015206-0.0030597i,0.0013747+0.00047174i,-2.8509e-05+0.0052556i,-0.0014689+0.0065249i,-0.0013562+0.0015315i,-0.001283-0.0057677i
0.029695+0.032498i,0.055012+0.095755i,0.058079+0.18483i,0.032795+0.22685i,0.0188+0.1743i,0.041247+0.08497i,0.069934+0.023952i,0.066967-0.002869i,0.042312-0.0057967i,0.029306+0.0022464i,0.02683+0.0057115i,0.01773+0.0036905i,0.0066966-0.00043671i,0.00071134-0.0058854i,0.00033646-0.0087141i,0.0030661-0.0080832i,0.0019716-0.0048584i,-0.0021384-0.0034102i,-0.001256-0.0041588i,0.0036436-0.0032884i,0.0051236-0.0017293i,0.0030635+0.0018884i,0.0016649+0.0068737i
-0.025132-0.003561i,-0.056764-0.047509i,-0.083969-0.12807i,-0.081472-0.18001i,-0.060991-0.14609i,-0.059547-0.065573i,-0.065213-9.0011e-05i,-0.047511+0.026813i,-0.019841+0.019139i,-0.010514+0.0045735i,-0.01334+0.0013591i,-0.009823+0.00069486i,-0.0040761-0.00057559i,-0.0025247+0.0034169i,-0.0029701+0.0093233i,-0.0057501+0.010857i,-0.0085135+0.0076693i,-0.0074787+0.0029037i,-0.0045526-0.0022622i,-0.001685-0.0070064i,0.00030358-0.0076045i,0.00088641-0.0051548i,-0.00063985-0.0031754i
