-0.0011587+0.0021646i,-0.00046808+0.00048874i,-0.0012099-0.00017436i,-0.0015942-0.0010333i,-0.001446+0.00031382i,-0.0010111+0.0014893i,-0.00031839+0.0018113i,0.00064245+0.0018104i,0.00080404+0.00092977i,0.0008613+8.5183e-05i,0.00070527-0.0001242i,0.00015925-0.00058506i,-0.00026397-0.00050155i,-0.00022677-0.00087518i,0.00059519-0.0017136i,0.00079152-0.0014535i,0.00035218-6.3389e-05i,0.00040882+0.00014442i,0.00091853-0.0013796i,0.0009588-0.0011191i,0.00044992-1.4096e-05i,0.00027447-4.1435e-05i,-0.00047291-0.0002727i
0.13842+0.018028i,0.082538-0.00054059i,-0.063308-0.090666i,-0.23586-0.16057i,-0.28318-0.1458i,-0.19089-0.10653i,-0.080359-0.079557i,-0.014465-0.023967i,0.035988+0.030768i,0.056979+0.045375i,0.042193+0.046419i,0.036198+0.038461i,0.033375+0.014008i,0.018335-0.0025588i,0.011408-0.0096961i,0.011114-0.021289i,0.0059558-0.028569i,-0.0015998-0.025153i,-0.0040227-0.018172i,-0.0030478-0.012327i,-0.0054518-0.0078645i,-0.012878-0.0046044i,-0.016309-0.00012822i
0.53879+0.11457i,0.59277+0.071205i,0.51137-0.135i,0.26779-0.27204i,0.078192-0.14538i,0.066835+0.017337i,0.090172+0.0511i,0.074063+0.025563i,0.038512+0.016906i,0.015832+0.036268i,0.016254+0.028728i,0.0033613-0.00081016i,-0.011457-0.0022796i,-0.00081436+0.0066167i,0.025388+0.01101i,0.052389+0.006664i,0.056108-0.014628i,0.033032-0.029287i,0.0086032-0.019908i,-0.00099554+9.1751e-05i,-0.0012202+0.013468i,-0.0022046+0.011957i,-0.0052859-0.0027427i
0.12585+0.7582i,-0.014818+0.80692i,0.0040083+0.67935i,0.12123+0.3226i,0.07732-0.045706i,-0.049334-0.14454i,-0.079872-0.054374i,-0.068408+0.0239i,-0.064088+0.069296i,-0.036935+0.090435i,0.0045008+0.075732i,0.027703+0.048307i,0.024987+0.030079i,0.010176+0.024533i,-0.0070286+0.034022i,-0.010876+0.049163i,0.0042482+0.049681i,0.01702+0.036347i,0.015938+0.022821i,0.0072898+0.01217i,-0.0042109+0.0021173i,-0.013474-0.0020872i,-0.011989+0.0046754i
-0.44796+0.24742i,-0.46646+0.15813i,-0.28478+0.11714i,-0.025406+0.054059i,0.12197-0.045407i,0.12544-0.091457i,0.068974-0.073364i,0.020859-0.037068i,-0.015636-0.017498i,-0.059531-0.0031252i,-0.073633+0.030137i,-0.042023+0.048621i,-0.016584+0.032535i,-0.014319+0.010862i,-0.013432-0.0032271i,-0.0054268-0.0061164i,0.0057687+0.0015645i,0.013981+0.0030384i,0.012855-0.0063029i,0.0077203-0.014859i,0.0075833-0.023885i,0.0052577-0.036993i,-0.0041093-0.040592i
-0.088982-0.05688i,-0.036353-0.28108i,0.025689-0.33716i,0.10516-0.18371i,0.18208+0.0041601i,0.1807+0.087282i,0.091115+0.074107i,0.011436+0.027734i,-0.026637-0.021255i,-0.046884-0.051654i,-0.053152-0.058735i,-0.055181-0.053639i,-0.048723-0.037044i,-0.024492-0.02022i,2.6414e-05-0.0097804i,0.0098965+0.0020018i,0.0078853+0.011711i,0.0025749+0.012882i,0.0026997+0.0095664i,0.0086064+0.0068314i,0.018832+0.005834i,0.029015+0.0024324i,0.027173-0.0053633i
-0.4487+0.35015i,-0.29832+0.25588i,-0.18554+0.25855i,-0.11702+0.30549i,-0.12537+0.23918i,-0.17744+0.13822i,-0.16796+0.077358i,-0.11301+0.033469i,-0.0537-0.0061531i,-0.0095566-0.03161i,0.011354-0.019803i,0.021762+0.0084829i,0.015048+0.017143i,-0.0030888+0.016968i,-0.021655+0.020779i,-0.037434+0.028965i,-0.034462+0.03538i,-0.016644+0.033879i,-0.0026077+0.026391i,0.0031275+0.018249i,0.008591+0.016063i,0.020063+0.016692i,0.026166+0.01217i
-0.44293-0.63327i,-0.16447-0.44748i,-0.053499-0.17562i,-0.08125+0.020735i,-0.040784+0.081904i,0.0084321+0.034788i,0.023986-0.030592i,0.05322-0.062403i,0.077376-0.066679i,0.069358-0.056187i,0.038823-0.037019i,0.021119-0.018029i,0.023784-0.014826i,0.022814-0.024183i,0.021081-0.037768i,0.012864-0.051238i,-0.010029-0.046388i,-0.024929-0.025635i,-0.022228-0.011326i,-0.014256-0.0054354i,-0.0039533+0.0015571i,0.0040014+0.0041233i,0.0020825-0.0035593i
0.50652-0.57409i,0.45482-0.48649i,0.20755-0.44056i,-0.012041-0.36232i,-0.081824-0.21695i,-0.031749-0.10758i,0.028945-0.073134i,0.034735-0.052699i,0.032271-0.0090664i,0.045483+0.0085819i,0.028267-0.01805i,-0.017105-0.031295i,-0.03247-0.0096193i,-0.00073209+0.012943i,0.040971+0.020065i,0.054943+0.010965i,0.039126-0.0072635i,0.015429-0.015991i,0.0014878-0.013619i,-0.0049987-0.0095101i,-0.014786+0.0044743i,-0.014982+0.028404i,0.0021449+0.03417i
0.020538+0.35319i,0.11251+0.48557i,0.15572+0.29265i,0.037544+0.058013i,-0.11919-0.022549i,-0.17981-0.022433i,-0.14382-0.0074187i,-0.081236+0.0027979i,-0.047666+0.01844i,-0.021682+0.04944i,0.022542+0.07168i,0.058179+0.069336i,0.057039+0.052515i,0.029891+0.041998i,-0.0021774+0.047916i,-0.017168+0.052971i,-0.011352+0.036798i,-0.0015178+0.0079975i,0.0043592-0.013843i,0.0035276-0.025181i,-0.0064945-0.028779i,-0.018072-0.020166i,-0.018097-0.0057603i
0.063363-0.47691i,-0.087125-0.11642i,-0.01842+0.10628i,0.1163+0.021572i,0.16967-0.12367i,0.13302-0.12507i,0.091856-0.034915i,0.095062-0.0088379i,0.067826-0.032317i,0.017433-0.017866i,-0.010371-0.0037241i,-0.035846-0.010146i,-0.044099-0.011647i,-0.033355-0.013266i,-0.018631-0.01628i,0.0033099-0.021793i,0.019664-0.024581i,0.022008-0.017538i,0.017033-0.0095963i,0.014804-0.0056898i,0.014154-0.01009i,0.0019567-0.021936i,-0.017074-0.025582i
0.78797+0.055021i,0.20896-0.15582i,-0.16032-0.17717i,-0.10161-0.05755i,0.047474+0.031862i,0.10356+0.037255i,0.1006+0.022572i,0.093751+0.042899i,0.073249+0.043901i,0.027399+0.020946i,-0.0057536+0.0059031i,-0.026662-0.0026942i,-0.039833+0.020262i,-0.018671+0.051671i,0.0060791+0.044584i,0.0022307+0.025951i,-0.0056917+0.017382i,-0.0025365+0.0086872i,0.0050971+0.0032654i,0.0091815-0.00040662i,0.0050905-0.0046955i,0.00090928-0.0021137i,0.0084356+0.0061028i
-0.31599+0.76221i,-0.1389+0.37066i,0.087016+0.044352i,0.13336-0.0044161i,0.099529+0.086319i,0.082364+0.1395i,0.03106+0.11622i,-0.031061+0.072459i,-0.048171+0.022927i,-0.046001-0.0090548i,-0.021885-0.0047874i,0.017322-0.0064136i,0.024162-0.021433i,0.005032-0.027358i,-0.012234-0.014666i,-0.015919+0.010783i,-0.0068955+0.028426i,0.0063789+0.027101i,0.014549+0.014745i,0.017284+0.007133i,0.022215+0.0030138i,0.024909-0.0052355i,0.013041-0.0070663i
-0.28713-0.41785i,-0.2065-0.37283i,-0.11724-0.12385i,-0.14094-0.022531i,-0.25837-0.010278i,-0.30042+0.060602i,-0.20155+0.11739i,-0.067084+0.097228i,0.012238+0.030875i,0.031207-0.01821i,0.015003-0.041143i,-0.013739-0.048342i,-0.036475-0.040689i,-0.04108-0.029836i,-0.028387-0.027853i,-0.017729-0.03279i,-0.018927-0.029459i,-0.020458-0.0095315i,-0.016111+0.013598i,-0.0080032+0.028684i,0.005273+0.03356i,0.014098+0.016938i,0.003741-0.013658i
0.52512+0.20814i,0.40345-0.141i,-0.0096864-0.19048i,-0.12201+0.0066907i,0.025255+0.071301i,0.076375-0.0026546i,0.040036+0.00023742i,0.048644+0.076053i,0.086861+0.10049i,0.077002+0.05493i,0.047871+0.0132i,0.034042-0.020055i,0.010408-0.03561i,0.0082385-0.021531i,0.024329-0.023783i,0.010745-0.035378i,-0.012789-0.027328i,-0.02267-0.01495i,-0.029276-0.010577i,-0.041667-0.0078911i,-0.053859+0.0060964i,-0.043736+0.027431i,-0.015147+0.036833i
-0.58859+0.48844i,0.090756+0.44491i,0.43659+0.050772i,0.24083-0.24113i,-0.034464-0.26675i,-0.13037-0.20258i,-0.17368-0.11832i,-0.22113-0.011649i,-0.18553+0.049892i,-0.10255+0.039863i,-0.041775+0.027229i,0.015976+0.02273i,0.038109-0.015018i,0.0074712-0.032031i,-0.0037834-0.0035353i,0.015498+0.0049543i,0.019908-0.014071i,0.0071198-0.027726i,-0.006244-0.029684i,-0.014417-0.02438i,-0.017216-0.017087i,-0.015395-0.0033935i,-0.0088441+0.015892i
-0.31626-0.64288i,-0.27695-0.072341i,-0.03981+0.26026i,0.16449+0.15896i,0.26007-0.041498i,0.33122-0.11012i,0.29334-0.10309i,0.13534-0.08069i,0.044115-0.036859i,0.042803-0.040303i,0.017093-0.069868i,-0.0011191-0.0571i,0.033335-0.063098i,0.047933-0.098447i,0.024189-0.096946i,0.0075487-0.065039i,-0.0042504-0.03211i,-0.013821+0.0002196i,-0.0069583+0.017835i,0.0053621+0.008011i,0.0065902-0.0092428i,-0.0029795-0.023236i,-0.017736-0.039939i
0.35468+0.14766i,-0.032699+0.20352i,-0.29803+0.2351i,-0.1729+0.3133i,0.095167+0.35636i,0.18337+0.30744i,0.12385+0.15837i,0.037523-0.002313i,-0.033109-0.032235i,-0.025865+0.014127i,-0.0084547+0.017896i,-0.026354+0.030895i,-0.0011154+0.06345i,0.050633+0.040373i,0.06975-0.018224i,0.058058-0.042939i,0.044521-0.035923i,0.03593-0.042858i,0.011757-0.051964i,-0.013047-0.03777i,-0.020273-0.025713i,-0.015866-0.031593i,-0.0023421-0.035477i
-0.27475-0.15738i,-0.23902-0.13836i,-0.057942-0.15424i,-0.035874-0.095939i,-0.016478-0.012973i,0.13783-0.08507i,0.26328-0.20319i,0.24951-0.21516i,0.13557-0.15663i,0.034806-0.080947i,-0.021075-0.047802i,-0.054084-0.040618i,-0.033725-0.023082i,0.0083921-0.015485i,0.029349-0.0066169i,0.036024-0.0048132i,0.017077-0.016337i,-0.0090064-0.009905i,-0.0081705-0.0032068i,0.0071477-0.018313i,0.023169-0.035961i,0.030724-0.041273i,0.024683-0.028997i
0.39231-0.54536i,0.10685-0.61917i,-0.0087995-0.37672i,-0.013076-0.13775i,0.019574+0.074392i,0.19001+0.26801i,0.326+0.26823i,0.24642+0.14539i,0.12339+0.08599i,0.079524+0.049301i,0.044927-0.017513i,-0.0019566-0.04625i,0.0042132-0.015844i,0.075418+0.0056112i,0.14105-0.0061977i,0.14265-0.018164i,0.096153-0.015626i,0.053218-0.00015909i,0.035001+0.010813i,0.0274+0.010803i,0.022205+0.013761i,0.02602+0.021677i,0.034237+0.026585i
0.39271+0.17566i,0.27856-0.032091i,0.033307-0.035091i,-0.091707+0.00077811i,-0.098553-0.068763i,-0.077907-0.16139i,-0.0095813-0.19511i,0.014731-0.18331i,-0.021268-0.10057i,-0.024523-0.013448i,-0.012626+0.013658i,-0.00039652+0.033349i,0.028764+0.069553i,0.05959+0.10934i,0.070277+0.12586i,0.052708+0.11093i,0.024706+0.081866i,-0.0021145+0.050132i,-0.019839+0.036474i,-0.027482+0.037864i,-0.027668+0.031719i,-0.010925+0.012328i,0.0048343-0.016827i
-1.0043+7.5528i,1.5269+6.9637i,4.1385+5.5i,4.741+2.0547i,3.7661-1.164i,1.7266-2.7487i,-0.20025-2.1312i,-0.97985-0.63744i,-0.40491+0.38881i,0.60135+0.18281i,0.71005-0.64354i,0.14804-1.1739i,-0.50437-1.75i,-1.2579-2.4788i,-1.5435-2.4881i,-1.0194-1.446i,-0.37372-0.37788i,-0.32323+0.099018i,-0.67991+0.36377i,-0.67432+0.6621i,-0.15056+0.76759i,0.39359+0.46961i,0.49668-0.017218i
-0.38654+0.33079i,-0.2153+0.33776i,-0.046959+0.2059i,0.028674+0.07002i,-0.075614-0.094701i,-0.25395-0.27031i,-0.32544-0.37114i,-0.29764-0.30836i,-0.21484-0.13274i,-0.13276+0.0077166i,-0.087526+0.10523i,-0.030319+0.15148i,-0.0016236+0.12985i,-0.051912+0.14125i,-0.10615+0.19546i,-0.10263+0.19011i,-0.068651+0.10808i,-0.050683+0.037136i,-0.037502+0.02795i,-0.0085551+0.027818i,0.0041075-0.0056469i,-0.0092328-0.038251i,-0.019649-0.035707i
-0.71221+0.0029225i,-0.51028+0.3332i,-0.17021+0.38177i,0.064848+0.18336i,0.12792-0.058953i,-0.019158-0.20347i,-0.25652-0.18547i,-0.31516-0.061162i,-0.18563-0.0025325i,-0.078549-0.030042i,-0.043549-0.017567i,0.0093469+0.013103i,0.065235-0.017936i,0.082816-0.055149i,0.096531-0.057807i,0.098136-0.059688i,0.068056-0.050944i,0.044985-0.028685i,0.035718-0.024752i,0.01266-0.027753i,-0.018454-0.013761i,-0.032129+0.0060531i,-0.024455+0.020533i
0.074764-0.43968i,-0.29426-0.31163i,-0.46998-0.12124i,-0.43592+0.058472i,-0.37904+0.13758i,-0.38131+0.071844i,-0.3744+0.021123i,-0.24427+0.084636i,-0.050962+0.10799i,0.044442+0.051443i,0.060292+0.017077i,0.059878+0.013905i,0.052938+0.02392i,0.068733+0.025818i,0.08939+0.0040221i,0.070381-0.010662i,0.030086-0.006397i,0.017265-0.0016512i,0.029376-0.015012i,0.031063-0.036793i,0.022104-0.032568i,0.022239-0.0094679i,0.026549+0.002372i
0.2281+0.30693i,0.27853+0.13024i,0.31875-0.032361i,0.30836-0.011346i,0.34996+0.1887i,0.42797+0.38815i,0.40947+0.37151i,0.27042+0.17331i,0.10369+0.024455i,0.025943+0.00056856i,0.029546-0.0089598i,0.026968-0.020664i,0.033451+0.0087507i,0.085131+0.039548i,0.12697+0.048015i,0.10401+0.050138i,0.046885+0.049067i,0.020141+0.034071i,0.024877+0.005571i,0.023532-0.0039859i,0.012313+0.018709i,0.0060131+0.053989i,0.012356+0.07525i
0.081042-0.40979i,0.18739-0.34972i,0.17527-0.1704i,-0.12076-0.13874i,-0.44667-0.1583i,-0.40463-0.12574i,-0.11486-0.13449i,0.0047164-0.16587i,-0.050427-0.12211i,-0.094639-0.045023i,-0.11674-0.0068333i,-0.12044+0.021994i,-0.076404+0.031781i,-0.034995-0.0012963i,-0.023115-0.031939i,-0.010158-0.039313i,0.0002557-0.033639i,-0.0067469-0.01523i,-0.015089+0.0073691i,-0.0058293+0.021066i,0.01444+0.024534i,0.029293+0.019894i,0.029296-0.00034883i
0.47385+0.19585i,0.23677+0.039933i,-0.024516+0.030455i,0.10651+0.054589i,0.36111+0.018127i,0.38299+0.00087106i,0.26287+0.013019i,0.1782+0.00052319i,0.1323-0.017594i,0.08752-0.017895i,0.056589-0.017586i,0.034693-0.036518i,0.0092157-0.047127i,0.0020044-0.031022i,0.0026668-0.018286i,-0.014063-0.011765i,-0.034+0.0050235i,-0.034364+0.016078i,-0.025581+0.0045786i,-0.037468-0.013456i,-0.060293-0.011761i,-0.056792-0.002053i,-0.029856-0.0086796i
-0.049493+0.68425i,0.31098+0.46852i,0.29022+0.033429i,-0.0017243-0.19786i,-0.19961-0.25046i,-0.22696-0.2641i,-0.1861-0.17706i,-0.13776-0.041145i,-0.10144+0.030721i,-0.070144+0.048867i,-0.038254+0.062731i,-0.0050015+0.07586i,0.011421+0.071756i,0.0030528+0.063709i,0.0044179+0.061618i,0.023573+0.050126i,0.036565+0.022819i,0.025583-0.0096086i,-0.0023887-0.021367i,-0.015878-0.010966i,-0.010875-0.0040018i,-0.0049398-0.001392i,0.0019812+0.0031793i
-0.51991-0.093364i,-0.34199+0.20311i,0.049748+0.35592i,0.34307+0.4169i,0.37867+0.48348i,0.22179+0.48271i,0.066349+0.35665i,0.040771+0.18429i,0.049989+0.053545i,0.030305+0.0023401i,0.021075-0.0030356i,0.019685-0.0052065i,0.0083174-0.003571i,-0.011603-0.00083447i,-0.032659+0.003749i,-0.035702+0.0055644i,-0.026006-0.0025665i,-0.011114-0.0020806i,0.016689+0.0024838i,0.040116-0.009434i,0.041822-0.029014i,0.030008-0.035968i,0.016986-0.022562i
-0.2913-0.24627i,-0.45313-0.074727i,-0.42837+0.060233i,-0.30859-0.020858i,-0.18928-0.2604i,-0.071766-0.39992i,0.00070405-0.33834i,-0.0066-0.20645i,-0.021878-0.11252i,-0.017948-0.080831i,-0.037345-0.077822i,-0.067173-0.057482i,-0.068057-0.03774i,-0.055463-0.04337i,-0.062352-0.057559i,-0.078455-0.040274i,-0.061274+0.0026193i,-0.026348+0.020959i,-0.019751+0.014157i,-0.021941+0.015157i,-0.0091501+0.01681i,-0.0035261-3.9759e-05i,-0.015209-0.019564i
0.22699-0.57488i,0.10335-0.56664i,-0.007419-0.40213i,-0.11791-0.099658i,-0.12468+0.25839i,-0.034494+0.35089i,0.019792+0.17618i,0.03288+0.048069i,0.03354+0.023412i,0.020577+0.041681i,0.026275+0.062074i,0.03787+0.038488i,0.031665+0.001483i,0.029673-0.022464i,0.043263-0.041986i,0.050787-0.055637i,0.032175-0.055489i,0.0064126-0.037027i,0.0024678-0.0086684i,0.015209+0.01505i,0.025008+0.029571i,0.023933+0.033008i,0.015411+0.024397i
0.77176+0.1138i,0.56811-0.20767i,0.26613-0.35135i,0.11088-0.40714i,0.05112-0.43356i,0.042215-0.29075i,0.061492-0.10113i,0.028507-0.038154i,-0.010797-0.021858i,0.0068338-0.014776i,0.021077-0.034671i,-0.00012944-0.030838i,-0.014035+0.009437i,-0.0028682+0.045991i,0.0061003+0.058119i,0.0012468+0.053712i,-0.0036645+0.04439i,-0.011033+0.028837i,-0.025066+0.014552i,-0.02861+0.0065506i,-0.018332-0.0034152i,-0.005499-0.011574i,-0.0011363-0.010573i
-0.20483+0.61846i,0.065986+0.57466i,0.16862+0.45057i,0.058104+0.34705i,-0.081973+0.30033i,-0.10159+0.25164i,-0.0093138+0.18083i,0.060574+0.11756i,0.048266+0.061049i,-0.01632+0.021198i,-0.054627+0.02504i,-0.027501+0.025712i,-0.011451-0.011044i,-0.043506-0.031736i,-0.07027-0.019101i,-0.059182-0.0079881i,-0.026302-0.015887i,0.0037202-0.028789i,0.014592-0.02628i,0.0035695-0.01044i,-0.014889+0.00023061i,-0.034456+0.0011952i,-0.046505+0.0065867i
-0.14286-0.22803i,-0.11998-0.1607i,-0.071805-0.12179i,0.087287-0.20143i,0.20768-0.34294i,0.14724-0.3683i,0.033159-0.26434i,-0.0095115-0.1827i,-0.01787-0.12611i,0.0013778-0.064273i,0.010227-0.044346i,-0.025699-0.033068i,-0.038477-0.0013279i,-0.020846+0.0092046i,-0.01542-0.0074891i,-0.020674-0.022521i,-0.027751-0.010684i,-0.028502+0.016971i,-0.021877+0.025781i,-0.013708+0.010918i,-0.007859-0.006457i,-0.0052994-0.015356i,-0.0061315-0.021296i
-0.2498+0.37528i,-0.27152+0.33608i,-0.26663+0.15567i,-0.23056+0.13682i,-0.1754+0.24642i,-0.10893+0.29088i,-0.071837+0.26666i,-0.050822+0.23592i,-0.010771+0.16387i,0.0070939+0.062043i,0.0059807+0.0071208i,0.0224-0.0075972i,0.028249-0.020287i,0.016428-0.029219i,0.0098366-0.023323i,0.02245-0.0063482i,0.045948-0.010531i,0.051677-0.033109i,0.039572-0.036713i,0.0332-0.025393i,0.031156-0.022048i,0.025074-0.026422i,0.019917-0.021156i
-0.18727-0.29329i,0.087107-0.12518i,0.33476-0.048343i,0.29303+0.00022435i,0.22096+0.06432i,0.22541+0.052177i,0.18362-0.022133i,0.10496-0.072355i,0.040668-0.059422i,0.018413-0.014565i,0.0099823-0.011304i,-0.017479-0.029091i,-0.032277-0.023199i,-0.028345-0.01339i,-0.02383-0.013937i,-0.027776-0.016008i,-0.040795-0.0003435i,-0.045568+0.029706i,-0.031572+0.042861i,-0.0087042+0.032385i,0.0073643+0.01516i,0.0051631+0.0094347i,-0.0041271+0.016273i
0.052756-0.54765i,-0.41081-0.43478i,-0.55805-0.1198i,-0.44547+0.00033025i,-0.40527-0.057845i,-0.37891-0.076602i,-0.26252-0.065531i,-0.15554-0.04981i,-0.078992-0.034281i,-0.024549-0.043868i,0.0075875-0.05126i,0.030821-0.045221i,0.031903-0.032517i,0.020031-0.0068491i,0.0046913+0.017823i,-0.0042591+0.033673i,0.014132+0.027906i,0.03244+0.00074572i,0.025953-0.010557i,0.011902+0.0044314i,0.0049585+0.023843i,0.004823+0.028241i,0.0004456+0.024105i
0.50813+0.0017258i,0.57544-0.25416i,0.41156-0.39183i,0.18101-0.3932i,0.067976-0.2745i,0.063226-0.088107i,0.097359+0.028028i,0.094563+0.023292i,0.040634+0.013183i,0.008231+0.049844i,0.015725+0.067161i,0.023947+0.053122i,0.020171+0.025793i,0.0036004-0.0049371i,-0.007033-0.029115i,-0.012057-0.052617i,-0.031916-0.04997i,-0.047803-0.017772i,-0.044895+0.0047221i,-0.039072+0.0068386i,-0.039395-0.0026658i,-0.046688-0.011387i,-0.05053-0.01053i
0.24404+0.24804i,0.20041+0.12745i,0.12539+0.053256i,0.17295+0.008972i,0.18988-0.061248i,0.1134-0.091617i,0.054886-0.041821i,0.044485+0.008317i,0.044375+0.0028967i,0.028041-0.03136i,0.0068272-0.037519i,0.0043562-0.014777i,0.016743+0.0094003i,0.02009+0.031878i,0.017311+0.052688i,0.034244+0.060037i,0.061907+0.038229i,0.065234+0.0010159i,0.040878-0.018721i,0.016538-0.019696i,0.0038766-0.016462i,0.007486-0.011657i,0.023127-0.0088387i
-0.16746+1.0769i,0.2213+1.0843i,0.34546+0.73505i,0.2679+0.41983i,0.18894+0.21143i,0.067174+0.058106i,-0.06254+0.016573i,-0.083755+0.034654i,-0.050339+0.035956i,-0.025255+0.031164i,-0.011333+0.013592i,-0.019289-0.0060543i,-0.028519-0.005141i,-0.022396-0.012131i,-0.024377-0.028782i,-0.040901-0.024788i,-0.048513+0.00021526i,-0.032999+0.01735i,-0.010468+0.011781i,0.0017277-0.0045865i,0.0012959-0.020033i,-0.014008-0.021585i,-0.026199-0.0033337i
-1.0986-0.81883i,-1.0993-0.56803i,-0.75965-0.30942i,-0.44301-0.086333i,-0.19267+0.094719i,0.017011+0.12562i,0.07744+0.04401i,0.023006-0.012542i,-0.010949-0.018483i,0.0024786-0.017998i,0.017691-0.015422i,0.019198-0.010904i,0.0031075-0.013172i,-0.021039-0.0093133i,-0.025701+0.00031418i,-0.010896+0.0018912i,0.0024186-0.0016558i,0.0081804+0.0012383i,0.015388+0.007952i,0.02965+0.012014i,0.044526+0.010092i,0.045597+0.0021i,0.029344-0.0044483i
0.51845-0.58914i,0.22882-0.40408i,0.067243-0.21733i,-0.021471-0.22328i,-0.13853-0.19876i,-0.14821-0.087056i,-0.053658-0.040454i,0.014939-0.055888i,0.024137-0.046548i,0.022912-0.0052053i,0.039924+0.018077i,0.048226+0.0066789i,0.041321-0.0045491i,0.040826-0.0054733i,0.038926-0.0044579i,0.023425+0.00069775i,0.0015166+0.0084424i,-0.014368+0.015716i,-0.017994+0.022623i,-0.016441+0.028509i,-0.014969+0.032101i,-0.012693+0.027721i,-0.012804+0.014776i
0.37987-0.089779i,0.22181-0.35985i,0.12092-0.26746i,0.13684-0.050671i,0.11773+0.01216i,0.051357+0.020852i,0.018028+0.041955i,0.011818+0.052084i,0.0026178+0.041004i,-0.021164+0.024308i,-0.04207+0.03296i,-0.020553+0.045741i,0.011873+0.024744i,0.0053834+0.0022099i,-0.01384+0.0071648i,-0.0084752+0.013284i,0.008053-0.0011874i,0.0080599-0.022099i,-0.0082883-0.025922i,-0.021957-0.013527i,-0.024712-0.0035308i,-0.01842+0.0010634i,-0.0050852+0.0077598i
0.53249+0.72687i,0.6391+0.65346i,0.4256+0.46255i,0.23662+0.2065i,0.17293-0.061144i,0.08069-0.18319i,0.011222-0.12334i,0.018185-0.041093i,0.036411-0.01446i,0.038027-0.018395i,0.011547-0.035273i,-0.032795-0.019682i,-0.03624+0.025063i,-0.0054064+0.032571i,0.0015127+0.0094803i,-0.01421+0.0011161i,-0.01634+0.012428i,-0.0023306+0.020955i,0.0081167+0.01501i,0.0054077+0.0048142i,-0.0041624+0.00032362i,-0.01309+0.0015416i,-0.016325+0.0011885i
-0.62387+0.35742i,-0.41349+0.15262i,-0.29567-0.087935i,-0.23337-0.0088815i,-0.079377+0.19187i,0.059572+0.20239i,0.063305+0.10762i,-0.00041471+0.059151i,-0.032686+0.048659i,-0.021231+0.035459i,0.0095763+0.015548i,0.026864-0.010122i,0.010817-0.027576i,-0.0069957-0.021066i,-0.0023097-0.014538i,0.0041103-0.015256i,0.0058046-0.0073034i,0.011135-0.0018042i,0.014665-0.0091959i,0.013012-0.018361i,0.0096319-0.02323i,0.0053761-0.024694i,0.0012119-0.017131i
-0.46188-0.4578i,-0.26873-0.072536i,0.061411+0.022136i,0.16466-0.12744i,0.096091-0.15307i,0.068518-0.064698i,0.057771-0.030323i,0.028186-0.055224i,-0.0048317-0.05591i,-0.0095386-0.0034225i,0.0076953+0.035442i,0.0041602+0.040888i,-0.0025045+0.035108i,-0.0020491+0.021837i,-0.0022652+0.019027i,0.0030706+0.021517i,-0.0048063+0.020717i,-0.017172+0.028037i,-0.0078802+0.03099i,0.0083777+0.02074i,0.014979+0.01057i,0.01279+0.0063998i,0.0047055+0.0024354i
0.28204-0.32459i,-0.085469-0.18616i,-0.20341+0.12621i,-0.11668+0.30183i,-0.097323+0.26899i,-0.1048+0.19584i,-0.043197+0.13201i,0.019925+0.083212i,0.039493+0.036787i,0.0050666-0.0093909i,-0.029092-0.021219i,-0.019106-0.02572i,-0.00057603-0.028433i,0.0093278-0.013012i,0.0070603+0.0049743i,-0.0029584+0.013812i,-0.0022809+0.0055047i,-0.00029421-0.0093406i,-0.0036301-0.01151i,-0.0038448-0.005615i,0.00087953-0.0016521i,0.0063768+0.001138i,0.0084679+0.0074206i
0.15974+0.18347i,0.090281-0.02467i,-0.016875-0.14108i,-0.020135-0.16639i,0.05988-0.21678i,0.062301-0.24926i,0.0087501-0.19738i,-0.013918-0.12448i,-0.010227-0.06943i,-0.0015256-0.036335i,-0.015405-0.019478i,-0.03721+0.0072204i,-0.039618+0.027462i,-0.042623+0.019793i,-0.055644+0.0038664i,-0.059671+0.00017577i,-0.048074+0.004327i,-0.029316+0.0044542i,-0.012904+0.0035936i,-0.0021083+0.0084898i,-0.00064136+0.012156i,-0.0093885+0.010048i,-0.01789+0.001598i
0.22214-0.088165i,0.24858-0.29036i,0.11368-0.27873i,-0.030926-0.076634i,-0.074298+0.14019i,-0.021251+0.23459i,0.034077+0.21744i,0.039726+0.17513i,0.035819+0.12813i,0.045147+0.065807i,0.056018+0.0047365i,0.053245-0.036038i,0.039391-0.037277i,0.040983-0.019401i,0.047181-0.027275i,0.038041-0.042539i,0.029341-0.033303i,0.024754-0.011284i,0.013277+0.0064378i,-0.00075179+0.013319i,-0.006358+0.011386i,0.0014785+0.0061031i,0.015057+0.00089928i
-0.1171+0.39031i,0.22209+0.38397i,0.33964+0.14316i,0.23738-0.066522i,0.13217-0.13157i,0.057513-0.11081i,0.012926-0.075446i,-0.014562-0.082633i,-0.060956-0.065098i,-0.069407+0.012284i,-0.032142+0.065068i,-0.0040617+0.067027i,-0.0038908+0.040922i,-0.01957+0.018384i,-0.016302+0.017385i,-0.0029791+0.016456i,-0.0086129+0.013091i,-0.012589+0.0098468i,-0.0033948-0.0038513i,-0.0013776-0.019125i,-0.014178-0.023803i,-0.028989-0.014428i,-0.03223+0.0026477i
