-0.001813+0.0011965i,-0.0023167+0.0025677i,-0.0028317+0.0031545i,-0.0017412+0.0034326i,-0.0012689+0.0041723i,-0.0008988+0.0039327i,-0.00059602+0.0028312i,5.0823e-05+0.002234i,0.00090996+0.0020998i,0.0017604+0.0011544i,0.0019837+0.00030092i,0.0011019+4.8137e-05i,0.00021195-4.5223e-05i,-3.4559e-05+0.00035855i,0.00045512+0.00047087i,0.00033793+0.00035446i,0.00026636+0.00029401i,0.000588+0.00011892i,0.00020352+7.5104e-05i,-0.00011986+3.2582e-06i,0.00015272+0.00039999i,-1.8297e-05+8.1181e-05i,-0.00041214-0.00061684i
0.074756-0.053838i,0.031531-0.067693i,-0.057088+0.029426i,-0.059185+0.14766i,0.0077697+0.14913i,0.03884+0.11056i,0.054629+0.10609i,0.060192+0.078522i,0.036428+0.040917i,0.022563+0.021673i,0.01793-0.001015i,0.0014392-0.023808i,-0.0096571-0.037182i,-0.0070346-0.042632i,-0.001501-0.036704i,0.00067735-0.021657i,0.00033887-0.010073i,-0.0045922-0.0070094i,-0.012164-0.00094359i,-0.013288+0.0074858i,-0.0051419+0.00597i,0.004224-0.00083743i,0.0085685-0.0044943i
0.038788+0.089377i,0.08003+0.064073i,0.021666-0.034036i,-0.097264-0.060263i,-0.11675-0.01265i,-0.067627-0.030939i,-0.071075-0.065539i,-0.074392-0.041836i,-0.04444-0.021492i,-0.024923-0.018571i,-0.011626-0.010878i,0.0074499-0.0029069i,0.025884+0.0047872i,0.034528+0.010315i,0.028275+0.010887i,0.013384+0.0062485i,-0.00018207+0.0018558i,-0.0047369+0.0012309i,-0.0027378-0.0020669i,-0.0048043-0.0063559i,-0.012304-0.0059942i,-0.01685-0.002377i,-0.012701+0.0025517i
-0.11733+0.014718i,-0.1076+0.076344i,0.03085+0.044672i,0.12429-0.097421i,0.062835-0.13642i,0.0064567-0.023822i,0.023729+0.042081i,0.027936+0.024504i,0.015073+0.015336i,0.015523+0.023561i,0.020893+0.027996i,0.019465+0.026111i,0.005702+0.024799i,-0.0076816+0.024119i,-0.010749+0.018008i,-0.0047821+0.0094962i,0.0049814+0.00083681i,0.011807-0.0080975i,0.01482-0.013472i,0.014575-0.014008i,0.010555-0.010015i,0.0040848-0.0033452i,-0.0019382+0.00045445i
0.019549-0.12811i,-0.062333-0.14321i,-0.11693+0.024096i,-0.029968+0.20501i,0.073795+0.16426i,0.051945+0.016228i,0.0042166-0.037727i,0.0054328-0.030078i,0.0076968-0.028988i,-0.0073752-0.032712i,-0.025247-0.028307i,-0.036139-0.01235i,-0.034035-0.0057849i,-0.026632-0.011354i,-0.017192-0.014571i,-0.0092-0.012494i,-0.0093381-0.0030008i,-0.013247+0.013997i,-0.011524+0.029483i,-0.0030123+0.031474i,0.0050541+0.020164i,0.0097727+0.0060443i,0.009947-0.0019175i
0.14344+0.056485i,0.21533-0.042303i,0.10602-0.19933i,-0.10219-0.2255i,-0.16329-0.10598i,-0.098644-0.0032228i,-0.062826+0.037028i,-0.046055+0.051688i,-0.019103+0.042848i,0.0029464+0.030526i,0.019742+0.017819i,0.026142-0.0047322i,0.025119-0.017953i,0.026294-0.016295i,0.025129-0.00978i,0.018363-0.0034909i,0.012711-0.0042214i,0.010353-0.014777i,0.0043901-0.02551i,-0.004576-0.025957i,-0.0096539-0.017963i,-0.010219-0.0094355i,-0.00648-0.0051569i
-0.10789+0.12944i,-0.058937+0.26403i,0.11149+0.27193i,0.22047+0.12288i,0.17418-0.0057241i,0.11194-0.051189i,0.083683-0.085746i,0.044192-0.090907i,0.016265-0.062008i,0.0049167-0.041381i,-0.0028283-0.02199i,0.00145+0.0011433i,0.0090623+0.015437i,0.0080707+0.019948i,0.00070244+0.016406i,-0.0070718+0.0079724i,-0.012043+0.0034595i,-0.012599+0.0065281i,-0.0067029+0.0060976i,-0.0005136+0.0010876i,0.0015143+0.0020342i,0.00054393+0.0067274i,-0.0027177+0.0087828i
-0.097989-0.17244i,-0.25708-0.19669i,-0.32253-0.074255i,-0.20665+0.05521i,-0.07604+0.065623i,-0.046706+0.057721i,-0.032608+0.079516i,-0.0058659+0.069457i,-0.00064401+0.048751i,-0.001122+0.041457i,-0.0016098+0.033216i,-0.0058397+0.024302i,-0.010376+0.01512i,-0.013661+0.0065814i,-0.010956-0.00028422i,-0.0038846-0.003193i,0.0036371-0.0020193i,0.0093827+0.0013909i,0.014853+0.0073135i,0.021085+0.0076407i,0.021166-0.0024707i,0.015822-0.013059i,0.010417-0.014304i
0.20937-0.040271i,0.30427-0.1715i,0.22082-0.26278i,0.051332-0.17722i,0.0088575-0.039283i,0.050587-0.02132i,0.04564-0.045886i,0.020495-0.033505i,0.010548-0.022603i,0.0063944-0.026266i,0.0031743-0.032121i,-0.0045922-0.033635i,-0.0076837-0.029463i,-0.002204-0.024207i,0.0047472-0.016573i,0.0089487-0.0097545i,0.0042915-0.0078222i,-0.0085185-0.0073302i,-0.021015-0.0054235i,-0.025889+5.5919e-05i,-0.024034+0.0072621i,-0.019339+0.01261i,-0.012413+0.012278i
-0.03754+0.22721i,0.061183+0.3803i,0.19619+0.33433i,0.20071+0.11361i,0.082508-0.014751i,0.0029916+0.0021165i,-0.015839+0.015397i,-0.030992+0.0055462i,-0.032695+0.0097967i,-0.021037+0.019657i,-0.0070395+0.024088i,0.0090964+0.019821i,0.017137+0.012931i,0.016073+0.011697i,0.0089962+0.013693i,-8.7344e-05+0.015999i,0.0011083+0.015467i,0.01057+0.0077035i,0.015487-0.0013879i,0.014498-0.0040661i,0.013124-0.0007433i,0.011491+0.0028102i,0.0074474+0.0028706i
-0.21225-0.12236i,-0.41224-0.096905i,-0.45411+0.050168i,-0.26736+0.17349i,-0.069883+0.15431i,0.0033251+0.087098i,0.033263+0.049637i,0.052835+0.014853i,0.045411-0.013114i,0.031489-0.026497i,0.016225-0.028863i,1.9875e-05-0.017062i,-0.008897-0.002204i,-0.012206+0.0039828i,-0.010758-0.0017643i,-0.0077225-0.013583i,-0.010129-0.016269i,-0.013627-0.0047805i,-0.0076255+0.0053214i,0.0010072+0.0016908i,0.0014487-0.0086361i,-0.0017507-0.015252i,-0.0015269-0.013527i
0.20676-0.16544i,0.28048-0.37246i,0.20227-0.48268i,0.044997-0.3815i,-0.041804-0.20583i,-0.07063-0.1009i,-0.089913-0.042669i,-0.076152-0.0015951i,-0.048626+0.015237i,-0.031817+0.022571i,-0.018194+0.021731i,-0.0080803+0.010507i,-0.0041222-0.0016315i,-0.0024716-0.0089836i,0.0023808-0.0079278i,0.010293-0.0026216i,0.014815-0.0025347i,0.010957-0.0047364i,0.0028682-0.0012382i,-0.0012686+0.0086968i,-0.0013723+0.017156i,0.0007975+0.019048i,0.0036578+0.01462i
0.079349+0.26125i,0.22602+0.42863i,0.33106+0.43379i,0.27695+0.28098i,0.14991+0.14261i,0.093163+0.069211i,0.077218+0.014753i,0.050218-0.012793i,0.031527-0.018976i,0.02367-0.022039i,0.020659-0.018438i,0.017404-0.011852i,0.015414-0.0057162i,0.016968+0.00012986i,0.012462+0.0056907i,0.0047283+0.012107i,0.00072018+0.012728i,-0.0022092+0.0056787i,-0.0064376-0.0027001i,-0.010024-0.0086397i,-0.0086635-0.0096172i,-0.0062461-0.0052883i,-0.0056833-5.0582e-05i
-0.28026-0.025842i,-0.4906+0.033229i,-0.52013+0.098689i,-0.33504+0.079667i,-0.15373+0.0088006i,-0.083642-0.01124i,-0.048916+0.0011466i,-0.02554-0.0026121i,-0.019797-0.00055756i,-0.017925+0.0087898i,-0.017623+0.012597i,-0.013068+0.013806i,-0.0095128+0.013453i,-0.011474+0.012001i,-0.012798+0.0051862i,-0.016092-0.0033942i,-0.015954-0.0013641i,-0.0021622+0.0072197i,0.013402+0.007807i,0.014886+1.5468e-05i,0.0051858-0.0075051i,-0.0025-0.011202i,-0.0026606-0.010794i
0.12764-0.25482i,0.15841-0.46816i,0.10385-0.51176i,0.02665-0.31491i,0.0058559-0.10426i,0.0091016-0.028355i,0.0058202-0.0046785i,0.015462+0.014527i,0.025451+0.012695i,0.027073+0.0045072i,0.025413-0.0025562i,0.018317-0.0082544i,0.011064-0.010193i,0.0066986-0.011798i,0.0089622-0.011977i,0.016005-0.012981i,0.011625-0.015695i,-0.004663-0.01409i,-0.012337-0.0067495i,-0.0059267+0.00068406i,0.0019899+0.0064483i,0.0044874+0.012097i,0.0036865+0.012902i
0.19719+0.21399i,0.3823+0.32766i,0.45227+0.30114i,0.32905+0.14563i,0.16384+0.016775i,0.080958-0.026026i,0.038015-0.040337i,-0.0029755-0.038847i,-0.025524-0.021348i,-0.032432-0.0064999i,-0.029006+0.003911i,-0.017599+0.011386i,-0.005116+0.01176i,0.0033109+0.0086209i,0.0038737+0.010419i,0.0017204+0.015581i,0.0050966+0.015985i,0.0082188+0.009661i,0.0033514+0.0057671i,-0.0023774+0.0061687i,-0.0038352+0.0021766i,-0.0044762-0.0038088i,-0.0035252-0.0035209i
-0.26904+0.093551i,-0.45839+0.21076i,-0.49098+0.27927i,-0.33132+0.24081i,-0.1517+0.15952i,-0.054666+0.10816i,-0.0026458+0.075817i,0.024733+0.041728i,0.033888+0.014224i,0.034333-0.0015128i,0.026214-0.008163i,0.012455-0.010032i,0.00030351-0.0053142i,-0.004822+0.00090979i,-0.0073782+0.00074403i,-0.010773-0.0030552i,-0.010437-0.0032193i,-0.0029629-0.0043256i,0.0054471-0.011058i,0.0070555-0.016489i,0.0034492-0.015127i,-0.00179-0.011598i,-0.0054146-0.0097302i
0.013825-0.28521i,-0.0029633-0.49629i,-0.012667-0.55191i,-0.0013434-0.40587i,0.0089603-0.22576i,-0.0060497-0.11968i,-0.023294-0.05814i,-0.021284-0.022751i,-0.019105-0.0072764i,-0.01974+0.0008441i,-0.014712+0.00049226i,-0.0069524-0.0038197i,-0.0025229-0.0088702i,-0.00096439-0.013304i,0.0027296-0.014878i,0.0046057-0.016855i,-0.0021776-0.013906i,-0.0091366+0.000466i,-0.0083738+0.015552i,-0.0030749+0.019543i,0.0039589+0.017782i,0.010954+0.015972i,0.013118+0.010145i
0.2514+0.11261i,0.4343+0.18967i,0.46851+0.21572i,0.31051+0.17385i,0.13845+0.10949i,0.058438+0.051385i,0.01824+0.017783i,-0.0013197+0.014361i,0.0047287+0.013789i,0.012069+0.0079847i,0.013975+0.0066454i,0.013801+0.0083798i,0.011967+0.011422i,0.012188+0.012483i,0.013145+0.012275i,0.014644+0.012175i,0.013591+0.0041012i,0.0058877-0.0086679i,-0.00062749-0.011854i,-0.001551-0.0075649i,-0.0028362-0.0067243i,-0.0072125-0.007386i,-0.0089643-0.0035615i
-0.19629+0.18052i,-0.32999+0.30852i,-0.35179+0.31603i,-0.23122+0.18348i,-0.09706+0.061002i,-0.029155+0.02277i,-0.0011699+0.0050631i,0.00081049-0.01733i,-0.010037-0.020748i,-0.012749-0.015725i,-0.012883-0.011996i,-0.017439-0.0078519i,-0.019524-0.0042007i,-0.015022-0.001348i,-0.011719-0.00061454i,-0.012854+0.0011372i,-0.0079069+0.0050997i,0.0046226+0.0054346i,0.0093067-0.00021557i,0.0039773-0.004445i,-0.00034151-0.0030351i,-0.00030041-0.0019092i,-2.5249e-05-0.0013661i
-0.087319-0.24234i,-0.14896-0.40963i,-0.1544-0.42992i,-0.10622-0.26895i,-0.062028-0.1038i,-0.039812-0.035418i,-0.023432-0.0093955i,-0.0074396+0.0095637i,0.0060817+0.017476i,0.014939+0.019078i,0.0163+0.013842i,0.015684+0.0032386i,0.013228-0.0045484i,0.0074426-0.0056261i,0.0041542-0.0069087i,0.00253-0.0084577i,-0.0010967-0.0028639i,-0.0025626+0.0079885i,0.0007161+0.013853i,0.0043792+0.012153i,0.0062164+0.010241i,0.0086006+0.0092542i,0.0091327+0.0039338i
0.24548+0.0042857i,0.4105+0.0161i,0.43765+0.032254i,0.31011+0.02625i,0.17594+0.0025931i,0.10238-0.0094455i,0.053319-0.015093i,0.016074-0.020111i,-0.0090315-0.021549i,-0.021525-0.018816i,-0.019538-0.012779i,-0.0089686-0.0028695i,0.0020033+0.0032799i,0.0070292+0.0027252i,0.0097041+0.0021203i,0.011131-0.00012037i,0.0050471-0.0055638i,-0.0067356-0.0070147i,-0.014542-0.0038503i,-0.01449-0.0046537i,-0.013553-0.0082792i,-0.014179-0.0060144i,-0.0094154-0.00075251i
-0.092858+0.2119i,-0.17553+0.34689i,-0.21718+0.36176i,-0.17686+0.25536i,-0.10043+0.14979i,-0.040665+0.086564i,-0.0076248+0.040624i,0.0042021+0.014261i,0.010416+0.0080641i,0.014658+0.0068007i,0.011924+0.00645i,0.0042592+0.0069212i,-0.0025986+0.0076243i,-0.0055904+0.0075993i,-0.0068823+0.0078805i,-0.0048106+0.010366i,0.0026027+0.0073727i,0.0098155-0.0048054i,0.011627-0.012982i,0.010571-0.010275i,0.0092106-0.0054672i,0.0046094-0.0053201i,-0.0015866-0.0051223i
-0.15011-0.15601i,-0.22248-0.27463i,-0.19106-0.31449i,-0.089603-0.23949i,-0.026175-0.13309i,-0.014301-0.054124i,-0.0015152-0.0070876i,0.012231-0.00052033i,0.0066923-0.01101i,-0.0015435-0.011422i,-0.0022155-0.010066i,-0.0027777-0.013351i,-0.0011895-0.015575i,0.0011037-0.014098i,-0.00063248-0.012368i,-0.00531-0.010978i,-0.0083554-0.0019659i,-0.0059374+0.011374i,-0.00097943+0.017392i,0.00078729+0.01633i,0.0036889+0.01382i,0.0091604+0.0095249i,0.0097265+0.0042226i
0.18862-0.073759i,0.31232-0.085556i,0.31891-0.043897i,0.195+0.0094303i,0.076596+0.027294i,0.023315+0.019107i,-0.0015171+0.013702i,-0.0085639+0.016692i,-0.00145+0.01761i,0.0016542+0.01462i,0.0039993+0.010952i,0.0085531+0.008929i,0.009355+0.0085886i,0.0073334+0.0059904i,0.0066714+0.00095516i,0.0054331-0.0037157i,-0.00047337-0.0067097i,-0.0091749-0.0065406i,-0.012888-0.0041045i,-0.012191-0.0054871i,-0.013381-0.0077684i,-0.014886-0.0051483i,-0.010282-0.0019526i
0.0045187+0.1803i,-0.027393+0.28539i,-0.057113+0.2736i,-0.045841+0.15725i,-0.018498+0.06287i,-0.01376+0.026069i,-0.015553+0.0081716i,-0.010283-0.0043182i,-0.004386-0.013534i,-0.00045534-0.018545i,0.0019868-0.015827i,0.0016953-0.00825i,-0.00015967-0.0023998i,-0.00029617+0.0008103i,-0.00016358+0.004765i,0.0018811+0.0065952i,0.0046465+0.00055568i,0.0031445-0.010693i,0.000337-0.016858i,0.0024432-0.014104i,0.0070739-0.0093946i,0.0067455-0.0055302i,0.003673-0.00069013i
-0.15427-0.065548i,-0.23667-0.13244i,-0.22555-0.15732i,-0.14966-0.10718i,-0.093301-0.04986i,-0.057726-0.02892i,-0.030409-0.020135i,-0.014854-0.0069666i,-0.0053116+0.0065307i,0.0011958+0.014048i,0.0024144+0.015038i,-0.00065302+0.010959i,-0.0036094+0.0053301i,-0.0038867+0.0014572i,-0.0039693-0.0025665i,-0.0057428-0.0031047i,-0.0030443+0.0030081i,0.0076902+0.010017i,0.016435+0.013279i,0.014976+0.013442i,0.010601+0.010898i,0.008991+0.0053606i,0.0060142-0.00025019i
0.10712-0.11516i,0.18968-0.15134i,0.21385-0.11778i,0.16571-0.065478i,0.10713-0.048073i,0.06084-0.040457i,0.0235-0.023546i,0.007169-0.012298i,0.0032186-0.012875i,-0.00087519-0.01374i,-0.002789-0.010861i,-0.00037227-0.0087963i,0.0031323-0.0062724i,0.0055954-0.0029122i,0.0087836-0.0033226i,0.0085059-0.007175i,-5.7452e-05-0.0069059i,-0.0099521-0.00047032i,-0.015201+0.0042507i,-0.017969+0.0034422i,-0.019837+0.0033786i,-0.016928+0.0064826i,-0.0095545+0.007268i
0.055264+0.12493i,0.048768+0.20618i,0.0038933+0.20912i,-0.031004+0.14214i,-0.030434+0.085353i,-0.012357+0.044006i,-0.0015321+0.0069977i,-0.003754-0.0034321i,-0.0057781+0.0054025i,-0.0035608+0.0088082i,-0.0011057+0.0066184i,0.00084215+0.0064243i,0.00085707+0.0052243i,-0.0007354+0.003046i,-0.00063703+0.0037106i,0.0018729+0.0037078i,0.0025245-0.0022963i,-0.00077286-0.0099882i,-0.0021726-0.013437i,0.0021088-0.014882i,0.0062519-0.015319i,0.0055944-0.012915i,0.0034271-0.0079796i
-0.12145+0.0043769i,-0.17667-0.028311i,-0.14821-0.063962i,-0.064171-0.063051i,-0.0049686-0.045949i,0.018383-0.032309i,0.024986-0.018129i,0.020262-0.011667i,0.011808-0.012222i,0.0077491-0.009501i,0.0053371-0.0047507i,0.0018492-0.0016018i,0.0017366+0.00032438i,0.0026132-0.00013256i,-0.00071744-0.0012002i,-0.003402+0.00038061i,0.0017793+0.001547i,0.010592+0.00022139i,0.015264+0.00049467i,0.014589+0.0040637i,0.012661+0.0062558i,0.009619+0.0030104i,0.00431+0.00052564i
0.035974-0.10216i,0.082094-0.13731i,0.093051-0.10488i,0.051256-0.044873i,0.018476-0.0095138i,0.014546+0.010037i,0.013903+0.017316i,0.0074261+0.013487i,0.00080477+0.011806i,-0.002825+0.010918i,-0.0052404+0.0053007i,-0.0071776-4.4758e-05i,-0.0074682-0.001225i,-0.0040935-0.00050425i,0.0015191-0.0016154i,0.0033403-0.0034412i,-0.0013869+0.0006502i,-0.005481+0.010741i,-0.0057366+0.01576i,-0.0061846+0.013643i,-0.0081466+0.011218i,-0.0072461+0.0096006i,-0.0032182+0.0051371i
0.078446+0.056856i,0.091203+0.10517i,0.065422+0.10612i,0.048751+0.065163i,0.04778+0.038826i,0.033138+0.027179i,0.013106+0.016202i,0.0043458+0.0090957i,0.0054601+0.002525i,0.0076795-0.0028348i,0.0094252-0.0058118i,0.011468-0.0062682i,0.011303-0.0054054i,0.0078543-0.0032524i,0.004505+0.0015911i,0.0032642+0.0035804i,-0.0007376-0.0022386i,-0.0096642-0.011208i,-0.015736-0.014887i,-0.013661-0.014444i,-0.0088451-0.013292i,-0.0051029-0.0098265i,-0.0014499-0.0047089i
-0.0741+0.036773i,-0.12241+0.030005i,-0.11957+0.0058782i,-0.089436+9.5794e-07i,-0.075332+0.0072362i,-0.055811+0.0069994i,-0.029108+0.0033323i,-0.017833+0.0018375i,-0.018278+0.0033078i,-0.015593+0.0048966i,-0.0093303+0.0064964i,-0.0049135+0.0075126i,-0.0029272+0.0063325i,-0.0010893+0.003229i,0.00017404-4.6454e-05i,0.0010654-0.001631i,0.0064222-0.0019584i,0.015613-0.0020165i,0.020615-0.0016633i,0.020006-0.00078086i,0.016383-0.001183i,0.010242-0.0023339i,0.0053444-0.0014892i
-0.0077053-0.075808i,0.014442-0.10356i,0.041849-0.081913i,0.049025-0.042173i,0.050287-0.021828i,0.04044-0.0088907i,0.018307+0.00031017i,0.0079937-0.0030903i,0.007358-0.010784i,0.0062215-0.011044i,0.0032301-0.0069425i,0.00018782-0.00416i,-0.0017481-0.0018955i,-0.0021061+0.0011581i,-0.0010495+0.0027447i,-0.00053355+0.0036244i,-0.0011479+0.0085463i,-0.0022264+0.015922i,-0.0034326+0.018947i,-0.0055897+0.01682i,-0.0079849+0.01461i,-0.0071557+0.012217i,-0.0048393+0.0072047i
0.059621+0.013915i,0.070272+0.041929i,0.038454+0.047764i,-0.0025373+0.028896i,-0.026398+0.019073i,-0.035279+0.0136i,-0.026841+0.0021405i,-0.014907-0.0043736i,-0.011464-0.0013991i,-0.0091485+0.0027487i,-0.0036029+0.0025051i,0.001193-0.0013514i,0.0015541-0.0054212i,-0.00093654-0.0060706i,-0.0026516-0.003524i,-0.003549-0.0025602i,-0.0087777-0.0045706i,-0.017412-0.0059069i,-0.02013-0.0051637i,-0.015505-0.0044429i,-0.010624-0.0056107i,-0.0067872-0.0051838i,-0.0022874-0.0036692i
-0.029218+0.045044i,-0.049787+0.045695i,-0.035979+0.027104i,0.00030349+0.019405i,0.018094+0.016259i,0.021132+0.0060183i,0.018435-0.0018013i,0.011427-0.0045926i,0.0071461-0.0053961i,0.0036219-0.0031272i,0.0011849+0.0014961i,0.0027715+0.0064184i,0.005977+0.0090278i,0.0062227+0.0056411i,0.002678-8.896e-06i,0.0012412-0.0036773i,0.0060892-0.0088192i,0.014291-0.016167i,0.016699-0.019453i,0.012801-0.016932i,0.0076747-0.013481i,0.0021208-0.0093588i,-0.0005792-0.004571i
-0.025643-0.041108i,-0.021078-0.062081i,-0.017097-0.051119i,-0.029264-0.03191i,-0.034835-0.029074i,-0.022679-0.021742i,-0.008312-0.010223i,-0.00064393-0.0051966i,0.00034141-0.007441i,-0.00073167-0.009143i,-0.0035283-0.0069662i,-0.0070992-0.0038919i,-0.0062827-0.0014692i,-0.0027191-0.0012331i,0.00045198-0.0016203i,0.0023183+0.00048287i,0.0032069+0.0082961i,0.004131+0.018777i,0.0052197+0.022832i,0.006482+0.02024i,0.0074271+0.015569i,0.0067054+0.0097477i,0.0033917+0.0055207i
0.042158-0.0097129i,0.055593+0.0018406i,0.047023+0.012348i,0.044733+0.013329i,0.050741+0.022023i,0.035456+0.028272i,0.012775+0.022774i,0.010146+0.016337i,0.016862+0.012133i,0.016676+0.0073564i,0.012096+0.0023479i,0.0084192+8.3174e-05i,0.0056823-0.00074795i,0.0024354-0.0013559i,-0.00070316-0.0020197i,-0.0049183-0.0023182i,-0.012909-0.0030148i,-0.021731-0.0041355i,-0.02267-0.004767i,-0.01702-0.0055403i,-0.012744-0.0054137i,-0.0085854-0.0038019i,-0.0040265-0.0030144i
-0.0049115+0.030838i,-0.021182+0.036539i,-0.024364+0.019009i,-0.024034+0.00061827i,-0.036052-0.014561i,-0.036519-0.025622i,-0.022219-0.019067i,-0.01352-0.0068325i,-0.011492-0.00076355i,-0.0098644+0.00071915i,-0.0065463+0.0021543i,-0.0031086+0.0017539i,-0.00060202-8.847e-05i,0.0032023-0.0011056i,0.0056487-0.0026109i,0.0062329-0.0062838i,0.0082376-0.013373i,0.010379-0.020619i,0.010098-0.020574i,0.0069157-0.013888i,0.0030925-0.0077576i,0.00080982-0.0035058i,0.00084048-4.3688e-06i
-0.027765-0.016909i,-0.027714-0.021196i,-0.013102-0.0084416i,0.0011094+0.01098i,0.016142+0.019181i,0.023551+0.021846i,0.013907+0.016683i,0.0027065+0.0084445i,0.0018614+0.0039926i,0.0041224-5.8871e-05i,0.0031106-0.0020593i,0.00037657-0.0014723i,-0.0011717+0.00093198i,-0.00097074+0.0033817i,-6.9428e-05+0.0036426i,0.0018899+0.0046698i,0.0078245+0.0095803i,0.015906+0.015678i,0.018618+0.016634i,0.014671+0.011126i,0.010137+0.0056172i,0.0064855+0.0030734i,0.0038728+0.0020019i
0.017902-0.019295i,0.024265-0.016691i,0.0095996-0.017762i,-0.0075648-0.028064i,-0.011013-0.031312i,-0.010267-0.029416i,-0.0085248-0.026256i,-0.008461-0.016444i,-0.0068646-0.0068759i,-0.00090289-0.0006071i,0.0044391+0.00042346i,0.0057692-0.0020712i,0.0040814-0.0032882i,0.0022082-0.0030139i,0.0021565-0.0022532i,-0.00030431-0.0012349i,-0.0092098+0.0037533i,-0.020551+0.010827i,-0.023195+0.012887i,-0.016669+0.010864i,-0.010592+0.0091047i,-0.0061503+0.0065766i,-0.0030767+0.0030854i
0.0097036+0.016713i,0.0063484+0.020201i,0.0082256+0.017267i,0.018918+0.028004i,0.02146+0.041658i,0.01543+0.03289i,0.0077667+0.012253i,0.0022503+0.0028213i,-0.0012556+0.0062967i,-0.0024767+0.0097816i,-0.0013434+0.0091501i,0.00048421+0.0079901i,0.0013339+0.005301i,0.000989+0.0012559i,0.00052178-0.000826i,9.803e-05-0.004113i,-0.00033742-0.013302i,0.00012763-0.023047i,0.0014446-0.024105i,0.0015408-0.017374i,-5.6043e-05-0.010476i,-0.0010528-0.0055071i,-0.00042939-0.0023797i
-0.014587-0.00037479i,-0.016621-0.0076885i,-0.012589-0.0076597i,-0.012741-0.011591i,-0.0076895-0.031298i,0.0070409-0.035598i,0.014355-0.0224i,0.0083227-0.016809i,-0.000432-0.015849i,-0.0035444-0.012016i,-0.0028625-0.0076457i,-0.001525-0.005562i,0.00030068-0.0047607i,0.0017182-0.0017065i,0.0020767+0.0021018i,0.0049944+0.00419i,0.012041+0.0053109i,0.019244+0.007367i,0.018942+0.0092679i,0.011522+0.0067747i,0.0051095+0.0028481i,0.001741+0.0005909i,-0.00064258+0.00055414i
0.0054121-0.016563i,0.005453-0.013748i,0.0019211-0.0034975i,0.0053635+0.0091011i,0.011227+0.030445i,0.010021+0.042367i,0.0080192+0.029829i,0.006239+0.012185i,0.004844+0.0053281i,0.0051334+0.0047914i,0.0051231+0.0045557i,0.0034088+0.0039614i,0.0012178+0.0031322i,-0.001706+0.00029396i,-0.0047094-0.0025472i,-0.0074507-0.0010603i,-0.01129+0.0074439i,-0.014666+0.017907i,-0.013244+0.018049i,-0.0066882+0.0099567i,-0.00090688+0.0039496i,0.00035825+0.00035544i,0.00047976-0.0011516i
0.013023+0.0073711i,0.011103+0.00853i,0.0097995-0.0019831i,0.010207-0.015316i,0.0068151-0.020133i,0.0076684-0.018995i,0.011339-0.012921i,0.0091054-0.0078059i,0.0031671-0.0080344i,-0.0017386-0.006728i,-0.0031578-0.0030771i,-0.0041424+0.00025509i,-0.0040208+0.0019137i,-0.0004169+0.001038i,0.0031289-0.00017812i,0.002511-0.0032072i,-0.005036-0.010604i,-0.014599-0.019628i,-0.016228-0.020817i,-0.012182-0.012832i,-0.0091961-0.0043955i,-0.0066432+0.00059618i,-0.0038225+0.0018427i
-0.009106+0.005983i,-0.0089711+0.0083163i,-0.0035983+0.016009i,-0.006538+0.029657i,-0.011597+0.039362i,-0.013667+0.03757i,-0.011181+0.026918i,-0.0028044+0.015709i,0.00086073+0.0058134i,-0.00017912+0.00023991i,-0.0012138-0.0018541i,-0.0019294-0.0034807i,-0.0023517-0.0030784i,-0.0016998-0.0015096i,-0.0014825-0.00044388i,0.0011275-0.00088665i,0.010814-0.0039265i,0.021733-0.0069723i,0.023255-0.0045379i,0.015414-0.0011277i,0.0085576-0.0024207i,0.0052276-0.0037972i,0.0037272-0.002892i
-0.0042995-0.0079856i,-0.0026185-0.010486i,-0.005872-0.012585i,-0.0051931-0.02162i,0.0055934-0.028366i,0.0084536-0.019309i,0.0040234-0.0043232i,0.0045247+2.5549e-05i,0.0058211-0.0018348i,0.004326-0.0015714i,0.0045841-0.00097908i,0.0060285-0.00046365i,0.0065174+0.0012068i,0.0057874+0.0019187i,0.0031916+0.00022153i,0.00024355+0.0018383i,-0.00087587+0.011225i,-0.0010254+0.022586i,-0.0023728+0.022906i,-0.0027954+0.012751i,-0.0016772+0.0049479i,-0.00048432+0.0016732i,-0.0012272-3.3615e-05i
0.0070632-0.0023045i,0.005829-0.0014693i,0.0038655+0.0025721i,0.0018672+0.014044i,-0.012796+0.024394i,-0.026858+0.021765i,-0.0245+0.013092i,-0.016459+0.0072554i,-0.010141+0.0054449i,-0.0066087+0.0038293i,-0.0043539+0.0024037i,-0.0033755+0.002203i,-0.003696+0.0018168i,-0.0017019-0.00054109i,-0.00010767-0.0029134i,-0.0029943-0.0037329i,-0.011841-0.0054027i,-0.021639-0.0072362i,-0.020133-0.006547i,-0.0097631-0.0028898i,-0.0010069+0.0018066i,0.002781+0.0039767i,0.0035815+0.0033936i
