0.001298-0.00079607i,0.00039457-0.0016245i,-0.0003421-0.0023434i,-0.00060507-0.0012985i,-0.00070856+0.00055332i,-0.0016352+0.0010566i,-0.0021815+0.0010579i,-0.0006945+0.0015181i,0.0010747+0.0012507i,0.00139-0.00017382i,0.00080211-0.0009866i,-0.00079675-0.00088583i,-0.0011194-0.0012417i,-3.282e-05-0.0010273i,0.0004342-0.00068101i,0.00047877-0.00053555i,0.00039598+4.1342e-05i,-0.00011367-0.00038521i,0.000257-0.0011743i,4.8854e-05-0.00091597i,-0.00045935-0.0005839i,-0.00012376-0.00067991i,-0.00033478-0.00042964i
-0.00087028+0.00035589i,-0.001053+0.0006273i,-0.00074113+0.00078513i,-0.00010302+0.00029132i,-7.3597e-05-0.00015827i,-0.00014691+0.00027276i,1.8936e-05+0.00036988i,0.00047304+0.00028084i,0.0010037+0.00047971i,0.00041952+0.00026335i,-0.00067978+4.3524e-05i,-0.00075865+0.00051689i,-0.00057516+0.00095402i,-2.2299e-05+0.00021677i,0.00047355-0.0002316i,0.00011393+0.00017312i,-0.00038324+0.00015595i,-0.00029959-0.00018149i,-0.00020317-0.00021973i,-0.00057989+0.00019619i,-0.00080606+2.2903e-05i,-0.00026108-0.00017072i,0.00030562-0.00019261i
-0.00027983-2.238e-06i,-0.00066594+0.00023759i,-0.0012278-0.00021965i,-0.00051084-0.00030206i,0.00015638+0.00023483i,0.00020582-0.00054861i,0.00057625-0.0012007i,0.00094211-0.00022238i,0.00093964+0.00050145i,0.00079554+0.00014611i,0.00033232-0.00065823i,3.3727e-05-0.00058737i,9.1733e-05-0.00024214i,-1.2922e-05-0.00010305i,0.00016805-0.00041852i,0.00056143-0.00033411i,0.00010714+0.00018442i,0.0005837-0.00062844i,0.0010934-0.00087417i,0.00030541-0.00064652i,6.032e-05-0.00099713i,0.00019605-0.00095659i,-9.7506e-05+1.2728e-05i
-0.00051061+0.001063i,-0.0016018+0.0011984i,-0.002061+0.0010688i,-0.0013923+0.0012508i,-5.6425e-06+0.00090537i,0.00072872+0.00018968i,-0.00023842+0.00071275i,-0.00078451+0.0011051i,-0.00019778+0.00061403i,5.1799e-05+0.00078793i,-0.00033975+0.00071925i,-0.00025001+0.00062685i,-0.00029146+0.00071271i,-0.00083663+0.00018477i,-0.00013876+0.00013221i,5.1903e-06+0.00051402i,-0.00016129-0.00051447i,0.00038782-0.0010091i,0.00016852-0.00036756i,-0.00064399-7.4916e-05i,-0.00036838+0.00032439i,8.3991e-05-0.00018998i,3.721e-05-0.00069261i
0.00067898-0.0012704i,0.0001383-0.00092889i,0.00091389-0.0012557i,0.002383-0.001513i,0.0023801-0.0011548i,0.0015935-0.001422i,0.0010388-0.0015023i,0.00045453-0.0013233i,-0.00040628-0.000982i,-0.00022644-0.00045307i,6.287e-06-0.00021494i,-0.00010079-6.5491e-05i,0.00018862+0.00043209i,0.00035368+0.00079225i,-3.5818e-05+0.00089961i,-0.00026178+0.00071603i,-0.00038685+0.00016025i,-0.0011511+0.00046949i,-0.00116+0.00067819i,-0.0003429+0.00029854i,-0.00017074+0.00040674i,5.0201e-05+0.00060494i,-0.00032953+0.00039695i
0.0015029-0.0022675i,0.0009217-0.0016426i,-0.00024622-0.0018828i,-0.00055958-0.001716i,-0.00019981-0.0012696i,-0.0009224-0.0010336i,-0.0012411-0.00045488i,-0.0011836+0.00033276i,-0.00037842+0.00040951i,-1.7638e-05+0.0002539i,-0.00016782+0.00052302i,-4.0887e-05+0.00039593i,-0.00048509-0.0005967i,-0.00019721-0.00052956i,0.00063436-0.00012663i,0.00039935-0.00044929i,-0.00045648-0.00066755i,-0.00071012-0.00041334i,-0.00122+5.0012e-05i,-0.0012926-4.8452e-05i,-0.00096458-0.00036286i,-0.00035654+0.00012976i,0.00032426+0.00092907i
0.00020128+0.0019502i,-6.0253e-05+0.001611i,0.0005159+0.0017731i,0.00081559+0.00096616i,0.00042857+0.00037845i,-0.00030252-5.8347e-05i,-0.00068202-0.00050792i,0.0004573+0.00014495i,0.0015356+0.00094546i,0.00043834+0.00074551i,-0.0001609+0.00086298i,0.00027072+0.0015993i,0.00014023+0.0017468i,0.0003139+0.00076203i,0.00070693-0.0010094i,0.00091518-0.0011264i,0.00042171-0.00045056i,0.00026409-0.00034193i,0.00032383-0.00061921i,-0.00027551-0.00076125i,-0.00053528-8.9335e-05i,-0.00024916-9.3637e-05i,0.00044732-0.00026659i
0.00030795-0.00031681i,0.00087188-0.00076491i,0.0014314-0.0010122i,0.001303-0.00054542i,0.0010857-0.00064105i,0.00066179-0.0011484i,0.00024329-0.00088868i,-2.4852e-05-0.00065849i,-0.00049999-0.00064669i,-0.00031657-0.00030865i,-0.00015344+0.0002601i,0.00010656+0.0010968i,0.00029292+0.0012866i,-0.00053238+0.00056675i,-0.0011996-0.00021129i,-0.0006562-0.00066968i,0.00012545-0.0004418i,9.2688e-05+0.00042198i,-0.00017374+0.00029613i,-0.00037172+0.00023197i,-0.00058444+0.00013953i,-0.00026579-0.00036251i,-0.00011922+1.3513e-05i
0.0001438-0.0014282i,0.00019952-0.0020828i,-0.00058748-0.0018221i,-0.00088813-0.00027441i,0.00028956+0.0011233i,0.0007522+0.00082928i,0.00051419+8.4764e-05i,-0.00021495-0.00025249i,-0.0012854-0.00029716i,-0.0015477+0.00017094i,-0.00067195+0.00048726i,-0.00014824+0.00082664i,-0.00044839+0.00085497i,-0.0010197-0.00014035i,-0.00101-0.00059087i,-0.00077658+0.00012432i,-0.00022242+0.00019245i,-1.6116e-05-0.00027301i,-0.0010469-0.0002305i,-0.0018485-0.00046185i,-0.0014087-0.00041704i,-0.0010231-0.00014431i,-0.00093978+0.00029951i
-0.00071163-0.00030231i,-0.00098525-0.00097362i,-0.00029827-0.00099489i,0.0006332-0.0012755i,0.00048957-0.001586i,-0.00078045-0.001651i,-0.00087495-0.00098947i,0.00020526-3.1176e-06i,0.0003383-3.5661e-05i,0.00018358+0.00023786i,0.00045787+0.00048516i,0.00021519+0.00027525i,-0.00019558+0.00043856i,-0.00021421+0.00096073i,0.00041089+0.00080583i,0.0006187-1.9603e-05i,0.00015788-0.00022799i,0.00020827-0.00018794i,0.00021081-0.00076734i,-0.00032615-0.00098117i,-8.4608e-05-0.0011152i,0.0006333-0.00060361i,0.00014675-0.0003342i
-5.2087e-05+0.00035187i,-0.00033102+0.00030899i,-6.9001e-05-7.5914e-05i,-0.00037196+0.00037248i,3.525e-05+0.0009316i,0.0001138+0.00062948i,-0.00011243-0.00059704i,-0.00017281-0.0011684i,-0.00044905-0.00064279i,-2.8216e-05-0.00032836i,0.00039396-0.00037625i,0.00051808-0.00024146i,-0.00010724+5.9168e-05i,-0.00090888-0.00030426i,9.9153e-06-0.00056508i,0.0004038-7.8789e-05i,-0.00053794-0.00033367i,-0.00028447-0.00072806i,0.00058728-0.00014117i,0.00053622+0.00026222i,5.8751e-05-2.1897e-06i,-0.0011036+0.00043978i,-0.0013713+0.00039125i
-0.0019826-0.0019245i,-0.002331-0.0027278i,-0.0021457-0.0017288i,-0.00071823-0.0002166i,0.00036183-0.00022988i,0.00086759-0.001319i,0.0012839-0.0018251i,0.0010041-0.00063034i,0.000594+0.0002349i,0.00065981-1.7446e-05i,0.00060008+0.00043518i,0.00058286+0.0011767i,0.00019671+0.00075295i,-0.00045653+1.0979e-05i,-0.00027665+0.00014859i,7.2188e-05-0.00025581i,0.00028361-0.00040659i,0.00036955-0.00066465i,0.00014941-0.0013251i,0.00038415-0.001705i,0.00042348-0.00086879i,8.9415e-05+0.00029112i,-0.00030727+0.00025767i
-0.00074049+0.0002006i,-0.00051681-0.00040201i,0.00031892-0.00046346i,0.0011621+0.00029485i,0.001341+0.0010464i,5.64e-05+0.0014415i,-0.00031936+0.0004724i,0.0010717-6.2051e-05i,0.0016475+0.00057859i,0.0010425+0.0011032i,0.00057365+0.0008292i,0.00065269+5.5975e-05i,0.00080996+0.00040467i,0.0012918+0.00074497i,0.0019379-0.00029371i,0.001458-0.00025421i,0.00068255-6.397e-05i,0.0006875-0.00045547i,6.8669e-05-0.0002654i,-0.00062955-5.3571e-05i,0.00015548+0.00021847i,0.00096617+0.00070745i,0.00047549+0.00034059i
0.0019395+0.00029057i,0.001464+0.00063556i,0.0013395+0.0011672i,0.0014622+0.00066692i,0.0011151-0.00087434i,0.00031376-0.00086275i,-5.5241e-05-3.1563e-05i,-7.1847e-05-3.1499e-05i,-0.00022922+0.00026009i,-0.00062256+0.00014158i,-0.00088314-0.00061804i,-0.00070365-0.0010146i,-0.00010714-0.00059774i,-6.9295e-06-1.4146e-05i,0.00010694+0.00022904i,0.00031474+0.00034142i,-0.00012424+0.00015097i,-0.00036737+6.7257e-05i,-0.00032233-0.00024823i,-8.1328e-05-0.00055413i,0.00034742+5.2e-05i,0.00074428-5.7508e-05i,0.00064434-0.00033529i
-0.00014495+0.00079364i,-0.00022243+0.00099048i,-0.0013138+0.00047094i,-0.00047995+0.00019104i,0.00048676+0.0010041i,0.00095982+0.00021031i,0.00083183-0.0006803i,0.00039947+0.00024379i,0.00047937+0.00068593i,0.00023075+0.00042288i,-0.00017397+0.00083297i,0.00016539+0.00096362i,-0.00034567+0.00032062i,-0.00044541-0.00016461i,0.00062636+0.00030254i,0.00075312+0.00012153i,0.00070787-0.00027411i,0.00065775-0.00033137i,-0.00013482-0.00064487i,-0.00033833-0.0010116i,0.00012367-0.0011735i,0.0001807-0.0010343i,-0.0001205-0.00036764i
-0.0008912+0.0021215i,-7.9454e-05+0.00075224i,0.00073951+0.00081352i,0.00059858+0.0012757i,8.7109e-07-0.00017717i,-8.6633e-05-0.0016249i,-0.00017355-0.00071457i,3.3289e-05+0.000856i,0.00050462+0.00078577i,0.00027097+0.00037344i,-0.00068188-2.4497e-05i,-0.00042663-0.00053548i,-3.2265e-05+0.00017397i,4.9718e-05+0.00048724i,0.00079162+0.00019492i,0.00063908-0.00065012i,0.00011836-0.00070545i,0.00033548-0.00060668i,2.6314e-05-0.00062634i,0.00023118-0.00031716i,-0.00037663-0.00044078i,-0.0003932-4.7368e-05i,0.00036413+7.311e-05i
0.0012935+6.8165e-05i,0.0018485+0.00042069i,0.00044548-0.00091301i,-0.00051381-0.0011305i,-0.0009553-0.00063071i,-0.0011227+0.00035482i,-0.00096159+0.00019663i,-0.00037999-0.00038255i,-0.00040925-0.00011232i,-0.00056146-2.3047e-05i,0.00012828-0.0001191i,0.00029313-0.00011233i,0.00026111-2.4277e-05i,0.00040173-0.00017197i,0.00049059-0.00089283i,0.00057771-0.00059595i,0.00055815+1.815e-05i,0.00018929-0.00032512i,0.00019367-0.0011644i,3.4811e-06-0.0011795i,-0.00076411-0.00035409i,-0.0012004+0.00017804i,-0.0010616+9.6014e-05i
0.0012107-0.00023711i,0.00094388+0.00074139i,0.0016042+0.0010295i,0.0022064+0.00032478i,0.0024723-0.00036314i,0.0014557-0.000941i,0.00014012-0.0011105i,0.00022395-0.0010535i,0.00065776-0.00063417i,0.0001539-0.00015622i,1.0339e-05-0.00015982i,0.00065194-0.00042372i,0.00030563-3.4012e-05i,3.2875e-05+0.00039815i,-0.00016533-0.00011054i,-0.00035583-2.2547e-05i,-1.8656e-05+0.00073948i,-9.7323e-05+0.00070688i,0.00048152-0.0001411i,0.00051762-0.00013106i,0.00010834-4.2869e-05i,-0.00012979+7.558e-05i,9.2678e-05+0.00021135i
-0.0028085+0.00077618i,-0.0013803+0.00075397i,-0.0013517+0.00056518i,-0.00072453+0.00026053i,1.1969e-05+0.0002993i,0.0002057+0.00028714i,-7.2009e-05+0.00018297i,0.00051122+0.00072249i,0.0010586+0.00047041i,0.00054667-0.00011175i,-0.00024388+0.00054757i,-0.00084858+0.00080588i,-0.00033108+0.00062454i,0.00011008+0.00082721i,-0.00031378+0.00039406i,-0.00042332+0.00018377i,-0.00045823+0.00025033i,-0.00032423+4.2827e-05i,-0.00020264-5.3359e-05i,-9.536e-05-0.00074409i,0.0003461-0.00049052i,0.00045729+9.3489e-05i,-0.00029669-0.00020767i
-0.00242-0.00086818i,-0.0022524-0.00056594i,-0.0010015+0.00010023i,-0.0001823+0.001043i,0.00025206+0.0009691i,0.00096582+0.00017065i,0.0010654-0.00046609i,0.00041967-0.00016644i,-6.7872e-05+0.00078863i,-0.00022357+0.00079888i,-0.00025755+0.00016966i,4.6871e-05+0.00026725i,5.739e-05+0.00065995i,0.00050644+0.00047492i,0.0011595-2.9344e-05i,0.00099029-0.00016577i,0.00040505+0.00022786i,0.0001213+0.00011036i,-3.3002e-05-0.00059675i,-0.00020861-0.00091797i,-0.00046956-0.00017952i,-5.2319e-05+0.00013583i,0.0008598-3.813e-05i
0.00031071-0.00035446i,0.0013395-0.00054376i,0.0016699-5.1226e-05i,0.0010248+0.00051358i,0.00014705+8.3369e-05i,0.00023976-0.0011704i,0.00077326-0.00098168i,-0.0001233+0.00025088i,-0.00061184+0.00047474i,3.3578e-06-0.00062825i,0.00062394-0.00064504i,4.1547e-05-2.2441e-05i,-0.000617+5.329e-05i,-0.00021945+1.342e-05i,0.00054909-0.00036838i,0.0011603-0.0008151i,0.000797-0.0013252i,7.0514e-06-0.00090785i,-0.00053624-0.00011881i,-0.00017178-0.00021988i,0.00029644+0.00013556i,0.00038652+0.00015176i,0.00015579+0.00025178i
0.00048242+0.0019891i,0.0021413+0.0026147i,0.0022778+0.0026354i,0.0016511+0.0012605i,0.0015055+0.0005698i,0.00090551+0.0004311i,0.00054192-0.00032556i,0.00093136-0.00049315i,-3.6432e-06-0.00019091i,-0.00076692-0.00059234i,-0.00026649-2.1895e-05i,0.00041265+0.00053595i,0.0012515+0.00054702i,0.0018987+0.00081639i,0.0015985+9.9642e-05i,0.00076797-0.00095947i,0.00030737-0.00072602i,0.00018486+0.00083963i,-0.00039113+0.0013089i,-0.0004163-4.1274e-06i,0.00067493-0.0005152i,0.00065487+0.00015162i,0.00061756+0.00059946i
-0.000474-0.00010817i,-9.641e-05+0.00041895i,-0.0001971+0.0002553i,3.0142e-05+0.00036985i,0.00018338+0.00014375i,-0.00014722-0.00042453i,-0.00035766-0.00072699i,-0.00043606-0.00032569i,-0.00018833+0.00042902i,-1.371e-05+0.0008469i,0.00061579+0.00088178i,0.0002924+0.00080919i,0.00015336+0.00082107i,0.0002422+0.00047672i,2.9453e-05+6.4035e-05i,0.0001058+0.00090034i,0.00026304+0.0010044i,-0.00013794+8.4494e-05i,-3.5993e-06-0.00031903i,0.00013988-3.8401e-06i,0.00035429-0.0003085i,0.00016036-0.0003878i,-0.00044239-2.1934e-05i
0.0013861+0.0016593i,0.00098031+0.0020184i,0.00015928+0.00025173i,0.0010002-0.00091062i,0.0019109-0.00024461i,0.0012535-0.00026097i,0.00039709-5.0498e-05i,-0.00043329+0.00044025i,0.00020153-0.00047888i,0.00066155-0.0010264i,0.00014091-0.00026432i,-0.00011856+0.00013811i,-0.00086312-0.00024251i,-0.00020126-0.00022346i,0.00086389-0.00062507i,0.00059717-0.0011816i,0.00052002-0.00097814i,0.00072818-0.00075383i,0.00060515-0.001098i,0.00058308-0.00082566i,0.00070338+0.00015355i,0.00023325+3.3806e-05i,-0.0010294+5.5533e-05i
-0.00075368+0.00041737i,0.00069276+0.00087754i,-0.00018988+0.00027392i,8.531e-05+0.00036186i,0.00044345+0.00083933i,0.00031509+0.00010259i,0.00086372-1.7382e-05i,0.00085351+8.8286e-05i,0.00072754-0.00023702i,0.00068101-0.00060961i,0.00069038-0.00098894i,0.0011091-0.00051951i,0.00076703+0.00057518i,0.00048906+0.00092412i,0.00041652+0.00016499i,-0.0002513-0.00057847i,-0.00073141-0.00018397i,-0.0006115+9.119e-05i,-0.00026174+0.00037379i,0.00012941+0.00030778i,0.00072027-0.0003341i,0.00084315-0.00036362i,0.000337-4.4254e-05i
-7.5167e-05-0.0018737i,-0.00042768-0.0018856i,-0.00010496-0.0018115i,0.00024573-0.0010429i,0.00037504+0.00021233i,4.6584e-07+0.00063585i,-0.00015998+0.00078934i,-0.00017657+0.00096982i,-0.00019214+0.00057247i,-0.00028188+0.0005985i,-0.00070806+0.0011381i,-0.00053918+0.001118i,-8.8395e-05+0.00020465i,-4.7423e-05-0.00048016i,-0.00071688+3.0023e-05i,-0.00070847+0.00017151i,-0.00038113+0.00021811i,-0.00030636+0.00037153i,-0.00015875+8.4427e-05i,-8.3267e-05-0.00042038i,-0.00035153-0.00066367i,-0.00046487+0.00010691i,-0.00064974-1.736e-05i
-0.001537+0.00018854i,-0.0015515+0.00043393i,-0.0020494+0.00076153i,-0.0020828+0.00065838i,-0.0011403-8.5123e-05i,0.00080652-0.0004541i,0.00072539+0.0001083i,-0.00047741+0.00036757i,-0.00059498+0.0010161i,-0.00010696+0.00098312i,2.4261e-06+0.00084508i,-0.00052959+0.0013539i,-0.00035161+0.00095312i,0.00055563+0.00063267i,0.0007262+0.00078292i,0.00042335+0.0007939i,0.00029701-5.346e-05i,0.00017253-0.000748i,-0.00030696-0.00054473i,-0.00069788-0.00074395i,-0.00016351-0.00057111i,0.00012692+0.00026047i,-0.00051843+0.00060671i
-0.00064658-0.0015753i,-0.00037254-0.0010507i,-0.00054444-0.00078975i,-2.6404e-06+7.151e-05i,0.00044649+0.00095066i,7.5687e-05+0.00045992i,9.4355e-05+1.5525e-05i,0.00043374+0.00079878i,0.00022346+0.00094865i,0.00011252+0.00047303i,0.00025311+0.00066314i,0.00036393+0.0012397i,0.00013378+0.0010331i,-0.00082004-3.9251e-05i,-0.00094486-0.00014924i,-0.00016553+0.00054879i,0.00068289+0.0010443i,0.00098103+0.00056767i,0.00092201-2.6798e-05i,0.00053265-0.00028317i,2.6419e-06-0.00080946i,2.1899e-05-0.00041172i,0.00025946+0.00050864i
-0.0020624-0.0010506i,-0.002772-0.0014228i,-0.0025751-0.00029173i,-0.0012017+0.00085811i,0.0012141+0.00066419i,0.0021846+0.00022744i,0.0011862+0.00047484i,0.00029642+0.00058661i,0.00042406+0.00032682i,0.00045577-0.00011602i,0.00035344+5.7939e-05i,0.00069442+0.00039545i,0.00061334+0.00010226i,0.00028612-7.0583e-05i,9.7433e-05-0.00011267i,0.00049719-0.00051743i,0.00028433+3.9307e-06i,7.1464e-05+0.00052945i,-0.00020996+0.00017366i,-0.00034199-0.00019569i,-0.00095829-2.766e-05i,-0.0016674+0.00037898i,-0.001116+0.00033006i
0.0010011-0.00137i,0.00037535-0.002514i,0.00044312-0.0028122i,0.00010783-0.00061942i,-0.00019074+0.00079024i,-0.00020855-0.00015894i,9.6341e-06-4.0855e-05i,0.00038579+0.00072026i,0.00046094+0.00051557i,0.00076401+0.00037126i,0.00057669+0.00035986i,-0.00019529+0.00080474i,-0.00039214+0.00062258i,-0.00026371-0.00046556i,-0.00017099-0.00052817i,0.00030802-0.00018109i,0.00052332-0.00048674i,0.00017355-0.0012493i,-0.00017517-0.0012379i,-7.4979e-05-0.00049911i,-0.00026045+0.00018578i,-8.086e-05+0.00048658i,0.00045001-0.00023685i
0.0020048+0.00020983i,0.0013076-0.00017485i,0.0019307-0.00041359i,0.001927-9.3084e-05i,0.001281-0.00046503i,0.00075165-0.00090476i,-0.00027645-0.00087851i,-0.001052-0.00032531i,-0.00022681+0.00014838i,0.00091651+0.00036252i,0.0011171+0.00053878i,0.00044775+0.00064344i,0.00017179+0.00088258i,0.00065596+0.00061803i,0.00032966+0.00036687i,-0.00043022+0.00029198i,-0.00025305+0.00027075i,0.00046249-0.00014721i,0.00011788-0.00021765i,-0.00087777-0.00030622i,-0.00034806-0.00017025i,0.000136+0.00030457i,0.00020979+0.0003857i
0.0016038+0.00052606i,0.0013934+0.00015434i,0.0015943+0.00034542i,-5.5471e-05+0.00052108i,-0.00049414+0.00023668i,0.00023565-0.00033341i,0.0003397-1.2301e-05i,0.00064289+0.00061389i,0.00072704+0.00011261i,-0.00049803-0.0009092i,-0.001081-0.00096814i,-0.00030833-0.00015141i,-0.0006533-0.00083983i,-0.00078532-0.0010365i,-0.00021537+0.00020364i,-0.00033307+0.0012816i,-0.00045478+0.00088881i,0.00012442+0.00068426i,0.00048124+0.0017024i,0.00024034+0.0014425i,-0.00021706+0.00019413i,-0.00058344+0.00020614i,-0.00035308+0.00029513i
-0.001095-0.00041112i,-0.0019395-0.00047044i,-0.0011905-0.00014488i,-0.00010477+7.7498e-05i,0.0011496-9.9952e-05i,0.0013529-0.00030287i,0.00069696-0.00075065i,-0.00028966-0.00051534i,-0.0001479+0.0003327i,0.00019424+7.8932e-05i,0.00034041+0.00069878i,0.00042407+0.00087514i,-0.00051756+0.00014284i,-0.00086561+0.00039824i,-0.00051676+0.00029634i,-3.2123e-05-0.00016618i,-0.00059153-0.00040575i,-0.00082006-0.00063611i,-0.00014443-0.00074825i,7.0064e-05-0.00022718i,8.5036e-05+0.00035598i,0.00020014+0.00025878i,0.00011402+0.00043607i
0.0031922-0.0024075i,0.0028366-0.0018058i,0.0033186-0.0020355i,0.0018868-0.0017013i,-0.00090549-0.0008184i,-0.0015447-0.00029324i,-0.00094552+0.00043087i,-0.0007067+0.0010124i,-0.00059164+0.0010783i,-0.0007368+0.00066834i,-0.00042982+0.00028382i,0.00020374+0.00064478i,-0.00017375+0.00080192i,-7.6617e-05+0.00027755i,5.2658e-05+0.00027575i,-0.00052141-0.00055279i,0.00017945-0.0011109i,0.00081144-0.000477i,0.00063486+0.00010875i,-0.00011414+6.2677e-06i,-0.00030192-0.00039072i,0.00012138+5.132e-06i,-4.9135e-05+0.00054558i
-0.0021597-0.00071998i,-0.0019952-0.00045978i,-0.0019553+0.00037012i,-0.0012231+0.0013545i,-7.723e-05+0.0013426i,0.0010344+0.0013507i,0.00094514+0.00085389i,-0.00020974+0.00089157i,-0.00031921+0.0010755i,8.608e-05+0.0010948i,0.00024777+0.0014779i,0.00012396+0.0010732i,0.0004085+0.00045642i,0.00054078+0.0003717i,0.00031258+0.00021859i,0.00019837+0.00044178i,-0.00014428+0.00072084i,-2.6245e-05+0.0003461i,-0.00010332-0.00047367i,0.00024884-0.00030575i,0.00046441+0.00010425i,0.0002812-0.00023568i,0.00010804-0.00025779i
-0.0016527+1.9386e-05i,-0.0009293+0.0002962i,-0.00059683+0.00061891i,-0.00027267+0.00096175i,0.00065901+0.0010505i,0.0012392+0.00084002i,0.00034843-1.4242e-05i,0.00052705-0.00034751i,0.0010894-0.0006615i,0.00057619-0.00026688i,-0.00045075+0.00059229i,-0.00057558+0.00070278i,-0.00021844+0.00071266i,-0.0001369+0.00073841i,-0.00013606+0.00043893i,5.9309e-05-6.978e-05i,0.00016898-0.00059704i,-0.00029762-0.00040548i,-0.00073052+0.00044923i,-0.00025516+0.00027311i,-0.00018551-0.00026149i,-0.00087734-0.00035704i,-0.00040219-0.00034281i
0.002391-0.0018905i,0.0021502-0.0017918i,0.0018108-0.0019361i,0.00048628-0.0009551i,-0.00070082-0.00025691i,6.5009e-05-0.00031075i,0.00083946-1.0165e-05i,0.00024086+0.00054785i,-0.00010059-0.00020567i,-0.00042793-0.00090635i,-0.00057009-0.0012304i,0.0001103-0.0010575i,0.00044784-0.00032758i,0.00024933-0.00014336i,0.00022664+0.00020595i,4.4004e-05+0.0002112i,-6.3876e-05+0.00017162i,0.00038711+0.00059281i,0.00047933+0.00018888i,0.00023278+0.00048896i,0.00044619+0.00089985i,0.00044294-1.7885e-05i,-0.00035721-0.00045792i
0.00082834+0.0016905i,0.00014277+0.0019188i,0.0005443+0.00041261i,0.00078956-0.00018831i,0.00052921+0.0005097i,0.00080084+0.000122i,0.00055219-2.8182e-06i,-0.00035331+0.00029564i,-0.00041192-0.00015625i,-0.00043988+0.00021562i,-0.00028113-0.00015155i,0.0001428-0.0012123i,-2.552e-05-0.00058683i,0.00015153+0.00052366i,0.00077057+0.00075054i,0.00063273+0.00060726i,0.00046511-0.00045434i,0.00042477-0.00091957i,0.00017693-0.00039033i,-0.00057308-0.00024263i,-0.0010243-0.00041383i,-0.00083214-0.00030048i,-0.00089339+0.00019206i
-0.00041981-0.00048906i,-0.0012898-0.0010768i,-0.0010773+0.00018276i,-0.00033018+0.0014198i,-0.00021365+0.00056194i,-0.00035836-0.00032179i,-0.00027684-0.00034551i,-0.00026612+0.00059398i,-0.00029419+0.0010877i,-0.0004095+0.00086144i,-0.00043237+0.00034762i,-0.00057063-7.2669e-05i,-0.0001742+0.0001663i,7.5807e-05+0.0011738i,-0.00032213+0.00082498i,-2.0116e-06-0.00040929i,0.00084412-0.0003797i,0.00083959-0.00021526i,0.00057214-0.00026326i,0.00044385-0.00046691i,0.00031107+2.8898e-05i,-0.00022945+0.00096845i,-0.00036057+0.00086848i
-0.0013286+0.0012869i,-0.0022924+0.00073774i,-0.0021876+0.0023431i,-0.0017476+0.0027416i,0.00024349+0.001428i,0.00093291-1.1384e-06i,0.0001013-0.00064373i,0.00051225+2.35e-05i,0.00079442+0.0003996i,0.00060533+0.00030379i,0.00048106+0.00032749i,0.00055655+9.0394e-05i,9.83e-05+9.5332e-05i,0.00011395+0.00044451i,0.00064739+0.00068681i,0.00048366+0.00056185i,-0.00020702-0.00043199i,-0.00046119-0.0010369i,-0.0004709-0.0003147i,-6.8123e-05+0.00082428i,0.00043065+0.00078622i,0.00046807-0.00031947i,0.00014792-4.6139e-05i
0.00061556-0.0015502i,0.00097259-0.0026846i,0.0010007-0.0021594i,0.0013787-0.00092282i,0.0013026-0.001176i,0.00084085-0.0013494i,0.0001769-0.00031061i,2.4973e-05-8.3993e-05i,9.9866e-05-0.00044049i,-0.00024111-0.0006175i,-0.00057563-0.00056571i,-8.1904e-05-0.00038978i,-0.00021736-0.00017283i,-0.00092269-0.0003291i,-0.00037767-0.00056526i,-2.6383e-05-0.00049108i,-0.00027769+0.00015831i,-0.00061563+0.00032255i,-0.00069365-0.0003976i,-3.1781e-05-0.00066406i,0.00054632-0.00027529i,0.0005493-0.00026195i,-0.00023194-0.00056445i
0.0016637+0.0012868i,0.0015812+0.00022958i,0.0012603+0.00051219i,0.0011961+0.00052002i,0.0010071-0.00060021i,0.00088026-0.0015092i,0.00049118-0.00070866i,0.00023176+0.0010174i,0.00075147+0.0013585i,0.00064085+0.00051682i,-0.0002038-0.00013242i,-0.00068824-0.00053806i,-0.00047311-0.0005972i,0.00021618-0.00016888i,0.00053485+0.00026846i,0.00096791+0.00031237i,0.00027782-0.00031102i,-0.00021985-0.00091475i,0.0001053-0.00025151i,-0.00012519+0.0001138i,-0.00018423-0.00032795i,0.00032461-0.00082859i,0.00050222-0.00076361i
-0.00019172-0.00028521i,-0.00031524-0.00040131i,9.6561e-05-0.00055755i,0.000797+0.00040275i,0.00091038+0.00066533i,0.00074765-0.00059164i,-3.0479e-05-0.00013331i,-0.00053184+0.00096982i,-0.00084994+0.0010862i,-0.00069163+0.00048832i,-7.8238e-05+0.00046113i,-0.00030064+0.00056657i,-4.6028e-05+0.00058237i,0.0002508+0.00046588i,-0.00023878-0.00017108i,0.00049628+0.00035857i,0.0010466+0.00095929i,0.00049361+0.00062482i,-0.00027233+0.00077627i,-0.00079502+0.00085712i,-0.0006187+0.0002428i,-0.00031226-0.00010489i,-5.4721e-05-0.00011599i
0.0017393-0.00043015i,0.0022033+0.00074567i,0.0014234+0.00089498i,0.0011076+0.0003658i,0.000861-0.00044595i,0.00078455-0.0014077i,0.00065046-0.0012224i,0.00033365-0.00052531i,0.00039235+0.00016709i,0.00081656+0.00012065i,0.00058509-7.3612e-07i,-0.0002373+0.00018874i,0.00027994+0.00016431i,0.00064741-0.00046563i,-7.6755e-05-0.00053336i,0.00012404-0.00043425i,0.00099495-0.00052554i,0.00091102-0.0003494i,0.00034705+0.00033103i,0.00070042+0.00043351i,0.0011703+5.1963e-05i,0.0006466+8.698e-05i,-6.7458e-05+8.5336e-05i
