0.0025214+0.00067843i,0.0019046-0.00034213i,0.0010941-0.0024618i,-0.00066682-0.0029928i,-0.0027951-0.0010464i,-0.0041688+0.0016174i,-0.0031142+0.002535i,-0.0011231+0.0021508i,0.00047638+0.0012246i,0.00095436-0.00029948i,0.00023512-0.0015617i,-0.00037238-0.0014124i,-0.0010375+0.00016281i,-0.0009169+0.00055764i,-0.0010188-4.6475e-05i,-0.00078556-0.00020264i,-0.00036343-0.00030467i,-0.0005063-0.00021269i,-0.00074016+0.00049259i,-0.00089754+0.0012851i,-0.00043423+0.00089722i,-0.00023942-0.00018993i,-0.00073303-5.283e-05i
-0.012952-0.0066592i,-0.020232-0.015713i,-0.02148-0.019151i,-0.001623-0.0040213i,0.036523+0.013646i,0.047548+0.020118i,0.024097+0.019624i,-0.001405+0.024217i,-0.0097407+0.027575i,-0.0066015+0.022771i,-0.0011244+0.015652i,0.00057975+0.0079163i,-0.0011769+0.0028058i,-0.00043682+0.00099031i,0.0034351-0.0014431i,0.0052823-0.0031738i,0.0044229-0.0020413i,0.0031064-0.0004672i,0.0012733+0.00020907i,-0.0011664+0.00083044i,-0.0029547+0.0020069i,-0.0030859+0.0026843i,-0.0024134+0.0026178i
-0.0042766-0.01223i,-0.0055352-0.025671i,0.0086752-0.034369i,0.030032-0.040754i,0.042485-0.043188i,0.049938-0.028846i,0.048262-0.0046648i,0.039348+0.013712i,0.029856+0.020949i,0.019747+0.019241i,0.011482+0.014956i,0.0079836+0.010517i,0.0078554+0.0060644i,0.0082009+0.0039875i,0.0086179+0.0031515i,0.0078934+0.0027829i,0.0053117+0.0029883i,0.0033283+0.0022131i,0.0021507-0.00037253i,0.00012309-0.002666i,-0.0014862-0.002161i,-0.0016407+0.00018321i,-0.00063782+0.0016402i
0.0044597-0.0176i,0.018605-0.02307i,0.019143-0.026774i,-0.00032849-0.033702i,-0.01846-0.039073i,-0.016569-0.03532i,0.0082344-0.021693i,0.032187-0.017047i,0.032588-0.018129i,0.02027-0.013172i,0.0092676-0.0089203i,0.0021682-0.0054773i,0.0010162-0.002547i,0.0010763-0.0023835i,-0.00035308+0.00036552i,-0.00067096+0.0032342i,-0.00025977+0.002159i,-0.00045311-0.00024514i,-0.00054138-0.0023352i,0.00042205-0.00393i,0.00030109-0.0046085i,2.7447e-05-0.0032515i,0.0001991-0.001449i
0.025421+0.0062677i,0.039198+0.0129i,0.036173+0.02244i,0.0071392+0.02351i,-0.042457+0.010801i,-0.064959+0.0018939i,-0.042048-0.010353i,-0.016004-0.027038i,-0.0079224-0.033117i,-0.0061486-0.026301i,-0.003224-0.018831i,-0.0016105-0.01403i,-0.00096935-0.00822i,-0.0020603-0.004162i,-0.006061-0.0023611i,-0.0088461-0.00079209i,-0.0078075-0.00035739i,-0.0041631+0.0010147i,1.4166e-05+0.0016173i,0.0029073-0.00085795i,0.0043581-0.0029128i,0.0034867-0.0026896i,0.0016072-0.0014672i
0.001106+0.023285i,-0.0024837+0.047186i,-0.0016166+0.054333i,0.001543+0.051854i,0.0042009+0.056659i,-0.0036333+0.038228i,-0.02287+0.0068009i,-0.038938-0.0054965i,-0.038208-0.0025802i,-0.024512+0.00087091i,-0.011982+0.0014765i,-0.0053152+0.00064392i,-0.0036563+0.00097789i,-0.0043946+0.00051045i,-0.0038019-0.0023598i,-0.0026908-0.0044453i,-0.0019688-0.0050836i,-0.00040155-0.0039689i,-0.00036273-0.00094423i,-0.00088458+0.002376i,0.00020356+0.0018512i,0.00041147-0.0010603i,-0.00071167-0.0020801i
-0.01818+0.0070118i,-0.035811+0.011943i,-0.035006+0.023503i,0.0049724+0.033902i,0.051582+0.022441i,0.05191+0.0088578i,0.010531+0.0083121i,-0.020246+0.020485i,-0.021545+0.02806i,-0.013007+0.022807i,-0.0055685+0.01649i,0.00022205+0.011959i,0.0041329+0.0086376i,0.0063535+0.0075953i,0.0066584+0.0061193i,0.0067519+0.0037348i,0.0070956+0.0016658i,0.0049942+0.0013218i,0.0016589+0.0028062i,-0.0001126+0.0031355i,-0.00012451+0.0025176i,-1.2511e-05+0.001458i,-0.00030262+0.00094473i
-0.021169-0.011095i,-0.041025-0.018748i,-0.046859-0.027536i,-0.031843-0.035696i,-0.0096972-0.037424i,0.0082523-0.024918i,0.012682+0.0035523i,0.014799+0.022719i,0.019526+0.018833i,0.014813+0.0090332i,0.0047782+0.0061126i,-0.0026235+0.0072115i,-0.0062552+0.0069627i,-0.0047316+0.0057226i,-0.0010731+0.0052875i,0.0012555+0.0063262i,0.0025059+0.0056002i,0.0023792+0.0019643i,0.00072973+0.000285i,-0.00017024+0.0014406i,-0.00050949+0.0032723i,-0.001051+0.0043983i,-0.0011082+0.0031941i
-0.0030523-0.025529i,-0.0030235-0.043678i,-0.018275-0.05186i,-0.052349-0.039213i,-0.075145-0.025156i,-0.070104-0.0058854i,-0.029293+0.014885i,0.015035+0.0096661i,0.027915-0.0081358i,0.020691-0.014524i,0.012617-0.013347i,0.0061241-0.011806i,0.00048836-0.0089461i,-0.0037015-0.0043256i,-0.0052676+0.0016029i,-0.0052716+0.0057757i,-0.0049519+0.0062939i,-0.0041433+0.0045663i,-0.0020828+0.0020846i,0.00028862+0.00026006i,0.0014755+0.00065337i,0.0022264+0.0023051i,0.0021221+0.0029522i
0.018656-0.014495i,0.029561-0.022807i,0.031534-0.019484i,0.0034386-0.0062013i,-0.045968+0.015113i,-0.052017+0.024021i,-0.02011+0.0062592i,-5.446e-05-0.015665i,-2.6033e-05-0.019407i,0.00013557-0.0085196i,0.0069278-0.0030371i,0.0083329-0.0062948i,0.0011203-0.0075717i,-0.0050033-0.0057189i,-0.0071966-0.0051023i,-0.0083018-0.0052963i,-0.0083256-0.0039786i,-0.0068445-0.001602i,-0.0044024-0.0011414i,-0.0017235-0.0015898i,2.6573e-05-0.00063352i,-0.00015386+0.00061012i,-0.00064986+0.00071043i
0.015688+0.005878i,0.04077+0.01739i,0.048507+0.018881i,0.047272+0.02194i,0.060986+0.031936i,0.056316+0.016115i,0.025788-0.018154i,-0.0083615-0.024934i,-0.021991-0.0051891i,-0.015941+0.0098125i,-0.006858+0.0133i,0.0034666+0.010096i,0.01098+0.0035099i,0.010002-0.0012347i,0.0077288-0.0031459i,0.0069215-0.0051698i,0.0052902-0.0067883i,0.0026517-0.0057864i,-0.00013817-0.0039599i,-0.001092-0.0033994i,-0.00091149-0.0045144i,-0.0014873-0.0050199i,-0.0022273-0.0041675i
-0.0024657+0.018678i,-0.012741+0.035889i,0.00089529+0.036761i,0.043486+0.010186i,0.076815-0.026024i,0.075052-0.043648i,0.037259-0.040192i,0.0017733-0.021179i,-0.0076256-0.0019912i,-0.0094516+0.0024629i,-0.017402+0.0049218i,-0.019005+0.014134i,-0.0089294+0.017236i,0.00070184+0.0092809i,0.0051688+0.002018i,0.00763-0.00038185i,0.0091548-0.002796i,0.0092597-0.0035257i,0.0060841-0.001074i,0.001268+0.00035156i,-0.0017166-0.00038842i,-0.0029676-0.0026402i,-0.0026102-0.0036528i
-0.022102+0.0068017i,-0.03902+0.011109i,-0.042205+0.0023269i,-0.036181-0.020405i,-0.035237-0.035782i,-0.037805-0.025548i,-0.027617+0.0033187i,-0.0076975+0.016329i,0.0058572+0.0027933i,0.0049884-0.013785i,-0.0047281-0.018143i,-0.012201-0.012461i,-0.010604-0.0042042i,-0.0044898-0.0009175i,-0.0012445+0.00056804i,0.00060667+0.0037011i,0.0033722+0.0047748i,0.0039161+0.0029342i,0.0020884+0.00027653i,0.00058576-0.00075733i,-0.00092323+8.1049e-05i,-0.00076478+3.3702e-05i,0.0015729-0.00014952i
-0.019191-0.023328i,-0.03525-0.027918i,-0.052516-0.005244i,-0.072996+0.024783i,-0.10153+0.022834i,-0.11225+0.025674i,-0.073746+0.043585i,-0.017934+0.034603i,0.0079058+0.009489i,0.013482-0.0034437i,0.017852-0.0098636i,0.01271-0.014109i,0.00012585-0.0091102i,-0.0076445+0.0011413i,-0.0091415+0.005523i,-0.0099748+0.0053959i,-0.011115+0.0058887i,-0.0094312+0.0076031i,-0.004479+0.0054191i,-0.00021441+0.00085156i,0.0017743+0.00089209i,0.0030595+0.0039945i,0.0037425+0.0060946i
0.02036-0.026541i,0.02631-0.03646i,0.028609-0.029913i,0.013095+0.0020719i,-0.015315+0.049876i,-0.027669+0.062929i,-0.020803+0.047655i,-0.0078003+0.032016i,-0.0019869+0.022066i,0.0044412+0.021971i,0.019654+0.015687i,0.024974-0.0021837i,0.014386-0.011763i,0.004822-0.007836i,0.0012823-0.00064746i,-0.0016739+0.0027634i,-0.0046374+0.0028382i,-0.0053356+0.0018711i,-0.0034343+0.00042191i,-0.00087006-0.00060199i,0.0006276-0.0010665i,0.0014182-0.00057591i,0.00060271+0.00097085i
0.0299+0.0086499i,0.04471+0.0048313i,0.041291+0.0094692i,0.052412+0.025518i,0.089667+0.020277i,0.096055-0.0094353i,0.055873-0.03588i,0.014526-0.026152i,-0.0020924-0.0019632i,-0.0079074+0.012467i,-0.0074701+0.022793i,0.0032347+0.024556i,0.010487+0.014975i,0.0070683+0.0067264i,0.0021086+0.004059i,0.0025746+0.0014627i,0.00377-0.0019905i,0.0027817-0.0028772i,0.0025233-0.000295i,0.0039448+0.00187i,0.0035674+0.002247i,-0.0004736+0.00087341i,-0.0048814-0.00048629i
0.0016548+0.031258i,0.003202+0.037154i,0.011483+0.0015065i,0.023515-0.049619i,0.048278-0.064971i,0.070226-0.058944i,0.052609-0.05232i,0.015445-0.041238i,-0.0030272-0.027035i,-0.013698-0.020356i,-0.027831-0.011392i,-0.02879+0.0030964i,-0.015747+0.0065489i,-0.0054905-0.0020246i,-0.0010493-0.0067448i,0.0039829-0.0048334i,0.0081854-0.0036554i,0.0073109-0.0047146i,0.0038361-0.0047548i,0.0004849-0.0016414i,-0.0015516+0.00026937i,-0.0035928-0.0021439i,-0.0047572-0.0046118i
-0.035857+0.021526i,-0.055266+0.033525i,-0.0692+0.034413i,-0.084312+0.014169i,-0.094745-0.01227i,-0.079964-0.020923i,-0.046206-0.019619i,-0.021945-0.021449i,-0.011813-0.02347i,-0.0059198-0.02523i,-0.0080528-0.024276i,-0.014564-0.011306i,-0.014779+0.0036636i,-0.010418+0.0051176i,-0.0061275+0.00046845i,-0.0040779-0.00029466i,-0.0024969+0.00031443i,-0.00074136+0.00056472i,-0.00071471+0.00086227i,0.00028773+0.00040838i,0.0023542+7.4823e-05i,0.0036278+0.00040424i,0.0044382-0.00045113i
-0.040655-0.026168i,-0.049661-0.039881i,-0.04638-0.028302i,-0.056373+0.0010666i,-0.091746+0.025435i,-0.10056+0.04926i,-0.059697+0.057388i,-0.019343+0.037658i,-0.003029+0.019155i,0.011434+0.012267i,0.023507-0.001502i,0.016338-0.018137i,0.0012962-0.018508i,-0.0012673-0.006078i,0.0013171+0.00079647i,-0.0017211+0.0016154i,-0.0048933+0.0038749i,-0.0045113+0.006i,-0.0038327+0.0045972i,-0.004516+0.0016114i,-0.0047118+0.002134i,-0.0011949+0.0044658i,0.0046416+0.0037602i
0.010592-0.035237i,0.026978-0.030501i,0.049872-0.0038515i,0.059711+0.023611i,0.044951+0.040357i,0.0062757+0.035034i,-0.014831+0.028052i,-0.0042113+0.028272i,0.0098799+0.025255i,0.016127+0.024412i,0.022106+0.020454i,0.026084+0.0094908i,0.022862+0.0027467i,0.014151+0.0039927i,0.0065385+0.0058356i,0.0011739+0.0043054i,-0.0037972+0.0018152i,-0.0049055+0.00077427i,-0.0023344+0.00016695i,-5.6273e-05+0.00066444i,0.0014518+0.001616i,0.0015842+0.0025321i,-0.00017704+0.0043173i
0.04286-0.029955i,0.046979-0.048364i,0.058047-0.050296i,0.093616-0.045093i,0.11774-0.042073i,0.1025-0.034051i,0.063827-0.019984i,0.036868-0.0031689i,0.021191+0.00047715i,0.0011329-0.00075422i,-0.013228+0.0066553i,-0.013625+0.0099995i,-0.0085512+0.0016458i,-0.0051235-0.006451i,-0.002453-0.0069224i,0.0021208-0.0061562i,0.0046967-0.0080037i,0.0030293-0.0077551i,-0.00015898-0.0052948i,-0.0021846-0.002372i,-0.0030137-0.0011444i,-0.0060147-0.0028833i,-0.0082097-0.0024101i
0.039994+0.033798i,0.049286+0.056769i,0.025169+0.048428i,-0.0046588+0.009925i,-0.008422-0.030139i,-0.008753-0.044383i,-0.010922-0.034315i,-0.0095788-0.025949i,-0.009565-0.02543i,-0.017368-0.024656i,-0.023213-0.015725i,-0.016894-0.0023944i,-0.0059289+0.0025715i,-0.0031585-0.0010134i,-0.006107-0.0028327i,-0.0041024-0.00094241i,0.0028687-0.00051841i,0.0067389-0.0027222i,0.0064848-0.0049133i,0.0046911-0.0053513i,0.0026984-0.0068443i,0.00030164-0.0082087i,-0.0024531-0.0056983i
-0.017587+0.041416i,-0.062509+0.041229i,-0.1068+0.022658i,-0.13009+0.0080514i,-0.12584+0.0097742i,-0.084113+0.0095715i,-0.039739+0.0032359i,-0.019599-0.0017092i,-0.013952-0.0021114i,-0.0029961-0.004516i,0.0039567-0.013842i,-0.0022008-0.015149i,-0.0086914-0.0066496i,-0.0080431-0.0013633i,-0.0041377+1.2437e-05i,-0.0019438+0.0019411i,-3.8693e-05+0.0046155i,0.0033622+0.006303i,0.0049481+0.0053851i,0.0036489+0.0020826i,0.0010127-0.00055142i,0.00022874-0.0016772i,0.0017137-0.0025711i
-0.035027+0.026713i,-0.036204+0.023022i,-0.027534+0.037974i,-0.030515+0.070093i,-0.043303+0.069361i,-0.050891+0.041669i,-0.046704+0.020517i,-0.03473+0.016203i,-0.013108+0.021409i,0.011729+0.021097i,0.026528+0.0099136i,0.025245-0.00069921i,0.016984+0.0014324i,0.01357+0.0087152i,0.010357+0.011012i,0.0029875+0.010389i,-0.0025752+0.0094019i,-0.0040087+0.0067277i,-0.0020654+0.0030559i,0.00075703+0.00016235i,0.002231-0.00061238i,0.003503+0.00014536i,0.0036638+0.0010813i
-0.04335-0.034993i,-0.037613-0.062127i,-0.0062744-0.070741i,0.039309-0.042194i,0.086158-0.0038991i,0.097379-0.0025766i,0.065013-0.013943i,0.031204-0.0055846i,0.016452+0.007228i,0.0074259+0.014352i,-0.00086747+0.018234i,-0.0047124+0.016003i,-0.0060367+0.0091577i,-0.0040299+0.0052974i,-0.00024536+0.0030412i,0.00039956-2.2353e-05i,-0.0030462-0.003187i,-0.0072289-0.0030275i,-0.0073545+0.0013359i,-0.0036638+0.0070647i,-0.00043816+0.01072i,-0.00022273+0.0095084i,-0.00061256+0.0045154i
0.022708-0.039066i,0.070305-0.035822i,0.12667-0.027484i,0.14208-0.034652i,0.10225-0.027977i,0.053594-0.0075229i,0.022021-0.0029508i,0.0066362-0.0067592i,-0.002367-0.01218i,-0.01512-0.012287i,-0.021041-0.0021362i,-0.0098125+0.0045303i,0.0019448+0.0014684i,0.0014848-0.0013987i,-0.0019899+0.00028525i,-0.0011346+0.0010555i,0.0012635-0.0017379i,0.00036834-0.0041406i,-0.0023029-0.0033515i,-0.0024065-0.0018221i,-0.0011743-0.0019531i,-0.0015536-0.0018684i,-0.0021438-0.00028358i
0.013751-0.0042078i,0.0050236-0.003419i,-0.032545-0.016474i,-0.074677-0.046132i,-0.09327-0.059817i,-0.075606-0.02586i,-0.025732+0.0041373i,0.0029222-0.0035291i,-0.00038643-0.015366i,-0.0036687-0.015897i,9.6142e-05-0.016228i,-0.00054876-0.012715i,-0.0061556-0.0051693i,-0.010184-0.0040681i,-0.0089353-0.0067508i,-0.0034336-0.0062956i,0.0025631-0.0028258i,0.0051619-0.0006784i,0.004932-0.0011971i,0.0050584-0.00083872i,0.0050359-0.00020622i,0.0040216-0.0017094i,0.0023285-0.0026623i
0.028941+0.015962i,0.025124+0.061997i,0.011158+0.084212i,-0.034923+0.049152i,-0.099828+0.015902i,-0.1264+0.018255i,-0.0948+0.034346i,-0.045173+0.02838i,-0.013617+0.011788i,0.0087693+0.0040397i,0.023251-0.0053231i,0.021463-0.016292i,0.012759-0.019718i,0.00779-0.013642i,0.0052815-0.0035535i,0.0038815+0.0048883i,0.0038075+0.008617i,0.0066287+0.0052256i,0.0069278-0.0015122i,0.0015391-0.0052497i,-0.00067181-0.0047892i,0.0028863-0.0013087i,0.0066606+0.0019687i
-0.014038+0.031858i,-0.090967+0.03295i,-0.15543+0.061975i,-0.11804+0.09023i,-0.028932+0.046522i,0.015261-0.027059i,0.0091551-0.049393i,0.0049141-0.022682i,0.012775-0.0014133i,0.01149+0.0032638i,0.00091815+0.0069021i,-0.0077997+0.011742i,-0.0067358+0.012524i,-0.0021776+0.0081503i,-0.0010742+0.0040466i,-0.0038899+0.0019001i,-0.0075798-0.00025334i,-0.0086572-0.00066642i,-0.0071657+0.00031266i,-0.004769+0.0009852i,-0.0031048+0.0039405i,-0.0031876+0.0071212i,-0.0034582+0.0071878i
-0.0033881+0.014356i,0.028733-0.0087159i,0.082263-0.020323i,0.1292+0.01732i,0.14796+0.053126i,0.11652+0.033613i,0.055041+0.0059332i,0.012525+0.0012881i,-0.00089569+0.003099i,-0.012678+0.0038666i,-0.025202+0.006501i,-0.023049+0.010481i,-0.0097435+0.011738i,-0.001139+0.0083878i,-0.0014101+0.0032668i,-0.0032972-0.0014034i,-0.0051342-0.0035988i,-0.0066514-0.0028276i,-0.0070347-0.0018073i,-0.0078604-0.0014403i,-0.010711-0.0026629i,-0.014-0.0030536i,-0.014064-0.00011361i
-0.058461-0.0038808i,-0.079783-0.040992i,-0.070988-0.06973i,-0.025879-0.054762i,0.025134-0.012004i,0.045682-0.00036289i,0.033474-0.017841i,0.017841-0.018985i,0.0083258-0.0080489i,0.0045541-0.0048977i,0.0034708-0.0045531i,0.0018418-0.00029691i,-0.0013292+0.006418i,-0.0030285+0.0077615i,-0.0016773+0.00081089i,3.8551e-06-0.0046781i,0.0015777-0.0048114i,0.0047543-0.0027322i,0.010095+0.00018861i,0.01355+5.6898e-05i,0.0107-0.0043691i,0.0043758-0.0094995i,-0.0025128-0.011097i
0.014124-0.057112i,0.092173-0.10897i,0.14411-0.15356i,0.078677-0.16527i,-0.045831-0.10995i,-0.093957-0.00062176i,-0.057625+0.059968i,-0.021206+0.045199i,-0.0079081+0.019576i,0.0095082+0.010707i,0.029775-0.0024913i,0.031003-0.024285i,0.018269-0.035033i,0.010313-0.025743i,0.013179-0.0080834i,0.018705+0.0039621i,0.020414+0.0072779i,0.017498+0.0049336i,0.010734+0.0013267i,0.0049281+0.00036135i,0.004288+0.00031044i,0.0067867-0.0021302i,0.0082824-0.005457i
-0.0048874-0.014184i,-0.025899+0.046871i,-0.09706+0.082057i,-0.1678+0.034534i,-0.16484-0.043301i,-0.11839-0.083149i,-0.072998-0.062569i,-0.03563-0.024243i,-0.0099833-0.0069508i,0.002929-0.0032953i,0.012164+0.00011261i,0.017125+0.0015522i,0.012894-2.2465e-05i,0.003971+0.0002245i,-0.0023297+0.0040752i,-0.0037388+0.0053757i,-0.0047636+0.0045084i,-0.006463+0.0037287i,-0.0065707+0.0036693i,-0.0033717+0.0034606i,0.0024208+0.0026788i,0.0062569+0.0039763i,0.0059432+0.0065839i
0.082346-0.0098454i,0.1151+0.016788i,0.13587+0.060786i,0.12546+0.08991i,0.086233+0.074321i,0.060586+0.031151i,0.034665+0.0058591i,0.011004+0.0078967i,-0.0032087+0.0061717i,-0.021366+0.0019604i,-0.030964+0.010909i,-0.027569+0.019572i,-0.021253+0.020362i,-0.01663+0.01747i,-0.01523+0.010887i,-0.012595+0.0038721i,-0.0094287-0.0020294i,-0.0090849-0.0045601i,-0.010212-0.0029001i,-0.010449+0.0013987i,-0.0076622+0.0064764i,-0.0038181+0.0092686i,0.0010951+0.0081203i
-0.0023345+0.10788i,-0.065328+0.19992i,-0.10249+0.27319i,-0.024216+0.28693i,0.088791+0.2197i,0.10616+0.096324i,0.062786-0.0011226i,0.023104-0.028348i,0.0088501-0.01695i,0.0027653-0.0077158i,-0.011295-0.0037309i,-0.016944+0.010767i,-0.0062307+0.024785i,0.0028846+0.019969i,0.00059521+0.0063631i,-0.0049079+0.0012814i,-0.0055725+0.0027415i,-0.0031749+0.0024648i,-0.00029673+0.00046841i,0.0027183-0.00026533i,0.0025417-0.00019661i,-0.00049535-0.00084339i,-0.0037512-0.0020856i
-0.042367+0.0076311i,-0.038666-0.078342i,0.042068-0.18175i,0.11279-0.1942i,0.08598-0.083862i,0.03523+0.043022i,0.023955+0.07575i,0.020307+0.036695i,0.0072756+0.013441i,0.014644+0.013347i,0.026907+0.0019826i,0.020688-0.017697i,0.0099094-0.02728i,0.0082725-0.022215i,0.010747-0.011878i,0.012044-0.0024359i,0.011354+0.0049835i,0.010371+0.0063912i,0.0076529+0.0032665i,0.001153+6.3811e-06i,-0.0029358-0.00086467i,-0.00208-0.00328i,-0.0020965-0.0053665i
-0.11227+0.0061359i,-0.17557+0.0045465i,-0.22442-0.0043341i,-0.23799-0.072284i,-0.22997-0.15369i,-0.20891-0.12855i,-0.14291-0.052329i,-0.067837-0.02608i,-0.029743-0.025585i,-0.0089638-0.014991i,0.0088226-0.0068768i,0.019855-0.009321i,0.018005-0.018515i,0.0032922-0.017749i,-0.0066355-0.0040709i,-0.008161+0.0049068i,-0.0065745+0.005079i,-0.0024209+0.0012207i,0.0019827-0.0031224i,0.0057876-0.0056388i,0.0068026-0.0085022i,0.0054029-0.0089144i,0.0029721-0.0054962i
-0.014451-0.15419i,0.021707-0.28214i,0.0044532-0.35423i,-0.094988-0.28987i,-0.149-0.16231i,-0.10145-0.08049i,-0.04781-0.028597i,-0.021197+0.009851i,-0.01053+0.012075i,-0.02011+0.0026555i,-0.028644+0.0081591i,-0.027494+0.015409i,-0.026358+0.015632i,-0.024701+0.011361i,-0.017314+0.0041971i,-0.0071497-0.0064101i,-0.0021124-0.016212i,-0.0032361-0.018256i,-0.0044548-0.010894i,-0.0030823-0.0011551i,-0.00068096+0.0047803i,0.0016848+0.0079498i,0.0039794+0.0067045i
0.068599+0.0060581i,0.10145+0.15174i,0.089346+0.34572i,0.084666+0.42579i,0.11083+0.31758i,0.094027+0.11686i,0.028336-0.0033967i,-0.00040953-0.0072883i,0.011346+0.0020877i,0.0019749-0.0098425i,-0.018344-0.01279i,-0.021082-0.0028023i,-0.00952+0.010802i,0.0032253+0.011478i,0.0024052+0.00080459i,-0.00338-0.0044194i,-0.0047855-0.0025191i,-0.0020155+0.0023184i,0.0015011+0.0043406i,-0.00068666+0.0014658i,-0.0083395+0.0018776i,-0.013999+0.0086728i,-0.01121+0.014308i
0.078675-0.042883i,0.099522-0.097797i,0.13917-0.14359i,0.21248-0.075618i,0.26146+0.053212i,0.23748+0.087948i,0.16351+0.044173i,0.094481+0.016225i,0.056146+0.015309i,0.045763+0.015791i,0.040383+0.0028743i,0.026134-0.0097665i,0.01778-0.0057304i,0.019043+0.004403i,0.018991+0.0059732i,0.015448+0.0040371i,0.011224+0.0052073i,0.0044412+0.0061504i,-0.0021881+0.0056257i,-0.0042082+0.0052986i,-0.0042221+0.0025398i,-0.0045697-0.0048481i,-0.006433-0.009572i
0.042008+0.14597i,0.047936+0.27314i,0.089697+0.28932i,0.11219+0.10117i,0.03756-0.091565i,-0.057016-0.097258i,-0.057876-0.035396i,-0.024899-0.030496i,-0.018272-0.03267i,-0.0036125-0.013539i,0.018234-0.0016333i,0.027986-0.005364i,0.022826-0.01794i,0.011456-0.019129i,0.0058137-0.0026602i,0.0052479+0.013049i,0.0052133+0.018537i,0.0063479+0.013957i,0.0081347+0.0050721i,0.0095833-0.0024359i,0.012567-0.008508i,0.012776-0.013365i,0.0066657-0.014612i
-0.085868-0.031421i,-0.1835-0.22359i,-0.28395-0.41607i,-0.34821-0.44213i,-0.33724-0.32393i,-0.22528-0.16234i,-0.096677-0.048641i,-0.039022-0.0089275i,-0.032978+0.0063015i,-0.025584+0.019644i,-0.0090346+0.020418i,-0.00041497+0.013334i,-0.003935+0.0063381i,-0.012084+0.0018626i,-0.012747-0.00070415i,-0.0082783-0.0068813i,-0.0058675-0.013498i,-0.0050124-0.014757i,-0.0046959-0.0088186i,-0.0014065+0.0011716i,0.0045705+0.0063997i,0.010761+0.0068351i,0.014084+0.0051011i
-0.010557+0.078555i,0.077247+0.19848i,0.11322+0.33073i,0.024594+0.3697i,-0.065096+0.29944i,-0.084149+0.16772i,-0.083373+0.067302i,-0.073024+0.043308i,-0.039639+0.034403i,-0.024689+0.0094959i,-0.030705-0.0005368i,-0.028202+0.0047903i,-0.021529+0.010179i,-0.016579+0.01046i,-0.013936+0.007516i,-0.012034+0.0064672i,-0.007415+0.0033811i,-0.0030368-0.0031101i,-0.0011347-0.0089498i,-0.0035839-0.0087903i,-0.0080235-0.0016852i,-0.0095218+0.0073363i,-0.0056905+0.010382i
-0.10718-0.10687i,-0.17657-0.18497i,-0.20694-0.16373i,-0.088872+0.024027i,0.10539+0.19059i,0.18726+0.15835i,0.12529+0.058098i,0.065533+0.03181i,0.057235+0.023904i,0.045489+0.0031439i,0.020372-0.0052143i,-0.0020958+0.00092606i,-0.0067607+0.014043i,0.0027417+0.018432i,0.0079777+0.010676i,0.0076489+0.0035366i,0.0046405+0.0017569i,-0.00090887+0.0046749i,-0.0025003+0.0089748i,0.00036161+0.0078341i,-0.0010407+0.0017884i,-0.0095082-0.0045558i,-0.016313-0.0046019i
0.093177+0.019664i,0.24098+0.20246i,0.41307+0.30457i,0.45356+0.16565i,0.30626-0.030494i,0.10583-0.06192i,0.018149-0.018338i,0.010261-0.032364i,-0.0071577-0.053749i,-0.01879-0.035678i,-0.0096265-0.012304i,0.0031616-0.0045401i,0.00718-0.010157i,0.0015519-0.013166i,-0.0030782-0.0032003i,-1.9194e-05+0.011512i,0.0082274+0.019483i,0.014209+0.014898i,0.013105+0.0046509i,0.0082046-0.00070075i,0.0066346-0.0036604i,0.0089407-0.0075067i,0.0082106-0.010875i
-0.088252-0.076534i,-0.34494-0.18163i,-0.52805-0.31863i,-0.4794-0.39639i,-0.33165-0.36793i,-0.19977-0.24967i,-0.080223-0.12447i,-0.014982-0.070485i,-0.016043-0.043496i,-0.013822-0.010547i,0.0058762+0.001531i,0.018754-0.0042496i,0.020184-0.010651i,0.013478-0.01056i,0.0035257-0.0074861i,-0.0082146-0.0095365i,-0.015039-0.011036i,-0.012451-0.0081905i,-0.0091482-0.0028872i,-0.0063213+0.0023202i,-0.00044883+0.0050038i,0.0082864+0.0055063i,0.015159+0.001126i
0.14087+0.025301i,0.26282-0.015268i,0.33134+0.0051001i,0.18764+0.054832i,-0.037165+0.073402i,-0.10625+0.067706i,-0.071851+0.040283i,-0.053159+0.03224i,-0.036576+0.042266i,-0.019663+0.033904i,-0.014718+0.01833i,-0.014062+0.0062428i,-0.018-0.0025456i,-0.018563-0.007936i,-0.0089131-0.012478i,0.00046416-0.015715i,0.00038195-0.015597i,-0.0018792-0.012615i,-0.0015931-0.01278i,-0.00275-0.013217i,-0.0029121-0.0067799i,-0.00067007+0.0034816i,-1.1015e-05+0.0096352i
-0.11814-0.045269i,-0.24513-0.14514i,-0.41701-0.11368i,-0.38049+0.11237i,-0.098877+0.27352i,0.085488+0.1834i,0.067277+0.057621i,0.038348+0.04404i,0.062406+0.044891i,0.06525+0.012748i,0.030486-0.011998i,-0.0061161-0.010418i,-0.014863+0.0022185i,-0.0060894+0.0022911i,-0.003325-0.0056168i,-0.0045765-0.0087463i,-0.0048523-0.010382i,-0.0053127-0.0064038i,-0.0016247+0.004423i,0.0024091+0.0096741i,-0.0032428+0.008519i,-0.014599+0.010102i,-0.016909+0.015883i
