-0.0052664+0.0020483i,-0.0033761+0.0020638i,-0.0032391+0.0015838i,-0.0027181+0.00015773i,-0.001935+0.00063441i,-0.0016749+0.0022771i,-0.00056357+0.0023871i,0.00090307+0.002099i,0.0017855+0.0014174i,0.0019649+0.00065449i,0.0011791+0.00021396i,0.00048219-0.00047744i,0.00087965-0.00097941i,0.00027317-0.0012556i,-0.00056534-0.0013412i,-0.00070833-0.00027937i,-0.00072136+9.5209e-05i,0.00034923+3.2446e-05i,0.00059933+0.00015371i,1.4667e-05-0.00065927i,-7.3322e-05-0.00093147i,-0.00052965-0.00035684i,-0.00064467-3.6714e-05i
0.025906+0.13359i,0.063407+0.1741i,0.011542+0.14502i,-0.032333+0.12552i,7.6176e-05+0.09895i,0.021516+0.048249i,0.00165+0.023513i,-0.0063505+0.024999i,-0.0025175+0.023126i,-0.007858+0.017625i,-0.015165+0.013391i,-0.01562+0.0090853i,-0.012198+0.0045657i,-0.0086655-0.00053569i,-0.0073357-0.0039806i,-0.0066328-0.0058751i,-0.0046522-0.0063662i,0.00046574-0.0037239i,0.0074409-0.00024275i,0.012109-0.00035426i,0.012655-0.0040499i,0.0083458-0.007971i,0.0033597-0.0063408i
-0.084507-0.12541i,-0.14862-0.087641i,-0.085198-0.049642i,-0.042183-0.040437i,-0.060684-0.017286i,-0.043642+0.011599i,-3.4141e-06+0.0087916i,0.0071984-0.0046499i,-0.0041789-0.0065457i,-0.0028344-0.0063419i,0.0049707-0.0095311i,0.0072746-0.011145i,0.0081352-0.0067022i,0.0093776-0.00076339i,0.0043556+0.0020318i,-0.0043476+0.0039201i,-0.010304+0.0034813i,-0.013394+9.8469e-05i,-0.01337-0.0039572i,-0.012951-0.0060132i,-0.013995-0.0046706i,-0.014897-0.0046101i,-0.014595-0.0077169i
0.16555+0.083711i,0.17152-0.01893i,0.093067-0.039561i,0.064501-0.035119i,0.074771-0.049422i,0.040135-0.042628i,-0.0036888-0.010041i,-0.0059822+0.0048843i,0.0062141-0.00098473i,0.0094908-0.0034098i,0.0086797-0.00028203i,0.005893+0.00091358i,-0.0016979+0.001689i,-0.0064006+0.004043i,-0.00074136+0.0040272i,0.0090224+0.0015946i,0.017121+0.00023796i,0.018679-0.00071612i,0.011945-0.0025576i,0.0055562-0.002569i,0.0052842+0.0016342i,0.0079432+0.0098895i,0.010677+0.016892i
-0.22563+0.019114i,-0.1497+0.10988i,-0.084059+0.097541i,-0.086291+0.087035i,-0.091777+0.093755i,-0.041993+0.057867i,0.00044897+0.004745i,-2.3502e-05-0.0070619i,-0.0056743+0.0057694i,-0.0056366+0.0095174i,-0.0077436+0.0058627i,-0.0069932+0.00075799i,-0.002164-0.0050692i,0.00040796-0.0072546i,-0.0024677-0.0042771i,-0.0084835-9.8501e-05i,-0.014251+0.0041294i,-0.015777+0.008907i,-0.0082795+0.012318i,0.0014342+0.011445i,0.0066406+0.0041516i,0.0079624-0.0076965i,0.0042653-0.015067i
0.19564-0.18894i,0.078734-0.18192i,0.043505-0.12359i,0.071318-0.10926i,0.078254-0.11177i,0.041882-0.058097i,0.02052+0.0024142i,0.018343+0.0066735i,0.0067924-0.0089134i,-0.0013337-0.013155i,-0.0011993-0.014043i,-0.0015248-0.0068287i,-0.00030398+0.0065578i,0.0032655+0.011584i,0.0051765+0.0096034i,0.0070307+0.0064059i,0.010745+0.0013885i,0.010506-0.0056099i,0.0030959-0.010582i,-0.0053765-0.0098216i,-0.011806-0.0054683i,-0.016645+0.00074727i,-0.014568+0.004902i
-0.050058+0.30269i,0.0073184+0.21513i,-0.015547+0.13545i,-0.067494+0.12095i,-0.078421+0.12021i,-0.05365+0.060664i,-0.045256+0.0057669i,-0.035003+0.0071218i,-0.0085325+0.014104i,0.004272+0.0090224i,0.0029817+0.007009i,-0.001035+0.0010789i,-0.0066117-0.0065259i,-0.0078506-0.0093798i,-0.0060403-0.011178i,-0.0062663-0.011838i,-0.0062797-0.0083544i,-0.0028735-0.0022826i,0.0018859+0.00022204i,0.0047571-0.00090725i,0.008406+0.00052804i,0.01276+0.0044356i,0.012303+0.006886i
-0.16981-0.27134i,-0.12854-0.17663i,-0.045712-0.1049i,0.028187-0.095049i,0.046156-0.099002i,0.039237-0.052605i,0.041772-0.013321i,0.028735-0.0122i,0.0052094-0.0079404i,-0.003575+0.0002919i,-0.0033634+0.00059947i,0.0025567+0.0017521i,0.010897+0.0040377i,0.013159+0.0078368i,0.010801+0.014116i,0.0079073+0.016938i,0.0029826+0.014358i,-0.0021753+0.010018i,-0.0040549+0.0086709i,-0.0031152+0.0094333i,-0.001166+0.0060132i,-0.00026411-0.0026597i,-0.00030416-0.0094859i
0.30694+0.10516i,0.22025+0.073693i,0.098856+0.038711i,0.0025308+0.05234i,-0.017469+0.06783i,-0.022541+0.039292i,-0.034571+0.020145i,-0.021408+0.017881i,-0.0059225+0.0080782i,-0.0025114+0.0014575i,-0.00067237+0.00092525i,-0.0020929+0.0014636i,-0.0048656+0.0013858i,-0.0070286-0.0032128i,-0.010522-0.0098958i,-0.0092701-0.013584i,-0.0011019-0.01465i,0.0058853-0.016119i,0.0056641-0.016515i,0.0013866-0.014901i,-0.003706-0.0099929i,-0.0082019-0.0022643i,-0.007875+0.0042618i
-0.28972+0.10825i,-0.23469+0.078453i,-0.11455+0.064001i,-0.028057+0.016559i,-0.017265-0.015497i,-0.0015719-0.0040801i,0.019118+0.0015656i,0.012019-0.0028885i,0.0025871-0.0034647i,2.5865e-05-0.0030965i,-0.0022257-0.0017353i,-0.0019398-0.0026314i,-0.0012893-0.0022746i,0.0014337+0.0019595i,0.0054438+0.005111i,0.0030431+0.0071356i,-0.0049348+0.01005i,-0.0089655+0.012178i,-0.0062186+0.011942i,-0.0025435+0.0097995i,0.0015988+0.0073116i,0.0062914+0.0042502i,0.0043302+0.00089183i
0.15144-0.24477i,0.14716-0.21608i,0.048871-0.15793i,0.0016271-0.0734i,0.016625-0.029467i,0.007139-0.015805i,-0.0067741+0.0016603i,0.00057917+0.009699i,0.006883+0.0083015i,0.0072609+0.0056355i,0.0076349+6.0134e-05i,0.0074204-0.0031226i,0.0045057-0.0044625i,-0.00080475-0.0026062i,-0.0021187+0.0045275i,0.0040157+0.0079611i,0.011311+0.0045102i,0.011382-0.00031003i,0.0055111-0.0014572i,0.0022793+0.0017576i,0.00071512+0.0015219i,-0.00088613-0.0016131i,0.0024381-0.00064634i
-0.0036184+0.25775i,-0.019317+0.28047i,0.029004+0.19964i,0.014922+0.1038i,-0.023298+0.0647i,-0.015778+0.032927i,-0.0053273+0.0012943i,-0.011526-0.0038104i,-0.015613+0.00012244i,-0.015524+0.00094939i,-0.012561+0.0030858i,-0.0082871+0.0051378i,-0.003755+0.0043665i,-0.00052977-0.0020413i,-0.003839-0.0099299i,-0.011052-0.012704i,-0.014243-0.010121i,-0.0099223-0.0065067i,-0.00282-0.0058655i,-0.00032129-0.0068144i,-0.00034705-0.0053862i,-0.00072181-0.0014734i,-0.0027529+0.0011509i
-0.11479-0.2086i,-0.13445-0.25413i,-0.1283-0.16028i,-0.051347-0.082948i,0.012311-0.062186i,0.022882-0.028526i,0.023298+0.00027239i,0.02606-0.0011745i,0.021481-0.0086062i,0.01667-0.0091915i,0.012267-0.0096022i,0.0056303-0.0075428i,0.0019401+0.0016587i,0.0046756+0.012627i,0.011104+0.018878i,0.015681+0.018474i,0.015145+0.013225i,0.010031+0.0085319i,0.0034968+0.0068725i,0.00019631+0.0069055i,-0.00010327+0.0052847i,-0.001018+0.0017289i,-0.0028998-0.0010162i
0.1856+0.13236i,0.23973+0.15469i,0.17716+0.083615i,0.058579+0.056512i,-0.012192+0.057516i,-0.031807+0.032872i,-0.03402+0.012513i,-0.025596+0.011562i,-0.013757+0.013706i,-0.0096426+0.013374i,-0.0076816+0.011655i,-0.0034349+0.0064299i,-0.003415-0.0017969i,-0.008683-0.0089121i,-0.013678-0.014153i,-0.013921-0.015397i,-0.0091673-0.012931i,-0.0033659-0.010357i,-8.9114e-05-0.0094085i,0.00014056-0.0082166i,0.00069585-0.0056208i,0.0036577-0.0030675i,0.0085962-0.0015863i
-0.22848-0.036468i,-0.28335-0.014239i,-0.18633+0.015261i,-0.067344-0.013498i,-0.0083151-0.040857i,0.013321-0.029371i,0.017029-0.015686i,0.0067706-0.011826i,-0.00069088-0.0098235i,0.0012973-0.011751i,0.0030936-0.012455i,0.0036122-0.0061861i,0.0074644+0.00022903i,0.012495+0.0034359i,0.014867+0.0073385i,0.010236+0.010229i,0.00031665+0.01177i,-0.0049923+0.012632i,-0.0027937+0.010026i,0.00017879+0.0046533i,-0.00049482+0.0013003i,-0.0043438+0.001263i,-0.0080569+0.0011561i
0.22661-0.074132i,0.24889-0.11687i,0.15124-0.096879i,0.057665-0.03076i,0.020564+0.015075i,0.012349+0.016083i,0.0090206+0.0067068i,0.0066835+0.0051404i,0.0029512+0.0049317i,-0.00024151+0.0091032i,-0.00069182+0.010408i,-0.0018814+0.0058299i,-0.0033235+0.0039959i,-0.0045303+0.003569i,-0.0063767+0.0014656i,-0.0033091-0.0024914i,0.00374-0.007672i,0.0047731-0.010675i,-0.00099002-0.0075805i,-0.0038599+0.00017482i,-0.0017325+0.004013i,0.0013382+0.0028877i,0.0032367+0.0019264i
-0.1717+0.18419i,-0.16899+0.22423i,-0.10225+0.16672i,-0.052648+0.082578i,-0.038225+0.03404i,-0.033885+0.022246i,-0.027697+0.019627i,-0.018312+0.013229i,-0.0080456+0.0035521i,-0.0051932-0.0075781i,-0.0067179-0.011879i,-0.0063617-0.0095051i,-0.0066532-0.0078897i,-0.0059912-0.0060334i,-0.0043152-0.0039754i,-0.0047326-0.00018726i,-0.00557+0.0046173i,-0.0022395+0.0046162i,0.002038-0.00072605i,0.0010144-0.0057551i,-0.0013906-0.0060532i,-0.0011484-0.0038826i,-0.00099991-0.0024677i
0.048876-0.2519i,0.048349-0.28089i,0.021192-0.20713i,0.007677-0.11299i,0.017708-0.06369i,0.021705-0.046291i,0.016549-0.028438i,0.012853-0.0091144i,0.011108+0.0044888i,0.014108+0.011339i,0.01758+0.0094562i,0.016429+0.0045089i,0.014202+0.0020347i,0.0113+0.0028851i,0.0089165+0.0075197i,0.0073987+0.0096856i,0.0054537+0.0074388i,0.002857+0.006745i,0.0025179+0.0084572i,0.0072182+0.0078306i,0.0086565+0.0032495i,0.0037328-0.0013934i,0.00078906-0.0018331i
0.0937+0.23926i,0.08837+0.27481i,0.066949+0.20874i,0.032502+0.12186i,-0.0010576+0.07266i,-0.013527+0.048163i,-0.012758+0.02931i,-0.011458+0.010961i,-0.015428-0.0018049i,-0.022862-0.0019286i,-0.024998+0.0028961i,-0.020908+0.00546i,-0.015909+0.0063209i,-0.011546+0.0035669i,-0.0090931-0.0037154i,-0.0071401-0.011381i,-0.0048339-0.015152i,-0.0046562-0.014583i,-0.0084587-0.010137i,-0.013444-0.0043749i,-0.01229+0.0017217i,-0.0044633+0.0059489i,0.0026037+0.0062677i
-0.19652-0.14695i,-0.21226-0.20349i,-0.15586-0.16047i,-0.072635-0.096i,-0.020202-0.05744i,0.0019434-0.028248i,0.012938-0.010123i,0.016708-0.0010057i,0.022077+9.3052e-05i,0.026441-0.0092045i,0.023341-0.016023i,0.015533-0.014954i,0.008101-0.0097002i,0.005445-0.0013023i,0.0059031+0.00853i,0.006128+0.017771i,0.0054091+0.021855i,0.0063711+0.016704i,0.0087359+0.0071283i,0.0089055-0.00063735i,0.0057617-0.0051711i,0.00057963-0.0072683i,-0.0043109-0.0071819i
0.23197+0.022829i,0.27894+0.073266i,0.19855+0.071884i,0.083468+0.061852i,0.021931+0.045999i,-0.0017837+0.020549i,-0.0079891+0.0084058i,-0.0081822+0.0047959i,-0.013919+0.00807i,-0.015629+0.018975i,-0.009454+0.021572i,-0.0031044+0.015489i,0.0016496+0.0082044i,0.0023917-0.00073441i,-0.0014957-0.010449i,-0.0057754-0.017885i,-0.0060769-0.018797i,-0.0037773-0.012469i,-0.00078742-0.0044907i,0.0015801+0.0017199i,0.0034782+0.0046551i,0.0060361+0.0043876i,0.0064566+0.002297i
-0.19355+0.082777i,-0.26944+0.076111i,-0.1931+0.032877i,-0.091142-0.022602i,-0.038665-0.032835i,-0.011052-0.017498i,-0.0050731-0.010739i,-0.0053019-0.007578i,-0.00011086-0.012262i,-0.00082448-0.021797i,-0.0047128-0.021445i,-0.0058225-0.013511i,-0.0049547-0.0048138i,-0.0016811+0.0033888i,0.0028619+0.0094839i,0.0067796+0.012809i,0.0057445+0.011693i,0.00030018+0.006646i,-0.004613+0.0014961i,-0.0083752-0.0011585i,-0.0095114+0.00016843i,-0.0069527+0.0029926i,-0.0039731+0.0038602i
0.1168-0.15298i,0.17333-0.19105i,0.12332-0.10773i,0.070574-0.0055414i,0.044051+0.022032i,0.025044+0.013137i,0.019324+0.006619i,0.014925+0.005317i,0.010047+0.0097206i,0.011748+0.013517i,0.013062+0.011436i,0.010228+0.0058472i,0.00593+0.00063336i,0.00029392-0.0025816i,-0.0056096-0.0030265i,-0.0083576-0.00029548i,-0.0041038+0.0013i,0.0024452-0.00031815i,0.0065115-0.0015508i,0.0091668-0.00068897i,0.0098845-0.0012722i,0.0075694-0.0039423i,0.0025633-0.0043599i
-0.03316+0.16733i,-0.046062+0.22837i,-0.048764+0.13043i,-0.067169+0.029198i,-0.066861-0.00057031i,-0.049407-0.0022612i,-0.036108+0.0012055i,-0.024046+0.0014336i,-0.017358-0.00062195i,-0.018018+0.00015139i,-0.018389+0.0010558i,-0.01529+0.002113i,-0.0096071+0.0030975i,-0.0027108+0.0015374i,0.0029326-0.0022973i,0.0037633-0.006808i,0.00030184-0.0090904i,-0.0026462-0.0072132i,-0.0034003-0.0041588i,-0.005099-0.0027922i,-0.0066738+0.00016267i,-0.004993+0.0034385i,-0.0025016+0.0024093i
-0.035708-0.15415i,-0.065307-0.2003i,-0.017851-0.11266i,0.041589-0.040443i,0.055495-0.017838i,0.045411-0.0043675i,0.029995+0.0025476i,0.016166+0.0063955i,0.012029+0.0044393i,0.014493-0.0051953i,0.015959-0.011136i,0.012186-0.010801i,0.0055472-0.0067757i,0.0001888+0.00082197i,-0.0018922+0.0098236i,-0.0013871+0.017416i,0.0014881+0.01939i,0.0039674+0.015356i,0.0043244+0.01007i,0.0047719+0.0055541i,0.0050326+0.00037261i,0.0039981-0.0019806i,0.0029217+0.00021503i
0.087628+0.13708i,0.13135+0.14258i,0.048599+0.091611i,-0.025306+0.061172i,-0.043266+0.040235i,-0.039512+0.014384i,-0.026375-1.3708e-05i,-0.01313-0.0051839i,-0.010355-0.0022814i,-0.009305+0.0095738i,-0.0053457+0.016149i,-0.0029443+0.013479i,0.00048545+0.0074446i,0.0041582-0.00096565i,0.0038751-0.010373i,0.00062369-0.018137i,-0.0027744-0.020218i,-0.0054766-0.015177i,-0.0070265-0.0076357i,-0.0068812-0.0011114i,-0.0049701+0.0024781i,-0.0021014+0.0023559i,-0.0013726+0.00087223i
-0.1487-0.094892i,-0.18174-0.067644i,-0.080286-0.063429i,-0.0048912-0.068529i,0.01131-0.045622i,0.0197-0.0077011i,0.019479+0.0083867i,0.011254+0.010014i,0.0090396+0.0052453i,0.0042773-0.0074082i,-0.0044548-0.012969i,-0.0080442-0.00914i,-0.0081213-0.0016369i,-0.0064088+0.0080117i,-0.0020709+0.016309i,0.0021297+0.021739i,0.0056503+0.020961i,0.0077601+0.012713i,0.0067786+0.0025488i,0.0035298-0.0036401i,-0.0010074-0.0043346i,-0.0035859-0.003536i,-0.0029345-0.0030571i
0.19689+0.010154i,0.19052-0.025509i,0.087847+0.022568i,0.01875+0.063174i,0.003736+0.046329i,-0.012277+0.0078526i,-0.018052-0.0022905i,-0.0084098-4.5185e-05i,-0.0054241+0.0013216i,0.00098861+0.004456i,0.010705+0.0016021i,0.011753-0.002887i,0.0099862-0.006021i,0.007027-0.011341i,0.00053282-0.015873i,-0.005772-0.0164i,-0.0079351-0.011942i,-0.004325-0.0030453i,-3.2751e-05+0.0042866i,0.0033189+0.0051906i,0.0054079+0.0020147i,0.0046388+0.00048777i,0.0038857+0.0015219i
-0.1887+0.10467i,-0.153+0.12932i,-0.081216+0.03165i,-0.042685-0.04903i,-0.025903-0.046013i,0.0050184-0.016549i,0.014413-0.0097896i,0.0035296-0.0073147i,0.0001295-0.0029871i,-0.0050307+0.0011055i,-0.010265+0.008845i,-0.0090643+0.011566i,-0.0068486+0.011491i,-0.0020955+0.013726i,0.0041226+0.0131i,0.0077701+0.0082447i,0.0056033+0.00074903i,-0.0014384-0.0048424i,-0.0080997-0.0052743i,-0.010182-0.0016944i,-0.0079747+0.0022615i,-0.005052+0.0033981i,-0.0035801+0.0010932i
0.097208-0.21664i,0.040358-0.20924i,0.012223-0.069728i,0.02044+0.047373i,0.020474+0.060994i,-0.0054613+0.047695i,-0.0095622+0.040834i,0.0013478+0.024247i,0.0028533+0.0078332i,0.0017725-0.0060479i,7.7841e-05-0.016368i,-0.0010803-0.018053i,-0.00097469-0.01519i,-0.0043376-0.010912i,-0.0085021-0.0043777i,-0.0084961+0.0043065i,-0.0019768+0.011402i,0.0064947+0.011274i,0.010606+0.0058636i,0.010423-6.3694e-05i,0.0079809-0.0034274i,0.0046613-0.0034109i,0.0011693-0.0011163i
0.054924+0.23508i,0.099868+0.19332i,0.05975+0.053473i,-0.015998-0.052022i,-0.044903-0.073025i,-0.026767-0.073436i,-0.015953-0.059461i,-0.010865-0.031574i,-0.005438-0.010482i,0.0018232+0.0056188i,0.010557+0.013946i,0.011368+0.013865i,0.010067+0.013398i,0.011638+0.0092312i,0.012022-0.00024769i,0.0073175-0.0099413i,-0.0023399-0.015061i,-0.0093648-0.011212i,-0.0090691-0.00369i,-0.0054248+0.00011736i,-0.00276+0.0012081i,-0.0012065+0.0012558i,-0.00037331+0.00062831i
-0.18106-0.15637i,-0.20524-0.092031i,-0.1058+0.01426i,0.013858+0.063567i,0.053931+0.067752i,0.048384+0.073798i,0.035695+0.057829i,0.018112+0.031342i,0.0075646+0.013202i,-0.003185-0.0012317i,-0.016001-0.0057822i,-0.018736-0.0043476i,-0.017744-0.0026205i,-0.016954+0.0037522i,-0.013398+0.012259i,-0.0049252+0.018804i,0.0055513+0.018488i,0.010147+0.010142i,0.0075814+0.0033319i,0.0034719+0.0023237i,0.00167+0.0026386i,0.0022393+0.0013597i,0.0031531+0.0011217i
0.22451+0.028385i,0.2185-0.038033i,0.086087-0.082626i,-0.034206-0.0617i,-0.060851-0.038787i,-0.056067-0.041959i,-0.042391-0.028817i,-0.020629-0.012231i,-0.0089942-0.0042601i,0.0033642-0.00085194i,0.01687-0.0062081i,0.019102-0.01011i,0.018563-0.010019i,0.017445-0.012918i,0.010716-0.015375i,0.00034023-0.015462i,-0.0074724-0.011281i,-0.0076612-0.0051045i,-0.0040311-0.0031617i,-0.0022934-0.0048024i,-0.0012184-0.005228i,-0.00090838-0.0032682i,-0.0020619-0.0022852i
-0.19434+0.085154i,-0.16288+0.1438i,-0.036409+0.11896i,0.036167+0.041876i,0.033649+0.010017i,0.031558+0.019685i,0.025979+0.013604i,0.0080121+0.0040599i,-0.00020129+0.0038245i,-0.0056115+0.0067285i,-0.011533+0.016076i,-0.01114+0.022142i,-0.010226+0.021609i,-0.0085512+0.020927i,-0.0036753+0.018407i,0.0016132+0.012406i,0.002859+0.0048778i,0.001643-0.00058675i,0.0017605-0.0008382i,0.0017481+0.001254i,0.0010655+0.003169i,0.00070297+0.0030241i,0.00087053+0.0010798i
0.13552-0.16156i,0.07373-0.20585i,-0.030101-0.12463i,-0.054932-0.016327i,-0.027707+0.0119i,-0.021555-0.0032047i,-0.015962+0.0014405i,-0.00038791+0.0078653i,0.0049802+0.00016504i,0.0019705-0.012158i,-0.0023891-0.024144i,-0.0044547-0.027279i,-0.0020605-0.023163i,-0.00072642-0.01951i,-0.0017171-0.014901i,-0.001788-0.0062957i,0.0013811+0.0018585i,0.0040395+0.0048829i,0.0022828+0.0043485i,-0.0006116+0.002187i,-0.0018433+0.00058342i,-0.00087967+0.0009558i,0.00021301+0.0018017i
-0.059118+0.21363i,0.021603+0.22844i,0.079749+0.10702i,0.057526-0.011385i,0.017464-0.032542i,0.017285-0.014119i,0.015041-0.011946i,0.00052916-0.0073209i,-0.0031568+0.0063783i,0.0054331+0.017414i,0.016377+0.02093i,0.018902+0.016948i,0.01373+0.013413i,0.0093877+0.013314i,0.0069419+0.010475i,0.0024906+0.0043891i,-0.0035608-0.0024566i,-0.006516-0.0063514i,-0.0058892-0.0060645i,-0.0040914-0.0034928i,-0.0017809-0.00087289i,-0.00044604-0.00052789i,-0.00084527-0.0017619i
-0.05205-0.24988i,-0.14132-0.21479i,-0.14685-0.069383i,-0.078462+0.048371i,-0.028481+0.068131i,-0.02948+0.051368i,-0.023927+0.039041i,-0.0070433+0.019207i,-0.0043845-0.00079359i,-0.014693-0.010858i,-0.024322-0.0091912i,-0.023668-0.0037653i,-0.018481-0.0020866i,-0.014902-0.0017557i,-0.012053-0.00054245i,-0.0068379+0.0033575i,0.0023591+0.007631i,0.0087713+0.008589i,0.0094296+0.0067189i,0.0065489+0.0041669i,0.0031944+0.0023761i,0.0016163+0.001657i,0.0013072+0.0014719i
0.19418+0.21287i,0.25303+0.1397i,0.19446+0.0061571i,0.081468-0.085537i,0.022529-0.099453i,0.019939-0.085308i,0.015816-0.057727i,0.0093833-0.026136i,0.01057-0.0065297i,0.017393-0.0017052i,0.023451-0.008743i,0.019872-0.013006i,0.013985-0.0075323i,0.012351-0.0040433i,0.011777-0.0056058i,0.0070287-0.008933i,-0.0018753-0.009639i,-0.0077439-0.0069283i,-0.0074483-0.0036882i,-0.0041226-0.0022224i,-0.0013438-0.0026283i,-0.00062654-0.0030545i,-0.0003558-0.002706i
-0.31826-0.07631i,-0.33008+0.007992i,-0.22277+0.097894i,-0.083662+0.13053i,-0.022352+0.11822i,-0.009824+0.10003i,-0.00075683+0.062449i,-0.0033987+0.026683i,-0.0079662+0.013019i,-0.01012+0.010778i,-0.011126+0.015647i,-0.0081109+0.017593i,-0.0068245+0.012687i,-0.0070401+0.010944i,-0.0055798+0.011839i,-0.0022048+0.012194i,0.0034197+0.0089882i,0.0072451+0.0029029i,0.0061607+7.9877e-05i,0.0034308+0.0015094i,0.0022852+0.0039747i,0.0017349+0.0046421i,0.00048258+0.0037681i
0.31504-0.12565i,0.2951-0.18765i,0.17059-0.20548i,0.042144-0.15709i,-0.00085069-0.10653i,-0.0066287-0.078167i,-0.0082024-0.041436i,-0.00041047-0.015368i,0.0016079-0.011343i,-0.0010745-0.013489i,-0.0017942-0.019308i,-0.0018173-0.019248i,0.0011665-0.013002i,0.0037129-0.011067i,0.0035655-0.010071i,0.0006492-0.0071997i,-0.0023819-0.0029592i,-0.0018558+0.0012946i,0.00048327+0.0011238i,0.00083962-0.0027483i,-0.0013006-0.0055533i,-0.0030572-0.0050204i,-0.0032688-0.0022905i
-0.17501+0.28311i,-0.16115+0.31832i,-0.066241+0.27021i,0.004386+0.15632i,0.0070566+0.084213i,0.002183+0.055482i,0.00063664+0.023701i,-0.0035865+0.0062387i,-0.0024048+0.0075736i,0.0026011+0.011282i,0.0070419+0.015165i,0.0072738+0.015345i,0.0025995+0.012099i,-0.00075756+0.010235i,-0.0020191+0.0081675i,-0.0030856+0.0037341i,-0.0043631-0.0031858i,-0.0066565-0.006909i,-0.0066572-0.0035439i,-0.0038771+0.0015749i,-0.0002539+0.0037989i,0.0020864+0.002881i,0.0029333+0.00040664i
-0.0083598-0.30908i,-0.019017-0.34657i,-0.069936-0.2632i,-0.072824-0.12126i,-0.032407-0.04836i,-0.010442-0.030872i,-0.0057056-0.010065i,0.00093232+0.0042102i,0.0038006+1.195e-05i,-0.0034113-0.0078362i,-0.013012-0.010712i,-0.01448-0.0093193i,-0.0089264-0.0073523i,-0.0032864-0.0061386i,-5.2953e-05-0.004175i,0.0033244-0.0007113i,0.0082982+0.0031442i,0.011134+0.0039586i,0.0084411+0.00058621i,0.0031012-0.0030003i,0.00011186-0.0033093i,-0.00076611-0.00084823i,-0.0015195+0.0021497i
0.13976+0.21993i,0.16273+0.27739i,0.17132+0.19178i,0.11647+0.061456i,0.050349+0.0045158i,0.021998+0.006309i,0.014078+0.0056078i,0.0038934-0.0017392i,-0.0028072+0.0029836i,0.0042395+0.0083451i,0.015395+0.0031542i,0.016933-0.0021667i,0.010954-0.00039328i,0.0045855+0.0038831i,0.00094392+0.0063005i,-0.0028201+0.0048454i,-0.0086289+0.0019349i,-0.010709+0.0014453i,-0.0076143+0.0025283i,-0.0028302+0.0035514i,0.001062+0.002108i,0.0017107-0.00060442i,0.00014116-0.0025187i
-0.19569-0.1227i,-0.25773-0.17257i,-0.24282-0.094592i,-0.15495+0.011987i,-0.078773+0.049506i,-0.048746+0.029578i,-0.032899+0.010662i,-0.014089+0.0061552i,-0.0032005+0.00021761i,-0.005954-0.0030426i,-0.01127+0.0040142i,-0.010567+0.0093389i,-0.0075787+0.0069812i,-0.0066122+0.0030032i,-0.0066201-7.8258e-05i,-0.0037287-0.0019423i,0.0019659-0.0022115i,0.0048799-0.0015321i,0.002931-0.00063135i,0.00021057+0.00027169i,-0.0014259+0.00054593i,-0.0026779+0.0012117i,-0.0023115+0.0019581i
0.20256+0.049781i,0.29611+0.061697i,0.26163-0.001426i,0.15439-0.070783i,0.081527-0.084282i,0.060943-0.053586i,0.045005-0.023601i,0.022598-0.0083428i,0.009102-0.0020757i,0.0067862-0.0040877i,0.0049803-0.011791i,0.00088607-0.014544i,0.00025525-0.010003i,0.0042837-0.0053524i,0.0091686-0.002295i,0.0097007-0.00036112i,0.0052136+0.0004576i,0.001699+0.001245i,0.0012226+0.00082452i,0.0018882-0.0016971i,0.0035948-0.0041181i,0.0044372-0.004792i,0.002788-0.0045189i
-0.21903+0.025924i,-0.31061+0.058117i,-0.26699+0.10018i,-0.15433+0.12293i,-0.085112+0.10741i,-0.06679+0.072989i,-0.045826+0.039693i,-0.021453+0.015941i,-0.0089868+0.006267i,-0.0019082+0.0063673i,0.0037883+0.0083808i,0.0057793+0.007029i,0.0038262+0.0044544i,-0.00038001+0.0061888i,-0.0049663+0.0090866i,-0.0071695+0.0087302i,-0.005891+0.0047259i,-0.0034697+0.00057105i,-0.002391+0.00045645i,-0.001825+0.0024412i,-0.0012361+0.0051919i,-0.0013822+0.0067589i,-0.00040782+0.0053277i
0.21281-0.128i,0.27365-0.1876i,0.22482-0.19337i,0.12367-0.15564i,0.070194-0.10889i,0.054809-0.072218i,0.03097-0.036733i,0.010056-0.010115i,0.0022891-0.0032809i,-0.0036699-0.0042477i,-0.0085995-0.0036769i,-0.0091575-0.0022063i,-0.005525-0.00098051i,-0.0014093-0.00275i,0.0006273-0.0070963i,0.0018905-0.0086577i,0.0025959-0.0049734i,0.0037538-6.6741e-05i,0.0046431+0.00017238i,0.0027961-0.0032574i,-0.0007376-0.0049343i,-0.0030392-0.0054242i,-0.0031377-0.0042503i
-0.12367+0.23804i,-0.16619+0.30702i,-0.1308+0.27899i,-0.063948+0.17849i,-0.041918+0.09717i,-0.036245+0.058976i,-0.013986+0.029682i,-0.00099646+0.0052589i,2.2171e-05-0.00074345i,0.0033083-5.3099e-05i,0.0061612-0.0027347i,0.0049724-0.0031773i,0.0027802-0.0019987i,0.0028185-9.0074e-05i,0.0035475+0.003007i,0.002052+0.0042716i,-0.0020757+0.0018661i,-0.0059397-0.00063096i,-0.0065169+0.00038186i,-0.0030331+0.0029714i,0.0024601+0.0039851i,0.0057522+0.0028827i,0.006015+0.00045839i
