0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
0.18267-0.2015i,0.20866-0.37131i,0.15806-0.43124i,0.056632-0.42362i,-0.080274-0.4291i,-0.16145-0.32908i,-0.045152-0.11602i,0.19293+0.057501i,0.34247+0.14756i,0.3351+0.14242i,0.20164+0.078173i,0.048951+0.075969i,-0.013532+0.11708i,-0.013158+0.091478i,-0.0045559+0.02003i,0.00014733-0.013692i,-0.0023326-0.002136i,-0.02122+0.017696i,-0.060028+0.030771i,-0.082634+0.03623i,-0.073533+0.027585i,-0.041537-0.0033569i,-0.0059537-0.050277i
0.16506+0.17411i,0.22335+0.20441i,0.10337+0.2142i,-0.038297+0.32592i,0.0063413+0.47048i,0.1074+0.47079i,0.11551+0.30031i,0.041111+0.02907i,-0.072026-0.20211i,-0.13068-0.24813i,-0.078001-0.15783i,0.024209-0.091955i,0.078453-0.083052i,0.073376-0.064469i,0.063036-0.029263i,0.065548-0.010744i,0.071649-0.0078893i,0.078299-0.0028876i,0.077699+0.0022092i,0.057614+0.0034568i,0.03015+0.010178i,0.0049012+0.026574i,-0.014948+0.049736i
-0.12728+0.14488i,-0.051448+0.20395i,0.08676+0.063595i,0.058708-0.12836i,-0.064043-0.15058i,-0.037725-0.14226i,0.017876-0.18238i,-0.022155-0.11381i,-0.05008+0.014253i,-0.051468+0.050881i,-0.069237+0.010674i,-0.091501-0.014619i,-0.067842+0.0053479i,-0.010958+0.0030464i,-0.010039-0.040453i,-0.053811-0.066309i,-0.057652-0.065992i,-0.014566-0.060864i,0.028845-0.046292i,0.041496-0.030856i,0.029612-0.025244i,0.018317-0.017463i,0.021426-0.016091i
-0.21281-0.12673i,-0.36739-0.0064189i,-0.30331+0.22929i,-0.034968+0.26166i,0.088958+0.080282i,0.0070541+0.021889i,-0.015765+0.099166i,0.046225+0.10292i,0.084606+0.048984i,0.10185+0.025294i,0.091404+0.044068i,0.076858+0.059324i,0.05771+0.0031377i,-0.014612-0.051054i,-0.072488-0.0085272i,-0.065839+0.061494i,-0.065401+0.084442i,-0.091125+0.074235i,-0.08796+0.053202i,-0.037909+0.036634i,0.014231+0.029065i,0.033643+0.018917i,0.017059+0.0024821i
0.18224-0.22036i,0.14117-0.47016i,-0.087729-0.55545i,-0.30983-0.31501i,-0.33169+0.022098i,-0.21383+0.20423i,-0.098578+0.22663i,-0.049977+0.154i,-0.093337+0.073713i,-0.14988+0.058609i,-0.11394+0.055559i,-0.067847+0.0034478i,-0.095811-0.030087i,-0.09667-0.0049586i,-0.01172+0.01339i,0.075423-0.0073597i,0.12059-0.035454i,0.14171-0.060778i,0.11816-0.089881i,0.041505-0.094381i,-0.021328-0.062824i,-0.026358-0.026343i,-0.0049586+0.0040833i
0.18239+0.23998i,0.39164+0.31166i,0.49038+0.23563i,0.40857+0.094017i,0.32838-0.0090613i,0.34113-0.12329i,0.31516-0.27799i,0.19026-0.29998i,0.11568-0.13451i,0.13082+0.0038754i,0.094265+0.0077993i,0.012802+0.021609i,0.013121+0.10277i,0.075519+0.12322i,0.076261+0.046677i,0.012305-0.02201i,-0.024314-0.036002i,-0.021348-0.03058i,-0.024045-0.013895i,-0.027149+0.010752i,-0.023726+0.014104i,-0.031064-0.00087841i,-0.029197-0.01358i
-0.2273+0.12159i,-0.29917+0.26i,-0.22975+0.29479i,-0.091799+0.21529i,-0.026426+0.13467i,-0.10092+0.091795i,-0.20563+0.10532i,-0.20303+0.1046i,-0.13967+0.0053292i,-0.094281-0.071266i,-0.034124-0.037469i,0.050208-0.0050539i,0.10043-0.044959i,0.078758-0.084834i,0.030139-0.062354i,0.0066679-0.014048i,-0.01391+0.015161i,-0.042752+0.034939i,-0.026688+0.04883i,0.031539+0.028836i,0.058264-0.018726i,0.036228-0.039931i,0.011952-0.025237i
-0.11468-0.2278i,-0.24621-0.27008i,-0.29237-0.20507i,-0.26713-0.14818i,-0.25534-0.11858i,-0.15357-0.025598i,0.028653+0.071569i,0.11011+0.096529i,0.044198+0.098891i,-0.056835+0.094018i,-0.079467+0.069615i,-0.055632+0.012965i,-0.073999-0.043732i,-0.10515-0.042032i,-0.087571-0.010245i,-0.043463-0.00041796i,-0.0048747-0.011687i,0.022494-0.03045i,0.021291-0.043224i,-0.0077784-0.025084i,-0.020974+0.018369i,0.00069046+0.041915i,0.016306+0.029859i
0.21942-0.10804i,0.29203-0.2489i,0.25662-0.26878i,0.23253-0.16259i,0.22439-0.13085i,0.12799-0.20859i,0.028445-0.25972i,0.030325-0.228i,0.085281-0.15112i,0.10452-0.08162i,0.039801-0.043123i,-0.028475+0.014892i,-0.016243+0.081258i,0.027262+0.091501i,0.048382+0.059079i,0.048038+0.027464i,0.038469+0.012688i,0.026191+0.016089i,0.0066874+0.024491i,-0.0041786+0.024058i,0.004111+0.012807i,0.005502-0.0073098i,-0.0094983-0.019963i
0.065407+0.25138i,0.16156+0.33615i,0.14315+0.26886i,-0.0085424+0.16299i,-0.11918+0.16572i,-0.12255+0.25655i,-0.099272+0.32011i,-0.093885+0.26078i,-0.10664+0.098792i,-0.10626-0.0089769i,-0.05087-0.010115i,0.025945-0.0097916i,0.058724-0.045112i,0.044165-0.060007i,0.01905-0.030563i,0.0062999+0.010458i,-0.0047036+0.036515i,-0.022298+0.047694i,-0.027391+0.05285i,-0.0097644+0.043383i,0.0053723+0.0099482i,-0.0005905-0.01051i,-0.0041884+0.0030225i
-0.22795+0.032093i,-0.28641+0.073914i,-0.24139+0.014089i,-0.25026-0.08839i,-0.31553-0.055359i,-0.24838+0.036234i,-0.093277+0.014318i,-0.031464-0.031414i,-0.045598+0.0041901i,-0.053292+0.035981i,-0.035891+0.020472i,-0.0245+0.0012328i,-0.037716+0.0069708i,-0.045509+0.026854i,-0.042526+0.028443i,-0.038787+0.0081718i,-0.021153-0.02134i,0.01061-0.045196i,0.037322-0.050573i,0.041588-0.032431i,0.036582-0.0057785i,0.040907+0.00016555i,0.041526-0.016931i
-0.021557-0.20607i,-0.11009-0.16696i,-0.077245+0.078478i,0.16604+0.28748i,0.38304+0.23539i,0.37771+0.055884i,0.26506-0.050113i,0.15702-0.0713i,0.088274-0.028144i,0.075379+0.026672i,0.063568+0.029945i,0.033036+0.021018i,0.02658+0.027021i,0.038967+0.015003i,0.044117-0.014726i,0.034599-0.038396i,0.014578-0.04187i,-0.0023229-0.035631i,-0.015445-0.030787i,-0.020639-0.018507i,-0.011982-0.00041527i,-0.0034593+0.007573i,-0.0058828-0.0016565i
0.21791-0.062282i,0.23698-0.26087i,0.033634-0.4373i,-0.21427-0.38642i,-0.26328-0.20566i,-0.19386-0.07468i,-0.18297+0.010883i,-0.17212+0.049542i,-0.12746+0.018519i,-0.094538-0.01454i,-0.070468-0.0071633i,-0.044123-0.004929i,-0.015776-0.026782i,0.0010903-0.048135i,-0.0023296-0.040682i,-0.006614-0.0052051i,-0.010291+0.022145i,-0.032398+0.028281i,-0.054801+0.027221i,-0.052833+0.02018i,-0.037477+0.0083494i,-0.020921+0.0028617i,-0.0056203+0.0094501i
0.021396+0.26783i,0.21691+0.43208i,0.45025+0.39831i,0.47702+0.17257i,0.298-0.025035i,0.17455-0.12279i,0.17184-0.18777i,0.16327-0.18268i,0.12187-0.12475i,0.065342-0.070172i,0.01867-0.014082i,0.0054447+0.020938i,-0.012245+0.015526i,-0.051818+0.011621i,-0.071707+0.026639i,-0.053068+0.035218i,-0.015077+0.026175i,0.02089+0.0067539i,0.035726-0.012659i,0.027739-0.016316i,0.015935-0.0072019i,0.014317-0.0034446i,0.022758-0.010243i
-0.28402-0.050943i,-0.49635+0.013189i,-0.5355+0.14595i,-0.33816+0.21137i,-0.1478+0.16954i,-0.13412+0.14993i,-0.14429+0.15923i,-0.094164+0.088678i,-0.061091+0.0046224i,-0.035828-0.00087134i,0.017463+0.0086341i,0.044389+0.0073805i,0.034624+0.030691i,0.038187+0.042455i,0.051757+0.0059855i,0.047458-0.043395i,0.033568-0.06413i,0.027162-0.059905i,0.021583-0.049072i,0.011702-0.036368i,0.0021794-0.026481i,-0.0068986-0.023355i,-0.016957-0.022507i
0.12117-0.25352i,0.12086-0.45098i,0.001877-0.57066i,-0.1873-0.54014i,-0.28314-0.40823i,-0.22187-0.24235i,-0.11192-0.089661i,-0.039145+0.018588i,0.011129+0.053669i,0.022784+0.0048904i,-0.015824-0.037753i,-0.034078-0.030988i,-0.012238-0.022022i,0.004801-0.010153i,0.0049871+0.016223i,-0.00063639+0.041339i,-0.0079936+0.05129i,-0.027166+0.046189i,-0.044904+0.044785i,-0.039571+0.050136i,-0.02206+0.050897i,-0.009047+0.055895i,-0.0044373+0.067745i
0.21925+0.13121i,0.36692+0.17126i,0.4148+0.17505i,0.36159+0.21933i,0.28938+0.27259i,0.22314+0.21359i,0.16197+0.098197i,0.1227+0.016665i,0.069561-0.032035i,-0.0079829-0.037846i,-0.055437-0.010806i,-0.053014+0.016221i,-0.022803+0.019823i,-0.0005926-0.00083843i,-0.0014564-0.014774i,-0.00099342-0.0084199i,0.01082-0.00066112i,0.026723+0.0036303i,0.03969-0.0026413i,0.037134-0.021834i,0.021264-0.030753i,0.0081571-0.025249i,0.007754-0.022164i
-0.1553+0.19819i,-0.21339+0.35842i,-0.20328+0.39433i,-0.18426+0.27318i,-0.16325+0.14894i,-0.09776+0.12437i,-0.046126+0.12343i,-0.04454+0.10229i,-0.042321+0.086624i,-0.007146+0.075794i,0.036398+0.048684i,0.042085+0.0011694i,0.011033-0.02607i,-0.0013228-0.01928i,0.018641-0.018197i,0.032499-0.034043i,0.032459-0.047353i,0.036228-0.056522i,0.036961-0.060265i,0.027601-0.050862i,0.019797-0.038904i,0.017739-0.035089i,0.01579-0.032365i
-0.16165-0.19434i,-0.28899-0.30964i,-0.2965-0.32548i,-0.18801-0.27031i,-0.11744-0.21427i,-0.10295-0.1707i,-0.072281-0.13135i,-0.024413-0.082968i,0.025431-0.045574i,0.043833-0.038241i,0.020963-0.024791i,0.0041282+0.0099854i,0.0183+0.035884i,0.038891+0.036219i,0.033999+0.023785i,0.0013884+0.019795i,-0.029773+0.02929i,-0.042998+0.03711i,-0.043467+0.039105i,-0.031535+0.041088i,-0.012329+0.032922i,3.2961e-05+0.017417i,-0.00019749+0.0098826i
0.2212-0.093753i,0.3507-0.12638i,0.40057-0.020678i,0.42705+0.12326i,0.43098+0.11383i,0.32185+0.025704i,0.18475-0.0085865i,0.085933-0.023404i,-0.001075-0.03305i,-0.046333-0.023686i,-0.051096-0.015662i,-0.043032-0.0089466i,-0.037708-0.015241i,-0.059647-0.023625i,-0.075252-0.00068561i,-0.04167+0.029401i,0.0085772+0.037239i,0.030239+0.037739i,0.028565+0.045222i,0.02587+0.053546i,0.023931+0.058141i,0.023087+0.053985i,0.020403+0.036274i
0.066442+0.18456i,0.078111+0.18098i,-0.077585-0.016125i,-0.33024-0.17624i,-0.39756-0.10744i,-0.27865+0.017305i,-0.19736+0.079883i,-0.1698+0.10944i,-0.13602+0.11802i,-0.10011+0.1083i,-0.062573+0.07319i,-0.045427+0.02728i,-0.045808+0.015778i,-0.018483+0.026985i,0.036768+0.0089447i,0.063494-0.045063i,0.041488-0.089742i,0.012754-0.096278i,0.00097117-0.080124i,-0.0036396-0.063085i,-0.0082642-0.057489i,-0.018541-0.05882i,-0.027221-0.049305i
-0.17364+0.09092i,-0.14449+0.21935i,0.10495+0.25806i,0.29846+0.11114i,0.20138-0.063094i,0.057179-0.14781i,0.047414-0.19902i,0.079886-0.19167i,0.11662-0.12777i,0.13176-0.080028i,0.10404-0.040333i,0.079131-0.0029738i,0.07187+0.0082268i,0.056177+0.0055044i,0.0091181+0.014405i,-0.043126+0.05436i,-0.053237+0.092999i,-0.037277+0.080282i,-0.036784+0.033963i,-0.047474+0.0033493i,-0.049434+0.004141i,-0.037184+0.028108i,-0.016494+0.047248i
-0.095966-0.21741i,-0.29557-0.28077i,-0.4577-0.11428i,-0.37565+0.11221i,-0.16167+0.16816i,-0.055933+0.16972i,-0.035949+0.19967i,-0.034229+0.13954i,-0.076937+0.025992i,-0.10612-0.031074i,-0.084674-0.043705i,-0.045835-0.045686i,-0.019942-0.048713i,-0.026404-0.05139i,-0.036458-0.039352i,-0.013128-0.030357i,0.019431-0.033291i,0.031984-0.018975i,0.040227+0.0086357i,0.051991+0.019087i,0.061188+0.013262i,0.067065-0.0054322i,0.056746-0.022989i
0.25955-0.037679i,0.39567-0.19578i,0.28938-0.35268i,0.015813-0.31157i,-0.12756-0.14803i,-0.098639-0.079756i,-0.058038-0.080125i,-0.032694-0.041876i,-0.0069903+0.0027278i,-0.0022949+0.021523i,-0.0079845+0.021197i,-0.027973+0.013038i,-0.054788+0.027475i,-0.038307+0.058191i,0.020253+0.053579i,0.048682+0.0095001i,0.027609-0.02032i,0.0046305-0.021877i,-0.0044999-0.01502i,-0.0097223-0.0028442i,-0.01622+0.0065192i,-0.028368+0.008582i,-0.032531+0.0053382i
-0.021717+0.25769i,0.11993+0.43479i,0.33542+0.41432i,0.437+0.24255i,0.37438+0.15266i,0.26194+0.12653i,0.17096+0.046521i,0.097595-0.047361i,0.047436-0.088457i,0.028493-0.077613i,0.033729-0.045815i,0.057947-0.013038i,0.093008-0.0058318i,0.092949-0.033305i,0.038151-0.040754i,-0.0025684-0.0017912i,0.005995+0.025269i,0.011674+0.006836i,-0.011889-0.022425i,-0.037204-0.027685i,-0.039875-0.013648i,-0.023521+0.0034862i,-0.0085107+0.011276i
-0.27549-0.05707i,-0.50546+0.057435i,-0.55551+0.23691i,-0.41397+0.23408i,-0.28083+0.063363i,-0.16461-0.0065269i,-0.030916+0.038362i,0.024228+0.072377i,0.013447+0.08094i,0.0028775+0.05405i,-0.010875+0.009665i,-0.031243-0.029507i,-0.063203-0.05716i,-0.090027-0.040653i,-0.079819-0.00203i,-0.058598+0.0091473i,-0.055304+0.0099255i,-0.038552+0.026503i,0.003717+0.038851i,0.036981+0.028206i,0.045957+0.0097928i,0.042739-0.0057864i,0.036063-0.014882i
0.12629-0.29166i,0.088566-0.60701i,-0.065481-0.73223i,-0.11165-0.51622i,-0.006697-0.26198i,-0.0049611-0.18564i,-0.087032-0.1408i,-0.059145-0.08404i,0.00065727-0.065965i,-0.00034953-0.030283i,-0.014249+0.028402i,-0.011951+0.079042i,0.018826+0.11394i,0.07183+0.096023i,0.10416+0.026717i,0.098173-0.027737i,0.085225-0.035597i,0.073897-0.022931i,0.055364-0.012238i,0.041037-0.0036334i,0.02837-0.0032616i,0.0071483-0.0074013i,-0.011448-0.0038024i
0.26739+0.23613i,0.59513+0.35178i,0.7794+0.2764i,0.57435+0.092114i,0.23742+0.030651i,0.1163+0.054089i,0.11109+0.022959i,0.056888+0.0049141i,0.016714+0.024293i,0.01999+0.018936i,0.03461-0.00080087i,0.057299-0.0282i,0.042844-0.067793i,-0.032333-0.066158i,-0.095198-0.0070231i,-0.091278+0.036426i,-0.067554+0.018469i,-0.070283-0.020984i,-0.083393-0.032013i,-0.080009-0.016808i,-0.062995+0.0036825i,-0.039325+0.025523i,-0.014263+0.036407i
-0.3207+0.15256i,-0.57682+0.37217i,-0.67119+0.5144i,-0.53603+0.44231i,-0.36054+0.28619i,-0.24124+0.22376i,-0.12255+0.20907i,-0.028587+0.14052i,-0.00080084+0.06127i,-0.016619+0.025235i,-0.048007+0.013682i,-0.086385+0.017591i,-0.087139+0.037262i,-0.029283+0.032216i,0.020906+0.0012046i,0.021258+0.0027905i,0.0086628+0.0466i,0.021029+0.081775i,0.042072+0.064699i,0.034899+0.021311i,0.014086-0.0056076i,0.0064017-0.025073i,0.0054776-0.041159i
-0.057548-0.32193i,-0.14152-0.56211i,-0.13253-0.60691i,0.023231-0.44595i,0.13907-0.31244i,0.082362-0.26638i,-0.014819-0.19805i,-0.037854-0.11449i,-0.019837-0.062164i,0.01508-0.038457i,0.047922-0.027782i,0.068427-0.015599i,0.07377-0.0082073i,0.056928-0.0062275i,0.041264-0.012662i,0.042591-0.042591i,0.051107-0.08227i,0.046469-0.097472i,0.027505-0.068126i,0.021461-0.023125i,0.023346-0.0018219i,0.012566+0.0066648i,-0.0016001+0.017104i
0.30868+0.0056569i,0.5265-0.057694i,0.47994-0.10894i,0.17384-0.018595i,0.014051+0.15077i,0.12487+0.19759i,0.18405+0.12692i,0.1091+0.081723i,0.035845+0.058195i,-0.014868+0.025159i,-0.042665-0.0072911i,-0.048906-0.038243i,-0.050143-0.042271i,-0.046646-0.014766i,-0.047424+0.015796i,-0.061658+0.033361i,-0.089617+0.041826i,-0.10621+0.04819i,-0.088697+0.044265i,-0.053381+0.029472i,-0.016619+0.021561i,0.013935+0.017853i,0.024996+0.0059952i
-0.09309+0.31897i,-0.089035+0.61266i,0.046793+0.68991i,0.19069+0.38867i,0.11355+0.032674i,-0.088673-0.066997i,-0.14056-0.04821i,-0.086348-0.058655i,-0.048762-0.049471i,-0.019734-0.019242i,-0.0055229+0.014665i,0.0020971+0.056812i,0.015588+0.059459i,0.01327+0.017254i,0.0075438-0.0099096i,0.033956+0.00088036i,0.088812+0.020252i,0.12019+0.018557i,0.094004+0.0046693i,0.038826+0.0047916i,-0.0040349+0.012315i,-0.024182+0.010901i,-0.025604+0.0060085i
-0.2649-0.21999i,-0.53232-0.40404i,-0.70134-0.4543i,-0.59439-0.27623i,-0.31932-0.085917i,-0.12765-0.032364i,-0.072866+0.0051699i,-0.046913+0.045838i,-0.028695+0.027488i,-0.035472-0.008356i,-0.030095-0.039011i,-0.016624-0.070666i,-0.0028533-0.064969i,0.032493-0.039301i,0.057465-0.047841i,0.027178-0.081485i,-0.033434-0.10501i,-0.065865-0.10091i,-0.04614-0.074147i,-0.0062694-0.058497i,0.0090502-0.062946i,0.0047127-0.056846i,0.0052523-0.034378i
0.2708-0.13999i,0.51223-0.22222i,0.61625-0.20587i,0.46571-0.093295i,0.2654-0.0063592i,0.18321-0.014944i,0.14324-0.069535i,0.088805-0.081171i,0.059512-0.028099i,0.062944+0.032962i,0.064097+0.069174i,0.048615+0.073497i,0.0070797+0.047244i,-0.053147+0.04038i,-0.085452+0.07962i,-0.065216+0.12203i,-0.026938+0.13755i,-0.0071094+0.12083i,-0.011682+0.081137i,-0.019776+0.049597i,-0.0080477+0.035988i,0.0075104+0.024784i,0.0050837+0.012429i
0.051728+0.23479i,0.067315+0.38889i,0.03874+0.32637i,-0.032729+0.068622i,-0.11926-0.02987i,-0.15241+0.10142i,-0.11492+0.18781i,-0.071591+0.12662i,-0.062636+0.027999i,-0.063216-0.022896i,-0.047082-0.028316i,-0.013129-0.015539i,0.029391-4.1218e-05i,0.068112-0.0053577i,0.088671-0.042702i,0.09057-0.086233i,0.084904-0.10906i,0.075144-0.096954i,0.056249-0.056817i,0.031871-0.016579i,0.013491+0.009715i,0.0075708+0.018865i,0.011674+0.014462i
-0.22715+0.015202i,-0.41309+0.065052i,-0.41275+0.21394i,-0.1773+0.35063i,0.035021+0.23657i,0.09175-0.036962i,0.081765-0.17018i,0.071527-0.12981i,0.060702-0.057729i,0.042514-0.027655i,0.0059493-0.026954i,-0.041664-0.020166i,-0.061337-0.0089635i,-0.054219-0.0095203i,-0.05718-0.0074274i,-0.073824+0.015429i,-0.085092+0.03783i,-0.078864+0.030642i,-0.056636+0.0013758i,-0.037723-0.023861i,-0.034559-0.033487i,-0.035595-0.025677i,-0.029458-0.0094366i
0.072299-0.23819i,0.14015-0.49426i,0.11012-0.68097i,-0.039675-0.6414i,-0.1285-0.39289i,-0.098419-0.11113i,-0.070675+0.026844i,-0.066994+0.03929i,-0.03935+0.01037i,-0.00042902-0.013609i,0.037749-0.016704i,0.065739-0.019873i,0.054166-0.0097521i,0.032538+0.034539i,0.044845+0.067546i,0.067903+0.056528i,0.075722+0.035525i,0.064775+0.033063i,0.043771+0.039518i,0.039794+0.039438i,0.053972+0.029011i,0.05907+0.010818i,0.04277-0.0033855i
0.17484+0.15264i,0.30837+0.3515i,0.35972+0.51477i,0.31404+0.49437i,0.22618+0.32221i,0.1308+0.15897i,0.098623+0.069861i,0.091306+0.025622i,0.038536+0.027203i,-0.024057+0.055946i,-0.058802+0.071767i,-0.053153+0.065748i,-0.016994+0.020536i,-0.01254-0.048087i,-0.047545-0.078921i,-0.06503-0.067918i,-0.053162-0.056846i,-0.028818-0.053387i,-0.0071641-0.041501i,-0.0056418-0.020535i,-0.014922-0.0038464i,-0.016617+0.00060014i,-0.012099-0.0029799i
-0.15242+0.074426i,-0.28978+0.069676i,-0.34636-0.052701i,-0.28194-0.16519i,-0.20254-0.1507i,-0.18144-0.097746i,-0.18065-0.044762i,-0.13252-0.008834i,-0.054245-0.023402i,-0.013339-0.050554i,-0.0049561-0.05302i,-0.0054232-0.033731i,-0.0078497+0.0067013i,0.014586+0.046883i,0.049648+0.056303i,0.056517+0.046163i,0.035591+0.03802i,0.0031312+0.026577i,-0.020234+0.0075631i,-0.021941-0.0082975i,-0.018583-0.011223i,-0.015299+0.0027138i,-0.0058359+0.019525i
-0.046974-0.1259i,-0.064196-0.19221i,-0.044792-0.14834i,-0.036294-0.029676i,-0.0059566+0.043475i,0.10478+0.057616i,0.1822+0.030242i,0.14244+0.00022253i,0.064322+0.010952i,0.039269+0.027664i,0.045662+0.019197i,0.033162-0.00090072i,0.003662-0.014859i,-0.024132-0.018454i,-0.038987-0.016994i,-0.036052-0.013092i,-0.014644-0.0067772i,0.017415+0.0028873i,0.034641+0.0097167i,0.03391+0.0077649i,0.030944-0.0036582i,0.021638-0.018735i,0.0059485-0.024796i
0.13246-0.012913i,0.24908-0.022468i,0.3226-0.026925i,0.3175-0.064568i,0.20817-0.095095i,0.035716-0.07176i,-0.072681-0.028194i,-0.07357-0.0028206i,-0.036611+0.0021691i,-0.023021+0.012283i,-0.02483+0.034247i,-0.010284+0.044728i,0.0064949+0.030137i,0.0058575+0.011822i,0.0046845+0.0064605i,0.01094+0.003579i,0.0092433-0.004355i,-0.00085725-0.011405i,-0.0084046-0.0083233i,-0.014033+0.011842i,-0.017993+0.033272i,-0.013077+0.035007i,-0.0020556+0.019173i
-0.037497+0.13332i,-0.12982+0.22313i,-0.27906+0.27502i,-0.35777+0.28057i,-0.27602+0.22438i,-0.12529+0.12628i,-0.024372+0.054148i,0.0079898+0.024286i,-0.0011866-0.0056253i,-0.024248-0.04518i,-0.043689-0.069732i,-0.047183-0.058613i,-0.018876-0.028708i,0.015848-0.024158i,0.015413-0.034367i,-0.0085132-0.025302i,-0.022938-0.0059261i,-0.025423+0.0069924i,-0.021705+0.0045758i,-0.012851-0.012106i,-0.0012475-0.020714i,0.011315-0.010334i,0.016143+0.0022279i
-0.07606-0.061295i,-0.04711-0.16047i,0.089075-0.28997i,0.20569-0.35374i,0.18216-0.29777i,0.087851-0.18962i,0.020665-0.11844i,-0.0069763-0.082262i,0.0029575-0.042425i,0.0262-0.013093i,0.038742-0.0015157i,0.034138+0.0010381i,0.0060319+0.0060608i,-0.017221+0.033247i,-0.0055619+0.059864i,0.02097+0.05219i,0.037301+0.025882i,0.041374+0.0050737i,0.034521-0.0035857i,0.021964-0.00087736i,0.008172+0.00030113i,-0.0090379-0.0021449i,-0.020256+0.00044044i
0.0431-0.047825i,0.050393+0.0077227i,-0.00078524+0.1595i,-0.064395+0.27961i,-0.064116+0.26786i,-0.031786+0.20058i,0.002477+0.16123i,0.027655+0.11864i,0.016831+0.066226i,-0.0030425+0.048303i,-0.0065666+0.05447i,-0.0055864+0.047804i,-0.0022041+0.019179i,-0.0001723-0.024031i,-0.0062734-0.056973i,-0.013796-0.0634i,-0.01976-0.05013i,-0.020875-0.028397i,-0.014384-0.0061629i,-0.0072712+0.014028i,-0.0011428+0.0266i,0.0070282+0.020728i,0.010754+0.0020561i
0.043306+0.043428i,0.044459+0.030309i,0.010108-0.057889i,-0.025665-0.14025i,-0.03579-0.12862i,-0.0247-0.098377i,-0.031659-0.099258i,-0.047913-0.081206i,-0.043989-0.041341i,-0.036722-0.024583i,-0.038157-0.032048i,-0.033765-0.033036i,-0.020401-0.017533i,-0.0071867+0.0067909i,-0.00022049+0.033241i,0.0027068+0.05332i,0.0031828+0.055271i,-0.0021176+0.041239i,-0.010514+0.019327i,-0.015126-0.0081637i,-0.013523-0.029138i,-0.0066785-0.027949i,0.0017015-0.011534i
-0.064448+0.031846i,-0.082321+0.037499i,-0.040732+0.017932i,0.016313-0.016808i,0.025643-0.034846i,0.02982-0.011007i,0.05608+0.017901i,0.063798+0.019147i,0.052919+0.003012i,0.054263-0.010962i,0.05888-0.019294i,0.044808-0.017121i,0.025904-0.0028303i,0.022124+0.0030057i,0.021835-0.015033i,0.012845-0.039015i,0.0085585-0.046158i,0.012836-0.037378i,0.015365-0.021502i,0.016651-0.0046514i,0.01256+0.010175i,-0.00040563+0.020926i,-0.008443+0.024258i
-0.0061337-0.063239i,0.0046408-0.063091i,0.031825+0.01994i,0.058625+0.117i,0.052201+0.11724i,0.0064187+0.061531i,-0.027554+0.027442i,-0.023966+0.012773i,-0.017199+0.008495i,-0.023288+0.016368i,-0.023674+0.026277i,-0.013936+0.023473i,-0.01142+0.0062846i,-0.025684-0.0015322i,-0.036032+0.013539i,-0.028727+0.028895i,-0.017904+0.026586i,-0.01177+0.014046i,-0.0080062+0.0030125i,-0.0077424+0.0020148i,-0.0037414+0.0035762i,0.0028982-0.0081042i,0.00024169-0.024064i
0.045109-0.0080043i,0.025144-0.029905i,-0.093059-0.078838i,-0.20966-0.10855i,-0.18742-0.076644i,-0.085444-0.036394i,-0.032192-0.024675i,-0.031376-0.013075i,-0.030038-0.0038461i,-0.029011-0.0060735i,-0.036241-0.0062191i,-0.035579-0.0051811i,-0.020388-0.0061552i,0.0052281-0.01i,0.029496-0.017232i,0.042568-0.020109i,0.042896-0.01415i,0.029841-0.0020044i,0.01295+0.0056309i,0.000302-0.0025976i,-0.008849-0.013503i,-0.0099014-0.0099593i,-0.0011597+0.002632i
0.0092485+0.052385i,0.06503+0.067561i,0.19001+0.016368i,0.26823-0.060648i,0.19226-0.081111i,0.073491-0.043766i,0.03848-0.013889i,0.039706-0.024904i,0.01716-0.039163i,0.0021332-0.035576i,0.01792-0.031085i,0.037057-0.028736i,0.032047-0.021863i,0.006285-0.009102i,-0.022043+0.005006i,-0.041816+0.01476i,-0.044033+0.013892i,-0.029385+0.0024586i,-0.012382-0.0050522i,0.0045036+0.001395i,0.019434+0.011186i,0.022307+0.013813i,0.015826+0.010168i
-0.065379-0.0054156i,-0.13071+0.034794i,-0.16751+0.1488i,-0.13771+0.24397i,-0.059421+0.21785i,0.00029558+0.13754i,0.0048199+0.09303i,-0.0014391+0.074699i,0.012923+0.058125i,0.027523+0.04699i,0.023853+0.042679i,0.0083281+0.038226i,0.00051743+0.032354i,0.011493+0.025203i,0.031988+0.011438i,0.042101-0.0060558i,0.035083-0.013461i,0.018173-0.0089016i,0.0042223-0.0021397i,-0.0033801+0.0026992i,-0.01111+0.0014177i,-0.018197-0.00775i,-0.02299-0.014189i
