0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
-0.12974+0.14848i,-0.24823+0.27097i,-0.26768+0.3145i,-0.13517+0.22527i,-0.02026+0.07699i,-0.021133-0.010508i,-0.047546-0.020321i,-0.041103-0.0138i,-0.02721-0.011778i,-0.016424+0.0030859i,-0.0031269+0.017618i,-0.00065777+0.01132i,-0.012277-0.0035643i,-0.022652-0.0075164i,-0.02893-0.00099397i,-0.032284+0.0030454i,-0.029326-0.0023015i,-0.023099-0.0094333i,-0.016966-0.010528i,-0.011254-0.0041102i,-0.004969+0.0015823i,-0.0067221-0.0010004i,-0.017244-0.0049539i
-0.20739-0.10761i,-0.39285-0.21082i,-0.47313-0.24065i,-0.35372-0.12327i,-0.14101+0.0016272i,-0.02863+0.024685i,-0.030893+0.036074i,-0.023232+0.058669i,0.0067244+0.040742i,0.005168+0.0093392i,-0.012561-0.0026664i,-0.020649-0.0078529i,-0.015442-0.01078i,0.0035513-0.013101i,0.022523-0.022109i,0.028838-0.034048i,0.023282-0.037006i,0.012499-0.027995i,0.0063712-0.017712i,0.0054283-0.018342i,0.0035155-0.025971i,0.0014983-0.028505i,-0.0010804-0.024232i
0.040356-0.25277i,0.087812-0.46271i,0.089093-0.51617i,0.015294-0.32742i,-0.028715-0.085489i,0.010584+0.024092i,0.032529+0.028964i,0.026236+0.028075i,0.033081+0.024342i,0.030198-0.0016862i,0.012251-0.016801i,0.0040764-0.011414i,0.0029114-0.01055i,-0.007937-0.013377i,-0.020391-0.002439i,-0.015033+0.018393i,-0.00078508+0.025552i,0.0034496+0.017881i,-0.0012642+0.012993i,-0.0039901+0.018176i,-0.0016096+0.024885i,-0.00053299+0.022578i,-0.0014847+0.015801i
0.2684-0.038944i,0.49675-0.077335i,0.54432-0.10882i,0.34406-0.098106i,0.13917-0.03774i,0.083306-0.012352i,0.069993-0.048431i,0.028374-0.052425i,0.010929-0.022616i,0.01531-0.011859i,0.0081138-0.01413i,-0.00040075-0.01383i,0.00062132-0.014079i,0.0063277-0.022457i,0.0068211-0.031672i,0.005533-0.026885i,0.012803-0.012184i,0.023092-0.0032257i,0.02171-0.0023994i,0.005059+0.00090906i,-0.0098112+0.0069959i,-0.0073014+0.0086824i,0.0043212+0.0035046i
0.12879+0.271i,0.26648+0.49791i,0.34532+0.53337i,0.27128+0.31196i,0.10091+0.099363i,-0.016444+0.045274i,-0.037987+0.014431i,-0.045185-0.02807i,-0.049029-0.019421i,-0.021021+0.0048494i,0.012917+0.00035759i,0.024413-0.020034i,0.012366-0.027286i,0.0023251-0.0043001i,0.006808+0.026161i,0.012542+0.0385i,0.016067+0.037493i,0.021724+0.028065i,0.026282+0.015163i,0.029077+0.0031744i,0.031676-0.0025795i,0.029043+0.0019032i,0.020256+0.008357i
-0.22907+0.21013i,-0.42991+0.40708i,-0.44653+0.46305i,-0.25369+0.28591i,-0.10399+0.071704i,-0.082384+0.0051216i,-0.058037+0.031254i,-0.022414+0.026186i,-0.01891+0.011976i,-0.01282+0.024957i,0.0047627+0.032283i,0.011901+0.019248i,0.013634-0.0027691i,0.013481-0.024569i,-0.0021275-0.036288i,-0.028983-0.031647i,-0.043912-0.017765i,-0.036792-0.0048286i,-0.022256-0.00052677i,-0.016092-0.00019736i,-0.018361+0.0044108i,-0.021809+0.0049861i,-0.023177-0.0019247i
-0.27503-0.1718i,-0.5179-0.28529i,-0.59153-0.2163i,-0.3963-0.0047111i,-0.15417+0.092167i,-0.043088+0.072054i,-0.011629+0.07157i,0.018711+0.068428i,0.032292+0.033952i,0.017961+0.0031329i,0.0027558-0.0076771i,0.0065871-0.0057101i,0.021044+0.00054974i,0.030612+0.01139i,0.035734+0.015587i,0.03137+0.0060338i,0.012127+0.0016401i,-0.0098968+0.0085403i,-0.018201+0.010124i,-0.016446-0.0029704i,-0.015721-0.018955i,-0.014843-0.023559i,-0.010521-0.017994i
0.088581-0.3207i,0.10397-0.58655i,0.00020572-0.64979i,-0.12072-0.42229i,-0.10085-0.18267i,-0.037239-0.12325i,-0.027879-0.11248i,-0.015289-0.057376i,0.01613-0.021453i,0.024225-0.020469i,0.013513-0.01129i,0.014022+0.011453i,0.023038+0.021516i,0.01091+0.0079721i,-0.019184-0.0056792i,-0.032244-0.0033427i,-0.024459+0.0051462i,-0.01571+0.013489i,-0.010242+0.021789i,-0.002914+0.026977i,0.0025952+0.028408i,0.0043507+0.025031i,0.0033762+0.015523i
0.33639-0.013286i,0.61039-0.081265i,0.66666-0.19355i,0.44067-0.22306i,0.20673-0.12249i,0.099672-0.046367i,0.027013-0.044788i,-0.019417-0.031695i,-0.021369-0.0070118i,-0.01353+0.0013344i,-0.012058-0.0017921i,-0.01356-0.0011949i,-0.0038068+0.012883i,0.02434+0.020808i,0.05176+0.004954i,0.053849-0.019002i,0.036006-0.032565i,0.022919-0.033634i,0.018351-0.026868i,0.010561-0.020828i,-0.00018933-0.018965i,-0.00064658-0.017689i,0.010431-0.01455i
0.10202+0.32486i,0.20294+0.53062i,0.26136+0.47324i,0.14367+0.16299i,-0.054765-0.033731i,-0.10223-0.0065065i,-0.043705+0.016871i,-0.030306-0.008481i,-0.03459+0.0020841i,-0.0083539+0.023545i,0.015971+0.022046i,0.01368+0.01222i,-0.0066086+0.011292i,-0.022752+0.02085i,-0.029218+0.029342i,-0.024341+0.030262i,-0.009092+0.019822i,0.0012109+0.0012641i,0.0076802-0.0084482i,0.022889-0.0052836i,0.035633-0.00089214i,0.033406+0.0057025i,0.023175+0.01488i
-0.27812+0.17024i,-0.39915+0.32397i,-0.28649+0.39997i,-0.013641+0.29112i,0.12661+0.10006i,0.11338+0.015457i,0.11229+0.013375i,0.098096+0.0006671i,0.044973-0.0054886i,0.0062181+0.0083788i,-0.010472+0.015733i,-0.013678+0.013051i,-0.0061069+0.0082093i,0.0079178-0.0013248i,0.024427-0.017853i,0.022256-0.031796i,0.00066316-0.029065i,-0.019551-0.010828i,-0.030014+0.0050489i,-0.035275+0.011895i,-0.039935+0.019815i,-0.040974+0.025678i,-0.035387+0.019184i
-0.21818-0.20911i,-0.40409-0.25013i,-0.46167-0.097314i,-0.31789+0.10499i,-0.14498+0.12115i,-0.10746+0.020992i,-0.10882-0.0025539i,-0.049835+0.015585i,0.0047453+0.0031738i,0.013225-0.017248i,0.011742-0.019875i,0.011965-0.0093488i,-0.0017075+0.011198i,-0.018486+0.048006i,-0.017095+0.078313i,0.0014931+0.075588i,0.018762+0.053005i,0.025525+0.03236i,0.017224+0.017525i,0.00043712+0.0051687i,-0.0065283-0.0046509i,-0.0053273-0.0057892i,-0.00087111+0.00069163i
0.1548-0.25696i,0.18598-0.45837i,0.12875-0.51867i,0.10603-0.41319i,0.14188-0.28803i,0.095119-0.21269i,-0.0040077-0.12143i,-0.025768-0.036386i,-0.01081-0.011565i,-0.0094993-0.0014224i,-0.0080234+0.013317i,-0.0096494+0.019084i,-0.012208+0.013254i,-0.016549-0.01052i,-0.02511-0.031193i,-0.025529-0.024853i,-0.013673-0.0048835i,-0.0038514+0.0052083i,-0.004753+0.0057779i,-0.0092092+0.0080078i,-0.011336+0.0084758i,-0.012262+0.0016145i,-0.014474-0.0023477i
0.2586+0.11969i,0.39419+0.12102i,0.31465+0.065207i,0.078536+0.060829i,-0.04044+0.11607i,0.020968+0.13714i,0.055805+0.099813i,0.015794+0.058068i,-0.0019401+0.032066i,0.0085397+0.0053728i,0.010398-0.021614i,-0.0026036-0.029887i,-0.015243-0.015978i,-0.0106+0.010353i,0.013088+0.03545i,0.032714+0.038859i,0.027082+0.018693i,0.011973-0.006095i,0.0072322-0.024898i,0.0047615-0.038305i,-0.00060528-0.047229i,-0.0032297-0.048482i,0.0013443-0.036031i
-0.08123+0.25524i,-0.050796+0.33939i,0.018224+0.19751i,0.033164-0.033456i,0.028375-0.11661i,0.066933-0.11464i,0.086684-0.13867i,0.03798-0.11703i,-0.0019451-0.042392i,-0.0005462+0.0044594i,0.00094197+0.016885i,-0.0092155+0.010043i,-0.030322-0.014489i,-0.059013-0.04053i,-0.077938-0.047987i,-0.073825-0.032624i,-0.05376-0.0072457i,-0.028455+0.010855i,-0.0043764+0.011944i,0.01443+0.003918i,0.020658+0.0020474i,0.014187+0.010917i,0.0020506+0.020778i
-0.23225-0.028579i,-0.29021+0.055221i,-0.11053+0.22484i,0.1469+0.3398i,0.21595+0.30366i,0.12433+0.17854i,0.044486+0.089087i,0.039507+0.053986i,0.047875+0.019309i,0.021503-0.0083372i,-0.0061073-0.013176i,-0.0093506-0.012484i,0.002711-0.0087622i,0.025752-0.0050869i,0.042863-0.0045866i,0.035295-0.0050516i,0.015349-0.008493i,0.0027944-0.0085215i,0.0024204-0.0062421i,0.00094714-0.0051843i,-0.0066315+0.0037388i,-0.0079502+0.011319i,-0.0033367+0.0026224i
0.010252-0.2517i,-0.040553-0.35968i,-0.12186-0.32383i,-0.16145-0.26409i,-0.16718-0.24088i,-0.18601-0.13251i,-0.16166+0.0052656i,-0.082657+0.04609i,-0.022765+0.030649i,0.0050159+0.030427i,0.02403+0.035508i,0.029467+0.023983i,0.011527+0.0064327i,-0.026039+0.0098775i,-0.062222+0.032661i,-0.064613+0.051143i,-0.034349+0.051149i,-0.0029686+0.034961i,0.010097+0.019592i,0.0085394+0.01441i,0.0054128+0.011328i,0.0030505+0.0054688i,-0.0015124+0.0031841i
0.25607+0.0081334i,0.36654+0.012098i,0.31672+0.02684i,0.2205+0.061344i,0.20735+0.078253i,0.22502+0.062548i,0.20175+0.042355i,0.12458+0.013227i,0.041953-0.008745i,-0.0010758-0.017497i,-0.021204-0.023874i,-0.029323-0.018387i,-0.011512-0.015741i,0.019154-0.03761i,0.038679-0.058384i,0.037229-0.051879i,0.018355-0.025482i,-0.0030879+0.0025437i,-0.012284+0.018814i,-0.011122+0.016153i,-0.0090722-0.0018296i,-0.013183-0.020204i,-0.020366-0.024761i
-0.013+0.26676i,-0.076672+0.36213i,-0.21161+0.28124i,-0.33317+0.17118i,-0.30178+0.14986i,-0.14256+0.080603i,-0.065073-0.030657i,-0.083944-0.03999i,-0.064761+0.0075359i,-0.013646+0.0095997i,0.01313-0.0072631i,0.01628-0.01245i,0.0058919-0.012894i,-0.0092683-0.00062064i,-0.020191+0.016436i,-0.025847+0.01907i,-0.026949+0.0092143i,-0.018042+0.004276i,-0.0017481+0.0060781i,0.011638-0.00018798i,0.014358-0.0094942i,0.015298-0.0094979i,0.021212-0.0048504i
-0.2635+0.037704i,-0.31278+0.025701i,-0.085901+0.00051259i,0.24324-0.018581i,0.34171-0.041377i,0.19872-0.065611i,0.04987-0.066176i,0.010349-0.044467i,0.0086064-0.031663i,-0.0094587-0.025439i,-0.02535-0.016468i,-0.021107-0.015066i,-0.00034979-0.029758i,0.013394-0.063477i,-0.0019083-0.09659i,-0.031897-0.096472i,-0.049453-0.06731i,-0.045637-0.033115i,-0.025747-0.010737i,-0.0045241-0.0072869i,0.0071932-0.010577i,0.01058-0.010223i,0.0064232-0.0094161i
-0.097393-0.28905i,-0.14588-0.39008i,-0.19437-0.25876i,-0.24021-0.014388i,-0.23797+0.13332i,-0.18831+0.21022i,-0.10603+0.24814i,-0.013558+0.19594i,0.037324+0.10175i,0.055364+0.042419i,0.066252-0.00041157i,0.054031-0.028373i,0.033269-0.015783i,0.034261+0.023081i,0.050158+0.059172i,0.056505+0.062724i,0.042096+0.031315i,0.013112-0.0009441i,-0.0064293-0.0074669i,-0.0025353+0.0063762i,0.013152+0.019987i,0.025123+0.023836i,0.02604+0.017469i
0.31302-0.15409i,0.48006-0.25446i,0.43589-0.33808i,0.21708-0.39081i,0.047431-0.345i,0.030166-0.22982i,0.063395-0.15424i,0.032608-0.11034i,-0.010314-0.042295i,-0.0147+0.013474i,-0.019096+0.038359i,-0.020538+0.047689i,-0.014341+0.041243i,-0.018115+0.026568i,-0.02316+0.0046947i,-0.014416-0.017962i,0.0089867-0.02607i,0.023438-0.022543i,0.011862-0.012573i,-0.014016+0.001414i,-0.038313+0.013742i,-0.048161+0.021869i,-0.03734+0.025396i
0.19797+0.32321i,0.26268+0.53668i,0.18043+0.60013i,0.057862+0.53452i,0.03654+0.41285i,0.063577+0.22672i,0.037466+0.068025i,-0.000332+0.020991i,0.00097687+0.010736i,0.0076363-0.016434i,0.0093755-0.027615i,0.011519-0.015957i,0.017128+0.0028216i,0.039818+0.0078863i,0.062614-0.0099825i,0.058401-0.026624i,0.033598-0.027455i,0.013377-0.022475i,0.0081535-0.017952i,0.010034-0.017973i,0.014135-0.021357i,0.019632-0.024187i,0.020886-0.024642i
-0.2952+0.24521i,-0.44511+0.32017i,-0.36999+0.17267i,-0.16974-0.07903i,-0.10616-0.18392i,-0.16207-0.11855i,-0.1847-0.03388i,-0.13479-0.0094422i,-0.077363-0.018307i,-0.050269-0.0064476i,-0.022946+0.025537i,0.011185+0.032787i,0.024645+0.0018894i,-0.0024295-0.027417i,-0.056242-0.018122i,-0.087845+0.015647i,-0.079175+0.035246i,-0.054375+0.030524i,-0.035836+0.019923i,-0.023967+0.020196i,-0.012767+0.023757i,-0.009313+0.021358i,-0.014341+0.015397i
-0.31876-0.24835i,-0.45216-0.31101i,-0.32423-0.14684i,-0.033522+0.083309i,0.12553+0.13082i,0.12905+0.11128i,0.14751+0.11444i,0.15462+0.060219i,0.099709-0.0034931i,0.054639-0.033474i,0.021537-0.064618i,-0.011831-0.070837i,-0.014456-0.045059i,0.0081359-0.023735i,0.037025-0.013576i,0.056915-0.0066667i,0.057525+0.0049119i,0.042215+0.02341i,0.026517+0.030153i,0.022044+0.010985i,0.018996-0.018164i,0.01088-0.031664i,0.0020957-0.023727i
0.18015-0.40968i,0.19344-0.66024i,-0.011476-0.66919i,-0.29176-0.43162i,-0.36118-0.18714i,-0.26527-0.089009i,-0.18709-0.058227i,-0.12992+0.0055912i,-0.047197+0.076856i,0.025528+0.097021i,0.047254+0.074413i,0.029444+0.049293i,0.0080369+0.052792i,0.01533+0.080862i,0.047005+0.087491i,0.063362+0.051424i,0.056675+0.0054464i,0.04543-0.020121i,0.030559-0.017258i,0.015869+0.0081962i,0.011716+0.038301i,0.014562+0.057712i,0.019052+0.059328i
0.482+0.13175i,0.77423+0.16119i,0.80393+0.08186i,0.58588-0.044282i,0.36148-0.11477i,0.19916-0.16789i,0.052382-0.17231i,-0.017626-0.082932i,-0.0111-0.010486i,-0.015222-0.0011983i,-0.036648-0.0048985i,-0.042428+0.0054703i,-0.026369+0.033297i,-0.00050006+0.037842i,0.0040391-0.006889i,-0.014372-0.052074i,-0.024816-0.064101i,-0.020576-0.066731i,-0.020954-0.072739i,-0.039296-0.065769i,-0.063234-0.044078i,-0.066538-0.028308i,-0.04381-0.026471i
-0.063969+0.49389i,-0.094879+0.73955i,-0.11159+0.6763i,-0.12271+0.39365i,-0.12359+0.20284i,-0.09329+0.18755i,-0.050491+0.19812i,-0.02428+0.12704i,-0.029888+0.02643i,-0.033926-0.010436i,0.010565-0.0038967i,0.045628-0.015022i,0.018803-0.028158i,-0.028238-0.018241i,-0.05455+0.012847i,-0.051498+0.055395i,-0.03839+0.086035i,-0.032262+0.084708i,-0.021313+0.056957i,0.0023152+0.022435i,0.024-0.00093085i,0.03201-0.0085245i,0.022355-0.0061341i
-0.45771+0.019035i,-0.61355+0.081607i,-0.40895+0.077871i,-0.072119-0.042786i,0.025293-0.16808i,-0.02111-0.18788i,-0.0049822-0.18075i,0.0032304-0.18274i,-0.035514-0.15117i,-0.063162-0.11057i,-0.072817-0.061323i,-0.058265-0.010037i,-0.042968-0.002235i,-0.053057-0.0054707i,-0.049967+0.020808i,-0.018124+0.048038i,0.012826+0.053663i,0.030361+0.050928i,0.030528+0.042127i,0.01175+0.030343i,-0.0062185+0.026819i,-0.013061+0.021792i,-0.019709+0.0095449i
-0.15892-0.4426i,-0.3557-0.57356i,-0.43574-0.32419i,-0.26745+0.065188i,-0.027399+0.19354i,0.056332+0.11484i,0.037397+0.075602i,0.043387+0.079624i,0.092863+0.064542i,0.13798+0.021146i,0.12172-0.028229i,0.062281-0.046i,0.016244-0.035068i,0.0099263-0.020727i,0.033532-0.018006i,0.051329-0.031361i,0.051021-0.042417i,0.053267-0.035453i,0.059596-0.021959i,0.051103-0.01907i,0.031419-0.029435i,0.015471-0.032925i,0.015662-0.017843i
0.46034-0.24656i,0.64125-0.54139i,0.48374-0.71669i,0.14613-0.62274i,-0.03777-0.42218i,-0.10397-0.28093i,-0.16704-0.151i,-0.11836-0.011312i,0.0099136+0.070119i,0.073179+0.090255i,0.060119+0.078686i,0.027092+0.049068i,0.017717+0.023285i,0.027088+0.0025768i,0.015761-0.017828i,-0.023279-0.028566i,-0.065535-0.026173i,-0.090209-0.01845i,-0.080473-0.0072116i,-0.047196+0.0032339i,-0.02824+0.01215i,-0.028803+0.025271i,-0.02493+0.031989i
0.29235+0.46318i,0.54511+0.6703i,0.62+0.59019i,0.46402+0.30733i,0.31102+0.095515i,0.28321-0.00019708i,0.25294-0.04365i,0.12807-0.031007i,0.008102+0.026903i,-0.0085764+0.073839i,0.025366+0.048511i,0.026418-0.0059235i,0.0044671-0.011955i,-0.015849+0.014772i,-0.044112+0.035194i,-0.063246+0.051121i,-0.053102+0.066408i,-0.029905+0.066273i,-0.010134+0.043067i,-0.0046437+0.0094018i,-0.018787-0.0093617i,-0.028008-0.0062381i,-0.019575-0.0025799i
-0.37502+0.28812i,-0.50256+0.47712i,-0.4246+0.44091i,-0.28229+0.27218i,-0.22243+0.2052i,-0.19664+0.17476i,-0.18284+0.072941i,-0.18573-0.0097476i,-0.18939-0.028621i,-0.18515+0.0026684i,-0.11283+0.061709i,-0.0058351+0.071021i,0.022408+0.034228i,-0.0063993+0.015458i,-0.016323+0.0194i,2.2898e-05+0.032196i,0.022427+0.050319i,0.042558+0.063017i,0.049489+0.054556i,0.04005+0.030747i,0.037032+0.0073915i,0.03643-0.015195i,0.014174-0.024377i
-0.33402-0.26708i,-0.50343-0.23559i,-0.33103-0.029967i,0.066694+0.045622i,0.26297-0.099919i,0.20127-0.19361i,0.13318-0.15749i,0.12378-0.11401i,0.10285-0.1183i,0.038988-0.14886i,-0.045136-0.11835i,-0.081515-0.035106i,-0.076259-0.00471i,-0.06698-0.013749i,-0.034574-0.010193i,0.00017229-0.01527i,0.004001-0.041055i,-0.0059738-0.065648i,-0.013019-0.067447i,-0.011081-0.042503i,-0.00070073-0.014935i,0.009882-0.0083449i,0.016278-0.015218i
0.17563-0.40929i,0.057033-0.69461i,-0.21798-0.64742i,-0.29341-0.29215i,-0.10738-0.036775i,0.023175+0.035445i,0.037045+0.10598i,0.084144+0.11765i,0.14198+0.040236i,0.13875-0.022781i,0.074718-0.047025i,0.0025329-0.040625i,-0.022336-0.033158i,-0.019626-0.053312i,-0.022224-0.076291i,-0.028783-0.088687i,-0.044405-0.08605i,-0.056541-0.057789i,-0.039876-0.02262i,-0.015831-0.0086106i,-0.020711-0.0099442i,-0.035123+0.0027153i,-0.020323+0.025442i
0.44735+0.1868i,0.80401+0.094866i,0.83234-0.15022i,0.4591-0.30637i,0.11514-0.28353i,0.019386-0.26489i,-0.027352-0.27827i,-0.091482-0.14085i,-0.051061+0.076002i,0.068323+0.14115i,0.12076+0.056575i,0.08905-0.023409i,0.067523-0.035156i,0.072064-0.026301i,0.051196-0.019327i,0.013937-0.0035231i,-0.012869+0.016361i,-0.026279+0.043001i,-0.010768+0.06447i,0.016261+0.052574i,0.018395+0.027915i,0.0079458+0.022572i,0.0010971+0.026144i
-0.17532+0.42946i,-0.17078+0.74744i,-0.057055+0.82178i,0.096243+0.65308i,0.21814+0.48874i,0.22403+0.37062i,0.10693+0.24762i,-0.046128+0.15172i,-0.14748+0.13411i,-0.12305+0.18086i,0.0024954+0.16492i,0.082161+0.06388i,0.074447-0.0020564i,0.042016-0.0055631i,-0.0018271+0.0075018i,-0.039782+0.03175i,-0.033295+0.056903i,0.0038046+0.05846i,0.022979+0.044839i,0.013648+0.033254i,-0.0021787+0.018842i,-0.017215-0.0015541i,-0.036724-0.015086i
-0.34152-0.13509i,-0.50162-0.10913i,-0.39182-0.068264i,-0.19204-0.087817i,-0.15654-0.087196i,-0.14819-0.033759i,-0.054986-0.022277i,0.038754-0.085404i,0.052321-0.17524i,-0.03928-0.18119i,-0.1019-0.059247i,-0.067316+0.033898i,-0.05277+0.02484i,-0.058659+0.0055054i,-0.023522+0.004334i,0.015805+0.0055874i,0.023852+0.0044087i,0.0059399-0.0066849i,-0.020596-0.015969i,-0.0318-0.024434i,-0.022087-0.046207i,-0.010215-0.067974i,-0.0072912-0.073209i
0.044716-0.31286i,-0.10004-0.40405i,-0.19994-0.21756i,-0.050415-0.02774i,0.15568-0.099463i,0.19632-0.1792i,0.20039-0.11989i,0.20988-0.072466i,0.16648-0.064281i,0.095957-0.063612i,-0.0082648-0.042411i,-0.071501+0.01966i,-0.039985+0.040518i,-0.0066458+0.015828i,0.0038362+0.004941i,0.013506-0.013643i,-0.0019646-0.04996i,-0.033226-0.064419i,-0.04788-0.044817i,-0.033268-0.017922i,-0.0092198+0.0038119i,0.0023032+0.026335i,0.020683+0.034856i
0.32429-0.020318i,0.47601-0.27313i,0.31277-0.49976i,-0.0012743-0.36459i,-0.11349-0.059672i,-0.1275+0.01097i,-0.23337-0.023149i,-0.25706+0.06179i,-0.1456+0.14677i,-0.050199+0.11356i,-0.02483+0.0032339i,-0.038064-0.075149i,-0.031179-0.073365i,-0.00099145-0.063429i,0.0029578-0.077722i,-0.011457-0.081853i,-0.012623-0.057302i,-0.0043072-0.0098974i,0.0062422+0.020346i,0.007844+0.016359i,-0.0027905+0.0088531i,-0.0043353+0.0047995i,0.010945+0.0048759i
0.0023857+0.38241i,0.21955+0.63i,0.4804+0.60168i,0.54948+0.29781i,0.50693+0.054931i,0.5251-0.019677i,0.47616-0.073429i,0.26821-0.076478i,0.10563-0.0089524i,0.10016+0.0052819i,0.13723-0.04565i,0.12507-0.069019i,0.08966-0.044088i,0.069497-0.02498i,0.043899-0.017545i,0.0097018+0.014142i,-0.0048081+0.057063i,-0.0013317+0.072723i,0.0092652+0.053315i,0.025205+0.021669i,0.042652-0.0031178i,0.05372-0.015808i,0.043698-0.0084418i
-0.33801-0.055918i,-0.57868+0.044156i,-0.61122+0.19124i,-0.42507+0.29986i,-0.24007+0.38209i,-0.12725+0.42524i,-0.014999+0.37009i,0.046456+0.21308i,0.010735+0.091786i,-0.0051319+0.10081i,0.036975+0.11311i,0.021264+0.063123i,-0.058658+0.034715i,-0.086244+0.0547i,-0.041523+0.063481i,-0.0060646+0.033015i,-0.01799-0.010889i,-0.042535-0.040091i,-0.040188-0.039477i,-0.015618-0.023394i,0.0015215-0.016906i,0.008061-0.015527i,0.014454-0.0075769i
0.086045-0.27759i,0.040568-0.39427i,-0.0046223-0.32645i,-0.048968-0.18295i,-0.19202-0.13689i,-0.37711-0.11422i,-0.43809-0.051619i,-0.33191+0.01918i,-0.15778+0.074803i,-0.035408+0.12077i,0.040844+0.14743i,0.1067+0.058485i,0.11857-0.10765i,0.077606-0.18368i,0.030178-0.13975i,0.0087599-0.076808i,-0.014495-0.062194i,-0.069344-0.064873i,-0.09905-0.040808i,-0.067033-0.014238i,-0.025734-0.012586i,-0.0073899-0.013466i,-0.0018293-0.0025162i
0.20552+0.0086192i,0.26612-0.091665i,0.17806-0.15305i,0.18627-0.090971i,0.35431-0.074727i,0.34558-0.14007i,0.15948-0.10523i,0.067907-0.0084793i,0.026704+0.027376i,-0.049839+0.055749i,-0.088594+0.092905i,-0.049726+0.096834i,0.048433+0.057181i,0.11739-0.023901i,0.077455-0.080482i,-0.012548-0.055061i,-0.056236-0.0026416i,-0.059637+0.0035792i,-0.05273-0.031251i,-0.03585-0.054267i,-0.018449-0.03769i,-0.0075015-0.0014909i,-0.00564+0.025346i
-0.0083369+0.24477i,0.16049+0.32456i,0.30483+0.19448i,0.22539+0.038877i,0.13419+0.047577i,0.21727+0.0096091i,0.20326-0.13571i,0.027576-0.12501i,-0.044189-0.0062411i,-0.015479-0.015708i,-0.030822-0.088064i,-0.081736-0.08797i,-0.118-0.0041713i,-0.081379+0.098569i,0.0021347+0.1151i,0.039735+0.061026i,0.049954+0.015307i,0.081001-0.028513i,0.099028-0.059268i,0.072261-0.042208i,0.033022+0.011491i,0.019847+0.058294i,0.026879+0.061313i
-0.26697-0.021837i,-0.4288+0.11747i,-0.38922+0.26108i,-0.24639+0.17779i,-0.25749-0.018489i,-0.33264-0.082595i,-0.28917-0.10521i,-0.28361-0.176i,-0.39265-0.14652i,-0.42142+0.012933i,-0.25095+0.12939i,0.005831+0.075854i,0.1441-0.068404i,0.12333-0.10724i,0.07937-0.05193i,0.065357-0.053147i,0.027435-0.1231i,-0.017462-0.17869i,-0.01968-0.14284i,0.0051191-0.055339i,0.0088724-0.0087741i,0.00074846-0.0059778i,0.0099176-0.023026i
-0.21745+9.0423i,1.0161+8.9542i,4.9088+8.8063i,7.0263+5.0764i,6.2285+0.85506i,3.7575-1.5727i,1.51-1.5218i,0.63198-0.45679i,0.95096+0.14371i,1.3153-0.32498i,0.63888-1.2264i,-0.51928-1.4599i,-1.3133-0.9339i,-1.6488-0.0672i,-1.5429+0.58742i,-1.0774+0.7514i,-0.45024+0.60858i,0.065702+0.42178i,0.34275+0.36049i,0.40674+0.45074i,0.39676+0.58885i,0.38305+0.65318i,0.31816+0.55192i
0.2233+0.079631i,0.33814+0.00084883i,0.26923-0.16936i,0.064553-0.31326i,-0.084251-0.40792i,-0.13915-0.45713i,-0.13652-0.4207i,-0.12564-0.30538i,-0.16504-0.15284i,-0.18827-0.023108i,-0.13994+0.014206i,-0.0777-0.04775i,-0.057315-0.11981i,-0.059897-0.095812i,-0.041697-0.018797i,-0.031774+0.010414i,-0.062936+0.0035144i,-0.084398+0.0012927i,-0.043996+0.01193i,0.014076+0.026631i,0.035608+0.036126i,0.018913+0.034949i,-0.013019+0.0366i
-0.087244+0.21475i,0.01535+0.35412i,0.18948+0.30958i,0.24279+0.12708i,0.15093+0.0082155i,0.046995-0.038731i,-0.043034-0.073102i,-0.11395-0.04432i,-0.10326+0.023875i,-0.049873+0.044735i,-0.019592+0.03456i,-0.011841+0.064413i,0.014953+0.12744i,0.087574+0.13101i,0.14669+0.071411i,0.16799+0.050041i,0.20352+0.061037i,0.22829+0.017015i,0.16515-0.071689i,0.027268-0.099353i,-0.054993-0.032737i,-0.010801+0.027503i,0.064128+0.020395i
-0.26114-0.10314i,-0.45116-0.059757i,-0.49302+0.059405i,-0.38241+0.12262i,-0.2863+0.14489i,-0.23274+0.208i,-0.17202+0.27523i,-0.11511+0.23536i,-0.11515+0.076534i,-0.17325-0.048481i,-0.1831-0.055177i,-0.13404-0.042057i,-0.098931-0.061659i,-0.081434-0.050628i,-0.050187-2.0701e-05i,-0.015295+0.013057i,-0.028158-0.023306i,-0.099391-0.041419i,-0.15922+0.000205i,-0.11757+0.067524i,0.0037196+0.084419i,0.066953+0.044018i,0.034792+0.016168i
