-0.003581+0.0009409i,-0.003457-0.00015002i,-0.0036661+0.00026652i,-0.0026938+0.00093657i,-0.0015709+0.0014955i,-0.00083653+0.0014873i,-0.00019703+0.0014236i,0.00029955+0.0014678i,0.00045533+0.0014092i,0.00027293+0.0011368i,0.00051484+0.00018554i,0.00070731-0.00046236i,2.9347e-05-0.00019538i,-0.00043295+0.0002097i,-0.00034844+0.00067612i,0.00025988+0.00097142i,0.00045728+0.00047998i,0.00019854-0.00059441i,-1.9614e-05-0.00011066i,-0.00043347+0.00031793i,0.00012353+0.0003003i,-6.3432e-06+0.00041582i,-0.00080612-0.00021993i
0.028278+0.014051i,0.041987+0.025534i,0.011486+0.033828i,-0.058389+0.041379i,-0.088896+0.055215i,-0.0684+0.051057i,-0.048489+0.012408i,-0.034386-0.022668i,-0.015849-0.029603i,-0.0058402-0.021918i,-0.0087124-0.011015i,-0.011128-0.005087i,-0.0098908-0.0046328i,-0.0023128-0.0054196i,0.014364-0.0064965i,0.028693-0.012842i,0.026439-0.026918i,0.0078211-0.036704i,-0.0091024-0.025348i,-0.011302-0.00016437i,-0.0055299+0.01506i,-0.0036047+0.012725i,-0.0087555+0.0077943i
0.02115+0.017623i,0.038169+0.051179i,0.045157+0.096529i,0.030996+0.13546i,6.0238e-05+0.1516i,-0.026904+0.1416i,-0.04673+0.12544i,-0.052733+0.10948i,-0.03496+0.075792i,-0.015062+0.03615i,-0.0068269+0.016943i,-0.00040765+0.012825i,0.0071792+0.0067349i,0.0069343-0.00097008i,-0.0017247-0.0022564i,-0.0090096+0.00079381i,-0.010769+0.0024491i,-0.0090945+0.0014187i,-0.0080208-0.0033566i,-0.0096836-0.011002i,-0.011482-0.013855i,-0.01138-0.010083i,-0.011517-0.0090238i
0.02237+0.012888i,0.051413+0.033995i,0.094245+0.055129i,0.12704+0.063815i,0.10277+0.057917i,0.038199+0.067839i,0.013851+0.10306i,0.034656+0.11557i,0.042843+0.088379i,0.021378+0.044876i,-0.0014568+0.014726i,-0.0064159+0.0014502i,0.0010364-0.0091279i,0.0092168-0.018618i,0.0117-0.020622i,0.0064211-0.0088411i,-0.0024365+0.010989i,-0.0061157+0.022155i,0.00083743+0.019793i,0.013645+0.013121i,0.017165+0.0083294i,0.0066397+0.0080069i,-0.0038098+0.0099049i
0.019155+0.019277i,0.036386+0.02498i,0.054153-0.0066806i,0.042955-0.068587i,-0.0051849-0.086702i,-0.043588-0.048465i,-0.020155-0.011506i,0.029605-0.0070085i,0.037446-0.015776i,0.015928-0.0087365i,0.0074488+0.0010827i,0.013253+0.0015323i,0.01503+0.0016478i,0.0097889+0.0075901i,0.0023519+0.02102i,0.0035714+0.031576i,0.017844+0.022762i,0.026569+0.0042192i,0.016339-0.0016383i,-0.0017327+0.0059033i,-0.01365+0.01067i,-0.01529+0.0073483i,-0.011631+0.0036507i
-0.0060761+0.0378i,-0.014828+0.058436i,-0.040685+0.048636i,-0.082714+0.003195i,-0.12076-0.029554i,-0.10867-0.020038i,-0.067431-0.019466i,-0.054916-0.042759i,-0.057668-0.041277i,-0.040336-0.010786i,-0.013546+0.0074375i,-0.00094492+0.0089431i,0.0015977+0.0093872i,0.0015679+0.0055597i,-0.0022319-0.0064499i,-0.0073959-0.018578i,-0.010484-0.020974i,-0.0072381-0.018662i,-0.00083719-0.02223i,0.0024622-0.028205i,0.0050087-0.027585i,0.0041103-0.019876i,0.0026194-0.011861i
-0.0135+0.039357i,-0.028086+0.080698i,-0.03941+0.10758i,-0.048074+0.093958i,-0.048509+0.036538i,-0.043876-0.012895i,-0.049094-0.016815i,-0.066094+0.0045992i,-0.064639+0.023789i,-0.031759+0.017492i,-0.0010698-0.001805i,0.0095176-0.0077472i,0.012228-2.4007e-05i,0.013819+0.0097514i,0.010076+0.014963i,-0.0011831+0.010965i,-0.014264+0.0018919i,-0.021867-0.0017176i,-0.018136+0.0083368i,-0.0029244+0.02622i,0.010035+0.031022i,0.0096771+0.017241i,0.0017741+0.0021899i
-0.023255+0.024118i,-0.022696+0.046627i,0.033204+0.060304i,0.11512+0.041012i,0.12886-0.013934i,0.062154-0.059798i,0.00043707-0.031699i,0.004588+0.026783i,0.02834+0.031747i,0.017373+0.0065522i,-0.002202+0.0038789i,-0.0055498+0.013611i,-0.0056022+0.012808i,-0.010214+0.0024529i,-0.018926-0.0076555i,-0.022789-0.0059987i,-0.01124+0.0056761i,0.0029812+0.0097815i,-0.0014139-0.0017438i,-0.021036-0.013584i,-0.027441-0.016717i,-0.016786-0.01778i,-0.010889-0.015067i
-0.034466-0.0049726i,-0.036343-0.015756i,0.0091585-0.034576i,0.075677-0.068089i,0.078707-0.0959i,0.024158-0.065005i,-0.00063387-0.005649i,0.027919+0.0083227i,0.039642-0.019571i,0.0061562-0.026354i,-0.016554-0.0031444i,-0.013409+0.0075832i,-0.010456+0.0021597i,-0.0022182-0.00166i,0.015979-0.0064223i,0.030304-0.010377i,0.031772-0.0094988i,0.025659-0.0067456i,0.0279-0.0030405i,0.036524-0.00056753i,0.037544+0.0014745i,0.028585+0.00017389i,0.014265-0.0045803i
-0.037462-0.0084828i,-0.058078-0.0061162i,-0.063659+0.0034024i,-0.036385+0.0050519i,0.020399-0.0038713i,0.047788+0.0081717i,0.035726+0.02632i,0.011171+0.012969i,-0.014783-0.0049631i,-0.023666+0.0093735i,-0.010091+0.030589i,-0.00052125+0.028168i,-0.0052957+0.015825i,-0.013326+0.0058856i,-0.01678-0.0019328i,-0.012796-0.0080104i,-0.0064695-0.01497i,-0.0068483-0.019078i,-0.020833-0.0092973i,-0.040455+0.013853i,-0.046848+0.032947i,-0.032019+0.032734i,-0.013444+0.015189i
-0.032793-0.010732i,-0.068786+0.027927i,-0.0983+0.124i,-0.086883+0.21976i,-0.021792+0.22365i,0.033339+0.12543i,0.014632+0.038282i,-0.029225+0.033614i,-0.028555+0.056292i,-0.0043603+0.04191i,-0.0036917+0.010981i,-0.014452+0.00024158i,-0.0095813+0.0015703i,0.0079337-0.0023371i,0.019912-0.010818i,0.01515-0.010799i,0.0037141+0.0040837i,0.0066347+0.019745i,0.023181+0.01127i,0.028401-0.01613i,0.017079-0.026749i,0.0091742-0.016515i,0.0066285-0.0098661i
-0.018821-0.020014i,-0.03096+0.0092808i,-0.00851+0.10062i,0.060274+0.17936i,0.091318+0.14879i,0.037384+0.053424i,-0.036226+0.003746i,-0.049585+0.016982i,-0.010152+0.024512i,0.012067-0.00203i,0.0015698-0.020679i,-0.0045966-0.014372i,0.0025917-0.0037557i,0.0068674+0.0092707i,0.0028502+0.027972i,-0.0035505+0.041963i,-0.0037999+0.041412i,0.0013393+0.033156i,0.0039766+0.034776i,0.0041499+0.044456i,0.0054439+0.045222i,0.0080974+0.03389i,0.010218+0.018358i
0.011732-0.03355i,0.017537-0.048577i,0.025867-0.027803i,0.038944+0.019758i,0.02559+0.04947i,-0.038301+0.048754i,-0.077555+0.039306i,-0.051478+0.018609i,-0.02174-0.015163i,-0.02321-0.034602i,-0.03172-0.027936i,-0.024949-0.0146i,-0.01005-0.0090171i,0.00040329-0.0093432i,0.0041849-0.013932i,0.003872-0.01668i,0.0090664-0.01442i,0.013515-0.018671i,0.0020572-0.035011i,-0.021997-0.050642i,-0.040767-0.049621i,-0.038794-0.032609i,-0.020262-0.015872i
0.012023-0.035313i,-0.013877-0.072526i,-0.096273-0.11936i,-0.19883-0.14521i,-0.22949-0.10692i,-0.14612-0.036985i,-0.041275-0.0087158i,-0.014555-0.01489i,-0.035268-0.013208i,-0.032901-0.0042912i,-0.0090518-0.0069442i,-0.00038666-0.013904i,-0.0077828-0.0027551i,-0.0097821+0.021178i,8.6349e-05+0.031946i,0.0044537+0.020308i,-0.011379+0.003805i,-0.029058+0.0078418i,-0.022525+0.025705i,0.0054668+0.028169i,0.021124+0.014041i,0.014449+0.0036355i,0.0079746-0.0010249i
0.0097-0.016043i,-0.041297-0.015776i,-0.15989+0.026988i,-0.24675+0.10347i,-0.19194+0.11555i,-0.061323+0.042422i,0.01362-0.022162i,0.022715-0.032251i,0.013008-0.0088639i,0.0092307+0.012639i,0.011549+0.015166i,0.0074505+0.0071669i,-0.0012312+0.0031085i,-0.0062957-0.0013732i,-0.017511-0.016805i,-0.032118-0.029451i,-0.033861-0.026197i,-0.031443-0.01865i,-0.040595-0.014014i,-0.052314-0.0027839i,-0.047017+0.012559i,-0.030496+0.01559i,-0.022095+0.0091673i
0.018843+0.010948i,-0.015289+0.03054i,-0.088449+0.079811i,-0.11749+0.12139i,-0.061213+0.079364i,-0.0083267-0.019363i,-0.008824-0.054806i,-0.0079273-0.030599i,0.0041961-0.018025i,0.0087139-0.010674i,0.012682-0.0034409i,0.011357-0.0063003i,0.0072333-0.0084288i,0.01154-0.0041944i,0.025116+0.0018175i,0.034847+0.0035814i,0.030562+0.0054157i,0.02406+0.010297i,0.026623+0.0073874i,0.029693-0.0082745i,0.022563-0.023891i,0.010581-0.025641i,0.0035157-0.017861i
0.029811+0.015224i,0.057406+0.00049248i,0.11463-0.036281i,0.22058-0.085861i,0.27051-0.12985i,0.17313-0.12509i,0.037499-0.050709i,-0.017088+0.011232i,-0.024242+0.0076559i,-0.027347+0.0005788i,-0.016693+0.012024i,-0.0066656+0.0098447i,-0.016455-0.0069486i,-0.037136-0.018058i,-0.042517-0.010377i,-0.026233-0.0021679i,-0.0088168-0.011981i,-0.0097293-0.023838i,-0.022466-0.015489i,-0.021029+0.006377i,-0.0066303+0.019468i,0.0050682+0.018205i,0.014496+0.011802i
0.019797+0.025936i,0.046684-0.014411i,0.04536-0.11896i,-0.0050853-0.19745i,-0.042829-0.16334i,-0.034967-0.069381i,-0.025168-0.003204i,-0.028248+0.035778i,-0.019327+0.05376i,-0.014477+0.03354i,-0.022659+0.011931i,-0.025872+0.0071332i,-0.022664+0.0090835i,-0.00402+0.013452i,0.022402+0.0057511i,0.032621-0.0099181i,0.027968-0.015883i,0.026508-0.015782i,0.028188-0.021827i,0.013488-0.028589i,-0.008681-0.020718i,-0.013736-0.0075082i,-0.0048358-0.0083076i
-0.010101+0.033557i,-0.011416+0.023774i,-0.042937-0.033755i,-0.10361-0.04778i,-0.090821+0.03015i,-0.018997+0.065453i,-0.0035144+0.016838i,-0.012378-0.012679i,0.0013739-0.015883i,-0.00039831-0.018802i,-0.012073-0.0083655i,-0.0066204+0.0022025i,-0.00045568+0.0096485i,-0.002833+0.024769i,-0.011762+0.038885i,-0.021561+0.046938i,-0.020066+0.045825i,-0.012738+0.029957i,-0.0082885+0.010329i,-0.001127-0.005795i,0.0071822-0.01943i,0.0085476-0.021368i,0.0066923-0.013737i
-0.05877+0.027966i,-0.1186+0.079235i,-0.18556+0.19251i,-0.22154+0.36475i,-0.17079+0.45545i,-0.04382+0.33294i,0.0052907+0.11681i,-0.030231-0.0010186i,-0.028894-0.032681i,-0.0093878-0.045815i,-0.0086532-0.037862i,-0.0022788-0.0272i,0.016538-0.032438i,0.031315-0.046851i,0.026564-0.052919i,0.013217-0.0403i,0.012235-0.021823i,0.014777-0.012027i,0.0084292-0.013261i,0.002153-0.0098418i,-0.0028344+0.0020018i,-0.0095619+0.012875i,-0.01073+0.023628i
-0.073037-0.0080112i,-0.12727-0.0082541i,-0.13261+0.009872i,-0.062171+0.0074217i,0.021687-0.043185i,0.036255-0.07172i,0.0056167-0.053607i,-0.030887-0.026922i,-0.049087-0.0039361i,-0.022535-0.00090571i,0.0060996-0.019362i,0.0044005-0.033779i,-0.011783-0.0292i,-0.02504-0.0044648i,-0.020229+0.024053i,-0.0013838+0.028178i,0.0065311+0.010485i,-0.00083981+0.0031549i,-0.0094506+0.010778i,-0.018297+0.0080948i,-0.028379-0.0032795i,-0.029237-0.0071827i,-0.014677-0.0058247i
-0.042435-0.072639i,-0.061607-0.13289i,-0.050338-0.17519i,-0.026616-0.17703i,-0.035089-0.13832i,-0.054019-0.091916i,-0.036378-0.049423i,0.0026306-0.0044939i,0.030613+0.023259i,0.033734+0.01338i,0.019371-0.0081189i,0.0047641-0.0096001i,-0.0092973-0.0064476i,-0.025429-0.014438i,-0.0345-0.033437i,-0.040591-0.051043i,-0.045895-0.049954i,-0.03696-0.038096i,-0.013654-0.028493i,0.015052-0.017102i,0.040362-0.0046637i,0.045729-0.00083467i,0.028182-0.0049704i
0.033495-0.097054i,0.045836-0.19868i,-0.010498-0.3362i,-0.18166-0.43397i,-0.31552-0.37053i,-0.26242-0.17673i,-0.1133-0.039085i,-0.012268-0.021844i,0.013516-0.029719i,0.0065217-0.012628i,0.0056304+0.0074905i,0.014501+0.0098035i,0.019764+0.013257i,0.032299+0.034079i,0.054028+0.043479i,0.05657+0.02851i,0.033202+0.011185i,0.0036829+0.00214i,-0.01667+0.007518i,-0.025611+0.025016i,-0.027101+0.033135i,-0.027209+0.022391i,-0.028939+0.0094311i
0.090917-0.033933i,0.16322-0.056616i,0.19879-0.023084i,0.18949+0.071393i,0.17604+0.15468i,0.16924+0.14941i,0.12423+0.068718i,0.0501-0.010957i,-0.014716-0.051516i,-0.047647-0.032269i,-0.028668+0.0032125i,0.0033219-0.0059472i,0.0002052-0.034744i,-0.021807-0.04439i,-0.037648-0.031979i,-0.03144-0.0056161i,-0.0039718+0.014219i,0.015809+0.012059i,0.011176-0.0090651i,-0.0023827-0.034274i,-0.0081423-0.047849i,-0.0045758-0.040894i,0.0044579-0.018993i
0.051164+0.043979i,0.071933+0.095501i,0.026793+0.12913i,-0.051328+0.12657i,-0.063912+0.095597i,-0.0049466+0.041431i,0.033135-0.010882i,0.00034199-0.0095634i,-0.029983+0.029962i,-0.012643+0.039282i,0.0066091+0.01452i,0.0064552-0.0085299i,0.0050896-0.018795i,0.018164-0.017697i,0.047721-0.014073i,0.072778-0.022148i,0.07772-0.035253i,0.062347-0.032668i,0.041548-0.0060708i,0.030576+0.02841i,0.022389+0.053702i,0.015518+0.060879i,0.018706+0.044763i
-0.010047+0.024145i,-0.032317+0.030735i,0.0065853-0.0079204i,0.14724-0.093455i,0.23769-0.15958i,0.14337-0.15239i,0.014511-0.089014i,-0.010084-0.036987i,0.0063486-0.018157i,0.00099935-0.01832i,-0.017591-0.016694i,-0.023406-0.0017903i,-0.025895+0.014139i,-0.047335+0.030808i,-0.061359+0.050804i,-0.045316+0.050074i,-0.018875+0.017089i,-4.0112e-05-0.027107i,-0.0039584-0.0565i,-0.031848-0.058773i,-0.053317-0.043665i,-0.047195-0.029617i,-0.029023-0.020438i
-0.0019917-0.016528i,-0.060856-0.067459i,-0.17692-0.09736i,-0.32105-0.032458i,-0.38431+0.088015i,-0.28596+0.11813i,-0.15695+0.068586i,-0.077638+0.03114i,-0.011421-0.0006973i,0.021098-0.036651i,0.01587-0.037171i,0.017328-0.011707i,0.03541-0.0053667i,0.050415-0.022913i,0.045681-0.044587i,0.017933-0.045719i,-0.011836-0.021697i,-0.021145+0.0023441i,-0.0038427+0.0024941i,0.022071-0.01135i,0.034976-0.019057i,0.029374-0.012434i,0.013081+0.0020004i
0.079447-0.021469i,0.17346-0.11959i,0.21303-0.22507i,0.17222-0.26724i,0.11346-0.25079i,0.066608-0.14592i,0.018912-0.033308i,-0.030185+0.0053852i,-0.05944+0.0045911i,-0.053115+0.015499i,-0.019729+0.029261i,0.01116+0.014758i,0.019225-0.001452i,0.0085657+0.015747i,-0.0011436+0.050648i,0.011038+0.07387i,0.033642+0.07062i,0.032937+0.043611i,0.0024829+0.01998i,-0.032615+0.018473i,-0.052524+0.023452i,-0.05556+0.021428i,-0.039947+0.019206i
0.089208+0.12717i,0.25794+0.2553i,0.37326+0.32896i,0.3212+0.36318i,0.23011+0.3748i,0.19682+0.24912i,0.15611+0.076116i,0.10533+0.022907i,0.082117+0.028283i,0.059924+0.01191i,0.038172-0.0068362i,0.024093-0.021709i,0.0019934-0.042618i,-0.018417-0.071475i,-0.030378-0.089796i,-0.024638-0.077386i,0.0073341-0.049802i,0.049302-0.027281i,0.072503-0.021318i,0.060097-0.036723i,0.033502-0.049183i,0.019688-0.043897i,0.012854-0.036392i
-0.096158+0.1626i,-0.13987+0.31009i,-0.094902+0.25887i,-0.04095-0.066739i,-0.080793-0.30602i,-0.10363-0.23822i,-0.037935-0.11167i,0.006378-0.08184i,0.00024306-0.049185i,0.0033658+0.0053841i,0.01419+0.029254i,0.017691+0.023574i,0.013822+0.015729i,0.018129+0.031769i,0.04723+0.049289i,0.068382+0.029173i,0.05412-0.009934i,0.023877-0.032374i,0.00094417-0.031908i,-0.0029401-0.018439i,0.0035173-0.0059036i,0.0006983-0.00048583i,-0.011623-0.002i
-0.20794+0.00011589i,-0.39911+0.052166i,-0.43795+0.15665i,-0.25084+0.26256i,-0.049375+0.28212i,0.017747+0.19223i,0.0049707+0.070268i,-0.018406-0.0105i,-0.034693-0.055486i,-0.056181-0.068654i,-0.064131-0.039145i,-0.040141-0.004257i,-0.02136+0.0043645i,-0.031632-0.0032572i,-0.057324-0.0071726i,-0.07506+0.012382i,-0.059073+0.048302i,-0.016719+0.05922i,0.012692+0.025338i,0.0051617-0.015737i,-0.01894-0.028042i,-0.02835-0.020413i,-0.027048-0.0076747i
-0.17218-0.19216i,-0.39955-0.34534i,-0.64353-0.36269i,-0.75696-0.21843i,-0.68382-0.091901i,-0.49269+0.0042628i,-0.28116+0.085599i,-0.13369+0.099991i,-0.060851+0.070634i,-0.023066+0.022476i,-0.011446-0.010615i,-0.0022981-0.013842i,0.023345-0.0050169i,0.053312+0.0109i,0.077698+0.020833i,0.084652+0.024294i,0.077826+0.038998i,0.063258+0.05696i,0.042685+0.054581i,0.02252+0.028317i,0.0038355+0.0050572i,-0.0033541+0.0033844i,0.0029972+0.0083064i
0.12458-0.27668i,0.24019-0.51256i,0.3699-0.59033i,0.47698-0.43181i,0.49314-0.25548i,0.35858-0.21844i,0.17576-0.16462i,0.10693-0.07476i,0.081842-0.057145i,0.025666-0.055722i,-0.005885-0.040741i,-0.01422-0.029855i,-0.021492-0.019361i,-0.040181-0.0037138i,-0.063548+0.031162i,-0.045402+0.064434i,0.0068026+0.062815i,0.048713+0.031572i,0.067975-0.0024679i,0.071156-0.01818i,0.061871-0.015714i,0.041766-0.013894i,0.02238-0.0214i
0.27824+0.018562i,0.51881+0.026707i,0.5368-0.010594i,0.23723-0.071153i,-0.050104-0.058146i,-0.087316+0.023395i,0.013927+0.026916i,0.060582-0.038643i,0.063326-0.062329i,0.082183-0.057454i,0.080356-0.063172i,0.056512-0.065936i,0.036181-0.063673i,0.024134-0.064416i,0.02145-0.072874i,0.0069328-0.081535i,-0.026662-0.068529i,-0.052097-0.026788i,-0.045929+0.018144i,-0.0226+0.032764i,-0.01354+0.019241i,-0.013773+0.0026992i,-0.010572-0.0086427i
0.093904+0.13453i,0.17365+0.20515i,0.30063+0.10982i,0.40824-0.19104i,0.34332-0.42085i,0.16814-0.38608i,0.026794-0.23518i,-0.058314-0.11569i,-0.085327-0.033616i,-0.05298+0.016575i,-0.0012392+0.028348i,0.022928+0.012519i,0.0086755-0.0034956i,-0.018037+0.0012794i,-0.033021+0.021878i,-0.033771+0.044334i,-0.024531+0.064011i,-0.011712+0.068453i,-0.0025891+0.047511i,0.0042169+0.014085i,0.0062626-0.014999i,-0.00020762-0.020523i,-0.0026316-0.0041928i
-0.027731+0.15532i,-0.068541+0.29839i,-0.15052+0.45299i,-0.21647+0.63738i,-0.13669+0.75214i,0.069939+0.61148i,0.17161+0.33698i,0.12802+0.1802i,0.091375+0.11587i,0.072632+0.058752i,0.05422+0.031939i,0.047493+0.024008i,0.042912+0.01076i,0.044712-0.0172i,0.035187-0.045374i,0.0058653-0.036433i,-0.0097435+0.0010441i,-0.003998+0.030266i,0.003279+0.048202i,0.0033413+0.063453i,0.0034161+0.067339i,0.010623+0.051863i,0.01829+0.026199i
-0.1492-0.039226i,-0.30287-0.10919i,-0.39923-0.15048i,-0.31762-0.15496i,-0.17525-0.18761i,-0.17879-0.13309i,-0.19192+0.030147i,-0.086696+0.09987i,-0.019682+0.072311i,-0.031852+0.072857i,-0.02795+0.094922i,0.0046927+0.080296i,0.025135+0.051015i,0.03244+0.051285i,0.040856+0.055039i,0.045907+0.036932i,0.036739+0.011274i,0.010008-0.012022i,-0.018437-0.035204i,-0.037544-0.054374i,-0.045265-0.055851i,-0.037963-0.039671i,-0.020081-0.02287i
0.12582-0.040223i,0.30461-0.091006i,0.44576-0.088934i,0.44053+0.027295i,0.39011+0.12593i,0.36926+0.023386i,0.25319-0.13034i,0.095649-0.14019i,0.026601-0.1064i,-0.0091176-0.10008i,-0.033144-0.078483i,-0.030061-0.061508i,-0.023018-0.060967i,-0.023458-0.056314i,-0.033528-0.041046i,-0.047487-0.018998i,-0.056989+0.0081085i,-0.054838+0.030671i,-0.038477+0.026767i,-0.008491-0.0016049i,0.022204-0.027169i,0.030332-0.036631i,0.012316-0.034269i
-0.028979+0.18417i,-0.03469+0.35806i,-0.06167+0.31764i,-0.20621-0.023452i,-0.42644-0.22416i,-0.46756-0.031626i,-0.26661+0.15649i,-0.089071+0.126i,-0.045945+0.067725i,-0.023571+0.05699i,0.010507+0.045609i,0.036118+0.031274i,0.034744+0.019778i,0.01248+0.02414i,0.0025476+0.031939i,-0.0030709+0.023791i,-0.0072942+0.019032i,0.004256+0.022673i,0.023509+0.012219i,0.019441-0.0098407i,-0.0098253-0.013054i,-0.026808+0.0047628i,-0.018703+0.01538i
-0.12684+0.0083312i,-0.20698+0.010549i,-0.15403+0.0051262i,0.059019-0.032601i,0.20142-0.16975i,0.09995-0.33538i,-0.078175-0.31952i,-0.10776-0.15539i,-0.045353-0.071703i,-0.041039-0.07097i,-0.06028-0.04484i,-0.039561-0.010935i,-0.021301-0.0056916i,-0.029634-0.018604i,-0.035103-0.027908i,-0.019153-0.01721i,0.012577+0.0021696i,0.041063+0.0069531i,0.053639+0.0021738i,0.050403-0.0021718i,0.034389-0.0085029i,0.016518-0.01303i,0.0049686-0.0064895i
-0.16278-0.023741i,-0.29225+0.051943i,-0.34236+0.15211i,-0.29113+0.23382i,-0.15679+0.30311i,0.067352+0.31442i,0.24623+0.19073i,0.21549+0.032092i,0.11593-0.013213i,0.10488-0.008309i,0.11646-0.020903i,0.10114-0.022412i,0.090939-0.012094i,0.090537-0.014788i,0.074208-0.027387i,0.033464-0.036548i,-0.020079-0.032008i,-0.072017-0.022123i,-0.092184-0.014752i,-0.070802-0.00039275i,-0.035087+0.021572i,-0.002758+0.041679i,0.022689+0.040059i
-0.082319-0.39408i,-0.2325-0.72076i,-0.2741-0.83725i,-0.098757-0.6716i,0.035968-0.52931i,-0.08247-0.42286i,-0.18602-0.16564i,-0.080572+0.052326i,0.0099726+0.093193i,0.00018504+0.096392i,0.0055936+0.10017i,0.028403+0.075783i,0.033529+0.040335i,0.032128+0.010013i,0.037935-0.016574i,0.047334-0.039781i,0.043656-0.053739i,0.019491-0.057809i,-0.011486-0.047185i,-0.022007-0.030861i,-0.016667-0.026076i,-0.014444-0.02073i,-0.011994-0.0026109i
0.39161-0.10952i,0.7462-0.22629i,0.83524-0.24995i,0.53797-0.10808i,0.29147+0.099881i,0.28818+0.14334i,0.19284+0.020128i,-0.010321-0.038965i,-0.079843-0.014799i,-0.053728-0.0089358i,-0.037092+0.0032682i,-0.031344+0.018868i,-0.033164+0.024365i,-0.015261+0.053085i,0.028885+0.083541i,0.061826+0.077554i,0.070152+0.046337i,0.063551+0.014935i,0.046362-0.0032954i,0.024825-0.0099186i,0.012832-0.011712i,0.0075339-0.0086709i,-0.0010877-0.0013066i
0.10125+0.21536i,0.087343+0.40551i,0.041345+0.49756i,0.021898+0.35009i,-0.013344+0.16453i,-0.064867+0.19032i,0.016055+0.24239i,0.14635+0.088103i,0.1017-0.08781i,-0.024571-0.066735i,-0.044945+0.021669i,0.0038064+0.015947i,0.0092021-0.022417i,-0.031968-0.014214i,-0.061563+0.0059688i,-0.05626+0.011156i,-0.027717+0.0048228i,-0.0070668-0.018914i,-0.007475-0.046403i,-0.013268-0.058329i,-0.026796-0.05072i,-0.042314-0.018945i,-0.033485+0.019205i
0.052063+0.10502i,0.13037+0.16949i,0.1497+0.25473i,0.13999+0.39444i,0.15538+0.40915i,0.10622+0.16413i,-0.036196-0.035307i,-0.08524+0.040477i,0.0076901+0.10712i,0.042445+0.010786i,-0.0089649-0.062479i,-0.026757-0.041512i,-0.0034624-0.014596i,0.020788-0.031901i,0.036474-0.065899i,0.036716-0.079525i,0.023736-0.052549i,0.011077-0.01456i,0.009262-0.015905i,0.016414-0.03651i,0.023422-0.046381i,0.014561-0.040294i,-0.0037582-0.017542i
-0.2245+0.18984i,-0.35693+0.40438i,-0.33503+0.40202i,-0.16039+0.083043i,-0.039781-0.26911i,0.043801-0.37424i,0.17107-0.33485i,0.17734-0.25842i,0.10876-0.095925i,0.12585+0.022737i,0.14233+0.0021516i,0.10934-0.028643i,0.094883-0.02977i,0.087386-0.03003i,0.073128+0.0084434i,0.087809+0.07594i,0.11455+0.11997i,0.12418+0.12995i,0.12565+0.11618i,0.11356+0.079307i,0.086866+0.044382i,0.07092+0.021682i,0.050527-0.00096949i
-0.0094011-0.2023i,-0.037728-0.51973i,-0.084368-0.82268i,-0.13748-0.75446i,-0.083337-0.37687i,0.040542-0.029477i,0.098741+0.16156i,0.10872+0.17612i,0.072754+0.10509i,0.020181+0.10266i,0.013565+0.12156i,-0.0066332+0.093313i,-0.045393+0.083114i,-0.039714+0.081216i,-0.036064+0.055862i,-0.071059+0.032267i,-0.11292+0.008744i,-0.13934+0.0087334i,-0.13098+0.052092i,-0.087086+0.08877i,-0.042804+0.085737i,-0.027565+0.073217i,-0.025905+0.06828i
0.08059+0.21953i,0.37445+0.3114i,0.66988+0.28807i,0.66061+0.059269i,0.36983-0.084036i,0.17697-0.031072i,0.14305-0.030181i,0.090756-0.097211i,-0.0070533-0.12292i,-0.077684-0.07259i,-0.031417+0.0024735i,0.074611-0.021316i,0.087117-0.086937i,0.054998-0.07297i,0.069717-0.043965i,0.10459-0.060047i,0.12289-0.10459i,0.077979-0.17521i,-0.030363-0.21476i,-0.10932-0.18732i,-0.12589-0.13533i,-0.10914-0.074141i,-0.051446-0.013058i
0.22795+0.002087i,0.179-0.14189i,0.055897-0.048401i,0.0018729+0.17965i,0.070233+0.29595i,0.10986+0.19745i,0.074609+0.079689i,0.084975+0.048562i,0.089208+0.042361i,0.062459+0.040047i,0.049178+0.0068096i,0.020923-0.028742i,-0.0039569-0.016303i,-0.018149-0.0078075i,-0.028642-0.0067515i,-0.0060239+0.019032i,0.051671+0.03931i,0.098561+0.02309i,0.079652-0.014151i,0.031555-0.014436i,0.030271+0.012471i,0.045272+0.012848i,0.030296+0.019393i
0.53793+9.2684i,1.217+10.435i,3.6124+10.384i,4.6644+6.0478i,4.3013+1.5211i,2.5275-1.265i,0.55413-1.2601i,0.28396+0.015269i,1.1194+0.57438i,1.7312+0.30135i,1.7063-0.087854i,1.604-0.21755i,1.6988-0.30337i,1.5778-0.3464i,1.2839-0.4214i,0.85769-0.48984i,0.37047-0.31765i,0.087862-0.078041i,-0.048076+0.0095253i,-0.055305+0.086368i,0.13779+0.17011i,0.34437+0.13288i,0.34336+0.041128i
0.3102-0.33439i,0.11833-0.51859i,-0.2365-0.54101i,-0.58931-0.38183i,-0.6928-0.21225i,-0.55041-0.10191i,-0.30732-0.0077212i,-0.10841+0.037795i,0.041213+0.060079i,0.19806+0.043798i,0.23078-0.057774i,0.10358-0.12336i,-0.0022727-0.094973i,-0.029299-0.068163i,-0.04066-0.066706i,-0.057507-0.060655i,-0.072984-0.041278i,-0.077289+0.0067367i,-0.051453+0.065979i,0.001176+0.084448i,0.045283+0.057611i,0.052794+0.021431i,0.035583+0.0024928i
