-0.00053772+0.00063089i,0.00099314+0.0010852i,0.00050796+0.0015568i,-0.0004097+0.0026563i,-0.0010087+0.0029315i,-0.00027169+0.0013773i,0.00060162+0.00065333i,0.00082384+0.00088372i,0.0011009+0.00033456i,0.0011961+0.00014464i,0.00083541+0.00068879i,9.7201e-06+0.00049501i,0.00022519-0.00076076i,0.001055-0.001438i,0.0014873-0.00049489i,0.0011457+0.00042439i,4.706e-05-0.00031696i,-0.00053704-0.00041157i,-0.00050101+0.00015031i,-0.00034243+0.00038741i,-0.00069+0.00066705i,-0.00071487+0.0008042i,0.00043682+0.0010384i
-0.16931+0.283i,-0.129+0.38281i,-0.027951+0.31923i,0.03218+0.14012i,0.011712-0.040007i,-0.044674-0.13788i,-0.073575-0.11445i,-0.054296-0.048635i,-0.034647-0.0226i,-0.034211-0.0067025i,-0.01668+0.0083561i,0.012156+0.0071121i,0.029114+0.0010909i,0.031207-0.0043133i,0.022835-0.0059225i,0.018554-0.0008688i,0.024114+0.0035208i,0.028-0.0012433i,0.018997-0.012322i,0.0017867-0.013145i,-0.0062062-0.0010021i,-0.0010856+0.0046849i,0.0051051-0.0042727i
-0.21843-0.11832i,-0.1977-0.09791i,-0.094747-0.024707i,-0.022804+0.060772i,0.042625+0.13148i,0.13432+0.12946i,0.15743+0.039494i,0.10595-0.023635i,0.069961-0.028087i,0.046555-0.024681i,0.017405-0.0067931i,0.0019398+0.020049i,-0.0073894+0.035861i,-0.013317+0.04024i,-0.015815+0.032216i,-0.022999+0.023194i,-0.027467+0.023571i,-0.020218+0.026638i,-0.0031917+0.023104i,0.009864+0.012564i,0.013672+0.0057359i,0.017008+0.0039547i,0.022336+0.0014741i
-0.065025-0.1702i,-0.16442-0.099914i,-0.22375-0.0097296i,-0.203-0.046113i,-0.18903-0.11409i,-0.17805-0.0626i,-0.10682+0.040574i,-0.04338+0.080571i,-0.027822+0.077531i,-0.021153+0.058599i,-0.021691+0.023175i,-0.03528-0.0074456i,-0.042382-0.022469i,-0.035367-0.027115i,-0.021341-0.027905i,-0.01442-0.031131i,-0.019051-0.032097i,-0.02202-0.023457i,-0.018042-0.0082765i,-0.015239+0.0023113i,-0.020729+0.0072423i,-0.027362+0.017684i,-0.021992+0.031664i
0.14764-0.23751i,0.0898-0.3906i,0.010629-0.40176i,0.032992-0.23487i,0.11093-0.07241i,0.11222-0.029693i,0.044713-0.035061i,0.0022186-0.035607i,-0.0043036-0.033429i,-0.00067737-0.025031i,0.010631-0.017069i,0.025859-0.017499i,0.034081-0.018674i,0.032352-0.0096698i,0.030974-0.00016843i,0.034357-0.003647i,0.031875-0.010256i,0.022309-0.0083885i,0.015226-0.0056979i,0.011688-0.011727i,0.004711-0.023184i,-0.010504-0.030435i,-0.026927-0.027401i
0.3329+0.13913i,0.50776+0.13956i,0.53535+0.087825i,0.36634+0.012576i,0.13549-0.049988i,0.005296-0.060102i,-0.012429-0.030271i,-0.0023903-0.0034226i,-0.0093957+0.012778i,-0.012334+0.021758i,-0.0044539+0.019295i,-0.00087237+0.017635i,0.00066581+0.014729i,-0.0061331-0.0016935i,-0.01746-0.010551i,-0.010485+4.9546e-06i,0.0050275+0.0084159i,0.0053925+0.0050499i,-0.0060593+0.0024118i,-0.0078949+0.0081963i,0.0062083+0.0098169i,0.022717-0.003953i,0.025785-0.02241i
-0.091709+0.30979i,-0.14509+0.43246i,-0.14636+0.45324i,-0.061959+0.36376i,0.05843+0.22504i,0.11219+0.093233i,0.074935-0.0015087i,0.028748-0.045898i,0.013009-0.06773i,0.00099239-0.069303i,-0.0050027-0.043192i,-0.0019128-0.017928i,0.0042666-0.0046538i,0.018206-0.002648i,0.022051-0.0083417i,0.0074471-0.0061727i,-0.0036746+0.0029565i,-0.00037349+0.0042896i,0.0052774-0.0053545i,0.0036092-0.0096469i,0.0056929-0.00021417i,0.01643+0.00946i,0.026029+0.0098319i
-0.23477-0.015989i,-0.32269-0.087599i,-0.35343-0.15791i,-0.33809-0.1571i,-0.27689-0.083138i,-0.15492-0.0041703i,-0.022919+0.033117i,0.049919+0.047988i,0.074786+0.058141i,0.072311+0.043766i,0.037219+0.022641i,-0.0036443+0.020985i,-0.024497+0.028122i,-0.025807+0.035696i,-0.0161+0.034129i,-0.011606+0.019834i,-0.017526+0.0086967i,-0.019715+0.010139i,-0.0089566+0.015281i,0.0018004+0.013416i,-0.0022001+0.012754i,-0.010349+0.023086i,-0.0094226+0.035104i
-0.084561-0.16453i,-0.049596-0.20715i,0.045404-0.17318i,0.13934-0.10681i,0.15678-0.057695i,0.099162-0.003283i,0.033038+0.042287i,-0.007617+0.045205i,-0.033542+0.032577i,-0.033194+0.032511i,-0.010128+0.019581i,0.0025241-0.016297i,0.0017782-0.037671i,0.0015856-0.033681i,0.0042947-0.026307i,0.0056942-0.026946i,0.0036896-0.030058i,0.0012786-0.027838i,-0.0028078-0.020464i,-0.0086779-0.014512i,-0.018298-0.012883i,-0.030447-0.011835i,-0.037015-0.0085945i
0.11741-0.16189i,0.16802-0.18286i,0.14401-0.13787i,0.0428-0.075148i,-0.070606-0.051403i,-0.12541-0.057348i,-0.10469-0.049332i,-0.051198-0.021457i,-0.013165-0.00032999i,-0.0017637+0.0098978i,0.0053416+0.020795i,0.027342+0.035049i,0.041518+0.034535i,0.025957+0.021527i,0.010435+0.015055i,0.017963+0.0098807i,0.027715+0.0030906i,0.024561+0.004263i,0.016943+0.0080913i,0.012724+0.003805i,0.010261-0.007616i,0.0075533-0.020038i,0.0047763-0.027895i
0.16554+0.07836i,0.21932+0.14869i,0.22295+0.14899i,0.20669+0.062265i,0.21353-0.026996i,0.209-0.064867i,0.13536-0.070124i,0.035296-0.056243i,-0.025973-0.034327i,-0.044446-0.019972i,-0.047747-0.008844i,-0.053179+0.0069573i,-0.050139+0.012267i,-0.034879-0.0057108i,-0.024374-0.016603i,-0.018774-0.0027013i,-0.011782+0.0087244i,-0.0088737+0.0024695i,-0.010249-0.0059872i,-0.0068278-0.0031352i,0.0063856+0.00016987i,0.019491-0.0041279i,0.02336-0.0068061i
-0.060387+0.13515i,-0.18339+0.18406i,-0.26932+0.1981i,-0.2586+0.18476i,-0.21424+0.18211i,-0.149+0.18766i,-0.04442+0.14773i,0.040916+0.069049i,0.067452-0.00038629i,0.046764-0.037644i,0.014028-0.040515i,-0.0033201-0.02919i,-0.00031399-0.016988i,0.017146-0.0029622i,0.025241+0.0021682i,0.014428+0.00034424i,0.0030987+0.0021466i,0.0043452+0.0070285i,0.011173+0.0064517i,0.0095704+0.0015361i,0.0050305+0.0065439i,0.0067004+0.019167i,0.011281+0.025398i
-0.078904-0.038353i,-0.10317-0.1656i,-0.071922-0.2433i,0.01071-0.21267i,0.071879-0.17179i,0.053663-0.14966i,-0.0047545-0.087629i,-0.029081-0.0089136i,-0.016166+0.034105i,0.010753+0.032728i,0.022725+0.0055262i,0.0070665-0.011214i,-0.0082095-0.0049989i,-0.010049+0.0058047i,-0.0070351+0.0069843i,-0.0060883+0.00099992i,-0.010519-0.0045895i,-0.018699-0.0047754i,-0.020562+0.0011506i,-0.015174+0.0046601i,-0.016725+0.003393i,-0.026374+0.005456i,-0.029877+0.0093833i
0.029818-0.032303i,0.14709-0.048261i,0.20877-0.009224i,0.12546+0.070725i,-0.0012815+0.12307i,-0.04885+0.12142i,-0.023904+0.071307i,0.00017465+0.01355i,0.00019383-0.0077067i,0.0038634+0.0040002i,0.023518+0.014044i,0.042961+0.00029389i,0.039393-0.017141i,0.021247-0.016945i,0.011637-0.00988i,0.013589-0.010429i,0.018188-0.014761i,0.022356-0.016595i,0.019928-0.015994i,0.0094048-0.013331i,0.00090769-0.011909i,-0.0015569-0.015864i,-0.0030213-0.022586i
0.0040487+0.011774i,0.020679+0.065105i,-0.014305+0.048788i,-0.060975-0.070804i,-0.052501-0.18463i,-0.030427-0.20027i,-0.03971-0.12251i,-0.048633-0.025118i,-0.034312+0.024231i,-0.021335+0.033203i,-0.01775+0.043427i,-0.010032+0.061215i,1.3847e-05+0.059921i,-0.0023903+0.038659i,-0.0064027+0.023768i,-0.00020753+0.019084i,0.0037967+0.014716i,0.000373+0.010373i,-0.0023825+0.0061902i,0.0006248+0.00043759i,0.0052513-0.0060964i,0.0071745-0.0091841i,0.0090878-0.0060579i
-0.030603+0.0048758i,-0.05968+0.050621i,-0.050837+0.046479i,-0.015199+0.047237i,0.030101+0.12953i,0.09291+0.17301i,0.1204+0.090071i,0.081246-0.013408i,0.022287-0.049163i,-0.020571-0.033821i,-0.044488-0.0097017i,-0.054944+0.00064109i,-0.050521-0.0026977i,-0.031659-0.0093844i,-0.015429-0.0092779i,-0.0075663-0.00074357i,-0.0011676+0.0033046i,0.0045764-0.0014926i,0.0072064-0.0064366i,0.0083913-0.0060165i,0.012916-0.0011663i,0.01706+0.00255i,0.012714+0.0042529i
-0.038253-0.04644i,-0.10137-0.036935i,-0.080614+0.00422i,-0.0035061-0.0054023i,-0.024318-0.076665i,-0.11952-0.063922i,-0.12141+0.038433i,-0.036624+0.083195i,0.01717+0.050342i,0.014888+0.002368i,-0.0061621-0.026948i,-0.012916-0.03133i,0.00084626-0.020835i,0.013968-0.0095684i,0.012146-0.0045344i,0.0001489-0.0004503i,-0.009597+0.0088307i,-0.011132+0.020128i,-0.0078052+0.024072i,-0.0061178+0.01869i,-0.0099347+0.015316i,-0.012973+0.018039i,-0.008782+0.016832i
0.064827-0.071894i,0.073328-0.15756i,0.049436-0.13817i,0.044805+0.0031918i,0.078513+0.08987i,0.077929+0.021638i,0.009319-0.069932i,-0.053238-0.069423i,-0.053357-0.028108i,-0.014939-0.012477i,0.01758-0.023938i,0.01977-0.034708i,0.0021933-0.025252i,-0.0068313-0.0080962i,-0.00098931-0.0034883i,0.0045453-0.01102i,0.0030642-0.02034i,-0.0029472-0.025931i,-0.0082145-0.024095i,-0.0095973-0.015785i,-0.0085337-0.010973i,-0.010792-0.013714i,-0.014652-0.015562i
0.10212+0.067753i,0.19171+0.06556i,0.16167+0.0081638i,-0.0074657-0.074629i,-0.13099-0.10186i,-0.10507-0.055706i,-0.015103+0.0029089i,0.038276+0.023952i,0.040414+0.017811i,0.032011+0.013498i,0.035082+0.017513i,0.043565+0.015776i,0.038876-0.00064719i,0.021368-0.011843i,0.011664-0.0044819i,0.01284+0.0055884i,0.017311+0.0073132i,0.019165+0.0052418i,0.016577+0.0023978i,0.012157-0.00071725i,0.0088279-0.0039234i,0.0096747-0.0076014i,0.010251-0.0088781i
-0.06376+0.12203i,-0.078412+0.19812i,-0.080073+0.17652i,-0.034504+0.094882i,0.053007+0.056285i,0.079833+0.035539i,0.01516+0.0065377i,-0.045167-0.0023794i,-0.048278+0.0087341i,-0.027877+0.024706i,-0.014488+0.0419i,-0.0080309+0.052273i,-0.0027036+0.048594i,-0.00045556+0.035356i,-0.0031125+0.023921i,-0.0055239+0.016969i,-0.0067332+0.010812i,-0.0075862+0.0048739i,-0.0067878+0.00030134i,-0.0027158-0.0028468i,0.0039485-0.0042385i,0.0088898-0.0024709i,0.0091896+0.003753i
-0.1262-0.025407i,-0.15507-0.016432i,-0.078137-0.043673i,-0.024407-0.088121i,-0.090479-0.064187i,-0.10808+0.011656i,-0.014172+0.034865i,0.051462-0.00275i,0.036156-0.031578i,-0.0097218-0.025523i,-0.041585-0.0047543i,-0.049056+0.0055977i,-0.040386+0.00015492i,-0.028551-0.0073241i,-0.020445-0.0056751i,-0.013004+0.0017253i,-0.0030759+0.0072472i,0.0069709+0.011289i,0.01118+0.013216i,0.0079123+0.011615i,0.0039144+0.011351i,0.0027641+0.011424i,0.00064647+0.0063224i
-0.027236-0.129i,-0.059195-0.12165i,-0.0080561+0.0039827i,0.12531+0.10455i,0.19001+0.052845i,0.085827-0.028422i,-0.048627-0.004643i,-0.069326+0.056336i,-0.031474+0.057266i,-0.010736+0.013575i,-0.014863-0.026725i,-0.020666-0.036192i,-0.0095697-0.020571i,0.0068866-0.0082384i,0.010588-0.0085693i,0.0013302-0.010557i,-0.010423-0.0077513i,-0.018003-0.0018146i,-0.018233+0.0043628i,-0.012812+0.0069329i,-0.010745+0.0051123i,-0.013343+0.0027853i,-0.011239+0.0015522i
0.1182-0.09764i,0.10256-0.18657i,-0.039984-0.20409i,-0.20273-0.1067i,-0.22016-0.00027538i,-0.10773+0.00020038i,-0.015095-0.06069i,-0.0044772-0.080687i,-0.016348-0.05047i,-0.0071994-0.023819i,0.011977-0.021186i,0.017981-0.027348i,0.0032073-0.024406i,-0.010798-0.011019i,-0.00692-0.00019876i,0.0044704-0.00064341i,0.010424-0.0084145i,0.0095641-0.015646i,0.006468-0.019355i,0.0039773-0.016239i,0.0011747-0.011021i,-0.0013631-0.0097975i,-0.0045602-0.0074009i
0.13716+0.098692i,0.23483+0.11186i,0.26195+0.042905i,0.20824-0.058866i,0.14327-0.085891i,0.10192-0.022417i,0.064857+0.049286i,0.034251+0.067549i,0.023521+0.041308i,0.025943+0.015852i,0.034641+0.010034i,0.041147+0.0097356i,0.039989+0.00096634i,0.03051-0.0084958i,0.015992-0.0044368i,0.0052688+0.0059519i,0.0033978+0.012986i,0.0053059+0.01371i,0.0052138+0.01006i,0.0044442+0.0046205i,0.005147-0.0012678i,0.0073032-0.0049926i,0.0092159-0.0073283i
-0.070794+0.15769i,-0.10393+0.24474i,-0.12194+0.24205i,-0.14196+0.19614i,-0.15463+0.18125i,-0.13561+0.13075i,-0.10305+0.030392i,-0.078869-0.032285i,-0.061114-0.029969i,-0.043196+0.0051617i,-0.021112+0.0358i,-0.0058294+0.04681i,-0.0031587+0.046289i,-0.0041192+0.039036i,-0.005399+0.027347i,-0.007163+0.016324i,-0.0075919+0.0078816i,-0.0054587+0.0028555i,-0.0031565+0.00085836i,-0.0026242+0.0024178i,4.895e-05+0.0042982i,0.0052854+0.0043853i,0.007405+0.0046935i
-0.14867-0.032288i,-0.17793-0.045778i,-0.06136-0.076466i,0.091196-0.15573i,0.10741-0.22956i,0.044972-0.17913i,0.037782-0.057811i,0.062284-0.0027942i,0.049529-0.012478i,0.006058-0.025349i,-0.032506-0.016189i,-0.045239-0.0022815i,-0.035354-0.0052102i,-0.0215-0.015559i,-0.015173-0.016602i,-0.012627-0.011426i,-0.009219-0.0055222i,-0.004436+0.0010223i,0.0017696+0.0048659i,0.0051427+0.0036815i,0.0017522+0.0031375i,-0.0036175+0.0062665i,-0.0057882+0.0069754i
-0.023252-0.13877i,-0.065403-0.16069i,-0.10013-0.030499i,-0.076235+0.15508i,-0.011361+0.20905i,0.007542+0.12443i,-0.031712+0.037908i,-0.05756+0.020069i,-0.037557+0.026987i,-0.0083908+0.017235i,-0.00032441-0.0076229i,-0.0057596-0.023066i,-0.004894-0.01227i,0.0024895+0.0039056i,0.0064261+0.0052394i,0.0043523-0.0013262i,-0.00011683-0.0047388i,-0.0059591-0.0046567i,-0.0099115-0.0026443i,-0.0076637+0.00034127i,-0.0035458+0.0025313i,-0.0045983+0.0021907i,-0.0061467+0.0018493i
0.12945-0.085135i,0.16104-0.18281i,0.071416-0.28025i,-0.070612-0.3098i,-0.11119-0.24039i,-0.042377-0.13847i,0.028981-0.073358i,0.041731-0.048525i,0.016836-0.038167i,-0.0010749-0.029411i,0.0028593-0.023547i,0.01063-0.020601i,0.0022359-0.0174i,-0.013188-0.011737i,-0.017384-0.0041366i,-0.0091277-8.4944e-05i,0.0012068-0.0015591i,0.0058007-0.0058643i,0.0045971-0.0088583i,-0.00041218-0.009242i,-0.0057344-0.0092957i,-0.0080248-0.0095784i,-0.0086025-0.0098201i
0.12786+0.11257i,0.23085+0.18124i,0.28689+0.21674i,0.26828+0.22898i,0.19635+0.22014i,0.093796+0.18119i,0.0054588+0.12635i,-0.029166+0.075251i,-0.015673+0.039517i,0.011777+0.019934i,0.030791+0.011163i,0.036589+0.0080469i,0.033019+0.0060452i,0.02602+0.0016426i,0.015694+0.00072733i,0.0067187+0.0040585i,0.0029855+0.0070176i,0.0025702+0.0079139i,0.003894+0.0077125i,0.0051573+0.0069312i,0.0072349+0.002002i,0.010311-0.0050672i,0.011929-0.009982i
-0.083885+0.1402i,-0.14145+0.21016i,-0.18414+0.16524i,-0.22542+0.027471i,-0.25283-0.070329i,-0.19909-0.083977i,-0.089586-0.077361i,-0.02358-0.074882i,-0.020094-0.052788i,-0.033926-0.011464i,-0.029319+0.026141i,-0.016632+0.039893i,-0.014452+0.031706i,-0.015859+0.019945i,-0.014605+0.012165i,-0.01327+0.0074251i,-0.013047+0.0047971i,-0.010944+0.0016633i,-0.0064071-0.0017137i,-0.0036529-0.0011704i,-0.0012598+0.0032764i,0.0024704+0.0086384i,0.0042563+0.012468i
-0.14076-0.046365i,-0.17638-0.07153i,-0.07011-0.077728i,0.12332-0.07029i,0.22629-0.067396i,0.17836-0.052025i,0.091382-0.0093913i,0.052383+0.018486i,0.040574+0.0073443i,0.025219-0.013398i,-0.00037276-0.01688i,-0.01677-0.0093124i,-0.0084211-0.0085879i,0.0036508-0.011939i,0.0042682-0.01167i,0.0010979-0.010395i,0.00022875-0.007893i,0.0014807-0.002885i,0.0046649+0.00035532i,0.00685-0.00078183i,0.0047518-0.0023196i,-0.0013842-0.00028805i,-0.0061938+0.0023505i
-0.01366-0.13173i,-0.045188-0.17923i,-0.12663-0.11923i,-0.21921+0.010414i,-0.21831+0.081198i,-0.13418+0.061708i,-0.063679+0.010029i,-0.039166-0.018703i,-0.029012-0.0056063i,-0.015483+0.013766i,-0.0047463+0.0095706i,-0.00064497-0.00047741i,-0.00071779+0.0060462i,-0.002085+0.016231i,-0.0018948+0.013925i,-0.00035062+0.0055117i,-0.00030184-0.00051667i,-0.0043915-0.0023965i,-0.009722+0.00052973i,-0.012195+0.0040359i,-0.011498+0.0055529i,-0.0085232+0.0022991i,-0.0057469-0.0014756i
0.12188-0.056433i,0.19967-0.10301i,0.2301-0.15715i,0.21439-0.19221i,0.1728-0.1564i,0.11357-0.07137i,0.06443-0.0030287i,0.039336+0.018867i,0.022424+0.0012293i,0.0071964-0.022402i,0.0019894-0.028483i,0.0026764-0.022302i,-0.0026525-0.015972i,-0.009886-0.013824i,-0.010907-0.010202i,-0.0069991-0.0050945i,-0.0012248-0.0028926i,0.0034003-0.0042621i,0.0046786-0.0065i,0.0037509-0.0078979i,0.0014272-0.010446i,-0.0016661-0.011877i,-0.0036706-0.011983i
0.085336+0.10954i,0.13688+0.20528i,0.13036+0.27767i,0.052414+0.30171i,-0.033655+0.26713i,-0.069485+0.16393i,-0.066908+0.057308i,-0.051208+0.0080272i,-0.026473+0.0088738i,0.0022571+0.023889i,0.022604+0.025153i,0.025037+0.016961i,0.015722+0.0092768i,0.007402+0.0021281i,0.0027024-0.00055058i,2.2734e-05+0.0020918i,-0.00038883+0.0053674i,-0.00017676+0.0076568i,0.00066323+0.0082028i,0.0044334+0.0071815i,0.010413+0.0048143i,0.015084+0.0021001i,0.016191+0.001138i
-0.079875+0.089591i,-0.15002+0.11427i,-0.17543+0.026564i,-0.13817-0.14118i,-0.081221-0.2324i,-0.033937-0.17922i,0.010371-0.086389i,0.032181-0.044951i,0.012447-0.033749i,-0.018009-0.016885i,-0.02622+0.0078209i,-0.017889+0.019763i,-0.010385+0.012833i,-0.0077864+0.0038639i,-0.0075083+0.00076033i,-0.0081932-0.0010052i,-0.0071447-0.002563i,-0.0030649-0.0042269i,-0.00059159-0.0062211i,-0.0014196-0.0057946i,-0.0031514-0.0014967i,-0.0042532+0.0066011i,-0.0029095+0.012962i
-0.10304-0.053973i,-0.13971-0.086307i,-0.082676-0.054523i,0.032461+0.048091i,0.08805+0.11583i,0.065656+0.092619i,0.015107+0.04618i,-0.014786+0.028241i,-0.0037651+0.021035i,0.015412+0.0084099i,0.011985-0.0017835i,0.0018278-0.0032831i,0.0050268-0.0010578i,0.010449-0.00043848i,0.0078439-0.0032614i,0.0019026-0.006617i,-0.0016641-0.0055321i,-0.0011233+0.00097022i,0.0008388+0.007108i,0.00061599+0.0085242i,-0.0013874+0.006285i,-0.00458+0.00078938i,-0.0070508-0.0046924i
0.011945-0.10855i,0.012574-0.1538i,-0.032173-0.14842i,-0.1168-0.11459i,-0.14285-0.079243i,-0.084483-0.045017i,-0.021117-0.025875i,0.0053861-0.019588i,-0.0031475-0.0087196i,-0.020031+0.0042285i,-0.020674+0.0055381i,-0.011965+0.0014297i,-0.0073307+0.0040079i,-0.0031829+0.0078291i,0.0010393+0.0059641i,0.0020844+0.0021802i,0.00041714-0.00075807i,-0.0037022-0.002974i,-0.0083156-0.0031052i,-0.010249-0.0031886i,-0.010107-0.0035098i,-0.0069351-0.0024218i,-0.0030682-0.00071368i
0.099864-0.027277i,0.16912-0.022405i,0.21907-0.00071721i,0.2402+0.023781i,0.20247+0.044236i,0.10273+0.048153i,0.018344+0.043432i,-0.0069213+0.037567i,0.00040399+0.017519i,0.010832-0.0086959i,0.013837-0.020626i,0.011217-0.017778i,0.0043965-0.011872i,-0.00257-0.00548i,-0.0048735+0.00078249i,-0.0034038+0.0026942i,0.00061422+0.0020135i,0.0049047+0.0008781i,0.0087892-0.0015107i,0.01133-0.005452i,0.010555-0.0095468i,0.0067153-0.010475i,0.0028267-0.0080595i
0.047479+0.079061i,0.040275+0.13862i,-0.017229+0.15887i,-0.10494+0.11886i,-0.15427+0.052819i,-0.11326+0.0010253i,-0.048569-0.031004i,-0.025421-0.040416i,-0.022434-0.018182i,-0.010831+0.01508i,0.0059041+0.029316i,0.011831+0.022361i,0.0068131+0.010573i,0.0006057+0.0021663i,-0.0024788-0.0023849i,-0.0021697-0.0034934i,-0.00086794-0.0019457i,-0.0012037-0.00080232i,-0.0027356-2.5328e-05i,-0.0021914+0.0032906i,0.0019663+0.0063597i,0.0074119+0.0074765i,0.010363+0.0063915i
-0.058461+0.05174i,-0.11362+0.046914i,-0.10827-0.02021i,-0.02485-0.10674i,0.046728-0.12133i,0.051023-0.063841i,0.026904-0.0028286i,0.013021+0.022197i,0.0029089+0.010497i,-0.009502-0.0063496i,-0.015107-0.0047659i,-0.012047+0.0021366i,-0.0072731+0.0011176i,-0.0034461-0.00086937i,-0.0013633+0.00012349i,-0.0021332+0.00043448i,-0.0020161+9.0835e-05i,0.0012688+0.00056457i,0.0030791+0.00024442i,0.0014027+0.00055297i,-0.003039+0.0026539i,-0.0084313+0.0047392i,-0.010929+0.0050984i
-0.056143-0.039727i,-0.074512-0.073228i,-0.057967-0.036982i,-0.037983+0.064191i,-0.038032+0.10779i,-0.037676+0.062134i,-0.039271+0.0083454i,-0.038514-0.010187i,-0.019691-0.00079495i,0.0011003+0.0089023i,0.0045346+0.0058096i,0.0001065-0.00042372i,6.0035e-05-0.0039739i,0.00066369-0.0057951i,-0.00061131-0.0071291i,-0.0017258-0.0073229i,-0.0034609-0.0039762i,-0.0055601+0.001996i,-0.0055491+0.0057499i,-0.0045039+0.0052182i,-0.0037303+0.0015008i,-0.0031397-0.0027442i,-0.0021862-0.0051458i
0.026492-0.057844i,0.058575-0.091151i,0.067939-0.097379i,0.044611-0.10238i,0.024468-0.098108i,0.021203-0.050803i,0.027706-0.0061248i,0.032419+0.0046797i,0.017194-0.00058102i,-0.0080634-0.0052368i,-0.01619-0.0077342i,-0.0097206-0.0091627i,-0.0043513-0.0057991i,0.00069202+0.0016141i,0.0064579+0.0059553i,0.0088784+0.0044692i,0.006682+0.001322i,0.0017482-0.0018886i,-0.0014436-0.0049149i,-0.00060947-0.0070654i,0.0001764-0.0080561i,-0.00027248-0.0058022i,0.0010333-0.0013266i
0.053205+0.0017926i,0.091328+0.020401i,0.10429+0.04864i,0.093156+0.071697i,0.053837+0.077072i,0.00099868+0.048535i,-0.036933+0.016988i,-0.047677+0.011389i,-0.029557+0.010893i,2.3526e-05+0.0037858i,0.017981-0.00155i,0.019023-0.0016378i,0.010514-0.00018277i,-0.00079223+0.0020635i,-0.0077917+0.0030979i,-0.0080187+0.0014934i,-0.0050163+0.00042088i,-0.00058215+9.2796e-05i,0.0026255+0.00036668i,0.0043238+0.00034926i,0.0050675-0.0020252i,0.0037167-0.0045194i,0.0019987-0.0050092i
0.012435+0.046036i,-0.0062447+0.071132i,-0.055859+0.053802i,-0.10191-0.0020266i,-0.095799-0.047827i,-0.044155-0.048505i,0.00028198-0.033096i,0.010593-0.026285i,-0.0018366-0.012311i,-0.010784+0.0077975i,-0.0072531+0.018306i,-0.002776+0.016316i,-0.0025866+0.0099928i,-0.0010039+0.0029329i,0.0019908-0.0035556i,0.0029139-0.0056962i,0.0018565-0.0042112i,-0.00013767-0.0031145i,-0.0021578-0.0026052i,-0.0030605-0.0007172i,-0.0020701+0.0029308i,0.00012297+0.0072748i,0.0016515+0.0080585i
-0.042274+0.022338i,-0.069075+0.017522i,-0.04959+0.0045718i,0.014393+0.0028814i,0.045312+0.011175i,0.018442+0.023043i,-0.014366+0.035788i,-0.022488+0.037683i,-0.01245+0.020399i,-0.0043102-0.0011578i,-0.0053414-0.0088608i,-0.0081105-0.009177i,-0.0098897-0.0092268i,-0.010138-0.0053833i,-0.0080239-0.00030102i,-0.0044123+0.0027547i,-0.00078688+0.0031334i,0.0022636+0.00386i,0.0036894+0.0034419i,0.0021659+0.0025989i,-0.0013871+0.002135i,-0.0052698+0.00076896i,-0.0077551-0.00020432i
-0.024074-0.034543i,-0.023324-0.060477i,-0.010334-0.048735i,-0.01279-0.0067731i,-0.027032+0.0075036i,-0.022806-0.013765i,-0.012606-0.038138i,-0.0080009-0.04449i,-0.0048207-0.028969i,-0.0027412-0.0061006i,-0.0022754+0.0025996i,-0.001513-0.0029016i,0.00064505-0.0087504i,0.0019398-0.01169i,0.0028469-0.012396i,0.003228-0.0089169i,0.0017025-0.0034032i,-0.0012184+0.0015332i,-0.0030445+0.0034305i,-0.002266+0.0010684i,-0.00072258-0.0026464i,0.00098614-0.0054222i,0.0032068-0.006585i
0.018699-0.025937i,0.049762-0.038583i,0.064259-0.038945i,0.057884-0.040953i,0.04967-0.034647i,0.031813-0.0048412i,0.018423+0.023405i,0.018669+0.02888i,0.012811+0.01711i,0.0017529+0.0022865i,0.00013659-0.0053427i,0.0058613-0.0063707i,0.0078536-0.0029274i,0.0073925+0.0034874i,0.0078759+0.0062706i,0.0058218+0.0051632i,0.0024475+0.0024431i,0.00062148-0.0012324i,8.4388e-05-0.0037083i,0.00050525-0.0050659i,5.8772e-05-0.0044727i,-0.0011327-0.0016014i,-0.0012956+0.0013248i
0.026232+0.0083625i,0.035348+0.022398i,0.015177+0.036072i,-0.014256+0.038806i,-0.034122+0.025407i,-0.040715+0.0029804i,-0.041256-0.013536i,-0.039911-0.012936i,-0.025935-0.0012346i,-0.0042752+0.0062136i,0.009308+0.0087555i,0.010382+0.0087236i,0.0040844+0.0060609i,-0.0031761+0.0027447i,-0.0066029-0.0005769i,-0.0057524-0.0021479i,-0.0038124-0.0016917i,-0.0025222-0.00041111i,-0.0017114+0.00070228i,-0.00038168+0.0015006i,0.00039925+0.0018674i,0.00073129+0.00088376i,0.0012619-0.00016093i
0.0010083+0.023544i,-0.0067142+0.038384i,-0.018558+0.030184i,-0.020526+0.0043666i,-0.0093366-0.012823i,0.010401-0.0094263i,0.028066-0.00028217i,0.032426+0.0030671i,0.019657+0.0022568i,0.00051409+0.0025265i,-0.0083938+0.0029259i,-0.0091638+0.0016963i,-0.0087832+0.00051393i,-0.0050912+0.000556i,0.00020815+0.00080346i,0.0026953+0.00079387i,0.0035983-0.00071011i,0.0030861-0.0032682i,0.0016681-0.003957i,0.001452-0.0030503i,0.0023349-0.0015643i,0.001332+0.00069834i,-0.0011332+0.0028643i
