-0.0091629+0.00030508i,-0.01007+0.0008097i,-0.0088238+0.0044318i,-0.0043108+0.0064396i,-0.00010776+0.0054994i,0.00088529+0.0024867i,-0.00033157+0.00045391i,-0.00044335+0.00076363i,0.00025103+0.0011897i,0.0012998+0.00097361i,0.0022422+0.00043818i,0.0015331-8.2272e-05i,0.00024632-2.904e-05i,0.0003268-0.00023995i,0.00047957-0.0016432i,0.00039887-0.0019027i,0.00042608-0.00031758i,-0.00029062+0.00030692i,-0.00024362-7.0277e-05i,3.9813e-05+2.952e-06i,-2.859e-05-0.00095433i,0.00024084-0.0023487i,-0.00019191-0.0015682i
-1.4488+9.1457i,-0.17497+9.6531i,3.7625+8.2575i,5.8189+3.4799i,4.8294-0.90844i,1.8756-2.4817i,-0.14116-1.305i,-0.17971-0.053062i,0.59033+0.26232i,1.2429-0.10689i,1.0653-0.72497i,0.34505-0.94596i,-0.31624-0.90516i,-0.93799-0.90455i,-1.1135-0.68255i,-0.45439-0.13027i,0.30555+0.1521i,0.37388+0.09063i,0.090389+0.13341i,-0.026988+0.16153i,-0.14691+0.062331i,-0.28648+0.10329i,-0.17635+0.18791i
0.064992-0.61485i,0.1443-0.81569i,0.41498-0.66335i,0.55816-0.38772i,0.25722-0.21532i,-0.14871-0.039696i,-0.24443+0.097101i,-0.13091+0.080664i,-0.030083+0.022249i,0.010535+0.010481i,0.0065138+0.034354i,0.031906+0.059419i,0.081086+0.021625i,0.074342-0.03031i,0.052356-0.02359i,0.071879+0.001474i,0.094784+0.0029761i,0.075284-0.010185i,0.025751-0.019989i,-0.010648-0.017565i,-0.016563-0.012796i,-0.0024782-0.014738i,0.012028-0.013909i
0.26182+0.022846i,0.30492+0.093383i,0.12061+0.056772i,-0.17413-0.014556i,-0.30736+0.043439i,-0.27545+0.16922i,-0.22451+0.22504i,-0.14083+0.19894i,-0.052395+0.077128i,-0.062784-0.022201i,-0.083869+0.0030531i,-0.046731+0.025832i,-0.035013+0.009002i,-0.029574+0.019759i,-0.0091165+0.037175i,-0.02651+0.053932i,-0.053818+0.073541i,-0.049446+0.064483i,-0.033114+0.036879i,-0.019968+0.023076i,-0.010358+0.017362i,-0.0038309+0.011363i,0.0046212+0.0073802i
0.0072668-0.025162i,0.06906-0.14454i,0.18369-0.25707i,0.2284-0.20729i,0.10228+0.062608i,0.030137+0.41837i,0.16391+0.55114i,0.22542+0.36284i,0.090972+0.16808i,-0.0083105+0.11294i,0.0046451+0.053288i,0.02059-0.043906i,-0.0046846-0.10421i,-0.023437-0.092281i,-0.004844-0.060038i,0.0072427-0.062116i,-0.0059851-0.061351i,-0.0072973-0.030867i,9.2012e-05-0.0051989i,-0.00014038+0.0067799i,0.0050621+0.016197i,0.013055+0.014073i,0.016228-0.0017371i
-0.16235+0.26537i,-0.25383+0.39473i,-0.35314+0.45393i,-0.34927+0.42524i,-0.13241+0.3013i,0.093389+0.084713i,0.1074-0.094263i,0.020061-0.11103i,-0.0052948-0.038312i,0.0079257-0.002496i,-0.011979+0.0063569i,-0.023198+0.053601i,0.025363+0.093412i,0.065653+0.066905i,0.06285+0.01872i,0.047011-0.010169i,0.03003-0.014169i,0.017275-0.0052784i,0.0097472-0.00039993i,0.0048245-0.0011546i,0.0037322-0.0093257i,-0.00017542-0.015916i,-0.008419-0.010847i
0.11378-0.37187i,0.20138-0.48421i,0.35267-0.37933i,0.46471-0.22931i,0.3556-0.21425i,0.068517-0.27548i,-0.18623-0.2923i,-0.25415-0.21055i,-0.13179-0.11858i,-0.025596-0.099319i,-0.032924-0.055568i,-0.025273+0.010192i,0.0077374+0.006521i,0.014976-0.0080668i,0.020339+0.012794i,0.02741+0.036475i,0.020589+0.039934i,0.00044014+0.02265i,-0.01099+0.0014373i,-0.0069562-0.010085i,-0.00059648-0.0022845i,0.0092146+0.020209i,0.016855+0.037892i
0.18106+0.27843i,0.20236+0.39526i,0.073815+0.39406i,-0.099508+0.36792i,-0.17968+0.38355i,-0.18032+0.41852i,-0.12668+0.40427i,-0.060411+0.25854i,-0.099327+0.070067i,-0.16888+0.02057i,-0.12213+0.03416i,-0.056491-0.010062i,-0.049216-0.034503i,-0.033482-0.024203i,-0.021389-0.018274i,-0.021438+0.009317i,-0.0076531+0.033294i,-0.00073308+0.030198i,0.0033639+0.02932i,0.017538+0.025722i,0.019981+0.0067505i,0.0042027-0.010433i,-0.01122-0.017676i
-0.1783-0.0020558i,-0.17848-0.070578i,-0.064239-0.22223i,0.057301-0.33269i,0.13032-0.25617i,0.2078-0.065743i,0.25919+0.067213i,0.22219+0.16431i,0.17051+0.25533i,0.13524+0.21811i,0.058267+0.095037i,-0.014503+0.024443i,-0.045073-0.0033954i,-0.073959-0.013268i,-0.078504-0.0078575i,-0.061912-0.029356i,-0.058582-0.05667i,-0.042914-0.04919i,-0.015718-0.029106i,-0.0010256-0.011627i,0.0060572-0.0019757i,0.0036904-0.0055362i,-0.0046794-0.0067972i
-0.10843-0.21289i,-0.25661-0.25948i,-0.36378-0.09625i,-0.28165+0.13157i,-0.075971+0.12371i,0.017442-0.077158i,-0.0044315-0.15155i,0.073153-0.11369i,0.21057-0.15491i,0.22417-0.18582i,0.15866-0.099805i,0.11843+0.0019983i,0.097012+0.047499i,0.072904+0.058546i,0.047604+0.047083i,0.02329+0.035398i,0.0096237+0.038276i,0.0075681+0.036405i,0.0034967+0.026413i,-0.0023924+0.018605i,-0.00092068+0.020951i,0.011745+0.027615i,0.031542+0.021535i
0.35318+0.1739i,0.55573+0.3381i,0.55988+0.41787i,0.35444+0.32919i,0.1102+0.21483i,-0.052777+0.17394i,-0.14543+0.09025i,-0.24848-0.029438i,-0.33481-0.067501i,-0.30954-0.031428i,-0.18681-0.011411i,-0.072016-0.03646i,-0.0195-0.064142i,0.0067085-0.064345i,0.027743-0.045914i,0.036531-0.02864i,0.034562-0.024277i,0.018726-0.030032i,-0.0024762-0.030015i,-0.010718-0.017792i,-0.0025744-0.007618i,0.0043188-0.0093237i,-0.0068433-0.017649i
-0.31657+0.088711i,-0.39435+0.047086i,-0.17364-0.11908i,0.13244-0.25775i,0.21545-0.23208i,0.15827-0.11453i,0.095479-0.018222i,0.023191+0.071469i,-0.0063253+0.17299i,0.024737+0.1781i,0.02528+0.07883i,-0.016674+0.0011063i,-0.043652-0.023824i,-0.044263-0.030871i,-0.024933-0.03183i,0.00098477-0.037678i,0.0099325-0.039886i,0.0051849-0.021607i,0.0067304+0.0044842i,0.011327+0.013268i,0.001583+0.0033076i,-0.017187-0.0036511i,-0.026529+0.0055794i
0.15871-0.27163i,0.15208-0.47771i,-0.14579-0.49085i,-0.46087-0.26804i,-0.41206-0.11564i,-0.21676-0.1449i,-0.097306-0.12634i,0.072706-0.049378i,0.21651-0.073799i,0.17377-0.10179i,0.060553-0.032736i,0.012227+0.054143i,0.024362+0.10178i,0.043977+0.10136i,0.03544+0.072584i,0.015817+0.055609i,0.012666+0.050623i,0.013889+0.035283i,0.0034756+0.0078115i,-0.012826-0.0080842i,-0.016656+0.0029292i,0.0032032+0.021403i,0.026867+0.02398i
-0.076855+0.15666i,-0.12388+0.43232i,0.026096+0.59544i,0.24228+0.4209i,0.19465+0.18434i,0.021157+0.13379i,-0.024517+0.089316i,-0.066681-0.049898i,-0.16128-0.1291i,-0.17074-0.098489i,-0.092739-0.052736i,-0.026873-0.057474i,-0.018969-0.085511i,-0.031718-0.074875i,-0.030923-0.029652i,-0.025662+0.0073703i,-0.025583+0.015412i,-0.02433+0.0053063i,-0.017276+0.0061999i,-0.005162+0.014792i,0.0070564+0.0057732i,0.0028434-0.015769i,-0.013906-0.029841i
0.17305+0.070309i,0.31369+0.012298i,0.30425+0.0067402i,0.1289+0.14255i,0.011157+0.2561i,0.054106+0.27439i,0.10526+0.23307i,0.069333+0.20562i,0.024556+0.22189i,0.026463+0.19027i,0.026902+0.10139i,0.018015+0.054207i,0.028684+0.040787i,0.02773+0.013324i,0.013322-0.0093858i,0.0042879-0.018415i,-0.0061508-0.013328i,-0.0058437+0.0049439i,0.010396+0.01072i,0.018791+0.0022076i,0.011094+0.00014057i,0.0010755+0.0071753i,-0.0026907+0.01643i
-0.24762-0.20746i,-0.34438-0.44431i,-0.31829-0.75612i,-0.21857-0.87122i,-0.13021-0.66518i,-0.098598-0.43169i,-0.10297-0.27068i,-0.032997-0.12676i,0.094118-0.077849i,0.11664-0.10156i,0.05199-0.088279i,0.0084902-0.049294i,-0.013541-0.018204i,-0.018389+0.01248i,-0.0054232+0.015334i,0.0008016-0.0033959i,0.0054548-0.0075173i,0.011254-0.0092724i,0.0012797-0.016156i,-0.011769-0.010652i,-0.011478-0.00012312i,-0.00052742+0.0006328i,0.012221-0.0086574i
0.13533+0.12384i,0.089488+0.45387i,-0.046407+0.92059i,-0.10191+1.0836i,-0.080174+0.78399i,-0.094853+0.42458i,-0.10139+0.20774i,-0.11739+0.041076i,-0.163-0.047785i,-0.14608-0.033715i,-0.079114-0.0077239i,-0.030421-0.010147i,0.0011551-0.024734i,0.019543-0.038529i,0.017224-0.033684i,0.010915-0.019283i,0.0061795-0.022543i,-0.0053648-0.02349i,-0.0087682-0.0010009i,0.0058781+0.016536i,0.016559+0.016065i,0.0084929+0.01488i,-0.0032273+0.018875i
0.10441-0.024797i,0.26133-0.23704i,0.38486-0.55996i,0.30308-0.63882i,0.14038-0.31014i,0.10704+0.03885i,0.11227+0.12825i,0.069049+0.12559i,0.035957+0.14453i,0.016099+0.1326i,-0.0034513+0.10186i,-0.010645+0.076304i,-0.021092+0.061913i,-0.02697+0.064823i,-0.012115+0.059545i,-0.0036672+0.042785i,-0.0088355+0.035461i,-0.006529+0.025779i,0.0012948+0.0035383i,0.0041501-0.015761i,0.0028428-0.024364i,0.0036094-0.024602i,0.004267-0.018516i
-0.24209+0.09843i,-0.3662+0.20386i,-0.33297+0.32553i,-0.093916+0.33674i,0.13541+0.1131i,0.15408-0.12977i,0.067765-0.16019i,0.054306-0.092954i,0.071908-0.08141i,0.048138-0.08834i,0.026989-0.074303i,0.021278-0.059535i,0.017382-0.053148i,0.011439-0.053469i,-0.0021025-0.045777i,-0.0029314-0.025869i,0.010258-0.012318i,0.014387-0.0065348i,0.012584+0.0012073i,0.0088981+0.0084321i,0.0027565+0.012428i,0.002424+0.008158i,0.0049613-0.0057419i
0.13459-0.32093i,0.12374-0.44583i,-0.0093921-0.42512i,-0.14135-0.31934i,-0.12086-0.19321i,-0.036922-0.11632i,-0.002474-0.095793i,-0.0021041-0.072948i,0.012071-0.028976i,0.030795+0.0033548i,0.024554+0.01731i,0.018921+0.021906i,0.022332+0.011702i,0.015553+0.0034312i,0.0090841+0.0064743i,0.0052325+0.0029565i,-0.0069313-0.0047877i,-0.019913-0.0084844i,-0.030359-0.011746i,-0.031938-0.011704i,-0.019638-0.0063532i,-0.012902+0.0033626i,-0.013896+0.022851i
0.14073+0.42608i,0.32355+0.63008i,0.48797+0.57302i,0.44896+0.31613i,0.18946+0.11749i,-0.015781+0.094494i,-0.051461+0.11815i,-0.043986+0.074698i,-0.072534+0.00872i,-0.090004-0.0088922i,-0.062784-0.0016678i,-0.040607+0.0041826i,-0.034157+0.019776i,-0.014588+0.022116i,-0.0029139+0.0047982i,-0.0085027+0.0025388i,-0.0049262+0.01482i,0.0074078+0.020143i,0.012355+0.021299i,0.0059823+0.02196i,-0.0037226+0.01649i,-0.0039739+0.0036904i,0.0028223-0.018904i
-0.34416-0.29337i,-0.62725-0.4764i,-0.75499-0.45943i,-0.61462-0.25546i,-0.34737-0.10251i,-0.1621-0.067882i,-0.069387-0.034098i,-0.0060399+0.0070592i,0.024589+0.023432i,0.023836+0.017684i,0.011536-0.0031376i,0.0096128-0.027724i,0.016214-0.049087i,0.0098049-0.046734i,0.0078951-0.021954i,0.020241-0.010619i,0.022381-0.01386i,0.01597-0.0087063i,0.017902-0.0011202i,0.021361-0.00026771i,0.017826+0.0012505i,0.014469+0.0074596i,0.012972+0.018115i
0.27685+0.012605i,0.51035+0.066269i,0.59376+0.089281i,0.4439+0.040362i,0.22353+0.025867i,0.094191+0.060971i,0.035405+0.044541i,-0.0041834+0.034234i,0.014791+0.0642i,0.059805+0.063918i,0.055526+0.050859i,0.024057+0.058759i,-0.0016336+0.067058i,-0.014708+0.058798i,-0.014934+0.035851i,-0.015717+0.016051i,-0.016328+0.0076392i,-0.01503-0.0026411i,-0.018909-0.012145i,-0.017948-0.0092005i,-0.008349-0.0041648i,-0.0076017-0.0057526i,-0.01403-0.007988i
0.058322+0.18335i,0.042007+0.25303i,-0.027602+0.2471i,-0.078734+0.24353i,-0.07064+0.23552i,-0.056754+0.16619i,-0.051094+0.095904i,-0.031211+0.019372i,-0.037258-0.061603i,-0.063407-0.089098i,-0.057675-0.079464i,-0.029157-0.067338i,-0.0019058-0.056205i,0.01568-0.043961i,0.016403-0.025656i,0.010968-0.00848i,0.0075708-0.0058452i,0.0026003-0.0071889i,0.0042051+0.0010734i,0.013766+0.006054i,0.016187+0.0030533i,0.012551-0.00084876i,0.0084884-0.006148i
-0.41881-0.1359i,-0.66928-0.21007i,-0.63597-0.23861i,-0.36938-0.26282i,-0.15858-0.25269i,-0.054912-0.16205i,-0.0079558-0.090659i,-0.01556-0.042863i,-0.020744+0.012614i,-0.0085564+0.031921i,-0.01176+0.028702i,-0.018479+0.022662i,-0.021993+0.014233i,-0.022951+0.017358i,-0.014593+0.015781i,-0.0089233+0.002498i,-0.012402+0.0042115i,-0.0073966+0.019006i,0.0021541+0.018088i,0.00086106+0.0048684i,-0.0013502-0.00040711i,0.0018548+0.0017537i,0.0053912+0.0063128i
0.55454-0.069147i,0.96606-0.076829i,1.0361+0.027318i,0.74643+0.20004i,0.46499+0.26153i,0.29463+0.15696i,0.15753+0.066412i,0.080493+0.067102i,0.064031+0.07285i,0.059315+0.057644i,0.05347+0.04191i,0.053827+0.03809i,0.060615+0.031328i,0.055783+0.0034233i,0.035945-0.016552i,0.018829-0.010859i,0.014267-0.0063889i,0.010615-0.016841i,0.002034-0.021719i,-0.0028473-0.01248i,-0.006481-0.0027337i,-0.0084953+0.0051497i,-0.0060884+0.0079898i
-0.40286+0.19267i,-0.77874+0.2556i,-0.96775+0.1216i,-0.81121-0.09693i,-0.51804-0.16992i,-0.28801-0.097661i,-0.13157-0.037173i,-0.032715-0.074887i,-0.022032-0.14279i,-0.068496-0.13149i,-0.077601-0.07174i,-0.057809-0.053657i,-0.06466-0.055094i,-0.069207-0.029642i,-0.051721-0.003949i,-0.03039+0.0030911i,-0.011486+0.0062329i,-0.0018815+0.0076214i,-0.0048895+0.0040238i,-0.0077101-0.00072578i,-0.00071056-0.0063565i,0.0027209-0.015435i,-0.00050636-0.018882i
0.091119-0.087375i,0.32435-0.068194i,0.624+0.055086i,0.70681+0.13624i,0.481+0.082664i,0.18886+0.017735i,0.031111+0.015498i,-0.023777+0.062124i,-0.011682+0.12998i,0.043877+0.12651i,0.051774+0.061632i,0.022972+0.030796i,0.020624+0.026125i,0.022925+0.015379i,0.017923+0.012505i,0.014908+0.012178i,0.004123+0.0052701i,-0.0081562+0.0025157i,-0.0080443+0.0055258i,-0.00301+0.0071779i,-0.0030794+0.010319i,0.00031017+0.017065i,0.0080619+0.014942i
0.10387-0.18098i,0.00011966-0.36088i,-0.31588-0.42061i,-0.52385-0.26047i,-0.36109-0.058802i,-0.086459+0.011822i,0.027187+0.011761i,0.054002+0.00032828i,0.050406-0.034827i,0.012004-0.043215i,-0.0011518-0.016802i,0.011944-0.005484i,0.020265-0.0034635i,0.031476-0.0016738i,0.039198-0.0063216i,0.034386-0.008953i,0.023461-0.0060866i,0.011468-0.0010796i,0.003487+0.0057818i,-0.00032974+0.010833i,-0.00055106+0.0090212i,-0.0040907+0.00090819i,-0.01374-0.0011417i
-0.090284+0.4007i,-0.0029005+0.69261i,0.26746+0.66761i,0.43241+0.30025i,0.25216+0.013948i,0.0074851-0.02106i,-0.059752-0.020608i,-0.084887-0.061515i,-0.11473-0.058786i,-0.094484-0.023911i,-0.055882+0.0019643i,-0.034086+0.017546i,-0.032294+0.022636i,-0.038263+0.018949i,-0.044045+0.0097219i,-0.043513+0.0055076i,-0.027199+0.010551i,-0.0028454+0.011425i,0.010994+0.0045i,0.012385-0.0020238i,0.0086374-0.0054223i,0.0046291-0.0044973i,0.0046175-0.0037229i
-0.039112-0.38552i,-0.15732-0.63356i,-0.32625-0.54385i,-0.36866-0.15758i,-0.1997+0.089009i,-0.03677+0.095164i,-0.013414+0.09324i,0.0050274+0.14226i,0.06495+0.14981i,0.098058+0.089642i,0.078597+0.014361i,0.044947-0.023721i,0.036155-0.031997i,0.031617-0.030571i,0.026597-0.019373i,0.024744-0.01497i,0.010901-0.020296i,-0.0026628-0.018605i,0.00019633-0.011494i,0.0081702-0.0060811i,0.011184-0.00053612i,0.013427+0.0054134i,0.015686+0.0058906i
0.10082+0.16851i,0.1978+0.23702i,0.24055+0.12265i,0.18913-0.09227i,0.10714-0.17768i,0.06547-0.14859i,0.0505-0.12874i,0.021436-0.12515i,-0.017834-0.11071i,-0.050091-0.068024i,-0.05093-0.011506i,-0.026915+0.015051i,-0.018542+0.014016i,-0.024031+0.008225i,-0.029923+0.0042064i,-0.02653+0.011924i,-0.0079371+0.017613i,0.0021428+0.0090664i,-0.0078859+0.00010375i,-0.01625-0.003368i,-0.015113-0.0073371i,-0.017929-0.011616i,-0.02534-0.0080577i
0.0025345+0.10147i,0.044001+0.2169i,0.11979+0.31535i,0.1437+0.31012i,0.047338+0.21893i,-0.063191+0.14104i,-0.07804+0.093246i,-0.037017+0.057298i,0.010379+0.032273i,0.039173-0.0016978i,0.025079-0.028212i,-0.0015498-0.021662i,-0.0048858-0.0066294i,0.0065631+0.003365i,0.022717+0.009377i,0.028433+0.0039161i,0.01516-0.0012296i,0.0028284+0.0012764i,0.0010281+0.0025578i,0.0010179+0.0029748i,0.0010693+0.0060003i,0.0071595+0.0088233i,0.016703+0.0048866i
-0.19689-0.20873i,-0.41699-0.3723i,-0.58514-0.38878i,-0.52421-0.2169i,-0.26004-0.050754i,-0.030732+0.0086002i,0.062111+0.034584i,0.087384+0.036317i,0.058299+0.0060895i,0.00038093-0.0057743i,-0.017697+0.003245i,-0.004997-0.003127i,0.0023108-0.014349i,0.0026128-0.016447i,-0.0047806-0.018526i,-0.015035-0.019463i,-0.017487-0.013987i,-0.0119-0.003279i,-0.0044648+0.0078191i,-0.00031698+0.01302i,0.0026406+0.013771i,0.0045369+0.009884i,0.0013808+0.0046956i
0.31209+0.13209i,0.64275+0.20084i,0.87409+0.12843i,0.77974-0.05239i,0.434-0.12841i,0.1401-0.097025i,-0.0020344-0.084612i,-0.073863-0.076216i,-0.094727-0.045034i,-0.072966-0.0070979i,-0.034112+0.02346i,-0.0003868+0.033465i,0.0087703+0.029486i,0.0033491+0.022455i,0.002613+0.02003i,0.009542+0.026326i,0.019102+0.025416i,0.020567+0.0090475i,0.01111-0.0064316i,0.0012246-0.011063i,-0.0043731-0.010708i,-0.0094919-0.0058488i,-0.011446+0.0034605i
-0.24858+0.033507i,-0.52862+0.12465i,-0.73972+0.289i,-0.67766+0.41531i,-0.39147+0.37886i,-0.13964+0.27061i,-0.01847+0.19367i,0.02793+0.13117i,0.038495+0.086331i,0.043988+0.052158i,0.030211+0.0081918i,-0.004795-0.014706i,-0.020555-0.0099874i,-0.012381-0.003601i,0.0022112-0.005i,0.0094421-0.016148i,0.0030376-0.024321i,-0.0042992-0.017699i,-0.0014221-0.0068524i,0.007465-0.00045151i,0.013906+0.0016617i,0.015647-0.0034113i,0.013541-0.012688i
0.057057-0.11958i,0.18035-0.30775i,0.34167-0.53376i,0.40141-0.62324i,0.29241-0.50849i,0.12692-0.33924i,0.0056091-0.21716i,-0.040862-0.1173i,-0.02856-0.044866i,-0.012909-0.011379i,-0.0023332+0.0043414i,0.018107-0.00071326i,0.026811-0.019503i,0.012702-0.025385i,-0.010965-0.014631i,-0.026135+0.0030893i,-0.02663+0.012481i,-0.021781+0.013013i,-0.017441+0.012198i,-0.015176+0.0076219i,-0.015467+0.0045691i,-0.012669+0.0086826i,-0.0067179+0.015608i
0.11972+0.07384i,0.15972+0.23853i,0.071212+0.46568i,-0.069921+0.55845i,-0.09674+0.41817i,-0.040637+0.21545i,0.0011804+0.093907i,0.0068181+0.030755i,-0.0018495+0.0022869i,0.0052576-0.0069561i,0.0062519-0.013513i,-0.013619+0.0020449i,-0.018866+0.032527i,-0.00037789+0.04134i,0.02005+0.026361i,0.02883+0.010678i,0.026122+0.0095897i,0.024216+0.01294i,0.0244+0.0080301i,0.021634+0.0019755i,0.01675-0.0022004i,0.0072162-0.008591i,-0.00020725-0.015188i
-0.16074+0.057475i,-0.26625-0.0016701i,-0.24131-0.18934i,-0.11972-0.33593i,-0.057725-0.26079i,-0.024704-0.084763i,0.025076+0.017353i,0.05819+0.047298i,0.068646+0.038046i,0.04207+0.0094279i,0.0021439+0.00077565i,-0.0081315-0.0020693i,-0.0068928-0.025019i,-0.015349-0.039332i,-0.022861-0.030941i,-0.023709-0.021687i,-0.016923-0.021845i,-0.0072437-0.025282i,-0.0052027-0.023334i,-0.0075165-0.012724i,-0.0042995-0.0011874i,0.0007639+0.0036245i,0.0035872+0.0046651i
0.076698-0.11093i,0.14139-0.14125i,0.1639-0.025156i,0.12724+0.11356i,0.056117+0.075471i,-0.048616-0.041604i,-0.11633-0.072966i,-0.099387-0.06216i,-0.063183-0.070838i,-0.042636-0.057511i,-0.013566-0.026389i,0.016305-0.011731i,0.025159-0.0035315i,0.019086+0.0049495i,0.013713+0.0075281i,0.013071+0.0084944i,0.0081193+0.0080315i,-0.0041124+0.0054549i,-0.012308+0.0054434i,-0.012144+0.0041212i,-0.0093878+0.0012429i,-0.0068208+0.0039103i,-0.0034102+0.0095326i
0.045296+0.074723i,0.064517+0.11545i,0.016736+0.08919i,-0.06237+0.056687i,-0.050475+0.10401i,0.048173+0.14883i,0.10628+0.11447i,0.071668+0.074882i,0.021705+0.08032i,0.013577+0.073957i,0.0073643+0.041127i,-0.011385+0.026832i,-0.018534+0.028443i,-0.017395+0.023931i,-0.011329+0.018105i,-0.0029195+0.013035i,0.001922+0.010205i,0.0021591+0.011322i,-5.0752e-05+0.011931i,0.0021106+0.010369i,0.0053932+0.0053914i,0.0036961-0.0019446i,1.2386e-05-0.010062i
-0.07165+0.024994i,-0.11251+0.027136i,-0.060002-0.038353i,0.036517-0.12603i,0.036422-0.13446i,-0.045876-0.076476i,-0.088151-0.019083i,-0.049987-0.0066977i,-0.0075222-0.037591i,-0.015959-0.051943i,-0.023249-0.032293i,-0.0077106-0.030744i,-0.0034688-0.042899i,-0.0022608-0.036104i,0.0011226-0.022447i,-0.0022578-0.015022i,-0.004821-0.011641i,-4.992e-05-0.0079463i,0.0043202-0.003579i,-0.0017404+0.00042812i,-0.0068946+0.0056264i,-0.0028467+0.0080889i,0.0035378+0.0069081i
0.014469-0.087464i,0.0041153-0.089069i,-0.009527+0.069397i,-0.0042956+0.23664i,0.017307+0.19186i,0.040377+0.053602i,0.040779-0.026131i,-0.0025378-0.047549i,-0.042803-0.013468i,-0.020796+0.022898i,0.010103+0.015673i,0.0087117+0.013365i,0.012926+0.032843i,0.022259+0.037036i,0.017784+0.022128i,0.0082635+0.0097863i,0.003022+0.0064945i,0.0043961+0.0064835i,0.013962+0.0066078i,0.025401+0.0024672i,0.022567-0.0052625i,0.0076608-0.0065026i,-0.0038782-0.0017635i
0.075175+0.053218i,0.13543-0.024014i,0.099483-0.24075i,-0.0014154-0.37456i,-0.017147-0.23263i,0.044721-0.019902i,0.070376+0.068222i,0.068842+0.090784i,0.076938+0.074283i,0.048041+0.031731i,0.0015158+0.018071i,-0.012636+0.013789i,-0.018047-0.0079328i,-0.024818-0.020438i,-0.015674-0.012034i,-0.0024285-0.0014552i,0.0025753-0.00078843i,-0.0021588-0.0089763i,-0.013975-0.017119i,-0.021292-0.012363i,-0.01711-0.00097485i,-0.0066454+0.0035389i,0.00031431+0.0019587i
-0.0871+0.063855i,-0.1081+0.23905i,-0.00049364+0.46607i,0.14271+0.50379i,0.12394+0.2715i,-0.017128+0.028937i,-0.086856-0.057353i,-0.07509-0.085236i,-0.063798-0.091551i,-0.045422-0.059705i,-0.013294-0.033367i,0.0051783-0.022674i,0.013859-0.012217i,0.017563-0.0054143i,0.0089036-0.0042081i,0.00028863-0.0038971i,-0.00090123-0.0024948i,0.00016197+0.00059823i,0.0023111+0.0034392i,0.0038084+0.00062827i,0.0036953-0.0042789i,0.0031767-0.0061201i,0.0037682-0.0056029i
0.020882-0.13936i,-0.051139-0.34866i,-0.21426-0.54987i,-0.33229-0.53435i,-0.2468-0.30976i,-0.063578-0.11862i,0.02359-0.033673i,0.031473+0.033573i,0.044881+0.078168i,0.057564+0.059826i,0.042016+0.025927i,0.019355+0.018316i,0.0081975+0.019437i,-0.0017083+0.014986i,-0.0066629+0.0099277i,-0.0038555+0.0051938i,-0.0041648+0.0019849i,-0.0079105+0.003703i,-0.0085802+0.0072236i,-0.0050019+0.0071864i,-0.0020757+0.0051754i,-0.0033584+0.0058441i,-0.0050937+0.0064025i
0.092966+0.11979i,0.25182+0.26922i,0.43415+0.39267i,0.47385+0.36679i,0.31055+0.23605i,0.11506+0.14276i,0.023676+0.09218i,0.0047965+0.028234i,-0.016437-0.033733i,-0.050297-0.043808i,-0.053989-0.018102i,-0.039125-0.011123i,-0.035505-0.017782i,-0.025264-0.016246i,-0.0088996-0.014287i,-0.0039601-0.012044i,-0.0036372-0.0055085i,-0.0011081-0.0014462i,-0.0025203-0.0018485i,-0.0079786+0.0015692i,-0.0071647+0.0054174i,-0.0020672+0.0008495i,-0.00050474-0.005004i
-0.13891-0.015711i,-0.30997-0.03453i,-0.4419-0.048034i,-0.41586-0.06325i,-0.29244-0.09284i,-0.18829-0.10283i,-0.117-0.088592i,-0.082227-0.060305i,-0.052259-0.014935i,-0.0017642+0.0080599i,0.025571-0.0037488i,0.028154-0.0078202i,0.037088-0.0011012i,0.034485+0.00042333i,0.017575+0.0060504i,0.0087312+0.013098i,0.011144+0.012824i,0.017518+0.011906i,0.026558+0.011681i,0.030834+0.0060579i,0.023961-3.3823e-05i,0.014181+0.0028684i,0.010561+0.009408i
0.098016-0.099285i,0.18176-0.21181i,0.1893-0.27489i,0.1215-0.17712i,0.10313-0.00098604i,0.12568+0.089514i,0.11574+0.099674i,0.1021+0.086176i,0.082052+0.0446i,0.02731+0.011996i,-0.013436+0.017682i,-0.01741+0.026211i,-0.020263+0.022953i,-0.022255+0.021285i,-0.010002+0.014986i,0.00042647+0.00030394i,-0.00064628-0.012431i,-0.01008-0.01976i,-0.019961-0.019326i,-0.021086-0.0094225i,-0.014275-0.00087451i,-0.0088621-0.0019603i,-0.0083995-0.0075935i
0.029777+0.13559i,0.10939+0.29759i,0.23971+0.36988i,0.28258+0.24732i,0.16445+0.081322i,0.021639+0.0022097i,-0.042923-0.033743i,-0.067434-0.052588i,-0.070771-0.035833i,-0.040393-0.011748i,-0.0076606-0.010308i,0.0030396-0.017397i,0.0051679-0.019417i,0.0063703-0.018371i,0.00029152-0.010873i,-0.0072297+0.00058087i,-0.00993+0.007772i,-0.0078554+0.0089636i,-0.0020433+0.004452i,0.0006235-0.001909i,-0.0015066-0.0045759i,-0.0016745-0.0032795i,0.0022669-0.00084897i
