-0.0035176-9.0264e-05i,-0.0026859-0.00043074i,-0.0025633-9.7365e-05i,-0.0029035+0.0015518i,-0.0032113+0.0027545i,-0.0022779+0.0018742i,-0.0016203+0.00060144i,-0.0012448+0.0010522i,0.00011005+0.0018003i,0.0014115+0.0010189i,0.0015972+0.00021481i,0.0013097-0.00051215i,0.00096704-0.00050562i,0.00029633-0.00040883i,0.00016789-0.0003239i,-0.00025352+6.2473e-05i,-0.00012317+1.222e-05i,9.4876e-05-0.00027116i,-0.0007415-9.9531e-05i,-0.00074952-0.0003667i,5.0251e-05-0.00066645i,-0.00029228-0.00093704i,-0.0007073-0.00097908i
0.018214+0.0028001i,0.022293+0.014306i,0.010665+0.023524i,-0.0013228+0.019524i,-0.0041364+0.0082262i,-0.0004316+0.0018291i,0.0032587+0.0012206i,0.0032247+0.0012109i,0.0021907-0.001759i,0.0025193-0.0047216i,0.0021923-0.0028101i,0.0022397+0.001533i,0.003549+0.0042871i,0.0036271+0.0037616i,0.0024255+0.00033568i,-0.00023662-0.0024987i,-0.0035529-0.0022857i,-0.0044968-0.00031392i,-0.0037724+0.00019857i,-0.0029869-4.7798e-06i,-0.0011323+0.00051252i,0.0015513-0.00032077i,0.002238-0.002247i
-0.0097582+0.014107i,-0.018325+0.012524i,-0.017903+0.0025211i,-0.0079553-0.0029296i,-0.0020237-0.00066317i,-0.0032258+0.0019814i,-0.0037613+0.0016251i,-0.00018497+0.0011952i,0.0040543+0.0019752i,0.0058365+0.0027383i,0.0046606+0.0019254i,0.0025589+5.5733e-05i,0.0012892-0.0020751i,0.0030396-0.0026989i,0.0056878-0.0028347i,0.0059165-0.0036167i,0.0035308-0.0036686i,0.0016155-0.0025249i,0.0018787-0.002506i,0.0021492-0.0018434i,0.0011231-7.8597e-05i,-0.00075419+0.00085877i,-0.0024043+0.001012i
-0.010421-0.01251i,-0.0061113-0.016788i,-0.0012593-0.00912i,-0.0024698+0.00059738i,-0.0018717+0.001426i,0.0022018-0.0004317i,0.0030344+3.9768e-05i,0.0016929+0.00063815i,0.0019579+0.00043581i,0.0017798-0.00050136i,0.0012431-0.0012633i,0.0032336-0.00080964i,0.0040817-0.0016992i,0.0020191-0.003713i,-0.0013322-0.0031039i,-0.0027073-2.1287e-05i,-0.0021697+0.0019928i,-0.001693+0.0013975i,-0.0016956+0.0010892i,-0.0015614+0.00075739i,-0.0011338-0.00045751i,-0.0013668-0.0018697i,-0.001698-0.0018586i
0.012288+0.0008305i,0.016591+0.0080825i,0.010447+0.011155i,0.0041023+0.0083738i,0.0013822+0.0083047i,-0.00097353+0.0061036i,-0.0021835+0.0010333i,-0.0010816-0.0012912i,0.0013683-0.0025664i,0.0018731-0.0046381i,-0.00069007-0.0052523i,-0.0034799-0.0025247i,-0.0037689-0.0006876i,-0.0049316-0.0018377i,-0.0063825-0.0024704i,-0.005587+4.9918e-05i,-0.0031774+0.0032054i,-0.0003952+0.0033136i,0.00038501+0.0011144i,0.00085808-0.00027958i,0.0016849+0.00090207i,0.0016019+0.001631i,0.0010637+0.00086986i
-0.0071325+0.010987i,-0.014615+0.012223i,-0.015609+0.0074316i,-0.010823+0.0042872i,-0.0058303+0.0014908i,-0.00083464-0.00052578i,0.00048355+0.00119i,-0.001164+0.002636i,-0.00011568+0.0026301i,0.0016659+0.0017396i,0.0019356-0.00035591i,0.00015501-0.0014798i,-0.0018327+0.0002493i,-0.0021082+0.0035947i,-0.00052249+0.0044117i,0.000881+0.0012454i,-0.0002292-0.0025862i,-0.0015839-0.003616i,-0.001064-0.0025108i,-0.00062854-0.0020861i,-0.00056509-0.0012766i,-1.2254e-05+2.828e-05i,0.00038537+0.00038492i
-0.0058023-0.010847i,-0.0044919-0.015637i,0.00024328-0.012795i,0.0027144-0.0052071i,0.00086098+0.00053643i,-0.0014359+0.0020631i,-0.0015285+0.0011116i,-0.0015411-3.5187e-05i,-0.0027142-0.0005995i,-0.0041638-0.00068742i,-0.0028918+0.00069257i,0.00058795+0.0013047i,0.0030014+0.00018605i,0.0032019-0.00034584i,0.004772-0.00040703i,0.0077236-0.00056366i,0.0084-0.00065379i,0.0062799-0.00067603i,0.0047401-0.0002644i,0.0034789+0.00071762i,0.00058301+0.00088667i,-0.0012456-0.0002938i,-0.0014624-0.00093757i
0.0086914+0.0012191i,0.010102+0.006335i,0.0037117+0.010489i,-0.0034584+0.0095512i,-0.0043034+0.005021i,-0.0020713+0.0018359i,-0.00029997+0.0017279i,0.0021329+0.0015913i,0.0046463-0.0014067i,0.0059401-0.0037584i,0.0047253-0.0028939i,0.002177-0.0013786i,0.0024948-0.0012586i,0.0037655-0.0032975i,0.0025536-0.0053687i,-0.00057861-0.0041637i,-0.0029942-0.001314i,-0.0027792+0.00026469i,-0.0028755+4.7877e-05i,-0.0034818-0.0011813i,-0.0015088-0.002498i,0.001007-0.002748i,0.0018954-0.0011265i
-0.005732+0.0092759i,-0.0084578+0.0088786i,-0.0075006+0.0036731i,-0.0028394+0.0012086i,-0.00033635+0.00071738i,-0.00082046-0.00054221i,7.0095e-05-0.0010087i,0.0014259-7.1277e-05i,0.0023812+0.0008313i,0.0042888+0.0009896i,0.0044032-0.00061499i,0.0023928-0.0033138i,-0.00061325-0.0052369i,-0.0033868-0.0060513i,-0.0048098-0.0052509i,-0.0056716-0.0037352i,-0.0058689-0.0022351i,-0.0044803-0.00087299i,-0.0010893-0.00059405i,0.001506-0.00033403i,0.00093902+0.0013908i,-7.231e-05+0.0033914i,-0.00025484+0.0035809i
-0.0046154-0.0089152i,-0.0039522-0.010762i,-0.0022021-0.0073977i,-0.0036723-0.0010139i,-0.0044608+0.0016289i,-0.002324+0.0012959i,-0.00092495+0.0011702i,-0.00099263+0.00023649i,-0.0016472-0.0013908i,-0.0026227-0.0022052i,-0.0026235-0.0011897i,-0.0015783+0.0010148i,-0.0011332+0.0021338i,-0.0028971+0.0025405i,-0.0042038+0.0027295i,-0.0014543+0.0016413i,0.0015731+0.0001967i,0.0011878-0.00069791i,-0.00034913-0.0002992i,-0.00082445+0.00029919i,-0.00043707-0.00074899i,-0.00085737-0.0023012i,-0.0014239-0.0024935i
0.0063909-0.0022711i,0.0067694+0.0010309i,0.0016434+0.0035666i,-0.0015946+0.0026037i,-0.0022565+0.0022507i,-0.0030245+0.001338i,-0.0025599-0.00026999i,-0.00074316-0.00044659i,0.0014122-0.0022245i,0.0024117-0.0051302i,0.00048041-0.0052163i,-0.0014547-0.0023196i,-0.00075033+0.00052776i,0.0010212+0.0016375i,0.0019593+0.0041706i,0.002204+0.0075818i,0.0028571+0.0084059i,0.0033862+0.0059596i,0.0024362+0.0026097i,0.0019337+0.0010277i,0.001862+0.00057724i,0.0010157-0.00021564i,0.00056693-0.001055i
-0.0014745+0.0058788i,-0.0050204+0.0067194i,-0.0061531+0.0047984i,-0.0049002+0.0031954i,-0.0027978+0.0015621i,6.5843e-05+0.00097902i,0.00063052+0.0020482i,-0.00012382+0.0034721i,-7.5066e-05+0.0045717i,0.0012209+0.0046055i,0.0026672+0.0029957i,0.0032758+0.00080003i,0.0038299-0.00015046i,0.0044914-0.00078008i,0.0041207-0.0027248i,0.00057071-0.0051735i,-0.0034012-0.0058046i,-0.0043345-0.0035666i,-0.0033988-0.0011654i,-0.002067-5.8515e-05i,-0.00031412+0.0011959i,0.00080067+0.0020283i,0.0011075+0.0015919i
-0.0059205-0.0036286i,-0.0065049-0.0062704i,-0.0040404-0.0046172i,-0.0020227-0.00059472i,-0.0016664+0.0011822i,-0.0015708+0.0018667i,-0.001474+0.0014454i,-0.00069012-0.00058138i,-0.0010707-0.0020496i,-0.0024487-0.002034i,-0.0021749-0.00071913i,-0.0004871+0.00011658i,0.00046387-0.0020314i,0.0006608-0.005918i,0.0021541-0.007402i,0.0043768-0.0066966i,0.0040833-0.0061906i,0.0012187-0.0052972i,0.00029081-0.0031981i,0.00026331-0.0009903i,-0.0017031+2.4175e-05i,-0.0030009+0.00045228i,-0.002665+0.00096945i
0.005401-0.0018106i,0.0056683-0.002355i,0.0026884-0.0013161i,-0.0015074-0.0013381i,-0.0023074-0.002196i,-0.0012209-0.001808i,-0.00085911+0.00020131i,0.0012081+0.00036722i,0.0046068-0.0023756i,0.0056844-0.0044002i,0.0033693-0.0050825i,0.00024769-0.0037001i,-0.0015209-0.001185i,-0.0036784-0.00087677i,-0.0059078-8.8827e-05i,-0.0052251+0.002882i,-0.0024016+0.0048507i,0.0002968+0.0027305i,0.00016331-8.5227e-05i,-0.0010391-0.00082501i,-0.00026135-0.0018867i,0.0011464-0.0029139i,0.001516-0.0020638i
0.00079037+0.0053817i,-0.00021552+0.0058476i,-0.0022952+0.0054675i,-0.0017145+0.0043077i,-0.00054767+0.001703i,-0.00098732-0.000599i,-0.0012049-0.0007004i,-0.00017446+0.00084743i,0.0018872+0.0023856i,0.0026185+0.00217i,0.0012557+0.00073233i,0.00034226-0.00016642i,-0.00016912+0.00057071i,-0.0012153+0.0020636i,-0.0034704+0.0028576i,-0.0065276+0.002863i,-0.0071942+0.0029157i,-0.0043595+0.0035449i,-0.00081041+0.0033699i,0.00066923+0.0024937i,0.00038254+0.0018527i,5.1636e-05+0.0021774i,0.00051035+0.0028121i
-0.0044634-0.0029709i,-0.0055295-0.0040307i,-0.0042828-0.0025403i,-0.0029978-2.6335e-06i,-0.0019934+0.0023688i,-0.0012602+0.0027851i,-0.0016852+0.0016983i,-0.0019121+0.00048238i,-0.0022359-0.00011454i,-0.0041454+0.00027094i,-0.0046392+0.00086103i,-0.0017762+0.0010179i,0.0021546+0.00018644i,0.0040162+1.0053e-05i,0.004811+0.00040127i,0.0061679-0.001345i,0.0054785-0.0041975i,0.0015737-0.0051757i,-0.0012042-0.0031756i,-0.0018896-0.0015911i,-0.0019668-0.00136i,-0.0017835-0.0011719i,-0.002233-0.0008637i
0.0044588-0.0011794i,0.0041324-0.00079022i,0.0023522-0.00028619i,4.2431e-05-0.00066578i,-0.0015761-0.0016339i,-0.0014323-0.0022871i,-0.00017445-0.00065525i,0.0015146+8.7959e-05i,0.0039829-0.0027455i,0.0047306-0.0064654i,0.0025803-0.0074244i,-4.0014e-05-0.0043264i,-0.00082187-0.0018966i,0.0010132-0.0018165i,0.0034317-0.00027263i,0.0047061+0.0030758i,0.0057748+0.0051589i,0.0059182+0.0036934i,0.0043716+0.00072914i,0.0026595-0.00064863i,0.001927-0.0010277i,0.0019839-0.00092994i,0.0015721-0.00073022i
0.0023526+0.0042957i,-0.00024346+0.0045662i,-0.0019365+0.0034839i,-0.0018764+0.0033767i,-0.00060188+0.0020245i,-0.00022655-0.00025964i,-0.00041672+0.00030933i,0.00038152+0.0029341i,0.0018656+0.0047472i,0.004055+0.0047729i,0.0044591+0.0025878i,0.0027108-0.00094994i,0.00025591-0.0035777i,-0.0023946-0.0046161i,-0.0041179-0.0059303i,-0.0052459-0.0063421i,-0.0056777-0.0036339i,-0.0041211-0.001018i,-0.0023722-0.00033612i,-0.00097676+0.00010219i,0.00068118+0.00064424i,0.0015973+0.00099756i,0.0014736+0.0010001i
-0.00021199-0.0006642i,-0.0012604-0.0015492i,-0.0015285-0.00070143i,-0.0012375+0.0010095i,-0.00066851+0.0017081i,-0.00075747+0.0019268i,-0.00035768+0.0014604i,-0.0007556+9.1252e-05i,-0.0024664-0.0019709i,-0.0035311-0.0025817i,-0.0040319-0.0011806i,-0.0022515+0.00042069i,-0.0012886+0.0017912i,-0.0021567+0.0017491i,-0.0020521+0.00088441i,-0.0017853-0.0013863i,-0.0026761-0.0031564i,-0.0038614-0.0032734i,-0.0036206-0.0019484i,-0.0027361-0.00027792i,-0.0027833+0.00052739i,-0.0028732+0.00086208i,-0.0025837+0.00041275i
-0.0005616+0.00060922i,0.000484+0.0011779i,0.00051874+0.0018558i,0.00031226+0.00034025i,0.00070174-0.0015471i,0.00096433-0.0014342i,-9.6958e-05-0.00068219i,7.4491e-05-0.0010231i,0.0018584-0.0024366i,0.003181-0.0042979i,0.001923-0.0051482i,-0.00019978-0.0031692i,0.00056011-0.00065559i,0.001304+0.00089983i,-0.00028645+0.002225i,0.00013258+0.0035807i,0.0027006+0.0040482i,0.0036338+0.0018173i,0.0029145-0.0016446i,0.0020239-0.0028161i,0.0010036-0.0024409i,0.00041445-0.0030086i,0.0010488-0.0031016i
-0.0016298-0.0018616i,-0.0041077+0.00066163i,-0.0081477+0.002657i,-0.009088+0.0033535i,-0.0066421+0.0036467i,-0.0039054+0.0032066i,-0.0014658+0.0023221i,0.00077707+0.002221i,0.0017955+0.0037742i,0.0020699+0.0042842i,0.0038127+0.0028457i,0.0039362+0.0014564i,0.0022436-0.0012406i,0.0015827-0.0031046i,0.0018479-0.0015597i,0.00025952+0.0012498i,-0.0014882+0.0041928i,-0.00097498+0.0055608i,0.00081429+0.0041246i,0.0014061+0.0025333i,0.00089424+0.0021859i,0.0010746+0.0015857i,0.00067142+0.0013877i
0.00068598-0.0028833i,-0.00057221-0.0031849i,-0.0014224-0.0015447i,-0.0022926+0.00037461i,-0.0021913+0.0017386i,-0.0012233+0.0020368i,-0.0010564+0.0015417i,-0.0016137+0.0012548i,-0.0027262-1.4045e-05i,-0.004059-0.0013624i,-0.0042772-0.00013843i,-0.0020228+0.00085782i,0.00051458-0.00050806i,0.0013711-0.0021029i,0.0026876-0.0031081i,0.0035935-0.0046102i,0.0019922-0.006215i,-0.00022247-0.0051446i,-0.0023819-0.0026931i,-0.0034838-0.0016662i,-0.0026186-0.0012921i,-0.0017665-0.00053438i,-0.0019429-0.00068601i
-0.00055881+0.0013989i,0.00049173+0.0024629i,0.0011946+0.0021062i,0.00064435+0.001764i,-0.0001083+0.0021581i,-0.00024148+0.0014424i,0.00066058+0.00038501i,0.00211-0.0010275i,0.0038654-0.0036157i,0.0047572-0.0064358i,0.0028831-0.0070781i,6.2677e-05-0.0046157i,-0.0016441-0.0019647i,-0.0022241-0.00076209i,-0.0028176-0.0010614i,-0.0013287-0.0010264i,0.0017179-0.001055i,0.0028592-0.002159i,0.002814-0.0019924i,0.001585-0.0011068i,-6.9614e-07-0.0010046i,-0.00064613-0.001161i,-0.00047426-0.0012669i
-4.2659e-05-0.00050451i,-0.0015572+0.001037i,-0.0029873+0.0010701i,-0.0044349-0.00082906i,-0.0053857-0.0010383i,-0.0040512+0.00027607i,-0.0018508+0.0010917i,0.00015682+0.0021006i,0.001523+0.003243i,0.0023393+0.0039953i,0.0027241+0.0040376i,0.0027592+0.0021685i,0.0017606+0.001111i,0.0003439+0.0011131i,-0.00035949-0.00037619i,-0.0014567-0.00040381i,-0.001964+0.0024778i,-0.0006752+0.0044319i,0.00027531+0.0038596i,0.0010564+0.0024364i,0.0013697+0.0017803i,0.0020286+0.0015921i,0.0026151+0.0011987i
-0.0024953-0.00061404i,-0.0039725-0.00035155i,-0.005723+0.0014627i,-0.0046789+0.0037127i,-0.0018891+0.0034053i,-0.00019943+0.0020073i,-0.0011767+0.001255i,-0.0025488+0.00031654i,-0.0034686-0.00047528i,-0.0041393-0.00054314i,-0.004103-7.1199e-05i,-0.0024939+0.00010393i,0.00020572-0.00053332i,0.001857-0.0018676i,0.0010007-0.00098142i,-0.0021305+0.00075878i,-0.004247+0.0004391i,-0.0050711+0.00025794i,-0.0042481+0.00094195i,-0.0025482+0.00059568i,-0.0022125+0.00036785i,-0.0020986+0.00068315i,-0.0022018+0.000878i
-0.00074334-0.0015123i,0.0010684+0.0010509i,0.0015516+0.0043054i,0.0012409+0.0055438i,0.001137+0.0046284i,0.001708+0.00299i,0.0013482+0.0011258i,0.00147-0.00071353i,0.0023355-0.0022225i,0.0034382-0.0039738i,0.0029837-0.0048381i,0.0013068-0.0040817i,0.0011208-0.0030159i,0.0018192-0.002683i,0.0021616-0.0020829i,0.0023658-0.00059316i,0.0027456-9.066e-05i,0.0033764-0.0025744i,0.0036576-0.0044223i,0.003185-0.0041625i,0.0028784-0.0027735i,0.0020318-0.0016257i,0.0011657-0.0022592i
-0.0014663+0.00016341i,-0.0034894-0.00072067i,-0.0050064-0.00085011i,-0.0045231-0.00088437i,-0.0032375-0.00043396i,-0.0020242-0.00020539i,-0.00081744+0.00020712i,0.00036392+0.0010802i,0.0019434+0.0019759i,0.0036187+0.0022569i,0.0040835+0.0010913i,0.0026977+9.4483e-05i,-0.00017313-0.0011019i,-0.0023606-0.0025457i,-0.0022983-0.0029341i,-0.00064096-0.0012178i,0.00065393+0.0018147i,0.0020845+0.0031657i,0.0030601+0.003099i,0.0020641+0.0024813i,0.00095244+0.0014275i,0.00068836+0.0010996i,0.00059082+0.00058234i
0.0011314-0.00022666i,0.00024077-0.0012668i,-0.0019515-0.0024875i,-0.0044183-0.00038665i,-0.0046442+0.0026252i,-0.0027523+0.0023999i,-0.0012835+0.0011021i,-0.0015907+0.0011893i,-0.0028633+0.00025621i,-0.0042024-0.0016388i,-0.0038671-0.0015543i,-0.0016051+0.00043801i,0.0010033+0.0010947i,0.0027333+0.0002773i,0.0023641+9.1181e-05i,9.4538e-05-0.0018099i,-0.0019388-0.0031926i,-0.0036148-0.0018211i,-0.0042893-0.00041904i,-0.0040005+0.00036746i,-0.0038303+0.00018661i,-0.0031851-0.00011375i,-0.001554+0.0012267i
-0.0017295-0.00033191i,-0.0018316+0.0027846i,-0.0013795+0.00426i,-0.0018102+0.0033728i,-0.0020146+0.0019397i,-0.0012466+0.00099331i,0.00012877+0.00049519i,0.0021874-0.00066826i,0.0040202-0.0031852i,0.0040571-0.005244i,0.002241-0.0048842i,0.00074692-0.0031392i,0.00072522-0.00084773i,0.0012591+0.00073362i,0.00031161+0.00075379i,-0.00053606-0.0012565i,-0.00025219-0.0038858i,-0.00022641-0.0048853i,-0.00012024-0.003839i,0.00065114-0.0025947i,0.0012941-0.0018084i,0.0011244-0.0010097i,0.00031926-0.00077486i
-0.00048977-0.0018405i,-0.0022776-0.00080602i,-0.0030094+0.00010859i,-0.0022144+0.00028708i,-0.00040867-0.00014301i,0.0011798+0.00079619i,0.0017045+0.001521i,0.0018232+0.0018726i,0.0028385+0.0034219i,0.0038033+0.0041368i,0.0031174+0.0029573i,0.0023334+0.0015266i,0.0021176+0.00066484i,0.0011982-0.00049585i,0.00080309-0.001608i,0.0012114+0.00013919i,0.0020514+0.0030405i,0.0031981+0.0040878i,0.0035458+0.0030299i,0.0030092+0.0023971i,0.0016981+0.0024649i,0.0013638+0.00097429i,0.0022223+9.13e-06i
0.0042592-0.00023477i,0.0034595-0.00059836i,0.0012887-0.0010098i,-0.0014682-0.0011512i,-0.0030076-0.0003464i,-0.0035371+0.00042627i,-0.0038646+0.00069754i,-0.0024143+0.00075538i,-0.0016059-0.00026549i,-0.0029614-0.0014475i,-0.0033238-0.00085681i,-0.0021768+9.1191e-05i,-0.0016388-0.0013624i,-0.0015554-0.002834i,-0.0017658-0.0015523i,-0.0021871+0.00089858i,-0.0031199+0.0030762i,-0.0038334+0.0036638i,-0.003747+0.002524i,-0.0038492+0.00089623i,-0.0030056+0.00022794i,-0.0015914+0.00062254i,-0.0013039+0.0011917i
-0.0024033+0.0035279i,-0.0034262+0.0046976i,-0.0039688+0.0049489i,-0.0035816+0.0036276i,-0.0020193+0.0026556i,-0.0012253+0.0019279i,-0.00048431+0.00076943i,0.0011827+2.6253e-05i,0.0020846-0.0020332i,0.002169-0.0048397i,0.0013868-0.0057101i,0.00023085-0.0027501i,0.00055504+0.00036112i,0.00085411+0.00066559i,0.00037606-2.2544e-05i,0.00083104-0.0013165i,0.0017506-0.0029462i,0.0020003-0.0042043i,0.0015268-0.0043814i,8.57e-05-0.0042879i,3.8465e-05-0.0037864i,0.00061805-0.0025878i,0.00029721-0.0014772i
-0.0013213-0.0022648i,-0.00058737-0.0020253i,0.00058793-0.0011089i,-0.00019501+0.00047333i,-0.0011664+0.0011602i,-0.00015246+0.0011437i,0.0005989+0.0017477i,0.0012546+0.0016482i,0.0023834+0.0018885i,0.0027088+0.0025233i,0.0028539+0.0016956i,0.0029344+0.00020383i,0.0016837-0.00073161i,0.00021284-0.0010309i,-8.5892e-05-0.0013161i,0.00064802-0.0016057i,0.0015885-0.00096757i,0.0025923-0.00011299i,0.0027499+0.00064352i,0.0017091+0.0013159i,0.00086317+0.00095401i,0.00026469+0.00046235i,0.00043347+0.00093539i
0.0018159-0.001403i,0.00026984-0.0010977i,-0.0014407-0.0009624i,-0.0028577-0.00043408i,-0.0031711+0.0007894i,-0.0018547+0.00084358i,-0.00081185-0.00024766i,-0.00084928-0.00017413i,-0.0016182+0.00015715i,-0.0022557-0.00056939i,-0.002026-0.00088186i,-0.0003784+0.00025347i,0.0019593-0.00033084i,0.0036073-0.0019669i,0.0024781-0.001898i,-0.00046241-0.00078397i,-0.0020016+0.000559i,-0.0028364+0.0015158i,-0.0030231+0.0026058i,-0.0019014+0.0022933i,-0.0010984+0.00058864i,-0.00014571-0.00036704i,-0.00013169+0.00079978i
-0.00084442-0.00020193i,-0.001386+0.0025522i,-0.0032924+0.0046062i,-0.0036985+0.0045621i,-0.0018029+0.0035918i,-0.00058307+0.0020122i,-0.00088469+0.00011016i,-0.00029102-0.00074607i,0.0017003-0.0017409i,0.0034648-0.0029572i,0.0030933-0.002907i,0.0010962-0.0023975i,0.00016886-0.0024902i,-0.00023987-0.0026167i,-0.00097016-0.001563i,-0.0016587-0.00014801i,-0.0020049-0.00056528i,-0.0024708-0.0027074i,-0.0014242-0.0041108i,0.00017146-0.0033467i,0.00038089-0.0021194i,-0.00049557-0.0018391i,-0.00076529-0.0024639i
0.0006765-0.00047985i,-0.0007137-0.00045661i,-0.0022243-0.00080549i,-0.0019358+0.00016767i,-0.00043603+0.0016117i,0.00021414+0.0018551i,0.000634+0.0019653i,0.0011876+0.0023961i,0.0027898+0.0026089i,0.0039607+0.0027718i,0.0031545+0.0014667i,0.0018396+2.0785e-05i,0.0010847-0.00051713i,-0.00035049+0.00086057i,-0.001634+0.0018168i,-0.00073433+0.0012814i,0.0023097+0.00097019i,0.0049757+0.0004049i,0.005206+0.00040999i,0.0031759+0.00056098i,0.0019858+0.00060465i,0.001733+0.00058981i,0.0012276+0.00053849i
0.00092203+0.0011368i,0.0028984+0.0017354i,0.0028948+0.0017596i,-0.00027377+0.0018352i,-0.0016934+0.0020918i,-2.7105e-05+0.0015081i,-0.00050216+0.0010242i,-0.0015114+0.00098841i,-0.0018034+0.0007626i,-0.0022243-0.00021547i,-0.0017635-0.00016608i,-0.00094559+0.00083473i,-0.0010227+8.7806e-05i,-0.00075888-0.0010606i,-0.00011833-0.00048939i,6.8611e-05+0.00040131i,-0.00024227+0.0017325i,-0.0009478+0.0025441i,-0.0018754+0.0016238i,-0.0027636+0.0013385i,-0.0025549+0.0013911i,-0.001703+0.00083134i,-0.0012349+0.00052565i
-0.0022967+0.00046841i,-0.0034534+0.0020341i,-0.0035441+0.002963i,-0.0023258+0.002015i,-0.00088722+0.0016018i,-0.0013131+0.0014017i,-0.0018537+0.00039819i,-0.00022613-0.00076106i,0.0019825-0.0025049i,0.0016787-0.0047118i,0.00013078-0.004954i,0.00062821-0.0034705i,0.0018155-0.0011587i,0.0018539+0.00022287i,0.0011172-0.00036924i,-9.3769e-05-0.0014625i,-0.0013171-0.0025757i,-0.0019187-0.0034002i,-0.0014031-0.0031674i,-0.00028386-0.0023493i,0.00048331-0.001504i,0.00078146-0.00078063i,0.00095051-0.0001001i
-0.0011732-0.0035491i,-0.0031402-0.0046821i,-0.0038265-0.0023272i,-0.0024442+0.00075864i,-0.00030122+0.0012237i,0.00038728+0.00049397i,0.00011803+0.00059482i,0.0013829+0.0010787i,0.0028209+0.00061039i,0.0036104+0.00036692i,0.002954+0.0006663i,0.0020915-2.4152e-05i,0.0008233-0.0015735i,-0.00092969-0.0025201i,-0.0013658-0.0023491i,-0.00088004-0.0018779i,0.00080507-0.0015046i,0.002174-0.00076916i,0.0017644+3.0541e-05i,0.00091131+0.0011713i,0.00091638+0.0021359i,0.00088528+0.0011169i,0.00053807-6.1294e-05i
0.0027379+0.0011131i,0.0034635+0.0021917i,0.0014571+0.0018874i,-0.0010706+0.0013991i,-0.0021498+0.00062592i,-0.0020441+0.00026138i,-0.0010327+0.00024216i,-0.0012957+4.9553e-05i,-0.0018058-0.00070368i,-0.0012686-0.0018264i,-0.00088591-0.0016714i,-0.00052852+0.00027313i,-0.00016688+0.00033333i,-0.0011748-0.0013727i,-0.0020967-0.0019771i,-0.0011125-0.00072426i,-0.00089938+0.00096484i,-0.0011876+0.0019983i,-5.1755e-05+0.0021403i,-0.00038683+0.0017788i,-0.0014918+0.00052868i,-0.00087041-0.00036596i,-0.00098207-0.00051909i
-0.0027921+0.0011596i,-0.003829+0.0014115i,-0.0043863+0.0019433i,-0.0038711+0.0031546i,-0.0010063+0.0036426i,0.0011634+0.0020983i,0.00016544+0.00063255i,-0.00039315+0.0004742i,0.00069907-0.00052002i,0.0019438-0.0021933i,0.0018748-0.0021722i,0.0014607-0.0016947i,0.0012777-0.0014847i,0.00085179-0.0009182i,0.00081044+0.00013133i,-0.00036605+0.00097896i,-0.0017638+0.00056526i,-0.00167-0.00042199i,-0.00080109-0.001785i,7.8979e-05-0.0021959i,0.00046126-0.001427i,-3.5113e-05-0.00095096i,-0.00071-0.0011677i
-0.0027197-0.0032865i,-0.0040093-0.0024256i,-0.0053456-0.00097655i,-0.0055373+0.0010546i,-0.0054718+0.0029807i,-0.004403+0.0040339i,-0.0023584+0.0027584i,-0.00019334+0.0015762i,0.0016239+0.0013534i,0.0018147+0.0013414i,0.00089746+0.002024i,0.00073148+0.0018315i,0.0015333+0.00038402i,0.0022364-0.00025044i,0.0017029-0.00055052i,0.001408-0.00086508i,0.0022035-0.0013055i,0.0025932-0.0014927i,0.0020599-0.00081747i,0.0016313-0.00062462i,0.0015808-0.00064678i,0.0013651-0.00055797i,0.00031327-0.00029111i
0.0006711+0.00053009i,0.00089641-0.00019736i,0.00016196+0.00047203i,-7.8491e-05+0.0002096i,0.00054822-0.00050248i,0.0014783-0.00036615i,0.0012068+0.00077547i,0.00025431+0.0010397i,0.00022071-0.00047072i,-0.00047941-0.0018203i,-0.0018114-0.0014046i,-0.0019354-0.00068634i,9.5141e-05-0.00077i,0.0018049-0.0015028i,0.0015059-0.0019708i,0.00050941-0.0015505i,-8.9197e-05-0.0003633i,-0.00058561+0.0015499i,-0.0010652+0.0021752i,-0.0014648+0.0011044i,-0.0012019+0.00086422i,-0.00064258+0.00085275i,-0.00049486+0.00076852i
-0.001028+0.00011292i,-0.0024421-2.8557e-05i,-0.0037558+0.0016341i,-0.0031773+0.003581i,-0.001257+0.0038642i,0.00036835+0.0021259i,0.00043211+0.00092425i,5.2775e-05+0.0015616i,0.0012766+0.00025983i,0.002586-0.0024484i,0.0019027-0.0028272i,0.0013074-0.0017743i,0.0008618-0.0010048i,-0.00091859-0.00098746i,-0.0018279-0.00044577i,-0.0017362+2.7685e-05i,-0.0020812-0.00013879i,-0.0025122-0.0005233i,-0.0024801-0.00078992i,-0.0013097-0.0011616i,-0.0001676-0.0016308i,0.00033033-0.0019387i,0.00061973-0.001364i
-0.00022287-0.00091064i,-0.00097882+0.00032799i,-0.0026066+0.00174i,-0.0036598+0.0022248i,-0.0034163+0.002621i,-0.0022881+0.001885i,-0.0013005+0.00074745i,0.00026752+0.0010374i,0.0021025+0.00090008i,0.0025331-2.4952e-05i,0.0018237+5.6027e-05i,0.00048772+0.00045774i,-0.00045279-0.00010448i,-0.00098137-0.00087964i,-0.001634-0.00103i,-0.0008909-0.00093453i,0.00085494-0.0011938i,0.0018707-0.0012198i,0.0017775-0.0015457i,0.0015768-0.0012184i,0.0014225+0.00020243i,0.00097939+0.00032818i,0.0010328+0.0001619i
