-0.0035176-9.0264e-05i,-0.0026859-0.00043074i,-0.0025633-9.7365e-05i,-0.0029035+0.0015518i,-0.0032113+0.0027545i,-0.0022779+0.0018742i,-0.0016203+0.00060144i,-0.0012448+0.0010522i,0.00011005+0.0018003i,0.0014115+0.0010189i,0.0015972+0.00021481i,0.0013097-0.00051215i,0.00096704-0.00050562i,0.00029633-0.00040883i,0.00016789-0.0003239i,-0.00025352+6.2473e-05i,-0.00012317+1.222e-05i,9.4876e-05-0.00027116i,-0.0007415-9.9531e-05i,-0.00074952-0.0003667i,5.0251e-05-0.00066645i,-0.00029228-0.00093704i,-0.0007073-0.00097908i
-0.16537-0.07092i,-0.22182-0.060053i,-0.12009+0.022983i,0.072692+0.084415i,0.15604+0.034156i,0.10566-0.030416i,0.045124-0.02176i,0.023023+0.0028866i,0.016634+0.0014373i,0.010873-0.011444i,0.0036092-0.019451i,-0.0024592-0.020639i,-0.0081457-0.018604i,-0.014252-0.014147i,-0.018209-0.010451i,-0.020859-0.0083206i,-0.01772-0.0014509i,-0.0057414+0.013758i,0.0085645+0.026568i,0.014859+0.026104i,0.013013+0.01846i,0.01032+0.013682i,0.0095925+0.010698i
0.14728-0.10446i,0.18044-0.18283i,0.081153-0.20908i,-0.068126-0.14989i,-0.11532-0.0473i,-0.080994+0.025161i,-0.047331+0.041201i,-0.025075+0.033394i,-0.010756+0.020719i,-0.0042474+0.01002i,0.0037906+0.0045811i,0.016192-0.001037i,0.022132-0.0061453i,0.01747-0.0080237i,0.012664-0.0073961i,0.012347-0.0055289i,0.01024-0.0060676i,-0.003267-0.013909i,-0.023229-0.024858i,-0.034127-0.027222i,-0.031973-0.01986i,-0.023722-0.01075i,-0.013994-0.0059939i
0.014685+0.18094i,0.061404+0.26985i,0.11416+0.25486i,0.13895+0.14584i,0.12879+0.031049i,0.10052-0.033179i,0.06967-0.045477i,0.040319-0.04108i,0.013575-0.038401i,-0.006252-0.029162i,-0.016217-0.012293i,-0.019611+0.0041422i,-0.017705+0.012177i,-0.010481+0.012447i,-0.0021079+0.01296i,0.00139+0.013905i,-0.00011894+0.012997i,0.0015213+0.010897i,0.011002+0.0095252i,0.020788+0.0084977i,0.024345+0.0047649i,0.020714-0.0025375i,0.012372-0.0065335i
-0.15582-0.085765i,-0.24356-0.11599i,-0.23704-0.12239i,-0.1675-0.099145i,-0.12605-0.04458i,-0.10776+0.0084061i,-0.074747+0.025394i,-0.040411+0.022023i,-0.016599+0.023278i,-0.0022073+0.020246i,-0.00026791+0.0084086i,-0.0037756-0.0010906i,-0.0056906-0.0064968i,-0.0077659-0.0073569i,-0.011619-0.0038553i,-0.01123-0.0012036i,-0.0058309-0.00039193i,-0.0024557+0.0047556i,-0.0019628+0.014621i,-0.0043112+0.01822i,-0.0086387+0.012664i,-0.01092+0.0066855i,-0.0098167+0.0035586i
0.14723-0.074668i,0.19569-0.10669i,0.15063-0.053985i,0.062518+0.042804i,0.034812+0.065352i,0.048808+0.016548i,0.041907-0.013194i,0.025303-0.011061i,0.017506-0.0073563i,0.015335-0.0072567i,0.015151-0.0073024i,0.014157-0.0046334i,0.012312-0.0024699i,0.0097119-0.0047499i,0.0079269-0.0094625i,0.0071234-0.010838i,0.0046951-0.0068223i,0.0018315-0.0037849i,-0.00060824-0.006415i,-0.0021643-0.0096015i,-0.0018029-0.0065853i,-0.00032069+0.0013152i,0.00020896+0.0054927i
-0.024123+0.15862i,-0.015789+0.21299i,0.015735+0.13425i,0.032688-0.015162i,0.002154-0.063117i,-0.028831-0.019315i,-0.028273+0.0059998i,-0.013573+0.0047753i,0.0035835-0.00012758i,0.0083469-0.0038502i,0.0033492+0.0014434i,0.004086+0.0084617i,0.0065607+0.0077638i,0.0064222+0.003753i,0.0034083+0.0015712i,2.2806e-05+0.0009787i,0.00090887-0.0037187i,0.0059593-0.016722i,0.0094877-0.027626i,0.0096707-0.022884i,0.011217-0.01425i,0.012495-0.013047i,0.010387-0.0092734i
-0.10781-0.10401i,-0.16964-0.12631i,-0.15904-0.030064i,-0.069058+0.10091i,0.020501+0.11393i,0.048469+0.055642i,0.036798+0.023524i,0.022763+0.0082603i,0.011342-0.0059528i,0.003263-0.013647i,-0.0040638-0.016515i,-0.012107-0.01618i,-0.015185-0.012521i,-0.013874-0.005106i,-0.010784+9.66e-05i,-0.0084838-0.00094007i,-0.010077+0.001431i,-0.011414+0.01535i,-0.008708+0.029757i,-0.0077778+0.029931i,-0.010074+0.022316i,-0.0081478+0.015571i,-0.0024517+0.0097921i
0.14789-0.024674i,0.21758-0.064399i,0.174-0.12267i,0.051584-0.15246i,-0.029695-0.12047i,-0.045445-0.069693i,-0.038343-0.034632i,-0.031326-0.0086762i,-0.027175+0.006527i,-0.021772+0.011904i,-0.0095508+0.0093588i,0.0019033+0.0014085i,0.0039185-0.0046865i,0.0011362-0.0064643i,-0.00063592-0.0034196i,0.0024475+0.0023116i,0.0048979+0.003704i,-0.0047169-0.0041939i,-0.019004-0.012928i,-0.020223-0.014223i,-0.011804-0.011206i,-0.0062936-0.0073332i,-0.0061064-0.0049044i
-0.058698+0.13393i,-0.073121+0.204i,-0.04169+0.19536i,0.0095693+0.12626i,0.038449+0.067895i,0.046092+0.045222i,0.040262+0.033322i,0.026516+0.017272i,0.016053+0.0040522i,0.0089956-0.0039399i,0.0027137-0.005317i,-0.00086829-0.00077383i,-0.00019793+0.0025474i,0.002088+0.0012182i,0.0029446+0.00024686i,0.00045463+0.0022365i,0.00012389+0.005061i,0.011746+0.007237i,0.029048+0.0061645i,0.033663+0.003394i,0.026495+0.00048832i,0.016644-0.0027644i,0.0085098-0.0028369i
-0.088681-0.10686i,-0.13106-0.14244i,-0.11998-0.10272i,-0.070815-0.033293i,-0.045916-0.0072315i,-0.050805-0.018481i,-0.042939-0.025022i,-0.018568-0.017518i,0.0013843-0.0078876i,0.010637-0.0048669i,0.0096026-0.0032685i,0.0050583+0.0015141i,0.0046038+0.0039009i,0.0053157+0.0026787i,0.0049603-0.00079598i,0.0045249-0.0052814i,0.0044113-0.0066862i,0.0022303-0.0025189i,-0.0041662+0.0034577i,-0.011165+0.005933i,-0.015471+0.0060557i,-0.013602+0.0062594i,-0.0083013+0.0048816i
0.12988-0.025877i,0.17392-0.049465i,0.11344-0.067157i,0.0064652-0.048206i,-0.024074-0.002994i,0.0081453+0.020581i,0.023271+0.019195i,0.019598+0.0094079i,0.014898-0.001938i,0.010319-0.0044529i,0.0092276-0.0017839i,0.0084495-0.0031165i,0.0036599-0.0061493i,-0.0036137-0.0061628i,-0.0065979-0.0025808i,-0.003393-0.00036327i,-0.0023674-0.0020101i,-0.007452-0.0066427i,-0.012827-0.010907i,-0.0096543-0.011535i,0.00064715-0.0096657i,0.0060783-0.0059708i,0.0038255-0.00030691i
-0.052996+0.12881i,-0.055307+0.20207i,0.017694+0.19102i,0.096443+0.095755i,0.086196+0.01561i,0.031445-0.0070774i,-0.00068732-0.0055726i,-0.011625+0.00068184i,-0.012045+0.0040906i,-0.010844+0.0020188i,-0.0095729+0.0023865i,-0.005364+0.0037393i,-0.0021539+0.0015703i,-0.00048693-0.0025369i,-0.0029335-0.0038815i,-0.009401-0.0006642i,-0.012275+0.001995i,-0.0074377-0.0021773i,0.00093598-0.008476i,0.0042487-0.0078131i,0.0016934-0.0042276i,-0.001318-0.0048681i,0.00025577-0.0072902i
-0.069452-0.11857i,-0.13024-0.17937i,-0.17156-0.13366i,-0.15066-0.021975i,-0.086094+0.036i,-0.036694+0.036423i,-0.013664+0.028851i,0.0002707+0.018113i,0.005957+0.0066884i,0.0070469-5.8619e-05i,0.0052877-0.0059211i,0.00052616-0.0078501i,-0.0023542-0.0038989i,-0.0020492+0.0005059i,0.00048133+0.0013184i,0.0023544-0.00055274i,0.0025101+0.00198i,0.0046252+0.014699i,0.0074267+0.027869i,0.005436+0.028215i,0.00083625+0.022309i,-0.0016831+0.017886i,-0.0022844+0.011927i
0.1332+0.020997i,0.21431+0.017132i,0.20375-0.024941i,0.11501-0.071014i,0.045233-0.080804i,0.025742-0.067535i,0.018215-0.047201i,0.0079625-0.020862i,0.0012533-0.0033016i,-0.0031049+0.0012449i,-0.006137+0.0026395i,-0.0064797+0.0030957i,-0.0032446+0.0028333i,0.00010232+0.0018981i,0.0022182+0.0025968i,0.0069584+0.0045678i,0.0094655+0.0018361i,0.0010728-0.008741i,-0.01047-0.020528i,-0.012327-0.024611i,-0.0055476-0.023792i,0.00010127-0.019345i,-9.5498e-06-0.01049i
-0.084734+0.096982i,-0.11738+0.15236i,-0.082393+0.15115i,-0.019295+0.10473i,0.0010625+0.068378i,-0.010352+0.057016i,-0.013495+0.04029i,-0.0079799+0.014321i,-0.0036355-0.0027757i,-0.0018767-0.010221i,-0.00083948-0.012311i,0.0015645-0.010788i,0.0018415-0.009695i,-0.0024176-0.0099434i,-0.0059073-0.0085702i,-0.0073042-0.004343i,-0.0058053-0.00043713i,0.003277+0.0024476i,0.013941+0.0047367i,0.015069+0.0071595i,0.0083371+0.010224i,0.0018923+0.010449i,-0.00074792+0.0057544i
-0.050478-0.11238i,-0.089044-0.15293i,-0.11308-0.10375i,-0.096405-0.018415i,-0.050831+0.0052762i,-0.018842-0.019662i,-0.0084882-0.029037i,-0.0059684-0.018978i,-0.00099205-0.01043i,0.0049857-0.0058133i,0.006068-0.00045053i,0.006932+0.0042667i,0.0088018+0.0032064i,0.0093105+0.0016723i,0.0082403-0.0002692i,0.0041237-0.0068331i,-0.0010369-0.011791i,-0.0060769-0.010311i,-0.009341-0.0050447i,-0.0085896-0.00028969i,-0.005787+0.00096146i,-0.0027677+0.00054829i,0.00049183+0.0012087i
0.13151+0.0076139i,0.20101-0.011763i,0.18619-0.06417i,0.10008-0.090986i,0.031062-0.049739i,0.0086712+0.001468i,0.0051325+0.021183i,0.010435+0.021171i,0.01542+0.01356i,0.012622+0.0095934i,0.0078406+0.0082681i,0.0033619+0.0054992i,-0.0021455+0.0045139i,-0.0075403+0.0051072i,-0.0082893+0.0061471i,-0.0034926+0.0075215i,-0.00094861+0.0096833i,-0.0033707+0.011364i,-0.0056809+0.009887i,-0.0042771+0.0046879i,-0.0012946-0.0019793i,-0.00023183-0.0053366i,-0.0015261-0.0037641i
-0.083829+0.11352i,-0.12111+0.19758i,-0.084182+0.22576i,-0.0054804+0.16775i,0.032899+0.080885i,0.034581+0.026682i,0.026146+0.0074347i,0.011719+0.0034989i,0.0012569+0.0027466i,-0.0032586-0.0010483i,-0.0067383-0.0046893i,-0.0085012-0.0060414i,-0.0056462-0.0065758i,-0.0009455-0.0069668i,-0.0002246-0.0051568i,-0.0022982-0.00040133i,-0.00088389+0.0018642i,0.0044451-0.0039282i,0.0085869-0.012627i,0.0084032-0.011963i,0.004869-0.0030655i,0.0018431+0.0032893i,0.00083456+0.0019933i
-0.039759-0.13026i,-0.074221-0.21593i,-0.097742-0.20897i,-0.093697-0.11804i,-0.073826-0.043638i,-0.056736-0.014593i,-0.036131-0.0059013i,-0.012555-0.0074748i,-0.0024478-0.010507i,-0.00061887-0.0098581i,0.0029669-0.0081779i,0.0057973-0.0062343i,0.0068641-0.0053854i,0.0053836-0.0052714i,0.0029909-0.0045355i,0.0023007-0.0052765i,0.0012799-0.0035985i,0.0006846+0.0052038i,-4.3139e-05+0.014289i,-0.0014774+0.014745i,-0.0020289+0.0091764i,-0.0010264+0.0053081i,-0.00015812+0.0043703i
0.12325+0.039385i,0.19328+0.058872i,0.18188+0.041198i,0.10651-0.0017439i,0.055788-0.027046i,0.043275-0.026771i,0.0262-0.018458i,0.004717-0.0087406i,-0.0025072-0.002211i,-0.00365-0.0017079i,-0.0077239-0.00048074i,-0.010779+0.0036728i,-0.0081218+0.0069209i,-0.0039669+0.007713i,-0.0011683+0.0072027i,0.0015954+0.0038091i,0.0031944-0.0026222i,-0.00057499-0.01043i,-0.0062556-0.015118i,-0.0079804-0.013645i,-0.0064308-0.01292i,-0.0047563-0.012642i,-0.0034736-0.0073806i
-0.08728+0.07942i,-0.12636+0.12425i,-0.095369+0.12736i,-0.028817+0.097079i,-0.010617+0.06427i,-0.031707+0.043433i,-0.034566+0.028088i,-0.018115+0.016571i,-0.0043864+0.0094367i,0.0022354+0.0040648i,0.004589+0.00018948i,0.0045153-0.0039196i,0.0004912-0.0070068i,-0.0038712-0.0080482i,-0.005684-0.0077199i,-0.0071902-0.0050549i,-0.0080398+0.0011076i,-0.0048706+0.007776i,0.0013494+0.009584i,0.0064055+0.0086016i,0.0082577+0.010014i,0.0065272+0.010934i,0.0023601+0.0057056i
-0.032706-0.10508i,-0.064864-0.15872i,-0.096259-0.13585i,-0.097368-0.064998i,-0.049477-0.025543i,0.00070729-0.017723i,0.015528-0.0074934i,0.012405+0.0016011i,0.011183+0.00026446i,0.011119-0.0031859i,0.0086795-0.001268i,0.0077512+0.0021293i,0.009319+0.0029479i,0.0097794+0.0039345i,0.0084657+0.0043282i,0.0051878+0.0021228i,0.001839-0.002455i,0.0015941-0.0072413i,0.0020924-0.008806i,0.0010756-0.0079443i,-0.00041612-0.0071222i,-0.00021236-0.0055466i,0.0019512-0.0016936i
0.11352+0.020987i,0.19247+0.029743i,0.20755+0.0064125i,0.14859-0.022993i,0.071364-0.017138i,0.022098-0.0054333i,0.0066453-0.0061066i,0.0095034-0.0046155i,0.011141-0.0021419i,0.0066798-0.001664i,0.0036519-0.0012931i,0.0027949+5.1714e-05i,0.00057421-0.00066629i,-0.004859-0.0038998i,-0.008258-0.0033099i,-0.0052244+0.0019802i,-0.0013138+0.0066812i,-0.0005724+0.008446i,-0.0031981+0.0068554i,-0.0054618+0.0042603i,-0.0057312+0.0027161i,-0.0060697+0.00085697i,-0.005376-0.0013917i
-0.083139+0.089342i,-0.14886+0.14896i,-0.15573+0.16066i,-0.097998+0.11477i,-0.037437+0.058206i,-0.0013325+0.027373i,0.0085254+0.011758i,1.0463e-06+0.00077139i,-0.0063004-0.0016795i,-0.0067636-0.0019702i,-0.0079023-0.0049326i,-0.0099826-0.0066591i,-0.0091114-0.005616i,-0.0057293-0.0042318i,-0.0033975-0.0039855i,-0.0012064-0.0047013i,0.0020923-0.0064844i,0.0051755-0.0093584i,0.0057539-0.011026i,0.0057443-0.0087626i,0.0077316-0.0041377i,0.0087674-0.00078413i,0.0047379+0.00031972i
-0.027531-0.11495i,-0.029662-0.19212i,-0.020416-0.18859i,-0.016601-0.10951i,-0.026527-0.048007i,-0.036961-0.028021i,-0.033219-0.01715i,-0.020388-0.0085732i,-0.012226-0.0051826i,-0.0089272-0.0037731i,-0.0044414-0.0023111i,0.0016864-0.0013528i,0.0048423-0.0020718i,0.0047247-0.0031948i,0.0044758-0.0035844i,0.0033202-0.0037693i,-0.0012781-0.0017536i,-0.0069037+0.00445i,-0.0088165+0.010869i,-0.0068009+0.012454i,-0.0060155+0.0095602i,-0.0063942+0.0063222i,-0.0030293+0.0040993i
0.094332+0.036459i,0.14528+0.068903i,0.1246+0.067418i,0.065265+0.029875i,0.038466+0.0076644i,0.035888+0.013053i,0.023453+0.017412i,0.0072498+0.012865i,0.0043511+0.0060439i,0.0061924-0.00060086i,0.0030782-0.0016025i,0.00034565+0.002911i,0.001358+0.0076938i,0.0030036+0.0072294i,0.001226+0.0041949i,-0.0014611+0.0022303i,0.0002602+0.00032665i,0.005128-0.0038187i,0.0075152-0.0085032i,0.0063287-0.0087746i,0.0040127-0.00701i,0.001066-0.0050879i,-0.0015054-0.0016277i
-0.068056+0.060803i,-0.10949+0.093815i,-0.091229+0.095797i,-0.036301+0.076809i,-0.015891+0.04682i,-0.02202+0.017504i,-0.01329+0.0067328i,0.0040427+0.0057822i,0.01174+0.0036256i,0.012082+0.0016451i,0.011178+0.00093257i,0.0090861-0.00045144i,0.004813-0.0045134i,0.0010925-0.0074158i,-0.00034776-0.0074576i,-0.0025835-0.0048589i,-0.0055999+0.00087022i,-0.0070508+0.0065984i,-0.0056379+0.0072165i,-0.0020996+0.0032243i,0.0022571+0.00018798i,0.0046039-0.00094934i,0.0040717-0.0023753i
-0.024235-0.089991i,-0.041324-0.14665i,-0.058932-0.14494i,-0.062539-0.09383i,-0.031182-0.044842i,0.0025661-0.015334i,0.0086013-0.0030798i,0.0063174-0.0027302i,0.0043073-0.0048074i,-0.00032949-0.0043529i,-0.0033568-0.0030766i,-0.0020251-0.0027138i,-0.00083549-0.0027199i,-0.0013633-0.00089326i,-0.00057749+0.0022508i,0.0028467+0.002265i,0.0063315-0.0014917i,0.0068084-0.0062045i,0.003733-0.0063641i,0.00014477-0.0031105i,-0.0016823-0.00084977i,-0.0024973-0.00022771i,-0.0017153-0.00033258i
0.091331+0.028276i,0.15498+0.055476i,0.16625+0.062857i,0.11761+0.042202i,0.051869+0.019635i,0.010862-0.0011327i,-0.00093179-0.012796i,-0.0014944-0.010334i,0.00012933-0.007196i,0.00049196-0.007761i,-0.00043136-0.0068946i,-0.0013799-0.0027201i,-0.0033359-0.00014619i,-0.005968-0.00027173i,-0.0058356+0.0016612i,-0.0031896+0.0038696i,-0.0021302+0.0039729i,-0.0028513+0.003827i,-0.0044155+0.0037161i,-0.0054294+0.0039993i,-0.0050341+0.0047537i,-0.0051306+0.0042809i,-0.0045771+0.0020732i
-0.071953+0.061721i,-0.13419+0.088307i,-0.149+0.074815i,-0.10034+0.038552i,-0.043613+0.018555i,-0.01216+0.019643i,-0.0048553+0.017644i,-0.0091729+0.009872i,-0.0078496+0.0083381i,-0.0019925+0.0088373i,-0.0011381+0.0057385i,-0.0041235+0.0024766i,-0.004361+0.0021293i,-0.0018274+0.0022839i,-0.0018335+4.0912e-05i,-0.00388-0.0031812i,-0.0024897-0.003528i,0.0029063-0.0010709i,0.0075438-0.00036026i,0.0084284-0.0021848i,0.0088769-0.0041182i,0.0085665-0.003586i,0.0052934-0.0013724i
-0.010536-0.082552i,0.004523-0.13536i,0.027397-0.12096i,0.025655-0.056927i,0.0054802-0.022936i,-0.0074712-0.02041i,-0.0070589-0.011838i,-0.0035142+0.00028607i,-0.0036739+0.0031311i,-0.0043175+0.00040156i,-0.0013953-0.0011313i,0.0037931-0.001374i,0.0072908-0.0032299i,0.0071001-0.0050987i,0.005256-0.005594i,0.0031844-0.0044019i,-0.00094802-0.0020548i,-0.0064485+0.00060219i,-0.0088491+0.0029148i,-0.0059867+0.003638i,-0.0028881+0.0042654i,-0.002345+0.0047156i,-0.00081187+0.0020913i
0.065236+0.030099i,0.09551+0.060269i,0.072754+0.059311i,0.032457+0.026701i,0.021327+0.011468i,0.020997+0.017044i,0.014706+0.0145i,0.010028+0.0033849i,0.0091398-0.0053974i,0.007329-0.0099713i,0.0043359-0.0089287i,0.0022436-0.0045524i,0.00078568-0.0027963i,-0.00063669-0.0026133i,-0.0016661-0.00067794i,-0.0011977+0.0020803i,0.0023316+0.00090486i,0.0072456-0.0033782i,0.0073786-0.0074372i,0.0029913-0.0087325i,0.00075061-0.0064527i,0.00032343-0.0033899i,-0.0015036-0.0010264i
-0.049477+0.048319i,-0.081431+0.067175i,-0.072193+0.063148i,-0.035875+0.049044i,-0.018255+0.025158i,-0.013774-0.0010805i,-0.004641-0.0079991i,0.0058615-0.0046251i,0.010489-0.0015913i,0.0095298+0.00086423i,0.0065211+0.002362i,0.00259+0.0020591i,-0.00010687-0.0013041i,-0.001673-0.0023523i,-0.0034741-0.00048198i,-0.0042908+0.0016137i,-0.0048727+0.0034079i,-0.0068651+0.0043872i,-0.0067394+0.0048607i,-0.0053225+0.0040375i,-0.0056097+0.0016813i,-0.0045913-0.00088105i,-0.0019229-0.00096191i
-0.013893-0.064169i,-0.015302-0.10539i,-0.013532-0.10858i,-0.012699-0.0755i,-0.0028919-0.034862i,0.0033209-0.0057916i,-0.0035164+0.0021345i,-0.0079903+0.0011463i,-0.0079314+0.0015475i,-0.0081275+0.0018136i,-0.0089496-8.549e-05i,-0.0069503-0.0022035i,-0.0037121-0.00052946i,-0.002579+0.0029153i,-0.00047169+0.0021878i,0.0027997-0.0019763i,0.0046159-0.0038764i,0.0052279-0.0032597i,0.0044726-0.001603i,0.0049528+0.00079462i,0.006549+0.0026912i,0.0060205+0.0038296i,0.0033602+0.0031704i
0.057905+0.019543i,0.091164+0.051365i,0.08598+0.071688i,0.051459+0.058269i,0.018471+0.028965i,0.0045743+0.0043201i,0.0021687-0.0046321i,-0.00039566-0.0019085i,9.2174e-05-0.0032202i,0.0031058-0.0072343i,0.0041767-0.0067152i,0.0045395-0.0024i,0.0053875-0.00076908i,0.0056566-0.002809i,0.0043035-0.0022847i,0.0025398+0.00084253i,0.00023848+0.0019717i,-0.0017055-3.2413e-05i,-0.0022406-0.001722i,-0.0017193-0.00080865i,-0.0021845+0.00086671i,-0.002859+0.00089154i,-0.0017522-0.0001989i
-0.048349+0.036485i,-0.090028+0.041569i,-0.096346+0.020159i,-0.060554-0.00061283i,-0.025492-0.00067132i,-0.0089664+0.010439i,-0.0036068+0.013569i,-0.00178+0.0084389i,0.0026497+0.0054589i,0.0054448+0.0040482i,0.0027477+0.001731i,-0.0014017+3.3765e-05i,-0.0029795-0.0015642i,-0.0031961-0.003276i,-0.0044625-0.0029147i,-0.0044167-0.00084639i,-0.0014571+0.0010297i,0.0033664+0.0014131i,0.006215+0.00094664i,0.0041741-0.00057107i,0.00088322-0.0031127i,-0.00059456-0.0041275i,-0.0015206-0.002518i
-0.0054112-0.05253i,0.0092781-0.080289i,0.025311-0.062433i,0.019224-0.020105i,0.0045041-0.0059297i,0.00085673-0.011108i,0.0034786-0.0082657i,0.0029335-0.0012686i,-0.00060225+4.7907e-05i,-0.0040437-0.0013151i,-0.0034557-0.0010618i,-5.4098e-05-0.0013477i,0.00096476-0.0023707i,-0.00070894-0.0024592i,-0.0021292-0.0021211i,-0.0033589-0.0022077i,-0.0051677-0.0027076i,-0.0071959-0.0017114i,-0.0088569-0.00023478i,-0.0072181+0.0014123i,-0.0035301+0.0023648i,-0.0012013+0.0012599i,-0.00030566+0.00038172i
0.042507+0.015955i,0.058095+0.037608i,0.04004+0.037339i,0.015744+0.014717i,0.0076237+0.0067533i,0.0025798+0.011509i,-0.001573+0.007785i,-0.0009358-0.0014886i,0.00088598-0.006788i,0.0011773-0.006704i,0.00066264-0.0044121i,0.00065341-0.0013408i,-0.0011423+0.00097718i,-0.002427+0.0024629i,-0.001275+0.0029691i,0.0010613+0.00094344i,0.0026802-0.00026906i,0.0027118-0.00020673i,0.0027587-0.0014606i,0.0014699-0.0013918i,0.00079991+0.0010349i,0.0021345+0.0026593i,0.0017449+0.0024045i
-0.033911+0.030603i,-0.056062+0.040493i,-0.053236+0.035824i,-0.030317+0.026516i,-0.014029+0.012638i,-0.0055995-0.0020899i,-0.00042315-0.0041112i,0.0031264+0.00073499i,0.0070128+0.0035984i,0.0088975+0.0045045i,0.0054967+0.0039088i,0.00083626+0.003491i,0.00082321+0.0023817i,0.0033953+0.00030142i,0.0023923-0.00021391i,-0.0014703+0.00075991i,-0.0035388+0.0023251i,-0.0028433+0.0021929i,-0.00095951+0.0018753i,0.00044651+0.001397i,-0.00090112-0.00087973i,-0.0028397-0.002648i,-0.0021665-0.002819i
-0.0091155-0.040201i,-0.0037272-0.066698i,0.0052219-0.06559i,0.006091-0.041362i,0.0040992-0.015372i,-0.00049542+0.00095862i,-0.0060259+0.0038654i,-0.0060664+0.0022033i,-0.0041163+0.0016642i,-0.0044879-0.00047446i,-0.0047518-0.0033692i,-0.0026221-0.0051424i,-0.00033885-0.0063953i,-0.00024744-0.0066818i,-0.001241-0.004357i,-0.0011639-0.0023561i,0.00089651-0.0014699i,0.0031484-0.00022055i,0.0032673+0.0004213i,0.0033717-0.00083365i,0.0052527-0.00095982i,0.0054191-0.00046038i,0.0027424-0.00025173i
0.037898+0.012125i,0.052847+0.03214i,0.041677+0.045607i,0.017477+0.035946i,0.0025859+0.014465i,0.0022188+6.5596e-05i,0.0044749-0.0017042i,0.0028143-0.00026661i,0.0024801-0.0046741i,0.0032065-0.010435i,0.0020913-0.0089366i,0.0014762-0.0023526i,0.0026198+0.00018537i,0.0021956-0.0024708i,0.00018673-0.0044504i,-0.0005159-0.003342i,-0.00072633-0.0023332i,-0.0029303-0.0028191i,-0.0043973-0.0031787i,-0.0042115-0.0017478i,-0.0041211+0.00029218i,-0.0030263+0.0014572i,-0.0011277+0.0015513i
-0.0318+0.01894i,-0.054925+0.019828i,-0.056937+0.0050275i,-0.032256-0.0034072i,-0.011312+0.0020249i,-0.004574+0.0076975i,-0.0027982+0.0057882i,-0.00059814+0.0014115i,0.00086407+0.00038665i,0.00092449+0.0018475i,0.00042366+0.0024338i,-0.00071139+0.001343i,-0.0030987+0.00023394i,-0.0035082+0.00098063i,-0.00065552+0.0020871i,0.0022811+0.001897i,0.0025073+0.00056479i,0.0020489+6.9813e-05i,0.0033164-0.00012383i,0.0032477-0.00030921i,0.0010437+0.00071768i,-0.0006799+0.00072i,-0.00072857+0.00034023i
-0.0053934-0.027361i,0.0033338-0.040371i,0.010692-0.027163i,0.0040005-0.0042235i,-0.0024839-0.000159i,-6.5133e-05-0.0029861i,0.0031633-0.00049207i,0.0036209+0.0017213i,0.001592+0.0027443i,-0.0007155+0.0034008i,-0.0003384+0.0033374i,0.0024606+0.0025147i,0.0058357+0.0020643i,0.0060211+0.0025912i,0.0029592+0.0026487i,-0.001178+0.0017222i,-0.0043502+0.0014036i,-0.0043675+0.0013901i,-0.0032488+0.0016118i,-0.0023256+0.001372i,-0.00015217-0.00098604i,0.0013179-0.0037544i,0.00087072-0.0037229i
0.024068+0.0087153i,0.031896+0.019083i,0.021564+0.019614i,0.010791+0.0080801i,0.0073414+0.0039682i,0.0017399+0.0055811i,-0.0023245+0.0031769i,-0.0013841-7.8727e-05i,0.0014587-0.0027315i,0.0032957-0.004953i,0.0023247-0.0045055i,0.0011532-0.0019976i,0.0007377-0.00072967i,0.00034809-0.0027688i,-0.00032025-0.0050619i,-0.0013301-0.0044878i,-0.00094436-0.0016755i,0.00062662-0.00012163i,0.001434-0.00095981i,0.0014596-0.00098566i,0.0013308+0.00025483i,0.00083052+0.0013339i,-6.6386e-05+0.0015797i
-0.015148+0.016173i,-0.029986+0.021197i,-0.031353+0.016592i,-0.021382+0.011835i,-0.013191+0.0061931i,-0.0046537+0.00060826i,0.00070902+0.0012488i,0.0017609+0.0027807i,0.003292+0.0025681i,0.0044707+0.0011247i,0.0028047-0.0012356i,-0.00088829-0.0019539i,-0.0028369-0.0026932i,-0.0018658-0.0038956i,-0.00080001-0.002766i,-0.00049539-0.00095515i,0.00018834-0.00022232i,0.00098585-0.0010707i,0.001077-0.0022034i,0.00039353-0.0028762i,-0.0013974-0.0028448i,-0.0028618-0.0014356i,-0.0021992-0.00018039i
-0.0090075-0.018471i,-0.0042747-0.031971i,0.0051118-0.028522i,0.0091457-0.015518i,0.0066994-0.004473i,0.0010885+0.0001895i,-0.0031937-0.00033164i,-0.0040339-0.00090436i,-0.0052233-0.00038106i,-0.0071527-0.00057385i,-0.0056725-0.0010207i,-0.0024279-0.0025946i,-0.0029822-0.0050433i,-0.00721-0.0037569i,-0.008167+0.0006498i,-0.0035958+0.0038199i,0.0014781+0.0032934i,0.0036174+0.0015319i,0.0026198+0.00096038i,0.0015703+0.00062906i,0.0016559+0.00017083i,0.0013165+0.00035625i,0.00048452+0.00072852i
