-0.0030314-0.0001683i,-0.0026437+0.00055039i,-0.0035962+0.0017806i,-0.0033551+0.0011584i,-0.0022883+0.0011917i,-0.00184+0.0021234i,-0.00045848+0.0021845i,0.0017078+0.0011536i,0.0017388+0.00041741i,0.0010575-7.7152e-05i,0.00067676-0.00079037i,0.00018676-0.00078668i,0.0005443-0.00028735i,0.0016939-0.00035242i,0.0025134-1.0426e-05i,0.00082919+0.00011627i,-0.00074775-0.00019783i,-0.00097801-0.00030047i,-0.0010979-0.00026965i,-0.0010559-0.00027343i,-0.00057954-0.00049621i,0.00011013-0.00043432i,0.00042913+4.573e-05i
0.19681-0.25784i,0.381-0.31631i,0.47108-0.19464i,0.37905-0.07393i,0.20202-0.082364i,0.10581-0.093804i,0.11291-0.096548i,0.098065-0.13872i,0.030284-0.13326i,-0.0041202-0.060852i,-0.0052206-0.0049677i,-0.0081323+0.021556i,-0.0036545+0.028327i,-0.0062454+0.020031i,-0.018216+0.018796i,-0.018382+0.020778i,-0.012681+0.010467i,-0.016092-0.0045356i,-0.01878-0.01032i,-0.017258-0.01036i,-0.020618-0.0076661i,-0.0245+0.003507i,-0.020444+0.011245i
0.08303+0.13579i,-0.033376+0.19262i,-0.27174+0.17166i,-0.37786+0.15342i,-0.26756+0.16323i,-0.1512+0.12775i,-0.11965+0.094888i,-0.080969+0.10197i,-0.032143+0.087841i,-0.022013+0.043356i,-0.039094+0.0050579i,-0.053865-0.0099083i,-0.046578-0.0073685i,-0.019755-0.0084761i,0.0054524-0.018409i,0.016637-0.022588i,0.016042-0.017767i,0.010916-0.010313i,0.0049453-0.005615i,0.0016053-0.004794i,0.0038621-0.0081677i,0.0058275-0.01504i,0.0067695-0.014444i
0.0075613+0.11693i,0.13113+0.09951i,0.29907-0.054861i,0.30739-0.23291i,0.16217-0.27975i,0.088594-0.19904i,0.1083-0.12688i,0.097676-0.10534i,0.054879-0.080706i,0.033007-0.050722i,0.030475-0.042674i,0.018281-0.04496i,-0.0028775-0.027271i,-0.013462+0.0020354i,-0.016174+0.020476i,-0.016703+0.02774i,-0.0087558+0.028854i,0.0022948+0.021217i,0.0047017+0.010086i,-0.0012317+0.0053349i,-0.003875+0.0040855i,-0.0020519+0.0016829i,-0.0032895-0.00057396i
-0.25544-0.039322i,-0.42933+0.033107i,-0.4679+0.19755i,-0.33821+0.32714i,-0.18828+0.33334i,-0.11346+0.26107i,-0.080457+0.18137i,-0.054046+0.13225i,-0.01597+0.091902i,0.010909+0.044862i,0.018244+0.022745i,0.029877+0.009571i,0.026842-0.020809i,0.0042076-0.033616i,-0.0050561-0.020111i,-0.0034001-0.0091813i,-0.011893-0.004089i,-0.020815+0.0065414i,-0.015044+0.017807i,-0.0030527+0.020884i,0.0048374+0.019739i,0.010338+0.016458i,0.014544+0.0063586i
0.18002-0.21509i,0.27672-0.35525i,0.26085-0.3811i,0.18629-0.30942i,0.15288-0.26228i,0.11848-0.22836i,0.071097-0.15578i,0.049279-0.093942i,0.014073-0.058874i,-0.023227-0.019437i,-0.026747+0.011706i,-0.0081476+0.03225i,0.022105+0.040896i,0.035562+0.020089i,0.017595-0.0077184i,-0.0011163-0.015497i,0.001043-0.02054i,0.0056989-0.032195i,0.0010564-0.032127i,-0.0035545-0.01964i,-0.010545-0.0098705i,-0.020794-0.00099621i,-0.02134+0.013036i
0.094186+0.16637i,0.11687+0.23887i,0.055071+0.19444i,-0.042694+0.13147i,-0.090161+0.13091i,-0.08712+0.10354i,-0.080119+0.042822i,-0.064811+0.011377i,-0.031255-0.0058835i,-0.011348-0.025415i,-0.017142-0.028532i,-0.033545-0.018746i,-0.042465+0.00027582i,-0.023431+0.020769i,0.011632+0.025557i,0.031023+0.02007i,0.030867+0.020748i,0.027908+0.024715i,0.026773+0.013854i,0.020416-0.004211i,0.012769-0.014724i,0.0077952-0.023346i,-0.0021022-0.029815i
-0.10798+0.1004i,-0.083919+0.17298i,0.09761+0.17092i,0.28556+0.05583i,0.32008-0.062681i,0.26386-0.076007i,0.19793-0.040742i,0.12034-0.0164i,0.057014+0.0043591i,0.025828+0.016356i,0.018502+0.013604i,0.024559-0.0030381i,0.020345-0.020093i,0.00061448-0.021923i,-0.019609-0.015625i,-0.035862-0.010462i,-0.047976-0.0053036i,-0.047321-0.0020025i,-0.035008+0.0017883i,-0.019911+0.0071203i,-0.002783+0.010574i,0.013692+0.011608i,0.022588+0.0066684i
-0.14805-0.17572i,-0.33861-0.24603i,-0.51712-0.16991i,-0.55329+0.0018287i,-0.45473+0.098636i,-0.3387+0.084957i,-0.24715+0.051375i,-0.16756+0.028297i,-0.095414+0.011628i,-0.036779+0.0049426i,-0.0067095+0.0077282i,0.0069032+0.022266i,0.021981+0.024791i,0.026973+0.01108i,0.024241+0.0031971i,0.03042-0.0062597i,0.037146-0.020508i,0.035111-0.020882i,0.027359-0.0093897i,0.016649-0.0018844i,0.0042299+0.005551i,-0.0036494+0.017779i,0.00066825+0.028203i
0.27187-0.10341i,0.49521-0.2295i,0.57658-0.35498i,0.45884-0.37096i,0.31564-0.25883i,0.23843-0.15728i,0.17595-0.12882i,0.11815-0.10232i,0.061721-0.053145i,0.015685-0.0079827i,-0.011139+0.01559i,-0.032436+0.029011i,-0.038178+0.044342i,-0.021568+0.041369i,-0.0082261+0.019279i,-0.0064428+0.010104i,-0.0008134+0.015842i,0.0027414+0.015784i,-0.0032809+0.00895i,-0.0078542+0.001682i,-0.0098009-0.0093074i,-0.019506-0.021145i,-0.036707-0.020221i
-0.013865+0.2749i,-0.053952+0.51507i,-0.089543+0.62842i,-0.11583+0.51215i,-0.14613+0.29938i,-0.12011+0.1763i,-0.032508+0.12852i,0.033537+0.069265i,0.04886+0.0059004i,0.028806-0.036602i,-0.0028688-0.057853i,-0.025358-0.074342i,-0.042111-0.080593i,-0.045507-0.055314i,-0.027442-0.017045i,-0.0092337+0.0049263i,-0.0069874+0.0087882i,-0.0082746+0.0068127i,-0.0012508+0.0027628i,0.0060538-0.0016489i,0.012161-0.0033521i,0.024856-0.0073808i,0.037365-0.021175i
-0.21781-0.064404i,-0.37085-0.15079i,-0.37771-0.19924i,-0.20534-0.14666i,-0.021304-0.045918i,0.047081+0.01208i,0.023521+0.026816i,-0.014345+0.054855i,-0.0159+0.079891i,0.0051826+0.060903i,0.025834+0.028333i,0.053404+0.012305i,0.072001+0.0019836i,0.058762-0.0070522i,0.030219-0.013284i,0.0078167-0.020144i,-0.0050265-0.026707i,-0.013796-0.025737i,-0.022576-0.01508i,-0.024886-0.0028366i,-0.021285+0.0069125i,-0.014798+0.019231i,-0.002368+0.032977i
0.067649-0.19239i,0.1418-0.31339i,0.16295-0.30233i,0.092557-0.18141i,-0.0020232-0.10137i,-0.057747-0.085512i,-0.059273-0.072098i,-0.034496-0.073925i,-0.032169-0.080334i,-0.035206-0.044762i,-0.022429+0.0044613i,-0.015999+0.037729i,-0.01529+0.051564i,-0.01363+0.041839i,-0.0099318+0.030788i,0.0051468+0.032142i,0.025991+0.033567i,0.035712+0.028039i,0.032206+0.018276i,0.020519+0.0090608i,0.004513+0.0026463i,-0.013031-0.0018478i,-0.027438-0.0054838i
0.2009+0.10336i,0.3462+0.19141i,0.36838+0.20116i,0.27209+0.13329i,0.20078+0.080856i,0.1626+0.031848i,0.094092-0.0074837i,0.034544+0.014723i,0.018349+0.036658i,0.0011389+0.017516i,-0.028912+0.00082642i,-0.047611-0.0015643i,-0.047115-0.0014646i,-0.026743-0.0020725i,-0.0091646-0.0082552i,-0.016072-0.011208i,-0.032557-0.0028604i,-0.034376+0.0050734i,-0.023167+0.00944i,-0.010205+0.011487i,0.0038164+0.0069705i,0.013265-0.0075818i,0.013712-0.022501i
-0.16274+0.15729i,-0.31698+0.26733i,-0.35824+0.27162i,-0.25216+0.13643i,-0.16065-0.012804i,-0.11951-0.032925i,-0.056236+0.010484i,-0.0058614-0.00035181i,0.0071498-0.017848i,0.022646-0.014374i,0.038533-0.02564i,0.040708-0.046095i,0.036319-0.053988i,0.023815-0.040957i,0.010995-0.017622i,0.012007-0.0067292i,0.020549-0.011951i,0.027628-0.017521i,0.031231-0.017045i,0.028765-0.015203i,0.020766-0.008971i,0.0163+0.0053152i,0.019954+0.019593i
-0.090729-0.19385i,-0.13116-0.38321i,-0.11916-0.44655i,-0.081364-0.29178i,-0.051213-0.086698i,-0.032036-0.011235i,-0.042296-0.026601i,-0.06881-0.016568i,-0.066326+0.017159i,-0.035223+0.033295i,-0.0058997+0.04002i,0.013741+0.052878i,0.02389+0.061956i,0.022355+0.050734i,0.015824+0.024068i,0.0073652+0.0034246i,-0.0016708-0.0016212i,-0.012626-0.0011428i,-0.022915-0.0047681i,-0.020271-0.0085183i,-0.011459-0.0086203i,-0.013465-0.0043861i,-0.022902+0.0040632i
0.18234-0.03896i,0.33951-0.0017455i,0.37725+0.070939i,0.25496+0.073947i,0.12362-0.010801i,0.075833-0.067237i,0.090506-0.062816i,0.11212-0.074311i,0.081522-0.097444i,0.018551-0.073769i,-0.020434-0.030486i,-0.040472-0.011919i,-0.053438-0.012444i,-0.049023-0.015981i,-0.033256-0.011803i,-0.017729-0.00082362i,-0.0074641+0.0072896i,-0.0016419+0.0092977i,0.0046327+0.0077215i,0.004305+0.002429i,-0.0033447-0.0066313i,-0.0061306-0.01576i,-0.0019647-0.024536i
0.01119+0.16318i,-0.05133+0.26661i,-0.16556+0.24412i,-0.2212+0.16585i,-0.14528+0.16618i,-0.030815+0.15314i,-0.0023383+0.083642i,-0.025881+0.067107i,-0.010455+0.076597i,0.011888+0.033309i,0.0010269-0.013669i,-0.0085171-0.027291i,-0.0011248-0.023829i,0.010218-0.0088922i,0.016332+0.00076154i,0.010743-0.0056496i,-0.0020314-0.012517i,-0.013017-0.0083997i,-0.021783+0.0035794i,-0.026384+0.013359i,-0.018117+0.014162i,-0.0011245+0.010665i,0.012551+0.0097488i
-0.15136-0.01646i,-0.2215-0.055089i,-0.11133-0.084i,0.10043-0.098358i,0.16305-0.11421i,0.095771-0.062728i,0.077876+0.014118i,0.090796+0.0043898i,0.051358-0.023431i,0.014495+0.0008282i,0.022386+0.021371i,0.036392+0.01242i,0.033012+0.0006552i,0.013115-0.0054853i,-0.0069798-0.0018709i,-0.0064304+0.010443i,0.0098198+0.019239i,0.023358+0.019802i,0.028896+0.01526i,0.025968+0.011607i,0.016047+0.01114i,0.0027299+0.012538i,-0.010377+0.012287i
0.041725-0.14776i,0.06836-0.23165i,0.016953-0.17454i,-0.09581-0.00023155i,-0.14104+0.10291i,-0.12347+0.063586i,-0.13269+0.013342i,-0.12997+0.03319i,-0.077833+0.041112i,-0.039834+0.01036i,-0.035683+0.0014425i,-0.033026+0.022509i,-0.02301+0.0364i,-0.0070269+0.030939i,0.0075574+0.014916i,0.0052215+0.00060654i,-0.0087535-0.0065576i,-0.016714-0.010532i,-0.013447-0.012402i,-0.0023586-0.0076556i,0.0051174-0.00059097i,0.0037905-0.0015038i,0.002999-0.0080402i
0.13345+0.06916i,0.23032+0.12624i,0.26872+0.090986i,0.24282-0.051075i,0.20305-0.14145i,0.17077-0.11318i,0.1517-0.062838i,0.13096-0.049729i,0.089764-0.04066i,0.050665-0.016799i,0.029337-0.0057179i,0.012873-0.015545i,0.0013679-0.02844i,-0.003654-0.031303i,-0.0065977-0.021578i,-0.0027851-0.01009i,0.0070615-0.0069054i,0.014756-0.0080866i,0.019741-0.008065i,0.020141-0.010791i,0.014949-0.01496i,0.011355-0.011965i,0.010868-0.0034979i
-0.089478+0.096438i,-0.18219+0.14169i,-0.23902+0.12163i,-0.24128+0.092341i,-0.22952+0.11372i,-0.19916+0.12505i,-0.1586+0.090294i,-0.13563+0.061993i,-0.10036+0.053526i,-0.049219+0.026106i,-0.023207-0.0028965i,-0.013022-0.0026391i,0.0012266+0.013928i,0.010732+0.025946i,0.011761+0.02274i,0.0068697+0.0099407i,-0.0022769+0.0019455i,-0.012977-0.00061822i,-0.024269-0.003656i,-0.029452-0.0068421i,-0.021906-0.0048655i,-0.010715+0.0017278i,-0.0058237+0.006642i
-0.060116-0.091761i,-0.061631-0.15815i,0.021811-0.14i,0.13122-0.078744i,0.14937-0.089539i,0.085155-0.10423i,0.056727-0.066389i,0.074633-0.053576i,0.054002-0.059075i,0.013044-0.027931i,0.0066015+0.0043603i,0.01045+0.0054239i,0.00069878-0.0054052i,-0.011789-0.015899i,-0.018128-0.019552i,-0.01527-0.012392i,-0.0075166-0.0021749i,-1.907e-05+0.0060585i,0.0060203+0.011957i,0.0051354+0.0112i,-0.0023602+0.0044275i,-0.0075549-0.0025547i,-0.0068906-0.0082334i
0.09382-0.040963i,0.11721-0.063442i,-0.0044386-0.053453i,-0.19597-0.0067072i,-0.23355+0.032202i,-0.13243-0.00087729i,-0.089244-0.054985i,-0.10196-0.035484i,-0.066205+0.00088601i,-0.02097-0.012735i,-0.016926-0.026011i,-0.024501-0.010855i,-0.018894+0.0082369i,-0.0033187+0.02031i,0.0102+0.021325i,0.012137+0.011111i,0.0064896-0.0016543i,-7.752e-05-0.0079204i,-0.0055166-0.0031922i,-0.0078067+0.0069428i,-0.0065089+0.011235i,-0.0012891+0.0089128i,0.0062633+0.0084755i
0.034266+0.097272i,0.090077+0.15828i,0.20516+0.12334i,0.32745+0.012339i,0.3365-0.033368i,0.26379+0.0058911i,0.21952+0.028152i,0.18298+0.0010296i,0.109-0.011984i,0.043013+0.015572i,0.019708+0.033274i,0.013234+0.018016i,0.0032327-0.0037973i,-0.007819-0.015081i,-0.014326-0.013632i,-0.010774-0.0011515i,0.0013986+0.010434i,0.012609+0.014843i,0.019396+0.014444i,0.020636+0.011243i,0.015304+0.006216i,0.0060417+0.0011995i,-0.0053345-0.00091634i
-0.10512+0.010328i,-0.20932+0.030906i,-0.2802+0.089653i,-0.28764+0.15086i,-0.26028+0.12702i,-0.23243+0.055203i,-0.20552+0.030408i,-0.15462+0.036828i,-0.085858+0.018124i,-0.041229-0.022085i,-0.030994-0.040975i,-0.02581-0.029057i,-0.016216-0.0085872i,-0.006561+0.0045589i,0.0024812+0.0055117i,0.0034388-0.00067839i,-0.0027294-0.0055247i,-0.0087492-0.0098267i,-0.011641-0.016104i,-0.0096786-0.017932i,-0.0038818-0.011655i,0.00042542-0.0054869i,0.0041749-0.0048689i
0.02265-0.098959i,0.061754-0.19327i,0.10349-0.23984i,0.14711-0.21094i,0.19318-0.16086i,0.19862-0.12613i,0.16804-0.095905i,0.1368-0.060384i,0.099448-0.025759i,0.062452+0.0056366i,0.046924+0.021094i,0.041684+0.011202i,0.029233-0.0099251i,0.012899-0.022983i,0.0023808-0.021344i,0.00065365-0.012295i,0.0034375-0.0043487i,0.0060009+0.0017844i,0.0077509+0.0043618i,0.0092262+0.0011213i,0.0091027-0.0029849i,0.0069404-0.0025439i,0.0041646+0.00082977i
0.072784+0.030061i,0.11995+0.063613i,0.085557+0.060479i,-0.032517+0.025701i,-0.11497+0.030761i,-0.093623+0.064166i,-0.059068+0.058487i,-0.072568+0.03439i,-0.072383+0.024655i,-0.043941+0.0082926i,-0.030038-0.006053i,-0.024457+0.0026338i,-0.0081932+0.017217i,0.0061551+0.024869i,0.010019+0.023856i,0.0072173+0.012841i,0.0025463+0.0013712i,-0.0022336-0.0055795i,-0.0089364-0.0082265i,-0.014755-0.0058277i,-0.014225-0.0016096i,-0.010934+0.0016894i,-0.0094714+0.0029681i
-0.035128+0.061194i,-0.049429+0.113i,0.0028524+0.1376i,0.10208+0.12215i,0.13059+0.094881i,0.080582+0.075079i,0.059874+0.056451i,0.071286+0.025783i,0.049406+0.0039333i,0.011764+0.013101i,-0.0023685+0.023127i,-0.0007241+0.013614i,-0.00031233-0.0012068i,-0.0046777-0.012205i,-0.008294-0.014197i,-0.0064498-0.0065499i,-0.0023404+0.0021449i,0.0011534+0.0097745i,0.0051333+0.016006i,0.0057729+0.015501i,0.0038977+0.005941i,0.004184-0.0048957i,0.0033256-0.011987i
-0.053806-0.04471i,-0.1266-0.079783i,-0.22106-0.08101i,-0.28612-0.047741i,-0.25602-0.045903i,-0.17572-0.07743i,-0.13512-0.076945i,-0.1154-0.042998i,-0.07318-0.023477i,-0.028297-0.036208i,-0.0099706-0.046986i,-0.0074111-0.030581i,-0.0010578-0.0042219i,0.0081791+0.011639i,0.012138+0.014397i,0.0095022+0.008373i,0.0051628-0.00040917i,0.0004006-0.0062414i,-0.0022584-0.008106i,-0.0019526-0.0065059i,-0.003221-0.00091699i,-0.0025121+0.0068928i,0.0034824+0.011505i
0.06083-0.037041i,0.1434-0.07969i,0.22355-0.11472i,0.2602-0.10018i,0.25254-0.032152i,0.22036+0.01722i,0.18499+0.013986i,0.14117-0.00088832i,0.084311+0.0084331i,0.041632+0.037513i,0.0258+0.050859i,0.017413+0.038309i,0.0048329+0.019278i,-0.0059643+0.0032555i,-0.010527-0.0034948i,-0.0072768+0.0023115i,-0.00059611+0.010605i,0.0040714+0.013396i,0.0070686+0.012323i,0.0080934+0.0091484i,0.0054281+0.005591i,-0.00017703+0.0016374i,-0.0076229-0.0016651i
0.016429+0.060917i,0.01677+0.14008i,-0.0037046+0.18662i,-0.0527+0.14324i,-0.11452+0.064057i,-0.14264+0.037842i,-0.12852+0.044514i,-0.096546+0.02544i,-0.063874-0.010201i,-0.043925-0.036125i,-0.03745-0.042404i,-0.035156-0.029216i,-0.027242-0.010153i,-0.013911+0.0016941i,-0.0039758+0.0028561i,-0.002051-0.0023425i,-0.0034186-0.0066073i,-0.00321-0.010673i,-0.0034955-0.014524i,-0.005015-0.014396i,-0.0044089-0.0095188i,-0.00064461-0.0050318i,0.0046355-0.0053597i
-0.053375-0.0044425i,-0.11062-0.023667i,-0.12118-0.034266i,-0.054287-0.01746i,0.019971-0.0011783i,0.044181-0.025473i,0.046974-0.045843i,0.058847-0.02548i,0.061548-0.0034926i,0.042444+0.0072891i,0.024411+0.012623i,0.017477+0.0054755i,0.010444-0.0069023i,0.0020974-0.011961i,-0.0021192-0.0093477i,-0.0017469-0.0026988i,-0.00065442+0.0031729i,-0.00046082+0.0084015i,0.00044075+0.013146i,0.0024603+0.013037i,0.0057091+0.0077424i,0.0081373+0.0030126i,0.0080766+0.0028031i
0.008828-0.050416i,0.019798-0.10309i,0.013862-0.14049i,-0.02503-0.14392i,-0.046916-0.12007i,-0.023053-0.073255i,-0.010165-0.030565i,-0.023748-0.011435i,-0.02871-0.0088157i,-0.015381-0.017658i,-0.002062-0.022468i,0.0020564-0.01315i,0.0025716+0.0012545i,0.0039777+0.0096906i,0.0046566+0.0087206i,0.0014276+0.00010798i,-0.0028337-0.0078515i,-0.0051537-0.010812i,-0.0060014-0.01079i,-0.0061407-0.0087095i,-0.007784-0.0057162i,-0.010405-0.0012224i,-0.010368+0.0040508i
0.044053+0.012037i,0.093189+0.036372i,0.13188+0.075189i,0.13927+0.11364i,0.11261+0.13416i,0.072732+0.119i,0.051969+0.078213i,0.044029+0.047486i,0.029596+0.0399i,0.010116+0.046665i,-0.00048279+0.048599i,-0.00052711+0.034091i,-0.00038105+0.011217i,-0.0015727-0.0047169i,-0.0012251-0.0077997i,0.00076177-0.0023279i,0.0014802+0.0035264i,0.00073275+0.007464i,0.0017405+0.01091i,0.003161+0.01038i,0.0032734+0.003994i,0.0025305-0.0048925i,0.0014301-0.010449i
-0.01916+0.039729i,-0.057924+0.074971i,-0.10593+0.081512i,-0.12756+0.030148i,-0.11866-0.045687i,-0.098439-0.071037i,-0.079898-0.050165i,-0.066287-0.034963i,-0.050653-0.033802i,-0.031041-0.038977i,-0.018137-0.039847i,-0.011528-0.027421i,-0.0015103-0.0098839i,0.0075613+0.00042876i,0.010162+0.0023868i,0.0075044-0.0011674i,0.0041242-0.0064874i,0.0032515-0.010091i,0.0029941-0.012584i,0.0010535-0.011239i,-0.0015692-0.0044362i,-0.00085047+0.0040136i,0.0044997+0.0097716i
-0.028669-0.030498i,-0.04229-0.073796i,-0.032658-0.099122i,0.0093246-0.054452i,0.05638+0.013699i,0.082782+0.020031i,0.080028-0.0063262i,0.056509-0.0025185i,0.037546+0.018878i,0.026833+0.031589i,0.014337+0.032078i,0.0047784+0.025119i,0.0013456+0.01688i,-0.0023439+0.010269i,-0.0042399+0.0084755i,-0.0014844+0.010758i,0.0015933+0.011034i,0.0012538+0.0097231i,-0.00094892+0.0089667i,-0.0019809+0.0075659i,-0.0013507+0.00499i,-0.0024892+0.0028844i,-0.0078145+0.001371i
0.02758-0.012337i,0.071998-0.012819i,0.098908-0.013979i,0.071771-0.035135i,0.021585-0.053378i,-0.011514-0.025077i,-0.024063+0.0092023i,-0.026391+0.00088285i,-0.027072-0.022708i,-0.021242-0.032594i,-0.013409-0.032133i,-0.012404-0.023888i,-0.013034-0.011782i,-0.0096129-0.0044016i,-0.0055648-0.0031128i,-0.0032183-0.0042193i,-0.0014892-0.0056241i,-0.00092108-0.0080562i,0.00013946-0.010529i,0.00056124-0.010335i,-0.0010907-0.0066481i,-0.0018281-0.0034782i,-0.00023594-0.0048249i
0.0013888+0.026158i,-0.0075674+0.058851i,-0.031859+0.089964i,-0.042745+0.10759i,-0.029545+0.10243i,-0.020035+0.057008i,-0.014502+0.0098205i,0.00095652+0.0035869i,0.016591+0.016047i,0.013117+0.022552i,0.0013893+0.021648i,-0.00093095+0.012746i,0.00067135-0.00014558i,0.0014305-0.0062962i,0.0019333-0.0044435i,0.00083964+0.00083179i,-0.00013557+0.0058066i,-0.000455+0.0087669i,8.5114e-05+0.010964i,0.0016259+0.011322i,0.0041508+0.0073745i,0.007194+0.0018519i,0.0073055-0.0008948i
-0.024581+7.9696e-05i,-0.047361-0.013785i,-0.054356-0.050446i,-0.040274-0.09498i,-0.022231-0.1136i,-0.0050989-0.085773i,0.0077515-0.045682i,0.0072652-0.034144i,-0.0037134-0.038083i,-0.0069853-0.038537i,-0.00018793-0.033944i,0.0049125-0.023202i,0.0052471-0.0092242i,0.0045752-0.00082715i,0.0046977-0.0012273i,0.0025605-0.0058793i,-0.00012811-0.00718i,-5.4389e-05-0.0070488i,0.0016368-0.0079812i,0.0015003-0.0070641i,-0.0012628-0.0038506i,-0.0036672+0.0015933i,-0.0043483+0.0058562i
0.0013013-0.024269i,0.013631-0.039494i,0.028976-0.021551i,0.03568+0.042451i,0.032703+0.094224i,0.029104+0.079864i,0.020763+0.041681i,0.012102+0.031409i,0.012774+0.035651i,0.012155+0.034071i,0.0059789+0.027391i,0.0021354+0.017608i,-0.0010117+0.006784i,-0.0042622+0.00039708i,-0.0050289+0.00012832i,-0.0029819+0.0023309i,-0.00082602+0.0025343i,-0.00096478+0.0027713i,-0.0017967+0.0051557i,-0.0017943+0.0053909i,-7.2062e-05+0.0016311i,0.00069-0.0040014i,-0.00088028-0.0080677i
0.021781+0.007302i,0.039915+0.023835i,0.046951+0.02608i,0.032114-0.013924i,0.011162-0.057876i,-0.0023142-0.055677i,-0.0041741-0.035055i,-0.0031025-0.030331i,-0.01017-0.031847i,-0.0096243-0.026848i,0.001794-0.019657i,0.008278-0.014784i,0.0093871-0.011968i,0.0088967-0.010093i,0.004604-0.010033i,0.00059368-0.0099585i,-0.00038696-0.0070288i,0.00090279-0.0059471i,0.0021628-0.0072828i,0.00057766-0.0067896i,-0.0021879-0.0035814i,-0.0015174+0.0017124i,0.0031897+0.0056309i
-0.013867+0.013067i,-0.036388+0.021629i,-0.057256+0.028213i,-0.049978+0.04531i,-0.020261+0.058825i,0.0054135+0.034125i,0.011778+0.0037318i,0.0051635+0.0084635i,0.0040126+0.026139i,0.0038551+0.031545i,-0.003538+0.028858i,-0.0055914+0.025971i,0.0016059+0.021835i,0.0067378+0.015792i,0.0083446+0.01056i,0.0084338+0.0072048i,0.0054143+0.0040959i,0.0008106+0.0032317i,-0.0026173+0.0054068i,-0.004647+0.0062851i,-0.0040676+0.004124i,-0.003032+0.001641i,-0.0050329+0.00048429i
-0.0066667-0.013323i,-0.002697-0.032507i,0.016021-0.057016i,0.030342-0.080638i,0.025869-0.084167i,0.021308-0.046232i,0.026577-0.0088506i,0.026108-0.014346i,0.01136-0.033017i,0.00012736-0.035499i,-0.0015227-0.02649i,-0.0029995-0.013503i,-0.0059415-0.00061332i,-0.0052241+0.0049521i,-0.0015547+0.004079i,0.0012692+0.0031644i,0.0033031+0.0020706i,0.0042838-0.0014415i,0.0038693-0.0045249i,0.0027067-0.0045965i,0.0012821-0.0031793i,3.6986e-05-0.00094422i,0.00014946-0.00099548i
0.0091607-0.010701i,0.010872-0.0070444i,-0.0045088+0.021586i,-0.026583+0.068333i,-0.031027+0.090656i,-0.022035+0.066398i,-0.018803+0.032305i,-0.013849+0.025308i,0.0017194+0.029227i,0.0072786+0.024138i,-0.0024517+0.016945i,-0.010397+0.011822i,-0.010243+0.0062367i,-0.0068125+0.0030534i,-0.0045382+0.0032212i,-0.002657+0.0046003i,-0.00052201+0.0055552i,0.00070301+0.0054233i,0.0015974+0.0048999i,0.0017813+0.0041666i,0.0024523+0.002145i,0.004114-0.0012691i,0.0037952-0.0037367i
0.0091709+0.0078725i,0.013+0.012933i,0.012937-0.0026192i,0.011922-0.040565i,0.011896-0.059774i,0.016134-0.040623i,0.027579-0.018283i,0.032674-0.019662i,0.017688-0.029436i,0.00083961-0.02715i,-5.4742e-05-0.018296i,0.0033455-0.011715i,0.00255-0.0079273i,0.0012065-0.006535i,0.00079475-0.0069312i,-0.00022492-0.0069318i,-0.0016131-0.0042965i,-0.00076582-0.0017049i,0.0013695-0.0026972i,0.0017887-0.0041538i,2.0508e-05-0.0027154i,-0.0018548+0.00024224i,-0.0019815+0.0025952i
-0.011443+0.0034394i,-0.023847+0.0062244i,-0.027348+0.017573i,-0.01783+0.047211i,-0.0078111+0.068061i,-0.0095638+0.053796i,-0.021973+0.03454i,-0.027255+0.035163i,-0.016351+0.03735i,-0.007073+0.02785i,-0.010227+0.015064i,-0.014087+0.0075127i,-0.011165+0.0047402i,-0.0069919+0.0046853i,-0.0027237+0.0062023i,0.00034686+0.0054068i,-0.00058319+0.0016021i,-0.0039212+0.00016537i,-0.0056873+0.0019472i,-0.0047345+0.002948i,-0.0018406+0.00068704i,-3.8765e-05-0.0029774i,-0.0014376-0.0058062i
0.0016589-0.0071167i,0.013725-0.01851i,0.030854-0.031756i,0.033823-0.053215i,0.019233-0.069281i,0.0037725-0.052332i,0.0042611-0.026967i,0.009935-0.023133i,0.0049609-0.02729i,0.0029529-0.0254i,0.0094395-0.021764i,0.011587-0.019806i,0.0058547-0.016023i,-0.0015659-0.011808i,-0.0057639-0.0082426i,-0.0069438-0.0043587i,-0.0046074-0.00088658i,-0.0011546-0.00049822i,0.00027798-0.0016753i,0.00013409-0.0013578i,-0.00094974+0.00096952i,-6.7019e-05+0.0036905i,0.0028602+0.0050387i
0.0058246-0.0044464i,0.0027343+0.0024951i,-0.012592+0.015748i,-0.024803+0.033553i,-0.022156+0.04295i,-0.016021+0.025491i,-0.023705+0.0049583i,-0.033638+0.012935i,-0.023726+0.030193i,-0.0069497+0.030089i,-0.0031329+0.020013i,-0.0030331+0.012962i,0.0015674+0.0080767i,0.0045863+0.0034932i,0.0049402+0.00082254i,0.0045382-0.0012017i,0.0020646-0.0028428i,-0.00094211+8.6214e-05i,-0.0017539+0.0052689i,-0.0018328+0.0054839i,-0.002891+0.002309i,-0.0031384+0.00034941i,-0.0029699+0.00061715i
