-0.002459+0.00030729i,-0.0014336-3.0797e-05i,-0.0022612+0.00057718i,-0.0018774+0.00075177i,-0.00086814+0.0017305i,-0.0010816+0.0016062i,-0.0011476+0.0012716i,0.00029309+0.0010247i,0.0017354+0.00045195i,0.0013577-8.7871e-05i,0.00085988-0.00016729i,0.0011154-0.00034158i,0.0011267-0.00075141i,0.0009343-0.0002898i,0.0010229-0.00038797i,0.00084699-0.00085881i,-0.00043041-0.0001453i,-0.0012984-1.2367e-05i,-0.00070337+0.00035746i,-0.00016297+0.00098439i,0.00063893+0.00061104i,0.00086552-0.0005783i,0.00037435-0.0011498i
0.00089788-0.002102i,-0.00082151-0.0017727i,-0.0020791-0.0011994i,-0.0026995+0.00028964i,-0.0017476+0.0012158i,-0.0006911+0.0013439i,-0.00017811+0.00034198i,-0.00075198-0.00063134i,-0.00062443+0.00031066i,0.00042373+0.0011821i,0.00063875+0.0011313i,-3.7084e-05+0.0011776i,-0.0011067+0.00035684i,-0.0016184-0.00028251i,-0.00068131-0.0006752i,-0.00024139-0.00078931i,-0.00060309-0.00011988i,-0.00041581-0.00044496i,-4.8895e-05-0.00014731i,-0.00028975+0.00031443i,-3.7504e-05+3.3816e-06i,0.00016517-7.4467e-05i,0.00079551+1.4236e-05i
0.0010717-0.0001168i,0.00088759-0.00051623i,0.00035486-0.00053014i,-0.00075554-0.00054419i,-0.00077832-0.0011009i,-7.5768e-05-0.0011094i,-0.00025464-0.0013948i,-0.00028902-0.0019326i,-0.00016881-0.00077917i,-0.00013272-0.00030661i,-0.0001737-0.00024146i,-0.00027161-0.00016519i,0.00031256-0.00011315i,0.001054+0.00022844i,0.00068787+0.00020781i,-0.00040444+0.00036271i,-0.00075864-7.7538e-05i,-0.00012832-0.0006145i,0.00058609-0.00040728i,0.00054238-9.5094e-06i,-0.00021865-0.00016275i,-0.0007008-0.00031921i,-0.00021364+4.0069e-05i
-0.00041585+0.00051214i,-0.00062631+0.00087856i,-0.0009679+0.00086132i,-0.0013408+0.00077073i,-0.0010462+0.00011797i,-0.00060406-0.00047801i,0.00019533-0.00083305i,0.00023966-0.0011501i,-0.00048865-0.00086417i,-0.00074219-0.00014293i,2.9222e-05-0.00039898i,-8.0701e-05-0.00038839i,-0.00011819+0.00029809i,0.00053834+0.00031574i,0.00064077+3.9554e-05i,0.00070197+0.00068683i,0.00057696+0.001293i,0.00044663+0.0006369i,0.00021551+9.8896e-05i,-0.00045068-0.00038078i,-0.00040022-0.00019865i,0.00013323+0.00039042i,0.00064579+0.0008583i
0.00063504-0.00020876i,-0.0004545-0.00062085i,-0.001482-0.0010211i,-0.0017353-0.00053951i,-0.0018374-0.00045422i,-0.00087626-0.00011923i,-1.195e-05-0.00017816i,0.00016798-0.0006142i,0.00038152-0.00034098i,0.00056516-4.8827e-05i,0.00016591+0.00023514i,1.3669e-05-9.8298e-06i,7.1563e-05-0.00019404i,-0.00080099+0.00036621i,-0.001156-0.00017183i,-0.00083364-0.00037452i,-0.00068451+0.00036372i,-0.00015378+0.00062372i,0.00076104+0.00029873i,0.00031834-0.00069096i,-0.00053502-0.00027915i,-0.00050996+0.00045537i,-7.5323e-05+0.00047116i
0.00095395-0.0018791i,0.00053905-0.0025944i,-0.00020133-0.001965i,-0.00030324-0.00073277i,-4.7989e-05+0.0002437i,0.00030657+0.00011254i,0.00044642-0.00075679i,6.9204e-05-0.001015i,-0.00068157-0.00034381i,-0.0009384+0.00016105i,-0.0008064-7.5495e-05i,-0.00086922-0.00021306i,-0.0004894+8.9814e-05i,0.00016341-2.9558e-05i,0.00010882-8.4908e-06i,-5.7835e-05+0.00023385i,-2.5218e-05-0.00011669i,0.00018514+0.00010959i,-7.4029e-05+0.00057205i,-0.00014617+0.00043292i,-3.4895e-05-7.2519e-05i,-0.00020506-0.00027503i,-0.00037383-0.00034657i
0.00076926-0.00075595i,0.00088262-0.00059766i,-0.00079789-0.00085324i,-0.0022193+0.00016618i,-0.0019769+0.00093179i,-0.00088396+0.0005876i,-0.00030435-0.0005352i,-0.00063747-0.0012153i,-0.00033448-0.00076923i,-0.00041384-0.00010048i,-0.0014963+0.00016642i,-0.0014269-7.16e-05i,-0.00012812-0.00018902i,0.00066052+5.074e-05i,0.00043458-0.00012161i,0.00060926+0.0001239i,0.00093234+0.00016252i,0.0010196-5.0562e-05i,0.00089813+3.3954e-05i,0.00060209-0.00033343i,0.00023048-0.0012309i,-7.8884e-06-0.0015221i,-0.00056447-0.00074275i
0.0001119-0.00085672i,-0.0017573-0.00059287i,-0.0026334-0.001348i,-0.0021607-0.0012484i,-0.0015996-0.00068786i,-0.0011648-0.00049765i,-0.00029867-0.00097732i,0.00045094-0.0013304i,-0.00084758-0.00074852i,-0.001342-0.00025389i,-0.00072851+5.8647e-05i,0.00031747+0.0010501i,0.0010779+0.0022008i,0.00018982+0.0014131i,-0.00069443+0.00022558i,-0.0010829-0.0001956i,-0.00067215-0.00078043i,-7.2277e-05-0.00030586i,-0.00036607+0.00017098i,0.00018943-2.661e-05i,0.00032131+0.0005338i,-0.00053448+0.00027671i,-0.00047102-0.00022817i
-0.0019653+0.00051579i,-0.00092052+0.00021331i,-0.00078858+0.00029636i,-0.00090033+0.00051554i,-0.0011584+0.00015863i,-0.00087736-0.00057708i,-0.00017864-0.00040519i,-0.0005398+0.00032911i,-0.0001862+0.0011928i,0.00024929+0.00078238i,-0.00016436-0.00044964i,6.091e-05-0.0005086i,-4.1099e-06+4.0336e-05i,-0.00033577+0.00067676i,-0.00025651+0.0011254i,0.00012553+0.0013184i,1.8715e-05+0.0010607i,-0.00068851+6.9541e-05i,-0.00048838-0.00080552i,-0.0004711-0.00044391i,-0.00049447-2.7328e-05i,-0.00033206-0.00015652i,0.00032637-0.00031754i
0.00073223-0.0017108i,-0.00057537-0.0023059i,-0.00080461-0.0023692i,-6.6944e-05-0.0012803i,0.00091273+0.00048642i,0.00049894+0.0017429i,0.00010301+0.0016006i,0.00037617-9.466e-05i,-8.5931e-05-0.00041668i,-0.00053734+0.00057716i,-0.00043779+0.0010848i,-0.00026539+0.00017578i,-0.00025085-0.0010416i,-0.00049189-0.00017812i,-0.00030818+0.00078458i,-0.0001325+0.0012284i,-0.00037337+0.0013121i,-6.7899e-05+0.00077405i,2.0667e-05-6.4086e-05i,7.8312e-05-0.00014012i,4.2642e-05-7.4155e-05i,0.00044533-0.00041732i,0.0010251-0.00081599i
-0.00030655+0.0010432i,-0.00020209-0.00014646i,-0.00014611-0.0002461i,-0.00093495+0.0002261i,-0.0013947+0.0012313i,-0.00063194+0.00090682i,0.0003457+0.00054272i,0.00063434+0.00017813i,0.00060139-0.00028202i,0.00066819+0.00020903i,0.00038239+5.9055e-06i,-0.00028822-3.7991e-05i,-0.00083837-4.7987e-05i,-0.00071014-0.0005965i,-2.4061e-07-0.00054321i,0.00031453-0.00076939i,0.00013879-0.00074953i,0.00050761-0.0002439i,0.00031538+0.00018901i,-2.9926e-05+0.0005159i,-0.00017814+0.0005499i,-0.00028885+0.00032277i,0.0003512-3.6861e-05i
0.0010659-0.0010062i,0.00071953-0.00032402i,-0.0013774+0.00049695i,-0.0016966+0.00037891i,-0.00039792+0.00029024i,6.0286e-05+0.00049054i,0.00018136+0.00022478i,0.00031477+1.6824e-05i,-0.00027393+0.00020448i,-0.00039028+0.00018835i,0.00036949-2.0563e-05i,0.0007826+0.00050683i,0.00073753+0.001003i,9.3903e-05+0.0012696i,-0.00037971+0.00081906i,-0.00046456+0.00048255i,-0.00030053+1.6637e-05i,-0.00085962+0.00020961i,-0.00052319+0.0007563i,6.0356e-05+0.0013156i,-0.00022921+0.0012411i,-0.00016309-0.00030606i,-0.00046166-0.00061839i
-0.00046603+0.0010827i,-0.001221+0.00012937i,-0.0025859-0.00099751i,-0.0023782-0.00033995i,-0.0014029+0.00014713i,-0.0003354-0.0011101i,-0.00040133-0.0019252i,-0.0012669-0.0016633i,-0.0012071-0.00088083i,-0.00041515-0.00028188i,0.00019304-0.00039649i,9.3896e-05-0.00020671i,0.00010409-3.5305e-05i,0.00024745+0.00043674i,0.00015748+0.00027089i,0.00024935-0.00058491i,0.00071266-0.00010116i,0.00077481+0.00035599i,0.00068004-0.00066442i,0.0012133-0.0011788i,0.0010451-0.0003033i,0.00018972-7.5993e-05i,-0.00015651-0.00047551i
-0.0014914-0.0018074i,-0.0017698-0.0015543i,-0.0017387-0.00017689i,-0.0028604+0.00098379i,-0.0028558+0.0012688i,-0.0012182+0.0011757i,0.00030999+0.00047133i,0.00078046-0.0004571i,0.00065053-0.00056053i,0.00038887+0.000477i,0.00021974+0.00046583i,0.00017948+0.00030408i,0.00049182+0.00055924i,0.00061648+0.00016007i,-9.7351e-05+1.7392e-05i,-0.00013384+0.00032909i,-1.0398e-05+0.00024834i,-0.00024108+5.9898e-06i,0.00022609-0.00036596i,0.00086319-0.00078248i,0.00071207-0.00072068i,0.00036616+4.6879e-05i,0.0003662-3.9011e-05i
-0.00073614-0.0016634i,-0.00034404-0.0011102i,-0.00010296-0.00039312i,-0.00012059+0.00063905i,-0.00037882+0.00044733i,-0.0008968-0.00021637i,-0.00045783-0.00070078i,0.00021859-0.00043405i,8.6987e-05-0.00015237i,-0.00049652-7.5354e-05i,-0.00067892-2.6609e-05i,-5.8661e-05-0.00020611i,0.0006889-0.00078466i,0.0010504-0.00063412i,0.00052161+0.00024564i,9.8005e-05+0.00063538i,0.00011956+0.0004787i,0.00011662+0.00083092i,0.00023637+0.00074466i,8.2174e-05+0.00050292i,-0.00074195+0.00055984i,-0.00020527+0.00068384i,0.0003962+0.00043498i
0.00036974-0.0015579i,-0.0011866-0.00059758i,-0.0028934+2.6711e-05i,-0.0035585+0.00054186i,-0.0033664+0.0014048i,-0.0020039+0.0011848i,-0.00063569+0.00076554i,-0.0003067+0.00020249i,-0.00031678-0.00044206i,-0.00049907-0.00091583i,-0.00090515-0.00015016i,-0.00063376+0.000866i,0.00042363+0.00030548i,0.00056628+0.00045994i,-0.00035332+0.00080202i,-0.0006349+0.00029677i,-0.00016452-0.00038908i,-0.0003109-9.8826e-05i,-0.00067781-0.00015314i,0.00028437+9.4995e-05i,0.00067744+0.00087617i,8.8052e-05+0.00046775i,-0.00021097-0.00042426i
-0.0029772+0.0010401i,-0.0019818+0.00085916i,-0.0011647+0.0015528i,-0.00083799+0.0024678i,-0.00070694+0.0018768i,0.00016134+0.0006426i,0.00021885+7.2083e-05i,-0.00028472-0.00027452i,-0.00069933-8.3198e-05i,-0.00050193+3.3616e-05i,5.5754e-05+0.00054988i,0.00025406+0.00063497i,1.4062e-05-0.00043916i,0.00026532-0.00072209i,0.00058413-0.00017575i,5.4447e-05-0.00038379i,-0.00047589-0.00067929i,-0.00038929-0.00029407i,0.0002045+0.00018673i,0.00050608+0.00026232i,0.00051996+6.1294e-05i,0.00012376+0.00015492i,-5.0962e-05+0.00080219i
0.0003133+0.00090197i,-0.00074862-0.00095948i,-0.0005805-0.0016863i,-0.001675-0.0011702i,-0.0024223+0.00024457i,-0.0010136+0.00090263i,1.7856e-05+0.0004851i,-0.00010525-0.00056365i,0.00030457-0.0012283i,0.0011434-0.0006371i,0.0011759-0.0004627i,-0.00037134-0.00041176i,-0.0013577+1.7674e-06i,-0.00044928-0.00038787i,-0.0005621-0.00028995i,-0.0013772+0.0008612i,-0.00063397+0.00056949i,-4.6644e-05+8.2651e-05i,-7.0543e-05+4.7054e-05i,-2.2644e-06+2.5047e-05i,-0.00058042+7.6608e-06i,-0.0005762-0.00038776i,0.00069571-1.0747e-05i
0.00041994-0.00020804i,5.926e-05-0.001111i,0.00049678-0.00065733i,4.9181e-05-0.00014629i,-0.00065059-0.00018369i,-0.0004803+0.00011025i,-9.9315e-05+0.00021405i,9.6504e-05+0.00055099i,-0.00035442+0.00055003i,-0.00064108-4.3554e-05i,-0.00039258+3.563e-05i,-0.00011947+0.00039231i,-0.00016425+0.00053666i,-0.00014261+0.00047115i,-0.00021962+0.00056997i,6.8755e-05+0.00069387i,-1.8886e-05+0.00027485i,-0.00028266-0.0002718i,0.000119-0.00030725i,0.00074308+8.8517e-05i,0.00050308+0.00017292i,0.00012528+0.00028752i,-0.00048038-4.2829e-05i
0.00056772-0.0014811i,-0.00080587-0.00080014i,-0.0026036-0.00078861i,-0.0030237-0.00087508i,-0.0028089-0.00032165i,-0.0020335-0.00043476i,-0.00032951-0.0012351i,0.00061146-0.0018109i,0.00032219-0.0011062i,-0.00035086-1.5834e-05i,-0.00072505-0.00024305i,-0.00088886-0.0003782i,-0.00060143-0.00021911i,-0.00060832+0.00019673i,-0.00080236+0.00082605i,-0.00052079+0.0001492i,0.00037584-0.00030631i,0.0007295+0.00063662i,0.00024262+0.0012996i,7.605e-05+0.00052444i,0.00013514+0.00015399i,-0.00025027+0.00021174i,-0.00065642-0.00018175i
-0.00014307-0.00061251i,-0.00076927-0.0013802i,-0.0012073-0.0014031i,-0.0017316-0.00098569i,-0.0020665+6.854e-05i,-0.0022955+0.0007046i,-0.0010503-0.00021449i,0.00042936-0.0011259i,0.00013087-0.0011544i,-0.00057909-0.0012817i,-0.0004837-0.00089785i,-0.00078987-0.00012682i,-0.0010269-0.00017743i,-0.00091447-0.00049679i,-0.00047966-0.00079511i,-0.00018159-0.0007494i,-0.00044726-0.0001828i,-0.0006627-0.00027264i,-0.00034035-0.00023278i,-8.9124e-05+7.0598e-05i,-0.00032124+0.00073445i,-0.00042839+0.00070057i,-0.00078402+0.00012167i
-0.00022852+0.00072476i,-5.6253e-05+3.7608e-05i,0.0005916+0.00024565i,0.00029056+0.00043403i,-0.0011105+0.00017224i,-0.0010769+0.00026647i,-5.956e-05-0.00077027i,-0.00026134-0.0019043i,9.1315e-05-0.00085734i,0.00032713+0.00021099i,-0.00012369+0.00025769i,2.1416e-05+0.00034749i,0.000133+0.00012678i,-0.00017477-0.00040478i,-8.2947e-05-0.00083202i,-3.3864e-06-0.00087464i,-2.7758e-05-0.0013918i,0.00014604-0.00090147i,0.00071368-5.5108e-05i,0.0009596-3.2563e-05i,0.0014266+0.00048185i,0.0016279+0.0006465i,0.0011802+0.00035011i
-0.00022077-0.0020689i,-0.0011806-0.0027428i,-0.0019967-0.0020595i,-0.0029171-0.00043731i,-0.0028555+0.0015398i,-0.0011915+0.0018526i,-0.0010261+0.00042567i,-0.0013455-0.00012989i,-0.0010495+0.00046963i,-0.00088981+0.00012912i,-0.00095046+0.00022445i,-0.00012402+0.00094247i,0.00075082+0.00068859i,0.00094056-0.00014087i,0.00085654-0.00043657i,-0.00012775+5.8866e-06i,-0.0003689-0.0001554i,0.00021429-0.0004644i,0.00065286-0.00070298i,0.00019995-0.00046398i,-0.00047269+0.00047191i,-0.00050983+0.00068988i,-0.00087164+5.0245e-05i
0.0023139-0.00035039i,0.0022255-0.00010803i,0.0007947-0.0011i,7.2441e-05-0.0019931i,-0.00016638-0.0013714i,-0.0005847-0.00062652i,-0.00025775-0.00044728i,-0.00053616-0.00059277i,-0.001091-0.00081585i,-0.00021289-0.00030365i,0.00056725+0.00055435i,0.00058364-1.1236e-05i,0.00060229-0.0006972i,-0.00016247-0.00015309i,-0.00018358-0.00085684i,0.0005345-0.0013899i,0.00014505-0.00051775i,-0.00047593+0.00048322i,-0.00074848+0.00034127i,-0.00037322-0.00082869i,-7.6136e-05-0.00070326i,-0.00047161-0.00013312i,-0.00016084-1.0808e-05i
-0.00056099-0.0014055i,-0.00074364-0.0014394i,-0.0011111-0.0014348i,-0.0023811-0.00031675i,-0.0031058+0.0011492i,-0.002126+0.00057453i,-0.00090244-0.00086198i,-0.00044568-0.0013343i,-0.00074833-0.0010456i,-0.00067848-0.00062697i,-0.00068915+4.8995e-06i,-0.00082274-0.00020376i,-0.00011754-0.00034129i,0.00014338+0.00021413i,0.00076558+0.00019133i,0.0011173+0.00033536i,0.00030517+0.00043683i,-1.6546e-06+0.0011004i,-0.00061987+0.0011557i,-0.00083888-0.00027549i,-0.00044777-0.00059278i,0.0003629-0.00016968i,0.00060237-0.00032196i
-0.00033649-0.00032312i,-0.00052861-0.0014652i,-0.0013108-0.0015718i,-0.0018168-0.00013015i,-0.0011727+0.0012462i,-0.00048823+0.0010509i,3.81e-05-0.00012981i,0.00020298-0.00064947i,-0.00018887-0.00043335i,-8.7513e-05-0.00017138i,-8.1423e-05-8.5126e-05i,2.2863e-07+0.00044615i,0.00049682+0.00076296i,-0.00044043+0.0006104i,-0.0010564+0.00018651i,-0.00056459+0.00020988i,-0.00033931+0.00033694i,-0.00055206-8.9465e-06i,-0.00079792-0.00027936i,-0.00093307-0.00017137i,-0.00034428+0.00012524i,0.00023266+0.00021253i,0.00028537+0.0001269i
0.0024026+0.0012441i,0.0029622-0.0003264i,0.0020274-0.0019967i,9.3482e-05-0.0024064i,-0.0014806-0.0019599i,-0.0011368-0.0015842i,-0.00045759-0.0015129i,-0.00057265-0.0013349i,-0.00085752-0.00082995i,-0.00027915-0.00061946i,-3.7726e-06-0.00016155i,0.00010469+0.00012299i,0.00018117+0.00013963i,-0.00020258+0.00044251i,-0.00053042+6.5766e-05i,-0.00088036-0.00031846i,-0.00047896+0.00011767i,0.0008823+0.00038129i,0.00074017-0.00023237i,0.00033112+2.0007e-05i,0.00027867-0.0001686i,-0.00032237-0.00069142i,-0.00074259-2.7955e-05i
-0.0006525-0.0013187i,-0.0010353-0.00029916i,-0.0016705+0.00058877i,-0.001038+0.00029763i,-0.0004801+0.00082049i,-0.0011551+0.0011418i,-0.00030119+0.00048854i,0.00013436-0.00057493i,-0.00073307-0.00077681i,-0.00097786-0.00038592i,-0.00019202-0.00017696i,5.3112e-05-2.2388e-05i,-0.00050995+0.00010805i,-0.00019531+0.00054958i,-0.00024466+0.00035089i,-0.00029861-1.6568e-06i,-0.00012671+0.00065626i,0.00031715+0.0013081i,0.00032387+0.0011562i,-0.00066763+0.00088093i,-0.0010853+0.00023783i,-0.00051126-0.00018346i,0.00016792-0.00065358i
-0.0013298-0.0014756i,-0.0013553-0.0016231i,-0.0013159-0.00201i,-0.0016092-0.00131i,-0.001327+0.00046141i,0.00027823+0.0015644i,0.0010604+0.00052856i,0.00016604-0.00036441i,-0.00065614+8.3766e-06i,-0.00067808+0.00039648i,-0.00040577+0.00055241i,0.00083136+0.0001866i,0.0017428+0.00018212i,0.001115+0.00017125i,-9.7537e-05-0.00088786i,-0.00035804-0.001021i,0.00017304-0.00026519i,0.001452+0.00039071i,0.0015279+0.00020839i,0.00036868-0.00045578i,5.3366e-05-0.0001739i,-1.1532e-05-0.00016573i,-0.00023437-0.00096808i
6.6224e-06-0.00090732i,1.5023e-05-0.0012656i,-0.0010392-0.0017855i,-0.0013269-0.0011122i,-0.0010722-0.00068882i,-0.0011114-0.00087032i,-0.00071656-0.00056102i,-0.00015942-0.00054451i,0.00023527-0.00023084i,-0.00020932-0.00051525i,-0.00050059-0.00051642i,0.00043909-0.00026971i,0.00037307+0.00027699i,-0.00031247+0.00073774i,-1.4708e-06+0.00059135i,-0.0003896+0.00039616i,0.0001097-0.00046287i,0.0011695-0.0011881i,0.00078558-0.0008932i,9.3812e-06-0.00073311i,-0.0009211-0.0013476i,-0.00078291-0.00076362i,-0.00042129-0.00054935i
-0.00010363-0.0017932i,-0.00073874-0.0010603i,-0.0016524-0.00075932i,-0.00183-0.00092884i,-0.00097492-0.00065658i,-0.00065421-0.00011347i,-0.00040852-0.00049754i,-4.2907e-05-0.0015721i,-5.0507e-05-0.0012787i,-0.00010173+0.00027865i,0.00048548+0.0016231i,0.00065977+0.0011054i,0.00056403+0.00025445i,0.00033409-0.00021059i,-0.00022435-2.613e-05i,-0.00090104+4.3094e-05i,-0.00068217-0.00038076i,-0.00050116+4.2854e-05i,-0.00052482+0.00065143i,0.00012602+0.00084248i,3.0893e-05+0.00087752i,-5.4919e-06+0.00096324i,0.00022425+0.00067113i
0.00086344-0.00066558i,0.0009444-0.00075149i,0.00046176-0.00067087i,-0.000584-0.00077129i,-0.001604-0.001018i,-0.00069329-0.00064705i,0.0004424-0.00047062i,0.00012046-0.00089309i,-0.0004815-0.00092007i,-0.00067713-0.00081844i,-0.00020609-0.0011669i,-0.00017822-0.00036868i,-0.00055155+0.00038302i,-0.00075373+0.00032481i,-0.0005695+0.00034687i,0.00017287-0.00015294i,0.00044803-0.00051921i,8.6986e-06-0.00058491i,0.0003174-7.4534e-05i,0.00016712-0.00033018i,4.1359e-05-0.00098734i,0.00061111-0.00051977i,0.00053047+1.9862e-05i
-8.271e-06+0.0011769i,1.4338e-05+0.0008427i,0.00056021+0.00027481i,0.00035104-0.00013303i,-0.0001372-0.00094267i,0.00025351-0.0014395i,0.00062108-0.0014848i,0.00014968-0.001459i,0.00043683-0.00082243i,0.00067645-0.00013027i,0.00035449+0.00038747i,-0.00016035+0.00015993i,-3.3462e-05-0.00062097i,0.00071665+4.5818e-06i,0.0005868+0.00048645i,-7.1756e-05+0.00025285i,-0.00051919-0.00023842i,-0.00031735-0.00050775i,-9.9123e-05-0.00024406i,0.00022631+4.5798e-05i,0.00073946-0.00049568i,0.00015543-0.00013056i,-0.00054031+0.00043451i
-0.00063079-0.00080031i,-0.0011588-0.0015051i,-0.00069723-0.0015559i,-0.00092408-0.0011223i,-0.0017238-0.00060653i,-0.001303+0.00011928i,-6.4097e-05-5.8998e-05i,-0.00048268-0.00093189i,-0.0008722-0.0010205i,-0.0008235-0.0005096i,-0.00085285-0.00054859i,-0.00038348-0.00050453i,0.00031207-0.00013573i,-7.3572e-05-0.00029753i,-0.0004689-0.00019971i,-0.00029412+0.00034245i,-2.2787e-05+9.5724e-05i,0.00055681+0.00054043i,0.00037855+0.00086946i,-0.00022488+0.00052325i,-0.00018032+0.00092432i,0.00027253+0.00096577i,0.00046685+0.00047623i
-0.00044343+0.0014484i,0.00023629+0.00075988i,-0.00019954+0.00080594i,-0.00093645+0.00058941i,-0.00080619+0.00095788i,-0.00019604+0.00048506i,0.00025521-0.00057699i,0.00048813-0.00070663i,0.00014293+0.00041968i,-0.00012807+0.00057845i,0.00038596-0.0002172i,0.00023473+0.00030135i,-0.00025459+0.0008327i,-0.00052511+0.00012153i,-0.00016493-0.00048347i,0.00031142+0.00013301i,-0.0010289-1.3939e-05i,-0.0012714-0.00066996i,-0.00027897-0.00040651i,0.0002573-0.00030147i,0.00027342-0.00058215i,0.0003111+0.00037807i,0.00030171+0.0012005i
-0.0014368+0.00010687i,-0.00053946+0.00012469i,-0.00034973+0.00088401i,-3.1795e-05+0.00012767i,0.0011132+0.00025059i,0.00055134+0.00010605i,-8.4525e-05-0.00084103i,-0.00017996-0.0008178i,-0.00036646+7.4851e-05i,8.3724e-05+0.00024071i,0.00010582-0.00013936i,-0.00041223-8.1039e-05i,-0.00048555-0.00019356i,-0.00018313-0.00050247i,0.00054618-0.0002318i,0.00096241+0.00041013i,0.00033114+0.00044102i,-0.00051722-0.00011818i,-0.00088471-0.00058545i,-0.00079968+3.1014e-05i,-0.00066355+0.00055087i,-0.00058814+0.00020297i,-0.00042233+0.00016309i
0.0011777+9.3848e-05i,0.00092237-0.00050151i,0.00013817-0.00016267i,-0.00042319+0.00021366i,0.00013551+0.00027548i,-0.00012871-0.00031618i,-0.00053845-0.00077513i,-0.00034082-0.0003933i,-0.00058215-0.00038472i,-0.00047599-0.00081939i,-0.00011362-0.00079987i,-0.0004008-0.00061835i,-0.00017639-0.00054961i,0.00020524-0.00029515i,0.0002939-0.0002516i,0.00014152-0.00041622i,-0.00032049+7.0465e-05i,-0.00057706+0.00011583i,-0.00038456+0.0002219i,-0.00010292+0.00036266i,-0.00018355+0.00018603i,0.00040026+9.2097e-05i,0.00041248+0.00057928i
-0.00085875-0.00020963i,-0.00052377-2.4424e-06i,-0.0016779-0.00078308i,-0.0023674-0.00056389i,-0.0019405+4.0977e-05i,-0.00052148+0.00040154i,0.00037052+0.00035261i,-9.5408e-05-0.00032735i,-0.00046942-0.00029274i,5.3417e-05+3.2776e-05i,0.00029897+1.4903e-05i,8.1187e-05-0.00015703i,0.00020211-0.00011372i,-4.8576e-06+8.3524e-06i,-9.374e-05-0.00059099i,0.00040757-0.00079988i,0.00025808-0.00066984i,-0.00018018-0.00055823i,0.00046936-0.00061179i,0.0013373-0.00012569i,0.00070115+0.00097348i,2.2257e-05+0.0016754i,0.00013841+0.0011379i
0.0011958-0.00028433i,0.00013646-0.00062038i,-0.0011828-0.0012385i,-0.0017472-0.0010892i,-0.0012338-0.0015916i,-0.00030972-0.0016808i,0.000563-0.00095542i,0.0006769-0.00047683i,0.00037531-0.00024564i,0.00037835-0.00035271i,-0.00055876-0.0004238i,-0.00153-0.00023133i,-0.00061246-0.00056061i,4.0929e-05-0.00017104i,-0.00032608+0.00044927i,-0.00023196-0.00019632i,-5.9157e-07-0.00078718i,0.00048698-0.00037616i,9.1703e-05-4.6075e-05i,-0.00079671-0.00015573i,-0.00055334+0.00071381i,-0.00081039+0.00064857i,-0.00088235-0.00062624i
-0.00089955-0.0012499i,-0.0015874-0.0014355i,-0.0021601-0.0013286i,-0.0025262-0.00048727i,-0.0027833+0.00041603i,-0.0018551-0.00011437i,-0.00057505-0.00098808i,-0.00024963-0.0013288i,-0.00034402-0.00041919i,-0.00047708+0.0007588i,-0.0002587+0.00085232i,0.00047115+0.00078134i,0.00029502+0.00084906i,0.00015931+0.00076503i,0.00047836+9.8594e-05i,0.00053784-0.00024374i,0.0009063+0.00021827i,0.0007482-2.6998e-05i,4.3856e-05-0.00056074i,0.00036298-0.00091594i,0.00038203-0.00071177i,0.00031135-0.00039157i,0.00016461-0.0001416i
-0.0014111+0.00073478i,-0.00044395+0.00085539i,-0.00029045+0.0016417i,-0.00042268+0.0016316i,-0.00015044+0.0011199i,0.00049056+0.0014235i,0.00039269+0.00087717i,0.00023257-0.00024259i,3.8834e-05-0.00085937i,-6.4281e-05-5.8052e-05i,0.00066513+0.0011235i,0.00041738+0.00054676i,-0.00016199-0.00089186i,-0.00017791-0.0011168i,0.00031394-0.00019144i,0.000543+0.00012554i,0.00015007-0.000227i,0.00029626-0.00060846i,0.00082769-0.00067775i,0.0008173-0.0011011i,0.00045878-0.0009018i,0.00040783-0.00051638i,0.00068186-0.00075133i
-0.00014054-0.00076238i,-0.00086461-0.0022738i,-0.00052612-0.0027299i,-0.00063243-0.0020377i,-0.0011054-0.0014434i,-0.00076727-0.00065253i,-9.9355e-05+4.225e-05i,-6.1375e-09-0.00060563i,-2.7841e-05-0.00076334i,0.00010184+7.8588e-05i,5.5339e-05-0.00021449i,0.00065596-0.00024276i,0.00068857+0.00041663i,-0.00026392+2.8464e-06i,-0.00033025-0.00072792i,-0.00015413-0.00081662i,-0.00017866-0.00085835i,-4.5224e-05-0.00032553i,-0.00012537-0.00049643i,-0.00018619-0.00061224i,-0.00033143-0.00035454i,7.6315e-05-0.00047083i,0.0002793-0.00049475i
3.4183e-05-0.0004261i,0.0006466-0.0016102i,-0.0012831-0.00099306i,-0.003058+0.0016284i,-0.0028576+0.0028732i,-0.0011673+0.0014175i,8.4599e-05-0.00038157i,-0.00010089-0.00075654i,-0.00071931-1.2057e-05i,-0.00077049+0.00023186i,-0.0003934-0.00034057i,-0.0002284-0.00035817i,0.0001504+0.00037865i,0.00056381+0.00043593i,0.00028968+0.00041525i,9.4484e-05+0.00037667i,0.00033488-8.7997e-05i,0.00024421+0.00057916i,-0.00061854+0.000334i,-0.00088241-0.00016966i,-0.00038669+0.00067473i,-0.00043783+0.00073858i,6.1359e-05+0.00069105i
