-0.002459+0.00030729i,-0.0014336-3.0797e-05i,-0.0022612+0.00057718i,-0.0018774+0.00075177i,-0.00086814+0.0017305i,-0.0010816+0.0016062i,-0.0011476+0.0012716i,0.00029309+0.0010247i,0.0017354+0.00045195i,0.0013577-8.7871e-05i,0.00085988-0.00016729i,0.0011154-0.00034158i,0.0011267-0.00075141i,0.0009343-0.0002898i,0.0010229-0.00038797i,0.00084699-0.00085881i,-0.00043041-0.0001453i,-0.0012984-1.2367e-05i,-0.00070337+0.00035746i,-0.00016297+0.00098439i,0.00063893+0.00061104i,0.00086552-0.0005783i,0.00037435-0.0011498i
-0.00078243+0.0019085i,-0.00037112+0.0011616i,-0.00041519-0.0001155i,-0.00014813-0.00046732i,-0.00044001+0.00011536i,-0.000249+0.00020051i,0.0011757-0.00049007i,0.0011382-0.0013344i,3.4465e-05-0.0013084i,0.00015141-0.00042034i,0.00052597-0.00017622i,4.2163e-05-0.00065727i,-0.00033405-0.00083996i,0.0001602-0.00057771i,0.00055057-4.8123e-05i,0.0006188-0.00016982i,0.00027116+6.4956e-05i,-0.00012933+0.0004556i,-0.00017709+0.00043149i,0.00022886+0.00020977i,0.00099225+9.1286e-05i,0.0010916+0.00044224i,0.0011753+0.00044945i
0.00025357-0.00069983i,-0.00037939-0.0013972i,-0.0022509+0.00029746i,-0.0029176+0.0022892i,-0.0019344+0.0023849i,-0.00024059+0.0011156i,0.00022266+0.00021289i,-0.00011504+0.00019422i,-0.0006411+0.00056958i,-0.00089419+0.0003103i,0.00057042-0.00016924i,0.0018756-6.4719e-05i,0.0015297-0.00033416i,0.00040437-0.0010385i,-0.00046165-0.000812i,-0.00057485-5.4816e-05i,-0.00015113-0.00036452i,0.00013676-0.0011004i,-0.00021069-0.00075516i,-0.00089739-0.00030419i,-0.001033-8.2708e-05i,-0.00077836+0.00011954i,-0.00051159+0.00069257i
-7.8064e-05-0.00022201i,0.0007912+0.00050522i,0.0015838-0.00015837i,0.00050974-0.00096749i,-0.00021344-0.001099i,0.00013232-0.00052524i,0.00021253+0.00025759i,-0.00011569+0.00035029i,1.882e-06-0.00043397i,0.00039971-0.00052967i,0.00038201-0.00054245i,0.00048311-0.00059161i,0.00056382-0.00049416i,-0.00020102-0.00072022i,-0.00079401-0.0008864i,-0.00036147-6.2153e-05i,0.00037858-7.518e-06i,0.00036795-0.00068135i,0.00043643-0.00035787i,0.00087674-0.00018471i,0.0007063-2.9658e-06i,0.00029129-0.00019639i,0.000468-0.00048459i
0.0012056-0.00073056i,-0.00062431-0.0011624i,-0.0012414-0.0015224i,-0.0023705-0.0014287i,-0.002759-0.00026214i,-0.0010652+0.00044053i,-2.8867e-05+0.00034239i,-0.00049797-8.3804e-05i,-0.00056877-0.00055649i,-0.00027346-0.00060902i,-0.00053143-0.00083796i,-0.00042467-0.00059691i,5.7637e-05-0.00010784i,-0.00015402-0.0005295i,-0.00040399-0.00062585i,0.00011313-0.00037659i,0.00030725-0.00058876i,-0.00022448-0.0004165i,-0.00040231+1.976e-05i,-0.00048666-9.3134e-05i,-0.00025803+4.9167e-05i,0.00039717+0.00025157i,0.00024935-0.00050457i
0.00097891-0.0014452i,0.00074937-0.0020199i,-0.00060501-0.0012905i,-0.0010997+7.1689e-05i,-0.0010377+0.00085869i,-0.0008946+0.00072258i,-0.0008551+4.317e-05i,-0.00071631-0.00037621i,-0.00042697-0.00074194i,-0.00069665-0.00028088i,-0.00067395+0.00040602i,-2.7933e-05+3.1751e-05i,0.00044277-7.885e-05i,9.2377e-05-0.000164i,0.00039536-6.2866e-05i,0.0004371+1.554e-05i,0.0012327-0.00033063i,0.0011104-1.7082e-05i,-6.5819e-05+0.00094816i,-0.00044735+0.00093953i,-0.00041172+0.00091186i,0.00012919+0.0011641i,0.00073408+0.00076859i
-0.001693-0.0013647i,-0.0023003-0.0012298i,-0.003111-0.001297i,-0.0036639-0.00061936i,-0.0028333+0.00031361i,-0.0010616+0.00025041i,-0.00020754-0.0010258i,-0.00098687-0.0013386i,-0.0013334-0.00065201i,-0.0012014-0.00012391i,-0.0011068+0.00041339i,-0.00027759+0.00031612i,4.8069e-05-5.6285e-05i,-0.00030939-0.0004244i,-0.00049945-0.0001897i,-0.00038972+0.0002112i,-0.00021855+0.00031955i,0.00047269+7.9108e-05i,0.00066978-0.00086082i,0.00036878-0.00079451i,0.00083773+0.000228i,0.00093184+0.00039827i,0.00024757+0.00032382i
0.00078744-0.00018338i,0.00029606-0.00068452i,0.00034016+0.00029729i,-0.00030693+0.00096987i,-0.00076457+0.00059794i,-0.00061464+6.9999e-05i,-0.0005454-0.00030345i,-0.00038669+0.00037521i,-0.00060561+0.00094503i,-0.00055752+0.00026982i,-0.00051109-0.0010152i,-0.00072806-0.0016868i,-0.00037386-0.0007277i,-0.00015595+0.0001953i,-0.00059344-0.00024554i,-0.00076309-0.00074809i,1.6446e-05-0.00071626i,0.0008381-0.00052653i,0.0010247-9.5554e-05i,0.00058932+9.41e-05i,-0.00017657+0.00020634i,-0.0003756-0.00027932i,-0.00022682-0.00054731i
0.0007374-0.00098338i,-0.00012495-0.0015081i,-0.00096653-0.0025489i,-0.00086506-0.0028538i,-0.00017794-0.0014759i,-0.00014841+2.5341e-05i,-0.0001035-3.5123e-05i,-0.00015701-0.0007212i,-0.00045679-0.00016051i,-0.00010653+1.4938e-05i,0.00012836-0.00066467i,-3.9662e-05-0.00026432i,-0.00010902+4.1068e-05i,-0.00045249-0.00060055i,-0.00108-0.00069465i,-0.00038403-0.00013618i,0.00070576-5.6907e-05i,0.00053204-0.00033561i,2.5024e-05-0.00011276i,0.00017502-0.00012013i,-5.2008e-06-0.00058476i,1.0642e-05-0.00072389i,0.00039948-0.00067279i
0.00052311-3.8353e-05i,-0.00035348-0.00034655i,-0.00088428-0.00066003i,-0.001728+2.559e-05i,-0.0019521+0.00010491i,-0.00081831-0.00060957i,0.00018541-0.00064735i,0.00010317-0.00031658i,-0.00058842-0.0002957i,-0.00064655-0.00091818i,9.1864e-05-0.00060008i,0.00028548+0.00038345i,1.8206e-05+0.00029759i,-0.00042104-1.3366e-05i,-0.00084483+0.00052552i,-0.00096416-0.00023829i,-0.0002425-0.0006337i,0.00050759-2.5259e-05i,0.00039285-0.00054411i,-0.00015642-0.00072254i,-0.00061628-0.00035684i,-1.5048e-05-0.00030934i,0.00051048-0.0008334i
-5.9381e-05-0.00084003i,-0.00025724-0.0013455i,0.00043433-0.00070248i,0.0005718+8.4805e-05i,0.00044871+0.00033604i,0.00061376+0.00047764i,0.00042785-0.00027055i,0.00089472-0.00051214i,0.00050565-0.00017055i,-0.00033351-3.6993e-05i,-8.009e-05+0.00014112i,0.00013796+0.00048523i,0.0003597+0.00011973i,0.00026867-0.00040207i,-0.00037645-0.00039671i,-0.00042945-0.00043309i,-0.00055756-0.00064284i,-0.00021936-0.00070501i,0.00014742+0.00019905i,0.00048679+0.0010383i,0.00027496+0.0012381i,1.8806e-05+0.00073238i,-0.00019204+0.0004764i
-0.00099208+0.00018386i,-0.0011772+0.00033558i,-0.003107+0.00019255i,-0.0041028+0.0002779i,-0.0028106+0.0015209i,-0.00040869+0.0015908i,0.00022846+8.0776e-05i,-0.0003834-4.3562e-06i,-0.00066103+0.00090171i,-9.2001e-05+0.00085186i,0.00035911+0.00084585i,0.00012078+0.00062728i,0.00049328+0.00030429i,0.00035988+0.0006046i,6.8903e-06+0.00047076i,0.00072447+0.00018325i,0.0012075+0.00036985i,0.00075745-0.00028448i,0.00037977-0.001013i,-3.8788e-05-0.0011766i,-0.00013498-0.0012438i,-0.0002381-0.00023871i,-0.00077711+0.00019189i
-0.00054172+0.00060542i,-8.9402e-05+2.9846e-05i,0.00023518-0.00081149i,4.396e-05+0.00030369i,-0.00050889+0.0018894i,-0.00090142+0.0018181i,-0.00047147-9.7943e-05i,-0.00071222-0.001216i,-0.00035185-0.00021015i,-2.8134e-05+0.00078528i,-0.00031328+0.00086065i,-9.7563e-05+0.0005022i,0.00063669+0.00053196i,0.00035147+0.0004671i,-0.00013678-0.00071099i,0.00072608-0.0014566i,0.00079918-0.00047688i,0.00032668+0.00057038i,-0.00055162+0.00096278i,-0.00087422+0.001541i,-0.00052485+0.0010816i,-0.00043185-0.00027557i,-0.00016068-0.00046197i
0.0015586-0.0022824i,0.00025226-0.0033777i,-0.00061127-0.0026663i,-0.0022607-0.0015631i,-0.0027558-0.0014251i,-0.0015979-0.0014089i,-0.00054279-0.0010728i,-0.0002552-0.00073456i,-0.00031334-9.3883e-05i,-0.0008044+0.00012011i,-0.00063836+0.00030488i,7.9983e-06-0.00020578i,0.00034672-6.7159e-05i,0.00025789+0.00071542i,-0.0002511+0.00073842i,-0.00012704+0.00039586i,-5.5555e-05+0.00052934i,2.2943e-05+0.0010423i,-0.0002171+0.0010397i,-0.00067959+0.00064763i,-0.00048287+0.00020106i,0.00045341+0.00026055i,0.00094447+0.00052531i
-0.0012437-4.1147e-05i,-0.00161+0.00052994i,-0.0014339+0.0019738i,-0.00075754+0.0024397i,-0.000327+0.0017812i,2.451e-06+0.00028588i,3.3345e-05-0.0010484i,-0.00022741-0.0010627i,-0.00018898-0.00076247i,0.00059548-0.00036995i,0.00080308+0.00049155i,0.0010429+0.00082344i,0.0013779+0.00024024i,0.0004781+0.00020853i,-0.00029796+4.9946e-05i,-5.2404e-05-0.00021991i,-0.00018113-0.00010824i,-0.00079178+0.00016887i,-0.00032122-6.9252e-05i,0.00040333+3.4382e-05i,0.00051816+0.00042363i,0.00028079+0.00031593i,0.00034455-0.00042362i
-0.00063702+3.2605e-05i,-0.00053848-0.0010134i,-0.00081548-0.0023364i,-0.001007-0.0025546i,-0.00081214-0.00070255i,-0.00093243+0.00062466i,-0.00060011-0.00030797i,-0.00070509-0.00066144i,-0.0011303-0.00030269i,-0.00063769+5.8161e-05i,1.7508e-05-0.00040546i,-0.00011527-0.00095099i,-7.3568e-05-0.00069703i,0.00040778-6.4697e-05i,4.084e-06-4.2862e-05i,-0.00039262-0.00078987i,-0.00011724-0.0015049i,0.00021712-0.00088423i,0.00028712-0.00042892i,2.6204e-05-0.0012124i,-1.9841e-05-0.0014185i,0.00058561-0.0010049i,0.00071566-9.5836e-06i
0.00054626+0.0013306i,0.00041538+0.000256i,0.00033621+0.00041966i,-6.6779e-05+0.0004449i,-0.00078854+0.00030092i,-0.00092623-1.2339e-05i,-0.00053498-0.00056212i,-0.00039497-0.00054304i,-0.00073498-0.0003954i,-0.00045043-0.00049595i,-0.00028057-0.00066358i,-0.00074259-0.00052568i,-0.00033231-0.00018423i,-0.00013342-0.00052647i,-0.00087399-0.00067034i,-0.00050975-0.00019798i,0.00041816+8.0174e-05i,0.00025544-0.00042534i,-0.00062351-0.0010575i,-0.0005753-0.00054317i,0.00025127+0.0001021i,0.00062613-0.00039145i,0.00029836-0.00077923i
-0.00050371+0.00010882i,-0.00083798+0.00019579i,-0.00052826-0.00031077i,-0.00076115-0.0005443i,-0.00079653+1.2005e-05i,0.00023373+0.0010343i,0.00063389+0.0008949i,0.00035889-0.00047319i,-0.00071241-0.00081304i,-0.0013182-0.00099187i,-0.0011356-0.00075158i,-0.0006981-0.00034754i,-0.00053724+9.4613e-05i,-0.0011665+0.00028017i,-0.0010405-0.00091087i,-7.7839e-06-0.00059943i,0.00044738+0.00027893i,0.00041057+0.00023389i,0.00020669+7.4888e-05i,0.00039589-3.1056e-05i,8.5578e-05+0.00035157i,-0.00017832+0.0010535i,-0.00012954+0.00087484i
-0.0021089-0.0021765i,-0.0017017-0.0017061i,-0.0025476-0.00017342i,-0.0031782+0.0010712i,-0.0010999+0.0012464i,0.00049474-0.00013424i,-0.00066703-0.0017422i,-0.0009044-0.0012806i,-0.00020697-0.00033322i,-0.00022265+0.00040741i,0.00035674+0.00090472i,0.00068503+6.3308e-06i,0.00028478-0.00039129i,0.00050224-0.00055995i,0.00043574-0.00029207i,0.00038704+0.00010423i,-6.4622e-05-0.00023523i,-0.00030681-0.00033691i,0.00025413+0.00024476i,0.0003381+0.00062103i,0.00038022+0.00025755i,9.0769e-05-0.00038924i,0.00018873-0.0005903i
0.00034124-0.00061914i,0.0008915+0.00035377i,0.00021033+0.001324i,-0.00040237+0.00064757i,-0.00042734+0.00056087i,-0.00036155+0.0008759i,-6.7063e-05+4.3658e-05i,0.0003115-0.00028415i,0.00039123+0.00019654i,-7.6126e-05+0.00021188i,0.00031578-0.00068307i,0.00067044-0.00044871i,-1.5626e-05+0.00030568i,-0.00061621-0.00032537i,-0.00088026-0.0006473i,-0.00071891-0.00018038i,-0.00019589-0.00011934i,-5.5616e-05-0.00043974i,-0.00035841-0.0002959i,-0.00047826-0.00033707i,4.3303e-05-0.00017752i,0.00037638+0.00033259i,0.00030673+0.00045723i
-0.00017396-0.00037873i,-0.00049524-0.00069992i,-0.0018388-0.00056099i,-0.0027657-0.00046429i,-0.0018627-6.2718e-05i,-0.00051675+0.00011583i,-0.00055052-1.1749e-05i,-0.0007224+0.00036876i,-0.0008446+0.00050066i,-0.00081248+0.00065301i,-0.00063937+0.00078398i,-0.00032709+7.2001e-05i,-0.00016644-0.00070946i,1.1954e-05-0.00026376i,-0.00058968+0.00052838i,-0.00057935+0.00028837i,-3.8402e-05-6.0441e-05i,-0.00025122+0.00022406i,-0.00012071+8.6129e-05i,0.00024966-0.0010351i,-7.6799e-05-0.00067429i,-0.0004273+0.00086363i,-0.00022158+0.00094271i
-0.00095341+0.0004794i,8.2934e-05+0.00017213i,-0.00037528+0.00049273i,-0.0017595+0.0010197i,-0.002069+0.0014919i,-0.0010973+0.00075988i,-6.2499e-05-0.0012015i,-3.6299e-05-0.001184i,-0.00069951-0.00039658i,-0.00075521+0.00014074i,-0.00022974+0.0010111i,0.00090301+0.00070528i,0.001247-0.00040666i,-0.00046348-0.00061863i,-0.0004093-0.00050985i,0.0002494-0.00017209i,-1.248e-05-9.3698e-05i,0.00017999+0.00045057i,0.00029879+0.0010772i,0.00053099+0.00047025i,0.00020052+0.00013897i,0.0004973+0.00027602i,0.0003804+8.0921e-05i
-0.00052213-0.0017166i,-0.00083597-0.0013813i,-0.0016992-0.00138i,-0.0022134-0.00065068i,-0.0023839+2.962e-05i,-0.0011455-0.00010428i,0.00034721-0.00063878i,5.3139e-05-0.00097499i,-0.00078133-0.0003901i,-0.00032738+0.00015612i,0.00035191+0.0007896i,0.00062547+0.0017228i,0.00063213+0.001562i,-0.0004089+5.1423e-05i,-0.0011205-0.00035993i,-0.00054683+0.0005555i,0.00036287+0.0011551i,0.00072816+0.00098589i,0.00020781+0.00038596i,-0.00086734-0.00039569i,-0.00090826-0.00057332i,-0.00031437+0.00029591i,-2.7919e-05+0.0010785i
-0.00023454+0.0031868i,-8.0328e-05+0.0023369i,-0.0005342+0.00090999i,-0.0005112+0.0010551i,-4.6957e-05+0.00084202i,-2.5981e-05-0.00012881i,-0.00018325-0.00022034i,0.00012398+0.0003959i,9.8362e-05-0.00024652i,0.00028588-0.0013158i,0.0011963-0.0011673i,0.001197-0.00085696i,0.00080413-0.0012513i,0.00062491-0.00098985i,0.0011405-0.00040592i,0.00056744+4.8481e-05i,-0.00065395-5.1954e-05i,-0.00095954-1.5033e-06i,-0.00062473-0.00043532i,-0.00021606-0.00097438i,-7.345e-05-0.0007983i,0.00019883-0.00030468i,2.5283e-05-0.0002597i
0.0012991-0.0029517i,0.00049843-0.0024529i,-0.00059732-0.002111i,-0.00082758-0.00067861i,-0.00015843+0.0004984i,0.0008011+0.00065833i,0.00083667+0.00034499i,0.00020284-6.0136e-05i,-0.00065232-0.00033311i,-0.0014685+0.00044293i,-0.00086339+0.0010835i,0.0013037+0.0010201i,0.0016604+0.00073146i,0.0010919-0.00013456i,0.00096971+0.0001397i,0.00025686+0.00060649i,-0.00036316+0.00031747i,-0.00036106-0.00036911i,0.00012282-0.00049155i,0.00015699+0.00020313i,-0.00014238-0.00013595i,1.1623e-05-0.0010754i,0.00024022-0.001208i
-0.0010346+0.0013499i,-0.0021276+0.0004362i,-0.0024284-6.4174e-05i,-0.0018936-0.00010531i,-0.00057128-0.00035982i,5.1633e-05-0.00088985i,-0.00010333-0.0007725i,0.00060601-0.00066827i,0.00065393-0.00023756i,-8.746e-05-0.00044734i,-0.00032844-0.0011338i,0.0001115-0.00076511i,0.00026901-0.00020544i,0.00020153+0.00037401i,-0.00018695+0.00046645i,-0.00022101+0.00024111i,-2.7459e-06-0.0001493i,-6.9355e-06-1.1439e-05i,0.00034528+0.00047807i,0.00070909+0.00010477i,0.00029432-4.1153e-05i,-0.00023747-0.00051096i,0.00018842-0.00084557i
0.0003743-0.00029202i,0.0010998-0.0015144i,0.0013479-0.0011365i,0.00037347+0.00034352i,-0.00053854+0.00052017i,3.964e-05-0.00035699i,-2.186e-05-0.00028925i,-0.00083327-0.00012303i,-0.00091951-1.2664e-05i,-0.00052441-4.4897e-05i,1.9926e-05+4.0819e-05i,0.00027433+0.00039508i,-0.00015389-6.293e-05i,-0.0004345-0.00063991i,-0.00051105-0.00076037i,-0.00063218-0.00062551i,-0.00046929-0.00065166i,0.0002251-0.00066636i,0.00045904-0.00013188i,0.00027031-0.00060524i,0.00033114-0.0011792i,0.00063472-0.00036382i,0.00056364+0.00025056i
-0.0013939-0.00081905i,-0.0011818-0.00052343i,-0.0022442-0.00014981i,-0.0023804+0.00029241i,-0.00119+0.00037864i,-0.00043945+6.9378e-05i,-9.8741e-05-0.00064148i,-6.9124e-06-0.00093058i,0.00014856-3.4736e-05i,-0.00020338+0.00073244i,-0.00067166+0.00047478i,-0.0004022-0.00035797i,-0.00032194-0.00066499i,-0.0011962-0.00039879i,-0.0013253-0.0004818i,-0.00040581-0.00044349i,5.6253e-05-0.00048396i,0.00015581-0.00043534i,0.00031204-0.00013121i,4.9104e-05+0.00016058i,-5.3285e-05+0.00015119i,-0.00014227-0.00011615i,-2.6882e-05-0.00036346i
0.0010569-0.0006641i,0.00015078-0.0017958i,-0.0007213-0.0019406i,-0.0016227-0.0013734i,-0.0010783-0.0011242i,0.00043447-0.00097191i,0.00071272-0.00070565i,0.00071932-0.00059572i,0.0006674-0.00066368i,-0.00030344-0.00030154i,-0.00049762+0.00010894i,-0.00025597+0.00041594i,0.00015815+0.00041781i,0.00041419+0.00042141i,3.9865e-05+0.0005664i,-0.0002833+0.00016292i,-0.00038323-4.444e-05i,-0.0005815-0.00033099i,-0.00062047-0.00032896i,0.00029513+9.3845e-05i,0.00086971+0.00055219i,0.0010161+9.2998e-05i,0.0009029-0.00012437i
0.00029094+0.00066198i,0.00052176+0.00058668i,-0.00032006+7.2775e-05i,-0.00073621-0.00021561i,-0.0008218+0.00019111i,-0.00088035+0.00018246i,-6.4818e-05-0.00070842i,-0.00040195-0.00079325i,-0.00117+1.8122e-05i,-7.3498e-05+0.00018986i,0.00069013+0.00017158i,6.8497e-05-4.7345e-05i,-0.0004684-6.9307e-06i,0.00023629+0.00033245i,0.00067603+7.393e-05i,8.5966e-05-0.00048993i,-0.0004499-0.00043331i,-0.00024981-0.00040161i,5.4505e-05+2.9461e-05i,0.00035878+0.00044007i,0.00048719+0.00024171i,-6.3931e-05+0.00036191i,-6.7819e-05+0.00059558i
0.00018232+0.000868i,0.00024114+0.0010393i,0.00088238+0.00018381i,-0.00042662-0.0001692i,-0.0014978-0.00033325i,-0.0013985-0.00029697i,-0.00077977-0.00023615i,-0.0007333-0.00073532i,-0.00096182-0.0015683i,-0.0006338-0.00060364i,-1.546e-05+0.00028532i,3.1169e-05-9.4369e-05i,-0.00015523-4.5337e-05i,0.0010239+0.00037843i,0.0011496+0.00010046i,0.00018249-0.00032714i,0.00026195+1.3516e-05i,0.00050395+0.00087042i,0.0001063+0.0011053i,-0.00027473+0.00063491i,-0.00084773+0.0002485i,-0.0011154+2.0473e-05i,-0.00052237-5.729e-05i
0.0013266-0.0014125i,0.0014018-0.0021424i,0.0005564-0.0016243i,-0.0014942+0.00010922i,-0.002217+0.00075417i,-0.0009408+0.00055992i,-0.00022443-0.00022125i,-2.1891e-05-0.00071396i,0.00034581+0.00011037i,0.00059538-8.1289e-05i,0.00017573-0.00039265i,0.00032869-0.00035933i,0.00039829-0.00048743i,0.00034162-0.0004073i,-0.00012203-0.00056428i,-0.0004378-0.00051434i,-0.00030282-7.8766e-05i,-6.5092e-05+0.00014526i,0.00016708-0.00023534i,-8.0987e-05-0.00035902i,-4.7641e-05-4.5633e-05i,-0.00018434-4.3508e-06i,-0.00030077+2.8292e-05i
-0.0012202-0.001344i,-0.00040684-0.00026413i,-0.0018518+0.00026933i,-0.0032119+0.00086812i,-0.0023164+0.0016595i,-0.00098103+0.0013562i,-0.00064776+0.00011156i,0.0005551-9.9385e-07i,0.0012484+0.00028501i,0.00021836-7.4143e-05i,-0.00056219+3.3707e-05i,-0.00064884+0.00083791i,-0.00038638+0.00066143i,-0.00047018+6.3469e-06i,-0.0010809+0.0002002i,-0.0011083+0.00051852i,-0.00050835+0.00018705i,0.00017834+9.848e-05i,0.00018945+0.00064854i,-0.00045879+0.0011686i,-0.00010144+0.00048542i,0.00096464-0.00067056i,0.00067885-0.00088233i
0.0021724-4.9317e-05i,0.00061295-0.00047254i,3.9482e-05-0.0015596i,-1.7635e-05-0.0010758i,-0.0007091+0.00038248i,-0.00073138-0.00010526i,3.5835e-05-0.0014804i,0.00061902-0.0016688i,0.00038469-0.0010492i,7.0625e-05-0.00041605i,0.0001803-0.00031455i,-0.00039963+6.9667e-05i,-0.00090624+0.00072606i,-0.0007668+1.3783e-06i,-0.00054407-0.0012089i,-0.00060186-0.0013203i,-0.00034016-0.00072084i,-0.00033113-0.000416i,-4.6541e-05-0.00039584i,0.00020539-0.00027397i,8.137e-05+0.00012359i,-0.00050744+0.00083403i,-0.00095408+0.00056541i
0.00012945-0.0021232i,-0.00034426-0.002211i,-0.0005382-0.0012709i,-0.00050715-0.00070458i,-0.00042107+0.00020661i,-5.7165e-05+0.00062164i,-0.0003993-6.1584e-05i,-0.00051516-0.00062452i,4.3893e-05-0.00045698i,0.00014282+0.00019307i,-3.1311e-05-0.0002985i,-0.00016557-0.00083065i,-0.00013206-0.00032893i,1.0977e-05+1.9002e-05i,9.6746e-05-0.00042148i,-0.00038624-0.00038469i,-0.00071863-0.00045273i,-0.00077514-0.00083339i,-0.00086015-0.00074097i,-0.00037985-0.00055345i,-0.00030811-0.00029974i,-0.00081291+0.00031712i,-0.00075957+0.0006887i
0.00038692+0.0012256i,-0.0001198-0.00032847i,-0.00027668-0.00042703i,-0.00076543-5.3268e-06i,-0.00055639-7.4553e-05i,0.00022427-0.00024733i,0.00034326-0.00076696i,-0.00023327-0.00084445i,-0.00099061+0.00018029i,-0.0003866+0.00084387i,0.00041644+0.0012871i,0.00022709+0.0011459i,0.00040672+0.00030438i,0.00084582+0.00014165i,0.00057378-0.00023578i,0.00070639-0.00058947i,0.0004136-0.00036271i,8.2506e-05-5.5037e-06i,0.00044119+0.00035783i,0.0002639+0.0011214i,-0.00098421+0.0013425i,-0.0011936+0.00029635i,-0.00020505-0.00084437i
-0.00015712+0.00051782i,0.00044264+0.00096609i,-2.8549e-05+0.0010882i,-0.00048902+0.00032544i,-0.00014013+0.0004362i,-7.4145e-05+0.00059079i,0.00039231+8.6798e-05i,0.00052895-0.00027585i,0.0001824+1.6241e-05i,-0.00040622+0.00052012i,-0.0015927-9.4981e-05i,-0.0013065-0.00034601i,0.00014524+8.1303e-05i,-0.00023514+0.00045217i,-0.00041999+0.00037636i,0.00090695-0.00051973i,0.0013522-0.00066631i,0.00064854-0.00046737i,-0.00024292-7.8416e-05i,-0.00062777+0.00046139i,-0.00071823+0.00019639i,-6.133e-05-0.0003396i,0.00037003-9.9331e-05i
-0.0015671-0.0021196i,-0.001584-0.0022532i,-0.002679-0.0017243i,-0.0027919-0.0001258i,-0.002033+0.0012157i,-0.0004819+0.0015967i,-7.5992e-05+0.00042966i,-0.00042753-0.00072225i,1.0098e-05-0.00064511i,0.0001729-2.6674e-06i,-7.2938e-05+0.00023629i,0.00031762-0.00037588i,0.00048815-0.00048061i,4.6361e-05-0.00033798i,3.7536e-05-0.00055607i,0.00096379-0.00060222i,0.0013055-0.00048646i,0.00099514+9.3183e-05i,0.00036281+0.00061614i,-0.00044714+0.0010929i,-0.00086749+0.00092543i,-0.00049518+9.4097e-05i,-0.00056647-0.00034586i
-8.6089e-06+0.00043658i,-0.00055519-0.00085373i,-0.00091975-0.0012358i,-0.0012853-0.00011548i,-0.0010468+0.00070882i,6.1929e-05+0.00021996i,-0.00012826-0.000781i,-0.00095931-0.00098539i,-0.00045761-0.00035039i,0.00036371-7.9459e-06i,0.00047967-0.0003286i,5.0025e-05-7.8648e-05i,-0.00035516-0.00029009i,8.2986e-05-7.637e-05i,0.00010917+0.00025368i,-3.2739e-06+0.00026757i,-0.00047426+0.0012347i,-0.00083416+0.00094535i,-0.00065733-0.00033369i,-0.00027401-0.00064892i,-4.0968e-05-0.00016368i,-0.00025659+0.00035846i,-0.00049182+0.00022392i
0.00033729+0.00020399i,0.00077875-0.00090702i,-0.00045228-0.0011502i,-0.0020577-0.00054836i,-0.0021505+0.00048477i,-0.0012183+0.0013147i,-0.00066132+0.00085663i,-0.00037474-0.00020471i,-0.0004574-0.00060223i,-0.00060344-0.00053344i,-0.00018279-0.00043034i,3.3322e-06-0.00027881i,-0.00013906-1.4732e-05i,-0.00026754+0.00031269i,-0.0006012+0.00037873i,-0.00057193+0.00040263i,-0.00030643+0.0005582i,-0.00061966+0.00043919i,-0.00017493-0.00029928i,0.00065357-0.00053513i,0.00015303+4.8878e-05i,-0.00066371+0.00022831i,-0.00040175+0.00043937i
-0.00057355-0.00042893i,-0.00042395-0.00064448i,0.00024431+0.00021742i,8.735e-05-1.0656e-05i,-0.00046458-0.00017252i,-0.00025729+6.3933e-05i,-0.00047792-0.0004893i,2.9648e-05-0.001088i,0.0008957-0.00054281i,0.0009611-0.00037087i,0.00095774-8.1829e-05i,0.00018185+0.00021105i,5.7152e-05-0.00053923i,0.0011695-0.00038549i,0.0010491+0.00011824i,0.00026817-1.0657e-05i,0.00022868+0.0001637i,0.00042731+0.00033846i,0.00025361+7.1314e-05i,0.00069834-5.4233e-05i,0.0016201-0.00090002i,0.0011894-0.00077335i,0.00026735-0.00062912i
-0.00030155-0.00028513i,-0.0014592-0.00094315i,-0.0016695-0.00017211i,-0.0021615+0.00046547i,-0.0016086+0.00030386i,-0.00057354+0.00010949i,0.00029424-0.00048441i,0.00081596-0.00069753i,0.00062525-0.00038359i,0.00061381-0.00036908i,2.3374e-05-8.2959e-05i,-0.00017516+0.00030671i,0.00049853+0.00030787i,9.1437e-05+0.0002693i,-7.8889e-05-0.00061729i,-0.00038094-0.00099805i,-0.0011249-0.00075654i,-0.0002729-0.00098883i,3.1791e-05-0.0006645i,-0.00050882+0.00029681i,-0.00075972+0.0008262i,-0.00026566+0.00016091i,0.0010274-0.00032246i
-8.4517e-05+0.0011197i,0.00013884-0.00057871i,-3.6971e-05-0.0017286i,-0.00077215-0.00076775i,-0.0019891+0.00025649i,-0.0022794-0.0001199i,-0.0011835-0.00075285i,-0.00092139-0.00027576i,-0.00045891+0.00016201i,0.00075654+0.00058087i,0.00015058+0.001129i,-0.00061949+0.001129i,-0.00011444+0.00056449i,-0.00020299-0.00030273i,-0.00024926-0.00056686i,-0.00025046-5.4985e-05i,-5.051e-05+0.00038353i,0.00023333-0.00017953i,0.00014111-0.00083695i,0.00066005-0.00014391i,0.00077648+0.00016854i,0.00036601-8.4122e-05i,0.00010939-0.0002327i
