-0.003201+0.00014319i,-0.0033336-0.00024468i,-0.0044859+0.00062932i,-0.0038641+0.0018037i,-0.0022691+0.0021424i,-0.0014451+0.0025958i,-0.00036694+0.0025615i,0.00083899+0.0021678i,0.00042687+0.0014357i,0.00027003+2.3797e-06i,0.00096505+0.00022459i,0.00063131+0.00035908i,0.00088315+0.00042602i,0.00072665+0.00071397i,-0.0004906+0.00098675i,-0.00041183+0.0005276i,0.0002003-0.00045324i,-0.000246-0.00023208i,-0.00027411-0.00057752i,0.00010384-0.00083775i,-0.00021849-0.00057309i,-0.00023519-0.00041157i,9.5755e-05+0.00037125i
0.0018125+0.00090289i,0.0018619+0.0015113i,0.0019127+0.0020444i,0.0010279+0.001137i,0.0011546+4.5479e-05i,0.0016021-0.00014607i,0.00092936+0.00080717i,0.0004526+0.0011417i,0.0001575+5.9743e-05i,0.00030171-0.00067229i,0.0010347-0.00060903i,0.0010363+0.00028219i,-0.00013709+0.00028157i,-0.0008206-0.00047775i,-0.00072876-0.00011892i,-0.00015807-0.00025813i,-4.9927e-05-0.00051111i,-0.00037661-4.0612e-05i,-0.00040033+4.4915e-05i,-0.00023013+0.00022811i,0.00024345-1.0857e-06i,0.00070146-0.00060202i,0.00073581-0.00044911i
0.0023979+0.0018795i,0.0026521+0.0016154i,0.0028253+0.00068318i,0.001765+0.00054364i,0.00094848+0.00061284i,0.00068399+0.0010107i,0.0012179+0.00093001i,0.00080757-0.00023109i,-0.00035598-0.00027137i,-0.00058558-7.3124e-05i,-0.00085261-0.00065075i,-0.0012186-0.00087109i,-0.0010862-0.00058539i,-0.00077617-0.00021799i,-0.00012573-9.737e-06i,0.00028597-0.00048229i,-0.00031962-0.00069454i,-0.00052452-0.0010525i,-0.00058968-0.0013659i,-0.0011813-0.0004451i,-0.001054+0.00050668i,-0.00057598+0.00033186i,-0.00032267-0.00024454i
-0.00095171-0.00034025i,-0.0016999-0.00021169i,-0.0017477+0.00034557i,-0.00095934+0.00040162i,-7.6981e-06-0.00023122i,0.00080834-0.00058534i,0.0010325+0.00018764i,0.00090901-0.00010512i,0.00036909-0.0010764i,-0.00026809-0.0013474i,-0.00025043-0.0014605i,-0.00026142-0.0012366i,-0.00030956-0.0013588i,0.00038974-0.00039979i,0.00043973+0.0010147i,-0.00030262+0.00032518i,-0.00055044-0.0011665i,-0.00039594-0.00084158i,-9.8319e-05-0.00020571i,-0.00017389-0.00029627i,0.00029131+0.00053606i,0.0010515+0.00089034i,0.00041185+0.00066025i
0.0014631-0.00017378i,0.00087105+0.00019153i,3.331e-05-0.00048949i,0.00029979-0.0006505i,0.0012321+0.00073482i,0.0013297+0.0017435i,0.0012834+0.0011167i,0.0010478+0.00040539i,-9.5616e-05-7.2444e-05i,-0.00080827-0.00075378i,-0.00084128-0.00088569i,-0.00094982-0.00088249i,-0.00086803-0.00070387i,-0.00041522-7.156e-05i,-0.00058375-7.2994e-06i,-0.00048974+0.00044399i,-0.0006464+0.00091279i,-0.0010488+0.00047296i,-0.00039214+2.2667e-05i,0.00058153-0.00026661i,0.0010553-0.00034968i,0.00064592-0.00014648i,-1.3004e-05+0.00038283i
-0.0014056+0.00079412i,-0.0021809+0.00084652i,-0.002864+0.00099129i,-0.0017795+0.0015713i,-0.00069995+0.0011313i,0.00077969+0.00020213i,0.0014008-1.1844e-06i,0.00075831+0.00068534i,-1.2549e-05+0.00059566i,-0.00033795-3.6543e-05i,-0.00083108+0.00014397i,-0.00089118-2.5511e-05i,-0.0005872-0.00057135i,-0.00017692-0.00025057i,-0.00038325+0.00021057i,-0.00072036-8.2513e-05i,-0.00029037-0.00037604i,0.0005972-0.00022883i,0.00094296+6.9688e-07i,0.0011214+0.00032339i,0.00078364+0.0007029i,-0.00018521+0.00021542i,-0.00035332-0.00078635i
0.00067929+8.8749e-05i,0.000242-9.334e-05i,0.00070395+0.00053911i,0.00091757+0.001311i,0.0010804+0.0014536i,0.0013763+0.00096449i,0.0010379+0.0006093i,0.00095305+0.00031062i,0.00053843+0.00095814i,-0.00057797+0.0013725i,-0.00053817+0.00033068i,0.00025338-0.00024079i,0.00083985-0.00049777i,0.00084983-0.00091436i,-0.00037115-0.00061653i,-0.0015719-0.00035542i,-0.001451-6.9875e-05i,-0.00060254+0.00046718i,-0.00062833+0.00096591i,-0.00081122+0.00034464i,-0.00052826-0.00068456i,-0.00015194-0.00054259i,-0.0001537-0.00021911i
-0.0010787-0.001403i,-0.0020949-0.0017823i,-0.0023241-0.0014253i,-0.0012142-0.00094591i,0.00023581-0.0008295i,0.00084755-6.9607e-05i,0.001043+0.00037611i,0.00085893+0.00021745i,0.00014331-0.00032137i,-0.00055841-0.0011608i,-0.00042462-0.0014999i,-0.00030342-0.00048628i,-0.00069464+0.00047471i,-0.00069889-0.00016354i,-7.0927e-05-0.00060071i,0.00047708-0.000105i,0.00083909+5.7739e-05i,0.0012384+5.9979e-05i,0.00050486+0.00030597i,-0.00025066-3.847e-05i,-0.00047622-0.00058997i,-0.00034452-0.00055123i,0.00018666-0.00067223i
0.00074627+0.00071226i,0.00089655+0.00092457i,0.00065626+0.00047096i,0.00068973-0.00028014i,0.00093836-0.00059209i,0.00098253+0.00044665i,0.00078834+0.00093062i,0.00019601+7.8699e-06i,0.00023705-0.00049077i,-1.1246e-06-0.00019128i,-0.00047753-7.8426e-05i,-0.00091978+7.6288e-05i,-0.00082067-4.0016e-05i,3.4998e-05-0.00032821i,4.7847e-05-0.00051703i,-0.00025769-0.00071294i,-9.8283e-05-0.0010802i,-0.00014245-0.00032961i,-0.00010805+0.00044734i,0.00013058+0.00038482i,0.00010955+0.00012749i,0.0003879-4.8093e-05i,0.00041928-0.00012449i
0.00097567+0.00054783i,0.0012144+0.0012398i,0.0011689+0.0016822i,0.00062994+0.0024626i,0.00034634+0.0028407i,0.0010329+0.0012117i,0.0015776+0.00013396i,0.00082231-0.00011471i,-0.0001214-0.00013721i,-0.00021138+0.00036307i,-3.8388e-05+0.00021577i,-0.00046798-0.00042354i,-0.00046181-0.00010024i,-7.1306e-05+5.0067e-05i,-0.00028342-0.00056058i,7.4834e-05-0.00067658i,0.00034875-0.0011001i,0.00020291-0.0010141i,-0.0002053-0.00038644i,-0.00047316-0.00025305i,0.00010979-0.00055394i,0.00043068-0.00055333i,0.00015193-0.00012221i
-0.0018323+0.00093314i,-0.0011413+0.0015467i,-7.2159e-05+0.0022001i,0.0015324+0.0013232i,0.0023715+0.00054617i,0.0020578+0.00078704i,0.0018414+0.00056777i,0.0014014-0.00016736i,0.00052215-0.00075375i,0.00012729-0.00076528i,-0.00025353-0.00094168i,-0.00064254-0.00024519i,-4.7277e-05+0.00046367i,0.0012934+1.5526e-05i,0.0013266-0.00049936i,8.1744e-05-6.7958e-05i,-0.00021278+0.00024146i,-0.0001575-0.00010038i,0.00020498-0.00010917i,-0.00011978+0.00055099i,-0.0005455+0.0002458i,-0.00011493-0.00026682i,0.00085553-0.00048396i
-0.0040653-0.002617i,-0.0059492-0.002153i,-0.0070249-0.0012423i,-0.0045855+0.00049549i,-0.0013488+0.0023117i,0.00031281+0.0027061i,0.001135+0.0018631i,0.00065218+0.0007037i,-0.00046852-0.00079949i,-0.00092657-0.00054278i,-0.00092067+0.00012759i,-0.00080088-0.00019316i,-0.00089486+0.00021284i,-0.00063994+0.00078619i,-0.00010197+0.0010425i,5.2087e-05+0.00066213i,-0.0004111+0.00042387i,-0.00086194-5.0547e-05i,-0.00060831-0.00060007i,-0.0004664-0.00050588i,0.00011793-7.5297e-05i,0.00027174+0.00046173i,-0.00027189+0.0010181i
-0.0018669-0.00022252i,-0.0011895-0.00040847i,-0.00093706+0.00053944i,-0.00038626+0.00051366i,0.0002719-0.00044957i,0.001304-0.00065933i,0.001831+7.7111e-05i,0.00097961+0.00036232i,-0.00015639+0.00084699i,-0.0007375+0.0010772i,-0.00025123+0.00045487i,-3.8103e-05+9.3478e-05i,0.0001441+0.00014076i,0.0002539-5.9012e-05i,-0.00012454+0.00048663i,0.00050546+0.00057433i,0.00041551-0.00041263i,-0.00035953-0.00075862i,-0.00036192-6.8535e-06i,-0.00041696-0.00047227i,-1.1524e-05-0.00086071i,4.733e-05-0.00078081i,-0.00044022-0.00070533i
-0.00021532+0.0024493i,0.00069014+0.0020981i,0.00062198+0.0027225i,0.00070422+0.0026838i,0.00080667+0.0020357i,0.0012239+0.0017893i,0.0014523+0.0014014i,0.000585+0.00022314i,7.5234e-05-0.00019539i,-4.5269e-06+0.00024009i,1.5538e-05+0.00017516i,-0.00020109-0.00054113i,-0.00052506-0.00022385i,-9.5016e-06+0.00020853i,0.00044656+7.9809e-05i,-0.00026165-0.00016094i,-0.00055855-0.00072008i,0.00011938-0.00025203i,0.00066273+0.00058241i,0.00052714+0.00040222i,-0.00047245+0.00011467i,-0.00073409+0.00027508i,-0.00045416+4.7706e-05i
-0.00020843+0.0030151i,-0.0010924+0.003088i,-0.0015709+0.0019786i,-0.00052548+0.00092569i,0.00059494+0.00096087i,0.0011008+0.00076708i,0.00074817-0.00050482i,0.00049733-0.00059944i,0.00054186-0.00047574i,0.00044946-0.00059757i,0.00023603-0.00075432i,4.3085e-05-0.00018039i,-6.9131e-05-6.721e-05i,-0.00058518-0.00091596i,-0.00099543-0.00061063i,-0.001136-8.838e-05i,-0.00074018-0.00058879i,0.00034407-6.425e-05i,0.00078588+0.00055613i,0.00068334+0.00049803i,0.00066171+0.00062593i,0.00018257+0.0003975i,-0.00035344-0.00021042i
-0.0019109+0.0013213i,-0.0024359+0.00027719i,-0.0019712-5.2059e-05i,-0.0014105+0.00090117i,-0.0009421+0.00069505i,-0.00030576+0.00088328i,0.00082515+0.0012201i,0.0012932+0.00072617i,0.00075702+0.00072772i,4.9495e-05+0.0006543i,0.00020242-4.72e-05i,0.00017261-0.00067667i,-0.00039596-0.0010828i,-9.3726e-05-0.00064448i,0.00039637+5.4787e-05i,9.6685e-05-0.00032709i,-0.00012162-0.00064961i,-0.00019561-0.00027313i,-0.00018189-0.00035805i,-0.00014051-5.7323e-05i,0.0007209+0.00010744i,0.0011271-6.9487e-05i,0.00016892-9.1081e-05i
0.00031142+0.0021731i,0.0015758+0.0021007i,0.0011845+0.0016521i,-7.866e-05+0.00043394i,0.00099375+0.00024598i,0.0020203+0.00064122i,0.0015948+0.00070997i,0.00084701+0.00035115i,0.00039254+5.9745e-05i,-0.00026654-0.00060498i,-0.00044615-0.00096125i,-0.0002866+0.00014058i,-0.00025442+0.0011002i,0.00029559+0.0010021i,7.5531e-05+0.00011493i,-0.00070903-0.0002249i,-0.00030719+1.9994e-05i,-1.1886e-05+0.00046431i,5.6913e-05+5.8331e-05i,0.00016675-0.00042154i,8.3586e-05-0.00045903i,-0.00071109-0.00054366i,-0.0010723-0.00062678i
0.00082784-0.00043547i,0.0013877-0.00044366i,0.00053328-3.603e-05i,0.00028531+0.001004i,0.00057135+0.00077684i,0.0013152-0.00039239i,0.0018785-0.00045278i,0.0012878-6.396e-05i,0.00068832+0.00025533i,0.00023294+0.0006376i,0.0005742+0.00072834i,0.00046523+0.00044158i,-0.00065066+0.00032341i,-0.001095+0.00024823i,-0.00058663-0.00015565i,-0.00017267-0.00019978i,3.1421e-05-0.00039495i,0.00020198-0.00070875i,0.00013374-0.0012449i,0.00044906-0.0010237i,0.001393+0.00011577i,0.0015305+0.00027032i,0.0005518-9.7032e-05i
-0.0018024-0.00077509i,-0.0012049-0.00086502i,-0.0010152-0.0012029i,0.00019725-9.6636e-05i,0.00096146+0.0013882i,0.00071326+0.0014263i,0.0011707+0.00071526i,0.0013468+0.00072963i,0.00049763+0.0011366i,-0.00038013+0.0017205i,-0.00042683+0.0020807i,-0.00012901+0.0012421i,-0.00030246+9.7575e-05i,-0.00044062-0.00072882i,-0.0004794-0.0011434i,-0.00072312-0.00060031i,-0.00076087-0.00012595i,-0.00097737+0.00021351i,-0.00085567-8.4539e-05i,-0.00036687-9.8464e-05i,-0.00034298+0.00033647i,0.00012981+0.00010656i,0.00039373-0.00048366i
-0.0014516+0.0014337i,-0.0019886+0.00097648i,-0.0018881+0.00028895i,-0.0009095+0.00094156i,-0.00030789+0.0020749i,-0.00010738+0.00063393i,0.00075168-0.00066818i,0.00053255+0.00025313i,-0.00056605+0.0010793i,-0.0010083+0.0004818i,-0.00085903-0.00037381i,-0.00012774-0.00070609i,0.00030704-0.00027057i,0.00056753+0.00018028i,0.00025886+0.00027737i,0.00012766+0.00050657i,0.00067068+0.00041968i,0.00052213-2.5327e-05i,0.00010973-7.5239e-05i,8.7099e-05+0.00017097i,-0.00057035+4.9252e-05i,-0.00088656-0.00091288i,7.4286e-05-0.00074959i
8.3837e-06+0.00016898i,-0.00014257+0.00076484i,-0.00051392+0.0014144i,-0.00051569+0.00073989i,0.00010192+0.00015036i,0.00094905+0.0012303i,0.0014585+0.0017767i,0.0016357+0.00063959i,0.00095675-0.00048833i,-0.00040089-0.00045381i,-0.00055467-0.00059256i,-9.051e-05-0.00018398i,0.00021297+0.0003448i,0.00033056+0.00033377i,0.00061967-0.00012865i,0.0008299-0.00036162i,0.00060426+7.0979e-05i,-0.00033387+0.00017292i,-0.0011126-0.00044688i,-0.00025421-0.0009035i,0.00032173-0.00072744i,-0.00020691-0.00097992i,0.00021336-0.00041072i
-0.0019111-0.00097977i,-0.002526-0.00066982i,-0.0026858-0.00018304i,-0.0026931+0.0010977i,-0.0022149+0.0018302i,-0.00011432+0.00040338i,0.001808-0.00031306i,0.0012517+0.00014028i,0.00017073-0.00072256i,-0.00063839-0.0013912i,-0.00088029-0.00089492i,-0.00039662-0.0009077i,9.1103e-05-0.0009416i,0.00016847+0.00024146i,-0.00020785+0.00078439i,-0.0011618+0.00014272i,-0.0014472+9.2114e-05i,-0.0013297+8.3227e-05i,-0.0013243-0.00065549i,-0.00072719-0.00057719i,-0.00033625-0.00018252i,-0.00016819-0.00017254i,0.00044023-0.00010517i
0.0015687-0.00086864i,0.0022909+9.1493e-05i,0.0024028-0.00027622i,0.0020439-0.00024908i,0.00093233+0.00084718i,0.00085596+0.0016547i,0.001885+0.0014002i,0.0026954-0.00035559i,0.0016601-0.0013969i,-0.00024687-0.0013801i,-0.00065438-0.0011292i,-0.00010643-0.00050091i,-0.00046154-0.00088671i,-0.0010826-0.0012268i,-0.00037111-0.00087357i,0.00058237-0.00032296i,7.6426e-05-0.00021781i,-0.00094377+0.00026279i,-0.00093475+0.00031098i,9.3176e-05+0.00024994i,0.00089691+0.00030343i,0.00058907-0.00018412i,-0.00012389-0.00044178i
-0.0008696-0.002746i,-0.0012-0.0041346i,-0.0013669-0.0027748i,-0.00095705-0.00070411i,-0.00036106-0.0002211i,0.00032955+0.00015923i,0.0008528+0.0005975i,0.00090627+0.00058128i,-0.00054895+0.0010225i,-0.001577+0.00070262i,-0.00053298-2.2711e-05i,0.00035968+0.00084087i,8.4175e-05+0.00088612i,-0.00084846+4.2818e-05i,-0.0012534-0.00059475i,-0.0002321-0.001043i,0.00024633-0.0011351i,0.00020308-0.0007939i,0.00017606-0.00031309i,-5.2054e-07-0.00023399i,0.00042002-0.00040701i,0.00039688-0.00013467i,0.00013682+0.00025369i
-0.00063018+0.0002825i,-0.0014198+0.00084382i,0.00066452+0.0014075i,0.0015022+0.0006139i,0.00071093+0.00038668i,0.00098686+0.00064156i,0.0013447+0.00033411i,0.00062538+0.0001462i,-3.3935e-05-0.00010923i,0.00016748-0.00073015i,-0.0001641-0.00074756i,-0.0010729+0.00014214i,-0.00097901+0.00010142i,-0.00066827-0.00014412i,-0.00088646-0.00035812i,-0.00027734-0.00028907i,4.5512e-05+0.00028232i,-0.00017651-2.5486e-05i,-0.0003138-0.00077669i,0.00019597-0.0012736i,0.00025436-0.00082019i,-0.0003905+0.00059943i,-0.00039382+0.0010964i
-0.00041444+5.0272e-05i,-0.00066234+0.00060084i,-0.0018664+0.00085222i,-0.0014927+0.0013639i,-0.00063681+0.0016829i,-8.2955e-05+0.0015718i,0.00044185+0.0013448i,0.0010905+0.00041319i,0.0013258-0.00011199i,0.00062194+0.00023924i,3.6488e-05+0.00075725i,-0.00011713+0.00068627i,-0.0011208+1.4701e-05i,-0.00099528-0.00010407i,0.00011668-0.00027681i,0.0002297-0.00048411i,0.00021504+0.00011076i,8.7654e-05+0.0010613i,-0.00033783+0.00083439i,8.4565e-06-0.00048579i,0.0001872-0.0001958i,-0.00019412+0.00032304i,-0.00044786-0.00016145i
0.0010643-0.0011244i,0.0020219-0.0015785i,0.0022599-0.00079549i,0.0017386+5.7825e-06i,0.0012356-0.00039755i,0.00083549-0.0003822i,0.00089535+0.00065454i,0.0012067+0.00087514i,0.00045135+9.2038e-06i,0.00032211-0.00029269i,0.00028218-0.00089106i,-0.00032143-0.00086044i,-0.00063196+0.00032849i,-0.001031+0.00046285i,-0.0013279+9.3669e-05i,-0.00087724-3.1948e-05i,-0.00043226-0.0002515i,-0.00014182-0.00052668i,3.5044e-06+0.00024604i,-0.00031044+6.9065e-05i,9.0834e-05-0.00068175i,0.00043665-0.00078664i,-0.0001165-0.00086984i
0.00051307+0.00089355i,0.00012664+0.00082617i,0.00075951+0.00051628i,0.00068742-0.00048822i,0.00038102-0.00063194i,0.00096673+0.0007339i,0.0013348+0.00083899i,0.0013881-0.00026004i,0.00092821-0.00013698i,0.00045746+0.0001126i,-0.0002099-1.1678e-05i,9.2055e-05+0.00030778i,0.00038725+0.00010619i,-0.00041707-0.00052272i,-0.00018605-0.00068597i,0.00028214-4.4244e-05i,0.00011717-3.2568e-06i,7.7171e-05+0.00023083i,-0.00028514+0.00046804i,-0.00039777+0.00035057i,-0.00011964-0.00050682i,0.00029357-0.00078156i,0.00065219-0.00025876i
-0.00071228-0.0011446i,-0.00086139-0.0017141i,0.0004124-0.0009286i,0.0010355-0.00037448i,0.00082503+8.2077e-05i,0.0007748+0.001032i,0.00057752+0.00095704i,0.00056952+3.1395e-05i,-0.00016786-0.00070274i,-0.00085134-0.00083996i,-0.00033697-9.894e-05i,0.00036647+0.00044086i,0.00023122+0.00099801i,0.00034538+0.00080588i,0.0003902+0.00013936i,0.00019121+0.0001166i,0.00024512+0.00032877i,-0.00017402+0.00046009i,-0.00056656+0.00082308i,-0.00034185+0.0004618i,-0.00047433-0.00035818i,-0.00091881-0.00035082i,-0.00058321+0.00051581i
-0.0037402+0.00078478i,-0.0043259+0.0016225i,-0.002871+0.0023456i,-0.00078874+0.0025404i,0.00067538+0.0024882i,0.0010546+0.0017231i,0.00077007+0.0010319i,0.00031069+0.00083605i,-0.00041908+0.00080031i,-5.3711e-05+0.00069666i,0.00024101+0.0007672i,-0.00025686+0.00082341i,0.00034733+0.00085468i,0.0013684+0.00080871i,0.00091326+0.0004953i,0.00031288-0.00020827i,-6.3414e-05-0.00091144i,-0.00019854-0.0007972i,9.9669e-05-0.00021718i,0.00038724-0.00028881i,0.00082935-0.00079006i,0.00096734+3.9425e-07i,0.00026019+0.00071536i
0.00058404+0.001313i,0.00037184+0.0016135i,-0.00056128+0.0019793i,-0.00010062+0.0010934i,0.00091442-0.00085885i,0.00066915-0.0013779i,0.00060672-0.00047094i,0.00081137+0.00019245i,0.00044717-0.00021851i,-0.00051438-0.00040474i,-0.00050968-0.00020087i,2.4497e-05-0.00038186i,-0.00014554-0.00049246i,-0.00094411+8.5307e-05i,-0.0012102+0.0002053i,-0.0001783+8.1642e-05i,0.00043971+0.00045825i,0.00038186-0.00022517i,3.9525e-05-0.00095285i,0.00024061-0.0003433i,0.0006488+0.00020884i,3.2973e-05-0.00021969i,-0.0001658+3.0041e-05i
-0.0016822-0.0014872i,-0.00083706-0.0011203i,-0.0010541+0.00076319i,-0.001222+0.0018443i,-0.00084075+0.0018826i,-8.9516e-05+0.00111i,0.0010932+0.00038501i,0.0012994+0.00024639i,-0.00025427+0.0004133i,-0.00088447+0.00073879i,-0.00048757+0.0004066i,-0.00049734-0.00025358i,-0.00070139-0.00063194i,0.00017553-0.00071646i,0.00067167-0.00074439i,0.00034085-0.00089324i,0.0002073-0.0008798i,0.00029285-0.00059645i,0.00043064-0.00022971i,-0.00042101-0.00016351i,-0.0008628+7.3893e-05i,-0.00054369+2.0861e-05i,-0.00064004-0.0003323i
-0.0025342-0.00060761i,-0.0029115+0.00040183i,-0.0031772+0.0022953i,-0.0021638+0.003576i,-0.00043978+0.0032474i,0.00074576+0.0021817i,0.0010329+0.0013872i,0.0013252+0.00074814i,0.0012573+0.00028319i,0.001101+0.0005249i,-0.00039412+0.00031762i,-0.00034414+0.00030437i,0.00037249+0.00051002i,-0.00023525+0.00023548i,-0.00068053-3.1583e-05i,-0.00036307+0.00029858i,-8.2601e-05-2.7229e-05i,-0.00065119-0.00068214i,-0.00094079-0.00042811i,-0.00054669-0.00031139i,0.00066487-0.00049258i,0.0010674+0.00019684i,0.00049804+8.0716e-05i
0.0017597-0.00046626i,0.0018268-0.0013393i,0.0020114-0.0023927i,0.000948-0.0022276i,0.0006054-0.00092767i,0.0010023+0.00033355i,0.001729+0.0010964i,0.0018206+0.00024794i,0.00080749-0.00064762i,0.00049108-0.0010799i,0.00043383-0.0014027i,-0.00021054-0.0011174i,-0.00067125-0.00093544i,-5.7674e-05-0.00098999i,0.00022465-0.00065221i,-0.0010399-0.00039652i,-0.0019724-6.5494e-05i,-0.0014298-4.6748e-05i,2.4931e-05-0.00045139i,0.00077668-2.5358e-05i,0.00073426+0.00034961i,0.00076584+0.00030223i,0.00011437-9.4805e-05i
0.00046338-0.0014913i,-9.654e-05-0.00056742i,-0.00032351-0.00058778i,-0.00040422-0.00078459i,-0.00072834+1.5e-05i,-6.0314e-05+0.00077905i,0.0014507+0.00035737i,0.0020286-0.00056499i,0.001553-0.0011194i,0.00059756-0.00076614i,-0.00020418-0.00035583i,0.00017439-0.00096095i,0.00065488-0.0010082i,0.00029486+3.0416e-05i,-0.0002662+0.00021712i,-0.00079092-0.00036427i,-0.00064251-0.00056001i,-0.00029941+0.00013703i,-0.00093061+0.0010473i,-0.001485+0.00097152i,-0.00037723-0.0003439i,0.00010335-0.0010892i,-0.00037793-0.00037181i
-0.00041388-0.00045121i,-0.00045094-0.00053042i,-0.0018991-0.0012127i,-0.002209-0.00038043i,-0.0014265+0.0006215i,0.00013429+0.00089192i,0.00078469+0.0010949i,8.8059e-05+0.00081297i,-0.00051375+0.00038869i,-0.00051223-0.00046434i,-0.00041749-0.0010293i,-0.00022944-0.00030001i,-0.00028364+0.00028785i,-0.00049401+0.00030494i,-0.00076857+0.00029646i,-0.00069841+0.00054408i,-7.7953e-05+0.00065214i,0.00028608+0.00045271i,-0.00032946+0.00028493i,0.00019873-0.00018185i,0.00093411-0.00056704i,0.00073922-0.00049328i,7.1701e-05-4.8003e-05i
-0.0019113-0.00020364i,-0.0016545+0.00083621i,-0.001345+0.0014045i,-0.00056736+0.0017648i,-0.00035538+0.0013093i,0.00011394+0.00097342i,0.0012858+0.0008817i,0.0017834+0.00071i,0.00075922+0.00068739i,-0.00052469+0.00010871i,-0.00094009-0.00053936i,-0.00065748+5.436e-05i,-4.7063e-05+0.00094196i,0.00034389+0.00094911i,-0.00023024+0.00089108i,-0.00080853+0.00033558i,-0.00060713-2.587e-05i,-0.00029269-0.00060587i,-0.00015069-0.00089857i,-5.3092e-05-0.00018501i,1.9762e-05-8.2602e-06i,-0.00037473-5.7064e-05i,-0.00058704+8.8629e-05i
-0.0010779-0.0017679i,-0.0026143-0.001788i,-0.003022-0.001456i,-0.0025029-0.00061386i,-0.0013018-1.0374e-05i,-5.6752e-05+0.00070247i,0.00071873+0.0014892i,0.00067447+0.0010745i,5.6668e-05+0.00033264i,-0.0005908+0.00036925i,-0.0014921+0.00051975i,-0.0013035-0.00021003i,0.00025149+0.00013888i,0.00073887+0.00067085i,-9.7063e-05+0.0001576i,6.8949e-05-0.00041932i,0.00047771-0.00053572i,-6.8276e-05+2.8499e-05i,-0.00055175+0.00011953i,-0.00017711-0.00032491i,-9.3017e-05-0.00045725i,-0.00044285-0.00046126i,-0.00094322-0.0001145i
-0.00055354-0.0018756i,-6.4574e-05-0.00065543i,-0.00043473+0.00026986i,-9.4272e-05+0.00093766i,0.0005028+0.0014883i,0.0011394+0.0018344i,0.0017201+0.0018564i,0.001375+0.0005603i,0.0010245-0.0004024i,0.00092794-4.6313e-05i,0.00038156+0.0002993i,-0.00033086-0.00018584i,-0.00060248-0.00084523i,-4.3431e-05-0.00073943i,0.00087671-0.00086727i,0.00098312-0.0016824i,0.00077116-0.001791i,0.00025467-0.00076211i,-0.00041991+3.4388e-05i,-0.00079355-0.00018009i,-0.00030224+0.00012616i,0.00038995+0.00067965i,-0.00015743+0.00033938i
-0.0013118-0.0023312i,-0.00099983-0.0028068i,-0.0014775-0.0034054i,-0.0017236-0.0017242i,-0.0013367+0.00052788i,-0.00048618+0.0013733i,0.00069216+0.0012402i,0.0007362+0.00028074i,-5.7829e-05-0.00095315i,-0.00042731-0.00057366i,-0.0010882+0.00010287i,-0.00057803-8.0959e-05i,-0.00023381+0.00065018i,-0.0014447+0.00050382i,-0.0012787-8.6539e-05i,-0.00064221-0.00031709i,-0.00066274-0.00074649i,-0.00071018-0.00029019i,-0.00083619+0.00046047i,-0.00061365-0.00017735i,-4.2222e-05-0.00097394i,0.0010085-0.00066197i,0.00084627-0.00011477i
-0.00065674+0.0033991i,0.0007835+0.0043463i,0.0016482+0.004491i,0.0017227+0.0023089i,0.0017817+0.00054748i,0.0017225-0.0005397i,0.0021672-0.00050092i,0.0024402+0.00050628i,0.0017405+0.0012895i,0.00034389+0.0013302i,-0.00043366+6.0628e-05i,-0.00024033-0.00032906i,0.00013216+0.00054291i,0.00045395+0.00029128i,0.00015581+0.00022595i,-0.0001037+7.6359e-05i,-0.00024669-0.00093897i,0.00031986-0.001102i,0.00085422-0.00028527i,0.00031234+0.00035076i,-7.9048e-05+0.00023826i,5.097e-05-0.00013254i,0.0005589-0.00014779i
-0.0016035-0.00067961i,-0.0013249-0.00016909i,-0.00067079+0.00079093i,-2.1205e-05+0.0017945i,-3.6079e-05+0.0022691i,8.8977e-05+0.0018187i,0.001179+0.00080763i,0.0012775+0.0010405i,-7.2433e-05+0.0006838i,-0.00029211-0.00031126i,-0.0003784-0.00020672i,-0.00059578+0.00014751i,-0.00052644+0.00038118i,-0.0010956+0.00062591i,-0.0011011+0.00042569i,-0.00072649-0.0003324i,-9.0916e-05-0.00088308i,0.00031243-0.0003302i,-0.00012681-0.00019142i,-0.00042725-0.0006114i,0.00053221-0.0010777i,0.00091295-0.0011205i,-0.00013803-0.00044942i
0.0010493-0.0017045i,0.00075636-0.0016876i,0.0010727-0.001708i,0.00068047-0.0014557i,-0.00010813-0.0010725i,-0.00036914-0.00029218i,0.00058325+0.00074455i,0.00077731+0.00082021i,-0.00040917+0.00078376i,-0.0009041-0.00028662i,-0.0011343-0.00060262i,-0.0012289-0.00026438i,-0.00042289-0.00033447i,0.00025321+8.5216e-05i,-0.00024406+0.0003776i,-0.0010365-0.00081853i,-0.0010406-0.0010801i,-0.00083351+9.824e-05i,-0.00050267+0.0005064i,0.00024297+0.00034736i,0.00078795+0.00019298i,0.00021291+0.000298i,-0.00086419+0.00061645i
