-0.0032704+0.00013026i,-0.0021528-0.00011363i,-0.0033312-0.00050218i,-0.003567+2.2799e-05i,-0.0020581+0.00077346i,-0.00055177+0.0011127i,0.00021159+0.0010805i,0.00080097+0.0007844i,0.0010611+0.00066648i,0.00052009+0.00070161i,0.00033861+0.00029885i,-0.00019457-1.3763e-05i,-0.00042021+0.00011073i,0.00020654+0.00049405i,-0.00028426+0.0011224i,-0.00058993+0.00073503i,1.6396e-05+0.00068253i,-0.0007652+0.00051125i,-0.0011729+0.0001584i,-0.00039809+0.00041907i,-0.00051522+0.00015601i,-0.0006796-0.00024312i,-0.00038533+2.9241e-05i
-0.23458-0.06985i,-0.55906-0.39153i,-1.0885-0.85512i,-1.5117-0.93858i,-1.3617-0.47923i,-0.85234-0.034326i,-0.56765+0.11255i,-0.50373+0.17204i,-0.35816+0.19445i,-0.16162+0.1422i,-0.055392+0.066693i,-0.040287+0.0072582i,-0.05882-0.006302i,-0.060641-0.0078152i,-0.055829-0.028487i,-0.053717-0.026847i,-0.02831+0.0060745i,0.011163+0.026336i,0.03056+0.018508i,0.024085+0.0096221i,0.016581+0.02005i,0.023922+0.032804i,0.026091+0.032336i
-0.10678+0.0065341i,-0.21626+0.34964i,-0.1914+1.0146i,0.035294+1.4198i,0.25863+1.0706i,0.28757+0.44634i,0.24201+0.19131i,0.22257+0.20676i,0.17503+0.18666i,0.10825+0.097477i,0.053316+0.037217i,0.019091+0.03578i,0.020007+0.035228i,0.024232+0.0292i,0.023406+0.042514i,0.029414+0.044527i,0.029035+0.018803i,0.024177-0.007487i,0.015993-0.014847i,0.0059951-0.0083271i,0.0073029-0.0070962i,0.015624-0.019039i,0.022718-0.029858i
0.2706-0.070653i,0.63614-0.22052i,1.0295-0.46482i,1.1336-0.66938i,0.75931-0.61331i,0.21412-0.35796i,-0.072809-0.18385i,-0.082628-0.14121i,-0.037534-0.10229i,-0.031341-0.042253i,-0.012199-0.0031289i,0.031236-0.00013099i,0.04914-0.021574i,0.040407-0.037821i,0.038512-0.032392i,0.050194-0.0226i,0.055178-0.032615i,0.036897-0.04775i,0.0090276-0.038523i,-0.0052949-0.013491i,-0.009966-0.0059142i,-0.023566-0.022843i,-0.037863-0.036332i
-0.13801+0.19841i,-0.40635+0.25966i,-0.7499+0.12093i,-0.91505-0.046599i,-0.74861+0.052286i,-0.41012+0.25745i,-0.19078+0.2522i,-0.17057+0.07765i,-0.17502-0.019492i,-0.10537+0.0010123i,-0.052095+0.014645i,-0.049665+0.0022854i,-0.042466+0.003879i,-0.023767+0.0056267i,-0.020162-0.0068682i,-0.027584-0.028473i,-0.036387-0.040524i,-0.04742-0.033426i,-0.059749-0.018252i,-0.062903-0.0009077i,-0.055385+0.02353i,-0.042519+0.05113i,-0.029459+0.061057i
-0.065412-0.083606i,-0.01959-0.071547i,0.11221+0.13414i,0.22093+0.32327i,0.2911+0.12997i,0.34542-0.27068i,0.28295-0.43316i,0.12472-0.29624i,0.0036146-0.13115i,-0.041094-0.065627i,-0.037912-0.029735i,-0.0044147-0.003563i,0.021563-0.012845i,0.020322-0.032219i,0.013661-0.034801i,-0.0054396-0.027077i,-0.035384-0.0092587i,-0.039596+0.019021i,-0.0095326+0.044007i,0.014911+0.051196i,0.014502+0.041089i,0.0088595+0.022981i,0.0062512+0.0090618i
0.096158-0.040252i,0.23652-0.054963i,0.41879-0.13742i,0.46931-0.27487i,0.22706-0.24536i,-0.095989-0.046451i,-0.15797+0.054219i,-0.030704+0.0013053i,0.0342-0.051635i,0.0057477-0.058874i,-0.022712-0.054774i,-0.028435-0.041287i,-0.032412-0.022238i,-0.038664-0.0031701i,-0.033143+0.0012071i,-0.0068633-0.018755i,0.027062-0.053245i,0.041424-0.095851i,0.01837-0.12028i,-0.013886-0.091026i,-0.021103-0.035517i,-0.010986-0.00015396i,-0.0049318+0.0090085i
0.098058-0.017534i,0.078316-0.13637i,-0.048755-0.26483i,-0.13673-0.24896i,-0.056363-0.1022i,0.068277+0.040524i,0.094708+0.11509i,0.055785+0.12235i,0.040967+0.088892i,0.04528+0.041433i,0.022333+0.009787i,-0.0023895+0.011105i,0.007848+0.01971i,0.034607+0.018119i,0.052053+0.021365i,0.054351+0.02782i,0.037228+0.028374i,0.0077062+0.028409i,-0.014241+0.032062i,-0.017787+0.030407i,-0.010776+0.023077i,-0.0016752+0.021777i,0.01061+0.018515i
-0.057453+0.17724i,-0.025717+0.32161i,0.0031802+0.35281i,-0.081649+0.27432i,-0.14067+0.16769i,-0.079244+0.0091258i,-0.094561-0.12586i,-0.1989-0.08824i,-0.19672+0.017587i,-0.092932+0.043345i,-0.0037713+0.026568i,0.037753+0.001297i,0.033085-0.0088711i,0.019412+0.0011091i,0.01647+0.0011403i,0.01183+0.0026484i,0.015467+0.016648i,0.030373+0.026625i,0.046588+0.015685i,0.046687-0.022411i,0.019814-0.054623i,-0.0069058-0.053671i,-0.01286-0.033297i
-0.145-0.21549i,-0.31426-0.29841i,-0.33091-0.21043i,-0.13903-0.068842i,-0.012768-0.030449i,-0.070454-0.0025925i,-0.086735+0.048594i,-0.0093582+0.010452i,0.0051121-0.04474i,-0.023318-0.02764i,-0.016511+0.0023805i,0.0034014+0.007893i,0.01054-0.0077335i,-0.0059218-0.023271i,-0.032614-0.011085i,-0.02661+0.01067i,0.015082+0.0032593i,0.044711-0.03i,0.026216-0.054802i,-0.010255-0.046457i,-0.013218-0.021198i,0.0024889-0.0087723i,0.0057358-0.00084569i
0.22661+0.022209i,0.39613+0.015474i,0.44625+0.0073542i,0.36117+0.022132i,0.25832+0.045872i,0.19368+0.01179i,0.14985-0.060291i,0.12465-0.10172i,0.10073-0.10999i,0.054301-0.07067i,0.022578-0.024394i,0.0090154-0.018554i,-0.0090862-0.013035i,0.0028294+0.017166i,0.052235+0.027374i,0.085459-0.00079988i,0.073752-0.023412i,0.037861-0.013059i,0.014076+0.013766i,0.0071744+0.022763i,-0.010715+0.0075252i,-0.030215-0.0044049i,-0.028496-0.015252i
-0.075559+0.12017i,-0.20222+0.14997i,-0.38178+0.13642i,-0.4508+0.15854i,-0.3102+0.20395i,-0.13258+0.21302i,-0.065723+0.20675i,-0.059178+0.19444i,-0.044151+0.13426i,-0.024818+0.054994i,-0.017417+0.017293i,-0.013179+0.017461i,0.0029386+0.023925i,0.0085972+0.0077741i,-0.029648-0.020057i,-0.087256-0.014943i,-0.10036+0.022665i,-0.049382+0.042564i,0.016413+0.02295i,0.042299-0.010387i,0.036208-0.02708i,0.024154-0.02613i,0.0045317-0.01224i
-0.099529+0.041417i,0.003074+0.19019i,0.2977+0.31648i,0.50793+0.25456i,0.42862+0.086001i,0.29175-0.022264i,0.24873-0.090888i,0.17896-0.11074i,0.093401-0.053479i,0.04557-0.018753i,0.012952-0.00083287i,0.010117+0.029977i,0.014657+0.018806i,-0.015439-0.0023446i,-0.037933+0.024025i,-0.0077909+0.074363i,0.042086+0.093041i,0.057258+0.063087i,0.029883+0.019303i,0.003545+0.0041809i,0.0070776+0.014403i,0.023229+0.019539i,0.030555+0.013166i
0.044104-0.27945i,-0.081631-0.54526i,-0.32182-0.65593i,-0.4601-0.49781i,-0.40259-0.26627i,-0.33829-0.11322i,-0.30391+0.015354i,-0.19134+0.073321i,-0.081923+0.03305i,-0.045127-0.0052014i,-0.027333-0.028763i,-0.0044147-0.059296i,0.0082979-0.071372i,0.010461-0.06038i,0.023983-0.048149i,0.052118-0.056053i,0.061524-0.063082i,0.042803-0.034928i,0.027104+0.0096251i,0.024433+0.030794i,0.013635+0.022759i,-0.010967+0.0034i,-0.026702-0.011232i
0.19871+0.30878i,0.439+0.58639i,0.62911+0.70154i,0.60021+0.55826i,0.43262+0.38368i,0.32427+0.2719i,0.23023+0.11478i,0.067656-0.0018835i,-0.033912-0.0069136i,-0.020693+0.011953i,-0.0051167+0.021805i,-0.027322+0.035106i,-0.044285+0.050796i,-0.02553+0.064704i,-0.00062177+0.055067i,-0.02073+0.023733i,-0.057333+0.0029176i,-0.055854-0.0071651i,-0.025066-0.020541i,0.0034027-0.036892i,0.016074-0.041927i,0.016942-0.020786i,0.01663+0.00093565i
-0.28467-0.093545i,-0.55203-0.24352i,-0.74038-0.3562i,-0.72732-0.28429i,-0.57353-0.14753i,-0.3968-0.12147i,-0.25808-0.13596i,-0.15987-0.092182i,-0.09017-0.010083i,-0.035171+0.051292i,0.0055756+0.066269i,0.026679+0.071588i,0.037499+0.072307i,0.024616+0.030761i,-0.017071-0.013322i,-0.053742-0.0011864i,-0.060634+0.032951i,-0.050264+0.040898i,-0.035231+0.031252i,-0.015065+0.027184i,0.0072421+0.025068i,0.022927+0.014824i,0.019124+0.0060589i
0.084215-0.09019i,0.19464-0.063379i,0.29661+0.0080765i,0.28702-0.007618i,0.17504-0.04563i,0.094098+0.037213i,0.12113+0.10189i,0.15213+0.019911i,0.10804-0.074666i,0.052891-0.08636i,0.039606-0.070658i,0.044049-0.074011i,0.03494-0.07807i,0.019047-0.047895i,0.024135-0.0041069i,0.042696+0.017668i,0.035615+0.030352i,0.0028638+0.044481i,-0.02209+0.0484i,-0.024256+0.041769i,-0.018138+0.029243i,-0.019255+0.014199i,-0.018156+0.0048527i
0.11631-0.041934i,0.12587-0.15874i,0.018494-0.24812i,-0.064747-0.17105i,-0.012389-0.066219i,0.025574-0.10288i,-0.042456-0.10765i,-0.046731-0.0010421i,0.022041+0.018924i,0.0066345-0.039697i,-0.052438-0.040179i,-0.067732-0.01681i,-0.05527-0.015494i,-0.033501-0.019922i,-0.018221-0.029631i,-0.012008-0.048148i,0.0030627-0.061979i,0.023397-0.052663i,0.037447-0.028635i,0.043547-0.019816i,0.038017-0.025897i,0.025371-0.021076i,0.018101-0.0057869i
-0.11774+0.2573i,-0.1646+0.50059i,-0.15967+0.62134i,-0.17105+0.52113i,-0.22922+0.40763i,-0.21208+0.39177i,-0.11046+0.3103i,-0.084327+0.17998i,-0.10178+0.14391i,-0.057762+0.13957i,-0.0036321+0.1012i,0.015528+0.068933i,0.0070047+0.054193i,-0.010628+0.046484i,-0.015947+0.043399i,-0.019849+0.035937i,-0.029938+0.011121i,-0.031513-0.027961i,-0.028856-0.053954i,-0.038498-0.041527i,-0.046569+0.0013272i,-0.032268+0.033775i,-0.0070764+0.030442i
-0.083912-0.27767i,-0.12324-0.55325i,-0.1024-0.72963i,-0.034168-0.70778i,0.015421-0.63066i,-0.0010465-0.54984i,-0.042916-0.39081i,-0.051778-0.22719i,-0.0479-0.126i,-0.039475-0.053359i,-0.020354-0.015049i,-0.003006-0.004658i,0.012975+0.0035084i,0.026611-0.0043881i,0.034355-0.029803i,0.033381-0.038866i,0.019355-0.013657i,0.0037765+0.021429i,-0.0031871+0.042981i,0.00017958+0.050384i,0.010251+0.035925i,0.0084826+0.00049349i,-0.011674-0.022522i
0.16294+0.11644i,0.27686+0.30584i,0.31454+0.48528i,0.29348+0.50297i,0.26915+0.41397i,0.20464+0.28685i,0.089938+0.14086i,0.018041+0.045482i,0.027559+0.0061696i,0.040559-0.018261i,0.022261-0.021611i,0.0026235-0.014046i,-0.00075816-0.011878i,0.0068323-0.0023225i,0.0049008+0.010543i,-0.00085732+0.00080973i,0.0051598-0.026391i,0.014986-0.038791i,0.026343-0.03698i,0.035206-0.04147i,0.023845-0.043575i,0.002224-0.024242i,-0.0042011+0.0033166i
-0.047603+0.045844i,-0.11864-0.024026i,-0.19011-0.15276i,-0.26658-0.18819i,-0.31863-0.089997i,-0.23995+0.009563i,-0.097546+0.028803i,-0.032456+0.028335i,-0.02901+0.042704i,-0.022169+0.03421i,-0.01245+0.0049713i,-0.0048003-0.015006i,-0.0049554-0.025818i,-0.015363-0.025102i,-0.012568-0.0034868i,0.0020198+0.023176i,0.010326+0.03094i,0.012205+0.012961i,0.0012291-0.0070624i,-0.014353-0.0051861i,-0.013729+0.010468i,-0.0015468+0.015656i,0.0064991+0.0093359i
-0.11331-0.0039495i,-0.12921+0.030509i,-0.035915+0.056032i,0.10665-0.029182i,0.13423-0.17578i,0.058051-0.20104i,0.03688-0.11832i,0.053375-0.080977i,0.02453-0.075636i,-0.0075435-0.022784i,-0.0022313+0.033502i,0.0038279+0.050319i,-0.0060737+0.049146i,-0.0055811+0.047i,0.014557+0.037664i,0.035982+0.018754i,0.044668+0.0028867i,0.041768+0.0016702i,0.03137+0.0096018i,0.015223+0.013015i,0.00050187+0.0058545i,-0.0045077-0.0044522i,0.00042011-0.011612i
0.1107-0.14823i,0.18641-0.28734i,0.16924-0.3426i,0.10235-0.21358i,0.15114-0.0095992i,0.23093+0.084431i,0.18102+0.077906i,0.097308+0.072282i,0.07236+0.054839i,0.048052+0.0057496i,0.0093557-0.021992i,-0.0013983-0.020447i,0.0081067-0.023523i,0.0054721-0.039127i,-0.018679-0.058249i,-0.04665-0.069911i,-0.064153-0.066985i,-0.070878-0.049786i,-0.06009-0.021836i,-0.033085+0.0014132i,-0.0058581+0.0087127i,0.0083385+0.0036614i,0.0060293-0.0021823i
0.023102+0.17959i,0.018025+0.34562i,0.0016053+0.40763i,-0.042576+0.31183i,-0.15654+0.20476i,-0.23901+0.1432i,-0.18565+0.063306i,-0.11617+0.00167i,-0.084683+0.0089689i,-0.038653+0.023349i,-0.00090017+0.013398i,0.014838+0.0032107i,0.014276-0.0077096i,-0.0062415-0.0005096i,-0.02025+0.041209i,-0.0064091+0.087029i,0.015431+0.10499i,0.022946+0.091741i,0.01849+0.057394i,0.014589+0.023051i,0.0091997+0.0089723i,0.0011079+0.013816i,-0.0066002+0.024236i
-0.095495-0.058905i,-0.15663-0.15858i,-0.16084-0.22762i,-0.10776-0.23301i,-0.029489-0.26785i,0.023306-0.2922i,-8.7589e-05-0.20984i,-0.04534-0.10884i,-0.069264-0.065792i,-0.075811-0.036309i,-0.061244-0.0065092i,-0.04147+0.011089i,-0.023761+0.020313i,-0.0039751+0.011755i,0.0089802-0.0098709i,0.017098-0.025741i,0.036042-0.030504i,0.057892-0.031105i,0.049083-0.030294i,0.014007-0.027741i,-0.008284-0.030678i,-0.012161-0.03422i,-0.0069218-0.025826i
0.0327-0.039279i,0.08507-0.018906i,0.15571+0.02262i,0.20673+0.050591i,0.20478+0.10849i,0.16112+0.15753i,0.1141+0.091021i,0.073502-0.01379i,0.03665-0.044406i,0.0091849-0.022413i,-0.0049842+0.00015211i,-0.0081302+0.0073387i,-0.0095605+0.0065188i,-0.0073605+0.013851i,-0.0029731+0.018558i,-0.011994+0.0056353i,-0.041086-0.015225i,-0.066825-0.023092i,-0.058255-0.0099585i,-0.026801+0.0060082i,-0.011768+0.017603i,-0.013541+0.029735i,-0.011018+0.026671i
0.08166+0.015277i,0.10544+0.040447i,0.070721+0.081044i,-0.020814+0.11992i,-0.12165+0.097256i,-0.17105+0.019145i,-0.14151-0.010579i,-0.067559+0.013074i,-0.014128+0.013183i,-0.005855-0.013732i,-0.012749-0.036409i,-0.013113-0.045139i,-0.0078908-0.041725i,0.0001592-0.041092i,0.0032699-0.040894i,0.0076304-0.018075i,0.0233+0.020135i,0.03673+0.03764i,0.035607+0.019718i,0.024553-0.0050418i,0.023509-0.016516i,0.034779-0.027886i,0.029761-0.036463i
-0.069715+0.07495i,-0.13838+0.10473i,-0.1731+0.07797i,-0.13909-0.001063i,-0.076589-0.064037i,-0.028813-0.035817i,0.0085807+0.045597i,0.025327+0.077648i,0.024076+0.055337i,0.026544+0.023327i,0.027013+0.0037855i,0.020746+0.00063959i,0.013919+0.0066426i,0.003781+0.020789i,0.0015002+0.035815i,0.014071+0.032673i,0.02753+0.011798i,0.033035-0.0051307i,0.029362-4.9304e-05i,0.024206+0.015521i,0.011717+0.014106i,-0.012691+0.0039668i,-0.025189+0.00075233i
0.0075403-0.10985i,0.078614-0.21469i,0.17162-0.27252i,0.21953-0.21416i,0.22571-0.09237i,0.1845-0.0075788i,0.086873+0.01406i,0.011185+0.020775i,0.003424+0.018016i,0.0081807+0.001972i,-0.00098486+0.0029039i,-0.0010869+0.011172i,0.010214+0.00027603i,0.01971-0.026279i,0.012452-0.051613i,-0.012806-0.06388i,-0.037379-0.060115i,-0.037237-0.046225i,-0.012295-0.038741i,0.0055875-0.040285i,0.0076896-0.025409i,0.014214+0.0044896i,0.020718+0.0198i
0.041159+0.04058i,0.034166+0.14865i,-0.004823+0.27068i,-0.055438+0.298i,-0.12077+0.22977i,-0.15102+0.14719i,-0.090784+0.085516i,-0.013833+0.042776i,0.012625+0.027215i,0.013857+0.024627i,0.01021+0.014868i,0.0035035+0.005531i,-0.0050918+0.0003939i,-0.019613+0.0048878i,-0.028739+0.022792i,-0.024402+0.044825i,-0.015564+0.056882i,-0.017584+0.047748i,-0.033328+0.030674i,-0.041419+0.02654i,-0.028391+0.024565i,-0.008865+0.0079141i,0.0054214-0.0078116i
-0.009016+0.011203i,-0.05003-0.043355i,-0.10359-0.13611i,-0.11786-0.17958i,-0.037195-0.1559i,0.089996-0.13496i,0.11252-0.13392i,0.036759-0.11139i,-0.0089673-0.063382i,0.0034066-0.03036i,0.025879-0.020759i,0.031943-0.013401i,0.028518-0.0033606i,0.030939-0.0038341i,0.03612-0.017024i,0.038915-0.028679i,0.040651-0.025973i,0.038723-0.0088493i,0.032378+0.0080963i,0.030595+0.0052712i,0.02935-0.011583i,0.015734-0.019436i,-0.0017117-0.015615i
-0.052387-0.0017187i,-0.037231+0.01036i,0.035536+0.023912i,0.10346+0.019465i,0.077489+0.0071168i,-0.018174+0.00083722i,-0.07302-0.012837i,-0.064612-0.039413i,-0.058569-0.046746i,-0.058751-0.010089i,-0.0401+0.028863i,-0.01958+0.033105i,-0.011978+0.021664i,-0.016515+0.0202i,-0.031243+0.031881i,-0.044325+0.041217i,-0.049292+0.033327i,-0.046735+0.014114i,-0.038902+0.0040122i,-0.035822+0.0103i,-0.038429+0.022167i,-0.036417+0.030017i,-0.027769+0.030162i
0.040586-0.048677i,0.053567-0.037415i,0.015375+0.032775i,-0.047986+0.12621i,-0.045206+0.17074i,0.020006+0.14183i,0.063974+0.067599i,0.065186+0.011772i,0.050712-0.015242i,0.019863-0.038777i,-0.017911-0.052679i,-0.039887-0.046498i,-0.040028-0.024458i,-0.017175-0.0069643i,0.017553-0.012012i,0.039987-0.021374i,0.045297-0.010444i,0.042431+0.010675i,0.039699+0.018384i,0.040912+0.010086i,0.042575+0.00094935i,0.043182-0.0054516i,0.038425-0.011887i
0.011232+0.039498i,-0.022312+0.045433i,-0.065116+0.0025324i,-0.075338-0.080139i,-0.095681-0.14692i,-0.14922-0.12507i,-0.15168-0.017718i,-0.095071+0.070697i,-0.041111+0.08464i,-0.0028494+0.062078i,0.030226+0.040719i,0.049442+0.021933i,0.038731+0.0078461i,0.0076077+0.0072499i,-0.017352+0.013056i,-0.024042+0.0051369i,-0.018417-0.022818i,-0.012547-0.049168i,-0.014759-0.049125i,-0.019782-0.027839i,-0.018574-0.013554i,-0.018887-0.013711i,-0.020645-0.010286i
-0.010994+0.0023095i,0.023375-0.025424i,0.074884-0.043042i,0.086111+0.0021722i,0.08233+0.07665i,0.084665+0.10946i,0.050408+0.084747i,0.00098403+0.044553i,-0.017142+0.023149i,-0.014117+0.011414i,-0.01601+0.0057476i,-0.01532+0.0093029i,-0.0010737+0.0066941i,0.018128-0.0046149i,0.031037-0.01126i,0.028652-0.0061835i,0.0085217+0.010346i,-0.0096117+0.02495i,-0.0040793+0.024119i,0.0143+0.010247i,0.018731+0.0032948i,0.010374+0.013549i,0.0070582+0.020671i
-0.026867-0.027072i,-0.04647-0.0077177i,-0.047403+0.0009154i,-0.044822-0.039315i,-0.056117-0.069363i,-0.056116-0.081146i,-0.042717-0.097429i,-0.030656-0.079516i,-0.006893-0.039674i,0.011105-0.020334i,0.0079761-0.012133i,-0.0015241-0.0040442i,-0.01376-0.00069419i,-0.029877-0.0017453i,-0.044704-0.0042238i,-0.044422-0.0035274i,-0.018797-0.0020361i,0.01146-0.0038704i,0.011334-0.013229i,-0.015312-0.02126i,-0.032026-0.016235i,-0.020594-0.0078996i,0.00080853-0.0062865i
0.058404-0.006871i,0.069581-0.011105i,0.057656+0.016481i,0.032591+0.055726i,-0.011146+0.06397i,-0.042515+0.06113i,-0.02016+0.062616i,0.011897+0.044758i,0.008333+0.033308i,0.0051747+0.038499i,0.014001+0.030151i,0.016544+0.012788i,0.017523-0.00046811i,0.024623-0.0037581i,0.040498+0.00083754i,0.047087-0.0024624i,0.031061-0.012451i,0.0091898-0.014286i,0.00032553+0.0011026i,0.0062176+0.021828i,0.018066+0.026696i,0.022951+0.013847i,0.010734+0.00061987i
-0.02893+0.053578i,-0.058392+0.040341i,-0.10493-0.01946i,-0.10705-0.064395i,-0.0058588-0.077258i,0.096094-0.10596i,0.082527-0.13109i,0.014217-0.11733i,-0.026061-0.084073i,-0.039831-0.04621i,-0.038388-0.010353i,-0.026687+0.010278i,-0.012947+0.0091601i,-0.0096531-0.0033804i,-0.021499-0.0093079i,-0.030459-0.0009643i,-0.025246+0.01074i,-0.012154+0.012402i,0.0018285+0.00031274i,0.0075958-0.015792i,-0.00098485-0.024622i,-0.02033-0.024033i,-0.036382-0.011684i
-0.027518-0.024667i,0.020639-0.020494i,0.10486-0.010701i,0.11504-0.0087244i,0.02081+0.027756i,-0.051768+0.093351i,-0.017666+0.10099i,0.043785+0.045765i,0.05365-0.0069434i,0.032782-0.026754i,0.016433-0.03087i,0.0043761-0.032783i,-0.0085164-0.017598i,-0.0091564+0.011226i,0.0030606+0.026383i,0.014418+0.02636i,0.018462+0.023445i,0.011764+0.018461i,-0.0010109+0.011634i,-0.0091007+0.0065736i,-0.010515+0.0080024i,-0.0043498+0.020036i,0.0099513+0.02961i
0.020711-0.021136i,-0.021173+0.00054079i,-0.067994+0.064257i,-0.039844+0.095869i,0.023875+0.04041i,0.045859-0.023553i,0.034069-0.013728i,0.013335+0.028224i,0.002549+0.046801i,-0.0009474+0.038291i,-0.0040363+0.028052i,0.0032532+0.021531i,0.011691+0.0051949i,0.0077749-0.013813i,-0.00099411-0.027325i,-0.0096746-0.038336i,-0.013932-0.041468i,-0.009288-0.030976i,0.00018874-0.011461i,0.010694+0.0076185i,0.022803+0.017254i,0.035469+0.010657i,0.041292-0.0082869i
0.033917+0.033405i,0.049147-0.0079091i,0.0088254-0.08914i,-0.068536-0.11175i,-0.087917-0.070318i,-0.069628-0.042791i,-0.09576-0.021941i,-0.11188+0.010488i,-0.082136+0.012924i,-0.047871-0.0064372i,-0.021064-0.016266i,-0.003956-0.017152i,0.0024874-0.0073853i,0.0077704+0.0090284i,0.01323+0.026632i,0.016248+0.038577i,0.012711+0.036053i,0.0065513+0.021534i,0.0064937+0.0036449i,0.009351-0.014036i,0.0031597-0.031318i,-0.018386-0.041033i,-0.042348-0.039406i
-0.052515+0.016071i,-0.019714+0.036928i,0.10309+0.012714i,0.18434-0.050715i,0.13017-0.034506i,0.063581+0.035905i,0.055724+0.022332i,0.0399-0.025626i,0.022665-0.012834i,0.028065+0.015999i,0.027895+0.024175i,0.019899+0.02601i,0.010174+0.019076i,-0.0044479+0.0055845i,-0.015817-0.010882i,-0.014519-0.021943i,0.00025945-0.019059i,0.011388-0.010956i,0.0055545-0.0069362i,-0.010549-0.0026316i,-0.023182+0.0088963i,-0.01967+0.024698i,-0.0077314+0.036789i
0.01832-0.056384i,-0.033221-0.022708i,-0.10239+0.11755i,-0.10442+0.21769i,-0.058405+0.11566i,-0.052644-0.042993i,-0.067225-0.067872i,-0.050158-0.023231i,-0.02814-0.002023i,-0.023706+0.00094724i,-0.021866-9.081e-05i,-0.014524-0.0027869i,-0.0078299-0.0086524i,-0.0019586-0.010571i,0.0057338-0.003887i,0.004818+0.0022535i,-0.0073613+0.00068802i,-0.014971-0.0021008i,-0.008917+0.0029419i,0.0067564+0.011506i,0.023625+0.013903i,0.035482+0.01125i,0.043404+0.0074324i
0.061519+0.019856i,0.074716-0.071694i,0.010154-0.23063i,-0.080629-0.27586i,-0.078077-0.1337i,-0.0056566+0.015986i,0.038049+0.03191i,0.029042-0.014041i,0.0016213-0.031378i,-0.008096-0.024799i,-0.0091597-0.019856i,-0.01194-0.012391i,-0.0050834-0.0024682i,0.00536-0.0019367i,0.01091-0.0047529i,0.016306-0.0040504i,0.020287+0.00056625i,0.018204+0.0088328i,0.012071+0.012166i,0.0034176+0.0084372i,-0.0075068+0.00040397i,-0.019313-0.014522i,-0.029236-0.027738i
-0.03711+0.067366i,0.032622+0.15641i,0.18105+0.21833i,0.25717+0.18154i,0.18564+0.087772i,0.091798+0.022682i,0.061373-0.0045346i,0.056748-0.019137i,0.049166-0.032213i,0.02818-0.032498i,0.010108-0.015382i,0.0047266-0.0042246i,-0.006537-0.0013734i,-0.02182+0.00639i,-0.032613+0.014321i,-0.034994+0.018689i,-0.02388+0.015726i,-0.00789+0.0045796i,0.0038415-0.0061329i,0.010312-0.012173i,0.010652-0.010639i,0.0051866+8.1458e-05i,-0.0029825+0.010414i
-0.049939-0.08069i,-0.16004-0.091993i,-0.26808-0.027103i,-0.26272+0.040537i,-0.18286+0.043861i,-0.13174+0.050555i,-0.075157+0.094173i,-0.010272+0.10378i,0.0034027+0.072255i,-0.01034+0.041302i,-0.018687+0.018159i,-0.018515+0.0054316i,-0.0051413-0.0032997i,0.010583-0.01617i,0.021347-0.026296i,0.021483-0.026887i,0.0089098-0.017198i,-0.0042774-0.0067998i,-0.012686+4.9269e-05i,-0.015559+0.0053697i,-0.0088367+0.0082057i,0.0079549+0.012027i,0.025128+0.01721i
0.10914-0.0067742i,0.18012-0.091942i,0.17023-0.20509i,0.091864-0.20372i,0.067837-0.091232i,0.093552-0.033556i,0.048962-0.043387i,-0.019175-0.031433i,-0.020438-0.013583i,0.010526-0.017022i,0.030321-0.020884i,0.033698-0.017661i,0.022656-0.010066i,0.0093508+0.0044747i,0.00044555+0.018886i,-0.0035347+0.020903i,-0.0017969+0.013507i,0.0027447+0.0070314i,0.0065236+0.0052583i,0.007371+0.0047916i,0.0039637-0.0013992i,-0.0033464-0.015118i,-0.011876-0.025125i
-0.044311+0.10585i,-0.0027161+0.21009i,0.11769+0.23612i,0.16602+0.12133i,0.046904-0.0043359i,-0.07939-0.027374i,-0.090357-0.0083381i,-0.056085-0.00057986i,-0.031391+0.013718i,-0.011176+0.032504i,0.0023045+0.039287i,0.0053848+0.0325i,0.00088228+0.022662i,-0.003826+0.01619i,-0.0056613+0.010959i,-0.0024447+0.0081867i,0.0039906+0.0060656i,0.0053533+0.00070248i,-0.00088322-0.0057852i,-0.0090554-0.007558i,-0.014356-0.00024291i,-0.015327+0.0088902i,-0.013276+0.0083203i
-0.088799-0.09167i,-0.22541-0.10962i,-0.34464-0.01605i,-0.29487+0.11271i,-0.11093+0.13109i,0.018309+0.055004i,0.030701-0.012841i,0.0016789-0.0322i,-0.010986-0.017203i,-0.0073054-0.0080537i,-0.0064723-0.010287i,-0.0056218-0.010543i,-0.0010192-0.016164i,-0.00033595-0.025114i,-0.0009231-0.029761i,-0.0055498-0.030297i,-0.01298-0.023594i,-0.011517-0.012414i,-0.0001988-0.0043887i,0.014956-0.00208i,0.026534-0.0055933i,0.028242-0.0048903i,0.021702+0.002581i
0.13435-0.03816i,0.23858-0.14888i,0.25515-0.28881i,0.1584-0.32127i,0.05209-0.23723i,-0.0088074-0.16073i,-0.040237-0.10841i,-0.04399-0.055693i,-0.03499-0.031107i,-0.02787-0.02244i,-0.016204-0.011834i,-0.0062686-0.0034586i,0.0012738+0.0068987i,0.0097993+0.015818i,0.017043+0.020453i,0.022786+0.021749i,0.021743+0.017164i,0.012+0.0087813i,-0.0029088+0.00010688i,-0.018216-0.0029685i,-0.027438-0.00022471i,-0.025296+0.0025226i,-0.016883+0.0048498i
