-0.0032704+0.00013026i,-0.0021528-0.00011363i,-0.0033312-0.00050218i,-0.003567+2.2799e-05i,-0.0020581+0.00077346i,-0.00055177+0.0011127i,0.00021159+0.0010805i,0.00080097+0.0007844i,0.0010611+0.00066648i,0.00052009+0.00070161i,0.00033861+0.00029885i,-0.00019457-1.3763e-05i,-0.00042021+0.00011073i,0.00020654+0.00049405i,-0.00028426+0.0011224i,-0.00058993+0.00073503i,1.6396e-05+0.00068253i,-0.0007652+0.00051125i,-0.0011729+0.0001584i,-0.00039809+0.00041907i,-0.00051522+0.00015601i,-0.0006796-0.00024312i,-0.00038533+2.9241e-05i
-0.071183-0.056407i,-0.19289-0.10384i,-0.33344-0.096897i,-0.36122-0.024647i,-0.21481+0.03489i,-0.05952+0.043691i,-0.03159+0.059349i,-0.044615+0.084978i,-0.023591+0.06485i,-0.007513+0.016945i,-0.014032-0.011636i,-0.020128-0.022719i,-0.016088-0.025399i,-0.00062703-0.022974i,0.016192-0.019824i,0.022336-0.01552i,0.022743-0.010357i,0.024569-0.0078666i,0.020714-0.009091i,0.0027998-0.0079174i,-0.020477-0.002196i,-0.032118+0.0023135i,-0.027482+0.0056626i
0.044456-0.031034i,0.080753-0.035216i,0.099517+0.0067389i,0.10646+0.052749i,0.096683+0.049929i,0.063614+0.042268i,0.055521+0.067077i,0.07697+0.067539i,0.068154+0.036224i,0.041444+0.02843i,0.033955+0.033423i,0.025104+0.025115i,0.0048706+0.019258i,-0.0091231+0.028781i,-0.0095483+0.042834i,0.00027208+0.041745i,0.0087546+0.024447i,0.0078953+0.012342i,0.0088719+0.011712i,0.022335+0.0027127i,0.033999-0.019077i,0.028171-0.030765i,0.015457-0.022938i
0.083316+0.065983i,0.19397+0.13041i,0.31885+0.17243i,0.36125+0.14456i,0.27825+0.073951i,0.17077+0.034833i,0.12771-0.0024737i,0.095221-0.065221i,0.030583-0.082659i,-0.01612-0.046078i,-0.025079-0.019611i,-0.023587-0.012097i,-0.018232-0.0087212i,-0.014382-0.016555i,-0.014245-0.030374i,-0.014241-0.036339i,-0.021946-0.028917i,-0.034369-0.010584i,-0.03731+0.010061i,-0.027845+0.028198i,-0.013555+0.03784i,-0.0069117+0.03327i,-0.010225+0.02345i
-0.010884+0.038944i,0.048218+0.037818i,0.16182-0.048675i,0.19183-0.1617i,0.069004-0.14872i,-0.049405-0.047975i,-0.057129-0.016698i,-0.040757-0.047479i,-0.035474-0.042165i,-0.0058236-0.018166i,0.02574-0.014835i,0.040618-0.012084i,0.046243-0.003675i,0.045296+0.0080744i,0.039078+0.023557i,0.033318+0.033268i,0.029188+0.032264i,0.02138+0.022962i,0.0093453+0.011924i,-0.002539-0.00075308i,-0.012251-0.012055i,-0.012576-0.015853i,-0.0057531-0.017845i
-0.048222-0.042688i,-0.11698-0.079056i,-0.19214-0.094495i,-0.22024-0.088373i,-0.18198-0.083186i,-0.11355-0.077289i,-0.0671-0.032818i,-0.031996+0.039528i,0.00032927+0.058992i,-0.0036263+0.027637i,-0.027466+0.012263i,-0.029079+0.015425i,-0.014223+0.0071955i,-0.015181-0.011161i,-0.03199-0.020498i,-0.038639-0.014203i,-0.024713-0.0069703i,-0.0068749-0.010039i,-0.0009808-0.016627i,-0.00061897-0.01112i,0.0068464+0.0042323i,0.016507+0.012635i,0.019938+0.011578i
-0.0061365-0.026262i,-0.090583-0.047791i,-0.23589-0.042884i,-0.3024+0.0056618i,-0.21391+0.031266i,-0.10903+0.011039i,-0.059363+0.027023i,0.0063315+0.068462i,0.069044+0.046917i,0.067949-0.007281i,0.039877-0.028017i,0.021396-0.028643i,0.012774-0.021916i,0.024979-0.010367i,0.04803-0.0079028i,0.053944-0.016641i,0.040627-0.027147i,0.026612-0.035234i,0.016097-0.036128i,-0.00085725-0.024921i,-0.016795-0.0062997i,-0.017537+0.0025163i,-0.011465-0.0012539i
-0.0054173+0.039915i,-0.025371+0.108i,-0.010883+0.22465i,0.069052+0.28955i,0.14915+0.17858i,0.11968+0.0071131i,0.028603-0.042329i,0.0009754-0.028506i,0.0095665-0.029389i,0.00076931-0.0087358i,-0.0054271+0.025662i,-0.0086539+0.03907i,-0.020236+0.04019i,-0.037487+0.039926i,-0.056834+0.036408i,-0.06771+0.030537i,-0.061155+0.028503i,-0.038826+0.031133i,-0.01302+0.027677i,0.0048096+0.012056i,0.010205-0.0075062i,0.0063045-0.015865i,0.0025026-0.012228i
0.0017161-0.022976i,0.057552-0.039664i,0.15686-0.040578i,0.22215-0.029345i,0.21084+0.0081468i,0.16131+0.057059i,0.090707+0.055361i,0.0092214+0.017195i,-0.029454-0.0034957i,-0.011884-0.018396i,0.004285-0.042353i,-0.00073512-0.046784i,-0.0013598-0.03156i,0.012756-0.029167i,0.024026-0.045629i,0.015194-0.051423i,-0.0040836-0.028949i,-0.01417+0.004001i,-0.0062737+0.02374i,0.010885+0.02388i,0.020388+0.016051i,0.016607+0.0081964i,0.0054869+0.0056232i
0.10315-0.051073i,0.22773-0.10015i,0.30714-0.16772i,0.25074-0.217i,0.10724-0.1768i,0.03138-0.076194i,0.046904-0.024371i,0.034175-0.0033395i,-0.0011421+0.041202i,0.001977+0.064986i,0.020586+0.0524i,0.02847+0.036769i,0.025176+0.024715i,0.0080655+0.030237i,-0.0057024+0.05657i,0.0019247+0.07355i,0.015201+0.062638i,0.016938+0.037602i,0.0051557+0.017866i,-0.0098055+0.0041689i,-0.021179-0.0034567i,-0.023593-0.0016491i,-0.01439-0.0028081i
0.045245+0.089154i,0.031128+0.1198i,-0.076662+0.035018i,-0.2143-0.05568i,-0.22887-0.010054i,-0.10997+0.03945i,0.0031859-0.0034992i,0.038825-0.03404i,0.027458-0.015793i,3.1061e-05-0.010764i,-0.030253-0.021494i,-0.044235-0.024583i,-0.039144-0.027951i,-0.028454-0.047931i,-0.020465-0.073271i,-0.013885-0.078929i,-0.0067144-0.062781i,-0.0072485-0.043366i,-0.013144-0.031447i,-0.011349-0.024449i,-0.00083443-0.022926i,0.0054712-0.020244i,0.0062451-0.0077016i
-0.1492+0.087177i,-0.28441+0.15784i,-0.31748+0.21293i,-0.23259+0.2103i,-0.18231+0.12319i,-0.18965+0.02919i,-0.16837-0.0052571i,-0.10343-0.01956i,-0.040784-0.028743i,-0.0011691-0.0054136i,0.027416+0.015919i,0.034032+0.010996i,0.021239+0.011552i,0.025147+0.034985i,0.052718+0.058491i,0.070158+0.050798i,0.056723+0.01726i,0.029928-0.0053398i,0.0077148-0.0032432i,-0.008457+0.011956i,-0.013347+0.029389i,-0.004844+0.03443i,0.0024427+0.024474i
-0.1615-0.11609i,-0.29018-0.14396i,-0.32069-0.014731i,-0.17418+0.13786i,0.021594+0.096338i,0.0773-0.0074742i,0.014484+0.010173i,-0.029133+0.045681i,-0.036031+0.017418i,-0.044582-0.0065289i,-0.05346+0.0022314i,-0.055551+0.014919i,-0.048888+0.01797i,-0.051568+0.008475i,-0.077861-0.0045468i,-0.098693-0.0030397i,-0.085483+0.011905i,-0.047392+0.023397i,-0.012689+0.02005i,0.0030256+0.0056845i,0.0024052-0.012013i,-0.0049219-0.02113i,-0.0051993-0.015771i
0.15298-0.16861i,0.28248-0.28972i,0.34176-0.31597i,0.30335-0.24833i,0.21965-0.16951i,0.12193-0.084226i,0.068809+0.002478i,0.064652+0.042023i,0.053253+0.033483i,0.043308+0.010252i,0.050823-0.017112i,0.053459-0.036742i,0.050891-0.036197i,0.061496-0.02421i,0.079647-0.015411i,0.08146-0.013165i,0.056697-0.013524i,0.020608-0.012356i,0.0010425-0.0046321i,0.0074507+0.0079107i,0.021594+0.017251i,0.026911+0.015193i,0.016469+0.0076082i
0.19723+0.10498i,0.34521+0.14262i,0.34043+0.052525i,0.17647-0.052508i,0.07129-0.019462i,0.10501+0.007378i,0.13106-0.063419i,0.094947-0.10158i,0.040494-0.066263i,-0.0072002-0.013898i,-0.023127+0.027197i,-0.0059521+0.042081i,0.0058533+0.026798i,-0.017723+0.010381i,-0.054983+0.022417i,-0.055282+0.044548i,-0.019539+0.041225i,0.0079703+0.015279i,0.0058234-0.01023i,-0.014105-0.020591i,-0.031638-0.016085i,-0.034669-0.0063449i,-0.023755-0.0052337i
-0.089073+0.17616i,-0.11063+0.24754i,-0.084455+0.18393i,-0.087442+0.076521i,-0.14666+0.092362i,-0.12377+0.16493i,-0.029906+0.10591i,-0.00093133-0.016611i,-0.0024427-0.058827i,0.015364-0.057906i,0.015673-0.067127i,-0.0016267-0.064574i,-0.0020998-0.04598i,0.023482-0.046544i,0.047195-0.079879i,0.041377-0.10843i,0.016859-0.09662i,0.0028234-0.060871i,0.0056239-0.032389i,0.013126-0.019007i,0.021852-0.017005i,0.025146-0.020963i,0.017732-0.019977i
-0.17164-0.06204i,-0.27065-0.02044i,-0.26642+0.088972i,-0.16393+0.1393i,-0.071246+0.047252i,-0.050268-0.051921i,-0.047678-0.024486i,-0.02415+0.036853i,-0.005391+0.036412i,0.0015057+0.015167i,0.0058255+0.01918i,0.006534+0.03657i,-0.0036641+0.050762i,-0.017064+0.075226i,-0.018097+0.10291i,-0.013539+0.10335i,-0.0085084+0.073717i,0.0020813+0.040825i,0.012041+0.025095i,0.01117+0.023305i,0.0054214+0.028616i,0.0037842+0.030584i,0.0051643+0.021111i
0.025692-0.11054i,-0.0070526-0.16694i,-0.04324-0.15597i,-0.0091-0.13388i,0.032423-0.15683i,0.012569-0.14401i,0.010411-0.044804i,0.061116+0.044468i,0.087152+0.044317i,0.054408-0.0073562i,-0.00067677-0.038597i,-0.03577-0.030532i,-0.037936-0.016202i,-0.031334-0.030173i,-0.04413-0.059993i,-0.074433-0.058217i,-0.091726-0.012679i,-0.077823+0.035031i,-0.045392+0.045067i,-0.020455+0.023257i,-0.014684-0.0017125i,-0.01679-0.011012i,-0.014227-0.0048703i
0.073647+0.074523i,0.10942+0.094346i,0.12615+0.064976i,0.12723-0.018704i,0.093738-0.11789i,0.014871-0.1512i,-0.054017-0.095976i,-0.046036-0.03343i,-0.0093786-0.00040726i,0.010811+0.0329i,0.041051+0.049943i,0.065205+0.028875i,0.058138+0.0062364i,0.050169+0.01442i,0.068849+0.036458i,0.093909+0.037973i,0.087426+0.019592i,0.049949+0.0093566i,0.015056+0.010849i,0.001438+0.0075869i,0.0018368+0.0039429i,0.0076629+0.0086499i,0.012677+0.01277i
-0.14413+0.033892i,-0.23329+0.022291i,-0.26296+0.013725i,-0.1716+0.067184i,0.00084417+0.15451i,0.092376+0.19142i,0.055202+0.13174i,-0.018892+0.038499i,-0.054525-7.343e-05i,-0.050107+0.011438i,-0.042138+0.025402i,-0.036438+0.027254i,-0.022416+0.017054i,-0.025079-0.0039406i,-0.050879-0.01217i,-0.052663-0.0012492i,-0.016616+0.0031953i,0.013169+0.00038588i,0.012332-0.0010188i,-0.0052365-0.0029817i,-0.021489-0.0021822i,-0.025055+0.003471i,-0.017387+0.0085206i
0.03322-0.19866i,0.076921-0.29282i,0.086157-0.20858i,0.036159+0.028465i,-0.0027449+0.20208i,0.0063794+0.19386i,0.020897+0.13249i,0.018662+0.10448i,0.0090646+0.079288i,0.017005+0.038687i,0.023468-0.013826i,-0.001497-0.042131i,-0.019242-0.027258i,0.0052213-0.0031004i,0.046476-0.0054801i,0.063576-0.036174i,0.045425-0.070659i,0.014598-0.081315i,-0.0035617-0.063409i,-0.003786-0.038754i,0.0040007-0.027487i,0.0071097-0.028067i,0.0056825-0.02562i
0.28152+0.060217i,0.45602+0.095427i,0.42726+0.067962i,0.21642+0.0046888i,0.052576-0.028862i,0.042087-0.049843i,0.1016-0.077729i,0.12608-0.068525i,0.096229-0.042467i,0.04871-0.032022i,0.014157-0.022394i,0.0016971-0.010096i,-0.010131-0.0030202i,-0.036904+0.0091272i,-0.058925+0.037136i,-0.059428+0.066671i,-0.044563+0.072416i,-0.028201+0.052172i,-0.017166+0.032994i,-0.0022728+0.030729i,0.012003+0.029386i,0.011633+0.022923i,0.0025348+0.017869i
-0.039831+0.28653i,-0.0029091+0.42021i,0.10708+0.2947i,0.12463-0.023063i,-0.046034-0.22117i,-0.17511-0.20056i,-0.14184-0.10547i,-0.048991-0.057901i,0.01849-0.047336i,0.029656-0.028907i,0.018561-0.0068012i,0.010514-0.0004557i,0.0039777-0.0043735i,0.008765-0.023212i,0.0068147-0.05641i,-0.018052-0.066706i,-0.039159-0.037638i,-0.042688-0.005696i,-0.041958+0.00080563i,-0.043734-9.7396e-05i,-0.039981+0.0052507i,-0.029334+0.0061754i,-0.021802+0.00060645i
-0.33176+0.047301i,-0.50755+0.13549i,-0.4287+0.1723i,-0.13565+0.037253i,0.10662-0.15298i,0.13533-0.1962i,0.016218-0.13482i,-0.096795-0.068841i,-0.1162-0.015581i,-0.067828+0.017406i,-0.011346+0.033743i,0.031183+0.03198i,0.053268+0.015093i,0.053842+0.0069168i,0.050484+0.014545i,0.059066+0.018767i,0.066502+0.012207i,0.064523+0.0093703i,0.06444+0.010183i,0.059929+0.0029267i,0.046804-0.0066628i,0.035417-0.009688i,0.025451-0.0051399i
-0.16534-0.41419i,-0.40811-0.59363i,-0.54242-0.36711i,-0.33847+0.12798i,-0.010188+0.39336i,0.10878+0.34933i,0.07816+0.25189i,0.052841+0.16968i,0.028727+0.090199i,0.0065796+0.037293i,-0.017041+0.013941i,-0.034241+0.023627i,-0.016033+0.036202i,0.0047125+0.024428i,-0.0061264+0.0072025i,-0.026435-0.0060725i,-0.037713-0.015678i,-0.038656-0.018119i,-0.036784-0.014758i,-0.03605-0.0042503i,-0.031373+0.010241i,-0.022757+0.016926i,-0.015757+0.010941i
0.50023-0.13303i,0.76392-0.29434i,0.59678-0.32396i,0.14384-0.11329i,-0.059555+0.080011i,0.0062501+0.036901i,0.058588-0.070606i,0.057909-0.068076i,0.039897-0.025248i,0.011468-0.019856i,-0.013003-0.047572i,-0.033444-0.066651i,-0.04196-0.051056i,-0.031948-0.02266i,-0.0098764-0.0096833i,0.0025681-0.0091463i,-0.0013326-0.0057517i,-0.0035813-0.0045559i,0.0068693-0.017106i,0.016002-0.036792i,0.010507-0.049619i,-0.00075052-0.047031i,-0.0059442-0.035542i
0.10527+0.44139i,0.23502+0.65943i,0.28371+0.49146i,0.12845+0.092392i,-0.1114-0.078343i,-0.16554-0.015973i,-0.028055+0.011881i,0.071234-0.06485i,0.057249-0.11451i,0.028228-0.072532i,0.042141-0.023418i,0.049873-0.015954i,0.019404-0.013945i,-0.011452+0.001581i,-0.02387+0.020771i,-0.030286+0.040222i,-0.031915+0.053955i,-0.030167+0.056048i,-0.035781+0.05627i,-0.037955+0.059957i,-0.020739+0.056841i,-0.00064747+0.040997i,0.0015285+0.020051i
-0.25519+0.10725i,-0.28805+0.15447i,-0.12287+0.0086116i,-0.0013182-0.30348i,-0.065931-0.49294i,-0.15743-0.39118i,-0.19914-0.16044i,-0.16231+0.017077i,-0.066893+0.053273i,-0.031361+0.011443i,-0.039205+0.012786i,-0.027923+0.027076i,-0.021171+0.016038i,-0.025687+0.00069954i,-0.029974-0.020094i,-0.02594-0.038972i,-0.0041812-0.047883i,0.017766-0.056503i,0.015728-0.062289i,-0.0041415-0.053848i,-0.019999-0.036692i,-0.021124-0.023119i,-0.0091435-0.010571i
-0.28734-0.14442i,-0.53594-0.033112i,-0.48465+0.24992i,-0.05174+0.40251i,0.29894+0.31255i,0.31072+0.17947i,0.19714+0.071827i,0.094969-0.0036683i,0.023304-0.006891i,0.010158+0.0026922i,0.01507-0.011957i,0.016347-0.014379i,0.027762-0.0010521i,0.049314+0.0069781i,0.067786+0.003005i,0.074465-0.0060797i,0.065106-0.0057408i,0.054904+0.013635i,0.06206+0.032841i,0.063617+0.024937i,0.049717+0.0034835i,0.036107-0.0077253i,0.022953-0.0066437i
0.13691-0.431i,0.036741-0.78687i,-0.25921-0.70889i,-0.43605-0.11259i,-0.31132+0.33698i,-0.1211+0.34565i,0.00029371+0.25726i,0.10576+0.18331i,0.13712+0.085387i,0.089587+0.039984i,0.04675+0.042196i,0.019038+0.04713i,0.0038827+0.043961i,-0.0065861+0.03868i,-0.015847+0.044518i,-0.008298+0.044562i,0.002865+0.025131i,-0.0016801+0.0063177i,-0.015792-0.0025535i,-0.019492-0.0049956i,-0.012432+0.00074673i,-0.0031301+0.010077i,0.0054347+0.0079745i
0.38163+0.23611i,0.7614+0.31227i,0.87022+0.13638i,0.56815-0.16189i,0.23235-0.28045i,0.11657-0.23555i,0.099709-0.19773i,0.03702-0.15735i,-0.01895-0.07995i,-0.0072995-0.029718i,-0.0033559-0.052864i,-0.043429-0.082604i,-0.063751-0.068644i,-0.041133-0.048661i,-0.010997-0.037705i,0.00074698-0.016649i,0.005854+0.019124i,0.024003+0.052859i,0.044236+0.053181i,0.035261+0.022205i,0.0030712+0.0015302i,-0.010317+0.0027598i,0.0018211-0.00052951i
-0.20457+0.13825i,-0.31211+0.2109i,-0.27213+0.12496i,-0.12475-0.073355i,-0.069164-0.17725i,-0.067726-0.081282i,-0.024289+0.093493i,0.047298+0.15071i,0.076979+0.091079i,0.073075+0.051816i,0.092476+0.050587i,0.097606+0.038286i,0.053966+0.02527i,0.004829+0.032006i,-0.019764+0.043692i,-0.03155+0.035712i,-0.055576+0.0068176i,-0.086334-0.014218i,-0.096558-0.0033231i,-0.074255+0.021724i,-0.040486+0.032638i,-0.023463+0.036382i,-0.0086313+0.043432i
-0.0040628+0.092966i,0.11705+0.21559i,0.34867+0.19785i,0.46489-0.016012i,0.38932-0.17365i,0.20239-0.21457i,-0.02341-0.20565i,-0.14371-0.10197i,-0.10909-0.01588i,-0.088912-0.019332i,-0.11022-0.0022244i,-0.072727+0.030916i,-0.0060532+0.017413i,0.025336-0.031215i,0.0066332-0.07478i,-0.028914-0.080753i,-0.035069-0.063957i,-0.021861-0.062111i,-0.020289-0.058362i,-0.026853-0.030098i,-0.024676-0.0050227i,-0.022112+0.0025698i,-0.025071+0.013494i
-0.29744-0.11372i,-0.69301-0.063874i,-0.94034+0.27471i,-0.71632+0.64733i,-0.31819+0.62723i,-0.11291+0.37468i,0.017774+0.17417i,0.11107+0.025783i,0.098933-0.031108i,0.077432-0.023867i,0.057973-0.038052i,0.012844-0.033401i,-0.0041982+0.01176i,0.0095151+0.05294i,0.03109+0.067218i,0.052644+0.066266i,0.059804+0.073776i,0.049207+0.090132i,0.040204+0.076729i,0.035891+0.029715i,0.029509-0.011075i,0.021481-0.032674i,0.0039599-0.042651i
0.29886-0.2584i,0.50813-0.58815i,0.44296-0.81706i,0.091935-0.67948i,-0.1293-0.3489i,-0.066831-0.12605i,0.036581-0.0077474i,0.083263+0.033521i,0.073542-0.0090852i,0.021228-0.026759i,0.00078916-0.008363i,0.0067156-0.020158i,0.0039858-0.046529i,-0.0017509-0.049455i,-0.0083988-0.028082i,-0.0046998-0.01516i,0.0050435-0.026029i,0.0063477-0.035311i,0.0020361-0.029249i,0.0020943-0.016374i,0.010248-0.0038977i,0.022106+0.0011703i,0.024563-0.002177i
0.079902+0.26259i,0.19522+0.52893i,0.31137+0.62184i,0.36958+0.36436i,0.27362+0.029076i,0.094111-0.090322i,-0.015867-0.037309i,-0.057598+0.060764i,-0.041772+0.11848i,0.018767+0.08637i,0.036279+0.0097831i,-0.010469-0.02355i,-0.053315+0.00095055i,-0.058354+0.037808i,-0.038459+0.054247i,-0.015401+0.052267i,0.005728+0.048681i,0.035309+0.049824i,0.058549+0.042608i,0.04867+0.019816i,0.012217+0.0027911i,-0.022695+0.0052809i,-0.038836+0.018165i
-0.058952+0.0067126i,-0.16711-0.084894i,-0.29979-0.16915i,-0.32844-0.01394i,-0.16458+0.27006i,-0.023468+0.3767i,-0.022171+0.27768i,0.00018936+0.10725i,0.024149-0.020858i,-0.010805-0.024437i,0.0053744+0.028666i,0.060646+0.024043i,0.063626-0.0066923i,0.032876-0.020135i,-0.0070004-0.033889i,-0.064863-0.034132i,-0.13235-0.011066i,-0.18514+0.026967i,-0.18853+0.069674i,-0.13744+0.084061i,-0.080006+0.062668i,-0.046832+0.038415i,-0.023543+0.024547i
-0.18665+0.13609i,-0.23016+0.3675i,-0.1108+0.55912i,0.0073087+0.41889i,-0.064039+0.0066623i,-0.1622-0.33699i,-0.19029-0.43041i,-0.22834-0.29029i,-0.21859-0.06053i,-0.14765+0.070125i,-0.094896+0.096909i,-0.072244+0.096084i,-0.06073+0.080049i,-0.0532+0.050465i,-0.057052+0.015227i,-0.067842-0.00084322i,-0.055868+0.011434i,-0.024764+0.01564i,-0.013099-0.0093585i,-0.032786-0.034086i,-0.053266-0.038558i,-0.0531-0.035358i,-0.044708-0.030818i
-0.13378-0.33419i,-0.3268-0.50563i,-0.46042-0.46749i,-0.28811-0.20764i,0.11292-0.016833i,0.40629+0.095106i,0.49464+0.21462i,0.42621+0.1995i,0.23394+0.058447i,0.051123-0.039911i,-0.036795-0.061148i,-0.064997-0.056882i,-0.057382-0.031941i,-0.013073-0.00031574i,0.05257+0.0083101i,0.11917-0.01323i,0.15868-0.054484i,0.15237-0.079361i,0.11826-0.076478i,0.080201-0.07471i,0.048396-0.076402i,0.029118-0.078657i,0.012181-0.087784i
0.33875+0.051038i,0.6278+0.019658i,0.78292-0.18152i,0.63342-0.41634i,0.29836-0.44476i,-0.041888-0.28112i,-0.23766-0.065192i,-0.17203+0.083794i,0.00057825+0.092077i,0.076252+0.02789i,0.081355-0.015931i,0.064622-0.044821i,0.007568-0.056481i,-0.061461-0.016697i,-0.10708+0.040165i,-0.12886+0.075489i,-0.11032+0.10439i,-0.032592+0.111i,0.052816+0.071114i,0.079264+0.018455i,0.057205-0.0086877i,0.028888-0.0085176i,0.014872+0.0048699i
-0.082065+0.2228i,-0.13414+0.27922i,-0.21286+0.22984i,-0.25672+0.14997i,-0.20738+0.16835i,-0.074062+0.21195i,0.021688+0.12169i,0.010892-0.019992i,-0.025498-0.032095i,-0.0063408+0.059288i,0.039086+0.095399i,0.044688+0.069085i,0.047436+0.055255i,0.075237+0.021433i,0.070858-0.047275i,0.015896-0.11007i,-0.074878-0.13988i,-0.17796-0.095686i,-0.22182+0.0033149i,-0.185+0.062672i,-0.13357+0.067367i,-0.087509+0.071974i,-0.026741+0.069337i
0.18856-0.076303i,0.17127-0.2683i,0.085064-0.27769i,0.013701-0.16305i,0.11379-0.13186i,0.31963-0.28008i,0.33229-0.42677i,0.14067-0.41891i,-0.049584-0.31377i,-0.13379-0.21358i,-0.13624-0.16317i,-0.10911-0.13231i,-0.082069-0.11554i,-0.080582-0.10533i,-0.067046-0.086751i,-0.036568-0.088845i,-0.043772-0.084163i,-0.072698-0.050569i,-0.092462-0.032581i,-0.094895-0.03913i,-0.068628-0.054163i,-0.033948-0.071229i,-0.0071561-0.067283i
0.77496+9.3134i,1.5307+10.405i,4.0258+10.196i,5.0229+5.5682i,4.5084+0.84952i,2.755-1.8007i,0.94958-1.5159i,0.66592-0.12726i,1.2443+0.46466i,1.6702+0.28226i,1.6172-0.051414i,1.4978-0.17002i,1.5806-0.23966i,1.4898-0.27447i,1.2447-0.35099i,0.84189-0.45154i,0.3096-0.34474i,-0.05305-0.13797i,-0.19812-0.0067615i,-0.13152+0.13065i,0.13584+0.24146i,0.39454+0.19654i,0.42664+0.051074i
0.29487+0.0098749i,0.30799-0.11408i,0.34029-0.2582i,0.37475-0.35971i,0.42668-0.27136i,0.39984-0.12461i,0.20557-0.074678i,0.0094653-0.057052i,-0.014604-0.050219i,0.022657-0.10463i,-0.0053125-0.14321i,-0.016984-0.12149i,0.018346-0.1245i,0.026677-0.15046i,0.0045103-0.16208i,-0.04344-0.17275i,-0.10797-0.16288i,-0.13392-0.12096i,-0.10506-0.076266i,-0.045078-0.050524i,0.0084947-0.034855i,0.037122-0.026225i,0.043599-0.033783i
-0.23932-0.046612i,-0.49926-0.092505i,-0.64084-0.1139i,-0.61246-0.14612i,-0.47822-0.21562i,-0.41222-0.22307i,-0.46504-0.10437i,-0.48179+0.0036068i,-0.39905+0.014128i,-0.30275+0.0069234i,-0.19857+0.045048i,-0.071731+0.045385i,-0.025599-0.016712i,-0.059898-0.026961i,-0.07566+0.011865i,-0.077494+0.043094i,-0.072952+0.069227i,-0.0365+0.060129i,0.0014318+0.013296i,0.012481-0.030475i,-0.00062819-0.057465i,-0.020964-0.065185i,-0.032905-0.045274i
0.14673-0.0062435i,0.3963+0.065165i,0.6961+0.14329i,0.68699+0.05897i,0.29424-0.07599i,-0.0542-0.04709i,-0.15586+0.043176i,-0.18505+0.05839i,-0.20911+0.073754i,-0.1737+0.13041i,-0.10012+0.17398i,-0.04732+0.16981i,-0.027502+0.13582i,-0.00027559+0.10397i,0.029737+0.085579i,0.030522+0.086707i,0.040896+0.093654i,0.070955+0.087876i,0.074751+0.081278i,0.052975+0.090787i,0.044405+0.097717i,0.057348+0.081414i,0.067955+0.044868i
0.036514+0.044274i,-0.024847-0.012903i,-0.19062-0.083126i,-0.26058-0.070845i,-0.22254+0.030595i,-0.15326+0.12201i,-0.014299+0.12169i,0.1356+0.071261i,0.1856+0.032993i,0.15657+0.011708i,0.11343-0.0031596i,0.092634-0.011037i,0.084036-0.029855i,0.061586-0.040316i,0.051842-0.029877i,0.047478-0.026587i,0.018914-0.004977i,0.0064089+0.036684i,0.03034+0.055673i,0.04711+0.045633i,0.035944+0.02797i,0.0078885+0.012505i,-0.024343-0.0044021i
0.10994+0.15479i,0.38087+0.25196i,0.65015+0.1574i,0.63378-0.11697i,0.32013-0.37011i,-0.015588-0.44743i,-0.17319-0.35635i,-0.16705-0.19171i,-0.09751-0.055921i,-0.06418+0.0076995i,-0.051074+0.0456i,-0.0092257+0.062457i,0.017253+0.037346i,-0.00067718+0.0165i,-0.034588+0.036198i,-0.058863+0.07475i,-0.062652+0.10092i,-0.04305+0.097397i,-0.013268+0.070461i,0.0078036+0.048909i,0.020174+0.045768i,0.028315+0.047899i,0.02123+0.040297i
-0.21146-0.07035i,-0.4433-0.13278i,-0.67784-0.20277i,-0.8831-0.20239i,-0.93984-0.075032i,-0.77043+0.037322i,-0.57476+0.047293i,-0.47941+0.069063i,-0.34416+0.13709i,-0.15022+0.17006i,-0.022421+0.14156i,0.023439+0.089984i,0.025813+0.057389i,0.01643+0.044226i,0.019296+0.030095i,0.026609+0.01386i,0.026866-0.010223i,0.0015315-0.045538i,-0.0447-0.065095i,-0.065142-0.046168i,-0.053285-0.014166i,-0.034377+0.0015097i,-0.018698+0.0092701i
0.056398-0.24406i,0.0044348-0.34069i,-0.11797-0.18659i,-0.068036+0.17172i,0.20068+0.3108i,0.34659+0.15638i,0.29462+0.059676i,0.24674+0.067429i,0.2005+0.022441i,0.11682-0.057761i,0.037979-0.089661i,-0.00075934-0.060554i,0.018296-0.033682i,0.046301-0.051512i,0.045492-0.08706i,0.023435-0.11716i,-0.020364-0.12327i,-0.071059-0.091451i,-0.085155-0.033295i,-0.049375+0.012434i,-0.013044+0.015514i,-0.007734+0.0020522i,-0.0029608-0.0016467i
0.22834+0.23232i,0.57871+0.42301i,1.0892+0.43097i,1.369+0.12055i,1.1192-0.19214i,0.69167-0.24523i,0.44843-0.24776i,0.31437-0.29141i,0.17612-0.25145i,0.047663-0.14307i,-0.016172-0.043255i,-0.017065+0.0041277i,-0.024335+0.0050032i,-0.044489+0.011138i,-0.05046+0.028496i,-0.04985+0.037672i,-0.049594+0.036269i,-0.041351+0.035022i,-0.017548+0.036251i,0.0091973+0.030967i,0.021583+0.022937i,0.021458+0.021427i,0.017922+0.020467i
