-0.0055752-0.00055957i,-0.0054334+0.00053694i,-0.0049397+0.0040566i,-0.0026998+0.006578i,-0.00086453+0.0058203i,-0.00016444+0.0033854i,-0.00050298+0.0013571i,-0.00021369+0.00038484i,0.00012093-0.00010595i,0.00028891+0.00014328i,0.00061322-1.4827e-05i,0.00078294-0.00060325i,0.00030788-0.0007198i,0.00056489-0.00048872i,0.00094323-0.00067625i,0.00066591-0.0006299i,0.00023716-0.00029442i,-6.8576e-05-0.00076008i,-0.00018534-0.0007684i,-0.00038682-0.00043231i,8.7085e-05-0.0009034i,0.00029443-0.0011202i,0.00021159-0.00090457i
0.00035904-2.2935e-05i,0.00067363+0.00041627i,0.00059476+0.0016161i,0.00073856+0.0023769i,0.00078437+0.0018806i,-0.00039976+0.00097583i,-0.0009843-0.00040808i,-0.0006585-0.00087649i,-0.00065174-0.00068944i,-0.00033649-0.00066778i,-0.00032982+5.6121e-05i,-0.00043997+0.000956i,0.00033253+0.0005697i,0.00058981+0.00077731i,0.00036133+0.0014466i,4.3066e-05+0.0010225i,0.00041106+0.00068975i,0.00096813+0.00039962i,0.00095901-9.2492e-05i,0.0010059-0.00029364i,0.0008244-0.00022659i,0.00070486-0.00025827i,0.00036436-0.00085517i
-0.00055452-0.0014419i,0.00089075-0.0011526i,0.00095712-0.00049799i,-0.00081512+0.00044166i,-0.0018131+0.00075824i,-0.0010582+0.00094164i,-0.00028887+0.00028892i,-0.00010183-0.0010353i,7.5679e-05-0.001431i,-0.00014101-7.0469e-05i,-0.00097546+0.0010745i,-0.00012477+0.0012703i,0.00090196+0.0010295i,0.000691+0.00028175i,0.00028894+0.00053799i,-0.00020451+0.0013905i,-0.00051444+0.0011577i,-0.00099637-0.00014698i,-0.0005624-4.7941e-05i,0.00038209+0.00062284i,0.00055761+0.00057251i,6.9869e-05+0.00016866i,-1.3333e-05+5.3129e-05i
-0.00042465+0.00047058i,-2.3258e-05+0.00036649i,-0.00083142+0.00084272i,-0.00059107+0.0011052i,-7.7866e-05+0.0010196i,-0.00045011-0.00025611i,-0.00086066-0.00039336i,-0.0013274-0.00046372i,-0.0013007-0.00096965i,-0.00094156-0.00022489i,-0.0010488+0.00016809i,-0.00091576-0.00021676i,-6.1616e-05+0.00016214i,0.00049857+0.00058894i,0.00066133+0.00083254i,0.00075343+0.00043741i,0.00059343-0.00018562i,0.00032653+0.00038218i,-0.00024441+0.001162i,0.00023997+0.00096073i,0.00090565+0.00035039i,0.00088554+0.00026306i,0.00083332+0.00037077i
-0.00019355-0.0022325i,-0.00017223-0.0015097i,-0.00059948-0.00085963i,-0.0011201-0.00044808i,-0.0018394-0.0002617i,-0.0018511-0.00024915i,-0.00095209-0.0010091i,-0.0002897-0.0011772i,-0.00038745-0.00074027i,-0.00046282-0.00062668i,0.0001461+2.4584e-05i,0.00069676+0.00031098i,0.00084008-2.0308e-05i,0.0002413+0.00027625i,-0.00023905+0.0007503i,-0.00023127+0.00012551i,-0.00050401-9.5165e-05i,-0.00086493+0.00040308i,-0.00060133+0.00084851i,-0.00078201+0.00059402i,-0.00059971+6.3986e-05i,0.00020799+0.0003207i,7.9409e-05+0.0006942i
0.0015044-0.0013151i,0.00060526-0.0014245i,-0.00089086-0.00025651i,-0.0014229+0.00073809i,-0.0016079+0.00088753i,-0.0017986+0.00085509i,-0.0013634+0.00016908i,-0.00057398+6.2677e-05i,-0.00054059+0.0001616i,-0.00054249-0.00021267i,-0.00058098-0.00037443i,-0.00041387+0.00011988i,-0.00017601-0.00031241i,0.00030442-0.00037676i,0.00060559+0.00038689i,0.00020071+0.00027141i,-0.00018759-0.00037394i,-0.00037878-0.00040637i,-0.00061548+0.00036688i,-0.00059031+0.00027934i,-0.00043274-0.00082319i,-0.00039273-0.00035689i,0.00056206+0.00033332i
-0.00026745-0.0028268i,-0.00020797-0.0015313i,-0.0014737-0.00059322i,-0.0019699+0.00027961i,-0.0015367+0.00086775i,-0.00085896+0.00069492i,0.00013405+0.00017665i,0.00061686-0.00087514i,0.00080604-0.00082411i,-0.00018527-1.3558e-07i,-0.00050447-0.00044389i,0.00034956-0.00035701i,0.00076538+7.3322e-06i,0.00094913-0.00024797i,0.0008391-0.00052013i,0.00056472+1.0138e-05i,8.0137e-05+1.5642e-05i,-0.00060796-0.00024438i,-0.0004087-6.0261e-05i,-0.00029041+0.00039873i,6.4054e-05+0.00092107i,0.00032193+0.00075522i,0.00026538+0.00035669i
0.0010664-0.0015846i,0.00030426-0.0016749i,-0.0010666-0.0015627i,-0.0017973-0.00090528i,-0.0016765-0.00052651i,-0.0012965-0.00057107i,-0.0007674-0.00045562i,-0.00040795-0.00064346i,5.7316e-06-0.00061564i,-0.00073426-0.00033204i,-0.001396+3.8859e-06i,-0.00066684+0.00051129i,-2.4753e-05+0.00026325i,0.00015942-0.00012511i,1.4354e-05+0.00027144i,-0.00020191+0.00037629i,-0.0002052-0.00025025i,5.1209e-06-0.0004892i,9.963e-05-0.00011935i,-0.00035546+0.00035953i,-0.0011013+0.00032161i,-0.0009546+3.7926e-05i,-0.00019185+8.2314e-05i
0.0019694+2.6503e-05i,0.0018279-0.00014193i,0.00075378-0.00092398i,-0.0003892-0.0018494i,-0.0021283-0.0012171i,-0.0026347+6.8442e-05i,-0.0013414+0.0002226i,-0.00055788-0.00044042i,-0.00022654-0.00096221i,0.00011179-0.0009347i,-1.9481e-05-0.00069284i,-0.00070914-4.4062e-05i,-0.0011615+0.00053749i,-0.00067882+0.00040439i,0.00063932+0.00051544i,0.00068082+0.00017278i,-0.00030439+7.6653e-05i,-0.00036805+0.0001967i,-0.00031867-0.00074937i,-0.00047436-0.0008283i,-7.6731e-05-0.00043912i,0.00057882-0.00045152i,-2.69e-05-0.0007479i
-0.00021368+0.00045417i,0.00038445+0.0003344i,0.0013817+0.00071654i,0.0018334+0.00029205i,0.0013222-0.00036459i,1.5954e-05-0.0006517i,-0.00033593-0.0012986i,7.0788e-05-0.0012607i,0.00019154-0.00028107i,-0.00020833+6.577e-06i,-0.00078269-0.00045461i,-0.00081194-0.00040904i,-0.00069207-0.0003973i,-0.00045674-0.00034704i,-7.9471e-05-0.00012763i,-3.7982e-05-6.1848e-05i,0.00010462-0.00014106i,-0.00054724-0.00015089i,-0.0010513+0.00015014i,-0.00086183-1.2269e-05i,-0.0008864-0.00047813i,-0.00099108-1.7914e-05i,-0.00033208+0.00023076i
0.00069497-0.001198i,0.00098188-0.0010702i,0.0010022-0.001119i,-0.00013192-0.00019714i,-0.0013407+0.0004983i,-0.0011296+0.00059581i,-0.0012596+0.00056616i,-0.0011677-0.00028183i,-0.00015102-0.0012023i,-0.00018495-0.00076613i,-0.00035885-3.4086e-05i,-0.00025213+0.00030064i,-0.00045065-0.0003195i,-7.665e-05-0.00063014i,-0.00021581+4.2775e-05i,-0.00015191+0.00038185i,0.00042538+0.00028432i,0.00020255+0.0003776i,8.0319e-05+7.23e-05i,5.0467e-05+0.00010359i,0.00033478+0.0005795i,0.00099607+6.3015e-05i,0.00080359-0.00083651i
0.001698+0.00078169i,0.00065701+0.00061361i,0.00031682-0.00024822i,-0.00070737-0.00053466i,-0.0017361-0.00067566i,-0.0019886-0.00064354i,-0.0014905-0.0006595i,-0.00031737-0.00081803i,2.248e-05-6.6211e-05i,-0.00020718-0.00048142i,-8.8578e-05-0.00080732i,-0.00067388-1.3939e-05i,-0.0009603+0.00020061i,-0.00068253-0.00010037i,-0.00061364+0.00046954i,-0.00053566+0.00095529i,-0.00045713+0.0002078i,-0.00040657-0.00094785i,5.6351e-05-0.00071808i,0.0005683-0.00034571i,0.00065955-0.00092624i,0.00048368-0.0010567i,0.00024655-0.00042229i
-0.0015422-0.0020138i,-0.002192-0.0012417i,-0.002276+0.00043151i,-0.0022775+0.0015936i,-0.0020425+0.00087819i,-0.0013394+0.0002878i,-0.00059507+1.5381e-05i,-0.0003822-0.00040951i,-0.00030411-0.00054938i,8.5978e-05-0.00064003i,0.00014222-0.00059088i,-0.00018524-8.9107e-05i,-0.00021145+0.00054439i,-0.00056579+0.0007735i,-0.00050781+3.9531e-05i,0.00052425-0.00065429i,0.00065915-0.00028147i,0.00036104+0.00021431i,0.00021563+0.00019702i,0.00010713-2.5307e-05i,7.4159e-05-0.00014622i,-0.0003603+0.00035508i,-0.0010678+0.00020337i
-6.9988e-05-0.001688i,-0.00056672-0.0012944i,-0.0009709+1.6936e-05i,-0.00061541+0.00050538i,-0.00079756+0.00093706i,-0.0011706+0.00022883i,-0.00015591-0.00041347i,0.00062853+7.7833e-06i,0.00019109-1.3078e-05i,0.00013067-0.00020377i,-0.00024486-0.00038025i,-0.00035554-0.00071692i,0.00024583-0.00024097i,0.00014002+1.4707e-05i,6.3881e-05-0.00065701i,6.0821e-05-0.000298i,-0.0002533+0.00010211i,-0.00083146+0.00076374i,-0.00076061+0.00093691i,-0.00033858+0.00073799i,-0.00018318+0.00063038i,0.00052715+1.3011e-05i,0.0012403-0.00045337i
0.00077044-0.0028981i,0.00032892-0.001493i,-0.0016428-0.00079366i,-0.0020369-0.0003422i,-0.0012883+0.00090812i,-0.00047209+0.0016471i,-0.00034976+0.001434i,-0.0006788+0.00051214i,-0.00093896-0.00016659i,-0.0010443+0.00012773i,-0.00052873+0.00043814i,-8.2314e-05+0.00077522i,0.00024736+0.0012961i,0.00051265+0.00092587i,-1.7256e-05-0.00018488i,-0.00013158-0.0006523i,2.3798e-05-0.00060915i,-0.00085125-0.00065295i,-0.00072957-6.3619e-05i,0.00025655+0.00048688i,0.00013087+0.00029924i,-0.00031209-0.00013711i,-0.00045354-0.00011773i
-0.00085433+0.001292i,-0.0011706+0.0019754i,-0.00077342+0.0014449i,-0.00020742-0.00028127i,-0.00017578-0.00076144i,-0.00015727-0.00026439i,-0.00031733-0.00024089i,-0.0003568-0.00020946i,-0.00039485-0.00012373i,-0.00096674-6.5691e-05i,-0.0010214+0.00034222i,-0.00058437+0.00067956i,-0.00030869+0.00061173i,-0.00014492+0.00051229i,-0.0003994+0.00046965i,-0.00033839+0.00058568i,0.00026922-0.00014246i,0.00033258-0.00067484i,-0.00063847-8.3674e-05i,-0.0014657+0.00067261i,-0.00088319+0.00052674i,-0.00018771-0.00038053i,-0.0002176-0.000774i
0.0001876-0.0028926i,-0.00019074-0.0031225i,-0.00033569-0.0024053i,-0.00067237-0.0006696i,-0.0024596-6.1089e-05i,-0.0020124-5.3402e-05i,-0.00087067-0.00017551i,-0.0004873-0.00095525i,-0.00064073-0.00073707i,-0.001166-1.8442e-05i,-0.00078568-2.1973e-05i,-1.8651e-06-0.00019232i,-0.00030048-0.0001473i,-0.00040625+0.00042158i,0.00021092+4.5054e-05i,2.7559e-05-0.00061954i,-0.00085494-0.00073759i,-0.00076853-0.00073421i,-0.00059628-9.5209e-06i,-0.00096121+0.00078305i,-0.00045965+0.0004745i,0.0005101-0.00062245i,0.00084588-0.00087023i
-0.00056599-0.00010665i,-0.00085521-0.00018831i,-0.0015121+0.00036082i,-0.0013681+0.00063425i,-0.0010298+0.00058471i,-0.00081935+0.00062866i,0.00020929+0.00014397i,0.00063151-0.0001956i,0.00032036+0.00031957i,-1.2674e-05+0.00064994i,-0.00053946-2.1891e-05i,-0.00032591-0.00030394i,0.00016076-0.00027719i,0.00056637+0.00045131i,0.00045105+0.0010463i,9.9198e-05+0.00109i,0.00022479+0.001i,-0.00015348+0.0010132i,-0.0003364+0.0011399i,-0.00048694+0.00096811i,-0.00070935+0.00067936i,-0.00059182+0.00032421i,-0.00096646-0.00027564i
0.0023599+0.00026345i,0.0025484-0.0003161i,0.00186+0.00060836i,0.0014634+0.00049233i,1.8393e-05+0.00013964i,-0.0015455-0.00011025i,-0.00015763-0.0010829i,0.0016735-0.00078247i,0.00087589-0.00015601i,0.00041216-0.00074815i,0.0011347-0.0011604i,0.00094956-0.00074041i,0.00061018+0.00085193i,0.00068461+0.0014439i,0.00051873+0.00065102i,0.00062191+0.00053484i,0.00073433+0.00056919i,0.00032597+0.00040315i,-3.2115e-06+1.135e-06i,0.00052527-0.00024593i,0.00067207+0.00020933i,-3.4929e-05+0.00031186i,-0.00029813+0.00011702i
-6.184e-06+0.00037393i,-0.00043419-0.00050137i,-0.00048076-0.00020191i,-0.00058492-0.00031085i,-0.00093528-0.0006607i,-0.00069275-0.00064999i,-0.00035323-0.0005569i,-7.9122e-05-0.00033631i,0.00019965+0.00089156i,4.254e-05+0.00041814i,-0.00066394-0.00021542i,-0.00052903+0.00017496i,5.4931e-05+0.00021226i,3.372e-05+4.3451e-05i,-0.00018606+0.00071653i,-0.00029575+0.00072648i,0.00016528-0.00033495i,0.00096897-0.00038866i,0.0016491-0.000218i,0.0013164-0.00033006i,8.0111e-06-0.00018966i,-0.0003411+0.00032388i,0.00012093+0.00079644i
0.0011721-0.0013988i,0.00026921-0.0019633i,-0.00038043-0.0020073i,-0.0011985-0.0007589i,-0.0019916+3.8727e-05i,-0.0018171+0.0003133i,-0.00063777+0.00021186i,0.00012249-0.00040492i,2.68e-05-0.0010311i,-0.00013047-0.00082418i,-0.00025013-0.00080053i,-0.00039674-0.00018095i,-0.00064902+0.00054987i,-0.00018039+0.00035013i,0.00017746-5.6486e-05i,-0.00040914-0.00010949i,-0.00030627-0.0002318i,0.00034714-0.00036279i,0.00035217+0.00011955i,0.00056694+0.00073838i,0.00031729+0.0003587i,-0.00043953-0.00071422i,-0.00013734-0.00072474i
0.00025771+0.00038692i,0.00085527-0.00017007i,0.00084711-0.00024728i,-0.00059093+0.00010268i,-0.0010947+3.0861e-05i,-0.0010314-0.00035262i,-0.0013742-0.0010657i,-0.0008198-0.0013398i,-0.00083539-0.0010248i,-0.0011867-0.00036169i,-0.00074847-5.3546e-05i,-0.00048726-0.00016729i,-0.00032976-0.00015692i,-0.00038322-0.00019624i,-0.00073844-3.2288e-05i,1.4245e-05-0.00059983i,0.00085492-0.00067168i,0.0011585-0.00036446i,0.0011215-0.00048292i,0.00079664-0.00049148i,0.00022215+0.00018389i,0.00036298+0.00013189i,0.00067959+0.0001572i
0.0025625-0.0017152i,0.0014834-0.0014854i,0.0013166-0.0013133i,0.00032922-0.0014637i,-0.0017106-0.0011172i,-0.0024908-0.00098017i,-0.0015459-0.0014416i,-0.00082542-0.0013211i,-0.00076358-0.00074763i,-0.00090843-0.00055702i,-0.0012073-0.00023919i,-0.00053337-3.5322e-05i,1.5685e-05+0.00081986i,-0.00011234+0.0015952i,5.4502e-05+0.00119i,0.00017626+0.0002764i,-5.5422e-05-0.00039486i,2.3704e-05-0.00087825i,-2.5837e-05-0.00027073i,-0.00026781+0.0004565i,-0.00055794-1.8431e-05i,-0.00036396-0.00039424i,0.0002763+0.00023429i
0.002107+0.00097295i,0.001797+0.001109i,0.0010556+0.00056923i,1.045e-05-0.00013362i,-0.00077084-0.00080594i,-0.00084198-0.0014265i,-0.00033713-0.00052039i,-8.748e-06+0.00016262i,0.00023413-0.00037585i,0.00070644-0.00058982i,0.0010039-0.00024935i,0.00051797-1.5871e-05i,-7.5934e-05-0.00036713i,-0.00040135-0.00015228i,-0.00090476+0.0011163i,-0.00098787+0.00070427i,-0.00069348-0.0003107i,-0.00050278-0.0001468i,-0.00030976-8.1662e-05i,-9.9883e-05-0.00064214i,-0.00029646-0.00062798i,-0.00062196+5.8173e-05i,-0.00012972+0.00033033i
0.00072601+0.00052092i,0.00096467+0.00031307i,0.001842+0.00018566i,0.0016933-0.00044712i,0.00084065-0.0010266i,-0.0004385-0.00043106i,-0.00054794-0.00053944i,0.0004409-0.00025893i,0.00057652+0.00054898i,0.00019905+0.00054427i,-2.7362e-05+0.00021089i,-0.00011541+0.00074396i,-2.145e-05+0.00060611i,0.00053834+0.00042502i,0.00053259+0.0010193i,-8.3119e-05+0.0011961i,-5.9259e-05+0.00083324i,0.00038869+0.00046963i,0.00023025+0.00071033i,-0.00033594+0.00052098i,-0.00056144+0.0003059i,-0.0005587+0.00036626i,-8.6541e-05+0.00061236i
0.0012135+8.2948e-05i,0.00027247-0.00075326i,-4.6137e-05-0.00031935i,-0.00038275+0.00013616i,-0.0012774+0.0004337i,-0.0012969+0.00028535i,-0.00044765-0.00023318i,-0.00020989-0.00031213i,-0.00080866+0.00027477i,-0.0005531+0.00063545i,-0.00050008-0.00011827i,-0.00050187-0.00019773i,-0.00011479+0.00014056i,-0.00014687+0.00016392i,-0.00017697+0.00063165i,3.1895e-05+0.0009108i,0.00048235+0.0011369i,0.00093654+0.0010012i,0.00065171+0.00017652i,0.0003073+4.5178e-05i,2.8907e-05+0.00049896i,-6.3069e-05+0.00029115i,0.00054596+3.986e-05i
0.00034503+0.0014674i,0.00037379+0.0008407i,0.0010088+0.0010239i,0.0011105+0.0011142i,0.00099444+0.0010106i,0.00015707+4.3536e-05i,-0.00072794-0.00041545i,-0.00093783+0.00027995i,-0.00095807+0.0004152i,-0.00015985+0.00043101i,0.0011989+0.00010713i,0.00042815+9.1016e-05i,-0.0010977+2.61e-05i,-0.00092878-9.686e-05i,-0.00042971+6.7374e-05i,-0.00028651-0.00018215i,5.4306e-05-0.0005028i,0.00045774-0.00088191i,7.2202e-05-0.00047033i,-0.00056234+0.00033398i,0.0001445-0.00038478i,0.00011946-0.00095749i,-0.00059949-0.00094587i
0.0012151+0.00027287i,0.00064759-8.1922e-06i,0.00021518-0.00065222i,-0.00037773-0.00062174i,-0.0011813-0.00013946i,-0.0011046-8.3911e-05i,-0.00040016-0.00060647i,0.00044092-0.001337i,0.00023382-0.0010689i,-0.00023324-0.00020958i,-0.00061081-0.00033284i,-0.00018861+0.00014257i,0.00082291+0.0010233i,0.0013699+0.00053895i,0.0013581+4.5383e-05i,0.0013038+0.00046804i,0.0010128+0.00065289i,0.00031497+0.00058009i,0.00016881+0.00039918i,0.00017484+0.00037372i,-0.00030339+0.00095405i,-0.0007425+0.00042308i,3.4678e-05+4.0206e-05i
-0.00018591+0.00043204i,0.00076278+0.00016244i,0.00094634+0.0009551i,-0.00032686+0.00078465i,-0.00071368-0.0001408i,-0.00023348-0.00022169i,-0.00048808-0.00070706i,-0.00085308-0.001198i,-0.0014536-0.0005619i,-0.0014259-0.00029685i,-0.00072917-0.0006154i,-0.00086095-0.00048062i,-0.0010305-0.00033933i,0.00033136-0.00025087i,0.00092834+0.00028957i,7.7893e-05+0.0012563i,9.7382e-05+0.001852i,0.00058151+0.0012841i,0.00043462+0.00082085i,0.0001478+0.00054534i,0.00083168-2.1282e-05i,0.0013984-0.00021531i,0.0010258-8.1442e-05i
-0.0026325+0.0014671i,-0.0030221+0.001607i,-0.001245+0.0018476i,0.00027638+0.0019887i,0.00026958+0.0011329i,0.00017953+0.00042755i,0.00016451-0.00060522i,0.0003125-0.0018742i,-0.00050408-0.0018747i,-0.00077846-0.001194i,0.00029702-0.00080235i,0.0010295+3.227e-05i,0.00083541+5.4197e-05i,0.00014748-0.00058146i,-0.00025589-0.0003327i,0.00022179+3.8964e-06i,0.00067357+0.00017281i,0.0005337+0.00016056i,0.00048959+0.00052586i,0.00076381+0.00082188i,0.00035235+0.0011233i,-0.00036619+0.0013484i,-0.00058337+0.0012341i
0.0011278+0.00028322i,0.0013309+0.001314i,0.00049067+0.00092471i,-0.00052542+0.00032586i,-0.00074403+0.00032693i,-0.00090743+0.00040401i,-0.00099475-4.3223e-05i,-0.00081904-0.00011354i,-0.00071481+0.00020733i,-0.00021453+1.1021e-06i,0.00013131-0.00010156i,-6.9858e-05-4.1641e-05i,0.00018916-0.00014381i,0.00092599-0.00058429i,0.0010397-0.00043209i,0.000325-0.00050861i,6.5649e-05-0.00055309i,9.763e-05+0.00049785i,-6.27e-05+0.0011115i,2.527e-05+0.00076805i,-0.00030258+0.00017208i,-0.00054964+0.00029544i,-0.00027402+0.00016483i
-0.0004216+0.0011837i,0.00067065+0.0013911i,0.0004589+0.0010602i,0.00037868+0.0013641i,0.00042861+0.0011214i,0.00029779-0.0005703i,0.00010049-0.00092843i,-0.00028874-0.001041i,-0.0010302-0.00080163i,-0.0013325-0.00026869i,-0.0010778-7.9459e-06i,-0.00058132+0.00037694i,-0.00052667+0.00061713i,-0.00053662+0.00083239i,-0.00019504+0.00059009i,-0.00036802+0.00012672i,0.00012447+0.00058516i,5.9976e-05+0.00090212i,-0.0011867+0.00045861i,-0.0011291-0.00026315i,-0.00040592-0.00062592i,-0.00074169-9.7147e-06i,-0.00050343+0.00059706i
-0.00063309-0.0012534i,-0.00099529-0.001387i,-0.00045202-0.0008472i,-0.00078688+0.00024088i,-0.0015995+0.0010854i,-0.0015426+0.00080477i,-0.0005246+0.00034881i,0.00071341+4.7054e-05i,0.00088947-0.00068513i,7.0236e-05+0.0001136i,-0.00077805+0.0012147i,-0.0013045+0.00075318i,-0.00102+0.00027318i,-0.000531+0.00023836i,-0.00056493+0.00037804i,-0.00097652+0.00062138i,-0.0006334-0.0002168i,-0.00017196-0.0013641i,0.00027443-0.0010045i,0.00016467+8.2975e-05i,-0.00035398+0.00053182i,0.0001214+0.0001276i,0.00094653-0.0010323i
-0.00084312-0.0013075i,-0.00086738-0.001246i,0.000254+0.00021687i,-4.2505e-05+0.001191i,-0.0014997+0.0016411i,-0.00093444+0.00088677i,-0.00023867+0.00037438i,-0.0009106-6.4069e-05i,-0.0014268-0.0010537i,-0.0012588-0.0012629i,-0.00052808-0.00068556i,0.00021099+0.00034974i,0.00043511+0.00039682i,0.00083947+0.0005715i,0.00086557+0.00089961i,0.00083211+0.00073018i,0.0004268+0.00012536i,-0.00017633-0.00032489i,-0.00046162-4.6988e-06i,-0.00015493+0.00089451i,6.6139e-05+0.0012178i,-0.0002091+0.00022712i,5.8004e-05+0.00012368i
0.0020465+0.0018165i,0.0029964+0.00067635i,0.003118+0.00028757i,0.00088392-0.0006058i,-0.0011205-0.001265i,-0.00095303-0.0011717i,-0.0001486-0.00075894i,6.0213e-05-0.00073175i,-0.00067168-0.0011088i,-0.0011571-0.00042994i,-0.00054634+0.0003554i,0.00021031+0.00073987i,0.0001552+0.00055811i,0.00016063+7.7458e-05i,0.00067265+0.00045757i,0.00042412+0.00054766i,0.00017368+0.00018826i,-7.8349e-05-0.00038447i,0.00049493-0.0007682i,0.0013065-0.00088941i,0.00065003-0.0013318i,-2.9361e-05-0.0011043i,7.9948e-05-0.00030351i
-0.00050076-0.0034182i,-0.0014648-0.0021994i,-0.0022686-0.00075206i,-0.0038561+0.000218i,-0.0041674+0.0010971i,-0.0023985+0.0016716i,-0.00076091+0.00076055i,-0.00024318-9.0687e-05i,-0.00048449-0.00057458i,-0.00083801-0.0008176i,-0.00068778-0.00045934i,0.00015979+0.00022944i,0.00094792+0.00057322i,0.00080181+0.00056297i,0.00029603-0.00025309i,-2.6799e-05-0.00086307i,-0.00089101-0.0001533i,-0.00094511+1.7084e-05i,1.7855e-05-0.00029168i,0.0002319-0.00032228i,-9.3038e-05+0.00059335i,0.00061131+0.00071043i,0.0011087+0.00057817i
0.0015288-0.0013354i,0.0010889-0.0010743i,-0.00033689-0.0016173i,-0.0012614-0.00060576i,-0.0016987+0.00061122i,-0.0016221+0.00020823i,-0.0013657-0.00032672i,-0.0010456-0.00053747i,-0.0011416-0.00061714i,-0.00043482-0.00045036i,0.00050944-0.00040973i,-0.0003302-0.00036204i,-0.00098825+0.00037213i,-0.00021021+0.00108i,0.00036282+0.00067441i,-8.4907e-05+0.00061174i,0.0002491+0.00025302i,0.00079144+0.00024762i,0.0011355+7.5978e-05i,0.00069497-0.00026503i,-0.00026438+0.00041438i,-0.00062152+0.00049657i,-0.00042076+0.00038363i
-0.0010203-0.0013157i,0.00023497-0.0012239i,-0.00042509-0.0020784i,-0.0016847-0.001501i,-0.0014696-9.6271e-05i,-0.0012611+0.00071188i,-0.00047756+0.00049818i,1.1081e-05-0.00016332i,-0.00016122-0.00089389i,-0.0001897-0.00086386i,0.00010715-0.00030491i,0.00013632+0.00037358i,-0.00023095+0.00056605i,-2.4494e-06+0.00035411i,1.0592e-05+0.00071761i,-0.00037519+0.00034654i,-0.00054882-0.00093378i,-8.3296e-06-0.0010982i,0.00050469-0.00035149i,0.00041198-0.00063556i,-0.00012358-0.00095433i,-3.0764e-05-0.00055628i,0.00032466+8.8e-05i
-0.00038466+0.00046289i,0.00044483+0.00041119i,0.00016905+0.00080518i,-0.0010431+0.001385i,-0.001047+0.00094118i,-0.00045074-0.00039648i,0.00015428-0.00047512i,-8.9357e-05-0.00012426i,-0.00064926-0.00042039i,-0.00072023-0.00034542i,-0.00090169-0.00027156i,-0.00027566-0.00023885i,0.00020408+0.00023645i,0.00049933+0.00047675i,0.0006116-4.8223e-06i,0.00041952-0.00043501i,0.0008797-0.00018753i,0.00074137+0.00037028i,0.00028968+9.5535e-05i,0.00031137+0.0001267i,0.00039927+0.00053539i,0.00063753+0.00016614i,0.000645-0.0011088i
0.00038439-0.00086281i,-0.00072581-0.0012378i,-0.00089544-0.0011792i,-0.0013104-0.0010349i,-0.0015341-0.00058113i,-0.00067302+0.00010141i,0.00053718-0.00013608i,0.00083266-0.00050529i,0.000254-0.00043597i,-0.00022414-0.00029114i,-0.00012152-0.00025811i,0.00033418-0.00020728i,0.0001606+0.00066704i,-0.00019774+0.00086543i,0.00017273+0.00079012i,-0.00029346+0.00081244i,-0.0012246+0.00038324i,-0.0012047+0.00079293i,-0.00020194+0.00042715i,0.00078916-0.00071583i,0.001212-0.00047546i,0.0012194-0.00017088i,0.00049531-0.00068505i
0.001136-0.0013738i,0.00073721-0.00053822i,0.00083188+0.0010273i,0.00071582+0.0014654i,-0.00031496-0.00019148i,-0.00036459-0.0012371i,-0.00034538-0.0014406i,-0.00060411-0.0010926i,-0.00023849-0.0004477i,0.0001282-0.00048675i,0.00014111-0.00081337i,0.00025877-0.00031287i,0.00019505+4.3343e-05i,-0.00034681+7.4963e-05i,-0.00059708+0.00048126i,0.00031784+0.000257i,0.00090988+0.00038199i,0.001172+0.00069649i,0.00078559+0.00033034i,-0.00057688-0.00047557i,-0.00087988-0.00090844i,0.00019371-0.00053177i,0.00059677+9.701e-05i
0.0012474+0.0016378i,0.0014822+0.0015333i,0.0012246+0.0017826i,0.00069385+0.00070093i,-0.00013254-0.00044606i,-0.00076173-0.00034495i,-0.00016539-0.00048933i,0.00050619-0.0013185i,-3.6755e-05-0.001403i,-0.00028348-0.00059336i,0.0002805-3.8395e-05i,0.00026282-0.00022069i,0.000241-0.00020948i,-0.0001325+4.6908e-05i,-0.0010674+0.00052545i,-0.00083854+0.00047593i,7.4056e-05+0.00021573i,-9.2292e-05-0.00023396i,-3.8898e-05-0.00014991i,0.00061163-0.00050416i,0.00082013-0.00037886i,0.00043158+0.00027104i,1.2138e-05+0.00033677i
-0.00036237+6.848e-05i,-0.00076321+0.00045996i,-0.00054571+0.00079168i,-0.00026744+0.0013405i,-7.3207e-05+0.00093168i,0.00014786-0.00059241i,-0.00070218-0.00077756i,-0.00069482-0.0010671i,-9.75e-05-0.0011722i,-0.00023096-0.00057795i,-0.0007141-0.00033873i,-0.00052391-0.00046004i,-0.00048532-0.0002755i,-0.00088164-0.00027601i,4.8748e-05-0.00048201i,0.0004147+0.00012349i,0.00014756+0.00018554i,0.00016624-0.00015549i,0.00064422-0.00025792i,0.00028965-0.00026849i,-0.00063753-0.00034029i,-0.0011658-0.00033915i,-0.00079793-0.00030247i
