0.00165+0.00074835i,0.00032325-0.0019661i,-0.00068943-0.0045949i,-0.0012069-0.0046674i,-0.0016526-0.0022645i,-0.002092+0.00053658i,-0.0010366+0.0019386i,0.00048369+0.0017442i,0.0012532+0.00040588i,0.0011504-0.00044387i,-0.00053087-0.00055464i,-0.0011483-0.0002778i,-0.00024342-0.00033169i,0.00023268-0.00043614i,0.00061773+0.00030589i,0.00075333+0.00052695i,0.00048142+0.00048958i,-0.0001911+0.0010679i,-0.00073751+0.0015843i,-0.00046907+0.00093095i,0.00030605-0.00013394i,0.00037959-0.00016819i,-0.00036956-0.00031571i
0.00038826+0.00081987i,-0.00067815+0.00034504i,-0.00088707+0.00034046i,-0.00035283+0.00081983i,-0.00050536+0.0006458i,-0.00096913-0.00035287i,-0.001318-0.00071485i,-0.0011153-0.00022375i,-0.00094403+0.00016451i,-0.00097265-0.00029523i,-0.00080009-0.00041489i,-0.00020898+0.00020286i,8.6892e-05+0.00074184i,0.00043479+0.00041285i,0.00056832-1.8666e-05i,-8.5065e-05+0.00044422i,-0.00026655+0.00070424i,0.00019524+0.00076232i,0.00069303-0.00014437i,0.001096-0.00036435i,0.0003382+0.00013997i,-0.0001335+0.00066944i,0.00033764+0.00092654i
0.0013791+0.0016852i,0.00061801+0.0013344i,0.00060817-0.00081242i,0.00033971-0.0029355i,-0.00078291-0.00258i,-0.0013922-0.0012533i,-0.00085534-0.00022593i,-0.00029825+0.00041323i,-2.938e-05+6.5755e-05i,-7.2754e-05-0.00085472i,-0.00023192-0.0010876i,-3.4542e-05-0.0010751i,8.0131e-05-0.00088901i,0.00017086-0.00031421i,0.00019398-2.1894e-07i,-0.00058041+0.00018734i,-0.0005898+0.00014258i,0.00083216-0.00039144i,0.0017423-0.00041683i,0.00094975+6.3981e-05i,0.00061208+0.00048798i,-0.00041451+0.00083793i,-0.001419+0.00066171i
-0.0034752+0.00082648i,-0.0029901+0.0015096i,-0.0017927+0.001679i,0.00035939+0.0013738i,0.00080076+0.00053885i,0.00033131-0.00034595i,0.00033897-0.00089971i,6.1042e-05-0.0010977i,-0.00039879-0.00062079i,-0.00044995-0.00045402i,0.00037436-0.00064958i,0.001317-0.00021994i,0.0013686+0.00024968i,0.00069711+4.7397e-05i,0.0004592+0.00021031i,0.00075047+0.00027872i,0.00055083-0.00037075i,0.00024065-0.00055779i,-4.3329e-05+0.00028549i,-0.00038334+0.0009706i,0.0004909+0.00093446i,0.0011024+0.00062649i,0.0011911+0.00026665i
-0.00032249-0.0008652i,-0.00042796-0.0012113i,-0.0015014-0.0014992i,-0.0020671-0.00089447i,-0.0018431-0.00023323i,-0.0014003-0.00032181i,-0.00082139-0.00052127i,-0.0001729+0.00020933i,-0.0001485+0.00044804i,-0.0001651-0.0005086i,0.00056521-0.0011484i,0.0011278-0.0003814i,0.00057638+0.00020839i,0.00032175-7.2045e-05i,0.00062988-1.8409e-06i,0.00099635+0.00056422i,0.0012004+0.00025811i,0.00085628+0.00042356i,0.00070488+0.00068376i,0.00095013+1.7733e-05i,0.0009637-2.0676e-06i,0.0003761+0.000374i,-0.00019982+0.00095278i
-0.00072368+0.00036986i,-0.0003195+0.00074166i,0.00057923+0.00077887i,0.00086102-0.00013083i,-0.00056577-0.00021587i,-0.0011302+1.2641e-05i,-0.00013329-9.7229e-05i,2.0233e-05+2.1419e-05i,0.00022408-0.00039181i,0.00053088-8.2594e-05i,0.00059604+8.3599e-05i,0.00076457+0.00014929i,9.352e-06+0.00075771i,-0.00078395+0.00079975i,-0.00016065+0.00049443i,0.0005437+0.00020838i,0.00017781+0.00027394i,-0.00025462+0.00043536i,-0.00070118+0.00077768i,-0.00077631+0.00044138i,-0.00035432-0.00043033i,3.806e-05-0.00039089i,0.00037946-0.0002596i
-0.0017379-0.0017672i,-0.0023777-0.00098157i,-0.0034123-0.00083725i,-0.0030252-0.00084923i,-0.0018299-0.0010378i,-0.00032265-0.00091334i,0.00034711-0.00092211i,0.00042747-0.00079896i,0.00027791-0.00068936i,0.0003702-0.00021715i,0.00049012+0.00087141i,0.00032542+0.0010936i,0.00010097+0.00038011i,-0.00042397+0.00022665i,-0.0006387+0.00040087i,-0.00030952+9.435e-05i,-0.00041551+0.00045326i,-0.00050576+0.00094918i,4.6353e-05+0.00088147i,-0.00026588+0.00030609i,-0.00018889-0.00038724i,0.0001056-0.00042084i,3.3157e-05-0.00033356i
-0.00017732-0.00056941i,-0.00025679-0.00099416i,0.00049097-0.0017369i,0.00013617-0.0018232i,-0.00070203-0.0013521i,-0.0010472-0.001277i,-0.0017298-0.0016205i,-0.0011038-0.0010804i,-0.00029938-0.00073971i,7.1514e-05-0.001227i,0.00079122-0.00058632i,0.00062929-7.5394e-05i,-7.8544e-05+0.00021855i,-0.00030584+0.00065152i,0.00032436-0.0002981i,0.00058255-0.00069966i,-0.0001729-0.00052429i,-0.00053311-0.00079746i,-0.00052546-0.00025491i,0.00033321-0.00030203i,0.0004708-0.00033879i,-0.00022152+0.000687i,0.00035705+0.00060446i
-0.0008586-0.00039805i,-0.00089337+0.00049412i,-0.0018618+0.000576i,-0.0018757+0.00036325i,-0.00095985-0.00027448i,-0.00041024-0.00018934i,-0.00047707-0.00033494i,-0.000242-0.0011267i,-0.00014514-0.00074895i,-0.00039371+9.4798e-05i,-0.00031315+0.00052868i,6.1626e-05+2.9714e-05i,0.00045513-0.00029947i,0.00023185-0.00044683i,-0.00013808-0.00025564i,9.7382e-05-9.0475e-05i,-1.8545e-05+0.00014315i,-0.0003863+0.00061975i,-0.00015599+8.0112e-05i,0.00041802-0.00070857i,0.00026843-0.00065158i,0.0001928-0.00044768i,-0.00034662-0.0004943i
-0.0010592-0.0016516i,-0.00085384-0.0014047i,-0.0007797-0.0011709i,-0.00094194-0.00073028i,-0.00063004-0.00011292i,0.00021629-0.00018694i,0.0010909-0.00069807i,0.0010856+2.7119e-05i,0.00059438+0.00022689i,0.00020176+2.1829e-05i,-4.003e-05+0.00024703i,0.00053235-4.9646e-05i,0.00098889-0.0004052i,0.00047588-8.2022e-05i,-0.00038338+0.00050854i,-6.6837e-06+0.00075624i,0.00043479+0.0010886i,0.00021799+0.00098346i,0.00062952-0.00049653i,0.00052081-0.00084993i,0.0003119+0.00025902i,0.0003397+0.00054474i,0.00057997+0.00041939i
0.00061454-0.00011043i,0.00087711-0.00068962i,0.0011032-0.00078591i,0.00024183-0.0010077i,-0.0011408-0.0016468i,-0.0015172-0.00079121i,-0.00096177-0.00029034i,-0.00034478-0.00047428i,-0.00021941-0.00090812i,-0.00019201-0.0005769i,6.1555e-05+0.00030242i,0.00078067-0.00016847i,0.0001651+0.00022516i,-0.0003167+0.0006475i,0.00019903-9.7069e-05i,0.00053382-0.00035407i,0.00045022-0.00014385i,0.00054996-0.0002748i,0.00053368+0.00013187i,8.7115e-05+0.0002064i,-7.7644e-05-1.2622e-05i,0.00022259+0.00021911i,0.00037502+0.00040986i
2.2876e-05+0.0020001i,0.00051007+0.0012967i,0.00073127+0.00088169i,-1.5152e-05+4.2924e-05i,-0.00016292-3.8907e-05i,9.2359e-05-0.00026211i,-6.1718e-05-0.0014726i,-0.000199-0.0022088i,0.00025203-0.001698i,0.00059694-0.00071321i,5.1534e-06-0.00030336i,0.00018701-0.00033187i,0.00075678-0.0002461i,-4.4137e-05-0.00020357i,0.00019259-3.8741e-05i,0.00030855-3.8141e-05i,-0.0001252+0.00034196i,-0.0006229+0.00069149i,-0.0011739+0.00035527i,-0.00052892-2.9679e-05i,0.00053956-0.00062265i,0.00062344-0.00018032i,-0.00025914+0.00025816i
0.0019294+0.0002117i,0.0009646+5.9376e-05i,0.00080709+0.0011036i,0.00058544+0.001039i,0.00025372-0.00017699i,-0.00015567-0.00038301i,-0.00079361-0.00037753i,-0.00044445-0.0004834i,-0.00043943-0.00063324i,-0.00036731-0.0007306i,-7.3886e-05-0.00035284i,0.00028629-0.00010757i,0.00032219+4.8936e-05i,0.00014788+0.00019622i,0.00054771-0.00021595i,0.00081883-0.00041951i,0.00058697-0.00015132i,-0.00042785+0.0002897i,-0.00043466+0.00033371i,0.00010323+0.00056294i,0.00017847+0.00021475i,0.00032084-0.00013759i,7.4878e-05-0.00023038i
-0.00010282-0.0012365i,-0.00078613-0.0012796i,-0.0018702-0.0020096i,-0.001739-0.0018975i,-0.00075463-0.00093722i,-0.00037253-9.8103e-05i,-0.00060704-0.00090208i,-0.00058965-0.0013137i,-0.00088119-0.00099169i,-0.0013527-0.00080267i,-0.0010057-0.00012874i,0.00011947+0.0003677i,0.00034599+0.00042434i,-0.00019418+0.00059363i,-0.00019801+0.00060833i,-0.00020737+0.0002388i,-0.00078622-0.00054429i,-0.00077802-0.0012749i,-0.00042983-0.00032917i,-0.00064489+4.0825e-05i,7.003e-06+1.5589e-05i,0.0005536+0.00010166i,-0.00011436-6.4807e-05i
0.0003876-0.00014425i,0.0001951-0.00036585i,0.0010144-0.0016901i,0.0019526-0.0021396i,0.0013045-0.001419i,0.00083741-0.0016982i,0.00077384-0.0017829i,0.00030601-0.0011229i,0.00011759-0.0010338i,0.00033564-0.0006987i,9.9565e-05-0.00012088i,0.00056595-0.00036724i,0.00099096-0.00066574i,0.00042401-0.00026305i,7.7641e-06-8.9762e-05i,0.00031562-9.3806e-05i,0.00017955-0.00032488i,0.00016091-0.00069665i,0.00037663-0.00029239i,0.00043764-0.00043268i,0.00061614-0.00051275i,0.00055385+4.2628e-05i,0.00027456-0.00025614i
-9.8581e-05-0.00011807i,-0.00049135-0.00010508i,-0.001056-0.00024264i,-0.0013173+8.0025e-05i,-0.0012907+0.00051378i,-0.0011524-0.00029691i,-0.0012612-0.00080069i,-0.0012875+9.7731e-05i,-0.00082355-0.00014041i,4.0718e-05-0.00093558i,0.00048124-0.00018591i,0.00022643+0.00042208i,-0.00030018+0.00028197i,-0.00086042-0.00016444i,-0.00075263-0.00049074i,-0.00055081+8.2848e-05i,-4.8508e-05+0.00049221i,0.00027756+9.5287e-05i,2.0314e-05-0.00028845i,0.00012978-0.00023726i,1.6772e-05-0.00025641i,-0.00017587-0.00066903i,0.00013781-0.00082923i
-0.0002106+0.0013234i,0.00033395+0.00049829i,0.0017521+0.0001121i,0.0022475-0.00061732i,0.0011728-0.0016067i,0.00021078-0.0016459i,0.0006091-0.0007679i,0.00044206+5.2626e-06i,-0.00036016-0.00012153i,-0.00015348+0.00024632i,0.00087768+0.00078735i,0.001262+0.0006442i,0.00091703+0.00015449i,0.00015753-0.00041396i,0.00014901-0.00042906i,0.00036558-2.7302e-06i,0.000184+0.00074858i,0.00038466+0.00071614i,0.00050535-0.00019396i,0.00056544-0.00035094i,0.00036223+0.00034077i,0.00046132+0.00071154i,0.00084289+0.00066876i
-0.0021789-0.00080762i,-0.0024514-9.3995e-05i,-0.0030964+0.0011678i,-0.0022583+0.0014569i,-3.6963e-05+0.00030803i,0.0009709-0.0012102i,0.0008646-0.0012607i,0.00051143-0.0010526i,0.00053203-0.00034976i,0.00036751+0.0007088i,0.00025945+0.00033806i,0.00064974-0.00018619i,0.00013121+0.00030745i,-0.00021448+0.00063762i,0.0001648-2.2329e-05i,-7.5963e-05-0.00065001i,0.00028235-0.0004223i,0.00059809+0.00011388i,0.00042154+0.00052931i,0.00037252+0.00075089i,0.00015173+0.0007789i,0.00044087+0.00043719i,0.00031675-0.00030075i
-0.00089005-0.0012501i,-0.0013462-0.0017697i,-0.0010155-0.0015365i,0.00042189-0.00052733i,0.00020352+6.2322e-05i,-0.0010409+0.0001019i,-0.00094932-8.0626e-05i,-0.00032674-0.00029259i,-3.0707e-05-0.00017872i,-8.5034e-05+0.00061025i,0.00075845+0.00067163i,0.0011525-0.0003711i,0.00073072-0.00066131i,0.0003397-0.00011748i,-1.554e-05-0.00015249i,0.00017495+0.00012462i,0.00073412+0.00061278i,0.00016631+0.00067966i,-0.00047348+0.00078909i,-0.00013708+0.00073721i,-1.6462e-05+0.00063778i,0.0002582+0.00093679i,0.00091394+0.0012144i
0.00084788+0.00094841i,-0.00033083+0.00050504i,-0.00070555+0.001176i,0.00010759+0.00089772i,0.00047007-0.00014253i,-0.00070904-0.00026171i,-0.00080906-8.7996e-05i,0.00023774-0.00048016i,0.00036312-0.00093611i,0.00013615-0.00063813i,0.00055662-0.00018723i,0.00016578-0.00065713i,-0.0009463-0.0011458i,-0.00093922-0.00077153i,-0.0003211-0.00045998i,0.00040647-0.00021457i,0.00052821+0.00040082i,-6.5068e-05+9.67e-05i,9.6798e-05-0.00055321i,0.00028943-0.00032514i,0.00049121+0.00033043i,0.00058056+0.00057259i,-3.8543e-06+0.00010492i
0.00045191+0.00095914i,0.00089315+0.00088631i,0.00085741-4.1549e-05i,0.00071002-0.00081761i,0.00088486-0.0007747i,0.00095351-0.00055167i,0.0013137+1.7395e-05i,0.00082931+0.00074346i,-0.00047047+0.0011361i,-0.00072897+0.0014647i,-0.00012486+0.00097185i,0.0012869-0.00033073i,0.0014977-0.00023293i,0.00020834+0.00041069i,-0.00010765+0.00045724i,9.6152e-05-0.00012689i,0.00067866-0.0012467i,0.0011984-0.0015083i,0.00092893-0.00098773i,0.00036959-0.0002983i,-0.00041231-0.000256i,-0.00041514-0.00027475i,-0.00028005-5.9641e-05i
-0.0019045-0.00029752i,-0.0020042+0.00030624i,-0.0025576+0.0011816i,-0.0020301+0.0011732i,-0.00082492+0.0006524i,-0.00043617-9.6072e-06i,-0.00082931-0.00082182i,-0.00089514-0.001067i,-0.0012056-0.0013243i,-0.0005606-0.00083779i,-5.0472e-05+0.00045266i,-0.00045925+0.00021891i,-0.00031891-0.00036978i,0.00046587-9.3967e-05i,0.00099527+0.00010161i,0.00025252+0.00054387i,6.6413e-06+0.0010645i,0.00044728+0.00054183i,-0.00016242-0.00016682i,-0.0006652-0.00060128i,-0.00051391-0.00063267i,-6.5275e-05-7.4918e-06i,5.2564e-05+0.00032315i
0.002223-0.00018074i,0.0022838-0.0010967i,0.0025973-0.0037942i,0.00177-0.0049849i,0.00013781-0.0038248i,-0.00053353-0.0019095i,-0.00056988-0.00085803i,-0.00020766-0.00028776i,1.6156e-05-1.8372e-06i,-0.00058602-0.00035829i,-0.0010721+4.5938e-05i,-0.00085221-0.00012396i,-0.0009053-0.0011153i,-0.0007913-0.0013561i,-0.00022662-0.00064471i,1.9818e-05+0.00034203i,0.00059798+0.0007434i,0.00065585+0.00021528i,0.00048143+8.4601e-05i,0.00037622-9.2893e-05i,-0.00073331-0.00013863i,-0.00066821-0.00017084i,-0.00016804-0.00044204i
0.0016505+0.00042721i,0.0016075+7.5899e-05i,0.0019226+0.00068447i,0.0017696+0.00096531i,0.00027405-3.5674e-05i,-0.001058-0.00093863i,-0.0010822-0.0010968i,-0.00035935-0.001092i,7.74e-05-0.0011947i,3.2083e-05-0.00039638i,-0.00026521+0.00066801i,-0.00035992+0.00055479i,-0.00037189-0.00022408i,-0.00049388-0.00067242i,-0.00081944-0.00046081i,-0.00070837-0.00065359i,0.00053253-0.00071569i,0.00068894-0.00041344i,3.0638e-05-0.00020527i,-0.00025437+7.1578e-05i,-0.00058659-6.2295e-05i,-0.00085987-0.00017274i,-0.00084394-0.00012431i
-1.8951e-06+0.0011561i,0.00010872-0.0003829i,0.00070369-0.00048535i,0.00075534-0.0012916i,0.00028699-0.0016997i,0.00012068-0.0012946i,0.00048414-0.00032845i,0.00088929+7.0091e-05i,0.00026383-0.00051442i,6.8163e-05-0.00079307i,-4.2859e-05-0.00098267i,-0.00026312-0.0011883i,-8.9987e-05-0.00068264i,0.00017012-0.00035685i,-1.7918e-05-0.00018684i,-0.00041449+0.00013991i,-0.00012904-2.0445e-05i,-6.3036e-06+0.0001356i,-4.6687e-05-0.00024216i,2.3283e-05-0.0010743i,0.00050986-0.00065486i,0.0004823-4.1336e-05i,0.00044609+0.00037286i
-2.947e-05-0.002424i,-0.00052782-0.00021262i,-0.0014382+0.00034537i,-0.0020875+0.0003238i,-0.0018847+5.3606e-05i,-0.0010692-0.0002617i,-0.0011098+0.00012501i,-0.0014445+0.00021709i,-0.0015532+3.0693e-05i,-0.0016405-0.00015499i,-0.0008521+0.00041463i,-0.00037794+0.00074174i,-0.00041948+0.00062951i,-0.00021893+0.0005904i,0.00028933+0.0010135i,0.00027875+0.0015248i,-0.00061168+0.00071881i,-0.00091187+2.9253e-05i,-0.00045897+0.00062291i,-0.0001958+0.00061261i,0.0001283+0.00019729i,-0.00042159+0.00035468i,-0.00067938+0.00034943i
-0.00025708-0.00049012i,-0.0011145+0.00011001i,-0.0012589-0.0010489i,-0.00066126-0.0032536i,-0.00023305-0.0029033i,0.00010551-0.001717i,1.2043e-05-0.00090726i,-0.00018936-0.00056248i,-9.09e-05-0.00046679i,-1.933e-05-1.7988e-06i,-7.0168e-05+4.3743e-05i,1.7543e-05+3.8108e-05i,7.8814e-06-0.00014564i,-3.1228e-05-0.00029767i,0.00015634+0.00048387i,-4.367e-05+0.00076166i,0.00026003+0.0007495i,6.5669e-05+0.00091539i,-0.00018207+0.00044653i,5.5359e-05+2.0735e-05i,0.00045176+0.00079591i,0.00038359+0.0013916i,0.00021555+0.0012642i
0.0010437+0.00048467i,0.0011584+0.00068249i,0.00098625+0.0012234i,8.1641e-05+0.0012997i,-0.0014945+0.0008748i,-0.0018586+0.00045589i,-0.00051434+0.00067542i,0.00023547+0.00039826i,0.00028589-0.0003755i,0.00065722+0.00053129i,0.00011606+0.0016377i,-0.00033126+0.00086874i,-0.00035199-8.8252e-05i,-0.00029452-0.0004829i,-0.00010918-0.00019874i,0.00042976+0.00027652i,0.0007317+0.00030149i,0.00013838+0.00062585i,-0.00039555+0.00061793i,-0.00038504+0.0002223i,0.00051552+4.5481e-05i,0.0012721-0.00010358i,0.00095614-7.0955e-05i
-0.00099955+0.0013069i,-0.00096574+0.0017499i,-0.00061579+0.0011502i,-0.00064575-0.0016639i,0.00011316-0.0032336i,0.00051408-0.0017104i,0.00011069-0.00050607i,-0.00015604-0.00047677i,-0.00011009-0.00070788i,0.00055665-0.00032459i,0.00080928-7.671e-05i,0.00080493+0.00012184i,4.4317e-05+0.00095376i,-0.00055877+0.0010772i,-8.2122e-05+0.00080849i,0.0005705+0.00038269i,0.0003557+4.3995e-05i,-1.7575e-05+2.2857e-05i,-0.00033887+0.00022296i,-0.00051838+0.00037074i,-0.00010524-0.00034548i,-0.00036078-0.00039513i,-0.0010515+6.4755e-05i
-0.0023677-0.001889i,-0.0028063-0.0020233i,-0.0028219-0.0017604i,-0.00097002-0.0005478i,0.00034994+0.00040587i,0.00062424+0.00039376i,0.00027888+0.00041452i,-0.0012742+0.00027061i,-0.00083375-0.00035196i,0.00030362+0.00016118i,0.00084385+0.00088479i,0.001203+0.00067965i,0.00068059+0.00051914i,-0.0001843+0.0005182i,-0.00071724+0.00061738i,-0.00046052+0.000928i,-0.00037283+0.00093336i,-0.00038936+0.00041719i,4.223e-06+0.00054167i,-0.00056428+0.00034259i,-0.00082754+0.00059805i,0.00021731+0.00098048i,0.0010025-0.00032244i
-0.00038038+0.00056418i,-0.00093376+0.0011812i,-0.00047958+0.0012455i,-0.00047543-9.6337e-05i,-0.00090175-0.0014967i,-0.0015378-0.00064861i,-0.0014805-9.3998e-05i,-0.00083251-3.3297e-05i,-0.00017171-0.00019357i,1.959e-05-0.00034466i,-0.00012827+3.5658e-05i,0.00055989-0.00018259i,0.00066262-0.00061361i,-0.00017011-5.6879e-05i,-6.9522e-05+0.00016682i,-0.00031201+2.9355e-05i,-0.00030735+0.00028219i,-0.00017995+0.00043765i,-0.00044916-0.0001073i,-0.00022702+4.6835e-05i,-0.00021667+0.00028477i,-0.00053074+0.00051424i,-0.00039661+0.00070994i
0.00016561-0.0022973i,0.00031336-0.0025853i,0.00037624-0.00096003i,0.00042288+0.00038209i,0.00088786-0.00018558i,0.0014201-0.0008056i,0.00087797-0.00024415i,9.6646e-05+0.00065117i,0.00016931-0.00027595i,0.00029006-0.0016494i,-8.0371e-05-0.001351i,-0.00038524-7.2431e-05i,-0.00033893-0.000117i,0.000654-0.00076645i,0.00092103-0.00071661i,0.0010967-0.00073189i,0.0014307-0.00049871i,0.0008343+0.00021182i,0.00056518+0.00055585i,0.00028581+0.00045284i,-8.5974e-05-0.00013927i,-0.00014041+0.00033015i,-0.00052926+0.0012734i
-0.00045933-0.0017865i,0.00061042-0.0021233i,-0.0001876-0.0024592i,-0.0017877-0.0027206i,-0.002787-0.002138i,-0.0021374-0.00066642i,-0.00054865+0.00062248i,0.00050515+0.00078734i,0.00033755+0.00063311i,-0.0009644+0.00019692i,-0.001317+0.00030491i,-0.00079707+0.00043278i,-0.00033442+7.3889e-05i,-0.00040461+0.00052783i,-0.00042617+0.00067399i,0.0001918+2.4457e-05i,-0.00018009-0.00020775i,-0.00064407+0.0003942i,8.966e-05+0.000523i,0.00010638+7.8724e-05i,-0.00050278+2.8004e-05i,0.00043632+2.9748e-05i,0.001157-8.106e-05i
-0.00011294+0.0013065i,0.00037465+0.0015754i,0.002807+0.00073783i,0.0024361+0.00021735i,0.00075302-0.00020916i,0.00067205-0.00095386i,0.0004576-0.0010341i,-0.00033113-0.001148i,-0.00075658-0.0018861i,-0.00043935-0.0013814i,0.00017074+0.00030516i,-0.00013151+0.0010116i,-0.00048864-0.00020441i,3.5597e-06-0.00025403i,-4.7272e-05+0.00021158i,0.00048477+0.00017274i,0.00089502-9.7777e-07i,0.00056962-0.00024708i,0.00030321+0.00019047i,-0.00015846+0.00057915i,-0.0003136+0.00041001i,-0.00014181-0.00048295i,-1.3199e-05-0.00076591i
-0.00082929-0.00053477i,-4.6097e-06-0.00071267i,-0.00080471-0.00094185i,-0.0021915-0.00066807i,-0.002749-0.00049239i,-0.0024189-0.00076873i,-0.0017607-0.0014065i,-0.0015056-0.00048625i,-0.0014571+0.00040806i,-0.0013192+0.00059261i,-0.0012959+0.00084861i,-0.00063545+0.00040534i,-0.00030173-0.00019442i,-0.00051595+4.7537e-05i,-0.00064698+0.0003794i,-0.00022041+0.00080378i,0.00035119+0.0011825i,0.00066978+0.00066411i,0.00047591+4.9158e-05i,0.00012843+0.00052864i,-0.00055795+0.00070332i,7.0341e-05-0.00022888i,0.00051032-0.00021976i
-0.00067876-0.0019479i,-0.00078351-0.0012921i,-0.00050433-0.001036i,0.00025946-0.0014467i,0.00031928-0.00092149i,-0.00042221-0.00097271i,5.99e-06-0.0012967i,0.00093786-0.00080697i,0.0009395+0.00013713i,0.00018431+0.00025294i,-5.1908e-05+0.00035101i,0.00031707+0.00095374i,4.493e-06+0.00028199i,-0.00098465-0.00088711i,-0.00054623-0.00052196i,0.00026411+0.00014091i,0.00022507+0.00019272i,-2.884e-05+7.6197e-05i,0.00017528-0.0002562i,0.0006131-0.00076856i,0.00014517-0.00022683i,-1.876e-05+0.0010574i,-0.00031108+0.00046908i
4.9149e-05+0.00061637i,-0.00010468+6.8042e-05i,-0.0003793-0.00033478i,0.00033619-0.0010118i,0.00048333-0.0015708i,0.00015993-0.0015308i,0.00054436-0.0010433i,0.00054003-0.00025549i,-1.6126e-05-0.00022416i,-0.00024668-0.00059346i,0.00015682+1.6097e-06i,0.00015422+0.00039239i,-0.00082326+0.00012407i,-0.00094912-0.00033357i,-0.00041438-0.0006972i,-6.5538e-06-0.00094911i,0.00039069-0.0010092i,0.00087799-0.00039688i,5.0775e-05-4.0251e-05i,-0.0009152-0.00013537i,-0.00085746-0.00029154i,-0.0003049-0.0003533i,0.0002006-0.00036748i
-0.0014065+0.0011309i,1.4484e-05+0.0012103i,0.00076064+0.0010037i,0.00016328+7.9155e-05i,-0.00043021-0.00032242i,-0.00037729-0.00044113i,-0.0001445-0.00054222i,-0.00053694-0.00066207i,-0.00072069-0.0010532i,-0.00065976+8.4903e-05i,-5.1599e-05+0.0010539i,-0.00021946+0.00071251i,-0.00080551+0.00051565i,-0.00014768+0.00027255i,0.00024347+0.00077985i,-0.00055297+0.0010708i,-0.00060474+0.00028422i,0.00011459-0.00047653i,-0.00013478-0.0003414i,-0.00041813+0.0003298i,-0.00010037+3.9016e-05i,-0.00054288+5.0743e-05i,-0.00059398-9.3634e-05i
-0.0014361-0.0006826i,-0.0020105-0.00060407i,-0.0030076+3.0979e-05i,-0.0022428-0.00018997i,-0.00089195-0.00064415i,-0.0011559-0.00029021i,-0.0011622-5.1828e-06i,-0.00080294+1.292e-05i,-0.00011232-0.00026981i,6.2586e-05-4.0204e-05i,-0.00014172+0.0012066i,-0.00012803+0.0013066i,4.5185e-05+0.00061823i,8.8787e-05+1.2969e-05i,0.00032878-0.00047382i,0.00038823-0.00023936i,-0.00077177+0.00031946i,-0.00093593+0.00038655i,-0.00041036+0.00073958i,-0.00066773+0.00037731i,-9.5039e-06+1.9556e-07i,0.00078098+0.00052038i,0.00026691+0.00073214i
-0.0019507-0.0012746i,0.00014006-0.0024731i,0.00062568-0.0027647i,0.00039182-0.0011482i,0.00020047+0.0008573i,0.0006628+0.00060836i,0.00089598-0.00081498i,0.00068327-0.0013387i,0.00026164-0.0014827i,3.1313e-05-0.00033388i,0.00094433+0.0015132i,0.0014692+0.0012168i,0.0012454-0.00019418i,0.00095801-0.0004704i,0.00062546+0.00016817i,0.00060171+0.00046276i,0.0010457-0.00016848i,0.00096971-0.00053786i,-0.00028971-0.00041288i,-0.0013334-0.0009275i,-0.00068281-0.00020578i,0.00015249+0.00046304i,-0.00016325+0.00034795i
-0.0012605+0.0011566i,-0.0016953+0.0018123i,-0.0021556+0.00087755i,-0.0020776+0.00025588i,-0.0011702+0.0010136i,-4.2067e-05+0.0015944i,0.00028353+0.00055195i,-0.00070217-0.00059406i,-0.0012213-0.00057435i,-0.00090787-0.00052439i,-0.00044936-0.00030463i,0.00025932+0.00065999i,0.00016054+0.00021128i,-2.5756e-05-0.00049122i,-0.00012137+4.3576e-05i,0.00010043+0.00058553i,0.00017932+0.0008736i,0.00032411+0.00022776i,0.00077197-0.00037098i,0.00045323-0.0010415i,-0.00018005-0.0017605i,-0.00035146-0.00092416i,0.0002134-0.00026954i
-0.0014568-0.0015728i,-0.0014194-0.0012362i,-0.0013915-0.0015707i,-0.0013149-0.002077i,-0.00096038-0.0021808i,-0.0010314-0.0020059i,-0.00034705-0.0014488i,-0.00017648-0.0011528i,-0.00030171-0.0010545i,-0.00056733-0.00033528i,-0.00093943+0.00058966i,-0.0006372+0.00090564i,-0.00045326+0.00063381i,-0.00041123+0.00083619i,-0.00015095+0.00080007i,-0.00031084-0.00012129i,-0.00037424-0.00035538i,0.00015601+0.00011092i,0.00058371+0.00054793i,0.00031225+0.00040823i,6.9713e-05+0.00014454i,-4.0846e-05-4.4675e-05i,-0.00049542+0.00026587i
-0.0021875-4.5435e-05i,-0.0026108-0.00013347i,-0.0010184+0.0003838i,-0.00070752-0.00067702i,-0.0016983-0.0020757i,-0.0012798-0.0018677i,-0.00041973-0.00071159i,9.8603e-05-0.00064256i,0.00016331-0.0011728i,-0.00036548-0.0012767i,-0.00036482-0.00083378i,-0.00031262+8.2905e-05i,-0.00047177+0.00035134i,0.00021507+0.0005905i,0.0005712+0.00041024i,0.00019091-0.00021959i,0.000511-0.00044713i,0.00055459+0.00033914i,-0.00018547+0.00062616i,-0.00063419+0.00021482i,-0.000717+0.00041038i,-0.00068816+0.00050104i,-0.00037848-0.00036433i
