0.00165+0.00074835i,0.00032325-0.0019661i,-0.00068943-0.0045949i,-0.0012069-0.0046674i,-0.0016526-0.0022645i,-0.002092+0.00053658i,-0.0010366+0.0019386i,0.00048369+0.0017442i,0.0012532+0.00040588i,0.0011504-0.00044387i,-0.00053087-0.00055464i,-0.0011483-0.0002778i,-0.00024342-0.00033169i,0.00023268-0.00043614i,0.00061773+0.00030589i,0.00075333+0.00052695i,0.00048142+0.00048958i,-0.0001911+0.0010679i,-0.00073751+0.0015843i,-0.00046907+0.00093095i,0.00030605-0.00013394i,0.00037959-0.00016819i,-0.00036956-0.00031571i
-0.048618-0.30412i,-0.062956-0.38076i,-0.054838-0.28331i,-0.044766-0.12305i,-0.038634-0.037449i,-0.046604-0.019498i,-0.040169-0.0052135i,-0.010508+0.0016121i,0.005354-0.0064264i,0.0031167-0.0094378i,0.0019456-0.0080202i,0.0047316-0.0064031i,0.0077604-0.0051438i,0.0067233-0.0064679i,0.00031674-0.0040241i,-0.005586+0.0019721i,-0.0078857+0.0062299i,-0.0057303+0.0077611i,-0.00092244+0.005585i,0.0020465+0.002228i,0.0015918+0.0027387i,0.00044946+0.0075497i,0.0022905+0.011431i
0.091481-0.28991i,0.10025-0.34994i,0.05597-0.23073i,0.027287-0.063113i,0.034007+0.02851i,0.027795+0.055279i,0.011084+0.053023i,0.01148+0.036387i,0.011894+0.01541i,0.0031857+0.003362i,-0.0028018+0.0026019i,0.0005259+0.0044764i,0.007035+0.00093429i,0.0064831-0.0053174i,-0.00079013-0.0086785i,-0.0074415-0.008816i,-0.0094704-0.0071987i,-0.007689-0.0054326i,-0.003831-0.005276i,-0.0013811-0.0049265i,-0.0027697-0.00023497i,-0.0033718+0.0062627i,-0.00046017+0.0092173i
0.23643-0.23907i,0.27207-0.32413i,0.16884-0.27014i,0.055939-0.13629i,0.044174-0.043379i,0.073-0.02212i,0.065277-0.022063i,0.033414-0.0088645i,0.017842+0.005979i,0.0094666+0.005992i,-0.0025624+0.0036676i,-0.0065116+0.0047515i,-0.0031296+0.0013402i,-0.00082906-0.0039683i,3.9168e-05-0.0070111i,-0.002436-0.0084393i,-0.0070304-0.0088772i,-0.011945-0.0070931i,-0.013714-0.0040081i,-0.011017-0.00092565i,-0.0099246+0.00033599i,-0.01062+0.00056193i,-0.0088197+0.00047035i
0.36112-0.093866i,0.44986-0.11272i,0.32061-0.07986i,0.11803-0.020983i,0.027436+0.010037i,0.027277-0.0021929i,0.029865-0.017488i,0.019524-0.012274i,0.014446-0.0039188i,0.013477-0.0051327i,0.0097394-0.0042516i,0.0095119+0.001036i,0.011536+0.0039801i,0.010273+0.0041831i,0.0048205+0.0031334i,-0.0020417+0.0021948i,-0.0053714+0.0011525i,-0.0059959+6.881e-06i,-0.0036303+0.0017663i,9.936e-05+0.0029068i,-0.00017914-0.00017521i,-0.0042141-0.0040521i,-0.0065793-0.0033735i
0.34047+0.091711i,0.38545+0.12779i,0.22897+0.096723i,0.03347+0.066742i,-0.051924+0.077543i,-0.064193+0.061761i,-0.052645+0.028112i,-0.027509+0.011698i,-0.0088124+0.0045565i,-0.0018621+0.0013489i,0.0032498+0.00090734i,0.0093094+0.0064443i,0.015635+0.013075i,0.017886+0.0086988i,0.013583+0.0011508i,0.0098259-0.0014588i,0.0082272-0.0011414i,0.0066606-0.0009512i,0.0059083-0.0016939i,0.0047578-0.0030835i,0.002035-0.0050433i,-0.0021415-0.0066412i,-0.0035738-0.0055593i
0.29236+0.22091i,0.34821+0.23386i,0.26258+0.11944i,0.11632+0.026144i,0.013325+0.039208i,-0.0049209+0.05619i,0.0015926+0.030899i,-0.0044683+0.013453i,-0.012075+0.014856i,-0.0089238+0.01631i,-0.0016238+0.0097259i,-0.0013484+0.00080126i,-0.0033302-0.0034582i,0.00019961-0.0030216i,0.0064411-6.8995e-05i,0.010673+0.00083864i,0.011921-0.0017422i,0.0091463-0.0065589i,0.0031846-0.0089128i,-0.00062942-0.007879i,-0.001702-0.0084243i,-0.0011905-0.01049i,0.0008181-0.010191i
0.15685+0.38796i,0.19974+0.47739i,0.14977+0.35537i,0.047496+0.15959i,-0.02569+0.054111i,-0.028777+0.052436i,0.0036178+0.060519i,0.015834+0.041132i,0.012207+0.023419i,0.012784+0.018666i,0.01334+0.014598i,0.007583+0.0069378i,0.00010892+0.002678i,-0.0026604+0.0052993i,-0.002461+0.0080849i,-0.0027352+0.0062212i,-0.0007367+0.00252i,-5.5046e-05-0.0021586i,-0.0026449-0.0036729i,-0.0035448-0.00021918i,-0.0010402-2.3331e-05i,0.0035795-0.0029952i,0.006545-0.0040964i
-0.082929+0.38447i,-0.14059+0.43392i,-0.15564+0.2561i,-0.14377+0.053386i,-0.12806-0.025156i,-0.09515-0.030627i,-0.048093-0.010743i,-0.0082166+0.0021705i,0.0099855-0.00024654i,0.0087877-0.00019076i,0.00019404+0.0085634i,-0.0039911+0.020319i,-0.0028794+0.026473i,-0.00039926+0.022894i,0.00058797+0.014325i,-0.0011986+0.010037i,-0.0030729+0.01068i,-0.0022334+0.010535i,0.00011144+0.0082838i,0.0014378+0.004797i,0.0043256+0.0020303i,0.0094267+0.00087829i,0.010223-0.00029097i
-0.18959+0.31496i,-0.18351+0.34286i,-0.062361+0.20992i,0.0030304+0.057432i,-0.030246-0.0066063i,-0.036697-0.0085091i,-0.0034898-0.0050906i,0.012006-0.011228i,-0.0036504-0.018468i,-0.023369-0.012001i,-0.024772+0.0012208i,-0.013918+0.0066444i,-0.0058652+0.0042916i,-0.0041234+0.0012434i,-0.005385+0.0048645i,-0.0064729+0.012287i,-0.0049357+0.015919i,0.00111+0.013408i,0.0054487+0.0054542i,0.0063363-0.00096585i,0.0091383-0.0014038i,0.011965-0.0001603i,0.012536+0.0010982i
-0.37018+0.23951i,-0.45582+0.30763i,-0.32467+0.27081i,-0.13157+0.14904i,-0.052747+0.036025i,-0.052533-0.0034223i,-0.046178+0.0049598i,-0.025013+0.01523i,-0.01274+0.011802i,-0.014885+0.013111i,-0.010806+0.017675i,-0.00097222+0.010716i,0.0021754-0.00074852i,-0.0013714-0.0053052i,-0.0086604-0.0038306i,-0.014001-6.1497e-05i,-0.012081+0.0038366i,-0.0044772+0.0044819i,-0.00043524+0.0016735i,-0.0010015-0.0011227i,0.00017919-0.00032119i,0.0033533+0.005444i,0.0061808+0.010227i
-0.42731-0.048378i,-0.48096-0.14377i,-0.32253-0.19064i,-0.11192-0.1589i,0.00062114-0.13286i,0.011889-0.11042i,-0.015033-0.063197i,-0.019999-0.010779i,-0.00055333+0.012824i,0.0051003+0.0096459i,-0.0025683+0.0042739i,-0.011128+0.0033839i,-0.01606+0.0056728i,-0.012953+0.0084857i,-0.0070628+0.0051701i,-0.006617-0.0010716i,-0.010496-0.004273i,-0.011005-0.0030534i,-0.0074216-0.0011337i,-0.0032556-0.0017242i,-0.00033128+0.00016143i,0.00042977+0.0061741i,0.001094+0.010098i
-0.30138-0.15951i,-0.24155-0.13948i,-0.055762-0.051468i,0.048966-0.023842i,0.048856-0.052643i,0.019501-0.045471i,0.00010313-0.0057719i,0.0034705+0.010598i,0.013845-0.007219i,0.0071216-0.030357i,-0.0081931-0.031635i,-0.012139-0.01872i,-0.0089772-0.011311i,-0.0069403-0.0096434i,-0.0069723-0.0089473i,-0.0094751-0.0090696i,-0.012553-0.0075994i,-0.0099864-0.0038488i,-0.0017928-0.0015463i,0.0027369+0.00016166i,0.0016277+0.0039277i,-0.000712+0.0093459i,-0.0010796+0.012632i
-0.27724-0.29078i,-0.37927-0.29443i,-0.35954-0.14997i,-0.23927-0.02602i,-0.13607-0.0054317i,-0.095308-0.020291i,-0.077548-0.0061581i,-0.044923+0.017467i,-0.01452+0.011297i,-0.012121-0.0065409i,-0.017116-0.0054515i,-0.010271+0.00405i,0.00085247+0.0041848i,0.0055218-0.0025097i,0.0039374-0.0098368i,-0.00048708-0.014602i,-0.0048961-0.013716i,-0.0062176-0.0051428i,-0.0038415+0.0016476i,-0.001831+0.00057234i,-0.0046378+0.00054935i,-0.0096558+0.0049671i,-0.011158+0.0093627i
0.0065574-0.43168i,0.093167-0.52667i,0.15354-0.40613i,0.12382-0.16518i,0.073997+0.010574i,0.06233+0.047523i,0.04329+0.0054775i,-0.00081136-0.004715i,-0.014392+0.018345i,-0.001209+0.022626i,0.0034721+0.012363i,-0.0027781+0.0059337i,-0.010503+0.004612i,-0.0097416+0.0052083i,-0.0012903+0.0029113i,0.0058914-0.0027989i,0.0079926-0.0078721i,0.0038448-0.007852i,-0.00081114-0.0026669i,-0.00014111+0.0027201i,-0.00090746+0.003779i,-0.0062042+0.0028827i,-0.010304+0.0020524i
0.14748-0.21763i,0.2078-0.077761i,0.19144+0.14515i,0.16308+0.20357i,0.15838+0.12529i,0.11978+0.062226i,0.063775+0.029995i,0.031811+0.012585i,0.033391+0.0090451i,0.045416-0.0012393i,0.044243-0.014071i,0.031831-0.020374i,0.019304-0.020584i,0.013662-0.014561i,0.010645-0.0072635i,0.0083905-0.0032096i,0.0090225-0.0015478i,0.0078291+0.0003063i,0.0066217+0.0036533i,0.0052324+0.0055365i,-0.00020041+0.004494i,-0.0063609+0.0023695i,-0.0090508+0.0023672i
0.15916-0.23915i,0.056267-0.27413i,-0.11345-0.26815i,-0.15046-0.24005i,-0.065976-0.21423i,-0.016216-0.20453i,-0.034904-0.15492i,-0.045415-0.076148i,-0.020318-0.026192i,0.0022694-0.015387i,0.0044546-0.0093107i,0.0033303+0.0017632i,0.0067768+0.0069202i,0.0091769+0.0069978i,0.010034+0.0045435i,0.01073+0.0013158i,0.0085121-0.0028882i,0.0027996-0.0043278i,-0.00043531-0.0020011i,0.0010377-0.0033958i,0.0018329-0.0092167i,-0.0017529-0.01449i,-0.0057568-0.013625i
0.37964-0.049269i,0.48963-0.0060908i,0.4426+0.017776i,0.2162-0.012246i,-0.044129-0.041182i,-0.12323-0.034358i,-0.070444-0.036907i,-0.046415-0.044961i,-0.054361-0.025183i,-0.047075+0.002306i,-0.033964+0.01628i,-0.024691+0.016032i,-0.02311+0.0076821i,-0.024046+0.0071761i,-0.01349+0.013406i,-0.0014419+0.015676i,0.0036202+0.011887i,0.0029684+0.0025073i,-0.0013262-0.0050559i,-0.0026104-0.0053395i,8.1046e-05-0.0061142i,0.0025225-0.01234i,0.0025036-0.016018i
0.1344+0.21494i,-0.034461+0.39674i,-0.23503+0.49902i,-0.24452+0.46055i,-0.15413+0.3452i,-0.10487+0.23146i,-0.052789+0.13382i,-0.01125+0.066328i,0.0013347+0.048604i,0.010873+0.052144i,0.014727+0.046335i,0.017192+0.03565i,0.020444+0.021896i,0.012994+0.010693i,0.00078791+0.0088961i,-0.0065621+0.013785i,-0.0090478+0.018065i,-0.0075572+0.016766i,-0.005367+0.012956i,-0.0062076+0.008451i,-0.0067497+0.0039091i,-0.0024114+0.00071519i,0.0021241-0.0019488i
0.072568+0.072245i,-0.020677-0.10632i,-0.054085-0.30769i,0.050317-0.28164i,0.20794-0.12151i,0.26552-0.060829i,0.17227-0.06888i,0.066079-0.045372i,0.030709-0.0090031i,0.023853+0.0042361i,0.011585+0.0066692i,0.00039269+0.0099452i,-0.0015304+0.012654i,0.0016197+0.010929i,0.00098921+0.0089741i,-0.0006279+0.0091729i,0.00060879+0.0073671i,0.0020692+0.0021309i,0.00054919-0.0011708i,-0.0011811+0.00032407i,0.0022835+0.0016946i,0.0070654+0.001425i,0.0082135+0.00039251i
0.045118+0.2768i,0.10578+0.36903i,0.22496+0.3502i,0.2763+0.13254i,0.20769-0.15193i,0.12523-0.23178i,0.088454-0.15075i,0.063198-0.095896i,0.021455-0.076583i,-0.012626-0.052793i,-0.02122-0.032702i,-0.018235-0.026818i,-0.01792-0.031129i,-0.020304-0.02769i,-0.019185-0.013947i,-0.014646-0.0036039i,-0.0079179-1.561e-05i,0.0013332-0.0016822i,0.0081782-0.0055257i,0.0074908-0.005319i,0.0053063+0.0011603i,0.0080226+0.007433i,0.012032+0.0094254i
-0.31066+0.11586i,-0.61716+0.031334i,-0.79698-0.017413i,-0.69753+0.0008628i,-0.48619-0.02727i,-0.33118-0.06961i,-0.19034-0.029796i,-0.074934+0.019481i,-0.032803+0.028236i,-0.027809+0.024402i,-0.027286+0.015243i,-0.022964+0.011677i,-0.0095529+0.011056i,-0.0024179+0.002521i,-0.0058125-0.010305i,-0.014776-0.018884i,-0.023159-0.018612i,-0.022802-0.0097621i,-0.014849-0.002946i,-0.0076801-0.0059978i,-0.0060619-0.0088324i,-0.0059889-0.0028545i,-0.0023012+0.0060464i
-0.071781-0.12791i,0.093244-0.40682i,0.249-0.51244i,0.20049-0.24664i,0.095079+0.13736i,0.090714+0.27193i,0.0887+0.15681i,0.034784+0.050525i,0.0035501+0.037429i,0.0082371+0.034669i,0.0054573+0.015826i,-0.0048138+0.0071851i,-0.0075923+0.010535i,-0.0075335+0.0098735i,-0.0069961+0.0011153i,-0.0036432-0.0070028i,-0.001679-0.0089577i,-0.0031506-0.0078492i,-0.0051662-0.0070642i,-0.0034022-0.0072425i,-0.00075417-0.0081636i,-0.0026087-0.0070007i,-0.005509-0.0028071i
-0.13887+0.055861i,-0.095246+0.21177i,0.018407+0.4358i,0.19838+0.45978i,0.36351+0.28368i,0.36141+0.12505i,0.23035+0.048338i,0.12355+0.014517i,0.076286-0.011216i,0.049376-0.028126i,0.029836-0.022022i,0.020376-0.012101i,0.012942-0.018047i,0.0024886-0.023731i,-0.0054411-0.014627i,-0.0044424-0.00019472i,0.0038723+0.009463i,0.013674+0.014569i,0.0202+0.014585i,0.01717+0.0096559i,0.0081824+0.007114i,-0.00017308+0.0077037i,-0.0067489+0.0078506i
-0.19314-0.31929i,-0.28688-0.60436i,-0.4101-0.7367i,-0.37785-0.61995i,-0.17331-0.47883i,-0.047045-0.38872i,-0.062929-0.22026i,-0.074854-0.05639i,-0.057799+0.00015681i,-0.045391+0.0049794i,-0.026644+0.002873i,-0.011272-0.0035461i,-0.002535-0.0045754i,0.0081142-0.0025041i,0.020859-0.0033482i,0.027798-0.0080263i,0.024204-0.013848i,0.012646-0.013004i,0.004169-0.0063633i,0.0052294-0.0012363i,0.0048305-0.001468i,-0.0016493-0.0017909i,-0.0064578+0.0018545i
0.26137-0.17538i,0.65003-0.15502i,0.79642-0.12126i,0.4314-0.10994i,-0.074766-0.031018i,-0.255+0.070752i,-0.1617+0.07034i,-0.078743+0.02368i,-0.062891+0.021387i,-0.044676+0.03657i,-0.021898+0.028078i,-0.0084836+0.0066342i,-0.0031957-0.0046543i,0.00096958-0.0046328i,0.010236-0.0045927i,0.018985-0.003798i,0.021702-0.0021242i,0.015493-0.0052476i,0.0040109-0.0071621i,-0.0013952-0.0029109i,0.00061214-0.0016895i,0.0018277-0.0067649i,-0.00016434-0.010842i
0.003659+0.03239i,-0.13027+0.29976i,-0.32819+0.54881i,-0.33725+0.61175i,-0.17385+0.54954i,-0.042998+0.42756i,0.030563+0.25838i,0.058288+0.11343i,0.058069+0.048994i,0.049544+0.028561i,0.023656+0.018786i,0.0052736+0.017485i,0.0078798+0.0060678i,0.0076152-0.012012i,-0.0048237-0.011817i,-0.018322+0.0054911i,-0.023752+0.020557i,-0.020085+0.026272i,-0.011002+0.022873i,-0.0044676+0.012594i,-0.004651+0.0023108i,-0.0076378-0.0045358i,-0.0086759-0.0082613i
0.18115-0.2561i,0.22814-0.47961i,0.20592-0.69629i,0.18257-0.60954i,0.25555-0.30954i,0.31303-0.15976i,0.18156-0.14424i,0.023065-0.10268i,-0.02287-0.066925i,-0.023461-0.056085i,-0.01982-0.034743i,-0.010492-0.012369i,-0.0034836+0.0019342i,-0.0003751+0.013269i,0.0024209+0.021148i,0.003474+0.021469i,0.00051174+0.01585i,-0.0039985+0.0076618i,-0.0079743+0.0012961i,-0.0074573-0.001969i,-0.0029501-0.0059834i,-0.0021652-0.0093935i,-0.0045232-0.0071654i
0.29213+0.25011i,0.45708+0.56163i,0.57576+0.64962i,0.4872+0.31809i,0.20857-0.10948i,-0.0094012-0.23895i,-0.040051-0.17083i,-0.024222-0.1199i,-0.044117-0.088123i,-0.05693-0.05177i,-0.041374-0.026619i,-0.015204-0.0081551i,-0.00055535+0.001296i,-0.003649+0.0029379i,-0.009066+0.0076793i,-0.0090777+0.014686i,-0.0029791+0.018987i,0.0086091+0.01565i,0.016393+0.0058954i,0.015928+0.001629i,0.016091+0.0023427i,0.019776-0.00065539i,0.02013-0.0043716i
-0.18106+0.10307i,-0.61367+0.16307i,-0.90411+0.16818i,-0.80091+0.15039i,-0.53106+0.12847i,-0.33913+0.097126i,-0.17974+0.094996i,-0.049514+0.088543i,0.00061141+0.074654i,0.012639+0.058589i,-0.00010473+0.024581i,-0.027402+0.0036211i,-0.027359-0.00075691i,-0.010635-0.010798i,-0.009304-0.017403i,-0.020654-0.015401i,-0.02873-0.011628i,-0.024068-0.0044911i,-0.0094779+0.0029183i,0.0050162+0.0037465i,0.014715+0.0026599i,0.020444+0.0014642i,0.021261-0.0039888i
0.19401-0.064681i,0.33344-0.29706i,0.4761-0.47269i,0.40938-0.35736i,0.23228-0.050301i,0.18104+0.1242i,0.14615+0.063187i,0.067933-0.01678i,0.041108-0.029266i,0.044863-0.032211i,0.03267-0.029123i,0.014311-0.024544i,0.00092082-0.016361i,-0.0012766-0.00071059i,0.0017383+0.0059437i,0.0041443-0.0025741i,0.0055506-0.015857i,0.00046712-0.019848i,-0.0089668-0.012625i,-0.012954-0.0018272i,-0.010524+0.0057184i,-0.005999+0.011147i,-0.00077889+0.012944i
-0.055438+0.28945i,-0.14819+0.47234i,-0.09242+0.64991i,0.10453+0.55869i,0.22467+0.22952i,0.19346+0.0083983i,0.14565-0.037281i,0.10962-0.051564i,0.060572-0.060688i,0.027813-0.048989i,0.020329-0.027945i,0.023388-0.012172i,0.023971-0.010424i,0.016297-0.012802i,0.0051463-0.011125i,-0.0029622-0.0036904i,-0.0044883+0.0082888i,0.00032184+0.017512i,0.0056475+0.01687i,0.0016358+0.011925i,-0.0074748+0.012919i,-0.011847+0.018538i,-0.0086558+0.021402i
-0.25325-0.1809i,-0.49309-0.56925i,-0.70901-0.72843i,-0.66587-0.48558i,-0.39776-0.19944i,-0.20074-0.087747i,-0.127-0.0035424i,-0.065632+0.067143i,-0.037926+0.077337i,-0.029061+0.072569i,-0.0041318+0.041634i,0.0069885-0.0096618i,0.0029207-0.034435i,0.0019407-0.033351i,0.0034448-0.025418i,0.0047176-0.020017i,0.0016002-0.017851i,-0.0075909-0.012646i,-0.011237-0.0028761i,-0.0027432+0.0017471i,0.0019199-0.0009382i,-0.0024607-0.00084273i,-0.0042775+0.003663i
0.18057-0.025747i,0.53657-0.081771i,0.72619-0.097632i,0.52625-0.082365i,0.19638-0.0017907i,0.046179+0.084271i,0.037753+0.059277i,0.02972+0.0033778i,0.02075+0.0049452i,0.025343+0.026797i,0.032203+0.036949i,0.0385+0.031905i,0.025405+0.021038i,-0.0033713+0.019641i,-0.01601+0.020888i,-0.0061959+0.01512i,0.0097837+0.0055841i,0.018101-0.004929i,0.013631-0.011227i,0.0040404-0.01005i,-0.0041017-0.010587i,-0.01261-0.013198i,-0.015134-0.0076481i
-0.12248+0.12643i,-0.14499+0.28061i,-0.19713+0.45554i,-0.14494+0.46513i,-0.016322+0.28115i,0.046917+0.11093i,0.067232+0.049617i,0.069002+0.011732i,0.036083-0.022259i,0.00065721-0.019048i,-0.01617+0.016071i,-0.0065753+0.05123i,0.017441+0.050139i,0.023086+0.022851i,0.011207+0.0078891i,-0.0019908+0.015531i,-0.010092+0.028466i,-0.01148+0.032433i,-0.0068751+0.027177i,-0.0017234+0.017017i,-0.0019466+0.0052949i,-0.0050035-0.0074986i,-0.011318-0.015668i
0.039983-0.28497i,0.20731-0.54187i,0.16358-0.76272i,-0.071355-0.65924i,-0.17954-0.32961i,-0.13533-0.13649i,-0.12264-0.067699i,-0.12388-0.0025535i,-0.10948+0.013875i,-0.10837+0.0079173i,-0.084161+0.012965i,-0.037324+0.002621i,0.0010772-0.013853i,0.024066-0.027749i,0.021575-0.031952i,0.0073023-0.021254i,0.001292-0.013519i,-0.0043736-0.010895i,-0.0088177+0.00053533i,-0.0031843+0.01218i,0.008329+0.010784i,0.015665+0.0017557i,0.013013-0.0059894i
0.1902+0.095849i,0.37224+0.31717i,0.44519+0.34083i,0.34157+0.16968i,0.156+0.05123i,0.047934+0.033216i,0.025604+0.0098952i,0.016512-0.0049997i,0.018823+0.013068i,0.019305+0.017142i,-0.0023617+0.013669i,-0.018344+0.025149i,-0.016795+0.028845i,-0.016137+0.017386i,-0.018626+0.0091082i,-0.016365+0.0097424i,-0.0060991+0.010752i,0.0062875+0.0042406i,0.007081-0.0056755i,-0.00039701-0.0055067i,-0.00036178-0.00041186i,0.005328+0.00032633i,0.011416-0.00040847i
-0.23526+0.11933i,-0.44939+0.32619i,-0.52634+0.44085i,-0.36395+0.3966i,-0.13673+0.23905i,-0.019151+0.10732i,0.028936+0.067925i,0.073097+0.030615i,0.087637-0.029297i,0.062817-0.060279i,0.014782-0.056434i,-0.027919-0.025051i,-0.029444+0.0088284i,-0.00034742+0.018632i,0.014882+0.011187i,0.0013117+0.0074228i,-0.019737+0.01408i,-0.030961+0.02149i,-0.03056+0.018317i,-0.022405+0.0071944i,-0.0095327-0.0026533i,0.0027457-0.0095337i,0.0062107-0.013122i
0.079349-0.19841i,0.13048-0.12553i,0.20976-0.1307i,0.15769-0.20834i,0.032443-0.18955i,-0.025542-0.12356i,-0.038521-0.090403i,-0.048768-0.059977i,-0.048538-0.059017i,-0.053007-0.070885i,-0.036358-0.051373i,3.4484e-05-0.036157i,0.010349-0.027551i,0.0068816-0.0096458i,0.0065427-0.0036215i,0.00032722-0.012961i,-0.0015849-0.020158i,0.0052543-0.022743i,0.0067843-0.019389i,0.00074062-0.010793i,-0.0020063-0.0021264i,0.0029294+0.007583i,0.011539+0.013599i
0.2154+0.097778i,0.13247+0.12019i,0.16718+0.10134i,0.23006+0.063648i,0.14477+0.069402i,0.092444+0.10385i,0.10243+0.053259i,0.04229+0.0039099i,-0.019318+0.056141i,-0.008972+0.10237i,0.0056426+0.079931i,-0.011914+0.047573i,-0.033755+0.031833i,-0.039428+0.025229i,-0.029001+0.022266i,-0.013726+0.016649i,-0.0067403+0.0097589i,-0.0045458+0.0065887i,-0.0021394+0.0024834i,-0.004459+0.0021615i,-0.0067943+0.01147i,-0.003715+0.020776i,0.001252+0.023585i
-0.24488-0.064337i,-0.46896-0.20847i,-0.55772-0.18851i,-0.46563-0.020055i,-0.25043+0.072134i,-0.079649+0.050683i,-0.0039886+0.032219i,0.055407+0.035315i,0.10614+0.032388i,0.11022+0.020222i,0.071963+0.0018058i,0.028639-0.012507i,0.014102-0.015865i,0.019567-0.01257i,0.01517-0.010238i,0.0010073-0.0089533i,-0.016649-0.0034662i,-0.029381+0.010786i,-0.021891+0.021552i,-0.006239+0.013127i,-0.0025012+0.00054949i,-0.0032707-0.0011648i,-0.0041028+0.001033i
0.19912-0.22938i,0.056214-0.3831i,-0.17227-0.28703i,-0.20694-0.12166i,-0.091128-0.10223i,-0.047168-0.14678i,-0.062126-0.11665i,-0.050538-0.063372i,-0.017869-0.072423i,-0.011905-0.10402i,-0.017156-0.082009i,0.0044853-0.046179i,0.014756-0.041404i,-0.0030578-0.036668i,-0.011299-0.022798i,-0.005459-0.017372i,0.0078151-0.020854i,0.016329-0.028356i,0.010962-0.027841i,0.0025691-0.021932i,-0.0062183-0.016936i,-0.012252-0.0078865i,-0.0068627+0.0014221i
0.21614+0.43986i,0.43834+0.33604i,0.52668+0.19135i,0.4046+0.14438i,0.15519+0.16275i,-0.00038333+0.19794i,-0.006105+0.16272i,-0.031198+0.06794i,-0.10852+0.042087i,-0.12308+0.074765i,-0.081765+0.070581i,-0.038511+0.035194i,-0.01361+0.0019524i,-0.012978-0.0085797i,-0.014279+0.0069429i,-0.0043656+0.02314i,0.0017856+0.023199i,-0.0036531+0.012964i,-0.015155+0.0049566i,-0.020057+0.0051554i,-0.014386+0.0032513i,-0.012915-0.0041031i,-0.017215-0.0025377i
-0.32648-0.013104i,-0.1252+0.014389i,0.017682+0.040927i,-0.021344+0.010625i,-0.053966-0.034221i,-0.027767-0.036976i,0.011426-0.0053281i,0.04955+0.035333i,0.063524+0.067071i,0.056144+0.078127i,0.046686+0.06457i,0.035639+0.041318i,0.032964+0.022592i,0.027739+0.0010224i,0.0034492-0.012883i,-0.023662-0.0095743i,-0.033464-0.0025528i,-0.024843-0.0018783i,-0.0078585-0.004273i,0.0064526-0.0085902i,0.011879-0.015899i,0.0082179-0.017005i,-0.00062248-0.0098353i
0.28705-0.20036i,0.32789-0.4i,0.057004-0.59179i,-0.15499-0.50421i,-0.061775-0.25054i,0.09572-0.14049i,0.10783-0.11617i,0.078702-0.069569i,0.10033-0.053047i,0.10823-0.066615i,0.072279-0.050976i,0.042386-0.00675i,0.028923+0.013i,0.0092816+0.0050492i,0.00078387-0.0065428i,0.0049872-0.021092i,0.0077521-0.025271i,0.010002-0.018423i,0.0080983-0.014097i,0.0081837-0.010475i,0.018181-0.011027i,0.027308-0.018646i,0.023817-0.025898i
-0.23717+0.48849i,-0.0017692+0.7447i,0.28143+0.62135i,0.25937+0.36559i,0.049089+0.2439i,-0.059012+0.16356i,-0.067385+0.046201i,-0.079607-0.060642i,-0.12261-0.10742i,-0.15144-0.073611i,-0.12322-0.013907i,-0.056166+0.016581i,0.0051106+0.014322i,0.034124-0.003452i,0.025176-0.014204i,0.0080433-0.011631i,0.0013469-0.0066613i,0.0029358-0.0011053i,0.0068035-0.00038765i,0.0040348-0.00057985i,0.0020645+0.0066198i,0.004832+0.01014i,-0.0002391+0.0073836i
-0.47706-0.46464i,-0.73814-0.1146i,-0.64451+0.33848i,-0.32331+0.40567i,-0.10668+0.20271i,-0.027711+0.082494i,0.030951+0.0636i,0.057958+0.07651i,0.040714+0.1016i,0.013753+0.09883i,-0.017761+0.065188i,-0.051877+0.047636i,-0.045048+0.055279i,-0.0059575+0.03929i,0.014822+0.0041486i,0.015674-0.013857i,0.0077177-0.019794i,-0.0044476-0.013956i,-0.0048734+0.00062634i,0.00070868+0.0061043i,-3.1704e-05+0.012644i,0.0052796+0.022944i,0.016881+0.015587i
0.58744-0.21485i,0.54111-0.46196i,0.31416-0.6467i,0.1196-0.53671i,0.10192-0.26921i,0.18351-0.14778i,0.19517-0.15174i,0.15504-0.11738i,0.15504-0.059376i,0.15587-0.045518i,0.10875-0.050002i,0.051188-0.045027i,0.010496-0.031793i,-0.0010398-0.0068388i,0.02224+0.013066i,0.046736+0.014798i,0.046026+0.013656i,0.025511+0.01342i,0.0068466+0.012306i,0.0053542+0.011783i,0.011777+0.008041i,0.018121+0.005417i,0.026216+0.0023532i
-0.14597+0.29366i,-0.10613+0.44463i,0.12813+0.45514i,0.15241+0.26507i,-0.11005+0.11781i,-0.26005+0.13644i,-0.17922+0.13509i,-0.085065+0.051135i,-0.070989-0.018776i,-0.082333-0.037926i,-0.059958-0.022478i,0.0025497-0.0095358i,0.04923-0.019599i,0.048056-0.023613i,0.02158+0.0015154i,0.0052594+0.043676i,0.012041+0.061084i,0.024069+0.035999i,0.018537+0.0045526i,-0.0014831+0.00072794i,-0.018798+0.017239i,-0.025173+0.035067i,-0.018495+0.043222i
