0.001197+0.0014296i,0.0014049-0.00098258i,0.00083761-0.0019498i,-0.00010334-0.0021851i,-0.00065373-0.00093541i,-0.001934+0.00093578i,-0.0022044+0.0014131i,-0.0012767+0.00091858i,0.00011779+0.00065262i,0.0011132+0.00040985i,0.00086844+8.2592e-06i,0.00030853-0.00045099i,-0.00046385-0.00078068i,-0.00057502-0.00083947i,0.00055954-0.00087831i,0.00034564-0.00069383i,-0.0002595-0.00015811i,-0.00013555+0.00012381i,-6.8163e-05+0.00052525i,-0.00037165+0.00070432i,-0.0003214-0.00011595i,-0.00032435-0.00039726i,-0.00022253-8.8746e-05i
-0.00087272-0.00036576i,-0.00091919+0.00034154i,-0.0003307+0.0014175i,9.8196e-05+0.0021063i,0.00027025+0.0019823i,8.3152e-05+0.0013042i,-7.8807e-05+0.00077202i,0.00020795+0.00069272i,-6.8615e-05+0.00093137i,-0.00038509+0.0012626i,0.00016422+0.0014262i,0.00033889-0.00025721i,-0.00032852-0.0010944i,-0.00062754-0.00034004i,-0.00051987-0.00011852i,-0.00018341-0.00035159i,-0.0002356-0.00022712i,-0.00053029+1.7967e-05i,-2.6432e-05+0.00035787i,0.00026639+0.00087152i,0.00026162+0.00037805i,-0.0004251+0.00014783i,-0.00070676+8.2006e-05i
0.0022145+0.0036919i,0.0027975+0.0022081i,0.0045416+0.0023154i,0.0048331+0.00061429i,0.003845-0.001643i,0.0028304-0.0021287i,0.0012619-0.0014014i,0.00013663-0.00030863i,0.00026679+0.00050066i,0.0010756+0.00082966i,0.0017876+0.00042418i,0.0011384-0.00026574i,-0.00076067+0.00015935i,-0.0019105+0.00014903i,-0.00096493+0.00011551i,0.00052183+0.00059994i,0.00080524+0.0012231i,0.0010949+0.0013259i,0.0012359-6.3292e-05i,0.00094586-0.00071795i,0.00055661-0.00033709i,0.00011308-2.1787e-05i,-8.3247e-05-0.00015413i
0.00089259-0.00026633i,0.00080213-0.00059122i,-0.00030743-0.00021968i,-0.00049403-0.00015502i,0.00051429+0.0003324i,0.00041934+0.00074563i,0.00027501+0.00069249i,0.00073469+0.00090858i,0.00063068+0.00082129i,5.4479e-05+0.00063813i,0.00010873+0.00031932i,7.3437e-05-0.00038251i,-0.00016935-0.00075736i,-0.00031102-0.00014497i,-0.00077203+0.00038245i,-0.0013115+2.145e-07i,-0.00092329+0.00053915i,-0.00024452+0.00087588i,-1.9218e-07+0.00018238i,0.00038156+0.00017674i,0.00036244+0.00023925i,0.00092756+0.00056769i,0.00061966+0.00054073i
0.0011935-0.0013795i,-0.00013046-0.001902i,0.00066512-0.0018296i,0.0003163-0.0011239i,-0.00079356-0.00012002i,-0.0010451+0.00099712i,-0.0012187+0.0012356i,-0.00072014+0.0011687i,0.00022986+0.0014922i,0.00053786+0.0011272i,0.00048851+0.00015749i,0.00052038-0.00069146i,0.00033664-0.00017024i,0.00066065+0.0012043i,0.00051263+0.0020812i,-0.00047595+0.0015153i,-2.8121e-05+0.00073378i,0.00074607+0.00040457i,0.00072799-0.00026063i,0.00074466-0.000284i,0.00067057-0.00012174i,0.00089254-0.00043486i,0.0010894+0.00011626i
0.00026239+0.0012961i,0.00088106-4.7203e-05i,0.0021763-0.00032569i,0.0018183+0.0002206i,-0.00016182+0.00049065i,-0.0010372+0.00069475i,-0.00039723+0.0012758i,0.00048247+0.0009492i,1.8033e-05+0.00075313i,-0.00025155+0.00085005i,2.1612e-05+0.00084888i,0.00016022+0.00030596i,0.00077319-0.00011797i,0.00061379-0.00024573i,0.00061512-0.00052043i,0.00077763-0.0004552i,0.0008844+0.00040689i,0.00072367+0.00076377i,0.00036437+0.00021414i,0.00052329-0.00051504i,0.00032529-0.00086503i,0.00013428-0.00043923i,-0.00020935+4.9016e-05i
-0.0014033+0.00054874i,-0.0013692-0.00044336i,-0.00080356+0.00067047i,-0.00033984+0.0017252i,0.00054069+0.0015356i,-4.3688e-06+0.00054935i,-0.00021861+0.00032975i,0.00038371+1.9973e-05i,0.00023269+0.00010039i,0.000317+0.0012096i,0.00011336+0.0014698i,0.00030695+0.00072055i,0.00068284+0.00054765i,0.00023751+0.00014106i,0.00016999+0.00045322i,-0.00014326+0.0010772i,-0.00022336+0.00051031i,1.7094e-05-4.219e-05i,-0.0004647-0.00029926i,-0.0005454-9.4179e-05i,2.7325e-05-0.00020399i,0.00016352-0.0011266i,0.00028924-0.00049097i
0.00053098+0.0019854i,0.0015252+0.0014488i,0.0029818+0.0025971i,0.0023919+0.0024225i,0.00055664+0.0015402i,-0.00044131+0.0016071i,-0.00085164+0.0016711i,-0.00087669+0.001598i,0.00013325+0.0017987i,0.00053088+0.0020245i,0.00047943+0.0010088i,5.8937e-05-0.00015768i,-0.00031319+8.834e-05i,-0.0012018+0.00088611i,-0.0013659+0.0010863i,-0.00068278+0.00033004i,-0.00028256+0.00016375i,0.00037554+0.00029769i,0.00084-0.000126i,0.0010066-0.00053325i,0.00022794-0.00051004i,-0.00047852-7.4494e-05i,-0.00013555-0.00071526i
0.0016482-3.1767e-05i,0.0010731-0.0003991i,0.001557-0.00088772i,0.001331-0.00074698i,5.1925e-05+4.2849e-06i,-0.00078518+0.00072096i,-0.0016835+0.0005696i,-0.0013456+0.00050519i,-0.00060515+0.00061233i,0.00022027+0.00094762i,0.0012543+0.0009896i,0.0012169+0.00010886i,0.0010811-0.00077665i,0.0011886-0.00063707i,0.00074083-0.00024394i,0.00016303+4.87e-05i,8.2662e-05+0.00042947i,-0.00021483+0.0006581i,-0.00023184+0.00023408i,0.000541+0.00014582i,0.00057424-4.5575e-05i,0.00022372-0.00035483i,-0.0001524-0.00089267i
-0.00087835+0.00051599i,-0.0015773+0.00074784i,-0.0019245+0.0012627i,-0.00076397+0.0012133i,0.00058644+0.0016401i,0.00021299+0.0016344i,-0.00029922+0.00067967i,-0.00036117+0.00017947i,-0.00073179+0.00083853i,-0.0010672+0.00099361i,-9.7265e-05+9.9872e-05i,0.00029886-0.00049407i,-0.00031448-0.00044303i,-0.00075718-0.00040879i,-0.00064179+0.00055908i,-0.00088777+0.00092011i,-0.00052927+0.0007595i,-0.00031871+0.0010144i,0.00026606+0.00049835i,0.00093085-0.00020633i,0.00058642-0.00022553i,0.00026486-0.00025315i,0.00040945+1.1562e-05i
-0.0015545+0.0010388i,-0.0012046+0.0011222i,-0.0013071+0.0014082i,-0.00029331+0.00092048i,0.00070465+0.00061054i,0.00010567+0.00090991i,-0.00079401+0.00045171i,-0.00036665+0.00014508i,0.00041234+0.00066794i,0.00050764+0.0010837i,0.00014625+0.0007558i,-0.00060201-0.00010002i,-0.0010206-0.00032684i,-0.0013722+0.00018364i,-0.00078895+0.00022431i,-0.00026226+5.7788e-05i,-0.00013374+0.00057149i,-3.6434e-05+0.00077632i,-0.00036786+0.0002555i,-0.00051755-0.00018932i,-0.00049855-6.905e-05i,-0.0005067+9.7e-05i,-0.00034792+0.00029509i
-0.0027114+0.00021152i,-0.0032749+0.00019945i,-0.003671+0.0020575i,-0.0019978+0.0039865i,-0.00055414+0.0037223i,2.9863e-05+0.0016149i,-0.00078035+0.00033391i,-0.0012504+0.00028644i,-0.00084749+0.00058819i,0.00015112+0.00075502i,0.00036241+4.2954e-05i,0.00017899-0.00086117i,0.00038229-0.0013453i,0.00072329-0.0011424i,0.00035566-0.00031743i,-0.00024458+0.00056455i,3.2877e-05+0.00089846i,0.00077113+0.0006485i,0.00083223+0.00020886i,-0.00022712-1.8047e-05i,-0.00034773+0.00020513i,-0.00016841-0.00010043i,-0.00023243-0.00067104i
0.00065862+0.0018389i,0.00042942+0.0023746i,0.0010918+0.0019151i,0.0018394+0.0006761i,0.0014503+0.00087888i,0.00033748+0.00083192i,-0.00015718+0.00053929i,0.00031926+0.00031206i,0.000152+0.0005601i,0.00039199+0.00085601i,0.0016086+0.00034952i,0.0020602-0.00032914i,0.00085685-5.8454e-05i,-0.00048079-0.00020757i,-0.00078898-0.00037188i,-0.0004802+0.00033169i,-0.00035933+5.3465e-05i,-0.00055847-0.00062745i,-0.0005062-0.00019694i,8.1153e-05-2.1853e-05i,0.00032304-4.4961e-05i,-4.0083e-05-0.00032168i,0.00012409-0.00072523i
-0.00081573-0.0006389i,-0.0011969+0.00016123i,-0.00078348+0.00048305i,-0.00049411+0.00014245i,-0.0001458+0.00019752i,0.00022166-0.000112i,0.00019066+0.00012905i,-0.0001978+0.00084914i,-0.00079869+0.00092861i,-0.00046418+0.0011719i,-0.0004628+0.00061319i,-0.00047833-0.00029545i,-0.00017439-0.00041808i,-0.00057293+0.00018217i,-0.00062724+0.00052362i,4.4207e-05+0.0007049i,0.00095942+0.00076507i,0.0014488+0.00068177i,0.0012307+0.00012702i,0.0012228-0.00070094i,0.00053695-0.0007837i,-0.00056756-0.0007261i,-0.00098107-0.00079542i
-0.0012344-0.00092181i,-0.0012897-0.00035303i,-0.00076583+0.00091559i,-0.0014979+0.00090234i,-0.00097698+0.0011382i,0.00012536+0.0018598i,-0.00057078+0.002028i,-0.0012182+0.0020464i,-0.0013263+0.0015958i,-0.00093043+0.0012353i,0.00032947+0.0013507i,0.00087278+0.0010034i,0.00085683+0.00060826i,0.00094783+0.00024203i,0.00016715-0.00017805i,0.00034379-4.6805e-05i,0.00061925+0.0012963i,0.0001767+0.0019201i,0.00023261+0.0011005i,0.00052869-1.5766e-05i,4.489e-05-0.00037368i,-0.00082571-0.00055102i,-0.0011561-0.00068545i
0.0008029+7.8539e-05i,-0.00013399-7.9222e-06i,-0.00032034-5.8675e-06i,-0.00055429+0.00068383i,-0.00086187+0.0013036i,-0.0012373+0.0017019i,-0.0012753+0.0012617i,-0.00066118+0.00065931i,-0.0007914+0.00055028i,-0.00096425+0.00056945i,0.0004996+0.00041665i,0.0020186-0.00033255i,0.0011288-0.00069802i,-0.00014468-4.7713e-05i,0.00051327+0.0010156i,0.00042701+0.00099097i,-0.00020907+0.00021949i,0.00041647+0.00018967i,0.0010323+0.00034436i,0.00087881+0.00076108i,0.00028759+0.00088171i,-6.0649e-05+0.0004734i,-0.00010126+1.1246e-05i
0.0018691+0.0011237i,0.0017876+0.0008123i,0.0018442-0.00024239i,0.0012968-0.00065054i,-5.7076e-05-0.00026427i,-0.0014956+0.00060038i,-0.0012395+0.00069511i,-0.0006595+0.0011005i,-8.125e-05+0.0012784i,-6.3607e-05+7.1732e-05i,-0.00022663-0.0004557i,-0.00040735+0.00011429i,-0.00017602+0.00057503i,9.3868e-05+0.00076567i,-0.00043304+0.00080556i,-5.1187e-05+0.0013057i,0.0011948+0.0012857i,0.0014425+0.00063613i,0.00091362+0.00013324i,0.00012814+0.00028512i,-9.7816e-05+0.00026569i,0.00059546-8.823e-05i,0.00046161-0.00047406i
-0.0022851-0.00021667i,-0.001708-0.00068257i,-0.0011728+4.0179e-05i,9.8822e-06+0.0010566i,0.0010543+0.0016004i,0.00020111+0.0015149i,-0.00034945+0.00082491i,-0.00019648+0.0004677i,-0.00038292+0.0010791i,-0.00056387+0.0014925i,0.00083868+0.0010221i,0.0019648-0.00020915i,0.00097602-0.0012482i,0.00014566-0.0014647i,0.00078175-0.0011887i,0.00057942+0.00014145i,0.00065012+0.00083018i,0.0013297+0.00016018i,0.00080206-0.00043715i,0.0001269-0.00021725i,0.00034652+0.00017526i,0.00067156+0.00026268i,0.00054746+0.00032543i
-0.0010735+0.0013335i,-4.0139e-05+0.00068883i,0.00043364+0.00072162i,-0.00010015+0.0010329i,-0.00018466+0.0018921i,0.00045187+0.0016772i,0.00035589+0.0011134i,-0.00028874+0.001443i,-0.00026404+0.0022815i,-8.8182e-06+0.0025769i,0.00041717+0.0013301i,0.000699-0.00038827i,0.00058419-0.00070034i,4.8862e-05-0.0010481i,-0.00017295-0.0011281i,-0.00016385-4.5513e-05i,4.3799e-05+0.00073672i,0.00046775+0.00028146i,0.00053964-0.00068897i,0.00033851-0.00011067i,0.00020789+0.00045654i,0.00027993+0.00016947i,0.00031286+0.00017069i
0.00016863-0.00061966i,0.00042912-0.0014014i,0.00039089-0.0008734i,-0.00016289+0.00015107i,-0.00025324+0.00071954i,7.2401e-05+0.0012061i,-0.00013049+0.00034776i,-0.00038651-0.00064885i,-0.00064458-0.00025436i,-9.5492e-05-3.6247e-06i,0.0010736+0.00024554i,0.001042+0.00046593i,0.00034977+4.5188e-05i,7.7576e-05-0.00030889i,-0.00031283-0.00016886i,6.029e-05+0.00029291i,0.00025516+0.00062111i,-9.2391e-05+0.0004048i,0.00040251+0.00017402i,-0.00025328-0.00051655i,-0.0012568-0.00053614i,-0.00082407-0.00010649i,0.00022451+0.00048304i
0.0007508-8.0711e-05i,0.00037395-0.00096838i,4.1373e-05-0.0017655i,-0.0004831-0.0020811i,-0.00068453-0.00038238i,-0.00066948+0.0015389i,-0.00031571+0.00087604i,-0.00046678+0.0001032i,-0.001005+6.3695e-05i,-0.00057294-9.941e-05i,-0.00042333+0.00029982i,-0.00060243+0.00061921i,-4.4222e-05+4.6417e-05i,0.00065632-0.00014149i,0.0013206+3.7798e-05i,0.00084924-8.7876e-05i,0.0012737+0.00041369i,0.0014018+0.0006434i,0.00036197+0.00035331i,0.00029262-0.00014888i,0.00090425-0.00045081i,0.0011016-0.00020214i,0.00096634+0.00049161i
-0.00039364-0.00059808i,-0.0010869+0.0003693i,-0.00082092+0.00064478i,0.00038741+0.00068173i,0.00039514+0.0011431i,-0.00028714+0.00078178i,3.4576e-05+0.00080725i,0.00030839+0.0011347i,8.3552e-05+0.0018921i,0.00027544+0.0021524i,0.0011017+0.0013219i,9.8022e-05-1.4858e-05i,-0.00086547-0.0010627i,-0.00034661-0.0013498i,-0.00034844-0.0010839i,0.00018884+8.2463e-05i,0.00028007+0.0013404i,-0.00016654+0.0012237i,0.00037544+0.00043273i,0.00090979-0.00024785i,0.00051295-0.00018406i,7.2703e-05+0.00074196i,-0.00032165+0.0009836i
6.9402e-05-0.0014169i,-0.00025427-0.00083857i,-0.00031914-0.00090274i,-1.7979e-05+0.00020953i,-0.00014786+0.0011182i,-0.0003245+0.0015139i,-0.0011425+0.0013437i,-0.00095221+0.0010037i,-0.00054007+0.0008057i,6.5926e-05+0.00095136i,0.0011523+0.0010363i,0.00074189+0.00031065i,-0.00019619-0.00029404i,0.00024767-0.00035332i,6.5471e-05-0.00013702i,0.00058811+0.00049723i,0.0014576+0.0010612i,0.0015218+0.00083946i,0.0014207+0.00021049i,0.0011173-1.7941e-05i,0.00034925+2.2359e-05i,-0.00024113-0.00014848i,-0.00041314+0.00016358i
-6.8063e-05+0.00037104i,-0.00051246+0.00018596i,-0.00073597+0.00057867i,-0.00046743+0.00015521i,-0.00058536-3.2313e-05i,-0.0012158+7.149e-05i,-0.001258+0.00048738i,-0.00080265+0.001155i,-0.00067609+0.001595i,0.00016037+0.0014338i,0.00081435+0.0012462i,0.00090965+0.00097029i,0.0013019+0.00022164i,6.5988e-05+0.00015114i,-0.00083813+0.00020233i,-0.00041449+0.00089185i,-6.2966e-05+0.0015312i,0.00023634+0.00071202i,0.00035173+9.6193e-05i,0.00038916+0.00019191i,0.00040268+0.00026728i,0.00026978+0.0001543i,0.00029655-8.2261e-05i
0.0002456+0.0013662i,0.0012641+0.00069108i,0.0016398+0.00012214i,0.0013785-0.00025091i,0.001037+0.00017798i,0.0010035+0.00064223i,0.00037134+0.00079642i,-0.0003579+0.0013039i,0.00016161+0.001371i,0.0010286+0.00099701i,0.0010962+0.00043773i,0.00012577-0.00026985i,-0.00045789-0.00039543i,-0.00038309-0.0003559i,-6.1692e-05+0.000302i,0.00048063+0.00098486i,0.0010378+0.00099917i,0.0011545+0.0011869i,0.00050635+0.00083433i,-4.174e-05+0.00010387i,-0.00037287+0.00021349i,-0.00060131+0.00031894i,4.6613e-05-8.8468e-05i
-0.0020903+0.0012237i,-0.0014951+0.00088848i,-0.00084962+0.0013454i,-0.00075902+0.0023464i,-0.0011182+0.0022504i,-0.00061662+0.00080013i,0.00012404+0.0002977i,-0.00014585+0.00078423i,-0.00048666+0.00095881i,0.00012237+0.0015206i,0.0012117+0.00095533i,0.001435-0.000837i,0.0003166-0.00083555i,-0.0006343-0.00014756i,-0.00091427+0.00055191i,-0.00051421+0.0010793i,0.00062882+0.00058871i,0.001411-0.00052438i,0.0014572-0.0001084i,0.0005397+0.0001144i,0.00016151-0.0002361i,0.00029506-0.00043945i,0.00073153-0.00053039i
0.0017559-0.001142i,0.0016981-0.00088202i,0.001435-0.00063622i,0.00094358-0.00094814i,5.8607e-05+2.4249e-05i,-0.00050207+0.00088929i,-0.00054246+0.00056955i,-0.00020337+0.00062318i,-4.1531e-05+0.00069562i,-0.00029656+0.00079223i,-0.00024118+0.00061775i,0.0002929+0.00052969i,0.00043919+0.00045251i,-1.8555e-05+0.00037498i,-0.00017458+0.00091542i,2.2104e-05+0.0010648i,-4.0271e-05+0.00035457i,-8.6734e-05+0.00056088i,-0.00027412+0.00081898i,2.8284e-05+0.00021422i,0.00015504+0.00015187i,1.5558e-06+7.6627e-05i,0.00023656-0.0002835i
-0.0015727-0.00033775i,-0.002332+0.00041064i,-0.002342+8.6162e-05i,-0.0015425+0.00010075i,-0.00055593+0.0008061i,-8.619e-06+0.00066293i,0.00030392+0.00064117i,0.00029833+0.00061783i,-0.00021504+0.00030365i,-0.00010437+0.00013037i,0.00035943-0.00037782i,3.135e-05-0.00049156i,-0.00075823+0.00013335i,-0.0013861+0.00045857i,-0.0010214+0.00057956i,-0.00010699+0.00051609i,0.00014398+0.00030579i,0.00029343+9.5816e-05i,0.00064783-3.3051e-05i,0.0005767+1.286e-05i,-5.5474e-05+0.00027733i,-0.00012276+0.00022614i,-9.6769e-05+1.6287e-05i
-0.00051488-0.0015124i,-0.0012403-0.001222i,-0.002264-0.0016159i,-0.0022456-0.0016827i,-0.0012621-0.00055149i,-0.0012838+0.00050851i,-0.0012521+0.001174i,-0.00079976+0.00051466i,-0.0011061-0.00013666i,-0.0015857+9.0527e-05i,-0.0012631+0.00083466i,-0.00014506+0.00059781i,-1.3678e-05-0.00013439i,0.00027449+0.00016918i,0.00011041+0.00059441i,-0.00056648+5.5404e-05i,0.00049499+0.00038838i,0.0010237+0.00064167i,0.00022536-8.2039e-05i,-0.00049212-0.00010595i,3.6609e-05-4.205e-05i,0.000942+5.8313e-05i,0.00075178+7.2641e-05i
0.0014687-0.0018507i,0.0010163-0.0011853i,0.00028966-0.0016217i,0.00059534-0.0017621i,0.00028707-0.00030368i,-0.00076887+0.00091478i,-0.0012022+0.0012303i,-0.0011364+0.00081601i,-0.0011469+0.00089703i,-0.0014+0.0013577i,-0.0011193+0.0011083i,-0.00035681+0.00026124i,-0.00040508-0.00017341i,8.074e-05+0.00034352i,0.00068368+0.00098697i,0.00021967+0.0007523i,0.0001008+0.00038474i,0.00013468+0.00057032i,0.00026572+0.00071367i,0.0010663+0.00027484i,0.0013351+3.6861e-06i,0.00047525+0.00039222i,-0.00015275+0.00030379i
-0.00055738+0.00092874i,-0.00018368+0.00063189i,-0.00040565+0.00055497i,-0.00018771+0.001072i,0.00039447+0.0011406i,0.00064613+0.00052081i,-0.00017763+0.00025435i,-0.00081358+0.00025817i,-0.00075749+0.00046418i,-0.0003557+0.0015082i,0.00022951+0.0011697i,0.00036716+0.00022523i,-0.00023789+0.0007619i,-0.0011044+0.00085224i,-0.00081283+0.00015592i,0.00018918+3.894e-05i,0.0002949+0.00058841i,-0.000619+0.00082579i,-0.00053888-0.00013148i,-0.00042556-0.00015566i,-0.00052781+0.00041043i,-0.00019617+0.0002466i,-0.00017075+0.00042376i
0.0010188+0.00011992i,0.0011106-8.414e-05i,0.00070013-0.00035747i,0.00113-0.00040953i,0.00070281+7.814e-05i,-0.00036715+0.00039914i,-0.0005031+0.00045697i,0.0001692+0.00097031i,-0.00012514+0.001118i,-0.0001798+0.00060355i,0.00043949+0.00035764i,0.00044952+0.00030945i,0.00017604-3.0764e-05i,-0.00020365-0.00040437i,5.0242e-05+0.00022456i,1.3269e-05+0.00017464i,-0.00017309-4.1808e-05i,0.0001903+0.00055387i,0.00071004+0.00011266i,0.00057525-7.2294e-05i,-0.00036171-0.00074237i,-0.00073648-0.0020823i,-0.00040621-0.0013226i
0.0010023+0.00022133i,0.0010698-0.00038669i,0.00076873+8.6404e-05i,0.00049503+0.00077569i,0.00054067+0.0013761i,-0.00043528+0.00039688i,-0.001072-3.2854e-05i,-0.00078776+0.00092849i,-1.8539e-05+0.0011414i,0.00037234+0.00020723i,0.00015799-0.00066238i,0.00026331-0.00057044i,-5.6852e-05-1.3509e-05i,-0.0006854+4.0233e-05i,-0.00065813+5.8039e-05i,-0.00062857+0.00011959i,1.7612e-05+0.00034644i,0.00045815+6.6412e-05i,0.00015194-0.00058586i,-0.00025259-0.00086002i,-0.00062578-4.8146e-05i,-0.00059749+0.00014015i,-0.00019182-4.458e-05i
0.0013213-2.7805e-05i,0.0010166-0.00014921i,0.0011486-0.00056184i,0.0018034+0.00018999i,0.0016274+0.00049108i,0.00070497+0.00041722i,-0.00044528+0.00063641i,-0.00071433+0.0010604i,-0.00025475+0.00064953i,0.00040547+0.00031796i,0.00077961-0.00031133i,0.0010751-0.00013488i,0.0011481+8.2345e-05i,0.00045294+0.00041605i,-0.00065396+0.0011162i,-0.00042678+0.00084868i,0.00061072+0.0010572i,0.00092572+0.0011893i,0.00023109+0.00039609i,-4.0085e-05+0.00018939i,-0.00013237+0.00036674i,-0.00026962+7.801e-05i,-0.00041728-0.0005665i
-0.00051438+5.7364e-05i,-0.00042587+0.00099816i,7.5988e-05+0.0012031i,-0.00034923+0.0016231i,-0.00067267+0.0016487i,-0.000322+0.00089596i,-5.9098e-05+0.00014676i,-0.00027945-8.0998e-05i,5.7968e-05+0.00080014i,0.0010236+0.0013606i,0.0015691+0.0012486i,0.0012529+0.00095955i,1.1108e-06-0.00012379i,-0.00043513-0.0011163i,0.00018193-0.000709i,6.0046e-05+0.00017456i,0.0002394+0.00053923i,0.00048577+0.00018262i,0.00022322-0.00061567i,0.00031095-0.00076119i,0.00079038-0.00095611i,0.00068171-0.0010256i,0.00039155-0.00042728i
0.00031562-0.0014401i,1.7799e-05-0.00097668i,-0.00019128-0.00096638i,-0.00027419-0.0012054i,-0.001023-0.00064415i,-0.0012004+3.2461e-05i,-0.0012032+0.00028495i,-0.0011474+0.00074946i,-0.00097555+0.00079592i,-0.00011941+0.0010978i,1.4859e-05+0.0013112i,-0.00062017+0.00081886i,-0.00031889+0.00040354i,0.00024422-8.8598e-05i,0.00013749-0.00023326i,1.5005e-05-0.00011262i,-0.00018805+0.00052724i,6.0859e-05+0.00066285i,0.00047225+0.00061239i,-3.6077e-05+0.00037433i,-0.00066383+0.00059314i,-0.00030741-5.4227e-05i,0.0002104-0.00071808i
-0.0003642-0.00030554i,-0.0016379-0.00084384i,-0.0010555-8.8504e-05i,-0.00015794+0.00070862i,-0.00058349+0.0006175i,-0.0014909+0.00069595i,-0.0015054+0.0010829i,-0.0010976+0.0013154i,-0.0012266+0.001216i,1.1432e-05+0.00073447i,0.0011834+0.00058424i,0.00081545-0.00016383i,-0.00012164-0.00011658i,-0.00036292+0.00018543i,0.00045656-0.00014875i,0.00071729+5.1346e-05i,0.00061869-0.00041605i,0.00034512-0.00046562i,-0.0001889-0.00016181i,-6.135e-05-0.00072266i,-3.7781e-05-0.00031251i,-0.00020297+0.00061472i,-7.9797e-06+0.00041778i
0.00029987+0.00049706i,0.00018295+0.00042139i,-2.2778e-05+0.00048813i,0.00016042+0.00061403i,3.5885e-05+0.00093005i,-0.0005023+0.0012725i,-0.0012314+0.00074333i,-0.0016231+0.00039431i,-0.0012803+0.0010977i,-0.00034667+0.0014163i,0.0004943+0.00077558i,0.00066473-0.00012181i,0.00021014-1.6462e-05i,-0.0001795+0.0002794i,-3.9724e-05+0.00030445i,0.00020518+0.00090962i,0.00017648+0.0012241i,0.00071811+0.0010105i,0.0010398-0.00029608i,0.00036741-0.0012674i,0.00051395-0.0005591i,0.00046567-0.00017425i,-0.00060569+6.8607e-05i
0.0001721-0.00051375i,-0.00030563-0.00072054i,-0.00016831+0.00046461i,4.4498e-05+0.0010345i,-0.00039912+0.00087625i,-0.0011707+0.0016259i,-0.0017173+0.0015363i,-0.0012625+0.00097983i,-0.0011369+0.00057287i,-0.0014084+0.00020715i,-0.00051894-0.00013303i,0.00027208-0.00095151i,0.00025098-0.0011482i,0.00016048-0.00054221i,0.00045099-0.00029101i,0.0008091+0.00024104i,0.00087476+0.00074773i,0.00077207+0.00034674i,0.0006316+8.0924e-05i,-7.9564e-05+0.00014496i,-0.00013231+0.0004392i,0.00057858+0.00080024i,0.00055188+0.00033658i
-0.00076931+9.2071e-05i,-0.00064608+0.0010031i,0.00011464+0.0010497i,0.00081238+0.00075984i,0.00082829+0.0011494i,-0.00017159+0.0012576i,-0.00031845+0.00058147i,-0.00034922+0.00064829i,-0.0010139+0.00039988i,-0.00088966+0.00013217i,-0.00056655+0.0012721i,0.00061502+0.0012748i,0.001032+0.00043557i,9.5272e-05+0.00051644i,-0.00024237+0.00045957i,5.2947e-05+0.00057413i,0.00022693+0.00089366i,-9.2293e-05+0.0010399i,-0.00029049+0.0006024i,-0.00025338-0.00079044i,-0.0002109-0.0016141i,0.00022888-0.0010419i,0.0003328-0.00016763i
0.00051402+8.7537e-05i,0.00045355-0.00018911i,0.000542+0.00027249i,0.00030989+0.00013632i,0.00027967+0.00035416i,-9.0834e-05+0.0013066i,-0.00053724+0.0015681i,-0.00018915+0.0012341i,0.00076003+0.0012507i,0.00083951+0.0016552i,0.0010775+0.00073146i,0.0010966-0.001157i,-0.00010414-0.0015936i,-0.0010199-0.00050944i,-0.00067866+0.00027886i,-5.161e-05+0.00060417i,-9.0958e-06+0.00035439i,0.00031135+0.00055679i,0.00044468+0.00052552i,-4.3005e-05-0.00020862i,-0.00012079-0.00048018i,0.00039193-0.00032339i,0.00046727-9.9415e-05i
0.00077022-4.5262e-05i,0.00013531-0.00086363i,3.3005e-06-0.00070379i,0.00010894+8.0764e-05i,-0.00012785+0.00038677i,-0.0011787+0.00070998i,-0.0018162+0.00083822i,-0.0016056+0.00043205i,-0.0010915+6.8681e-05i,-0.00091583-0.00013654i,6.8806e-05+0.00024611i,0.00088489-0.00016929i,0.00053609-0.00035771i,0.00027246+0.00011159i,0.0006179+0.00099827i,0.00099425+0.0010067i,0.00059122+0.00019343i,0.0003841+0.00027232i,0.00031917+0.00062698i,0.00010322+0.00052989i,-0.00021961+0.00038874i,-0.001058+4.0673e-05i,-0.00081426+6.3347e-05i
0.00010249+0.00068976i,0.00046904+0.00012544i,0.00016888-0.00050742i,0.00048139-0.000879i,0.00047318-8.736e-05i,0.00031136+0.0006565i,0.00049275+0.00036702i,0.00034813+0.00024967i,0.0001029+0.0006771i,-0.00017681+0.00075206i,0.001267+0.00017427i,0.0021217-8.1844e-05i,0.00018467-0.00022017i,-0.0010606-0.00041643i,-2.5219e-06+0.00024482i,-0.00025849+0.0010804i,-0.0006711+0.0012767i,0.00055856+0.0008439i,0.001364+0.00048999i,0.0010032+0.0005828i,-6.6115e-06+7.1704e-05i,-0.00015955-0.00048812i,-0.00017787-0.00059946i
0.0010105-0.00053906i,0.0014345-9.2956e-05i,0.00097804+0.00081223i,0.001166+0.00043937i,0.00079939+0.0012275i,-0.00023656+0.0014104i,-0.0010878+0.00057184i,-0.0011345+0.00015965i,-0.00077155+0.00060605i,-0.00020156+0.0015291i,0.00021153+0.0014984i,0.00043784+0.00037809i,0.00029611-3.6885e-05i,-2.4115e-05-1.1558e-05i,-0.00015221+0.0002607i,0.00027322+0.00047737i,0.00084235+0.0007153i,0.00075219+0.00094044i,3.3903e-05+0.00039751i,-0.00010043-0.00043773i,0.00019902-0.0010839i,0.00054138-0.0010176i,0.00035972-0.00057785i
