0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
0.00053321-0.035188i,0.0077071-0.11382i,0.01479-0.155i,0.017149-0.091978i,0.014834+0.0013667i,0.035587+0.023942i,0.054884-0.005379i,0.041091-0.022057i,0.019779-0.014069i,0.015708-0.0063471i,0.014904-0.017751i,0.0026134-0.031604i,-0.011033-0.016125i,-0.0021754+0.025168i,0.030598+0.052466i,0.055523+0.041006i,0.053971+0.012096i,0.036462-0.0064493i,0.0153-0.011851i,-0.00091443-0.011213i,-0.0092577-0.013305i,-0.015271-0.017551i,-0.018142-0.017605i
0.030532-0.039368i,0.061419-0.11396i,0.0022051-0.1891i,-0.17802-0.15578i,-0.28902-0.030337i,-0.21964+0.058931i,-0.11728+0.056232i,-0.073513+0.025596i,-0.038049+0.0079508i,-0.0053864-0.0017737i,0.012551+0.0042596i,0.019307+0.007972i,0.00041816-0.0024973i,-0.036131-0.004231i,-0.060228+0.010349i,-0.062988+0.028081i,-0.055998+0.035551i,-0.049318+0.026713i,-0.039902+0.016489i,-0.019271+0.013104i,0.0025485+0.0062081i,0.0070194-0.0024514i,0.00077479-0.0010186i
0.053723-0.0050931i,0.16388-0.016631i,0.29195-0.076876i,0.29257-0.17578i,0.12577-0.19568i,-0.051841-0.097498i,-0.085252-0.006034i,-0.040008-0.0018141i,-0.037965-0.013823i,-0.052694+0.010511i,-0.037115+0.028016i,-0.014392+0.014606i,-0.0094871-0.0087257i,-0.021881-0.02219i,-0.035504-0.015938i,-0.031866+0.0064121i,-0.015099+0.028614i,-0.0018937+0.038488i,0.0036887+0.033231i,0.0025251+0.020313i,-0.0053893+0.011285i,-0.011163+0.0058502i,-0.010714-0.00048059i
0.043007+0.023197i,0.08278+0.088793i,0.0967+0.16131i,0.044575+0.16275i,-0.029182+0.086348i,-0.045414+0.0040643i,-0.0078441-0.027112i,0.027954-0.021063i,0.030305-0.02082i,0.010011-0.02219i,0.00051151-0.023289i,0.0030781-0.031235i,-0.005776-0.026942i,-0.019029+0.0031615i,-0.010598+0.039921i,0.013742+0.046345i,0.030665+0.025317i,0.04109+0.005007i,0.042503-0.010045i,0.025724-0.018522i,0.0092859-0.017876i,0.007978-0.017034i,0.012407-0.017591i
0.0098543+0.048339i,-0.019553+0.093441i,-0.10904+0.079202i,-0.2423-0.027474i,-0.32331-0.090874i,-0.27024-0.034488i,-0.1582+0.0087489i,-0.082918-0.012676i,-0.035648-0.037006i,-0.010674-0.042003i,-0.013026-0.023048i,-0.020741-0.0055944i,-0.030433-0.015263i,-0.044019-0.033201i,-0.058645-0.038907i,-0.066198-0.026943i,-0.058973-0.014185i,-0.043158-0.016883i,-0.028934-0.022664i,-0.015848-0.013725i,0.00071299+0.0016071i,0.01204+0.0090289i,0.012124+0.012177i
-0.028487+0.04784i,-0.071038+0.10172i,-0.069326+0.13383i,0.049427+0.10703i,0.15293+0.021874i,0.10172-0.051722i,0.021409-0.051277i,0.00027322-0.029153i,-0.01975-0.037001i,-0.056147-0.04339i,-0.066477-0.027531i,-0.038914-0.011779i,-0.0028197-0.011673i,0.01196-0.022488i,0.0093396-0.028119i,0.00065667-0.012231i,-0.0092078+0.016458i,-0.017547+0.039705i,-0.019452+0.045853i,-0.016472+0.034278i,-0.015176+0.021511i,-0.013301+0.015391i,-0.011445+0.014902i
-0.070266+0.0079537i,-0.16347-0.017042i,-0.23221-0.059643i,-0.20784-0.040978i,-0.093266+0.017619i,0.034013+0.0137i,0.084059-0.0036437i,0.071844+0.01181i,0.054727+0.019166i,0.041716+0.00067232i,0.038849-0.022004i,0.042231-0.035484i,0.02822-0.033882i,0.0035415-0.002981i,-0.0083624+0.040593i,-0.00025471+0.060227i,0.017047+0.057303i,0.03367+0.04976i,0.042305+0.037525i,0.033287+0.018674i,0.014785+0.0032516i,0.0040627+0.00019268i,0.0061912+0.0046775i
-0.06092-0.066101i,-0.094884-0.19369i,-0.085136-0.35317i,-0.10545-0.42049i,-0.19325-0.31327i,-0.2246-0.11303i,-0.16287-0.0048588i,-0.086751-0.010948i,-0.030635-0.020371i,0.013927-0.010412i,0.026473-0.0072978i,0.011235-0.01658i,-0.0061722-0.036676i,-0.021418-0.054024i,-0.037213-0.054475i,-0.049062-0.037427i,-0.046678-0.018122i,-0.028049-0.012281i,-0.0048652-0.017702i,0.0062974-0.019111i,0.0030754-0.0080493i,-0.0046709+0.0067556i,-0.012054+0.016381i
0.014128-0.10038i,0.08763-0.18953i,0.19201-0.15168i,0.23545+0.033913i,0.19446+0.16824i,0.14285+0.13646i,0.090709+0.045645i,0.029424+0.006191i,-0.011139-0.0068938i,-0.02148-0.026627i,-0.017557-0.038763i,-0.0085225-0.031023i,0.0020919-0.010198i,0.011326+0.0052183i,0.016889+0.0082724i,0.0084364+0.011107i,-0.014932+0.020198i,-0.036665+0.026515i,-0.044555+0.018971i,-0.038781+0.0045587i,-0.033453-0.00075278i,-0.032808+0.00014786i,-0.032219-0.0018498i
0.11719-0.060746i,0.26523-0.071758i,0.31386-0.0079372i,0.18271+0.084904i,0.052479+0.12166i,0.038672+0.12319i,0.056914+0.10422i,0.042322+0.0821i,0.025035+0.074057i,0.026117+0.064645i,0.042408+0.051531i,0.057413+0.035276i,0.045753+0.018817i,0.0053832+0.025111i,-0.036447+0.048462i,-0.050685+0.058261i,-0.038933+0.05326i,-0.019364+0.047573i,-0.004278+0.038929i,-0.0026621+0.024403i,-0.0028508+0.0089261i,0.0034828-0.0053677i,0.0068824-0.013981i
0.13421+0.058024i,0.27618+0.17124i,0.34721+0.19274i,0.24987+0.0026965i,0.033791-0.19383i,-0.1537-0.19074i,-0.17028-0.097721i,-0.087314-0.077386i,-0.050309-0.072773i,-0.052132-0.012095i,-0.043505+0.038608i,-0.023293+0.033479i,-0.0036351-0.0095285i,-0.0040125-0.05455i,-0.023385-0.069596i,-0.041396-0.054429i,-0.044283-0.028252i,-0.024604-0.0085727i,0.0044453+0.00090522i,0.018953+0.0030358i,0.015091-0.0013243i,0.0049473-0.0075547i,-0.0040739-0.0096892i
0.045618+0.16713i,0.032111+0.38111i,-0.016848+0.54422i,-0.036865+0.5286i,-0.0082996+0.38918i,0.048443+0.21883i,0.07704+0.078267i,0.033008+0.00053584i,-0.038102-0.024159i,-0.063531-0.021738i,-0.045654-0.015325i,-0.031101-0.0089474i,-0.029323+0.0041899i,-0.016192+0.016986i,0.0084915+0.025913i,0.019692+0.029979i,0.0072033+0.025028i,-0.0092957+0.017986i,-0.0084356+0.0058747i,0.0014215-0.010881i,0.001362-0.017973i,-0.00328-0.017277i,-0.001815-0.017322i
-0.1158+0.17496i,-0.30005+0.32609i,-0.44646+0.39846i,-0.39715+0.33901i,-0.21633+0.22905i,-0.071947+0.14925i,-0.026531+0.11195i,-0.023072+0.11245i,-0.0080826+0.11408i,-0.00028459+0.089941i,-0.0051807+0.065422i,-0.002395+0.050948i,-0.0013094+0.037256i,-0.024186+0.026166i,-0.058054+0.018937i,-0.068565+0.01195i,-0.051736+0.0066021i,-0.025816+0.0055442i,-0.0077373+0.0021737i,-0.0026385-0.0033968i,0.0048545-0.0004363i,0.023999+0.0050289i,0.040016+0.0049547i
-0.23807+0.017525i,-0.44558-0.01978i,-0.47811-0.069005i,-0.2203-0.12311i,0.027799-0.22372i,0.013405-0.27423i,-0.066328-0.18672i,-0.01746-0.099974i,0.045783-0.097542i,0.014376-0.10381i,-0.041242-0.081879i,-0.04721-0.057873i,-0.010558-0.05191i,0.022689-0.066512i,0.017357-0.084491i,-0.016979-0.076938i,-0.042883-0.045734i,-0.04448-0.014745i,-0.029649+0.0040624i,-0.013201+0.0089472i,-0.0014492+0.009523i,0.0076824+0.012218i,0.010145+0.010946i
-0.16516-0.18052i,-0.29308-0.34155i,-0.3641-0.34845i,-0.31849-0.09708i,-0.16035+0.15986i,0.01385+0.18748i,0.090168+0.097969i,0.054849+0.025025i,-0.009535-0.026113i,-0.02717-0.056998i,-0.0076608-0.070084i,-0.0057922-0.071686i,-0.026134-0.052479i,-0.030154-0.012639i,-0.0095411+0.03968i,0.0087777+0.073374i,0.0046794+0.069907i,-0.0099068+0.053781i,-0.0092545+0.0394i,0.00073034+0.025748i,0.0016353+0.017647i,-0.0025353+0.013904i,-0.0051253+0.011824i
0.038908-0.25401i,0.039603-0.47611i,-0.044089-0.55081i,-0.18756-0.36865i,-0.2196-0.091055i,-0.12057+0.042534i,-0.08373+0.039029i,-0.11514+0.068011i,-0.09949+0.13813i,-0.045042+0.1516i,-0.0077889+0.11152i,-0.00030628+0.067459i,-0.013302+0.040943i,-0.033669+0.027523i,-0.048696+0.012242i,-0.043856-0.0017123i,-0.017771-0.0046972i,0.015094-0.0017518i,0.03134-0.0066583i,0.018179-0.0099836i,-0.004975+0.0039109i,-0.011518+0.023428i,-0.0050376+0.033733i
0.25479-0.12238i,0.45859-0.2522i,0.52865-0.32311i,0.44013-0.27501i,0.33691-0.20578i,0.23354-0.20779i,0.099065-0.20704i,0.043594-0.13026i,0.083627-0.062866i,0.098593-0.05056i,0.064616-0.047754i,0.042249-0.034303i,0.05117-0.021815i,0.070488-0.026441i,0.06997-0.052867i,0.039088-0.070387i,0.0028591-0.061579i,-0.016142-0.046665i,-0.016764-0.036211i,-0.010807-0.028955i,-0.008474-0.021624i,-0.0093652-0.01282i,-0.0090882-0.009161i
0.23342+0.15296i,0.42112+0.25277i,0.42925+0.25782i,0.20083+0.20322i,-0.013706+0.19942i,-0.020193+0.22027i,0.058178+0.16173i,0.045707+0.041266i,-0.019757-0.040811i,-0.024033-0.043873i,0.025731-0.026428i,0.050444-0.038848i,0.027423-0.058584i,-0.014315-0.039122i,-0.043764+0.024142i,-0.047996+0.079564i,-0.046721+0.088649i,-0.048489+0.070258i,-0.034022+0.052462i,-0.0076879+0.032294i,0.0065438+0.0066233i,0.0067395-0.011896i,0.0015586-0.020243i
-0.01192+0.24305i,0.019221+0.37355i,0.055422+0.25924i,0.017866-0.015468i,-0.07967-0.1237i,-0.13374-0.057492i,-0.13398-0.014773i,-0.14615+0.012356i,-0.15157+0.066161i,-0.12861+0.088614i,-0.10131+0.075867i,-0.076106+0.057865i,-0.061118+0.03796i,-0.062565+0.015011i,-0.062716-0.00045387i,-0.049332-0.0019271i,-0.026101+0.011537i,0.0046332+0.032846i,0.032365+0.034106i,0.032462+0.0098777i,0.0077485-0.0054954i,-0.010374-0.0035447i,-0.014893-0.00026114i
-0.1886+0.11203i,-0.22717+0.22364i,-0.026748+0.27164i,0.26621+0.18843i,0.3597+0.035554i,0.27774-0.071453i,0.1979-0.093319i,0.1885-0.061026i,0.2029-0.029638i,0.16239-0.029551i,0.083415-0.033776i,0.027524-0.017513i,0.018279+0.010702i,0.04744+0.021361i,0.074024-0.0016241i,0.062437-0.027219i,0.032742-0.030466i,0.020636-0.028585i,0.017403-0.035821i,0.0066348-0.036959i,0.0031685-0.021778i,0.011892-0.0071057i,0.018519-0.0083383i
-0.1943-0.10865i,-0.33541-0.077811i,-0.36403+0.1096i,-0.28427+0.27661i,-0.20274+0.25662i,-0.12955+0.17636i,-0.036714+0.13459i,0.023314+0.056683i,0.021636-0.034901i,0.013109-0.040792i,0.03551+0.0019771i,0.066657+0.0032326i,0.070641-0.030142i,0.035949-0.042496i,-0.022766-0.012523i,-0.065096+0.03123i,-0.077604+0.043751i,-0.081338+0.030673i,-0.075796+0.029694i,-0.048043+0.041136i,-0.010602+0.04059i,0.014218+0.029796i,0.021397+0.019244i
0.037222-0.22725i,0.031959-0.35555i,-0.0014538-0.33477i,-0.0029319-0.23729i,0.015393-0.19852i,-0.0494-0.19554i,-0.1653-0.15256i,-0.2189-0.050061i,-0.19312+0.045415i,-0.13138+0.06755i,-0.079033+0.03924i,-0.056225+0.012254i,-0.049385-0.0023775i,-0.047293-0.0116i,-0.042719-0.020056i,-0.034884-0.024805i,-0.031463-0.01001i,-0.022293+0.024228i,0.007808+0.045952i,0.029947+0.032548i,0.017708+0.0060354i,-0.004164-0.007252i,-0.014037-0.0055862i
0.23252-0.010115i,0.36248+0.02825i,0.35362+0.12954i,0.2972+0.20223i,0.30268+0.16015i,0.29088+0.057805i,0.21896+0.029813i,0.15945+0.089744i,0.1567+0.13031i,0.14772+0.088287i,0.089172+0.016478i,0.025296-0.013408i,-0.0097643-0.0025771i,-0.0051817+0.017485i,0.030523+0.022154i,0.05399+0.0064594i,0.051452+0.0012587i,0.05408+0.0064535i,0.064585-0.0094705i,0.056878-0.034166i,0.028942-0.038015i,0.0053039-0.021823i,0.00093753-0.0097422i
0.073095+0.20751i,0.0099157+0.32082i,-0.22707+0.27963i,-0.43209+0.15992i,-0.40171+0.11188i,-0.24592+0.12577i,-0.11437+0.12037i,-0.034465+0.042937i,-0.019741-0.054414i,-0.049844-0.065608i,-0.042122-0.0030009i,0.011303+0.029501i,0.040488+0.011718i,0.022749-0.0049572i,-0.009863-0.0025733i,-0.030467+0.0058899i,-0.03631-0.0018878i,-0.042092-0.025108i,-0.054724-0.033365i,-0.05505-0.015877i,-0.032171+0.0089228i,-0.0099565+0.022775i,-0.0072211+0.022874i
-0.15693+0.17138i,-0.24581+0.19924i,-0.18408+0.02426i,-0.017727-0.1806i,0.053216-0.21446i,0.00037222-0.19777i,-0.087906-0.22667i,-0.15339-0.219i,-0.17095-0.14299i,-0.13768-0.07181i,-0.090318-0.035848i,-0.061498-0.012758i,-0.047007-0.0022189i,-0.042665-0.0066639i,-0.040061-0.01082i,-0.029374-0.016903i,-0.030787-0.022837i,-0.045276-0.0079899i,-0.04418+0.022172i,-0.025386+0.035412i,-0.0071451+0.023879i,0.002033-0.0019928i,0.0015732-0.021319i
-0.27568-0.055328i,-0.43857-0.07336i,-0.34363+0.0066256i,-0.046301+0.13432i,0.14626+0.14871i,0.165+0.091932i,0.13632+0.09984i,0.13202+0.13036i,0.14027+0.099434i,0.13249+0.028729i,0.094992-0.028287i,0.0479-0.047142i,0.019171-0.049347i,0.00081353-0.046401i,-0.002675-0.016751i,0.010858+0.025104i,0.014191+0.063016i,0.022045+0.091135i,0.047019+0.084443i,0.056509+0.046644i,0.039469+0.0043304i,0.017276-0.019246i,0.0089019-0.020438i
-0.093784-0.35039i,-0.17993-0.66602i,-0.27287-0.76585i,-0.362-0.56065i,-0.38651-0.2895i,-0.32577-0.098096i,-0.21044+0.016723i,-0.052779+0.029091i,0.059946-0.04219i,0.063065-0.08866i,0.023756-0.06354i,0.0052417-0.017415i,0.0082678-0.0032848i,0.0072368-0.0098992i,-0.0046992+0.002091i,-0.0002808+0.028829i,0.028244+0.028179i,0.04421-0.0054616i,0.029663-0.033534i,0.012056-0.030206i,0.0050988-0.0090339i,0.00086977+0.0078681i,-0.0034864+0.013709i
0.33298-0.24748i,0.66336-0.43738i,0.80481-0.48539i,0.6181-0.36713i,0.36206-0.23605i,0.20571-0.20578i,0.0929-0.23464i,0.0044874-0.18186i,-0.019396-0.062881i,0.0041241+0.0061509i,0.0023721+0.013441i,-0.029803+0.00040635i,-0.043261-0.0080936i,-0.029029-0.01735i,-0.019708-0.037474i,-0.017513-0.053083i,-0.0090542-0.065124i,-0.008091-0.076504i,-0.014973-0.068581i,-0.015069-0.041424i,-0.0054627-0.01188i,0.0088975+0.0016645i,0.013125-0.0036534i
0.34842+0.19454i,0.59172+0.40092i,0.57394+0.53478i,0.34361+0.48364i,0.21693+0.34137i,0.20146+0.22168i,0.13732+0.19453i,0.056341+0.22542i,0.036527+0.22326i,0.063376+0.17914i,0.090925+0.096662i,0.08176+0.0080874i,0.063142-0.033755i,0.05859-0.053439i,0.038331-0.065055i,-0.0075013-0.044258i,-0.053108+0.0076615i,-0.063875+0.056838i,-0.037229+0.066436i,-0.0069884+0.038768i,0.0081692+0.0028587i,0.0087005-0.014597i,0.00563-0.009285i
0.057752+0.37815i,0.11236+0.60403i,0.11374+0.46483i,-0.026662+0.04353i,-0.24783-0.1684i,-0.33051-0.085483i,-0.25028-0.0046701i,-0.14957-0.0030013i,-0.082642+0.0073315i,-0.054678+0.031693i,-0.028923+0.048835i,0.016771+0.040895i,0.037775+0.027225i,0.03577+0.042267i,0.029478+0.064022i,0.019914+0.074482i,0.023689+0.076213i,0.036222+0.059021i,0.033298+0.034506i,0.020273+0.028376i,0.015011+0.031595i,0.011288+0.025704i,0.0015183+0.019656i
-0.31409+0.29604i,-0.47165+0.60373i,-0.29607+0.73523i,0.083126+0.50074i,0.21818+0.16798i,0.14248+0.031422i,0.11776-0.029723i,0.057453-0.10824i,-0.079076-0.097147i,-0.14742-0.020143i,-0.12045+0.021798i,-0.057766+0.019705i,-0.019344+0.011272i,-0.012059+0.025774i,-0.00081071+0.031808i,0.0156+0.0041011i,0.030129-0.026632i,0.03629-0.044109i,0.02556-0.043527i,0.0066285-0.018671i,-0.0064875+0.0083392i,-0.010343+0.01386i,-0.010879+0.0061699i
-0.44121-0.19065i,-0.90402-0.25663i,-1.1199-0.10749i,-0.81956+0.16292i,-0.33346+0.2491i,-0.08905+0.18055i,-0.051277+0.15855i,-0.04488+0.10171i,-0.069835-0.024033i,-0.11165-0.072672i,-0.087628-0.031983i,-0.020811+0.016094i,0.010655+0.044556i,0.012246+0.050192i,0.026266+0.029785i,0.033452-0.0097543i,0.0068913-0.028529i,-0.021999-0.01029i,-0.022339+0.0080842i,-0.0047511-0.00017611i,0.0083843-0.02619i,0.0093665-0.047208i,0.0040748-0.049078i
0.005983-0.46047i,-0.032644-0.88229i,-0.12588-1.04i,-0.23816-0.80481i,-0.3145-0.51754i,-0.33456-0.36514i,-0.28012-0.24651i,-0.15029-0.14486i,-0.050356-0.11747i,-0.068161-0.13295i,-0.1229-0.087415i,-0.12459+0.0021394i,-0.1138+0.040803i,-0.1244+0.045179i,-0.11193+0.055797i,-0.06631+0.057829i,-0.02613+0.041948i,-0.0057956+0.020645i,-0.0058652+0.00378i,-0.018494-0.00066531i,-0.015726+0.0038272i,0.0029864+0.0026902i,0.012458-0.0026583i
0.3515-0.16127i,0.59272-0.2791i,0.60924-0.23724i,0.45277-0.043242i,0.36754+0.071344i,0.31333+0.041877i,0.22914+0.020724i,0.18396+0.029542i,0.16056-0.0049771i,0.11893-0.076212i,0.039107-0.1199i,-0.040011-0.095432i,-0.057759-0.07352i,-0.058991-0.088994i,-0.072228-0.079813i,-0.060569-0.046933i,-0.034025-0.033419i,-0.020361-0.043689i,-0.020246-0.058371i,-0.024738-0.048384i,-0.019443-0.014215i,-0.00031558+0.010038i,0.019792+0.01097i
0.28961+0.17294i,0.49055+0.1698i,0.40087-0.00029414i,0.060125-0.083289i,-0.10211+0.06739i,-0.01662+0.17014i,0.015185+0.13876i,0.016042+0.12411i,0.097313+0.087145i,0.15885+0.013816i,0.14756-0.031918i,0.089444-0.06099i,0.029077-0.07882i,-9.5973e-05-0.078789i,-0.0026821-0.053817i,0.017002-0.016024i,0.036106-0.00032023i,0.028457-0.002588i,0.020712-0.010219i,0.03055-0.02394i,0.034877-0.026366i,0.036268-0.012744i,0.043301+0.0015909i
-0.012565+0.35958i,0.14772+0.60824i,0.37666+0.50794i,0.33108+0.064434i,-0.0013819-0.21306i,-0.17208-0.17328i,-0.12726-0.12255i,-0.12554-0.068186i,-0.1191+0.069203i,-0.029653+0.13566i,0.050219+0.078563i,0.07175-0.0031627i,0.059144-0.034528i,0.051304-0.022573i,0.058409-0.0082201i,0.066968+0.0024889i,0.070511+0.0062745i,0.066545+0.0041194i,0.056919+0.010387i,0.046809+0.012786i,0.034473+0.0041564i,0.012192+0.0096283i,-0.013753+0.034014i
-0.36414+0.12134i,-0.62383+0.35732i,-0.59912+0.63095i,-0.25008+0.67611i,0.032209+0.47991i,0.056493+0.31212i,0.0090298+0.23305i,-0.064926+0.15501i,-0.16988+0.149i,-0.15651+0.2099i,-0.031981+0.18174i,0.041476+0.084167i,0.053735+0.043543i,0.078733+0.032514i,0.076926-0.0082792i,0.022744-0.050469i,-0.029517-0.067387i,-0.048798-0.058885i,-0.035873-0.024026i,-0.0091484+0.01444i,0.00042265+0.021226i,-0.017842+0.0032187i,-0.038366-0.0071931i
-0.17151-0.28756i,-0.36554-0.47208i,-0.49264-0.45815i,-0.44173-0.22726i,-0.30149-0.022583i,-0.21178+0.029357i,-0.15384+0.018329i,-0.076179-0.045848i,-0.04916-0.1607i,-0.10303-0.15853i,-0.096411-0.015614i,0.0020347+0.052005i,0.043578-0.0031787i,0.0028574-0.031858i,-0.026043-0.0011198i,-0.019035+0.034877i,-0.0098011+0.061527i,-0.017106+0.082857i,-0.021032+0.096264i,-0.010099+0.082202i,-0.0056928+0.040192i,-0.0086563-0.0085971i,-0.007144-0.050112i
0.17846-0.21319i,0.24968-0.35751i,0.21841-0.3736i,0.08645-0.28295i,-0.080157-0.19347i,-0.16863-0.094797i,-0.089942-0.007247i,0.073945-0.0046189i,0.17217-0.033422i,0.14233-0.040761i,0.031438-0.010277i,-0.058059+0.047639i,-0.089387+0.083231i,-0.081721+0.099746i,-0.040442+0.11416i,0.013384+0.10568i,0.043419+0.057916i,0.023678-0.0041251i,-0.037587-0.02703i,-0.079029-0.0056633i,-0.065759+0.014573i,-0.028854+0.0054828i,-0.0018573-0.027252i
0.23381+0.054951i,0.35079+0.0083315i,0.25794-0.043687i,0.07372+0.012691i,0.019797+0.090501i,-0.012053+0.066046i,-0.11587+0.078974i,-0.14231+0.18298i,-0.085288+0.23198i,-0.034942+0.19465i,-0.023292+0.098495i,-0.061348-0.0036464i,-0.084826-0.041475i,-0.058626-0.04216i,-0.029598-0.049949i,-0.017746-0.077156i,-0.018307-0.12125i,-0.035074-0.14248i,-0.067235-0.1083i,-0.081442-0.038065i,-0.054345+0.0069335i,-0.01883+0.0066693i,0.010589-0.0007058i
0.044564+0.27269i,0.16208+0.40476i,0.25193+0.32176i,0.18798+0.10787i,0.086111-0.03233i,0.044915-0.15616i,-0.078833-0.25633i,-0.21931-0.19136i,-0.20527-0.10178i,-0.15496-0.088813i,-0.12423-0.032583i,-0.018195+0.029232i,0.089795-0.0018509i,0.089357-0.079745i,0.014856-0.1138i,-0.041894-0.070421i,-0.051132+0.0080427i,-0.049321+0.070565i,-0.053036+0.08204i,-0.055963+0.041536i,-0.061049-0.0015732i,-0.054628-0.018367i,-0.022647-0.031299i
-0.26649+0.10877i,-0.38682+0.25422i,-0.28407+0.34262i,-0.036929+0.23084i,0.075646+0.016331i,0.07539-0.11191i,0.12394-0.19227i,0.18629-0.24809i,0.2041-0.20251i,0.16526-0.11735i,0.078228-0.048985i,0.028018+0.035342i,0.065414+0.10624i,0.11455+0.10497i,0.10115+0.048383i,0.036432+0.002744i,-0.017114-0.0040976i,-0.009895-0.0069557i,0.023911-0.032385i,0.015536-0.060674i,-0.022799-0.064453i,-0.047426-0.054427i,-0.04492-0.051382i
-0.13939-0.18799i,-0.25202-0.25769i,-0.22062-0.12517i,0.032515+0.14039i,0.37232+0.32765i,0.60595+0.35482i,0.66997+0.23678i,0.54234+0.11965i,0.35963+0.16441i,0.28489+0.21512i,0.18401+0.1171i,-0.032053+0.066419i,-0.17267+0.18356i,-0.11936+0.27373i,-0.011508+0.18987i,0.0084651+0.055638i,-0.005406+0.01562i,0.024698+0.036275i,0.06695+0.048124i,0.069053+0.032122i,0.034727+0.0035207i,-0.00058679-0.010392i,-0.0030941-0.008927i
0.11175-0.19774i,0.078644-0.35286i,-0.095121-0.37624i,-0.27806-0.26849i,-0.34603-0.1379i,-0.29775+0.023388i,-0.13757+0.18919i,-0.036706+0.14986i,-0.14424-0.017695i,-0.2448-0.049164i,-0.18527-0.025067i,-0.13664-0.042431i,-0.17458-0.028269i,-0.2004+0.023926i,-0.13739+0.052895i,-0.047001+0.011095i,-0.026271-0.043722i,-0.041642-0.02706i,-0.031316+0.047373i,0.0086546+0.088786i,0.024328+0.054386i,-0.0042881+0.0011883i,-0.014816-0.026654i
-0.11533+9.3232i,1.3685+9.2756i,5.3812+8.8727i,7.2538+4.7615i,6.0861+0.44925i,3.4859-1.7941i,1.3359-1.5799i,0.6135-0.53798i,1.0074-0.083956i,1.3654-0.61915i,0.7153-1.4247i,-0.37526-1.5299i,-1.1812-0.95199i,-1.6089-0.072987i,-1.5269+0.58678i,-0.97765+0.73307i,-0.25035+0.56443i,0.34201+0.36521i,0.61204+0.28298i,0.5366+0.37316i,0.37967+0.56264i,0.32773+0.6519i,0.27565+0.5254i
0.042799+0.27415i,0.15821+0.50296i,0.32417+0.56221i,0.41394+0.38942i,0.42357+0.16852i,0.43946+0.025421i,0.43241-0.10809i,0.30413-0.20104i,0.12146-0.1899i,0.012421-0.15783i,-0.076069-0.14598i,-0.1335-0.080289i,-0.072406+0.012599i,0.01772+0.058821i,0.016022+0.062646i,-0.071834+0.065628i,-0.16069+0.096229i,-0.16713+0.12978i,-0.076595+0.14141i,0.033739+0.098413i,0.073725+0.0069655i,0.03927-0.029891i,0.0033215+0.0036291i
-0.24879+0.0769i,-0.44359+0.16009i,-0.51207+0.17487i,-0.42827+0.093896i,-0.31576+0.00072155i,-0.22763-0.070861i,-0.18129-0.14427i,-0.16668-0.16133i,-0.10441-0.094044i,-0.0075359+0.0040642i,0.070612+0.059986i,0.11192+0.063683i,0.10983+0.066539i,0.069309+0.058852i,-0.013081+0.049268i,-0.069498+0.08228i,-0.046603+0.10123i,-0.018982+0.045115i,-0.044024-0.0357i,-0.073433-0.036035i,-0.043181+0.045325i,0.017687+0.085529i,0.027636+0.054354i
-0.13788-0.19058i,-0.18878-0.29394i,-0.12343-0.33893i,-0.039707-0.36984i,-0.084787-0.38846i,-0.16393-0.30575i,-0.18362-0.1279i,-0.20949+0.074281i,-0.22086+0.1948i,-0.19527+0.14618i,-0.1543+0.034358i,-0.10603-0.062354i,-0.10141-0.13325i,-0.091061-0.11165i,-0.011565-0.039957i,0.072131-0.0085255i,0.12031-0.010735i,0.13975-0.040943i,0.10701-0.090798i,0.029512-0.10733i,-0.02645-0.078382i,-0.026501-0.039094i,-0.0011707-0.0053534i
0.086574-0.18448i,0.035105-0.24195i,-0.096252-0.071906i,-0.11271+0.22703i,0.02119+0.35503i,0.1246+0.30926i,0.21485+0.22131i,0.30081+0.032513i,0.24502-0.15405i,0.11779-0.15696i,0.048295-0.062752i,0.019026+0.018675i,0.0080075+0.062889i,0.010393+0.067783i,0.024605+0.056766i,0.029935+0.028299i,-0.008732-0.011144i,-0.066232-0.018992i,-0.0857+0.0096871i,-0.053711+0.023803i,-0.014843+0.0012663i,-0.0052705-0.02239i,-0.014734-0.020775i
0.21753-0.0026311i,0.32809-0.13244i,0.18843-0.30382i,-0.12145-0.25647i,-0.21973-0.0062495i,-0.072535+0.099084i,-0.010254+0.019219i,-0.071748-0.02707i,-0.10491-0.019279i,-0.095594-0.030857i,-0.089684-0.044078i,-0.093979-0.015284i,-0.072783+0.042516i,-0.039141+0.055678i,-0.025875-0.00049346i,-0.018428-0.066226i,0.012446-0.075516i,0.062405-0.019312i,0.096607+0.023316i,0.083159-0.0094814i,0.032838-0.0644i,-0.0067793-0.082812i,-0.005506-0.074466i
